$ Get data for 692:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:30:46 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA692           Pigtail Peak
WA692       1203  28     19.00
WA692       1203  29     15.00
WA692       1203  30     20.00
WA692       1203  31     22.00
WA692       0104   1     16.00
WA692       0104   2     21.00
WA692       0104   3     17.00
WA692       0104   4     12.00
WA692       0104   5     -1.00
WA692       0104   6     29.00
WA692       0104   7     31.00
WA692       0104   8     36.00
WA692       0104   9     35.00
WA692       0104  10     36.00
WA692       0104  11     41.00
WA692       0104  12     41.00
WA692       0104  13     39.00
WA692       0104  14     39.00
WA692       0104  15     35.00
WA692       0104  16     33.00
WA692       0104  17     39.00
WA692       0104  18     34.00
WA692       0104  19     33.00
WA692       0104  20     39.00
WA692       0104  21     44.00
WA692       0104  22     44.00
WA692       0104  23     35.00
WA692       0104  24     29.00
WA692       0104  25     20.00
WA692       0104  26     25.00
WA692       0104  27     31.00
WA692       0104  28     31.00
WA692       0104  29     34.00
WA692       0104  30     32.00
WA692       0104  31     23.00
WA692       0204   1     29.00
WA692       0204   2     19.00
WA692       0204   3     31.00
WA692       0204   4     26.00
WA692       0204   5     34.00
WA692       0204   6     32.00
WA692       0204   7     26.00
WA692       0204   8     27.00
WA692       0204   9     38.00
WA692       0204  10     52.00
WA692       0204  11     30.00
WA692       0204  12     37.00
WA692       0204  13     50.00
WA692       0204  14     35.00
WA692       0204  15     35.00
WA692       0204  16     29.00
WA692       0204  17     30.00
WA692       0204  18     31.00
WA692       0204  19     33.00
WA692       0204  20     38.00
WA692       0204  21     29.00
WA692       0204  22     35.00
WA692       0204  23     35.00
WA692       0204  24     32.00
WA692       0204  25     26.00
WA692       0204  26     33.00
WA692       0204  27     35.00
WA692       0204  28     34.00
WA692       0204  29     33.00
WA692       0304   1     36.00
WA692       0304   2     37.00
WA692       0304   3     27.00
WA692       0304   4     27.00
WA692       0304   5     28.00
WA692       0304   6     29.00
WA692       0304   7     39.00
WA692       0304   8     65.00
WA692       0304   9     42.00
WA692       0304  10     53.00
WA692       0304  11     58.00
WA692       0304  12     41.00
WA692       0304  13     41.00
WA692       0304  14     39.00
WA692       0304  15     40.00
WA692       0304  16     45.00
WA692       0304  17     44.00
WA692       0304  18     36.00
WA692       0304  19     29.00
WA692       0304  20     39.00
WA692       0304  21     59.00
WA692       0304  22     55.00
WA692       0304  23     42.00
WA692       0304  24     33.00
WA692       0304  25     31.00
WA692       0304  26     32.00
WA692       0304  27     31.00
WA692       0304  28     47.00
WA692       0304  29     53.00
WA692       0304  30     33.00
WA692       0304  31     32.00
WA692       0404   1     42.00
WA692       0404   2     46.00
WA692       0404   3     59.00
WA692       0404   4     53.00
WA692       0404   5     46.00
WA692       0404   6     57.00
WA692       0404   7     45.00
WA692       0404   8     50.00
WA692       0404   9     56.00
WA692       0404  10     55.00
WA692       0404  11     63.00
WA692       0404  12     62.00
WA692       0404  13     45.00
WA692       0404  14     39.00
WA692       0404  15     39.00
WA692       0404  16     44.00
WA692       0404  17     42.00
WA692       0404  18     45.00
WA692       0404  19     43.00
WA692       0404  20     38.00
WA692       0404  21     38.00
WA692       0404  22     58.00
WA692       0404  23     39.00
WA692       0404  24     49.00
WA692       0404  25     61.00
WA692       0404  26     70.00
WA692       0404  27     51.00
WA692       0404  28     49.00
WA692       0404  29     56.00
WA692       0404  30     68.00
WA692       0504   1     65.00
WA692       0504   2     55.00
WA692       0504   3     56.00
WA692       0504   4     44.00
WA692       0504   5     40.00
WA692       0504   6     58.00
WA692       0504   7     55.00
WA692       0504   8     44.00
WA692       0504   9     46.00
WA692       0504  10     39.00
WA692       0504  11     39.00
WA692       0504  12     46.00
WA692       0504  13     55.00
WA692       0504  14     55.00
WA692       0504  15     40.00
WA692       0504  16     37.00
WA692       0504  17     48.00
WA692       0504  18     52.00
WA692       0504  19     58.00
WA692       0504  20     59.00
WA692       0504  21     43.00
WA692       0504  22     38.00
WA692       0504  23     46.00
WA692       0504  24     58.00
WA692       0504  25     57.00
WA692       0504  26     42.00
WA692       0504  27     43.00
WA692       0504  28     35.00
WA692       0504  29     36.00
WA692       0504  30     38.00
WA692       0504  31     41.00
WA692       0604   1     55.00
WA692       0604   2     62.00
WA692       0604   3     69.00
WA692       0604   4     72.00
WA692       0604   5     43.00
WA692       0604   6     45.00
WA692       0604   7     42.00
WA692       0604   8     53.00
WA692       0604   9     54.00
WA692       0604  10     38.00
WA692       0604  11     38.00
WA692       0604  12     49.00
WA692       0604  13     39.00
WA692       0604  14     40.00
WA692       0604  15     56.00
WA692       0604  16     64.00
WA692       0604  17     62.00
WA692       0604  18     61.00
WA692       0604  19     64.00
WA692       0604  20     72.00
WA692       0604  21     75.00
WA692       0604  22     74.00
WA692       0604  23     76.00
WA692       0604  24     76.00
WA692       0604  25     70.00
WA692       0604  26     58.00
WA692       0604  27     60.00
WA692       0604  28     65.00
WA692       0604  29     69.00
WA692       0604  30     66.00
WA692       0704   1     67.00
WA692       0704   2     61.00
WA692       0704   3     56.00
WA692       0704   4     61.00
WA692       0704   5     67.00
WA692       0704   6     56.00
WA692       0704   7     43.00
WA692       0704   8     56.00
WA692       0704   9     52.00
WA692       0704  10     49.00
WA692       0704  11     58.00
WA692       0704  12     69.00
WA692       0704  13     71.00
WA692       0704  14     78.00
WA692       0704  15     69.00
WA692       0704  16     74.00
WA692       0704  17     80.00
WA692       0704  18     71.00
WA692       0704  19     61.00
WA692       0704  20     60.00
WA692       0704  21     69.00
WA692       0704  22     72.00
WA692       0704  23     75.00
WA692       0704  24     81.00
WA692       0704  25     67.00
WA692       0704  26     69.00
WA692       0704  27     72.00
WA692       0704  28     72.00
WA692       0704  29     69.00
WA692       0704  30     64.00
WA692       0704  31     68.00
WA692       0804   1     72.00
WA692       0804   2     68.00
WA692       0804   3     59.00
WA692       0804   4     64.00
WA692       0804   5     51.00
WA692       0804   6     47.00
WA692       0804   7     56.00
WA692       0804   8     64.00
WA692       0804   9     74.00
WA692       0804  10     74.00
WA692       0804  11     77.00
WA692       0804  12     78.00
WA692       0804  13     80.00
WA692       0804  14     75.00
WA692       0804  15     78.00
WA692       0804  16     72.00
WA692       0804  17     66.00
WA692       0804  18     71.00
WA692       0804  19     73.00
WA692       0804  20     68.00
WA692       0804  21     61.00
WA692       0804  22     47.00
WA692       0804  23     52.00
WA692       0804  24     48.00
WA692       0804  25     44.00
WA692       0804  26     48.00
WA692       0804  27     53.00
WA692       0804  28     56.00
WA692       0804  29     65.00
WA692       0804  30     68.00
WA692       0804  31     69.00
WA692       0904   1     52.00
WA692       0904   2     44.00
WA692       0904   3     51.00
WA692       0904   4     46.00
WA692       0904   5     54.00
WA692       0904   6     61.00
WA692       0904   7     59.00
WA692       0904   8     56.00
WA692       0904   9     50.00
WA692       0904  10     59.00
WA692       0904  11     52.00
WA692       0904  12     43.00
WA692       0904  13     40.00
WA692       0904  14     43.00
WA692       0904  15     42.00
WA692       0904  16     43.00
WA692       0904  17     44.00
WA692       0904  18     36.00
WA692       0904  19     41.00
WA692       0904  20     44.00
WA692       0904  21     55.00
WA692       0904  22     58.00
WA692       0904  23     53.00
WA692       0904  24     64.00
WA692       0904  25     63.00
WA692       0904  26     65.00
WA692       0904  27     65.00
WA692       0904  28     68.00
WA692       0904  29     54.00
WA692       0904  30     58.00
WA692       1004   1     54.00
WA692       1004   2     60.00
WA692       1004   3     62.00
WA692       1004   4     63.00
WA692       1004   5     62.00
WA692       1004   6     48.00
WA692       1004   7     54.00
WA692       1004   8     49.00
WA692       1004   9     35.00
WA692       1004  10     47.00
WA692       1004  11     55.00
WA692       1004  12     59.00
WA692       1004  13     58.00
WA692       1004  14     63.00
WA692       1004  15     48.00
WA692       1004  16     41.00
WA692       1004  17     40.00
WA692       1004  18     34.00
WA692       1004  19     34.00
WA692       1004  20     41.00
WA692       1004  21     34.00
WA692       1004  22     35.00
WA692       1004  23     30.00
WA692       1004  24     30.00
WA692       1004  25     34.00
WA692       1004  26     30.00
WA692       1004  27     48.00
WA692       1004  28     34.00
WA692       1004  29     35.00
WA692       1004  30     34.00
WA692       1004  31     29.00
WA692       1104   1     39.00
WA692       1104   2     40.00
WA692       1104   3     37.00
WA692       1104   4     46.00
WA692       1104   5     56.00
WA692       1104   6     54.00
WA692       1104   7     53.00
WA692       1104   8     59.00
WA692       1104   9     52.00
WA692       1104  10     39.00
WA692       1104  11     49.00
WA692       1104  12     50.00
WA692       1104  13     43.00
WA692       1104  14     47.00
WA692       1104  15     45.00
WA692       1104  16     33.00
WA692       1104  17     39.00
WA692       1104  18     37.00
WA692       1104  19     27.00
WA692       1104  20     36.00
WA692       1104  21     41.00
WA692       1104  22     35.00
WA692       1104  23     37.00
WA692       1104  24     39.00
WA692       1104  25     36.00
WA692       1104  26     28.00
WA692       1104  27     26.00
WA692       1104  28     31.00
WA692       1104  29     35.00
WA692       1104  30     31.00
WA692       1204   1     30.00
WA692       1204   2     33.00
WA692       1204   3     35.00
WA692       1204   4     35.00
WA692       1204   5     29.00
WA692       1204   6     27.00
WA692       1204   7     31.00
WA692       1204   8     31.00
WA692       1204   9     43.00
WA692       1204  10     42.00
WA692       1204  11     39.00
WA692       1204  12     24.00
WA692       1204  13     38.00
WA692       1204  14     35.00
WA692       1204  15     38.00
WA692       1204  16     50.00
WA692       1204  17     48.00
WA692       1204  18     54.00
WA692       1204  19     47.00
WA692       1204  20     25.00
WA692       1204  21     31.00
WA692       1204  22     33.00
WA692       1204  23     44.00
WA692       1204  24     43.00
WA692       1204  25     37.00
WA692       1204  26     31.00
WA692       1204  27     31.00
WA692       1204  28     36.00
WA692       1204  29     31.00
WA692       1204  30     30.00
WA692       1204  31     24.00
WA692       0105   1     24.00
WA692       0105   2     22.00
WA692       0105   3     32.00
WA692       0105   4     15.00
WA692       0105   5     31.00
WA692       0105   6     25.00
WA692       0105   7     24.00
WA692       0105   8     24.00
WA692       0105   9     26.00
WA692       0105  10     32.00
WA692       0105  11     25.00
WA692       0105  12     25.00
WA692       0105  13     22.00
WA692       0105  14     16.00
WA692       0105  15     31.00
WA692       0105  16     36.00
WA692       0105  17     44.00
WA692       0105  18     44.00
WA692       0105  19     46.00
WA692       0105  20     44.00
WA692       0105  21     48.00
WA692       0105  22     46.00
WA692       0105  23     47.00
WA692       0105  24     51.00
WA692       0105  25     44.00
WA692       0105  26     39.00
WA692       0105  27     41.00
WA692       0105  28     31.00
WA692       0105  29     33.00
WA692       0105  30     42.00
WA692       0105  31     37.00
WA692       0205   1     46.00
WA692       0205   2     51.00
WA692       0205   3     52.00
WA692       0205   4     39.00
WA692       0205   5     23.00
WA692       0205   6     26.00
WA692       0205   7     29.00
WA692       0205   8     36.00
WA692       0205   9     40.00
WA692       0205  10     47.00
WA692       0205  11     39.00
WA692       0205  12     34.00
WA692       0205  13     24.00
WA692       0205  14     25.00
WA692       0205  15     28.00
WA692       0205  16     31.00
WA692       0205  17     36.00
WA692       0205  18     45.00
WA692       0205  19     38.00
WA692       0205  20     34.00
WA692       0205  21     43.00
WA692       0205  22     42.00
WA692       0205  23     43.00
WA692       0205  24     53.00
WA692       0205  25     50.00
WA692       0205  26     47.00
WA692       0205  27     44.00
WA692       0205  28     36.00
WA692       0305   1     40.00
WA692       0305   2     43.00
WA692       0305   3     46.00
WA692       0305   4     47.00
WA692       0305   5     46.00
WA692       0305   6     54.00
WA692       0305   7     48.00
WA692       0305   8     53.00
WA692       0305   9     52.00
WA692       0305  10     56.00
WA692       0305  11     58.00
WA692       0305  12     51.00
WA692       0305  13     47.00
WA692       0305  14     45.00
WA692       0305  15     45.00
WA692       0305  16     36.00
WA692       0305  17     33.00
WA692       0305  18     36.00
WA692       0305  19     35.00
WA692       0305  20     35.00
WA692       0305  21     32.00
WA692       0305  22     31.00
WA692       0305  23     31.00
WA692       0305  24     32.00
WA692       0305  25     36.00
WA692       0305  26     35.00
WA692       0305  27     36.00
WA692       0305  28     31.00
WA692       0305  29     28.00
WA692       0305  30     32.00
WA692       0305  31     43.00
WA692       0405   1     36.00
WA692       0405   2     38.00
WA692       0405   3     39.00
WA692       0405   4     33.00
WA692       0405   5     46.00
WA692       0405   6     56.00
WA692       0405   7     38.00
WA692       0405   8     42.00
WA692       0405   9     34.00
WA692       0405  10     47.00
WA692       0405  11     34.00
WA692       0405  12     35.00
WA692       0405  13     38.00
WA692       0405  14     34.00
WA692       0405  15     38.00
WA692       0405  16     40.00
WA692       0405  17     36.00
WA692       0405  18     43.00
WA692       0405  19     51.00
WA692       0405  20     56.00
WA692       0405  21     52.00
WA692       0405  22     50.00
WA692       0405  23     46.00
WA692       0405  24     54.00
WA692       0405  25     54.00
WA692       0405  26     62.00
WA692       0405  27     53.00
WA692       0405  28     41.00
WA692       0405  29     39.00
WA692       0405  30     45.00
WA692       0505   1     52.00
WA692       0505   2     45.00
WA692       0505   3     52.00
WA692       0505   4     49.00
WA692       0505   5     45.00
WA692       0505   6     50.00
WA692       0505   7     45.00
WA692       0505   8     40.00
WA692       0505   9     44.00
WA692       0505  10     47.00
WA692       0505  11     55.00
WA692       0505  12     57.00
WA692       0505  13     57.00
WA692       0505  14     56.00
WA692       0505  15     49.00
WA692       0505  16     43.00
WA692       0505  17     46.00
WA692       0505  18     42.00
WA692       0505  19     41.00
WA692       0505  20     44.00
WA692       0505  21     39.00
WA692       0505  22     38.00
WA692       0505  23     45.00
WA692       0505  24     55.00
WA692       0505  25     55.00
WA692       0505  26     60.00
WA692       0505  27     68.00
WA692       0505  28     71.00
WA692       0505  29     70.00
WA692       0505  30     54.00
WA692       0505  31     41.00
WA692       0605   1     44.00
WA692       0605   2     40.00
WA692       0605   3     43.00
WA692       0605   4     46.00
WA692       0605   5     39.00
WA692       0605   6     40.00
WA692       0605   7     40.00
WA692       0605   8     47.00
WA692       0605   9     51.00
WA692       0605  10     52.00
WA692       0605  11     39.00
WA692       0605  12     44.00
WA692       0605  13     47.00
WA692       0605  14     46.00
WA692       0605  15     56.00
WA692       0605  16     57.00
WA692       0605  17     50.00
WA692       0605  18     53.00
WA692       0605  19     60.00
WA692       0605  20     68.00
WA692       0605  21     74.00
WA692       0605  22     45.00
WA692       0605  23     60.00
WA692       0605  24     60.00
WA692       0605  25     58.00
WA692       0605  26     53.00
WA692       0605  27     46.00
WA692       0605  28     50.00
WA692       0605  29     62.00
WA692       0605  30     63.00
WA692       0705   1     57.00
WA692       0705   2     48.00
WA692       0705   3     62.00
WA692       0705   4     66.00
WA692       0705   5     65.00
WA692       0705   6     51.00
WA692       0705   7     60.00
WA692       0705   8     48.00
WA692       0705   9     47.00
WA692       0705  10     50.00
WA692       0705  11     58.00
WA692       0705  12     57.00
WA692       0705  13     56.00
WA692       0705  14     69.00
WA692       0705  15     67.00
WA692       0705  16     56.00
WA692       0705  17     72.00
WA692       0705  18     72.00
WA692       0705  19     64.00
WA692       0705  20     66.00
WA692       0705  21     80.00
WA692       0705  22     67.00
WA692       0705  23     63.00
WA692       0705  24     60.00
WA692       0705  25     64.00
WA692       0705  26     72.00
WA692       0705  27     75.00
WA692       0705  28     69.00
WA692       0705  29     67.00
WA692       0705  30     70.00
WA692       0705  31     72.00
WA692       0805   1     54.00
WA692       0805   2     61.00
WA692       0805   3     67.00
WA692       0805   4     75.00
WA692       0805   5     73.00
WA692       0805   6     69.00
WA692       0805   7     71.00
WA692       0805   8     69.00
WA692       0805   9     68.00
WA692       0805  10     61.00
WA692       0805  11     60.00
WA692       0805  12     67.00
WA692       0805  13     67.00
WA692       0805  14     71.00
WA692       0805  15     71.00
WA692       0805  16     63.00
WA692       0805  17     53.00
WA692       0805  18     62.00
WA692       0805  19     68.00
WA692       0805  20     71.00
WA692       0805  21     72.00
WA692       0805  22     59.00
WA692       0805  23     50.00
WA692       0805  24     63.00
WA692       0805  25     66.00
WA692       0805  26     68.00
WA692       0805  27     66.00
WA692       0805  28     64.00
WA692       0805  29     44.00
WA692       0805  30     51.00
WA692       0805  31     60.00
WA692       0905   1     66.00
WA692       0905   2     58.00
WA692       0905   3     53.00
WA692       0905   4     47.00
WA692       0905   5     56.00
WA692       0905   6     61.00
WA692       0905   7     65.00
WA692       0905   8     66.00
WA692       0905   9     40.00
WA692       0905  10     42.00
WA692       0905  11     47.00
WA692       0905  12     52.00
WA692       0905  13     56.00
WA692       0905  14     55.00
WA692       0905  15     46.00
WA692       0905  16     42.00
WA692       0905  17     47.00
WA692       0905  18     55.00
WA692       0905  19     53.00
WA692       0905  20     50.00
WA692       0905  21     54.00
WA692       0905  22     47.00
WA692       0905  23     49.00
WA692       0905  24     51.00
WA692       0905  25     58.00
WA692       0905  26     61.00
WA692       0905  27     58.00
WA692       0905  28     61.00
WA692       0905  29     51.00
WA692       0905  30     49.00
WA692       1005   1     36.00
WA692       1005   2     36.00
WA692       1005   3     43.00
WA692       1005   4     47.00
WA692       1005   5     46.00
WA692       1005   6     49.00
WA692       1005   7     40.00
WA692       1005   8     40.00
WA692       1005   9     45.00
WA692       1005  10     52.00
WA692       1005  11     49.00
WA692       1005  12     50.00
WA692       1005  13     45.00
WA692       1005  14     56.00
WA692       1005  15     41.00
WA692       1005  16     45.00
WA692       1005  17     49.00
WA692       1005  18     54.00
WA692       1005  19     45.00
WA692       1005  20     41.00
WA692       1005  21     52.00
WA692       1005  22     57.00
WA692       1005  23     55.00
WA692       1005  24     55.00
WA692       1005  25     53.00
WA692       1005  26     36.00
WA692       1005  27     36.00
WA692       1005  28     34.00
WA692       1005  29     33.00
WA692       1005  30     40.00
WA692       1005  31     36.00
WA692       1105   1     38.00
WA692       1105   2     33.00
WA692       1105   3     32.00
WA692       1105   4     33.00
WA692       1105   5     32.00
WA692       1105   6     29.00
WA692       1105   7     27.00
WA692       1105   8     34.00
WA692       1105   9     42.00
WA692       1105  10     42.00
WA692       1105  11     28.00
WA692       1105  12     29.00
WA692       1105  13     36.00
WA692       1105  14     30.00
WA692       1105  15     37.00
WA692       1105  16     49.00
WA692       1105  17     48.00
WA692       1105  18     54.00
WA692       1105  19     52.00
WA692       1105  20     54.00
WA692       1105  21     51.00
WA692       1105  22     49.00
WA692       1105  23     55.00
WA692       1105  24     50.00
WA692       1105  25     36.00
WA692       1105  26     22.00
WA692       1105  27     22.00
WA692       1105  28     19.00
WA692       1105  29     25.00
WA692       1105  30     22.00
WA692       1205   1     23.00
WA692       1205   2     25.00
WA692       1205   3     21.00
WA692       1205   4     24.00
WA692       1205   5     27.00
WA692       1205   6     30.00
WA692       1205   7     19.00
WA692       1205   8     34.00
WA692       1205   9     46.00
WA692       1205  10     53.00
WA692       1205  11     56.00
WA692       1205  12     41.00
WA692       1205  13     33.00
WA692       1205  14     29.00
WA692       1205  15     45.00
WA692       1205  16     31.00
WA692       1205  17     17.00
WA692       1205  18     11.00
WA692       1205  19     39.00
WA692       1205  20     43.00
WA692       1205  21     39.00
WA692       1205  22     37.00
WA692       1205  23     44.00
WA692       1205  24     46.00
WA692       1205  25     43.00
WA692       1205  26     34.00
WA692       1205  27     33.00
WA692       1205  28     33.00
WA692       1205  29     31.00
WA692       1205  30     35.00
WA692       1205  31     33.00
WA692       0106   1     30.00
WA692       0106   2     32.00
WA692       0106   3     28.00
WA692       0106   4     35.00
WA692       0106   5     40.00
WA692       0106   6     39.00
WA692       0106   7     34.00
WA692       0106   8     31.00
WA692       0106   9     35.00
WA692       0106  10     36.00
WA692       0106  11     30.00
WA692       0106  12     35.00
WA692       0106  13     35.00
WA692       0106  14     29.00
WA692       0106  15     23.00
WA692       0106  16     36.00
WA692       0106  17     34.00
WA692       0106  18     29.00
WA692       0106  19     28.00
WA692       0106  20     26.00
WA692       0106  21     29.00
WA692       0106  22     32.00
WA692       0106  23     38.00
WA692       0106  24     42.00
WA692       0106  25     40.00
WA692       0106  26     27.00
WA692       0106  27     28.00
WA692       0106  28     29.00
WA692       0106  29     35.00
WA692       0106  30     35.00
WA692       0106  31     30.00
WA692       0206   1     30.00
WA692       0206   2     31.00
WA692       0206   3     36.00
WA692       0206   4     35.00
WA692       0206   5     45.00
WA692       0206   6     44.00
WA692       0206   7     48.00
WA692       0206   8     37.00
WA692       0206   9     31.00
WA692       0206  10     26.00
WA692       0206  11     33.00
WA692       0206  12     44.00
WA692       0206  13     35.00
WA692       0206  14     23.00
WA692       0206  15     29.00
WA692       0206  16     26.00
WA692       0206  17      3.00
WA692       0206  18     14.00
WA692       0206  19     32.00
WA692       0206  20     23.00
WA692       0206  21     28.00
WA692       0206  22     29.00
WA692       0206  23     28.00
WA692       0206  24     30.00
WA692       0206  25     34.00
WA692       0206  26     39.00
WA692       0206  27     39.00
WA692       0206  28     32.00
WA692       0306   1     33.00
WA692       0306   2     31.00
WA692       0306   3     31.00
WA692       0306   4     40.00
WA692       0306   5     32.00
WA692       0306   6     36.00
WA692       0306   7     33.00
WA692       0306   8     29.00
WA692       0306   9     24.00
WA692       0306  10     31.00
WA692       0306  11     24.00
WA692       0306  12     38.00
WA692       0306  13     35.00
WA692       0306  14     36.00
WA692       0306  15     34.00
WA692       0306  16     33.00
WA692       0306  17     35.00
WA692       0306  18     32.00
WA692       0306  19     37.00
WA692       0306  20     33.00
WA692       0306  21     38.00
WA692       0306  22     39.00
WA692       0306  23     43.00
WA692       0306  24     37.00
WA692       0306  25     38.00
WA692       0306  26     35.00
WA692       0306  27     38.00
WA692       0306  28     45.00
WA692       0306  29     38.00
WA692       0306  30     43.00
WA692       0306  31     46.00
WA692       0406   1     32.00
WA692       0406   2     35.00
WA692       0406   3     37.00
WA692       0406   4     47.00
WA692       0406   5     47.00
WA692       0406   6     42.00
WA692       0406   7     44.00
WA692       0406   8     35.00
WA692       0406   9     42.00
WA692       0406  10     38.00
WA692       0406  11     40.00
WA692       0406  12     39.00
WA692       0406  13     39.00
WA692       0406  14     36.00
WA692       0406  15     32.00
WA692       0406  16     38.00
WA692       0406  17     39.00
WA692       0406  18     48.00
WA692       0406  19     55.00
WA692       0406  20     58.00
WA692       0406  21     37.00
WA692       0406  22     45.00
WA692       0406  23     47.00
WA692       0406  24     45.00
WA692       0406  25     53.00
WA692       0406  26     46.00
WA692       0406  27     57.00
WA692       0406  28     64.00
WA692       0406  29     54.00
WA692       0406  30     48.00
WA692       0506   1     36.00
WA692       0506   2     48.00
WA692       0506   3     47.00
WA692       0506   4     49.00
WA692       0506   5     57.00
WA692       0506   6     38.00
WA692       0506   7     36.00
WA692       0506   8     35.00
WA692       0506   9     50.00
WA692       0506  10     55.00
WA692       0506  11     46.00
WA692       0506  12     37.00
WA692       0506  13     57.00
WA692       0506  14     66.00
WA692       0506  15     65.00
WA692       0506  16     76.00
WA692       0506  17     77.00
WA692       0506  18     72.00
WA692       0506  19     59.00
WA692       0506  20     53.00
WA692       0506  21     53.00
WA692       0506  22     47.00
WA692       0506  23     51.00
WA692       0506  24     44.00
WA692       0506  25     42.00
WA692       0506  26     42.00
WA692       0506  27     39.00
WA692       0506  28     43.00
WA692       0506  29     44.00
WA692       0506  30     57.00
WA692       0506  31     60.00
WA692       0606   1     59.00
WA692       0606   2     51.00
WA692       0606   3     56.00
WA692       0606   4     45.00
WA692       0606   5     57.00
WA692       0606   6     58.00
WA692       0606   7     54.00
WA692       0606   8     40.00
WA692       0606   9     48.00
WA692       0606  10     56.00
WA692       0606  11     61.00
WA692       0606  12     56.00
WA692       0606  13     49.00
WA692       0606  14     42.00
WA692       0606  15     45.00
WA692       0606  16     51.00
WA692       0606  17     48.00
WA692       0606  18     50.00
WA692       0606  19     48.00
WA692       0606  20     53.00
WA692       0606  21     50.00
WA692       0606  22     54.00
WA692       0606  23     63.00
WA692       0606  24     71.00
WA692       0606  25     71.00
WA692       0606  26     75.00
WA692       0606  27     72.00
WA692       0606  28     65.00
WA692       0606  29     65.00
WA692       0606  30     70.00
WA692       0706   1     70.00
WA692       0706   2     74.00
WA692       0706   3     72.00
WA692       0706   4     73.00
WA692       0706   5     64.00
WA692       0706   6     48.00
WA692       0706   7     63.00
WA692       0706   8     72.00
WA692       0706   9     70.00
WA692       0706  10     59.00
WA692       0706  11     64.00
WA692       0706  12     52.00
WA692       0706  13     57.00
WA692       0706  14     62.00
WA692       0706  15     61.00
WA692       0706  16     70.00
WA692       0706  17     58.00
WA692       0706  18     58.00
WA692       0706  19     64.00
WA692       0706  20     74.00
WA692       0706  21     81.00
WA692       0706  22     80.00
WA692       0706  23     80.00
WA692       0706  24     74.00
WA692       0706  25     68.00
WA692       0706  26     72.00
WA692       0706  27     68.00
WA692       0706  28     59.00
WA692       0706  29     53.00
WA692       0706  30     42.00
WA692       0706  31     56.00
WA692       0806   1     54.00
WA692       0806   2     59.00
WA692       0806   3     64.00
WA692       0806   4     60.00
WA692       0806   5     68.00
WA692       0806   6     70.00
WA692       0806   7     72.00
WA692       0806   8     60.00
WA692       0806   9     58.00
WA692       0806  10     58.00
WA692       0806  11     54.00
WA692       0806  12     62.00
WA692       0806  13     67.00
WA692       0806  14     68.00
WA692       0806  15     59.00
WA692       0806  16     62.00
WA692       0806  17     66.00
WA692       0806  18     71.00
WA692       0806  19     72.00
WA692       0806  20     74.00
WA692       0806  21     78.00
WA692       0806  22     61.00
WA692       0806  23     53.00
WA692       0806  24     56.00
WA692       0806  25     65.00
WA692       0806  26     69.00
WA692       0806  27     74.00
WA692       0806  28     76.00
WA692       0806  29     47.00
WA692       0806  30     42.00
WA692       0806  31     57.00
WA692       0906   1     58.00
WA692       0906   2     71.00
WA692       0906   3     73.00
WA692       0906   4     76.00
WA692       0906   5     74.00
WA692       0906   6     68.00
WA692       0906   7     70.00
WA692       0906   8     67.00
WA692       0906   9     49.00
WA692       0906  10     63.00
WA692       0906  11     67.00
WA692       0906  12     65.00
WA692       0906  13     51.00
WA692       0906  14     37.00
WA692       0906  15     40.00
WA692       0906  16     44.00
WA692       0906  17     53.00
WA692       0906  18     48.00
WA692       0906  19     39.00
WA692       0906  20     40.00
WA692       0906  21     39.00
WA692       0906  22     49.00
WA692       0906  23     57.00
WA692       0906  24     59.00
WA692       0906  25     65.00
WA692       0906  26     69.00
WA692       0906  27     68.00
WA692       0906  28     67.00
WA692       0906  29     69.00
WA692       0906  30     56.00
WA692       1006   1     50.00
WA692       1006   2     49.00
WA692       1006   3     47.00
WA692       1006   4     53.00
WA692       1006   5     54.00
WA692       1006   6     46.00
WA692       1006   7     44.00
WA692       1006   8     46.00
WA692       1006   9     45.00
WA692       1006  10     57.00
WA692       1006  11     63.00
WA692       1006  12     65.00
WA692       1006  13     61.00
WA692       1006  14     58.00
WA692       1006  15     39.00
WA692       1006  16     36.00
WA692       1006  17     43.00
WA692       1006  18     40.00
WA692       1006  19     45.00
WA692       1006  20     47.00
WA692       1006  21     44.00
WA692       1006  22     52.00
WA692       1006  23     50.00
WA692       1006  24     37.00
WA692       1006  25     32.00
WA692       1006  26     36.00
WA692       1006  27     44.00
WA692       1006  28     53.00
WA692       1006  29     35.00
WA692       1006  30     28.00
WA692       1006  31     28.00
WA692       1106   1     32.00
WA692       1106   2     40.00
WA692       1106   3     41.00
WA692       1106   4     41.00
WA692       1106   5     47.00
WA692       1106   6     49.00
WA692       1106   7     47.00
WA692       1106   8     36.00
WA692       1106   9     29.00
WA692       1106  10     33.00
WA692       1106  11     28.00
WA692       1106  12     34.00
WA692       1106  13     34.00
WA692       1106  14     29.00
WA692       1106  15     41.00
WA692       1106  16     28.00
WA692       1106  17     34.00
WA692       1106  18     32.00
WA692       1106  19     41.00
WA692       1106  20     32.00
WA692       1106  21     33.00
WA692       1106  22     29.00
WA692       1106  23     26.00
WA692       1106  24     25.00
WA692       1106  25     22.00
WA692       1106  26     29.00
