$ Get data for 692:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:30:46 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA692           Pigtail Peak
WA692       0208   5     30.00
WA692       0208   6     26.00
WA692       0208   7     28.00
WA692       0208   8     29.00
WA692       0208   9     34.00
WA692       0208  10     33.00
WA692       0208  11     32.00
WA692       0208  12     38.00
WA692       0208  13     28.00
WA692       0208  14     38.00
WA692       0208  15     42.00
WA692       0208  16     36.00
WA692       0208  17     43.00
WA692       0208  18     46.00
WA692       0208  19     50.00
WA692       0208  20     47.00
WA692       0208  21     36.00
WA692       0208  22     42.00
WA692       0208  23     40.00
WA692       0208  24     34.00
WA692       0208  25     36.00
WA692       0208  26     47.00
WA692       0208  27     44.00
WA692       0208  28     52.00
WA692       0208  29     49.00
WA692       0308   1     29.00
WA692       0308   2     38.00
WA692       0308   3     31.00
WA692       0308   4     32.00
WA692       0308   5     48.00
WA692       0308   6     51.00
WA692       0308   7     41.00
WA692       0308   8     41.00
WA692       0308   9     51.00
WA692       0308  10     46.00
WA692       0308  11     30.00
WA692       0308  12     41.00
WA692       0308  13     31.00
WA692       0308  14     35.00
WA692       0308  15     33.00
WA692       0308  16     27.00
WA692       0308  17     33.00
WA692       0308  18     33.00
WA692       0308  19     34.00
WA692       0308  20     32.00
WA692       0308  21     28.00
WA692       0308  22     33.00
WA692       0308  23     34.00
WA692       0308  24     31.00
WA692       0308  25     37.00
WA692       0308  26     33.00
WA692       0308  27     27.00
WA692       0308  28     26.00
WA692       0308  29     27.00
WA692       0308  30     26.00
WA692       0308  31     30.00
WA692       0408   1     40.00
WA692       0408   2     44.00
WA692       0408   3     46.00
WA692       0408   4     33.00
WA692       0408   5     31.00
WA692       0408   6     34.00
WA692       0408   7     31.00
WA692       0408   8     33.00
WA692       0408   9     36.00
WA692       0408  10     38.00
WA692       0408  11     61.00
WA692       0408  12     60.00
WA692       0408  13     59.00
WA692       0408  14     33.00
WA692       0408  15     29.00
WA692       0408  16     38.00
WA692       0408  17     38.00
WA692       0408  18     26.00
WA692       0408  19     30.00
WA692       0408  20     30.00
WA692       0408  21     33.00
WA692       0408  22     30.00
WA692       0408  23     38.00
WA692       0408  24     32.00
WA692       0408  25     41.00
WA692       0408  26     48.00
WA692       0408  27     57.00
WA692       0408  28     44.00
WA692       0408  29     36.00
WA692       0408  30     34.00
WA692       0508   1     42.00
WA692       0508   2     45.00
WA692       0508   3     45.00
WA692       0508   4     51.00
WA692       0508   5     54.00
WA692       0508   6     47.00
WA692       0508   7     39.00
WA692       0508   8     36.00
WA692       0508   9     50.00
WA692       0508  10     48.00
WA692       0508  11     33.00
WA692       0508  12     43.00
WA692       0508  13     42.00
WA692       0508  14     47.00
WA692       0508  15     67.00
WA692       0508  16     66.00
WA692       0508  17     76.00
WA692       0508  18     63.00
WA692       0508  19     62.00
WA692       0508  20     47.00
WA692       0508  21     36.00
WA692       0508  22     39.00
WA692       0508  23     39.00
WA692       0508  24     57.00
WA692       0508  25     53.00
WA692       0508  26     54.00
WA692       0508  27     53.00
WA692       0508  28     55.00
WA692       0508  29     47.00
WA692       0508  30     54.00
WA692       0508  31     58.00
WA692       0608   1     47.00
WA692       0608   2     45.00
WA692       0608   3     39.00
WA692       0608   4     39.00
WA692       0608   5     38.00
WA692       0608   6     36.00
WA692       0608   7     40.00
WA692       0608   8     53.00
WA692       0608   9     44.00
WA692       0608  10     36.00
WA692       0608  11     38.00
WA692       0608  12     62.00
WA692       0608  13     53.00
WA692       0608  14     55.00
WA692       0608  15     58.00
WA692       0608  16     62.00
WA692       0608  17     47.00
WA692       0608  18     50.00
WA692       0608  19     59.00
WA692       0608  20     67.00
WA692       0608  21     64.00
WA692       0608  22     49.00
WA692       0608  23     54.00
WA692       0608  24     55.00
WA692       0608  25     58.00
WA692       0608  26     52.00
WA692       0608  27     72.00
WA692       0608  28     72.00
WA692       0608  29     80.00
WA692       0608  30     79.00
WA692       0708   1     71.00
WA692       0708   2     70.00
WA692       0708   3     67.00
WA692       0708   4     54.00
WA692       0708   5     56.00
WA692       0708   6     53.00
WA692       0708   7     64.00
WA692       0708   8     71.00
WA692       0708   9     69.00
WA692       0708  10     55.00
WA692       0708  11     66.00
WA692       0708  12     70.00
WA692       0708  13     68.00
WA692       0708  14     68.00
WA692       0708  15     66.00
WA692       0708  16     62.00
WA692       0708  17     61.00
WA692       0708  18     57.00
WA692       0708  19     62.00
WA692       0708  20     71.00
WA692       0708  21     67.00
WA692       0708  22     52.00
WA692       0708  23     50.00
WA692       0708  24     65.00
WA692       0708  25     64.00
WA692       0708  26     60.00
WA692       0708  27     51.00
WA692       0708  28     63.00
WA692       0708  29     53.00
WA692       0708  30     49.00
WA692       0708  31     61.00
WA692       0808   1     47.00
WA692       0808   2     50.00
WA692       0808   3     61.00
WA692       0808   4     69.00
WA692       0808   5     74.00
WA692       0808   6     72.00
WA692       0808   7     75.00
WA692       0808   8     69.00
WA692       0808   9     51.00
WA692       0808  10     49.00
WA692       0808  11     60.00
WA692       0808  12     65.00
WA692       0808  13     66.00
WA692       0808  14     73.00
WA692       0808  15     77.00
WA692       0808  16     83.00
WA692       0808  17     82.00
WA692       0808  18     62.00
WA692       0808  19     52.00
WA692       0808  20     50.00
WA692       0808  21     42.00
WA692       0808  22     60.00
WA692       0808  23     68.00
WA692       0808  24     62.00
WA692       0808  25     47.00
WA692       0808  26     50.00
WA692       0808  27     43.00
WA692       0808  28     54.00
WA692       0808  29     59.00
WA692       0808  30     43.00
WA692       0808  31     42.00
WA692       0908   1     49.00
WA692       0908   2     55.00
WA692       0908   3     55.00
WA692       0908   4     58.00
WA692       0908   5     59.00
WA692       0908   6     60.00
WA692       0908   7     58.00
WA692       0908   8     62.00
WA692       0908   9     60.00
WA692       0908  10     61.00
WA692       0908  11     67.00
WA692       0908  12     62.00
WA692       0908  13     64.00
WA692       0908  14     66.00
WA692       0908  15     73.00
WA692       0908  16     78.00
WA692       0908  17     75.00
WA692       0908  18     69.00
WA692       0908  19     70.00
WA692       0908  20     50.00
WA692       0908  21     40.00
WA692       0908  22     38.00
WA692       0908  23     48.00
WA692       0908  24     52.00
WA692       0908  25     44.00
WA692       0908  26     50.00
WA692       0908  27     55.00
WA692       0908  28     59.00
WA692       0908  29     61.00
WA692       0908  30     66.00
WA692       1008   1     68.00
WA692       1008   2   -999.00
WA692       1008   3     45.00
WA692       1008   4     43.00
WA692       1008   5     38.00
WA692       1008   6     47.00
WA692       1008   7     42.00
WA692       1008   8     39.00
WA692       1008   9     33.00
WA692       1008  10     36.00
WA692       1008  11     41.00
WA692       1008  12     46.00
WA692       1008  13     44.00
WA692       1008  14     40.00
WA692       1008  15     42.00
WA692       1008  16     44.00
WA692       1008  17     53.00
WA692       1008  18     45.00
WA692       1008  19     49.00
WA692       1008  20     41.00
WA692       1008  21     43.00
WA692       1008  22     48.00
WA692       1008  23     43.00
WA692       1008  24     51.00
WA692       1008  25     51.00
WA692       1008  26     41.00
WA692       1008  27     65.00
WA692       1008  28     61.00
WA692       1008  29     53.00
WA692       1008  30     54.00
WA692       1008  31     44.00
WA692       1108   1     42.00
WA692       1108   2     39.00
WA692       1108   3     36.00
WA692       1108   4     31.00
WA692       1108   5     33.00
WA692       1108   6     43.00
WA692       1108   7     45.00
WA692       1108   8     42.00
WA692       1108   9     39.00
WA692       1108  10     33.00
WA692       1108  11     42.00
WA692       1108  12     45.00
WA692       1108  13     35.00
WA692       1108  14     43.00
WA692       1108  15     54.00
WA692       1108  16     54.00
WA692       1108  17     60.00
WA692       1108  18     43.00
WA692       1108  19     34.00
WA692       1108  20     31.00
WA692       1108  21     35.00
WA692       1108  22     29.00
WA692       1108  23     29.00
WA692       1108  24     46.00
WA692       1108  25     40.00
WA692       1108  26     30.00
WA692       1108  27     39.00
WA692       1108  28     37.00
WA692       1108  29     41.00
WA692       1108  30     54.00
WA692       1208   1     46.00
WA692       1208   2     34.00
WA692       1208   3     36.00
WA692       1208   4     33.00
WA692       1208   5     47.00
WA692       1208   6     43.00
WA692       1208   7     34.00
WA692       1208   8     30.00
WA692       1208   9     34.00
WA692       1208  10     39.00
WA692       1208  11     37.00
WA692       1208  12     34.00
WA692       1208  13     23.00
WA692       1208  14      7.00
WA692       1208  15      0.00
WA692       1208  16     24.00
WA692       1208  17     22.00
WA692       1208  18     17.00
WA692       1208  19     18.00
WA692       1208  20     12.00
WA692       1208  21     26.00
WA692       1208  22     24.00
WA692       1208  23     19.00
WA692       1208  24     24.00
WA692       1208  25     21.00
WA692       1208  26     26.00
WA692       1208  27     33.00
WA692       1208  28     33.00
WA692       1208  29     27.00
WA692       1208  30     28.00
WA692       1208  31     29.00
WA692       0109   1     31.00
WA692       0109   2     26.00
WA692       0109   3     24.00
WA692       0109   4     26.00
WA692       0109   5     29.00
WA692       0109   6     36.00
WA692       0109   7     36.00
WA692       0109   8     34.00
WA692       0109   9     33.00
WA692       0109  10     32.00
WA692       0109  11     36.00
WA692       0109  12     40.00
WA692       0109  13     45.00
WA692       0109  14     56.00
WA692       0109  15     59.00
WA692       0109  16     58.00
WA692       0109  17     41.00
WA692       0109  18     36.00
WA692       0109  19     38.00
WA692       0109  20     50.00
WA692       0109  21     49.00
WA692       0109  22     45.00
WA692       0109  23     31.00
WA692       0109  24     32.00
WA692       0109  25     22.00
WA692       0109  26     23.00
WA692       0109  27     28.00
WA692       0109  28     26.00
WA692       0109  29     41.00
WA692       0109  30     49.00
WA692       0109  31     22.00
WA692       0209   1     34.00
WA692       0209   2     45.00
WA692       0209   3     54.00
WA692       0209   4     54.00
WA692       0209   5     48.00
WA692       0209   6     39.00
WA692       0209   7     46.00
WA692       0209   8     36.00
WA692       0209   9     24.00
WA692       0209  10     20.00
WA692       0209  11     34.00
WA692       0209  12     26.00
WA692       0209  13     21.00
WA692       0209  14     26.00
WA692       0209  15     26.00
WA692       0209  16     27.00
WA692       0209  17     34.00
WA692       0209  18     40.00
WA692       0209  19     44.00
WA692       0209  20     46.00
WA692       0209  21     40.00
WA692       0209  22     42.00
WA692       0209  23     35.00
WA692       0209  24     31.00
WA692       0209  25     32.00
WA692       0209  26     20.00
WA692       0209  27     29.00
WA692       0209  28     35.00
WA692       0309   1     36.00
WA692       0309   2     40.00
WA692       0309   3     42.00
WA692       0309   4     35.00
WA692       0309   5     25.00
WA692       0309   6     32.00
WA692       0309   7     25.00
WA692       0309   8     25.00
WA692       0309   9     22.00
WA692       0309  10     22.00
WA692       0309  11     31.00
WA692       0309  12     35.00
WA692       0309  13     46.00
WA692       0309  14     29.00
WA692       0309  15     31.00
WA692       0309  16     29.00
WA692       0309  17     28.00
WA692       0309  18     40.00
WA692       0309  19     38.00
WA692       0309  20     40.00
WA692       0309  21     36.00
WA692       0309  22     34.00
WA692       0309  23     31.00
WA692       0309  24     31.00
WA692       0309  25     30.00
WA692       0309  26     37.00
WA692       0309  27     35.00
WA692       0309  28     31.00
WA692       0309  29     31.00
WA692       0309  30     29.00
WA692       0309  31     28.00
WA692       0409   1     32.00
WA692       0409   2     32.00
WA692       0409   3     33.00
WA692       0409   4     40.00
WA692       0409   5     45.00
WA692       0409   6     62.00
WA692       0409   7     58.00
WA692       0409   8     43.00
WA692       0409   9     43.00
WA692       0409  10     40.00
WA692       0409  11     39.00
WA692       0409  12     36.00
WA692       0409  13     31.00
WA692       0409  14     31.00
WA692       0409  15     42.00
WA692       0409  16     49.00
WA692       0409  17     38.00
WA692       0409  18     53.00
WA692       0409  19     57.00
WA692       0409  20     64.00
WA692       0409  21     61.00
WA692       0409  22     43.00
WA692       0409  23     37.00
WA692       0409  24     44.00
WA692       0409  25     31.00
WA692       0409  26     44.00
WA692       0409  27     42.00
WA692       0409  28     37.00
WA692       0409  29     33.00
WA692       0409  30     43.00
WA692       0509   1     44.00
WA692       0509   2     47.00
WA692       0509   3     44.00
WA692       0509   4     42.00
WA692       0509   5     38.00
WA692       0509   6     41.00
WA692       0509   7     34.00
WA692       0509   8     54.00
WA692       0509   9     53.00
WA692       0509  10     56.00
WA692       0509  11     42.00
WA692       0509  12     31.00
WA692       0509  13     44.00
WA692       0509  14     37.00
WA692       0509  15     60.00
WA692       0509  16     64.00
WA692       0509  17     65.00
WA692       0509  18     60.00
WA692       0509  19     38.00
WA692       0509  20     45.00
WA692       0509  21     57.00
WA692       0509  22     61.00
WA692       0509  23     61.00
WA692       0509  24     58.00
WA692       0509  25     57.00
WA692       0509  26     52.00
WA692       0509  27     57.00
WA692       0509  28     66.00
WA692       0509  29     73.00
WA692       0509  30     68.00
WA692       0509  31     68.00
WA692       0609   1     68.00
WA692       0609   2     56.00
WA692       0609   3     60.00
WA692       0609   4     63.00
WA692       0609   5     57.00
WA692       0609   6     45.00
WA692       0609   7     45.00
WA692       0609   8     55.00
WA692       0609   9     61.00
WA692       0609  10     54.00
WA692       0609  11     61.00
WA692       0609  12     64.00
WA692       0609  13     64.00
WA692       0609  14     56.00
WA692       0609  15     55.00
WA692       0609  16     57.00
WA692       0609  17     51.00
WA692       0609  18     54.00
WA692       0609  19     48.00
WA692       0609  20     43.00
WA692       0609  21     41.00
WA692       0609  22     40.00
WA692       0609  23     58.00
WA692       0609  24     65.00
WA692       0609  25     46.00
WA692       0609  26     53.00
WA692       0609  27     67.00
WA692       0609  28     57.00
WA692       0609  29     58.00
WA692       0609  30     60.00
WA692       0709   1     67.00
WA692       0709   2     72.00
WA692       0709   3     73.00
WA692       0709   4     71.00
WA692       0709   5     69.00
WA692       0709   6     48.00
WA692       0709   7     51.00
WA692       0709   8     46.00
WA692       0709   9     57.00
WA692       0709  10     64.00
WA692       0709  11     70.00
WA692       0709  12     58.00
WA692       0709  13     44.00
WA692       0709  14     62.00
WA692       0709  15     69.00
WA692       0709  16     70.00
WA692       0709  17     72.00
WA692       0709  18     67.00
WA692       0709  19     63.00
WA692       0709  20     69.00
WA692       0709  21     73.00
WA692       0709  22     71.00
WA692       0709  23     59.00
WA692       0709  24     66.00
WA692       0709  25     68.00
WA692       0709  26     72.00
WA692       0709  27     76.00
WA692       0709  28     80.00
WA692       0709  29     73.00
WA692       0709  30     78.00
WA692       0709  31     78.00
WA692       0809   1     78.00
WA692       0809   2     75.00
WA692       0809   3     71.00
WA692       0809   4   -999.00
WA692       0809   5     67.00
WA692       0809   6     59.00
WA692       0809   7     49.00
WA692       0809   8     54.00
WA692       0809   9     56.00
WA692       0809  10     58.00
WA692       0809  11     56.00
WA692       0809  12     52.00
WA692       0809  13     49.00
WA692       0809  14     44.00
WA692       0809  15     51.00
WA692       0809  16     60.00
WA692       0809  17     68.00
WA692       0809  18     74.00
WA692       0809  19     77.00
WA692       0809  20     78.00
WA692       0809  21     59.00
WA692       0809  22     62.00
WA692       0809  23     53.00
WA692       0809  24     68.00
WA692       0809  25     55.00
WA692       0809  26     66.00
WA692       0809  27     72.00
WA692       0809  28     72.00
WA692       0809  29     55.00
WA692       0809  30     69.00
WA692       0809  31     69.00
WA692       0909   1     65.00
WA692       0909   2     69.00
WA692       0909   3     50.00
WA692       0909   4     59.00
WA692       0909   5     52.00
WA692       0909   6     42.00
WA692       0909   7     43.00
WA692       0909   8     55.00
WA692       0909   9     59.00
WA692       0909  10     67.00
WA692       0909  11     64.00
WA692       0909  12     72.00
WA692       0909  13     71.00
WA692       0909  14     54.00
WA692       0909  15     64.00
WA692       0909  16     61.00
WA692       0909  17     57.00
WA692       0909  18     65.00
WA692       0909  19     51.00
WA692       0909  20     54.00
WA692       0909  21     61.00
WA692       0909  22     71.00
WA692       0909  23     77.00
WA692       0909  24     65.00
WA692       0909  25     69.00
WA692       0909  26     55.00
WA692       0909  27     54.00
WA692       0909  28     52.00
WA692       0909  29     35.00
WA692       0909  30     35.00
WA692       1009   1     42.00
WA692       1009   2     37.00
WA692       1009   3     39.00
WA692       1009   4     44.00
WA692       1009   5     47.00
WA692       1009   6     51.00
WA692       1009   7     51.00
WA692       1009   8     47.00
WA692       1009   9     46.00
WA692       1009  10     31.00
WA692       1009  11     34.00
WA692       1009  12     27.00
WA692       1009  13     30.00
WA692       1009  14     39.00
WA692       1009  15     44.00
WA692       1009  16     52.00
WA692       1009  17     53.00
WA692       1009  18     44.00
WA692       1009  19     45.00
WA692       1009  20     47.00
WA692       1009  21     41.00
WA692       1009  22     44.00
WA692       1009  23     44.00
WA692       1009  24     39.00
WA692       1009  25     43.00
WA692       1009  26     43.00
WA692       1009  27     31.00
WA692       1009  28     33.00
WA692       1009  29     41.00
WA692       1009  30     41.00
WA692       1009  31     41.00
WA692       1109   1     38.00
WA692       1109   2     37.00
WA692       1109   3     38.00
WA692       1109   4     47.00
WA692       1109   5     46.00
WA692       1109   6     30.00
WA692       1109   7     31.00
WA692       1109   8     33.00
WA692       1109   9     35.00
WA692       1109  10     33.00
WA692       1109  11     32.00
WA692       1109  12     32.00
WA692       1109  13     27.00
WA692       1109  14     28.00
WA692       1109  15     36.00
WA692       1109  16     38.00
WA692       1109  17     36.00
WA692       1109  18     30.00
WA692       1109  19     36.00
WA692       1109  20     37.00
WA692       1109  21     28.00
WA692       1109  22     27.00
WA692       1109  23     36.00
WA692       1109  24     43.00
WA692       1109  25     46.00
WA692       1109  26     41.00
WA692       1109  27     33.00
WA692       1109  28     32.00
WA692       1109  29     36.00
WA692       1109  30     33.00
WA692       1209   1     28.00
WA692       1209   2     30.00
WA692       1209   3     38.00
WA692       1209   4     30.00
WA692       1209   5     24.00
WA692       1209   6     13.00
WA692       1209   7      0.00
WA692       1209   8      5.00
WA692       1209   9     20.00
WA692       1209  10     29.00
WA692       1209  11     32.00
WA692       1209  12     32.00
WA692       1209  13     24.00
WA692       1209  14     30.00
WA692       1209  15     35.00
WA692       1209  16     34.00
WA692       1209  17     35.00
WA692       1209  18     40.00
WA692       1209  19     40.00
WA692       1209  20     39.00
WA692       1209  21     35.00
WA692       1209  22     24.00
WA692       1209  23     35.00
WA692       1209  24     42.00
WA692       1209  25     38.00
WA692       1209  26     21.00
WA692       1209  27     20.00
WA692       1209  28     32.00
WA692       1209  29     26.00
WA692       1209  30     29.00
WA692       1209  31     36.00
WA692       0110   1     36.00
WA692       0110   2     31.00
WA692       0110   3     32.00
WA692       0110   4     36.00
WA692       0110   5     39.00
WA692       0110   6     30.00
WA692       0110   7     27.00
WA692       0110   8     38.00
WA692       0110   9     41.00
WA692       0110  10     39.00
WA692       0110  11     46.00
WA692       0110  12     39.00
WA692       0110  13     36.00
WA692       0110  14     35.00
WA692       0110  15     40.00
WA692       0110  16     36.00
WA692       0110  17     34.00
WA692       0110  18     34.00
WA692       0110  19     32.00
WA692       0110  20     29.00
WA692       0110  21     30.00
WA692       0110  22     33.00
WA692       0110  23     32.00
WA692       0110  24     26.00
WA692       0110  25     34.00
WA692       0110  26     33.00
WA692       0110  27     30.00
WA692       0110  28     31.00
WA692       0110  29     32.00
WA692       0110  30     34.00
WA692       0110  31     34.00
WA692       0210   1     34.00
WA692       0210   2     39.00
WA692       0210   3     32.00
WA692       0210   4     28.00
WA692       0210   5     40.00
WA692       0210   6     30.00
WA692       0210   7     33.00
WA692       0210   8     34.00
WA692       0210   9     37.00
WA692       0210  10     31.00
WA692       0210  11     37.00
WA692       0210  12     35.00
WA692       0210  13     36.00
WA692       0210  14     36.00
WA692       0210  15     39.00
WA692       0210  16     36.00
WA692       0210  17     34.00
WA692       0210  18     36.00
WA692       0210  19     33.00
WA692       0210  20     31.00
WA692       0210  21     32.00
WA692       0210  22     49.00
WA692       0210  23     41.00
WA692       0210  24     32.00
WA692       0210  25     40.00
WA692       0210  26     32.00
WA692       0210  27     38.00
WA692       0210  28     48.00
WA692       0310   1     42.00
WA692       0310   2     44.00
WA692       0310   3     42.00
WA692       0310   4     36.00
WA692       0310   5     38.00
WA692       0310   6     44.00
WA692       0310   7     43.00
WA692       0310   8     28.00
WA692       0310   9     28.00
WA692       0310  10     33.00
WA692       0310  11     32.00
WA692       0310  12     34.00
WA692       0310  13     32.00
WA692       0310  14     35.00
WA692       0310  15     40.00
WA692       0310  16     49.00
WA692       0310  17     35.00
WA692       0310  18     47.00
WA692       0310  19     40.00
WA692       0310  20     53.00
WA692       0310  21     38.00
WA692       0310  22     35.00
WA692       0310  23     46.00
WA692       0310  24     43.00
WA692       0310  25     37.00
WA692       0310  26     34.00
WA692       0310  27     43.00
WA692       0310  28     39.00
WA692       0310  29     33.00
WA692       0310  30     32.00
WA692       0310  31     37.00
WA692       0410   1     36.00
WA692       0410   2     33.00
WA692       0410   3     30.00
WA692       0410   4     28.00
WA692       0410   5     34.00
WA692       0410   6     31.00
WA692       0410   7     43.00
WA692       0410   8     30.00
WA692       0410   9     30.00
WA692       0410  10     31.00
WA692       0410  11     40.00
WA692       0410  12     43.00
WA692       0410  13     36.00
WA692       0410  14     51.00
WA692       0410  15     46.00
WA692       0410  16     56.00
WA692       0410  17     50.00
WA692       0410  18     54.00
WA692       0410  19     56.00
WA692       0410  20     53.00
WA692       0410  21     35.00
WA692       0410  22     41.00
WA692       0410  23     49.00
WA692       0410  24     33.00
WA692       0410  25     48.00
WA692       0410  26     39.00
WA692       0410  27     45.00
WA692       0410  28     35.00
WA692       0410  29     35.00
WA692       0410  30     38.00
WA692       0510   1     35.00
WA692       0510   2     37.00
WA692       0510   3     34.00
WA692       0510   4     33.00
WA692       0510   5     35.00
WA692       0510   6     41.00
WA692       0510   7     45.00
WA692       0510   8     47.00
WA692       0510   9     51.00
WA692       0510  10     39.00
WA692       0510  11     46.00
WA692       0510  12     54.00
WA692       0510  13     57.00
WA692       0510  14     61.00
WA692       0510  15     59.00
WA692       0510  16     61.00
WA692       0510  17     58.00
WA692       0510  18     44.00
WA692       0510  19     44.00
WA692       0510  20     37.00
WA692       0510  21     44.00
WA692       0510  22     38.00
WA692       0510  23     36.00
WA692       0510  24     48.00
WA692       0510  25     44.00
WA692       0510  26     49.00
WA692       0510  27     51.00
WA692       0510  28     36.00
WA692       0510  29     37.00
WA692       0510  30     47.00
WA692       0510  31     50.00
WA692       0610   1     46.00
WA692       0610   2     49.00
WA692       0610   3     48.00
WA692       0610   4     40.00
WA692       0610   5     56.00
WA692       0610   6     46.00
WA692       0610   7     47.00
WA692       0610   8     59.00
WA692       0610   9     44.00
WA692       0610  10     40.00
WA692       0610  11     52.00
WA692       0610  12     63.00
WA692       0610  13     60.00
WA692       0610  14     49.00
WA692       0610  15     41.00
WA692       0610  16     40.00
WA692       0610  17     42.00
WA692       0610  18     52.00
WA692       0610  19     48.00
WA692       0610  20     45.00
WA692       0610  21     47.00
WA692       0610  22     61.00
WA692       0610  23     65.00
WA692       0610  24     62.00
WA692       0610  25     59.00
WA692       0610  26     58.00
WA692       0610  27     59.00
WA692       0610  28     61.00
WA692       0610  29     49.00
WA692       0610  30     52.00
WA692       0710   1     47.00
WA692       0710   2     45.00
WA692       0710   3     47.00
WA692       0710   4     42.00
WA692       0710   5     49.00
WA692       0710   6     61.00
WA692       0710   7     64.00
WA692       0710   8     74.00
WA692       0710   9     73.00
WA692       0710  10     66.00
WA692       0710  11     68.00
WA692       0710  12     47.00
WA692       0710  13     50.00
WA692       0710  14     65.00
WA692       0710  15     68.00
WA692       0710  16     62.00
WA692       0710  17     62.00
WA692       0710  18     58.00
WA692       0710  19     63.00
WA692       0710  20     68.00
WA692       0710  21     69.00
WA692       0710  22     58.00
WA692       0710  23     68.00
WA692       0710  24     74.00
WA692       0710  25     73.00
WA692       0710  26     71.00
WA692       0710  27     71.00
WA692       0710  28     73.00
WA692       0710  29     71.00
WA692       0710  30     69.00
WA692       0710  31     61.00
WA692       0810   1     62.00
WA692       0810   2     65.00
WA692       0810   3     65.00
WA692       0810   4     67.00
WA692       0810   5     70.00
WA692       0810   6     63.00
WA692       0810   7     56.00
WA692       0810   8     56.00
WA692       0810   9     55.00
WA692       0810  10     54.00
WA692       0810  11     60.00
WA692       0810  12     66.00
WA692       0810  13     64.00
WA692       0810  14     65.00
WA692       0810  15     70.00
WA692       0810  16     76.00
WA692       0810  17     74.00
WA692       0810  18     64.00
WA692       0810  19     58.00
WA692       0810  20     60.00
WA692       0810  21     54.00
WA692       0810  22     44.00
WA692       0810  23     62.00
WA692       0810  24     66.00
WA692       0810  25     77.00
WA692       0810  26     60.00
WA692       0810  27     48.00
WA692       0810  28     53.00
WA692       0810  29     47.00
WA692       0810  30     47.00
WA692       0810  31     44.00
WA692       0910   1     51.00
WA692       0910   2     57.00
WA692       0910   3     67.00
WA692       0910   4     51.00
WA692       0910   5     39.00
WA692       0910   6     48.00
WA692       0910   7     51.00
WA692       0910   8     45.00
WA692       0910   9     40.00
WA692       0910  10     41.00
WA692       0910  11     53.00
WA692       0910  12     55.00
WA692       0910  13     61.00
WA692       0910  14     61.00
WA692       0910  15     60.00
WA692       0910  16     54.00
WA692       0910  17     50.00
WA692       0910  18     56.00
WA692       0910  19     48.00
WA692       0910  20     42.00
WA692       0910  21     48.00
WA692       0910  22     47.00
WA692       0910  23     43.00
WA692       0910  24     55.00
WA692       0910  25     65.00
WA692       0910  26     52.00
WA692       0910  27     58.00
WA692       0910  28     58.00
WA692       0910  29     61.00
WA692       0910  30     61.00
WA692       1010   1     67.00
WA692       1010   2     70.00
WA692       1010   3     53.00
WA692       1010   4     43.00
WA692       1010   5     53.00
WA692       1010   6     58.00
WA692       1010   7     51.00
WA692       1010   8     49.00
WA692       1010   9     51.00
WA692       1010  10     50.00
WA692       1010  11     41.00
WA692       1010  12     53.00
WA692       1010  13     59.00
WA692       1010  14     56.00
WA692       1010  15     43.00
WA692       1010  16     46.00
WA692       1010  17     50.00
WA692       1010  18     53.00
WA692       1010  19     58.00
WA692       1010  20     60.00
WA692       1010  21     57.00
WA692       1010  22     43.00
WA692       1010  23     41.00
WA692       1010  24     36.00
WA692       1010  25     31.00
WA692       1010  26     31.00
WA692       1010  27     33.00
WA692       1010  28     37.00
WA692       1010  29     43.00
WA692       1010  30     36.00
WA692       1010  31     38.00
WA692       1110   1     44.00
WA692       1110   2     50.00
WA692       1110   3     43.00
WA692       1110   4     62.00
WA692       1110   5     53.00
WA692       1110   6     43.00
WA692       1110   7     35.00
WA692       1110   8     30.00
WA692       1110   9     27.00
WA692       1110  10     33.00
WA692       1110  11     36.00
WA692       1110  12     34.00
WA692       1110  13     38.00
WA692       1110  14     40.00
WA692       1110  15     39.00
WA692       1110  16     32.00
WA692       1110  17     32.00
WA692       1110  18     25.00
WA692       1110  19     28.00
WA692       1110  20     25.00
WA692       1110  21     24.00
WA692       1110  22     18.00
WA692       1110  23      6.00
WA692       1110  24     19.00
WA692       1110  25     32.00
WA692       1110  26     32.00
WA692       1110  27     28.00
WA692       1110  28     26.00
WA692       1110  29     30.00
WA692       1110  30     33.00
WA692       1210   1     34.00
WA692       1210   2     27.00
WA692       1210   3     27.00
WA692       1210   4     18.00
WA692       1210   5     22.00
WA692       1210   6     34.00
WA692       1210   7     35.00
WA692       1210   8     35.00
WA692       1210   9     32.00
WA692       1210  10     29.00
WA692       1210  11     40.00
WA692       1210  12     41.00
WA692       1210  13     37.00
WA692       1210  14     35.00
WA692       1210  15     25.00
WA692       1210  16     27.00
WA692       1210  17     20.00
WA692       1210  18     24.00
WA692       1210  19     21.00
WA692       1210  20     25.00
WA692       1210  21     29.00
WA692       1210  22     32.00
WA692       1210  23     33.00
WA692       1210  24     32.00
WA692       1210  25     34.00
WA692       1210  26     29.00
WA692       1210  27     32.00
WA692       1210  28     32.00
WA692       1210  29     25.00
WA692       1210  30     19.00
WA692       1210  31     13.00
WA692       0111   1     31.00
WA692       0111   2     30.00
WA692       0111   3     37.00
