$ Get data for 824:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:42:17 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA824           Touchet
WA824       0104  14     48.00
WA824       0104  15     37.00
WA824       0104  16     39.00
WA824       0104  17     38.00
WA824       0104  18     35.00
WA824       0104  19     37.00
WA824       0104  20     35.00
WA824       0104  21     37.00
WA824       0104  22     37.00
WA824       0104  23     34.00
WA824       0104  24     33.00
WA824       0104  25     24.00
WA824       0104  26     29.00
WA824       0104  27     33.00
WA824       0104  28     34.00
WA824       0104  29     39.00
WA824       0104  30     37.00
WA824       0104  31     24.00
WA824       0204   1     33.00
WA824       0204   2     28.00
WA824       0204   3     32.00
WA824       0204   4     31.00
WA824       0204   5     39.00
WA824       0204   6     34.00
WA824       0204   7     29.00
WA824       0204   8     28.00
WA824       0204   9     42.00
WA824       0204  10     42.00
WA824       0204  11     40.00
WA824       0204  12     51.00
WA824       0204  13     43.00
WA824       0204  14     40.00
WA824       0204  15     39.00
WA824       0204  16     33.00
WA824       0204  17     36.00
WA824       0204  18     37.00
WA824       0204  19     35.00
WA824       0204  20     41.00
WA824       0204  21     44.00
WA824       0204  22     47.00
WA824       0204  23     48.00
WA824       0204  24     38.00
WA824       0204  25     33.00
WA824       0204  26     43.00
WA824       0204  27     46.00
WA824       0204  28     42.00
WA824       0204  29     40.00
WA824       0304   1     39.00
WA824       0304   2     38.00
WA824       0304   3     30.00
WA824       0304   4     31.00
WA824       0304   5     33.00
WA824       0304   6     34.00
WA824       0304   7     49.00
WA824       0304   8     64.00
WA824       0304   9     51.00
WA824       0304  10     52.00
WA824       0304  11     53.00
WA824       0304  12     52.00
WA824       0304  13     47.00
WA824       0304  14     45.00
WA824       0304  15     47.00
WA824       0304  16     51.00
WA824       0304  17     50.00
WA824       0304  18     55.00
WA824       0304  19     39.00
WA824       0304  20     54.00
WA824       0304  21     64.00
WA824       0304  22     62.00
WA824       0304  23     50.00
WA824       0304  24     46.00
WA824       0304  25     46.00
WA824       0304  26     40.00
WA824       0304  27     34.00
WA824       0304  28     52.00
WA824       0304  29     60.00
WA824       0304  30     60.00
WA824       0304  31     42.00
WA824       0404   1     38.00
WA824       0404   2     57.00
WA824       0404   3     58.00
WA824       0404   4     59.00
WA824       0404   5     52.00
WA824       0404   6     57.00
WA824       0404   7     55.00
WA824       0404   8     50.00
WA824       0404   9     51.00
WA824       0404  10     58.00
WA824       0404  11     60.00
WA824       0404  12     64.00
WA824       0404  13     59.00
WA824       0404  14     45.00
WA824       0404  15     34.00
WA824       0404  16     49.00
WA824       0404  17     39.00
WA824       0404  18     45.00
WA824       0404  19     49.00
WA824       0404  20     42.00
WA824       0404  21     40.00
WA824       0404  22     55.00
WA824       0404  23     54.00
WA824       0404  24     48.00
WA824       0404  25     61.00
WA824       0404  26     67.00
WA824       0404  27     60.00
WA824       0404  28     49.00
WA824       0404  29     59.00
WA824       0404  30     61.00
WA824       0504   1     65.00
WA824       0504   2     65.00
WA824       0504   3     64.00
WA824       0504   4     57.00
WA824       0504   5     52.00
WA824       0504   6     60.00
WA824       0504   7     62.00
WA824       0504   8     49.00
WA824       0504   9     53.00
WA824       0504  10     42.00
WA824       0504  11     35.00
WA824       0504  12     41.00
WA824       0504  13     55.00
WA824       0504  14     56.00
WA824       0504  15     52.00
WA824       0504  16     42.00
WA824       0504  17     54.00
WA824       0504  18     46.00
WA824       0504  19     53.00
WA824       0504  20     54.00
WA824       0504  21     53.00
WA824       0504  22     43.00
WA824       0504  23     42.00
WA824       0504  24     52.00
WA824       0504  25     56.00
WA824       0504  26     47.00
WA824       0504  27     51.00
WA824       0504  28     40.00
WA824       0504  29     43.00
WA824       0504  30     46.00
WA824       0504  31     54.00
WA824       0604   1     58.00
WA824       0604   2     65.00
WA824       0604   3     72.00
WA824       0604   4     73.00
WA824       0604   5     62.00
WA824       0604   6     54.00
WA824       0604   7     48.00
WA824       0604   8     49.00
WA824       0604   9     44.00
WA824       0604  10     42.00
WA824       0604  11     49.00
WA824       0604  12     56.00
WA824       0604  13     52.00
WA824       0604  14     51.00
WA824       0604  15     55.00
WA824       0604  16     63.00
WA824       0604  17     67.00
WA824       0604  18     64.00
WA824       0604  19     61.00
WA824       0604  20     68.00
WA824       0604  21     76.00
WA824       0604  22     79.00
WA824       0604  23     82.00
WA824       0604  24     82.00
WA824       0604  25     78.00
WA824       0604  26     69.00
WA824       0604  27     69.00
WA824       0604  28     71.00
WA824       0604  29     73.00
WA824       0604  30     72.00
WA824       0704   1     73.00
WA824       0704   2     72.00
WA824       0704   3     66.00
WA824       0704   4     64.00
WA824       0704   5     71.00
WA824       0704   6     70.00
WA824       0704   7     55.00
WA824       0704   8     64.00
WA824       0704   9     67.00
WA824       0704  10     64.00
WA824       0704  11     65.00
WA824       0704  12     77.00
WA824       0704  13     76.00
WA824       0704  14     84.00
WA824       0704  15     81.00
WA824       0704  16     81.00
WA824       0704  17     84.00
WA824       0704  18     75.00
WA824       0704  19     68.00
WA824       0704  20     68.00
WA824       0704  21     70.00
WA824       0704  22     77.00
WA824       0704  23     80.00
WA824       0704  24     85.00
WA824       0704  25     80.00
WA824       0704  26     74.00
WA824       0704  27     72.00
WA824       0704  28     76.00
WA824       0704  29     78.00
WA824       0704  30     75.00
WA824       0704  31     79.00
WA824       0804   1     82.00
WA824       0804   2     81.00
WA824       0804   3     69.00
WA824       0804   4     73.00
WA824       0804   5     68.00
WA824       0804   6     67.00
WA824       0804   7     62.00
WA824       0804   8     72.00
WA824       0804   9     79.00
WA824       0804  10     80.00
WA824       0804  11     82.00
WA824       0804  12     84.00
WA824       0804  13     87.00
WA824       0804  14     86.00
WA824       0804  15     85.00
WA824       0804  16     81.00
WA824       0804  17     73.00
WA824       0804  18     77.00
WA824       0804  19     78.00
WA824       0804  20     78.00
WA824       0804  21     72.00
WA824       0804  22     54.00
WA824       0804  23     57.00
WA824       0804  24     50.00
WA824       0804  25     49.00
WA824       0804  26     55.00
WA824       0804  27     63.00
WA824       0804  28     65.00
WA824       0804  29     73.00
WA824       0804  30     77.00
WA824       0804  31     77.00
WA824       0904   1     65.00
WA824       0904   2     53.00
WA824       0904   3     55.00
WA824       0904   4     62.00
WA824       0904   5     59.00
WA824       0904   6     67.00
WA824       0904   7     69.00
WA824       0904   8     68.00
WA824       0904   9     57.00
WA824       0904  10     66.00
WA824       0904  11     62.00
WA824       0904  12     51.00
WA824       0904  13     46.00
WA824       0904  14     49.00
WA824       0904  15     49.00
WA824       0904  16     54.00
WA824       0904  17     51.00
WA824       0904  18     50.00
WA824       0904  19     47.00
WA824       0904  20     46.00
WA824       0904  21     56.00
WA824       0904  22     64.00
WA824       0904  23     63.00
WA824       0904  24     66.00
WA824       0904  25     70.00
WA824       0904  26     70.00
WA824       0904  27     73.00
WA824       0904  28     72.00
WA824       0904  29     67.00
WA824       0904  30     62.00
WA824       1004   1     61.00
WA824       1004   2     64.00
WA824       1004   3     64.00
WA824       1004   4     65.00
WA824       1004   5     69.00
WA824       1004   6     55.00
WA824       1004   7     61.00
WA824       1004   8     69.00
WA824       1004   9     46.00
WA824       1004  10     52.00
WA824       1004  11     57.00
WA824       1004  12     58.00
WA824       1004  13     62.00
WA824       1004  14     65.00
WA824       1004  15     58.00
WA824       1004  16     48.00
WA824       1004  17     54.00
WA824       1004  18     38.00
WA824       1004  19     40.00
WA824       1004  20     42.00
WA824       1004  21     38.00
WA824       1004  22     40.00
WA824       1004  23     37.00
WA824       1004  24     39.00
WA824       1004  25     42.00
WA824       1004  26     46.00
WA824       1004  27     57.00
WA824       1004  28     48.00
WA824       1004  29     36.00
WA824       1004  30     41.00
WA824       1004  31     31.00
WA824       1104   1     39.00
WA824       1104   2     39.00
WA824       1104   3     39.00
WA824       1104   4     47.00
WA824       1104   5     55.00
WA824       1104   6     57.00
WA824       1104   7     58.00
WA824       1104   8     67.00
WA824       1104   9     54.00
WA824       1104  10     50.00
WA824       1104  11     52.00
WA824       1104  12     56.00
WA824       1104  13     44.00
WA824       1104  14     42.00
WA824       1104  15     42.00
WA824       1104  16     40.00
WA824       1104  17     47.00
WA824       1104  18     41.00
WA824       1104  19     32.00
WA824       1104  20     34.00
WA824       1104  21     39.00
WA824       1104  22     36.00
WA824       1104  23     36.00
WA824       1104  24     42.00
WA824       1104  25     37.00
WA824       1104  26     33.00
WA824       1104  27     27.00
WA824       1104  28     29.00
WA824       1104  29     32.00
WA824       1104  30     31.00
WA824       1204   1     32.00
WA824       1204   2     33.00
WA824       1204   3     38.00
WA824       1204   4     32.00
WA824       1204   5     29.00
WA824       1204   6     29.00
WA824       1204   7     33.00
WA824       1204   8     36.00
WA824       1204   9     45.00
WA824       1204  10     46.00
WA824       1204  11     42.00
WA824       1204  12     42.00
WA824       1204  13     47.00
WA824       1204  14     42.00
WA824       1204  15     41.00
WA824       1204  16     43.00
WA824       1204  17     46.00
WA824       1204  18     51.00
WA824       1204  19     47.00
WA824       1204  20     30.00
WA824       1204  21     31.00
WA824       1204  22     32.00
WA824       1204  23     38.00
WA824       1204  24     47.00
WA824       1204  25     39.00
WA824       1204  26     41.00
WA824       1204  27     50.00
WA824       1204  28     46.00
WA824       1204  29     39.00
WA824       1204  30     36.00
WA824       1204  31     29.00
WA824       0105   1     32.00
WA824       0105   2     32.00
WA824       0105   3     35.00
WA824       0105   4     30.00
WA824       0105   5     24.00
WA824       0105   6     27.00
WA824       0105   7     27.00
WA824       0105   8     31.00
WA824       0105   9     28.00
WA824       0105  10     36.00
WA824       0105  11     33.00
WA824       0105  12     32.00
WA824       0105  13     27.00
WA824       0105  14     22.00
WA824       0105  15     30.00
WA824       0105  16     36.00
WA824       0105  17     46.00
WA824       0105  18     48.00
WA824       0105  19     53.00
WA824       0105  20     50.00
WA824       0105  21     53.00
WA824       0105  22     51.00
WA824       0105  23     54.00
WA824       0105  24     53.00
WA824       0105  25     49.00
WA824       0105  26     47.00
WA824       0105  27     43.00
WA824       0105  28     44.00
WA824       0105  29     37.00
WA824       0105  30     45.00
WA824       0105  31     41.00
WA824       0205   1     47.00
WA824       0205   2     55.00
WA824       0205   3     57.00
WA824       0205   4     43.00
WA824       0205   5     28.00
WA824       0205   6     32.00
WA824       0205   7     37.00
WA824       0205   8     36.00
WA824       0205   9     46.00
WA824       0205  10     48.00
WA824       0205  11     50.00
WA824       0205  12     46.00
WA824       0205  13     32.00
WA824       0205  14     29.00
WA824       0205  15     36.00
WA824       0205  16     43.00
WA824       0205  17     45.00
WA824       0205  18     46.00
WA824       0205  19     36.00
WA824       0205  20     37.00
WA824       0205  21     46.00
WA824       0205  22     48.00
WA824       0205  23     53.00
WA824       0205  24     53.00
WA824       0205  25     56.00
WA824       0205  26     54.00
WA824       0205  27     59.00
WA824       0205  28     42.00
WA824       0305   1     47.00
WA824       0305   2     46.00
WA824       0305   3     48.00
WA824       0305   4     52.00
WA824       0305   5     53.00
WA824       0305   6     55.00
WA824       0305   7     54.00
WA824       0305   8     61.00
WA824       0305   9     56.00
WA824       0305  10     58.00
WA824       0305  11     61.00
WA824       0305  12     46.00
WA824       0305  13     47.00
WA824       0305  14     48.00
WA824       0305  15     48.00
WA824       0305  16     42.00
WA824       0305  17     39.00
WA824       0305  18     36.00
WA824       0305  19     48.00
WA824       0305  20     49.00
WA824       0305  21     39.00
WA824       0305  22     40.00
WA824       0305  23     36.00
WA824       0305  24     35.00
WA824       0305  25     36.00
WA824       0305  26     36.00
WA824       0305  27     40.00
WA824       0305  28     37.00
WA824       0305  29     34.00
WA824       0305  30     34.00
WA824       0305  31     44.00
WA824       0405   1     40.00
WA824       0405   2     46.00
WA824       0405   3     44.00
WA824       0405   4     38.00
WA824       0405   5     47.00
WA824       0405   6     58.00
WA824       0405   7     59.00
WA824       0405   8     47.00
WA824       0405   9     42.00
WA824       0405  10     51.00
WA824       0405  11     43.00
WA824       0405  12     42.00
WA824       0405  13     34.00
WA824       0405  14     41.00
WA824       0405  15     52.00
WA824       0405  16     57.00
WA824       0405  17     44.00
WA824       0405  18     41.00
WA824       0405  19     46.00
WA824       0405  20     52.00
WA824       0405  21     55.00
WA824       0405  22     61.00
WA824       0405  23     61.00
WA824       0405  24     52.00
WA824       0405  25     58.00
WA824       0405  26     64.00
WA824       0405  27     55.00
WA824       0405  28     50.00
WA824       0405  29     48.00
WA824       0405  30     55.00
WA824       0505   1     59.00
WA824       0505   2     53.00
WA824       0505   3     56.00
WA824       0505   4     56.00
WA824       0505   5     56.00
WA824       0505   6     48.00
WA824       0505   7     50.00
WA824       0505   8     58.00
WA824       0505   9     49.00
WA824       0505  10     42.00
WA824       0505  11     56.00
WA824       0505  12     61.00
WA824       0505  13     64.00
WA824       0505  14     61.00
WA824       0505  15     53.00
WA824       0505  16     42.00
WA824       0505  17     47.00
WA824       0505  18     54.00
WA824       0505  19     56.00
WA824       0505  20     49.00
WA824       0505  21     55.00
WA824       0505  22     49.00
WA824       0505  23     52.00
WA824       0505  24     55.00
WA824       0505  25     65.00
WA824       0505  26     69.00
WA824       0505  27     73.00
WA824       0505  28     76.00
WA824       0505  29     72.00
WA824       0505  30     68.00
WA824       0505  31     53.00
WA824       0605   1     54.00
WA824       0605   2     51.00
WA824       0605   3     60.00
WA824       0605   4     61.00
WA824       0605   5     48.00
WA824       0605   6     43.00
WA824       0605   7     51.00
WA824       0605   8     57.00
WA824       0605   9     63.00
WA824       0605  10     61.00
WA824       0605  11     54.00
WA824       0605  12     52.00
WA824       0605  13     59.00
WA824       0605  14     56.00
WA824       0605  15     60.00
WA824       0605  16     69.00
WA824       0605  17     54.00
WA824       0605  18     57.00
WA824       0605  19     68.00
WA824       0605  20     76.00
WA824       0605  21     83.00
WA824       0605  22     63.00
WA824       0605  23     67.00
WA824       0605  24     69.00
WA824       0605  25     65.00
WA824       0605  26     71.00
WA824       0605  27     51.00
WA824       0605  28     56.00
WA824       0605  29     70.00
WA824       0605  30     73.00
WA824       0705   1     68.00
WA824       0705   2     62.00
WA824       0705   3     66.00
WA824       0705   4     72.00
WA824       0705   5     80.00
WA824       0705   6     68.00
WA824       0705   7     70.00
WA824       0705   8     69.00
WA824       0705   9     57.00
WA824       0705  10     59.00
WA824       0705  11     74.00
WA824       0705  12     73.00
WA824       0705  13     66.00
WA824       0705  14     75.00
WA824       0705  15     82.00
WA824       0705  16     66.00
WA824       0705  17     73.00
WA824       0705  18     79.00
WA824       0705  19     76.00
WA824       0705  20     78.00
WA824       0705  21     87.00
WA824       0705  22     72.00
WA824       0705  23     73.00
WA824       0705  24     71.00
WA824       0705  25     69.00
WA824       0705  26     76.00
WA824       0705  27     83.00
WA824       0705  28     83.00
WA824       0705  29     77.00
WA824       0705  30     81.00
WA824       0705  31     83.00
WA824       0805   1     73.00
WA824       0805   2     71.00
WA824       0805   3     74.00
WA824       0805   4     83.00
WA824       0805   5     85.00
WA824       0805   6     84.00
WA824       0805   7     83.00
WA824       0805   8     81.00
WA824       0805   9     80.00
WA824       0805  10     75.00
WA824       0805  11     74.00
WA824       0805  12     72.00
WA824       0805  13     66.00
WA824       0805  14     72.00
WA824       0805  15     80.00
WA824       0805  16     77.00
WA824       0805  17     62.00
WA824       0805  18     66.00
WA824       0805  19     74.00
WA824       0805  20     83.00
WA824       0805  21     87.00
WA824       0805  22     77.00
WA824       0805  23     63.00
WA824       0805  24     64.00
WA824       0805  25     74.00
WA824       0805  26     77.00
WA824       0805  27     75.00
WA824       0805  28     80.00
WA824       0805  29     58.00
WA824       0805  30     60.00
WA824       0805  31     69.00
WA824       0905   1     74.00
WA824       0905   2     72.00
WA824       0905   3     67.00
WA824       0905   4     64.00
WA824       0905   5     64.00
WA824       0905   6     69.00
WA824       0905   7     74.00
WA824       0905   8     76.00
WA824       0905   9     55.00
WA824       0905  10     51.00
WA824       0905  11     54.00
WA824       0905  12     55.00
WA824       0905  13     63.00
WA824       0905  14     65.00
WA824       0905  15     64.00
WA824       0905  16     54.00
WA824       0905  17     56.00
WA824       0905  18     64.00
WA824       0905  19     68.00
WA824       0905  20     65.00
WA824       0905  21     60.00
WA824       0905  22     58.00
WA824       0905  23     53.00
WA824       0905  24     55.00
WA824       0905  25     62.00
WA824       0905  26     70.00
WA824       0905  27     62.00
WA824       0905  28     69.00
WA824       0905  29     62.00
WA824       0905  30     57.00
WA824       1005   1     46.00
WA824       1005   2     46.00
WA824       1005   3     39.00
WA824       1005   4     44.00
WA824       1005   5     56.00
WA824       1005   6     59.00
WA824       1005   7     45.00
WA824       1005   8     50.00
WA824       1005   9     52.00
WA824       1005  10     61.00
WA824       1005  11     52.00
WA824       1005  12     62.00
WA824       1005  13     52.00
WA824       1005  14     67.00
WA824       1005  15     58.00
WA824       1005  16     54.00
WA824       1005  17     64.00
WA824       1005  18     66.00
WA824       1005  19     57.00
WA824       1005  20     48.00
WA824       1005  21     58.00
WA824       1005  22     64.00
WA824       1005  23     67.00
WA824       1005  24     67.00
WA824       1005  25     66.00
WA824       1005  26     45.00
WA824       1005  27     47.00
WA824       1005  28     39.00
WA824       1005  29     40.00
WA824       1005  30     50.00
WA824       1005  31     45.00
WA824       1105   1     48.00
WA824       1105   2     36.00
WA824       1105   3     35.00
WA824       1105   4     35.00
WA824       1105   5     37.00
WA824       1105   6     37.00
WA824       1105   7     36.00
WA824       1105   8     39.00
WA824       1105   9     42.00
WA824       1105  10     53.00
WA824       1105  11     40.00
WA824       1105  12     30.00
WA824       1105  13     40.00
WA824       1105  14     34.00
WA824       1105  15     40.00
WA824       1105  16     47.00
WA824       1105  17     50.00
WA824       1105  18     49.00
WA824       1105  19     51.00
WA824       1105  20     54.00
WA824       1105  21     54.00
WA824       1105  22     55.00
WA824       1105  23     53.00
WA824       1105  24     53.00
WA824       1105  25     44.00
WA824       1105  26     30.00
WA824       1105  27     28.00
WA824       1105  28     26.00
WA824       1105  29     30.00
WA824       1105  30     26.00
WA824       1205   1     33.00
WA824       1205   2     28.00
WA824       1205   3     25.00
WA824       1205   4     26.00
WA824       1205   5     30.00
WA824       1205   6     24.00
WA824       1205   7     23.00
WA824       1205   8     30.00
WA824       1205   9     38.00
WA824       1205  10     49.00
WA824       1205  11     52.00
WA824       1205  12     46.00
WA824       1205  13     31.00
WA824       1205  14     36.00
WA824       1205  15     34.00
WA824       1205  16     32.00
WA824       1205  17     26.00
WA824       1205  18     28.00
WA824       1205  19     36.00
WA824       1205  20     43.00
WA824       1205  21     42.00
WA824       1205  22     41.00
WA824       1205  23     43.00
WA824       1205  24     48.00
WA824       1205  25     47.00
WA824       1205  26     38.00
WA824       1205  27     36.00
WA824       1205  28     40.00
WA824       1205  29     31.00
WA824       1205  30     36.00
WA824       1205  31     37.00
WA824       0106   1     32.00
WA824       0106   2     37.00
WA824       0106   3     35.00
WA824       0106   4     36.00
WA824       0106   5     39.00
WA824       0106   6     43.00
WA824       0106   7     38.00
WA824       0106   8     31.00
WA824       0106   9     32.00
WA824       0106  10     40.00
WA824       0106  11     36.00
WA824       0106  12     32.00
WA824       0106  13     37.00
WA824       0106  14     37.00
WA824       0106  15     26.00
WA824       0106  16     35.00
WA824       0106  17     36.00
WA824       0106  18     33.00
WA824       0106  19     31.00
WA824       0106  20     31.00
WA824       0106  21     31.00
WA824       0106  22     36.00
WA824       0106  23     44.00
WA824       0106  24     41.00
WA824       0106  25     42.00
WA824       0106  26     32.00
WA824       0106  27     32.00
WA824       0106  28     34.00
WA824       0106  29     35.00
WA824       0106  30     36.00
WA824       0106  31     35.00
WA824       0206   1     44.00
WA824       0206   2     35.00
WA824       0206   3     40.00
WA824       0206   4     39.00
WA824       0206   5     33.00
WA824       0206   6     46.00
WA824       0206   7     55.00
WA824       0206   8     46.00
WA824       0206   9     40.00
WA824       0206  10     42.00
WA824       0206  11     45.00
WA824       0206  12     44.00
WA824       0206  13     44.00
WA824       0206  14     32.00
WA824       0206  15     27.00
WA824       0206  16     26.00
WA824       0206  17     18.00
WA824       0206  18     28.00
WA824       0206  19     29.00
WA824       0206  20     32.00
WA824       0206  21     30.00
WA824       0206  22     31.00
WA824       0206  23     34.00
WA824       0206  24     33.00
WA824       0206  25     44.00
WA824       0206  26     46.00
WA824       0206  27     40.00
WA824       0206  28     40.00
WA824       0306   1     45.00
WA824       0306   2     39.00
WA824       0306   3     45.00
WA824       0306   4     43.00
WA824       0306   5     41.00
WA824       0306   6     41.00
WA824       0306   7     37.00
WA824       0306   8     32.00
WA824       0306   9     28.00
WA824       0306  10     39.00
WA824       0306  11     40.00
WA824       0306  12     41.00
WA824       0306  13     42.00
WA824       0306  14     36.00
WA824       0306  15     39.00
WA824       0306  16     41.00
WA824       0306  17     41.00
WA824       0306  18     33.00
WA824       0306  19     38.00
WA824       0306  20     45.00
WA824       0306  21     52.00
WA824       0306  22     50.00
WA824       0306  23     47.00
WA824       0306  24     49.00
WA824       0306  25     38.00
WA824       0306  26     35.00
WA824       0306  27     47.00
WA824       0306  28     53.00
WA824       0306  29     42.00
WA824       0306  30     49.00
WA824       0306  31     48.00
WA824       0406   1     37.00
WA824       0406   2     45.00
WA824       0406   3     46.00
WA824       0406   4     42.00
WA824       0406   5     40.00
WA824       0406   6     47.00
WA824       0406   7     57.00
WA824       0406   8     44.00
WA824       0406   9     50.00
WA824       0406  10     43.00
WA824       0406  11     51.00
WA824       0406  12     53.00
WA824       0406  13     46.00
WA824       0406  14     47.00
WA824       0406  15     35.00
WA824       0406  16     45.00
WA824       0406  17     44.00
WA824       0406  18     52.00
WA824       0406  19     59.00
WA824       0406  20     61.00
WA824       0406  21     50.00
WA824       0406  22     51.00
WA824       0406  23     56.00
WA824       0406  24     54.00
WA824       0406  25     56.00
WA824       0406  26     59.00
WA824       0406  27     58.00
WA824       0406  28     66.00
WA824       0406  29     68.00
WA824       0406  30     51.00
WA824       0506   1     45.00
WA824       0506   2     48.00
WA824       0506   3     55.00
WA824       0506   4     57.00
WA824       0506   5     62.00
WA824       0506   6     51.00
WA824       0506   7     40.00
WA824       0506   8     41.00
WA824       0506   9     49.00
WA824       0506  10     61.00
WA824       0506  11     59.00
WA824       0506  12     52.00
WA824       0506  13     60.00
WA824       0506  14     71.00
WA824       0506  15     78.00
WA824       0506  16     76.00
WA824       0506  17     77.00
WA824       0506  18     79.00
WA824       0506  19     71.00
WA824       0506  20     55.00
WA824       0506  21     63.00
WA824       0506  22     59.00
WA824       0506  23     62.00
WA824       0506  24     58.00
WA824       0506  25     48.00
WA824       0506  26     47.00
WA824       0506  27     47.00
WA824       0506  28     44.00
WA824       0506  29     54.00
WA824       0506  30     64.00
WA824       0506  31     70.00
WA824       0606   1     72.00
WA824       0606   2     68.00
WA824       0606   3     60.00
WA824       0606   4     54.00
WA824       0606   5     68.00
WA824       0606   6     65.00
WA824       0606   7     66.00
WA824       0606   8     60.00
WA824       0606   9     53.00
WA824       0606  10     59.00
WA824       0606  11     61.00
WA824       0606  12     65.00
WA824       0606  13     52.00
WA824       0606  14     48.00
WA824       0606  15     49.00
WA824       0606  16     60.00
WA824       0606  17     60.00
WA824       0606  18     65.00
WA824       0606  19     60.00
WA824       0606  20     61.00
WA824       0606  21     63.00
WA824       0606  22     67.00
WA824       0606  23     68.00
WA824       0606  24     73.00
WA824       0606  25     77.00
WA824       0606  26     80.00
WA824       0606  27     83.00
WA824       0606  28     78.00
WA824       0606  29     66.00
WA824       0606  30     74.00
WA824       0706   1     78.00
WA824       0706   2     83.00
WA824       0706   3     81.00
WA824       0706   4     84.00
WA824       0706   5     79.00
WA824       0706   6     70.00
WA824       0706   7     69.00
WA824       0706   8     77.00
WA824       0706   9     81.00
WA824       0706  10     71.00
WA824       0706  11     76.00
WA824       0706  12     66.00
WA824       0706  13     71.00
WA824       0706  14     76.00
WA824       0706  15     75.00
WA824       0706  16     77.00
WA824       0706  17     74.00
WA824       0706  18     71.00
WA824       0706  19     76.00
WA824       0706  20     82.00
WA824       0706  21     88.00
WA824       0706  22     88.00
WA824       0706  23     89.00
WA824       0706  24     85.00
WA824       0706  25     80.00
WA824       0706  26     80.00
WA824       0706  27     84.00
WA824       0706  28     78.00
WA824       0706  29     71.00
WA824       0706  30     57.00
WA824       0706  31     65.00
WA824       0806   1     66.00
WA824       0806   2     70.00
WA824       0806   3     73.00
WA824       0806   4     74.00
WA824       0806   5     76.00
WA824       0806   6     79.00
WA824       0806   7     84.00
WA824       0806   8     75.00
WA824       0806   9     71.00
WA824       0806  10     73.00
WA824       0806  11     62.00
WA824       0806  12     67.00
WA824       0806  13     74.00
WA824       0806  14     77.00
WA824       0806  15     72.00
WA824       0806  16     67.00
WA824       0806  17     71.00
WA824       0806  18     77.00
WA824       0806  19     79.00
WA824       0806  20     83.00
WA824       0806  21     89.00
WA824       0806  22     77.00
WA824       0806  23     68.00
WA824       0806  24     63.00
WA824       0806  25     67.00
WA824       0806  26     73.00
WA824       0806  27     77.00
WA824       0806  28     86.00
WA824       0806  29     68.00
WA824       0806  30     54.00
WA824       0806  31     61.00
WA824       0906   1     76.00
WA824       0906   2     81.00
WA824       0906   3     89.00
WA824       0906   4     83.00
WA824       0906   5     75.00
WA824       0906   6     73.00
WA824       0906   7     74.00
WA824       0906   8     79.00
WA824       0906   9     63.00
WA824       0906  10     66.00
WA824       0906  11     75.00
WA824       0906  12     74.00
WA824       0906  13     64.00
WA824       0906  14     48.00
WA824       0906  15     39.00
WA824       0906  16     49.00
WA824       0906  17     60.00
WA824       0906  18     63.00
WA824       0906  19     47.00
WA824       0906  20     50.00
WA824       0906  21     42.00
WA824       0906  22     53.00
WA824       0906  23     58.00
WA824       0906  24     64.00
WA824       0906  25     67.00
WA824       0906  26     71.00
WA824       0906  27     70.00
WA824       0906  28     71.00
WA824       0906  29     74.00
WA824       0906  30     68.00
WA824       1006   1     62.00
WA824       1006   2     60.00
WA824       1006   3     61.00
WA824       1006   4     64.00
WA824       1006   5     58.00
WA824       1006   6     56.00
WA824       1006   7     50.00
WA824       1006   8     51.00
WA824       1006   9     51.00
WA824       1006  10     57.00
WA824       1006  11     58.00
WA824       1006  12     63.00
WA824       1006  13     66.00
WA824       1006  14     66.00
WA824       1006  15     51.00
WA824       1006  16     39.00
WA824       1006  17     40.00
WA824       1006  18     44.00
WA824       1006  19     48.00
WA824       1006  20     43.00
WA824       1006  21     50.00
WA824       1006  22     56.00
WA824       1006  23     56.00
WA824       1006  24     46.00
WA824       1006  25     38.00
WA824       1006  26     49.00
WA824       1006  27     55.00
WA824       1006  28     62.00
WA824       1006  29     49.00
WA824       1006  30     32.00
WA824       1006  31     36.00
WA824       1106   1     46.00
WA824       1106   2     42.00
WA824       1106   3     52.00
WA824       1106   4     50.00
WA824       1106   5     49.00
WA824       1106   6     53.00
WA824       1106   7     52.00
WA824       1106   8     37.00
WA824       1106   9     34.00
WA824       1106  10     36.00
WA824       1106  11     34.00
WA824       1106  12     37.00
WA824       1106  13     37.00
WA824       1106  14     32.00
WA824       1106  15     40.00
WA824       1106  16     41.00
WA824       1106  17     43.00
WA824       1106  18     43.00
WA824       1106  19     50.00
WA824       1106  20     43.00
WA824       1106  21     45.00
WA824       1106  22     38.00
WA824       1106  23     31.00
WA824       1106  24     30.00
WA824       1106  25     27.00
WA824       1106  26     31.00
WA824       1106  27     24.00
WA824       1106  28     18.00
WA824       1106  29     24.00
WA824       1106  30     31.00
WA824       1206   1     26.00
WA824       1206   2     34.00
WA824       1206   3     30.00
WA824       1206   4     37.00
WA824       1206   5     38.00
WA824       1206   6     52.00
WA824       1206   7     47.00
WA824       1206   8     46.00
WA824       1206   9     43.00
WA824       1206  10     38.00
WA824       1206  11     36.00
WA824       1206  12     36.00
WA824       1206  13     41.00
