$ Get data for 824:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:42:17 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA824           Touchet
WA824       0108  14     37.00
WA824       0108  15     21.00
WA824       0108  16     26.00
WA824       0108  17     38.00
WA824       0108  18     40.00
WA824       0108  19     39.00
WA824       0108  20     28.00
WA824       0108  21     29.00
WA824       0108  22     36.00
WA824       0108  23     32.00
WA824       0108  24     34.00
WA824       0108  25     39.00
WA824       0108  26     33.00
WA824       0108  27     32.00
WA824       0108  28     22.00
WA824       0108  29     27.00
WA824       0108  30     25.00
WA824       0108  31     30.00
WA824       0208   1     28.00
WA824       0208   2     26.00
WA824       0208   3     26.00
WA824       0208   4     25.00
WA824       0208   5     31.00
WA824       0208   6     27.00
WA824       0208   7     33.00
WA824       0208   8     33.00
WA824       0208   9     39.00
WA824       0208  10     38.00
WA824       0208  11     37.00
WA824       0208  12     48.00
WA824       0208  13     31.00
WA824       0208  14     37.00
WA824       0208  15     53.00
WA824       0208  16     42.00
WA824       0208  17     42.00
WA824       0208  18     62.00
WA824       0208  19     58.00
WA824       0208  20     45.00
WA824       0208  21     53.00
WA824       0208  22     43.00
WA824       0208  23     48.00
WA824       0208  24     45.00
WA824       0208  25     39.00
WA824       0208  26     48.00
WA824       0208  27     46.00
WA824       0208  28     52.00
WA824       0208  29     48.00
WA824       0308   1     33.00
WA824       0308   2     41.00
WA824       0308   3     39.00
WA824       0308   4     33.00
WA824       0308   5     43.00
WA824       0308   6     58.00
WA824       0308   7     47.00
WA824       0308   8     46.00
WA824       0308   9     52.00
WA824       0308  10     51.00
WA824       0308  11     40.00
WA824       0308  12     48.00
WA824       0308  13     36.00
WA824       0308  14     41.00
WA824       0308  15     38.00
WA824       0308  16     40.00
WA824       0308  17     38.00
WA824       0308  18     40.00
WA824       0308  19     40.00
WA824       0308  20     37.00
WA824       0308  21     34.00
WA824       0308  22     51.00
WA824       0308  23     42.00
WA824       0308  24     35.00
WA824       0308  25     43.00
WA824       0308  26     41.00
WA824       0308  27     33.00
WA824       0308  28     29.00
WA824       0308  29     37.00
WA824       0308  30     30.00
WA824       0308  31     36.00
WA824       0408   1     45.00
WA824       0408   2     48.00
WA824       0408   3     55.00
WA824       0408   4     44.00
WA824       0408   5     42.00
WA824       0408   6     45.00
WA824       0408   7     41.00
WA824       0408   8     41.00
WA824       0408   9     39.00
WA824       0408  10     42.00
WA824       0408  11     57.00
WA824       0408  12     69.00
WA824       0408  13     68.00
WA824       0408  14     47.00
WA824       0408  15     37.00
WA824       0408  16     45.00
WA824       0408  17     57.00
WA824       0408  18     33.00
WA824       0408  19     36.00
WA824       0408  20     38.00
WA824       0408  21     39.00
WA824       0408  22     54.00
WA824       0408  23     43.00
WA824       0408  24     39.00
WA824       0408  25     45.00
WA824       0408  26     59.00
WA824       0408  27     63.00
WA824       0408  28     61.00
WA824       0408  29     45.00
WA824       0408  30     40.00
WA824       0508   1     54.00
WA824       0508   2     58.00
WA824       0508   3     53.00
WA824       0508   4     58.00
WA824       0508   5     60.00
WA824       0508   6     54.00
WA824       0508   7     51.00
WA824       0508   8     47.00
WA824       0508   9     51.00
WA824       0508  10     56.00
WA824       0508  11     44.00
WA824       0508  12     50.00
WA824       0508  13     54.00
WA824       0508  14     55.00
WA824       0508  15     69.00
WA824       0508  16     77.00
WA824       0508  17     77.00
WA824       0508  18     71.00
WA824       0508  19     69.00
WA824       0508  20     59.00
WA824       0508  21     45.00
WA824       0508  22     42.00
WA824       0508  23     56.00
WA824       0508  24     56.00
WA824       0508  25     60.00
WA824       0508  26     58.00
WA824       0508  27     55.00
WA824       0508  28     55.00
WA824       0508  29     59.00
WA824       0508  30     62.00
WA824       0508  31     65.00
WA824       0608   1     58.00
WA824       0608   2     53.00
WA824       0608   3     46.00
WA824       0608   4     47.00
WA824       0608   5     52.00
WA824       0608   6     38.00
WA824       0608   7     46.00
WA824       0608   8     57.00
WA824       0608   9     53.00
WA824       0608  10     37.00
WA824       0608  11     51.00
WA824       0608  12     61.00
WA824       0608  13     64.00
WA824       0608  14     62.00
WA824       0608  15     64.00
WA824       0608  16     68.00
WA824       0608  17     61.00
WA824       0608  18     61.00
WA824       0608  19     67.00
WA824       0608  20     78.00
WA824       0608  21     79.00
WA824       0608  22     64.00
WA824       0608  23     63.00
WA824       0608  24     64.00
WA824       0608  25     68.00
WA824       0608  26     64.00
WA824       0608  27     70.00
WA824       0608  28     81.00
WA824       0608  29     86.00
WA824       0608  30     86.00
WA824       0708   1     78.00
WA824       0708   2     82.00
WA824       0708   3     85.00
WA824       0708   4     67.00
WA824       0708   5     69.00
WA824       0708   6     67.00
WA824       0708   7     69.00
WA824       0708   8     73.00
WA824       0708   9     77.00
WA824       0708  10     69.00
WA824       0708  11     67.00
WA824       0708  12     74.00
WA824       0708  13     76.00
WA824       0708  14     76.00
WA824       0708  15     72.00
WA824       0708  16     72.00
WA824       0708  17     72.00
WA824       0708  18     67.00
WA824       0708  19     74.00
WA824       0708  20     79.00
WA824       0708  21     80.00
WA824       0708  22     67.00
WA824       0708  23     64.00
WA824       0708  24     73.00
WA824       0708  25     78.00
WA824       0708  26     73.00
WA824       0708  27     69.00
WA824       0708  28     71.00
WA824       0708  29     65.00
WA824       0708  30     63.00
WA824       0708  31     73.00
WA824       0808   1     65.00
WA824       0808   2     62.00
WA824       0808   3     68.00
WA824       0808   4     75.00
WA824       0808   5     81.00
WA824       0808   6     81.00
WA824       0808   7     76.00
WA824       0808   8     77.00
WA824       0808   9     65.00
WA824       0808  10     59.00
WA824       0808  11     66.00
WA824       0808  12     73.00
WA824       0808  13     72.00
WA824       0808  14     79.00
WA824       0808  15     82.00
WA824       0808  16     87.00
WA824       0808  17     89.00
WA824       0808  18     80.00
WA824       0808  19     62.00
WA824       0808  20     57.00
WA824       0808  21     49.00
WA824       0808  22     64.00
WA824       0808  23     73.00
WA824       0808  24     74.00
WA824       0808  25     56.00
WA824       0808  26     59.00
WA824       0808  27     55.00
WA824       0808  28     65.00
WA824       0808  29     74.00
WA824       0808  30     57.00
WA824       0808  31     49.00
WA824       0908   1     53.00
WA824       0908   2     60.00
WA824       0908   3     60.00
WA824       0908   4     59.00
WA824       0908   5     60.00
WA824       0908   6     61.00
WA824       0908   7     61.00
WA824       0908   8     65.00
WA824       0908   9     65.00
WA824       0908  10     58.00
WA824       0908  11     66.00
WA824       0908  12     68.00
WA824       0908  13     62.00
WA824       0908  14     68.00
WA824       0908  15     73.00
WA824       0908  16     80.00
WA824       0908  17     82.00
WA824       0908  18     74.00
WA824       0908  19     82.00
WA824       0908  20     58.00
WA824       0908  21     44.00
WA824       0908  22     42.00
WA824       0908  23     54.00
WA824       0908  24     65.00
WA824       0908  25     55.00
WA824       0908  26     62.00
WA824       0908  27     62.00
WA824       0908  28     68.00
WA824       0908  29     75.00
WA824       0908  30     79.00
WA824       1008   1     76.00
WA824       1008   2     63.00
WA824       1008   3     58.00
WA824       1008   4     46.00
WA824       1008   5     42.00
WA824       1008   6     54.00
WA824       1008   7     50.00
WA824       1008   8     44.00
WA824       1008   9     35.00
WA824       1008  10     36.00
WA824       1008  11     40.00
WA824       1008  12     42.00
WA824       1008  13     54.00
WA824       1008  14     43.00
WA824       1008  15     44.00
WA824       1008  16     47.00
WA824       1008  17     63.00
WA824       1008  18     50.00
WA824       1008  19     55.00
WA824       1008  20     48.00
WA824       1008  21     40.00
WA824       1008  22     51.00
WA824       1008  23     51.00
WA824       1008  24     51.00
WA824       1008  25     48.00
WA824       1008  26     55.00
WA824       1008  27     65.00
WA824       1008  28     63.00
WA824       1008  29     63.00
WA824       1008  30     61.00
WA824       1008  31     55.00
WA824       1108   1     47.00
WA824       1108   2     45.00
WA824       1108   3     41.00
WA824       1108   4     34.00
WA824       1108   5     35.00
WA824       1108   6     43.00
WA824       1108   7     50.00
WA824       1108   8     45.00
WA824       1108   9     42.00
WA824       1108  10     36.00
WA824       1108  11     40.00
WA824       1108  12     47.00
WA824       1108  13     43.00
WA824       1108  14     43.00
WA824       1108  15     56.00
WA824       1108  16     58.00
WA824       1108  17     59.00
WA824       1108  18     53.00
WA824       1108  19     51.00
WA824       1108  20     45.00
WA824       1108  21     35.00
WA824       1108  22     37.00
WA824       1108  23     38.00
WA824       1108  24     44.00
WA824       1108  25     47.00
WA824       1108  26     43.00
WA824       1108  27     47.00
WA824       1108  28     36.00
WA824       1108  29     42.00
WA824       1108  30     50.00
WA824       1208   1     50.00
WA824       1208   2     38.00
WA824       1208   3     33.00
WA824       1208   4     36.00
WA824       1208   5     47.00
WA824       1208   6     47.00
WA824       1208   7     38.00
WA824       1208   8     30.00
WA824       1208   9     36.00
WA824       1208  10     38.00
WA824       1208  11     45.00
WA824       1208  12     36.00
WA824       1208  13     23.00
WA824       1208  14     21.00
WA824       1208  15     25.00
WA824       1208  16     15.00
WA824       1208  17     19.00
WA824       1208  18     19.00
WA824       1208  19     15.00
WA824       1208  20     22.00
WA824       1208  21     26.00
WA824       1208  22     25.00
WA824       1208  23     18.00
WA824       1208  24     23.00
WA824       1208  25     24.00
WA824       1208  26     21.00
WA824       1208  27     34.00
WA824       1208  28     36.00
WA824       1208  29     35.00
WA824       1208  30     29.00
WA824       1208  31     33.00
WA824       0109   1     35.00
WA824       0109   2     35.00
WA824       0109   3     20.00
WA824       0109   4     22.00
WA824       0109   5     31.00
WA824       0109   6     38.00
WA824       0109   7     41.00
WA824       0109   8     41.00
WA824       0109   9     33.00
WA824       0109  10     36.00
WA824       0109  11     37.00
WA824       0109  12     40.00
WA824       0109  13     46.00
WA824       0109  14     55.00
WA824       0109  15     57.00
WA824       0109  16     52.00
WA824       0109  17     52.00
WA824       0109  18     60.00
WA824       0109  19     58.00
WA824       0109  20     51.00
WA824       0109  21     49.00
WA824       0109  22     44.00
WA824       0109  23     48.00
WA824       0109  24     32.00
WA824       0109  25     17.00
WA824       0109  26     22.00
WA824       0109  27     29.00
WA824       0109  28     27.00
WA824       0109  29     37.00
WA824       0109  30     47.00
WA824       0109  31     35.00
WA824       0209   1     36.00
WA824       0209   2     43.00
WA824       0209   3     50.00
WA824       0209   4     49.00
WA824       0209   5     44.00
WA824       0209   6     35.00
WA824       0209   7     43.00
WA824       0209   8     44.00
WA824       0209   9     27.00
WA824       0209  10     25.00
WA824       0209  11     33.00
WA824       0209  12     35.00
WA824       0209  13     31.00
WA824       0209  14     36.00
WA824       0209  15     29.00
WA824       0209  16     45.00
WA824       0209  17     40.00
WA824       0209  18     39.00
WA824       0209  19     47.00
WA824       0209  20     43.00
WA824       0209  21     48.00
WA824       0209  22     40.00
WA824       0209  23     45.00
WA824       0209  24     35.00
WA824       0209  25     34.00
WA824       0209  26     31.00
WA824       0209  27     33.00
WA824       0209  28     39.00
WA824       0309   1     42.00
WA824       0309   2     51.00
WA824       0309   3     50.00
WA824       0309   4     40.00
WA824       0309   5     27.00
WA824       0309   6     37.00
WA824       0309   7     28.00
WA824       0309   8     30.00
WA824       0309   9     28.00
WA824       0309  10     21.00
WA824       0309  11     33.00
WA824       0309  12     45.00
WA824       0309  13     48.00
WA824       0309  14     41.00
WA824       0309  15     36.00
WA824       0309  16     32.00
WA824       0309  17     33.00
WA824       0309  18     40.00
WA824       0309  19     48.00
WA824       0309  20     54.00
WA824       0309  21     48.00
WA824       0309  22     33.00
WA824       0309  23     42.00
WA824       0309  24     32.00
WA824       0309  25     28.00
WA824       0309  26     42.00
WA824       0309  27     41.00
WA824       0309  28     33.00
WA824       0309  29     30.00
WA824       0309  30     38.00
WA824       0309  31     31.00
WA824       0409   1     31.00
WA824       0409   2     33.00
WA824       0409   3     32.00
WA824       0409   4     49.00
WA824       0409   5     56.00
WA824       0409   6     63.00
WA824       0409   7     66.00
WA824       0409   8     49.00
WA824       0409   9     47.00
WA824       0409  10     44.00
WA824       0409  11     45.00
WA824       0409  12     50.00
WA824       0409  13     38.00
WA824       0409  14     34.00
WA824       0409  15     44.00
WA824       0409  16     50.00
WA824       0409  17     49.00
WA824       0409  18     57.00
WA824       0409  19     60.00
WA824       0409  20     66.00
WA824       0409  21     66.00
WA824       0409  22     58.00
WA824       0409  23     38.00
WA824       0409  24     42.00
WA824       0409  25     41.00
WA824       0409  26     48.00
WA824       0409  27     44.00
WA824       0409  28     35.00
WA824       0409  29     39.00
WA824       0409  30     43.00
WA824       0509   1     59.00
WA824       0509   2     46.00
WA824       0509   3     43.00
WA824       0509   4     49.00
WA824       0509   5     42.00
WA824       0509   6     46.00
WA824       0509   7     40.00
WA824       0509   8     52.00
WA824       0509   9     55.00
WA824       0509  10     58.00
WA824       0509  11     49.00
WA824       0509  12     35.00
WA824       0509  13     50.00
WA824       0509  14     44.00
WA824       0509  15     52.00
WA824       0509  16     65.00
WA824       0509  17     68.00
WA824       0509  18     71.00
WA824       0509  19     47.00
WA824       0509  20     51.00
WA824       0509  21     58.00
WA824       0509  22     60.00
WA824       0509  23     62.00
WA824       0509  24     61.00
WA824       0509  25     61.00
WA824       0509  26     58.00
WA824       0509  27     64.00
WA824       0509  28     68.00
WA824       0509  29     72.00
WA824       0509  30     69.00
WA824       0509  31     69.00
WA824       0609   1     69.00
WA824       0609   2     65.00
WA824       0609   3     67.00
WA824       0609   4     74.00
WA824       0609   5     63.00
WA824       0609   6     53.00
WA824       0609   7     50.00
WA824       0609   8     54.00
WA824       0609   9     60.00
WA824       0609  10     60.00
WA824       0609  11     62.00
WA824       0609  12     60.00
WA824       0609  13     62.00
WA824       0609  14     58.00
WA824       0609  15     62.00
WA824       0609  16     65.00
WA824       0609  17     59.00
WA824       0609  18     64.00
WA824       0609  19     53.00
WA824       0609  20     48.00
WA824       0609  21     43.00
WA824       0609  22     47.00
WA824       0609  23     62.00
WA824       0609  24     74.00
WA824       0609  25     60.00
WA824       0609  26     57.00
WA824       0609  27     69.00
WA824       0609  28     67.00
WA824       0609  29     67.00
WA824       0609  30     64.00
WA824       0709   1     69.00
WA824       0709   2     75.00
WA824       0709   3     77.00
WA824       0709   4     78.00
WA824       0709   5     76.00
WA824       0709   6     60.00
WA824       0709   7     59.00
WA824       0709   8     58.00
WA824       0709   9     63.00
WA824       0709  10     71.00
WA824       0709  11     76.00
WA824       0709  12     78.00
WA824       0709  13     54.00
WA824       0709  14     67.00
WA824       0709  15     74.00
WA824       0709  16     75.00
WA824       0709  17     79.00
WA824       0709  18     78.00
WA824       0709  19     69.00
WA824       0709  20     76.00
WA824       0709  21     77.00
WA824       0709  22     82.00
WA824       0709  23     72.00
WA824       0709  24     68.00
WA824       0709  25     73.00
WA824       0709  26     69.00
WA824       0709  27     78.00
WA824       0709  28     79.00
WA824       0709  29     78.00
WA824       0709  30     77.00
WA824       0709  31     82.00
WA824       0809   1     86.00
WA824       0809   2     79.00
WA824       0809   3     80.00
WA824       0809   4     82.00
WA824       0809   5     78.00
WA824       0809   6     67.00
WA824       0809   7     56.00
WA824       0809   8     64.00
WA824       0809   9     68.00
WA824       0809  10     72.00
WA824       0809  11     71.00
WA824       0809  12     62.00
WA824       0809  13     59.00
WA824       0809  14     52.00
WA824       0809  15     56.00
WA824       0809  16     62.00
WA824       0809  17     65.00
WA824       0809  18     72.00
WA824       0809  19     79.00
WA824       0809  20     87.00
WA824       0809  21     72.00
WA824       0809  22     69.00
WA824       0809  23     64.00
WA824       0809  24     70.00
WA824       0809  25     70.00
WA824       0809  26     73.00
WA824       0809  27     83.00
WA824       0809  28     89.00
WA824       0809  29     62.00
WA824       0809  30     67.00
WA824       0809  31     73.00
WA824       0909   1     80.00
WA824       0909   2     80.00
WA824       0909   3     67.00
WA824       0909   4     70.00
WA824       0909   5     68.00
WA824       0909   6     57.00
WA824       0909   7     52.00
WA824       0909   8     62.00
WA824       0909   9     68.00
WA824       0909  10     69.00
WA824       0909  11     73.00
WA824       0909  12     78.00
WA824       0909  13     75.00
WA824       0909  14     67.00
WA824       0909  15     73.00
WA824       0909  16     78.00
WA824       0909  17     62.00
WA824       0909  18     76.00
WA824       0909  19     63.00
WA824       0909  20     53.00
WA824       0909  21     69.00
WA824       0909  22     80.00
WA824       0909  23     82.00
WA824       0909  24     75.00
WA824       0909  25     72.00
WA824       0909  26     68.00
WA824       0909  27     62.00
WA824       0909  28     70.00
WA824       0909  29     43.00
WA824       0909  30     42.00
WA824       1009   1     45.00
WA824       1009   2     41.00
WA824       1009   3     35.00
WA824       1009   4     47.00
WA824       1009   5     47.00
WA824       1009   6     51.00
WA824       1009   7     46.00
WA824       1009   8     46.00
WA824       1009   9     38.00
WA824       1009  10     38.00
WA824       1009  11     33.00
WA824       1009  12     43.00
WA824       1009  13     46.00
WA824       1009  14     46.00
WA824       1009  15     49.00
WA824       1009  16     63.00
WA824       1009  17     60.00
WA824       1009  18     52.00
WA824       1009  19     42.00
WA824       1009  20     46.00
WA824       1009  21     49.00
WA824       1009  22     47.00
WA824       1009  23     47.00
WA824       1009  24     40.00
WA824       1009  25     47.00
WA824       1009  26     46.00
WA824       1009  27     31.00
WA824       1009  28     31.00
WA824       1009  29     41.00
WA824       1009  30     46.00
WA824       1009  31     46.00
WA824       1109   1     40.00
WA824       1109   2     43.00
WA824       1109   3     48.00
WA824       1109   4     56.00
WA824       1109   5     57.00
WA824       1109   6     41.00
WA824       1109   7     39.00
WA824       1109   8     34.00
WA824       1109   9     41.00
WA824       1109  10     42.00
WA824       1109  11     35.00
WA824       1109  12     37.00
WA824       1109  13     30.00
WA824       1109  14     30.00
WA824       1109  15     32.00
WA824       1109  16     41.00
WA824       1109  17     43.00
WA824       1109  18     37.00
WA824       1109  19     40.00
WA824       1109  20     40.00
WA824       1109  21     27.00
WA824       1109  22     29.00
WA824       1109  23     33.00
WA824       1109  24     42.00
WA824       1109  25     45.00
WA824       1109  26     43.00
WA824       1109  27     36.00
WA824       1109  28     34.00
WA824       1109  29     45.00
WA824       1109  30     46.00
WA824       1209   1     32.00
WA824       1209   2     33.00
WA824       1209   3     39.00
WA824       1209   4     30.00
WA824       1209   5     22.00
WA824       1209   6     17.00
WA824       1209   7     11.00
WA824       1209   8      4.00
WA824       1209   9     13.00
WA824       1209  10     26.00
WA824       1209  11     28.00
WA824       1209  12     30.00
WA824       1209  13     29.00
WA824       1209  14     29.00
WA824       1209  15     31.00
WA824       1209  16     36.00
WA824       1209  17     39.00
WA824       1209  18     38.00
WA824       1209  19     35.00
WA824       1209  20     36.00
WA824       1209  21     35.00
WA824       1209  22     26.00
WA824       1209  23     26.00
WA824       1209  24     32.00
WA824       1209  25     43.00
WA824       1209  26     36.00
WA824       1209  27     38.00
WA824       1209  28     32.00
WA824       1209  29     32.00
WA824       1209  30     28.00
WA824       1209  31     37.00
WA824       0110   1     35.00
WA824       0110   2     32.00
WA824       0110   3     34.00
WA824       0110   4     37.00
WA824       0110   5     38.00
WA824       0110   6     31.00
WA824       0110   7     29.00
WA824       0110   8     31.00
WA824       0110   9     38.00
WA824       0110  10     40.00
WA824       0110  11     43.00
WA824       0110  12     40.00
WA824       0110  13     37.00
WA824       0110  14     37.00
WA824       0110  15     37.00
WA824       0110  16     36.00
WA824       0110  17     37.00
WA824       0110  18     41.00
WA824       0110  19     40.00
WA824       0110  20     39.00
WA824       0110  21     41.00
WA824       0110  22     38.00
WA824       0110  23     29.00
WA824       0110  24     35.00
WA824       0110  25     34.00
WA824       0110  26     34.00
WA824       0110  27     43.00
WA824       0110  28     38.00
WA824       0110  29     38.00
WA824       0110  30     37.00
WA824       0110  31     32.00
WA824       0210   1     38.00
WA824       0210   2     37.00
WA824       0210   3     36.00
WA824       0210   4     38.00
WA824       0210   5     42.00
WA824       0210   6     46.00
WA824       0210   7     37.00
WA824       0210   8     37.00
WA824       0210   9     35.00
WA824       0210  10     41.00
WA824       0210  11     36.00
WA824       0210  12     37.00
WA824       0210  13     44.00
WA824       0210  14     42.00
WA824       0210  15     41.00
WA824       0210  16     40.00
WA824       0210  17     41.00
WA824       0210  18     41.00
WA824       0210  19     40.00
WA824       0210  20     36.00
WA824       0210  21     40.00
WA824       0210  22     48.00
WA824       0210  23     43.00
WA824       0210  24     33.00
WA824       0210  25     41.00
WA824       0210  26     39.00
WA824       0210  27     45.00
WA824       0210  28     50.00
WA824       0310   1     52.00
WA824       0310   2     51.00
WA824       0310   3     43.00
WA824       0310   4     40.00
WA824       0310   5     46.00
WA824       0310   6     54.00
WA824       0310   7     49.00
WA824       0310   8     34.00
WA824       0310   9     31.00
WA824       0310  10     31.00
WA824       0310  11     38.00
WA824       0310  12     40.00
WA824       0310  13     33.00
WA824       0310  14     49.00
WA824       0310  15     53.00
WA824       0310  16     57.00
WA824       0310  17     42.00
WA824       0310  18     42.00
WA824       0310  19     46.00
WA824       0310  20     53.00
WA824       0310  21     42.00
WA824       0310  22     39.00
WA824       0310  23     49.00
WA824       0310  24     50.00
WA824       0310  25     42.00
WA824       0310  26     36.00
WA824       0310  27     48.00
WA824       0310  28     52.00
WA824       0310  29     44.00
WA824       0310  30     34.00
WA824       0310  31     43.00
WA824       0410   1     39.00
WA824       0410   2     31.00
WA824       0410   3     32.00
WA824       0410   4     41.00
WA824       0410   5     38.00
WA824       0410   6     35.00
WA824       0410   7     49.00
WA824       0410   8     39.00
WA824       0410   9     39.00
WA824       0410  10     50.00
WA824       0410  11     53.00
WA824       0410  12     46.00
WA824       0410  13     37.00
WA824       0410  14     55.00
WA824       0410  15     57.00
WA824       0410  16     66.00
WA824       0410  17     60.00
WA824       0410  18     60.00
WA824       0410  19     69.00
WA824       0410  20     57.00
WA824       0410  21     44.00
WA824       0410  22     49.00
WA824       0410  23     53.00
WA824       0410  24     39.00
WA824       0410  25     51.00
WA824       0410  26     55.00
WA824       0410  27     49.00
WA824       0410  28     40.00
WA824       0410  29     32.00
WA824       0410  30     42.00
WA824       0510   1     36.00
WA824       0510   2     43.00
WA824       0510   3     39.00
WA824       0510   4     37.00
WA824       0510   5     35.00
WA824       0510   6     41.00
WA824       0510   7     49.00
WA824       0510   8     46.00
WA824       0510   9     51.00
WA824       0510  10     45.00
WA824       0510  11     52.00
WA824       0510  12     54.00
WA824       0510  13     58.00
WA824       0510  14     61.00
WA824       0510  15     65.00
WA824       0510  16     67.00
WA824       0510  17     66.00
WA824       0510  18     47.00
WA824       0510  19     57.00
WA824       0510  20     39.00
WA824       0510  21     43.00
WA824       0510  22     42.00
WA824       0510  23     44.00
WA824       0510  24     44.00
WA824       0510  25     55.00
WA824       0510  26     54.00
WA824       0510  27     43.00
WA824       0510  28     40.00
WA824       0510  29     45.00
WA824       0510  30     53.00
WA824       0510  31     52.00
WA824       0610   1     52.00
WA824       0610   2     49.00
WA824       0610   3     50.00
WA824       0610   4     49.00
WA824       0610   5     56.00
WA824       0610   6     55.00
WA824       0610   7     53.00
WA824       0610   8     64.00
WA824       0610   9     52.00
WA824       0610  10     44.00
WA824       0610  11     51.00
WA824       0610  12     61.00
WA824       0610  13     65.00
WA824       0610  14     57.00
WA824       0610  15     49.00
WA824       0610  16     44.00
WA824       0610  17     48.00
WA824       0610  18     61.00
WA824       0610  19     55.00
WA824       0610  20     48.00
WA824       0610  21     51.00
WA824       0610  22     63.00
WA824       0610  23     73.00
WA824       0610  24     67.00
WA824       0610  25     65.00
WA824       0610  26     65.00
WA824       0610  27     67.00
WA824       0610  28     71.00
WA824       0610  29     63.00
WA824       0610  30     56.00
WA824       0710   1     60.00
WA824       0710   2     52.00
WA824       0710   3     57.00
WA824       0710   4     58.00
WA824       0710   5     55.00
WA824       0710   6     65.00
WA824       0710   7     73.00
WA824       0710   8     75.00
WA824       0710   9     78.00
WA824       0710  10     74.00
WA824       0710  11     74.00
WA824       0710  12     62.00
WA824       0710  13     54.00
WA824       0710  14     65.00
WA824       0710  15     76.00
WA824       0710  16     72.00
WA824       0710  17     72.00
WA824       0710  18     67.00
WA824       0710  19     67.00
WA824       0710  20     74.00
WA824       0710  21     71.00
WA824       0710  22     67.00
WA824       0710  23     67.00
WA824       0710  24     75.00
WA824       0710  25     80.00
WA824       0710  26     81.00
WA824       0710  27     71.00
WA824       0710  28     77.00
WA824       0710  29     76.00
WA824       0710  30     79.00
WA824       0710  31     70.00
WA824       0810   1     65.00
WA824       0810   2     73.00
WA824       0810   3     72.00
WA824       0810   4     74.00
WA824       0810   5     75.00
WA824       0810   6     71.00
WA824       0810   7     68.00
WA824       0810   8     67.00
WA824       0810   9     68.00
WA824       0810  10     64.00
WA824       0810  11     59.00
WA824       0810  12     68.00
WA824       0810  13     70.00
WA824       0810  14     74.00
WA824       0810  15     74.00
WA824       0810  16     76.00
WA824       0810  17     80.00
WA824       0810  18     73.00
WA824       0810  19     70.00
WA824       0810  20     71.00
WA824       0810  21     68.00
WA824       0810  22     56.00
WA824       0810  23     62.00
WA824       0810  24     75.00
WA824       0810  25     82.00
WA824       0810  26     78.00
WA824       0810  27     56.00
WA824       0810  28     50.00
WA824       0810  29     56.00
WA824       0810  30     50.00
WA824       0810  31     51.00
WA824       0910   1     53.00
WA824       0910   2     68.00
WA824       0910   3     76.00
WA824       0910   4     61.00
WA824       0910   5     48.00
WA824       0910   6     57.00
WA824       0910   7     61.00
WA824       0910   8     48.00
WA824       0910   9     43.00
WA824       0910  10     54.00
WA824       0910  11     60.00
WA824       0910  12     64.00
WA824       0910  13     66.00
WA824       0910  14     64.00
WA824       0910  15     69.00
WA824       0910  16     60.00
WA824       0910  17     65.00
WA824       0910  18     60.00
WA824       0910  19     53.00
WA824       0910  20     51.00
WA824       0910  21     50.00
WA824       0910  22     53.00
WA824       0910  23     54.00
WA824       0910  24     62.00
WA824       0910  25     74.00
WA824       0910  26     64.00
WA824       0910  27     69.00
WA824       0910  28     66.00
WA824       0910  29     65.00
WA824       0910  30     75.00
WA824       1010   1     77.00
WA824       1010   2     78.00
WA824       1010   3     68.00
WA824       1010   4     51.00
WA824       1010   5     54.00
WA824       1010   6     66.00
WA824       1010   7     55.00
WA824       1010   8     49.00
WA824       1010   9     57.00
WA824       1010  10     57.00
WA824       1010  11     44.00
WA824       1010  12     54.00
WA824       1010  13     60.00
WA824       1010  14     66.00
WA824       1010  15     45.00
WA824       1010  16     46.00
WA824       1010  17     49.00
WA824       1010  18     52.00
WA824       1010  19     59.00
WA824       1010  20     63.00
WA824       1010  21     65.00
WA824       1010  22     53.00
WA824       1010  23     43.00
WA824       1010  24     40.00
WA824       1010  25     33.00
WA824       1010  26     31.00
WA824       1010  27     41.00
WA824       1010  28     40.00
WA824       1010  29     41.00
WA824       1010  30     46.00
WA824       1010  31     42.00
WA824       1110   1     52.00
WA824       1110   2     51.00
WA824       1110   3     60.00
WA824       1110   4     63.00
WA824       1110   5     57.00
WA824       1110   6     57.00
WA824       1110   7     44.00
WA824       1110   8     30.00
WA824       1110   9     33.00
WA824       1110  10     30.00
WA824       1110  11     37.00
WA824       1110  12     33.00
WA824       1110  13     35.00
WA824       1110  14     41.00
WA824       1110  15     41.00
WA824       1110  16     39.00
WA824       1110  17     40.00
WA824       1110  18     36.00
WA824       1110  19     36.00
WA824       1110  20     35.00
WA824       1110  21     30.00
WA824       1110  22     24.00
WA824       1110  23     17.00
WA824       1110  24     13.00
WA824       1110  25     25.00
WA824       1110  26     24.00
WA824       1110  27     28.00
WA824       1110  28     25.00
WA824       1110  29     28.00
WA824       1110  30     25.00
WA824       1210   1     33.00
WA824       1210   2     34.00
WA824       1210   3     34.00
WA824       1210   4     37.00
WA824       1210   5     36.00
WA824       1210   6     38.00
WA824       1210   7     39.00
WA824       1210   8     40.00
WA824       1210   9     37.00
WA824       1210  10     31.00
WA824       1210  11     41.00
WA824       1210  12     43.00
WA824       1210  13     41.00
