$ Get data for 899:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:41:54 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA899           Tinkham Creek
WA899       0108  18     35.00
WA899       0108  19     34.00
WA899       0108  20     32.00
WA899       0108  21     26.00
WA899       0108  22     29.00
WA899       0108  23     27.00
WA899       0108  24     27.00
WA899       0108  25     33.00
WA899       0108  26     33.00
WA899       0108  27     32.00
WA899       0108  28     28.00
WA899       0108  29     30.00
WA899       0108  30     34.00
WA899       0108  31     34.00
WA899       0208   1     32.00
WA899       0208   2     31.00
WA899       0208   3     32.00
WA899       0208   4     33.00
WA899       0208   5     36.00
WA899       0208   6     32.00
WA899       0208   7     35.00
WA899       0208   8     34.00
WA899       0208   9     36.00
WA899       0208  10     38.00
WA899       0208  11     37.00
WA899       0208  12     43.00
WA899       0208  13     33.00
WA899       0208  14     35.00
WA899       0208  15     40.00
WA899       0208  16     39.00
WA899       0208  17     44.00
WA899       0208  18     45.00
WA899       0208  19     46.00
WA899       0208  20     46.00
WA899       0208  21     43.00
WA899       0208  22     43.00
WA899       0208  23     46.00
WA899       0208  24     43.00
WA899       0208  25     42.00
WA899       0208  26     44.00
WA899       0208  27     41.00
WA899       0208  28     45.00
WA899       0208  29     50.00
WA899       0308   1     37.00
WA899       0308   2     37.00
WA899       0308   3     36.00
WA899       0308   4     37.00
WA899       0308   5     42.00
WA899       0308   6     46.00
WA899       0308   7     41.00
WA899       0308   8     43.00
WA899       0308   9     50.00
WA899       0308  10     49.00
WA899       0308  11     36.00
WA899       0308  12     41.00
WA899       0308  13     36.00
WA899       0308  14     40.00
WA899       0308  15     37.00
WA899       0308  16     37.00
WA899       0308  17     39.00
WA899       0308  18     36.00
WA899       0308  19     41.00
WA899       0308  20     38.00
WA899       0308  21     37.00
WA899       0308  22     42.00
WA899       0308  23     38.00
WA899       0308  24     39.00
WA899       0308  25     40.00
WA899       0308  26     37.00
WA899       0308  27     36.00
WA899       0308  28     32.00
WA899       0308  29     38.00
WA899       0308  30     34.00
WA899       0308  31     38.00
WA899       0408   1     42.00
WA899       0408   2     45.00
WA899       0408   3     48.00
WA899       0408   4     37.00
WA899       0408   5     39.00
WA899       0408   6     41.00
WA899       0408   7     36.00
WA899       0408   8     38.00
WA899       0408   9     41.00
WA899       0408  10     42.00
WA899       0408  11     51.00
WA899       0408  12     60.00
WA899       0408  13     53.00
WA899       0408  14     41.00
WA899       0408  15     37.00
WA899       0408  16     40.00
WA899       0408  17     42.00
WA899       0408  18     34.00
WA899       0408  19     38.00
WA899       0408  20     39.00
WA899       0408  21     40.00
WA899       0408  22     41.00
WA899       0408  23     44.00
WA899       0408  24     38.00
WA899       0408  25     43.00
WA899       0408  26     56.00
WA899       0408  27     57.00
WA899       0408  28     47.00
WA899       0408  29     42.00
WA899       0408  30     41.00
WA899       0508   1     47.00
WA899       0508   2     51.00
WA899       0508   3     45.00
WA899       0508   4     58.00
WA899       0508   5     59.00
WA899       0508   6     46.00
WA899       0508   7     43.00
WA899       0508   8     43.00
WA899       0508   9     53.00
WA899       0508  10     48.00
WA899       0508  11     39.00
WA899       0508  12     43.00
WA899       0508  13     42.00
WA899       0508  14     45.00
WA899       0508  15     54.00
WA899       0508  16     73.00
WA899       0508  17     61.00
WA899       0508  18     64.00
WA899       0508  19     58.00
WA899       0508  20     43.00
WA899       0508  21     43.00
WA899       0508  22     40.00
WA899       0508  23     45.00
WA899       0508  24     64.00
WA899       0508  25     60.00
WA899       0508  26     58.00
WA899       0508  27     60.00
WA899       0508  28     61.00
WA899       0508  29     53.00
WA899       0508  30     59.00
WA899       0508  31     58.00
WA899       0608   1     44.00
WA899       0608   2     50.00
WA899       0608   3     44.00
WA899       0608   4     42.00
WA899       0608   5     43.00
WA899       0608   6     41.00
WA899       0608   7     41.00
WA899       0608   8     54.00
WA899       0608   9     47.00
WA899       0608  10     43.00
WA899       0608  11     40.00
WA899       0608  12     53.00
WA899       0608  13     57.00
WA899       0608  14     56.00
WA899       0608  15     60.00
WA899       0608  16     64.00
WA899       0608  17     48.00
WA899       0608  18     55.00
WA899       0608  19     65.00
WA899       0608  20     76.00
WA899       0608  21     52.00
WA899       0608  22     53.00
WA899       0608  23     59.00
WA899       0608  24     61.00
WA899       0608  25     64.00
WA899       0608  26     58.00
WA899       0608  27     75.00
WA899       0608  28     85.00
WA899       0608  29     87.00
WA899       0608  30     74.00
WA899       0708   1     75.00
WA899       0708   2     84.00
WA899       0708   3     65.00
WA899       0708   4     58.00
WA899       0708   5     53.00
WA899       0708   6     51.00
WA899       0708   7     66.00
WA899       0708   8     73.00
WA899       0708   9     74.00
WA899       0708  10     59.00
WA899       0708  11     74.00
WA899       0708  12     77.00
WA899       0708  13     77.00
WA899       0708  14     74.00
WA899       0708  15     75.00
WA899       0708  16     70.00
WA899       0708  17     68.00
WA899       0708  18     60.00
WA899       0708  19     67.00
WA899       0708  20     74.00
WA899       0708  21     71.00
WA899       0708  22     55.00
WA899       0708  23     52.00
WA899       0708  24     75.00
WA899       0708  25     70.00
WA899       0708  26     66.00
WA899       0708  27     57.00
WA899       0708  28     70.00
WA899       0708  29     59.00
WA899       0708  30     54.00
WA899       0708  31     68.00
WA899       0808   1     57.00
WA899       0808   2     50.00
WA899       0808   3     65.00
WA899       0808   4     80.00
WA899       0808   5     85.00
WA899       0808   6     85.00
WA899       0808   7     78.00
WA899       0808   8     70.00
WA899       0808   9     61.00
WA899       0808  10     54.00
WA899       0808  11     67.00
WA899       0808  12     71.00
WA899       0808  13     71.00
WA899       0808  14     85.00
WA899       0808  15     89.00
WA899       0808  16     87.00
WA899       0808  17     79.00
WA899       0808  18     63.00
WA899       0808  19     60.00
WA899       0808  20     58.00
WA899       0808  21     50.00
WA899       0808  22     66.00
WA899       0808  23     74.00
WA899       0808  24     67.00
WA899       0808  25     54.00
WA899       0808  26     56.00
WA899       0808  27     51.00
WA899       0808  28     56.00
WA899       0808  29     61.00
WA899       0808  30     47.00
WA899       0808  31     47.00
WA899       0908   1     54.00
WA899       0908   2     61.00
WA899       0908   3     58.00
WA899       0908   4     63.00
WA899       0908   5     60.00
WA899       0908   6     63.00
WA899       0908   7     70.00
WA899       0908   8     71.00
WA899       0908   9     65.00
WA899       0908  10     67.00
WA899       0908  11     74.00
WA899       0908  12     66.00
WA899       0908  13     70.00
WA899       0908  14     73.00
WA899       0908  15     77.00
WA899       0908  16     80.00
WA899       0908  17     81.00
WA899       0908  18     59.00
WA899       0908  19     60.00
WA899       0908  20     49.00
WA899       0908  21     48.00
WA899       0908  22     47.00
WA899       0908  23     53.00
WA899       0908  24     58.00
WA899       0908  25     50.00
WA899       0908  26     56.00
WA899       0908  27     61.00
WA899       0908  28     68.00
WA899       0908  29     71.00
WA899       0908  30     71.00
WA899       1008   1     71.00
WA899       1008   2     58.00
WA899       1008   3     53.00
WA899       1008   4     53.00
WA899       1008   5     47.00
WA899       1008   6     52.00
WA899       1008   7     49.00
WA899       1008   8     45.00
WA899       1008   9     42.00
WA899       1008  10     45.00
WA899       1008  11     49.00
WA899       1008  12     51.00
WA899       1008  13     51.00
WA899       1008  14     45.00
WA899       1008  15     49.00
WA899       1008  16     49.00
WA899       1008  17     60.00
WA899       1008  18     50.00
WA899       1008  19     53.00
WA899       1008  20     42.00
WA899       1008  21     44.00
WA899       1008  22     51.00
WA899       1008  23     45.00
WA899       1008  24     46.00
WA899       1008  25     49.00
WA899       1008  26     51.00
WA899       1008  27     56.00
WA899       1008  28     59.00
WA899       1008  29     55.00
WA899       1008  30     55.00
WA899       1008  31     54.00
WA899       1108   1     50.00
WA899       1108   2     45.00
WA899       1108   3     42.00
WA899       1108   4     40.00
WA899       1108   5     37.00
WA899       1108   6     45.00
WA899       1108   7     44.00
WA899       1108   8     44.00
WA899       1108   9     46.00
WA899       1108  10     42.00
WA899       1108  11     45.00
WA899       1108  12     51.00
WA899       1108  13     44.00
WA899       1108  14     42.00
WA899       1108  15     52.00
WA899       1108  16     56.00
WA899       1108  17     52.00
WA899       1108  18     45.00
WA899       1108  19     45.00
WA899       1108  20     45.00
WA899       1108  21     39.00
WA899       1108  22     36.00
WA899       1108  23     38.00
WA899       1108  24     39.00
WA899       1108  25     40.00
WA899       1108  26     42.00
WA899       1108  27     41.00
WA899       1108  28     41.00
WA899       1108  29     47.00
WA899       1108  30     49.00
WA899       1208   1     53.00
WA899       1208   2     43.00
WA899       1208   3     39.00
WA899       1208   4     37.00
WA899       1208   5     44.00
WA899       1208   6     49.00
WA899       1208   7     42.00
WA899       1208   8     37.00
WA899       1208   9     36.00
WA899       1208  10     42.00
WA899       1208  11     42.00
WA899       1208  12     37.00
WA899       1208  13     33.00
WA899       1208  14     19.00
WA899       1208  15     16.00
WA899       1208  16     22.00
WA899       1208  17     30.00
WA899       1208  18     20.00
WA899       1208  19     19.00
WA899       1208  20     10.00
WA899       1208  21     16.00
WA899       1208  22     21.00
WA899       1208  23     22.00
WA899       1208  24     20.00
WA899       1208  25     29.00
WA899       1208  26     29.00
WA899       1208  27     35.00
WA899       1208  28     34.00
WA899       1208  29     33.00
WA899       1208  30     31.00
WA899       1208  31     35.00
WA899       0109   1     36.00
WA899       0109   2     32.00
WA899       0109   3     31.00
WA899       0109   4     26.00
WA899       0109   5     36.00
WA899       0109   6     44.00
WA899       0109   7     44.00
WA899       0109   8     41.00
WA899       0109   9     33.00
WA899       0109  10     35.00
WA899       0109  11     39.00
WA899       0109  12     39.00
WA899       0109  13     38.00
WA899       0109  14     40.00
WA899       0109  15     46.00
WA899       0109  16     42.00
WA899       0109  17     42.00
WA899       0109  18     37.00
WA899       0109  19     43.00
WA899       0109  20     41.00
WA899       0109  21     34.00
WA899       0109  22     40.00
WA899       0109  23     35.00
WA899       0109  24     31.00
WA899       0109  25     26.00
WA899       0109  26     28.00
WA899       0109  27     36.00
WA899       0109  28     35.00
WA899       0109  29     36.00
WA899       0109  30     38.00
WA899       0109  31     34.00
WA899       0209   1     40.00
WA899       0209   2     43.00
WA899       0209   3     47.00
WA899       0209   4     43.00
WA899       0209   5     44.00
WA899       0209   6     37.00
WA899       0209   7     40.00
WA899       0209   8     38.00
WA899       0209   9     33.00
WA899       0209  10     27.00
WA899       0209  11     35.00
WA899       0209  12     29.00
WA899       0209  13     34.00
WA899       0209  14     37.00
WA899       0209  15     34.00
WA899       0209  16     39.00
WA899       0209  17     42.00
WA899       0209  18     42.00
WA899       0209  19     47.00
WA899       0209  20     47.00
WA899       0209  21     41.00
WA899       0209  22     42.00
WA899       0209  23     38.00
WA899       0209  24     38.00
WA899       0209  25     40.00
WA899       0209  26     27.00
WA899       0209  27     34.00
WA899       0209  28     38.00
WA899       0309   1     40.00
WA899       0309   2     45.00
WA899       0309   3     42.00
WA899       0309   4     36.00
WA899       0309   5     34.00
WA899       0309   6     36.00
WA899       0309   7     34.00
WA899       0309   8     31.00
WA899       0309   9     30.00
WA899       0309  10     30.00
WA899       0309  11     30.00
WA899       0309  12     37.00
WA899       0309  13     43.00
WA899       0309  14     36.00
WA899       0309  15     35.00
WA899       0309  16     38.00
WA899       0309  17     37.00
WA899       0309  18     42.00
WA899       0309  19     41.00
WA899       0309  20     46.00
WA899       0309  21     44.00
WA899       0309  22     37.00
WA899       0309  23     37.00
WA899       0309  24     36.00
WA899       0309  25     37.00
WA899       0309  26     39.00
WA899       0309  27     40.00
WA899       0309  28     35.00
WA899       0309  29     35.00
WA899       0309  30     36.00
WA899       0309  31     35.00
WA899       0409   1     35.00
WA899       0409   2     36.00
WA899       0409   3     37.00
WA899       0409   4     44.00
WA899       0409   5     53.00
WA899       0409   6     58.00
WA899       0409   7     62.00
WA899       0409   8     44.00
WA899       0409   9     47.00
WA899       0409  10     40.00
WA899       0409  11     40.00
WA899       0409  12     40.00
WA899       0409  13     39.00
WA899       0409  14     37.00
WA899       0409  15     42.00
WA899       0409  16     53.00
WA899       0409  17     45.00
WA899       0409  18     52.00
WA899       0409  19     58.00
WA899       0409  20     57.00
WA899       0409  21     62.00
WA899       0409  22     45.00
WA899       0409  23     40.00
WA899       0409  24     49.00
WA899       0409  25     40.00
WA899       0409  26     47.00
WA899       0409  27     52.00
WA899       0409  28     49.00
WA899       0409  29     45.00
WA899       0409  30     54.00
WA899       0509   1     55.00
WA899       0509   2     51.00
WA899       0509   3     51.00
WA899       0509   4     49.00
WA899       0509   5     43.00
WA899       0509   6     42.00
WA899       0509   7     41.00
WA899       0509   8     47.00
WA899       0509   9     57.00
WA899       0509  10     59.00
WA899       0509  11     44.00
WA899       0509  12     40.00
WA899       0509  13     44.00
WA899       0509  14     42.00
WA899       0509  15     55.00
WA899       0509  16     58.00
WA899       0509  17     65.00
WA899       0509  18     62.00
WA899       0509  19     44.00
WA899       0509  20     46.00
WA899       0509  21     62.00
WA899       0509  22     64.00
WA899       0509  23     63.00
WA899       0509  24     61.00
WA899       0509  25     61.00
WA899       0509  26     50.00
WA899       0509  27     61.00
WA899       0509  28     70.00
WA899       0509  29     73.00
WA899       0509  30     73.00
WA899       0509  31     72.00
WA899       0609   1     78.00
WA899       0609   2     72.00
WA899       0609   3     76.00
WA899       0609   4     79.00
WA899       0609   5     65.00
WA899       0609   6     49.00
WA899       0609   7     53.00
WA899       0609   8     60.00
WA899       0609   9     67.00
WA899       0609  10     64.00
WA899       0609  11     61.00
WA899       0609  12     66.00
WA899       0609  13     66.00
WA899       0609  14     60.00
WA899       0609  15     61.00
WA899       0609  16     65.00
WA899       0609  17     56.00
WA899       0609  18     63.00
WA899       0609  19     54.00
WA899       0609  20     50.00
WA899       0609  21     48.00
WA899       0609  22     48.00
WA899       0609  23     66.00
WA899       0609  24     71.00
WA899       0609  25     51.00
WA899       0609  26     57.00
WA899       0609  27     72.00
WA899       0609  28     61.00
WA899       0609  29     64.00
WA899       0609  30     64.00
WA899       0709   1     73.00
WA899       0709   2     81.00
WA899       0709   3     80.00
WA899       0709   4     79.00
WA899       0709   5     78.00
WA899       0709   6     53.00
WA899       0709   7     54.00
WA899       0709   8     52.00
WA899       0709   9     63.00
WA899       0709  10     76.00
WA899       0709  11     82.00
WA899       0709  12     61.00
WA899       0709  13     50.00
WA899       0709  14     62.00
WA899       0709  15     74.00
WA899       0709  16     77.00
WA899       0709  17     80.00
WA899       0709  18     74.00
WA899       0709  19     69.00
WA899       0709  20     81.00
WA899       0709  21     81.00
WA899       0709  22     77.00
WA899       0709  23     67.00
WA899       0709  24     71.00
WA899       0709  25     77.00
WA899       0709  26     81.00
WA899       0709  27     89.00
WA899       0709  28     88.00
WA899       0709  29     83.00
WA899       0709  30     89.00
WA899       0709  31     85.00
WA899       0809   1     85.00
WA899       0809   2     82.00
WA899       0809   3     79.00
WA899       0809   4     76.00
WA899       0809   5     68.00
WA899       0809   6     62.00
WA899       0809   7     53.00
WA899       0809   8     57.00
WA899       0809   9     62.00
WA899       0809  10     64.00
WA899       0809  11     58.00
WA899       0809  12     57.00
WA899       0809  13     51.00
WA899       0809  14     49.00
WA899       0809  15     53.00
WA899       0809  16     66.00
WA899       0809  17     74.00
WA899       0809  18     77.00
WA899       0809  19     87.00
WA899       0809  20     82.00
WA899       0809  21     58.00
WA899       0809  22     65.00
WA899       0809  23     58.00
WA899       0809  24     73.00
WA899       0809  25     57.00
WA899       0809  26     72.00
WA899       0809  27     83.00
WA899       0809  28     72.00
WA899       0809  29     57.00
WA899       0809  30     70.00
WA899       0809  31     70.00
WA899       0909   1     69.00
WA899       0909   2     74.00
WA899       0909   3     55.00
WA899       0909   4     68.00
WA899       0909   5     56.00
WA899       0909   6     51.00
WA899       0909   7     51.00
WA899       0909   8     62.00
WA899       0909   9     65.00
WA899       0909  10     71.00
WA899       0909  11     74.00
WA899       0909  12     81.00
WA899       0909  13     77.00
WA899       0909  14     58.00
WA899       0909  15     69.00
WA899       0909  16     67.00
WA899       0909  17     62.00
WA899       0909  18     72.00
WA899       0909  19     55.00
WA899       0909  20     56.00
WA899       0909  21     67.00
WA899       0909  22     74.00
WA899       0909  23     79.00
WA899       0909  24     61.00
WA899       0909  25     65.00
WA899       0909  26     58.00
WA899       0909  27     63.00
WA899       0909  28     57.00
WA899       0909  29     43.00
WA899       0909  30     44.00
WA899       1009   1     49.00
WA899       1009   2     43.00
WA899       1009   3     47.00
WA899       1009   4     54.00
WA899       1009   5     55.00
WA899       1009   6     57.00
WA899       1009   7     55.00
WA899       1009   8     55.00
WA899       1009   9     52.00
WA899       1009  10     41.00
WA899       1009  11     42.00
WA899       1009  12     35.00
WA899       1009  13     40.00
WA899       1009  14     47.00
WA899       1009  15     51.00
WA899       1009  16     52.00
WA899       1009  17     53.00
WA899       1009  18     50.00
WA899       1009  19     49.00
WA899       1009  20     53.00
WA899       1009  21     47.00
WA899       1009  22     46.00
WA899       1009  23     51.00
WA899       1009  24     44.00
WA899       1009  25     45.00
WA899       1009  26     47.00
WA899       1009  27     36.00
WA899       1009  28     36.00
WA899       1009  29     47.00
WA899       1009  30     49.00
WA899       1009  31     49.00
WA899       1109   1     42.00
WA899       1109   2     47.00
WA899       1109   3     45.00
WA899       1109   4     47.00
WA899       1109   5     46.00
WA899       1109   6     38.00
WA899       1109   7     36.00
WA899       1109   8     37.00
WA899       1109   9     40.00
WA899       1109  10     41.00
WA899       1109  11     37.00
WA899       1109  12     38.00
WA899       1109  13     34.00
WA899       1109  14     34.00
WA899       1109  15     36.00
WA899       1109  16     42.00
WA899       1109  17     40.00
WA899       1109  18     35.00
WA899       1109  19     39.00
WA899       1109  20     39.00
WA899       1109  21     35.00
WA899       1109  22     35.00
WA899       1109  23     36.00
WA899       1109  24     40.00
WA899       1109  25     40.00
WA899       1109  26     39.00
WA899       1109  27     36.00
WA899       1109  28     36.00
WA899       1109  29     40.00
WA899       1109  30     40.00
WA899       1209   1     37.00
WA899       1209   2     35.00
WA899       1209   3     32.00
WA899       1209   4     35.00
WA899       1209   5     35.00
WA899       1209   6     28.00
WA899       1209   7     16.00
WA899       1209   8     18.00
WA899       1209   9     24.00
WA899       1209  10     28.00
WA899       1209  11     33.00
WA899       1209  12     29.00
WA899       1209  13     31.00
WA899       1209  14     33.00
WA899       1209  15     32.00
WA899       1209  16     38.00
WA899       1209  17     39.00
WA899       1209  18     41.00
WA899       1209  19     39.00
WA899       1209  20     39.00
WA899       1209  21     37.00
WA899       1209  22     31.00
WA899       1209  23     33.00
WA899       1209  24     29.00
WA899       1209  25     26.00
WA899       1209  26     32.00
WA899       1209  27     34.00
WA899       1209  28     31.00
WA899       1209  29     28.00
WA899       1209  30     35.00
WA899       1209  31     34.00
WA899       0110   1     38.00
WA899       0110   2     38.00
WA899       0110   3     38.00
WA899       0110   4     36.00
WA899       0110   5     38.00
WA899       0110   6     35.00
WA899       0110   7     29.00
WA899       0110   8     30.00
WA899       0110   9     33.00
WA899       0110  10     35.00
WA899       0110  11     39.00
WA899       0110  12     40.00
WA899       0110  13     42.00
WA899       0110  14     38.00
WA899       0110  15     41.00
WA899       0110  16     39.00
WA899       0110  17     39.00
WA899       0110  18     42.00
WA899       0110  19     43.00
WA899       0110  20     41.00
WA899       0110  21     41.00
WA899       0110  22     44.00
WA899       0110  23     35.00
WA899       0110  24     35.00
WA899       0110  25     36.00
WA899       0110  26     37.00
WA899       0110  27     36.00
WA899       0110  28     38.00
WA899       0110  29     39.00
WA899       0110  30     38.00
WA899       0110  31     40.00
WA899       0210   1     38.00
WA899       0210   2     41.00
WA899       0210   3     37.00
WA899       0210   4     39.00
WA899       0210   5     41.00
WA899       0210   6     41.00
WA899       0210   7     39.00
WA899       0210   8     41.00
WA899       0210   9     42.00
WA899       0210  10     38.00
WA899       0210  11     39.00
WA899       0210  12     40.00
WA899       0210  13     40.00
WA899       0210  14     40.00
WA899       0210  15     42.00
WA899       0210  16     42.00
WA899       0210  17     45.00
WA899       0210  18     45.00
WA899       0210  19     44.00
WA899       0210  20     43.00
WA899       0210  21     44.00
WA899       0210  22     47.00
WA899       0210  23     42.00
WA899       0210  24     39.00
WA899       0210  25     42.00
WA899       0210  26     42.00
WA899       0210  27     46.00
WA899       0210  28     48.00
WA899       0310   1     49.00
WA899       0310   2     50.00
WA899       0310   3     41.00
WA899       0310   4     43.00
WA899       0310   5     48.00
WA899       0310   6     50.00
WA899       0310   7     47.00
WA899       0310   8     35.00
WA899       0310   9     35.00
WA899       0310  10     36.00
WA899       0310  11     36.00
WA899       0310  12     39.00
WA899       0310  13     39.00
WA899       0310  14     44.00
WA899       0310  15     49.00
WA899       0310  16     52.00
WA899       0310  17     39.00
WA899       0310  18     46.00
WA899       0310  19     49.00
WA899       0310  20     52.00
WA899       0310  21     43.00
WA899       0310  22     41.00
WA899       0310  23     50.00
WA899       0310  24     52.00
WA899       0310  25     42.00
WA899       0310  26     39.00
WA899       0310  27     47.00
WA899       0310  28     46.00
WA899       0310  29     37.00
WA899       0310  30     36.00
WA899       0310  31     41.00
WA899       0410   1     41.00
WA899       0410   2     34.00
WA899       0410   3     36.00
WA899       0410   4     40.00
WA899       0410   5     40.00
WA899       0410   6     36.00
WA899       0410   7     39.00
WA899       0410   8     36.00
WA899       0410   9     38.00
WA899       0410  10     42.00
WA899       0410  11     50.00
WA899       0410  12     47.00
WA899       0410  13     42.00
WA899       0410  14     51.00
WA899       0410  15     54.00
WA899       0410  16     63.00
WA899       0410  17     48.00
WA899       0410  18     59.00
WA899       0410  19     65.00
WA899       0410  20     48.00
WA899       0410  21     40.00
WA899       0410  22     45.00
WA899       0410  23     55.00
WA899       0410  24     40.00
WA899       0410  25     50.00
WA899       0410  26     50.00
WA899       0410  27     47.00
WA899       0410  28     42.00
WA899       0410  29     39.00
WA899       0410  30     41.00
WA899       0510   1     40.00
WA899       0510   2     40.00
WA899       0510   3     41.00
WA899       0510   4     38.00
WA899       0510   5     35.00
WA899       0510   6     45.00
WA899       0510   7     52.00
WA899       0510   8     53.00
WA899       0510   9     57.00
WA899       0510  10     48.00
WA899       0510  11     52.00
WA899       0510  12     54.00
WA899       0510  13     62.00
WA899       0510  14     64.00
WA899       0510  15     65.00
WA899       0510  16     64.00
WA899       0510  17     62.00
WA899       0510  18     52.00
WA899       0510  19     56.00
WA899       0510  20     41.00
WA899       0510  21     44.00
WA899       0510  22     44.00
WA899       0510  23     44.00
WA899       0510  24     51.00
WA899       0510  25     55.00
WA899       0510  26     48.00
WA899       0510  27     47.00
WA899       0510  28     43.00
WA899       0510  29     43.00
WA899       0510  30     47.00
WA899       0510  31     52.00
WA899       0610   1     50.00
WA899       0610   2     53.00
WA899       0610   3     55.00
WA899       0610   4     45.00
WA899       0610   5     62.00
WA899       0610   6     53.00
WA899       0610   7     50.00
WA899       0610   8     62.00
WA899       0610   9     52.00
WA899       0610  10     48.00
WA899       0610  11     53.00
WA899       0610  12     69.00
WA899       0610  13     64.00
WA899       0610  14     54.00
WA899       0610  15     45.00
WA899       0610  16     47.00
WA899       0610  17     45.00
WA899       0610  18     64.00
WA899       0610  19     50.00
WA899       0610  20     47.00
WA899       0610  21     50.00
WA899       0610  22     66.00
WA899       0610  23     71.00
WA899       0610  24     69.00
WA899       0610  25     65.00
WA899       0610  26     65.00
WA899       0610  27     67.00
WA899       0610  28     66.00
WA899       0610  29     54.00
WA899       0610  30     59.00
WA899       0710   1     51.00
WA899       0710   2     50.00
WA899       0710   3     50.00
WA899       0710   4     50.00
WA899       0710   5     52.00
WA899       0710   6     72.00
WA899       0710   7     78.00
WA899       0710   8     86.00
WA899       0710   9     82.00
WA899       0710  10     74.00
WA899       0710  11     74.00
WA899       0710  12     55.00
WA899       0710  13     56.00
WA899       0710  14     72.00
WA899       0710  15     73.00
WA899       0710  16     68.00
WA899       0710  17     68.00
WA899       0710  18     65.00
WA899       0710  19     66.00
WA899       0710  20     68.00
WA899       0710  21     77.00
WA899       0710  22     61.00
WA899       0710  23     73.00
WA899       0710  24     80.00
WA899       0710  25     78.00
WA899       0710  26     78.00
WA899       0710  27     78.00
WA899       0710  28     78.00
WA899       0710  29     75.00
WA899       0710  30     74.00
WA899       0710  31     68.00
WA899       0810   1     64.00
WA899       0810   2     72.00
WA899       0810   3     72.00
WA899       0810   4     77.00
WA899       0810   5     78.00
WA899       0810   6     71.00
WA899       0810   7     59.00
WA899       0810   8     60.00
WA899       0810   9     54.00
WA899       0810  10     60.00
WA899       0810  11     65.00
WA899       0810  12     70.00
WA899       0810  13     78.00
WA899       0810  14     80.00
WA899       0810  15     84.00
WA899       0810  16     84.00
WA899       0810  17     82.00
WA899       0810  18     71.00
WA899       0810  19     60.00
WA899       0810  20     64.00
WA899       0810  21     59.00
WA899       0810  22     51.00
WA899       0810  23     66.00
WA899       0810  24     76.00
WA899       0810  25     84.00
WA899       0810  26     59.00
WA899       0810  27     54.00
WA899       0810  28     60.00
WA899       0810  29     53.00
WA899       0810  30     57.00
WA899       0810  31     50.00
WA899       0910   1     57.00
WA899       0910   2     68.00
WA899       0910   3     75.00
WA899       0910   4     57.00
WA899       0910   5     48.00
WA899       0910   6     51.00
WA899       0910   7     51.00
WA899       0910   8     52.00
WA899       0910   9     48.00
WA899       0910  10     49.00
WA899       0910  11     57.00
WA899       0910  12     56.00
WA899       0910  13     66.00
WA899       0910  14     65.00
WA899       0910  15     64.00
WA899       0910  16     58.00
WA899       0910  17     59.00
WA899       0910  18     61.00
WA899       0910  19     55.00
WA899       0910  20     50.00
WA899       0910  21     52.00
WA899       0910  22     56.00
WA899       0910  23     48.00
WA899       0910  24     56.00
WA899       0910  25     68.00
WA899       0910  26     58.00
WA899       0910  27     62.00
WA899       0910  28     60.00
WA899       0910  29     67.00
WA899       0910  30     69.00
WA899       1010   1     72.00
WA899       1010   2     61.00
WA899       1010   3     52.00
WA899       1010   4     49.00
WA899       1010   5     55.00
WA899       1010   6     64.00
WA899       1010   7     58.00
WA899       1010   8     55.00
WA899       1010   9     52.00
WA899       1010  10     55.00
WA899       1010  11     48.00
WA899       1010  12     55.00
WA899       1010  13     58.00
WA899       1010  14     59.00
WA899       1010  15     46.00
WA899       1010  16     51.00
WA899       1010  17     53.00
WA899       1010  18     54.00
WA899       1010  19     58.00
WA899       1010  20     59.00
WA899       1010  21     60.00
WA899       1010  22     50.00
WA899       1010  23     50.00
WA899       1010  24     44.00
WA899       1010  25     40.00
WA899       1010  26     37.00
WA899       1010  27     45.00
WA899       1010  28     43.00
WA899       1010  29     46.00
WA899       1010  30     42.00
WA899       1010  31     43.00
WA899       1110   1     46.00
WA899       1110   2     51.00
WA899       1110   3     54.00
WA899       1110   4     54.00
WA899       1110   5     52.00
WA899       1110   6     49.00
WA899       1110   7     44.00
WA899       1110   8     37.00
WA899       1110   9     34.00
WA899       1110  10     36.00
WA899       1110  11     40.00
WA899       1110  12     38.00
WA899       1110  13     39.00
WA899       1110  14     46.00
WA899       1110  15     47.00
WA899       1110  16     40.00
WA899       1110  17     35.00
WA899       1110  18     35.00
WA899       1110  19     35.00
WA899       1110  20     34.00
WA899       1110  21     31.00
WA899       1110  22     25.00
WA899       1110  23     16.00
WA899       1110  24     22.00
WA899       1110  25     32.00
WA899       1110  26     30.00
WA899       1110  27     35.00
WA899       1110  28     33.00
WA899       1110  29     31.00
WA899       1110  30     33.00
WA899       1210   1     35.00
WA899       1210   2     35.00
WA899       1210   3     35.00
WA899       1210   4     31.00
WA899       1210   5     32.00
WA899       1210   6     39.00
WA899       1210   7     36.00
WA899       1210   8     35.00
WA899       1210   9     36.00
WA899       1210  10     35.00
WA899       1210  11     35.00
WA899       1210  12     47.00
WA899       1210  13     41.00
WA899       1210  14     38.00
WA899       1210  15     36.00
WA899       1210  16     34.00
WA899       1210  17     32.00
