$ Get data for 899:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:41:54 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA899           Tinkham Creek
WA899       1203  22     35.00
WA899       1203  23     34.00
WA899       1203  24     35.00
WA899       1203  25     33.00
WA899       1203  26     30.00
WA899       1203  27     27.00
WA899       1203  28     30.00
WA899       1203  29     31.00
WA899       1203  30     28.00
WA899       1203  31     26.00
WA899       0104   1     24.00
WA899       0104   2     31.00
WA899       0104   3     26.00
WA899       0104   4     17.00
WA899       0104   5      6.00
WA899       0104   6      8.00
WA899       0104   7     20.00
WA899       0104   8     33.00
WA899       0104   9   -999.00
WA899       0104  10     39.00
WA899       0104  11     38.00
WA899       0104  12     35.00
WA899       0104  13     38.00
WA899       0104  14     38.00
WA899       0104  15     38.00
WA899       0104  16     40.00
WA899       0104  17     39.00
WA899       0104  18     35.00
WA899       0104  19     40.00
WA899       0104  20     36.00
WA899       0104  21     32.00
WA899       0104  22     34.00
WA899       0104  23   -999.00
WA899       0104  24     33.00
WA899       0104  25     31.00
WA899       0104  26     33.00
WA899       0104  27     42.00
WA899       0104  28     36.00
WA899       0104  29     42.00
WA899       0104  30     36.00
WA899       0104  31     33.00
WA899       0204   1     39.00
WA899       0204   2     29.00
WA899       0204   3     37.00
WA899       0204   4     34.00
WA899       0204   5     33.00
WA899       0204   6     33.00
WA899       0204   7     34.00
WA899       0204   8     35.00
WA899       0204   9     46.00
WA899       0204  10     44.00
WA899       0204  11     40.00
WA899       0204  12     40.00
WA899       0204  13     36.00
WA899       0204  14     40.00
WA899       0204  15     39.00
WA899       0204  16     33.00
WA899       0204  17     35.00
WA899       0204  18     37.00
WA899       0204  19     40.00
WA899       0204  20     44.00
WA899       0204  21     39.00
WA899       0204  22     42.00
WA899       0204  23     44.00
WA899       0204  24     41.00
WA899       0204  25     35.00
WA899       0204  26     41.00
WA899       0204  27     41.00
WA899       0204  28     42.00
WA899       0204  29     41.00
WA899       0304   1     48.00
WA899       0304   2     44.00
WA899       0304   3     35.00
WA899       0304   4     35.00
WA899       0304   5     36.00
WA899       0304   6     40.00
WA899       0304   7     45.00
WA899       0304   8     58.00
WA899       0304   9     42.00
WA899       0304  10     53.00
WA899       0304  11     53.00
WA899       0304  12   -999.00
WA899       0304  13     47.00
WA899       0304  14     42.00
WA899       0304  15     46.00
WA899       0304  16     51.00
WA899       0304  17     46.00
WA899       0304  18     42.00
WA899       0304  19     43.00
WA899       0304  20     47.00
WA899       0304  21     60.00
WA899       0304  22     65.00
WA899       0304  23     50.00
WA899       0304  24     44.00
WA899       0304  25     40.00
WA899       0304  26     47.00
WA899       0304  27     40.00
WA899       0304  28     55.00
WA899       0304  29     56.00
WA899       0304  30     41.00
WA899       0304  31     40.00
WA899       0404   1     48.00
WA899       0404   2     58.00
WA899       0404   3     63.00
WA899       0404   4     57.00
WA899       0404   5     43.00
WA899       0404   6     61.00
WA899       0404   7     47.00
WA899       0404   8     56.00
WA899       0404   9     66.00
WA899       0404  10     65.00
WA899       0404  11     67.00
WA899       0404  12     64.00
WA899       0404  13     55.00
WA899       0404  14     53.00
WA899       0404  15     49.00
WA899       0404  16     53.00
WA899       0404  17     54.00
WA899       0404  18     56.00
WA899       0404  19     53.00
WA899       0404  20     49.00
WA899       0404  21     49.00
WA899       0404  22     65.00
WA899       0404  23     42.00
WA899       0404  24     56.00
WA899       0404  25     67.00
WA899       0404  26     79.00
WA899       0404  27     56.00
WA899       0404  28     56.00
WA899       0404  29     68.00
WA899       0404  30     74.00
WA899       0504   1     76.00
WA899       0504   2     62.00
WA899       0504   3     65.00
WA899       0504   4     48.00
WA899       0504   5     47.00
WA899       0504   6     65.00
WA899       0504   7     62.00
WA899       0504   8     54.00
WA899       0504   9     54.00
WA899       0504  10     48.00
WA899       0504  11     45.00
WA899       0504  12     53.00
WA899       0504  13     60.00
WA899       0504  14     64.00
WA899       0504  15     54.00
WA899       0504  16     47.00
WA899       0504  17     62.00
WA899       0504  18     65.00
WA899       0504  19     52.00
WA899       0504  20     62.00
WA899       0504  21     49.00
WA899       0504  22     46.00
WA899       0504  23     51.00
WA899       0504  24     61.00
WA899       0504  25     66.00
WA899       0504  26     51.00
WA899       0504  27     51.00
WA899       0504  28     48.00
WA899       0504  29     44.00
WA899       0504  30     47.00
WA899       0504  31     45.00
WA899       0604   1     58.00
WA899       0604   2     71.00
WA899       0604   3     78.00
WA899       0604   4     81.00
WA899       0604   5     55.00
WA899       0604   6     56.00
WA899       0604   7     50.00
WA899       0604   8     66.00
WA899       0604   9     62.00
WA899       0604  10     47.00
WA899       0604  11     44.00
WA899       0604  12     57.00
WA899       0604  13     54.00
WA899       0604  14     48.00
WA899       0604  15     68.00
WA899       0604  16     78.00
WA899       0604  17     79.00
WA899       0604  18     77.00
WA899       0604  19     77.00
WA899       0604  20     82.00
WA899       0604  21     87.00
WA899       0604  22     89.00
WA899       0604  23     68.00
WA899       0604  24     69.00
WA899       0604  25     70.00
WA899       0604  26     71.00
WA899       0604  27     70.00
WA899       0604  28     77.00
WA899       0604  29     78.00
WA899       0604  30     74.00
WA899       0704   1     79.00
WA899       0704   2     71.00
WA899       0704   3     66.00
WA899       0704   4     59.00
WA899       0704   5     76.00
WA899       0704   6     59.00
WA899       0704   7     53.00
WA899       0704   8     65.00
WA899       0704   9     60.00
WA899       0704  10     61.00
WA899       0704  11     70.00
WA899       0704  12     84.00
WA899       0704  13     85.00
WA899       0704  14     90.00
WA899       0704  15     79.00
WA899       0704  16     82.00
WA899       0704  17     83.00
WA899       0704  18     85.00
WA899       0704  19     71.00
WA899       0704  20     67.00
WA899       0704  21     78.00
WA899       0704  22     88.00
WA899       0704  23     90.00
WA899       0704  24     93.00
WA899       0704  25     79.00
WA899       0704  26     77.00
WA899       0704  27     83.00
WA899       0704  28     82.00
WA899       0704  29     82.00
WA899       0704  30     76.00
WA899       0704  31     78.00
WA899       0804   1     83.00
WA899       0804   2     80.00
WA899       0804   3     65.00
WA899       0804   4     78.00
WA899       0804   5     65.00
WA899       0804   6     59.00
WA899       0804   7     67.00
WA899       0804   8     78.00
WA899       0804   9     89.00
WA899       0804  10     87.00
WA899       0804  11     91.00
WA899       0804  12     87.00
WA899       0804  13     87.00
WA899       0804  14     90.00
WA899       0804  15     84.00
WA899       0804  16   -999.00
WA899       0804  17     79.00
WA899       0804  18     81.00
WA899       0804  19     84.00
WA899       0804  20     79.00
WA899       0804  21     75.00
WA899       0804  22     55.00
WA899       0804  23     67.00
WA899       0804  24     55.00
WA899       0804  25     51.00
WA899       0804  26     58.00
WA899       0804  27     61.00
WA899       0804  28     65.00
WA899       0804  29     76.00
WA899       0804  30     81.00
WA899       0804  31     82.00
WA899       0904   1     54.00
WA899       0904   2     53.00
WA899       0904   3     57.00
WA899       0904   4     52.00
WA899       0904   5     66.00
WA899       0904   6     67.00
WA899       0904   7     70.00
WA899       0904   8     68.00
WA899       0904   9     63.00
WA899       0904  10     71.00
WA899       0904  11     58.00
WA899       0904  12     55.00
WA899       0904  13     48.00
WA899       0904  14     52.00
WA899       0904  15     52.00
WA899       0904  16     54.00
WA899       0904  17     50.00
WA899       0904  18     46.00
WA899       0904  19     50.00
WA899       0904  20     53.00
WA899       0904  21     62.00
WA899       0904  22     53.00
WA899       0904  23     63.00
WA899       0904  24     71.00
WA899       0904  25     73.00
WA899       0904  26     66.00
WA899       0904  27     78.00
WA899       0904  28     74.00
WA899       0904  29     57.00
WA899       0904  30     63.00
WA899       1004   1     66.00
WA899       1004   2     71.00
WA899       1004   3     70.00
WA899       1004   4     74.00
WA899       1004   5     73.00
WA899       1004   6     52.00
WA899       1004   7     60.00
WA899       1004   8     56.00
WA899       1004   9     44.00
WA899       1004  10     53.00
WA899       1004  11     63.00
WA899       1004  12     63.00
WA899       1004  13     71.00
WA899       1004  14     68.00
WA899       1004  15     51.00
WA899       1004  16     49.00
WA899       1004  17     47.00
WA899       1004  18     40.00
WA899       1004  19     42.00
WA899       1004  20     54.00
WA899       1004  21     43.00
WA899       1004  22     44.00
WA899       1004  23     37.00
WA899       1004  24     38.00
WA899       1004  25     40.00
WA899       1004  26     44.00
WA899       1004  27     55.00
WA899       1004  28     39.00
WA899       1004  29     42.00
WA899       1004  30     40.00
WA899       1004  31     36.00
WA899       1104   1     43.00
WA899       1104   2     45.00
WA899       1104   3     42.00
WA899       1104   4     45.00
WA899       1104   5     49.00
WA899       1104   6     54.00
WA899       1104   7     55.00
WA899       1104   8     56.00
WA899       1104   9     47.00
WA899       1104  10     54.00
WA899       1104  11     54.00
WA899       1104  12     44.00
WA899       1104  13     46.00
WA899       1104  14     37.00
WA899       1104  15     41.00
WA899       1104  16     42.00
WA899       1104  17     41.00
WA899       1104  18     36.00
WA899       1104  19     34.00
WA899       1104  20     38.00
WA899       1104  21     35.00
WA899       1104  22     41.00
WA899       1104  23     40.00
WA899       1104  24     46.00
WA899       1104  25     44.00
WA899       1104  26     37.00
WA899       1104  27     32.00
WA899       1104  28     38.00
WA899       1104  29     33.00
WA899       1104  30     34.00
WA899       1204   1     35.00
WA899       1204   2     33.00
WA899       1204   3     36.00
WA899       1204   4     36.00
WA899       1204   5     32.00
WA899       1204   6     32.00
WA899       1204   7     33.00
WA899       1204   8     34.00
WA899       1204   9     41.00
WA899       1204  10     47.00
WA899       1204  11     43.00
WA899       1204  12     37.00
WA899       1204  13     38.00
WA899       1204  14     38.00
WA899       1204  15     42.00
WA899       1204  16     40.00
WA899       1204  17     47.00
WA899       1204  18     44.00
WA899       1204  19     41.00
WA899       1204  20     33.00
WA899       1204  21     33.00
WA899       1204  22     41.00
WA899       1204  23     38.00
WA899       1204  24     37.00
WA899       1204  25     36.00
WA899       1204  26     35.00
WA899       1204  27     42.00
WA899       1204  28     39.00
WA899       1204  29     34.00
WA899       1204  30     33.00
WA899       1204  31     31.00
WA899       0105   1     33.00
WA899       0105   2     34.00
WA899       0105   3     25.00
WA899       0105   4     31.00
WA899       0105   5     29.00
WA899       0105   6     32.00
WA899       0105   7     27.00
WA899       0105   8     28.00
WA899       0105   9     29.00
WA899       0105  10     26.00
WA899       0105  11     31.00
WA899       0105  12     32.00
WA899       0105  13     28.00
WA899       0105  14     19.00
WA899       0105  15     15.00
WA899       0105  16     27.00
WA899       0105  17     41.00
WA899       0105  18     47.00
WA899       0105  19     49.00
WA899       0105  20     44.00
WA899       0105  21     49.00
WA899       0105  22     46.00
WA899       0105  23     43.00
WA899       0105  24     53.00
WA899       0105  25     50.00
WA899       0105  26     44.00
WA899       0105  27     43.00
WA899       0105  28     40.00
WA899       0105  29     41.00
WA899       0105  30     43.00
WA899       0105  31     39.00
WA899       0205   1     51.00
WA899       0205   2     58.00
WA899       0205   3     56.00
WA899       0205   4     43.00
WA899       0205   5     32.00
WA899       0205   6     29.00
WA899       0205   7     36.00
WA899       0205   8     40.00
WA899       0205   9     44.00
WA899       0205  10     39.00
WA899       0205  11     45.00
WA899       0205  12     36.00
WA899       0205  13     31.00
WA899       0205  14     32.00
WA899       0205  15     35.00
WA899       0205  16     38.00
WA899       0205  17     40.00
WA899       0205  18     46.00
WA899       0205  19     46.00
WA899       0205  20     42.00
WA899       0205  21     46.00
WA899       0205  22     50.00
WA899       0205  23     51.00
WA899       0205  24     54.00
WA899       0205  25     55.00
WA899       0205  26     54.00
WA899       0205  27     53.00
WA899       0205  28     45.00
WA899       0305   1     47.00
WA899       0305   2     46.00
WA899       0305   3     50.00
WA899       0305   4     56.00
WA899       0305   5     53.00
WA899       0305   6     58.00
WA899       0305   7     51.00
WA899       0305   8     62.00
WA899       0305   9     51.00
WA899       0305  10     65.00
WA899       0305  11     66.00
WA899       0305  12     57.00
WA899       0305  13     59.00
WA899       0305  14     56.00
WA899       0305  15     51.00
WA899       0305  16     41.00
WA899       0305  17     39.00
WA899       0305  18     39.00
WA899       0305  19     36.00
WA899       0305  20     42.00
WA899       0305  21     42.00
WA899       0305  22     46.00
WA899       0305  23     47.00
WA899       0305  24     45.00
WA899       0305  25     46.00
WA899       0305  26     37.00
WA899       0305  27     39.00
WA899       0305  28     38.00
WA899       0305  29     33.00
WA899       0305  30     40.00
WA899       0305  31     41.00
WA899       0405   1     41.00
WA899       0405   2     42.00
WA899       0405   3     40.00
WA899       0405   4     43.00
WA899       0405   5     47.00
WA899       0405   6     58.00
WA899       0405   7     43.00
WA899       0405   8     53.00
WA899       0405   9     42.00
WA899       0405  10     49.00
WA899       0405  11     41.00
WA899       0405  12     41.00
WA899       0405  13     49.00
WA899       0405  14     45.00
WA899       0405  15     37.00
WA899       0405  16     46.00
WA899       0405  17     49.00
WA899       0405  18     44.00
WA899       0405  19     59.00
WA899       0405  20     64.00
WA899       0405  21     67.00
WA899       0405  22     65.00
WA899       0405  23     61.00
WA899       0405  24     65.00
WA899       0405  25     66.00
WA899       0405  26     65.00
WA899       0405  27     67.00
WA899       0405  28     62.00
WA899       0405  29     46.00
WA899       0405  30     58.00
WA899       0505   1     64.00
WA899       0505   2     62.00
WA899       0505   3     62.00
WA899       0505   4     54.00
WA899       0505   5     62.00
WA899       0505   6     62.00
WA899       0505   7     52.00
WA899       0505   8     55.00
WA899       0505   9     55.00
WA899       0505  10     49.00
WA899       0505  11     58.00
WA899       0505  12     61.00
WA899       0505  13     70.00
WA899       0505  14     63.00
WA899       0505  15     56.00
WA899       0505  16     48.00
WA899       0505  17     56.00
WA899       0505  18     56.00
WA899       0505  19     53.00
WA899       0505  20     53.00
WA899       0505  21     49.00
WA899       0505  22     53.00
WA899       0505  23     55.00
WA899       0505  24     62.00
WA899       0505  25   -999.00
WA899       0505  26     73.00
WA899       0505  27     80.00
WA899       0505  28     83.00
WA899       0505  29     62.00
WA899       0505  30     56.00
WA899       0505  31     48.00
WA899       0605   1     50.00
WA899       0605   2     47.00
WA899       0605   3     48.00
WA899       0605   4     57.00
WA899       0605   5     48.00
WA899       0605   6     53.00
WA899       0605   7     45.00
WA899       0605   8     51.00
WA899       0605   9     58.00
WA899       0605  10     60.00
WA899       0605  11     54.00
WA899       0605  12     51.00
WA899       0605  13     56.00
WA899       0605  14     54.00
WA899       0605  15     65.00
WA899       0605  16     69.00
WA899       0605  17     63.00
WA899       0605  18     62.00
WA899       0605  19     70.00
WA899       0605  20     80.00
WA899       0605  21     73.00
WA899       0605  22     51.00
WA899       0605  23     65.00
WA899       0605  24     68.00
WA899       0605  25     64.00
WA899       0605  26     57.00
WA899       0605  27     54.00
WA899       0605  28     55.00
WA899       0605  29     68.00
WA899       0605  30     71.00
WA899       0705   1     65.00
WA899       0705   2     51.00
WA899       0705   3     70.00
WA899       0705   4     74.00
WA899       0705   5     72.00
WA899       0705   6     57.00
WA899       0705   7     68.00
WA899       0705   8     55.00
WA899       0705   9     61.00
WA899       0705  10     57.00
WA899       0705  11     70.00
WA899       0705  12     60.00
WA899       0705  13     61.00
WA899       0705  14     73.00
WA899       0705  15     72.00
WA899       0705  16     57.00
WA899       0705  17     80.00
WA899       0705  18     80.00
WA899       0705  19     72.00
WA899       0705  20     72.00
WA899       0705  21     87.00
WA899       0705  22     62.00
WA899       0705  23     70.00
WA899       0705  24     67.00
WA899       0705  25     73.00
WA899       0705  26     80.00
WA899       0705  27     83.00
WA899       0705  28     77.00
WA899       0705  29     76.00
WA899       0705  30     79.00
WA899       0705  31     80.00
WA899       0805   1     62.00
WA899       0805   2     69.00
WA899       0805   3     82.00
WA899       0805   4     85.00
WA899       0805   5     80.00
WA899       0805   6     77.00
WA899       0805   7     76.00
WA899       0805   8     75.00
WA899       0805   9     75.00
WA899       0805  10     68.00
WA899       0805  11     58.00
WA899       0805  12     71.00
WA899       0805  13     79.00
WA899       0805  14     82.00
WA899       0805  15     81.00
WA899       0805  16     69.00
WA899       0805  17     61.00
WA899       0805  18     70.00
WA899       0805  19     78.00
WA899       0805  20     80.00
WA899       0805  21     75.00
WA899       0805  22     65.00
WA899       0805  23     56.00
WA899       0805  24     71.00
WA899       0805  25     77.00
WA899       0805  26     76.00
WA899       0805  27     74.00
WA899       0805  28     71.00
WA899       0805  29     53.00
WA899       0805  30     58.00
WA899       0805  31     66.00
WA899       0905   1     74.00
WA899       0905   2     65.00
WA899       0905   3     58.00
WA899       0905   4     56.00
WA899       0905   5     61.00
WA899       0905   6     70.00
WA899       0905   7     69.00
WA899       0905   8     70.00
WA899       0905   9     51.00
WA899       0905  10     53.00
WA899       0905  11     52.00
WA899       0905  12     62.00
WA899       0905  13     65.00
WA899       0905  14     63.00
WA899       0905  15     51.00
WA899       0905  16     49.00
WA899       0905  17     50.00
WA899       0905  18     60.00
WA899       0905  19     58.00
WA899       0905  20     53.00
WA899       0905  21     60.00
WA899       0905  22     51.00
WA899       0905  23     56.00
WA899       0905  24     59.00
WA899       0905  25     64.00
WA899       0905  26     66.00
WA899       0905  27     62.00
WA899       0905  28     67.00
WA899       0905  29     57.00
WA899       0905  30     55.00
WA899       1005   1     45.00
WA899       1005   2     45.00
WA899       1005   3     48.00
WA899       1005   4     54.00
WA899       1005   5     53.00
WA899       1005   6     53.00
WA899       1005   7     50.00
WA899       1005   8     51.00
WA899       1005   9     53.00
WA899       1005  10     52.00
WA899       1005  11     54.00
WA899       1005  12     52.00
WA899       1005  13     50.00
WA899       1005  14     57.00
WA899       1005  15     52.00
WA899       1005  16     49.00
WA899       1005  17     53.00
WA899       1005  18     59.00
WA899       1005  19     49.00
WA899       1005  20     48.00
WA899       1005  21     58.00
WA899       1005  22     60.00
WA899       1005  23     58.00
WA899       1005  24     60.00
WA899       1005  25     60.00
WA899       1005  26     46.00
WA899       1005  27     46.00
WA899       1005  28     44.00
WA899       1005  29     42.00
WA899       1005  30     46.00
WA899       1005  31     44.00
WA899       1105   1     40.00
WA899       1105   2     42.00
WA899       1105   3     38.00
WA899       1105   4     37.00
WA899       1105   5     36.00
WA899       1105   6     37.00
WA899       1105   7     36.00
WA899       1105   8     37.00
WA899       1105   9     40.00
WA899       1105  10     45.00
WA899       1105  11     38.00
WA899       1105  12     36.00
WA899       1105  13     40.00
WA899       1105  14     37.00
WA899       1105  15     38.00
WA899       1105  16     42.00
WA899       1105  17     45.00
WA899       1105  18     48.00
WA899       1105  19     48.00
WA899       1105  20     39.00
WA899       1105  21     39.00
WA899       1105  22     44.00
WA899       1105  23     33.00
WA899       1105  24     33.00
WA899       1105  25     35.00
WA899       1105  26     33.00
WA899       1105  27     34.00
WA899       1105  28     29.00
WA899       1105  29     31.00
WA899       1105  30     35.00
WA899       1205   1     28.00
WA899       1205   2     32.00
WA899       1205   3     31.00
WA899       1205   4     33.00
WA899       1205   5     35.00
WA899       1205   6     33.00
WA899       1205   7     26.00
WA899       1205   8     28.00
WA899       1205   9     37.00
WA899       1205  10     35.00
WA899       1205  11     34.00
WA899       1205  12     35.00
WA899       1205  13     35.00
WA899       1205  14     34.00
WA899       1205  15     29.00
WA899       1205  16     29.00
WA899       1205  17     25.00
WA899       1205  18     27.00
WA899       1205  19     31.00
WA899       1205  20     35.00
WA899       1205  21     38.00
WA899       1205  22     41.00
WA899       1205  23     43.00
WA899       1205  24     44.00
WA899       1205  25     44.00
WA899       1205  26     40.00
WA899       1205  27     37.00
WA899       1205  28     38.00
WA899       1205  29     37.00
WA899       1205  30     35.00
WA899       1205  31     36.00
WA899       0106   1     37.00
WA899       0106   2     38.00
WA899       0106   3     34.00
WA899       0106   4     36.00
WA899       0106   5     39.00
WA899       0106   6     39.00
WA899       0106   7     41.00
WA899       0106   8     36.00
WA899       0106   9     36.00
WA899       0106  10     43.00
WA899       0106  11     37.00
WA899       0106  12     35.00
WA899       0106  13     36.00
WA899       0106  14     35.00
WA899       0106  15     33.00
WA899       0106  16     36.00
WA899       0106  17     37.00
WA899       0106  18     38.00
WA899       0106  19     35.00
WA899       0106  20     35.00
WA899       0106  21     37.00
WA899       0106  22     36.00
WA899       0106  23     42.00
WA899       0106  24     44.00
WA899       0106  25     40.00
WA899       0106  26     36.00
WA899       0106  27     35.00
WA899       0106  28     34.00
WA899       0106  29     35.00
WA899       0106  30     39.00
WA899       0106  31     37.00
WA899       0206   1     37.00
WA899       0206   2     38.00
WA899       0206   3     40.00
WA899       0206   4     40.00
WA899       0206   5     37.00
WA899       0206   6     40.00
WA899       0206   7     42.00
WA899       0206   8     41.00
WA899       0206   9     42.00
WA899       0206  10     38.00
WA899       0206  11     40.00
WA899       0206  12     48.00
WA899       0206  13     39.00
WA899       0206  14     35.00
WA899       0206  15     34.00
WA899       0206  16     32.00
WA899       0206  17     20.00
WA899       0206  18     28.00
WA899       0206  19     38.00
WA899       0206  20     33.00
WA899       0206  21     35.00
WA899       0206  22     35.00
WA899       0206  23     35.00
WA899       0206  24     34.00
WA899       0206  25     30.00
WA899       0206  26     37.00
WA899       0206  27     40.00
WA899       0206  28     39.00
WA899       0306   1     42.00
WA899       0306   2     41.00
WA899       0306   3     44.00
WA899       0306   4     45.00
WA899       0306   5     39.00
WA899       0306   6     46.00
WA899       0306   7     38.00
WA899       0306   8     35.00
WA899       0306   9     33.00
WA899       0306  10     36.00
WA899       0306  11     39.00
WA899       0306  12     46.00
WA899       0306  13     42.00
WA899       0306  14     43.00
WA899       0306  15     40.00
WA899       0306  16     42.00
WA899       0306  17     43.00
WA899       0306  18     39.00
WA899       0306  19     47.00
WA899       0306  20     47.00
WA899       0306  21     44.00
WA899       0306  22     47.00
WA899       0306  23     49.00
WA899       0306  24     48.00
WA899       0306  25     46.00
WA899       0306  26     38.00
WA899       0306  27     47.00
WA899       0306  28     48.00
WA899       0306  29     44.00
WA899       0306  30     48.00
WA899       0306  31     51.00
WA899       0406   1     39.00
WA899       0406   2     44.00
WA899       0406   3     49.00
WA899       0406   4     52.00
WA899       0406   5     52.00
WA899       0406   6     46.00
WA899       0406   7     50.00
WA899       0406   8     43.00
WA899       0406   9     47.00
WA899       0406  10     47.00
WA899       0406  11     51.00
WA899       0406  12     43.00
WA899       0406  13     44.00
WA899       0406  14     40.00
WA899       0406  15     38.00
WA899       0406  16     45.00
WA899       0406  17     44.00
WA899       0406  18     51.00
WA899       0406  19     58.00
WA899       0406  20     60.00
WA899       0406  21     44.00
WA899       0406  22     55.00
WA899       0406  23     58.00
WA899       0406  24     59.00
WA899       0406  25     59.00
WA899       0406  26     50.00
WA899       0406  27     59.00
WA899       0406  28     67.00
WA899       0406  29     56.00
WA899       0406  30     48.00
WA899       0506   1     42.00
WA899       0506   2     54.00
WA899       0506   3     60.00
WA899       0506   4     62.00
WA899       0506   5     63.00
WA899       0506   6     43.00
WA899       0506   7     44.00
WA899       0506   8     45.00
WA899       0506   9     56.00
WA899       0506  10     62.00
WA899       0506  11     55.00
WA899       0506  12     49.00
WA899       0506  13     62.00
WA899       0506  14     72.00
WA899       0506  15     77.00
WA899       0506  16     75.00
WA899       0506  17     74.00
WA899       0506  18     76.00
WA899       0506  19     71.00
WA899       0506  20     59.00
WA899       0506  21     59.00
WA899       0506  22     48.00
WA899       0506  23     58.00
WA899       0506  24     55.00
WA899       0506  25     52.00
WA899       0506  26     48.00
WA899       0506  27     47.00
WA899       0506  28     48.00
WA899       0506  29     50.00
WA899       0506  30     67.00
WA899       0506  31     69.00
WA899       0606   1     64.00
WA899       0606   2     63.00
WA899       0606   3     60.00
WA899       0606   4     54.00
WA899       0606   5     62.00
WA899       0606   6     64.00
WA899       0606   7     55.00
WA899       0606   8     48.00
WA899       0606   9     52.00
WA899       0606  10     61.00
WA899       0606  11     73.00
WA899       0606  12     67.00
WA899       0606  13     53.00
WA899       0606  14     54.00
WA899       0606  15     51.00
WA899       0606  16     56.00
WA899       0606  17     55.00
WA899       0606  18     59.00
WA899       0606  19     54.00
WA899       0606  20     55.00
WA899       0606  21     53.00
WA899       0606  22     63.00
WA899       0606  23     70.00
WA899       0606  24     80.00
WA899       0606  25     89.00
WA899       0606  26     92.00
WA899       0606  27     81.00
WA899       0606  28     73.00
WA899       0606  29     74.00
WA899       0606  30     79.00
WA899       0706   1     79.00
WA899       0706   2     82.00
WA899       0706   3     80.00
WA899       0706   4     74.00
WA899       0706   5     64.00
WA899       0706   6     55.00
WA899       0706   7     72.00
WA899       0706   8     81.00
WA899       0706   9     77.00
WA899       0706  10     66.00
WA899       0706  11     71.00
WA899       0706  12     57.00
WA899       0706  13     66.00
WA899       0706  14     70.00
WA899       0706  15     67.00
WA899       0706  16     76.00
WA899       0706  17     65.00
WA899       0706  18     63.00
WA899       0706  19     71.00
WA899       0706  20     82.00
WA899       0706  21     95.00
WA899       0706  22     91.00
WA899       0706  23     89.00
WA899       0706  24     82.00
WA899       0706  25     77.00
WA899       0706  26     78.00
WA899       0706  27     76.00
WA899       0706  28     67.00
WA899       0706  29     61.00
WA899       0706  30     54.00
WA899       0706  31     63.00
WA899       0806   1     63.00
WA899       0806   2     67.00
WA899       0806   3     69.00
WA899       0806   4     69.00
WA899       0806   5     77.00
WA899       0806   6     79.00
WA899       0806   7     81.00
WA899       0806   8     71.00
WA899       0806   9     62.00
WA899       0806  10     60.00
WA899       0806  11     60.00
WA899       0806  12     69.00
WA899       0806  13     77.00
WA899       0806  14     78.00
WA899       0806  15     68.00
WA899       0806  16     58.00
WA899       0806  17     69.00
WA899       0806  18     81.00
WA899       0806  19     81.00
WA899       0806  20     83.00
WA899       0806  21     73.00
WA899       0806  22     68.00
WA899       0806  23     61.00
WA899       0806  24     54.00
WA899       0806  25     72.00
WA899       0806  26     78.00
WA899       0806  27     83.00
WA899       0806  28     83.00
WA899       0806  29     53.00
WA899       0806  30     50.00
WA899       0806  31     65.00
WA899       0906   1     70.00
WA899       0906   2     79.00
WA899       0906   3     83.00
WA899       0906   4     77.00
WA899       0906   5     76.00
WA899       0906   6     74.00
WA899       0906   7     71.00
WA899       0906   8     69.00
WA899       0906   9     54.00
WA899       0906  10     68.00
WA899       0906  11     72.00
WA899       0906  12     70.00
WA899       0906  13     55.00
WA899       0906  14     46.00
WA899       0906  15     49.00
WA899       0906  16     51.00
WA899       0906  17     57.00
WA899       0906  18     52.00
WA899       0906  19     48.00
WA899       0906  20     48.00
WA899       0906  21     47.00
WA899       0906  22     57.00
WA899       0906  23     68.00
WA899       0906  24     68.00
WA899       0906  25     73.00
WA899       0906  26     72.00
WA899       0906  27     76.00
WA899       0906  28     72.00
WA899       0906  29     71.00
WA899       0906  30     61.00
WA899       1006   1     56.00
WA899       1006   2     54.00
WA899       1006   3     52.00
WA899       1006   4     66.00
WA899       1006   5     62.00
WA899       1006   6     49.00
WA899       1006   7     53.00
WA899       1006   8     50.00
WA899       1006   9     58.00
WA899       1006  10     66.00
WA899       1006  11     69.00
WA899       1006  12     70.00
WA899       1006  13     64.00
WA899       1006  14     62.00
WA899       1006  15     47.00
WA899       1006  16     44.00
WA899       1006  17     47.00
WA899       1006  18     46.00
WA899       1006  19     52.00
WA899       1006  20     49.00
WA899       1006  21     54.00
WA899       1006  22     54.00
WA899       1006  23     51.00
WA899       1006  24     41.00
WA899       1006  25     41.00
WA899       1006  26     45.00
WA899       1006  27     49.00
WA899       1006  28     51.00
WA899       1006  29     45.00
WA899       1006  30     33.00
WA899       1006  31     34.00
WA899       1106   1     36.00
WA899       1106   2     35.00
WA899       1106   3     41.00
WA899       1106   4     47.00
WA899       1106   5     47.00
WA899       1106   6     55.00
WA899       1106   7     50.00
WA899       1106   8     43.00
WA899       1106   9     37.00
WA899       1106  10     36.00
WA899       1106  11     35.00
WA899       1106  12     37.00
WA899       1106  13     36.00
WA899       1106  14     37.00
WA899       1106  15     46.00
WA899       1106  16     38.00
WA899       1106  17     41.00
WA899       1106  18     40.00
WA899       1106  19     39.00
