$ Get data for 352:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:43:40 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA352           Blewett Pass
WA352       0208   8     34.00
WA352       0208   9     43.00
WA352       0208  10     44.00
WA352       0208  11     45.00
WA352       0208  12     48.00
WA352       0208  13     42.00
WA352       0208  14     41.00
WA352       0208  15     47.00
WA352       0208  16     48.00
WA352       0208  17     48.00
WA352       0208  18     51.00
WA352       0208  19     49.00
WA352       0208  20     51.00
WA352       0208  21     40.00
WA352       0208  22     45.00
WA352       0208  23     49.00
WA352       0208  24     34.00
WA352       0208  25     50.00
WA352       0208  26     47.00
WA352       0208  27     48.00
WA352       0208  28     57.00
WA352       0208  29     52.00
WA352       0308   1     43.00
WA352       0308   2     46.00
WA352       0308   3     38.00
WA352       0308   4     46.00
WA352       0308   5     51.00
WA352       0308   6     55.00
WA352       0308   7     43.00
WA352       0308   8     53.00
WA352       0308   9     52.00
WA352       0308  10     53.00
WA352       0308  11     41.00
WA352       0308  12     51.00
WA352       0308  13     39.00
WA352       0308  14     42.00
WA352       0308  15     46.00
WA352       0308  16     46.00
WA352       0308  17     45.00
WA352       0308  18     47.00
WA352       0308  19     45.00
WA352       0308  20     41.00
WA352       0308  21     42.00
WA352       0308  22     43.00
WA352       0308  23     36.00
WA352       0308  24     44.00
WA352       0308  25     44.00
WA352       0308  26     40.00
WA352       0308  27     42.00
WA352       0308  28     28.00
WA352       0308  29     44.00
WA352       0308  30     36.00
WA352       0308  31     43.00
WA352       0408   1     46.00
WA352       0408   2     51.00
WA352       0408   3     53.00
WA352       0408   4     42.00
WA352       0408   5     47.00
WA352       0408   6     48.00
WA352       0408   7     45.00
WA352       0408   8     41.00
WA352       0408   9     47.00
WA352       0408  10     51.00
WA352       0408  11     62.00
WA352       0408  12     64.00
WA352       0408  13     65.00
WA352       0408  14     46.00
WA352       0408  15     41.00
WA352       0408  16     55.00
WA352       0408  17     55.00
WA352       0408  18     38.00
WA352       0408  19     40.00
WA352       0408  20     33.00
WA352       0408  21     44.00
WA352       0408  22     38.00
WA352       0408  23     45.00
WA352       0408  24     46.00
WA352       0408  25     53.00
WA352       0408  26     59.00
WA352       0408  27     61.00
WA352       0408  28     58.00
WA352       0408  29     48.00
WA352       0408  30     47.00
WA352       0508   1     53.00
WA352       0508   2     49.00
WA352       0508   3     53.00
WA352       0508   4     64.00
WA352       0508   5     65.00
WA352       0508   6     59.00
WA352       0508   7     56.00
WA352       0508   8     52.00
WA352       0508   9     57.00
WA352       0508  10     59.00
WA352       0508  11     48.00
WA352       0508  12     59.00
WA352       0508  13     51.00
WA352       0508  14     61.00
WA352       0508  15     77.00
WA352       0508  16     80.00
WA352       0508  17     83.00
WA352       0508  18     73.00
WA352       0508  19     71.00
WA352       0508  20     54.00
WA352       0508  21     57.00
WA352       0508  22     60.00
WA352       0508  23     46.00
WA352       0508  24     62.00
WA352       0508  25     65.00
WA352       0508  26     65.00
WA352       0508  27     65.00
WA352       0508  28     67.00
WA352       0508  29     68.00
WA352       0508  30     68.00
WA352       0508  31     71.00
WA352       0608   1     61.00
WA352       0608   2     60.00
WA352       0608   3     49.00
WA352       0608   4     56.00
WA352       0608   5     51.00
WA352       0608   6     49.00
WA352       0608   7     57.00
WA352       0608   8     62.00
WA352       0608   9     58.00
WA352       0608  10     55.00
WA352       0608  11     61.00
WA352       0608  12     70.00
WA352       0608  13     64.00
WA352       0608  14     67.00
WA352       0608  15     71.00
WA352       0608  16     74.00
WA352       0608  17     61.00
WA352       0608  18     64.00
WA352       0608  19     69.00
WA352       0608  20     74.00
WA352       0608  21     69.00
WA352       0608  22     64.00
WA352       0608  23     62.00
WA352       0608  24     65.00
WA352       0608  25     70.00
WA352       0608  26     69.00
WA352       0608  27     78.00
WA352       0608  28     82.00
WA352       0608  29     88.00
WA352       0608  30     88.00
WA352       0708   1     81.00
WA352       0708   2     80.00
WA352       0708   3     79.00
WA352       0708   4     69.00
WA352       0708   5     67.00
WA352       0708   6     67.00
WA352       0708   7     75.00
WA352       0708   8     79.00
WA352       0708   9     78.00
WA352       0708  10     65.00
WA352       0708  11     71.00
WA352       0708  12     79.00
WA352       0708  13     79.00
WA352       0708  14     76.00
WA352       0708  15     74.00
WA352       0708  16     72.00
WA352       0708  17     73.00
WA352       0708  18     72.00
WA352       0708  19     75.00
WA352       0708  20     81.00
WA352       0708  21     81.00
WA352       0708  22     70.00
WA352       0708  23     68.00
WA352       0708  24     72.00
WA352       0708  25     76.00
WA352       0708  26     72.00
WA352       0708  27     67.00
WA352       0708  28     74.00
WA352       0708  29     65.00
WA352       0708  30     62.00
WA352       0708  31     73.00
WA352       0808   1     65.00
WA352       0808   2     66.00
WA352       0808   3     70.00
WA352       0808   4     77.00
WA352       0808   5     83.00
WA352       0808   6     81.00
WA352       0808   7     82.00
WA352       0808   8     77.00
WA352       0808   9     65.00
WA352       0808  10     61.00
WA352       0808  11     73.00
WA352       0808  12     76.00
WA352       0808  13     78.00
WA352       0808  14     83.00
WA352       0808  15     86.00
WA352       0808  16     91.00
WA352       0808  17     92.00
WA352       0808  18     75.00
WA352       0808  19     68.00
WA352       0808  20     63.00
WA352       0808  21     54.00
WA352       0808  22     66.00
WA352       0808  23     74.00
WA352       0808  24     72.00
WA352       0808  25     58.00
WA352       0808  26     63.00
WA352       0808  27     53.00
WA352       0808  28     58.00
WA352       0808  29     70.00
WA352       0808  30     59.00
WA352       0808  31     55.00
WA352       0908   1     62.00
WA352       0908   2     65.00
WA352       0908   3     65.00
WA352       0908   4     69.00
WA352       0908   5     69.00
WA352       0908   6     65.00
WA352       0908   7     67.00
WA352       0908   8     69.00
WA352       0908   9     72.00
WA352       0908  10     69.00
WA352       0908  11     73.00
WA352       0908  12     73.00
WA352       0908  13     70.00
WA352       0908  14     74.00
WA352       0908  15     78.00
WA352       0908  16     81.00
WA352       0908  17     80.00
WA352       0908  18     80.00
WA352       0908  19     79.00
WA352       0908  20     59.00
WA352       0908  21     57.00
WA352       0908  22     48.00
WA352       0908  23     54.00
WA352       0908  24     58.00
WA352       0908  25     57.00
WA352       0908  26     57.00
WA352       0908  27     64.00
WA352       0908  28     65.00
WA352       0908  29     69.00
WA352       0908  30     72.00
WA352       1008   1     74.00
WA352       1008   2     63.00
WA352       1008   3     51.00
WA352       1008   4     49.00
WA352       1008   5     50.00
WA352       1008   6     45.00
WA352       1008   7     45.00
WA352       1008   8     47.00
WA352       1008   9     44.00
WA352       1008  10     44.00
WA352       1008  11     46.00
WA352       1008  12     54.00
WA352       1008  13     58.00
WA352       1008  14     48.00
WA352       1008  15     48.00
WA352       1008  16     49.00
WA352       1008  17     59.00
WA352       1008  18     53.00
WA352       1008  19     49.00
WA352       1008  20     43.00
WA352       1008  21     45.00
WA352       1008  22     52.00
WA352       1008  23     51.00
WA352       1008  24     56.00
WA352       1008  25     53.00
WA352       1008  26     45.00
WA352       1008  27     52.00
WA352       1008  28     57.00
WA352       1008  29     57.00
WA352       1008  30     53.00
WA352       1008  31     50.00
WA352       1108   1     45.00
WA352       1108   2     45.00
WA352       1108   3     39.00
WA352       1108   4     35.00
WA352       1108   5     38.00
WA352       1108   6     36.00
WA352       1108   7     41.00
WA352       1108   8     43.00
WA352       1108   9     45.00
WA352       1108  10     44.00
WA352       1108  11     43.00
WA352       1108  12     49.00
WA352       1108  13     41.00
WA352       1108  14     42.00
WA352       1108  15     53.00
WA352       1108  16     60.00
WA352       1108  17     53.00
WA352       1108  18     50.00
WA352       1108  19     41.00
WA352       1108  20     38.00
WA352       1108  21     38.00
WA352       1108  22     36.00
WA352       1108  23     39.00
WA352       1108  24     35.00
WA352       1108  25     38.00
WA352       1108  26     38.00
WA352       1108  27     36.00
WA352       1108  28     38.00
WA352       1108  29     51.00
WA352       1108  30     54.00
WA352       1208   1     54.00
WA352       1208   2     47.00
WA352       1208   3     35.00
WA352       1208   4     34.00
WA352       1208   5     49.00
WA352       1208   6     51.00
WA352       1208   7     41.00
WA352       1208   8     34.00
WA352       1208   9     37.00
WA352       1208  10     43.00
WA352       1208  11     40.00
WA352       1208  12     35.00
WA352       1208  13     28.00
WA352       1208  14     11.00
WA352       1208  15     10.00
WA352       1208  16     18.00
WA352       1208  17     23.00
WA352       1208  18     15.00
WA352       1208  19     17.00
WA352       1208  20      6.00
WA352       1208  21     12.00
WA352       1208  22     21.00
WA352       1208  23     18.00
WA352       1208  24     22.00
WA352       1208  25     28.00
WA352       1208  26     25.00
WA352       1208  27     36.00
WA352       1208  28     34.00
WA352       1208  29     29.00
WA352       1208  30     30.00
WA352       1208  31     28.00
WA352       0109   1     33.00
WA352       0109   2     29.00
WA352       0109   3     25.00
WA352       0109   4     25.00
WA352       0109   5     35.00
WA352       0109   6     41.00
WA352       0109   7     41.00
WA352       0109   8     38.00
WA352       0109   9     37.00
WA352       0109  10     35.00
WA352       0109  11     48.00
WA352       0109  12     46.00
WA352       0109  13     55.00
WA352       0109  14     49.00
WA352       0109  15     45.00
WA352       0109  16     43.00
WA352       0109  17     40.00
WA352       0109  18     38.00
WA352       0109  19     40.00
WA352       0109  20     37.00
WA352       0109  21     30.00
WA352       0109  22     40.00
WA352       0109  23     32.00
WA352       0109  24     23.00
WA352       0109  25     21.00
WA352       0109  26     28.00
WA352       0109  27     35.00
WA352       0109  28     38.00
WA352       0109  29     38.00
WA352       0109  30     46.00
WA352       0109  31     36.00
WA352       0209   1     39.00
WA352       0209   2     48.00
WA352       0209   3     42.00
WA352       0209   4     50.00
WA352       0209   5     41.00
WA352       0209   6     43.00
WA352       0209   7     42.00
WA352       0209   8     30.00
WA352       0209   9     35.00
WA352       0209  10     27.00
WA352       0209  11     33.00
WA352       0209  12     24.00
WA352       0209  13     28.00
WA352       0209  14     30.00
WA352       0209  15     28.00
WA352       0209  16     29.00
WA352       0209  17     41.00
WA352       0209  18     44.00
WA352       0209  19     45.00
WA352       0209  20     44.00
WA352       0209  21     43.00
WA352       0209  22     36.00
WA352       0209  23     35.00
WA352       0209  24     38.00
WA352       0209  25     39.00
WA352       0209  26     30.00
WA352       0209  27     32.00
WA352       0209  28     33.00
WA352       0309   1     36.00
WA352       0309   2     46.00
WA352       0309   3     45.00
WA352       0309   4     41.00
WA352       0309   5     33.00
WA352       0309   6     32.00
WA352       0309   7     33.00
WA352       0309   8     31.00
WA352       0309   9     29.00
WA352       0309  10     27.00
WA352       0309  11     28.00
WA352       0309  12     39.00
WA352       0309  13     42.00
WA352       0309  14     37.00
WA352       0309  15     32.00
WA352       0309  16     35.00
WA352       0309  17     37.00
WA352       0309  18     44.00
WA352       0309  19     47.00
WA352       0309  20     47.00
WA352       0309  21     47.00
WA352       0309  22     45.00
WA352       0309  23     39.00
WA352       0309  24     42.00
WA352       0309  25     40.00
WA352       0309  26     42.00
WA352       0309  27     46.00
WA352       0309  28     36.00
WA352       0309  29     41.00
WA352       0309  30     43.00
WA352       0309  31     37.00
WA352       0409   1     31.00
WA352       0409   2     41.00
WA352       0409   3     45.00
WA352       0409   4     46.00
WA352       0409   5     51.00
WA352       0409   6     60.00
WA352       0409   7     62.00
WA352       0409   8     52.00
WA352       0409   9     48.00
WA352       0409  10     51.00
WA352       0409  11     47.00
WA352       0409  12     41.00
WA352       0409  13     42.00
WA352       0409  14     41.00
WA352       0409  15     51.00
WA352       0409  16     54.00
WA352       0409  17     50.00
WA352       0409  18     52.00
WA352       0409  19     62.00
WA352       0409  20     69.00
WA352       0409  21     68.00
WA352       0409  22     50.00
WA352       0409  23     45.00
WA352       0409  24     50.00
WA352       0409  25     48.00
WA352       0409  26     53.00
WA352       0409  27     48.00
WA352       0409  28     42.00
WA352       0409  29     39.00
WA352       0409  30     51.00
WA352       0509   1     54.00
WA352       0509   2     48.00
WA352       0509   3     53.00
WA352       0509   4     49.00
WA352       0509   5     47.00
WA352       0509   6     40.00
WA352       0509   7     46.00
WA352       0509   8     55.00
WA352       0509   9     54.00
WA352       0509  10     58.00
WA352       0509  11     53.00
WA352       0509  12     45.00
WA352       0509  13     43.00
WA352       0509  14     48.00
WA352       0509  15     60.00
WA352       0509  16     68.00
WA352       0509  17     73.00
WA352       0509  18     70.00
WA352       0509  19     49.00
WA352       0509  20     55.00
WA352       0509  21     60.00
WA352       0509  22     66.00
WA352       0509  23     70.00
WA352       0509  24     71.00
WA352       0509  25     70.00
WA352       0509  26     60.00
WA352       0509  27     65.00
WA352       0509  28     75.00
WA352       0509  29     79.00
WA352       0509  30     77.00
WA352       0509  31     76.00
WA352       0609   1     72.00
WA352       0609   2     65.00
WA352       0609   3     71.00
WA352       0609   4     75.00
WA352       0609   5     77.00
WA352       0609   6     65.00
WA352       0609   7     57.00
WA352       0609   8     62.00
WA352       0609   9     67.00
WA352       0609  10     67.00
WA352       0609  11     67.00
WA352       0609  12     71.00
WA352       0609  13     67.00
WA352       0609  14     68.00
WA352       0609  15     70.00
WA352       0609  16     70.00
WA352       0609  17     66.00
WA352       0609  18     65.00
WA352       0609  19     63.00
WA352       0609  20     62.00
WA352       0609  21     58.00
WA352       0609  22     56.00
WA352       0609  23     65.00
WA352       0609  24     71.00
WA352       0609  25     61.00
WA352       0609  26     64.00
WA352       0609  27     75.00
WA352       0609  28     68.00
WA352       0609  29     70.00
WA352       0609  30     72.00
WA352       0709   1     76.00
WA352       0709   2     79.00
WA352       0709   3     82.00
WA352       0709   4     82.00
WA352       0709   5     80.00
WA352       0709   6     61.00
WA352       0709   7     62.00
WA352       0709   8     63.00
WA352       0709   9     67.00
WA352       0709  10     72.00
WA352       0709  11     79.00
WA352       0709  12     77.00
WA352       0709  13     64.00
WA352       0709  14     74.00
WA352       0709  15     79.00
WA352       0709  16     81.00
WA352       0709  17     84.00
WA352       0709  18     78.00
WA352       0709  19     74.00
WA352       0709  20     77.00
WA352       0709  21     86.00
WA352       0709  22     85.00
WA352       0709  23     76.00
WA352       0709  24     69.00
WA352       0709  25     73.00
WA352       0709  26     79.00
WA352       0709  27     84.00
WA352       0709  28     84.00
WA352       0709  29     79.00
WA352       0709  30     86.00
WA352       0709  31     87.00
WA352       0809   1     88.00
WA352       0809   2     87.00
WA352       0809   3     83.00
WA352       0809   4     82.00
WA352       0809   5     81.00
WA352       0809   6     68.00
WA352       0809   7     71.00
WA352       0809   8     71.00
WA352       0809   9     72.00
WA352       0809  10     70.00
WA352       0809  11     66.00
WA352       0809  12     69.00
WA352       0809  13     61.00
WA352       0809  14     60.00
WA352       0809  15     69.00
WA352       0809  16     69.00
WA352       0809  17     78.00
WA352       0809  18     84.00
WA352       0809  19     85.00
WA352       0809  20     89.00
WA352       0809  21     74.00
WA352       0809  22     75.00
WA352       0809  23     69.00
WA352       0809  24     72.00
WA352       0809  25     67.00
WA352       0809  26     75.00
WA352       0809  27     79.00
WA352       0809  28     81.00
WA352       0809  29     70.00
WA352       0809  30     79.00
WA352       0809  31     80.00
WA352       0909   1     81.00
WA352       0909   2     77.00
WA352       0909   3     64.00
WA352       0909   4     66.00
WA352       0909   5     57.00
WA352       0909   6     53.00
WA352       0909   7     53.00
WA352       0909   8     62.00
WA352       0909   9     68.00
WA352       0909  10     69.00
WA352       0909  11     71.00
WA352       0909  12     79.00
WA352       0909  13     83.00
WA352       0909  14     70.00
WA352       0909  15     69.00
WA352       0909  16     74.00
WA352       0909  17     68.00
WA352       0909  18     73.00
WA352       0909  19     60.00
WA352       0909  20     61.00
WA352       0909  21     68.00
WA352       0909  22     74.00
WA352       0909  23     82.00
WA352       0909  24     77.00
WA352       0909  25     76.00
WA352       0909  26     66.00
WA352       0909  27     61.00
WA352       0909  28     65.00
WA352       0909  29     49.00
WA352       0909  30     50.00
WA352       1009   1     51.00
WA352       1009   2     53.00
WA352       1009   3     47.00
WA352       1009   4     52.00
WA352       1009   5     53.00
WA352       1009   6     61.00
WA352       1009   7     59.00
WA352       1009   8     56.00
WA352       1009   9     42.00
WA352       1009  10     38.00
WA352       1009  11     39.00
WA352       1009  12     30.00
WA352       1009  13     33.00
WA352       1009  14     41.00
WA352       1009  15     53.00
WA352       1009  16     55.00
WA352       1009  17     58.00
WA352       1009  18     55.00
WA352       1009  19     55.00
WA352       1009  20     50.00
WA352       1009  21     45.00
WA352       1009  22     49.00
WA352       1009  23     49.00
WA352       1009  24     48.00
WA352       1009  25     44.00
WA352       1009  26     44.00
WA352       1009  27     40.00
WA352       1009  28     38.00
WA352       1009  29     43.00
WA352       1009  30     46.00
WA352       1009  31     45.00
WA352       1109   1     46.00
WA352       1109   2     46.00
WA352       1109   3     44.00
WA352       1109   4     43.00
WA352       1109   5     51.00
WA352       1109   6     38.00
WA352       1109   7     36.00
WA352       1109   8     36.00
WA352       1109   9     36.00
WA352       1109  10     40.00
WA352       1109  11     38.00
WA352       1109  12     38.00
WA352       1109  13     33.00
WA352       1109  14     35.00
WA352       1109  15     37.00
WA352       1109  16     42.00
WA352       1109  17     42.00
WA352       1109  18     36.00
WA352       1109  19     41.00
WA352       1109  20     42.00
WA352       1109  21     34.00
WA352       1109  22     34.00
WA352       1109  23     36.00
WA352       1109  24     44.00
WA352       1109  25     41.00
WA352       1109  26     43.00
WA352       1109  27     38.00
WA352       1109  28     38.00
WA352       1109  29     43.00
WA352       1109  30     42.00
WA352       1209   1     34.00
WA352       1209   2     31.00
WA352       1209   3     29.00
WA352       1209   4     32.00
WA352       1209   5     31.00
WA352       1209   6     20.00
WA352       1209   7     10.00
WA352       1209   8     12.00
WA352       1209   9     23.00
WA352       1209  10     24.00
WA352       1209  11     26.00
WA352       1209  12     24.00
WA352       1209  13     28.00
WA352       1209  14     25.00
WA352       1209  15     33.00
WA352       1209  16     35.00
WA352       1209  17     38.00
WA352       1209  18     36.00
WA352       1209  19     42.00
WA352       1209  20     37.00
WA352       1209  21     37.00
WA352       1209  22     31.00
WA352       1209  23     29.00
WA352       1209  24     23.00
WA352       1209  25     22.00
WA352       1209  26     25.00
WA352       1209  27     29.00
WA352       1209  28     27.00
WA352       1209  29     24.00
WA352       1209  30     33.00
WA352       1209  31     30.00
WA352       0110   1     35.00
WA352       0110   2     35.00
WA352       0110   3     36.00
WA352       0110   4     34.00
WA352       0110   5     37.00
WA352       0110   6     29.00
WA352       0110   7     30.00
WA352       0110   8     25.00
WA352       0110   9     30.00
WA352       0110  10     33.00
WA352       0110  11     35.00
WA352       0110  12     39.00
WA352       0110  13     37.00
WA352       0110  14     37.00
WA352       0110  15     38.00
WA352       0110  16     35.00
WA352       0110  17     36.00
WA352       0110  18     42.00
WA352       0110  19     38.00
WA352       0110  20     35.00
WA352       0110  21     38.00
WA352       0110  22     37.00
WA352       0110  23     39.00
WA352       0110  24     32.00
WA352       0110  25     37.00
WA352       0110  26     37.00
WA352       0110  27     32.00
WA352       0110  28     35.00
WA352       0110  29     34.00
WA352       0110  30     38.00
WA352       0110  31     39.00
WA352       0210   1     34.00
WA352       0210   2     43.00
WA352       0210   3     35.00
WA352       0210   4     34.00
WA352       0210   5     42.00
WA352       0210   6     34.00
WA352       0210   7     37.00
WA352       0210   8     38.00
WA352       0210   9     40.00
WA352       0210  10     35.00
WA352       0210  11     37.00
WA352       0210  12     37.00
WA352       0210  13     40.00
WA352       0210  14     39.00
WA352       0210  15     41.00
WA352       0210  16     45.00
WA352       0210  17     43.00
WA352       0210  18     41.00
WA352       0210  19     39.00
WA352       0210  20     38.00
WA352       0210  21     43.00
WA352       0210  22     47.00
WA352       0210  23     36.00
WA352       0210  24     40.00
WA352       0210  25     44.00
WA352       0210  26     37.00
WA352       0210  27     46.00
WA352       0210  28     48.00
WA352       0310   1     46.00
WA352       0310   2     49.00
WA352       0310   3     43.00
WA352       0310   4     48.00
WA352       0310   5     46.00
WA352       0310   6     49.00
WA352       0310   7     50.00
WA352       0310   8     38.00
WA352       0310   9     37.00
WA352       0310  10     41.00
WA352       0310  11     34.00
WA352       0310  12     41.00
WA352       0310  13     42.00
WA352       0310  14     43.00
WA352       0310  15     46.00
WA352       0310  16     52.00
WA352       0310  17     45.00
WA352       0310  18     50.00
WA352       0310  19     47.00
WA352       0310  20     50.00
WA352       0310  21     46.00
WA352       0310  22     48.00
WA352       0310  23     49.00
WA352       0310  24     49.00
WA352       0310  25     43.00
WA352       0310  26     45.00
WA352       0310  27     48.00
WA352       0310  28     49.00
WA352       0310  29     37.00
WA352       0310  30     38.00
WA352       0310  31     44.00
WA352       0410   1     43.00
WA352       0410   2     34.00
WA352       0410   3     38.00
WA352       0410   4     39.00
WA352       0410   5     42.00
WA352       0410   6     42.00
WA352       0410   7     42.00
WA352       0410   8     36.00
WA352       0410   9     36.00
WA352       0410  10     41.00
WA352       0410  11     47.00
WA352       0410  12     44.00
WA352       0410  13     49.00
WA352       0410  14     55.00
WA352       0410  15     53.00
WA352       0410  16     58.00
WA352       0410  17     56.00
WA352       0410  18     59.00
WA352       0410  19     62.00
WA352       0410  20     51.00
WA352       0410  21     47.00
WA352       0410  22     58.00
WA352       0410  23     55.00
WA352       0410  24     46.00
WA352       0410  25     52.00
WA352       0410  26     46.00
WA352       0410  27     51.00
WA352       0410  28     47.00
WA352       0410  29     49.00
WA352       0410  30     54.00
WA352       0510   1     50.00
WA352       0510   2     48.00
WA352       0510   3     38.00
WA352       0510   4     42.00
WA352       0510   5     42.00
WA352       0510   6     47.00
WA352       0510   7     46.00
WA352       0510   8     51.00
WA352       0510   9     57.00
WA352       0510  10     47.00
WA352       0510  11     61.00
WA352       0510  12     63.00
WA352       0510  13     64.00
WA352       0510  14     66.00
WA352       0510  15     69.00
WA352       0510  16     67.00
WA352       0510  17     57.00
WA352       0510  18     55.00
WA352       0510  19     57.00
WA352       0510  20     47.00
WA352       0510  21     49.00
WA352       0510  22     52.00
WA352       0510  23     46.00
WA352       0510  24     51.00
WA352       0510  25     49.00
WA352       0510  26     48.00
WA352       0510  27     50.00
WA352       0510  28     50.00
WA352       0510  29     55.00
WA352       0510  30     58.00
WA352       0510  31     56.00
WA352       0610   1     57.00
WA352       0610   2     51.00
WA352       0610   3     55.00
WA352       0610   4     52.00
WA352       0610   5     60.00
WA352       0610   6     53.00
WA352       0610   7     60.00
WA352       0610   8     62.00
WA352       0610   9     56.00
WA352       0610  10     57.00
WA352       0610  11     64.00
WA352       0610  12     70.00
WA352       0610  13     71.00
WA352       0610  14     63.00
WA352       0610  15   -999.00
WA352       0610  16     50.00
WA352       0610  17     59.00
WA352       0610  18     64.00
WA352       0610  19     61.00
WA352       0610  20     57.00
WA352       0610  21     64.00
WA352       0610  22     69.00
WA352       0610  23     70.00
WA352       0610  24     70.00
WA352       0610  25     73.00
WA352       0610  26     70.00
WA352       0610  27     73.00
WA352       0610  28     72.00
WA352       0610  29     60.00
WA352       0610  30     62.00
WA352       0710   1     56.00
WA352       0710   2     59.00
WA352       0710   3     65.00
WA352       0710   4     62.00
WA352       0710   5     64.00
WA352       0710   6     71.00
WA352       0710   7     75.00
WA352       0710   8     80.00
WA352       0710   9     84.00
WA352       0710  10     80.00
WA352       0710  11     78.00
WA352       0710  12     59.00
WA352       0710  13     62.00
WA352       0710  14     75.00
WA352       0710  15     79.00
WA352       0710  16     73.00
WA352       0710  17     77.00
WA352       0710  18     73.00
WA352       0710  19     76.00
WA352       0710  20     73.00
WA352       0710  21     78.00
WA352       0710  22     67.00
WA352       0710  23     76.00
WA352       0710  24     83.00
WA352       0710  25     84.00
WA352       0710  26     85.00
WA352       0710  27     79.00
WA352       0710  28     79.00
WA352       0710  29     81.00
WA352       0710  30     81.00
WA352       0710  31     74.00
WA352       0810   1     72.00
WA352       0810   2     76.00
WA352       0810   3     75.00
WA352       0810   4     74.00
WA352       0810   5     78.00
WA352       0810   6     76.00
WA352       0810   7     66.00
WA352       0810   8     71.00
WA352       0810   9     70.00
WA352       0810  10     63.00
WA352       0810  11     70.00
WA352       0810  12     76.00
WA352       0810  13     73.00
WA352       0810  14     74.00
WA352       0810  15     78.00
WA352       0810  16     83.00
WA352       0810  17     84.00
WA352       0810  18     80.00
WA352       0810  19     70.00
WA352       0810  20     72.00
WA352       0810  21     63.00
WA352       0810  22     58.00
WA352       0810  23     69.00
WA352       0810  24     73.00
WA352       0810  25     84.00
WA352       0810  26     69.00
WA352       0810  27     60.00
WA352       0810  28     61.00
WA352       0810  29     58.00
WA352       0810  30     58.00
WA352       0810  31     51.00
WA352       0910   1     63.00
WA352       0910   2     66.00
WA352       0910   3     75.00
WA352       0910   4     63.00
WA352       0910   5     55.00
WA352       0910   6     59.00
WA352       0910   7     47.00
WA352       0910   8     56.00
WA352       0910   9     56.00
WA352       0910  10     57.00
WA352       0910  11     62.00
WA352       0910  12     63.00
WA352       0910  13     69.00
WA352       0910  14     70.00
WA352       0910  15     66.00
WA352       0910  16     64.00
WA352       0910  17     57.00
WA352       0910  18     57.00
WA352       0910  19     58.00
WA352       0910  20     54.00
WA352       0910  21     54.00
WA352       0910  22     58.00
WA352       0910  23     49.00
WA352       0910  24     55.00
WA352       0910  25     68.00
WA352       0910  26     65.00
WA352       0910  27     69.00
WA352       0910  28     68.00
WA352       0910  29     64.00
WA352       0910  30     65.00
WA352       1010   1     72.00
WA352       1010   2     72.00
WA352       1010   3     63.00
WA352       1010   4     56.00
WA352       1010   5     58.00
WA352       1010   6     62.00
WA352       1010   7     57.00
WA352       1010   8     57.00
WA352       1010   9     50.00
WA352       1010  10     51.00
WA352       1010  11     50.00
WA352       1010  12     53.00
WA352       1010  13     55.00
WA352       1010  14     63.00
WA352       1010  15     49.00
WA352       1010  16     51.00
WA352       1010  17     53.00
WA352       1010  18     55.00
WA352       1010  19     61.00
WA352       1010  20     61.00
WA352       1010  21     61.00
WA352       1010  22     52.00
WA352       1010  23     47.00
WA352       1010  24     40.00
WA352       1010  25     38.00
WA352       1010  26     44.00
WA352       1010  27     43.00
WA352       1010  28     36.00
WA352       1010  29     48.00
WA352       1010  30     38.00
WA352       1010  31     43.00
WA352       1110   1     45.00
WA352       1110   2     52.00
WA352       1110   3     49.00
WA352       1110   4     53.00
WA352       1110   5     50.00
WA352       1110   6     49.00
WA352       1110   7     44.00
WA352       1110   8     41.00
WA352       1110   9     34.00
WA352       1110  10     38.00
WA352       1110  11     39.00
WA352       1110  12     40.00
WA352       1110  13     43.00
WA352       1110  14     57.00
WA352       1110  15     48.00
WA352       1110  16     38.00
WA352       1110  17     34.00
WA352       1110  18     35.00
WA352       1110  19     36.00
WA352       1110  20     29.00
WA352       1110  21     32.00
WA352       1110  22     20.00
WA352       1110  23     11.00
WA352       1110  24     21.00
WA352       1110  25     31.00
WA352       1110  26     28.00
WA352       1110  27     33.00
WA352       1110  28     33.00
WA352       1110  29     30.00
WA352       1110  30     29.00
WA352       1210   1     37.00
WA352       1210   2     34.00
WA352       1210   3     35.00
WA352       1210   4     25.00
WA352       1210   5     27.00
WA352       1210   6     36.00
WA352       1210   7     35.00
WA352       1210   8     36.00
WA352       1210   9     34.00
WA352       1210  10     36.00
WA352       1210  11     31.00
WA352       1210  12     42.00
WA352       1210  13     43.00
WA352       1210  14     38.00
WA352       1210  15     31.00
WA352       1210  16     28.00
WA352       1210  17     28.00
WA352       1210  18     25.00
WA352       1210  19     24.00
WA352       1210  20     25.00
WA352       1210  21     30.00
WA352       1210  22     31.00
WA352       1210  23     30.00
WA352       1210  24     33.00
WA352       1210  25     33.00
WA352       1210  26     33.00
WA352       1210  27     31.00
WA352       1210  28     38.00
WA352       1210  29     29.00
WA352       1210  30     23.00
WA352       1210  31     20.00
WA352       0111   1     21.00
WA352       0111   2     21.00
WA352       0111   3     26.00
WA352       0111   4     33.00
WA352       0111   5     37.00
WA352       0111   6     42.00
WA352       0111   7     40.00
