$ Get data for 352:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:43:40 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA352           Blewett Pass
WA352       0104   6      2.00
WA352       0104   7     18.00
WA352       0104   8     34.00
WA352       0104   9     30.00
WA352       0104  10     42.00
WA352       0104  11     33.00
WA352       0104  12     31.00
WA352       0104  13     41.00
WA352       0104  14     41.00
WA352       0104  15     37.00
WA352       0104  16     38.00
WA352       0104  17     32.00
WA352       0104  18     32.00
WA352       0104  19     35.00
WA352       0104  20     36.00
WA352       0104  21     26.00
WA352       0104  22     29.00
WA352       0104  23     34.00
WA352       0104  24     31.00
WA352       0104  25   -999.00
WA352       0104  26     32.00
WA352       0104  27     39.00
WA352       0104  28     42.00
WA352       0104  29     46.00
WA352       0104  30     37.00
WA352       0104  31     31.00
WA352       0204   1     32.00
WA352       0204   2     22.00
WA352       0204   3     34.00
WA352       0204   4     41.00
WA352       0204   5     34.00
WA352       0204   6     26.00
WA352       0204   7     39.00
WA352       0204   8     42.00
WA352       0204   9     48.00
WA352       0204  10     48.00
WA352       0204  11     42.00
WA352       0204  12     38.00
WA352       0204  13     37.00
WA352       0204  14     40.00
WA352       0204  15     38.00
WA352       0204  16     28.00
WA352       0204  17     32.00
WA352       0204  18     38.00
WA352       0204  19     42.00
WA352       0204  20     39.00
WA352       0204  21     39.00
WA352       0204  22     40.00
WA352       0204  23     41.00
WA352       0204  24     36.00
WA352       0204  25     28.00
WA352       0204  26     39.00
WA352       0204  27     45.00
WA352       0204  28     49.00
WA352       0204  29     40.00
WA352       0304   1     43.00
WA352       0304   2     47.00
WA352       0304   3     40.00
WA352       0304   4     45.00
WA352       0304   5     34.00
WA352       0304   6     38.00
WA352       0304   7     47.00
WA352       0304   8     62.00
WA352       0304   9     50.00
WA352       0304  10     52.00
WA352       0304  11     57.00
WA352       0304  12     52.00
WA352       0304  13     47.00
WA352       0304  14     49.00
WA352       0304  15     51.00
WA352       0304  16     53.00
WA352       0304  17     51.00
WA352       0304  18     43.00
WA352       0304  19     41.00
WA352       0304  20     46.00
WA352       0304  21     60.00
WA352       0304  22     62.00
WA352       0304  23     51.00
WA352       0304  24     44.00
WA352       0304  25     34.00
WA352       0304  26     43.00
WA352       0304  27     42.00
WA352       0304  28     54.00
WA352       0304  29     56.00
WA352       0304  30     47.00
WA352       0304  31     43.00
WA352       0404   1     49.00
WA352       0404   2     54.00
WA352       0404   3     61.00
WA352       0404   4     63.00
WA352       0404   5     61.00
WA352       0404   6     63.00
WA352       0404   7     57.00
WA352       0404   8     58.00
WA352       0404   9     58.00
WA352       0404  10     62.00
WA352       0404  11     66.00
WA352       0404  12     66.00
WA352       0404  13     43.00
WA352       0404  14     46.00
WA352       0404  15     51.00
WA352       0404  16     46.00
WA352       0404  17     46.00
WA352       0404  18     45.00
WA352       0404  19     50.00
WA352       0404  20     48.00
WA352       0404  21     47.00
WA352       0404  22     63.00
WA352       0404  23     47.00
WA352       0404  24     56.00
WA352       0404  25     63.00
WA352       0404  26     72.00
WA352       0404  27     58.00
WA352       0404  28     55.00
WA352       0404  29     61.00
WA352       0404  30     69.00
WA352       0504   1     73.00
WA352       0504   2     66.00
WA352       0504   3     67.00
WA352       0504   4     57.00
WA352       0504   5     55.00
WA352       0504   6     56.00
WA352       0504   7     65.00
WA352       0504   8     54.00
WA352       0504   9     59.00
WA352       0504  10     54.00
WA352       0504  11     53.00
WA352       0504  12     52.00
WA352       0504  13     52.00
WA352       0504  14     62.00
WA352       0504  15     54.00
WA352       0504  16     52.00
WA352       0504  17     53.00
WA352       0504  18     65.00
WA352       0504  19     69.00
WA352       0504  20     67.00
WA352       0504  21     66.00
WA352       0504  22     48.00
WA352       0504  23     53.00
WA352       0504  24     54.00
WA352       0504  25     63.00
WA352       0504  26     59.00
WA352       0504  27     46.00
WA352       0504  28     52.00
WA352       0504  29     54.00
WA352       0504  30     51.00
WA352       0504  31     55.00
WA352       0604   1     62.00
WA352       0604   2     70.00
WA352       0604   3     75.00
WA352       0604   4     81.00
WA352       0604   5     60.00
WA352       0604   6     57.00
WA352       0604   7     56.00
WA352       0604   8     63.00
WA352       0604   9     69.00
WA352       0604  10     53.00
WA352       0604  11     60.00
WA352       0604  12     59.00
WA352       0604  13     57.00
WA352       0604  14     54.00
WA352       0604  15     66.00
WA352       0604  16     73.00
WA352       0604  17     73.00
WA352       0604  18     69.00
WA352       0604  19     70.00
WA352       0604  20     82.00
WA352       0604  21     83.00
WA352       0604  22     87.00
WA352       0604  23     87.00
WA352       0604  24     90.00
WA352       0604  25     85.00
WA352       0604  26     77.00
WA352       0604  27     76.00
WA352       0604  28     80.00
WA352       0604  29     82.00
WA352       0604  30     73.00
WA352       0704   1     80.00
WA352       0704   2     77.00
WA352       0704   3     70.00
WA352       0704   4     75.00
WA352       0704   5     79.00
WA352       0704   6     68.00
WA352       0704   7     60.00
WA352       0704   8     71.00
WA352       0704   9     69.00
WA352       0704  10     63.00
WA352       0704  11     72.00
WA352       0704  12     77.00
WA352       0704  13     83.00
WA352       0704  14     86.00
WA352       0704  15     86.00
WA352       0704  16     86.00
WA352       0704  17     89.00
WA352       0704  18     79.00
WA352       0704  19     73.00
WA352       0704  20     74.00
WA352       0704  21     77.00
WA352       0704  22     82.00
WA352       0704  23     83.00
WA352       0704  24     90.00
WA352       0704  25     87.00
WA352       0704  26     85.00
WA352       0704  27     83.00
WA352       0704  28   -999.00
WA352       0704  29     87.00
WA352       0704  30     85.00
WA352       0704  31     87.00
WA352       0804   1     88.00
WA352       0804   2     88.00
WA352       0804   3     81.00
WA352       0804   4     80.00
WA352       0804   5     69.00
WA352       0804   6     58.00
WA352       0804   7     71.00
WA352       0804   8     75.00
WA352       0804   9     82.00
WA352       0804  10     89.00
WA352       0804  11     89.00
WA352       0804  12     90.00
WA352       0804  13     92.00
WA352       0804  14     88.00
WA352       0804  15     92.00
WA352       0804  16     91.00
WA352       0804  17     85.00
WA352       0804  18     87.00
WA352       0804  19     85.00
WA352       0804  20     84.00
WA352       0804  21     77.00
WA352       0804  22     60.00
WA352       0804  23     67.00
WA352       0804  24     58.00
WA352       0804  25     55.00
WA352       0804  26     64.00
WA352       0804  27     66.00
WA352       0804  28     73.00
WA352       0804  29     76.00
WA352       0804  30     80.00
WA352       0804  31     82.00
WA352       0904   1     61.00
WA352       0904   2     57.00
WA352       0904   3     57.00
WA352       0904   4     65.00
WA352       0904   5     69.00
WA352       0904   6     68.00
WA352       0904   7     73.00
WA352       0904   8     72.00
WA352       0904   9     64.00
WA352       0904  10     68.00
WA352       0904  11     60.00
WA352       0904  12     60.00
WA352       0904  13     50.00
WA352       0904  14     57.00
WA352       0904  15     51.00
WA352       0904  16     51.00
WA352       0904  17     53.00
WA352       0904  18     50.00
WA352       0904  19     49.00
WA352       0904  20     57.00
WA352       0904  21     62.00
WA352       0904  22     61.00
WA352       0904  23     65.00
WA352       0904  24     69.00
WA352       0904  25     73.00
WA352       0904  26     70.00
WA352       0904  27     71.00
WA352       0904  28     76.00
WA352       0904  29     69.00
WA352       0904  30     62.00
WA352       1004   1     64.00
WA352       1004   2     66.00
WA352       1004   3     68.00
WA352       1004   4     71.00
WA352       1004   5     69.00
WA352       1004   6     59.00
WA352       1004   7     59.00
WA352       1004   8     57.00
WA352       1004   9     48.00
WA352       1004  10     56.00
WA352       1004  11     59.00
WA352       1004  12     62.00
WA352       1004  13     68.00
WA352       1004  14     71.00
WA352       1004  15     57.00
WA352       1004  16     51.00
WA352       1004  17     43.00
WA352       1004  18     40.00
WA352       1004  19     38.00
WA352       1004  20     52.00
WA352       1004  21     48.00
WA352       1004  22     42.00
WA352       1004  23     40.00
WA352       1004  24     38.00
WA352       1004  25     38.00
WA352       1004  26     40.00
WA352       1004  27     52.00
WA352       1004  28     51.00
WA352       1004  29     47.00
WA352       1004  30     40.00
WA352       1004  31     39.00
WA352       1104   1     36.00
WA352       1104   2     41.00
WA352       1104   3     46.00
WA352       1104   4     47.00
WA352       1104   5     50.00
WA352       1104   6     55.00
WA352       1104   7     53.00
WA352       1104   8     58.00
WA352       1104   9     49.00
WA352       1104  10     47.00
WA352       1104  11     51.00
WA352       1104  12     45.00
WA352       1104  13     46.00
WA352       1104  14     37.00
WA352       1104  15     40.00
WA352       1104  16     44.00
WA352       1104  17     43.00
WA352       1104  18     37.00
WA352       1104  19     35.00
WA352       1104  20     41.00
WA352       1104  21     43.00
WA352       1104  22     43.00
WA352       1104  23     42.00
WA352       1104  24     46.00
WA352       1104  25     42.00
WA352       1104  26     36.00
WA352       1104  27     35.00
WA352       1104  28     32.00
WA352       1104  29     33.00
WA352       1104  30     38.00
WA352       1204   1     38.00
WA352       1204   2     38.00
WA352       1204   3     44.00
WA352       1204   4     36.00
WA352       1204   5     31.00
WA352       1204   6     30.00
WA352       1204   7     32.00
WA352       1204   8     36.00
WA352       1204   9     37.00
WA352       1204  10     45.00
WA352       1204  11     44.00
WA352       1204  12     32.00
WA352       1204  13     35.00
WA352       1204  14     39.00
WA352       1204  15     42.00
WA352       1204  16     39.00
WA352       1204  17     41.00
WA352       1204  18     47.00
WA352       1204  19     45.00
WA352       1204  20     34.00
WA352       1204  21     37.00
WA352       1204  22     37.00
WA352       1204  23     39.00
WA352       1204  24     47.00
WA352       1204  25     38.00
WA352       1204  26     34.00
WA352       1204  27     36.00
WA352       1204  28     33.00
WA352       1204  29     33.00
WA352       1204  30     31.00
WA352       1204  31     30.00
WA352       0105   1     26.00
WA352       0105   2     26.00
WA352       0105   3     23.00
WA352       0105   4     24.00
WA352       0105   5     27.00
WA352       0105   6     30.00
WA352       0105   7     21.00
WA352       0105   8     24.00
WA352       0105   9     26.00
WA352       0105  10     26.00
WA352       0105  11     29.00
WA352       0105  12     35.00
WA352       0105  13     31.00
WA352       0105  14     15.00
WA352       0105  15     14.00
WA352       0105  16     33.00
WA352       0105  17     45.00
WA352       0105  18     49.00
WA352       0105  19     54.00
WA352       0105  20     47.00
WA352       0105  21     51.00
WA352       0105  22     47.00
WA352       0105  23     49.00
WA352       0105  24     55.00
WA352       0105  25     48.00
WA352       0105  26     40.00
WA352       0105  27     45.00
WA352       0105  28     34.00
WA352       0105  29     41.00
WA352       0105  30     46.00
WA352       0105  31     44.00
WA352       0205   1     49.00
WA352       0205   2     56.00
WA352       0205   3     56.00
WA352       0205   4     45.00
WA352       0205   5     34.00
WA352       0205   6     28.00
WA352       0205   7     41.00
WA352       0205   8     41.00
WA352       0205   9     42.00
WA352       0205  10     44.00
WA352       0205  11     40.00
WA352       0205  12     42.00
WA352       0205  13     36.00
WA352       0205  14     39.00
WA352       0205  15     39.00
WA352       0205  16     42.00
WA352       0205  17     37.00
WA352       0205  18     45.00
WA352       0205  19     46.00
WA352       0205  20     38.00
WA352       0205  21     45.00
WA352       0205  22     52.00
WA352       0205  23     50.00
WA352       0205  24     54.00
WA352       0205  25     55.00
WA352       0205  26     52.00
WA352       0205  27     49.00
WA352       0205  28     42.00
WA352       0305   1     50.00
WA352       0305   2     51.00
WA352       0305   3     51.00
WA352       0305   4     54.00
WA352       0305   5     54.00
WA352       0305   6     59.00
WA352       0305   7     57.00
WA352       0305   8     63.00
WA352       0305   9     53.00
WA352       0305  10     60.00
WA352       0305  11     64.00
WA352       0305  12     53.00
WA352       0305  13     52.00
WA352       0305  14     56.00
WA352       0305  15     56.00
WA352       0305  16     42.00
WA352       0305  17     43.00
WA352       0305  18     45.00
WA352       0305  19     35.00
WA352       0305  20     41.00
WA352       0305  21     41.00
WA352       0305  22     42.00
WA352       0305  23     42.00
WA352       0305  24     36.00
WA352       0305  25     45.00
WA352       0305  26     36.00
WA352       0305  27     42.00
WA352       0305  28     42.00
WA352       0305  29     35.00
WA352       0305  30     43.00
WA352       0305  31     44.00
WA352       0405   1     45.00
WA352       0405   2     44.00
WA352       0405   3     40.00
WA352       0405   4     46.00
WA352       0405   5     41.00
WA352       0405   6     54.00
WA352       0405   7     48.00
WA352       0405   8     49.00
WA352       0405   9     50.00
WA352       0405  10     46.00
WA352       0405  11     44.00
WA352       0405  12     41.00
WA352       0405  13     48.00
WA352       0405  14     46.00
WA352       0405  15     39.00
WA352       0405  16     43.00
WA352       0405  17     47.00
WA352       0405  18     54.00
WA352       0405  19     58.00
WA352       0405  20     60.00
WA352       0405  21     60.00
WA352       0405  22     62.00
WA352       0405  23     60.00
WA352       0405  24     60.00
WA352       0405  25     68.00
WA352       0405  26     73.00
WA352       0405  27     61.00
WA352       0405  28     55.00
WA352       0405  29     50.00
WA352       0405  30     55.00
WA352       0505   1     60.00
WA352       0505   2     61.00
WA352       0505   3     64.00
WA352       0505   4     61.00
WA352       0505   5     57.00
WA352       0505   6     65.00
WA352       0505   7     62.00
WA352       0505   8     50.00
WA352       0505   9     49.00
WA352       0505  10     52.00
WA352       0505  11     64.00
WA352       0505  12     68.00
WA352       0505  13     69.00
WA352       0505  14     64.00
WA352       0505  15     57.00
WA352       0505  16     56.00
WA352       0505  17     53.00
WA352       0505  18     53.00
WA352       0505  19     53.00
WA352       0505  20     52.00
WA352       0505  21     48.00
WA352       0505  22     54.00
WA352       0505  23     55.00
WA352       0505  24     62.00
WA352       0505  25     66.00
WA352       0505  26     71.00
WA352       0505  27     77.00
WA352       0505  28     80.00
WA352       0505  29     78.00
WA352       0505  30     72.00
WA352       0505  31     56.00
WA352       0605   1     59.00
WA352       0605   2     64.00
WA352       0605   3     63.00
WA352       0605   4     63.00
WA352       0605   5     54.00
WA352       0605   6     51.00
WA352       0605   7     52.00
WA352       0605   8     53.00
WA352       0605   9     63.00
WA352       0605  10     67.00
WA352       0605  11     58.00
WA352       0605  12     60.00
WA352       0605  13     60.00
WA352       0605  14     59.00
WA352       0605  15     65.00
WA352       0605  16     67.00
WA352       0605  17     64.00
WA352       0605  18     66.00
WA352       0605  19     72.00
WA352       0605  20     79.00
WA352       0605  21     80.00
WA352       0605  22     65.00
WA352       0605  23     72.00
WA352       0605  24     74.00
WA352       0605  25     74.00
WA352       0605  26     74.00
WA352       0605  27     56.00
WA352       0605  28     69.00
WA352       0605  29     77.00
WA352       0605  30     76.00
WA352       0705   1     70.00
WA352       0705   2     63.00
WA352       0705   3     73.00
WA352       0705   4     80.00
WA352       0705   5     79.00
WA352       0705   6     65.00
WA352       0705   7     75.00
WA352       0705   8     56.00
WA352       0705   9     65.00
WA352       0705  10     64.00
WA352       0705  11     72.00
WA352       0705  12     73.00
WA352       0705  13     72.00
WA352       0705  14     80.00
WA352       0705  15     74.00
WA352       0705  16     69.00
WA352       0705  17     81.00
WA352       0705  18     84.00
WA352       0705  19     81.00
WA352       0705  20     80.00
WA352       0705  21     89.00
WA352       0705  22     71.00
WA352       0705  23     75.00
WA352       0705  24     74.00
WA352       0705  25     78.00
WA352       0705  26     83.00
WA352       0705  27     88.00
WA352       0705  28     86.00
WA352       0705  29     81.00
WA352       0705  30     84.00
WA352       0705  31     87.00
WA352       0805   1     69.00
WA352       0805   2     76.00
WA352       0805   3     79.00
WA352       0805   4     87.00
WA352       0805   5     88.00
WA352       0805   6     87.00
WA352       0805   7     87.00
WA352       0805   8     87.00
WA352       0805   9     87.00
WA352       0805  10     81.00
WA352       0805  11     77.00
WA352       0805  12     79.00
WA352       0805  13     75.00
WA352       0805  14     82.00
WA352       0805  15     86.00
WA352       0805  16     82.00
WA352       0805  17     69.00
WA352       0805  18     76.00
WA352       0805  19     77.00
WA352       0805  20     85.00
WA352       0805  21     87.00
WA352       0805  22     78.00
WA352       0805  23     67.00
WA352       0805  24     73.00
WA352       0805  25     75.00
WA352       0805  26     83.00
WA352       0805  27     82.00
WA352       0805  28     80.00
WA352       0805  29     64.00
WA352       0805  30     67.00
WA352       0805  31     74.00
WA352       0905   1     77.00
WA352       0905   2     73.00
WA352       0905   3     65.00
WA352       0905   4     64.00
WA352       0905   5     67.00
WA352       0905   6     70.00
WA352       0905   7     77.00
WA352       0905   8     81.00
WA352       0905   9     58.00
WA352       0905  10     52.00
WA352       0905  11     56.00
WA352       0905  12     64.00
WA352       0905  13     69.00
WA352       0905  14     70.00
WA352       0905  15     65.00
WA352       0905  16     53.00
WA352       0905  17     61.00
WA352       0905  18     66.00
WA352       0905  19     65.00
WA352       0905  20     64.00
WA352       0905  21     64.00
WA352       0905  22     58.00
WA352       0905  23     58.00
WA352       0905  24     63.00
WA352       0905  25     69.00
WA352       0905  26     72.00
WA352       0905  27     67.00
WA352       0905  28     72.00
WA352       0905  29     57.00
WA352       0905  30     53.00
WA352       1005   1     47.00
WA352       1005   2     44.00
WA352       1005   3     52.00
WA352       1005   4     55.00
WA352       1005   5     53.00
WA352       1005   6     51.00
WA352       1005   7     48.00
WA352       1005   8     51.00
WA352       1005   9     57.00
WA352       1005  10     55.00
WA352       1005  11     58.00
WA352       1005  12     52.00
WA352       1005  13     53.00
WA352       1005  14     57.00
WA352       1005  15     55.00
WA352       1005  16     49.00
WA352       1005  17     60.00
WA352       1005  18     56.00
WA352       1005  19     52.00
WA352       1005  20     53.00
WA352       1005  21     58.00
WA352       1005  22     60.00
WA352       1005  23     58.00
WA352       1005  24     57.00
WA352       1005  25     60.00
WA352       1005  26     47.00
WA352       1005  27     42.00
WA352       1005  28     43.00
WA352       1005  29     45.00
WA352       1005  30     48.00
WA352       1005  31     40.00
WA352       1105   1     36.00
WA352       1105   2     45.00
WA352       1105   3     33.00
WA352       1105   4     40.00
WA352       1105   5     33.00
WA352       1105   6     42.00
WA352       1105   7     34.00
WA352       1105   8     38.00
WA352       1105   9     42.00
WA352       1105  10     45.00
WA352       1105  11     36.00
WA352       1105  12     37.00
WA352       1105  13     42.00
WA352       1105  14     39.00
WA352       1105  15     40.00
WA352       1105  16     49.00
WA352       1105  17     46.00
WA352       1105  18     54.00
WA352       1105  19     50.00
WA352       1105  20     42.00
WA352       1105  21     40.00
WA352       1105  22     44.00
WA352       1105  23     28.00
WA352       1105  24     29.00
WA352       1105  25     33.00
WA352       1105  26     35.00
WA352       1105  27     34.00
WA352       1105  28     23.00
WA352       1105  29     28.00
WA352       1105  30     30.00
WA352       1205   1     21.00
WA352       1205   2     31.00
WA352       1205   3     33.00
WA352       1205   4     30.00
WA352       1205   5     35.00
WA352       1205   6     29.00
WA352       1205   7     20.00
WA352       1205   8     26.00
WA352       1205   9     40.00
WA352       1205  10     38.00
WA352       1205  11     27.00
WA352       1205  12     35.00
WA352       1205  13     34.00
WA352       1205  14     30.00
WA352       1205  15     23.00
WA352       1205  16     28.00
WA352       1205  17     20.00
WA352       1205  18     19.00
WA352       1205  19     24.00
WA352       1205  20     37.00
WA352       1205  21     38.00
WA352       1205  22     38.00
WA352       1205  23     41.00
WA352       1205  24     47.00
WA352       1205  25     41.00
WA352       1205  26     38.00
WA352       1205  27     36.00
WA352       1205  28     35.00
WA352       1205  29     38.00
WA352       1205  30     31.00
WA352       1205  31     35.00
WA352       0106   1     34.00
WA352       0106   2     36.00
WA352       0106   3     32.00
WA352       0106   4     39.00
WA352       0106   5     40.00
WA352       0106   6     39.00
WA352       0106   7     40.00
WA352       0106   8     36.00
WA352       0106   9     35.00
WA352       0106  10     40.00
WA352       0106  11     34.00
WA352       0106  12     33.00
WA352       0106  13     36.00
WA352       0106  14     37.00
WA352       0106  15     33.00
WA352       0106  16     30.00
WA352       0106  17     38.00
WA352       0106  18     42.00
WA352       0106  19     35.00
WA352       0106  20     36.00
WA352       0106  21     35.00
WA352       0106  22     36.00
WA352       0106  23     42.00
WA352       0106  24     44.00
WA352       0106  25     33.00
WA352       0106  26     36.00
WA352       0106  27     36.00
WA352       0106  28     33.00
WA352       0106  29     33.00
WA352       0106  30     40.00
WA352       0106  31     33.00
WA352       0206   1     34.00
WA352       0206   2     40.00
WA352       0206   3     39.00
WA352       0206   4     35.00
WA352       0206   5     42.00
WA352       0206   6     42.00
WA352       0206   7     43.00
WA352       0206   8     43.00
WA352       0206   9     42.00
WA352       0206  10     35.00
WA352       0206  11     41.00
WA352       0206  12     48.00
WA352       0206  13     46.00
WA352       0206  14     31.00
WA352       0206  15     35.00
WA352       0206  16     32.00
WA352       0206  17     16.00
WA352       0206  18     27.00
WA352       0206  19     40.00
WA352       0206  20     38.00
WA352       0206  21     43.00
WA352       0206  22     43.00
WA352       0206  23     35.00
WA352       0206  24     38.00
WA352       0206  25     32.00
WA352       0206  26     35.00
WA352       0206  27     42.00
WA352       0206  28     36.00
WA352       0306   1     47.00
WA352       0306   2     46.00
WA352       0306   3     43.00
WA352       0306   4     50.00
WA352       0306   5     34.00
WA352       0306   6     47.00
WA352       0306   7     45.00
WA352       0306   8     32.00
WA352       0306   9     33.00
WA352       0306  10     30.00
WA352       0306  11     35.00
WA352       0306  12     42.00
WA352       0306  13     45.00
WA352       0306  14     44.00
WA352       0306  15     44.00
WA352       0306  16     37.00
WA352       0306  17     44.00
WA352       0306  18     47.00
WA352       0306  19     44.00
WA352       0306  20     46.00
WA352       0306  21     46.00
WA352       0306  22     49.00
WA352       0306  23     47.00
WA352       0306  24     51.00
WA352       0306  25     47.00
WA352       0306  26     42.00
WA352       0306  27     45.00
WA352       0306  28     45.00
WA352       0306  29     56.00
WA352       0306  30     50.00
WA352       0306  31     53.00
WA352       0406   1     38.00
WA352       0406   2     40.00
WA352       0406   3     41.00
WA352       0406   4     50.00
WA352       0406   5     56.00
WA352       0406   6     54.00
WA352       0406   7     49.00
WA352       0406   8     47.00
WA352       0406   9     52.00
WA352       0406  10     53.00
WA352       0406  11     54.00
WA352       0406  12     48.00
WA352       0406  13     50.00
WA352       0406  14     44.00
WA352       0406  15     40.00
WA352       0406  16     46.00
WA352       0406  17     50.00
WA352       0406  18     53.00
WA352       0406  19     57.00
WA352       0406  20     61.00
WA352       0406  21     46.00
WA352       0406  22     53.00
WA352       0406  23     57.00
WA352       0406  24     56.00
WA352       0406  25     62.00
WA352       0406  26     59.00
WA352       0406  27     67.00
WA352       0406  28     72.00
WA352       0406  29     67.00
WA352       0406  30     58.00
WA352       0506   1     46.00
WA352       0506   2     56.00
WA352       0506   3     56.00
WA352       0506   4     60.00
WA352       0506   5     64.00
WA352       0506   6     53.00
WA352       0506   7     47.00
WA352       0506   8     48.00
WA352       0506   9     58.00
WA352       0506  10     60.00
WA352       0506  11     57.00
WA352       0506  12     49.00
WA352       0506  13     63.00
WA352       0506  14     72.00
WA352       0506  15     73.00
WA352       0506  16     85.00
WA352       0506  17     86.00
WA352       0506  18     85.00
WA352       0506  19     76.00
WA352       0506  20     62.00
WA352       0506  21     62.00
WA352       0506  22     54.00
WA352       0506  23     56.00
WA352       0506  24     56.00
WA352       0506  25     52.00
WA352       0506  26     51.00
WA352       0506  27     47.00
WA352       0506  28     55.00
WA352       0506  29     62.00
WA352       0506  30     67.00
WA352       0506  31     65.00
WA352       0606   1     62.00
WA352       0606   2     61.00
WA352       0606   3     63.00
WA352       0606   4     59.00
WA352       0606   5     65.00
WA352       0606   6     70.00
WA352       0606   7     72.00
WA352       0606   8     59.00
WA352       0606   9     61.00
WA352       0606  10     58.00
WA352       0606  11     64.00
WA352       0606  12     61.00
WA352       0606  13     54.00
WA352       0606  14     60.00
WA352       0606  15     62.00
WA352       0606  16     61.00
WA352       0606  17     65.00
WA352       0606  18     68.00
WA352       0606  19     62.00
WA352       0606  20     65.00
WA352       0606  21     67.00
WA352       0606  22     69.00
WA352       0606  23     74.00
WA352       0606  24     79.00
WA352       0606  25     82.00
WA352       0606  26     85.00
WA352       0606  27     85.00
WA352       0606  28     80.00
WA352       0606  29     76.00
WA352       0606  30     82.00
WA352       0706   1     84.00
WA352       0706   2     86.00
WA352       0706   3     87.00
WA352       0706   4     83.00
WA352       0706   5     83.00
WA352       0706   6     70.00
WA352       0706   7     77.00
WA352       0706   8     82.00
WA352       0706   9     84.00
WA352       0706  10     74.00
WA352       0706  11     78.00
WA352       0706  12     63.00
WA352       0706  13     73.00
WA352       0706  14     77.00
WA352       0706  15     73.00
WA352       0706  16     83.00
WA352       0706  17     74.00
WA352       0706  18     74.00
WA352       0706  19     76.00
WA352       0706  20     83.00
WA352       0706  21     89.00
WA352       0706  22     85.00
WA352       0706  23     94.00
WA352       0706  24     88.00
WA352       0706  25     86.00
WA352       0706  26     88.00
WA352       0706  27     86.00
WA352       0706  28     75.00
WA352       0706  29     69.00
WA352       0706  30     58.00
WA352       0706  31     70.00
WA352       0806   1     69.00
WA352       0806   2     74.00
WA352       0806   3     79.00
WA352       0806   4     78.00
WA352       0806   5     80.00
WA352       0806   6     85.00
WA352       0806   7     86.00
WA352       0806   8     81.00
WA352       0806   9     77.00
WA352       0806  10     74.00
WA352       0806  11     67.00
WA352       0806  12     76.00
WA352       0806  13     78.00
WA352       0806  14     82.00
WA352       0806  15     79.00
WA352       0806  16     73.00
WA352       0806  17     80.00
WA352       0806  18     82.00
WA352       0806  19     86.00
WA352       0806  20     87.00
WA352       0806  21     88.00
WA352       0806  22     78.00
WA352       0806  23     72.00
WA352       0806  24     76.00
WA352       0806  25     76.00
WA352       0806  26     82.00
WA352       0806  27     86.00
WA352       0806  28     87.00
WA352       0806  29     63.00
WA352       0806  30     59.00
WA352       0806  31     64.00
WA352       0906   1     70.00
WA352       0906   2     82.00
WA352       0906   3     80.00
WA352       0906   4     87.00
WA352       0906   5     88.00
WA352       0906   6     88.00
WA352       0906   7     84.00
WA352       0906   8     80.00
WA352       0906   9     63.00
WA352       0906  10     74.00
WA352       0906  11     79.00
WA352       0906  12     79.00
WA352       0906  13     62.00
WA352       0906  14     53.00
WA352       0906  15     48.00
WA352       0906  16     58.00
WA352       0906  17     57.00
WA352       0906  18     55.00
WA352       0906  19     55.00
WA352       0906  20     48.00
WA352       0906  21     56.00
WA352       0906  22     61.00
WA352       0906  23     65.00
WA352       0906  24     65.00
WA352       0906  25     72.00
WA352       0906  26     76.00
WA352       0906  27     75.00
WA352       0906  28     80.00
WA352       0906  29     78.00
WA352       0906  30     67.00
WA352       1006   1     63.00
WA352       1006   2     61.00
WA352       1006   3     55.00
WA352       1006   4     60.00
WA352       1006   5     67.00
WA352       1006   6     58.00
WA352       1006   7     58.00
WA352       1006   8     50.00
WA352       1006   9     53.00
WA352       1006  10     64.00
WA352       1006  11     68.00
WA352       1006  12     70.00
WA352       1006  13     68.00
WA352       1006  14     67.00
WA352       1006  15     47.00
WA352       1006  16     46.00
WA352       1006  17     49.00
WA352       1006  18     47.00
WA352       1006  19     60.00
WA352       1006  20     56.00
WA352       1006  21     53.00
WA352       1006  22     50.00
WA352       1006  23     58.00
WA352       1006  24     42.00
WA352       1006  25     46.00
WA352       1006  26     42.00
WA352       1006  27     52.00
WA352       1006  28     58.00
WA352       1006  29     42.00
WA352       1006  30     35.00
WA352       1006  31     37.00
WA352       1106   1     32.00
WA352       1106   2     34.00
WA352       1106   3     44.00
WA352       1106   4     44.00
WA352       1106   5     51.00
WA352       1106   6     52.00
WA352       1106   7     48.00
WA352       1106   8     42.00
WA352       1106   9     36.00
WA352       1106  10     33.00
WA352       1106  11     39.00
WA352       1106  12     35.00
WA352       1106  13     34.00
WA352       1106  14     36.00
WA352       1106  15     40.00
WA352       1106  16     40.00
WA352       1106  17     41.00
WA352       1106  18     43.00
WA352       1106  19     38.00
WA352       1106  20     42.00
WA352       1106  21     37.00
WA352       1106  22     35.00
WA352       1106  23     30.00
WA352       1106  24     32.00
WA352       1106  25     29.00
WA352       1106  26     26.00
WA352       1106  27     26.00
WA352       1106  28     21.00
WA352       1106  29     15.00
WA352       1106  30     33.00
WA352       1206   1     35.00
WA352       1206   2     29.00
WA352       1206   3     30.00
WA352       1206   4     36.00
WA352       1206   5     40.00
