$ Get data for 943:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:49:36 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA943           Dungeness
WA943       0208  13     41.00
WA943       0208  14     40.00
WA943       0208  15     46.00
WA943       0208  16     44.00
WA943       0208  17     60.00
WA943       0208  18     64.00
WA943       0208  19     56.00
WA943       0208  20     47.00
WA943       0208  21     49.00
WA943       0208  22     46.00
WA943       0208  23     48.00
WA943       0208  24     45.00
WA943       0208  25     51.00
WA943       0208  26     56.00
WA943       0208  27     49.00
WA943       0208  28     52.00
WA943       0208  29     54.00
WA943       0308   1     44.00
WA943       0308   2     46.00
WA943       0308   3     49.00
WA943       0308   4     46.00
WA943       0308   5   -999.00
WA943       0308   6   -999.00
WA943       0308   7   -999.00
WA943       0308   8   -999.00
WA943       0308   9   -999.00
WA943       0308  10   -999.00
WA943       0308  11   -999.00
WA943       0308  12   -999.00
WA943       0308  13   -999.00
WA943       0308  14   -999.00
WA943       0308  15   -999.00
WA943       0308  16   -999.00
WA943       0308  17   -999.00
WA943       0308  18   -999.00
WA943       0308  19   -999.00
WA943       0308  20   -999.00
WA943       0308  21   -999.00
WA943       0308  22   -999.00
WA943       0308  23   -999.00
WA943       0308  24   -999.00
WA943       0308  25   -999.00
WA943       0308  26   -999.00
WA943       0308  27   -999.00
WA943       0308  28   -999.00
WA943       0308  29   -999.00
WA943       0308  30   -999.00
WA943       0308  31   -999.00
WA943       0408   1   -999.00
WA943       0408   2   -999.00
WA943       0408   3   -999.00
WA943       0408   4   -999.00
WA943       0408   5   -999.00
WA943       0408   6   -999.00
WA943       0408   7   -999.00
WA943       0408   8   -999.00
WA943       0408   9   -999.00
WA943       0408  10   -999.00
WA943       0408  11   -999.00
WA943       0408  12   -999.00
WA943       0408  13   -999.00
WA943       0408  14   -999.00
WA943       0408  15   -999.00
WA943       0408  16   -999.00
WA943       0408  17   -999.00
WA943       0408  18   -999.00
WA943       0408  19   -999.00
WA943       0408  20   -999.00
WA943       0408  21   -999.00
WA943       0408  22   -999.00
WA943       0408  23   -999.00
WA943       0408  24   -999.00
WA943       0408  25   -999.00
WA943       0408  26   -999.00
WA943       0408  27   -999.00
WA943       0408  28   -999.00
WA943       0408  29   -999.00
WA943       0408  30   -999.00
WA943       0508   1   -999.00
WA943       0508   2   -999.00
WA943       0508   3   -999.00
WA943       0508   4   -999.00
WA943       0508   5   -999.00
WA943       0508   6   -999.00
WA943       0508   7   -999.00
WA943       0508   8   -999.00
WA943       0508   9   -999.00
WA943       0508  10   -999.00
WA943       0508  11   -999.00
WA943       0508  12   -999.00
WA943       0508  13   -999.00
WA943       0508  14   -999.00
WA943       0508  15   -999.00
WA943       0508  16   -999.00
WA943       0508  17   -999.00
WA943       0508  18   -999.00
WA943       0508  19   -999.00
WA943       0508  20   -999.00
WA943       0508  21   -999.00
WA943       0508  22   -999.00
WA943       0508  23   -999.00
WA943       0508  24   -999.00
WA943       0508  25   -999.00
WA943       0508  26   -999.00
WA943       0508  27   -999.00
WA943       0508  28   -999.00
WA943       0508  29   -999.00
WA943       0508  30   -999.00
WA943       0508  31   -999.00
WA943       0608   1   -999.00
WA943       0608   2   -999.00
WA943       0608   3   -999.00
WA943       0608   4   -999.00
WA943       0608   5   -999.00
WA943       0608   6   -999.00
WA943       0608   7   -999.00
WA943       0608   8   -999.00
WA943       0608   9   -999.00
WA943       0608  10   -999.00
WA943       0608  11   -999.00
WA943       0608  12   -999.00
WA943       0608  13   -999.00
WA943       0608  14   -999.00
WA943       0608  15   -999.00
WA943       0608  16   -999.00
WA943       0608  17   -999.00
WA943       0608  18   -999.00
WA943       0608  19   -999.00
WA943       0608  20   -999.00
WA943       0608  21   -999.00
WA943       0608  22   -999.00
WA943       0608  23   -999.00
WA943       0608  24   -999.00
WA943       0608  25   -999.00
WA943       0608  26   -999.00
WA943       0608  27   -999.00
WA943       0608  28   -999.00
WA943       0608  29   -999.00
WA943       0608  30   -999.00
WA943       0708   1   -999.00
WA943       0708   2   -999.00
WA943       0708   3   -999.00
WA943       0708   4   -999.00
WA943       0708   5   -999.00
WA943       0708   6   -999.00
WA943       0708   7   -999.00
WA943       0708   8   -999.00
WA943       0708   9   -999.00
WA943       0708  10   -999.00
WA943       0708  11   -999.00
WA943       0708  12   -999.00
WA943       0708  13   -999.00
WA943       0708  14   -999.00
WA943       0708  15   -999.00
WA943       0708  16   -999.00
WA943       0708  17   -999.00
WA943       0708  18   -999.00
WA943       0708  19   -999.00
WA943       0708  20   -999.00
WA943       0708  21   -999.00
WA943       0708  22   -999.00
WA943       0708  23   -999.00
WA943       0708  24   -999.00
WA943       0708  25   -999.00
WA943       0708  26   -999.00
WA943       0708  27   -999.00
WA943       0708  28   -999.00
WA943       0708  29   -999.00
WA943       0708  30   -999.00
WA943       0708  31   -999.00
WA943       0808   1   -999.00
WA943       0808   2   -999.00
WA943       0808   3   -999.00
WA943       0808   4   -999.00
WA943       0808   5   -999.00
WA943       0808   6   -999.00
WA943       0808   7   -999.00
WA943       0808   8   -999.00
WA943       0808   9   -999.00
WA943       0808  10   -999.00
WA943       0808  11   -999.00
WA943       0808  12   -999.00
WA943       0808  13   -999.00
WA943       0808  14   -999.00
WA943       0808  15   -999.00
WA943       0808  16   -999.00
WA943       0808  17   -999.00
WA943       0808  18   -999.00
WA943       0808  19   -999.00
WA943       0808  20   -999.00
WA943       0808  21   -999.00
WA943       0808  22   -999.00
WA943       0808  23   -999.00
WA943       0808  24   -999.00
WA943       0808  25   -999.00
WA943       0808  26   -999.00
WA943       0808  27   -999.00
WA943       0808  28   -999.00
WA943       0808  29   -999.00
WA943       0808  30   -999.00
WA943       0808  31   -999.00
WA943       0908   1   -999.00
WA943       0908   2   -999.00
WA943       0908   3   -999.00
WA943       0908   4   -999.00
WA943       0908   5   -999.00
WA943       0908   6   -999.00
WA943       0908   7   -999.00
WA943       0908   8   -999.00
WA943       0908   9   -999.00
WA943       0908  10   -999.00
WA943       0908  11   -999.00
WA943       0908  12     66.00
WA943       0908  13     67.00
WA943       0908  14     70.00
WA943       0908  15     77.00
WA943       0908  16     79.00
WA943       0908  17     78.00
WA943       0908  18     66.00
WA943       0908  19     65.00
WA943       0908  20     48.00
WA943       0908  21     53.00
WA943       0908  22     50.00
WA943       0908  23     52.00
WA943       0908  24     54.00
WA943       0908  25     57.00
WA943       0908  26     60.00
WA943       0908  27     56.00
WA943       0908  28     67.00
WA943       0908  29     78.00
WA943       0908  30     77.00
WA943       1008   1     73.00
WA943       1008   2     61.00
WA943       1008   3     51.00
WA943       1008   4     51.00
WA943       1008   5     47.00
WA943       1008   6     51.00
WA943       1008   7     48.00
WA943       1008   8     42.00
WA943       1008   9     38.00
WA943       1008  10     41.00
WA943       1008  11     45.00
WA943       1008  12     52.00
WA943       1008  13     53.00
WA943       1008  14     40.00
WA943       1008  15     44.00
WA943       1008  16     55.00
WA943       1008  17     61.00
WA943       1008  18     46.00
WA943       1008  19     48.00
WA943       1008  20     45.00
WA943       1008  21     45.00
WA943       1008  22     65.00
WA943       1008  23     47.00
WA943       1008  24     45.00
WA943       1008  25     45.00
WA943       1008  26     56.00
WA943       1008  27     65.00
WA943       1008  28     61.00
WA943       1008  29     49.00
WA943       1008  30     56.00
WA943       1008  31     49.00
WA943       1108   1     50.00
WA943       1108   2     45.00
WA943       1108   3     40.00
WA943       1108   4     41.00
WA943       1108   5     42.00
WA943       1108   6     49.00
WA943       1108   7     53.00
WA943       1108   8     46.00
WA943       1108   9     44.00
WA943       1108  10     43.00
WA943       1108  11     54.00
WA943       1108  12     48.00
WA943       1108  13     40.00
WA943       1108  14     48.00
WA943       1108  15     54.00
WA943       1108  16     52.00
WA943       1108  17     65.00
WA943       1108  18     43.00
WA943       1108  19     46.00
WA943       1108  20     46.00
WA943       1108  21     42.00
WA943       1108  22     39.00
WA943       1108  23     42.00
WA943       1108  24     53.00
WA943       1108  25     47.00
WA943       1108  26     47.00
WA943       1108  27     46.00
WA943       1108  28     45.00
WA943       1108  29     51.00
WA943       1108  30     53.00
WA943       1208   1     53.00
WA943       1208   2     42.00
WA943       1208   3     38.00
WA943       1208   4     46.00
WA943       1208   5     50.00
WA943       1208   6     48.00
WA943       1208   7     43.00
WA943       1208   8     36.00
WA943       1208   9     42.00
WA943       1208  10     42.00
WA943       1208  11     43.00
WA943       1208  12     42.00
WA943       1208  13     29.00
WA943       1208  14     23.00
WA943       1208  15     18.00
WA943       1208  16     30.00
WA943       1208  17     30.00
WA943       1208  18     19.00
WA943       1208  19     16.00
WA943       1208  20     36.00
WA943       1208  21     38.00
WA943       1208  22     25.00
WA943       1208  23     26.00
WA943       1208  24     32.00
WA943       1208  25     26.00
WA943       1208  26     39.00
WA943       1208  27     38.00
WA943       1208  28     32.00
WA943       1208  29     34.00
WA943       1208  30     36.00
WA943       1208  31     37.00
WA943       0109   1     38.00
WA943       0109   2     26.00
WA943       0109   3     33.00
WA943       0109   4     36.00
WA943       0109   5     40.00
WA943       0109   6     51.00
WA943       0109   7     46.00
WA943       0109   8     38.00
WA943       0109   9     33.00
WA943       0109  10     42.00
WA943       0109  11     47.00
WA943       0109  12     48.00
WA943       0109  13     49.00
WA943       0109  14     59.00
WA943       0109  15     63.00
WA943       0109  16     61.00
WA943       0109  17     62.00
WA943       0109  18     66.00
WA943       0109  19     63.00
WA943       0109  20     56.00
WA943       0109  21     53.00
WA943       0109  22     46.00
WA943       0109  23     47.00
WA943       0109  24     38.00
WA943       0109  25     26.00
WA943       0109  26     35.00
WA943       0109  27     44.00
WA943       0109  28     38.00
WA943       0109  29     46.00
WA943       0109  30     53.00
WA943       0109  31     34.00
WA943       0209   1     41.00
WA943       0209   2     47.00
WA943       0209   3     61.00
WA943       0209   4     60.00
WA943       0209   5     52.00
WA943       0209   6     36.00
WA943       0209   7     43.00
WA943       0209   8     43.00
WA943       0209   9     32.00
WA943       0209  10     32.00
WA943       0209  11     38.00
WA943       0209  12     36.00
WA943       0209  13     33.00
WA943       0209  14     34.00
WA943       0209  15     34.00
WA943       0209  16     35.00
WA943       0209  17     43.00
WA943       0209  18     44.00
WA943       0209  19     47.00
WA943       0209  20     49.00
WA943       0209  21     52.00
WA943       0209  22     46.00
WA943       0209  23     41.00
WA943       0209  24     45.00
WA943       0209  25     37.00
WA943       0209  26     35.00
WA943       0209  27     36.00
WA943       0209  28     44.00
WA943       0309   1     44.00
WA943       0309   2     41.00
WA943       0309   3     41.00
WA943       0309   4     40.00
WA943       0309   5     35.00
WA943       0309   6     39.00
WA943       0309   7     34.00
WA943       0309   8     30.00
WA943       0309   9     26.00
WA943       0309  10     28.00
WA943       0309  11     34.00
WA943       0309  12     46.00
WA943       0309  13     51.00
WA943       0309  14     40.00
WA943       0309  15     35.00
WA943       0309  16     40.00
WA943       0309  17     41.00
WA943       0309  18     47.00
WA943       0309  19     50.00
WA943       0309  20     44.00
WA943       0309  21     42.00
WA943       0309  22     37.00
WA943       0309  23     42.00
WA943       0309  24     42.00
WA943       0309  25     33.00
WA943       0309  26     41.00
WA943       0309  27     44.00
WA943       0309  28     34.00
WA943       0309  29     40.00
WA943       0309  30     40.00
WA943       0309  31     42.00
WA943       0409   1     43.00
WA943       0409   2     39.00
WA943       0409   3     36.00
WA943       0409   4     45.00
WA943       0409   5     53.00
WA943       0409   6     61.00
WA943       0409   7     60.00
WA943       0409   8     43.00
WA943       0409   9     50.00
WA943       0409  10     41.00
WA943       0409  11     47.00
WA943       0409  12     46.00
WA943       0409  13     37.00
WA943       0409  14     42.00
WA943       0409  15     49.00
WA943       0409  16     51.00
WA943       0409  17     50.00
WA943       0409  18     49.00
WA943       0409  19     57.00
WA943       0409  20     62.00
WA943       0409  21     64.00
WA943       0409  22     42.00
WA943       0409  23     42.00
WA943       0409  24     48.00
WA943       0409  25     42.00
WA943       0409  26     50.00
WA943       0409  27     49.00
WA943       0409  28     40.00
WA943       0409  29     43.00
WA943       0409  30     48.00
WA943       0509   1     55.00
WA943       0509   2     47.00
WA943       0509   3     43.00
WA943       0509   4     40.00
WA943       0509   5     48.00
WA943       0509   6     44.00
WA943       0509   7     43.00
WA943       0509   8     46.00
WA943       0509   9     52.00
WA943       0509  10     54.00
WA943       0509  11     53.00
WA943       0509  12     41.00
WA943       0509  13     42.00
WA943       0509  14     46.00
WA943       0509  15     56.00
WA943       0509  16     65.00
WA943       0509  17     65.00
WA943       0509  18     56.00
WA943       0509  19     42.00
WA943       0509  20     44.00
WA943       0509  21     56.00
WA943       0509  22     60.00
WA943       0509  23     62.00
WA943       0509  24     63.00
WA943       0509  25     59.00
WA943       0509  26     57.00
WA943       0509  27     56.00
WA943       0509  28     68.00
WA943       0509  29     72.00
WA943       0509  30     70.00
WA943       0509  31     69.00
WA943       0609   1     72.00
WA943       0609   2     71.00
WA943       0609   3     75.00
WA943       0609   4     78.00
WA943       0609   5     74.00
WA943       0609   6     55.00
WA943       0609   7     51.00
WA943       0609   8     60.00
WA943       0609   9     64.00
WA943       0609  10     67.00
WA943       0609  11     65.00
WA943       0609  12     68.00
WA943       0609  13     69.00
WA943       0609  14     65.00
WA943       0609  15     63.00
WA943       0609  16     61.00
WA943       0609  17     57.00
WA943       0609  18     57.00
WA943       0609  19     50.00
WA943       0609  20     44.00
WA943       0609  21     50.00
WA943       0609  22     46.00
WA943       0609  23     58.00
WA943       0609  24     64.00
WA943       0609  25     53.00
WA943       0609  26     56.00
WA943       0609  27     66.00
WA943       0609  28     58.00
WA943       0609  29     61.00
WA943       0609  30     64.00
WA943       0709   1     67.00
WA943       0709   2     76.00
WA943       0709   3     76.00
WA943       0709   4     75.00
WA943       0709   5     72.00
WA943       0709   6     55.00
WA943       0709   7     50.00
WA943       0709   8     51.00
WA943       0709   9     54.00
WA943       0709  10     70.00
WA943       0709  11     77.00
WA943       0709  12     62.00
WA943       0709  13     60.00
WA943       0709  14     65.00
WA943       0709  15     72.00
WA943       0709  16     74.00
WA943       0709  17     74.00
WA943       0709  18     66.00
WA943       0709  19     67.00
WA943       0709  20     73.00
WA943       0709  21     77.00
WA943       0709  22     75.00
WA943       0709  23     71.00
WA943       0709  24     76.00
WA943       0709  25     79.00
WA943       0709  26     81.00
WA943       0709  27     87.00
WA943       0709  28     87.00
WA943       0709  29     86.00
WA943       0709  30     84.00
WA943       0709  31     82.00
WA943       0809   1     82.00
WA943       0809   2     82.00
WA943       0809   3     79.00
WA943       0809   4     75.00
WA943       0809   5     67.00
WA943       0809   6     66.00
WA943       0809   7     63.00
WA943       0809   8     58.00
WA943       0809   9     60.00
WA943       0809  10     58.00
WA943       0809  11     55.00
WA943       0809  12     55.00
WA943       0809  13     49.00
WA943       0809  14     56.00
WA943       0809  15     56.00
WA943       0809  16     66.00
WA943       0809  17     73.00
WA943       0809  18     77.00
WA943       0809  19     81.00
WA943       0809  20     78.00
WA943       0809  21     58.00
WA943       0809  22     59.00
WA943       0809  23     56.00
WA943       0809  24     66.00
WA943       0809  25     57.00
WA943       0809  26     65.00
WA943       0809  27     79.00
WA943       0809  28     71.00
WA943       0809  29     67.00
WA943       0809  30     71.00
WA943       0809  31     71.00
WA943       0909   1     64.00
WA943       0909   2     68.00
WA943       0909   3     58.00
WA943       0909   4     65.00
WA943       0909   5     58.00
WA943       0909   6     50.00
WA943       0909   7     50.00
WA943       0909   8     56.00
WA943       0909   9     63.00
WA943       0909  10     64.00
WA943       0909  11     75.00
WA943       0909  12     76.00
WA943       0909  13     76.00
WA943       0909  14     60.00
WA943       0909  15     66.00
WA943       0909  16     64.00
WA943       0909  17     61.00
WA943       0909  18     75.00
WA943       0909  19     58.00
WA943       0909  20     55.00
WA943       0909  21     71.00
WA943       0909  22     84.00
WA943       0909  23     78.00
WA943       0909  24     62.00
WA943       0909  25     69.00
WA943       0909  26     60.00
WA943       0909  27     60.00
WA943       0909  28     56.00
WA943       0909  29     44.00
WA943       0909  30     43.00
WA943       1009   1     51.00
WA943       1009   2     43.00
WA943       1009   3     40.00
WA943       1009   4     50.00
WA943       1009   5     55.00
WA943       1009   6     60.00
WA943       1009   7     56.00
WA943       1009   8     55.00
WA943       1009   9     51.00
WA943       1009  10     44.00
WA943       1009  11     46.00
WA943       1009  12     39.00
WA943       1009  13     42.00
WA943       1009  14     46.00
WA943       1009  15     52.00
WA943       1009  16     60.00
WA943       1009  17     54.00
WA943       1009  18     48.00
WA943       1009  19     49.00
WA943       1009  20     51.00
WA943       1009  21     51.00
WA943       1009  22     45.00
WA943       1009  23     53.00
WA943       1009  24     44.00
WA943       1009  25     49.00
WA943       1009  26     45.00
WA943       1009  27     38.00
WA943       1009  28     37.00
WA943       1009  29     53.00
WA943       1009  30     52.00
WA943       1009  31     46.00
WA943       1109   1     43.00
WA943       1109   2     51.00
WA943       1109   3     50.00
WA943       1109   4     58.00
WA943       1109   5     52.00
WA943       1109   6     38.00
WA943       1109   7     40.00
WA943       1109   8     41.00
WA943       1109   9     39.00
WA943       1109  10     37.00
WA943       1109  11     41.00
WA943       1109  12     38.00
WA943       1109  13     36.00
WA943       1109  14     40.00
WA943       1109  15     48.00
WA943       1109  16     45.00
WA943       1109  17     39.00
WA943       1109  18     37.00
WA943       1109  19     42.00
WA943       1109  20     40.00
WA943       1109  21     38.00
WA943       1109  22     35.00
WA943       1109  23     41.00
WA943       1109  24     49.00
WA943       1109  25     51.00
WA943       1109  26     42.00
WA943       1109  27     36.00
WA943       1109  28     42.00
WA943       1109  29     45.00
WA943       1109  30     43.00
WA943       1209   1     38.00
WA943       1209   2     47.00
WA943       1209   3     46.00
WA943       1209   4     35.00
WA943       1209   5     28.00
WA943       1209   6     22.00
WA943       1209   7     18.00
WA943       1209   8     20.00
WA943       1209   9     25.00
WA943       1209  10     26.00
WA943       1209  11     26.00
WA943       1209  12     27.00
WA943       1209  13     31.00
WA943       1209  14     39.00
WA943       1209  15     41.00
WA943       1209  16     39.00
WA943       1209  17     43.00
WA943       1209  18     47.00
WA943       1209  19     42.00
WA943       1209  20     44.00
WA943       1209  21     39.00
WA943       1209  22     31.00
WA943       1209  23     31.00
WA943       1209  24     41.00
WA943       1209  25     50.00
WA943       1209  26     46.00
WA943       1209  27     42.00
WA943       1209  28     40.00
WA943       1209  29     37.00
WA943       1209  30     39.00
WA943       1209  31     42.00
WA943       0110   1     42.00
WA943       0110   2     40.00
WA943       0110   3     39.00
WA943       0110   4     43.00
WA943       0110   5     44.00
WA943       0110   6     43.00
WA943       0110   7     52.00
WA943       0110   8     47.00
WA943       0110   9     49.00
WA943       0110  10     48.00
WA943       0110  11     46.00
WA943       0110  12     41.00
WA943       0110  13     40.00
WA943       0110  14     41.00
WA943       0110  15     41.00
WA943       0110  16     39.00
WA943       0110  17     42.00
WA943       0110  18     38.00
WA943       0110  19     37.00
WA943       0110  20     37.00
WA943       0110  21     36.00
WA943       0110  22     38.00
WA943       0110  23     42.00
WA943       0110  24     37.00
WA943       0110  25     40.00
WA943       0110  26     42.00
WA943       0110  27     39.00
WA943       0110  28     43.00
WA943       0110  29     46.00
WA943       0110  30     39.00
WA943       0110  31     44.00
WA943       0210   1     39.00
WA943       0210   2     42.00
WA943       0210   3     38.00
WA943       0210   4     41.00
WA943       0210   5     42.00
WA943       0210   6     46.00
WA943       0210   7     40.00
WA943       0210   8     43.00
WA943       0210   9     43.00
WA943       0210  10     38.00
WA943       0210  11     46.00
WA943       0210  12     37.00
WA943       0210  13     42.00
WA943       0210  14     42.00
WA943       0210  15     44.00
WA943       0210  16     44.00
WA943       0210  17     47.00
WA943       0210  18     47.00
WA943       0210  19     50.00
WA943       0210  20     47.00
WA943       0210  21     45.00
WA943       0210  22     52.00
WA943       0210  23     44.00
WA943       0210  24     45.00
WA943       0210  25     47.00
WA943       0210  26     42.00
WA943       0210  27     45.00
WA943       0210  28     47.00
WA943       0310   1     51.00
WA943       0310   2     45.00
WA943       0310   3     44.00
WA943       0310   4     43.00
WA943       0310   5     46.00
WA943       0310   6     51.00
WA943       0310   7     46.00
WA943       0310   8     30.00
WA943       0310   9     33.00
WA943       0310  10     40.00
WA943       0310  11     38.00
WA943       0310  12     37.00
WA943       0310  13     47.00
WA943       0310  14     42.00
WA943       0310  15     54.00
WA943       0310  16     48.00
WA943       0310  17     42.00
WA943       0310  18     45.00
WA943       0310  19     52.00
WA943       0310  20     57.00
WA943       0310  21     47.00
WA943       0310  22     43.00
WA943       0310  23     45.00
WA943       0310  24     54.00
WA943       0310  25     43.00
WA943       0310  26     39.00
WA943       0310  27     50.00
WA943       0310  28     44.00
WA943       0310  29     40.00
WA943       0310  30     45.00
WA943       0310  31     36.00
WA943       0410   1     44.00
WA943       0410   2     36.00
WA943       0410   3     42.00
WA943       0410   4     35.00
WA943       0410   5     37.00
WA943       0410   6     40.00
WA943       0410   7     45.00
WA943       0410   8     40.00
WA943       0410   9     38.00
WA943       0410  10     43.00
WA943       0410  11     47.00
WA943       0410  12     45.00
WA943       0410  13     44.00
WA943       0410  14     48.00
WA943       0410  15     48.00
WA943       0410  16     58.00
WA943       0410  17     51.00
WA943       0410  18     56.00
WA943       0410  19     58.00
WA943       0410  20     45.00
WA943       0410  21     43.00
WA943       0410  22     49.00
WA943       0410  23     53.00
WA943       0410  24     45.00
WA943       0410  25     48.00
WA943       0410  26     49.00
WA943       0410  27     49.00
WA943       0410  28     41.00
WA943       0410  29     44.00
WA943       0410  30     44.00
WA943       0510   1     48.00
WA943       0510   2     41.00
WA943       0510   3     43.00
WA943       0510   4     37.00
WA943       0510   5     40.00
WA943       0510   6     44.00
WA943       0510   7     48.00
WA943       0510   8     51.00
WA943       0510   9     51.00
WA943       0510  10     47.00
WA943       0510  11     57.00
WA943       0510  12     53.00
WA943       0510  13     59.00
WA943       0510  14     57.00
WA943       0510  15     58.00
WA943       0510  16     61.00
WA943       0510  17     56.00
WA943       0510  18     57.00
WA943       0510  19     51.00
WA943       0510  20     45.00
WA943       0510  21     39.00
WA943       0510  22     47.00
WA943       0510  23     42.00
WA943       0510  24     49.00
WA943       0510  25     47.00
WA943       0510  26     47.00
WA943       0510  27     46.00
WA943       0510  28     45.00
WA943       0510  29     45.00
WA943       0510  30     51.00
WA943       0510  31     57.00
WA943       0610   1     50.00
WA943       0610   2     62.00
WA943       0610   3     48.00
WA943       0610   4     46.00
WA943       0610   5     53.00
WA943       0610   6     51.00
WA943       0610   7     50.00
WA943       0610   8     56.00
WA943       0610   9     52.00
WA943       0610  10     52.00
WA943       0610  11     54.00
WA943       0610  12     66.00
WA943       0610  13     56.00
WA943       0610  14     53.00
WA943       0610  15     49.00
WA943       0610  16     57.00
WA943       0610  17     45.00
WA943       0610  18     59.00
WA943       0610  19     57.00
WA943       0610  20     58.00
WA943       0610  21     58.00
WA943       0610  22     63.00
WA943       0610  23     65.00
WA943       0610  24     62.00
WA943       0610  25     63.00
WA943       0610  26     61.00
WA943       0610  27     57.00
WA943       0610  28     59.00
WA943       0610  29     44.00
WA943       0610  30     46.00
WA943       0710   1     46.00
WA943       0710   2     49.00
WA943       0710   3     54.00
WA943       0710   4     54.00
WA943       0710   5     54.00
WA943       0710   6     70.00
WA943       0710   7     75.00
WA943       0710   8     81.00
WA943       0710   9     79.00
WA943       0710  10     73.00
WA943       0710  11     75.00
WA943       0710  12     54.00
WA943       0710  13     60.00
WA943       0710  14     69.00
WA943       0710  15     71.00
WA943       0710  16     66.00
WA943       0710  17     67.00
WA943       0710  18     67.00
WA943       0710  19     69.00
WA943       0710  20     71.00
WA943       0710  21     75.00
WA943       0710  22     65.00
WA943       0710  23     71.00
WA943       0710  24     78.00
WA943       0710  25     77.00
WA943       0710  26     77.00
WA943       0710  27     75.00
WA943       0710  28     75.00
WA943       0710  29     72.00
WA943       0710  30     72.00
WA943       0710  31     69.00
WA943       0810   1     65.00
WA943       0810   2     70.00
WA943       0810   3     66.00
WA943       0810   4     75.00
WA943       0810   5     75.00
WA943       0810   6     73.00
WA943       0810   7     57.00
WA943       0810   8     57.00
WA943       0810   9     57.00
WA943       0810  10     63.00
WA943       0810  11     71.00
WA943       0810  12     69.00
WA943       0810  13     73.00
WA943       0810  14     78.00
WA943       0810  15     82.00
WA943       0810  16     82.00
WA943       0810  17     81.00
WA943       0810  18     71.00
WA943       0810  19     58.00
WA943       0810  20     59.00
WA943       0810  21     59.00
WA943       0810  22     54.00
WA943       0810  23     63.00
WA943       0810  24     76.00
WA943       0810  25     75.00
WA943       0810  26     57.00
WA943       0810  27     50.00
WA943       0810  28     59.00
WA943       0810  29     52.00
WA943       0810  30     55.00
WA943       0810  31     59.00
WA943       0910   1     55.00
WA943       0910   2     67.00
WA943       0910   3     72.00
WA943       0910   4     55.00
WA943       0910   5     54.00
WA943       0910   6     53.00
WA943       0910   7     48.00
WA943       0910   8     57.00
WA943       0910   9     57.00
WA943       0910  10     48.00
WA943       0910  11     51.00
WA943       0910  12     59.00
WA943       0910  13     56.00
WA943       0910  14     63.00
WA943       0910  15     60.00
WA943       0910  16     56.00
WA943       0910  17     59.00
WA943       0910  18     60.00
WA943       0910  19     57.00
WA943       0910  20     56.00
WA943       0910  21     51.00
WA943       0910  22     54.00
WA943       0910  23     49.00
WA943       0910  24     60.00
WA943       0910  25     69.00
WA943       0910  26     59.00
WA943       0910  27     67.00
WA943       0910  28     59.00
WA943       0910  29     60.00
WA943       0910  30     67.00
WA943       1010   1     68.00
WA943       1010   2     60.00
WA943       1010   3     49.00
WA943       1010   4     47.00
WA943       1010   5     56.00
WA943       1010   6     66.00
WA943       1010   7     55.00
WA943       1010   8     57.00
WA943       1010   9     54.00
WA943       1010  10     53.00
WA943       1010  11     49.00
WA943       1010  12     54.00
WA943       1010  13     69.00
WA943       1010  14     51.00
WA943       1010  15     45.00
WA943       1010  16     47.00
WA943       1010  17     49.00
WA943       1010  18     52.00
WA943       1010  19     56.00
WA943       1010  20     65.00
WA943       1010  21     56.00
WA943       1010  22     50.00
WA943       1010  23     43.00
WA943       1010  24     40.00
WA943       1010  25     42.00
WA943       1010  26     41.00
WA943       1010  27     43.00
WA943       1010  28     45.00
WA943       1010  29     47.00
WA943       1010  30     50.00
WA943       1010  31     43.00
WA943       1110   1     45.00
WA943       1110   2     50.00
WA943       1110   3     61.00
WA943       1110   4     65.00
WA943       1110   5     45.00
WA943       1110   6     51.00
WA943       1110   7     41.00
WA943       1110   8     38.00
WA943       1110   9     36.00
WA943       1110  10     40.00
WA943       1110  11     41.00
WA943       1110  12     42.00
WA943       1110  13     44.00
WA943       1110  14     51.00
WA943       1110  15     52.00
WA943       1110  16     44.00
WA943       1110  17     40.00
WA943       1110  18     38.00
WA943       1110  19     33.00
WA943       1110  20     29.00
WA943       1110  21     26.00
WA943       1110  22     19.00
WA943       1110  23     17.00
WA943       1110  24     27.00
WA943       1110  25     37.00
WA943       1110  26     37.00
WA943       1110  27     34.00
WA943       1110  28     31.00
WA943       1110  29     36.00
WA943       1110  30     41.00
WA943       1210   1     34.00
WA943       1210   2     35.00
WA943       1210   3     36.00
WA943       1210   4     38.00
WA943       1210   5     43.00
WA943       1210   6     45.00
WA943       1210   7     43.00
WA943       1210   8     38.00
WA943       1210   9     38.00
WA943       1210  10     37.00
WA943       1210  11     44.00
WA943       1210  12     44.00
WA943       1210  13     41.00
WA943       1210  14     36.00
WA943       1210  15     33.00
WA943       1210  16     35.00
WA943       1210  17     34.00
WA943       1210  18     34.00
WA943       1210  19     33.00
WA943       1210  20     34.00
WA943       1210  21     34.00
WA943       1210  22     34.00
WA943       1210  23     38.00
WA943       1210  24     40.00
WA943       1210  25     43.00
WA943       1210  26     35.00
WA943       1210  27     37.00
WA943       1210  28     35.00
