$ Get data for 943:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:49:36 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA943           Dungeness
WA943       0104  19     44.00
WA943       0104  20     46.00
WA943       0104  21     48.00
WA943       0104  22     49.00
WA943       0104  23     44.00
WA943       0104  24     33.00
WA943       0104  25   -999.00
WA943       0104  26     41.00
WA943       0104  27     43.00
WA943       0104  28     48.00
WA943       0104  29     42.00
WA943       0104  30     36.00
WA943       0104  31     35.00
WA943       0204   1     38.00
WA943       0204   2     36.00
WA943       0204   3     41.00
WA943       0204   4     38.00
WA943       0204   5     40.00
WA943       0204   6     44.00
WA943       0204   7     40.00
WA943       0204   8     36.00
WA943       0204   9     47.00
WA943       0204  10     60.00
WA943       0204  11     57.00
WA943       0204  12     60.00
WA943       0204  13     53.00
WA943       0204  14     48.00
WA943       0204  15     41.00
WA943       0204  16     39.00
WA943       0204  17     38.00
WA943       0204  18     46.00
WA943       0204  19     40.00
WA943       0204  20     47.00
WA943       0204  21     42.00
WA943       0204  22     46.00
WA943       0204  23     45.00
WA943       0204  24     37.00
WA943       0204  25     34.00
WA943       0204  26     42.00
WA943       0204  27     40.00
WA943       0204  28     43.00
WA943       0204  29     43.00
WA943       0304   1     39.00
WA943       0304   2     46.00
WA943       0304   3     39.00
WA943       0304   4     44.00
WA943       0304   5     38.00
WA943       0304   6     40.00
WA943       0304   7     50.00
WA943       0304   8     63.00
WA943       0304   9     48.00
WA943       0304  10     52.00
WA943       0304  11     54.00
WA943       0304  12     44.00
WA943       0304  13     52.00
WA943       0304  14     49.00
WA943       0304  15     45.00
WA943       0304  16     47.00
WA943       0304  17     45.00
WA943       0304  18     41.00
WA943       0304  19     42.00
WA943       0304  20     51.00
WA943       0304  21     60.00
WA943       0304  22     56.00
WA943       0304  23     45.00
WA943       0304  24     42.00
WA943       0304  25     35.00
WA943       0304  26     47.00
WA943       0304  27     46.00
WA943       0304  28     56.00
WA943       0304  29     61.00
WA943       0304  30     47.00
WA943       0304  31     38.00
WA943       0404   1     44.00
WA943       0404   2     56.00
WA943       0404   3     61.00
WA943       0404   4     49.00
WA943       0404   5     50.00
WA943       0404   6     54.00
WA943       0404   7     44.00
WA943       0404   8     54.00
WA943       0404   9     59.00
WA943       0404  10     64.00
WA943       0404  11     71.00
WA943       0404  12     52.00
WA943       0404  13     52.00
WA943       0404  14     43.00
WA943       0404  15     43.00
WA943       0404  16     40.00
WA943       0404  17     39.00
WA943       0404  18     45.00
WA943       0404  19     38.00
WA943       0404  20     44.00
WA943       0404  21     49.00
WA943       0404  22     58.00
WA943       0404  23     50.00
WA943       0404  24     49.00
WA943       0404  25     64.00
WA943       0404  26     71.00
WA943       0404  27     54.00
WA943       0404  28     55.00
WA943       0404  29     62.00
WA943       0404  30     69.00
WA943       0504   1     67.00
WA943       0504   2     54.00
WA943       0504   3     53.00
WA943       0504   4     46.00
WA943       0504   5     40.00
WA943       0504   6     53.00
WA943       0504   7     52.00
WA943       0504   8     51.00
WA943       0504   9     49.00
WA943       0504  10     43.00
WA943       0504  11     54.00
WA943       0504  12     55.00
WA943       0504  13     53.00
WA943       0504  14     53.00
WA943       0504  15     49.00
WA943       0504  16     46.00
WA943       0504  17     59.00
WA943       0504  18     66.00
WA943       0504  19     60.00
WA943       0504  20     60.00
WA943       0504  21     56.00
WA943       0504  22     44.00
WA943       0504  23     56.00
WA943       0504  24     61.00
WA943       0504  25     61.00
WA943       0504  26     53.00
WA943       0504  27     49.00
WA943       0504  28     44.00
WA943       0504  29     46.00
WA943       0504  30     51.00
WA943       0504  31     45.00
WA943       0604   1     46.00
WA943       0604   2     56.00
WA943       0604   3     68.00
WA943       0604   4     69.00
WA943       0604   5     54.00
WA943       0604   6     49.00
WA943       0604   7     50.00
WA943       0604   8     68.00
WA943       0604   9     64.00
WA943       0604  10     47.00
WA943       0604  11     44.00
WA943       0604  12     51.00
WA943       0604  13     51.00
WA943       0604  14     48.00
WA943       0604  15     59.00
WA943       0604  16     69.00
WA943       0604  17     72.00
WA943       0604  18     71.00
WA943       0604  19     72.00
WA943       0604  20     77.00
WA943       0604  21     77.00
WA943       0604  22     80.00
WA943       0604  23     71.00
WA943       0604  24     68.00
WA943       0604  25     62.00
WA943       0604  26     60.00
WA943       0604  27     57.00
WA943       0604  28     69.00
WA943       0604  29     71.00
WA943       0604  30     71.00
WA943       0704   1     71.00
WA943       0704   2     61.00
WA943       0704   3     62.00
WA943       0704   4     64.00
WA943       0704   5     69.00
WA943       0704   6     62.00
WA943       0704   7     53.00
WA943       0704   8     54.00
WA943       0704   9     49.00
WA943       0704  10     50.00
WA943       0704  11     53.00
WA943       0704  12     72.00
WA943       0704  13     73.00
WA943       0704  14     74.00
WA943       0704  15     70.00
WA943       0704  16     69.00
WA943       0704  17     77.00
WA943       0704  18     75.00
WA943       0704  19     67.00
WA943       0704  20     58.00
WA943       0704  21     68.00
WA943       0704  22     78.00
WA943       0704  23     84.00
WA943       0704  24     83.00
WA943       0704  25     71.00
WA943       0704  26     72.00
WA943       0704  27     76.00
WA943       0704  28     75.00
WA943       0704  29     77.00
WA943       0704  30     72.00
WA943       0704  31     74.00
WA943       0804   1     75.00
WA943       0804   2     71.00
WA943       0804   3     60.00
WA943       0804   4     58.00
WA943       0804   5     53.00
WA943       0804   6     58.00
WA943       0804   7     57.00
WA943       0804   8     72.00
WA943       0804   9     78.00
WA943       0804  10     76.00
WA943       0804  11     80.00
WA943       0804  12     79.00
WA943       0804  13     80.00
WA943       0804  14     81.00
WA943       0804  15     77.00
WA943       0804  16     74.00
WA943       0804  17     74.00
WA943       0804  18     74.00
WA943       0804  19     77.00
WA943       0804  20     74.00
WA943       0804  21     62.00
WA943       0804  22     55.00
WA943       0804  23     55.00
WA943       0804  24     57.00
WA943       0804  25     56.00
WA943       0804  26     54.00
WA943       0804  27     55.00
WA943       0804  28     60.00
WA943       0804  29     65.00
WA943       0804  30     68.00
WA943       0804  31   -999.00
WA943       0904   1     56.00
WA943       0904   2     56.00
WA943       0904   3     65.00
WA943       0904   4     58.00
WA943       0904   5     60.00
WA943       0904   6     62.00
WA943       0904   7     64.00
WA943       0904   8     63.00
WA943       0904   9     59.00
WA943       0904  10     62.00
WA943       0904  11     58.00
WA943       0904  12     55.00
WA943       0904  13     54.00
WA943       0904  14     54.00
WA943       0904  15     56.00
WA943       0904  16     52.00
WA943       0904  17     53.00
WA943       0904  18     46.00
WA943       0904  19     44.00
WA943       0904  20     51.00
WA943       0904  21     57.00
WA943       0904  22     55.00
WA943       0904  23     55.00
WA943       0904  24     67.00
WA943       0904  25     67.00
WA943       0904  26     65.00
WA943       0904  27     69.00
WA943       0904  28     70.00
WA943       0904  29     62.00
WA943       0904  30     60.00
WA943       1004   1     65.00
WA943       1004   2     68.00
WA943       1004   3     69.00
WA943       1004   4     69.00
WA943       1004   5     71.00
WA943       1004   6     50.00
WA943       1004   7     56.00
WA943       1004   8     51.00
WA943       1004   9     53.00
WA943       1004  10     53.00
WA943       1004  11     50.00
WA943       1004  12     59.00
WA943       1004  13     69.00
WA943       1004  14     71.00
WA943       1004  15     59.00
WA943       1004  16     51.00
WA943       1004  17     44.00
WA943       1004  18     44.00
WA943       1004  19     39.00
WA943       1004  20     46.00
WA943       1004  21     46.00
WA943       1004  22     47.00
WA943       1004  23     44.00
WA943       1004  24     42.00
WA943       1004  25     42.00
WA943       1004  26     40.00
WA943       1004  27     52.00
WA943       1004  28     40.00
WA943       1004  29   -999.00
WA943       1004  30     45.00
WA943       1004  31     44.00
WA943       1104   1     49.00
WA943       1104   2     41.00
WA943       1104   3     43.00
WA943       1104   4     45.00
WA943       1104   5   -999.00
WA943       1104   6     48.00
WA943       1104   7     54.00
WA943       1104   8     60.00
WA943       1104   9     49.00
WA943       1104  10     54.00
WA943       1104  11     55.00
WA943       1104  12     57.00
WA943       1104  13     47.00
WA943       1104  14     49.00
WA943       1104  15     52.00
WA943       1104  16     46.00
WA943       1104  17   -999.00
WA943       1104  18     44.00
WA943       1104  19     42.00
WA943       1104  20     42.00
WA943       1104  21     47.00
WA943       1104  22     42.00
WA943       1104  23     44.00
WA943       1104  24     52.00
WA943       1104  25     41.00
WA943       1104  26     39.00
WA943       1104  27     28.00
WA943       1104  28     38.00
WA943       1104  29     37.00
WA943       1104  30     41.00
WA943       1204   1     37.00
WA943       1204   2     40.00
WA943       1204   3     41.00
WA943       1204   4     36.00
WA943       1204   5     30.00
WA943       1204   6   -999.00
WA943       1204   7     34.00
WA943       1204   8   -999.00
WA943       1204   9     45.00
WA943       1204  10     44.00
WA943       1204  11     28.00
WA943       1204  12     47.00
WA943       1204  13     43.00
WA943       1204  14     43.00
WA943       1204  15     40.00
WA943       1204  16     45.00
WA943       1204  17     47.00
WA943       1204  18     51.00
WA943       1204  19   -999.00
WA943       1204  20     31.00
WA943       1204  21     41.00
WA943       1204  22     35.00
WA943       1204  23   -999.00
WA943       1204  24   -999.00
WA943       1204  25     42.00
WA943       1204  26   -999.00
WA943       1204  27     38.00
WA943       1204  28     41.00
WA943       1204  29   -999.00
WA943       1204  30   -999.00
WA943       1204  31     31.00
WA943       0105   1     31.00
WA943       0105   2   -999.00
WA943       0105   3     35.00
WA943       0105   4   -999.00
WA943       0105   5     27.00
WA943       0105   6   -999.00
WA943       0105   7     29.00
WA943       0105   8   -999.00
WA943       0105   9     28.00
WA943       0105  10     38.00
WA943       0105  11   -999.00
WA943       0105  12     41.00
WA943       0105  13   -999.00
WA943       0105  14     32.00
WA943       0105  15   -999.00
WA943       0105  16     43.00
WA943       0105  17     48.00
WA943       0105  18   -999.00
WA943       0105  19   -999.00
WA943       0105  20   -999.00
WA943       0105  21     57.00
WA943       0105  22     53.00
WA943       0105  23     56.00
WA943       0105  24   -999.00
WA943       0105  25   -999.00
WA943       0105  26   -999.00
WA943       0105  27     38.00
WA943       0105  28   -999.00
WA943       0105  29   -999.00
WA943       0105  30     46.00
WA943       0105  31   -999.00
WA943       0205   1   -999.00
WA943       0205   2   -999.00
WA943       0205   3     51.00
WA943       0205   4   -999.00
WA943       0205   5   -999.00
WA943       0205   6     38.00
WA943       0205   7   -999.00
WA943       0205   8   -999.00
WA943       0205   9   -999.00
WA943       0205  10   -999.00
WA943       0205  11     55.00
WA943       0205  12     39.00
WA943       0205  13   -999.00
WA943       0205  14     34.00
WA943       0205  15     40.00
WA943       0205  16     50.00
WA943       0205  17   -999.00
WA943       0205  18   -999.00
WA943       0205  19     43.00
WA943       0205  20   -999.00
WA943       0205  21     50.00
WA943       0205  22   -999.00
WA943       0205  23   -999.00
WA943       0205  24     57.00
WA943       0205  25   -999.00
WA943       0205  26     54.00
WA943       0205  27     54.00
WA943       0205  28   -999.00
WA943       0305   1   -999.00
WA943       0305   2   -999.00
WA943       0305   3   -999.00
WA943       0305   4   -999.00
WA943       0305   5   -999.00
WA943       0305   6     56.00
WA943       0305   7     53.00
WA943       0305   8   -999.00
WA943       0305   9   -999.00
WA943       0305  10   -999.00
WA943       0305  11   -999.00
WA943       0305  12     54.00
WA943       0305  13   -999.00
WA943       0305  14   -999.00
WA943       0305  15     56.00
WA943       0305  16   -999.00
WA943       0305  17   -999.00
WA943       0305  18     39.00
WA943       0305  19   -999.00
WA943       0305  20   -999.00
WA943       0305  21   -999.00
WA943       0305  22     43.00
WA943       0305  23   -999.00
WA943       0305  24   -999.00
WA943       0305  25   -999.00
WA943       0305  26   -999.00
WA943       0305  27     42.00
WA943       0305  28   -999.00
WA943       0305  29     44.00
WA943       0305  30   -999.00
WA943       0305  31   -999.00
WA943       0405   1     48.00
WA943       0405   2   -999.00
WA943       0405   3     43.00
WA943       0405   4     37.00
WA943       0405   5   -999.00
WA943       0405   6     55.00
WA943       0405   7     45.00
WA943       0405   8   -999.00
WA943       0405   9   -999.00
WA943       0405  10   -999.00
WA943       0405  11     46.00
WA943       0405  12   -999.00
WA943       0405  13   -999.00
WA943       0405  14   -999.00
WA943       0405  15     47.00
WA943       0405  16     51.00
WA943       0405  17   -999.00
WA943       0405  18     49.00
WA943       0405  19   -999.00
WA943       0405  20   -999.00
WA943       0405  21   -999.00
WA943       0405  22   -999.00
WA943       0405  23     60.00
WA943       0405  24     59.00
WA943       0405  25   -999.00
WA943       0405  26     67.00
WA943       0405  27   -999.00
WA943       0405  28     60.00
WA943       0405  29   -999.00
WA943       0405  30   -999.00
WA943       0505   1   -999.00
WA943       0505   2   -999.00
WA943       0505   3   -999.00
WA943       0505   4   -999.00
WA943       0505   5   -999.00
WA943       0505   6   -999.00
WA943       0505   7   -999.00
WA943       0505   8   -999.00
WA943       0505   9   -999.00
WA943       0505  10   -999.00
WA943       0505  11   -999.00
WA943       0505  12     57.00
WA943       0505  13   -999.00
WA943       0505  14   -999.00
WA943       0505  15   -999.00
WA943       0505  16   -999.00
WA943       0505  17   -999.00
WA943       0505  18   -999.00
WA943       0505  19   -999.00
WA943       0505  20     54.00
WA943       0505  21   -999.00
WA943       0505  22   -999.00
WA943       0505  23   -999.00
WA943       0505  24     58.00
WA943       0505  25   -999.00
WA943       0505  26   -999.00
WA943       0505  27     80.00
WA943       0505  28     83.00
WA943       0505  29   -999.00
WA943       0505  30   -999.00
WA943       0505  31   -999.00
WA943       0605   1   -999.00
WA943       0605   2     48.00
WA943       0605   3     47.00
WA943       0605   4   -999.00
WA943       0605   5   -999.00
WA943       0605   6   -999.00
WA943       0605   7   -999.00
WA943       0605   8   -999.00
WA943       0605   9   -999.00
WA943       0605  10   -999.00
WA943       0605  11   -999.00
WA943       0605  12     48.00
WA943       0605  13   -999.00
WA943       0605  14     46.00
WA943       0605  15   -999.00
WA943       0605  16   -999.00
WA943       0605  17     54.00
WA943       0605  18   -999.00
WA943       0605  19   -999.00
WA943       0605  20     74.00
WA943       0605  21   -999.00
WA943       0605  22     57.00
WA943       0605  23   -999.00
WA943       0605  24   -999.00
WA943       0605  25   -999.00
WA943       0605  26   -999.00
WA943       0605  27     52.00
WA943       0605  28   -999.00
WA943       0605  29   -999.00
WA943       0605  30     60.00
WA943       0705   1   -999.00
WA943       0705   2     50.00
WA943       0705   3   -999.00
WA943       0705   4   -999.00
WA943       0705   5   -999.00
WA943       0705   6   -999.00
WA943       0705   7     60.00
WA943       0705   8   -999.00
WA943       0705   9   -999.00
WA943       0705  10   -999.00
WA943       0705  11   -999.00
WA943       0705  12   -999.00
WA943       0705  13   -999.00
WA943       0705  14   -999.00
WA943       0705  15     58.00
WA943       0705  16   -999.00
WA943       0705  17     75.00
WA943       0705  18     78.00
WA943       0705  19     72.00
WA943       0705  20   -999.00
WA943       0705  21   -999.00
WA943       0705  22   -999.00
WA943       0705  23     67.00
WA943       0705  24   -999.00
WA943       0705  25     73.00
WA943       0705  26   -999.00
WA943       0705  27   -999.00
WA943       0705  28   -999.00
WA943       0705  29   -999.00
WA943       0705  30   -999.00
WA943       0705  31     78.00
WA943       0805   1   -999.00
WA943       0805   2     68.00
WA943       0805   3   -999.00
WA943       0805   4     82.00
WA943       0805   5   -999.00
WA943       0805   6   -999.00
WA943       0805   7     78.00
WA943       0805   8   -999.00
WA943       0805   9   -999.00
WA943       0805  10     70.00
WA943       0805  11   -999.00
WA943       0805  12   -999.00
WA943       0805  13   -999.00
WA943       0805  14   -999.00
WA943       0805  15   -999.00
WA943       0805  16   -999.00
WA943       0805  17     64.00
WA943       0805  18     70.00
WA943       0805  19     74.00
WA943       0805  20   -999.00
WA943       0805  21   -999.00
WA943       0805  22   -999.00
WA943       0805  23     64.00
WA943       0805  24     70.00
WA943       0805  25   -999.00
WA943       0805  26   -999.00
WA943       0805  27     72.00
WA943       0805  28     65.00
WA943       0805  29     58.00
WA943       0805  30   -999.00
WA943       0805  31   -999.00
WA943       0905   1     69.00
WA943       0905   2     54.00
WA943       0905   3     53.00
WA943       0905   4     51.00
WA943       0905   5     56.00
WA943       0905   6     62.00
WA943       0905   7     68.00
WA943       0905   8     67.00
WA943       0905   9     58.00
WA943       0905  10     53.00
WA943       0905  11     61.00
WA943       0905  12     62.00
WA943       0905  13     64.00
WA943       0905  14     60.00
WA943       0905  15     51.00
WA943       0905  16     46.00
WA943       0905  17     52.00
WA943       0905  18     53.00
WA943       0905  19     53.00
WA943       0905  20     55.00
WA943       0905  21     54.00
WA943       0905  22     55.00
WA943       0905  23     55.00
WA943       0905  24     58.00
WA943       0905  25     64.00
WA943       0905  26     65.00
WA943       0905  27     63.00
WA943       0905  28     67.00
WA943       0905  29     64.00
WA943       0905  30     50.00
WA943       1005   1     43.00
WA943       1005   2     46.00
WA943       1005   3     47.00
WA943       1005   4     52.00
WA943       1005   5     55.00
WA943       1005   6     50.00
WA943       1005   7     50.00
WA943       1005   8     50.00
WA943       1005   9     54.00
WA943       1005  10     55.00
WA943       1005  11     53.00
WA943       1005  12     53.00
WA943       1005  13     54.00
WA943       1005  14     55.00
WA943       1005  15     53.00
WA943       1005  16     56.00
WA943       1005  17     59.00
WA943       1005  18     59.00
WA943       1005  19     51.00
WA943       1005  20     45.00
WA943       1005  21     64.00
WA943       1005  22     62.00
WA943       1005  23     48.00
WA943       1005  24     56.00
WA943       1005  25     56.00
WA943       1005  26     45.00
WA943       1005  27     42.00
WA943       1005  28     46.00
WA943       1005  29     46.00
WA943       1005  30     46.00
WA943       1005  31     44.00
WA943       1105   1     38.00
WA943       1105   2     41.00
WA943       1105   3     39.00
WA943       1105   4     36.00
WA943       1105   5     36.00
WA943       1105   6     42.00
WA943       1105   7     44.00
WA943       1105   8     48.00
WA943       1105   9     51.00
WA943       1105  10     50.00
WA943       1105  11     36.00
WA943       1105  12     41.00
WA943       1105  13     42.00
WA943       1105  14     38.00
WA943       1105  15     41.00
WA943       1105  16     47.00
WA943       1105  17     61.00
WA943       1105  18     60.00
WA943       1105  19     64.00
WA943       1105  20     62.00
WA943       1105  21     67.00
WA943       1105  22     67.00
WA943       1105  23     58.00
WA943       1105  24     55.00
WA943       1105  25     42.00
WA943       1105  26     36.00
WA943       1105  27     34.00
WA943       1105  28     33.00
WA943       1105  29     32.00
WA943       1105  30     35.00
WA943       1205   1     27.00
WA943       1205   2     34.00
WA943       1205   3     36.00
WA943       1205   4     37.00
WA943       1205   5     42.00
WA943       1205   6     37.00
WA943       1205   7     38.00
WA943       1205   8     47.00
WA943       1205   9     49.00
WA943       1205  10     56.00
WA943       1205  11     60.00
WA943       1205  12     42.00
WA943       1205  13     37.00
WA943       1205  14     44.00
WA943       1205  15     46.00
WA943       1205  16     52.00
WA943       1205  17     38.00
WA943       1205  18     34.00
WA943       1205  19     51.00
WA943       1205  20     49.00
WA943       1205  21     42.00
WA943       1205  22     41.00
WA943       1205  23     47.00
WA943       1205  24     54.00
WA943       1205  25     45.00
WA943       1205  26     43.00
WA943       1205  27     39.00
WA943       1205  28     40.00
WA943       1205  29     37.00
WA943       1205  30     40.00
WA943       1205  31     40.00
WA943       0106   1     35.00
WA943       0106   2     37.00
WA943       0106   3     35.00
WA943       0106   4     43.00
WA943       0106   5     44.00
WA943       0106   6     43.00
WA943       0106   7     40.00
WA943       0106   8     40.00
WA943       0106   9     40.00
WA943       0106  10     41.00
WA943       0106  11     37.00
WA943       0106  12     40.00
WA943       0106  13     43.00
WA943       0106  14     38.00
WA943       0106  15     37.00
WA943       0106  16     44.00
WA943       0106  17     46.00
WA943       0106  18     41.00
WA943       0106  19     39.00
WA943       0106  20     36.00
WA943       0106  21     37.00
WA943       0106  22     47.00
WA943       0106  23     52.00
WA943       0106  24     54.00
WA943       0106  25     46.00
WA943       0106  26     37.00
WA943       0106  27     40.00
WA943       0106  28     39.00
WA943       0106  29     40.00
WA943       0106  30     44.00
WA943       0106  31     37.00
WA943       0206   1     39.00
WA943       0206   2     43.00
WA943       0206   3     44.00
WA943       0206   4     38.00
WA943       0206   5     38.00
WA943       0206   6     47.00
WA943       0206   7     61.00
WA943       0206   8     44.00
WA943       0206   9     50.00
WA943       0206  10     50.00
WA943       0206  11     55.00
WA943       0206  12     51.00
WA943       0206  13     39.00
WA943       0206  14     31.00
WA943       0206  15     35.00
WA943       0206  16     33.00
WA943       0206  17     28.00
WA943       0206  18     36.00
WA943       0206  19     43.00
WA943       0206  20     35.00
WA943       0206  21     42.00
WA943       0206  22     37.00
WA943       0206  23     36.00
WA943       0206  24     37.00
WA943       0206  25     42.00
WA943       0206  26     45.00
WA943       0206  27     51.00
WA943       0206  28     40.00
WA943       0306   1     36.00
WA943       0306   2     37.00
WA943       0306   3     44.00
WA943       0306   4     44.00
WA943       0306   5     36.00
WA943       0306   6     39.00
WA943       0306   7     46.00
WA943       0306   8     39.00
WA943       0306   9     43.00
WA943       0306  10     39.00
WA943       0306  11     37.00
WA943       0306  12     44.00
WA943       0306  13     41.00
WA943       0306  14     48.00
WA943       0306  15     46.00
WA943       0306  16     40.00
WA943       0306  17     43.00
WA943       0306  18     46.00
WA943       0306  19     46.00
WA943       0306  20     46.00
WA943       0306  21     46.00
WA943       0306  22     38.00
WA943       0306  23     41.00
WA943       0306  24     42.00
WA943       0306  25     47.00
WA943       0306  26     48.00
WA943       0306  27     48.00
WA943       0306  28     45.00
WA943       0306  29     51.00
WA943       0306  30     51.00
WA943       0306  31     51.00
WA943       0406   1     46.00
WA943       0406   2     38.00
WA943       0406   3     47.00
WA943       0406   4     52.00
WA943       0406   5     58.00
WA943       0406   6     51.00
WA943       0406   7     54.00
WA943       0406   8     49.00
WA943       0406   9     42.00
WA943       0406  10     47.00
WA943       0406  11     51.00
WA943       0406  12     50.00
WA943       0406  13     45.00
WA943       0406  14     45.00
WA943       0406  15     37.00
WA943       0406  16     49.00
WA943       0406  17     45.00
WA943       0406  18     54.00
WA943       0406  19     54.00
WA943       0406  20     54.00
WA943       0406  21     49.00
WA943       0406  22     52.00
WA943       0406  23     65.00
WA943       0406  24     65.00
WA943       0406  25     55.00
WA943       0406  26     48.00
WA943       0406  27     61.00
WA943       0406  28     66.00
WA943       0406  29     48.00
WA943       0406  30     46.00
WA943       0506   1     50.00
WA943       0506   2     52.00
WA943       0506   3     58.00
WA943       0506   4     65.00
WA943       0506   5     64.00
WA943       0506   6     43.00
WA943       0506   7     49.00
WA943       0506   8     43.00
WA943       0506   9     52.00
WA943       0506  10     56.00
WA943       0506  11     52.00
WA943       0506  12     40.00
WA943       0506  13     52.00
WA943       0506  14     65.00
WA943       0506  15     77.00
WA943       0506  16     76.00
WA943       0506  17     74.00
WA943       0506  18     71.00
WA943       0506  19     64.00
WA943       0506  20     54.00
WA943       0506  21     59.00
WA943       0506  22     49.00
WA943       0506  23     50.00
WA943       0506  24     55.00
WA943       0506  25     46.00
WA943       0506  26     44.00
WA943       0506  27     47.00
WA943       0506  28     51.00
WA943       0506  29     47.00
WA943       0506  30     56.00
WA943       0506  31     64.00
WA943       0606   1     63.00
WA943       0606   2     61.00
WA943       0606   3     53.00
WA943       0606   4     59.00
WA943       0606   5     56.00
WA943       0606   6     55.00
WA943       0606   7     58.00
WA943       0606   8     52.00
WA943       0606   9     49.00
WA943       0606  10     58.00
WA943       0606  11     69.00
WA943       0606  12     65.00
WA943       0606  13     56.00
WA943       0606  14     48.00
WA943       0606  15     56.00
WA943       0606  16     58.00
WA943       0606  17     48.00
WA943       0606  18     48.00
WA943       0606  19     51.00
WA943       0606  20     55.00
WA943       0606  21     54.00
WA943       0606  22     56.00
WA943       0606  23     66.00
WA943       0606  24     76.00
WA943       0606  25     84.00
WA943       0606  26     89.00
WA943       0606  27     77.00
WA943       0606  28     69.00
WA943       0606  29     73.00
WA943       0606  30     76.00
WA943       0706   1     76.00
WA943       0706   2     78.00
WA943       0706   3     78.00
WA943       0706   4     79.00
WA943       0706   5     69.00
WA943       0706   6     49.00
WA943       0706   7     66.00
WA943       0706   8     77.00
WA943       0706   9     72.00
WA943       0706  10     61.00
WA943       0706  11     61.00
WA943       0706  12     60.00
WA943       0706  13     54.00
WA943       0706  14     60.00
WA943       0706  15     54.00
WA943       0706  16     69.00
WA943       0706  17     60.00
WA943       0706  18     62.00
WA943       0706  19     68.00
WA943       0706  20     79.00
WA943       0706  21     91.00
WA943       0706  22     87.00
WA943       0706  23     87.00
WA943       0706  24     82.00
WA943       0706  25     76.00
WA943       0706  26     79.00
WA943       0706  27     75.00
WA943       0706  28     63.00
WA943       0706  29     47.00
WA943       0706  30     51.00
WA943       0706  31     60.00
WA943       0806   1     63.00
WA943       0806   2     58.00
WA943       0806   3     68.00
WA943       0806   4     68.00
WA943       0806   5     74.00
WA943       0806   6     76.00
WA943       0806   7     76.00
WA943       0806   8     68.00
WA943       0806   9     58.00
WA943       0806  10     54.00
WA943       0806  11     61.00
WA943       0806  12     67.00
WA943       0806  13     74.00
WA943       0806  14     74.00
WA943       0806  15     68.00
WA943       0806  16     67.00
WA943       0806  17     74.00
WA943       0806  18     76.00
WA943       0806  19     79.00
WA943       0806  20     79.00
WA943       0806  21     78.00
WA943       0806  22     72.00
WA943       0806  23     68.00
WA943       0806  24     60.00
WA943       0806  25     73.00
WA943       0806  26     77.00
WA943       0806  27     80.00
WA943       0806  28     78.00
WA943       0806  29     51.00
WA943       0806  30     54.00
WA943       0806  31     63.00
WA943       0906   1     72.00
WA943       0906   2     83.00
WA943       0906   3     82.00
WA943       0906   4     79.00
WA943       0906   5     78.00
WA943       0906   6     78.00
WA943       0906   7     75.00
WA943       0906   8     69.00
WA943       0906   9     52.00
WA943       0906  10     64.00
WA943       0906  11     72.00
WA943       0906  12     69.00
WA943       0906  13     52.00
WA943       0906  14     50.00
WA943       0906  15     49.00
WA943       0906  16     49.00
WA943       0906  17     56.00
WA943       0906  18     59.00
WA943       0906  19     50.00
WA943       0906  20     52.00
WA943       0906  21     50.00
WA943       0906  22     57.00
WA943       0906  23     69.00
WA943       0906  24     71.00
WA943       0906  25     73.00
WA943       0906  26     72.00
WA943       0906  27     75.00
WA943       0906  28     75.00
WA943       0906  29     72.00
WA943       0906  30     51.00
WA943       1006   1     50.00
WA943       1006   2     52.00
WA943       1006   3     51.00
WA943       1006   4     59.00
WA943       1006   5     62.00
WA943       1006   6     46.00
WA943       1006   7     52.00
WA943       1006   8     47.00
WA943       1006   9     58.00
WA943       1006  10     67.00
WA943       1006  11     68.00
WA943       1006  12     70.00
WA943       1006  13     63.00
WA943       1006  14     59.00
WA943       1006  15     56.00
WA943       1006  16     46.00
WA943       1006  17     51.00
WA943       1006  18     48.00
WA943       1006  19     59.00
WA943       1006  20     52.00
WA943       1006  21     59.00
WA943       1006  22     61.00
WA943       1006  23     50.00
WA943       1006  24     42.00
WA943       1006  25     44.00
WA943       1006  26   -999.00
WA943       1006  27   -999.00
WA943       1006  28   -999.00
WA943       1006  29   -999.00
WA943       1006  30   -999.00
WA943       1006  31   -999.00
WA943       1106   1   -999.00
WA943       1106   2   -999.00
WA943       1106   3   -999.00
WA943       1106   4   -999.00
WA943       1106   5   -999.00
WA943       1106   6   -999.00
WA943       1106   7   -999.00
WA943       1106   8   -999.00
WA943       1106   9   -999.00
WA943       1106  10   -999.00
WA943       1106  11   -999.00
WA943       1106  12   -999.00
WA943       1106  13   -999.00
WA943       1106  14   -999.00
WA943       1106  15   -999.00
WA943       1106  16   -999.00
WA943       1106  17   -999.00
WA943       1106  18   -999.00
WA943       1106  19   -999.00
WA943       1106  20   -999.00
WA943       1106  21   -999.00
WA943       1106  22   -999.00
WA943       1106  23   -999.00
WA943       1106  24   -999.00
WA943       1106  25   -999.00
WA943       1106  26   -999.00
WA943       1106  27   -999.00
WA943       1106  28   -999.00
WA943       1106  29   -999.00
WA943       1106  30   -999.00
WA943       1206   1   -999.00
WA943       1206   2   -999.00
