$ Get data for 648:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:19 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA648           Mount Crag
WA648       0104  21     44.00
WA648       0104  22     46.00
WA648       0104  23     42.00
WA648       0104  24     32.00
WA648       0104  25   -999.00
WA648       0104  26     34.00
WA648       0104  27     37.00
WA648       0104  28     39.00
WA648       0104  29     39.00
WA648       0104  30     34.00
WA648       0104  31     28.00
WA648       0204   1     30.00
WA648       0204   2     33.00
WA648       0204   3     37.00
WA648       0204   4     32.00
WA648       0204   5     34.00
WA648       0204   6     34.00
WA648       0204   7     32.00
WA648       0204   8     32.00
WA648       0204   9     32.00
WA648       0204  10     38.00
WA648       0204  11     43.00
WA648       0204  12     41.00
WA648       0204  13     44.00
WA648       0204  14     38.00
WA648       0204  15     36.00
WA648       0204  16     33.00
WA648       0204  17     34.00
WA648       0204  18     37.00
WA648       0204  19     37.00
WA648       0204  20     36.00
WA648       0204  21     35.00
WA648       0204  22     43.00
WA648       0204  23     38.00
WA648       0204  24     33.00
WA648       0204  25     31.00
WA648       0204  26     36.00
WA648       0204  27     39.00
WA648       0204  28     36.00
WA648       0204  29     36.00
WA648       0304   1     42.00
WA648       0304   2     40.00
WA648       0304   3     37.00
WA648       0304   4     39.00
WA648       0304   5     37.00
WA648       0304   6     35.00
WA648       0304   7     45.00
WA648       0304   8     56.00
WA648       0304   9     45.00
WA648       0304  10     50.00
WA648       0304  11     52.00
WA648       0304  12     40.00
WA648       0304  13     51.00
WA648       0304  14     45.00
WA648       0304  15     41.00
WA648       0304  16     42.00
WA648       0304  17     40.00
WA648       0304  18     39.00
WA648       0304  19     42.00
WA648       0304  20     50.00
WA648       0304  21     54.00
WA648       0304  22     54.00
WA648       0304  23     42.00
WA648       0304  24     35.00
WA648       0304  25     32.00
WA648       0304  26     37.00
WA648       0304  27     41.00
WA648       0304  28     50.00
WA648       0304  29     57.00
WA648       0304  30     42.00
WA648       0304  31     33.00
WA648       0404   1     46.00
WA648       0404   2     57.00
WA648       0404   3     60.00
WA648       0404   4     49.00
WA648       0404   5     46.00
WA648       0404   6     52.00
WA648       0404   7     42.00
WA648       0404   8     51.00
WA648       0404   9     58.00
WA648       0404  10     64.00
WA648       0404  11     66.00
WA648       0404  12     51.00
WA648       0404  13     52.00
WA648       0404  14     39.00
WA648       0404  15     41.00
WA648       0404  16     42.00
WA648       0404  17     39.00
WA648       0404  18     44.00
WA648       0404  19     35.00
WA648       0404  20     39.00
WA648       0404  21     52.00
WA648       0404  22     57.00
WA648       0404  23     46.00
WA648       0404  24     48.00
WA648       0404  25     64.00
WA648       0404  26     69.00
WA648       0404  27     50.00
WA648       0404  28     57.00
WA648       0404  29     63.00
WA648       0404  30     66.00
WA648       0504   1     68.00
WA648       0504   2     51.00
WA648       0504   3     56.00
WA648       0504   4     43.00
WA648       0504   5     40.00
WA648       0504   6     52.00
WA648       0504   7     51.00
WA648       0504   8     52.00
WA648       0504   9     49.00
WA648       0504  10     40.00
WA648       0504  11     50.00
WA648       0504  12     51.00
WA648       0504  13     51.00
WA648       0504  14     55.00
WA648       0504  15     50.00
WA648       0504  16     45.00
WA648       0504  17     60.00
WA648       0504  18     62.00
WA648       0504  19     57.00
WA648       0504  20     56.00
WA648       0504  21     55.00
WA648       0504  22     43.00
WA648       0504  23     56.00
WA648       0504  24     62.00
WA648       0504  25     59.00
WA648       0504  26     50.00
WA648       0504  27     44.00
WA648       0504  28     42.00
WA648       0504  29     47.00
WA648       0504  30     54.00
WA648       0504  31     42.00
WA648       0604   1     48.00
WA648       0604   2     57.00
WA648       0604   3     69.00
WA648       0604   4     69.00
WA648       0604   5     56.00
WA648       0604   6     49.00
WA648       0604   7     54.00
WA648       0604   8     67.00
WA648       0604   9     59.00
WA648       0604  10     47.00
WA648       0604  11     41.00
WA648       0604  12     45.00
WA648       0604  13     50.00
WA648       0604  14     41.00
WA648       0604  15     58.00
WA648       0604  16     68.00
WA648       0604  17     74.00
WA648       0604  18     73.00
WA648       0604  19     72.00
WA648       0604  20     75.00
WA648       0604  21     78.00
WA648       0604  22     78.00
WA648       0604  23     67.00
WA648       0604  24     65.00
WA648       0604  25     57.00
WA648       0604  26     58.00
WA648       0604  27     55.00
WA648       0604  28     65.00
WA648       0604  29     66.00
WA648       0604  30     68.00
WA648       0704   1     70.00
WA648       0704   2     58.00
WA648       0704   3     57.00
WA648       0704   4     60.00
WA648       0704   5     66.00
WA648       0704   6     58.00
WA648       0704   7     45.00
WA648       0704   8     51.00
WA648       0704   9     48.00
WA648       0704  10     49.00
WA648       0704  11     56.00
WA648       0704  12     72.00
WA648       0704  13     73.00
WA648       0704  14     76.00
WA648       0704  15     70.00
WA648       0704  16     70.00
WA648       0704  17     79.00
WA648       0704  18     74.00
WA648       0704  19     65.00
WA648       0704  20     55.00
WA648       0704  21     67.00
WA648       0704  22     79.00
WA648       0704  23     83.00
WA648       0704  24     84.00
WA648       0704  25     71.00
WA648       0704  26     68.00
WA648       0704  27     72.00
WA648       0704  28   -999.00
WA648       0704  29   -999.00
WA648       0704  30   -999.00
WA648       0704  31   -999.00
WA648       0804   1   -999.00
WA648       0804   2   -999.00
WA648       0804   3   -999.00
WA648       0804   4   -999.00
WA648       0804   5   -999.00
WA648       0804   6   -999.00
WA648       0804   7   -999.00
WA648       0804   8   -999.00
WA648       0804   9   -999.00
WA648       0804  10   -999.00
WA648       0804  11   -999.00
WA648       0804  12   -999.00
WA648       0804  13   -999.00
WA648       0804  14   -999.00
WA648       0804  15   -999.00
WA648       0804  16   -999.00
WA648       0804  17   -999.00
WA648       0804  18   -999.00
WA648       0804  19   -999.00
WA648       0804  20   -999.00
WA648       0804  21   -999.00
WA648       0804  22   -999.00
WA648       0804  23   -999.00
WA648       0804  24   -999.00
WA648       0804  25   -999.00
WA648       0804  26   -999.00
WA648       0804  27   -999.00
WA648       0804  28   -999.00
WA648       0804  29   -999.00
WA648       0804  30   -999.00
WA648       0804  31   -999.00
WA648       0904   1   -999.00
WA648       0904   2   -999.00
WA648       0904   3   -999.00
WA648       0904   4   -999.00
WA648       0904   5   -999.00
WA648       0904   6   -999.00
WA648       0904   7   -999.00
WA648       0904   8   -999.00
WA648       0904   9   -999.00
WA648       0904  10   -999.00
WA648       0904  11   -999.00
WA648       0904  12   -999.00
WA648       0904  13   -999.00
WA648       0904  14   -999.00
WA648       0904  15   -999.00
WA648       0904  16   -999.00
WA648       0904  17   -999.00
WA648       0904  18   -999.00
WA648       0904  19   -999.00
WA648       0904  20   -999.00
WA648       0904  21   -999.00
WA648       0904  22     52.00
WA648       0904  23     51.00
WA648       0904  24     63.00
WA648       0904  25     63.00
WA648       0904  26     60.00
WA648       0904  27     68.00
WA648       0904  28     66.00
WA648       0904  29     50.00
WA648       0904  30     56.00
WA648       1004   1     63.00
WA648       1004   2     64.00
WA648       1004   3     62.00
WA648       1004   4     66.00
WA648       1004   5     61.00
WA648       1004   6     46.00
WA648       1004   7     51.00
WA648       1004   8     48.00
WA648       1004   9     47.00
WA648       1004  10     47.00
WA648       1004  11     49.00
WA648       1004  12     56.00
WA648       1004  13     66.00
WA648       1004  14     60.00
WA648       1004  15     53.00
WA648       1004  16     46.00
WA648       1004  17     42.00
WA648       1004  18     39.00
WA648       1004  19     38.00
WA648       1004  20     44.00
WA648       1004  21     37.00
WA648       1004  22     41.00
WA648       1004  23     34.00
WA648       1004  24     35.00
WA648       1004  25     35.00
WA648       1004  26     37.00
WA648       1004  27     38.00
WA648       1004  28     38.00
WA648       1004  29     44.00
WA648       1004  30     38.00
WA648       1004  31     36.00
WA648       1104   1     42.00
WA648       1104   2     41.00
WA648       1104   3     32.00
WA648       1104   4     39.00
WA648       1104   5     47.00
WA648       1104   6     46.00
WA648       1104   7     53.00
WA648       1104   8     49.00
WA648       1104   9     47.00
WA648       1104  10     46.00
WA648       1104  11     42.00
WA648       1104  12     47.00
WA648       1104  13     41.00
WA648       1104  14     42.00
WA648       1104  15     45.00
WA648       1104  16     36.00
WA648       1104  17     35.00
WA648       1104  18     36.00
WA648       1104  19     31.00
WA648       1104  20     34.00
WA648       1104  21     38.00
WA648       1104  22     40.00
WA648       1104  23     41.00
WA648       1104  24     44.00
WA648       1104  25     41.00
WA648       1104  26     32.00
WA648       1104  27     28.00
WA648       1104  28     28.00
WA648       1104  29     32.00
WA648       1104  30     32.00
WA648       1204   1     30.00
WA648       1204   2     34.00
WA648       1204   3     37.00
WA648       1204   4     34.00
WA648       1204   5     29.00
WA648       1204   6     30.00
WA648       1204   7     32.00
WA648       1204   8     35.00
WA648       1204   9     39.00
WA648       1204  10     42.00
WA648       1204  11     37.00
WA648       1204  12     41.00
WA648       1204  13     39.00
WA648       1204  14     39.00
WA648       1204  15     38.00
WA648       1204  16     44.00
WA648       1204  17     47.00
WA648       1204  18     47.00
WA648       1204  19     46.00
WA648       1204  20     31.00
WA648       1204  21     34.00
WA648       1204  22     31.00
WA648       1204  23     41.00
WA648       1204  24     40.00
WA648       1204  25     36.00
WA648       1204  26     30.00
WA648       1204  27     32.00
WA648       1204  28     35.00
WA648       1204  29     34.00
WA648       1204  30     32.00
WA648       1204  31     28.00
WA648       0105   1     29.00
WA648       0105   2     27.00
WA648       0105   3     23.00
WA648       0105   4     21.00
WA648       0105   5     26.00
WA648       0105   6     29.00
WA648       0105   7     26.00
WA648       0105   8     25.00
WA648       0105   9     26.00
WA648       0105  10     29.00
WA648       0105  11     26.00
WA648       0105  12     30.00
WA648       0105  13     25.00
WA648       0105  14     21.00
WA648       0105  15     33.00
WA648       0105  16     40.00
WA648       0105  17     45.00
WA648       0105  18     45.00
WA648       0105  19     47.00
WA648       0105  20     46.00
WA648       0105  21     44.00
WA648       0105  22     43.00
WA648       0105  23     46.00
WA648       0105  24     48.00
WA648       0105  25     47.00
WA648       0105  26     41.00
WA648       0105  27     37.00
WA648       0105  28     38.00
WA648       0105  29     37.00
WA648       0105  30     44.00
WA648       0105  31     39.00
WA648       0205   1     43.00
WA648       0205   2     43.00
WA648       0205   3     46.00
WA648       0205   4     40.00
WA648       0205   5     29.00
WA648       0205   6     29.00
WA648       0205   7     34.00
WA648       0205   8     30.00
WA648       0205   9     33.00
WA648       0205  10     39.00
WA648       0205  11     38.00
WA648       0205  12     35.00
WA648       0205  13     30.00
WA648       0205  14     24.00
WA648       0205  15     25.00
WA648       0205  16     32.00
WA648       0205  17     35.00
WA648       0205  18     35.00
WA648       0205  19     34.00
WA648       0205  20     31.00
WA648       0205  21     39.00
WA648       0205  22     44.00
WA648       0205  23     49.00
WA648       0205  24     48.00
WA648       0205  25     49.00
WA648       0205  26     50.00
WA648       0205  27     51.00
WA648       0205  28     40.00
WA648       0305   1     42.00
WA648       0305   2     44.00
WA648       0305   3     46.00
WA648       0305   4     44.00
WA648       0305   5     50.00
WA648       0305   6     52.00
WA648       0305   7     49.00
WA648       0305   8     58.00
WA648       0305   9     46.00
WA648       0305  10     60.00
WA648       0305  11     57.00
WA648       0305  12     53.00
WA648       0305  13     53.00
WA648       0305  14     52.00
WA648       0305  15     48.00
WA648       0305  16     40.00
WA648       0305  17     36.00
WA648       0305  18     34.00
WA648       0305  19     39.00
WA648       0305  20     35.00
WA648       0305  21     36.00
WA648       0305  22     41.00
WA648       0305  23     39.00
WA648       0305  24     39.00
WA648       0305  25     38.00
WA648       0305  26     36.00
WA648       0305  27     39.00
WA648       0305  28     36.00
WA648       0305  29     39.00
WA648       0305  30     37.00
WA648       0305  31     35.00
WA648       0405   1     40.00
WA648       0405   2     34.00
WA648       0405   3     42.00
WA648       0405   4     34.00
WA648       0405   5     33.00
WA648       0405   6     46.00
WA648       0405   7     40.00
WA648       0405   8     38.00
WA648       0405   9     41.00
WA648       0405  10     40.00
WA648       0405  11     43.00
WA648       0405  12     37.00
WA648       0405  13     37.00
WA648       0405  14     39.00
WA648       0405  15     36.00
WA648       0405  16     47.00
WA648       0405  17     38.00
WA648       0405  18     42.00
WA648       0405  19     56.00
WA648       0405  20     59.00
WA648       0405  21     61.00
WA648       0405  22     60.00
WA648       0405  23     57.00
WA648       0405  24     59.00
WA648       0405  25     60.00
WA648       0405  26     62.00
WA648       0405  27     64.00
WA648       0405  28     48.00
WA648       0405  29     42.00
WA648       0405  30     50.00
WA648       0505   1     58.00
WA648       0505   2     46.00
WA648       0505   3     46.00
WA648       0505   4     57.00
WA648       0505   5     57.00
WA648       0505   6     50.00
WA648       0505   7     44.00
WA648       0505   8     48.00
WA648       0505   9     56.00
WA648       0505  10     53.00
WA648       0505  11     53.00
WA648       0505  12     49.00
WA648       0505  13     57.00
WA648       0505  14     58.00
WA648       0505  15     58.00
WA648       0505  16     42.00
WA648       0505  17     40.00
WA648       0505  18     46.00
WA648       0505  19     44.00
WA648       0505  20     45.00
WA648       0505  21     47.00
WA648       0505  22     46.00
WA648       0505  23     40.00
WA648       0505  24     52.00
WA648       0505  25     67.00
WA648       0505  26     75.00
WA648       0505  27     77.00
WA648       0505  28     78.00
WA648       0505  29     63.00
WA648       0505  30     59.00
WA648       0505  31     50.00
WA648       0605   1     47.00
WA648       0605   2     45.00
WA648       0605   3     44.00
WA648       0605   4     44.00
WA648       0605   5     44.00
WA648       0605   6     49.00
WA648       0605   7     47.00
WA648       0605   8     43.00
WA648       0605   9     51.00
WA648       0605  10     47.00
WA648       0605  11     44.00
WA648       0605  12     46.00
WA648       0605  13     48.00
WA648       0605  14     45.00
WA648       0605  15     52.00
WA648       0605  16     59.00
WA648       0605  17     55.00
WA648       0605  18     50.00
WA648       0605  19     60.00
WA648       0605  20     73.00
WA648       0605  21     71.00
WA648       0605  22     49.00
WA648       0605  23     58.00
WA648       0605  24     60.00
WA648       0605  25     58.00
WA648       0605  26     57.00
WA648       0605  27     50.00
WA648       0605  28     56.00
WA648       0605  29     64.00
WA648       0605  30     58.00
WA648       0705   1     50.00
WA648       0705   2     46.00
WA648       0705   3     63.00
WA648       0705   4     66.00
WA648       0705   5     66.00
WA648       0705   6     50.00
WA648       0705   7     58.00
WA648       0705   8     53.00
WA648       0705   9     49.00
WA648       0705  10     52.00
WA648       0705  11     54.00
WA648       0705  12     53.00
WA648       0705  13     52.00
WA648       0705  14     64.00
WA648       0705  15     58.00
WA648       0705  16     54.00
WA648       0705  17     70.00
WA648       0705  18     74.00
WA648       0705  19     63.00
WA648       0705  20     61.00
WA648       0705  21     76.00
WA648       0705  22     68.00
WA648       0705  23     60.00
WA648       0705  24     58.00
WA648       0705  25     67.00
WA648       0705  26     72.00
WA648       0705  27     76.00
WA648       0705  28     71.00
WA648       0705  29     68.00
WA648       0705  30     72.00
WA648       0705  31     73.00
WA648       0805   1     53.00
WA648       0805   2     61.00
WA648       0805   3     74.00
WA648       0805   4     78.00
WA648       0805   5     74.00
WA648       0805   6     69.00
WA648       0805   7     71.00
WA648       0805   8     70.00
WA648       0805   9     72.00
WA648       0805  10     65.00
WA648       0805  11     57.00
WA648       0805  12     74.00
WA648       0805  13     75.00
WA648       0805  14     76.00
WA648       0805  15     76.00
WA648       0805  16     66.00
WA648       0805  17     59.00
WA648       0805  18     63.00
WA648       0805  19     70.00
WA648       0805  20     72.00
WA648       0805  21     69.00
WA648       0805  22     54.00
WA648       0805  23     54.00
WA648       0805  24     65.00
WA648       0805  25     73.00
WA648       0805  26     71.00
WA648       0805  27     67.00
WA648       0805  28     54.00
WA648       0805  29     54.00
WA648       0805  30   -999.00
WA648       0805  31   -999.00
WA648       0905   1     65.00
WA648       0905   2     52.00
WA648       0905   3     55.00
WA648       0905   4     50.00
WA648       0905   5     51.00
WA648       0905   6     62.00
WA648       0905   7     63.00
WA648       0905   8     62.00
WA648       0905   9     49.00
WA648       0905  10     49.00
WA648       0905  11     56.00
WA648       0905  12     54.00
WA648       0905  13     59.00
WA648       0905  14     58.00
WA648       0905  15     46.00
WA648       0905  16     45.00
WA648       0905  17     48.00
WA648       0905  18     48.00
WA648       0905  19     54.00
WA648       0905  20     47.00
WA648       0905  21     52.00
WA648       0905  22     46.00
WA648       0905  23     52.00
WA648       0905  24     57.00
WA648       0905  25     58.00
WA648       0905  26     59.00
WA648       0905  27     55.00
WA648       0905  28     63.00
WA648       0905  29     55.00
WA648       0905  30     50.00
WA648       1005   1     43.00
WA648       1005   2     40.00
WA648       1005   3     46.00
WA648       1005   4     47.00
WA648       1005   5     47.00
WA648       1005   6     47.00
WA648       1005   7     49.00
WA648       1005   8     46.00
WA648       1005   9     49.00
WA648       1005  10     51.00
WA648       1005  11     46.00
WA648       1005  12     46.00
WA648       1005  13     50.00
WA648       1005  14     52.00
WA648       1005  15     47.00
WA648       1005  16     50.00
WA648       1005  17     53.00
WA648       1005  18     54.00
WA648       1005  19     53.00
WA648       1005  20     43.00
WA648       1005  21     53.00
WA648       1005  22     54.00
WA648       1005  23     46.00
WA648       1005  24     51.00
WA648       1005  25     51.00
WA648       1005  26     40.00
WA648       1005  27     40.00
WA648       1005  28     37.00
WA648       1005  29     41.00
WA648       1005  30     39.00
WA648       1005  31     42.00
WA648       1105   1     38.00
WA648       1105   2     38.00
WA648       1105   3     36.00
WA648       1105   4     34.00
WA648       1105   5     33.00
WA648       1105   6     36.00
WA648       1105   7     35.00
WA648       1105   8     37.00
WA648       1105   9     48.00
WA648       1105  10     47.00
WA648       1105  11     33.00
WA648       1105  12     34.00
WA648       1105  13     39.00
WA648       1105  14     33.00
WA648       1105  15     40.00
WA648       1105  16     44.00
WA648       1105  17     47.00
WA648       1105  18     53.00
WA648       1105  19     54.00
WA648       1105  20     51.00
WA648       1105  21     53.00
WA648       1105  22     54.00
WA648       1105  23     49.00
WA648       1105  24     48.00
WA648       1105  25     41.00
WA648       1105  26     31.00
WA648       1105  27     30.00
WA648       1105  28     30.00
WA648       1105  29     29.00
WA648       1105  30     30.00
WA648       1205   1     26.00
WA648       1205   2     28.00
WA648       1205   3     28.00
WA648       1205   4     33.00
WA648       1205   5     35.00
WA648       1205   6     35.00
WA648       1205   7     36.00
WA648       1205   8     38.00
WA648       1205   9     45.00
WA648       1205  10     55.00
WA648       1205  11     49.00
WA648       1205  12     38.00
WA648       1205  13     31.00
WA648       1205  14     36.00
WA648       1205  15     43.00
WA648       1205  16     39.00
WA648       1205  17     36.00
WA648       1205  18     29.00
WA648       1205  19     43.00
WA648       1205  20     45.00
WA648       1205  21     42.00
WA648       1205  22     40.00
WA648       1205  23     44.00
WA648       1205  24     50.00
WA648       1205  25     45.00
WA648       1205  26     39.00
WA648       1205  27     35.00
WA648       1205  28     37.00
WA648       1205  29     33.00
WA648       1205  30     36.00
WA648       1205  31     36.00
WA648       0106   1     34.00
WA648       0106   2     35.00
WA648       0106   3     32.00
WA648       0106   4     41.00
WA648       0106   5     40.00
WA648       0106   6     41.00
WA648       0106   7     38.00
WA648       0106   8     34.00
WA648       0106   9     37.00
WA648       0106  10     39.00
WA648       0106  11     34.00
WA648       0106  12     35.00
WA648       0106  13     36.00
WA648       0106  14     34.00
WA648       0106  15     31.00
WA648       0106  16     38.00
WA648       0106  17     36.00
WA648       0106  18     35.00
WA648       0106  19     34.00
WA648       0106  20     35.00
WA648       0106  21     35.00
WA648       0106  22     38.00
WA648       0106  23     40.00
WA648       0106  24     46.00
WA648       0106  25     41.00
WA648       0106  26     31.00
WA648       0106  27     32.00
WA648       0106  28     31.00
WA648       0106  29     35.00
WA648       0106  30     36.00
WA648       0106  31     34.00
WA648       0206   1     35.00
WA648       0206   2     35.00
WA648       0206   3     40.00
WA648       0206   4     36.00
WA648       0206   5     31.00
WA648       0206   6     42.00
WA648       0206   7     45.00
WA648       0206   8     41.00
WA648       0206   9     37.00
WA648       0206  10     38.00
WA648       0206  11     47.00
WA648       0206  12     43.00
WA648       0206  13     39.00
WA648       0206  14     31.00
WA648       0206  15     28.00
WA648       0206  16     29.00
WA648       0206  17     19.00
WA648       0206  18     25.00
WA648       0206  19     33.00
WA648       0206  20     32.00
WA648       0206  21     38.00
WA648       0206  22     34.00
WA648       0206  23     34.00
WA648       0206  24     27.00
WA648       0206  25     36.00
WA648       0206  26     40.00
WA648       0206  27     44.00
WA648       0206  28     36.00
WA648       0306   1     34.00
WA648       0306   2     35.00
WA648       0306   3     40.00
WA648       0306   4     40.00
WA648       0306   5     35.00
WA648       0306   6     34.00
WA648       0306   7     38.00
WA648       0306   8     33.00
WA648       0306   9     34.00
WA648       0306  10     35.00
WA648       0306  11     37.00
WA648       0306  12     40.00
WA648       0306  13     38.00
WA648       0306  14     37.00
WA648       0306  15     36.00
WA648       0306  16     35.00
WA648       0306  17     37.00
WA648       0306  18     36.00
WA648       0306  19     42.00
WA648       0306  20     46.00
WA648       0306  21     36.00
WA648       0306  22     35.00
WA648       0306  23     39.00
WA648       0306  24     38.00
WA648       0306  25     48.00
WA648       0306  26     40.00
WA648       0306  27     46.00
WA648       0306  28     42.00
WA648       0306  29     46.00
WA648       0306  30     42.00
WA648       0306  31     46.00
WA648       0406   1     40.00
WA648       0406   2     36.00
WA648       0406   3     41.00
WA648       0406   4     45.00
WA648       0406   5     52.00
WA648       0406   6     44.00
WA648       0406   7     51.00
WA648       0406   8     45.00
WA648       0406   9     40.00
WA648       0406  10     40.00
WA648       0406  11     46.00
WA648       0406  12     49.00
WA648       0406  13     44.00
WA648       0406  14     40.00
WA648       0406  15     33.00
WA648       0406  16     37.00
WA648       0406  17     42.00
WA648       0406  18     45.00
WA648       0406  19     49.00
WA648       0406  20     50.00
WA648       0406  21     40.00
WA648       0406  22     47.00
WA648       0406  23     55.00
WA648       0406  24     57.00
WA648       0406  25     53.00
WA648       0406  26     43.00
WA648       0406  27     55.00
WA648       0406  28     60.00
WA648       0406  29     44.00
WA648       0406  30     43.00
WA648       0506   1     43.00
WA648       0506   2     48.00
WA648       0506   3     53.00
WA648       0506   4     57.00
WA648       0506   5     57.00
WA648       0506   6     39.00
WA648       0506   7     45.00
WA648       0506   8     37.00
WA648       0506   9     46.00
WA648       0506  10     54.00
WA648       0506  11     49.00
WA648       0506  12     35.00
WA648       0506  13     49.00
WA648       0506  14     59.00
WA648       0506  15     64.00
WA648       0506  16     64.00
WA648       0506  17     65.00
WA648       0506  18     64.00
WA648       0506  19     60.00
WA648       0506  20     53.00
WA648       0506  21     59.00
WA648       0506  22     47.00
WA648       0506  23     45.00
WA648       0506  24     49.00
WA648       0506  25     45.00
WA648       0506  26     44.00
WA648       0506  27     44.00
WA648       0506  28     47.00
WA648       0506  29     44.00
WA648       0506  30     57.00
WA648       0506  31     64.00
WA648       0606   1     54.00
WA648       0606   2     56.00
WA648       0606   3     51.00
WA648       0606   4     54.00
WA648       0606   5     51.00
WA648       0606   6     55.00
WA648       0606   7     53.00
WA648       0606   8     47.00
WA648       0606   9     46.00
WA648       0606  10     54.00
WA648       0606  11     62.00
WA648       0606  12     63.00
WA648       0606  13     55.00
WA648       0606  14     51.00
WA648       0606  15     53.00
WA648       0606  16     58.00
WA648       0606  17     46.00
WA648       0606  18     45.00
WA648       0606  19     46.00
WA648       0606  20     47.00
WA648       0606  21     47.00
WA648       0606  22     48.00
WA648       0606  23     61.00
WA648       0606  24     72.00
WA648       0606  25     81.00
WA648       0606  26     85.00
WA648       0606  27     73.00
WA648       0606  28     62.00
WA648       0606  29     69.00
WA648       0606  30     71.00
WA648       0706   1     69.00
WA648       0706   2     72.00
WA648       0706   3     71.00
WA648       0706   4     74.00
WA648       0706   5     65.00
WA648       0706   6     48.00
WA648       0706   7     62.00
WA648       0706   8     70.00
WA648       0706   9     69.00
WA648       0706  10     57.00
WA648       0706  11     57.00
WA648       0706  12     60.00
WA648       0706  13     54.00
WA648       0706  14     61.00
WA648       0706  15     51.00
WA648       0706  16     65.00
WA648       0706  17     50.00
WA648       0706  18     54.00
WA648       0706  19     63.00
WA648       0706  20     76.00
WA648       0706  21     86.00
WA648       0706  22     86.00
WA648       0706  23     81.00
WA648       0706  24     76.00
WA648       0706  25     68.00
WA648       0706  26     71.00
WA648       0706  27     68.00
WA648       0706  28     57.00
WA648       0706  29     47.00
WA648       0706  30     53.00
WA648       0706  31     52.00
WA648       0806   1     56.00
WA648       0806   2     53.00
WA648       0806   3     62.00
WA648       0806   4     60.00
WA648       0806   5     67.00
WA648       0806   6     71.00
WA648       0806   7     71.00
WA648       0806   8     64.00
WA648       0806   9     54.00
WA648       0806  10     52.00
WA648       0806  11     56.00
WA648       0806  12     59.00
WA648       0806  13     66.00
WA648       0806  14     70.00
WA648       0806  15     60.00
WA648       0806  16     60.00
WA648       0806  17     67.00
WA648       0806  18     70.00
WA648       0806  19     71.00
WA648       0806  20     72.00
WA648       0806  21     72.00
WA648       0806  22     63.00
WA648       0806  23     59.00
WA648       0806  24     51.00
WA648       0806  25     68.00
WA648       0806  26     71.00
WA648       0806  27     74.00
WA648       0806  28     73.00
WA648       0806  29     51.00
WA648       0806  30     46.00
WA648       0806  31     59.00
WA648       0906   1     68.00
WA648       0906   2     77.00
WA648       0906   3     78.00
WA648       0906   4     74.00
WA648       0906   5     71.00
WA648       0906   6     69.00
WA648       0906   7     68.00
WA648       0906   8     62.00
WA648       0906   9     49.00
WA648       0906  10     59.00
WA648       0906  11     67.00
WA648       0906  12     63.00
WA648       0906  13     51.00
WA648       0906  14     44.00
WA648       0906  15     46.00
WA648       0906  16     49.00
WA648       0906  17     53.00
WA648       0906  18     52.00
WA648       0906  19     46.00
WA648       0906  20     47.00
WA648       0906  21     43.00
WA648       0906  22     54.00
WA648       0906  23     63.00
WA648       0906  24     65.00
WA648       0906  25     66.00
WA648       0906  26     67.00
WA648       0906  27     68.00
WA648       0906  28     65.00
WA648       0906  29     65.00
WA648       0906  30     51.00
WA648       1006   1     45.00
WA648       1006   2     47.00
WA648       1006   3     49.00
WA648       1006   4     57.00
WA648       1006   5     56.00
WA648       1006   6     45.00
WA648       1006   7     46.00
WA648       1006   8     47.00
WA648       1006   9     53.00
WA648       1006  10     60.00
WA648       1006  11     64.00
WA648       1006  12     62.00
WA648       1006  13     58.00
WA648       1006  14     56.00
WA648       1006  15     48.00
WA648       1006  16     44.00
WA648       1006  17     45.00
WA648       1006  18     47.00
WA648       1006  19     54.00
WA648       1006  20     43.00
WA648       1006  21     51.00
WA648       1006  22     52.00
WA648       1006  23     47.00
WA648       1006  24     42.00
WA648       1006  25     41.00
WA648       1006  26     49.00
WA648       1006  27     49.00
WA648       1006  28     46.00
WA648       1006  29     44.00
WA648       1006  30     27.00
WA648       1006  31     33.00
WA648       1106   1     42.00
WA648       1106   2     41.00
WA648       1106   3     47.00
WA648       1106   4     45.00
WA648       1106   5     50.00
WA648       1106   6     53.00
WA648       1106   7     47.00
WA648       1106   8     37.00
WA648       1106   9     35.00
WA648       1106  10     34.00
WA648       1106  11     34.00
WA648       1106  12     34.00
WA648       1106  13     34.00
WA648       1106  14     35.00
WA648       1106  15     40.00
WA648       1106  16     36.00
WA648       1106  17     38.00
WA648       1106  18     41.00
WA648       1106  19     42.00
WA648       1106  20     34.00
WA648       1106  21     34.00
WA648       1106  22     33.00
WA648       1106  23     32.00
WA648       1106  24     32.00
WA648       1106  25     28.00
WA648       1106  26     32.00
WA648       1106  27     25.00
WA648       1106  28     21.00
WA648       1106  29     33.00
WA648       1106  30     34.00
WA648       1206   1     30.00
WA648       1206   2     34.00
WA648       1206   3     45.00
WA648       1206   4     39.00
WA648       1206   5     38.00
WA648       1206   6     45.00
WA648       1206   7     45.00
WA648       1206   8     45.00
WA648       1206   9     43.00
WA648       1206  10     37.00
WA648       1206  11     38.00
WA648       1206  12     35.00
WA648       1206  13     35.00
WA648       1206  14     38.00
WA648       1206  15     33.00
