$ Get data for 648:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:19 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA648           Mount Crag
WA648       0208  12     42.00
WA648       0208  13     32.00
WA648       0208  14     35.00
WA648       0208  15     40.00
WA648       0208  16     34.00
WA648       0208  17     42.00
WA648       0208  18     49.00
WA648       0208  19     46.00
WA648       0208  20     38.00
WA648       0208  21     45.00
WA648       0208  22     40.00
WA648       0208  23     42.00
WA648       0208  24     39.00
WA648       0208  25     42.00
WA648       0208  26     46.00
WA648       0208  27     48.00
WA648       0208  28     44.00
WA648       0208  29     45.00
WA648       0308   1     35.00
WA648       0308   2     35.00
WA648       0308   3     40.00
WA648       0308   4     34.00
WA648       0308   5     47.00
WA648       0308   6     47.00
WA648       0308   7     43.00
WA648       0308   8     38.00
WA648       0308   9     47.00
WA648       0308  10     43.00
WA648       0308  11     38.00
WA648       0308  12     40.00
WA648       0308  13     40.00
WA648       0308  14     35.00
WA648       0308  15     35.00
WA648       0308  16     34.00
WA648       0308  17     41.00
WA648       0308  18     34.00
WA648       0308  19     38.00
WA648       0308  20     35.00
WA648       0308  21     35.00
WA648       0308  22     44.00
WA648       0308  23     37.00
WA648       0308  24     37.00
WA648       0308  25     33.00
WA648       0308  26     32.00
WA648       0308  27     35.00
WA648       0308  28     32.00
WA648       0308  29     34.00
WA648       0308  30     33.00
WA648       0308  31     35.00
WA648       0408   1     31.00
WA648       0408   2     39.00
WA648       0408   3     46.00
WA648       0408   4     34.00
WA648       0408   5     35.00
WA648       0408   6     42.00
WA648       0408   7     39.00
WA648       0408   8     34.00
WA648       0408   9     35.00
WA648       0408  10     44.00
WA648       0408  11     47.00
WA648       0408  12     59.00
WA648       0408  13     45.00
WA648       0408  14     35.00
WA648       0408  15     36.00
WA648       0408  16     37.00
WA648       0408  17     39.00
WA648       0408  18     38.00
WA648       0408  19     35.00
WA648       0408  20     30.00
WA648       0408  21     40.00
WA648       0408  22     37.00
WA648       0408  23     41.00
WA648       0408  24     42.00
WA648       0408  25     37.00
WA648       0408  26     48.00
WA648       0408  27     50.00
WA648       0408  28     51.00
WA648       0408  29     38.00
WA648       0408  30     37.00
WA648       0508   1     38.00
WA648       0508   2     44.00
WA648       0508   3     40.00
WA648       0508   4     54.00
WA648       0508   5     51.00
WA648       0508   6     49.00
WA648       0508   7     41.00
WA648       0508   8     37.00
WA648       0508   9     44.00
WA648       0508  10     45.00
WA648       0508  11     36.00
WA648       0508  12     40.00
WA648       0508  13     49.00
WA648       0508  14     58.00
WA648       0508  15     61.00
WA648       0508  16     65.00
WA648       0508  17     72.00
WA648       0508  18     61.00
WA648       0508  19     60.00
WA648       0508  20     52.00
WA648       0508  21     43.00
WA648       0508  22     41.00
WA648       0508  23     50.00
WA648       0508  24     58.00
WA648       0508  25     60.00
WA648       0508  26     53.00
WA648       0508  27     60.00
WA648       0508  28     55.00
WA648       0508  29     45.00
WA648       0508  30     44.00
WA648       0508  31     55.00
WA648       0608   1     43.00
WA648       0608   2     45.00
WA648       0608   3     47.00
WA648       0608   4     41.00
WA648       0608   5     42.00
WA648       0608   6     42.00
WA648       0608   7     41.00
WA648       0608   8     41.00
WA648       0608   9     45.00
WA648       0608  10     45.00
WA648       0608  11     43.00
WA648       0608  12     48.00
WA648       0608  13     51.00
WA648       0608  14     43.00
WA648       0608  15     49.00
WA648       0608  16     58.00
WA648       0608  17     47.00
WA648       0608  18     41.00
WA648       0608  19     55.00
WA648       0608  20     69.00
WA648       0608  21     67.00
WA648       0608  22     47.00
WA648       0608  23     55.00
WA648       0608  24     53.00
WA648       0608  25     57.00
WA648       0608  26     52.00
WA648       0608  27     69.00
WA648       0608  28     80.00
WA648       0608  29     83.00
WA648       0608  30     78.00
WA648       0708   1     72.00
WA648       0708   2     79.00
WA648       0708   3     65.00
WA648       0708   4     58.00
WA648       0708   5     62.00
WA648       0708   6     48.00
WA648       0708   7     61.00
WA648       0708   8     69.00
WA648       0708   9     67.00
WA648       0708  10     54.00
WA648       0708  11     65.00
WA648       0708  12     71.00
WA648       0708  13     70.00
WA648       0708  14     65.00
WA648       0708  15     70.00
WA648       0708  16     65.00
WA648       0708  17     64.00
WA648       0708  18     58.00
WA648       0708  19     60.00
WA648       0708  20     68.00
WA648       0708  21     66.00
WA648       0708  22     57.00
WA648       0708  23     53.00
WA648       0708  24     67.00
WA648       0708  25     65.00
WA648       0708  26     63.00
WA648       0708  27     53.00
WA648       0708  28     63.00
WA648       0708  29     56.00
WA648       0708  30     44.00
WA648       0708  31     53.00
WA648       0808   1     58.00
WA648       0808   2     50.00
WA648       0808   3     60.00
WA648       0808   4     72.00
WA648       0808   5     78.00
WA648       0808   6     79.00
WA648       0808   7     74.00
WA648       0808   8     67.00
WA648       0808   9     53.00
WA648       0808  10     53.00
WA648       0808  11     60.00
WA648       0808  12     61.00
WA648       0808  13     65.00
WA648       0808  14     80.00
WA648       0808  15     80.00
WA648       0808  16     82.00
WA648       0808  17     79.00
WA648       0808  18     66.00
WA648       0808  19     52.00
WA648       0808  20     53.00
WA648       0808  21     52.00
WA648       0808  22     61.00
WA648       0808  23     70.00
WA648       0808  24     58.00
WA648       0808  25     48.00
WA648       0808  26     48.00
WA648       0808  27     49.00
WA648       0808  28     64.00
WA648       0808  29     64.00
WA648       0808  30     45.00
WA648       0808  31     49.00
WA648       0908   1     54.00
WA648       0908   2     57.00
WA648       0908   3     50.00
WA648       0908   4     57.00
WA648       0908   5     60.00
WA648       0908   6     54.00
WA648       0908   7     63.00
WA648       0908   8     65.00
WA648       0908   9     60.00
WA648       0908  10     62.00
WA648       0908  11     68.00
WA648       0908  12     61.00
WA648       0908  13     63.00
WA648       0908  14     67.00
WA648       0908  15     71.00
WA648       0908  16     76.00
WA648       0908  17     76.00
WA648       0908  18     64.00
WA648       0908  19     64.00
WA648       0908  20     47.00
WA648       0908  21     49.00
WA648       0908  22     42.00
WA648       0908  23     49.00
WA648       0908  24     51.00
WA648       0908  25     48.00
WA648       0908  26     56.00
WA648       0908  27     51.00
WA648       0908  28     62.00
WA648       0908  29     70.00
WA648       0908  30     70.00
WA648       1008   1     69.00
WA648       1008   2     59.00
WA648       1008   3     48.00
WA648       1008   4     49.00
WA648       1008   5     45.00
WA648       1008   6     48.00
WA648       1008   7     45.00
WA648       1008   8     40.00
WA648       1008   9     35.00
WA648       1008  10     39.00
WA648       1008  11     42.00
WA648       1008  12     47.00
WA648       1008  13     52.00
WA648       1008  14     40.00
WA648       1008  15     39.00
WA648       1008  16     49.00
WA648       1008  17     56.00
WA648       1008  18     44.00
WA648       1008  19     45.00
WA648       1008  20     41.00
WA648       1008  21     40.00
WA648       1008  22     52.00
WA648       1008  23     43.00
WA648       1008  24     45.00
WA648       1008  25     40.00
WA648       1008  26     47.00
WA648       1008  27     59.00
WA648       1008  28     52.00
WA648       1008  29     48.00
WA648       1008  30     50.00
WA648       1008  31     48.00
WA648       1108   1     46.00
WA648       1108   2     42.00
WA648       1108   3     38.00
WA648       1108   4     37.00
WA648       1108   5     36.00
WA648       1108   6     47.00
WA648       1108   7     49.00
WA648       1108   8     45.00
WA648       1108   9     44.00
WA648       1108  10     40.00
WA648       1108  11     47.00
WA648       1108  12     50.00
WA648       1108  13     40.00
WA648       1108  14     48.00
WA648       1108  15     53.00
WA648       1108  16     54.00
WA648       1108  17     54.00
WA648       1108  18     40.00
WA648       1108  19     42.00
WA648       1108  20     43.00
WA648       1108  21     35.00
WA648       1108  22     35.00
WA648       1108  23     35.00
WA648       1108  24     37.00
WA648       1108  25     43.00
WA648       1108  26     36.00
WA648       1108  27     41.00
WA648       1108  28     43.00
WA648       1108  29     50.00
WA648       1108  30     49.00
WA648       1208   1     49.00
WA648       1208   2     42.00
WA648       1208   3     36.00
WA648       1208   4     45.00
WA648       1208   5     48.00
WA648       1208   6     49.00
WA648       1208   7     43.00
WA648       1208   8     34.00
WA648       1208   9     42.00
WA648       1208  10     42.00
WA648       1208  11     43.00
WA648       1208  12     40.00
WA648       1208  13     30.00
WA648       1208  14     22.00
WA648       1208  15     17.00
WA648       1208  16     26.00
WA648       1208  17     29.00
WA648       1208  18     21.00
WA648       1208  19     16.00
WA648       1208  20     24.00
WA648       1208  21     30.00
WA648       1208  22     29.00
WA648       1208  23     24.00
WA648       1208  24     29.00
WA648       1208  25     27.00
WA648       1208  26     32.00
WA648       1208  27     37.00
WA648       1208  28     30.00
WA648       1208  29     30.00
WA648       1208  30     30.00
WA648       1208  31     31.00
WA648       0109   1     38.00
WA648       0109   2     26.00
WA648       0109   3     28.00
WA648       0109   4     32.00
WA648       0109   5     35.00
WA648       0109   6     49.00
WA648       0109   7     46.00
WA648       0109   8     38.00
WA648       0109   9     32.00
WA648       0109  10     39.00
WA648       0109  11     43.00
WA648       0109  12     43.00
WA648       0109  13     43.00
WA648       0109  14     51.00
WA648       0109  15     54.00
WA648       0109  16     48.00
WA648       0109  17     50.00
WA648       0109  18     52.00
WA648       0109  19     51.00
WA648       0109  20     44.00
WA648       0109  21     47.00
WA648       0109  22     44.00
WA648       0109  23     38.00
WA648       0109  24     33.00
WA648       0109  25     28.00
WA648       0109  26     27.00
WA648       0109  27     38.00
WA648       0109  28     32.00
WA648       0109  29     35.00
WA648       0109  30     48.00
WA648       0109  31     29.00
WA648       0209   1     38.00
WA648       0209   2     40.00
WA648       0209   3     48.00
WA648       0209   4     51.00
WA648       0209   5     48.00
WA648       0209   6     37.00
WA648       0209   7     38.00
WA648       0209   8     39.00
WA648       0209   9     29.00
WA648       0209  10     26.00
WA648       0209  11     34.00
WA648       0209  12     32.00
WA648       0209  13     33.00
WA648       0209  14     32.00
WA648       0209  15     32.00
WA648       0209  16     36.00
WA648       0209  17     39.00
WA648       0209  18     39.00
WA648       0209  19     40.00
WA648       0209  20     43.00
WA648       0209  21     45.00
WA648       0209  22     40.00
WA648       0209  23     39.00
WA648       0209  24     37.00
WA648       0209  25     34.00
WA648       0209  26     27.00
WA648       0209  27     33.00
WA648       0209  28     38.00
WA648       0309   1     42.00
WA648       0309   2     38.00
WA648       0309   3     38.00
WA648       0309   4     34.00
WA648       0309   5     33.00
WA648       0309   6     33.00
WA648       0309   7     33.00
WA648       0309   8     27.00
WA648       0309   9     24.00
WA648       0309  10     26.00
WA648       0309  11     34.00
WA648       0309  12     43.00
WA648       0309  13     46.00
WA648       0309  14     34.00
WA648       0309  15     32.00
WA648       0309  16     36.00
WA648       0309  17     35.00
WA648       0309  18     40.00
WA648       0309  19     43.00
WA648       0309  20     38.00
WA648       0309  21     39.00
WA648       0309  22     39.00
WA648       0309  23     34.00
WA648       0309  24     38.00
WA648       0309  25     34.00
WA648       0309  26     38.00
WA648       0309  27     38.00
WA648       0309  28     32.00
WA648       0309  29     35.00
WA648       0309  30     36.00
WA648       0309  31     39.00
WA648       0409   1     37.00
WA648       0409   2     38.00
WA648       0409   3     33.00
WA648       0409   4     44.00
WA648       0409   5     48.00
WA648       0409   6     54.00
WA648       0409   7     55.00
WA648       0409   8     43.00
WA648       0409   9     46.00
WA648       0409  10     39.00
WA648       0409  11     44.00
WA648       0409  12     40.00
WA648       0409  13     33.00
WA648       0409  14     41.00
WA648       0409  15     46.00
WA648       0409  16     50.00
WA648       0409  17     48.00
WA648       0409  18     48.00
WA648       0409  19     54.00
WA648       0409  20     58.00
WA648       0409  21     60.00
WA648       0409  22     40.00
WA648       0409  23     41.00
WA648       0409  24     47.00
WA648       0409  25     38.00
WA648       0409  26     45.00
WA648       0409  27     50.00
WA648       0409  28     39.00
WA648       0409  29     42.00
WA648       0409  30     48.00
WA648       0509   1     55.00
WA648       0509   2     42.00
WA648       0509   3     48.00
WA648       0509   4     38.00
WA648       0509   5     44.00
WA648       0509   6     42.00
WA648       0509   7     41.00
WA648       0509   8     40.00
WA648       0509   9     49.00
WA648       0509  10     53.00
WA648       0509  11     53.00
WA648       0509  12     37.00
WA648       0509  13     37.00
WA648       0509  14     40.00
WA648       0509  15     53.00
WA648       0509  16     61.00
WA648       0509  17     62.00
WA648       0509  18     55.00
WA648       0509  19     39.00
WA648       0509  20     40.00
WA648       0509  21     53.00
WA648       0509  22     57.00
WA648       0509  23     58.00
WA648       0509  24     58.00
WA648       0509  25     55.00
WA648       0509  26     57.00
WA648       0509  27     55.00
WA648       0509  28     64.00
WA648       0509  29     68.00
WA648       0509  30     65.00
WA648       0509  31     67.00
WA648       0609   1     70.00
WA648       0609   2     71.00
WA648       0609   3     71.00
WA648       0609   4     76.00
WA648       0609   5     66.00
WA648       0609   6     50.00
WA648       0609   7     49.00
WA648       0609   8     53.00
WA648       0609   9     60.00
WA648       0609  10     60.00
WA648       0609  11     61.00
WA648       0609  12     64.00
WA648       0609  13     66.00
WA648       0609  14     64.00
WA648       0609  15     58.00
WA648       0609  16     60.00
WA648       0609  17     54.00
WA648       0609  18     51.00
WA648       0609  19     49.00
WA648       0609  20     44.00
WA648       0609  21     47.00
WA648       0609  22     44.00
WA648       0609  23     56.00
WA648       0609  24     58.00
WA648       0609  25     51.00
WA648       0609  26     50.00
WA648       0609  27     63.00
WA648       0609  28     52.00
WA648       0609  29     55.00
WA648       0609  30     58.00
WA648       0709   1     65.00
WA648       0709   2     72.00
WA648       0709   3     74.00
WA648       0709   4     70.00
WA648       0709   5     70.00
WA648       0709   6     60.00
WA648       0709   7     50.00
WA648       0709   8     50.00
WA648       0709   9     55.00
WA648       0709  10     67.00
WA648       0709  11     75.00
WA648       0709  12     61.00
WA648       0709  13     52.00
WA648       0709  14     57.00
WA648       0709  15     66.00
WA648       0709  16     69.00
WA648       0709  17     74.00
WA648       0709  18     63.00
WA648       0709  19     60.00
WA648       0709  20     74.00
WA648       0709  21     75.00
WA648       0709  22     71.00
WA648       0709  23     66.00
WA648       0709  24     70.00
WA648       0709  25     74.00
WA648       0709  26     77.00
WA648       0709  27     83.00
WA648       0709  28     85.00
WA648       0709  29     86.00
WA648       0709  30     85.00
WA648       0709  31     81.00
WA648       0809   1     78.00
WA648       0809   2     78.00
WA648       0809   3     75.00
WA648       0809   4     72.00
WA648       0809   5     66.00
WA648       0809   6     60.00
WA648       0809   7     59.00
WA648       0809   8     59.00
WA648       0809   9     56.00
WA648       0809  10     60.00
WA648       0809  11     55.00
WA648       0809  12     54.00
WA648       0809  13     49.00
WA648       0809  14     50.00
WA648       0809  15     52.00
WA648       0809  16     64.00
WA648       0809  17     70.00
WA648       0809  18     73.00
WA648       0809  19     81.00
WA648       0809  20     74.00
WA648       0809  21     54.00
WA648       0809  22     55.00
WA648       0809  23     49.00
WA648       0809  24     65.00
WA648       0809  25     55.00
WA648       0809  26     63.00
WA648       0809  27     78.00
WA648       0809  28     68.00
WA648       0809  29     59.00
WA648       0809  30     69.00
WA648       0809  31     68.00
WA648       0909   1     62.00
WA648       0909   2     67.00
WA648       0909   3     54.00
WA648       0909   4     63.00
WA648       0909   5     53.00
WA648       0909   6     45.00
WA648       0909   7     49.00
WA648       0909   8     53.00
WA648       0909   9     61.00
WA648       0909  10     63.00
WA648       0909  11     70.00
WA648       0909  12     74.00
WA648       0909  13     72.00
WA648       0909  14     56.00
WA648       0909  15     65.00
WA648       0909  16     59.00
WA648       0909  17     53.00
WA648       0909  18     68.00
WA648       0909  19     53.00
WA648       0909  20     50.00
WA648       0909  21     67.00
WA648       0909  22     75.00
WA648       0909  23     73.00
WA648       0909  24     60.00
WA648       0909  25     65.00
WA648       0909  26     54.00
WA648       0909  27     57.00
WA648       0909  28     52.00
WA648       0909  29     46.00
WA648       0909  30     40.00
WA648       1009   1     49.00
WA648       1009   2     41.00
WA648       1009   3     44.00
WA648       1009   4     51.00
WA648       1009   5     51.00
WA648       1009   6     53.00
WA648       1009   7     50.00
WA648       1009   8     51.00
WA648       1009   9     46.00
WA648       1009  10     43.00
WA648       1009  11     40.00
WA648       1009  12     36.00
WA648       1009  13     39.00
WA648       1009  14     44.00
WA648       1009  15     47.00
WA648       1009  16     55.00
WA648       1009  17     52.00
WA648       1009  18     47.00
WA648       1009  19     44.00
WA648       1009  20     47.00
WA648       1009  21     48.00
WA648       1009  22     43.00
WA648       1009  23     51.00
WA648       1009  24     40.00
WA648       1009  25     45.00
WA648       1009  26     45.00
WA648       1009  27     36.00
WA648       1009  28     35.00
WA648       1009  29     51.00
WA648       1009  30     51.00
WA648       1009  31     45.00
WA648       1109   1     40.00
WA648       1109   2     46.00
WA648       1109   3     43.00
WA648       1109   4     50.00
WA648       1109   5     48.00
WA648       1109   6     35.00
WA648       1109   7     36.00
WA648       1109   8     37.00
WA648       1109   9     36.00
WA648       1109  10     33.00
WA648       1109  11     32.00
WA648       1109  12     35.00
WA648       1109  13     33.00
WA648       1109  14     32.00
WA648       1109  15     40.00
WA648       1109  16     40.00
WA648       1109  17     37.00
WA648       1109  18     33.00
WA648       1109  19     36.00
WA648       1109  20     38.00
WA648       1109  21     34.00
WA648       1109  22     34.00
WA648       1109  23     39.00
WA648       1109  24     45.00
WA648       1109  25     43.00
WA648       1109  26     40.00
WA648       1109  27     36.00
WA648       1109  28     39.00
WA648       1109  29     42.00
WA648       1109  30     41.00
WA648       1209   1     33.00
WA648       1209   2     39.00
WA648       1209   3     45.00
WA648       1209   4     33.00
WA648       1209   5     28.00
WA648       1209   6     22.00
WA648       1209   7     14.00
WA648       1209   8     16.00
WA648       1209   9     18.00
WA648       1209  10     21.00
WA648       1209  11     23.00
WA648       1209  12     26.00
WA648       1209  13     29.00
WA648       1209  14     33.00
WA648       1209  15     36.00
WA648       1209  16     37.00
WA648       1209  17     37.00
WA648       1209  18     41.00
WA648       1209  19     39.00
WA648       1209  20     42.00
WA648       1209  21     38.00
WA648       1209  22     29.00
WA648       1209  23     30.00
WA648       1209  24     40.00
WA648       1209  25     44.00
WA648       1209  26     42.00
WA648       1209  27     36.00
WA648       1209  28     37.00
WA648       1209  29     34.00
WA648       1209  30     35.00
WA648       1209  31     39.00
WA648       0110   1     38.00
WA648       0110   2     36.00
WA648       0110   3     36.00
WA648       0110   4     42.00
WA648       0110   5     43.00
WA648       0110   6     38.00
WA648       0110   7     40.00
WA648       0110   8     42.00
WA648       0110   9     42.00
WA648       0110  10     42.00
WA648       0110  11     42.00
WA648       0110  12     40.00
WA648       0110  13     39.00
WA648       0110  14     38.00
WA648       0110  15     37.00
WA648       0110  16     35.00
WA648       0110  17     37.00
WA648       0110  18     36.00
WA648       0110  19     35.00
WA648       0110  20     36.00
WA648       0110  21     35.00
WA648       0110  22     37.00
WA648       0110  23     36.00
WA648       0110  24     34.00
WA648       0110  25     36.00
WA648       0110  26     37.00
WA648       0110  27     36.00
WA648       0110  28     37.00
WA648       0110  29     38.00
WA648       0110  30     38.00
WA648       0110  31     38.00
WA648       0210   1     35.00
WA648       0210   2     40.00
WA648       0210   3     35.00
WA648       0210   4     37.00
WA648       0210   5     38.00
WA648       0210   6     39.00
WA648       0210   7     40.00
WA648       0210   8     37.00
WA648       0210   9     36.00
WA648       0210  10     36.00
WA648       0210  11     38.00
WA648       0210  12     35.00
WA648       0210  13     40.00
WA648       0210  14     39.00
WA648       0210  15     40.00
WA648       0210  16     39.00
WA648       0210  17     35.00
WA648       0210  18     40.00
WA648       0210  19     43.00
WA648       0210  20     40.00
WA648       0210  21     40.00
WA648       0210  22     43.00
WA648       0210  23     38.00
WA648       0210  24     39.00
WA648       0210  25     40.00
WA648       0210  26     38.00
WA648       0210  27     39.00
WA648       0210  28     41.00
WA648       0310   1     46.00
WA648       0310   2     41.00
WA648       0310   3     41.00
WA648       0310   4     35.00
WA648       0310   5     43.00
WA648       0310   6     47.00
WA648       0310   7     46.00
WA648       0310   8     31.00
WA648       0310   9     29.00
WA648       0310  10     36.00
WA648       0310  11     35.00
WA648       0310  12     35.00
WA648       0310  13     40.00
WA648       0310  14     38.00
WA648       0310  15     46.00
WA648       0310  16     44.00
WA648       0310  17     39.00
WA648       0310  18     43.00
WA648       0310  19     50.00
WA648       0310  20     53.00
WA648       0310  21     47.00
WA648       0310  22     38.00
WA648       0310  23     44.00
WA648       0310  24     52.00
WA648       0310  25     40.00
WA648       0310  26     41.00
WA648       0310  27     46.00
WA648       0310  28     41.00
WA648       0310  29     39.00
WA648       0310  30     39.00
WA648       0310  31     38.00
WA648       0410   1     40.00
WA648       0410   2     31.00
WA648       0410   3     36.00
WA648       0410   4     35.00
WA648       0410   5     37.00
WA648       0410   6     40.00
WA648       0410   7     38.00
WA648       0410   8     37.00
WA648       0410   9     35.00
WA648       0410  10     43.00
WA648       0410  11     47.00
WA648       0410  12     43.00
WA648       0410  13     39.00
WA648       0410  14     45.00
WA648       0410  15     51.00
WA648       0410  16     54.00
WA648       0410  17     42.00
WA648       0410  18     52.00
WA648       0410  19     55.00
WA648       0410  20     43.00
WA648       0410  21     39.00
WA648       0410  22     39.00
WA648       0410  23     49.00
WA648       0410  24     46.00
WA648       0410  25     45.00
WA648       0410  26     47.00
WA648       0410  27     47.00
WA648       0410  28     40.00
WA648       0410  29     41.00
WA648       0410  30     40.00
WA648       0510   1     43.00
WA648       0510   2     40.00
WA648       0510   3     45.00
WA648       0510   4     36.00
WA648       0510   5     42.00
WA648       0510   6     40.00
WA648       0510   7     48.00
WA648       0510   8     48.00
WA648       0510   9     53.00
WA648       0510  10     47.00
WA648       0510  11     51.00
WA648       0510  12     49.00
WA648       0510  13     56.00
WA648       0510  14     59.00
WA648       0510  15     57.00
WA648       0510  16     59.00
WA648       0510  17     55.00
WA648       0510  18     52.00
WA648       0510  19     53.00
WA648       0510  20     44.00
WA648       0510  21     39.00
WA648       0510  22     42.00
WA648       0510  23     40.00
WA648       0510  24     51.00
WA648       0510  25     46.00
WA648       0510  26     44.00
WA648       0510  27     45.00
WA648       0510  28     43.00
WA648       0510  29     42.00
WA648       0510  30     51.00
WA648       0510  31     56.00
WA648       0610   1     46.00
WA648       0610   2     51.00
WA648       0610   3     46.00
WA648       0610   4     44.00
WA648       0610   5     53.00
WA648       0610   6     49.00
WA648       0610   7     45.00
WA648       0610   8     55.00
WA648       0610   9     53.00
WA648       0610  10     47.00
WA648       0610  11     50.00
WA648       0610  12     61.00
WA648       0610  13     56.00
WA648       0610  14     44.00
WA648       0610  15     44.00
WA648       0610  16     48.00
WA648       0610  17     43.00
WA648       0610  18     58.00
WA648       0610  19     51.00
WA648       0610  20     50.00
WA648       0610  21     50.00
WA648       0610  22     54.00
WA648       0610  23     63.00
WA648       0610  24     59.00
WA648       0610  25     59.00
WA648       0610  26     58.00
WA648       0610  27     58.00
WA648       0610  28     57.00
WA648       0610  29     45.00
WA648       0610  30     46.00
WA648       0710   1     45.00
WA648       0710   2     47.00
WA648       0710   3     46.00
WA648       0710   4     50.00
WA648       0710   5     52.00
WA648       0710   6     68.00
WA648       0710   7     76.00
WA648       0710   8     79.00
WA648       0710   9     78.00
WA648       0710  10     68.00
WA648       0710  11     71.00
WA648       0710  12     52.00
WA648       0710  13     51.00
WA648       0710  14     65.00
WA648       0710  15     67.00
WA648       0710  16     62.00
WA648       0710  17     62.00
WA648       0710  18     62.00
WA648       0710  19     66.00
WA648       0710  20     68.00
WA648       0710  21     72.00
WA648       0710  22     58.00
WA648       0710  23     69.00
WA648       0710  24     72.00
WA648       0710  25     72.00
WA648       0710  26     72.00
WA648       0710  27     72.00
WA648       0710  28     74.00
WA648       0710  29     69.00
WA648       0710  30     68.00
WA648       0710  31     66.00
WA648       0810   1     62.00
WA648       0810   2     65.00
WA648       0810   3     61.00
WA648       0810   4     73.00
WA648       0810   5     73.00
WA648       0810   6     67.00
WA648       0810   7     56.00
WA648       0810   8     53.00
WA648       0810   9     54.00
WA648       0810  10     60.00
WA648       0810  11     64.00
WA648       0810  12     65.00
WA648       0810  13     74.00
WA648       0810  14     77.00
WA648       0810  15     77.00
WA648       0810  16     78.00
WA648       0810  17     78.00
WA648       0810  18     67.00
WA648       0810  19     53.00
WA648       0810  20     56.00
WA648       0810  21     52.00
WA648       0810  22     48.00
WA648       0810  23     59.00
WA648       0810  24     74.00
WA648       0810  25     73.00
WA648       0810  26     54.00
WA648       0810  27     49.00
WA648       0810  28     55.00
WA648       0810  29     54.00
WA648       0810  30     51.00
WA648       0810  31     50.00
WA648       0910   1     49.00
WA648       0910   2     66.00
WA648       0910   3     68.00
WA648       0910   4     50.00
WA648       0910   5     46.00
WA648       0910   6     54.00
WA648       0910   7     47.00
WA648       0910   8     57.00
WA648       0910   9     51.00
WA648       0910  10     48.00
WA648       0910  11     48.00
WA648       0910  12     58.00
WA648       0910  13     58.00
WA648       0910  14     62.00
WA648       0910  15     60.00
WA648       0910  16     53.00
WA648       0910  17     57.00
WA648       0910  18     59.00
WA648       0910  19     56.00
WA648       0910  20     53.00
WA648       0910  21     47.00
WA648       0910  22     54.00
WA648       0910  23     48.00
WA648       0910  24     52.00
WA648       0910  25     63.00
WA648       0910  26     58.00
WA648       0910  27     62.00
WA648       0910  28     56.00
WA648       0910  29     57.00
WA648       0910  30     64.00
WA648       1010   1     64.00
WA648       1010   2     58.00
WA648       1010   3     47.00
WA648       1010   4     44.00
WA648       1010   5     51.00
WA648       1010   6     59.00
WA648       1010   7     56.00
WA648       1010   8     51.00
WA648       1010   9     51.00
WA648       1010  10     51.00
WA648       1010  11     43.00
WA648       1010  12     51.00
WA648       1010  13     59.00
WA648       1010  14     50.00
WA648       1010  15     38.00
WA648       1010  16     42.00
WA648       1010  17     46.00
WA648       1010  18     49.00
WA648       1010  19     53.00
WA648       1010  20     57.00
WA648       1010  21     51.00
WA648       1010  22     45.00
WA648       1010  23     42.00
WA648       1010  24     39.00
WA648       1010  25     39.00
WA648       1010  26     37.00
WA648       1010  27     40.00
WA648       1010  28     41.00
WA648       1010  29     44.00
WA648       1010  30     43.00
WA648       1010  31     39.00
WA648       1110   1     44.00
WA648       1110   2     44.00
WA648       1110   3     49.00
WA648       1110   4     51.00
WA648       1110   5     45.00
WA648       1110   6     42.00
WA648       1110   7     39.00
WA648       1110   8     37.00
WA648       1110   9     33.00
WA648       1110  10     35.00
WA648       1110  11     35.00
WA648       1110  12     35.00
WA648       1110  13     43.00
WA648       1110  14     48.00
WA648       1110  15     48.00
WA648       1110  16     40.00
WA648       1110  17     34.00
WA648       1110  18     32.00
WA648       1110  19     31.00
WA648       1110  20     31.00
WA648       1110  21     28.00
WA648       1110  22     19.00
WA648       1110  23     10.00
WA648       1110  24     24.00
WA648       1110  25     36.00
WA648       1110  26     34.00
WA648       1110  27     33.00
WA648       1110  28     30.00
WA648       1110  29     31.00
WA648       1110  30     36.00
WA648       1210   1     34.00
WA648       1210   2     33.00
WA648       1210   3     32.00
WA648       1210   4     32.00
WA648       1210   5     37.00
WA648       1210   6     38.00
WA648       1210   7     40.00
WA648       1210   8     36.00
WA648       1210   9     35.00
WA648       1210  10     33.00
WA648       1210  11     43.00
WA648       1210  12     44.00
WA648       1210  13     39.00
WA648       1210  14     35.00
WA648       1210  15     32.00
WA648       1210  16     32.00
WA648       1210  17     28.00
WA648       1210  18     30.00
WA648       1210  19     32.00
WA648       1210  20     31.00
WA648       1210  21     33.00
WA648       1210  22     37.00
WA648       1210  23     34.00
WA648       1210  24     35.00
WA648       1210  25     37.00
WA648       1210  26     33.00
WA648       1210  27     36.00
WA648       1210  28     36.00
WA648       1210  29     25.00
WA648       1210  30     17.00
WA648       1210  31     22.00
WA648       0111   1     28.00
WA648       0111   2     28.00
WA648       0111   3     33.00
WA648       0111   4     34.00
WA648       0111   5     37.00
WA648       0111   6     43.00
WA648       0111   7     40.00
WA648       0111   8     30.00
WA648       0111   9     26.00
WA648       0111  10     25.00
WA648       0111  11     28.00
