$ Get data for 420:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:48:45 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA420           Cougar Mountain
WA420       1203  27     28.00
WA420       1203  28     27.00
WA420       1203  29     23.00
WA420       1203  30     25.00
WA420       1203  31     29.00
WA420       0104   1     25.00
WA420       0104   2     27.00
WA420       0104   3     25.00
WA420       0104   4     13.00
WA420       0104   5      8.00
WA420       0104   6     19.00
WA420       0104   7     32.00
WA420       0104   8     39.00
WA420       0104   9     42.00
WA420       0104  10     41.00
WA420       0104  11     43.00
WA420       0104  12     41.00
WA420       0104  13     44.00
WA420       0104  14     44.00
WA420       0104  15     41.00
WA420       0104  16     40.00
WA420       0104  17     39.00
WA420       0104  18     36.00
WA420       0104  19     39.00
WA420       0104  20     37.00
WA420       0104  21     42.00
WA420       0104  22     45.00
WA420       0104  23     40.00
WA420       0104  24     35.00
WA420       0104  25     29.00
WA420       0104  26     32.00
WA420       0104  27     34.00
WA420       0104  28     38.00
WA420       0104  29     44.00
WA420       0104  30     42.00
WA420       0104  31     31.00
WA420       0204   1     33.00
WA420       0204   2     30.00
WA420       0204   3     36.00
WA420       0204   4     32.00
WA420       0204   5     34.00
WA420       0204   6     33.00
WA420       0204   7     32.00
WA420       0204   8     33.00
WA420       0204   9     35.00
WA420       0204  10     42.00
WA420       0204  11     40.00
WA420       0204  12     41.00
WA420       0204  13     42.00
WA420       0204  14     38.00
WA420       0204  15     36.00
WA420       0204  16     36.00
WA420       0204  17     37.00
WA420       0204  18     35.00
WA420       0204  19     35.00
WA420       0204  20     40.00
WA420       0204  21     40.00
WA420       0204  22     43.00
WA420       0204  23     43.00
WA420       0204  24     42.00
WA420       0204  25     35.00
WA420       0204  26     41.00
WA420       0204  27     37.00
WA420       0204  28     35.00
WA420       0204  29     37.00
WA420       0304   1     42.00
WA420       0304   2     40.00
WA420       0304   3     32.00
WA420       0304   4     32.00
WA420       0304   5     32.00
WA420       0304   6     34.00
WA420       0304   7     45.00
WA420       0304   8     59.00
WA420       0304   9     46.00
WA420       0304  10     45.00
WA420       0304  11     53.00
WA420       0304  12     38.00
WA420       0304  13     47.00
WA420       0304  14     41.00
WA420       0304  15     40.00
WA420       0304  16     44.00
WA420       0304  17     40.00
WA420       0304  18     39.00
WA420       0304  19     34.00
WA420       0304  20     45.00
WA420       0304  21     58.00
WA420       0304  22     59.00
WA420       0304  23     44.00
WA420       0304  24     42.00
WA420       0304  25     41.00
WA420       0304  26     38.00
WA420       0304  27     36.00
WA420       0304  28     51.00
WA420       0304  29     56.00
WA420       0304  30     40.00
WA420       0304  31     35.00
WA420       0404   1     40.00
WA420       0404   2     55.00
WA420       0404   3     61.00
WA420       0404   4     47.00
WA420       0404   5     41.00
WA420       0404   6     54.00
WA420       0404   7     45.00
WA420       0404   8     49.00
WA420       0404   9     61.00
WA420       0404  10     63.00
WA420       0404  11     65.00
WA420       0404  12     55.00
WA420       0404  13     48.00
WA420       0404  14     42.00
WA420       0404  15     40.00
WA420       0404  16     42.00
WA420       0404  17     42.00
WA420       0404  18     41.00
WA420       0404  19     50.00
WA420       0404  20     43.00
WA420       0404  21     42.00
WA420       0404  22     57.00
WA420       0404  23     45.00
WA420       0404  24     47.00
WA420       0404  25     64.00
WA420       0404  26     73.00
WA420       0404  27     54.00
WA420       0404  28     51.00
WA420       0404  29     63.00
WA420       0404  30     70.00
WA420       0504   1     72.00
WA420       0504   2     56.00
WA420       0504   3     60.00
WA420       0504   4     45.00
WA420       0504   5     46.00
WA420       0504   6     59.00
WA420       0504   7     54.00
WA420       0504   8     48.00
WA420       0504   9     51.00
WA420       0504  10     47.00
WA420       0504  11     45.00
WA420       0504  12     48.00
WA420       0504  13     55.00
WA420       0504  14     58.00
WA420       0504  15     48.00
WA420       0504  16     44.00
WA420       0504  17     56.00
WA420       0504  18     60.00
WA420       0504  19     46.00
WA420       0504  20     50.00
WA420       0504  21     46.00
WA420       0504  22     45.00
WA420       0504  23     49.00
WA420       0504  24     59.00
WA420       0504  25     65.00
WA420       0504  26     48.00
WA420       0504  27     48.00
WA420       0504  28     43.00
WA420       0504  29     43.00
WA420       0504  30     45.00
WA420       0504  31     44.00
WA420       0604   1     54.00
WA420       0604   2     63.00
WA420       0604   3     74.00
WA420       0604   4     75.00
WA420       0604   5     49.00
WA420       0604   6     53.00
WA420       0604   7     48.00
WA420       0604   8     62.00
WA420       0604   9     55.00
WA420       0604  10     46.00
WA420       0604  11     43.00
WA420       0604  12     53.00
WA420       0604  13     49.00
WA420       0604  14     47.00
WA420       0604  15     62.00
WA420       0604  16   -999.00
WA420       0604  17     76.00
WA420       0604  18     75.00
WA420       0604  19     75.00
WA420       0604  20     78.00
WA420       0604  21     82.00
WA420       0604  22     76.00
WA420       0604  23     55.00
WA420       0604  24     58.00
WA420       0604  25     62.00
WA420       0604  26     65.00
WA420       0604  27     67.00
WA420       0604  28     71.00
WA420       0604  29     74.00
WA420       0604  30     71.00
WA420       0704   1     74.00
WA420       0704   2     64.00
WA420       0704   3     60.00
WA420       0704   4     60.00
WA420       0704   5     68.00
WA420       0704   6     56.00
WA420       0704   7     56.00
WA420       0704   8     62.00
WA420       0704   9     54.00
WA420       0704  10     57.00
WA420       0704  11     64.00
WA420       0704  12     81.00
WA420       0704  13     76.00
WA420       0704  14     79.00
WA420       0704  15     71.00
WA420       0704  16     75.00
WA420       0704  17     77.00
WA420       0704  18     77.00
WA420       0704  19     69.00
WA420       0704  20     63.00
WA420       0704  21     71.00
WA420       0704  22     82.00
WA420       0704  23     87.00
WA420       0704  24     90.00
WA420       0704  25     71.00
WA420       0704  26     72.00
WA420       0704  27     76.00
WA420       0704  28     76.00
WA420       0704  29     78.00
WA420       0704  30     66.00
WA420       0704  31     73.00
WA420       0804   1     77.00
WA420       0804   2     71.00
WA420       0804   3     63.00
WA420       0804   4     68.00
WA420       0804   5     58.00
WA420       0804   6     56.00
WA420       0804   7     62.00
WA420       0804   8     76.00
WA420       0804   9     84.00
WA420       0804  10     79.00
WA420       0804  11     82.00
WA420       0804  12     81.00
WA420       0804  13     80.00
WA420       0804  14     87.00
WA420       0804  15     74.00
WA420       0804  16     73.00
WA420       0804  17     73.00
WA420       0804  18     74.00
WA420       0804  19     78.00
WA420       0804  20     78.00
WA420       0804  21     70.00
WA420       0804  22     55.00
WA420       0804  23     63.00
WA420       0804  24     54.00
WA420       0804  25     51.00
WA420       0804  26     55.00
WA420       0804  27     62.00
WA420       0804  28     66.00
WA420       0804  29     69.00
WA420       0804  30     74.00
WA420       0804  31     75.00
WA420       0904   1     56.00
WA420       0904   2     51.00
WA420       0904   3     57.00
WA420       0904   4     51.00
WA420       0904   5     58.00
WA420       0904   6     63.00
WA420       0904   7     65.00
WA420       0904   8     63.00
WA420       0904   9     59.00
WA420       0904  10     68.00
WA420       0904  11     57.00
WA420       0904  12     54.00
WA420       0904  13     49.00
WA420       0904  14     54.00
WA420       0904  15     51.00
WA420       0904  16     53.00
WA420       0904  17     48.00
WA420       0904  18     46.00
WA420       0904  19     48.00
WA420       0904  20     51.00
WA420       0904  21     58.00
WA420       0904  22     53.00
WA420       0904  23     55.00
WA420       0904  24     69.00
WA420       0904  25     69.00
WA420       0904  26     61.00
WA420       0904  27     71.00
WA420       0904  28     70.00
WA420       0904  29     51.00
WA420       0904  30     58.00
WA420       1004   1     64.00
WA420       1004   2     68.00
WA420       1004   3     69.00
WA420       1004   4     69.00
WA420       1004   5     68.00
WA420       1004   6     53.00
WA420       1004   7     58.00
WA420       1004   8     55.00
WA420       1004   9     44.00
WA420       1004  10     50.00
WA420       1004  11     55.00
WA420       1004  12     58.00
WA420       1004  13     66.00
WA420       1004  14     62.00
WA420       1004  15     52.00
WA420       1004  16     48.00
WA420       1004  17     50.00
WA420       1004  18     42.00
WA420       1004  19     45.00
WA420       1004  20     49.00
WA420       1004  21     42.00
WA420       1004  22     44.00
WA420       1004  23     38.00
WA420       1004  24     40.00
WA420       1004  25     43.00
WA420       1004  26     46.00
WA420       1004  27     47.00
WA420       1004  28     39.00
WA420       1004  29     42.00
WA420       1004  30     42.00
WA420       1004  31     37.00
WA420       1104   1     47.00
WA420       1104   2     47.00
WA420       1104   3     37.00
WA420       1104   4     44.00
WA420       1104   5     50.00
WA420       1104   6     51.00
WA420       1104   7     56.00
WA420       1104   8     57.00
WA420       1104   9     51.00
WA420       1104  10     52.00
WA420       1104  11     53.00
WA420       1104  12     50.00
WA420       1104  13     45.00
WA420       1104  14     45.00
WA420       1104  15     46.00
WA420       1104  16     42.00
WA420       1104  17     44.00
WA420       1104  18     38.00
WA420       1104  19     35.00
WA420       1104  20     35.00
WA420       1104  21     42.00
WA420       1104  22     41.00
WA420       1104  23     45.00
WA420       1104  24     47.00
WA420       1104  25     45.00
WA420       1104  26     35.00
WA420       1104  27     33.00
WA420       1104  28     33.00
WA420       1104  29     34.00
WA420       1104  30     36.00
WA420       1204   1     35.00
WA420       1204   2     36.00
WA420       1204   3     36.00
WA420       1204   4     39.00
WA420       1204   5     34.00
WA420       1204   6     34.00
WA420       1204   7     36.00
WA420       1204   8     37.00
WA420       1204   9     49.00
WA420       1204  10     49.00
WA420       1204  11     46.00
WA420       1204  12     40.00
WA420       1204  13     43.00
WA420       1204  14     42.00
WA420       1204  15     42.00
WA420       1204  16     45.00
WA420       1204  17     49.00
WA420       1204  18     53.00
WA420       1204  19     48.00
WA420       1204  20     35.00
WA420       1204  21     35.00
WA420       1204  22     36.00
WA420       1204  23     36.00
WA420       1204  24     42.00
WA420       1204  25     41.00
WA420       1204  26     38.00
WA420       1204  27     45.00
WA420       1204  28     45.00
WA420       1204  29     40.00
WA420       1204  30     35.00
WA420       1204  31     35.00
WA420       0105   1     35.00
WA420       0105   2     34.00
WA420       0105   3   -999.00
WA420       0105   4   -999.00
WA420       0105   5     33.00
WA420       0105   6     33.00
WA420       0105   7     30.00
WA420       0105   8     30.00
WA420       0105   9     31.00
WA420       0105  10     30.00
WA420       0105  11     31.00
WA420       0105  12     33.00
WA420       0105  13     29.00
WA420       0105  14     25.00
WA420       0105  15     25.00
WA420       0105  16     41.00
WA420       0105  17     49.00
WA420       0105  18     52.00
WA420       0105  19     55.00
WA420       0105  20     51.00
WA420       0105  21     53.00
WA420       0105  22     50.00
WA420       0105  23     52.00
WA420       0105  24     54.00
WA420       0105  25     54.00
WA420       0105  26     47.00
WA420       0105  27     43.00
WA420       0105  28     44.00
WA420       0105  29     40.00
WA420       0105  30     45.00
WA420       0105  31     43.00
WA420       0205   1     47.00
WA420       0205   2     51.00
WA420       0205   3     55.00
WA420       0205   4     43.00
WA420       0205   5     32.00
WA420       0205   6     33.00
WA420       0205   7     36.00
WA420       0205   8     40.00
WA420       0205   9     43.00
WA420       0205  10     48.00
WA420       0205  11     45.00
WA420       0205  12     39.00
WA420       0205  13     33.00
WA420       0205  14     33.00
WA420       0205  15     34.00
WA420       0205  16     40.00
WA420       0205  17     42.00
WA420       0205  18     47.00
WA420       0205  19     40.00
WA420       0205  20     43.00
WA420       0205  21     48.00
WA420       0205  22     51.00
WA420       0205  23     52.00
WA420       0205  24     56.00
WA420       0205  25     50.00
WA420       0205  26     55.00
WA420       0205  27     53.00
WA420       0205  28     47.00
WA420       0305   1     48.00
WA420       0305   2     45.00
WA420       0305   3     51.00
WA420       0305   4     48.00
WA420       0305   5     51.00
WA420       0305   6     55.00
WA420       0305   7     51.00
WA420       0305   8     61.00
WA420       0305   9     50.00
WA420       0305  10     64.00
WA420       0305  11     63.00
WA420       0305  12     54.00
WA420       0305  13     55.00
WA420       0305  14     53.00
WA420       0305  15     46.00
WA420       0305  16     43.00
WA420       0305  17     37.00
WA420       0305  18     38.00
WA420       0305  19     41.00
WA420       0305  20     46.00
WA420       0305  21     37.00
WA420       0305  22     45.00
WA420       0305  23     48.00
WA420       0305  24     43.00
WA420       0305  25     42.00
WA420       0305  26     42.00
WA420       0305  27     42.00
WA420       0305  28     36.00
WA420       0305  29     35.00
WA420       0305  30     43.00
WA420       0305  31     43.00
WA420       0405   1     40.00
WA420       0405   2     41.00
WA420       0405   3     41.00
WA420       0405   4     38.00
WA420       0405   5     46.00
WA420       0405   6     56.00
WA420       0405   7     49.00
WA420       0405   8     51.00
WA420       0405   9     43.00
WA420       0405  10     48.00
WA420       0405  11     38.00
WA420       0405  12     39.00
WA420       0405  13     43.00
WA420       0405  14     42.00
WA420       0405  15     41.00
WA420       0405  16     42.00
WA420       0405  17     43.00
WA420       0405  18     43.00
WA420       0405  19     54.00
WA420       0405  20     60.00
WA420       0405  21     61.00
WA420       0405  22     63.00
WA420       0405  23     60.00
WA420       0405  24     58.00
WA420       0405  25     56.00
WA420       0405  26     55.00
WA420       0405  27     64.00
WA420       0405  28     57.00
WA420       0405  29     44.00
WA420       0405  30     50.00
WA420       0505   1     64.00
WA420       0505   2     55.00
WA420       0505   3     57.00
WA420       0505   4     52.00
WA420       0505   5     59.00
WA420       0505   6     55.00
WA420       0505   7     47.00
WA420       0505   8     51.00
WA420       0505   9     54.00
WA420       0505  10     48.00
WA420       0505  11     47.00
WA420       0505  12     51.00
WA420       0505  13     66.00
WA420       0505  14     60.00
WA420       0505  15     57.00
WA420       0505  16     46.00
WA420       0505  17     50.00
WA420       0505  18     56.00
WA420       0505  19     53.00
WA420       0505  20     52.00
WA420       0505  21     49.00
WA420       0505  22     50.00
WA420       0505  23     51.00
WA420       0505  24     58.00
WA420       0505  25     69.00
WA420       0505  26     74.00
WA420       0505  27     82.00
WA420       0505  28     79.00
WA420       0505  29     52.00
WA420       0505  30     52.00
WA420       0505  31     48.00
WA420       0605   1     49.00
WA420       0605   2     48.00
WA420       0605   3     47.00
WA420       0605   4     51.00
WA420       0605   5     46.00
WA420       0605   6     49.00
WA420       0605   7     46.00
WA420       0605   8     51.00
WA420       0605   9     63.00
WA420       0605  10     56.00
WA420       0605  11     51.00
WA420       0605  12     54.00
WA420       0605  13     54.00
WA420       0605  14     52.00
WA420       0605  15     61.00
WA420       0605  16     68.00
WA420       0605  17     62.00
WA420       0605  18     59.00
WA420       0605  19     69.00
WA420       0605  20     79.00
WA420       0605  21     71.00
WA420       0605  22     50.00
WA420       0605  23     64.00
WA420       0605  24     66.00
WA420       0605  25     63.00
WA420       0605  26     52.00
WA420       0605  27     53.00
WA420       0605  28     50.00
WA420       0605  29     65.00
WA420       0605  30     70.00
WA420       0705   1     63.00
WA420       0705   2     50.00
WA420       0705   3     69.00
WA420       0705   4     72.00
WA420       0705   5     71.00
WA420       0705   6     56.00
WA420       0705   7     64.00
WA420       0705   8     53.00
WA420       0705   9     54.00
WA420       0705  10     54.00
WA420       0705  11     70.00
WA420       0705  12     58.00
WA420       0705  13     58.00
WA420       0705  14     70.00
WA420       0705  15     70.00
WA420       0705  16     58.00
WA420       0705  17     75.00
WA420       0705  18     79.00
WA420       0705  19     69.00
WA420       0705  20     69.00
WA420       0705  21     78.00
WA420       0705  22     68.00
WA420       0705  23     67.00
WA420       0705  24     65.00
WA420       0705  25     70.00
WA420       0705  26     77.00
WA420       0705  27     79.00
WA420       0705  28     76.00
WA420       0705  29     76.00
WA420       0705  30     78.00
WA420       0705  31     80.00
WA420       0805   1     59.00
WA420       0805   2     66.00
WA420       0805   3     80.00
WA420       0805   4     85.00
WA420       0805   5     79.00
WA420       0805   6     74.00
WA420       0805   7     75.00
WA420       0805   8     74.00
WA420       0805   9     75.00
WA420       0805  10     59.00
WA420       0805  11     55.00
WA420       0805  12     68.00
WA420       0805  13     79.00
WA420       0805  14     82.00
WA420       0805  15     80.00
WA420       0805  16     65.00
WA420       0805  17     56.00
WA420       0805  18     66.00
WA420       0805  19     76.00
WA420       0805  20     77.00
WA420       0805  21     74.00
WA420       0805  22     65.00
WA420       0805  23     56.00
WA420       0805  24     68.00
WA420       0805  25     77.00
WA420       0805  26     75.00
WA420       0805  27     72.00
WA420       0805  28     67.00
WA420       0805  29     50.00
WA420       0805  30     55.00
WA420       0805  31     65.00
WA420       0905   1     71.00
WA420       0905   2     57.00
WA420       0905   3     56.00
WA420       0905   4     54.00
WA420       0905   5     57.00
WA420       0905   6     67.00
WA420       0905   7     69.00
WA420       0905   8     71.00
WA420       0905   9     48.00
WA420       0905  10     50.00
WA420       0905  11     53.00
WA420       0905  12     57.00
WA420       0905  13     62.00
WA420       0905  14     62.00
WA420       0905  15     49.00
WA420       0905  16     47.00
WA420       0905  17     49.00
WA420       0905  18     55.00
WA420       0905  19     58.00
WA420       0905  20     52.00
WA420       0905  21     58.00
WA420       0905  22     51.00
WA420       0905  23     51.00
WA420       0905  24     55.00
WA420       0905  25     61.00
WA420       0905  26     65.00
WA420       0905  27     58.00
WA420       0905  28     63.00
WA420       0905  29     56.00
WA420       0905  30     54.00
WA420       1005   1     45.00
WA420       1005   2     44.00
WA420       1005   3     45.00
WA420       1005   4     51.00
WA420       1005   5     53.00
WA420       1005   6     52.00
WA420       1005   7     47.00
WA420       1005   8     49.00
WA420       1005   9     53.00
WA420       1005  10     53.00
WA420       1005  11     51.00
WA420       1005  12     51.00
WA420       1005  13     50.00
WA420       1005  14     59.00
WA420       1005  15     51.00
WA420       1005  16     51.00
WA420       1005  17     53.00
WA420       1005  18     59.00
WA420       1005  19     50.00
WA420       1005  20     46.00
WA420       1005  21     59.00
WA420       1005  22     60.00
WA420       1005  23     53.00
WA420       1005  24     58.00
WA420       1005  25     58.00
WA420       1005  26     43.00
WA420       1005  27     45.00
WA420       1005  28     43.00
WA420       1005  29     41.00
WA420       1005  30     47.00
WA420       1005  31     45.00
WA420       1105   1     40.00
WA420       1105   2     40.00
WA420       1105   3     38.00
WA420       1105   4     37.00
WA420       1105   5     35.00
WA420       1105   6     37.00
WA420       1105   7     36.00
WA420       1105   8     38.00
WA420       1105   9     43.00
WA420       1105  10     51.00
WA420       1105  11     36.00
WA420       1105  12     36.00
WA420       1105  13     43.00
WA420       1105  14     35.00
WA420       1105  15     37.00
WA420       1105  16     44.00
WA420       1105  17     50.00
WA420       1105  18     59.00
WA420       1105  19     56.00
WA420       1105  20     52.00
WA420       1105  21     57.00
WA420       1105  22     56.00
WA420       1105  23     47.00
WA420       1105  24     40.00
WA420       1105  25     41.00
WA420       1105  26     32.00
WA420       1105  27     32.00
WA420       1105  28     29.00
WA420       1105  29     31.00
WA420       1105  30     34.00
WA420       1205   1     29.00
WA420       1205   2     31.00
WA420       1205   3     32.00
WA420       1205   4     32.00
WA420       1205   5     35.00
WA420       1205   6     33.00
WA420       1205   7     27.00
WA420       1205   8     33.00
WA420       1205   9     41.00
WA420       1205  10     52.00
WA420       1205  11     47.00
WA420       1205  12     38.00
WA420       1205  13     34.00
WA420       1205  14     38.00
WA420       1205  15     41.00
WA420       1205  16     39.00
WA420       1205  17     31.00
WA420       1205  18     28.00
WA420       1205  19     42.00
WA420       1205  20     42.00
WA420       1205  21     43.00
WA420       1205  22     43.00
WA420       1205  23     44.00
WA420       1205  24     52.00
WA420       1205  25     49.00
WA420       1205  26     42.00
WA420       1205  27     40.00
WA420       1205  28     40.00
WA420       1205  29     37.00
WA420       1205  30     38.00
WA420       1205  31     38.00
WA420       0106   1     39.00
WA420       0106   2     37.00
WA420       0106   3     35.00
WA420       0106   4     38.00
WA420       0106   5     43.00
WA420       0106   6     45.00
WA420       0106   7     41.00
WA420       0106   8     36.00
WA420       0106   9     41.00
WA420       0106  10     44.00
WA420       0106  11     37.00
WA420       0106  12     35.00
WA420       0106  13     37.00
WA420       0106  14     35.00
WA420       0106  15     32.00
WA420       0106  16     41.00
WA420       0106  17     39.00
WA420       0106  18     38.00
WA420       0106  19     35.00
WA420       0106  20     34.00
WA420       0106  21     36.00
WA420       0106  22     35.00
WA420       0106  23     41.00
WA420       0106  24     47.00
WA420       0106  25     42.00
WA420       0106  26     35.00
WA420       0106  27     33.00
WA420       0106  28     35.00
WA420       0106  29     41.00
WA420       0106  30     42.00
WA420       0106  31     38.00
WA420       0206   1     37.00
WA420       0206   2     37.00
WA420       0206   3     45.00
WA420       0206   4     42.00
WA420       0206   5     37.00
WA420       0206   6     44.00
WA420       0206   7     47.00
WA420       0206   8     45.00
WA420       0206   9     43.00
WA420       0206  10     37.00
WA420       0206  11     43.00
WA420       0206  12     45.00
WA420       0206  13     38.00
WA420       0206  14     33.00
WA420       0206  15     31.00
WA420       0206  16     32.00
WA420       0206  17     20.00
WA420       0206  18     28.00
WA420       0206  19     36.00
WA420       0206  20     31.00
WA420       0206  21     34.00
WA420       0206  22     34.00
WA420       0206  23     35.00
WA420       0206  24     33.00
WA420       0206  25     34.00
WA420       0206  26     45.00
WA420       0206  27     43.00
WA420       0206  28     40.00
WA420       0306   1     42.00
WA420       0306   2     42.00
WA420       0306   3     44.00
WA420       0306   4     42.00
WA420       0306   5     40.00
WA420       0306   6     47.00
WA420       0306   7     37.00
WA420       0306   8     36.00
WA420       0306   9     32.00
WA420       0306  10     34.00
WA420       0306  11     36.00
WA420       0306  12     43.00
WA420       0306  13     42.00
WA420       0306  14     42.00
WA420       0306  15     38.00
WA420       0306  16     39.00
WA420       0306  17     41.00
WA420       0306  18     36.00
WA420       0306  19     41.00
WA420       0306  20     48.00
WA420       0306  21     40.00
WA420       0306  22     47.00
WA420       0306  23     48.00
WA420       0306  24     48.00
WA420       0306  25     43.00
WA420       0306  26     38.00
WA420       0306  27     47.00
WA420       0306  28     45.00
WA420       0306  29     44.00
WA420       0306  30     47.00
WA420       0306  31     54.00
WA420       0406   1     38.00
WA420       0406   2     46.00
WA420       0406   3     51.00
WA420       0406   4     50.00
WA420       0406   5     52.00
WA420       0406   6     45.00
WA420       0406   7     51.00
WA420       0406   8     48.00
WA420       0406   9     44.00
WA420       0406  10     45.00
WA420       0406  11     53.00
WA420       0406  12     42.00
WA420       0406  13     45.00
WA420       0406  14     39.00
WA420       0406  15     37.00
WA420       0406  16     43.00
WA420       0406  17     44.00
WA420       0406  18     51.00
WA420       0406  19     61.00
WA420       0406  20     61.00
WA420       0406  21     42.00
WA420       0406  22     55.00
WA420       0406  23     59.00
WA420       0406  24     59.00
WA420       0406  25     61.00
WA420       0406  26     42.00
WA420       0406  27     59.00
WA420       0406  28     71.00
WA420       0406  29     56.00
WA420       0406  30     46.00
WA420       0506   1     43.00
WA420       0506   2     52.00
WA420       0506   3     60.00
WA420       0506   4     62.00
WA420       0506   5     65.00
WA420       0506   6     43.00
WA420       0506   7     43.00
WA420       0506   8     45.00
WA420       0506   9     55.00
WA420       0506  10     64.00
WA420       0506  11     54.00
WA420       0506  12     48.00
WA420       0506  13     58.00
WA420       0506  14     73.00
WA420       0506  15     77.00
WA420       0506  16     76.00
WA420       0506  17     75.00
WA420       0506  18     76.00
WA420       0506  19     69.00
WA420       0506  20     55.00
WA420       0506  21     64.00
WA420       0506  22     51.00
WA420       0506  23     55.00
WA420       0506  24     57.00
WA420       0506  25     47.00
WA420       0506  26     44.00
WA420       0506  27     46.00
WA420       0506  28     44.00
WA420       0506  29     48.00
WA420       0506  30     65.00
WA420       0506  31     71.00
WA420       0606   1     63.00
WA420       0606   2     62.00
WA420       0606   3     64.00
WA420       0606   4     54.00
WA420       0606   5     58.00
WA420       0606   6     63.00
WA420       0606   7     57.00
WA420       0606   8     50.00
WA420       0606   9     47.00
WA420       0606  10     55.00
WA420       0606  11     69.00
WA420       0606  12     67.00
WA420       0606  13     53.00
WA420       0606  14     49.00
WA420       0606  15     51.00
WA420       0606  16     54.00
WA420       0606  17     52.00
WA420       0606  18     58.00
WA420       0606  19     53.00
WA420       0606  20     57.00
WA420       0606  21     54.00
WA420       0606  22     62.00
WA420       0606  23     69.00
WA420       0606  24     78.00
WA420       0606  25     89.00
WA420       0606  26     91.00
WA420       0606  27     82.00
WA420       0606  28     71.00
WA420       0606  29     70.00
WA420       0606  30     79.00
WA420       0706   1     78.00
WA420       0706   2     78.00
WA420       0706   3     74.00
WA420       0706   4     70.00
WA420       0706   5     60.00
WA420       0706   6     49.00
WA420       0706   7     69.00
WA420       0706   8     79.00
WA420       0706   9     76.00
WA420       0706  10     57.00
WA420       0706  11     68.00
WA420       0706  12     54.00
WA420       0706  13     58.00
WA420       0706  14     69.00
WA420       0706  15     62.00
WA420       0706  16     72.00
WA420       0706  17     64.00
WA420       0706  18     61.00
WA420       0706  19     68.00
WA420       0706  20     78.00
WA420       0706  21     94.00
WA420       0706  22     89.00
WA420       0706  23     89.00
WA420       0706  24     84.00
WA420       0706  25     74.00
WA420       0706  26     76.00
WA420       0706  27     76.00
WA420       0706  28     65.00
WA420       0706  29     59.00
WA420       0706  30     51.00
WA420       0706  31     62.00
WA420       0806   1     63.00
WA420       0806   2     63.00
WA420       0806   3     66.00
WA420       0806   4     67.00
WA420       0806   5     74.00
WA420       0806   6     77.00
WA420       0806   7     78.00
WA420       0806   8     69.00
WA420       0806   9     59.00
WA420       0806  10     55.00
WA420       0806  11     56.00
WA420       0806  12     64.00
WA420       0806  13     73.00
WA420       0806  14     78.00
WA420       0806  15     61.00
WA420       0806  16     52.00
WA420       0806  17     64.00
WA420       0806  18     76.00
WA420       0806  19     77.00
WA420       0806  20     77.00
WA420       0806  21     70.00
WA420       0806  22     61.00
WA420       0806  23     58.00
WA420       0806  24     52.00
WA420       0806  25     68.00
WA420       0806  26     76.00
WA420       0806  27     79.00
WA420       0806  28     81.00
WA420       0806  29     51.00
WA420       0806  30     49.00
WA420       0806  31     63.00
WA420       0906   1     71.00
WA420       0906   2     80.00
WA420       0906   3     80.00
WA420       0906   4     72.00
WA420       0906   5     77.00
WA420       0906   6     76.00
WA420       0906   7     68.00
WA420       0906   8     64.00
WA420       0906   9     55.00
WA420       0906  10     62.00
WA420       0906  11     69.00
WA420       0906  12     68.00
WA420       0906  13     53.00
WA420       0906  14     45.00
WA420       0906  15     46.00
WA420       0906  16     48.00
WA420       0906  17     55.00
WA420       0906  18     53.00
WA420       0906  19     49.00
WA420       0906  20     47.00
WA420       0906  21     47.00
WA420       0906  22     49.00
WA420       0906  23     62.00
WA420       0906  24     67.00
WA420       0906  25     70.00
WA420       0906  26     70.00
WA420       0906  27     74.00
WA420       0906  28     70.00
WA420       0906  29     68.00
WA420       0906  30     57.00
WA420       1006   1     50.00
WA420       1006   2     51.00
WA420       1006   3     51.00
WA420       1006   4     62.00
WA420       1006   5     57.00
WA420       1006   6     48.00
WA420       1006   7     50.00
WA420       1006   8     48.00
WA420       1006   9     56.00
WA420       1006  10     58.00
WA420       1006  11     62.00
WA420       1006  12     64.00
WA420       1006  13     60.00
WA420       1006  14     58.00
WA420       1006  15     46.00
WA420       1006  16     43.00
WA420       1006  17     47.00
WA420       1006  18     46.00
WA420       1006  19     51.00
WA420       1006  20     47.00
WA420       1006  21     55.00
WA420       1006  22     56.00
WA420       1006  23     49.00
WA420       1006  24     41.00
WA420       1006  25     40.00
WA420       1006  26     45.00
WA420       1006  27     48.00
WA420       1006  28     46.00
WA420       1006  29     43.00
WA420       1006  30     34.00
WA420       1006  31     38.00
WA420       1106   1     39.00
WA420       1106   2     41.00
WA420       1106   3     47.00
WA420       1106   4     48.00
WA420       1106   5     53.00
WA420       1106   6     54.00
WA420       1106   7     52.00
WA420       1106   8     41.00
WA420       1106   9     37.00
WA420       1106  10     37.00
WA420       1106  11     35.00
WA420       1106  12     37.00
WA420       1106  13     40.00
WA420       1106  14     37.00
WA420       1106  15     49.00
WA420       1106  16     38.00
WA420       1106  17     42.00
WA420       1106  18     42.00
WA420       1106  19     44.00
WA420       1106  20     39.00
WA420       1106  21     40.00
WA420       1106  22     35.00
WA420       1106  23     33.00
WA420       1106  24     32.00
