$ Get data for 912:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:36:44 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA912           Skookum Creek
WA912       0108  23     43.00
WA912       0108  24     37.00
WA912       0108  25     36.00
WA912       0108  26     38.00
WA912       0108  27     32.00
WA912       0108  28     30.00
WA912       0108  29     30.00
WA912       0108  30     33.00
WA912       0108  31     33.00
WA912       0208   1     30.00
WA912       0208   2     33.00
WA912       0208   3     31.00
WA912       0208   4     32.00
WA912       0208   5     35.00
WA912       0208   6     34.00
WA912       0208   7     34.00
WA912       0208   8     34.00
WA912       0208   9     39.00
WA912       0208  10     38.00
WA912       0208  11     37.00
WA912       0208  12     45.00
WA912       0208  13     34.00
WA912       0208  14     41.00
WA912       0208  15     43.00
WA912       0208  16     45.00
WA912       0208  17     50.00
WA912       0208  18     59.00
WA912       0208  19     54.00
WA912       0208  20     53.00
WA912       0208  21     54.00
WA912       0208  22     50.00
WA912       0208  23     48.00
WA912       0208  24     48.00
WA912       0208  25     44.00
WA912       0208  26     50.00
WA912       0208  27     46.00
WA912       0208  28     56.00
WA912       0208  29     57.00
WA912       0308   1     37.00
WA912       0308   2     42.00
WA912       0308   3     35.00
WA912       0308   4     53.00
WA912       0308   5     48.00
WA912       0308   6     55.00
WA912       0308   7     47.00
WA912       0308   8     48.00
WA912       0308   9     60.00
WA912       0308  10     55.00
WA912       0308  11     37.00
WA912       0308  12     52.00
WA912       0308  13     39.00
WA912       0308  14     40.00
WA912       0308  15     41.00
WA912       0308  16     38.00
WA912       0308  17     38.00
WA912       0308  18     39.00
WA912       0308  19     49.00
WA912       0308  20     42.00
WA912       0308  21     41.00
WA912       0308  22     49.00
WA912       0308  23     41.00
WA912       0308  24     50.00
WA912       0308  25     43.00
WA912       0308  26     42.00
WA912       0308  27     36.00
WA912       0308  28     33.00
WA912       0308  29     40.00
WA912       0308  30     44.00
WA912       0308  31     40.00
WA912       0408   1     54.00
WA912       0408   2     55.00
WA912       0408   3     54.00
WA912       0408   4     40.00
WA912       0408   5     44.00
WA912       0408   6     42.00
WA912       0408   7     38.00
WA912       0408   8     42.00
WA912       0408   9     54.00
WA912       0408  10     52.00
WA912       0408  11     62.00
WA912       0408  12     68.00
WA912       0408  13     57.00
WA912       0408  14     43.00
WA912       0408  15     36.00
WA912       0408  16     56.00
WA912       0408  17     48.00
WA912       0408  18     33.00
WA912       0408  19     42.00
WA912       0408  20     50.00
WA912       0408  21     57.00
WA912       0408  22     52.00
WA912       0408  23     54.00
WA912       0408  24     40.00
WA912       0408  25     54.00
WA912       0408  26     62.00
WA912       0408  27     58.00
WA912       0408  28     54.00
WA912       0408  29     50.00
WA912       0408  30     50.00
WA912       0508   1     53.00
WA912       0508   2     58.00
WA912       0508   3     44.00
WA912       0508   4     61.00
WA912       0508   5     59.00
WA912       0508   6     47.00
WA912       0508   7     41.00
WA912       0508   8     46.00
WA912       0508   9     57.00
WA912       0508  10     48.00
WA912       0508  11     44.00
WA912       0508  12     47.00
WA912       0508  13     43.00
WA912       0508  14     51.00
WA912       0508  15     68.00
WA912       0508  16     77.00
WA912       0508  17     77.00
WA912       0508  18     66.00
WA912       0508  19     68.00
WA912       0508  20     49.00
WA912       0508  21     42.00
WA912       0508  22     42.00
WA912       0508  23     55.00
WA912       0508  24     67.00
WA912       0508  25     59.00
WA912       0508  26     48.00
WA912       0508  27   -999.00
WA912       0508  28     56.00
WA912       0508  29     47.00
WA912       0508  30     60.00
WA912       0508  31     63.00
WA912       0608   1     46.00
WA912       0608   2     51.00
WA912       0608   3     47.00
WA912       0608   4     44.00
WA912       0608   5     45.00
WA912       0608   6     43.00
WA912       0608   7     42.00
WA912       0608   8     51.00
WA912       0608   9     45.00
WA912       0608  10     48.00
WA912       0608  11     42.00
WA912       0608  12     53.00
WA912       0608  13     44.00
WA912       0608  14     58.00
WA912       0608  15     63.00
WA912       0608  16     57.00
WA912       0608  17   -999.00
WA912       0608  18   -999.00
WA912       0608  19   -999.00
WA912       0608  20     66.00
WA912       0608  21     69.00
WA912       0608  22     59.00
WA912       0608  23     61.00
WA912       0608  24     63.00
WA912       0608  25     66.00
WA912       0608  26     58.00
WA912       0608  27     74.00
WA912       0608  28   -999.00
WA912       0608  29   -999.00
WA912       0608  30   -999.00
WA912       0708   1   -999.00
WA912       0708   2   -999.00
WA912       0708   3   -999.00
WA912       0708   4     52.00
WA912       0708   5     55.00
WA912       0708   6     55.00
WA912       0708   7     67.00
WA912       0708   8     76.00
WA912       0708   9   -999.00
WA912       0708  10   -999.00
WA912       0708  11   -999.00
WA912       0708  12   -999.00
WA912       0708  13     75.00
WA912       0708  14     73.00
WA912       0708  15     76.00
WA912       0708  16     72.00
WA912       0708  17     71.00
WA912       0708  18     55.00
WA912       0708  19     68.00
WA912       0708  20     74.00
WA912       0708  21     73.00
WA912       0708  22     54.00
WA912       0708  23     49.00
WA912       0708  24     70.00
WA912       0708  25     64.00
WA912       0708  26     66.00
WA912       0708  27     54.00
WA912       0708  28     67.00
WA912       0708  29     54.00
WA912       0708  30     54.00
WA912       0708  31     60.00
WA912       0808   1     56.00
WA912       0808   2     50.00
WA912       0808   3     60.00
WA912       0808   4     76.00
WA912       0808   5     83.00
WA912       0808   6     82.00
WA912       0808   7     74.00
WA912       0808   8     65.00
WA912       0808   9     57.00
WA912       0808  10     54.00
WA912       0808  11     64.00
WA912       0808  12     67.00
WA912       0808  13     69.00
WA912       0808  14     82.00
WA912       0808  15     84.00
WA912       0808  16     82.00
WA912       0808  17     83.00
WA912       0808  18     74.00
WA912       0808  19     61.00
WA912       0808  20     54.00
WA912       0808  21     50.00
WA912       0808  22     64.00
WA912       0808  23     72.00
WA912       0808  24     67.00
WA912       0808  25     53.00
WA912       0808  26     57.00
WA912       0808  27     50.00
WA912       0808  28     55.00
WA912       0808  29     60.00
WA912       0808  30     49.00
WA912       0808  31     48.00
WA912       0908   1     51.00
WA912       0908   2     58.00
WA912       0908   3     58.00
WA912       0908   4     59.00
WA912       0908   5     58.00
WA912       0908   6     58.00
WA912       0908   7     65.00
WA912       0908   8     68.00
WA912       0908   9     62.00
WA912       0908  10     63.00
WA912       0908  11     70.00
WA912       0908  12     65.00
WA912       0908  13     65.00
WA912       0908  14     70.00
WA912       0908  15     76.00
WA912       0908  16     79.00
WA912       0908  17     75.00
WA912       0908  18     58.00
WA912       0908  19     61.00
WA912       0908  20     47.00
WA912       0908  21     47.00
WA912       0908  22     45.00
WA912       0908  23     54.00
WA912       0908  24     60.00
WA912       0908  25     49.00
WA912       0908  26     58.00
WA912       0908  27     58.00
WA912       0908  28     68.00
WA912       0908  29     75.00
WA912       0908  30     75.00
WA912       1008   1     75.00
WA912       1008   2     64.00
WA912       1008   3     54.00
WA912       1008   4     53.00
WA912       1008   5     49.00
WA912       1008   6     50.00
WA912       1008   7     48.00
WA912       1008   8     42.00
WA912       1008   9     40.00
WA912       1008  10     45.00
WA912       1008  11     45.00
WA912       1008  12     48.00
WA912       1008  13     48.00
WA912       1008  14     44.00
WA912       1008  15     45.00
WA912       1008  16     48.00
WA912       1008  17     57.00
WA912       1008  18     47.00
WA912       1008  19     52.00
WA912       1008  20     47.00
WA912       1008  21     46.00
WA912       1008  22     59.00
WA912       1008  23     49.00
WA912       1008  24     44.00
WA912       1008  25     49.00
WA912       1008  26     58.00
WA912       1008  27     64.00
WA912       1008  28     61.00
WA912       1008  29     56.00
WA912       1008  30     59.00
WA912       1008  31     58.00
WA912       1108   1     54.00
WA912       1108   2     47.00
WA912       1108   3     47.00
WA912       1108   4     40.00
WA912       1108   5     40.00
WA912       1108   6     49.00
WA912       1108   7     49.00
WA912       1108   8     49.00
WA912       1108   9     44.00
WA912       1108  10     41.00
WA912       1108  11     48.00
WA912       1108  12     49.00
WA912       1108  13     42.00
WA912       1108  14     48.00
WA912       1108  15     56.00
WA912       1108  16     58.00
WA912       1108  17     61.00
WA912       1108  18     44.00
WA912       1108  19     51.00
WA912       1108  20     51.00
WA912       1108  21     41.00
WA912       1108  22     36.00
WA912       1108  23     43.00
WA912       1108  24     49.00
WA912       1108  25     47.00
WA912       1108  26     45.00
WA912       1108  27     45.00
WA912       1108  28     42.00
WA912       1108  29     47.00
WA912       1108  30     58.00
WA912       1208   1     56.00
WA912       1208   2     42.00
WA912       1208   3     40.00
WA912       1208   4     45.00
WA912       1208   5     49.00
WA912       1208   6     48.00
WA912       1208   7     40.00
WA912       1208   8     36.00
WA912       1208   9     38.00
WA912       1208  10     40.00
WA912       1208  11     45.00
WA912       1208  12     42.00
WA912       1208  13     31.00
WA912       1208  14     23.00
WA912       1208  15     21.00
WA912       1208  16     24.00
WA912       1208  17     29.00
WA912       1208  18     25.00
WA912       1208  19     18.00
WA912       1208  20     23.00
WA912       1208  21     32.00
WA912       1208  22     31.00
WA912       1208  23     27.00
WA912       1208  24     29.00
WA912       1208  25     28.00
WA912       1208  26     34.00
WA912       1208  27     37.00
WA912       1208  28     33.00
WA912       1208  29     33.00
WA912       1208  30     32.00
WA912       1208  31     35.00
WA912       0109   1     37.00
WA912       0109   2     29.00
WA912       0109   3     28.00
WA912       0109   4     33.00
WA912       0109   5     36.00
WA912       0109   6     43.00
WA912       0109   7     43.00
WA912       0109   8     40.00
WA912       0109   9     33.00
WA912       0109  10     35.00
WA912       0109  11     40.00
WA912       0109  12     41.00
WA912       0109  13     42.00
WA912       0109  14     53.00
WA912       0109  15     61.00
WA912       0109  16     59.00
WA912       0109  17     61.00
WA912       0109  18     59.00
WA912       0109  19     59.00
WA912       0109  20     54.00
WA912       0109  21     49.00
WA912       0109  22     46.00
WA912       0109  23     45.00
WA912       0109  24     39.00
WA912       0109  25     30.00
WA912       0109  26     30.00
WA912       0109  27     34.00
WA912       0109  28     34.00
WA912       0109  29     40.00
WA912       0109  30     54.00
WA912       0109  31     33.00
WA912       0209   1     41.00
WA912       0209   2     49.00
WA912       0209   3     59.00
WA912       0209   4     55.00
WA912       0209   5     51.00
WA912       0209   6     37.00
WA912       0209   7     44.00
WA912       0209   8     47.00
WA912       0209   9     33.00
WA912       0209  10     29.00
WA912       0209  11     42.00
WA912       0209  12     37.00
WA912       0209  13     36.00
WA912       0209  14     39.00
WA912       0209  15     40.00
WA912       0209  16     45.00
WA912       0209  17     41.00
WA912       0209  18     42.00
WA912       0209  19     50.00
WA912       0209  20     47.00
WA912       0209  21     53.00
WA912       0209  22     50.00
WA912       0209  23     48.00
WA912       0209  24     38.00
WA912       0209  25     35.00
WA912       0209  26     27.00
WA912       0209  27     39.00
WA912       0209  28     46.00
WA912       0309   1     49.00
WA912       0309   2     51.00
WA912       0309   3     46.00
WA912       0309   4     43.00
WA912       0309   5     33.00
WA912       0309   6     38.00
WA912       0309   7     31.00
WA912       0309   8     36.00
WA912       0309   9     30.00
WA912       0309  10     33.00
WA912       0309  11     39.00
WA912       0309  12     46.00
WA912       0309  13     52.00
WA912       0309  14     36.00
WA912       0309  15     34.00
WA912       0309  16     33.00
WA912       0309  17     36.00
WA912       0309  18     40.00
WA912       0309  19     41.00
WA912       0309  20     48.00
WA912       0309  21     51.00
WA912       0309  22     38.00
WA912       0309  23     37.00
WA912       0309  24     35.00
WA912       0309  25     39.00
WA912       0309  26     46.00
WA912       0309  27     38.00
WA912       0309  28     35.00
WA912       0309  29     35.00
WA912       0309  30     35.00
WA912       0309  31     35.00
WA912       0409   1     35.00
WA912       0409   2     37.00
WA912       0409   3     41.00
WA912       0409   4     50.00
WA912       0409   5     56.00
WA912       0409   6     59.00
WA912       0409   7     62.00
WA912       0409   8     45.00
WA912       0409   9     50.00
WA912       0409  10     42.00
WA912       0409  11     39.00
WA912       0409  12     41.00
WA912       0409  13     38.00
WA912       0409  14     43.00
WA912       0409  15     47.00
WA912       0409  16     54.00
WA912       0409  17     45.00
WA912       0409  18     51.00
WA912       0409  19     55.00
WA912       0409  20     59.00
WA912       0409  21     60.00
WA912       0409  22     43.00
WA912       0409  23     44.00
WA912       0409  24     50.00
WA912       0409  25     42.00
WA912       0409  26     46.00
WA912       0409  27     51.00
WA912       0409  28     46.00
WA912       0409  29     48.00
WA912       0409  30     54.00
WA912       0509   1     58.00
WA912       0509   2     52.00
WA912       0509   3     51.00
WA912       0509   4     53.00
WA912       0509   5     43.00
WA912       0509   6     42.00
WA912       0509   7     40.00
WA912       0509   8     49.00
WA912       0509   9     56.00
WA912       0509  10     61.00
WA912       0509  11     46.00
WA912       0509  12     42.00
WA912       0509  13     47.00
WA912       0509  14     45.00
WA912       0509  15     56.00
WA912       0509  16     64.00
WA912       0509  17     63.00
WA912       0509  18     61.00
WA912       0509  19     42.00
WA912       0509  20     49.00
WA912       0509  21     58.00
WA912       0509  22     63.00
WA912       0509  23     60.00
WA912       0509  24     58.00
WA912       0509  25     60.00
WA912       0509  26     48.00
WA912       0509  27     58.00
WA912       0509  28     66.00
WA912       0509  29     71.00
WA912       0509  30     66.00
WA912       0509  31     69.00
WA912       0609   1     73.00
WA912       0609   2     71.00
WA912       0609   3     75.00
WA912       0609   4     77.00
WA912       0609   5     61.00
WA912       0609   6     48.00
WA912       0609   7     49.00
WA912       0609   8     60.00
WA912       0609   9     67.00
WA912       0609  10     62.00
WA912       0609  11     61.00
WA912       0609  12     62.00
WA912       0609  13     67.00
WA912       0609  14     52.00
WA912       0609  15     54.00
WA912       0609  16     65.00
WA912       0609  17     53.00
WA912       0609  18     59.00
WA912       0609  19     52.00
WA912       0609  20     47.00
WA912       0609  21     49.00
WA912       0609  22     49.00
WA912       0609  23     63.00
WA912       0609  24     69.00
WA912       0609  25     49.00
WA912       0609  26     58.00
WA912       0609  27     69.00
WA912       0609  28     60.00
WA912       0609  29     64.00
WA912       0609  30     65.00
WA912       0709   1     71.00
WA912       0709   2     79.00
WA912       0709   3     79.00
WA912       0709   4     77.00
WA912       0709   5     77.00
WA912       0709   6     49.00
WA912       0709   7     50.00
WA912       0709   8     51.00
WA912       0709   9     62.00
WA912       0709  10     74.00
WA912       0709  11     79.00
WA912       0709  12     60.00
WA912       0709  13     48.00
WA912       0709  14     55.00
WA912       0709  15     71.00
WA912       0709  16     76.00
WA912       0709  17     79.00
WA912       0709  18     71.00
WA912       0709  19     68.00
WA912       0709  20     77.00
WA912       0709  21     79.00
WA912       0709  22     73.00
WA912       0709  23     56.00
WA912       0709  24     70.00
WA912       0709  25     74.00
WA912       0709  26     79.00
WA912       0709  27     86.00
WA912       0709  28     89.00
WA912       0709  29     87.00
WA912       0709  30     90.00
WA912       0709  31     80.00
WA912       0809   1     82.00
WA912       0809   2     82.00
WA912       0809   3     77.00
WA912       0809   4     71.00
WA912       0809   5     62.00
WA912       0809   6     54.00
WA912       0809   7     50.00
WA912       0809   8     53.00
WA912       0809   9     62.00
WA912       0809  10     57.00
WA912       0809  11     57.00
WA912       0809  12     59.00
WA912       0809  13     52.00
WA912       0809  14     50.00
WA912       0809  15     53.00
WA912       0809  16     61.00
WA912       0809  17     70.00
WA912       0809  18     73.00
WA912       0809  19   -999.00
WA912       0809  20     76.00
WA912       0809  21     54.00
WA912       0809  22     62.00
WA912       0809  23     60.00
WA912       0809  24     66.00
WA912       0809  25     60.00
WA912       0809  26     69.00
WA912       0809  27     82.00
WA912       0809  28     70.00
WA912       0809  29     55.00
WA912       0809  30     67.00
WA912       0809  31     67.00
WA912       0909   1     66.00
WA912       0909   2     69.00
WA912       0909   3     56.00
WA912       0909   4     66.00
WA912       0909   5     60.00
WA912       0909   6     49.00
WA912       0909   7     46.00
WA912       0909   8     59.00
WA912       0909   9     59.00
WA912       0909  10     65.00
WA912       0909  11     76.00
WA912       0909  12     79.00
WA912       0909  13     74.00
WA912       0909  14     59.00
WA912       0909  15     67.00
WA912       0909  16     66.00
WA912       0909  17     60.00
WA912       0909  18     72.00
WA912       0909  19     57.00
WA912       0909  20     55.00
WA912       0909  21     71.00
WA912       0909  22     78.00
WA912       0909  23     78.00
WA912       0909  24     58.00
WA912       0909  25     62.00
WA912       0909  26     55.00
WA912       0909  27     63.00
WA912       0909  28     59.00
WA912       0909  29     41.00
WA912       0909  30     43.00
WA912       1009   1     46.00
WA912       1009   2     44.00
WA912       1009   3     44.00
WA912       1009   4     54.00
WA912       1009   5     54.00
WA912       1009   6     53.00
WA912       1009   7     53.00
WA912       1009   8     54.00
WA912       1009   9     48.00
WA912       1009  10     47.00
WA912       1009  11     45.00
WA912       1009  12     38.00
WA912       1009  13     46.00
WA912       1009  14     49.00
WA912       1009  15     53.00
WA912       1009  16     57.00
WA912       1009  17     56.00
WA912       1009  18     50.00
WA912       1009  19     48.00
WA912       1009  20     50.00
WA912       1009  21     50.00
WA912       1009  22     46.00
WA912       1009  23     49.00
WA912       1009  24     45.00
WA912       1009  25     48.00
WA912       1009  26     47.00
WA912       1009  27     36.00
WA912       1009  28     40.00
WA912       1009  29     47.00
WA912       1009  30     48.00
WA912       1009  31     48.00
WA912       1109   1     43.00
WA912       1109   2     47.00
WA912       1109   3     51.00
WA912       1109   4     55.00
WA912       1109   5     54.00
WA912       1109   6     38.00
WA912       1109   7     35.00
WA912       1109   8     40.00
WA912       1109   9     43.00
WA912       1109  10     43.00
WA912       1109  11     39.00
WA912       1109  12     42.00
WA912       1109  13     35.00
WA912       1109  14     34.00
WA912       1109  15     43.00
WA912       1109  16     47.00
WA912       1109  17     44.00
WA912       1109  18     36.00
WA912       1109  19     45.00
WA912       1109  20     45.00
WA912       1109  21     37.00
WA912       1109  22     37.00
WA912       1109  23     40.00
WA912       1109  24     49.00
WA912       1109  25     50.00
WA912       1109  26     47.00
WA912       1109  27     38.00
WA912       1109  28     39.00
WA912       1109  29     41.00
WA912       1109  30     40.00
WA912       1209   1     37.00
WA912       1209   2     44.00
WA912       1209   3     45.00
WA912       1209   4     37.00
WA912       1209   5     31.00
WA912       1209   6     26.00
WA912       1209   7     18.00
WA912       1209   8     19.00
WA912       1209   9     27.00
WA912       1209  10     28.00
WA912       1209  11     30.00
WA912       1209  12     33.00
WA912       1209  13     28.00
WA912       1209  14     36.00
WA912       1209  15     42.00
WA912       1209  16     42.00
WA912       1209  17     44.00
WA912       1209  18     48.00
WA912       1209  19     45.00
WA912       1209  20     47.00
WA912       1209  21     42.00
WA912       1209  22     31.00
WA912       1209  23     34.00
WA912       1209  24     47.00
WA912       1209  25     53.00
WA912       1209  26     44.00
WA912       1209  27     40.00
WA912       1209  28     42.00
WA912       1209  29     40.00
WA912       1209  30     34.00
WA912       1209  31     43.00
WA912       0110   1     43.00
WA912       0110   2     37.00
WA912       0110   3     43.00
WA912       0110   4     44.00
WA912       0110   5     43.00
WA912       0110   6     42.00
WA912       0110   7     46.00
WA912       0110   8     46.00
WA912       0110   9     48.00
WA912       0110  10     48.00
WA912       0110  11     51.00
WA912       0110  12     46.00
WA912       0110  13     46.00
WA912       0110  14     42.00
WA912       0110  15     47.00
WA912       0110  16     42.00
WA912       0110  17     44.00
WA912       0110  18     46.00
WA912       0110  19     47.00
WA912       0110  20     43.00
WA912       0110  21     43.00
WA912       0110  22     44.00
WA912       0110  23     36.00
WA912       0110  24     39.00
WA912       0110  25     40.00
WA912       0110  26     42.00
WA912       0110  27     41.00
WA912       0110  28     47.00
WA912       0110  29     49.00
WA912       0110  30     40.00
WA912       0110  31     38.00
WA912       0210   1     43.00
WA912       0210   2     43.00
WA912       0210   3     41.00
WA912       0210   4     45.00
WA912       0210   5     45.00
WA912       0210   6     45.00
WA912       0210   7     39.00
WA912       0210   8     44.00
WA912       0210   9     43.00
WA912       0210  10     40.00
WA912       0210  11     44.00
WA912       0210  12     41.00
WA912       0210  13     44.00
WA912       0210  14     42.00
WA912       0210  15     46.00
WA912       0210  16     43.00
WA912       0210  17     44.00
WA912       0210  18     47.00
WA912       0210  19     46.00
WA912       0210  20     44.00
WA912       0210  21     46.00
WA912       0210  22     50.00
WA912       0210  23     46.00
WA912       0210  24     38.00
WA912       0210  25     43.00
WA912       0210  26     43.00
WA912       0210  27     50.00
WA912       0210  28     48.00
WA912       0310   1     54.00
WA912       0310   2     50.00
WA912       0310   3     40.00
WA912       0310   4     42.00
WA912       0310   5     48.00
WA912       0310   6     52.00
WA912       0310   7     47.00
WA912       0310   8     41.00
WA912       0310   9     37.00
WA912       0310  10     37.00
WA912       0310  11     36.00
WA912       0310  12     40.00
WA912       0310  13     38.00
WA912       0310  14     47.00
WA912       0310  15     54.00
WA912       0310  16     52.00
WA912       0310  17     42.00
WA912       0310  18     47.00
WA912       0310  19     51.00
WA912       0310  20     57.00
WA912       0310  21     42.00
WA912       0310  22     44.00
WA912       0310  23     51.00
WA912       0310  24     57.00
WA912       0310  25     47.00
WA912       0310  26     39.00
WA912       0310  27     50.00
WA912       0310  28     48.00
WA912       0310  29     41.00
WA912       0310  30     38.00
WA912       0310  31     48.00
WA912       0410   1     37.00
WA912       0410   2     34.00
WA912       0410   3     34.00
WA912       0410   4     40.00
WA912       0410   5     47.00
WA912       0410   6     36.00
WA912       0410   7     38.00
WA912       0410   8     35.00
WA912       0410   9     39.00
WA912       0410  10     42.00
WA912       0410  11     52.00
WA912       0410  12     47.00
WA912       0410  13     40.00
WA912       0410  14     53.00
WA912       0410  15     53.00
WA912       0410  16     59.00
WA912       0410  17     50.00
WA912       0410  18     60.00
WA912       0410  19     66.00
WA912       0410  20     51.00
WA912       0410  21     42.00
WA912       0410  22     50.00
WA912       0410  23     53.00
WA912       0410  24     38.00
WA912       0410  25     52.00
WA912       0410  26     52.00
WA912       0410  27     47.00
WA912       0410  28     40.00
WA912       0410  29     43.00
WA912       0410  30     42.00
WA912       0510   1     43.00
WA912       0510   2     38.00
WA912       0510   3     39.00
WA912       0510   4     44.00
WA912       0510   5     37.00
WA912       0510   6     51.00
WA912       0510   7     56.00
WA912       0510   8     54.00
WA912       0510   9     59.00
WA912       0510  10     47.00
WA912       0510  11     51.00
WA912       0510  12     52.00
WA912       0510  13     61.00
WA912       0510  14     63.00
WA912       0510  15     64.00
WA912       0510  16     64.00
WA912       0510  17     61.00
WA912       0510  18     49.00
WA912       0510  19     58.00
WA912       0510  20     39.00
WA912       0510  21     45.00
WA912       0510  22     43.00
WA912       0510  23     44.00
WA912       0510  24     50.00
WA912       0510  25     53.00
WA912       0510  26     50.00
WA912       0510  27     46.00
WA912       0510  28     43.00
WA912       0510  29     41.00
WA912       0510  30     48.00
WA912       0510  31     48.00
WA912       0610   1     51.00
WA912       0610   2     51.00
WA912       0610   3     54.00
WA912       0610   4     45.00
WA912       0610   5     61.00
WA912       0610   6     54.00
WA912       0610   7     48.00
WA912       0610   8     62.00
WA912       0610   9     50.00
WA912       0610  10     48.00
WA912       0610  11     49.00
WA912       0610  12     68.00
WA912       0610  13     62.00
WA912       0610  14     55.00
WA912       0610  15     47.00
WA912       0610  16     45.00
WA912       0610  17     44.00
WA912       0610  18     64.00
WA912       0610  19     49.00
WA912       0610  20     46.00
WA912       0610  21     48.00
WA912       0610  22     62.00
WA912       0610  23     67.00
WA912       0610  24     67.00
WA912       0610  25     56.00
WA912       0610  26     61.00
WA912       0610  27     62.00
WA912       0610  28     59.00
WA912       0610  29     53.00
WA912       0610  30     57.00
WA912       0710   1     50.00
WA912       0710   2     50.00
WA912       0710   3     50.00
WA912       0710   4     48.00
WA912       0710   5     52.00
WA912       0710   6     71.00
WA912       0710   7     81.00
WA912       0710   8     84.00
WA912       0710   9     81.00
WA912       0710  10     74.00
WA912       0710  11     70.00
WA912       0710  12     53.00
WA912       0710  13     57.00
WA912       0710  14     70.00
WA912       0710  15     71.00
WA912       0710  16     62.00
WA912       0710  17     66.00
WA912       0710  18     63.00
WA912       0710  19     59.00
WA912       0710  20     63.00
WA912       0710  21     72.00
WA912       0710  22     59.00
WA912       0710  23     71.00
WA912       0710  24     76.00
WA912       0710  25     77.00
WA912       0710  26     76.00
WA912       0710  27     74.00
WA912       0710  28     72.00
WA912       0710  29     69.00
WA912       0710  30     69.00
WA912       0710  31     66.00
WA912       0810   1     60.00
WA912       0810   2     65.00
WA912       0810   3     66.00
WA912       0810   4     74.00
WA912       0810   5     76.00
WA912       0810   6     65.00
WA912       0810   7     55.00
WA912       0810   8     54.00
WA912       0810   9     53.00
WA912       0810  10     54.00
WA912       0810  11     65.00
WA912       0810  12     68.00
WA912       0810  13     76.00
WA912       0810  14     78.00
WA912       0810  15     83.00
WA912       0810  16     82.00
WA912       0810  17     81.00
WA912       0810  18     65.00
WA912       0810  19     53.00
WA912       0810  20     59.00
WA912       0810  21     56.00
WA912       0810  22     52.00
WA912       0810  23     63.00
WA912       0810  24     76.00
WA912       0810  25     78.00
WA912       0810  26     63.00
WA912       0810  27     53.00
WA912       0810  28     54.00
WA912       0810  29     50.00
WA912       0810  30     58.00
WA912       0810  31     49.00
WA912       0910   1     57.00
WA912       0910   2     70.00
WA912       0910   3     74.00
WA912       0910   4     52.00
WA912       0910   5     49.00
WA912       0910   6     49.00
WA912       0910   7     52.00
WA912       0910   8     49.00
WA912       0910   9     47.00
WA912       0910  10     49.00
WA912       0910  11     55.00
WA912       0910  12     53.00
WA912       0910  13     60.00
WA912       0910  14     61.00
WA912       0910  15     63.00
WA912       0910  16     58.00
WA912       0910  17     63.00
WA912       0910  18     64.00
WA912       0910  19     53.00
WA912       0910  20     48.00
WA912       0910  21     51.00
WA912       0910  22     61.00
WA912       0910  23     47.00
WA912       0910  24     58.00
WA912       0910  25     67.00
WA912       0910  26     58.00
WA912       0910  27     61.00
WA912       0910  28     61.00
WA912       0910  29     63.00
WA912       0910  30     70.00
WA912       1010   1     71.00
WA912       1010   2     56.00
WA912       1010   3     49.00
WA912       1010   4     48.00
WA912       1010   5     54.00
WA912       1010   6     65.00
WA912       1010   7     61.00
WA912       1010   8     55.00
WA912       1010   9     56.00
WA912       1010  10     55.00
WA912       1010  11     51.00
WA912       1010  12     57.00
WA912       1010  13     67.00
WA912       1010  14     57.00
WA912       1010  15     46.00
WA912       1010  16     49.00
WA912       1010  17     51.00
WA912       1010  18     55.00
WA912       1010  19     59.00
WA912       1010  20     62.00
WA912       1010  21     58.00
WA912       1010  22     50.00
WA912       1010  23     50.00
WA912       1010  24     44.00
WA912       1010  25     39.00
WA912       1010  26     38.00
WA912       1010  27     46.00
WA912       1010  28     46.00
WA912       1010  29     46.00
WA912       1010  30     45.00
WA912       1010  31     45.00
WA912       1110   1     50.00
WA912       1110   2     54.00
WA912       1110   3     60.00
WA912       1110   4     64.00
WA912       1110   5     53.00
WA912       1110   6     48.00
WA912       1110   7     43.00
WA912       1110   8     36.00
WA912       1110   9     36.00
WA912       1110  10     42.00
WA912       1110  11     43.00
WA912       1110  12     38.00
WA912       1110  13     41.00
WA912       1110  14     45.00
WA912       1110  15     46.00
WA912       1110  16     38.00
WA912       1110  17     40.00
WA912       1110  18     33.00
WA912       1110  19     35.00
WA912       1110  20     35.00
WA912       1110  21     30.00
WA912       1110  22     24.00
WA912       1110  23     16.00
WA912       1110  24     23.00
WA912       1110  25     39.00
WA912       1110  26     38.00
WA912       1110  27     36.00
WA912       1110  28     33.00
WA912       1110  29     36.00
WA912       1110  30     38.00
WA912       1210   1     40.00
WA912       1210   2     38.00
WA912       1210   3     40.00
WA912       1210   4     38.00
WA912       1210   5     44.00
WA912       1210   6     46.00
WA912       1210   7     45.00
WA912       1210   8     41.00
WA912       1210   9     37.00
WA912       1210  10     35.00
WA912       1210  11     45.00
WA912       1210  12     47.00
WA912       1210  13     44.00
WA912       1210  14     41.00
WA912       1210  15     32.00
WA912       1210  16     36.00
WA912       1210  17     34.00
WA912       1210  18     35.00
WA912       1210  19     34.00
WA912       1210  20     36.00
WA912       1210  21     40.00
