$ Get data for 912:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:36:44 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA912           Skookum Creek
WA912       0104   4     13.00
WA912       0104   5     20.00
WA912       0104   6     33.00
WA912       0104   7     38.00
WA912       0104   8     44.00
WA912       0104   9     48.00
WA912       0104  10     44.00
WA912       0104  11     48.00
WA912       0104  12     49.00
WA912       0104  13     49.00
WA912       0104  14     48.00
WA912       0104  15     41.00
WA912       0104  16     45.00
WA912       0104  17     49.00
WA912       0104  18     42.00
WA912       0104  19     46.00
WA912       0104  20     42.00
WA912       0104  21     46.00
WA912       0104  22     48.00
WA912       0104  23     40.00
WA912       0104  24     33.00
WA912       0104  25   -999.00
WA912       0104  26     32.00
WA912       0104  27     37.00
WA912       0104  28     38.00
WA912       0104  29     42.00
WA912       0104  30     40.00
WA912       0104  31     31.00
WA912       0204   1     32.00
WA912       0204   2     35.00
WA912       0204   3     39.00
WA912       0204   4     34.00
WA912       0204   5     40.00
WA912       0204   6     39.00
WA912       0204   7     34.00
WA912       0204   8     34.00
WA912       0204   9     41.00
WA912       0204  10     50.00
WA912       0204  11     52.00
WA912       0204  12     53.00
WA912       0204  13     58.00
WA912       0204  14     38.00
WA912       0204  15     36.00
WA912       0204  16     40.00
WA912       0204  17     41.00
WA912       0204  18     37.00
WA912       0204  19     36.00
WA912       0204  20     49.00
WA912       0204  21     46.00
WA912       0204  22     49.00
WA912       0204  23     51.00
WA912       0204  24     43.00
WA912       0204  25     38.00
WA912       0204  26     46.00
WA912       0204  27     39.00
WA912       0204  28     35.00
WA912       0204  29     54.00
WA912       0304   1     47.00
WA912       0304   2     41.00
WA912       0304   3     33.00
WA912       0304   4     38.00
WA912       0304   5     33.00
WA912       0304   6     38.00
WA912       0304   7     44.00
WA912       0304   8     68.00
WA912       0304   9     51.00
WA912       0304  10     55.00
WA912       0304  11     62.00
WA912       0304  12     41.00
WA912       0304  13     54.00
WA912       0304  14     42.00
WA912       0304  15     44.00
WA912       0304  16     48.00
WA912       0304  17     43.00
WA912       0304  18     41.00
WA912       0304  19     36.00
WA912       0304  20     51.00
WA912       0304  21     66.00
WA912       0304  22     63.00
WA912       0304  23     47.00
WA912       0304  24     41.00
WA912       0304  25     40.00
WA912       0304  26     38.00
WA912       0304  27     37.00
WA912       0304  28     62.00
WA912       0304  29     67.00
WA912       0304  30     40.00
WA912       0304  31     44.00
WA912       0404   1     49.00
WA912       0404   2     61.00
WA912       0404   3     66.00
WA912       0404   4     52.00
WA912       0404   5     44.00
WA912       0404   6     58.00
WA912       0404   7     44.00
WA912       0404   8     58.00
WA912       0404   9     64.00
WA912       0404  10     71.00
WA912       0404  11     70.00
WA912       0404  12     59.00
WA912       0404  13     55.00
WA912       0404  14     43.00
WA912       0404  15     44.00
WA912       0404  16     47.00
WA912       0404  17     49.00
WA912       0404  18     51.00
WA912       0404  19     54.00
WA912       0404  20     48.00
WA912       0404  21     53.00
WA912       0404  22     62.00
WA912       0404  23     48.00
WA912       0404  24     52.00
WA912       0404  25     67.00
WA912       0404  26     75.00
WA912       0404  27     57.00
WA912       0404  28     57.00
WA912       0404  29     66.00
WA912       0404  30     72.00
WA912       0504   1     73.00
WA912       0504   2     60.00
WA912       0504   3     62.00
WA912       0504   4     44.00
WA912       0504   5     50.00
WA912       0504   6     61.00
WA912       0504   7     54.00
WA912       0504   8     48.00
WA912       0504   9     50.00
WA912       0504  10     45.00
WA912       0504  11     46.00
WA912       0504  12     51.00
WA912       0504  13     58.00
WA912       0504  14     63.00
WA912       0504  15     48.00
WA912       0504  16     45.00
WA912       0504  17     60.00
WA912       0504  18     62.00
WA912       0504  19     46.00
WA912       0504  20     49.00
WA912       0504  21     46.00
WA912       0504  22     46.00
WA912       0504  23     51.00
WA912       0504  24     60.00
WA912       0504  25     63.00
WA912       0504  26     50.00
WA912       0504  27     47.00
WA912       0504  28     42.00
WA912       0504  29     42.00
WA912       0504  30     47.00
WA912       0504  31     45.00
WA912       0604   1     55.00
WA912       0604   2     68.00
WA912       0604   3     75.00
WA912       0604   4     75.00
WA912       0604   5     51.00
WA912       0604   6     57.00
WA912       0604   7     51.00
WA912       0604   8     66.00
WA912       0604   9     50.00
WA912       0604  10     45.00
WA912       0604  11     41.00
WA912       0604  12     54.00
WA912       0604  13     47.00
WA912       0604  14     47.00
WA912       0604  15     64.00
WA912       0604  16     74.00
WA912       0604  17     78.00
WA912       0604  18     76.00
WA912       0604  19     75.00
WA912       0604  20     79.00
WA912       0604  21     83.00
WA912       0604  22     76.00
WA912       0604  23     55.00
WA912       0604  24     55.00
WA912       0604  25     55.00
WA912       0604  26     67.00
WA912       0604  27     67.00
WA912       0604  28     71.00
WA912       0604  29     72.00
WA912       0604  30     73.00
WA912       0704   1     72.00
WA912       0704   2     66.00
WA912       0704   3     53.00
WA912       0704   4     53.00
WA912       0704   5     69.00
WA912       0704   6     57.00
WA912       0704   7     55.00
WA912       0704   8     62.00
WA912       0704   9     54.00
WA912       0704  10     53.00
WA912       0704  11     68.00
WA912       0704  12     81.00
WA912       0704  13     77.00
WA912       0704  14     79.00
WA912       0704  15     71.00
WA912       0704  16     78.00
WA912       0704  17     76.00
WA912       0704  18     79.00
WA912       0704  19     70.00
WA912       0704  20     65.00
WA912       0704  21     72.00
WA912       0704  22   -999.00
WA912       0704  23     87.00
WA912       0704  24     89.00
WA912       0704  25     67.00
WA912       0704  26     74.00
WA912       0704  27     77.00
WA912       0704  28     77.00
WA912       0704  29     78.00
WA912       0704  30     68.00
WA912       0704  31     74.00
WA912       0804   1     76.00
WA912       0804   2     72.00
WA912       0804   3     60.00
WA912       0804   4     67.00
WA912       0804   5     59.00
WA912       0804   6     58.00
WA912       0804   7     63.00
WA912       0804   8     77.00
WA912       0804   9     84.00
WA912       0804  10     80.00
WA912       0804  11     82.00
WA912       0804  12     81.00
WA912       0804  13     82.00
WA912       0804  14     86.00
WA912       0804  15     76.00
WA912       0804  16     74.00
WA912       0804  17     74.00
WA912       0804  18     75.00
WA912       0804  19     77.00
WA912       0804  20     75.00
WA912       0804  21     67.00
WA912       0804  22     56.00
WA912       0804  23     59.00
WA912       0804  24     53.00
WA912       0804  25     51.00
WA912       0804  26     56.00
WA912       0804  27     54.00
WA912       0804  28     60.00
WA912       0804  29     67.00
WA912       0804  30     73.00
WA912       0804  31     74.00
WA912       0904   1     57.00
WA912       0904   2     53.00
WA912       0904   3     58.00
WA912       0904   4     53.00
WA912       0904   5     59.00
WA912       0904   6     62.00
WA912       0904   7     63.00
WA912       0904   8     63.00
WA912       0904   9     60.00
WA912       0904  10     64.00
WA912       0904  11     56.00
WA912       0904  12     52.00
WA912       0904  13     48.00
WA912       0904  14     55.00
WA912       0904  15     50.00
WA912       0904  16     52.00
WA912       0904  17     54.00
WA912       0904  18     44.00
WA912       0904  19     49.00
WA912       0904  20     49.00
WA912       0904  21     57.00
WA912       0904  22     54.00
WA912       0904  23     58.00
WA912       0904  24     69.00
WA912       0904  25     68.00
WA912       0904  26     62.00
WA912       0904  27     76.00
WA912       0904  28     73.00
WA912       0904  29     53.00
WA912       0904  30     56.00
WA912       1004   1     68.00
WA912       1004   2     70.00
WA912       1004   3     72.00
WA912       1004   4     70.00
WA912       1004   5     70.00
WA912       1004   6     53.00
WA912       1004   7     58.00
WA912       1004   8     55.00
WA912       1004   9     44.00
WA912       1004  10     52.00
WA912       1004  11     58.00
WA912       1004  12     59.00
WA912       1004  13     68.00
WA912       1004  14     63.00
WA912       1004  15     52.00
WA912       1004  16     48.00
WA912       1004  17     50.00
WA912       1004  18     43.00
WA912       1004  19     47.00
WA912       1004  20     50.00
WA912       1004  21     40.00
WA912       1004  22     43.00
WA912       1004  23     38.00
WA912       1004  24     39.00
WA912       1004  25     47.00
WA912       1004  26     48.00
WA912       1004  27     57.00
WA912       1004  28     41.00
WA912       1004  29     43.00
WA912       1004  30     41.00
WA912       1004  31     38.00
WA912       1104   1     47.00
WA912       1104   2     46.00
WA912       1104   3     37.00
WA912       1104   4     49.00
WA912       1104   5     54.00
WA912       1104   6     50.00
WA912       1104   7     56.00
WA912       1104   8     63.00
WA912       1104   9     49.00
WA912       1104  10     58.00
WA912       1104  11     55.00
WA912       1104  12     54.00
WA912       1104  13     46.00
WA912       1104  14     53.00
WA912       1104  15     53.00
WA912       1104  16     41.00
WA912       1104  17     44.00
WA912       1104  18     41.00
WA912       1104  19     41.00
WA912       1104  20     39.00
WA912       1104  21     44.00
WA912       1104  22     42.00
WA912       1104  23     44.00
WA912       1104  24     46.00
WA912       1104  25     44.00
WA912       1104  26     39.00
WA912       1104  27     35.00
WA912       1104  28     32.00
WA912       1104  29     36.00
WA912       1104  30     37.00
WA912       1204   1     38.00
WA912       1204   2     37.00
WA912       1204   3     36.00
WA912       1204   4     40.00
WA912       1204   5     34.00
WA912       1204   6     34.00
WA912       1204   7     36.00
WA912       1204   8     36.00
WA912       1204   9     47.00
WA912       1204  10     48.00
WA912       1204  11     44.00
WA912       1204  12     48.00
WA912       1204  13     49.00
WA912       1204  14     42.00
WA912       1204  15     48.00
WA912       1204  16     54.00
WA912       1204  17     51.00
WA912       1204  18     56.00
WA912       1204  19     56.00
WA912       1204  20     35.00
WA912       1204  21     36.00
WA912       1204  22     38.00
WA912       1204  23     42.00
WA912       1204  24     45.00
WA912       1204  25     41.00
WA912       1204  26     39.00
WA912       1204  27     48.00
WA912       1204  28     50.00
WA912       1204  29     42.00
WA912       1204  30     38.00
WA912       1204  31     37.00
WA912       0105   1     36.00
WA912       0105   2     34.00
WA912       0105   3     32.00
WA912       0105   4     33.00
WA912       0105   5     36.00
WA912       0105   6     31.00
WA912       0105   7     35.00
WA912       0105   8     33.00
WA912       0105   9     35.00
WA912       0105  10     33.00
WA912       0105  11     31.00
WA912       0105  12     32.00
WA912       0105  13     30.00
WA912       0105  14     29.00
WA912       0105  15     40.00
WA912       0105  16     44.00
WA912       0105  17     48.00
WA912       0105  18     50.00
WA912       0105  19     54.00
WA912       0105  20     51.00
WA912       0105  21     53.00
WA912       0105  22     52.00
WA912       0105  23     54.00
WA912       0105  24     54.00
WA912       0105  25     56.00
WA912       0105  26     52.00
WA912       0105  27     43.00
WA912       0105  28     45.00
WA912       0105  29     40.00
WA912       0105  30     46.00
WA912       0105  31     43.00
WA912       0205   1     48.00
WA912       0205   2     54.00
WA912       0205   3     54.00
WA912       0205   4     44.00
WA912       0205   5     33.00
WA912       0205   6     34.00
WA912       0205   7     41.00
WA912       0205   8     47.00
WA912       0205   9     48.00
WA912       0205  10     54.00
WA912       0205  11     53.00
WA912       0205  12     38.00
WA912       0205  13     33.00
WA912       0205  14     40.00
WA912       0205  15     41.00
WA912       0205  16     47.00
WA912       0205  17     52.00
WA912       0205  18     52.00
WA912       0205  19     47.00
WA912       0205  20     51.00
WA912       0205  21     54.00
WA912       0205  22     60.00
WA912       0205  23     60.00
WA912       0205  24     63.00
WA912       0205  25     58.00
WA912       0205  26     60.00
WA912       0205  27     59.00
WA912       0205  28     51.00
WA912       0305   1     56.00
WA912       0305   2     43.00
WA912       0305   3     57.00
WA912       0305   4     54.00
WA912       0305   5     56.00
WA912       0305   6     57.00
WA912       0305   7     48.00
WA912       0305   8     60.00
WA912       0305   9     51.00
WA912       0305  10     63.00
WA912       0305  11     63.00
WA912       0305  12     53.00
WA912       0305  13     56.00
WA912       0305  14     55.00
WA912       0305  15     48.00
WA912       0305  16     42.00
WA912       0305  17     46.00
WA912       0305  18     47.00
WA912       0305  19     43.00
WA912       0305  20     46.00
WA912       0305  21     45.00
WA912       0305  22     46.00
WA912       0305  23     50.00
WA912       0305  24     45.00
WA912       0305  25     48.00
WA912       0305  26     42.00
WA912       0305  27     41.00
WA912       0305  28     35.00
WA912       0305  29     34.00
WA912       0305  30     45.00
WA912       0305  31     48.00
WA912       0405   1     40.00
WA912       0405   2     49.00
WA912       0405   3     41.00
WA912       0405   4     47.00
WA912       0405   5     47.00
WA912       0405   6     61.00
WA912       0405   7     50.00
WA912       0405   8     54.00
WA912       0405   9     45.00
WA912       0405  10     50.00
WA912       0405  11     40.00
WA912       0405  12     42.00
WA912       0405  13     54.00
WA912       0405  14     42.00
WA912       0405  15     42.00
WA912       0405  16     46.00
WA912       0405  17     41.00
WA912       0405  18     54.00
WA912       0405  19     60.00
WA912       0405  20     64.00
WA912       0405  21     65.00
WA912       0405  22     65.00
WA912       0405  23     62.00
WA912       0405  24     60.00
WA912       0405  25     63.00
WA912       0405  26     55.00
WA912       0405  27     65.00
WA912       0405  28     59.00
WA912       0405  29     51.00
WA912       0405  30     50.00
WA912       0505   1     66.00
WA912       0505   2     54.00
WA912       0505   3     57.00
WA912       0505   4     54.00
WA912       0505   5     63.00
WA912       0505   6     54.00
WA912       0505   7     49.00
WA912       0505   8     53.00
WA912       0505   9     57.00
WA912       0505  10     49.00
WA912       0505  11     49.00
WA912       0505  12     51.00
WA912       0505  13     66.00
WA912       0505  14     63.00
WA912       0505  15     58.00
WA912       0505  16     47.00
WA912       0505  17     52.00
WA912       0505  18     57.00
WA912       0505  19     52.00
WA912       0505  20     53.00
WA912       0505  21     51.00
WA912       0505  22     47.00
WA912       0505  23     55.00
WA912       0505  24     58.00
WA912       0505  25     70.00
WA912       0505  26     75.00
WA912       0505  27     83.00
WA912       0505  28     78.00
WA912       0505  29     53.00
WA912       0505  30     53.00
WA912       0505  31     47.00
WA912       0605   1     50.00
WA912       0605   2     48.00
WA912       0605   3     46.00
WA912       0605   4     49.00
WA912       0605   5     47.00
WA912       0605   6     50.00
WA912       0605   7     46.00
WA912       0605   8     49.00
WA912       0605   9     58.00
WA912       0605  10     61.00
WA912       0605  11     49.00
WA912       0605  12     52.00
WA912       0605  13     55.00
WA912       0605  14     54.00
WA912       0605  15     62.00
WA912       0605  16     65.00
WA912       0605  17     61.00
WA912       0605  18     59.00
WA912       0605  19     70.00
WA912       0605  20     79.00
WA912       0605  21     71.00
WA912       0605  22     50.00
WA912       0605  23     65.00
WA912       0605  24     65.00
WA912       0605  25     64.00
WA912       0605  26     52.00
WA912       0605  27     50.00
WA912       0605  28     51.00
WA912       0605  29     70.00
WA912       0605  30     70.00
WA912       0705   1     64.00
WA912       0705   2     52.00
WA912       0705   3     67.00
WA912       0705   4     74.00
WA912       0705   5     73.00
WA912       0705   6     55.00
WA912       0705   7     64.00
WA912       0705   8     52.00
WA912       0705   9     61.00
WA912       0705  10     56.00
WA912       0705  11     69.00
WA912       0705  12     59.00
WA912       0705  13     62.00
WA912       0705  14     72.00
WA912       0705  15     66.00
WA912       0705  16     65.00
WA912       0705  17     77.00
WA912       0705  18     79.00
WA912       0705  19     71.00
WA912       0705  20     65.00
WA912       0705  21     78.00
WA912       0705  22     71.00
WA912       0705  23     67.00
WA912       0705  24     67.00
WA912       0705  25     72.00
WA912       0705  26     79.00
WA912       0705  27     80.00
WA912       0705  28     77.00
WA912       0705  29     75.00
WA912       0705  30     78.00
WA912       0705  31     78.00
WA912       0805   1     59.00
WA912       0805   2     67.00
WA912       0805   3     80.00
WA912       0805   4     84.00
WA912       0805   5     80.00
WA912       0805   6     75.00
WA912       0805   7     75.00
WA912       0805   8     74.00
WA912       0805   9     72.00
WA912       0805  10     56.00
WA912       0805  11     54.00
WA912       0805  12     69.00
WA912       0805  13     80.00
WA912       0805  14     82.00
WA912       0805  15     80.00
WA912       0805  16     66.00
WA912       0805  17     56.00
WA912       0805  18     69.00
WA912       0805  19     76.00
WA912       0805  20     77.00
WA912       0805  21     72.00
WA912       0805  22     66.00
WA912       0805  23     58.00
WA912       0805  24     68.00
WA912       0805  25     79.00
WA912       0805  26     77.00
WA912       0805  27     71.00
WA912       0805  28     69.00
WA912       0805  29     54.00
WA912       0805  30     58.00
WA912       0805  31     63.00
WA912       0905   1     70.00
WA912       0905   2     58.00
WA912       0905   3     59.00
WA912       0905   4     54.00
WA912       0905   5     58.00
WA912       0905   6     69.00
WA912       0905   7     68.00
WA912       0905   8     70.00
WA912       0905   9     48.00
WA912       0905  10     53.00
WA912       0905  11     53.00
WA912       0905  12     60.00
WA912       0905  13     62.00
WA912       0905  14     62.00
WA912       0905  15     51.00
WA912       0905  16     46.00
WA912       0905  17     49.00
WA912       0905  18     61.00
WA912       0905  19     57.00
WA912       0905  20     54.00
WA912       0905  21     57.00
WA912       0905  22     56.00
WA912       0905  23     53.00
WA912       0905  24     56.00
WA912       0905  25     61.00
WA912       0905  26     64.00
WA912       0905  27     59.00
WA912       0905  28     64.00
WA912       0905  29     54.00
WA912       0905  30     53.00
WA912       1005   1     44.00
WA912       1005   2     45.00
WA912       1005   3     50.00
WA912       1005   4     55.00
WA912       1005   5     56.00
WA912       1005   6     51.00
WA912       1005   7     47.00
WA912       1005   8     48.00
WA912       1005   9     53.00
WA912       1005  10     55.00
WA912       1005  11     56.00
WA912       1005  12     52.00
WA912       1005  13     49.00
WA912       1005  14     64.00
WA912       1005  15     49.00
WA912       1005  16     49.00
WA912       1005  17     50.00
WA912       1005  18     62.00
WA912       1005  19     52.00
WA912       1005  20     49.00
WA912       1005  21     64.00
WA912       1005  22     64.00
WA912       1005  23     53.00
WA912       1005  24     59.00
WA912       1005  25     62.00
WA912       1005  26     47.00
WA912       1005  27     48.00
WA912       1005  28     44.00
WA912       1005  29     42.00
WA912       1005  30     47.00
WA912       1005  31     44.00
WA912       1105   1     39.00
WA912       1105   2     43.00
WA912       1105   3     38.00
WA912       1105   4     35.00
WA912       1105   5     38.00
WA912       1105   6     37.00
WA912       1105   7     37.00
WA912       1105   8     40.00
WA912       1105   9     50.00
WA912       1105  10     50.00
WA912       1105  11     35.00
WA912       1105  12     35.00
WA912       1105  13     42.00
WA912       1105  14     35.00
WA912       1105  15     42.00
WA912       1105  16     46.00
WA912       1105  17     53.00
WA912       1105  18     59.00
WA912       1105  19     61.00
WA912       1105  20     59.00
WA912       1105  21     62.00
WA912       1105  22     62.00
WA912       1105  23     54.00
WA912       1105  24     56.00
WA912       1105  25     45.00
WA912       1105  26     34.00
WA912       1105  27     33.00
WA912       1105  28     33.00
WA912       1105  29     31.00
WA912       1105  30     33.00
WA912       1205   1     31.00
WA912       1205   2     35.00
WA912       1205   3     31.00
WA912       1205   4     35.00
WA912       1205   5     35.00
WA912       1205   6     38.00
WA912       1205   7     38.00
WA912       1205   8     42.00
WA912       1205   9     46.00
WA912       1205  10     59.00
WA912       1205  11     58.00
WA912       1205  12     43.00
WA912       1205  13     36.00
WA912       1205  14     42.00
WA912       1205  15     43.00
WA912       1205  16     44.00
WA912       1205  17     38.00
WA912       1205  18     34.00
WA912       1205  19     49.00
WA912       1205  20     51.00
WA912       1205  21     47.00
WA912       1205  22     44.00
WA912       1205  23     47.00
WA912       1205  24     54.00
WA912       1205  25     54.00
WA912       1205  26     43.00
WA912       1205  27     42.00
WA912       1205  28     46.00
WA912       1205  29     38.00
WA912       1205  30     40.00
WA912       1205  31     41.00
WA912       0106   1     42.00
WA912       0106   2     39.00
WA912       0106   3     38.00
WA912       0106   4     44.00
WA912       0106   5     47.00
WA912       0106   6     45.00
WA912       0106   7     41.00
WA912       0106   8     37.00
WA912       0106   9     41.00
WA912       0106  10     43.00
WA912       0106  11     37.00
WA912       0106  12     39.00
WA912       0106  13     39.00
WA912       0106  14     36.00
WA912       0106  15     33.00
WA912       0106  16     42.00
WA912       0106  17     41.00
WA912       0106  18     38.00
WA912       0106  19     34.00
WA912       0106  20     34.00
WA912       0106  21     38.00
WA912       0106  22     37.00
WA912       0106  23     47.00
WA912       0106  24     57.00
WA912       0106  25     49.00
WA912       0106  26     33.00
WA912       0106  27     33.00
WA912       0106  28     34.00
WA912       0106  29     41.00
WA912       0106  30     42.00
WA912       0106  31     37.00
WA912       0206   1     36.00
WA912       0206   2     38.00
WA912       0206   3     43.00
WA912       0206   4     42.00
WA912       0206   5     41.00
WA912       0206   6     50.00
WA912       0206   7     57.00
WA912       0206   8     46.00
WA912       0206   9     48.00
WA912       0206  10     44.00
WA912       0206  11     52.00
WA912       0206  12     48.00
WA912       0206  13     46.00
WA912       0206  14     38.00
WA912       0206  15     43.00
WA912       0206  16     39.00
WA912       0206  17     22.00
WA912       0206  18     33.00
WA912       0206  19     41.00
WA912       0206  20     34.00
WA912       0206  21     34.00
WA912       0206  22     34.00
WA912       0206  23     35.00
WA912       0206  24     40.00
WA912       0206  25     42.00
WA912       0206  26     50.00
WA912       0206  27     45.00
WA912       0206  28     41.00
WA912       0306   1     47.00
WA912       0306   2     49.00
WA912       0306   3     48.00
WA912       0306   4     52.00
WA912       0306   5     41.00
WA912       0306   6     52.00
WA912       0306   7     37.00
WA912       0306   8     35.00
WA912       0306   9     29.00
WA912       0306  10     53.00
WA912       0306  11     43.00
WA912       0306  12     51.00
WA912       0306  13     49.00
WA912       0306  14     44.00
WA912       0306  15     41.00
WA912       0306  16     41.00
WA912       0306  17     45.00
WA912       0306  18     45.00
WA912       0306  19     57.00
WA912       0306  20     51.00
WA912       0306  21     42.00
WA912       0306  22     48.00
WA912       0306  23     55.00
WA912       0306  24     48.00
WA912       0306  25     53.00
WA912       0306  26     38.00
WA912       0306  27     53.00
WA912       0306  28     48.00
WA912       0306  29     55.00
WA912       0306  30     51.00
WA912       0306  31     55.00
WA912       0406   1     41.00
WA912       0406   2     49.00
WA912       0406   3     48.00
WA912       0406   4     56.00
WA912       0406   5     59.00
WA912       0406   6     52.00
WA912       0406   7     55.00
WA912       0406   8     49.00
WA912       0406   9     46.00
WA912       0406  10     46.00
WA912       0406  11     56.00
WA912       0406  12     44.00
WA912       0406  13     38.00
WA912       0406  14     38.00
WA912       0406  15     47.00
WA912       0406  16     53.00
WA912       0406  17     49.00
WA912       0406  18     55.00
WA912       0406  19     62.00
WA912       0406  20     59.00
WA912       0406  21     46.00
WA912       0406  22     57.00
WA912       0406  23     64.00
WA912       0406  24     63.00
WA912       0406  25     61.00
WA912       0406  26     47.00
WA912       0406  27     64.00
WA912       0406  28     66.00
WA912       0406  29     57.00
WA912       0406  30     51.00
WA912       0506   1     46.00
WA912       0506   2     54.00
WA912       0506   3     61.00
WA912       0506   4     65.00
WA912       0506   5     64.00
WA912       0506   6     43.00
WA912       0506   7     41.00
WA912       0506   8     48.00
WA912       0506   9     56.00
WA912       0506  10     64.00
WA912       0506  11     53.00
WA912       0506  12     48.00
WA912       0506  13     61.00
WA912       0506  14     70.00
WA912       0506  15     81.00
WA912       0506  16     75.00
WA912       0506  17     76.00
WA912       0506  18     73.00
WA912       0506  19     71.00
WA912       0506  20     59.00
WA912       0506  21     65.00
WA912       0506  22     52.00
WA912       0506  23     55.00
WA912       0506  24     54.00
WA912       0506  25     47.00
WA912       0506  26     47.00
WA912       0506  27     46.00
WA912       0506  28     45.00
WA912       0506  29     48.00
WA912       0506  30     66.00
WA912       0506  31     72.00
WA912       0606   1     60.00
WA912       0606   2     61.00
WA912       0606   3     61.00
WA912       0606   4     52.00
WA912       0606   5     58.00
WA912       0606   6     59.00
WA912       0606   7     58.00
WA912       0606   8     46.00
WA912       0606   9     49.00
WA912       0606  10     57.00
WA912       0606  11     69.00
WA912       0606  12     68.00
WA912       0606  13     52.00
WA912       0606  14     49.00
WA912       0606  15     52.00
WA912       0606  16     53.00
WA912       0606  17     51.00
WA912       0606  18     56.00
WA912       0606  19     57.00
WA912       0606  20     56.00
WA912       0606  21     54.00
WA912       0606  22     60.00
WA912       0606  23     68.00
WA912       0606  24     79.00
WA912       0606  25     86.00
WA912       0606  26     89.00
WA912       0606  27     79.00
WA912       0606  28     70.00
WA912       0606  29     71.00
WA912       0606  30     79.00
WA912       0706   1     77.00
WA912       0706   2     79.00
WA912       0706   3     75.00
WA912       0706   4     72.00
WA912       0706   5     54.00
WA912       0706   6     51.00
WA912       0706   7     70.00
WA912       0706   8     79.00
WA912       0706   9     76.00
WA912       0706  10     58.00
WA912       0706  11     67.00
WA912       0706  12     54.00
WA912       0706  13     64.00
WA912       0706  14     70.00
WA912       0706  15     65.00
WA912       0706  16     72.00
WA912       0706  17     63.00
WA912       0706  18     63.00
WA912       0706  19     67.00
WA912       0706  20     79.00
WA912       0706  21     94.00
WA912       0706  22     89.00
WA912       0706  23     88.00
WA912       0706  24     82.00
WA912       0706  25     76.00
WA912       0706  26     77.00
WA912       0706  27     78.00
WA912       0706  28     64.00
WA912       0706  29     62.00
WA912       0706  30     51.00
WA912       0706  31     59.00
WA912       0806   1     63.00
WA912       0806   2     65.00
WA912       0806   3     68.00
WA912       0806   4     67.00
WA912       0806   5     76.00
WA912       0806   6     79.00
WA912       0806   7     78.00
WA912       0806   8     69.00
WA912       0806   9     58.00
WA912       0806  10     55.00
WA912       0806  11     55.00
WA912       0806  12     67.00
WA912       0806  13     74.00
WA912       0806  14     76.00
WA912       0806  15     65.00
WA912       0806  16     54.00
WA912       0806  17     66.00
WA912       0806  18     76.00
WA912       0806  19     78.00
WA912       0806  20     79.00
WA912       0806  21     74.00
WA912       0806  22     64.00
WA912       0806  23     56.00
WA912       0806  24     54.00
WA912       0806  25     70.00
WA912       0806  26     77.00
WA912       0806  27     80.00
WA912       0806  28     79.00
WA912       0806  29     52.00
WA912       0806  30     52.00
WA912       0806  31     64.00
WA912       0906   1     74.00
WA912       0906   2     85.00
WA912       0906   3     81.00
WA912       0906   4     73.00
WA912       0906   5     73.00
WA912       0906   6     73.00
WA912       0906   7     68.00
WA912       0906   8     65.00
WA912       0906   9     52.00
WA912       0906  10     65.00
WA912       0906  11     70.00
WA912       0906  12     69.00
WA912       0906  13     51.00
WA912       0906  14     45.00
WA912       0906  15     48.00
WA912       0906  16     51.00
WA912       0906  17     56.00
WA912       0906  18     54.00
WA912       0906  19     49.00
WA912       0906  20     46.00
WA912       0906  21     48.00
WA912       0906  22     51.00
WA912       0906  23     64.00
WA912       0906  24     71.00
WA912       0906  25     72.00
WA912       0906  26     73.00
WA912       0906  27     76.00
WA912       0906  28     71.00
WA912       0906  29     71.00
WA912       0906  30     54.00
WA912       1006   1     52.00
WA912       1006   2     53.00
WA912       1006   3     52.00
WA912       1006   4     66.00
WA912       1006   5     57.00
WA912       1006   6     47.00
WA912       1006   7     51.00
WA912       1006   8     49.00
WA912       1006   9     58.00
WA912       1006  10     64.00
WA912       1006  11     66.00
WA912       1006  12     68.00
WA912       1006  13     64.00
WA912       1006  14     62.00
WA912       1006  15     46.00
WA912       1006  16     45.00
WA912       1006  17     46.00
WA912       1006  18     45.00
WA912       1006  19     50.00
WA912       1006  20     49.00
WA912       1006  21     58.00
WA912       1006  22     59.00
WA912       1006  23     53.00
WA912       1006  24     43.00
WA912       1006  25     40.00
WA912       1006  26     44.00
WA912       1006  27     47.00
WA912       1006  28     51.00
WA912       1006  29     43.00
WA912       1006  30     38.00
WA912       1006  31     41.00
WA912       1106   1     44.00
WA912       1106   2     45.00
WA912       1106   3     49.00
WA912       1106   4     48.00
WA912       1106   5     52.00
WA912       1106   6     53.00
WA912       1106   7     49.00
WA912       1106   8     42.00
WA912       1106   9     36.00
WA912       1106  10     38.00
WA912       1106  11     35.00
WA912       1106  12     38.00
WA912       1106  13     39.00
WA912       1106  14     38.00
WA912       1106  15     47.00
WA912       1106  16     42.00
WA912       1106  17     42.00
WA912       1106  18     46.00
WA912       1106  19     47.00
WA912       1106  20     43.00
WA912       1106  21     38.00
WA912       1106  22     38.00
WA912       1106  23     33.00
WA912       1106  24     32.00
WA912       1106  25     33.00
WA912       1106  26     34.00
WA912       1106  27     27.00
WA912       1106  28     22.00
WA912       1106  29     35.00
WA912       1106  30     36.00
WA912       1206   1     36.00
WA912       1206   2     41.00
WA912       1206   3     48.00
