$ Get data for 910:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:50:53 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA910           Elbow Lake
WA910       0104   9     52.00
WA910       0104  10     42.00
WA910       0104  11     48.00
WA910       0104  12     52.00
WA910       0104  13     44.00
WA910       0104  14     46.00
WA910       0104  15     43.00
WA910       0104  16     43.00
WA910       0104  17     54.00
WA910       0104  18     41.00
WA910       0104  19     51.00
WA910       0104  20     47.00
WA910       0104  21     50.00
WA910       0104  22     49.00
WA910       0104  23     37.00
WA910       0104  24     36.00
WA910       0104  25     32.00
WA910       0104  26     34.00
WA910       0104  27   -999.00
WA910       0104  28   -999.00
WA910       0104  29   -999.00
WA910       0104  30   -999.00
WA910       0104  31   -999.00
WA910       0204   1   -999.00
WA910       0204   2   -999.00
WA910       0204   3   -999.00
WA910       0204   4     37.00
WA910       0204   5     37.00
WA910       0204   6     39.00
WA910       0204   7     41.00
WA910       0204   8     45.00
WA910       0204   9     48.00
WA910       0204  10     54.00
WA910       0204  11     59.00
WA910       0204  12     63.00
WA910       0204  13     60.00
WA910       0204  14     39.00
WA910       0204  15     37.00
WA910       0204  16     40.00
WA910       0204  17     48.00
WA910       0204  18     42.00
WA910       0204  19     44.00
WA910       0204  20     51.00
WA910       0204  21     55.00
WA910       0204  22     56.00
WA910       0204  23     46.00
WA910       0204  24     47.00
WA910       0204  25     44.00
WA910       0204  26     51.00
WA910       0204  27     47.00
WA910       0204  28     43.00
WA910       0204  29     48.00
WA910       0304   1     54.00
WA910       0304   2     51.00
WA910       0304   3     37.00
WA910       0304   4     38.00
WA910       0304   5     36.00
WA910       0304   6     46.00
WA910       0304   7     45.00
WA910       0304   8     69.00
WA910       0304   9     50.00
WA910       0304  10     57.00
WA910       0304  11     62.00
WA910       0304  12     43.00
WA910       0304  13     59.00
WA910       0304  14     48.00
WA910       0304  15     43.00
WA910       0304  16     40.00
WA910       0304  17     42.00
WA910       0304  18     41.00
WA910       0304  19     45.00
WA910       0304  20     54.00
WA910       0304  21     70.00
WA910       0304  22     66.00
WA910       0304  23     49.00
WA910       0304  24     40.00
WA910       0304  25     41.00
WA910       0304  26     36.00
WA910       0304  27     38.00
WA910       0304  28     62.00
WA910       0304  29     69.00
WA910       0304  30     46.00
WA910       0304  31     48.00
WA910       0404   1     53.00
WA910       0404   2     67.00
WA910       0404   3     69.00
WA910       0404   4     60.00
WA910       0404   5     56.00
WA910       0404   6     63.00
WA910       0404   7     54.00
WA910       0404   8     60.00
WA910       0404   9     66.00
WA910       0404  10     72.00
WA910       0404  11     74.00
WA910       0404  12     62.00
WA910       0404  13     59.00
WA910       0404  14     49.00
WA910       0404  15     46.00
WA910       0404  16     51.00
WA910       0404  17     53.00
WA910       0404  18     54.00
WA910       0404  19     54.00
WA910       0404  20     51.00
WA910       0404  21     58.00
WA910       0404  22     65.00
WA910       0404  23     50.00
WA910       0404  24     53.00
WA910       0404  25     71.00
WA910       0404  26     76.00
WA910       0404  27     50.00
WA910       0404  28     62.00
WA910       0404  29     69.00
WA910       0404  30     76.00
WA910       0504   1     75.00
WA910       0504   2     60.00
WA910       0504   3     59.00
WA910       0504   4     49.00
WA910       0504   5     52.00
WA910       0504   6     64.00
WA910       0504   7     56.00
WA910       0504   8     55.00
WA910       0504   9     55.00
WA910       0504  10     45.00
WA910       0504  11     59.00
WA910       0504  12     58.00
WA910       0504  13     63.00
WA910       0504  14     63.00
WA910       0504  15     60.00
WA910       0504  16     56.00
WA910       0504  17     69.00
WA910       0504  18     71.00
WA910       0504  19     56.00
WA910       0504  20     61.00
WA910       0504  21     49.00
WA910       0504  22     52.00
WA910       0504  23     61.00
WA910       0504  24     67.00
WA910       0504  25     57.00
WA910       0504  26     51.00
WA910       0504  27     46.00
WA910       0504  28     48.00
WA910       0504  29     50.00
WA910       0504  30     49.00
WA910       0504  31     50.00
WA910       0604   1     54.00
WA910       0604   2     68.00
WA910       0604   3     77.00
WA910       0604   4     78.00
WA910       0604   5     57.00
WA910       0604   6     56.00
WA910       0604   7     60.00
WA910       0604   8     74.00
WA910       0604   9     64.00
WA910       0604  10     49.00
WA910       0604  11     45.00
WA910       0604  12     54.00
WA910       0604  13     55.00
WA910       0604  14     53.00
WA910       0604  15     66.00
WA910       0604  16     76.00
WA910       0604  17     80.00
WA910       0604  18     76.00
WA910       0604  19     79.00
WA910       0604  20     83.00
WA910       0604  21     86.00
WA910       0604  22     85.00
WA910       0604  23     72.00
WA910       0604  24     69.00
WA910       0604  25     60.00
WA910       0604  26     69.00
WA910       0604  27     71.00
WA910       0604  28     76.00
WA910       0604  29     78.00
WA910       0604  30     78.00
WA910       0704   1     78.00
WA910       0704   2     70.00
WA910       0704   3     70.00
WA910       0704   4     70.00
WA910       0704   5     76.00
WA910       0704   6     62.00
WA910       0704   7     52.00
WA910       0704   8     61.00
WA910       0704   9     59.00
WA910       0704  10     58.00
WA910       0704  11     64.00
WA910       0704  12     82.00
WA910       0704  13     82.00
WA910       0704  14     85.00
WA910       0704  15     78.00
WA910       0704  16     79.00
WA910       0704  17     87.00
WA910       0704  18     84.00
WA910       0704  19     76.00
WA910       0704  20     69.00
WA910       0704  21     78.00
WA910       0704  22     85.00
WA910       0704  23     90.00
WA910       0704  24     91.00
WA910       0704  25     77.00
WA910       0704  26     74.00
WA910       0704  27     77.00
WA910       0704  28     84.00
WA910       0704  29     81.00
WA910       0704  30     78.00
WA910       0704  31     79.00
WA910       0804   1     81.00
WA910       0804   2     78.00
WA910       0804   3     63.00
WA910       0804   4     72.00
WA910       0804   5     66.00
WA910       0804   6     54.00
WA910       0804   7     65.00
WA910       0804   8     81.00
WA910       0804   9     87.00
WA910       0804  10     85.00
WA910       0804  11     89.00
WA910       0804  12     86.00
WA910       0804  13     87.00
WA910       0804  14     90.00
WA910       0804  15     83.00
WA910       0804  16     80.00
WA910       0804  17     79.00
WA910       0804  18     79.00
WA910       0804  19     82.00
WA910       0804  20     77.00
WA910       0804  21     70.00
WA910       0804  22     60.00
WA910       0804  23     64.00
WA910       0804  24     55.00
WA910       0804  25     53.00
WA910       0804  26     59.00
WA910       0804  27     59.00
WA910       0804  28     56.00
WA910       0804  29     69.00
WA910       0804  30     75.00
WA910       0804  31     78.00
WA910       0904   1     55.00
WA910       0904   2     50.00
WA910       0904   3     58.00
WA910       0904   4     51.00
WA910       0904   5     62.00
WA910       0904   6     64.00
WA910       0904   7     68.00
WA910       0904   8     63.00
WA910       0904   9     58.00
WA910       0904  10     67.00
WA910       0904  11     55.00
WA910       0904  12     56.00
WA910       0904  13     48.00
WA910       0904  14     51.00
WA910       0904  15     52.00
WA910       0904  16     47.00
WA910       0904  17     54.00
WA910       0904  18     46.00
WA910       0904  19     54.00
WA910       0904  20     56.00
WA910       0904  21     60.00
WA910       0904  22     53.00
WA910       0904  23     60.00
WA910       0904  24     71.00
WA910       0904  25     69.00
WA910       0904  26     66.00
WA910       0904  27     73.00
WA910       0904  28     71.00
WA910       0904  29     63.00
WA910       0904  30     65.00
WA910       1004   1     71.00
WA910       1004   2     71.00
WA910       1004   3     72.00
WA910       1004   4     72.00
WA910       1004   5     70.00
WA910       1004   6     56.00
WA910       1004   7     59.00
WA910       1004   8     55.00
WA910       1004   9     44.00
WA910       1004  10     55.00
WA910       1004  11     59.00
WA910       1004  12     64.00
WA910       1004  13     68.00
WA910       1004  14     65.00
WA910       1004  15     52.00
WA910       1004  16     55.00
WA910       1004  17     46.00
WA910       1004  18     41.00
WA910       1004  19     53.00
WA910       1004  20     52.00
WA910       1004  21     43.00
WA910       1004  22     42.00
WA910       1004  23     36.00
WA910       1004  24     43.00
WA910       1004  25     46.00
WA910       1004  26     55.00
WA910       1004  27     54.00
WA910       1004  28     43.00
WA910       1004  29     43.00
WA910       1004  30     38.00
WA910       1004  31     41.00
WA910       1104   1     46.00
WA910       1104   2     47.00
WA910       1104   3     43.00
WA910       1104   4     51.00
WA910       1104   5     53.00
WA910       1104   6     45.00
WA910       1104   7     50.00
WA910       1104   8     61.00
WA910       1104   9     49.00
WA910       1104  10     57.00
WA910       1104  11     56.00
WA910       1104  12     58.00
WA910       1104  13     51.00
WA910       1104  14     47.00
WA910       1104  15     51.00
WA910       1104  16     39.00
WA910       1104  17     46.00
WA910       1104  18     38.00
WA910       1104  19     43.00
WA910       1104  20     44.00
WA910       1104  21     38.00
WA910       1104  22     42.00
WA910       1104  23     40.00
WA910       1104  24     45.00
WA910       1104  25     45.00
WA910       1104  26     37.00
WA910       1104  27     42.00
WA910       1104  28     38.00
WA910       1104  29     35.00
WA910       1104  30     36.00
WA910       1204   1     40.00
WA910       1204   2     36.00
WA910       1204   3     36.00
WA910       1204   4     36.00
WA910       1204   5     34.00
WA910       1204   6     35.00
WA910       1204   7     37.00
WA910       1204   8     36.00
WA910       1204   9     39.00
WA910       1204  10     47.00
WA910       1204  11     42.00
WA910       1204  12     52.00
WA910       1204  13     51.00
WA910       1204  14     41.00
WA910       1204  15     46.00
WA910       1204  16     54.00
WA910       1204  17     54.00
WA910       1204  18     50.00
WA910       1204  19     50.00
WA910       1204  20     35.00
WA910       1204  21     40.00
WA910       1204  22     41.00
WA910       1204  23     42.00
WA910       1204  24     43.00
WA910       1204  25     38.00
WA910       1204  26     44.00
WA910       1204  27     54.00
WA910       1204  28     55.00
WA910       1204  29     43.00
WA910       1204  30     37.00
WA910       1204  31     43.00
WA910       0105   1     43.00
WA910       0105   2     41.00
WA910       0105   3     40.00
WA910       0105   4     40.00
WA910       0105   5     39.00
WA910       0105   6     30.00
WA910       0105   7     36.00
WA910       0105   8     32.00
WA910       0105   9     32.00
WA910       0105  10     38.00
WA910       0105  11     32.00
WA910       0105  12     33.00
WA910       0105  13     28.00
WA910       0105  14     34.00
WA910       0105  15     42.00
WA910       0105  16     41.00
WA910       0105  17     45.00
WA910       0105  18     50.00
WA910       0105  19     50.00
WA910       0105  20     46.00
WA910       0105  21     49.00
WA910       0105  22     48.00
WA910       0105  23     50.00
WA910       0105  24     55.00
WA910       0105  25     59.00
WA910       0105  26     54.00
WA910       0105  27     43.00
WA910       0105  28     53.00
WA910       0105  29     41.00
WA910       0105  30     43.00
WA910       0105  31     42.00
WA910       0205   1     51.00
WA910       0205   2     53.00
WA910       0205   3     51.00
WA910       0205   4     44.00
WA910       0205   5     40.00
WA910       0205   6     32.00
WA910       0205   7     42.00
WA910       0205   8     47.00
WA910       0205   9     47.00
WA910       0205  10     57.00
WA910       0205  11     58.00
WA910       0205  12     40.00
WA910       0205  13     40.00
WA910       0205  14     36.00
WA910       0205  15     44.00
WA910       0205  16     49.00
WA910       0205  17     52.00
WA910       0205  18     53.00
WA910       0205  19     48.00
WA910       0205  20     49.00
WA910       0205  21     53.00
WA910       0205  22     58.00
WA910       0205  23     66.00
WA910       0205  24     62.00
WA910       0205  25     55.00
WA910       0205  26     62.00
WA910       0205  27     64.00
WA910       0205  28     50.00
WA910       0305   1     50.00
WA910       0305   2     46.00
WA910       0305   3     58.00
WA910       0305   4     52.00
WA910       0305   5     52.00
WA910       0305   6     54.00
WA910       0305   7     57.00
WA910       0305   8     53.00
WA910       0305   9     59.00
WA910       0305  10     65.00
WA910       0305  11     60.00
WA910       0305  12     58.00
WA910       0305  13     62.00
WA910       0305  14     60.00
WA910       0305  15     51.00
WA910       0305  16     40.00
WA910       0305  17     47.00
WA910       0305  18     42.00
WA910       0305  19     43.00
WA910       0305  20     40.00
WA910       0305  21     45.00
WA910       0305  22     49.00
WA910       0305  23     53.00
WA910       0305  24     49.00
WA910       0305  25     47.00
WA910       0305  26     38.00
WA910       0305  27     45.00
WA910       0305  28     39.00
WA910       0305  29     45.00
WA910       0305  30     48.00
WA910       0305  31     39.00
WA910       0405   1     38.00
WA910       0405   2     41.00
WA910       0405   3     37.00
WA910       0405   4     49.00
WA910       0405   5     42.00
WA910       0405   6     62.00
WA910       0405   7     46.00
WA910       0405   8     54.00
WA910       0405   9     50.00
WA910       0405  10     47.00
WA910       0405  11     44.00
WA910       0405  12     46.00
WA910       0405  13     54.00
WA910       0405  14     50.00
WA910       0405  15     38.00
WA910       0405  16     43.00
WA910       0405  17     49.00
WA910       0405  18     56.00
WA910       0405  19     65.00
WA910       0405  20     71.00
WA910       0405  21     70.00
WA910       0405  22     72.00
WA910       0405  23     72.00
WA910       0405  24     69.00
WA910       0405  25     73.00
WA910       0405  26     69.00
WA910       0405  27     70.00
WA910       0405  28     60.00
WA910       0405  29     60.00
WA910       0405  30     55.00
WA910       0505   1     66.00
WA910       0505   2     60.00
WA910       0505   3     54.00
WA910       0505   4     59.00
WA910       0505   5     67.00
WA910       0505   6     64.00
WA910       0505   7     55.00
WA910       0505   8     57.00
WA910       0505   9     68.00
WA910       0505  10     60.00
WA910       0505  11     64.00
WA910       0505  12     64.00
WA910       0505  13     71.00
WA910       0505  14     59.00
WA910       0505  15     53.00
WA910       0505  16     51.00
WA910       0505  17     53.00
WA910       0505  18     53.00
WA910       0505  19     48.00
WA910       0505  20     51.00
WA910       0505  21     56.00
WA910       0505  22     47.00
WA910       0505  23     54.00
WA910       0505  24     60.00
WA910       0505  25     74.00
WA910       0505  26     82.00
WA910       0505  27     86.00
WA910       0505  28     87.00
WA910       0505  29     67.00
WA910       0505  30     56.00
WA910       0505  31     49.00
WA910       0605   1     53.00
WA910       0605   2     54.00
WA910       0605   3     49.00
WA910       0605   4     59.00
WA910       0605   5     46.00
WA910       0605   6     58.00
WA910       0605   7     47.00
WA910       0605   8     48.00
WA910       0605   9     56.00
WA910       0605  10     63.00
WA910       0605  11     50.00
WA910       0605  12     53.00
WA910       0605  13     52.00
WA910       0605  14     60.00
WA910       0605  15     63.00
WA910       0605  16     70.00
WA910       0605  17     54.00
WA910       0605  18     54.00
WA910       0605  19     68.00
WA910       0605  20     82.00
WA910       0605  21     78.00
WA910       0605  22     56.00
WA910       0605  23     67.00
WA910       0605  24     71.00
WA910       0605  25     67.00
WA910       0605  26     60.00
WA910       0605  27     53.00
WA910       0605  28     54.00
WA910       0605  29     65.00
WA910       0605  30     66.00
WA910       0705   1     65.00
WA910       0705   2     54.00
WA910       0705   3     71.00
WA910       0705   4     71.00
WA910       0705   5     73.00
WA910       0705   6     55.00
WA910       0705   7     67.00
WA910       0705   8     52.00
WA910       0705   9     62.00
WA910       0705  10     67.00
WA910       0705  11     65.00
WA910       0705  12     62.00
WA910       0705  13     65.00
WA910       0705  14     76.00
WA910       0705  15     59.00
WA910       0705  16     60.00
WA910       0705  17     80.00
WA910       0705  18     80.00
WA910       0705  19     74.00
WA910       0705  20     72.00
WA910       0705  21     83.00
WA910       0705  22     68.00
WA910       0705  23     71.00
WA910       0705  24     73.00
WA910       0705  25     77.00
WA910       0705  26     81.00
WA910       0705  27     84.00
WA910       0705  28     80.00
WA910       0705  29     77.00
WA910       0705  30     80.00
WA910       0705  31     82.00
WA910       0805   1     69.00
WA910       0805   2     74.00
WA910       0805   3     82.00
WA910       0805   4     87.00
WA910       0805   5     84.00
WA910       0805   6     80.00
WA910       0805   7     79.00
WA910       0805   8     79.00
WA910       0805   9     78.00
WA910       0805  10     68.00
WA910       0805  11     60.00
WA910       0805  12     76.00
WA910       0805  13     83.00
WA910       0805  14     86.00
WA910       0805  15     84.00
WA910       0805  16     72.00
WA910       0805  17     61.00
WA910       0805  18     74.00
WA910       0805  19     77.00
WA910       0805  20     80.00
WA910       0805  21     76.00
WA910       0805  22     69.00
WA910       0805  23     65.00
WA910       0805  24     74.00
WA910       0805  25     81.00
WA910       0805  26     79.00
WA910       0805  27     75.00
WA910       0805  28     63.00
WA910       0805  29     59.00
WA910       0805  30     53.00
WA910       0805  31     68.00
WA910       0905   1     74.00
WA910       0905   2     65.00
WA910       0905   3     63.00
WA910       0905   4     52.00
WA910       0905   5     66.00
WA910       0905   6     66.00
WA910       0905   7     71.00
WA910       0905   8     72.00
WA910       0905   9     55.00
WA910       0905  10     64.00
WA910       0905  11     60.00
WA910       0905  12     60.00
WA910       0905  13     68.00
WA910       0905  14     62.00
WA910       0905  15     58.00
WA910       0905  16     53.00
WA910       0905  17     60.00
WA910       0905  18     60.00
WA910       0905  19     56.00
WA910       0905  20     60.00
WA910       0905  21     62.00
WA910       0905  22     58.00
WA910       0905  23     62.00
WA910       0905  24     62.00
WA910       0905  25     65.00
WA910       0905  26     70.00
WA910       0905  27     65.00
WA910       0905  28     66.00
WA910       0905  29     53.00
WA910       0905  30     51.00
WA910       1005   1     47.00
WA910       1005   2     45.00
WA910       1005   3     52.00
WA910       1005   4     58.00
WA910       1005   5     53.00
WA910       1005   6     49.00
WA910       1005   7     47.00
WA910       1005   8     51.00
WA910       1005   9     51.00
WA910       1005  10     51.00
WA910       1005  11     57.00
WA910       1005  12     50.00
WA910       1005  13     49.00
WA910       1005  14     57.00
WA910       1005  15     55.00
WA910       1005  16     47.00
WA910       1005  17     51.00
WA910       1005  18     65.00
WA910       1005  19     50.00
WA910       1005  20     52.00
WA910       1005  21     69.00
WA910       1005  22     65.00
WA910       1005  23     50.00
WA910       1005  24     64.00
WA910       1005  25     63.00
WA910       1005  26     47.00
WA910       1005  27     52.00
WA910       1005  28     43.00
WA910       1005  29     42.00
WA910       1005  30     40.00
WA910       1005  31     41.00
WA910       1105   1     40.00
WA910       1105   2     39.00
WA910       1105   3     36.00
WA910       1105   4     36.00
WA910       1105   5     37.00
WA910       1105   6     41.00
WA910       1105   7     43.00
WA910       1105   8     37.00
WA910       1105   9     47.00
WA910       1105  10     48.00
WA910       1105  11     34.00
WA910       1105  12     38.00
WA910       1105  13     41.00
WA910       1105  14     45.00
WA910       1105  15     38.00
WA910       1105  16     44.00
WA910       1105  17     54.00
WA910       1105  18     58.00
WA910       1105  19     65.00
WA910       1105  20     64.00
WA910       1105  21     64.00
WA910       1105  22     65.00
WA910       1105  23     61.00
WA910       1105  24     61.00
WA910       1105  25     43.00
WA910       1105  26     38.00
WA910       1105  27     36.00
WA910       1105  28     33.00
WA910       1105  29     37.00
WA910       1105  30     32.00
WA910       1205   1     29.00
WA910       1205   2     33.00
WA910       1205   3     31.00
WA910       1205   4     31.00
WA910       1205   5     35.00
WA910       1205   6     40.00
WA910       1205   7     36.00
WA910       1205   8     43.00
WA910       1205   9     47.00
WA910       1205  10     62.00
WA910       1205  11     61.00
WA910       1205  12     39.00
WA910       1205  13     35.00
WA910       1205  14     44.00
WA910       1205  15     48.00
WA910       1205  16     49.00
WA910       1205  17     44.00
WA910       1205  18     46.00
WA910       1205  19     46.00
WA910       1205  20     48.00
WA910       1205  21     45.00
WA910       1205  22     44.00
WA910       1205  23     46.00
WA910       1205  24     51.00
WA910       1205  25     49.00
WA910       1205  26     40.00
WA910       1205  27     40.00
WA910       1205  28     40.00
WA910       1205  29     36.00
WA910       1205  30     37.00
WA910       1205  31     38.00
WA910       0106   1     37.00
WA910       0106   2     40.00
WA910       0106   3     37.00
WA910       0106   4     41.00
WA910       0106   5     44.00
WA910       0106   6     43.00
WA910       0106   7     41.00
WA910       0106   8     36.00
WA910       0106   9     37.00
WA910       0106  10     42.00
WA910       0106  11     36.00
WA910       0106  12     36.00
WA910       0106  13     36.00
WA910       0106  14     38.00
WA910       0106  15     34.00
WA910       0106  16     40.00
WA910       0106  17     43.00
WA910       0106  18     46.00
WA910       0106  19     36.00
WA910       0106  20     38.00
WA910       0106  21     43.00
WA910       0106  22     43.00
WA910       0106  23     43.00
WA910       0106  24     59.00
WA910       0106  25     52.00
WA910       0106  26     35.00
WA910       0106  27     35.00
WA910       0106  28     37.00
WA910       0106  29     37.00
WA910       0106  30     41.00
WA910       0106  31     35.00
WA910       0206   1     35.00
WA910       0206   2     45.00
WA910       0206   3     42.00
WA910       0206   4     40.00
WA910       0206   5     40.00
WA910       0206   6     49.00
WA910       0206   7     52.00
WA910       0206   8     47.00
WA910       0206   9     50.00
WA910       0206  10     55.00
WA910       0206  11     57.00
WA910       0206  12     52.00
WA910       0206  13     42.00
WA910       0206  14     43.00
WA910       0206  15     43.00
WA910       0206  16     37.00
WA910       0206  17     34.00
WA910       0206  18     42.00
WA910       0206  19     43.00
WA910       0206  20     34.00
WA910       0206  21     34.00
WA910       0206  22     34.00
WA910       0206  23     33.00
WA910       0206  24     40.00
WA910       0206  25     36.00
WA910       0206  26     42.00
WA910       0206  27     42.00
WA910       0206  28     38.00
WA910       0306   1     44.00
WA910       0306   2     45.00
WA910       0306   3     52.00
WA910       0306   4     49.00
WA910       0306   5     41.00
WA910       0306   6     43.00
WA910       0306   7     40.00
WA910       0306   8     34.00
WA910       0306   9     35.00
WA910       0306  10     48.00
WA910       0306  11     49.00
WA910       0306  12     49.00
WA910       0306  13     47.00
WA910       0306  14     42.00
WA910       0306  15     36.00
WA910       0306  16     38.00
WA910       0306  17     48.00
WA910       0306  18     45.00
WA910       0306  19     55.00
WA910       0306  20     53.00
WA910       0306  21     44.00
WA910       0306  22     40.00
WA910       0306  23     58.00
WA910       0306  24     46.00
WA910       0306  25     52.00
WA910       0306  26     41.00
WA910       0306  27     56.00
WA910       0306  28     45.00
WA910       0306  29     57.00
WA910       0306  30     51.00
WA910       0306  31     52.00
WA910       0406   1     40.00
WA910       0406   2     53.00
WA910       0406   3     55.00
WA910       0406   4     59.00
WA910       0406   5     61.00
WA910       0406   6     52.00
WA910       0406   7     62.00
WA910       0406   8     53.00
WA910       0406   9     48.00
WA910       0406  10     51.00
WA910       0406  11     59.00
WA910       0406  12     41.00
WA910       0406  13     40.00
WA910       0406  14     37.00
WA910       0406  15     43.00
WA910       0406  16     51.00
WA910       0406  17     54.00
WA910       0406  18     57.00
WA910       0406  19     58.00
WA910       0406  20     62.00
WA910       0406  21     48.00
WA910       0406  22     59.00
WA910       0406  23     70.00
WA910       0406  24     71.00
WA910       0406  25     63.00
WA910       0406  26     47.00
WA910       0406  27     60.00
WA910       0406  28     71.00
WA910       0406  29     53.00
WA910       0406  30     49.00
WA910       0506   1     48.00
WA910       0506   2     56.00
WA910       0506   3     66.00
WA910       0506   4     70.00
WA910       0506   5     69.00
WA910       0506   6     45.00
WA910       0506   7     47.00
WA910       0506   8     51.00
WA910       0506   9     60.00
WA910       0506  10     67.00
WA910       0506  11     55.00
WA910       0506  12     51.00
WA910       0506  13     61.00
WA910       0506  14     74.00
WA910       0506  15     87.00
WA910       0506  16     83.00
WA910       0506  17     81.00
WA910       0506  18     77.00
WA910       0506  19     66.00
WA910       0506  20     54.00
WA910       0506  21     67.00
WA910       0506  22     51.00
WA910       0506  23     58.00
WA910       0506  24     53.00
WA910       0506  25     55.00
WA910       0506  26     49.00
WA910       0506  27     47.00
WA910       0506  28     49.00
WA910       0506  29     54.00
WA910       0506  30     67.00
WA910       0506  31     75.00
WA910       0606   1     63.00
WA910       0606   2     61.00
WA910       0606   3     63.00
WA910       0606   4     52.00
WA910       0606   5     64.00
WA910       0606   6     69.00
WA910       0606   7     61.00
WA910       0606   8     47.00
WA910       0606   9     58.00
WA910       0606  10     61.00
WA910       0606  11     75.00
WA910       0606  12     67.00
WA910       0606  13     54.00
WA910       0606  14     50.00
WA910       0606  15     54.00
WA910       0606  16     58.00
WA910       0606  17     56.00
WA910       0606  18     58.00
WA910       0606  19     61.00
WA910       0606  20     59.00
WA910       0606  21     62.00
WA910       0606  22     67.00
WA910       0606  23     72.00
WA910       0606  24     83.00
WA910       0606  25     90.00
WA910       0606  26     93.00
WA910       0606  27     82.00
WA910       0606  28     74.00
WA910       0606  29     78.00
WA910       0606  30     82.00
WA910       0706   1     81.00
WA910       0706   2     84.00
WA910       0706   3     82.00
WA910       0706   4     79.00
WA910       0706   5     68.00
WA910       0706   6     51.00
WA910       0706   7     72.00
WA910       0706   8     83.00
WA910       0706   9     76.00
WA910       0706  10     66.00
WA910       0706  11     66.00
WA910       0706  12     55.00
WA910       0706  13    262.00
WA910       0706  14     67.00
WA910       0706  15     66.00
WA910       0706  16     73.00
WA910       0706  17     65.00
WA910       0706  18     65.00
WA910       0706  19     69.00
WA910       0706  20     80.00
WA910       0706  21     93.00
WA910       0706  22     89.00
WA910       0706  23     87.00
WA910       0706  24     83.00
WA910       0706  25     76.00
WA910       0706  26     77.00
WA910       0706  27     78.00
WA910       0706  28     68.00
WA910       0706  29     62.00
WA910       0706  30     53.00
WA910       0706  31     58.00
WA910       0806   1     67.00
WA910       0806   2     66.00
WA910       0806   3     69.00
WA910       0806   4     69.00
WA910       0806   5     76.00
WA910       0806   6     79.00
WA910       0806   7     80.00
WA910       0806   8     71.00
WA910       0806   9     60.00
WA910       0806  10     56.00
WA910       0806  11     56.00
WA910       0806  12     67.00
WA910       0806  13     76.00
WA910       0806  14     76.00
WA910       0806  15     70.00
WA910       0806  16     65.00
WA910       0806  17     69.00
WA910       0806  18     78.00
WA910       0806  19     79.00
WA910       0806  20     82.00
WA910       0806  21     80.00
WA910       0806  22     68.00
WA910       0806  23     58.00
WA910       0806  24     63.00
WA910       0806  25     74.00
WA910       0806  26     78.00
WA910       0806  27     80.00
WA910       0806  28     83.00
WA910       0806  29     56.00
WA910       0806  30     51.00
WA910       0806  31     65.00
WA910       0906   1     78.00
WA910       0906   2     85.00
WA910       0906   3     82.00
WA910       0906   4     79.00
WA910       0906   5     75.00
WA910       0906   6     74.00
WA910       0906   7     70.00
WA910       0906   8     69.00
WA910       0906   9     52.00
WA910       0906  10     66.00
WA910       0906  11     72.00
WA910       0906  12     72.00
WA910       0906  13     53.00
WA910       0906  14     45.00
WA910       0906  15     51.00
WA910       0906  16     55.00
WA910       0906  17     51.00
WA910       0906  18     58.00
WA910       0906  19     54.00
WA910       0906  20     46.00
WA910       0906  21     47.00
WA910       0906  22     58.00
WA910       0906  23     66.00
WA910       0906  24     72.00
WA910       0906  25     72.00
WA910       0906  26     71.00
WA910       0906  27     76.00
WA910       0906  28     72.00
WA910       0906  29     72.00
WA910       0906  30     54.00
WA910       1006   1     58.00
WA910       1006   2     56.00
WA910       1006   3     58.00
WA910       1006   4     64.00
WA910       1006   5     62.00
WA910       1006   6     54.00
WA910       1006   7     57.00
WA910       1006   8     53.00
WA910       1006   9     61.00
WA910       1006  10     64.00
WA910       1006  11     67.00
WA910       1006  12     68.00
WA910       1006  13     65.00
WA910       1006  14     63.00
WA910       1006  15     46.00
WA910       1006  16     46.00
WA910       1006  17     51.00
WA910       1006  18     44.00
WA910       1006  19     51.00
WA910       1006  20     52.00
WA910       1006  21     61.00
WA910       1006  22     62.00
WA910       1006  23     51.00
WA910       1006  24     40.00
WA910       1006  25     40.00
WA910       1006  26     44.00
WA910       1006  27     46.00
WA910       1006  28     47.00
WA910       1006  29     42.00
WA910       1006  30     37.00
WA910       1006  31     45.00
WA910       1106   1     51.00
WA910       1106   2     46.00
WA910       1106   3     49.00
WA910       1106   4     48.00
WA910       1106   5     50.00
WA910       1106   6     53.00
WA910       1106   7     48.00
WA910       1106   8     40.00
WA910       1106   9     36.00
WA910       1106  10     36.00
WA910       1106  11     35.00
WA910       1106  12     36.00
WA910       1106  13     35.00
WA910       1106  14     38.00
WA910       1106  15     46.00
WA910       1106  16     37.00
WA910       1106  17     40.00
WA910       1106  18     46.00
WA910       1106  19     48.00
WA910       1106  20     38.00
WA910       1106  21     37.00
WA910       1106  22     40.00
WA910       1106  23     33.00
WA910       1106  24     34.00
WA910       1106  25     32.00
WA910       1106  26     31.00
WA910       1106  27     28.00
WA910       1106  28     28.00
WA910       1106  29     32.00
WA910       1106  30     35.00
WA910       1206   1     34.00
WA910       1206   2     38.00
WA910       1206   3     40.00
WA910       1206   4     39.00
WA910       1206   5     41.00
WA910       1206   6     53.00
WA910       1206   7     53.00
