$ Get data for 910:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:50:53 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA910           Elbow Lake
WA910       0208   2     41.00
WA910       0208   3     37.00
WA910       0208   4     32.00
WA910       0208   5     34.00
WA910       0208   6     31.00
WA910       0208   7     34.00
WA910       0208   8     33.00
WA910       0208   9     38.00
WA910       0208  10     38.00
WA910       0208  11     38.00
WA910       0208  12     45.00
WA910       0208  13     40.00
WA910       0208  14     36.00
WA910       0208  15     39.00
WA910       0208  16     43.00
WA910       0208  17     54.00
WA910       0208  18     63.00
WA910       0208  19     56.00
WA910       0208  20     47.00
WA910       0208  21     54.00
WA910       0208  22     49.00
WA910       0208  23     49.00
WA910       0208  24     47.00
WA910       0208  25     47.00
WA910       0208  26     52.00
WA910       0208  27     44.00
WA910       0208  28     52.00
WA910       0208  29     53.00
WA910       0308   1     41.00
WA910       0308   2     40.00
WA910       0308   3     35.00
WA910       0308   4     45.00
WA910       0308   5     52.00
WA910       0308   6     56.00
WA910       0308   7     46.00
WA910       0308   8     42.00
WA910       0308   9     50.00
WA910       0308  10     46.00
WA910       0308  11     37.00
WA910       0308  12     45.00
WA910       0308  13     41.00
WA910       0308  14     40.00
WA910       0308  15     39.00
WA910       0308  16     37.00
WA910       0308  17     39.00
WA910       0308  18     41.00
WA910       0308  19     45.00
WA910       0308  20     40.00
WA910       0308  21     46.00
WA910       0308  22     51.00
WA910       0308  23     40.00
WA910       0308  24     44.00
WA910       0308  25     38.00
WA910       0308  26     44.00
WA910       0308  27     39.00
WA910       0308  28     35.00
WA910       0308  29     39.00
WA910       0308  30     44.00
WA910       0308  31     44.00
WA910       0408   1     46.00
WA910       0408   2     50.00
WA910       0408   3     50.00
WA910       0408   4     40.00
WA910       0408   5     40.00
WA910       0408   6     41.00
WA910       0408   7     43.00
WA910       0408   8     38.00
WA910       0408   9     48.00
WA910       0408  10     46.00
WA910       0408  11     51.00
WA910       0408  12     70.00
WA910       0408  13     51.00
WA910       0408  14     41.00
WA910       0408  15     38.00
WA910       0408  16     42.00
WA910       0408  17     46.00
WA910       0408  18     35.00
WA910       0408  19     43.00
WA910       0408  20     38.00
WA910       0408  21     44.00
WA910       0408  22     52.00
WA910       0408  23     46.00
WA910       0408  24     40.00
WA910       0408  25     48.00
WA910       0408  26     62.00
WA910       0408  27     59.00
WA910       0408  28     51.00
WA910       0408  29     48.00
WA910       0408  30     48.00
WA910       0508   1     49.00
WA910       0508   2     58.00
WA910       0508   3     46.00
WA910       0508   4     62.00
WA910       0508   5     57.00
WA910       0508   6     55.00
WA910       0508   7     45.00
WA910       0508   8     42.00
WA910       0508   9     56.00
WA910       0508  10     43.00
WA910       0508  11     45.00
WA910       0508  12     49.00
WA910       0508  13     43.00
WA910       0508  14     54.00
WA910       0508  15     72.00
WA910       0508  16     85.00
WA910       0508  17     84.00
WA910       0508  18     69.00
WA910       0508  19     62.00
WA910       0508  20     49.00
WA910       0508  21     48.00
WA910       0508  22     51.00
WA910       0508  23     66.00
WA910       0508  24     71.00
WA910       0508  25     71.00
WA910       0508  26     66.00
WA910       0508  27     67.00
WA910       0508  28     68.00
WA910       0508  29     48.00
WA910       0508  30     57.00
WA910       0508  31     65.00
WA910       0608   1     44.00
WA910       0608   2     46.00
WA910       0608   3     46.00
WA910       0608   4     45.00
WA910       0608   5     41.00
WA910       0608   6     48.00
WA910       0608   7     44.00
WA910       0608   8     54.00
WA910       0608   9     46.00
WA910       0608  10     44.00
WA910       0608  11     43.00
WA910       0608  12     57.00
WA910       0608  13     58.00
WA910       0608  14     55.00
WA910       0608  15     63.00
WA910       0608  16     67.00
WA910       0608  17     51.00
WA910       0608  18     52.00
WA910       0608  19     55.00
WA910       0608  20     76.00
WA910       0608  21     69.00
WA910       0608  22     61.00
WA910       0608  23     60.00
WA910       0608  24     61.00
WA910       0608  25     68.00
WA910       0608  26     56.00
WA910       0608  27     74.00
WA910       0608  28     87.00
WA910       0608  29     90.00
WA910       0608  30     85.00
WA910       0708   1     77.00
WA910       0708   2     87.00
WA910       0708   3     63.00
WA910       0708   4     62.00
WA910       0708   5     55.00
WA910       0708   6     56.00
WA910       0708   7     70.00
WA910       0708   8     76.00
WA910       0708   9     75.00
WA910       0708  10     61.00
WA910       0708  11     73.00
WA910       0708  12     79.00
WA910       0708  13     77.00
WA910       0708  14     74.00
WA910       0708  15     74.00
WA910       0708  16     74.00
WA910       0708  17     72.00
WA910       0708  18     64.00
WA910       0708  19     69.00
WA910       0708  20     74.00
WA910       0708  21     73.00
WA910       0708  22     60.00
WA910       0708  23     50.00
WA910       0708  24     72.00
WA910       0708  25     72.00
WA910       0708  26     66.00
WA910       0708  27     55.00
WA910       0708  28     70.00
WA910       0708  29     55.00
WA910       0708  30     51.00
WA910       0708  31     58.00
WA910       0808   1     57.00
WA910       0808   2     54.00
WA910       0808   3     68.00
WA910       0808   4     79.00
WA910       0808   5     85.00
WA910       0808   6     89.00
WA910       0808   7     81.00
WA910       0808   8     73.00
WA910       0808   9     58.00
WA910       0808  10     55.00
WA910       0808  11     68.00
WA910       0808  12     71.00
WA910       0808  13     71.00
WA910       0808  14     87.00
WA910       0808  15     88.00
WA910       0808  16     86.00
WA910       0808  17     88.00
WA910       0808  18     69.00
WA910       0808  19     58.00
WA910       0808  20     55.00
WA910       0808  21     51.00
WA910       0808  22     66.00
WA910       0808  23     75.00
WA910       0808  24     65.00
WA910       0808  25     59.00
WA910       0808  26     57.00
WA910       0808  27     49.00
WA910       0808  28     54.00
WA910       0808  29     58.00
WA910       0808  30     53.00
WA910       0808  31     55.00
WA910       0908   1     59.00
WA910       0908   2     58.00
WA910       0908   3     63.00
WA910       0908   4     65.00
WA910       0908   5     52.00
WA910       0908   6     64.00
WA910       0908   7     72.00
WA910       0908   8     71.00
WA910       0908   9     67.00
WA910       0908  10     68.00
WA910       0908  11     72.00
WA910       0908  12     67.00
WA910       0908  13     69.00
WA910       0908  14     73.00
WA910       0908  15     77.00
WA910       0908  16     83.00
WA910       0908  17     79.00
WA910       0908  18     62.00
WA910       0908  19     59.00
WA910       0908  20     51.00
WA910       0908  21     51.00
WA910       0908  22     46.00
WA910       0908  23     55.00
WA910       0908  24     57.00
WA910       0908  25     49.00
WA910       0908  26     60.00
WA910       0908  27     58.00
WA910       0908  28     72.00
WA910       0908  29     81.00
WA910       0908  30     76.00
WA910       1008   1     79.00
WA910       1008   2     62.00
WA910       1008   3     52.00
WA910       1008   4     51.00
WA910       1008   5     46.00
WA910       1008   6     49.00
WA910       1008   7     47.00
WA910       1008   8     46.00
WA910       1008   9     45.00
WA910       1008  10     50.00
WA910       1008  11     49.00
WA910       1008  12     52.00
WA910       1008  13     48.00
WA910       1008  14     47.00
WA910       1008  15     49.00
WA910       1008  16     45.00
WA910       1008  17     52.00
WA910       1008  18     49.00
WA910       1008  19     54.00
WA910       1008  20     47.00
WA910       1008  21     46.00
WA910       1008  22     64.00
WA910       1008  23     48.00
WA910       1008  24     43.00
WA910       1008  25     45.00
WA910       1008  26     61.00
WA910       1008  27     64.00
WA910       1008  28     64.00
WA910       1008  29     53.00
WA910       1008  30     56.00
WA910       1008  31     55.00
WA910       1108   1     57.00
WA910       1108   2     47.00
WA910       1108   3     42.00
WA910       1108   4     38.00
WA910       1108   5     41.00
WA910       1108   6     47.00
WA910       1108   7     49.00
WA910       1108   8     47.00
WA910       1108   9     45.00
WA910       1108  10     43.00
WA910       1108  11     43.00
WA910       1108  12     48.00
WA910       1108  13     42.00
WA910       1108  14     41.00
WA910       1108  15     55.00
WA910       1108  16     55.00
WA910       1108  17     61.00
WA910       1108  18     47.00
WA910       1108  19     56.00
WA910       1108  20     52.00
WA910       1108  21     38.00
WA910       1108  22     35.00
WA910       1108  23     40.00
WA910       1108  24     49.00
WA910       1108  25     44.00
WA910       1108  26     43.00
WA910       1108  27     47.00
WA910       1108  28     40.00
WA910       1108  29     45.00
WA910       1108  30     52.00
WA910       1208   1     53.00
WA910       1208   2     44.00
WA910       1208   3     41.00
WA910       1208   4     44.00
WA910       1208   5     46.00
WA910       1208   6     42.00
WA910       1208   7     40.00
WA910       1208   8     35.00
WA910       1208   9     35.00
WA910       1208  10     42.00
WA910       1208  11     44.00
WA910       1208  12     37.00
WA910       1208  13     31.00
WA910       1208  14     27.00
WA910       1208  15     25.00
WA910       1208  16     26.00
WA910       1208  17     27.00
WA910       1208  18     24.00
WA910       1208  19     18.00
WA910       1208  20     23.00
WA910       1208  21     35.00
WA910       1208  22     32.00
WA910       1208  23     28.00
WA910       1208  24     30.00
WA910       1208  25     33.00
WA910       1208  26     32.00
WA910       1208  27     37.00
WA910       1208  28     32.00
WA910       1208  29     33.00
WA910       1208  30     34.00
WA910       1208  31     33.00
WA910       0109   1     35.00
WA910       0109   2     27.00
WA910       0109   3     29.00
WA910       0109   4     32.00
WA910       0109   5     36.00
WA910       0109   6     39.00
WA910       0109   7     40.00
WA910       0109   8     41.00
WA910       0109   9     35.00
WA910       0109  10     35.00
WA910       0109  11     37.00
WA910       0109  12     42.00
WA910       0109  13     41.00
WA910       0109  14     52.00
WA910       0109  15     59.00
WA910       0109  16     59.00
WA910       0109  17     62.00
WA910       0109  18     68.00
WA910       0109  19     66.00
WA910       0109  20     55.00
WA910       0109  21     50.00
WA910       0109  22     46.00
WA910       0109  23     47.00
WA910       0109  24     39.00
WA910       0109  25     33.00
WA910       0109  26     32.00
WA910       0109  27     33.00
WA910       0109  28     35.00
WA910       0109  29     36.00
WA910       0109  30     42.00
WA910       0109  31     33.00
WA910       0209   1     35.00
WA910       0209   2     41.00
WA910       0209   3     50.00
WA910       0209   4     57.00
WA910       0209   5     54.00
WA910       0209   6     39.00
WA910       0209   7     42.00
WA910       0209   8     47.00
WA910       0209   9     33.00
WA910       0209  10     30.00
WA910       0209  11     41.00
WA910       0209  12     38.00
WA910       0209  13     42.00
WA910       0209  14     42.00
WA910       0209  15     44.00
WA910       0209  16     46.00
WA910       0209  17     42.00
WA910       0209  18     46.00
WA910       0209  19     49.00
WA910       0209  20     50.00
WA910       0209  21     58.00
WA910       0209  22     49.00
WA910       0209  23     49.00
WA910       0209  24     38.00
WA910       0209  25     35.00
WA910       0209  26     37.00
WA910       0209  27     43.00
WA910       0209  28     40.00
WA910       0309   1     49.00
WA910       0309   2     44.00
WA910       0309   3     44.00
WA910       0309   4     46.00
WA910       0309   5     41.00
WA910       0309   6     39.00
WA910       0309   7     34.00
WA910       0309   8     36.00
WA910       0309   9     35.00
WA910       0309  10     33.00
WA910       0309  11     39.00
WA910       0309  12     47.00
WA910       0309  13     53.00
WA910       0309  14     35.00
WA910       0309  15     33.00
WA910       0309  16     34.00
WA910       0309  17     40.00
WA910       0309  18     38.00
WA910       0309  19     40.00
WA910       0309  20     40.00
WA910       0309  21     44.00
WA910       0309  22     47.00
WA910       0309  23     36.00
WA910       0309  24     35.00
WA910       0309  25     45.00
WA910       0309  26     46.00
WA910       0309  27     45.00
WA910       0309  28     35.00
WA910       0309  29     45.00
WA910       0309  30     37.00
WA910       0309  31     41.00
WA910       0409   1     35.00
WA910       0409   2     38.00
WA910       0409   3     45.00
WA910       0409   4     50.00
WA910       0409   5     58.00
WA910       0409   6     65.00
WA910       0409   7     68.00
WA910       0409   8     48.00
WA910       0409   9     49.00
WA910       0409  10     49.00
WA910       0409  11     41.00
WA910       0409  12     37.00
WA910       0409  13     39.00
WA910       0409  14     45.00
WA910       0409  15     54.00
WA910       0409  16     54.00
WA910       0409  17     44.00
WA910       0409  18     54.00
WA910       0409  19     57.00
WA910       0409  20     69.00
WA910       0409  21     67.00
WA910       0409  22     51.00
WA910       0409  23     48.00
WA910       0409  24     53.00
WA910       0409  25     44.00
WA910       0409  26     53.00
WA910       0409  27     58.00
WA910       0409  28     55.00
WA910       0409  29     55.00
WA910       0409  30     57.00
WA910       0509   1     62.00
WA910       0509   2     60.00
WA910       0509   3     52.00
WA910       0509   4     56.00
WA910       0509   5     45.00
WA910       0509   6     40.00
WA910       0509   7     40.00
WA910       0509   8     49.00
WA910       0509   9     62.00
WA910       0509  10     63.00
WA910       0509  11     45.00
WA910       0509  12     44.00
WA910       0509  13     47.00
WA910       0509  14     47.00
WA910       0509  15     60.00
WA910       0509  16     64.00
WA910       0509  17     68.00
WA910       0509  18     61.00
WA910       0509  19     46.00
WA910       0509  20     49.00
WA910       0509  21     62.00
WA910       0509  22     68.00
WA910       0509  23     68.00
WA910       0509  24     65.00
WA910       0509  25     64.00
WA910       0509  26     52.00
WA910       0509  27     61.00
WA910       0509  28     70.00
WA910       0509  29     77.00
WA910       0509  30     74.00
WA910       0509  31     74.00
WA910       0609   1     76.00
WA910       0609   2     80.00
WA910       0609   3     81.00
WA910       0609   4     84.00
WA910       0609   5     72.00
WA910       0609   6     54.00
WA910       0609   7     60.00
WA910       0609   8     64.00
WA910       0609   9     70.00
WA910       0609  10     71.00
WA910       0609  11     69.00
WA910       0609  12     72.00
WA910       0609  13     74.00
WA910       0609  14     63.00
WA910       0609  15     64.00
WA910       0609  16     68.00
WA910       0609  17     55.00
WA910       0609  18     64.00
WA910       0609  19     55.00
WA910       0609  20     56.00
WA910       0609  21     51.00
WA910       0609  22     48.00
WA910       0609  23     64.00
WA910       0609  24     56.00
WA910       0609  25     49.00
WA910       0609  26     62.00
WA910       0609  27     72.00
WA910       0609  28     65.00
WA910       0609  29     66.00
WA910       0609  30     68.00
WA910       0709   1     74.00
WA910       0709   2     82.00
WA910       0709   3     83.00
WA910       0709   4     80.00
WA910       0709   5     80.00
WA910       0709   6     54.00
WA910       0709   7     48.00
WA910       0709   8     51.00
WA910       0709   9     65.00
WA910       0709  10     76.00
WA910       0709  11     83.00
WA910       0709  12     68.00
WA910       0709  13     54.00
WA910       0709  14     55.00
WA910       0709  15     73.00
WA910       0709  16     80.00
WA910       0709  17     83.00
WA910       0709  18     72.00
WA910       0709  19     71.00
WA910       0709  20     82.00
WA910       0709  21     85.00
WA910       0709  22     77.00
WA910       0709  23     65.00
WA910       0709  24     73.00
WA910       0709  25     76.00
WA910       0709  26     81.00
WA910       0709  27     89.00
WA910       0709  28     91.00
WA910       0709  29     91.00
WA910       0709  30     89.00
WA910       0709  31     85.00
WA910       0809   1     85.00
WA910       0809   2     85.00
WA910       0809   3     79.00
WA910       0809   4     74.00
WA910       0809   5     68.00
WA910       0809   6     65.00
WA910       0809   7     57.00
WA910       0809   8     57.00
WA910       0809   9     67.00
WA910       0809  10     54.00
WA910       0809  11     62.00
WA910       0809  12     65.00
WA910       0809  13     51.00
WA910       0809  14     51.00
WA910       0809  15     54.00
WA910       0809  16     69.00
WA910       0809  17     72.00
WA910       0809  18     76.00
WA910       0809  19     85.00
WA910       0809  20     87.00
WA910       0809  21     62.00
WA910       0809  22     66.00
WA910       0809  23     65.00
WA910       0809  24     72.00
WA910       0809  25     61.00
WA910       0809  26     71.00
WA910       0809  27     86.00
WA910       0809  28     76.00
WA910       0809  29     69.00
WA910       0809  30     72.00
WA910       0809  31     72.00
WA910       0909   1     69.00
WA910       0909   2     77.00
WA910       0909   3     60.00
WA910       0909   4     68.00
WA910       0909   5     59.00
WA910       0909   6     47.00
WA910       0909   7     53.00
WA910       0909   8     62.00
WA910       0909   9     57.00
WA910       0909  10     67.00
WA910       0909  11     81.00
WA910       0909  12     85.00
WA910       0909  13     78.00
WA910       0909  14     58.00
WA910       0909  15     71.00
WA910       0909  16     68.00
WA910       0909  17     63.00
WA910       0909  18     76.00
WA910       0909  19     61.00
WA910       0909  20     58.00
WA910       0909  21     71.00
WA910       0909  22     85.00
WA910       0909  23     83.00
WA910       0909  24   -999.00
WA910       0909  25     66.00
WA910       0909  26     59.00
WA910       0909  27     66.00
WA910       0909  28     60.00
WA910       0909  29     42.00
WA910       0909  30     45.00
WA910       1009   1     45.00
WA910       1009   2     47.00
WA910       1009   3     52.00
WA910       1009   4     59.00
WA910       1009   5     58.00
WA910       1009   6     56.00
WA910       1009   7     57.00
WA910       1009   8     56.00
WA910       1009   9     52.00
WA910       1009  10     50.00
WA910       1009  11     48.00
WA910       1009  12     46.00
WA910       1009  13     49.00
WA910       1009  14     46.00
WA910       1009  15     54.00
WA910       1009  16     53.00
WA910       1009  17     53.00
WA910       1009  18     50.00
WA910       1009  19     51.00
WA910       1009  20     49.00
WA910       1009  21     49.00
WA910       1009  22     46.00
WA910       1009  23     47.00
WA910       1009  24     46.00
WA910       1009  25     43.00
WA910       1009  26     42.00
WA910       1009  27     41.00
WA910       1009  28     37.00
WA910       1009  29     45.00
WA910       1009  30     48.00
WA910       1009  31     47.00
WA910       1109   1     44.00
WA910       1109   2     45.00
WA910       1109   3     46.00
WA910       1109   4     58.00
WA910       1109   5     54.00
WA910       1109   6     39.00
WA910       1109   7     35.00
WA910       1109   8     36.00
WA910       1109   9     40.00
WA910       1109  10     35.00
WA910       1109  11     40.00
WA910       1109  12     40.00
WA910       1109  13     33.00
WA910       1109  14     35.00
WA910       1109  15     43.00
WA910       1109  16     44.00
WA910       1109  17     43.00
WA910       1109  18     34.00
WA910       1109  19     40.00
WA910       1109  20     40.00
WA910       1109  21     36.00
WA910       1109  22     35.00
WA910       1109  23     35.00
WA910       1109  24     45.00
WA910       1109  25     47.00
WA910       1109  26     44.00
WA910       1109  27     39.00
WA910       1109  28     35.00
WA910       1109  29     41.00
WA910       1109  30     40.00
WA910       1209   1     38.00
WA910       1209   2     47.00
WA910       1209   3     45.00
WA910       1209   4     35.00
WA910       1209   5     37.00
WA910       1209   6     29.00
WA910       1209   7     26.00
WA910       1209   8     24.00
WA910       1209   9     28.00
WA910       1209  10     29.00
WA910       1209  11     30.00
WA910       1209  12     33.00
WA910       1209  13     26.00
WA910       1209  14     34.00
WA910       1209  15     40.00
WA910       1209  16     40.00
WA910       1209  17     42.00
WA910       1209  18     44.00
WA910       1209  19     43.00
WA910       1209  20     45.00
WA910       1209  21     42.00
WA910       1209  22     33.00
WA910       1209  23     32.00
WA910       1209  24     37.00
WA910       1209  25     51.00
WA910       1209  26     50.00
WA910       1209  27     48.00
WA910       1209  28     37.00
WA910       1209  29     42.00
WA910       1209  30     35.00
WA910       1209  31     41.00
WA910       0110   1     42.00
WA910       0110   2     37.00
WA910       0110   3     41.00
WA910       0110   4     40.00
WA910       0110   5     43.00
WA910       0110   6     42.00
WA910       0110   7     50.00
WA910       0110   8     46.00
WA910       0110   9     47.00
WA910       0110  10     50.00
WA910       0110  11     48.00
WA910       0110  12     44.00
WA910       0110  13     42.00
WA910       0110  14     39.00
WA910       0110  15     39.00
WA910       0110  16     39.00
WA910       0110  17     41.00
WA910       0110  18     45.00
WA910       0110  19     49.00
WA910       0110  20     47.00
WA910       0110  21     44.00
WA910       0110  22     49.00
WA910       0110  23     40.00
WA910       0110  24     42.00
WA910       0110  25     39.00
WA910       0110  26     43.00
WA910       0110  27     45.00
WA910       0110  28     48.00
WA910       0110  29     51.00
WA910       0110  30     42.00
WA910       0110  31     41.00
WA910       0210   1     41.00
WA910       0210   2     43.00
WA910       0210   3     46.00
WA910       0210   4     46.00
WA910       0210   5     44.00
WA910       0210   6     51.00
WA910       0210   7     42.00
WA910       0210   8     44.00
WA910       0210   9     47.00
WA910       0210  10     40.00
WA910       0210  11     41.00
WA910       0210  12     40.00
WA910       0210  13     42.00
WA910       0210  14     41.00
WA910       0210  15     47.00
WA910       0210  16     40.00
WA910       0210  17     49.00
WA910       0210  18     51.00
WA910       0210  19     52.00
WA910       0210  20     50.00
WA910       0210  21     48.00
WA910       0210  22     54.00
WA910       0210  23     47.00
WA910       0210  24     40.00
WA910       0210  25     41.00
WA910       0210  26     42.00
WA910       0210  27     42.00
WA910       0210  28     49.00
WA910       0310   1     54.00
WA910       0310   2     49.00
WA910       0310   3     42.00
WA910       0310   4     46.00
WA910       0310   5     51.00
WA910       0310   6     55.00
WA910       0310   7     44.00
WA910       0310   8     38.00
WA910       0310   9     36.00
WA910       0310  10     37.00
WA910       0310  11     35.00
WA910       0310  12     37.00
WA910       0310  13     42.00
WA910       0310  14     47.00
WA910       0310  15     58.00
WA910       0310  16     52.00
WA910       0310  17     44.00
WA910       0310  18     49.00
WA910       0310  19     55.00
WA910       0310  20     59.00
WA910       0310  21     42.00
WA910       0310  22     44.00
WA910       0310  23     49.00
WA910       0310  24     60.00
WA910       0310  25     46.00
WA910       0310  26     39.00
WA910       0310  27     53.00
WA910       0310  28     46.00
WA910       0310  29     38.00
WA910       0310  30     39.00
WA910       0310  31     46.00
WA910       0410   1     39.00
WA910       0410   2     34.00
WA910       0410   3     39.00
WA910       0410   4     46.00
WA910       0410   5     45.00
WA910       0410   6     38.00
WA910       0410   7     36.00
WA910       0410   8     42.00
WA910       0410   9     43.00
WA910       0410  10     46.00
WA910       0410  11     54.00
WA910       0410  12     55.00
WA910       0410  13     42.00
WA910       0410  14     56.00
WA910       0410  15     62.00
WA910       0410  16     66.00
WA910       0410  17     51.00
WA910       0410  18     63.00
WA910       0410  19     69.00
WA910       0410  20     52.00
WA910       0410  21     42.00
WA910       0410  22     50.00
WA910       0410  23     53.00
WA910       0410  24     41.00
WA910       0410  25     51.00
WA910       0410  26     55.00
WA910       0410  27     49.00
WA910       0410  28     47.00
WA910       0410  29     41.00
WA910       0410  30     45.00
WA910       0510   1     47.00
WA910       0510   2     40.00
WA910       0510   3     41.00
WA910       0510   4     44.00
WA910       0510   5     41.00
WA910       0510   6     51.00
WA910       0510   7     55.00
WA910       0510   8     54.00
WA910       0510   9     59.00
WA910       0510  10     57.00
WA910       0510  11     61.00
WA910       0510  12     57.00
WA910       0510  13     64.00
WA910       0510  14     67.00
WA910       0510  15     67.00
WA910       0510  16     68.00
WA910       0510  17     67.00
WA910       0510  18     50.00
WA910       0510  19     64.00
WA910       0510  20     44.00
WA910       0510  21     49.00
WA910       0510  22     47.00
WA910       0510  23     49.00
WA910       0510  24     54.00
WA910       0510  25     57.00
WA910       0510  26     49.00
WA910       0510  27     50.00
WA910       0510  28     47.00
WA910       0510  29     46.00
WA910       0510  30     52.00
WA910       0510  31     54.00
WA910       0610   1     53.00
WA910       0610   2     51.00
WA910       0610   3     53.00
WA910       0610   4     46.00
WA910       0610   5     63.00
WA910       0610   6     53.00
WA910       0610   7     53.00
WA910       0610   8     65.00
WA910       0610   9     52.00
WA910       0610  10     48.00
WA910       0610  11     55.00
WA910       0610  12     70.00
WA910       0610  13     64.00
WA910       0610  14     60.00
WA910       0610  15     46.00
WA910       0610  16     51.00
WA910       0610  17     45.00
WA910       0610  18     68.00
WA910       0610  19     60.00
WA910       0610  20     51.00
WA910       0610  21     53.00
WA910       0610  22     65.00
WA910       0610  23     74.00
WA910       0610  24     67.00
WA910       0610  25     67.00
WA910       0610  26     65.00
WA910       0610  27     59.00
WA910       0610  28     61.00
WA910       0610  29     57.00
WA910       0610  30     57.00
WA910       0710   1     52.00
WA910       0710   2     53.00
WA910       0710   3     53.00
WA910       0710   4     48.00
WA910       0710   5     59.00
WA910       0710   6     75.00
WA910       0710   7     84.00
WA910       0710   8     86.00
WA910       0710   9     84.00
WA910       0710  10     77.00
WA910       0710  11     75.00
WA910       0710  12     50.00
WA910       0710  13     56.00
WA910       0710  14     71.00
WA910       0710  15     75.00
WA910       0710  16     71.00
WA910       0710  17     70.00
WA910       0710  18     70.00
WA910       0710  19     69.00
WA910       0710  20     72.00
WA910       0710  21     78.00
WA910       0710  22     58.00
WA910       0710  23     75.00
WA910       0710  24     79.00
WA910       0710  25     79.00
WA910       0710  26     80.00
WA910       0710  27     79.00
WA910       0710  28     80.00
WA910       0710  29     76.00
WA910       0710  30     74.00
WA910       0710  31     63.00
WA910       0810   1     63.00
WA910       0810   2     74.00
WA910       0810   3     72.00
WA910       0810   4     79.00
WA910       0810   5     80.00
WA910       0810   6     72.00
WA910       0810   7     57.00
WA910       0810   8     61.00
WA910       0810   9     58.00
WA910       0810  10     63.00
WA910       0810  11     69.00
WA910       0810  12     71.00
WA910       0810  13     80.00
WA910       0810  14     84.00
WA910       0810  15     86.00
WA910       0810  16     84.00
WA910       0810  17     84.00
WA910       0810  18     70.00
WA910       0810  19     62.00
WA910       0810  20     64.00
WA910       0810  21     62.00
WA910       0810  22     53.00
WA910       0810  23     66.00
WA910       0810  24     80.00
WA910       0810  25     83.00
WA910       0810  26     59.00
WA910       0810  27     53.00
WA910       0810  28     63.00
WA910       0810  29     58.00
WA910       0810  30     62.00
WA910       0810  31     48.00
WA910       0910   1     60.00
WA910       0910   2     73.00
WA910       0910   3     78.00
WA910       0910   4     62.00
WA910       0910   5     49.00
WA910       0910   6     47.00
WA910       0910   7     57.00
WA910       0910   8     58.00
WA910       0910   9     56.00
WA910       0910  10     51.00
WA910       0910  11     54.00
WA910       0910  12     52.00
WA910       0910  13     63.00
WA910       0910  14     66.00
WA910       0910  15     67.00
WA910       0910  16     62.00
WA910       0910  17     66.00
WA910       0910  18     64.00
WA910       0910  19     55.00
WA910       0910  20     50.00
WA910       0910  21     57.00
WA910       0910  22     59.00
WA910       0910  23     48.00
WA910       0910  24     50.00
WA910       0910  25     68.00
WA910       0910  26     57.00
WA910       0910  27     60.00
WA910       0910  28     60.00
WA910       0910  29     63.00
WA910       0910  30     74.00
WA910       1010   1     74.00
WA910       1010   2     62.00
WA910       1010   3     56.00
WA910       1010   4     53.00
WA910       1010   5     58.00
WA910       1010   6     68.00
WA910       1010   7     58.00
WA910       1010   8     56.00
WA910       1010   9     55.00
WA910       1010  10     55.00
WA910       1010  11     49.00
WA910       1010  12     55.00
WA910       1010  13     72.00
WA910       1010  14     59.00
WA910       1010  15     49.00
WA910       1010  16     50.00
WA910       1010  17     51.00
WA910       1010  18     50.00
WA910       1010  19     60.00
WA910       1010  20     64.00
WA910       1010  21     63.00
WA910       1010  22     46.00
WA910       1010  23     48.00
WA910       1010  24     43.00
WA910       1010  25     38.00
WA910       1010  26     40.00
WA910       1010  27     49.00
WA910       1010  28     44.00
WA910       1010  29     44.00
WA910       1010  30     48.00
WA910       1010  31     42.00
WA910       1110   1     47.00
WA910       1110   2     52.00
WA910       1110   3     66.00
WA910       1110   4     64.00
WA910       1110   5     50.00
WA910       1110   6     46.00
WA910       1110   7     42.00
WA910       1110   8     38.00
WA910       1110   9     35.00
WA910       1110  10     43.00
WA910       1110  11     42.00
WA910       1110  12     42.00
WA910       1110  13     39.00
WA910       1110  14     45.00
WA910       1110  15     45.00
WA910       1110  16     40.00
WA910       1110  17     35.00
WA910       1110  18     34.00
WA910       1110  19     36.00
WA910       1110  20     39.00
WA910       1110  21     29.00
WA910       1110  22     21.00
WA910       1110  23     19.00
WA910       1110  24     19.00
WA910       1110  25     35.00
WA910       1110  26     35.00
WA910       1110  27     38.00
WA910       1110  28     34.00
WA910       1110  29     33.00
WA910       1110  30     36.00
WA910       1210   1     38.00
WA910       1210   2     37.00
WA910       1210   3     41.00
WA910       1210   4     40.00
WA910       1210   5     42.00
WA910       1210   6     47.00
WA910       1210   7     46.00
WA910       1210   8     40.00
WA910       1210   9     38.00
WA910       1210  10     36.00
WA910       1210  11     39.00
WA910       1210  12     46.00
WA910       1210  13     41.00
WA910       1210  14     38.00
WA910       1210  15     33.00
WA910       1210  16     36.00
WA910       1210  17     39.00
WA910       1210  18     32.00
WA910       1210  19     40.00
WA910       1210  20     33.00
WA910       1210  21     40.00
WA910       1210  22     38.00
WA910       1210  23     36.00
WA910       1210  24     40.00
WA910       1210  25     45.00
WA910       1210  26     36.00
WA910       1210  27     35.00
WA910       1210  28     36.00
WA910       1210  29     30.00
WA910       1210  30     28.00
WA910       1210  31     34.00
WA910       0111   1     33.00
