$ Get data for 776:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:37:51 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA776           Spencer Meadow
WA776       1203  24     35.00
WA776       1203  25     31.00
WA776       1203  26     27.00
WA776       1203  27     30.00
WA776       1203  28     29.00
WA776       1203  29     32.00
WA776       1203  30     27.00
WA776       1203  31     30.00
WA776       0104   1     26.00
WA776       0104   2     28.00
WA776       0104   3     25.00
WA776       0104   4     22.00
WA776       0104   5      7.00
WA776       0104   6     15.00
WA776       0104   7     32.00
WA776       0104   8     36.00
WA776       0104   9     41.00
WA776       0104  10     41.00
WA776       0104  11     43.00
WA776       0104  12     38.00
WA776       0104  13     44.00
WA776       0104  14     42.00
WA776       0104  15     41.00
WA776       0104  16     39.00
WA776       0104  17     40.00
WA776       0104  18     37.00
WA776       0104  19     40.00
WA776       0104  20     36.00
WA776       0104  21     34.00
WA776       0104  22     45.00
WA776       0104  23     39.00
WA776       0104  24     37.00
WA776       0104  25   -999.00
WA776       0104  26     32.00
WA776       0104  27     37.00
WA776       0104  28     39.00
WA776       0104  29     42.00
WA776       0104  30     39.00
WA776       0104  31     31.00
WA776       0204   1     35.00
WA776       0204   2     33.00
WA776       0204   3     37.00
WA776       0204   4     35.00
WA776       0204   5     36.00
WA776       0204   6     34.00
WA776       0204   7     33.00
WA776       0204   8     35.00
WA776       0204   9     43.00
WA776       0204  10     49.00
WA776       0204  11     42.00
WA776       0204  12     44.00
WA776       0204  13     40.00
WA776       0204  14     40.00
WA776       0204  15     40.00
WA776       0204  16     36.00
WA776       0204  17     35.00
WA776       0204  18     37.00
WA776       0204  19     40.00
WA776       0204  20     46.00
WA776       0204  21     42.00
WA776       0204  22     44.00
WA776       0204  23     41.00
WA776       0204  24     36.00
WA776       0204  25     35.00
WA776       0204  26     38.00
WA776       0204  27     37.00
WA776       0204  28     35.00
WA776       0204  29     38.00
WA776       0304   1     43.00
WA776       0304   2     43.00
WA776       0304   3     32.00
WA776       0304   4     34.00
WA776       0304   5     33.00
WA776       0304   6     36.00
WA776       0304   7     46.00
WA776       0304   8     65.00
WA776       0304   9     48.00
WA776       0304  10     59.00
WA776       0304  11     57.00
WA776       0304  12     43.00
WA776       0304  13     47.00
WA776       0304  14     43.00
WA776       0304  15     45.00
WA776       0304  16     52.00
WA776       0304  17     51.00
WA776       0304  18     38.00
WA776       0304  19     39.00
WA776       0304  20     51.00
WA776       0304  21     60.00
WA776       0304  22     62.00
WA776       0304  23     45.00
WA776       0304  24     37.00
WA776       0304  25     35.00
WA776       0304  26     37.00
WA776       0304  27     41.00
WA776       0304  28     55.00
WA776       0304  29     61.00
WA776       0304  30     41.00
WA776       0304  31     40.00
WA776       0404   1     46.00
WA776       0404   2     59.00
WA776       0404   3     62.00
WA776       0404   4     55.00
WA776       0404   5     50.00
WA776       0404   6     52.00
WA776       0404   7     49.00
WA776       0404   8     57.00
WA776       0404   9     63.00
WA776       0404  10     64.00
WA776       0404  11     71.00
WA776       0404  12     54.00
WA776       0404  13     49.00
WA776       0404  14     38.00
WA776       0404  15     38.00
WA776       0404  16     45.00
WA776       0404  17     46.00
WA776       0404  18     42.00
WA776       0404  19     47.00
WA776       0404  20     37.00
WA776       0404  21     43.00
WA776       0404  22     60.00
WA776       0404  23     43.00
WA776       0404  24     54.00
WA776       0404  25     68.00
WA776       0404  26     76.00
WA776       0404  27     59.00
WA776       0404  28     54.00
WA776       0404  29     68.00
WA776       0404  30     72.00
WA776       0504   1     72.00
WA776       0504   2     63.00
WA776       0504   3     61.00
WA776       0504   4     48.00
WA776       0504   5     48.00
WA776       0504   6     62.00
WA776       0504   7     57.00
WA776       0504   8     49.00
WA776       0504   9     53.00
WA776       0504  10     46.00
WA776       0504  11     49.00
WA776       0504  12     51.00
WA776       0504  13     60.00
WA776       0504  14     62.00
WA776       0504  15     48.00
WA776       0504  16     49.00
WA776       0504  17     63.00
WA776       0504  18     53.00
WA776       0504  19     53.00
WA776       0504  20     63.00
WA776       0504  21     51.00
WA776       0504  22     43.00
WA776       0504  23     53.00
WA776       0504  24     63.00
WA776       0504  25     66.00
WA776       0504  26     51.00
WA776       0504  27     46.00
WA776       0504  28     41.00
WA776       0504  29     42.00
WA776       0504  30     47.00
WA776       0504  31     48.00
WA776       0604   1     60.00
WA776       0604   2     69.00
WA776       0604   3     76.00
WA776       0604   4     75.00
WA776       0604   5     51.00
WA776       0604   6     45.00
WA776       0604   7     48.00
WA776       0604   8     58.00
WA776       0604   9     56.00
WA776       0604  10     47.00
WA776       0604  11     49.00
WA776       0604  12     53.00
WA776       0604  13     50.00
WA776       0604  14     48.00
WA776       0604  15     67.00
WA776       0604  16     76.00
WA776       0604  17     80.00
WA776       0604  18     76.00
WA776       0604  19     73.00
WA776       0604  20     78.00
WA776       0604  21     84.00
WA776       0604  22     78.00
WA776       0604  23     58.00
WA776       0604  24     56.00
WA776       0604  25     65.00
WA776       0604  26     65.00
WA776       0604  27     69.00
WA776       0604  28     73.00
WA776       0604  29     73.00
WA776       0604  30     71.00
WA776       0704   1     71.00
WA776       0704   2     64.00
WA776       0704   3     64.00
WA776       0704   4     65.00
WA776       0704   5     72.00
WA776       0704   6     67.00
WA776       0704   7     55.00
WA776       0704   8     64.00
WA776       0704   9     58.00
WA776       0704  10     55.00
WA776       0704  11     69.00
WA776       0704  12     84.00
WA776       0704  13     75.00
WA776       0704  14     83.00
WA776       0704  15     71.00
WA776       0704  16     78.00
WA776       0704  17     79.00
WA776       0704  18     74.00
WA776       0704  19     68.00
WA776       0704  20     65.00
WA776       0704  21     76.00
WA776       0704  22     85.00
WA776       0704  23     89.00
WA776       0704  24     89.00
WA776       0704  25     73.00
WA776       0704  26     71.00
WA776       0704  27     80.00
WA776       0704  28     80.00
WA776       0704  29     78.00
WA776       0704  30     69.00
WA776       0704  31     73.00
WA776       0804   1     77.00
WA776       0804   2     69.00
WA776       0804   3     63.00
WA776       0804   4     72.00
WA776       0804   5     58.00
WA776       0804   6     52.00
WA776       0804   7     64.00
WA776       0804   8     79.00
WA776       0804   9     87.00
WA776       0804  10     83.00
WA776       0804  11     91.00
WA776       0804  12     91.00
WA776       0804  13     91.00
WA776       0804  14     78.00
WA776       0804  15     76.00
WA776       0804  16     70.00
WA776       0804  17     75.00
WA776       0804  18     76.00
WA776       0804  19     79.00
WA776       0804  20     77.00
WA776       0804  21     66.00
WA776       0804  22     54.00
WA776       0804  23     55.00
WA776       0804  24     52.00
WA776       0804  25     50.00
WA776       0804  26     55.00
WA776       0804  27     63.00
WA776       0804  28     66.00
WA776       0804  29     73.00
WA776       0804  30     79.00
WA776       0804  31     79.00
WA776       0904   1     55.00
WA776       0904   2     52.00
WA776       0904   3     57.00
WA776       0904   4     57.00
WA776       0904   5     62.00
WA776       0904   6     71.00
WA776       0904   7     67.00
WA776       0904   8     62.00
WA776       0904   9     58.00
WA776       0904  10     68.00
WA776       0904  11     57.00
WA776       0904  12     55.00
WA776       0904  13     49.00
WA776       0904  14     51.00
WA776       0904  15     53.00
WA776       0904  16     47.00
WA776       0904  17     46.00
WA776       0904  18     41.00
WA776       0904  19     46.00
WA776       0904  20     50.00
WA776       0904  21     59.00
WA776       0904  22     64.00
WA776       0904  23     64.00
WA776       0904  24     75.00
WA776       0904  25     71.00
WA776       0904  26     68.00
WA776       0904  27     79.00
WA776       0904  28     77.00
WA776       0904  29     53.00
WA776       0904  30     66.00
WA776       1004   1     69.00
WA776       1004   2     71.00
WA776       1004   3     71.00
WA776       1004   4     73.00
WA776       1004   5     62.00
WA776       1004   6     52.00
WA776       1004   7     58.00
WA776       1004   8     52.00
WA776       1004   9     42.00
WA776       1004  10     56.00
WA776       1004  11     63.00
WA776       1004  12     67.00
WA776       1004  13     70.00
WA776       1004  14     71.00
WA776       1004  15     51.00
WA776       1004  16     46.00
WA776       1004  17     46.00
WA776       1004  18     39.00
WA776       1004  19     43.00
WA776       1004  20     49.00
WA776       1004  21     42.00
WA776       1004  22     41.00
WA776       1004  23     36.00
WA776       1004  24     37.00
WA776       1004  25     41.00
WA776       1004  26     39.00
WA776       1004  27     53.00
WA776       1004  28     40.00
WA776       1004  29     41.00
WA776       1004  30     40.00
WA776       1004  31     39.00
WA776       1104   1     43.00
WA776       1104   2     46.00
WA776       1104   3     42.00
WA776       1104   4     47.00
WA776       1104   5     54.00
WA776       1104   6     56.00
WA776       1104   7     59.00
WA776       1104   8     60.00
WA776       1104   9     44.00
WA776       1104  10     45.00
WA776       1104  11     51.00
WA776       1104  12     44.00
WA776       1104  13     47.00
WA776       1104  14     42.00
WA776       1104  15     47.00
WA776       1104  16     38.00
WA776       1104  17     42.00
WA776       1104  18     40.00
WA776       1104  19     33.00
WA776       1104  20     37.00
WA776       1104  21     42.00
WA776       1104  22     40.00
WA776       1104  23     41.00
WA776       1104  24     43.00
WA776       1104  25     42.00
WA776       1104  26     34.00
WA776       1104  27     31.00
WA776       1104  28     33.00
WA776       1104  29     35.00
WA776       1104  30     32.00
WA776       1204   1     33.00
WA776       1204   2     35.00
WA776       1204   3     36.00
WA776       1204   4     35.00
WA776       1204   5     31.00
WA776       1204   6     33.00
WA776       1204   7     33.00
WA776       1204   8     35.00
WA776       1204   9     46.00
WA776       1204  10     46.00
WA776       1204  11     46.00
WA776       1204  12     40.00
WA776       1204  13     37.00
WA776       1204  14     40.00
WA776       1204  15     39.00
WA776       1204  16     43.00
WA776       1204  17     48.00
WA776       1204  18     52.00
WA776       1204  19     42.00
WA776       1204  20     33.00
WA776       1204  21     33.00
WA776       1204  22     34.00
WA776       1204  23     35.00
WA776       1204  24     40.00
WA776       1204  25     35.00
WA776       1204  26     33.00
WA776       1204  27     35.00
WA776       1204  28     37.00
WA776       1204  29     33.00
WA776       1204  30     34.00
WA776       1204  31     31.00
WA776       0105   1     32.00
WA776       0105   2     30.00
WA776       0105   3     26.00
WA776       0105   4     27.00
WA776       0105   5     28.00
WA776       0105   6     29.00
WA776       0105   7     29.00
WA776       0105   8     31.00
WA776       0105   9     31.00
WA776       0105  10     28.00
WA776       0105  11     26.00
WA776       0105  12     29.00
WA776       0105  13     29.00
WA776       0105  14     22.00
WA776       0105  15     21.00
WA776       0105  16     36.00
WA776       0105  17     47.00
WA776       0105  18     51.00
WA776       0105  19     50.00
WA776       0105  20     46.00
WA776       0105  21     47.00
WA776       0105  22     49.00
WA776       0105  23     48.00
WA776       0105  24     57.00
WA776       0105  25     48.00
WA776       0105  26     43.00
WA776       0105  27     42.00
WA776       0105  28     41.00
WA776       0105  29     35.00
WA776       0105  30     43.00
WA776       0105  31     42.00
WA776       0205   1     51.00
WA776       0205   2     57.00
WA776       0205   3     56.00
WA776       0205   4     40.00
WA776       0205   5     30.00
WA776       0205   6     31.00
WA776       0205   7     35.00
WA776       0205   8     38.00
WA776       0205   9     41.00
WA776       0205  10     45.00
WA776       0205  11     43.00
WA776       0205  12     35.00
WA776       0205  13     30.00
WA776       0205  14     33.00
WA776       0205  15     39.00
WA776       0205  16     40.00
WA776       0205  17     44.00
WA776       0205  18     45.00
WA776       0205  19     43.00
WA776       0205  20     43.00
WA776       0205  21     49.00
WA776       0205  22     50.00
WA776       0205  23     53.00
WA776       0205  24     56.00
WA776       0205  25     54.00
WA776       0205  26     56.00
WA776       0205  27     53.00
WA776       0205  28     44.00
WA776       0305   1     50.00
WA776       0305   2     43.00
WA776       0305   3     52.00
WA776       0305   4     50.00
WA776       0305   5     51.00
WA776       0305   6     58.00
WA776       0305   7     54.00
WA776       0305   8     59.00
WA776       0305   9     58.00
WA776       0305  10     65.00
WA776       0305  11     64.00
WA776       0305  12     60.00
WA776       0305  13     60.00
WA776       0305  14     53.00
WA776       0305  15     49.00
WA776       0305  16     38.00
WA776       0305  17     36.00
WA776       0305  18     40.00
WA776       0305  19     40.00
WA776       0305  20     38.00
WA776       0305  21     37.00
WA776       0305  22     42.00
WA776       0305  23     37.00
WA776       0305  24     38.00
WA776       0305  25     38.00
WA776       0305  26     41.00
WA776       0305  27     42.00
WA776       0305  28     33.00
WA776       0305  29     33.00
WA776       0305  30     36.00
WA776       0305  31     45.00
WA776       0405   1     38.00
WA776       0405   2     43.00
WA776       0405   3     37.00
WA776       0405   4     37.00
WA776       0405   5     47.00
WA776       0405   6     58.00
WA776       0405   7     40.00
WA776       0405   8     49.00
WA776       0405   9     41.00
WA776       0405  10     46.00
WA776       0405  11     40.00
WA776       0405  12     34.00
WA776       0405  13     41.00
WA776       0405  14     38.00
WA776       0405  15     42.00
WA776       0405  16     43.00
WA776       0405  17     36.00
WA776       0405  18     46.00
WA776       0405  19     55.00
WA776       0405  20     55.00
WA776       0405  21     58.00
WA776       0405  22     60.00
WA776       0405  23     47.00
WA776       0405  24     55.00
WA776       0405  25     47.00
WA776       0405  26     62.00
WA776       0405  27     67.00
WA776       0405  28     53.00
WA776       0405  29     42.00
WA776       0405  30     51.00
WA776       0505   1     64.00
WA776       0505   2     52.00
WA776       0505   3     60.00
WA776       0505   4     56.00
WA776       0505   5     56.00
WA776       0505   6     53.00
WA776       0505   7     49.00
WA776       0505   8     49.00
WA776       0505   9     47.00
WA776       0505  10     46.00
WA776       0505  11     55.00
WA776       0505  12     58.00
WA776       0505  13     64.00
WA776       0505  14     59.00
WA776       0505  15     51.00
WA776       0505  16     46.00
WA776       0505  17     47.00
WA776       0505  18     50.00
WA776       0505  19     47.00
WA776       0505  20     45.00
WA776       0505  21     47.00
WA776       0505  22     41.00
WA776       0505  23     52.00
WA776       0505  24     63.00
WA776       0505  25     71.00
WA776       0505  26     77.00
WA776       0505  27     83.00
WA776       0505  28     80.00
WA776       0505  29     50.00
WA776       0505  30     57.00
WA776       0505  31     49.00
WA776       0605   1     51.00
WA776       0605   2     49.00
WA776       0605   3     52.00
WA776       0605   4     52.00
WA776       0605   5     43.00
WA776       0605   6     47.00
WA776       0605   7     46.00
WA776       0605   8     56.00
WA776       0605   9     58.00
WA776       0605  10     52.00
WA776       0605  11     48.00
WA776       0605  12     53.00
WA776       0605  13     55.00
WA776       0605  14     53.00
WA776       0605  15     62.00
WA776       0605  16     65.00
WA776       0605  17     58.00
WA776       0605  18     62.00
WA776       0605  19     71.00
WA776       0605  20     82.00
WA776       0605  21     64.00
WA776       0605  22     53.00
WA776       0605  23     68.00
WA776       0605  24     68.00
WA776       0605  25     62.00
WA776       0605  26     55.00
WA776       0605  27     51.00
WA776       0605  28     54.00
WA776       0605  29     69.00
WA776       0605  30     71.00
WA776       0705   1     65.00
WA776       0705   2     56.00
WA776       0705   3     68.00
WA776       0705   4     74.00
WA776       0705   5     70.00
WA776       0705   6     59.00
WA776       0705   7     62.00
WA776       0705   8     51.00
WA776       0705   9     57.00
WA776       0705  10     54.00
WA776       0705  11     62.00
WA776       0705  12     62.00
WA776       0705  13     62.00
WA776       0705  14     79.00
WA776       0705  15     75.00
WA776       0705  16     65.00
WA776       0705  17     82.00
WA776       0705  18     84.00
WA776       0705  19     71.00
WA776       0705  20     74.00
WA776       0705  21     92.00
WA776       0705  22     66.00
WA776       0705  23     71.00
WA776       0705  24     66.00
WA776       0705  25     73.00
WA776       0705  26     85.00
WA776       0705  27     89.00
WA776       0705  28     79.00
WA776       0705  29     77.00
WA776       0705  30     81.00
WA776       0705  31     80.00
WA776       0805   1     65.00
WA776       0805   2     70.00
WA776       0805   3     83.00
WA776       0805   4     87.00
WA776       0805   5     83.00
WA776       0805   6     77.00
WA776       0805   7     77.00
WA776       0805   8     74.00
WA776       0805   9     74.00
WA776       0805  10     64.00
WA776       0805  11     64.00
WA776       0805  12     73.00
WA776       0805  13     81.00
WA776       0805  14     84.00
WA776       0805  15     83.00
WA776       0805  16     66.00
WA776       0805  17     60.00
WA776       0805  18     72.00
WA776       0805  19     80.00
WA776       0805  20     81.00
WA776       0805  21     75.00
WA776       0805  22     67.00
WA776       0805  23     58.00
WA776       0805  24     74.00
WA776       0805  25     81.00
WA776       0805  26     75.00
WA776       0805  27     72.00
WA776       0805  28     70.00
WA776       0805  29     54.00
WA776       0805  30     61.00
WA776       0805  31     71.00
WA776       0905   1     78.00
WA776       0905   2     65.00
WA776       0905   3     61.00
WA776       0905   4     55.00
WA776       0905   5     65.00
WA776       0905   6     72.00
WA776       0905   7     76.00
WA776       0905   8     74.00
WA776       0905   9     47.00
WA776       0905  10     47.00
WA776       0905  11     56.00
WA776       0905  12     59.00
WA776       0905  13     67.00
WA776       0905  14     63.00
WA776       0905  15     53.00
WA776       0905  16     49.00
WA776       0905  17     50.00
WA776       0905  18     61.00
WA776       0905  19     61.00
WA776       0905  20     58.00
WA776       0905  21     65.00
WA776       0905  22     53.00
WA776       0905  23     57.00
WA776       0905  24     58.00
WA776       0905  25     67.00
WA776       0905  26     70.00
WA776       0905  27     62.00
WA776       0905  28     68.00
WA776       0905  29     54.00
WA776       0905  30     54.00
WA776       1005   1     43.00
WA776       1005   2     40.00
WA776       1005   3     42.00
WA776       1005   4     50.00
WA776       1005   5     52.00
WA776       1005   6     55.00
WA776       1005   7     47.00
WA776       1005   8     46.00
WA776       1005   9     49.00
WA776       1005  10     54.00
WA776       1005  11     54.00
WA776       1005  12     52.00
WA776       1005  13     48.00
WA776       1005  14     62.00
WA776       1005  15     46.00
WA776       1005  16     46.00
WA776       1005  17     55.00
WA776       1005  18     58.00
WA776       1005  19     49.00
WA776       1005  20     46.00
WA776       1005  21     61.00
WA776       1005  22     62.00
WA776       1005  23     55.00
WA776       1005  24     64.00
WA776       1005  25     56.00
WA776       1005  26     42.00
WA776       1005  27     43.00
WA776       1005  28     39.00
WA776       1005  29     38.00
WA776       1005  30     43.00
WA776       1005  31     44.00
WA776       1105   1     40.00
WA776       1105   2     38.00
WA776       1105   3     33.00
WA776       1105   4     33.00
WA776       1105   5     36.00
WA776       1105   6     35.00
WA776       1105   7     34.00
WA776       1105   8     39.00
WA776       1105   9     46.00
WA776       1105  10     41.00
WA776       1105  11     33.00
WA776       1105  12     33.00
WA776       1105  13     40.00
WA776       1105  14     37.00
WA776       1105  15     41.00
WA776       1105  16     49.00
WA776       1105  17     48.00
WA776       1105  18     53.00
WA776       1105  19     51.00
WA776       1105  20     49.00
WA776       1105  21     37.00
WA776       1105  22     45.00
WA776       1105  23     40.00
WA776       1105  24     38.00
WA776       1105  25     34.00
WA776       1105  26     29.00
WA776       1105  27     28.00
WA776       1105  28     28.00
WA776       1105  29     29.00
WA776       1105  30     31.00
WA776       1205   1     28.00
WA776       1205   2     28.00
WA776       1205   3     28.00
WA776       1205   4     31.00
WA776       1205   5     31.00
WA776       1205   6     29.00
WA776       1205   7     25.00
WA776       1205   8     28.00
WA776       1205   9     36.00
WA776       1205  10     42.00
WA776       1205  11     41.00
WA776       1205  12     36.00
WA776       1205  13     33.00
WA776       1205  14     33.00
WA776       1205  15     32.00
WA776       1205  16     27.00
WA776       1205  17     21.00
WA776       1205  18     27.00
WA776       1205  19     32.00
WA776       1205  20     40.00
WA776       1205  21     42.00
WA776       1205  22     42.00
WA776       1205  23     46.00
WA776       1205  24     48.00
WA776       1205  25     43.00
WA776       1205  26     38.00
WA776       1205  27     36.00
WA776       1205  28     38.00
WA776       1205  29     33.00
WA776       1205  30     37.00
WA776       1205  31     37.00
WA776       0106   1     35.00
WA776       0106   2     34.00
WA776       0106   3     32.00
WA776       0106   4     35.00
WA776       0106   5     43.00
WA776       0106   6     41.00
WA776       0106   7     39.00
WA776       0106   8     35.00
WA776       0106   9     41.00
WA776       0106  10     44.00
WA776       0106  11     34.00
WA776       0106  12     33.00
WA776       0106  13     34.00
WA776       0106  14     33.00
WA776       0106  15     31.00
WA776       0106  16     41.00
WA776       0106  17     41.00
WA776       0106  18     33.00
WA776       0106  19     33.00
WA776       0106  20     33.00
WA776       0106  21     36.00
WA776       0106  22     35.00
WA776       0106  23     39.00
WA776       0106  24     46.00
WA776       0106  25     39.00
WA776       0106  26     33.00
WA776       0106  27     31.00
WA776       0106  28     33.00
WA776       0106  29     42.00
WA776       0106  30     43.00
WA776       0106  31     35.00
WA776       0206   1     35.00
WA776       0206   2     36.00
WA776       0206   3     40.00
WA776       0206   4     41.00
WA776       0206   5     37.00
WA776       0206   6     46.00
WA776       0206   7     48.00
WA776       0206   8     44.00
WA776       0206   9     43.00
WA776       0206  10     40.00
WA776       0206  11     39.00
WA776       0206  12     48.00
WA776       0206  13     38.00
WA776       0206  14     30.00
WA776       0206  15     31.00
WA776       0206  16     31.00
WA776       0206  17     19.00
WA776       0206  18     28.00
WA776       0206  19     34.00
WA776       0206  20     26.00
WA776       0206  21     31.00
WA776       0206  22     33.00
WA776       0206  23     32.00
WA776       0206  24     33.00
WA776       0206  25     31.00
WA776       0206  26     37.00
WA776       0206  27     40.00
WA776       0206  28     35.00
WA776       0306   1     42.00
WA776       0306   2     40.00
WA776       0306   3     40.00
WA776       0306   4     40.00
WA776       0306   5     40.00
WA776       0306   6     36.00
WA776       0306   7     34.00
WA776       0306   8     31.00
WA776       0306   9     28.00
WA776       0306  10     30.00
WA776       0306  11     36.00
WA776       0306  12     36.00
WA776       0306  13     40.00
WA776       0306  14     36.00
WA776       0306  15     35.00
WA776       0306  16     36.00
WA776       0306  17     34.00
WA776       0306  18     35.00
WA776       0306  19     44.00
WA776       0306  20     41.00
WA776       0306  21     36.00
WA776       0306  22     44.00
WA776       0306  23     49.00
WA776       0306  24     40.00
WA776       0306  25     40.00
WA776       0306  26     37.00
WA776       0306  27     51.00
WA776       0306  28     51.00
WA776       0306  29     36.00
WA776       0306  30     43.00
WA776       0306  31     48.00
WA776       0406   1     38.00
WA776       0406   2     42.00
WA776       0406   3     42.00
WA776       0406   4     52.00
WA776       0406   5     49.00
WA776       0406   6     41.00
WA776       0406   7     50.00
WA776       0406   8     37.00
WA776       0406   9     48.00
WA776       0406  10     41.00
WA776       0406  11     48.00
WA776       0406  12     47.00
WA776       0406  13     40.00
WA776       0406  14     38.00
WA776       0406  15     33.00
WA776       0406  16     40.00
WA776       0406  17     38.00
WA776       0406  18     49.00
WA776       0406  19     60.00
WA776       0406  20     63.00
WA776       0406  21     41.00
WA776       0406  22     58.00
WA776       0406  23     61.00
WA776       0406  24     58.00
WA776       0406  25     56.00
WA776       0406  26     43.00
WA776       0406  27     63.00
WA776       0406  28     70.00
WA776       0406  29     57.00
WA776       0406  30     48.00
WA776       0506   1     43.00
WA776       0506   2     55.00
WA776       0506   3     60.00
WA776       0506   4     63.00
WA776       0506   5     62.00
WA776       0506   6     42.00
WA776       0506   7     39.00
WA776       0506   8     43.00
WA776       0506   9     56.00
WA776       0506  10     65.00
WA776       0506  11     53.00
WA776       0506  12     46.00
WA776       0506  13     61.00
WA776       0506  14     73.00
WA776       0506  15     79.00
WA776       0506  16     79.00
WA776       0506  17     85.00
WA776       0506  18     79.00
WA776       0506  19     66.00
WA776       0506  20     59.00
WA776       0506  21     58.00
WA776       0506  22     49.00
WA776       0506  23     54.00
WA776       0506  24     50.00
WA776       0506  25     48.00
WA776       0506  26     44.00
WA776       0506  27     41.00
WA776       0506  28     42.00
WA776       0506  29     53.00
WA776       0506  30     65.00
WA776       0506  31     71.00
WA776       0606   1     57.00
WA776       0606   2     56.00
WA776       0606   3     56.00
WA776       0606   4     53.00
WA776       0606   5     64.00
WA776       0606   6     63.00
WA776       0606   7     61.00
WA776       0606   8     48.00
WA776       0606   9     51.00
WA776       0606  10     58.00
WA776       0606  11     74.00
WA776       0606  12     65.00
WA776       0606  13     54.00
WA776       0606  14     45.00
WA776       0606  15     52.00
WA776       0606  16     56.00
WA776       0606  17     56.00
WA776       0606  18     57.00
WA776       0606  19     56.00
WA776       0606  20     58.00
WA776       0606  21     59.00
WA776       0606  22     64.00
WA776       0606  23     72.00
WA776       0606  24     85.00
WA776       0606  25     90.00
WA776       0606  26     93.00
WA776       0606  27     82.00
WA776       0606  28     74.00
WA776       0606  29     73.00
WA776       0606  30     81.00
WA776       0706   1     80.00
WA776       0706   2     82.00
WA776       0706   3     79.00
WA776       0706   4     71.00
WA776       0706   5     54.00
WA776       0706   6     53.00
WA776       0706   7     72.00
WA776       0706   8     82.00
WA776       0706   9     78.00
WA776       0706  10     63.00
WA776       0706  11     67.00
WA776       0706  12     53.00
WA776       0706  13     65.00
WA776       0706  14     68.00
WA776       0706  15     68.00
WA776       0706  16     76.00
WA776       0706  17     65.00
WA776       0706  18     66.00
WA776       0706  19     72.00
WA776       0706  20     88.00
WA776       0706  21     96.00
WA776       0706  22     91.00
WA776       0706  23     92.00
WA776       0706  24     86.00
WA776       0706  25     76.00
WA776       0706  26     80.00
WA776       0706  27     73.00
WA776       0706  28     61.00
WA776       0706  29     58.00
WA776       0706  30     51.00
WA776       0706  31     63.00
WA776       0806   1     63.00
WA776       0806   2     67.00
WA776       0806   3     70.00
WA776       0806   4     69.00
WA776       0806   5     79.00
WA776       0806   6     81.00
WA776       0806   7     80.00
WA776       0806   8     67.00
WA776       0806   9     64.00
WA776       0806  10     64.00
WA776       0806  11     62.00
WA776       0806  12     69.00
WA776       0806  13     77.00
WA776       0806  14     76.00
WA776       0806  15     62.00
WA776       0806  16     51.00
WA776       0806  17     70.00
WA776       0806  18     80.00
WA776       0806  19     81.00
WA776       0806  20     84.00
WA776       0806  21     70.00
WA776       0806  22     66.00
WA776       0806  23     59.00
WA776       0806  24     58.00
WA776       0806  25     73.00
WA776       0806  26     80.00
WA776       0806  27     83.00
WA776       0806  28     79.00
WA776       0806  29     52.00
WA776       0806  30     52.00
WA776       0806  31     67.00
WA776       0906   1     74.00
WA776       0906   2     83.00
WA776       0906   3     83.00
WA776       0906   4     77.00
WA776       0906   5     78.00
WA776       0906   6     74.00
WA776       0906   7     71.00
WA776       0906   8     65.00
WA776       0906   9     59.00
WA776       0906  10     70.00
WA776       0906  11     74.00
WA776       0906  12     72.00
WA776       0906  13     54.00
WA776       0906  14     45.00
WA776       0906  15     47.00
WA776       0906  16     51.00
WA776       0906  17     59.00
WA776       0906  18     54.00
WA776       0906  19     51.00
WA776       0906  20     46.00
WA776       0906  21     47.00
WA776       0906  22     58.00
WA776       0906  23     65.00
WA776       0906  24     68.00
WA776       0906  25     72.00
WA776       0906  26     76.00
WA776       0906  27     76.00
WA776       0906  28     74.00
WA776       0906  29     72.00
WA776       0906  30     62.00
WA776       1006   1     56.00
WA776       1006   2     55.00
WA776       1006   3     56.00
WA776       1006   4     59.00
WA776       1006   5     61.00
WA776       1006   6     47.00
WA776       1006   7     50.00
WA776       1006   8     49.00
WA776       1006   9     58.00
WA776       1006  10     62.00
WA776       1006  11     68.00
WA776       1006  12     71.00
WA776       1006  13     65.00
WA776       1006  14     60.00
WA776       1006  15     45.00
WA776       1006  16     46.00
WA776       1006  17     49.00
WA776       1006  18     44.00
WA776       1006  19     50.00
WA776       1006  20     52.00
WA776       1006  21     55.00
WA776       1006  22     58.00
WA776       1006  23     55.00
WA776       1006  24     41.00
WA776       1006  25     43.00
WA776       1006  26     44.00
WA776       1006  27     56.00
WA776       1006  28     56.00
WA776       1006  29     40.00
WA776       1006  30     37.00
WA776       1006  31     38.00
WA776       1106   1     41.00
WA776       1106   2     41.00
WA776       1106   3     48.00
WA776       1106   4     48.00
WA776       1106   5     53.00
WA776       1106   6     54.00
WA776       1106   7     53.00
WA776       1106   8     40.00
WA776       1106   9     35.00
WA776       1106  10     35.00
WA776       1106  11     35.00
WA776       1106  12     36.00
WA776       1106  13     40.00
WA776       1106  14     36.00
WA776       1106  15     45.00
WA776       1106  16     38.00
WA776       1106  17     40.00
WA776       1106  18     41.00
WA776       1106  19     44.00
WA776       1106  20     40.00
WA776       1106  21     38.00
WA776       1106  22     35.00
