$ Get data for 642:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:24:53 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA642           Morse Lake
WA642       0104   1     20.00
WA642       0104   2     22.00
WA642       0104   3     20.00
WA642       0104   4      8.00
WA642       0104   5      0.00
WA642       0104   6      7.00
WA642       0104   7     31.00
WA642       0104   8     35.00
WA642       0104   9     33.00
WA642       0104  10     35.00
WA642       0104  11     36.00
WA642       0104  12     33.00
WA642       0104  13     41.00
WA642       0104  14     38.00
WA642       0104  15     36.00
WA642       0104  16     31.00
WA642       0104  17     29.00
WA642       0104  18     34.00
WA642       0104  19     34.00
WA642       0104  20     37.00
WA642       0104  21     41.00
WA642       0104  22     42.00
WA642       0104  23     37.00
WA642       0104  24     31.00
WA642       0104  25     28.00
WA642       0104  26     28.00
WA642       0104  27     35.00
WA642       0104  28     33.00
WA642       0104  29     36.00
WA642       0104  30     32.00
WA642       0104  31     24.00
WA642       0204   1     28.00
WA642       0204   2     22.00
WA642       0204   3     33.00
WA642       0204   4     31.00
WA642       0204   5     29.00
WA642       0204   6     31.00
WA642       0204   7     33.00
WA642       0204   8     30.00
WA642       0204   9     40.00
WA642       0204  10     48.00
WA642       0204  11     36.00
WA642       0204  12     34.00
WA642       0204  13     37.00
WA642       0204  14     33.00
WA642       0204  15     31.00
WA642       0204  16     29.00
WA642       0204  17     30.00
WA642       0204  18     38.00
WA642       0204  19     35.00
WA642       0204  20     38.00
WA642       0204  21     33.00
WA642       0204  22     38.00
WA642       0204  23     33.00
WA642       0204  24     31.00
WA642       0204  25     27.00
WA642       0204  26     35.00
WA642       0204  27     34.00
WA642       0204  28     36.00
WA642       0204  29     34.00
WA642       0304   1     33.00
WA642       0304   2     36.00
WA642       0304   3     30.00
WA642       0304   4     29.00
WA642       0304   5     30.00
WA642       0304   6     31.00
WA642       0304   7     41.00
WA642       0304   8     60.00
WA642       0304   9     44.00
WA642       0304  10     52.00
WA642       0304  11     53.00
WA642       0304  12     40.00
WA642       0304  13     43.00
WA642       0304  14     44.00
WA642       0304  15     42.00
WA642       0304  16     48.00
WA642       0304  17     46.00
WA642       0304  18     43.00
WA642       0304  19     29.00
WA642       0304  20     42.00
WA642       0304  21     57.00
WA642       0304  22     54.00
WA642       0304  23     42.00
WA642       0304  24     34.00
WA642       0304  25     32.00
WA642       0304  26     31.00
WA642       0304  27     38.00
WA642       0304  28     51.00
WA642       0304  29     56.00
WA642       0304  30     37.00
WA642       0304  31     30.00
WA642       0404   1     39.00
WA642       0404   2     50.00
WA642       0404   3     58.00
WA642       0404   4     52.00
WA642       0404   5     47.00
WA642       0404   6     55.00
WA642       0404   7     43.00
WA642       0404   8     49.00
WA642       0404   9     56.00
WA642       0404  10     57.00
WA642       0404  11     61.00
WA642       0404  12     58.00
WA642       0404  13     44.00
WA642       0404  14     36.00
WA642       0404  15     38.00
WA642       0404  16     41.00
WA642       0404  17     42.00
WA642       0404  18     40.00
WA642       0404  19     42.00
WA642       0404  20     38.00
WA642       0404  21     39.00
WA642       0404  22     54.00
WA642       0404  23     40.00
WA642       0404  24     48.00
WA642       0404  25     63.00
WA642       0404  26     67.00
WA642       0404  27     53.00
WA642       0404  28     47.00
WA642       0404  29     57.00
WA642       0404  30     63.00
WA642       0504   1     64.00
WA642       0504   2     54.00
WA642       0504   3     55.00
WA642       0504   4     41.00
WA642       0504   5     40.00
WA642       0504   6     53.00
WA642       0504   7     52.00
WA642       0504   8     41.00
WA642       0504   9     45.00
WA642       0504  10     39.00
WA642       0504  11     41.00
WA642       0504  12     42.00
WA642       0504  13     51.00
WA642       0504  14     54.00
WA642       0504  15     45.00
WA642       0504  16     38.00
WA642       0504  17     46.00
WA642       0504  18     52.00
WA642       0504  19     58.00
WA642       0504  20     56.00
WA642       0504  21     50.00
WA642       0504  22     38.00
WA642       0504  23     42.00
WA642       0504  24     51.00
WA642       0504  25     57.00
WA642       0504  26     47.00
WA642       0504  27     40.00
WA642       0504  28     38.00
WA642       0504  29     41.00
WA642       0504  30     44.00
WA642       0504  31     39.00
WA642       0604   1     52.00
WA642       0604   2     61.00
WA642       0604   3     66.00
WA642       0604   4     69.00
WA642       0604   5     48.00
WA642       0604   6     42.00
WA642       0604   7     42.00
WA642       0604   8     52.00
WA642       0604   9     56.00
WA642       0604  10     40.00
WA642       0604  11     39.00
WA642       0604  12     50.00
WA642       0604  13     46.00
WA642       0604  14     43.00
WA642       0604  15     57.00
WA642       0604  16     66.00
WA642       0604  17     67.00
WA642       0604  18     64.00
WA642       0604  19     63.00
WA642       0604  20     69.00
WA642       0604  21     73.00
WA642       0604  22     77.00
WA642       0604  23     80.00
WA642       0604  24     75.00
WA642       0604  25     74.00
WA642       0604  26     59.00
WA642       0604  27     60.00
WA642       0604  28     65.00
WA642       0604  29     70.00
WA642       0604  30     67.00
WA642       0704   1     68.00
WA642       0704   2     60.00
WA642       0704   3     54.00
WA642       0704   4     59.00
WA642       0704   5     69.00
WA642       0704   6     57.00
WA642       0704   7     49.00
WA642       0704   8     58.00
WA642       0704   9     55.00
WA642       0704  10     47.00
WA642       0704  11     59.00
WA642       0704  12     73.00
WA642       0704  13     72.00
WA642       0704  14     79.00
WA642       0704  15     72.00
WA642       0704  16     74.00
WA642       0704  17     79.00
WA642       0704  18     75.00
WA642       0704  19     63.00
WA642       0704  20     58.00
WA642       0704  21     67.00
WA642       0704  22     76.00
WA642       0704  23     78.00
WA642       0704  24     81.00
WA642       0704  25     69.00
WA642       0704  26     67.00
WA642       0704  27     74.00
WA642       0704  28     73.00
WA642       0704  29     71.00
WA642       0704  30     69.00
WA642       0704  31     70.00
WA642       0804   1     73.00
WA642       0804   2     70.00
WA642       0804   3     61.00
WA642       0804   4     66.00
WA642       0804   5     54.00
WA642       0804   6     47.00
WA642       0804   7     60.00
WA642       0804   8     71.00
WA642       0804   9     80.00
WA642       0804  10     77.00
WA642       0804  11     80.00
WA642       0804  12     82.00
WA642       0804  13     86.00
WA642       0804  14     80.00
WA642       0804  15     79.00
WA642       0804  16     76.00
WA642       0804  17     68.00
WA642       0804  18     72.00
WA642       0804  19     77.00
WA642       0804  20     70.00
WA642       0804  21     66.00
WA642       0804  22     50.00
WA642       0804  23     51.00
WA642       0804  24     50.00
WA642       0804  25     46.00
WA642       0804  26     50.00
WA642       0804  27     54.00
WA642       0804  28     61.00
WA642       0804  29     69.00
WA642       0804  30     71.00
WA642       0804  31     73.00
WA642       0904   1     50.00
WA642       0904   2     45.00
WA642       0904   3     53.00
WA642       0904   4     55.00
WA642       0904   5     58.00
WA642       0904   6     64.00
WA642       0904   7     63.00
WA642       0904   8     57.00
WA642       0904   9     50.00
WA642       0904  10     59.00
WA642       0904  11     52.00
WA642       0904  12     46.00
WA642       0904  13     44.00
WA642       0904  14     42.00
WA642       0904  15     46.00
WA642       0904  16     43.00
WA642       0904  17     42.00
WA642       0904  18     38.00
WA642       0904  19     39.00
WA642       0904  20     43.00
WA642       0904  21     57.00
WA642       0904  22     58.00
WA642       0904  23     55.00
WA642       0904  24     67.00
WA642       0904  25     66.00
WA642       0904  26     68.00
WA642       0904  27     69.00
WA642       0904  28     72.00
WA642       0904  29     56.00
WA642       0904  30     60.00
WA642       1004   1     59.00
WA642       1004   2     63.00
WA642       1004   3     65.00
WA642       1004   4     67.00
WA642       1004   5     63.00
WA642       1004   6     48.00
WA642       1004   7     54.00
WA642       1004   8     48.00
WA642       1004   9     37.00
WA642       1004  10     49.00
WA642       1004  11     59.00
WA642       1004  12     59.00
WA642       1004  13     65.00
WA642       1004  14     62.00
WA642       1004  15     52.00
WA642       1004  16     44.00
WA642       1004  17     40.00
WA642       1004  18     32.00
WA642       1004  19     33.00
WA642       1004  20     45.00
WA642       1004  21     34.00
WA642       1004  22     37.00
WA642       1004  23     32.00
WA642       1004  24     36.00
WA642       1004  25     38.00
WA642       1004  26     31.00
WA642       1004  27     50.00
WA642       1004  28     41.00
WA642       1004  29     39.00
WA642       1004  30     33.00
WA642       1004  31     33.00
WA642       1104   1     41.00
WA642       1104   2     40.00
WA642       1104   3     34.00
WA642       1104   4     43.00
WA642       1104   5     53.00
WA642       1104   6     51.00
WA642       1104   7     53.00
WA642       1104   8     56.00
WA642       1104   9     52.00
WA642       1104  10     43.00
WA642       1104  11     45.00
WA642       1104  12     43.00
WA642       1104  13     42.00
WA642       1104  14     44.00
WA642       1104  15     43.00
WA642       1104  16     31.00
WA642       1104  17     37.00
WA642       1104  18     34.00
WA642       1104  19     31.00
WA642       1104  20     33.00
WA642       1104  21     37.00
WA642       1104  22     36.00
WA642       1104  23     39.00
WA642       1104  24     43.00
WA642       1104  25     37.00
WA642       1104  26     28.00
WA642       1104  27     26.00
WA642       1104  28     29.00
WA642       1104  29     35.00
WA642       1104  30     31.00
WA642       1204   1     28.00
WA642       1204   2     34.00
WA642       1204   3     42.00
WA642       1204   4     34.00
WA642       1204   5     28.00
WA642       1204   6     26.00
WA642       1204   7     28.00
WA642       1204   8     30.00
WA642       1204   9     42.00
WA642       1204  10     43.00
WA642       1204  11     40.00
WA642       1204  12     29.00
WA642       1204  13     33.00
WA642       1204  14     35.00
WA642       1204  15     30.00
WA642       1204  16     34.00
WA642       1204  17     42.00
WA642       1204  18     46.00
WA642       1204  19     47.00
WA642       1204  20     26.00
WA642       1204  21     29.00
WA642       1204  22     29.00
WA642       1204  23     45.00
WA642       1204  24     47.00
WA642       1204  25     37.00
WA642       1204  26     29.00
WA642       1204  27     28.00
WA642       1204  28     29.00
WA642       1204  29     30.00
WA642       1204  30     29.00
WA642       1204  31     26.00
WA642       0105   1     25.00
WA642       0105   2     25.00
WA642       0105   3     22.00
WA642       0105   4     19.00
WA642       0105   5     22.00
WA642       0105   6     26.00
WA642       0105   7     23.00
WA642       0105   8     20.00
WA642       0105   9     21.00
WA642       0105  10     22.00
WA642       0105  11     25.00
WA642       0105  12     27.00
WA642       0105  13     23.00
WA642       0105  14     12.00
WA642       0105  15     20.00
WA642       0105  16     34.00
WA642       0105  17     43.00
WA642       0105  18     47.00
WA642       0105  19     49.00
WA642       0105  20     45.00
WA642       0105  21     47.00
WA642       0105  22     45.00
WA642       0105  23     46.00
WA642       0105  24     51.00
WA642       0105  25     44.00
WA642       0105  26     35.00
WA642       0105  27     39.00
WA642       0105  28     32.00
WA642       0105  29     35.00
WA642       0105  30     44.00
WA642       0105  31     37.00
WA642       0205   1     45.00
WA642       0205   2     52.00
WA642       0205   3     51.00
WA642       0205   4     41.00
WA642       0205   5     25.00
WA642       0205   6     24.00
WA642       0205   7     29.00
WA642       0205   8     32.00
WA642       0205   9     36.00
WA642       0205  10     41.00
WA642       0205  11     36.00
WA642       0205  12     33.00
WA642       0205  13     25.00
WA642       0205  14     26.00
WA642       0205  15     28.00
WA642       0205  16     30.00
WA642       0205  17     36.00
WA642       0205  18     37.00
WA642       0205  19     38.00
WA642       0205  20     35.00
WA642       0205  21     39.00
WA642       0205  22     43.00
WA642       0205  23     47.00
WA642       0205  24     52.00
WA642       0205  25     50.00
WA642       0205  26     50.00
WA642       0205  27     48.00
WA642       0205  28     34.00
WA642       0305   1     42.00
WA642       0305   2     40.00
WA642       0305   3     43.00
WA642       0305   4     49.00
WA642       0305   5     47.00
WA642       0305   6     55.00
WA642       0305   7     46.00
WA642       0305   8     56.00
WA642       0305   9     50.00
WA642       0305  10     58.00
WA642       0305  11     57.00
WA642       0305  12     53.00
WA642       0305  13     48.00
WA642       0305  14     48.00
WA642       0305  15     48.00
WA642       0305  16     37.00
WA642       0305  17     34.00
WA642       0305  18     30.00
WA642       0305  19     33.00
WA642       0305  20     32.00
WA642       0305  21     32.00
WA642       0305  22     33.00
WA642       0305  23     33.00
WA642       0305  24     30.00
WA642       0305  25     36.00
WA642       0305  26     33.00
WA642       0305  27     36.00
WA642       0305  28     30.00
WA642       0305  29     31.00
WA642       0305  30     34.00
WA642       0305  31     40.00
WA642       0405   1     37.00
WA642       0405   2     35.00
WA642       0405   3     35.00
WA642       0405   4     34.00
WA642       0405   5     40.00
WA642       0405   6     51.00
WA642       0405   7     37.00
WA642       0405   8     40.00
WA642       0405   9     35.00
WA642       0405  10     43.00
WA642       0405  11     33.00
WA642       0405  12     35.00
WA642       0405  13     39.00
WA642       0405  14     36.00
WA642       0405  15     35.00
WA642       0405  16     38.00
WA642       0405  17     37.00
WA642       0405  18     43.00
WA642       0405  19     48.00
WA642       0405  20     56.00
WA642       0405  21     55.00
WA642       0405  22     55.00
WA642       0405  23     53.00
WA642       0405  24     53.00
WA642       0405  25     60.00
WA642       0405  26     63.00
WA642       0405  27     57.00
WA642       0405  28     46.00
WA642       0405  29     38.00
WA642       0405  30     47.00
WA642       0505   1     55.00
WA642       0505   2     47.00
WA642       0505   3     52.00
WA642       0505   4     48.00
WA642       0505   5     50.00
WA642       0505   6     49.00
WA642       0505   7     48.00
WA642       0505   8     41.00
WA642       0505   9     44.00
WA642       0505  10     47.00
WA642       0505  11     53.00
WA642       0505  12     59.00
WA642       0505  13     59.00
WA642       0505  14     54.00
WA642       0505  15     47.00
WA642       0505  16     40.00
WA642       0505  17     40.00
WA642       0505  18     40.00
WA642       0505  19     39.00
WA642       0505  20     43.00
WA642       0505  21     41.00
WA642       0505  22     40.00
WA642       0505  23     46.00
WA642       0505  24     52.00
WA642       0505  25     60.00
WA642       0505  26     67.00
WA642       0505  27     75.00
WA642       0505  28     75.00
WA642       0505  29     68.00
WA642       0505  30     58.00
WA642       0505  31     44.00
WA642       0605   1     44.00
WA642       0605   2     41.00
WA642       0605   3     46.00
WA642       0605   4     47.00
WA642       0605   5     37.00
WA642       0605   6     43.00
WA642       0605   7     38.00
WA642       0605   8     45.00
WA642       0605   9     48.00
WA642       0605  10     52.00
WA642       0605  11     40.00
WA642       0605  12     42.00
WA642       0605  13     44.00
WA642       0605  14     47.00
WA642       0605  15     57.00
WA642       0605  16     60.00
WA642       0605  17     53.00
WA642       0605  18     55.00
WA642       0605  19     60.00
WA642       0605  20     71.00
WA642       0605  21     75.00
WA642       0605  22     45.00
WA642       0605  23     61.00
WA642       0605  24     63.00
WA642       0605  25     58.00
WA642       0605  26     59.00
WA642       0605  27     45.00
WA642       0605  28     50.00
WA642       0605  29     63.00
WA642       0605  30     60.00
WA642       0705   1     58.00
WA642       0705   2     50.00
WA642       0705   3     63.00
WA642       0705   4     69.00
WA642       0705   5     68.00
WA642       0705   6     53.00
WA642       0705   7     64.00
WA642       0705   8     47.00
WA642       0705   9     55.00
WA642       0705  10     48.00
WA642       0705  11     61.00
WA642       0705  12     58.00
WA642       0705  13     54.00
WA642       0705  14     71.00
WA642       0705  15     65.00
WA642       0705  16     55.00
WA642       0705  17     75.00
WA642       0705  18     73.00
WA642       0705  19     68.00
WA642       0705  20     67.00
WA642       0705  21     84.00
WA642       0705  22     62.00
WA642       0705  23     65.00
WA642       0705  24     61.00
WA642       0705  25     65.00
WA642       0705  26     75.00
WA642       0705  27     79.00
WA642       0705  28     72.00
WA642       0705  29     71.00
WA642       0705  30     75.00
WA642       0705  31     76.00
WA642       0805   1     56.00
WA642       0805   2     64.00
WA642       0805   3     74.00
WA642       0805   4     80.00
WA642       0805   5     75.00
WA642       0805   6     74.00
WA642       0805   7     72.00
WA642       0805   8     71.00
WA642       0805   9     72.00
WA642       0805  10     66.00
WA642       0805  11     66.00
WA642       0805  12     69.00
WA642       0805  13     72.00
WA642       0805  14     76.00
WA642       0805  15     76.00
WA642       0805  16     69.00
WA642       0805  17     56.00
WA642       0805  18     64.00
WA642       0805  19     71.00
WA642       0805  20     74.00
WA642       0805  21     75.00
WA642       0805  22     62.00
WA642       0805  23     54.00
WA642       0805  24     66.00
WA642       0805  25     71.00
WA642       0805  26     72.00
WA642       0805  27     69.00
WA642       0805  28     68.00
WA642       0805  29     50.00
WA642       0805  30     55.00
WA642       0805  31     65.00
WA642       0905   1     70.00
WA642       0905   2     60.00
WA642       0905   3     51.00
WA642       0905   4     48.00
WA642       0905   5     59.00
WA642       0905   6     66.00
WA642       0905   7     67.00
WA642       0905   8     68.00
WA642       0905   9     46.00
WA642       0905  10     45.00
WA642       0905  11     47.00
WA642       0905  12     57.00
WA642       0905  13     61.00
WA642       0905  14     58.00
WA642       0905  15     50.00
WA642       0905  16     43.00
WA642       0905  17     51.00
WA642       0905  18     58.00
WA642       0905  19     56.00
WA642       0905  20     52.00
WA642       0905  21     59.00
WA642       0905  22     47.00
WA642       0905  23     52.00
WA642       0905  24     54.00
WA642       0905  25     62.00
WA642       0905  26     63.00
WA642       0905  27     63.00
WA642       0905  28     63.00
WA642       0905  29     59.00
WA642       0905  30     50.00
WA642       1005   1     39.00
WA642       1005   2     35.00
WA642       1005   3     44.00
WA642       1005   4     48.00
WA642       1005   5     46.00
WA642       1005   6     49.00
WA642       1005   7     44.00
WA642       1005   8     46.00
WA642       1005   9     46.00
WA642       1005  10     49.00
WA642       1005  11     54.00
WA642       1005  12     53.00
WA642       1005  13     47.00
WA642       1005  14     58.00
WA642       1005  15     44.00
WA642       1005  16     49.00
WA642       1005  17     55.00
WA642       1005  18     56.00
WA642       1005  19     45.00
WA642       1005  20     44.00
WA642       1005  21     55.00
WA642       1005  22     58.00
WA642       1005  23     56.00
WA642       1005  24     59.00
WA642       1005  25     55.00
WA642       1005  26     41.00
WA642       1005  27     37.00
WA642       1005  28     39.00
WA642       1005  29     36.00
WA642       1005  30     38.00
WA642       1005  31     37.00
WA642       1105   1     36.00
WA642       1105   2     37.00
WA642       1105   3     34.00
WA642       1105   4     32.00
WA642       1105   5     33.00
WA642       1105   6     31.00
WA642       1105   7     33.00
WA642       1105   8     41.00
WA642       1105   9     48.00
WA642       1105  10     44.00
WA642       1105  11     31.00
WA642       1105  12     33.00
WA642       1105  13     39.00
WA642       1105  14     33.00
WA642       1105  15     40.00
WA642       1105  16     45.00
WA642       1105  17     45.00
WA642       1105  18     53.00
WA642       1105  19     51.00
WA642       1105  20     54.00
WA642       1105  21     51.00
WA642       1105  22     49.00
WA642       1105  23     50.00
WA642       1105  24     47.00
WA642       1105  25     36.00
WA642       1105  26     29.00
WA642       1105  27     26.00
WA642       1105  28     23.00
WA642       1105  29     26.00
WA642       1105  30     31.00
WA642       1205   1     24.00
WA642       1205   2     28.00
WA642       1205   3     26.00
WA642       1205   4     29.00
WA642       1205   5     32.00
WA642       1205   6     30.00
WA642       1205   7     21.00
WA642       1205   8     30.00
WA642       1205   9     40.00
WA642       1205  10     42.00
WA642       1205  11     45.00
WA642       1205  12     39.00
WA642       1205  13     29.00
WA642       1205  14     27.00
WA642       1205  15   -999.00
WA642       1205  16     29.00
WA642       1205  17     23.00
WA642       1205  18     20.00
WA642       1205  19     35.00
WA642       1205  20     40.00
WA642       1205  21     39.00
WA642       1205  22     37.00
WA642       1205  23     36.00
WA642       1205  24     45.00
WA642       1205  25     40.00
WA642       1205  26     36.00
WA642       1205  27     36.00
WA642       1205  28     35.00
WA642       1205  29     32.00
WA642       1205  30     36.00
WA642       1205  31     35.00
WA642       0106   1     31.00
WA642       0106   2     33.00
WA642       0106   3     30.00
WA642       0106   4     34.00
WA642       0106   5     42.00
WA642       0106   6     37.00
WA642       0106   7     36.00
WA642       0106   8     31.00
WA642       0106   9     35.00
WA642       0106  10     38.00
WA642       0106  11     33.00
WA642       0106  12     33.00
WA642       0106  13     34.00
WA642       0106  14     32.00
WA642       0106  15     31.00
WA642       0106  16     38.00
WA642       0106  17     35.00
WA642       0106  18     35.00
WA642       0106  19     34.00
WA642       0106  20     33.00
WA642       0106  21     35.00
WA642       0106  22     39.00
WA642       0106  23     41.00
WA642       0106  24     42.00
WA642       0106  25     40.00
WA642       0106  26     29.00
WA642       0106  27     32.00
WA642       0106  28     29.00
WA642       0106  29     35.00
WA642       0106  30     37.00
WA642       0106  31     34.00
WA642       0206   1     34.00
WA642       0206   2     37.00
WA642       0206   3     36.00
WA642       0206   4     35.00
WA642       0206   5     38.00
WA642       0206   6     47.00
WA642       0206   7     48.00
WA642       0206   8     40.00
WA642       0206   9     41.00
WA642       0206  10     33.00
WA642       0206  11     41.00
WA642       0206  12     45.00
WA642       0206  13     35.00
WA642       0206  14     29.00
WA642       0206  15     33.00
WA642       0206  16     31.00
WA642       0206  17     11.00
WA642       0206  18     22.00
WA642       0206  19     35.00
WA642       0206  20     29.00
WA642       0206  21     36.00
WA642       0206  22     35.00
WA642       0206  23     31.00
WA642       0206  24     36.00
WA642       0206  25     36.00
WA642       0206  26     41.00
WA642       0206  27     39.00
WA642       0206  28     33.00
WA642       0306   1     44.00
WA642       0306   2     37.00
WA642       0306   3     39.00
WA642       0306   4     44.00
WA642       0306   5     33.00
WA642       0306   6     37.00
WA642       0306   7     35.00
WA642       0306   8     30.00
WA642       0306   9     28.00
WA642       0306  10     29.00
WA642       0306  11     32.00
WA642       0306  12     39.00
WA642       0306  13     40.00
WA642       0306  14     37.00
WA642       0306  15     33.00
WA642       0306  16     33.00
WA642       0306  17     36.00
WA642       0306  18     42.00
WA642       0306  19     46.00
WA642       0306  20     36.00
WA642       0306  21     39.00
WA642       0306  22     38.00
WA642       0306  23     48.00
WA642       0306  24     40.00
WA642       0306  25     43.00
WA642       0306  26     36.00
WA642       0306  27   -999.00
WA642       0306  28     49.00
WA642       0306  29     42.00
WA642       0306  30     41.00
WA642       0306  31     48.00
WA642       0406   1     35.00
WA642       0406   2     37.00
WA642       0406   3     39.00
WA642       0406   4     51.00
WA642       0406   5     49.00
WA642       0406   6     46.00
WA642       0406   7     49.00
WA642       0406   8     37.00
WA642       0406   9     47.00
WA642       0406  10     42.00
WA642       0406  11     48.00
WA642       0406  12     43.00
WA642       0406  13     43.00
WA642       0406  14     41.00
WA642       0406  15     32.00
WA642       0406  16     43.00
WA642       0406  17     45.00
WA642       0406  18     49.00
WA642       0406  19     56.00
WA642       0406  20     61.00
WA642       0406  21     44.00
WA642       0406  22     54.00
WA642       0406  23     55.00
WA642       0406  24     52.00
WA642       0406  25     55.00
WA642       0406  26     48.00
WA642       0406  27     57.00
WA642       0406  28     69.00
WA642       0406  29     54.00
WA642       0406  30     46.00
WA642       0506   1     39.00
WA642       0506   2     51.00
WA642       0506   3     54.00
WA642       0506   4     59.00
WA642       0506   5     60.00
WA642       0506   6     42.00
WA642       0506   7     42.00
WA642       0506   8     40.00
WA642       0506   9     54.00
WA642       0506  10     60.00
WA642       0506  11     47.00
WA642       0506  12     44.00
WA642       0506  13     58.00
WA642       0506  14     69.00
WA642       0506  15     71.00
WA642       0506  16     72.00
WA642       0506  17     77.00
WA642       0506  18     75.00
WA642       0506  19     64.00
WA642       0506  20     54.00
WA642       0506  21     55.00
WA642       0506  22     49.00
WA642       0506  23     48.00
WA642       0506  24     47.00
WA642       0506  25     47.00
WA642       0506  26     44.00
WA642       0506  27     46.00
WA642       0506  28     43.00
WA642       0506  29     52.00
WA642       0506  30     61.00
WA642       0506  31     63.00
WA642       0606   1     53.00
WA642       0606   2     56.00
WA642       0606   3     58.00
WA642       0606   4     53.00
WA642       0606   5     59.00
WA642       0606   6     63.00
WA642       0606   7     60.00
WA642       0606   8     43.00
WA642       0606   9     52.00
WA642       0606  10     56.00
WA642       0606  11     57.00
WA642       0606  12     62.00
WA642       0606  13     53.00
WA642       0606  14     46.00
WA642       0606  15     51.00
WA642       0606  16     58.00
WA642       0606  17     53.00
WA642       0606  18     54.00
WA642       0606  19     50.00
WA642       0606  20     54.00
WA642       0606  21     54.00
WA642       0606  22     59.00
WA642       0606  23     67.00
WA642       0606  24     75.00
WA642       0606  25     77.00
WA642       0606  26     80.00
WA642       0606  27     76.00
WA642       0606  28     68.00
WA642       0606  29     68.00
WA642       0606  30     74.00
WA642       0706   1     72.00
WA642       0706   2     76.00
WA642       0706   3     75.00
WA642       0706   4     73.00
WA642       0706   5     66.00
WA642       0706   6     55.00
WA642       0706   7     68.00
WA642       0706   8     75.00
WA642       0706   9     73.00
WA642       0706  10     62.00
WA642       0706  11     65.00
WA642       0706  12     51.00
WA642       0706  13     62.00
WA642       0706  14     66.00
WA642       0706  15     61.00
WA642       0706  16     74.00
WA642       0706  17     60.00
WA642       0706  18     59.00
WA642       0706  19     68.00
WA642       0706  20     79.00
WA642       0706  21     87.00
WA642       0706  22     83.00
WA642       0706  23     81.00
WA642       0706  24     75.00
WA642       0706  25     71.00
WA642       0706  26     74.00
WA642       0706  27     69.00
WA642       0706  28     63.00
WA642       0706  29     56.00
WA642       0706  30     47.00
WA642       0706  31     57.00
WA642       0806   1     58.00
WA642       0806   2     63.00
WA642       0806   3     65.00
WA642       0806   4     62.00
WA642       0806   5     72.00
WA642       0806   6     75.00
WA642       0806   7     76.00
WA642       0806   8     65.00
WA642       0806   9     56.00
WA642       0806  10     54.00
WA642       0806  11     57.00
WA642       0806  12     62.00
WA642       0806  13     72.00
WA642       0806  14     71.00
WA642       0806  15     62.00
WA642       0806  16     61.00
WA642       0806  17     71.00
WA642       0806  18     75.00
WA642       0806  19     77.00
WA642       0806  20     79.00
WA642       0806  21     80.00
WA642       0806  22     67.00
WA642       0806  23     59.00
WA642       0806  24     58.00
WA642       0806  25     67.00
WA642       0806  26     74.00
WA642       0806  27     79.00
WA642       0806  28     79.00
WA642       0806  29     52.00
WA642       0806  30     50.00
WA642       0806  31     63.00
WA642       0906   1     68.00
WA642       0906   2     78.00
WA642       0906   3     78.00
WA642       0906   4     80.00
WA642       0906   5     74.00
WA642       0906   6     71.00
WA642       0906   7     73.00
WA642       0906   8     70.00
WA642       0906   9     54.00
WA642       0906  10     69.00
WA642       0906  11     71.00
WA642       0906  12     66.00
WA642       0906  13     56.00
WA642       0906  14     40.00
WA642       0906  15     43.00
WA642       0906  16     47.00
WA642       0906  17     49.00
WA642       0906  18     51.00
WA642       0906  19     43.00
WA642       0906  20     43.00
WA642       0906  21     41.00
WA642       0906  22     54.00
WA642       0906  23     62.00
WA642       0906  24     66.00
WA642       0906  25     70.00
WA642       0906  26     72.00
WA642       0906  27     72.00
WA642       0906  28     69.00
WA642       0906  29     73.00
WA642       0906  30     60.00
WA642       1006   1     52.00
WA642       1006   2     53.00
WA642       1006   3     51.00
WA642       1006   4     59.00
WA642       1006   5     58.00
WA642       1006   6     47.00
WA642       1006   7     50.00
WA642       1006   8     46.00
WA642       1006   9     53.00
WA642       1006  10     62.00
WA642       1006  11     67.00
WA642       1006  12     69.00
WA642       1006  13     65.00
WA642       1006  14     62.00
WA642       1006  15     42.00
WA642       1006  16     40.00
WA642       1006  17     46.00
WA642       1006  18     42.00
WA642       1006  19     53.00
WA642       1006  20     50.00
WA642       1006  21     51.00
WA642       1006  22     52.00
WA642       1006  23     52.00
WA642       1006  24     38.00
WA642       1006  25     43.00
WA642       1006  26     40.00
WA642       1006  27     47.00
WA642       1006  28     54.00
WA642       1006  29     42.00
WA642       1006  30     32.00
WA642       1006  31     33.00
WA642       1106   1     37.00
WA642       1106   2     38.00
WA642       1106   3     43.00
WA642       1106   4     42.00
WA642       1106   5     47.00
WA642       1106   6     51.00
WA642       1106   7     49.00
WA642       1106   8     35.00
WA642       1106   9     33.00
WA642       1106  10     32.00
WA642       1106  11     36.00
WA642       1106  12     33.00
WA642       1106  13     35.00
WA642       1106  14     30.00
WA642       1106  15     41.00
WA642       1106  16     32.00
WA642       1106  17     39.00
WA642       1106  18     38.00
WA642       1106  19     40.00
WA642       1106  20     37.00
WA642       1106  21     33.00
WA642       1106  22     30.00
WA642       1106  23     29.00
WA642       1106  24     29.00
WA642       1106  25     28.00
WA642       1106  26     28.00
WA642       1106  27     24.00
WA642       1106  28     21.00
WA642       1106  29     32.00
WA642       1106  30     33.00
