$ Get data for 832:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:42:59 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA832           Trough
WA832       0104  13     38.00
WA832       0104  14     40.00
WA832       0104  15     36.00
WA832       0104  16     33.00
WA832       0104  17     31.00
WA832       0104  18     39.00
WA832       0104  19     35.00
WA832       0104  20     37.00
WA832       0104  21     40.00
WA832       0104  22     45.00
WA832       0104  23     38.00
WA832       0104  24     32.00
WA832       0104  25     22.00
WA832       0104  26     28.00
WA832       0104  27     34.00
WA832       0104  28     36.00
WA832       0104  29     38.00
WA832       0104  30     32.00
WA832       0104  31     26.00
WA832       0204   1     26.00
WA832       0204   2     18.00
WA832       0204   3   -999.00
WA832       0204   4     31.00
WA832       0204   5     28.00
WA832       0204   6     28.00
WA832       0204   7     33.00
WA832       0204   8     31.00
WA832       0204   9     39.00
WA832       0204  10     46.00
WA832       0204  11     31.00
WA832       0204  12     36.00
WA832       0204  13     37.00
WA832       0204  14     36.00
WA832       0204  15     35.00
WA832       0204  16     28.00
WA832       0204  17     30.00
WA832       0204  18     35.00
WA832       0204  19   -999.00
WA832       0204  20     32.00
WA832       0204  21     30.00
WA832       0204  22     31.00
WA832       0204  23     36.00
WA832       0204  24     30.00
WA832       0204  25     26.00
WA832       0204  26     32.00
WA832       0204  27     36.00
WA832       0204  28     35.00
WA832       0204  29     34.00
WA832       0304   1     31.00
WA832       0304   2     33.00
WA832       0304   3     30.00
WA832       0304   4     33.00
WA832       0304   5     28.00
WA832       0304   6     28.00
WA832       0304   7     44.00
WA832       0304   8     55.00
WA832       0304   9     49.00
WA832       0304  10     44.00
WA832       0304  11     48.00
WA832       0304  12     46.00
WA832       0304  13     39.00
WA832       0304  14     47.00
WA832       0304  15     44.00
WA832       0304  16     44.00
WA832       0304  17     44.00
WA832       0304  18     40.00
WA832       0304  19     31.00
WA832       0304  20     38.00
WA832       0304  21     53.00
WA832       0304  22     54.00
WA832       0304  23     45.00
WA832       0304  24     34.00
WA832       0304  25     35.00
WA832       0304  26     31.00
WA832       0304  27     35.00
WA832       0304  28     46.00
WA832       0304  29     52.00
WA832       0304  30     47.00
WA832       0304  31     33.00
WA832       0404   1     38.00
WA832       0404   2     45.00
WA832       0404   3     53.00
WA832       0404   4     54.00
WA832       0404   5     51.00
WA832       0404   6     55.00
WA832       0404   7     50.00
WA832       0404   8     49.00
WA832       0404   9     49.00
WA832       0404  10     55.00
WA832       0404  11     56.00
WA832       0404  12     60.00
WA832       0404  13     45.00
WA832       0404  14     36.00
WA832       0404  15     41.00
WA832       0404  16     42.00
WA832       0404  17     40.00
WA832       0404  18     42.00
WA832       0404  19     42.00
WA832       0404  20     39.00
WA832       0404  21     40.00
WA832       0404  22     54.00
WA832       0404  23     41.00
WA832       0404  24     47.00
WA832       0404  25     56.00
WA832       0404  26     64.00
WA832       0404  27     54.00
WA832       0404  28     47.00
WA832       0404  29     52.00
WA832       0404  30     59.00
WA832       0504   1     63.00
WA832       0504   2     58.00
WA832       0504   3     58.00
WA832       0504   4     50.00
WA832       0504   5     47.00
WA832       0504   6     51.00
WA832       0504   7     56.00
WA832       0504   8     48.00
WA832       0504   9     52.00
WA832       0504  10     48.00
WA832       0504  11     46.00
WA832       0504  12     45.00
WA832       0504  13     50.00
WA832       0504  14     55.00
WA832       0504  15     48.00
WA832       0504  16     46.00
WA832       0504  17     45.00
WA832       0504  18     58.00
WA832       0504  19     59.00
WA832       0504  20     56.00
WA832       0504  21     53.00
WA832       0504  22     45.00
WA832       0504  23     46.00
WA832       0504  24     47.00
WA832       0504  25     56.00
WA832       0504  26     54.00
WA832       0504  27     48.00
WA832       0504  28     45.00
WA832       0504  29     46.00
WA832       0504  30     47.00
WA832       0504  31     49.00
WA832       0604   1     52.00
WA832       0604   2     60.00
WA832       0604   3     65.00
WA832       0604   4     71.00
WA832       0604   5     58.00
WA832       0604   6     50.00
WA832       0604   7     49.00
WA832       0604   8     53.00
WA832       0604   9     58.00
WA832       0604  10     53.00
WA832       0604  11     51.00
WA832       0604  12   -999.00
WA832       0604  13     49.00
WA832       0604  14     47.00
WA832       0604  15     55.00
WA832       0604  16     62.00
WA832       0604  17     65.00
WA832       0604  18     60.00
WA832       0604  19   -999.00
WA832       0604  20     72.00
WA832       0604  21     74.00
WA832       0604  22     77.00
WA832       0604  23     79.00
WA832       0604  24     81.00
WA832       0604  25     78.00
WA832       0604  26     71.00
WA832       0604  27     65.00
WA832       0604  28     70.00
WA832       0604  29     73.00
WA832       0604  30     65.00
WA832       0704   1     72.00
WA832       0704   2     68.00
WA832       0704   3     64.00
WA832       0704   4     67.00
WA832       0704   5     71.00
WA832       0704   6     63.00
WA832       0704   7     53.00
WA832       0704   8     59.00
WA832       0704   9     63.00
WA832       0704  10     56.00
WA832       0704  11     62.00
WA832       0704  12     70.00
WA832       0704  13     74.00
WA832       0704  14     80.00
WA832       0704  15     77.00
WA832       0704  16     77.00
WA832       0704  17     80.00
WA832       0704  18     77.00
WA832       0704  19     65.00
WA832       0704  20     63.00
WA832       0704  21   -999.00
WA832       0704  22     71.00
WA832       0704  23     76.00
WA832       0704  24     81.00
WA832       0704  25     79.00
WA832       0704  26     76.00
WA832       0704  27     74.00
WA832       0704  28     76.00
WA832       0704  29     78.00
WA832       0704  30     77.00
WA832       0704  31     78.00
WA832       0804   1   -999.00
WA832       0804   2   -999.00
WA832       0804   3     69.00
WA832       0804   4     71.00
WA832       0804   5     58.00
WA832       0804   6   -999.00
WA832       0804   7     59.00
WA832       0804   8     67.00
WA832       0804   9   -999.00
WA832       0804  10     77.00
WA832       0804  11     81.00
WA832       0804  12     82.00
WA832       0804  13     84.00
WA832       0804  14     83.00
WA832       0804  15     85.00
WA832       0804  16     80.00
WA832       0804  17     76.00
WA832       0804  18     75.00
WA832       0804  19     76.00
WA832       0804  20     76.00
WA832       0804  21     71.00
WA832       0804  22     53.00
WA832       0804  23     57.00
WA832       0804  24     51.00
WA832       0804  25     48.00
WA832       0804  26     55.00
WA832       0804  27     60.00
WA832       0804  28     63.00
WA832       0804  29     69.00
WA832       0804  30     73.00
WA832       0804  31     75.00
WA832       0904   1     60.00
WA832       0904   2     50.00
WA832       0904   3     60.00
WA832       0904   4     59.00
WA832       0904   5     58.00
WA832       0904   6     61.00
WA832       0904   7     64.00
WA832       0904   8     64.00
WA832       0904   9     58.00
WA832       0904  10     59.00
WA832       0904  11     53.00
WA832       0904  12     52.00
WA832       0904  13     45.00
WA832       0904  14     50.00
WA832       0904  15     46.00
WA832       0904  16     48.00
WA832       0904  17     48.00
WA832       0904  18     43.00
WA832       0904  19     42.00
WA832       0904  20     46.00
WA832       0904  21     56.00
WA832       0904  22     57.00
WA832       0904  23     58.00
WA832       0904  24     63.00
WA832       0904  25     65.00
WA832       0904  26     65.00
WA832       0904  27     66.00
WA832       0904  28     70.00
WA832       0904  29     61.00
WA832       0904  30     57.00
WA832       1004   1     56.00
WA832       1004   2     60.00
WA832       1004   3     61.00
WA832       1004   4     65.00
WA832       1004   5     62.00
WA832       1004   6     52.00
WA832       1004   7     53.00
WA832       1004   8     50.00
WA832       1004   9     40.00
WA832       1004  10     48.00
WA832       1004  11     55.00
WA832       1004  12     54.00
WA832       1004  13     64.00
WA832       1004  14     69.00
WA832       1004  15     53.00
WA832       1004  16     44.00
WA832       1004  17     40.00
WA832       1004  18     33.00
WA832       1004  19     33.00
WA832       1004  20     44.00
WA832       1004  21     39.00
WA832       1004  22     37.00
WA832       1004  23     31.00
WA832       1004  24     34.00
WA832       1004  25     33.00
WA832       1004  26     34.00
WA832       1004  27     49.00
WA832       1004  28     44.00
WA832       1004  29     40.00
WA832       1004  30     33.00
WA832       1004  31     31.00
WA832       1104   1     37.00
WA832       1104   2     37.00
WA832       1104   3     37.00
WA832       1104   4     44.00
WA832       1104   5     52.00
WA832       1104   6     53.00
WA832       1104   7     53.00
WA832       1104   8     57.00
WA832       1104   9     50.00
WA832       1104  10     40.00
WA832       1104  11     45.00
WA832       1104  12     46.00
WA832       1104  13     42.00
WA832       1104  14     36.00
WA832       1104  15     37.00
WA832       1104  16     37.00
WA832       1104  17     37.00
WA832       1104  18     33.00
WA832       1104  19     32.00
WA832       1104  20     34.00
WA832       1104  21     46.00
WA832       1104  22     40.00
WA832       1104  23     37.00
WA832       1104  24     40.00
WA832       1104  25     37.00
WA832       1104  26     31.00
WA832       1104  27     25.00
WA832       1104  28     27.00
WA832       1104  29     29.00
WA832       1104  30     31.00
WA832       1204   1     32.00
WA832       1204   2     39.00
WA832       1204   3     40.00
WA832       1204   4     35.00
WA832       1204   5     27.00
WA832       1204   6     26.00
WA832       1204   7     27.00
WA832       1204   8     29.00
WA832       1204   9     38.00
WA832       1204  10     41.00
WA832       1204  11     38.00
WA832       1204  12     25.00
WA832       1204  13     36.00
WA832       1204  14     35.00
WA832       1204  15     41.00
WA832       1204  16     48.00
WA832       1204  17     46.00
WA832       1204  18     53.00
WA832       1204  19     45.00
WA832       1204  20     28.00
WA832       1204  21     31.00
WA832       1204  22     32.00
WA832       1204  23     50.00
WA832       1204  24     50.00
WA832       1204  25     35.00
WA832       1204  26     29.00
WA832       1204  27     33.00
WA832       1204  28     39.00
WA832       1204  29     28.00
WA832       1204  30     29.00
WA832       1204  31     24.00
WA832       0105   1     21.00
WA832       0105   2     22.00
WA832       0105   3     28.00
WA832       0105   4     16.00
WA832       0105   5     29.00
WA832       0105   6     24.00
WA832       0105   7     21.00
WA832       0105   8     22.00
WA832       0105   9     22.00
WA832       0105  10     23.00
WA832       0105  11     26.00
WA832       0105  12     25.00
WA832       0105  13     21.00
WA832       0105  14     12.00
WA832       0105  15     20.00
WA832       0105  16     35.00
WA832       0105  17     43.00
WA832       0105  18     44.00
WA832       0105  19     47.00
WA832       0105  20     44.00
WA832       0105  21     46.00
WA832       0105  22     49.00
WA832       0105  23     48.00
WA832       0105  24     51.00
WA832       0105  25     49.00
WA832       0105  26     38.00
WA832       0105  27     40.00
WA832       0105  28     32.00
WA832       0105  29     37.00
WA832       0105  30     45.00
WA832       0105  31     38.00
WA832       0205   1     45.00
WA832       0205   2     51.00
WA832       0205   3     49.00
WA832       0205   4     41.00
WA832       0205   5     23.00
WA832       0205   6     22.00
WA832       0205   7     25.00
WA832       0205   8     34.00
WA832       0205   9     40.00
WA832       0205  10     40.00
WA832       0205  11     37.00
WA832       0205  12     39.00
WA832       0205  13     25.00
WA832       0205  14     24.00
WA832       0205  15     23.00
WA832       0205  16     34.00
WA832       0205  17     30.00
WA832       0205  18     37.00
WA832       0205  19     32.00
WA832       0205  20     33.00
WA832       0205  21     38.00
WA832       0205  22     43.00
WA832       0205  23     45.00
WA832       0205  24     47.00
WA832       0205  25     45.00
WA832       0205  26     46.00
WA832       0205  27     42.00
WA832       0205  28     36.00
WA832       0305   1     41.00
WA832       0305   2     41.00
WA832       0305   3     43.00
WA832       0305   4     45.00
WA832       0305   5     47.00
WA832       0305   6     50.00
WA832       0305   7     50.00
WA832       0305   8     56.00
WA832       0305   9     46.00
WA832       0305  10     51.00
WA832       0305  11     58.00
WA832       0305  12     44.00
WA832       0305  13     42.00
WA832       0305  14     48.00
WA832       0305  15     47.00
WA832       0305  16     37.00
WA832       0305  17     35.00
WA832       0305  18     34.00
WA832       0305  19     32.00
WA832       0305  20     32.00
WA832       0305  21     29.00
WA832       0305  22     30.00
WA832       0305  23     30.00
WA832       0305  24     25.00
WA832       0305  25     34.00
WA832       0305  26     32.00
WA832       0305  27     36.00
WA832       0305  28     32.00
WA832       0305  29     29.00
WA832       0305  30     35.00
WA832       0305  31     37.00
WA832       0405   1     34.00
WA832       0405   2     34.00
WA832       0405   3     32.00
WA832       0405   4     35.00
WA832       0405   5     36.00
WA832       0405   6     49.00
WA832       0405   7     48.00
WA832       0405   8     39.00
WA832       0405   9     39.00
WA832       0405  10     38.00
WA832       0405  11     34.00
WA832       0405  12     31.00
WA832       0405  13     38.00
WA832       0405  14     37.00
WA832       0405  15     34.00
WA832       0405  16     37.00
WA832       0405  17     39.00
WA832       0405  18     43.00
WA832       0405  19     47.00
WA832       0405  20     52.00
WA832       0405  21     51.00
WA832       0405  22     53.00
WA832       0405  23     52.00
WA832       0405  24     51.00
WA832       0405  25     58.00
WA832       0405  26     63.00
WA832       0405  27     53.00
WA832       0405  28     44.00
WA832       0405  29     45.00
WA832       0405  30     46.00
WA832       0505   1     52.00
WA832       0505   2     46.00
WA832       0505   3     53.00
WA832       0505   4     48.00
WA832       0505   5     47.00
WA832       0505   6     55.00
WA832       0505   7     50.00
WA832       0505   8     48.00
WA832       0505   9     41.00
WA832       0505  10     41.00
WA832       0505  11     54.00
WA832       0505  12     60.00
WA832       0505  13     61.00
WA832       0505  14     58.00
WA832       0505  15     53.00
WA832       0505  16     47.00
WA832       0505  17     45.00
WA832       0505  18     44.00
WA832       0505  19     43.00
WA832       0505  20     47.00
WA832       0505  21     43.00
WA832       0505  22     46.00
WA832       0505  23     46.00
WA832       0505  24     53.00
WA832       0505  25     58.00
WA832       0505  26     64.00
WA832       0505  27     69.00
WA832       0505  28     72.00
WA832       0505  29     71.00
WA832       0505  30     69.00
WA832       0505  31     54.00
WA832       0605   1     52.00
WA832       0605   2     55.00
WA832       0605   3     57.00
WA832       0605   4     56.00
WA832       0605   5     45.00
WA832       0605   6     47.00
WA832       0605   7     49.00
WA832       0605   8     47.00
WA832       0605   9     55.00
WA832       0605  10     60.00
WA832       0605  11     52.00
WA832       0605  12     49.00
WA832       0605  13     51.00
WA832       0605  14     50.00
WA832       0605  15     55.00
WA832       0605  16     62.00
WA832       0605  17     55.00
WA832       0605  18     56.00
WA832       0605  19     64.00
WA832       0605  20     70.00
WA832       0605  21     77.00
WA832       0605  22     58.00
WA832       0605  23     62.00
WA832       0605  24     64.00
WA832       0605  25     63.00
WA832       0605  26     65.00
WA832       0605  27     51.00
WA832       0605  28     60.00
WA832       0605  29     68.00
WA832       0605  30     68.00
WA832       0705   1     61.00
WA832       0705   2     57.00
WA832       0705   3     64.00
WA832       0705   4     71.00
WA832       0705   5     71.00
WA832       0705   6     59.00
WA832       0705   7     66.00
WA832       0705   8     56.00
WA832       0705   9     58.00
WA832       0705  10     57.00
WA832       0705  11     65.00
WA832       0705  12     67.00
WA832       0705  13     66.00
WA832       0705  14     71.00
WA832       0705  15     70.00
WA832       0705  16     61.00
WA832       0705  17     71.00
WA832       0705  18     76.00
WA832       0705  19     73.00
WA832       0705  20     72.00
WA832       0705  21     78.00
WA832       0705  22     70.00
WA832       0705  23     68.00
WA832       0705  24     67.00
WA832       0705  25     68.00
WA832       0705  26     75.00
WA832       0705  27     80.00
WA832       0705  28     80.00
WA832       0705  29     74.00
WA832       0705  30     76.00
WA832       0705  31     77.00
WA832       0805   1     65.00
WA832       0805   2     67.00
WA832       0805   3     71.00
WA832       0805   4     77.00
WA832       0805   5     81.00
WA832       0805   6     80.00
WA832       0805   7     78.00
WA832       0805   8     79.00
WA832       0805   9     80.00
WA832       0805  10     73.00
WA832       0805  11     69.00
WA832       0805  12     72.00
WA832       0805  13     66.00
WA832       0805  14     74.00
WA832       0805  15     76.00
WA832       0805  16     75.00
WA832       0805  17     61.00
WA832       0805  18     64.00
WA832       0805  19     70.00
WA832       0805  20     75.00
WA832       0805  21     79.00
WA832       0805  22     71.00
WA832       0805  23     58.00
WA832       0805  24     63.00
WA832       0805  25     69.00
WA832       0805  26     73.00
WA832       0805  27     73.00
WA832       0805  28     71.00
WA832       0805  29     55.00
WA832       0805  30     60.00
WA832       0805  31     65.00
WA832       0905   1     69.00
WA832       0905   2     66.00
WA832       0905   3     62.00
WA832       0905   4     57.00
WA832       0905   5     57.00
WA832       0905   6     61.00
WA832       0905   7     69.00
WA832       0905   8     73.00
WA832       0905   9     50.00
WA832       0905  10     45.00
WA832       0905  11     48.00
WA832       0905  12     53.00
WA832       0905  13     60.00
WA832       0905  14     61.00
WA832       0905  15     57.00
WA832       0905  16     47.00
WA832       0905  17     54.00
WA832       0905  18     57.00
WA832       0905  19     59.00
WA832       0905  20     54.00
WA832       0905  21     54.00
WA832       0905  22     50.00
WA832       0905  23     48.00
WA832       0905  24     54.00
WA832       0905  25     61.00
WA832       0905  26     64.00
WA832       0905  27     58.00
WA832       0905  28     64.00
WA832       0905  29     53.00
WA832       0905  30     50.00
WA832       1005   1     42.00
WA832       1005   2     40.00
WA832       1005   3     40.00
WA832       1005   4     44.00
WA832       1005   5     44.00
WA832       1005   6     49.00
WA832       1005   7     43.00
WA832       1005   8     43.00
WA832       1005   9     48.00
WA832       1005  10     50.00
WA832       1005  11     51.00
WA832       1005  12     49.00
WA832       1005  13     47.00
WA832       1005  14     56.00
WA832       1005  15     52.00
WA832       1005  16     49.00
WA832       1005  17     57.00
WA832       1005  18     51.00
WA832       1005  19     46.00
WA832       1005  20     47.00
WA832       1005  21     52.00
WA832       1005  22     55.00
WA832       1005  23     57.00
WA832       1005  24     56.00
WA832       1005  25     55.00
WA832       1005  26     38.00
WA832       1005  27     37.00
WA832       1005  28     34.00
WA832       1005  29     37.00
WA832       1005  30     38.00
WA832       1005  31     35.00
WA832       1105   1     34.00
WA832       1105   2     36.00
WA832       1105   3     28.00
WA832       1105   4     29.00
WA832       1105   5     27.00
WA832       1105   6     31.00
WA832       1105   7     27.00
WA832       1105   8     35.00
WA832       1105   9     45.00
WA832       1105  10     45.00
WA832       1105  11     29.00
WA832       1105  12     27.00
WA832       1105  13     37.00
WA832       1105  14     29.00
WA832       1105  15     40.00
WA832       1105  16     48.00
WA832       1105  17     48.00
WA832       1105  18     54.00
WA832       1105  19     49.00
WA832       1105  20     57.00
WA832       1105  21     56.00
WA832       1105  22     55.00
WA832       1105  23     51.00
WA832       1105  24     46.00
WA832       1105  25     35.00
WA832       1105  26     24.00
WA832       1105  27     25.00
WA832       1105  28     17.00
WA832       1105  29     21.00
WA832       1105  30     21.00
WA832       1205   1     17.00
WA832       1205   2     22.00
WA832       1205   3     22.00
WA832       1205   4     26.00
WA832       1205   5     29.00
WA832       1205   6     23.00
WA832       1205   7     15.00
WA832       1205   8     37.00
WA832       1205   9     48.00
WA832       1205  10     53.00
WA832       1205  11     51.00
WA832       1205  12     44.00
WA832       1205  13     31.00
WA832       1205  14     33.00
WA832       1205  15     30.00
WA832       1205  16     28.00
WA832       1205  17     14.00
WA832       1205  18     11.00
WA832       1205  19     37.00
WA832       1205  20     36.00
WA832       1205  21     36.00
WA832       1205  22     34.00
WA832       1205  23     35.00
WA832       1205  24     44.00
WA832       1205  25     41.00
WA832       1205  26     33.00
WA832       1205  27     29.00
WA832       1205  28     31.00
WA832       1205  29     32.00
WA832       1205  30     30.00
WA832       1205  31     32.00
WA832       0106   1     28.00
WA832       0106   2     31.00
WA832       0106   3     26.00
WA832       0106   4     31.00
WA832       0106   5     37.00
WA832       0106   6     37.00
WA832       0106   7     36.00
WA832       0106   8     31.00
WA832       0106   9     32.00
WA832       0106  10     32.00
WA832       0106  11     29.00
WA832       0106  12     28.00
WA832       0106  13     31.00
WA832       0106  14     31.00
WA832       0106  15     24.00
WA832       0106  16     30.00
WA832       0106  17     32.00
WA832       0106  18     35.00
WA832       0106  19     27.00
WA832       0106  20     26.00
WA832       0106  21     29.00
WA832       0106  22     34.00
WA832       0106  23     45.00
WA832       0106  24     44.00
WA832       0106  25     34.00
WA832       0106  26     26.00
WA832       0106  27     25.00
WA832       0106  28     25.00
WA832       0106  29     29.00
WA832       0106  30     32.00
WA832       0106  31     27.00
WA832       0206   1     29.00
WA832       0206   2     32.00
WA832       0206   3     32.00
WA832       0206   4     32.00
WA832       0206   5     32.00
WA832       0206   6     42.00
WA832       0206   7     46.00
WA832       0206   8     42.00
WA832       0206   9     31.00
WA832       0206  10     24.00
WA832       0206  11     31.00
WA832       0206  12     43.00
WA832       0206  13     37.00
WA832       0206  14     19.00
WA832       0206  15     23.00
WA832       0206  16     15.00
WA832       0206  17      3.00
WA832       0206  18     13.00
WA832       0206  19     28.00
WA832       0206  20     28.00
WA832       0206  21     33.00
WA832       0206  22     35.00
WA832       0206  23     29.00
WA832       0206  24     25.00
WA832       0206  25     30.00
WA832       0206  26     41.00
WA832       0206  27     36.00
WA832       0206  28     32.00
WA832       0306   1     37.00
WA832       0306   2     32.00
WA832       0306   3     31.00
WA832       0306   4     36.00
WA832       0306   5     29.00
WA832       0306   6     32.00
WA832       0306   7     33.00
WA832       0306   8     24.00
WA832       0306   9     22.00
WA832       0306  10     19.00
WA832       0306  11     22.00
WA832       0306  12     31.00
WA832       0306  13     32.00
WA832       0306  14     34.00
WA832       0306  15     31.00
WA832       0306  16     29.00
WA832       0306  17     32.00
WA832       0306  18     33.00
WA832       0306  19     34.00
WA832       0306  20     35.00
WA832       0306  21     36.00
WA832       0306  22     38.00
WA832       0306  23     43.00
WA832       0306  24     39.00
WA832       0306  25     36.00
WA832       0306  26     29.00
WA832       0306  27     35.00
WA832       0306  28     36.00
WA832       0306  29     45.00
WA832       0306  30     42.00
WA832       0306  31     41.00
WA832       0406   1     31.00
WA832       0406   2     35.00
WA832       0406   3     35.00
WA832       0406   4     40.00
WA832       0406   5     44.00
WA832       0406   6     46.00
WA832       0406   7     42.00
WA832       0406   8     39.00
WA832       0406   9     42.00
WA832       0406  10     39.00
WA832       0406  11     42.00
WA832       0406  12     40.00
WA832       0406  13     40.00
WA832       0406  14     36.00
WA832       0406  15     30.00
WA832       0406  16     37.00
WA832       0406  17     39.00
WA832       0406  18     41.00
WA832       0406  19     48.00
WA832       0406  20     56.00
WA832       0406  21     41.00
WA832       0406  22     41.00
WA832       0406  23     46.00
WA832       0406  24     45.00
WA832       0406  25     50.00
WA832       0406  26     50.00
WA832       0406  27     56.00
WA832       0406  28     63.00
WA832       0406  29     60.00
WA832       0406  30     48.00
WA832       0506   1     40.00
WA832       0506   2     44.00
WA832       0506   3     46.00
WA832       0506   4     51.00
WA832       0506   5     55.00
WA832       0506   6     47.00
WA832       0506   7     38.00
WA832       0506   8     38.00
WA832       0506   9     47.00
WA832       0506  10     52.00
WA832       0506  11     50.00
WA832       0506  12     42.00
WA832       0506  13     53.00
WA832       0506  14     64.00
WA832       0506  15     69.00
WA832       0506  16     76.00
WA832       0506  17     77.00
WA832       0506  18     76.00
WA832       0506  19     67.00
WA832       0506  20     54.00
WA832       0506  21     55.00
WA832       0506  22     52.00
WA832       0506  23     51.00
WA832       0506  24     47.00
WA832       0506  25     43.00
WA832       0506  26     40.00
WA832       0506  27     42.00
WA832       0506  28     47.00
WA832       0506  29     53.00
WA832       0506  30     58.00
WA832       0506  31     65.00
WA832       0606   1     61.00
WA832       0606   2     55.00
WA832       0606   3     54.00
WA832       0606   4     50.00
WA832       0606   5     57.00
WA832       0606   6     62.00
WA832       0606   7     64.00
WA832       0606   8     54.00
WA832       0606   9     53.00
WA832       0606  10     50.00
WA832       0606  11     59.00
WA832       0606  12     58.00
WA832       0606  13     49.00
WA832       0606  14     53.00
WA832       0606  15     55.00
WA832       0606  16     55.00
WA832       0606  17     55.00
WA832       0606  18     58.00
WA832       0606  19     54.00
WA832       0606  20     56.00
WA832       0606  21     59.00
WA832       0606  22     62.00
WA832       0606  23     65.00
WA832       0606  24     71.00
WA832       0606  25     75.00
WA832       0606  26     79.00
WA832       0606  27     79.00
WA832       0606  28     71.00
WA832       0606  29     65.00
WA832       0606  30     73.00
WA832       0706   1     76.00
WA832       0706   2     78.00
WA832       0706   3     79.00
WA832       0706   4     75.00
WA832       0706   5     73.00
WA832       0706   6     66.00
WA832       0706   7     66.00
WA832       0706   8     72.00
WA832       0706   9     75.00
WA832       0706  10     70.00
WA832       0706  11     70.00
WA832       0706  12     60.00
WA832       0706  13     65.00
WA832       0706  14     67.00
WA832       0706  15     67.00
WA832       0706  16     73.00
WA832       0706  17     67.00
WA832       0706  18     66.00
WA832       0706  19     69.00
WA832       0706  20     75.00
WA832       0706  21     83.00
WA832       0706  22     82.00
WA832       0706  23     87.00
WA832       0706  24     81.00
WA832       0706  25     78.00
WA832       0706  26     80.00
WA832       0706  27     79.00
WA832       0706  28     72.00
WA832       0706  29     63.00
WA832       0706  30     51.00
WA832       0706  31     57.00
WA832       0806   1     62.00
WA832       0806   2     67.00
WA832       0806   3     69.00
WA832       0806   4     69.00
WA832       0806   5     69.00
WA832       0806   6     77.00
WA832       0806   7     79.00
WA832       0806   8     74.00
WA832       0806   9     68.00
WA832       0806  10     67.00
WA832       0806  11     63.00
WA832       0806  12     64.00
WA832       0806  13     70.00
WA832       0806  14     74.00
WA832       0806  15     69.00
WA832       0806  16     69.00
WA832       0806  17     71.00
WA832       0806  18     74.00
WA832       0806  19     77.00
WA832       0806  20     79.00
WA832       0806  21     81.00
WA832       0806  22     73.00
WA832       0806  23     66.00
WA832       0806  24     64.00
WA832       0806  25     67.00
WA832       0806  26     74.00
WA832       0806  27     77.00
WA832       0806  28     79.00
WA832       0806  29     60.00
WA832       0806  30     53.00
WA832       0806  31     56.00
WA832       0906   1     63.00
WA832       0906   2     73.00
WA832       0906   3     76.00
WA832       0906   4     79.00
WA832       0906   5     79.00
WA832       0906   6     79.00
WA832       0906   7     77.00
WA832       0906   8     74.00
WA832       0906   9     59.00
WA832       0906  10     63.00
WA832       0906  11     68.00
WA832       0906  12     71.00
WA832       0906  13     57.00
WA832       0906  14     42.00
WA832       0906  15     40.00
WA832       0906  16     48.00
WA832       0906  17     52.00
WA832       0906  18     53.00
WA832       0906  19     49.00
WA832       0906  20     43.00
WA832       0906  21     46.00
WA832       0906  22     52.00
WA832       0906  23     57.00
WA832       0906  24     58.00
WA832       0906  25     65.00
WA832       0906  26     66.00
WA832       0906  27     68.00
WA832       0906  28     71.00
WA832       0906  29     71.00
WA832       0906  30     62.00
WA832       1006   1     57.00
WA832       1006   2     52.00
WA832       1006   3     49.00
WA832       1006   4     49.00
WA832       1006   5     58.00
WA832       1006   6     52.00
WA832       1006   7     49.00
WA832       1006   8     44.00
WA832       1006   9     45.00
WA832       1006  10     57.00
WA832       1006  11     62.00
WA832       1006  12     65.00
WA832       1006  13     59.00
WA832       1006  14     60.00
WA832       1006  15     44.00
WA832       1006  16     39.00
WA832       1006  17     40.00
WA832       1006  18     43.00
WA832       1006  19     53.00
WA832       1006  20     47.00
WA832       1006  21     44.00
WA832       1006  22     44.00
WA832       1006  23     47.00
WA832       1006  24     43.00
WA832       1006  25     42.00
WA832       1006  26     44.00
WA832       1006  27     51.00
WA832       1006  28     57.00
WA832       1006  29     47.00
WA832       1006  30     23.00
WA832       1006  31     28.00
WA832       1106   1     27.00
WA832       1106   2     34.00
WA832       1106   3     38.00
WA832       1106   4     40.00
WA832       1106   5     43.00
WA832       1106   6     49.00
WA832       1106   7     47.00
WA832       1106   8     35.00
WA832       1106   9     31.00
WA832       1106  10     28.00
WA832       1106  11     27.00
WA832       1106  12     30.00
WA832       1106  13     29.00
WA832       1106  14     29.00
WA832       1106  15     36.00
WA832       1106  16     31.00
WA832       1106  17     33.00
WA832       1106  18     35.00
WA832       1106  19     35.00
WA832       1106  20     34.00
WA832       1106  21     30.00
WA832       1106  22     28.00
WA832       1106  23   -999.00
WA832       1106  24     22.00
WA832       1106  25     23.00
WA832       1106  26     22.00
WA832       1106  27     18.00
WA832       1106  28     17.00
WA832       1106  29     22.00
WA832       1106  30     26.00
WA832       1206   1     27.00
WA832       1206   2     28.00
WA832       1206   3     38.00
WA832       1206   4     38.00
WA832       1206   5     37.00
WA832       1206   6     50.00
WA832       1206   7     44.00
WA832       1206   8     44.00
WA832       1206   9     35.00
WA832       1206  10     31.00
WA832       1206  11     30.00
