$ Get data for 911:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:33:05 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA911           Rex River
WA911       0104   3     26.00
WA911       0104   4     14.00
WA911       0104   5      7.00
WA911       0104   6     21.00
WA911       0104   7     39.00
WA911       0104   8     41.00
WA911       0104   9     43.00
WA911       0104  10     44.00
WA911       0104  11     42.00
WA911       0104  12     42.00
WA911       0104  13     47.00
WA911       0104  14     45.00
WA911       0104  15     42.00
WA911       0104  16     41.00
WA911       0104  17     40.00
WA911       0104  18     39.00
WA911       0104  19     43.00
WA911       0104  20     45.00
WA911       0104  21     49.00
WA911       0104  22     49.00
WA911       0104  23     43.00
WA911       0104  24     35.00
WA911       0104  25     29.00
WA911       0104  26     34.00
WA911       0104  27     40.00
WA911       0104  28     39.00
WA911       0104  29     45.00
WA911       0104  30     42.00
WA911       0104  31     32.00
WA911       0204   1     37.00
WA911       0204   2     31.00
WA911       0204   3     40.00
WA911       0204   4     34.00
WA911       0204   5     35.00
WA911       0204   6     38.00
WA911       0204   7     34.00
WA911       0204   8     33.00
WA911       0204   9     47.00
WA911       0204  10     54.00
WA911       0204  11     40.00
WA911       0204  12     41.00
WA911       0204  13     43.00
WA911       0204  14     45.00
WA911       0204  15     40.00
WA911       0204  16     37.00
WA911       0204  17     37.00
WA911       0204  18     38.00
WA911       0204  19     38.00
WA911       0204  20     41.00
WA911       0204  21     39.00
WA911       0204  22     41.00
WA911       0204  23     43.00
WA911       0204  24     42.00
WA911       0204  25     36.00
WA911       0204  26     40.00
WA911       0204  27     40.00
WA911       0204  28     37.00
WA911       0204  29     45.00
WA911       0304   1     45.00
WA911       0304   2     45.00
WA911       0304   3     34.00
WA911       0304   4     33.00
WA911       0304   5     34.00
WA911       0304   6     38.00
WA911       0304   7     45.00
WA911       0304   8     62.00
WA911       0304   9     52.00
WA911       0304  10     54.00
WA911       0304  11     55.00
WA911       0304  12     42.00
WA911       0304  13     46.00
WA911       0304  14     42.00
WA911       0304  15     41.00
WA911       0304  16     46.00
WA911       0304  17     44.00
WA911       0304  18     43.00
WA911       0304  19     38.00
WA911       0304  20     45.00
WA911       0304  21     59.00
WA911       0304  22     60.00
WA911       0304  23     47.00
WA911       0304  24     42.00
WA911       0304  25     40.00
WA911       0304  26     44.00
WA911       0304  27     37.00
WA911       0304  28     50.00
WA911       0304  29     55.00
WA911       0304  30     40.00
WA911       0304  31     41.00
WA911       0404   1     45.00
WA911       0404   2     55.00
WA911       0404   3     64.00
WA911       0404   4     48.00
WA911       0404   5     41.00
WA911       0404   6     56.00
WA911       0404   7     47.00
WA911       0404   8     48.00
WA911       0404   9     63.00
WA911       0404  10     61.00
WA911       0404  11     64.00
WA911       0404  12     56.00
WA911       0404  13     49.00
WA911       0404  14     45.00
WA911       0404  15     44.00
WA911       0404  16     45.00
WA911       0404  17     46.00
WA911       0404  18     45.00
WA911       0404  19     52.00
WA911       0404  20     45.00
WA911       0404  21     44.00
WA911       0404  22     58.00
WA911       0404  23     49.00
WA911       0404  24     48.00
WA911       0404  25     63.00
WA911       0404  26     72.00
WA911       0404  27     53.00
WA911       0404  28     51.00
WA911       0404  29     64.00
WA911       0404  30     71.00
WA911       0504   1     69.00
WA911       0504   2     57.00
WA911       0504   3     60.00
WA911       0504   4     44.00
WA911       0504   5     46.00
WA911       0504   6     59.00
WA911       0504   7     54.00
WA911       0504   8     50.00
WA911       0504   9     49.00
WA911       0504  10     44.00
WA911       0504  11     47.00
WA911       0504  12     48.00
WA911       0504  13     53.00
WA911       0504  14     56.00
WA911       0504  15     49.00
WA911       0504  16     45.00
WA911       0504  17     57.00
WA911       0504  18     58.00
WA911       0504  19     46.00
WA911       0504  20     50.00
WA911       0504  21     46.00
WA911       0504  22     44.00
WA911       0504  23     51.00
WA911       0504  24     57.00
WA911       0504  25     60.00
WA911       0504  26     48.00
WA911       0504  27     48.00
WA911       0504  28     44.00
WA911       0504  29     43.00
WA911       0504  30     44.00
WA911       0504  31     44.00
WA911       0604   1     54.00
WA911       0604   2     60.00
WA911       0604   3     73.00
WA911       0604   4     70.00
WA911       0604   5     51.00
WA911       0604   6     51.00
WA911       0604   7     45.00
WA911       0604   8     60.00
WA911       0604   9     55.00
WA911       0604  10     45.00
WA911       0604  11     42.00
WA911       0604  12     52.00
WA911       0604  13     49.00
WA911       0604  14     46.00
WA911       0604  15     58.00
WA911       0604  16     68.00
WA911       0604  17     72.00
WA911       0604  18     70.00
WA911       0604  19     69.00
WA911       0604  20     72.00
WA911       0604  21     75.00
WA911       0604  22     78.00
WA911       0604  23     57.00
WA911       0604  24     61.00
WA911       0604  25     60.00
WA911       0604  26     61.00
WA911       0604  27     61.00
WA911       0604  28     66.00
WA911       0604  29     67.00
WA911       0604  30     66.00
WA911       0704   1     67.00
WA911       0704   2     59.00
WA911       0704   3     56.00
WA911       0704   4     59.00
WA911       0704   5     66.00
WA911       0704   6     54.00
WA911       0704   7     49.00
WA911       0704   8     58.00
WA911       0704   9     54.00
WA911       0704  10     56.00
WA911       0704  11     61.00
WA911       0704  12     77.00
WA911       0704  13     74.00
WA911       0704  14     81.00
WA911       0704  15     68.00
WA911       0704  16     70.00
WA911       0704  17     74.00
WA911       0704  18     74.00
WA911       0704  19     66.00
WA911       0704  20     63.00
WA911       0704  21     67.00
WA911       0704  22     77.00
WA911       0704  23     82.00
WA911       0704  24     85.00
WA911       0704  25     69.00
WA911       0704  26     67.00
WA911       0704  27     71.00
WA911       0704  28     71.00
WA911       0704  29     72.00
WA911       0704  30     65.00
WA911       0704  31     68.00
WA911       0804   1     71.00
WA911       0804   2     68.00
WA911       0804   3     63.00
WA911       0804   4     64.00
WA911       0804   5     56.00
WA911       0804   6     56.00
WA911       0804   7     60.00
WA911       0804   8     72.00
WA911       0804   9     80.00
WA911       0804  10     76.00
WA911       0804  11     80.00
WA911       0804  12     80.00
WA911       0804  13     80.00
WA911       0804  14     86.00
WA911       0804  15     73.00
WA911       0804  16     70.00
WA911       0804  17     68.00
WA911       0804  18     69.00
WA911       0804  19     72.00
WA911       0804  20     71.00
WA911       0804  21     66.00
WA911       0804  22     54.00
WA911       0804  23   -999.00
WA911       0804  24   -999.00
WA911       0804  25   -999.00
WA911       0804  26   -999.00
WA911       0804  27   -999.00
WA911       0804  28   -999.00
WA911       0804  29   -999.00
WA911       0804  30   -999.00
WA911       0804  31   -999.00
WA911       0904   1   -999.00
WA911       0904   2     47.00
WA911       0904   3     54.00
WA911       0904   4     49.00
WA911       0904   5     57.00
WA911       0904   6     61.00
WA911       0904   7     61.00
WA911       0904   8     60.00
WA911       0904   9     56.00
WA911       0904  10     64.00
WA911       0904  11     56.00
WA911       0904  12     52.00
WA911       0904  13     47.00
WA911       0904  14     49.00
WA911       0904  15     48.00
WA911       0904  16     49.00
WA911       0904  17     48.00
WA911       0904  18     44.00
WA911       0904  19     47.00
WA911       0904  20     49.00
WA911       0904  21     55.00
WA911       0904  22     52.00
WA911       0904  23     56.00
WA911       0904  24     68.00
WA911       0904  25     65.00
WA911       0904  26     62.00
WA911       0904  27     73.00
WA911       0904  28     69.00
WA911       0904  29     50.00
WA911       0904  30     57.00
WA911       1004   1     63.00
WA911       1004   2     67.00
WA911       1004   3     67.00
WA911       1004   4     67.00
WA911       1004   5     65.00
WA911       1004   6     50.00
WA911       1004   7     57.00
WA911       1004   8     54.00
WA911       1004   9     42.00
WA911       1004  10     51.00
WA911       1004  11     57.00
WA911       1004  12     58.00
WA911       1004  13     69.00
WA911       1004  14     60.00
WA911       1004  15     50.00
WA911       1004  16     47.00
WA911       1004  17     48.00
WA911       1004  18     40.00
WA911       1004  19     43.00
WA911       1004  20     49.00
WA911       1004  21     40.00
WA911       1004  22     42.00
WA911       1004  23     35.00
WA911       1004  24     37.00
WA911       1004  25     40.00
WA911       1004  26     43.00
WA911       1004  27     53.00
WA911       1004  28     37.00
WA911       1004  29     42.00
WA911       1004  30     42.00
WA911       1004  31     37.00
WA911       1104   1     46.00
WA911       1104   2     47.00
WA911       1104   3     37.00
WA911       1104   4     46.00
WA911       1104   5     55.00
WA911       1104   6     53.00
WA911       1104   7     58.00
WA911       1104   8     57.00
WA911       1104   9     51.00
WA911       1104  10     52.00
WA911       1104  11     55.00
WA911       1104  12     47.00
WA911       1104  13     48.00
WA911       1104  14     45.00
WA911       1104  15     48.00
WA911       1104  16     43.00
WA911       1104  17     41.00
WA911       1104  18     38.00
WA911       1104  19     35.00
WA911       1104  20     42.00
WA911       1104  21     41.00
WA911       1104  22     39.00
WA911       1104  23     43.00
WA911       1104  24     45.00
WA911       1104  25     44.00
WA911       1104  26     34.00
WA911       1104  27     31.00
WA911       1104  28     33.00
WA911       1104  29     36.00
WA911       1104  30     35.00
WA911       1204   1     33.00
WA911       1204   2     35.00
WA911       1204   3     36.00
WA911       1204   4     38.00
WA911       1204   5     34.00
WA911       1204   6     36.00
WA911       1204   7     36.00
WA911       1204   8     36.00
WA911       1204   9     48.00
WA911       1204  10     48.00
WA911       1204  11     45.00
WA911       1204  12     38.00
WA911       1204  13     42.00
WA911       1204  14     43.00
WA911       1204  15     45.00
WA911       1204  16     48.00
WA911       1204  17     52.00
WA911       1204  18     56.00
WA911       1204  19     51.00
WA911       1204  20     32.00
WA911       1204  21     33.00
WA911       1204  22     36.00
WA911       1204  23     42.00
WA911       1204  24     46.00
WA911       1204  25     42.00
WA911       1204  26     37.00
WA911       1204  27     46.00
WA911       1204  28     42.00
WA911       1204  29     38.00
WA911       1204  30     35.00
WA911       1204  31     32.00
WA911       0105   1     34.00
WA911       0105   2     32.00
WA911       0105   3     31.00
WA911       0105   4     28.00
WA911       0105   5     38.00
WA911       0105   6     31.00
WA911       0105   7     28.00
WA911       0105   8     28.00
WA911       0105   9     28.00
WA911       0105  10     30.00
WA911       0105  11     30.00
WA911       0105  12     31.00
WA911       0105  13     26.00
WA911       0105  14     22.00
WA911       0105  15     26.00
WA911       0105  16     42.00
WA911       0105  17     49.00
WA911       0105  18     51.00
WA911       0105  19     55.00
WA911       0105  20     50.00
WA911       0105  21     51.00
WA911       0105  22     50.00
WA911       0105  23     53.00
WA911       0105  24     55.00
WA911       0105  25     52.00
WA911       0105  26     48.00
WA911       0105  27     43.00
WA911       0105  28     42.00
WA911       0105  29     37.00
WA911       0105  30     44.00
WA911       0105  31     44.00
WA911       0205   1     50.00
WA911       0205   2     54.00
WA911       0205   3     54.00
WA911       0205   4     42.00
WA911       0205   5     29.00
WA911       0205   6     30.00
WA911       0205   7     35.00
WA911       0205   8     38.00
WA911       0205   9     43.00
WA911       0205  10     44.00
WA911       0205  11     43.00
WA911       0205  12     38.00
WA911       0205  13     29.00
WA911       0205  14     30.00
WA911       0205  15     32.00
WA911       0205  16     38.00
WA911       0205  17     40.00
WA911       0205  18     46.00
WA911       0205  19     39.00
WA911       0205  20     43.00
WA911       0205  21     46.00
WA911       0205  22     49.00
WA911       0205  23     51.00
WA911       0205  24     56.00
WA911       0205  25     51.00
WA911       0205  26     52.00
WA911       0205  27     51.00
WA911       0205  28     46.00
WA911       0305   1     45.00
WA911       0305   2     42.00
WA911       0305   3     50.00
WA911       0305   4     49.00
WA911       0305   5     50.00
WA911       0305   6     54.00
WA911       0305   7     49.00
WA911       0305   8     59.00
WA911       0305   9     48.00
WA911       0305  10     61.00
WA911       0305  11     58.00
WA911       0305  12     51.00
WA911       0305  13     50.00
WA911       0305  14     51.00
WA911       0305  15     45.00
WA911       0305  16     39.00
WA911       0305  17     35.00
WA911       0305  18     37.00
WA911       0305  19     40.00
WA911       0305  20     42.00
WA911       0305  21     38.00
WA911       0305  22     42.00
WA911       0305  23     43.00
WA911       0305  24     40.00
WA911       0305  25     41.00
WA911       0305  26     40.00
WA911       0305  27     40.00
WA911       0305  28     36.00
WA911       0305  29     33.00
WA911       0305  30     36.00
WA911       0305  31     42.00
WA911       0405   1     40.00
WA911       0405   2     40.00
WA911       0405   3     39.00
WA911       0405   4     38.00
WA911       0405   5     42.00
WA911       0405   6     54.00
WA911       0405   7     49.00
WA911       0405   8     45.00
WA911       0405   9     40.00
WA911       0405  10     47.00
WA911       0405  11     37.00
WA911       0405  12     38.00
WA911       0405  13     43.00
WA911       0405  14     38.00
WA911       0405  15     41.00
WA911       0405  16     43.00
WA911       0405  17     40.00
WA911       0405  18     42.00
WA911       0405  19     50.00
WA911       0405  20     55.00
WA911       0405  21     61.00
WA911       0405  22     60.00
WA911       0405  23     56.00
WA911       0405  24     56.00
WA911       0405  25     54.00
WA911       0405  26     58.00
WA911       0405  27     62.00
WA911       0405  28     53.00
WA911       0405  29     44.00
WA911       0405  30     49.00
WA911       0505   1     60.00
WA911       0505   2     53.00
WA911       0505   3     53.00
WA911       0505   4     52.00
WA911       0505   5     57.00
WA911       0505   6     51.00
WA911       0505   7     46.00
WA911       0505   8     51.00
WA911       0505   9     52.00
WA911       0505  10     46.00
WA911       0505  11     47.00
WA911       0505  12     52.00
WA911       0505  13     61.00
WA911       0505  14     58.00
WA911       0505  15     56.00
WA911       0505  16     46.00
WA911       0505  17     50.00
WA911       0505  18     55.00
WA911       0505  19     51.00
WA911       0505  20     47.00
WA911       0505  21     47.00
WA911       0505  22     47.00
WA911       0505  23     48.00
WA911       0505  24     54.00
WA911       0505  25     64.00
WA911       0505  26     69.00
WA911       0505  27     77.00
WA911       0505  28     74.00
WA911       0505  29     52.00
WA911       0505  30     51.00
WA911       0505  31     45.00
WA911       0605   1     45.00
WA911       0605   2     45.00
WA911       0605   3     43.00
WA911       0605   4     47.00
WA911       0605   5     44.00
WA911       0605   6     47.00
WA911       0605   7     42.00
WA911       0605   8     48.00
WA911       0605   9     55.00
WA911       0605  10     52.00
WA911       0605  11     47.00
WA911       0605  12     49.00
WA911       0605  13     51.00
WA911       0605  14     51.00
WA911       0605  15     58.00
WA911       0605  16     64.00
WA911       0605  17     56.00
WA911       0605  18     55.00
WA911       0605  19     63.00
WA911       0605  20     74.00
WA911       0605  21     68.00
WA911       0605  22     48.00
WA911       0605  23     59.00
WA911       0605  24     62.00
WA911       0605  25     57.00
WA911       0605  26     51.00
WA911       0605  27     49.00
WA911       0605  28     49.00
WA911       0605  29     62.00
WA911       0605  30     65.00
WA911       0705   1     58.00
WA911       0705   2     47.00
WA911       0705   3     63.00
WA911       0705   4     67.00
WA911       0705   5     68.00
WA911       0705   6     55.00
WA911       0705   7     60.00
WA911       0705   8     53.00
WA911       0705   9     54.00
WA911       0705  10     53.00
WA911       0705  11     66.00
WA911       0705  12     55.00
WA911       0705  13     57.00
WA911       0705  14     67.00
WA911       0705  15     65.00
WA911       0705  16     58.00
WA911       0705  17     71.00
WA911       0705  18     73.00
WA911       0705  19     65.00
WA911       0705  20     64.00
WA911       0705  21     77.00
WA911       0705  22     71.00
WA911       0705  23     62.00
WA911       0705  24     60.00
WA911       0705  25     66.00
WA911       0705  26     74.00
WA911       0705  27     74.00
WA911       0705  28     71.00
WA911       0705  29     69.00
WA911       0705  30     73.00
WA911       0705  31     73.00
WA911       0805   1     58.00
WA911       0805   2     62.00
WA911       0805   3     75.00
WA911       0805   4     77.00
WA911       0805   5     72.00
WA911       0805   6     70.00
WA911       0805   7     69.00
WA911       0805   8     69.00
WA911       0805   9     68.00
WA911       0805  10     62.00
WA911       0805  11     52.00
WA911       0805  12     66.00
WA911       0805  13     76.00
WA911       0805  14     75.00
WA911       0805  15     74.00
WA911       0805  16     67.00
WA911       0805  17     59.00
WA911       0805  18     64.00
WA911       0805  19     70.00
WA911       0805  20     72.00
WA911       0805  21     69.00
WA911       0805  22     62.00
WA911       0805  23     53.00
WA911       0805  24     63.00
WA911       0805  25     73.00
WA911       0805  26     70.00
WA911       0805  27     67.00
WA911       0805  28     65.00
WA911       0805  29     49.00
WA911       0805  30     53.00
WA911       0805  31     60.00
WA911       0905   1     69.00
WA911       0905   2     57.00
WA911       0905   3     53.00
WA911       0905   4     51.00
WA911       0905   5     56.00
WA911       0905   6     64.00
WA911       0905   7     63.00
WA911       0905   8     64.00
WA911       0905   9     43.00
WA911       0905  10   -999.00
WA911       0905  11   -999.00
WA911       0905  12   -999.00
WA911       0905  13   -999.00
WA911       0905  14   -999.00
WA911       0905  15   -999.00
WA911       0905  16   -999.00
WA911       0905  17   -999.00
WA911       0905  18   -999.00
WA911       0905  19   -999.00
WA911       0905  20   -999.00
WA911       0905  21   -999.00
WA911       0905  22   -999.00
WA911       0905  23   -999.00
WA911       0905  24   -999.00
WA911       0905  25   -999.00
WA911       0905  26   -999.00
WA911       0905  27   -999.00
WA911       0905  28   -999.00
WA911       0905  29     54.00
WA911       0905  30     52.00
WA911       1005   1     43.00
WA911       1005   2     42.00
WA911       1005   3     47.00
WA911       1005   4     50.00
WA911       1005   5     51.00
WA911       1005   6     51.00
WA911       1005   7     47.00
WA911       1005   8     47.00
WA911       1005   9     53.00
WA911       1005  10     52.00
WA911       1005  11     50.00
WA911       1005  12     51.00
WA911       1005  13     47.00
WA911       1005  14     57.00
WA911       1005  15     49.00
WA911       1005  16     50.00
WA911       1005  17     50.00
WA911       1005  18     62.00
WA911       1005  19     50.00
WA911       1005  20     47.00
WA911       1005  21     58.00
WA911       1005  22     60.00
WA911       1005  23     55.00
WA911       1005  24     60.00
WA911       1005  25     60.00
WA911       1005  26     43.00
WA911       1005  27     44.00
WA911       1005  28     42.00
WA911       1005  29     39.00
WA911       1005  30     47.00
WA911       1005  31     44.00
WA911       1105   1     38.00
WA911       1105   2     42.00
WA911       1105   3     37.00
WA911       1105   4     37.00
WA911       1105   5     35.00
WA911       1105   6     35.00
WA911       1105   7     35.00
WA911       1105   8     38.00
WA911       1105   9     48.00
WA911       1105  10     52.00
WA911       1105  11     35.00
WA911       1105  12     35.00
WA911       1105  13     42.00
WA911       1105  14     35.00
WA911       1105  15     42.00
WA911       1105  16     46.00
WA911       1105  17     49.00
WA911       1105  18     57.00
WA911       1105  19     53.00
WA911       1105  20     57.00
WA911       1105  21     56.00
WA911       1105  22     54.00
WA911       1105  23     52.00
WA911       1105  24     49.00
WA911       1105  25     42.00
WA911       1105  26     29.00
WA911       1105  27     37.00
WA911       1105  28     28.00
WA911       1105  29     29.00
WA911       1105  30     32.00
WA911       1205   1     29.00
WA911       1205   2     30.00
WA911       1205   3     28.00
WA911       1205   4     36.00
WA911       1205   5     32.00
WA911       1205   6     33.00
WA911       1205   7     27.00
WA911       1205   8     40.00
WA911       1205   9     49.00
WA911       1205  10     57.00
WA911       1205  11     54.00
WA911       1205  12     42.00
WA911       1205  13     32.00
WA911       1205  14     38.00
WA911       1205  15     38.00
WA911       1205  16     38.00
WA911       1205  17     30.00
WA911       1205  18     28.00
WA911       1205  19     40.00
WA911       1205  20     44.00
WA911       1205  21     44.00
WA911       1205  22     44.00
WA911       1205  23     46.00
WA911       1205  24     52.00
WA911       1205  25     49.00
WA911       1205  26     42.00
WA911       1205  27     40.00
WA911       1205  28     40.00
WA911       1205  29     39.00
WA911       1205  30     39.00
WA911       1205  31     39.00
WA911       0106   1     38.00
WA911       0106   2     37.00
WA911       0106   3     34.00
WA911       0106   4     37.00
WA911       0106   5     44.00
WA911       0106   6     45.00
WA911       0106   7     43.00
WA911       0106   8     34.00
WA911       0106   9     40.00
WA911       0106  10     44.00
WA911       0106  11     36.00
WA911       0106  12     35.00
WA911       0106  13     38.00
WA911       0106  14     34.00
WA911       0106  15     30.00
WA911       0106  16     42.00
WA911       0106  17     39.00
WA911       0106  18     37.00
WA911       0106  19     34.00
WA911       0106  20     34.00
WA911       0106  21     37.00
WA911       0106  22     35.00
WA911       0106  23     45.00
WA911       0106  24     47.00
WA911       0106  25     41.00
WA911       0106  26     34.00
WA911       0106  27     32.00
WA911       0106  28     35.00
WA911       0106  29     42.00
WA911       0106  30     42.00
WA911       0106  31     37.00
WA911       0206   1     36.00
WA911       0206   2     36.00
WA911       0206   3     43.00
WA911       0206   4     41.00
WA911       0206   5     39.00
WA911       0206   6     44.00
WA911       0206   7     57.00
WA911       0206   8     47.00
WA911       0206   9     41.00
WA911       0206  10     36.00
WA911       0206  11     39.00
WA911       0206  12     49.00
WA911       0206  13     38.00
WA911       0206  14     32.00
WA911       0206  15     37.00
WA911       0206  16     33.00
WA911       0206  17     17.00
WA911       0206  18     28.00
WA911       0206  19     39.00
WA911       0206  20     29.00
WA911       0206  21     33.00
WA911       0206  22     33.00
WA911       0206  23     34.00
WA911       0206  24     39.00
WA911       0206  25     40.00
WA911       0206  26     45.00
WA911       0206  27     43.00
WA911       0206  28     40.00
WA911       0306   1     42.00
WA911       0306   2     44.00
WA911       0306   3     43.00
WA911       0306   4     44.00
WA911       0306   5     38.00
WA911       0306   6     47.00
WA911       0306   7     41.00
WA911       0306   8     36.00
WA911       0306   9     29.00
WA911       0306  10     33.00
WA911       0306  11     38.00
WA911       0306  12     42.00
WA911       0306  13     42.00
WA911       0306  14     45.00
WA911       0306  15     40.00
WA911       0306  16     38.00
WA911       0306  17     40.00
WA911       0306  18     36.00
WA911       0306  19     45.00
WA911       0306  20     45.00
WA911       0306  21     41.00
WA911       0306  22     45.00
WA911       0306  23     47.00
WA911       0306  24     47.00
WA911       0306  25     44.00
WA911       0306  26     37.00
WA911       0306  27     45.00
WA911       0306  28     47.00
WA911       0306  29     44.00
WA911       0306  30     46.00
WA911       0306  31     48.00
WA911       0406   1     39.00
WA911       0406   2     43.00
WA911       0406   3     46.00
WA911       0406   4     49.00
WA911       0406   5     49.00
WA911       0406   6     42.00
WA911       0406   7     48.00
WA911       0406   8     46.00
WA911       0406   9     45.00
WA911       0406  10     44.00
WA911       0406  11     51.00
WA911       0406  12     42.00
WA911       0406  13     42.00
WA911       0406  14     40.00
WA911       0406  15     38.00
WA911       0406  16     45.00
WA911       0406  17     42.00
WA911       0406  18     52.00
WA911       0406  19     58.00
WA911       0406  20     60.00
WA911       0406  21     40.00
WA911       0406  22     51.00
WA911       0406  23     56.00
WA911       0406  24     56.00
WA911       0406  25     54.00
WA911       0406  26     47.00
WA911       0406  27     57.00
WA911       0406  28     67.00
WA911       0406  29     53.00
WA911       0406  30     43.00
WA911       0506   1     40.00
WA911       0506   2     48.00
WA911       0506   3     56.00
WA911       0506   4     59.00
WA911       0506   5     60.00
WA911       0506   6     40.00
WA911       0506   7     41.00
WA911       0506   8     40.00
WA911       0506   9     49.00
WA911       0506  10     60.00
WA911       0506  11     51.00
WA911       0506  12     43.00
WA911       0506  13     53.00
WA911       0506  14     69.00
WA911       0506  15     73.00
WA911       0506  16     71.00
WA911       0506  17     75.00
WA911       0506  18     69.00
WA911       0506  19     65.00
WA911       0506  20     54.00
WA911       0506  21     60.00
WA911       0506  22     51.00
WA911       0506  23     55.00
WA911       0506  24     51.00
WA911       0506  25     46.00
WA911       0506  26     43.00
WA911       0506  27     44.00
WA911       0506  28     43.00
WA911       0506  29     47.00
WA911       0506  30     60.00
WA911       0506  31     67.00
WA911       0606   1     62.00
WA911       0606   2     58.00
WA911       0606   3     59.00
WA911       0606   4     52.00
WA911       0606   5     57.00
WA911       0606   6     59.00
WA911       0606   7     53.00
WA911       0606   8     47.00
WA911       0606   9     47.00
WA911       0606  10     54.00
WA911       0606  11     66.00
WA911       0606  12     63.00
WA911       0606  13     51.00
WA911       0606  14     48.00
WA911       0606  15     50.00
WA911       0606  16     53.00
WA911       0606  17     49.00
WA911       0606  18     51.00
WA911       0606  19     52.00
WA911       0606  20     54.00
WA911       0606  21     52.00
WA911       0606  22     58.00
WA911       0606  23     63.00
WA911       0606  24     73.00
WA911       0606  25     83.00
WA911       0606  26     86.00
WA911       0606  27     75.00
WA911       0606  28     66.00
WA911       0606  29     70.00
WA911       0606  30     74.00
WA911       0706   1     71.00
WA911       0706   2     76.00
WA911       0706   3     72.00
WA911       0706   4     69.00
WA911       0706   5     60.00
WA911       0706   6     47.00
WA911       0706   7     65.00
WA911       0706   8     74.00
WA911       0706   9     70.00
WA911       0706  10     60.00
WA911       0706  11     64.00
WA911       0706  12     54.00
WA911       0706  13     60.00
WA911       0706  14     64.00
WA911       0706  15     60.00
WA911       0706  16     67.00
WA911       0706  17     59.00
WA911       0706  18     58.00
WA911       0706  19     65.00
WA911       0706  20     77.00
WA911       0706  21     89.00
WA911       0706  22     87.00
WA911       0706  23     82.00
WA911       0706  24     76.00
WA911       0706  25     70.00
WA911       0706  26     71.00
WA911       0706  27     70.00
WA911       0706  28     61.00
WA911       0706  29     53.00
WA911       0706  30     51.00
WA911       0706  31     57.00
WA911       0806   1     59.00
WA911       0806   2     61.00
WA911       0806   3     63.00
WA911       0806   4     63.00
WA911       0806   5     69.00
WA911       0806   6     73.00
WA911       0806   7     74.00
WA911       0806   8     66.00
WA911       0806   9     58.00
WA911       0806  10     56.00
WA911       0806  11     55.00
WA911       0806  12     63.00
WA911       0806  13     71.00
WA911       0806  14     71.00
WA911       0806  15     60.00
WA911       0806  16     51.00
WA911       0806  17     64.00
WA911       0806  18     74.00
WA911       0806  19     74.00
WA911       0806  20     76.00
WA911       0806  21     69.00
WA911       0806  22     62.00
WA911       0806  23     56.00
WA911       0806  24     51.00
WA911       0806  25     67.00
WA911       0806  26     72.00
WA911       0806  27     76.00
WA911       0806  28     78.00
WA911       0806  29     49.00
WA911       0806  30     48.00
WA911       0806  31     62.00
WA911       0906   1     68.00
WA911       0906   2     78.00
WA911       0906   3     80.00
WA911       0906   4     74.00
WA911       0906   5     69.00
WA911       0906   6     69.00
WA911       0906   7     67.00
WA911       0906   8     63.00
WA911       0906   9     52.00
WA911       0906  10     63.00
WA911       0906  11     68.00
WA911       0906  12     66.00
WA911       0906  13     50.00
WA911       0906  14     46.00
WA911       0906  15     46.00
WA911       0906  16     50.00
WA911       0906  17     55.00
WA911       0906  18     53.00
WA911       0906  19     46.00
WA911       0906  20     46.00
WA911       0906  21     46.00
WA911       0906  22     53.00
WA911       0906  23     64.00
WA911       0906  24     67.00
WA911       0906  25     70.00
WA911       0906  26     69.00
WA911       0906  27     73.00
WA911       0906  28     67.00
WA911       0906  29     68.00
WA911       0906  30     56.00
WA911       1006   1     52.00
WA911       1006   2     51.00
WA911       1006   3     52.00
WA911       1006   4     63.00
WA911       1006   5     59.00
WA911       1006   6     47.00
WA911       1006   7     48.00
WA911       1006   8     47.00
WA911       1006   9     56.00
WA911       1006  10     62.00
WA911       1006  11     67.00
WA911       1006  12     67.00
WA911       1006  13     62.00
WA911       1006  14     63.00
WA911       1006  15     46.00
WA911       1006  16     42.00
WA911       1006  17     49.00
WA911       1006  18     45.00
WA911       1006  19     50.00
WA911       1006  20     47.00
WA911       1006  21     54.00
WA911       1006  22     54.00
WA911       1006  23     51.00
WA911       1006  24     40.00
WA911       1006  25     39.00
WA911       1006  26     43.00
WA911       1006  27     47.00
WA911       1006  28     48.00
WA911       1006  29     42.00
WA911       1006  30     33.00
WA911       1006  31     36.00
WA911       1106   1     36.00
WA911       1106   2     44.00
WA911       1106   3     48.00
WA911       1106   4     47.00
WA911       1106   5     53.00
WA911       1106   6     54.00
WA911       1106   7     50.00
WA911       1106   8     44.00
WA911       1106   9     36.00
WA911       1106  10     36.00
WA911       1106  11     34.00
WA911       1106  12     39.00
WA911       1106  13     39.00
WA911       1106  14     35.00
WA911       1106  15     47.00
WA911       1106  16     39.00
WA911       1106  17     44.00
WA911       1106  18     41.00
WA911       1106  19     45.00
WA911       1106  20     44.00
WA911       1106  21     40.00
WA911       1106  22     35.00
WA911       1106  23     32.00
WA911       1106  24     31.00
WA911       1106  25     30.00
WA911       1106  26     32.00
WA911       1106  27     26.00
WA911       1106  28     22.00
WA911       1106  29     33.00
WA911       1106  30     35.00
