$ Get data for 507:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:53:53 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA507           Grouse Camp
WA507       0108  29     18.00
WA507       0108  30     17.00
WA507       0108  31     19.00
WA507       0208   1     20.00
WA507       0208   2     17.00
WA507       0208   3     10.00
WA507       0208   4      8.00
WA507       0208   5     20.00
WA507       0208   6     20.00
WA507       0208   7     23.00
WA507       0208   8     25.00
WA507       0208   9     31.00
WA507       0208  10     26.00
WA507       0208  11     22.00
WA507       0208  12     21.00
WA507       0208  13     17.00
WA507       0208  14     13.00
WA507       0208  15     27.00
WA507       0208  16     24.00
WA507       0208  17     20.00
WA507       0208  18     21.00
WA507       0208  19     23.00
WA507       0208  20     26.00
WA507       0208  21     25.00
WA507       0208  22     22.00
WA507       0208  23     20.00
WA507       0208  24     23.00
WA507       0208  25     26.00
WA507       0208  26     29.00
WA507       0208  27     29.00
WA507       0208  28     28.00
WA507       0208  29     28.00
WA507       0308   1     20.00
WA507       0308   2     16.00
WA507       0308   3     24.00
WA507       0308   4     17.00
WA507       0308   5     15.00
WA507       0308   6     23.00
WA507       0308   7     26.00
WA507       0308   8     24.00
WA507       0308   9     25.00
WA507       0308  10     31.00
WA507       0308  11     22.00
WA507       0308  12     22.00
WA507       0308  13     24.00
WA507       0308  14     21.00
WA507       0308  15     18.00
WA507       0308  16     16.00
WA507       0308  17     26.00
WA507       0308  18     17.00
WA507       0308  19     16.00
WA507       0308  20     19.00
WA507       0308  21     15.00
WA507       0308  22     13.00
WA507       0308  23     18.00
WA507       0308  24     13.00
WA507       0308  25     11.00
WA507       0308  26     18.00
WA507       0308  27     10.00
WA507       0308  28     11.00
WA507       0308  29     17.00
WA507       0308  30     12.00
WA507       0308  31     10.00
WA507       0408   1      9.00
WA507       0408   2     13.00
WA507       0408   3     18.00
WA507       0408   4     24.00
WA507       0408   5     19.00
WA507       0408   6     23.00
WA507       0408   7     22.00
WA507       0408   8     16.00
WA507       0408   9     16.00
WA507       0408  10     24.00
WA507       0408  11     26.00
WA507       0408  12     32.00
WA507       0408  13     35.00
WA507       0408  14     24.00
WA507       0408  15     21.00
WA507       0408  16     21.00
WA507       0408  17     28.00
WA507       0408  18     16.00
WA507       0408  19     16.00
WA507       0408  20     12.00
WA507       0408  21     11.00
WA507       0408  22     16.00
WA507       0408  23     22.00
WA507       0408  24     24.00
WA507       0408  25     20.00
WA507       0408  26     21.00
WA507       0408  27     32.00
WA507       0408  28     33.00
WA507       0408  29     24.00
WA507       0408  30     23.00
WA507       0508   1     21.00
WA507       0508   2     26.00
WA507       0508   3     34.00
WA507       0508   4     35.00
WA507       0508   5     34.00
WA507       0508   6     35.00
WA507       0508   7     28.00
WA507       0508   8     26.00
WA507       0508   9     27.00
WA507       0508  10     33.00
WA507       0508  11     28.00
WA507       0508  12     27.00
WA507       0508  13     35.00
WA507       0508  14     39.00
WA507       0508  15     40.00
WA507       0508  16     42.00
WA507       0508  17     43.00
WA507       0508  18     46.00
WA507       0508  19     41.00
WA507       0508  20     32.00
WA507       0508  21     31.00
WA507       0508  22     34.00
WA507       0508  23     37.00
WA507       0508  24     37.00
WA507       0508  25     41.00
WA507       0508  26     42.00
WA507       0508  27     40.00
WA507       0508  28     43.00
WA507       0508  29     40.00
WA507       0508  30     37.00
WA507       0508  31     39.00
WA507       0608   1     36.00
WA507       0608   2     36.00
WA507       0608   3     33.00
WA507       0608   4     33.00
WA507       0608   5     34.00
WA507       0608   6     31.00
WA507       0608   7     31.00
WA507       0608   8     35.00
WA507       0608   9     27.00
WA507       0608  10     28.00
WA507       0608  11     35.00
WA507       0608  12     37.00
WA507       0608  13     36.00
WA507       0608  14     33.00
WA507       0608  15     38.00
WA507       0608  16     40.00
WA507       0608  17     33.00
WA507       0608  18     34.00
WA507       0608  19     35.00
WA507       0608  20     41.00
WA507       0608  21     47.00
WA507       0608  22     39.00
WA507       0608  23     37.00
WA507       0608  24     37.00
WA507       0608  25     43.00
WA507       0608  26     40.00
WA507       0608  27     44.00
WA507       0608  28     48.00
WA507       0608  29     52.00
WA507       0608  30     57.00
WA507       0708   1     54.00
WA507       0708   2     50.00
WA507       0708   3     53.00
WA507       0708   4     45.00
WA507       0708   5     44.00
WA507       0708   6     41.00
WA507       0708   7     45.00
WA507       0708   8     47.00
WA507       0708   9     48.00
WA507       0708  10     36.00
WA507       0708  11     35.00
WA507       0708  12     43.00
WA507       0708  13     50.00
WA507       0708  14     50.00
WA507       0708  15     49.00
WA507       0708  16     44.00
WA507       0708  17     43.00
WA507       0708  18     43.00
WA507       0708  19     47.00
WA507       0708  20     46.00
WA507       0708  21     49.00
WA507       0708  22     43.00
WA507       0708  23     42.00
WA507       0708  24     42.00
WA507       0708  25     46.00
WA507       0708  26     48.00
WA507       0708  27     42.00
WA507       0708  28     40.00
WA507       0708  29     43.00
WA507       0708  30     38.00
WA507       0708  31     38.00
WA507       0808   1     40.00
WA507       0808   2     37.00
WA507       0808   3     40.00
WA507       0808   4     45.00
WA507       0808   5     47.00
WA507       0808   6     52.00
WA507       0808   7     51.00
WA507       0808   8     51.00
WA507       0808   9     43.00
WA507       0808  10     41.00
WA507       0808  11     38.00
WA507       0808  12     45.00
WA507       0808  13     48.00
WA507       0808  14     53.00
WA507       0808  15     55.00
WA507       0808  16     57.00
WA507       0808  17     61.00
WA507       0808  18     49.00
WA507       0808  19     46.00
WA507       0808  20     41.00
WA507       0808  21     38.00
WA507       0808  22     35.00
WA507       0808  23     42.00
WA507       0808  24     46.00
WA507       0808  25     36.00
WA507       0808  26     33.00
WA507       0808  27     40.00
WA507       0808  28     40.00
WA507       0808  29     43.00
WA507       0808  30     35.00
WA507       0808  31     33.00
WA507       0908   1     35.00
WA507       0908   2     34.00
WA507       0908   3     36.00
WA507       0908   4     39.00
WA507       0908   5     43.00
WA507       0908   6     44.00
WA507       0908   7     42.00
WA507       0908   8     41.00
WA507       0908   9     41.00
WA507       0908  10     38.00
WA507       0908  11     42.00
WA507       0908  12     45.00
WA507       0908  13     41.00
WA507       0908  14     40.00
WA507       0908  15     43.00
WA507       0908  16     49.00
WA507       0908  17     51.00
WA507       0908  18     51.00
WA507       0908  19     51.00
WA507       0908  20     40.00
WA507       0908  21     39.00
WA507       0908  22     29.00
WA507       0908  23     27.00
WA507       0908  24     34.00
WA507       0908  25     39.00
WA507       0908  26     34.00
WA507       0908  27     38.00
WA507       0908  28     38.00
WA507       0908  29     42.00
WA507       0908  30     47.00
WA507       1008   1     49.00
WA507       1008   2     39.00
WA507       1008   3     38.00
WA507       1008   4     34.00
WA507       1008   5     32.00
WA507       1008   6     36.00
WA507       1008   7     31.00
WA507       1008   8     27.00
WA507       1008   9     27.00
WA507       1008  10     27.00
WA507       1008  11     27.00
WA507       1008  12     30.00
WA507       1008  13     36.00
WA507       1008  14     28.00
WA507       1008  15     26.00
WA507       1008  16     31.00
WA507       1008  17     40.00
WA507       1008  18     33.00
WA507       1008  19     31.00
WA507       1008  20     28.00
WA507       1008  21     25.00
WA507       1008  22     29.00
WA507       1008  23     30.00
WA507       1008  24     30.00
WA507       1008  25     30.00
WA507       1008  26     29.00
WA507       1008  27     35.00
WA507       1008  28     38.00
WA507       1008  29     36.00
WA507       1008  30     38.00
WA507       1008  31     35.00
WA507       1108   1     35.00
WA507       1108   2     29.00
WA507       1108   3     29.00
WA507       1108   4     25.00
WA507       1108   5     20.00
WA507       1108   6     29.00
WA507       1108   7     35.00
WA507       1108   8     32.00
WA507       1108   9     31.00
WA507       1108  10     29.00
WA507       1108  11     29.00
WA507       1108  12     35.00
WA507       1108  13     22.00
WA507       1108  14     24.00
WA507       1108  15     38.00
WA507       1108  16     38.00
WA507       1108  17     39.00
WA507       1108  18     31.00
WA507       1108  19     32.00
WA507       1108  20     26.00
WA507       1108  21     25.00
WA507       1108  22     20.00
WA507       1108  23     20.00
WA507       1108  24     21.00
WA507       1108  25     28.00
WA507       1108  26     22.00
WA507       1108  27     21.00
WA507       1108  28     30.00
WA507       1108  29     37.00
WA507       1108  30     35.00
WA507       1208   1     36.00
WA507       1208   2     31.00
WA507       1208   3     25.00
WA507       1208   4     19.00
WA507       1208   5     32.00
WA507       1208   6     35.00
WA507       1208   7     25.00
WA507       1208   8     22.00
WA507       1208   9     24.00
WA507       1208  10     30.00
WA507       1208  11     26.00
WA507       1208  12     23.00
WA507       1208  13      8.00
WA507       1208  14     -2.00
WA507       1208  15     -2.00
WA507       1208  16      4.00
WA507       1208  17     11.00
WA507       1208  18      5.00
WA507       1208  19     -2.00
WA507       1208  20     -7.00
WA507       1208  21      3.00
WA507       1208  22      9.00
WA507       1208  23     11.00
WA507       1208  24     15.00
WA507       1208  25      9.00
WA507       1208  26     10.00
WA507       1208  27     21.00
WA507       1208  28     21.00
WA507       1208  29     18.00
WA507       1208  30     20.00
WA507       1208  31     20.00
WA507       0109   1     21.00
WA507       0109   2      5.00
WA507       0109   3      7.00
WA507       0109   4     10.00
WA507       0109   5     17.00
WA507       0109   6     28.00
WA507       0109   7     34.00
WA507       0109   8     20.00
WA507       0109   9     20.00
WA507       0109  10     25.00
WA507       0109  11     31.00
WA507       0109  12     31.00
WA507       0109  13     30.00
WA507       0109  14     29.00
WA507       0109  15     30.00
WA507       0109  16     29.00
WA507       0109  17     31.00
WA507       0109  18     29.00
WA507       0109  19     29.00
WA507       0109  20     25.00
WA507       0109  21     22.00
WA507       0109  22     24.00
WA507       0109  23     18.00
WA507       0109  24     13.00
WA507       0109  25      6.00
WA507       0109  26      1.00
WA507       0109  27     12.00
WA507       0109  28     18.00
WA507       0109  29   -999.00
WA507       0109  30     25.00
WA507       0109  31     13.00
WA507       0209   1     13.00
WA507       0209   2     29.00
WA507       0209   3     27.00
WA507       0209   4     31.00
WA507       0209   5     30.00
WA507       0209   6     24.00
WA507       0209   7     19.00
WA507       0209   8     19.00
WA507       0209   9     15.00
WA507       0209  10     12.00
WA507       0209  11     12.00
WA507       0209  12     12.00
WA507       0209  13     20.00
WA507       0209  14     16.00
WA507       0209  15     19.00
WA507       0209  16     23.00
WA507       0209  17     22.00
WA507       0209  18     20.00
WA507       0209  19     21.00
WA507       0209  20     18.00
WA507       0209  21     20.00
WA507       0209  22     27.00
WA507       0209  23     26.00
WA507       0209  24     27.00
WA507       0209  25     19.00
WA507       0209  26     11.00
WA507       0209  27     10.00
WA507       0209  28     13.00
WA507       0309   1     27.00
WA507       0309   2     31.00
WA507       0309   3     29.00
WA507       0309   4     26.00
WA507       0309   5     13.00
WA507       0309   6      5.00
WA507       0309   7     13.00
WA507       0309   8      8.00
WA507       0309   9      7.00
WA507       0309  10      1.00
WA507       0309  11      4.00
WA507       0309  12      8.00
WA507       0309  13     16.00
WA507       0309  14     25.00
WA507       0309  15     19.00
WA507       0309  16     11.00
WA507       0309  17     16.00
WA507       0309  18     18.00
WA507       0309  19     25.00
WA507       0309  20     25.00
WA507       0309  21     25.00
WA507       0309  22     23.00
WA507       0309  23     19.00
WA507       0309  24     24.00
WA507       0309  25     21.00
WA507       0309  26     16.00
WA507       0309  27     24.00
WA507       0309  28     20.00
WA507       0309  29     18.00
WA507       0309  30     16.00
WA507       0309  31     19.00
WA507       0409   1     18.00
WA507       0409   2     22.00
WA507       0409   3     21.00
WA507       0409   4     17.00
WA507       0409   5     23.00
WA507       0409   6     26.00
WA507       0409   7     31.00
WA507       0409   8     31.00
WA507       0409   9     31.00
WA507       0409  10     30.00
WA507       0409  11     29.00
WA507       0409  12     27.00
WA507       0409  13     21.00
WA507       0409  14     21.00
WA507       0409  15     25.00
WA507       0409  16     26.00
WA507       0409  17     28.00
WA507       0409  18     25.00
WA507       0409  19     31.00
WA507       0409  20     37.00
WA507       0409  21     37.00
WA507       0409  22     24.00
WA507       0409  23     21.00
WA507       0409  24     19.00
WA507       0409  25     26.00
WA507       0409  26     25.00
WA507       0409  27     30.00
WA507       0409  28     26.00
WA507       0409  29     26.00
WA507       0409  30     26.00
WA507       0509   1     26.00
WA507       0509   2     31.00
WA507       0509   3     29.00
WA507       0509   4     27.00
WA507       0509   5     30.00
WA507       0509   6     30.00
WA507       0509   7     28.00
WA507       0509   8     28.00
WA507       0509   9     30.00
WA507       0509  10     31.00
WA507       0509  11     31.00
WA507       0509  12     27.00
WA507       0509  13     24.00
WA507       0509  14     30.00
WA507       0509  15     29.00
WA507       0509  16     33.00
WA507       0509  17     38.00
WA507       0509  18     37.00
WA507       0509  19     30.00
WA507       0509  20     30.00
WA507       0509  21     30.00
WA507       0509  22     34.00
WA507       0509  23     36.00
WA507       0509  24     40.00
WA507       0509  25     38.00
WA507       0509  26     39.00
WA507       0509  27     35.00
WA507       0509  28     40.00
WA507       0509  29     44.00
WA507       0509  30     46.00
WA507       0509  31     48.00
WA507       0609   1     49.00
WA507       0609   2     43.00
WA507       0609   3     46.00
WA507       0609   4     45.00
WA507       0609   5     47.00
WA507       0609   6     43.00
WA507       0609   7     39.00
WA507       0609   8     36.00
WA507       0609   9     38.00
WA507       0609  10     43.00
WA507       0609  11     43.00
WA507       0609  12     42.00
WA507       0609  13     44.00
WA507       0609  14     43.00
WA507       0609  15     44.00
WA507       0609  16     43.00
WA507       0609  17     44.00
WA507       0609  18     40.00
WA507       0609  19     42.00
WA507       0609  20     37.00
WA507       0609  21     35.00
WA507       0609  22     33.00
WA507       0609  23     33.00
WA507       0609  24     43.00
WA507       0609  25     39.00
WA507       0609  26     35.00
WA507       0609  27     40.00
WA507       0609  28     43.00
WA507       0609  29     40.00
WA507       0609  30     41.00
WA507       0709   1     44.00
WA507       0709   2     46.00
WA507       0709   3     49.00
WA507       0709   4     50.00
WA507       0709   5     48.00
WA507       0709   6     41.00
WA507       0709   7     36.00
WA507       0709   8     38.00
WA507       0709   9     38.00
WA507       0709  10     41.00
WA507       0709  11     47.00
WA507       0709  12     51.00
WA507       0709  13     47.00
WA507       0709  14     41.00
WA507       0709  15     43.00
WA507       0709  16     49.00
WA507       0709  17     51.00
WA507       0709  18     48.00
WA507       0709  19     44.00
WA507       0709  20     51.00
WA507       0709  21     50.00
WA507       0709  22     53.00
WA507       0709  23     53.00
WA507       0709  24     49.00
WA507       0709  25     49.00
WA507       0709  26     49.00
WA507       0709  27     56.00
WA507       0709  28     57.00
WA507       0709  29     54.00
WA507       0709  30     52.00
WA507       0709  31     55.00
WA507       0809   1     52.00
WA507       0809   2     53.00
WA507       0809   3     55.00
WA507       0809   4     57.00
WA507       0809   5     54.00
WA507       0809   6     49.00
WA507       0809   7     49.00
WA507       0809   8     46.00
WA507       0809   9     45.00
WA507       0809  10     47.00
WA507       0809  11     47.00
WA507       0809  12     47.00
WA507       0809  13     39.00
WA507       0809  14     38.00
WA507       0809  15     40.00
WA507       0809  16     44.00
WA507       0809  17     45.00
WA507       0809  18     51.00
WA507       0809  19     55.00
WA507       0809  20     55.00
WA507       0809  21     44.00
WA507       0809  22     41.00
WA507       0809  23     43.00
WA507       0809  24     41.00
WA507       0809  25     43.00
WA507       0809  26     40.00
WA507       0809  27     47.00
WA507       0809  28     51.00
WA507       0809  29     48.00
WA507       0809  30     49.00
WA507       0809  31     51.00
WA507       0909   1     51.00
WA507       0909   2     48.00
WA507       0909   3     40.00
WA507       0909   4     42.00
WA507       0909   5     38.00
WA507       0909   6     36.00
WA507       0909   7     35.00
WA507       0909   8     33.00
WA507       0909   9     40.00
WA507       0909  10     42.00
WA507       0909  11     46.00
WA507       0909  12     49.00
WA507       0909  13     52.00
WA507       0909  14     49.00
WA507       0909  15     41.00
WA507       0909  16     47.00
WA507       0909  17     40.00
WA507       0909  18     44.00
WA507       0909  19     37.00
WA507       0909  20     31.00
WA507       0909  21     37.00
WA507       0909  22     44.00
WA507       0909  23     51.00
WA507       0909  24     46.00
WA507       0909  25     46.00
WA507       0909  26     39.00
WA507       0909  27     36.00
WA507       0909  28     35.00
WA507       0909  29   -999.00
WA507       0909  30     29.00
WA507       1009   1     30.00
WA507       1009   2     29.00
WA507       1009   3     29.00
WA507       1009   4     32.00
WA507       1009   5     31.00
WA507       1009   6     31.00
WA507       1009   7     35.00
WA507       1009   8     29.00
WA507       1009   9     29.00
WA507       1009  10     18.00
WA507       1009  11     16.00
WA507       1009  12     17.00
WA507       1009  13     20.00
WA507       1009  14     34.00
WA507       1009  15     32.00
WA507       1009  16     39.00
WA507       1009  17     37.00
WA507       1009  18     36.00
WA507       1009  19     34.00
WA507       1009  20     33.00
WA507       1009  21     34.00
WA507       1009  22     31.00
WA507       1009  23     33.00
WA507       1009  24     28.00
WA507       1009  25     27.00
WA507       1009  26     26.00
WA507       1009  27     21.00
WA507       1009  28     21.00
WA507       1009  29     26.00
WA507       1009  30     40.00
WA507       1009  31     31.00
WA507       1109   1     26.00
WA507       1109   2     24.00
WA507       1109   3     25.00
WA507       1109   4     29.00
WA507       1109   5     33.00
WA507       1109   6     26.00
WA507       1109   7     25.00
WA507       1109   8     26.00
WA507       1109   9     29.00
WA507       1109  10     26.00
WA507       1109  11     17.00
WA507       1109  12     17.00
WA507       1109  13     18.00
WA507       1109  14     13.00
WA507       1109  15     22.00
WA507       1109  16     30.00
WA507       1109  17     23.00
WA507       1109  18     19.00
WA507       1109  19     26.00
WA507       1109  20     24.00
WA507       1109  21     21.00
WA507       1109  22     25.00
WA507       1109  23     24.00
WA507       1109  24     34.00
WA507       1109  25     33.00
WA507       1109  26     33.00
WA507       1109  27     22.00
WA507       1109  28     22.00
WA507       1109  29     28.00
WA507       1109  30     28.00
WA507       1209   1     15.00
WA507       1209   2     13.00
WA507       1209   3     14.00
WA507       1209   4     17.00
WA507       1209   5     15.00
WA507       1209   6     -1.00
WA507       1209   7     -4.00
WA507       1209   8     -7.00
WA507       1209   9     -6.00
WA507       1209  10      3.00
WA507       1209  11     11.00
WA507       1209  12     13.00
WA507       1209  13     10.00
WA507       1209  14     20.00
WA507       1209  15     21.00
WA507       1209  16     30.00
WA507       1209  17     30.00
WA507       1209  18     31.00
WA507       1209  19     33.00
WA507       1209  20     33.00
WA507       1209  21     19.00
WA507       1209  22     16.00
WA507       1209  23     15.00
WA507       1209  24     18.00
WA507       1209  25     18.00
WA507       1209  26     16.00
WA507       1209  27     16.00
WA507       1209  28     20.00
WA507       1209  29     17.00
WA507       1209  30     17.00
WA507       1209  31     19.00
WA507       0110   1     28.00
WA507       0110   2     24.00
WA507       0110   3     23.00
WA507       0110   4     29.00
WA507       0110   5     29.00
WA507       0110   6     12.00
WA507       0110   7     11.00
WA507       0110   8     24.00
WA507       0110   9     27.00
WA507       0110  10     33.00
WA507       0110  11     33.00
WA507       0110  12     33.00
WA507       0110  13     31.00
WA507       0110  14     28.00
WA507       0110  15     28.00
WA507       0110  16     28.00
WA507       0110  17     31.00
WA507       0110  18     29.00
WA507       0110  19     30.00
WA507       0110  20     28.00
WA507       0110  21     28.00
WA507       0110  22     23.00
WA507       0110  23     20.00
WA507       0110  24     18.00
WA507       0110  25     23.00
WA507       0110  26     20.00
WA507       0110  27     18.00
WA507       0110  28     24.00
WA507       0110  29     25.00
WA507       0110  30     28.00
WA507       0110  31     23.00
WA507       0210   1     23.00
WA507       0210   2     23.00
WA507       0210   3     25.00
WA507       0210   4     20.00
WA507       0210   5     24.00
WA507       0210   6     23.00
WA507       0210   7     23.00
WA507       0210   8     26.00
WA507       0210   9     24.00
WA507       0210  10     20.00
WA507       0210  11     28.00
WA507       0210  12     28.00
WA507       0210  13     28.00
WA507       0210  14     25.00
WA507       0210  15     22.00
WA507       0210  16     23.00
WA507       0210  17     20.00
WA507       0210  18     21.00
WA507       0210  19     18.00
WA507       0210  20     18.00
WA507       0210  21     14.00
WA507       0210  22     17.00
WA507       0210  23     18.00
WA507       0210  24     26.00
WA507       0210  25     27.00
WA507       0210  26     29.00
WA507       0210  27     28.00
WA507       0210  28     26.00
WA507       0310   1     29.00
WA507       0310   2     32.00
WA507       0310   3     26.00
WA507       0310   4     23.00
WA507       0310   5     24.00
WA507       0310   6     22.00
WA507       0310   7     25.00
WA507       0310   8     17.00
WA507       0310   9     13.00
WA507       0310  10     18.00
WA507       0310  11     22.00
WA507       0310  12     21.00
WA507       0310  13     19.00
WA507       0310  14     18.00
WA507       0310  15     29.00
WA507       0310  16     30.00
WA507       0310  17     21.00
WA507       0310  18     21.00
WA507       0310  19     24.00
WA507       0310  20     22.00
WA507       0310  21     28.00
WA507       0310  22     24.00
WA507       0310  23     24.00
WA507       0310  24     26.00
WA507       0310  25     29.00
WA507       0310  26     26.00
WA507       0310  27     22.00
WA507       0310  28     31.00
WA507       0310  29     24.00
WA507       0310  30     21.00
WA507       0310  31     16.00
WA507       0410   1     16.00
WA507       0410   2     19.00
WA507       0410   3     21.00
WA507       0410   4     20.00
WA507       0410   5     26.00
WA507       0410   6     24.00
WA507       0410   7     24.00
WA507       0410   8     20.00
WA507       0410   9     13.00
WA507       0410  10     14.00
WA507       0410  11     24.00
WA507       0410  12     30.00
WA507       0410  13     29.00
WA507       0410  14     25.00
WA507       0410  15     30.00
WA507       0410  16     31.00
WA507       0410  17     34.00
WA507       0410  18     30.00
WA507       0410  19     35.00
WA507       0410  20     38.00
WA507       0410  21     36.00
WA507       0410  22     28.00
WA507       0410  23     29.00
WA507       0410  24     25.00
WA507       0410  25     26.00
WA507       0410  26     30.00
WA507       0410  27     30.00
WA507       0410  28     28.00
WA507       0410  29     29.00
WA507       0410  30     30.00
WA507       0510   1     29.00
WA507       0510   2     29.00
WA507       0510   3     23.00
WA507       0510   4     22.00
WA507       0510   5     22.00
WA507       0510   6     25.00
WA507       0510   7     25.00
WA507       0510   8     28.00
WA507       0510   9     27.00
WA507       0510  10     33.00
WA507       0510  11     37.00
WA507       0510  12     35.00
WA507       0510  13     34.00
WA507       0510  14     35.00
WA507       0510  15     37.00
WA507       0510  16     40.00
WA507       0510  17     39.00
WA507       0510  18     35.00
WA507       0510  19     31.00
WA507       0510  20     28.00
WA507       0510  21     26.00
WA507       0510  22     28.00
WA507       0510  23     30.00
WA507       0510  24     29.00
WA507       0510  25     33.00
WA507       0510  26     35.00
WA507       0510  27     33.00
WA507       0510  28     34.00
WA507       0510  29     34.00
WA507       0510  30     32.00
WA507       0510  31     37.00
WA507       0610   1     33.00
WA507       0610   2     33.00
WA507       0610   3     29.00
WA507       0610   4     35.00
WA507       0610   5     32.00
WA507       0610   6     37.00
WA507       0610   7     36.00
WA507       0610   8     33.00
WA507       0610   9     38.00
WA507       0610  10     35.00
WA507       0610  11     37.00
WA507       0610  12     38.00
WA507       0610  13     41.00
WA507       0610  14     36.00
WA507       0610  15     31.00
WA507       0610  16     32.00
WA507       0610  17     36.00
WA507       0610  18     35.00
WA507       0610  19     41.00
WA507       0610  20     41.00
WA507       0610  21     42.00
WA507       0610  22     40.00
WA507       0610  23     45.00
WA507       0610  24     44.00
WA507       0610  25     46.00
WA507       0610  26     43.00
WA507       0610  27     46.00
WA507       0610  28     43.00
WA507       0610  29     36.00
WA507       0610  30     31.00
WA507       0710   1     38.00
WA507       0710   2     36.00
WA507       0710   3     35.00
WA507       0710   4     39.00
WA507       0710   5     39.00
WA507       0710   6     41.00
WA507       0710   7     45.00
WA507       0710   8     49.00
WA507       0710   9     52.00
WA507       0710  10     53.00
WA507       0710  11     52.00
WA507       0710  12     35.00
WA507       0710  13     34.00
WA507       0710  14     38.00
WA507       0710  15     45.00
WA507       0710  16     47.00
WA507       0710  17     48.00
WA507       0710  18     46.00
WA507       0710  19     49.00
WA507       0710  20     48.00
WA507       0710  21     50.00
WA507       0710  22     44.00
WA507       0710  23     44.00
WA507       0710  24     48.00
WA507       0710  25     52.00
WA507       0710  26     51.00
WA507       0710  27     52.00
WA507       0710  28     52.00
WA507       0710  29     48.00
WA507       0710  30     52.00
WA507       0710  31     47.00
WA507       0810   1     44.00
WA507       0810   2     49.00
WA507       0810   3     50.00
WA507       0810   4     51.00
WA507       0810   5     52.00
WA507       0810   6     50.00
WA507       0810   7     49.00
WA507       0810   8     45.00
WA507       0810   9     42.00
WA507       0810  10     42.00
WA507       0810  11     44.00
WA507       0810  12     48.00
WA507       0810  13     49.00
WA507       0810  14     48.00
WA507       0810  15     52.00
WA507       0810  16     51.00
WA507       0810  17     54.00
WA507       0810  18     53.00
WA507       0810  19     47.00
WA507       0810  20     42.00
WA507       0810  21     43.00
WA507       0810  22     40.00
WA507       0810  23     36.00
WA507       0810  24     42.00
WA507       0810  25     48.00
WA507       0810  26     39.00
WA507       0810  27     36.00
WA507       0810  28     38.00
WA507       0810  29     36.00
WA507       0810  30     38.00
WA507       0810  31     38.00
WA507       0910   1     40.00
WA507       0910   2     40.00
WA507       0910   3     45.00
WA507       0910   4     37.00
WA507       0910   5     33.00
WA507       0910   6     35.00
WA507       0910   7     42.00
WA507       0910   8     40.00
WA507       0910   9     37.00
WA507       0910  10     36.00
WA507       0910  11     35.00
WA507       0910  12     41.00
WA507       0910  13     41.00
WA507       0910  14     44.00
WA507       0910  15     44.00
WA507       0910  16     44.00
WA507       0910  17     44.00
WA507       0910  18     47.00
WA507       0910  19     39.00
WA507       0910  20     35.00
WA507       0910  21     32.00
WA507       0910  22     33.00
WA507       0910  23     36.00
WA507       0910  24     35.00
WA507       0910  25     40.00
WA507       0910  26     45.00
WA507       0910  27     44.00
WA507       0910  28     41.00
WA507       0910  29     39.00
WA507       0910  30     42.00
WA507       1010   1     46.00
WA507       1010   2     43.00
WA507       1010   3     42.00
WA507       1010   4     37.00
WA507       1010   5     37.00
WA507       1010   6     38.00
WA507       1010   7     41.00
WA507       1010   8     39.00
WA507       1010   9     42.00
WA507       1010  10     31.00
WA507       1010  11     29.00
WA507       1010  12     32.00
WA507       1010  13     34.00
WA507       1010  14     35.00
WA507       1010  15     29.00
WA507       1010  16     28.00
WA507       1010  17     29.00
WA507       1010  18     32.00
WA507       1010  19     35.00
WA507       1010  20     37.00
WA507       1010  21     37.00
WA507       1010  22     36.00
WA507       1010  23     32.00
WA507       1010  24     31.00
WA507       1010  25     28.00
WA507       1010  26     28.00
WA507       1010  27     28.00
WA507       1010  28     33.00
WA507       1010  29     33.00
WA507       1010  30     32.00
WA507       1010  31     32.00
WA507       1110   1     33.00
WA507       1110   2     32.00
WA507       1110   3     33.00
WA507       1110   4     36.00
WA507       1110   5     37.00
WA507       1110   6     38.00
WA507       1110   7     30.00
WA507       1110   8     25.00
WA507       1110   9     21.00
WA507       1110  10     22.00
WA507       1110  11     22.00
WA507       1110  12     23.00
WA507       1110  13     28.00
WA507       1110  14     36.00
WA507       1110  15     32.00
WA507       1110  16     27.00
WA507       1110  17     25.00
WA507       1110  18     18.00
WA507       1110  19     18.00
WA507       1110  20     21.00
WA507       1110  21     17.00
WA507       1110  22      2.00
WA507       1110  23     -9.00
WA507       1110  24     -8.00
WA507       1110  25     16.00
WA507       1110  26     21.00
WA507       1110  27     18.00
WA507       1110  28     12.00
WA507       1110  29     11.00
WA507       1110  30     22.00
WA507       1210   1     23.00
WA507       1210   2     20.00
WA507       1210   3     16.00
WA507       1210   4     17.00
WA507       1210   5     22.00
WA507       1210   6     28.00
WA507       1210   7     30.00
WA507       1210   8     27.00
WA507       1210   9     28.00
WA507       1210  10     20.00
WA507       1210  11     20.00
WA507       1210  12     28.00
WA507       1210  13     34.00
WA507       1210  14     22.00
WA507       1210  15     19.00
WA507       1210  16     17.00
WA507       1210  17     16.00
WA507       1210  18     14.00
WA507       1210  19     19.00
WA507       1210  20     20.00
WA507       1210  21     24.00
WA507       1210  22     20.00
WA507       1210  23     18.00
WA507       1210  24     24.00
WA507       1210  25     30.00
WA507       1210  26     22.00
WA507       1210  27     22.00
