$ Get data for 507:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:53:53 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA507           Grouse Camp
WA507       1203  30      2.00
WA507       1203  31     10.00
WA507       0104   1      8.00
WA507       0104   2     12.00
WA507       0104   3      1.00
WA507       0104   4    -12.00
WA507       0104   5    -12.00
WA507       0104   6     -3.00
WA507       0104   7     13.00
WA507       0104   8     23.00
WA507       0104   9     29.00
WA507       0104  10     27.00
WA507       0104  11     24.00
WA507       0104  12     26.00
WA507       0104  13     26.00
WA507       0104  14     31.00
WA507       0104  15     24.00
WA507       0104  16     19.00
WA507       0104  17     25.00
WA507       0104  18     25.00
WA507       0104  19     22.00
WA507       0104  20     18.00
WA507       0104  21     18.00
WA507       0104  22     24.00
WA507       0104  23     28.00
WA507       0104  24     15.00
WA507       0104  25   -999.00
WA507       0104  26     19.00
WA507       0104  27     22.00
WA507       0104  28     26.00
WA507       0104  29     31.00
WA507       0104  30     19.00
WA507       0104  31     14.00
WA507       0204   1     11.00
WA507       0204   2     13.00
WA507       0204   3     19.00
WA507       0204   4     15.00
WA507       0204   5     12.00
WA507       0204   6     21.00
WA507       0204   7     16.00
WA507       0204   8     16.00
WA507       0204   9     16.00
WA507       0204  10     21.00
WA507       0204  11     15.00
WA507       0204  12     13.00
WA507       0204  13     17.00
WA507       0204  14     23.00
WA507       0204  15     19.00
WA507       0204  16     20.00
WA507       0204  17     19.00
WA507       0204  18     24.00
WA507       0204  19     18.00
WA507       0204  20     17.00
WA507       0204  21     16.00
WA507       0204  22     15.00
WA507       0204  23     22.00
WA507       0204  24     20.00
WA507       0204  25     15.00
WA507       0204  26     22.00
WA507       0204  27     22.00
WA507       0204  28     20.00
WA507       0204  29     20.00
WA507       0304   1     23.00
WA507       0304   2     15.00
WA507       0304   3     14.00
WA507       0304   4     16.00
WA507       0304   5     18.00
WA507       0304   6     16.00
WA507       0304   7     25.00
WA507       0304   8     34.00
WA507       0304   9     27.00
WA507       0304  10     24.00
WA507       0304  11     26.00
WA507       0304  12     25.00
WA507       0304  13     23.00
WA507       0304  14     26.00
WA507       0304  15     27.00
WA507       0304  16     26.00
WA507       0304  17     31.00
WA507       0304  18     19.00
WA507       0304  19     16.00
WA507       0304  20     16.00
WA507       0304  21     29.00
WA507       0304  22     34.00
WA507       0304  23     27.00
WA507       0304  24     23.00
WA507       0304  25     22.00
WA507       0304  26     23.00
WA507       0304  27     25.00
WA507       0304  28     21.00
WA507       0304  29     25.00
WA507       0304  30     20.00
WA507       0304  31     17.00
WA507       0404   1     21.00
WA507       0404   2     25.00
WA507       0404   3     35.00
WA507       0404   4     31.00
WA507       0404   5     30.00
WA507       0404   6     30.00
WA507       0404   7     33.00
WA507       0404   8     31.00
WA507       0404   9     29.00
WA507       0404  10     29.00
WA507       0404  11     30.00
WA507       0404  12     36.00
WA507       0404  13     28.00
WA507       0404  14     26.00
WA507       0404  15     23.00
WA507       0404  16     24.00
WA507       0404  17     23.00
WA507       0404  18     22.00
WA507       0404  19     22.00
WA507       0404  20     26.00
WA507       0404  21     25.00
WA507       0404  22     31.00
WA507       0404  23     28.00
WA507       0404  24     27.00
WA507       0404  25     29.00
WA507       0404  26     34.00
WA507       0404  27     25.00
WA507       0404  28     27.00
WA507       0404  29     29.00
WA507       0404  30     32.00
WA507       0504   1     37.00
WA507       0504   2     35.00
WA507       0504   3     34.00
WA507       0504   4     31.00
WA507       0504   5     28.00
WA507       0504   6     28.00
WA507       0504   7     35.00
WA507       0504   8     32.00
WA507       0504   9     30.00
WA507       0504  10     29.00
WA507       0504  11     32.00
WA507       0504  12     29.00
WA507       0504  13     29.00
WA507       0504  14     30.00
WA507       0504  15     33.00
WA507       0504  16     33.00
WA507       0504  17     37.00
WA507       0504  18     35.00
WA507       0504  19     39.00
WA507       0504  20     38.00
WA507       0504  21     35.00
WA507       0504  22     33.00
WA507       0504  23     33.00
WA507       0504  24     33.00
WA507       0504  25     35.00
WA507       0504  26     37.00
WA507       0504  27     32.00
WA507       0504  28     29.00
WA507       0504  29     30.00
WA507       0504  30     31.00
WA507       0504  31     29.00
WA507       0604   1     29.00
WA507       0604   2     33.00
WA507       0604   3     39.00
WA507       0604   4     45.00
WA507       0604   5     35.00
WA507       0604   6     34.00
WA507       0604   7     33.00
WA507       0604   8     35.00
WA507       0604   9     36.00
WA507       0604  10     32.00
WA507       0604  11     30.00
WA507       0604  12     31.00
WA507       0604  13     32.00
WA507       0604  14     30.00
WA507       0604  15     31.00
WA507       0604  16     36.00
WA507       0604  17     41.00
WA507       0604  18     44.00
WA507       0604  19     38.00
WA507       0604  20     43.00
WA507       0604  21     50.00
WA507       0604  22     49.00
WA507       0604  23     52.00
WA507       0604  24     55.00
WA507       0604  25     52.00
WA507       0604  26     47.00
WA507       0604  27     43.00
WA507       0604  28     45.00
WA507       0604  29     49.00
WA507       0604  30     47.00
WA507       0704   1     44.00
WA507       0704   2     46.00
WA507       0704   3     43.00
WA507       0704   4     44.00
WA507       0704   5     45.00
WA507       0704   6     40.00
WA507       0704   7     36.00
WA507       0704   8     32.00
WA507       0704   9     37.00
WA507       0704  10     38.00
WA507       0704  11     33.00
WA507       0704  12     41.00
WA507       0704  13     52.00
WA507       0704  14     55.00
WA507       0704  15     55.00
WA507       0704  16     50.00
WA507       0704  17     54.00
WA507       0704  18     52.00
WA507       0704  19     49.00
WA507       0704  20     43.00
WA507       0704  21     42.00
WA507       0704  22     48.00
WA507       0704  23     51.00
WA507       0704  24     58.00
WA507       0704  25     55.00
WA507       0704  26     53.00
WA507       0704  27     48.00
WA507       0704  28     54.00
WA507       0704  29     53.00
WA507       0704  30     52.00
WA507       0704  31     53.00
WA507       0804   1     52.00
WA507       0804   2     54.00
WA507       0804   3     47.00
WA507       0804   4     44.00
WA507       0804   5     39.00
WA507       0804   6     39.00
WA507       0804   7     41.00
WA507       0804   8     41.00
WA507       0804   9     46.00
WA507       0804  10     51.00
WA507       0804  11     48.00
WA507       0804  12     54.00
WA507       0804  13     56.00
WA507       0804  14     58.00
WA507       0804  15     55.00
WA507       0804  16     58.00
WA507       0804  17     55.00
WA507       0804  18     54.00
WA507       0804  19     54.00
WA507       0804  20     53.00
WA507       0804  21     48.00
WA507       0804  22     43.00
WA507       0804  23     41.00
WA507       0804  24     43.00
WA507       0804  25     42.00
WA507       0804  26     42.00
WA507       0804  27     40.00
WA507       0804  28     44.00
WA507       0804  29     45.00
WA507       0804  30     49.00
WA507       0804  31     49.00
WA507       0904   1     36.00
WA507       0904   2     35.00
WA507       0904   3     36.00
WA507       0904   4     38.00
WA507       0904   5     35.00
WA507       0904   6     37.00
WA507       0904   7     43.00
WA507       0904   8     43.00
WA507       0904   9     40.00
WA507       0904  10     35.00
WA507       0904  11     42.00
WA507       0904  12     38.00
WA507       0904  13     34.00
WA507       0904  14     35.00
WA507       0904  15     38.00
WA507       0904  16     36.00
WA507       0904  17     37.00
WA507       0904  18     31.00
WA507       0904  19     31.00
WA507       0904  20     32.00
WA507       0904  21     32.00
WA507       0904  22     40.00
WA507       0904  23     40.00
WA507       0904  24     39.00
WA507       0904  25     42.00
WA507       0904  26     43.00
WA507       0904  27     47.00
WA507       0904  28     46.00
WA507       0904  29     44.00
WA507       0904  30     41.00
WA507       1004   1     39.00
WA507       1004   2     37.00
WA507       1004   3     39.00
WA507       1004   4     40.00
WA507       1004   5     42.00
WA507       1004   6     39.00
WA507       1004   7     31.00
WA507       1004   8     38.00
WA507       1004   9     34.00
WA507       1004  10     32.00
WA507       1004  11     35.00
WA507       1004  12     40.00
WA507       1004  13     40.00
WA507       1004  14     43.00
WA507       1004  15     42.00
WA507       1004  16     40.00
WA507       1004  17     31.00
WA507       1004  18     30.00
WA507       1004  19     34.00
WA507       1004  20     33.00
WA507       1004  21     30.00
WA507       1004  22     30.00
WA507       1004  23     26.00
WA507       1004  24     23.00
WA507       1004  25     23.00
WA507       1004  26     28.00
WA507       1004  27     31.00
WA507       1004  28     30.00
WA507       1004  29     29.00
WA507       1004  30     28.00
WA507       1004  31     24.00
WA507       1104   1     22.00
WA507       1104   2     28.00
WA507       1104   3     24.00
WA507       1104   4     24.00
WA507       1104   5     33.00
WA507       1104   6     38.00
WA507       1104   7     38.00
WA507       1104   8     36.00
WA507       1104   9     37.00
WA507       1104  10     36.00
WA507       1104  11     31.00
WA507       1104  12     30.00
WA507       1104  13     29.00
WA507       1104  14     30.00
WA507       1104  15     29.00
WA507       1104  16     26.00
WA507       1104  17     21.00
WA507       1104  18     27.00
WA507       1104  19     23.00
WA507       1104  20     23.00
WA507       1104  21     27.00
WA507       1104  22     29.00
WA507       1104  23     29.00
WA507       1104  24     37.00
WA507       1104  25     27.00
WA507       1104  26     19.00
WA507       1104  27     16.00
WA507       1104  28     13.00
WA507       1104  29     17.00
WA507       1104  30     24.00
WA507       1204   1     20.00
WA507       1204   2     23.00
WA507       1204   3     29.00
WA507       1204   4     25.00
WA507       1204   5     19.00
WA507       1204   6     20.00
WA507       1204   7     22.00
WA507       1204   8     26.00
WA507       1204   9     26.00
WA507       1204  10     36.00
WA507       1204  11     25.00
WA507       1204  12     21.00
WA507       1204  13     29.00
WA507       1204  14     28.00
WA507       1204  15     27.00
WA507       1204  16     28.00
WA507       1204  17     33.00
WA507       1204  18     37.00
WA507       1204  19     27.00
WA507       1204  20     20.00
WA507       1204  21     22.00
WA507       1204  22     19.00
WA507       1204  23     19.00
WA507       1204  24     33.00
WA507       1204  25     29.00
WA507       1204  26     27.00
WA507       1204  27     25.00
WA507       1204  28     24.00
WA507       1204  29     26.00
WA507       1204  30     22.00
WA507       1204  31     17.00
WA507       0105   1     21.00
WA507       0105   2     17.00
WA507       0105   3     12.00
WA507       0105   4      8.00
WA507       0105   5      9.00
WA507       0105   6     20.00
WA507       0105   7     16.00
WA507       0105   8     17.00
WA507       0105   9     11.00
WA507       0105  10     14.00
WA507       0105  11     12.00
WA507       0105  12     21.00
WA507       0105  13     11.00
WA507       0105  14      8.00
WA507       0105  15      6.00
WA507       0105  16     19.00
WA507       0105  17     30.00
WA507       0105  18     40.00
WA507       0105  19     38.00
WA507       0105  20     37.00
WA507       0105  21     34.00
WA507       0105  22     35.00
WA507       0105  23     35.00
WA507       0105  24     33.00
WA507       0105  25     33.00
WA507       0105  26     33.00
WA507       0105  27     29.00
WA507       0105  28     31.00
WA507       0105  29     27.00
WA507       0105  30     29.00
WA507       0105  31     26.00
WA507       0205   1     25.00
WA507       0205   2     34.00
WA507       0205   3     34.00
WA507       0205   4     25.00
WA507       0205   5     18.00
WA507       0205   6     18.00
WA507       0205   7     15.00
WA507       0205   8     14.00
WA507       0205   9     19.00
WA507       0205  10     20.00
WA507       0205  11     22.00
WA507       0205  12     24.00
WA507       0205  13     18.00
WA507       0205  14     14.00
WA507       0205  15     10.00
WA507       0205  16     12.00
WA507       0205  17     17.00
WA507       0205  18     17.00
WA507       0205  19     20.00
WA507       0205  20     18.00
WA507       0205  21     18.00
WA507       0205  22     21.00
WA507       0205  23     25.00
WA507       0205  24     26.00
WA507       0205  25     26.00
WA507       0205  26     28.00
WA507       0205  27     27.00
WA507       0205  28     30.00
WA507       0305   1     28.00
WA507       0305   2     28.00
WA507       0305   3     27.00
WA507       0305   4     27.00
WA507       0305   5     29.00
WA507       0305   6     31.00
WA507       0305   7     32.00
WA507       0305   8     33.00
WA507       0305   9     34.00
WA507       0305  10     32.00
WA507       0305  11     34.00
WA507       0305  12     30.00
WA507       0305  13     28.00
WA507       0305  14     28.00
WA507       0305  15     29.00
WA507       0305  16     24.00
WA507       0305  17     24.00
WA507       0305  18     22.00
WA507       0305  19     21.00
WA507       0305  20     25.00
WA507       0305  21     17.00
WA507       0305  22     17.00
WA507       0305  23     22.00
WA507       0305  24     21.00
WA507       0305  25     20.00
WA507       0305  26     27.00
WA507       0305  27     30.00
WA507       0305  28     24.00
WA507       0305  29     24.00
WA507       0305  30     20.00
WA507       0305  31     19.00
WA507       0405   1     25.00
WA507       0405   2     25.00
WA507       0405   3     27.00
WA507       0405   4     20.00
WA507       0405   5     21.00
WA507       0405   6     29.00
WA507       0405   7     26.00
WA507       0405   8     19.00
WA507       0405   9     24.00
WA507       0405  10     24.00
WA507       0405  11     22.00
WA507       0405  12     18.00
WA507       0405  13     15.00
WA507       0405  14     25.00
WA507       0405  15     24.00
WA507       0405  16     29.00
WA507       0405  17     26.00
WA507       0405  18     26.00
WA507       0405  19     34.00
WA507       0405  20     33.00
WA507       0405  21     36.00
WA507       0405  22     37.00
WA507       0405  23     38.00
WA507       0405  24     34.00
WA507       0405  25     40.00
WA507       0405  26     38.00
WA507       0405  27     29.00
WA507       0405  28     28.00
WA507       0405  29     29.00
WA507       0405  30     30.00
WA507       0505   1     31.00
WA507       0505   2     35.00
WA507       0505   3     34.00
WA507       0505   4     37.00
WA507       0505   5     38.00
WA507       0505   6     39.00
WA507       0505   7     36.00
WA507       0505   8     35.00
WA507       0505   9     39.00
WA507       0505  10     37.00
WA507       0505  11     38.00
WA507       0505  12     38.00
WA507       0505  13     39.00
WA507       0505  14     43.00
WA507       0505  15     36.00
WA507       0505  16     33.00
WA507       0505  17     31.00
WA507       0505  18     35.00
WA507       0505  19     33.00
WA507       0505  20     31.00
WA507       0505  21     30.00
WA507       0505  22     32.00
WA507       0505  23     28.00
WA507       0505  24     30.00
WA507       0505  25     37.00
WA507       0505  26     38.00
WA507       0505  27     43.00
WA507       0505  28     46.00
WA507       0505  29     49.00
WA507       0505  30     46.00
WA507       0505  31     37.00
WA507       0605   1     36.00
WA507       0605   2     35.00
WA507       0605   3     37.00
WA507       0605   4     34.00
WA507       0605   5     29.00
WA507       0605   6     29.00
WA507       0605   7     33.00
WA507       0605   8     35.00
WA507       0605   9     35.00
WA507       0605  10     40.00
WA507       0605  11     36.00
WA507       0605  12     32.00
WA507       0605  13     36.00
WA507       0605  14     35.00
WA507       0605  15     31.00
WA507       0605  16     40.00
WA507       0605  17     39.00
WA507       0605  18     36.00
WA507       0605  19     37.00
WA507       0605  20     42.00
WA507       0605  21     48.00
WA507       0605  22     40.00
WA507       0605  23     36.00
WA507       0605  24     39.00
WA507       0605  25     41.00
WA507       0605  26     42.00
WA507       0605  27     43.00
WA507       0605  28     45.00
WA507       0605  29     43.00
WA507       0605  30     45.00
WA507       0705   1     39.00
WA507       0705   2     38.00
WA507       0705   3     37.00
WA507       0705   4     44.00
WA507       0705   5     48.00
WA507       0705   6     44.00
WA507       0705   7     39.00
WA507       0705   8     43.00
WA507       0705   9     38.00
WA507       0705  10     41.00
WA507       0705  11     39.00
WA507       0705  12     45.00
WA507       0705  13     40.00
WA507       0705  14     43.00
WA507       0705  15     48.00
WA507       0705  16     45.00
WA507       0705  17     44.00
WA507       0705  18     48.00
WA507       0705  19     47.00
WA507       0705  20     47.00
WA507       0705  21     47.00
WA507       0705  22     47.00
WA507       0705  23     43.00
WA507       0705  24     42.00
WA507       0705  25     48.00
WA507       0705  26     46.00
WA507       0705  27     49.00
WA507       0705  28     53.00
WA507       0705  29     50.00
WA507       0705  30     55.00
WA507       0705  31     50.00
WA507       0805   1     47.00
WA507       0805   2     42.00
WA507       0805   3     47.00
WA507       0805   4     47.00
WA507       0805   5     50.00
WA507       0805   6     54.00
WA507       0805   7     52.00
WA507       0805   8     53.00
WA507       0805   9     52.00
WA507       0805  10     50.00
WA507       0805  11     50.00
WA507       0805  12     48.00
WA507       0805  13     41.00
WA507       0805  14     47.00
WA507       0805  15     50.00
WA507       0805  16     51.00
WA507       0805  17     47.00
WA507       0805  18     44.00
WA507       0805  19     43.00
WA507       0805  20     46.00
WA507       0805  21     52.00
WA507       0805  22     49.00
WA507       0805  23     42.00
WA507       0805  24     41.00
WA507       0805  25     42.00
WA507       0805  26     45.00
WA507       0805  27     46.00
WA507       0805  28     48.00
WA507       0805  29     38.00
WA507       0805  30     36.00
WA507       0805  31     39.00
WA507       0905   1     44.00
WA507       0905   2     44.00
WA507       0905   3     42.00
WA507       0905   4     36.00
WA507       0905   5     33.00
WA507       0905   6     37.00
WA507       0905   7     42.00
WA507       0905   8     47.00
WA507       0905   9     37.00
WA507       0905  10     35.00
WA507       0905  11     35.00
WA507       0905  12     37.00
WA507       0905  13     36.00
WA507       0905  14     40.00
WA507       0905  15     37.00
WA507       0905  16     36.00
WA507       0905  17     36.00
WA507       0905  18     35.00
WA507       0905  19     40.00
WA507       0905  20     32.00
WA507       0905  21     33.00
WA507       0905  22     31.00
WA507       0905  23     33.00
WA507       0905  24     33.00
WA507       0905  25     35.00
WA507       0905  26     40.00
WA507       0905  27     37.00
WA507       0905  28     36.00
WA507       0905  29     45.00
WA507       0905  30     37.00
WA507       1005   1     31.00
WA507       1005   2     29.00
WA507       1005   3     30.00
WA507       1005   4     28.00
WA507       1005   5     33.00
WA507       1005   6     36.00
WA507       1005   7     31.00
WA507       1005   8     30.00
WA507       1005   9     30.00
WA507       1005  10     34.00
WA507       1005  11     35.00
WA507       1005  12     35.00
WA507       1005  13     34.00
WA507       1005  14     38.00
WA507       1005  15     35.00
WA507       1005  16     38.00
WA507       1005  17     37.00
WA507       1005  18     37.00
WA507       1005  19     40.00
WA507       1005  20     35.00
WA507       1005  21     36.00
WA507       1005  22     35.00
WA507       1005  23     38.00
WA507       1005  24     37.00
WA507       1005  25     37.00
WA507       1005  26     27.00
WA507       1005  27     26.00
WA507       1005  28     29.00
WA507       1005  29     30.00
WA507       1005  30     26.00
WA507       1005  31     32.00
WA507       1105   1     27.00
WA507       1105   2     24.00
WA507       1105   3     28.00
WA507       1105   4     26.00
WA507       1105   5     25.00
WA507       1105   6     20.00
WA507       1105   7     16.00
WA507       1105   8     15.00
WA507       1105   9     22.00
WA507       1105  10     27.00
WA507       1105  11     22.00
WA507       1105  12     22.00
WA507       1105  13     27.00
WA507       1105  14     16.00
WA507       1105  15     16.00
WA507       1105  16     30.00
WA507       1105  17     29.00
WA507       1105  18     31.00
WA507       1105  19     31.00
WA507       1105  20     31.00
WA507       1105  21     32.00
WA507       1105  22     32.00
WA507       1105  23     31.00
WA507       1105  24     28.00
WA507       1105  25     24.00
WA507       1105  26     13.00
WA507       1105  27     12.00
WA507       1105  28     11.00
WA507       1105  29     18.00
WA507       1105  30     11.00
WA507       1205   1     12.00
WA507       1205   2     17.00
WA507       1205   3     13.00
WA507       1205   4      9.00
WA507       1205   5     20.00
WA507       1205   6     15.00
WA507       1205   7      8.00
WA507       1205   8      9.00
WA507       1205   9     25.00
WA507       1205  10     27.00
WA507       1205  11     29.00
WA507       1205  12     18.00
WA507       1205  13     15.00
WA507       1205  14     14.00
WA507       1205  15     15.00
WA507       1205  16     17.00
WA507       1205  17     10.00
WA507       1205  18     10.00
WA507       1205  19     17.00
WA507       1205  20     32.00
WA507       1205  21     34.00
WA507       1205  22     33.00
WA507       1205  23     31.00
WA507       1205  24     34.00
WA507       1205  25     32.00
WA507       1205  26     26.00
WA507       1205  27     26.00
WA507       1205  28     26.00
WA507       1205  29     23.00
WA507       1205  30     26.00
WA507       1205  31     29.00
WA507       0106   1     26.00
WA507       0106   2     24.00
WA507       0106   3     16.00
WA507       0106   4     20.00
WA507       0106   5     26.00
WA507       0106   6     33.00
WA507       0106   7     24.00
WA507       0106   8     23.00
WA507       0106   9     27.00
WA507       0106  10     31.00
WA507       0106  11     25.00
WA507       0106  12     21.00
WA507       0106  13     28.00
WA507       0106  14     20.00
WA507       0106  15     17.00
WA507       0106  16     21.00
WA507       0106  17     22.00
WA507       0106  18     20.00
WA507       0106  19     20.00
WA507       0106  20     20.00
WA507       0106  21     18.00
WA507       0106  22     19.00
WA507       0106  23     32.00
WA507       0106  24     28.00
WA507       0106  25     24.00
WA507       0106  26     23.00
WA507       0106  27     19.00
WA507       0106  28     24.00
WA507       0106  29     23.00
WA507       0106  30     25.00
WA507       0106  31     24.00
WA507       0206   1     26.00
WA507       0206   2     26.00
WA507       0206   3     20.00
WA507       0206   4     23.00
WA507       0206   5     15.00
WA507       0206   6     18.00
WA507       0206   7     24.00
WA507       0206   8     18.00
WA507       0206   9     15.00
WA507       0206  10     11.00
WA507       0206  11     10.00
WA507       0206  12     18.00
WA507       0206  13     14.00
WA507       0206  14     10.00
WA507       0206  15      6.00
WA507       0206  16      4.00
WA507       0206  17     -5.00
WA507       0206  18      0.00
WA507       0206  19      5.00
WA507       0206  20     10.00
WA507       0206  21     19.00
WA507       0206  22     26.00
WA507       0206  23     17.00
WA507       0206  24      5.00
WA507       0206  25      7.00
WA507       0206  26     23.00
WA507       0206  27     30.00
WA507       0206  28     20.00
WA507       0306   1     20.00
WA507       0306   2     16.00
WA507       0306   3     15.00
WA507       0306   4     15.00
WA507       0306   5     21.00
WA507       0306   6     23.00
WA507       0306   7     20.00
WA507       0306   8     18.00
WA507       0306   9     12.00
WA507       0306  10      8.00
WA507       0306  11     19.00
WA507       0306  12     11.00
WA507       0306  13     10.00
WA507       0306  14     17.00
WA507       0306  15     13.00
WA507       0306  16     24.00
WA507       0306  17     19.00
WA507       0306  18     15.00
WA507       0306  19     20.00
WA507       0306  20     21.00
WA507       0306  21     18.00
WA507       0306  22     24.00
WA507       0306  23     28.00
WA507       0306  24     28.00
WA507       0306  25     24.00
WA507       0306  26     19.00
WA507       0306  27     19.00
WA507       0306  28     28.00
WA507       0306  29     25.00
WA507       0306  30     28.00
WA507       0306  31     30.00
WA507       0406   1     19.00
WA507       0406   2     19.00
WA507       0406   3     31.00
WA507       0406   4     28.00
WA507       0406   5     32.00
WA507       0406   6     28.00
WA507       0406   7     28.00
WA507       0406   8     30.00
WA507       0406   9     28.00
WA507       0406  10     27.00
WA507       0406  11     26.00
WA507       0406  12     32.00
WA507       0406  13     31.00
WA507       0406  14     23.00
WA507       0406  15     22.00
WA507       0406  16     18.00
WA507       0406  17     19.00
WA507       0406  18     20.00
WA507       0406  19     26.00
WA507       0406  20     31.00
WA507       0406  21     25.00
WA507       0406  22     22.00
WA507       0406  23     30.00
WA507       0406  24     31.00
WA507       0406  25     29.00
WA507       0406  26     30.00
WA507       0406  27     32.00
WA507       0406  28     36.00
WA507       0406  29     27.00
WA507       0406  30     25.00
WA507       0506   1     23.00
WA507       0506   2     24.00
WA507       0506   3     27.00
WA507       0506   4     31.00
WA507       0506   5     31.00
WA507       0506   6     34.00
WA507       0506   7     29.00
WA507       0506   8     24.00
WA507       0506   9     23.00
WA507       0506  10     29.00
WA507       0506  11     33.00
WA507       0506  12     27.00
WA507       0506  13     27.00
WA507       0506  14     34.00
WA507       0506  15     39.00
WA507       0506  16     43.00
WA507       0506  17     44.00
WA507       0506  18     44.00
WA507       0506  19     43.00
WA507       0506  20     37.00
WA507       0506  21     36.00
WA507       0506  22     34.00
WA507       0506  23     33.00
WA507       0506  24     34.00
WA507       0506  25     33.00
WA507       0506  26     33.00
WA507       0506  27     33.00
WA507       0506  28     34.00
WA507       0506  29     33.00
WA507       0506  30     33.00
WA507       0506  31     39.00
WA507       0606   1     42.00
WA507       0606   2     38.00
WA507       0606   3     33.00
WA507       0606   4     41.00
WA507       0606   5     38.00
WA507       0606   6     42.00
WA507       0606   7     44.00
WA507       0606   8     38.00
WA507       0606   9     37.00
WA507       0606  10     40.00
WA507       0606  11     39.00
WA507       0606  12     43.00
WA507       0606  13     43.00
WA507       0606  14     39.00
WA507       0606  15     38.00
WA507       0606  16     39.00
WA507       0606  17     36.00
WA507       0606  18     36.00
WA507       0606  19     37.00
WA507       0606  20     36.00
WA507       0606  21     35.00
WA507       0606  22     37.00
WA507       0606  23     39.00
WA507       0606  24     44.00
WA507       0606  25     49.00
WA507       0606  26     52.00
WA507       0606  27     54.00
WA507       0606  28     48.00
WA507       0606  29     48.00
WA507       0606  30     47.00
WA507       0706   1     48.00
WA507       0706   2     51.00
WA507       0706   3     53.00
WA507       0706   4     53.00
WA507       0706   5     52.00
WA507       0706   6     41.00
WA507       0706   7     40.00
WA507       0706   8     46.00
WA507       0706   9     51.00
WA507       0706  10     49.00
WA507       0706  11     45.00
WA507       0706  12     44.00
WA507       0706  13     42.00
WA507       0706  14     44.00
WA507       0706  15     44.00
WA507       0706  16     44.00
WA507       0706  17     40.00
WA507       0706  18     40.00
WA507       0706  19     45.00
WA507       0706  20     48.00
WA507       0706  21     56.00
WA507       0706  22     59.00
WA507       0706  23     59.00
WA507       0706  24     58.00
WA507       0706  25     57.00
WA507       0706  26     57.00
WA507       0706  27     55.00
WA507       0706  28     52.00
WA507       0706  29     41.00
WA507       0706  30     37.00
WA507       0706  31     35.00
WA507       0806   1     38.00
WA507       0806   2     40.00
WA507       0806   3     44.00
WA507       0806   4     45.00
WA507       0806   5     44.00
WA507       0806   6     49.00
WA507       0806   7     51.00
WA507       0806   8     52.00
WA507       0806   9     47.00
WA507       0806  10     42.00
WA507       0806  11     40.00
WA507       0806  12     42.00
WA507       0806  13     44.00
WA507       0806  14     47.00
WA507       0806  15     47.00
WA507       0806  16     49.00
WA507       0806  17     49.00
WA507       0806  18     47.00
WA507       0806  19     49.00
WA507       0806  20     51.00
WA507       0806  21     53.00
WA507       0806  22     46.00
WA507       0806  23     45.00
WA507       0806  24     42.00
WA507       0806  25     46.00
WA507       0806  26     46.00
WA507       0806  27     48.00
WA507       0806  28     51.00
WA507       0806  29     38.00
WA507       0806  30     36.00
WA507       0806  31     33.00
WA507       0906   1     39.00
WA507       0906   2     44.00
WA507       0906   3     50.00
WA507       0906   4     55.00
WA507       0906   5     54.00
WA507       0906   6     52.00
WA507       0906   7     52.00
WA507       0906   8     50.00
WA507       0906   9     41.00
WA507       0906  10     39.00
WA507       0906  11     44.00
WA507       0906  12     46.00
WA507       0906  13     35.00
WA507       0906  14     33.00
WA507       0906  15     32.00
WA507       0906  16     31.00
WA507       0906  17     31.00
WA507       0906  18     38.00
WA507       0906  19     36.00
WA507       0906  20     36.00
WA507       0906  21     33.00
WA507       0906  22     32.00
WA507       0906  23     36.00
WA507       0906  24     39.00
WA507       0906  25     38.00
WA507       0906  26     44.00
WA507       0906  27     45.00
WA507       0906  28     47.00
WA507       0906  29     46.00
WA507       0906  30     40.00
WA507       1006   1     37.00
WA507       1006   2     34.00
WA507       1006   3     38.00
WA507       1006   4     40.00
WA507       1006   5     43.00
WA507       1006   6     35.00
WA507       1006   7     31.00
WA507       1006   8     35.00
WA507       1006   9     32.00
WA507       1006  10     34.00
WA507       1006  11     38.00
WA507       1006  12     41.00
WA507       1006  13     42.00
WA507       1006  14     40.00
WA507       1006  15     35.00
WA507       1006  16     32.00
WA507       1006  17     31.00
WA507       1006  18     34.00
WA507       1006  19     35.00
WA507       1006  20     30.00
WA507       1006  21     30.00
WA507       1006  22     29.00
WA507       1006  23     32.00
WA507       1006  24     29.00
WA507       1006  25     25.00
WA507       1006  26     30.00
WA507       1006  27     32.00
WA507       1006  28     37.00
WA507       1006  29     18.00
WA507       1006  30     12.00
WA507       1006  31     11.00
WA507       1106   1     15.00
WA507       1106   2     25.00
WA507       1106   3     34.00
WA507       1106   4     36.00
WA507       1106   5     35.00
WA507       1106   6     40.00
WA507       1106   7     31.00
WA507       1106   8     29.00
WA507       1106   9     25.00
WA507       1106  10     27.00
WA507       1106  11     25.00
WA507       1106  12     27.00
WA507       1106  13     24.00
WA507       1106  14     20.00
WA507       1106  15     26.00
WA507       1106  16     18.00
WA507       1106  17     17.00
WA507       1106  18     21.00
WA507       1106  19     27.00
WA507       1106  20     28.00
WA507       1106  21     21.00
WA507       1106  22     23.00
WA507       1106  23     23.00
WA507       1106  24     21.00
WA507       1106  25     14.00
WA507       1106  26     17.00
WA507       1106  27      8.00
