$ Get data for 376:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:46:09 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA376           Bunchgrass Mdw
WA376       0104  14     29.00
WA376       0104  15     26.00
WA376       0104  16     23.00
WA376       0104  17     24.00
WA376       0104  18     26.00
WA376       0104  19     17.00
WA376       0104  20     14.00
WA376       0104  21     23.00
WA376       0104  22     23.00
WA376       0104  23     23.00
WA376       0104  24     22.00
WA376       0104  25     18.00
WA376       0104  26     18.00
WA376       0104  27     26.00
WA376       0104  28     27.00
WA376       0104  29     30.00
WA376       0104  30     24.00
WA376       0104  31     20.00
WA376       0204   1      9.00
WA376       0204   2      5.00
WA376       0204   3      9.00
WA376       0204   4     17.00
WA376       0204   5     10.00
WA376       0204   6     19.00
WA376       0204   7     19.00
WA376       0204   8     16.00
WA376       0204   9      7.00
WA376       0204  10     11.00
WA376       0204  11      2.00
WA376       0204  12      0.00
WA376       0204  13     -3.00
WA376       0204  14     11.00
WA376       0204  15     26.00
WA376       0204  16     27.00
WA376       0204  17     27.00
WA376       0204  18     29.00
WA376       0204  19     22.00
WA376       0204  20     23.00
WA376       0204  21     10.00
WA376       0204  22      4.00
WA376       0204  23      8.00
WA376       0204  24     24.00
WA376       0204  25     28.00
WA376       0204  26     31.00
WA376       0204  27     31.00
WA376       0204  28     25.00
WA376       0204  29     16.00
WA376       0304   1      7.00
WA376       0304   2      7.00
WA376       0304   3      4.00
WA376       0304   4     11.00
WA376       0304   5     10.00
WA376       0304   6     19.00
WA376       0304   7     26.00
WA376       0304   8     30.00
WA376       0304   9     28.00
WA376       0304  10     23.00
WA376       0304  11     20.00
WA376       0304  12     27.00
WA376       0304  13     20.00
WA376       0304  14     25.00
WA376       0304  15     21.00
WA376       0304  16     26.00
WA376       0304  17     33.00
WA376       0304  18     28.00
WA376       0304  19     14.00
WA376       0304  20      9.00
WA376       0304  21     22.00
WA376       0304  22     29.00
WA376       0304  23     28.00
WA376       0304  24     27.00
WA376       0304  25     21.00
WA376       0304  26     29.00
WA376       0304  27     26.00
WA376       0304  28     15.00
WA376       0304  29     19.00
WA376       0304  30     29.00
WA376       0304  31     29.00
WA376       0404   1     26.00
WA376       0404   2     28.00
WA376       0404   3     34.00
WA376       0404   4     30.00
WA376       0404   5     28.00
WA376       0404   6     26.00
WA376       0404   7     28.00
WA376       0404   8     32.00
WA376       0404   9     27.00
WA376       0404  10     23.00
WA376       0404  11     26.00
WA376       0404  12     26.00
WA376       0404  13     32.00
WA376       0404  14     30.00
WA376       0404  15     26.00
WA376       0404  16     30.00
WA376       0404  17     26.00
WA376       0404  18     21.00
WA376       0404  19     32.00
WA376       0404  20     29.00
WA376       0404  21     29.00
WA376       0404  22     32.00
WA376       0404  23     27.00
WA376       0404  24     26.00
WA376       0404  25     24.00
WA376       0404  26     28.00
WA376       0404  27     31.00
WA376       0404  28     30.00
WA376       0404  29     24.00
WA376       0404  30     27.00
WA376       0504   1     29.00
WA376       0504   2     33.00
WA376       0504   3     31.00
WA376       0504   4     33.00
WA376       0504   5     30.00
WA376       0504   6     27.00
WA376       0504   7     29.00
WA376       0504   8     32.00
WA376       0504   9     35.00
WA376       0504  10     29.00
WA376       0504  11     33.00
WA376       0504  12     29.00
WA376       0504  13     27.00
WA376       0504  14     26.00
WA376       0504  15     29.00
WA376       0504  16     31.00
WA376       0504  17     32.00
WA376       0504  18     33.00
WA376       0504  19     34.00
WA376       0504  20     32.00
WA376       0504  21     37.00
WA376       0504  22     35.00
WA376       0504  23     32.00
WA376       0504  24     30.00
WA376       0504  25     29.00
WA376       0504  26     40.00
WA376       0504  27     41.00
WA376       0504  28     35.00
WA376       0504  29     36.00
WA376       0504  30     34.00
WA376       0504  31     32.00
WA376       0604   1     33.00
WA376       0604   2     31.00
WA376       0604   3     33.00
WA376       0604   4     38.00
WA376       0604   5     42.00
WA376       0604   6     34.00
WA376       0604   7     38.00
WA376       0604   8     35.00
WA376       0604   9     34.00
WA376       0604  10     44.00
WA376       0604  11     38.00
WA376       0604  12     39.00
WA376       0604  13     40.00
WA376       0604  14     35.00
WA376       0604  15     35.00
WA376       0604  16     30.00
WA376       0604  17     44.00
WA376       0604  18     43.00
WA376       0604  19     42.00
WA376       0604  20     36.00
WA376       0604  21     40.00
WA376       0604  22     44.00
WA376       0604  23     45.00
WA376       0604  24     46.00
WA376       0604  25     45.00
WA376       0604  26     45.00
WA376       0604  27     46.00
WA376       0604  28     43.00
WA376       0604  29     49.00
WA376       0604  30     49.00
WA376       0704   1     46.00
WA376       0704   2     43.00
WA376       0704   3     44.00
WA376       0704   4     40.00
WA376       0704   5     37.00
WA376       0704   6     49.00
WA376       0704   7     38.00
WA376       0704   8     32.00
WA376       0704   9     33.00
WA376       0704  10     41.00
WA376       0704  11     38.00
WA376       0704  12     35.00
WA376       0704  13     40.00
WA376       0704  14     47.00
WA376       0704  15     45.00
WA376       0704  16     48.00
WA376       0704  17     44.00
WA376       0704  18     49.00
WA376       0704  19     49.00
WA376       0704  20     46.00
WA376       0704  21     43.00
WA376       0704  22     42.00
WA376       0704  23     51.00
WA376       0704  24     49.00
WA376       0704  25     47.00
WA376       0704  26     49.00
WA376       0704  27     45.00
WA376       0704  28   -999.00
WA376       0704  29     45.00
WA376       0704  30     47.00
WA376       0704  31     46.00
WA376       0804   1     45.00
WA376       0804   2     45.00
WA376       0804   3     51.00
WA376       0804   4     44.00
WA376       0804   5     44.00
WA376       0804   6     44.00
WA376       0804   7     43.00
WA376       0804   8     38.00
WA376       0804   9     40.00
WA376       0804  10     42.00
WA376       0804  11     45.00
WA376       0804  12     46.00
WA376       0804  13     46.00
WA376       0804  14     46.00
WA376       0804  15     49.00
WA376       0804  16     47.00
WA376       0804  17     53.00
WA376       0804  18     48.00
WA376       0804  19     44.00
WA376       0804  20     46.00
WA376       0804  21     52.00
WA376       0804  22     50.00
WA376       0804  23     48.00
WA376       0804  24     46.00
WA376       0804  25     45.00
WA376       0804  26     44.00
WA376       0804  27     47.00
WA376       0804  28     48.00
WA376       0804  29     45.00
WA376       0804  30     43.00
WA376       0804  31     41.00
WA376       0904   1     43.00
WA376       0904   2     40.00
WA376       0904   3     34.00
WA376       0904   4     37.00
WA376       0904   5     41.00
WA376       0904   6     34.00
WA376       0904   7     39.00
WA376       0904   8     36.00
WA376       0904   9     44.00
WA376       0904  10     35.00
WA376       0904  11     46.00
WA376       0904  12     41.00
WA376       0904  13     38.00
WA376       0904  14     41.00
WA376       0904  15     39.00
WA376       0904  16     42.00
WA376       0904  17     42.00
WA376       0904  18     39.00
WA376       0904  19     34.00
WA376       0904  20     31.00
WA376       0904  21     35.00
WA376       0904  22     40.00
WA376       0904  23     37.00
WA376       0904  24     33.00
WA376       0904  25     35.00
WA376       0904  26     37.00
WA376       0904  27     38.00
WA376       0904  28     35.00
WA376       0904  29     37.00
WA376       0904  30     34.00
WA376       1004   1     34.00
WA376       1004   2     31.00
WA376       1004   3     31.00
WA376       1004   4     32.00
WA376       1004   5     31.00
WA376       1004   6     44.00
WA376       1004   7     33.00
WA376       1004   8     32.00
WA376       1004   9     38.00
WA376       1004  10     33.00
WA376       1004  11     33.00
WA376       1004  12     35.00
WA376       1004  13     33.00
WA376       1004  14     39.00
WA376       1004  15     42.00
WA376       1004  16     39.00
WA376       1004  17     36.00
WA376       1004  18     35.00
WA376       1004  19     35.00
WA376       1004  20     35.00
WA376       1004  21     29.00
WA376       1004  22     30.00
WA376       1004  23     25.00
WA376       1004  24     21.00
WA376       1004  25     20.00
WA376       1004  26     17.00
WA376       1004  27     18.00
WA376       1004  28     18.00
WA376       1004  29     32.00
WA376       1004  30     30.00
WA376       1004  31     18.00
WA376       1104   1     14.00
WA376       1104   2     31.00
WA376       1104   3     18.00
WA376       1104   4     13.00
WA376       1104   5     23.00
WA376       1104   6     33.00
WA376       1104   7     33.00
WA376       1104   8     28.00
WA376       1104   9     26.00
WA376       1104  10     27.00
WA376       1104  11     22.00
WA376       1104  12     17.00
WA376       1104  13     19.00
WA376       1104  14     28.00
WA376       1104  15     31.00
WA376       1104  16     34.00
WA376       1104  17     25.00
WA376       1104  18     30.00
WA376       1104  19     21.00
WA376       1104  20     15.00
WA376       1104  21     25.00
WA376       1104  22     25.00
WA376       1104  23     17.00
WA376       1104  24     32.00
WA376       1104  25     31.00
WA376       1104  26     19.00
WA376       1104  27     22.00
WA376       1104  28     14.00
WA376       1104  29     21.00
WA376       1104  30     20.00
WA376       1204   1     23.00
WA376       1204   2     23.00
WA376       1204   3     26.00
WA376       1204   4     28.00
WA376       1204   5     23.00
WA376       1204   6     22.00
WA376       1204   7     24.00
WA376       1204   8     28.00
WA376       1204   9     29.00
WA376       1204  10     32.00
WA376       1204  11     22.00
WA376       1204  12      8.00
WA376       1204  13     29.00
WA376       1204  14     32.00
WA376       1204  15     30.00
WA376       1204  16     29.00
WA376       1204  17     22.00
WA376       1204  18     27.00
WA376       1204  19     27.00
WA376       1204  20     21.00
WA376       1204  21     15.00
WA376       1204  22      0.00
WA376       1204  23     -1.00
WA376       1204  24     21.00
WA376       1204  25     25.00
WA376       1204  26     19.00
WA376       1204  27     11.00
WA376       1204  28      9.00
WA376       1204  29     13.00
WA376       1204  30     28.00
WA376       1204  31     24.00
WA376       0105   1     17.00
WA376       0105   2      2.00
WA376       0105   3     15.00
WA376       0105   4     12.00
WA376       0105   5     -7.00
WA376       0105   6     12.00
WA376       0105   7     14.00
WA376       0105   8     13.00
WA376       0105   9      6.00
WA376       0105  10      0.00
WA376       0105  11     14.00
WA376       0105  12     13.00
WA376       0105  13    -17.00
WA376       0105  14    -22.00
WA376       0105  15    -23.00
WA376       0105  16     13.00
WA376       0105  17     20.00
WA376       0105  18     36.00
WA376       0105  19     38.00
WA376       0105  20     37.00
WA376       0105  21     34.00
WA376       0105  22     34.00
WA376       0105  23     36.00
WA376       0105  24     29.00
WA376       0105  25     26.00
WA376       0105  26     28.00
WA376       0105  27     34.00
WA376       0105  28     26.00
WA376       0105  29     31.00
WA376       0105  30     29.00
WA376       0105  31     28.00
WA376       0205   1     25.00
WA376       0205   2     26.00
WA376       0205   3     26.00
WA376       0205   4     31.00
WA376       0205   5     22.00
WA376       0205   6      7.00
WA376       0205   7      2.00
WA376       0205   8      5.00
WA376       0205   9      4.00
WA376       0205  10      4.00
WA376       0205  11      4.00
WA376       0205  12     15.00
WA376       0205  13     19.00
WA376       0205  14      6.00
WA376       0205  15      0.00
WA376       0205  16     -6.00
WA376       0205  17     -2.00
WA376       0205  18     -1.00
WA376       0205  19      4.00
WA376       0205  20      0.00
WA376       0205  21      5.00
WA376       0205  22      4.00
WA376       0205  23     10.00
WA376       0205  24     12.00
WA376       0205  25     10.00
WA376       0205  26     14.00
WA376       0205  27     14.00
WA376       0205  28     15.00
WA376       0305   1     25.00
WA376       0305   2     20.00
WA376       0305   3     19.00
WA376       0305   4     18.00
WA376       0305   5     23.00
WA376       0305   6     33.00
WA376       0305   7     35.00
WA376       0305   8     30.00
WA376       0305   9     29.00
WA376       0305  10     28.00
WA376       0305  11     29.00
WA376       0305  12     31.00
WA376       0305  13     33.00
WA376       0305  14     24.00
WA376       0305  15     21.00
WA376       0305  16     30.00
WA376       0305  17     16.00
WA376       0305  18     21.00
WA376       0305  19     23.00
WA376       0305  20     30.00
WA376       0305  21     10.00
WA376       0305  22      5.00
WA376       0305  23     20.00
WA376       0305  24     20.00
WA376       0305  25     25.00
WA376       0305  26     28.00
WA376       0305  27     33.00
WA376       0305  28     29.00
WA376       0305  29     28.00
WA376       0305  30     13.00
WA376       0305  31     11.00
WA376       0405   1     30.00
WA376       0405   2     28.00
WA376       0405   3     27.00
WA376       0405   4     28.00
WA376       0405   5     24.00
WA376       0405   6     31.00
WA376       0405   7     33.00
WA376       0405   8     26.00
WA376       0405   9     22.00
WA376       0405  10     19.00
WA376       0405  11     25.00
WA376       0405  12     25.00
WA376       0405  13     26.00
WA376       0405  14     28.00
WA376       0405  15     17.00
WA376       0405  16     35.00
WA376       0405  17     31.00
WA376       0405  18     26.00
WA376       0405  19     36.00
WA376       0405  20     35.00
WA376       0405  21     35.00
WA376       0405  22     32.00
WA376       0405  23     31.00
WA376       0405  24     42.00
WA376       0405  25     34.00
WA376       0405  26     32.00
WA376       0405  27     32.00
WA376       0405  28     31.00
WA376       0405  29     27.00
WA376       0405  30     23.00
WA376       0505   1     26.00
WA376       0505   2     29.00
WA376       0505   3     33.00
WA376       0505   4     32.00
WA376       0505   5     32.00
WA376       0505   6     37.00
WA376       0505   7     37.00
WA376       0505   8     39.00
WA376       0505   9     42.00
WA376       0505  10     41.00
WA376       0505  11     34.00
WA376       0505  12     32.00
WA376       0505  13     39.00
WA376       0505  14     39.00
WA376       0505  15     44.00
WA376       0505  16     42.00
WA376       0505  17     38.00
WA376       0505  18     35.00
WA376       0505  19     35.00
WA376       0505  20     35.00
WA376       0505  21     37.00
WA376       0505  22     34.00
WA376       0505  23     30.00
WA376       0505  24     34.00
WA376       0505  25     36.00
WA376       0505  26     35.00
WA376       0505  27     35.00
WA376       0505  28     39.00
WA376       0505  29     44.00
WA376       0505  30     39.00
WA376       0505  31     43.00
WA376       0605   1     42.00
WA376       0605   2     45.00
WA376       0605   3     40.00
WA376       0605   4     37.00
WA376       0605   5     36.00
WA376       0605   6     39.00
WA376       0605   7     40.00
WA376       0605   8     35.00
WA376       0605   9     33.00
WA376       0605  10     39.00
WA376       0605  11     38.00
WA376       0605  12     37.00
WA376       0605  13     36.00
WA376       0605  14     35.00
WA376       0605  15     37.00
WA376       0605  16     39.00
WA376       0605  17     44.00
WA376       0605  18     42.00
WA376       0605  19     42.00
WA376       0605  20     38.00
WA376       0605  21     44.00
WA376       0605  22     47.00
WA376       0605  23     40.00
WA376       0605  24     39.00
WA376       0605  25     45.00
WA376       0605  26     38.00
WA376       0605  27     44.00
WA376       0605  28     47.00
WA376       0605  29     47.00
WA376       0605  30     44.00
WA376       0705   1     45.00
WA376       0705   2     38.00
WA376       0705   3     36.00
WA376       0705   4     41.00
WA376       0705   5     44.00
WA376       0705   6     51.00
WA376       0705   7     42.00
WA376       0705   8     42.00
WA376       0705   9     46.00
WA376       0705  10     46.00
WA376       0705  11     44.00
WA376       0705  12     44.00
WA376       0705  13     42.00
WA376       0705  14     40.00
WA376       0705  15     44.00
WA376       0705  16     49.00
WA376       0705  17     46.00
WA376       0705  18     45.00
WA376       0705  19     46.00
WA376       0705  20     42.00
WA376       0705  21     42.00
WA376       0705  22     48.00
WA376       0705  23     44.00
WA376       0705  24     41.00
WA376       0705  25     48.00
WA376       0705  26     41.00
WA376       0705  27     44.00
WA376       0705  28     45.00
WA376       0705  29     46.00
WA376       0705  30     44.00
WA376       0705  31     44.00
WA376       0805   1     49.00
WA376       0805   2     43.00
WA376       0805   3     39.00
WA376       0805   4     40.00
WA376       0805   5     42.00
WA376       0805   6     44.00
WA376       0805   7     45.00
WA376       0805   8     45.00
WA376       0805   9     49.00
WA376       0805  10     50.00
WA376       0805  11     43.00
WA376       0805  12     41.00
WA376       0805  13     40.00
WA376       0805  14     39.00
WA376       0805  15     41.00
WA376       0805  16     45.00
WA376       0805  17     47.00
WA376       0805  18     40.00
WA376       0805  19     33.00
WA376       0805  20     38.00
WA376       0805  21     42.00
WA376       0805  22     46.00
WA376       0805  23     42.00
WA376       0805  24     37.00
WA376       0805  25     36.00
WA376       0805  26     38.00
WA376       0805  27     39.00
WA376       0805  28     39.00
WA376       0805  29     42.00
WA376       0805  30     38.00
WA376       0805  31     36.00
WA376       0905   1     36.00
WA376       0905   2     38.00
WA376       0905   3     40.00
WA376       0905   4     34.00
WA376       0905   5     35.00
WA376       0905   6     31.00
WA376       0905   7     32.00
WA376       0905   8     36.00
WA376       0905   9     39.00
WA376       0905  10     37.00
WA376       0905  11     40.00
WA376       0905  12     40.00
WA376       0905  13     34.00
WA376       0905  14     38.00
WA376       0905  15     43.00
WA376       0905  16     40.00
WA376       0905  17     38.00
WA376       0905  18     34.00
WA376       0905  19     39.00
WA376       0905  20     34.00
WA376       0905  21     30.00
WA376       0905  22     31.00
WA376       0905  23     29.00
WA376       0905  24     26.00
WA376       0905  25     31.00
WA376       0905  26     32.00
WA376       0905  27     31.00
WA376       0905  28     29.00
WA376       0905  29     44.00
WA376       0905  30     45.00
WA376       1005   1     36.00
WA376       1005   2     33.00
WA376       1005   3     34.00
WA376       1005   4     29.00
WA376       1005   5     28.00
WA376       1005   6     37.00
WA376       1005   7     31.00
WA376       1005   8     28.00
WA376       1005   9     27.00
WA376       1005  10     29.00
WA376       1005  11     35.00
WA376       1005  12     35.00
WA376       1005  13     38.00
WA376       1005  14     40.00
WA376       1005  15     41.00
WA376       1005  16     40.00
WA376       1005  17     43.00
WA376       1005  18     33.00
WA376       1005  19     35.00
WA376       1005  20     32.00
WA376       1005  21     31.00
WA376       1005  22     31.00
WA376       1005  23     32.00
WA376       1005  24     32.00
WA376       1005  25     33.00
WA376       1005  26     35.00
WA376       1005  27     30.00
WA376       1005  28     28.00
WA376       1005  29     34.00
WA376       1005  30     28.00
WA376       1005  31     33.00
WA376       1105   1     33.00
WA376       1105   2     26.00
WA376       1105   3     30.00
WA376       1105   4     29.00
WA376       1105   5     28.00
WA376       1105   6     23.00
WA376       1105   7     24.00
WA376       1105   8     20.00
WA376       1105   9     26.00
WA376       1105  10     24.00
WA376       1105  11     31.00
WA376       1105  12     27.00
WA376       1105  13     28.00
WA376       1105  14      8.00
WA376       1105  15      4.00
WA376       1105  16     25.00
WA376       1105  17     17.00
WA376       1105  18     26.00
WA376       1105  19     19.00
WA376       1105  20     21.00
WA376       1105  21     19.00
WA376       1105  22     18.00
WA376       1105  23     18.00
WA376       1105  24     13.00
WA376       1105  25     28.00
WA376       1105  26     25.00
WA376       1105  27     18.00
WA376       1105  28      9.00
WA376       1105  29     12.00
WA376       1105  30      9.00
WA376       1205   1      7.00
WA376       1205   2     14.00
WA376       1205   3      3.00
WA376       1205   4     -1.00
WA376       1205   5     13.00
WA376       1205   6    -12.00
WA376       1205   7    -16.00
WA376       1205   8     -7.00
WA376       1205   9      6.00
WA376       1205  10      6.00
WA376       1205  11      9.00
WA376       1205  12     10.00
WA376       1205  13      5.00
WA376       1205  14      4.00
WA376       1205  15      1.00
WA376       1205  16     -1.00
WA376       1205  17      7.00
WA376       1205  18     -3.00
WA376       1205  19     -5.00
WA376       1205  20     29.00
WA376       1205  21     36.00
WA376       1205  22     36.00
WA376       1205  23     33.00
WA376       1205  24     35.00
WA376       1205  25     35.00
WA376       1205  26     34.00
WA376       1205  27     29.00
WA376       1205  28     30.00
WA376       1205  29     27.00
WA376       1205  30     28.00
WA376       1205  31     31.00
WA376       0106   1     31.00
WA376       0106   2     29.00
WA376       0106   3     29.00
WA376       0106   4     28.00
WA376       0106   5     27.00
WA376       0106   6     33.00
WA376       0106   7     32.00
WA376       0106   8     27.00
WA376       0106   9     29.00
WA376       0106  10     30.00
WA376       0106  11     30.00
WA376       0106  12     28.00
WA376       0106  13     29.00
WA376       0106  14     31.00
WA376       0106  15     18.00
WA376       0106  16     14.00
WA376       0106  17     25.00
WA376       0106  18     24.00
WA376       0106  19     23.00
WA376       0106  20     24.00
WA376       0106  21     16.00
WA376       0106  22     23.00
WA376       0106  23     28.00
WA376       0106  24     26.00
WA376       0106  25     18.00
WA376       0106  26     27.00
WA376       0106  27     26.00
WA376       0106  28     26.00
WA376       0106  29     24.00
WA376       0106  30     28.00
WA376       0106  31     25.00
WA376       0206   1     28.00
WA376       0206   2     29.00
WA376       0206   3     30.00
WA376       0206   4     28.00
WA376       0206   5     26.00
WA376       0206   6     21.00
WA376       0206   7     15.00
WA376       0206   8     26.00
WA376       0206   9     12.00
WA376       0206  10      6.00
WA376       0206  11      2.00
WA376       0206  12      5.00
WA376       0206  13     11.00
WA376       0206  14      8.00
WA376       0206  15     -3.00
WA376       0206  16     -3.00
WA376       0206  17     -6.00
WA376       0206  18     -1.00
WA376       0206  19     -8.00
WA376       0206  20     11.00
WA376       0206  21     17.00
WA376       0206  22     28.00
WA376       0206  23     17.00
WA376       0206  24     -4.00
WA376       0206  25    -10.00
WA376       0206  26     25.00
WA376       0206  27     32.00
WA376       0206  28     29.00
WA376       0306   1     21.00
WA376       0306   2     17.00
WA376       0306   3      6.00
WA376       0306   4     17.00
WA376       0306   5     23.00
WA376       0306   6     32.00
WA376       0306   7     22.00
WA376       0306   8     23.00
WA376       0306   9     17.00
WA376       0306  10    -13.00
WA376       0306  11      4.00
WA376       0306  12      4.00
WA376       0306  13     -2.00
WA376       0306  14     12.00
WA376       0306  15     20.00
WA376       0306  16     20.00
WA376       0306  17     24.00
WA376       0306  18     26.00
WA376       0306  19     11.00
WA376       0306  20     11.00
WA376       0306  21     19.00
WA376       0306  22     28.00
WA376       0306  23      7.00
WA376       0306  24     28.00
WA376       0306  25     32.00
WA376       0306  26     26.00
WA376       0306  27     21.00
WA376       0306  28     21.00
WA376       0306  29     22.00
WA376       0306  30     29.00
WA376       0306  31     31.00
WA376       0406   1     21.00
WA376       0406   2     22.00
WA376       0406   3     18.00
WA376       0406   4     35.00
WA376       0406   5     36.00
WA376       0406   6     35.00
WA376       0406   7     31.00
WA376       0406   8     35.00
WA376       0406   9     33.00
WA376       0406  10     31.00
WA376       0406  11     31.00
WA376       0406  12     31.00
WA376       0406  13     33.00
WA376       0406  14     33.00
WA376       0406  15     29.00
WA376       0406  16     18.00
WA376       0406  17     15.00
WA376       0406  18     15.00
WA376       0406  19     20.00
WA376       0406  20     24.00
WA376       0406  21     31.00
WA376       0406  22     29.00
WA376       0406  23     34.00
WA376       0406  24     32.00
WA376       0406  25     29.00
WA376       0406  26     34.00
WA376       0406  27     36.00
WA376       0406  28     31.00
WA376       0406  29     34.00
WA376       0406  30     34.00
WA376       0506   1     28.00
WA376       0506   2     25.00
WA376       0506   3     23.00
WA376       0506   4     25.00
WA376       0506   5     28.00
WA376       0506   6     30.00
WA376       0506   7     35.00
WA376       0506   8     31.00
WA376       0506   9     23.00
WA376       0506  10     21.00
WA376       0506  11     35.00
WA376       0506  12     31.00
WA376       0506  13     26.00
WA376       0506  14     29.00
WA376       0506  15     32.00
WA376       0506  16     35.00
WA376       0506  17     37.00
WA376       0506  18     37.00
WA376       0506  19     40.00
WA376       0506  20     40.00
WA376       0506  21     40.00
WA376       0506  22     41.00
WA376       0506  23     36.00
WA376       0506  24     34.00
WA376       0506  25     39.00
WA376       0506  26     33.00
WA376       0506  27     30.00
WA376       0506  28     36.00
WA376       0506  29     39.00
WA376       0506  30     34.00
WA376       0506  31     32.00
WA376       0606   1     39.00
WA376       0606   2     41.00
WA376       0606   3     40.00
WA376       0606   4     39.00
WA376       0606   5     39.00
WA376       0606   6     36.00
WA376       0606   7     37.00
WA376       0606   8     42.00
WA376       0606   9     38.00
WA376       0606  10     45.00
WA376       0606  11     42.00
WA376       0606  12     46.00
WA376       0606  13     46.00
WA376       0606  14     46.00
WA376       0606  15     44.00
WA376       0606  16     38.00
WA376       0606  17     43.00
WA376       0606  18     39.00
WA376       0606  19     38.00
WA376       0606  20     35.00
WA376       0606  21     36.00
WA376       0606  22     38.00
WA376       0606  23     39.00
WA376       0606  24     41.00
WA376       0606  25     45.00
WA376       0606  26     49.00
WA376       0606  27     49.00
WA376       0606  28     46.00
WA376       0606  29     43.00
WA376       0606  30     43.00
WA376       0706   1     49.00
WA376       0706   2     48.00
WA376       0706   3     50.00
WA376       0706   4     48.00
WA376       0706   5     54.00
WA376       0706   6     53.00
WA376       0706   7     47.00
WA376       0706   8     43.00
WA376       0706   9     46.00
WA376       0706  10     49.00
WA376       0706  11     45.00
WA376       0706  12     51.00
WA376       0706  13     48.00
WA376       0706  14     46.00
WA376       0706  15     47.00
WA376       0706  16     43.00
WA376       0706  17     43.00
WA376       0706  18     45.00
WA376       0706  19     41.00
WA376       0706  20     48.00
WA376       0706  21     48.00
WA376       0706  22     51.00
WA376       0706  23     59.00
WA376       0706  24     55.00
WA376       0706  25     54.00
WA376       0706  26     51.00
WA376       0706  27     51.00
WA376       0706  28     50.00
WA376       0706  29     49.00
WA376       0706  30     40.00
WA376       0706  31     35.00
WA376       0806   1     36.00
WA376       0806   2     39.00
WA376       0806   3     38.00
WA376       0806   4     40.00
WA376       0806   5     39.00
WA376       0806   6     40.00
WA376       0806   7     43.00
WA376       0806   8     48.00
WA376       0806   9     48.00
WA376       0806  10     46.00
WA376       0806  11     42.00
WA376       0806  12     40.00
WA376       0806  13     37.00
WA376       0806  14     41.00
WA376       0806  15     43.00
WA376       0806  16     41.00
WA376       0806  17     44.00
WA376       0806  18     41.00
WA376       0806  19     42.00
WA376       0806  20     42.00
WA376       0806  21     42.00
WA376       0806  22     47.00
WA376       0806  23     41.00
WA376       0806  24     44.00
WA376       0806  25     41.00
WA376       0806  26     42.00
WA376       0806  27     43.00
WA376       0806  28     42.00
WA376       0806  29     49.00
WA376       0806  30     39.00
WA376       0806  31     33.00
WA376       0906   1     32.00
WA376       0906   2     36.00
WA376       0906   3     37.00
WA376       0906   4     42.00
WA376       0906   5     44.00
WA376       0906   6     46.00
WA376       0906   7     44.00
WA376       0906   8     43.00
WA376       0906   9     47.00
WA376       0906  10     36.00
WA376       0906  11     36.00
WA376       0906  12     39.00
WA376       0906  13     41.00
WA376       0906  14     36.00
WA376       0906  15     31.00
WA376       0906  16     35.00
WA376       0906  17     29.00
WA376       0906  18     40.00
WA376       0906  19     36.00
WA376       0906  20     36.00
WA376       0906  21     34.00
WA376       0906  22     34.00
WA376       0906  23     36.00
WA376       0906  24     33.00
WA376       0906  25     34.00
WA376       0906  26     38.00
WA376       0906  27     37.00
WA376       0906  28     41.00
WA376       0906  29     41.00
WA376       0906  30     35.00
WA376       1006   1     32.00
WA376       1006   2     30.00
WA376       1006   3     35.00
WA376       1006   4     33.00
WA376       1006   5     38.00
WA376       1006   6     33.00
WA376       1006   7     33.00
WA376       1006   8     32.00
WA376       1006   9     30.00
WA376       1006  10     27.00
WA376       1006  11     28.00
WA376       1006  12     29.00
WA376       1006  13     32.00
WA376       1006  14     31.00
WA376       1006  15     37.00
WA376       1006  16     34.00
WA376       1006  17     33.00
WA376       1006  18     36.00
WA376       1006  19     39.00
WA376       1006  20     31.00
WA376       1006  21     26.00
WA376       1006  22     24.00
WA376       1006  23     27.00
WA376       1006  24     26.00
WA376       1006  25     30.00
WA376       1006  26     29.00
WA376       1006  27     36.00
WA376       1006  28     34.00
WA376       1006  29     20.00
WA376       1006  30     10.00
WA376       1006  31      6.00
WA376       1106   1      6.00
WA376       1106   2     15.00
WA376       1106   3     33.00
WA376       1106   4     39.00
WA376       1106   5     36.00
WA376       1106   6     36.00
WA376       1106   7     35.00
WA376       1106   8     31.00
WA376       1106   9     26.00
WA376       1106  10     28.00
WA376       1106  11     29.00
WA376       1106  12     29.00
WA376       1106  13     30.00
WA376       1106  14     23.00
WA376       1106  15     28.00
WA376       1106  16     22.00
WA376       1106  17     17.00
WA376       1106  18     22.00
WA376       1106  19     28.00
WA376       1106  20     31.00
WA376       1106  21     29.00
WA376       1106  22     27.00
WA376       1106  23     26.00
WA376       1106  24     25.00
WA376       1106  25     22.00
WA376       1106  26     21.00
WA376       1106  27     14.00
WA376       1106  28     -6.00
WA376       1106  29     -7.00
WA376       1106  30      3.00
WA376       1206   1      3.00
WA376       1206   2     -5.00
WA376       1206   3     12.00
WA376       1206   4     20.00
WA376       1206   5     11.00
WA376       1206   6     19.00
WA376       1206   7     16.00
WA376       1206   8     24.00
WA376       1206   9     18.00
WA376       1206  10     28.00
