$ Get data for 376:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:46:09 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA376           Bunchgrass Mdw
WA376       0108  17      9.00
WA376       0108  18      8.00
WA376       0108  19     21.00
WA376       0108  20      9.00
WA376       0108  21     -4.00
WA376       0108  22     -7.00
WA376       0108  23     -8.00
WA376       0108  24     -5.00
WA376       0108  25     -3.00
WA376       0108  26     13.00
WA376       0108  27     21.00
WA376       0108  28     11.00
WA376       0108  29     12.00
WA376       0108  30     17.00
WA376       0108  31     23.00
WA376       0208   1     23.00
WA376       0208   2     22.00
WA376       0208   3     16.00
WA376       0208   4     14.00
WA376       0208   5     19.00
WA376       0208   6     21.00
WA376       0208   7     24.00
WA376       0208   8     25.00
WA376       0208   9     26.00
WA376       0208  10     30.00
WA376       0208  11     21.00
WA376       0208  12     30.00
WA376       0208  13     18.00
WA376       0208  14     15.00
WA376       0208  15     15.00
WA376       0208  16     16.00
WA376       0208  17      9.00
WA376       0208  18      8.00
WA376       0208  19      5.00
WA376       0208  20     10.00
WA376       0208  21     11.00
WA376       0208  22     11.00
WA376       0208  23     24.00
WA376       0208  24     22.00
WA376       0208  25     29.00
WA376       0208  26     31.00
WA376       0208  27     26.00
WA376       0208  28     26.00
WA376       0208  29     24.00
WA376       0308   1     23.00
WA376       0308   2     18.00
WA376       0308   3     25.00
WA376       0308   4     24.00
WA376       0308   5     14.00
WA376       0308   6      8.00
WA376       0308   7     16.00
WA376       0308   8     25.00
WA376       0308   9     31.00
WA376       0308  10     28.00
WA376       0308  11     28.00
WA376       0308  12     13.00
WA376       0308  13     12.00
WA376       0308  14     29.00
WA376       0308  15     29.00
WA376       0308  16     25.00
WA376       0308  17     28.00
WA376       0308  18     21.00
WA376       0308  19      7.00
WA376       0308  20     15.00
WA376       0308  21     24.00
WA376       0308  22     12.00
WA376       0308  23     15.00
WA376       0308  24      4.00
WA376       0308  25     -1.00
WA376       0308  26      4.00
WA376       0308  27     15.00
WA376       0308  28     15.00
WA376       0308  29     23.00
WA376       0308  30     10.00
WA376       0308  31     -1.00
WA376       0408   1     15.00
WA376       0408   2      2.00
WA376       0408   3      9.00
WA376       0408   4     20.00
WA376       0408   5     26.00
WA376       0408   6     26.00
WA376       0408   7     23.00
WA376       0408   8     23.00
WA376       0408   9     16.00
WA376       0408  10     17.00
WA376       0408  11     10.00
WA376       0408  12     25.00
WA376       0408  13     26.00
WA376       0408  14     31.00
WA376       0408  15     21.00
WA376       0408  16     14.00
WA376       0408  17     28.00
WA376       0408  18     28.00
WA376       0408  19     19.00
WA376       0408  20     12.00
WA376       0408  21     14.00
WA376       0408  22     18.00
WA376       0408  23     30.00
WA376       0408  24     29.00
WA376       0408  25     21.00
WA376       0408  26     16.00
WA376       0408  27     22.00
WA376       0408  28     29.00
WA376       0408  29     30.00
WA376       0408  30     22.00
WA376       0508   1     19.00
WA376       0508   2     20.00
WA376       0508   3     30.00
WA376       0508   4     28.00
WA376       0508   5     35.00
WA376       0508   6     33.00
WA376       0508   7     34.00
WA376       0508   8     26.00
WA376       0508   9     22.00
WA376       0508  10     33.00
WA376       0508  11     35.00
WA376       0508  12     35.00
WA376       0508  13     35.00
WA376       0508  14     38.00
WA376       0508  15     36.00
WA376       0508  16     34.00
WA376       0508  17     35.00
WA376       0508  18     37.00
WA376       0508  19     40.00
WA376       0508  20     36.00
WA376       0508  21     34.00
WA376       0508  22     35.00
WA376       0508  23     42.00
WA376       0508  24     41.00
WA376       0508  25     41.00
WA376       0508  26     41.00
WA376       0508  27     36.00
WA376       0508  28     32.00
WA376       0508  29     39.00
WA376       0508  30     36.00
WA376       0508  31     33.00
WA376       0608   1     38.00
WA376       0608   2     39.00
WA376       0608   3     36.00
WA376       0608   4     40.00
WA376       0608   5     37.00
WA376       0608   6     36.00
WA376       0608   7     36.00
WA376       0608   8     35.00
WA376       0608   9     36.00
WA376       0608  10     31.00
WA376       0608  11     35.00
WA376       0608  12     35.00
WA376       0608  13     38.00
WA376       0608  14     36.00
WA376       0608  15     33.00
WA376       0608  16     35.00
WA376       0608  17     37.00
WA376       0608  18     37.00
WA376       0608  19     33.00
WA376       0608  20     35.00
WA376       0608  21     45.00
WA376       0608  22     41.00
WA376       0608  23     37.00
WA376       0608  24     40.00
WA376       0608  25     36.00
WA376       0608  26     39.00
WA376       0608  27     42.00
WA376       0608  28     43.00
WA376       0608  29     46.00
WA376       0608  30     53.00
WA376       0708   1     56.00
WA376       0708   2     51.00
WA376       0708   3     51.00
WA376       0708   4     50.00
WA376       0708   5     50.00
WA376       0708   6     48.00
WA376       0708   7     42.00
WA376       0708   8     47.00
WA376       0708   9     45.00
WA376       0708  10     44.00
WA376       0708  11     37.00
WA376       0708  12     37.00
WA376       0708  13     42.00
WA376       0708  14     47.00
WA376       0708  15     45.00
WA376       0708  16     43.00
WA376       0708  17     39.00
WA376       0708  18     40.00
WA376       0708  19     42.00
WA376       0708  20     39.00
WA376       0708  21     40.00
WA376       0708  22     42.00
WA376       0708  23     38.00
WA376       0708  24     38.00
WA376       0708  25     38.00
WA376       0708  26     42.00
WA376       0708  27     42.00
WA376       0708  28     42.00
WA376       0708  29     37.00
WA376       0708  30     44.00
WA376       0708  31     33.00
WA376       0808   1     42.00
WA376       0808   2     36.00
WA376       0808   3     38.00
WA376       0808   4     35.00
WA376       0808   5     37.00
WA376       0808   6     41.00
WA376       0808   7     50.00
WA376       0808   8     44.00
WA376       0808   9     46.00
WA376       0808  10     40.00
WA376       0808  11     37.00
WA376       0808  12     35.00
WA376       0808  13     42.00
WA376       0808  14     42.00
WA376       0808  15     45.00
WA376       0808  16     46.00
WA376       0808  17     48.00
WA376       0808  18     48.00
WA376       0808  19     46.00
WA376       0808  20     47.00
WA376       0808  21     38.00
WA376       0808  22     33.00
WA376       0808  23     34.00
WA376       0808  24     37.00
WA376       0808  25     42.00
WA376       0808  26     38.00
WA376       0808  27     39.00
WA376       0808  28     37.00
WA376       0808  29     42.00
WA376       0808  30     38.00
WA376       0808  31     30.00
WA376       0908   1     30.00
WA376       0908   2     31.00
WA376       0908   3     33.00
WA376       0908   4     36.00
WA376       0908   5     34.00
WA376       0908   6     34.00
WA376       0908   7     33.00
WA376       0908   8     30.00
WA376       0908   9     34.00
WA376       0908  10     35.00
WA376       0908  11     32.00
WA376       0908  12     36.00
WA376       0908  13     33.00
WA376       0908  14     30.00
WA376       0908  15     31.00
WA376       0908  16     33.00
WA376       0908  17     35.00
WA376       0908  18     37.00
WA376       0908  19     38.00
WA376       0908  20     40.00
WA376       0908  21     42.00
WA376       0908  22     34.00
WA376       0908  23     29.00
WA376       0908  24     31.00
WA376       0908  25     33.00
WA376       0908  26     29.00
WA376       0908  27     33.00
WA376       0908  28     30.00
WA376       0908  29   -999.00
WA376       0908  30     34.00
WA376       1008   1     38.00
WA376       1008   2     40.00
WA376       1008   3     45.00
WA376       1008   4     42.00
WA376       1008   5     34.00
WA376       1008   6     29.00
WA376       1008   7     35.00
WA376       1008   8     24.00
WA376       1008   9     21.00
WA376       1008  10     28.00
WA376       1008  11     25.00
WA376       1008  12     18.00
WA376       1008  13     25.00
WA376       1008  14     26.00
WA376       1008  15     21.00
WA376       1008  16     32.00
WA376       1008  17     33.00
WA376       1008  18     30.00
WA376       1008  19     25.00
WA376       1008  20     29.00
WA376       1008  21     23.00
WA376       1008  22     22.00
WA376       1008  23     24.00
WA376       1008  24     23.00
WA376       1008  25     29.00
WA376       1008  26     21.00
WA376       1008  27     23.00
WA376       1008  28     27.00
WA376       1008  29     27.00
WA376       1008  30     27.00
WA376       1008  31     33.00
WA376       1108   1     32.00
WA376       1108   2     37.00
WA376       1108   3     28.00
WA376       1108   4     29.00
WA376       1108   5     14.00
WA376       1108   6     15.00
WA376       1108   7     34.00
WA376       1108   8     34.00
WA376       1108   9     34.00
WA376       1108  10     33.00
WA376       1108  11     30.00
WA376       1108  12     34.00
WA376       1108  13     24.00
WA376       1108  14     15.00
WA376       1108  15     28.00
WA376       1108  16     28.00
WA376       1108  17     33.00
WA376       1108  18     29.00
WA376       1108  19     26.00
WA376       1108  20     29.00
WA376       1108  21     27.00
WA376       1108  22     27.00
WA376       1108  23     11.00
WA376       1108  24      8.00
WA376       1108  25     16.00
WA376       1108  26     13.00
WA376       1108  27      5.00
WA376       1108  28     22.00
WA376       1108  29     27.00
WA376       1108  30     32.00
WA376       1208   1     34.00
WA376       1208   2     16.00
WA376       1208   3      5.00
WA376       1208   4     -3.00
WA376       1208   5     14.00
WA376       1208   6     26.00
WA376       1208   7     18.00
WA376       1208   8     17.00
WA376       1208   9     23.00
WA376       1208  10     21.00
WA376       1208  11      9.00
WA376       1208  12     15.00
WA376       1208  13     -6.00
WA376       1208  14     -9.00
WA376       1208  15    -14.00
WA376       1208  16    -20.00
WA376       1208  17     -4.00
WA376       1208  18      4.00
WA376       1208  19     -8.00
WA376       1208  20    -23.00
WA376       1208  21     -1.00
WA376       1208  22     -1.00
WA376       1208  23     -3.00
WA376       1208  24      7.00
WA376       1208  25     10.00
WA376       1208  26      1.00
WA376       1208  27     14.00
WA376       1208  28     19.00
WA376       1208  29     18.00
WA376       1208  30     15.00
WA376       1208  31     15.00
WA376       0109   1     18.00
WA376       0109   2      6.00
WA376       0109   3    -13.00
WA376       0109   4     14.00
WA376       0109   5     15.00
WA376       0109   6     23.00
WA376       0109   7     32.00
WA376       0109   8     28.00
WA376       0109   9     19.00
WA376       0109  10     23.00
WA376       0109  11     22.00
WA376       0109  12     16.00
WA376       0109  13     21.00
WA376       0109  14     17.00
WA376       0109  15     14.00
WA376       0109  16      8.00
WA376       0109  17      8.00
WA376       0109  18     10.00
WA376       0109  19     11.00
WA376       0109  20     11.00
WA376       0109  21     10.00
WA376       0109  22      3.00
WA376       0109  23     -3.00
WA376       0109  24     -8.00
WA376       0109  25      5.00
WA376       0109  26    -12.00
WA376       0109  27      1.00
WA376       0109  28      3.00
WA376       0109  29      7.00
WA376       0109  30     20.00
WA376       0109  31     16.00
WA376       0209   1      7.00
WA376       0209   2     16.00
WA376       0209   3     11.00
WA376       0209   4     18.00
WA376       0209   5     18.00
WA376       0209   6     21.00
WA376       0209   7      7.00
WA376       0209   8      4.00
WA376       0209   9      6.00
WA376       0209  10      7.00
WA376       0209  11      7.00
WA376       0209  12     18.00
WA376       0209  13     14.00
WA376       0209  14     18.00
WA376       0209  15     21.00
WA376       0209  16     10.00
WA376       0209  17      4.00
WA376       0209  18     25.00
WA376       0209  19     18.00
WA376       0209  20      8.00
WA376       0209  21      4.00
WA376       0209  22      9.00
WA376       0209  23     31.00
WA376       0209  24     29.00
WA376       0209  25     28.00
WA376       0209  26     19.00
WA376       0209  27      5.00
WA376       0209  28     -1.00
WA376       0309   1     25.00
WA376       0309   2     32.00
WA376       0309   3     23.00
WA376       0309   4     24.00
WA376       0309   5     11.00
WA376       0309   6      0.00
WA376       0309   7     13.00
WA376       0309   8     -6.00
WA376       0309   9      0.00
WA376       0309  10    -16.00
WA376       0309  11    -21.00
WA376       0309  12    -11.00
WA376       0309  13      0.00
WA376       0309  14     22.00
WA376       0309  15     22.00
WA376       0309  16     21.00
WA376       0309  17     14.00
WA376       0309  18      9.00
WA376       0309  19     25.00
WA376       0309  20     32.00
WA376       0309  21     33.00
WA376       0309  22     29.00
WA376       0309  23     23.00
WA376       0309  24     22.00
WA376       0309  25     18.00
WA376       0309  26     14.00
WA376       0309  27     23.00
WA376       0309  28     27.00
WA376       0309  29     17.00
WA376       0309  30     16.00
WA376       0309  31     26.00
WA376       0409   1     12.00
WA376       0409   2     22.00
WA376       0409   3     27.00
WA376       0409   4     16.00
WA376       0409   5      8.00
WA376       0409   6     15.00
WA376       0409   7     22.00
WA376       0409   8     26.00
WA376       0409   9     29.00
WA376       0409  10     22.00
WA376       0409  11     23.00
WA376       0409  12     31.00
WA376       0409  13     25.00
WA376       0409  14     21.00
WA376       0409  15     27.00
WA376       0409  16     23.00
WA376       0409  17     22.00
WA376       0409  18     23.00
WA376       0409  19     29.00
WA376       0409  20     31.00
WA376       0409  21     29.00
WA376       0409  22     32.00
WA376       0409  23     20.00
WA376       0409  24     13.00
WA376       0409  25     26.00
WA376       0409  26     27.00
WA376       0409  27     26.00
WA376       0409  28     26.00
WA376       0409  29     28.00
WA376       0409  30     28.00
WA376       0509   1     23.00
WA376       0509   2     29.00
WA376       0509   3     32.00
WA376       0509   4     29.00
WA376       0509   5     33.00
WA376       0509   6     29.00
WA376       0509   7     32.00
WA376       0509   8     29.00
WA376       0509   9     24.00
WA376       0509  10     24.00
WA376       0509  11     30.00
WA376       0509  12     31.00
WA376       0509  13     29.00
WA376       0509  14     31.00
WA376       0509  15     28.00
WA376       0509  16     28.00
WA376       0509  17     34.00
WA376       0509  18     33.00
WA376       0509  19     30.00
WA376       0509  20     29.00
WA376       0509  21     26.00
WA376       0509  22     30.00
WA376       0509  23     29.00
WA376       0509  24     31.00
WA376       0509  25     32.00
WA376       0509  26     31.00
WA376       0509  27     31.00
WA376       0509  28     31.00
WA376       0509  29     32.00
WA376       0509  30     35.00
WA376       0509  31     36.00
WA376       0609   1     40.00
WA376       0609   2     41.00
WA376       0609   3     35.00
WA376       0609   4     33.00
WA376       0609   5     37.00
WA376       0609   6     36.00
WA376       0609   7     33.00
WA376       0609   8     31.00
WA376       0609   9     30.00
WA376       0609  10     36.00
WA376       0609  11     42.00
WA376       0609  12     38.00
WA376       0609  13     40.00
WA376       0609  14     39.00
WA376       0609  15     47.00
WA376       0609  16     45.00
WA376       0609  17     41.00
WA376       0609  18     40.00
WA376       0609  19     40.00
WA376       0609  20     39.00
WA376       0609  21     36.00
WA376       0609  22     39.00
WA376       0609  23     35.00
WA376       0609  24     37.00
WA376       0609  25     43.00
WA376       0609  26     36.00
WA376       0609  27     33.00
WA376       0609  28     40.00
WA376       0609  29     35.00
WA376       0609  30     36.00
WA376       0709   1     36.00
WA376       0709   2     35.00
WA376       0709   3     39.00
WA376       0709   4     42.00
WA376       0709   5     43.00
WA376       0709   6     44.00
WA376       0709   7     38.00
WA376       0709   8     33.00
WA376       0709   9     35.00
WA376       0709  10     38.00
WA376       0709  11     39.00
WA376       0709  12     42.00
WA376       0709  13     47.00
WA376       0709  14     44.00
WA376       0709  15     42.00
WA376       0709  16     43.00
WA376       0709  17     44.00
WA376       0709  18     45.00
WA376       0709  19     45.00
WA376       0709  20     38.00
WA376       0709  21     40.00
WA376       0709  22     44.00
WA376       0709  23     45.00
WA376       0709  24     47.00
WA376       0709  25     47.00
WA376       0709  26     47.00
WA376       0709  27     53.00
WA376       0709  28     51.00
WA376       0709  29     51.00
WA376       0709  30     45.00
WA376       0709  31     53.00
WA376       0809   1     49.00
WA376       0809   2     52.00
WA376       0809   3     49.00
WA376       0809   4     47.00
WA376       0809   5     49.00
WA376       0809   6     48.00
WA376       0809   7     49.00
WA376       0809   8     46.00
WA376       0809   9     42.00
WA376       0809  10     40.00
WA376       0809  11     50.00
WA376       0809  12     44.00
WA376       0809  13     45.00
WA376       0809  14     38.00
WA376       0809  15     33.00
WA376       0809  16     38.00
WA376       0809  17     34.00
WA376       0809  18     43.00
WA376       0809  19     46.00
WA376       0809  20     45.00
WA376       0809  21     48.00
WA376       0809  22     38.00
WA376       0809  23     36.00
WA376       0809  24     33.00
WA376       0809  25     36.00
WA376       0809  26     37.00
WA376       0809  27     35.00
WA376       0809  28     38.00
WA376       0809  29     44.00
WA376       0809  30     42.00
WA376       0809  31     45.00
WA376       0909   1     45.00
WA376       0909   2     44.00
WA376       0909   3     40.00
WA376       0909   4     33.00
WA376       0909   5     41.00
WA376       0909   6     35.00
WA376       0909   7     38.00
WA376       0909   8     31.00
WA376       0909   9     34.00
WA376       0909  10     33.00
WA376       0909  11     34.00
WA376       0909  12     36.00
WA376       0909  13     42.00
WA376       0909  14     40.00
WA376       0909  15     39.00
WA376       0909  16     41.00
WA376       0909  17     39.00
WA376       0909  18     34.00
WA376       0909  19     37.00
WA376       0909  20     36.00
WA376       0909  21     29.00
WA376       0909  22     33.00
WA376       0909  23     38.00
WA376       0909  24     40.00
WA376       0909  25     37.00
WA376       0909  26     42.00
WA376       0909  27     29.00
WA376       0909  28     29.00
WA376       0909  29     32.00
WA376       0909  30     27.00
WA376       1009   1     28.00
WA376       1009   2     33.00
WA376       1009   3     33.00
WA376       1009   4     33.00
WA376       1009   5     26.00
WA376       1009   6     27.00
WA376       1009   7     24.00
WA376       1009   8     18.00
WA376       1009   9     19.00
WA376       1009  10     17.00
WA376       1009  11     11.00
WA376       1009  12      9.00
WA376       1009  13     23.00
WA376       1009  14     34.00
WA376       1009  15     31.00
WA376       1009  16     31.00
WA376       1009  17     39.00
WA376       1009  18     34.00
WA376       1009  19     29.00
WA376       1009  20     27.00
WA376       1009  21     37.00
WA376       1009  22     31.00
WA376       1009  23     34.00
WA376       1009  24     25.00
WA376       1009  25     19.00
WA376       1009  26     30.00
WA376       1009  27     26.00
WA376       1009  28     20.00
WA376       1009  29     22.00
WA376       1009  30     28.00
WA376       1009  31     34.00
WA376       1109   1     18.00
WA376       1109   2     16.00
WA376       1109   3     18.00
WA376       1109   4     18.00
WA376       1109   5     26.00
WA376       1109   6     29.00
WA376       1109   7     29.00
WA376       1109   8     28.00
WA376       1109   9     28.00
WA376       1109  10     25.00
WA376       1109  11     14.00
WA376       1109  12      6.00
WA376       1109  13     23.00
WA376       1109  14     20.00
WA376       1109  15     20.00
WA376       1109  16     26.00
WA376       1109  17     29.00
WA376       1109  18     26.00
WA376       1109  19     26.00
WA376       1109  20     26.00
WA376       1109  21     25.00
WA376       1109  22     24.00
WA376       1109  23     26.00
WA376       1109  24     28.00
WA376       1109  25     29.00
WA376       1109  26     31.00
WA376       1109  27     12.00
WA376       1109  28      9.00
WA376       1109  29     28.00
WA376       1109  30     22.00
WA376       1209   1     -2.00
WA376       1209   2     -9.00
WA376       1209   3    -10.00
WA376       1209   4      1.00
WA376       1209   5     11.00
WA376       1209   6      0.00
WA376       1209   7     -4.00
WA376       1209   8    -10.00
WA376       1209   9     -7.00
WA376       1209  10     -4.00
WA376       1209  11     -1.00
WA376       1209  12      4.00
WA376       1209  13      4.00
WA376       1209  14      4.00
WA376       1209  15     18.00
WA376       1209  16     28.00
WA376       1209  17     28.00
WA376       1209  18     28.00
WA376       1209  19     31.00
WA376       1209  20     31.00
WA376       1209  21     31.00
WA376       1209  22     19.00
WA376       1209  23      2.00
WA376       1209  24     -3.00
WA376       1209  25      2.00
WA376       1209  26     -1.00
WA376       1209  27      0.00
WA376       1209  28     -3.00
WA376       1209  29     17.00
WA376       1209  30     18.00
WA376       1209  31     18.00
WA376       0110   1     26.00
WA376       0110   2     29.00
WA376       0110   3     29.00
WA376       0110   4     29.00
WA376       0110   5     18.00
WA376       0110   6     -5.00
WA376       0110   7     -9.00
WA376       0110   8      2.00
WA376       0110   9     17.00
WA376       0110  10     28.00
WA376       0110  11     32.00
WA376       0110  12     31.00
WA376       0110  13     33.00
WA376       0110  14     30.00
WA376       0110  15     30.00
WA376       0110  16     21.00
WA376       0110  17     30.00
WA376       0110  18     19.00
WA376       0110  19     18.00
WA376       0110  20     18.00
WA376       0110  21     14.00
WA376       0110  22     14.00
WA376       0110  23     21.00
WA376       0110  24     24.00
WA376       0110  25     25.00
WA376       0110  26     12.00
WA376       0110  27      4.00
WA376       0110  28      7.00
WA376       0110  29     23.00
WA376       0110  30     29.00
WA376       0110  31     29.00
WA376       0210   1     29.00
WA376       0210   2     29.00
WA376       0210   3     27.00
WA376       0210   4     22.00
WA376       0210   5     27.00
WA376       0210   6     17.00
WA376       0210   7      7.00
WA376       0210   8     24.00
WA376       0210   9     24.00
WA376       0210  10     24.00
WA376       0210  11     28.00
WA376       0210  12     31.00
WA376       0210  13     29.00
WA376       0210  14     31.00
WA376       0210  15     29.00
WA376       0210  16     30.00
WA376       0210  17     20.00
WA376       0210  18     12.00
WA376       0210  19      7.00
WA376       0210  20      7.00
WA376       0210  21      0.00
WA376       0210  22      5.00
WA376       0210  23      3.00
WA376       0210  24     20.00
WA376       0210  25     29.00
WA376       0210  26     28.00
WA376       0210  27     27.00
WA376       0210  28     17.00
WA376       0310   1     17.00
WA376       0310   2     25.00
WA376       0310   3     26.00
WA376       0310   4     26.00
WA376       0310   5     17.00
WA376       0310   6     14.00
WA376       0310   7     14.00
WA376       0310   8     22.00
WA376       0310   9      8.00
WA376       0310  10      4.00
WA376       0310  11     24.00
WA376       0310  12     30.00
WA376       0310  13     13.00
WA376       0310  14      7.00
WA376       0310  15     21.00
WA376       0310  16     26.00
WA376       0310  17     24.00
WA376       0310  18     20.00
WA376       0310  19      8.00
WA376       0310  20     10.00
WA376       0310  21     32.00
WA376       0310  22     28.00
WA376       0310  23     20.00
WA376       0310  24     18.00
WA376       0310  25     21.00
WA376       0310  26     28.00
WA376       0310  27     26.00
WA376       0310  28     26.00
WA376       0310  29     29.00
WA376       0310  30     27.00
WA376       0310  31     14.00
WA376       0410   1     11.00
WA376       0410   2     24.00
WA376       0410   3     19.00
WA376       0410   4     14.00
WA376       0410   5     12.00
WA376       0410   6     27.00
WA376       0410   7     27.00
WA376       0410   8     15.00
WA376       0410   9      5.00
WA376       0410  10     -2.00
WA376       0410  11     28.00
WA376       0410  12     29.00
WA376       0410  13     31.00
WA376       0410  14     31.00
WA376       0410  15     31.00
WA376       0410  16     26.00
WA376       0410  17     31.00
WA376       0410  18     29.00
WA376       0410  19     27.00
WA376       0410  20     36.00
WA376       0410  21     39.00
WA376       0410  22     35.00
WA376       0410  23     26.00
WA376       0410  24     23.00
WA376       0410  25     19.00
WA376       0410  26     19.00
WA376       0410  27     33.00
WA376       0410  28     32.00
WA376       0410  29     32.00
WA376       0410  30     29.00
WA376       0510   1     30.00
WA376       0510   2     33.00
WA376       0510   3     30.00
WA376       0510   4     28.00
WA376       0510   5     26.00
WA376       0510   6     25.00
WA376       0510   7     20.00
WA376       0510   8     28.00
WA376       0510   9     25.00
WA376       0510  10     22.00
WA376       0510  11     30.00
WA376       0510  12     26.00
WA376       0510  13     30.00
WA376       0510  14     28.00
WA376       0510  15     29.00
WA376       0510  16     31.00
WA376       0510  17     34.00
WA376       0510  18     38.00
WA376       0510  19     32.00
WA376       0510  20     30.00
WA376       0510  21     27.00
WA376       0510  22     25.00
WA376       0510  23     26.00
WA376       0510  24     22.00
WA376       0510  25     33.00
WA376       0510  26     31.00
WA376       0510  27     37.00
WA376       0510  28     36.00
WA376       0510  29     34.00
WA376       0510  30     36.00
WA376       0510  31     35.00
WA376       0610   1     39.00
WA376       0610   2     38.00
WA376       0610   3     33.00
WA376       0610   4     34.00
WA376       0610   5     32.00
WA376       0610   6     30.00
WA376       0610   7     39.00
WA376       0610   8     33.00
WA376       0610   9     38.00
WA376       0610  10     38.00
WA376       0610  11     34.00
WA376       0610  12     32.00
WA376       0610  13     36.00
WA376       0610  14     38.00
WA376       0610  15     32.00
WA376       0610  16     31.00
WA376       0610  17     38.00
WA376       0610  18     36.00
WA376       0610  19     33.00
WA376       0610  20     42.00
WA376       0610  21     45.00
WA376       0610  22     41.00
WA376       0610  23     39.00
WA376       0610  24     42.00
WA376       0610  25     42.00
WA376       0610  26     40.00
WA376       0610  27     39.00
WA376       0610  28     48.00
WA376       0610  29     45.00
WA376       0610  30     37.00
WA376       0710   1     33.00
WA376       0710   2     35.00
WA376       0710   3     35.00
WA376       0710   4     38.00
WA376       0710   5     41.00
WA376       0710   6     35.00
WA376       0710   7     38.00
WA376       0710   8     41.00
WA376       0710   9     42.00
WA376       0710  10     48.00
WA376       0710  11     46.00
WA376       0710  12     42.00
WA376       0710  13     39.00
WA376       0710  14     35.00
WA376       0710  15     40.00
WA376       0710  16     44.00
WA376       0710  17     42.00
WA376       0710  18     42.00
WA376       0710  19     42.00
WA376       0710  20     39.00
WA376       0710  21     39.00
WA376       0710  22     44.00
WA376       0710  23     46.00
WA376       0710  24     42.00
WA376       0710  25     44.00
WA376       0710  26     44.00
WA376       0710  27     45.00
WA376       0710  28     47.00
WA376       0710  29     47.00
WA376       0710  30     44.00
WA376       0710  31     44.00
WA376       0810   1     42.00
WA376       0810   2     43.00
WA376       0810   3     42.00
WA376       0810   4     52.00
WA376       0810   5     50.00
WA376       0810   6     48.00
WA376       0810   7     46.00
WA376       0810   8     45.00
WA376       0810   9     41.00
WA376       0810  10     41.00
WA376       0810  11     38.00
WA376       0810  12     42.00
WA376       0810  13     42.00
WA376       0810  14     41.00
WA376       0810  15     39.00
WA376       0810  16     41.00
WA376       0810  17     44.00
WA376       0810  18     43.00
WA376       0810  19     42.00
WA376       0810  20     36.00
WA376       0810  21     35.00
WA376       0810  22     35.00
WA376       0810  23     33.00
WA376       0810  24     34.00
WA376       0810  25     37.00
WA376       0810  26     41.00
WA376       0810  27     33.00
WA376       0810  28     30.00
WA376       0810  29     29.00
WA376       0810  30     33.00
WA376       0810  31     33.00
WA376       0910   1     32.00
WA376       0910   2     30.00
WA376       0910   3     34.00
WA376       0910   4     40.00
WA376       0910   5     31.00
WA376       0910   6     30.00
WA376       0910   7     38.00
WA376       0910   8     37.00
WA376       0910   9     37.00
WA376       0910  10     36.00
WA376       0910  11     34.00
WA376       0910  12     34.00
WA376       0910  13     36.00
WA376       0910  14     36.00
WA376       0910  15     34.00
WA376       0910  16     46.00
WA376       0910  17     42.00
WA376       0910  18     42.00
WA376       0910  19     44.00
WA376       0910  20     40.00
WA376       0910  21     30.00
WA376       0910  22     27.00
WA376       0910  23     30.00
WA376       0910  24     36.00
WA376       0910  25     33.00
WA376       0910  26     39.00
WA376       0910  27     46.00
WA376       0910  28     42.00
WA376       0910  29     32.00
WA376       0910  30     33.00
WA376       1010   1     37.00
WA376       1010   2     36.00
WA376       1010   3     38.00
WA376       1010   4     43.00
WA376       1010   5     31.00
WA376       1010   6     29.00
WA376       1010   7     35.00
WA376       1010   8     43.00
WA376       1010   9     39.00
WA376       1010  10     38.00
WA376       1010  11     32.00
WA376       1010  12     29.00
WA376       1010  13     29.00
WA376       1010  14     28.00
WA376       1010  15     24.00
WA376       1010  16     23.00
WA376       1010  17     21.00
WA376       1010  18     25.00
WA376       1010  19     25.00
WA376       1010  20     26.00
WA376       1010  21     27.00
WA376       1010  22     30.00
WA376       1010  23     30.00
WA376       1010  24     33.00
WA376       1010  25     31.00
WA376       1010  26     29.00
WA376       1010  27     26.00
WA376       1010  28     27.00
WA376       1010  29     33.00
WA376       1010  30     26.00
WA376       1010  31     33.00
WA376       1110   1     33.00
WA376       1110   2     27.00
WA376       1110   3     26.00
WA376       1110   4     26.00
WA376       1110   5     29.00
WA376       1110   6     35.00
WA376       1110   7     33.00
WA376       1110   8     29.00
WA376       1110   9     21.00
WA376       1110  10     21.00
WA376       1110  11     27.00
WA376       1110  12     28.00
WA376       1110  13     27.00
WA376       1110  14     28.00
WA376       1110  15     29.00
WA376       1110  16     32.00
WA376       1110  17     29.00
WA376       1110  18     25.00
WA376       1110  19     23.00
WA376       1110  20      1.00
WA376       1110  21     -3.00
WA376       1110  22     -1.00
WA376       1110  23    -23.00
WA376       1110  24    -24.00
WA376       1110  25      0.00
WA376       1110  26     14.00
WA376       1110  27     22.00
WA376       1110  28     17.00
WA376       1110  29     -1.00
WA376       1110  30     19.00
WA376       1210   1     24.00
WA376       1210   2     20.00
WA376       1210   3     18.00
WA376       1210   4     -6.00
WA376       1210   5    -10.00
WA376       1210   6     10.00
WA376       1210   7     23.00
WA376       1210   8     29.00
WA376       1210   9     29.00
WA376       1210  10     24.00
WA376       1210  11     20.00
WA376       1210  12     27.00
