$ Get data for 515:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:54:28 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA515           Harts Pass
WA515       1203  25   -999.00
WA515       1203  26   -999.00
WA515       1203  27   -999.00
WA515       1203  28   -999.00
WA515       1203  29   -999.00
WA515       1203  30   -999.00
WA515       1203  31   -999.00
WA515       0104   1   -999.00
WA515       0104   2   -999.00
WA515       0104   3   -999.00
WA515       0104   4   -999.00
WA515       0104   5   -999.00
WA515       0104   6   -999.00
WA515       0104   7   -999.00
WA515       0104   8   -999.00
WA515       0104   9   -999.00
WA515       0104  10   -999.00
WA515       0104  11   -999.00
WA515       0104  12   -999.00
WA515       0104  13   -999.00
WA515       0104  14   -999.00
WA515       0104  15   -999.00
WA515       0104  16   -999.00
WA515       0104  17   -999.00
WA515       0104  18   -999.00
WA515       0104  19   -999.00
WA515       0104  20   -999.00
WA515       0104  21   -999.00
WA515       0104  22   -999.00
WA515       0104  23   -999.00
WA515       0104  24   -999.00
WA515       0104  25   -999.00
WA515       0104  26   -999.00
WA515       0104  27   -999.00
WA515       0104  28   -999.00
WA515       0104  29   -999.00
WA515       0104  30   -999.00
WA515       0104  31   -999.00
WA515       0204   1   -999.00
WA515       0204   2   -999.00
WA515       0204   3   -999.00
WA515       0204   4   -999.00
WA515       0204   5   -999.00
WA515       0204   6   -999.00
WA515       0204   7   -999.00
WA515       0204   8   -999.00
WA515       0204   9   -999.00
WA515       0204  10   -999.00
WA515       0204  11   -999.00
WA515       0204  12   -999.00
WA515       0204  13   -999.00
WA515       0204  14   -999.00
WA515       0204  15   -999.00
WA515       0204  16   -999.00
WA515       0204  17   -999.00
WA515       0204  18   -999.00
WA515       0204  19   -999.00
WA515       0204  20   -999.00
WA515       0204  21   -999.00
WA515       0204  22   -999.00
WA515       0204  23   -999.00
WA515       0204  24   -999.00
WA515       0204  25   -999.00
WA515       0204  26   -999.00
WA515       0204  27   -999.00
WA515       0204  28   -999.00
WA515       0204  29   -999.00
WA515       0304   1   -999.00
WA515       0304   2   -999.00
WA515       0304   3   -999.00
WA515       0304   4   -999.00
WA515       0304   5   -999.00
WA515       0304   6   -999.00
WA515       0304   7   -999.00
WA515       0304   8   -999.00
WA515       0304   9   -999.00
WA515       0304  10   -999.00
WA515       0304  11   -999.00
WA515       0304  12     21.00
WA515       0304  13     19.00
WA515       0304  14     23.00
WA515       0304  15     22.00
WA515       0304  16     23.00
WA515       0304  17     25.00
WA515       0304  18     15.00
WA515       0304  19     13.00
WA515       0304  20     13.00
WA515       0304  21     27.00
WA515       0304  22     31.00
WA515       0304  23     25.00
WA515       0304  24     18.00
WA515       0304  25     18.00
WA515       0304  26     19.00
WA515       0304  27     22.00
WA515       0304  28     20.00
WA515       0304  29     26.00
WA515       0304  30     17.00
WA515       0304  31     13.00
WA515       0404   1     14.00
WA515       0404   2     22.00
WA515       0404   3     35.00
WA515       0404   4     28.00
WA515       0404   5     33.00
WA515       0404   6     33.00
WA515       0404   7     27.00
WA515       0404   8     25.00
WA515       0404   9     30.00
WA515       0404  10     34.00
WA515       0404  11     38.00
WA515       0404  12     32.00
WA515       0404  13     27.00
WA515       0404  14     23.00
WA515       0404  15     22.00
WA515       0404  16     20.00
WA515       0404  17     22.00
WA515       0404  18     22.00
WA515       0404  19     24.00
WA515       0404  20     23.00
WA515       0404  21     23.00
WA515       0404  22     27.00
WA515       0404  23     23.00
WA515       0404  24     23.00
WA515       0404  25     32.00
WA515       0404  26     40.00
WA515       0404  27     23.00
WA515       0404  28     23.00
WA515       0404  29     30.00
WA515       0404  30     39.00
WA515       0504   1     42.00
WA515       0504   2     34.00
WA515       0504   3     33.00
WA515       0504   4     28.00
WA515       0504   5     25.00
WA515       0504   6     25.00
WA515       0504   7     33.00
WA515       0504   8     28.00
WA515       0504   9     28.00
WA515       0504  10     28.00
WA515       0504  11     26.00
WA515       0504  12     23.00
WA515       0504  13     28.00
WA515       0504  14     31.00
WA515       0504  15     33.00
WA515       0504  16     31.00
WA515       0504  17     35.00
WA515       0504  18     38.00
WA515       0504  19     36.00
WA515       0504  20     37.00
WA515       0504  21     32.00
WA515       0504  22     29.00
WA515       0504  23     29.00
WA515       0504  24     31.00
WA515       0504  25     34.00
WA515       0504  26     33.00
WA515       0504  27     31.00
WA515       0504  28     27.00
WA515       0504  29     26.00
WA515       0504  30     29.00
WA515       0504  31     28.00
WA515       0604   1     27.00
WA515       0604   2     31.00
WA515       0604   3     43.00
WA515       0604   4     45.00
WA515       0604   5     31.00
WA515       0604   6     29.00
WA515       0604   7     32.00
WA515       0604   8     38.00
WA515       0604   9     39.00
WA515       0604  10     30.00
WA515       0604  11     29.00
WA515       0604  12     28.00
WA515       0604  13     29.00
WA515       0604  14     27.00
WA515       0604  15     28.00
WA515       0604  16     39.00
WA515       0604  17     43.00
WA515       0604  18     43.00
WA515       0604  19     44.00
WA515       0604  20     46.00
WA515       0604  21     51.00
WA515       0604  22     55.00
WA515       0604  23     57.00
WA515       0604  24     54.00
WA515       0604  25     54.00
WA515       0604  26     42.00
WA515       0604  27     40.00
WA515       0604  28     42.00
WA515       0604  29     47.00
WA515       0604  30     47.00
WA515       0704   1     43.00
WA515       0704   2     42.00
WA515       0704   3     39.00
WA515       0704   4     40.00
WA515       0704   5     44.00
WA515       0704   6     38.00
WA515       0704   7     30.00
WA515       0704   8     33.00
WA515       0704   9     36.00
WA515       0704  10     34.00
WA515       0704  11     34.00
WA515       0704  12     45.00
WA515       0704  13     52.00
WA515       0704  14     52.00
WA515       0704  15     52.00
WA515       0704  16     48.00
WA515       0704  17     56.00
WA515       0704  18     53.00
WA515       0704  19     44.00
WA515       0704  20     41.00
WA515       0704  21     40.00
WA515       0704  22     48.00
WA515       0704  23     55.00
WA515       0704  24     58.00
WA515       0704  25     49.00
WA515       0704  26     46.00
WA515       0704  27     47.00
WA515       0704  28     52.00
WA515       0704  29     51.00
WA515       0704  30     49.00
WA515       0704  31     45.00
WA515       0804   1     47.00
WA515       0804   2     47.00
WA515       0804   3     43.00
WA515       0804   4     44.00
WA515       0804   5     39.00
WA515       0804   6     36.00
WA515       0804   7     37.00
WA515       0804   8     44.00
WA515       0804   9     49.00
WA515       0804  10     52.00
WA515       0804  11     58.00
WA515       0804  12     58.00
WA515       0804  13     61.00
WA515       0804  14     60.00
WA515       0804  15     58.00
WA515       0804  16     52.00
WA515       0804  17     52.00
WA515       0804  18     51.00
WA515       0804  19     54.00
WA515       0804  20     48.00
WA515       0804  21     45.00
WA515       0804  22     38.00
WA515       0804  23     37.00
WA515       0804  24     38.00
WA515       0804  25     34.00
WA515       0804  26     38.00
WA515       0804  27     39.00
WA515       0804  28     40.00
WA515       0804  29     43.00
WA515       0804  30     44.00
WA515       0804  31     51.00
WA515       0904   1     31.00
WA515       0904   2     30.00
WA515       0904   3     35.00
WA515       0904   4     36.00
WA515       0904   5     35.00
WA515       0904   6     34.00
WA515       0904   7     38.00
WA515       0904   8     39.00
WA515       0904   9     35.00
WA515       0904  10     33.00
WA515       0904  11     35.00
WA515       0904  12     32.00
WA515       0904  13     33.00
WA515       0904  14     29.00
WA515       0904  15     29.00
WA515       0904  16     32.00
WA515       0904  17     31.00
WA515       0904  18     28.00
WA515       0904  19     29.00
WA515       0904  20     25.00
WA515       0904  21     28.00
WA515       0904  22     35.00
WA515       0904  23     39.00
WA515       0904  24     40.00
WA515       0904  25     44.00
WA515       0904  26     42.00
WA515       0904  27     49.00
WA515       0904  28     46.00
WA515       0904  29     39.00
WA515       0904  30     33.00
WA515       1004   1     31.00
WA515       1004   2     44.00
WA515       1004   3     46.00
WA515       1004   4     43.00
WA515       1004   5     41.00
WA515       1004   6     31.00
WA515       1004   7     30.00
WA515       1004   8     32.00
WA515       1004   9     27.00
WA515       1004  10     31.00
WA515       1004  11     35.00
WA515       1004  12     37.00
WA515       1004  13     42.00
WA515       1004  14     42.00
WA515       1004  15     36.00
WA515       1004  16     28.00
WA515       1004  17     26.00
WA515       1004  18     23.00
WA515       1004  19     27.00
WA515       1004  20     27.00
WA515       1004  21     21.00
WA515       1004  22     20.00
WA515       1004  23     18.00
WA515       1004  24     18.00
WA515       1004  25     18.00
WA515       1004  26     22.00
WA515       1004  27     29.00
WA515       1004  28     26.00
WA515       1004  29     24.00
WA515       1004  30     20.00
WA515       1004  31     14.00
WA515       1104   1     15.00
WA515       1104   2     19.00
WA515       1104   3     16.00
WA515       1104   4     21.00
WA515       1104   5     32.00
WA515       1104   6     31.00
WA515       1104   7     34.00
WA515       1104   8     40.00
WA515       1104   9     30.00
WA515       1104  10     28.00
WA515       1104  11     32.00
WA515       1104  12     32.00
WA515       1104  13     24.00
WA515       1104  14     20.00
WA515       1104  15     21.00
WA515       1104  16     18.00
WA515       1104  17     13.00
WA515       1104  18     19.00
WA515       1104  19     15.00
WA515       1104  20     18.00
WA515       1104  21     27.00
WA515       1104  22     25.00
WA515       1104  23     23.00
WA515       1104  24     30.00
WA515       1104  25     18.00
WA515       1104  26     16.00
WA515       1104  27     10.00
WA515       1104  28     12.00
WA515       1104  29     12.00
WA515       1104  30     17.00
WA515       1204   1     15.00
WA515       1204   2     16.00
WA515       1204   3     23.00
WA515       1204   4     16.00
WA515       1204   5     11.00
WA515       1204   6     10.00
WA515       1204   7     12.00
WA515       1204   8     18.00
WA515       1204   9     18.00
WA515       1204  10     21.00
WA515       1204  11     13.00
WA515       1204  12     13.00
WA515       1204  13     18.00
WA515       1204  14     20.00
WA515       1204  15     23.00
WA515       1204  16     26.00
WA515       1204  17     29.00
WA515       1204  18     35.00
WA515       1204  19     19.00
WA515       1204  20     17.00
WA515       1204  21     16.00
WA515       1204  22     16.00
WA515       1204  23     18.00
WA515       1204  24     26.00
WA515       1204  25     16.00
WA515       1204  26     18.00
WA515       1204  27     20.00
WA515       1204  28     20.00
WA515       1204  29     21.00
WA515       1204  30     18.00
WA515       1204  31     16.00
WA515       0105   1     15.00
WA515       0105   2      9.00
WA515       0105   3      3.00
WA515       0105   4      3.00
WA515       0105   5     12.00
WA515       0105   6      4.00
WA515       0105   7      5.00
WA515       0105   8      7.00
WA515       0105   9      5.00
WA515       0105  10      6.00
WA515       0105  11      9.00
WA515       0105  12      9.00
WA515       0105  13      4.00
WA515       0105  14     -3.00
WA515       0105  15      2.00
WA515       0105  16     14.00
WA515       0105  17     17.00
WA515       0105  18     34.00
WA515       0105  19     35.00
WA515       0105  20     32.00
WA515       0105  21     30.00
WA515       0105  22     30.00
WA515       0105  23     36.00
WA515       0105  24     34.00
WA515       0105  25     29.00
WA515       0105  26     26.00
WA515       0105  27     22.00
WA515       0105  28     21.00
WA515       0105  29     22.00
WA515       0105  30     25.00
WA515       0105  31     21.00
WA515       0205   1     21.00
WA515       0205   2     27.00
WA515       0205   3     31.00
WA515       0205   4     17.00
WA515       0205   5     10.00
WA515       0205   6      9.00
WA515       0205   7     13.00
WA515       0205   8     14.00
WA515       0205   9     19.00
WA515       0205  10     21.00
WA515       0205  11     16.00
WA515       0205  12     18.00
WA515       0205  13     12.00
WA515       0205  14      7.00
WA515       0205  15      6.00
WA515       0205  16     13.00
WA515       0205  17     19.00
WA515       0205  18     17.00
WA515       0205  19     10.00
WA515       0205  20      8.00
WA515       0205  21     20.00
WA515       0205  22     25.00
WA515       0205  23     31.00
WA515       0205  24     30.00
WA515       0205  25     26.00
WA515       0205  26     28.00
WA515       0205  27     28.00
WA515       0205  28     24.00
WA515       0305   1     23.00
WA515       0305   2     23.00
WA515       0305   3     24.00
WA515       0305   4     25.00
WA515       0305   5     25.00
WA515       0305   6     27.00
WA515       0305   7     30.00
WA515       0305   8     29.00
WA515       0305   9     31.00
WA515       0305  10     32.00
WA515       0305  11     26.00
WA515       0305  12     21.00
WA515       0305  13     25.00
WA515       0305  14     26.00
WA515       0305  15     23.00
WA515       0305  16     18.00
WA515       0305  17     18.00
WA515       0305  18     18.00
WA515       0305  19     18.00
WA515       0305  20     19.00
WA515       0305  21     13.00
WA515       0305  22     13.00
WA515       0305  23     15.00
WA515       0305  24     14.00
WA515       0305  25     19.00
WA515       0305  26     20.00
WA515       0305  27     23.00
WA515       0305  28     16.00
WA515       0305  29     17.00
WA515       0305  30     16.00
WA515       0305  31     17.00
WA515       0405   1     14.00
WA515       0405   2     12.00
WA515       0405   3     21.00
WA515       0405   4     13.00
WA515       0405   5     13.00
WA515       0405   6     25.00
WA515       0405   7     20.00
WA515       0405   8     15.00
WA515       0405   9     18.00
WA515       0405  10     18.00
WA515       0405  11     18.00
WA515       0405  12     15.00
WA515       0405  13     12.00
WA515       0405  14     17.00
WA515       0405  15     18.00
WA515       0405  16     20.00
WA515       0405  17     19.00
WA515       0405  18     21.00
WA515       0405  19     24.00
WA515       0405  20     32.00
WA515       0405  21     37.00
WA515       0405  22     38.00
WA515       0405  23     35.00
WA515       0405  24     35.00
WA515       0405  25     43.00
WA515       0405  26     44.00
WA515       0405  27     32.00
WA515       0405  28     27.00
WA515       0405  29     26.00
WA515       0405  30     29.00
WA515       0505   1     31.00
WA515       0505   2     33.00
WA515       0505   3     32.00
WA515       0505   4     35.00
WA515       0505   5     35.00
WA515       0505   6     32.00
WA515       0505   7     29.00
WA515       0505   8     34.00
WA515       0505   9     36.00
WA515       0505  10     34.00
WA515       0505  11     34.00
WA515       0505  12     38.00
WA515       0505  13     39.00
WA515       0505  14     39.00
WA515       0505  15     33.00
WA515       0505  16     27.00
WA515       0505  17     26.00
WA515       0505  18     29.00
WA515       0505  19     27.00
WA515       0505  20     27.00
WA515       0505  21     26.00
WA515       0505  22     25.00
WA515       0505  23     25.00
WA515       0505  24     27.00
WA515       0505  25     34.00
WA515       0505  26     42.00
WA515       0505  27     48.00
WA515       0505  28     52.00
WA515       0505  29     47.00
WA515       0505  30     41.00
WA515       0505  31     31.00
WA515       0605   1     29.00
WA515       0605   2     33.00
WA515       0605   3     30.00
WA515       0605   4     28.00
WA515       0605   5     26.00
WA515       0605   6     25.00
WA515       0605   7     30.00
WA515       0605   8     30.00
WA515       0605   9     32.00
WA515       0605  10     35.00
WA515       0605  11     28.00
WA515       0605  12     26.00
WA515       0605  13     31.00
WA515       0605  14     29.00
WA515       0605  15     26.00
WA515       0605  16     39.00
WA515       0605  17     33.00
WA515       0605  18     33.00
WA515       0605  19     35.00
WA515       0605  20     44.00
WA515       0605  21     42.00
WA515       0605  22     35.00
WA515       0605  23     33.00
WA515       0605  24     40.00
WA515       0605  25     36.00
WA515       0605  26     41.00
WA515       0605  27     40.00
WA515       0605  28     40.00
WA515       0605  29     39.00
WA515       0605  30     42.00
WA515       0705   1     37.00
WA515       0705   2     35.00
WA515       0705   3     34.00
WA515       0705   4     43.00
WA515       0705   5     48.00
WA515       0705   6     36.00
WA515       0705   7     33.00
WA515       0705   8     37.00
WA515       0705   9     32.00
WA515       0705  10     34.00
WA515       0705  11     36.00
WA515       0705  12     40.00
WA515       0705  13     38.00
WA515       0705  14     38.00
WA515       0705  15     41.00
WA515       0705  16     40.00
WA515       0705  17     40.00
WA515       0705  18     48.00
WA515       0705  19     43.00
WA515       0705  20     41.00
WA515       0705  21     46.00
WA515       0705  22     43.00
WA515       0705  23     38.00
WA515       0705  24     37.00
WA515       0705  25     42.00
WA515       0705  26     48.00
WA515       0705  27     49.00
WA515       0705  28     49.00
WA515       0705  29     46.00
WA515       0705  30     45.00
WA515       0705  31     48.00
WA515       0805   1     37.00
WA515       0805   2     35.00
WA515       0805   3     46.00
WA515       0805   4     53.00
WA515       0805   5     50.00
WA515       0805   6     49.00
WA515       0805   7     46.00
WA515       0805   8     49.00
WA515       0805   9     49.00
WA515       0805  10     47.00
WA515       0805  11     45.00
WA515       0805  12     46.00
WA515       0805  13     42.00
WA515       0805  14     50.00
WA515       0805  15     50.00
WA515       0805  16     45.00
WA515       0805  17     38.00
WA515       0805  18     36.00
WA515       0805  19     45.00
WA515       0805  20     51.00
WA515       0805  21     47.00
WA515       0805  22     38.00
WA515       0805  23     33.00
WA515       0805  24     36.00
WA515       0805  25     42.00
WA515       0805  26     46.00
WA515       0805  27     45.00
WA515       0805  28     42.00
WA515       0805  29     34.00
WA515       0805  30     34.00
WA515       0805  31     35.00
WA515       0905   1     40.00
WA515       0905   2     38.00
WA515       0905   3     36.00
WA515       0905   4     32.00
WA515       0905   5     30.00
WA515       0905   6     40.00
WA515       0905   7     41.00
WA515       0905   8     39.00
WA515       0905   9     30.00
WA515       0905  10     30.00
WA515       0905  11     33.00
WA515       0905  12     35.00
WA515       0905  13     35.00
WA515       0905  14     38.00
WA515       0905  15     35.00
WA515       0905  16     34.00
WA515       0905  17     33.00
WA515       0905  18     33.00
WA515       0905  19     34.00
WA515       0905  20     29.00
WA515       0905  21     28.00
WA515       0905  22     28.00
WA515       0905  23     25.00
WA515       0905  24     30.00
WA515       0905  25     35.00
WA515       0905  26     38.00
WA515       0905  27     33.00
WA515       0905  28     37.00
WA515       0905  29     38.00
WA515       0905  30     28.00
WA515       1005   1     26.00
WA515       1005   2     26.00
WA515       1005   3     26.00
WA515       1005   4     24.00
WA515       1005   5     29.00
WA515       1005   6     30.00
WA515       1005   7     27.00
WA515       1005   8     27.00
WA515       1005   9     28.00
WA515       1005  10     32.00
WA515       1005  11     27.00
WA515       1005  12     29.00
WA515       1005  13     30.00
WA515       1005  14     31.00
WA515       1005  15     33.00
WA515       1005  16     31.00
WA515       1005  17     38.00
WA515       1005  18     33.00
WA515       1005  19     34.00
WA515       1005  20     29.00
WA515       1005  21     31.00
WA515       1005  22     34.00
WA515       1005  23     35.00
WA515       1005  24     33.00
WA515       1005  25     29.00
WA515       1005  26     23.00
WA515       1005  27     23.00
WA515       1005  28     25.00
WA515       1005  29     23.00
WA515       1005  30     22.00
WA515       1005  31     24.00
WA515       1105   1     20.00
WA515       1105   2     20.00
WA515       1105   3     20.00
WA515       1105   4     18.00
WA515       1105   5     18.00
WA515       1105   6     16.00
WA515       1105   7     15.00
WA515       1105   8     15.00
WA515       1105   9     17.00
WA515       1105  10     20.00
WA515       1105  11     17.00
WA515       1105  12     16.00
WA515       1105  13     17.00
WA515       1105  14     11.00
WA515       1105  15     14.00
WA515       1105  16     28.00
WA515       1105  17     28.00
WA515       1105  18     37.00
WA515       1105  19     38.00
WA515       1105  20     39.00
WA515       1105  21     40.00
WA515       1105  22     43.00
WA515       1105  23     37.00
WA515       1105  24     30.00
WA515       1105  25     16.00
WA515       1105  26     10.00
WA515       1105  27      7.00
WA515       1105  28      8.00
WA515       1105  29     10.00
WA515       1105  30      6.00
WA515       1205   1      8.00
WA515       1205   2      6.00
WA515       1205   3      9.00
WA515       1205   4      7.00
WA515       1205   5     11.00
WA515       1205   6      6.00
WA515       1205   7      4.00
WA515       1205   8     19.00
WA515       1205   9     28.00
WA515       1205  10     34.00
WA515       1205  11     36.00
WA515       1205  12     17.00
WA515       1205  13     12.00
WA515       1205  14     15.00
WA515       1205  15     18.00
WA515       1205  16     15.00
WA515       1205  17      8.00
WA515       1205  18      6.00
WA515       1205  19      9.00
WA515       1205  20     19.00
WA515       1205  21     23.00
WA515       1205  22     23.00
WA515       1205  23     23.00
WA515       1205  24     24.00
WA515       1205  25     25.00
WA515       1205  26     21.00
WA515       1205  27     18.00
WA515       1205  28     19.00
WA515       1205  29     17.00
WA515       1205  30     18.00
WA515       1205  31     18.00
WA515       0106   1     18.00
WA515       0106   2     18.00
WA515       0106   3     13.00
WA515       0106   4     15.00
WA515       0106   5     19.00
WA515       0106   6     24.00
WA515       0106   7     19.00
WA515       0106   8     15.00
WA515       0106   9     17.00
WA515       0106  10     22.00
WA515       0106  11     19.00
WA515       0106  12     17.00
WA515       0106  13     18.00
WA515       0106  14     15.00
WA515       0106  15     12.00
WA515       0106  16     13.00
WA515       0106  17     14.00
WA515       0106  18     19.00
WA515       0106  19     15.00
WA515       0106  20     14.00
WA515       0106  21     15.00
WA515       0106  22     18.00
WA515       0106  23     24.00
WA515       0106  24     24.00
WA515       0106  25     18.00
WA515       0106  26     17.00
WA515       0106  27     14.00
WA515       0106  28     15.00
WA515       0106  29     15.00
WA515       0106  30     17.00
WA515       0106  31     16.00
WA515       0206   1     16.00
WA515       0206   2     19.00
WA515       0206   3     19.00
WA515       0206   4     18.00
WA515       0206   5     15.00
WA515       0206   6     16.00
WA515       0206   7     26.00
WA515       0206   8     13.00
WA515       0206   9     11.00
WA515       0206  10     10.00
WA515       0206  11     13.00
WA515       0206  12     25.00
WA515       0206  13     11.00
WA515       0206  14      5.00
WA515       0206  15      5.00
WA515       0206  16     -4.00
WA515       0206  17     -7.00
WA515       0206  18      0.00
WA515       0206  19      6.00
WA515       0206  20      9.00
WA515       0206  21     13.00
WA515       0206  22     18.00
WA515       0206  23      7.00
WA515       0206  24      1.00
WA515       0206  25      6.00
WA515       0206  26     19.00
WA515       0206  27     20.00
WA515       0206  28     15.00
WA515       0306   1     12.00
WA515       0306   2     17.00
WA515       0306   3     15.00
WA515       0306   4     15.00
WA515       0306   5     18.00
WA515       0306   6     17.00
WA515       0306   7     17.00
WA515       0306   8     12.00
WA515       0306   9      9.00
WA515       0306  10      7.00
WA515       0306  11     10.00
WA515       0306  12      9.00
WA515       0306  13      8.00
WA515       0306  14     14.00
WA515       0306  15     12.00
WA515       0306  16     18.00
WA515       0306  17     15.00
WA515       0306  18     13.00
WA515       0306  19     11.00
WA515       0306  20     20.00
WA515       0306  21     18.00
WA515       0306  22     21.00
WA515       0306  23     26.00
WA515       0306  24     20.00
WA515       0306  25     15.00
WA515       0306  26     14.00
WA515       0306  27     17.00
WA515       0306  28     23.00
WA515       0306  29     23.00
WA515       0306  30     22.00
WA515       0306  31     23.00
WA515       0406   1     22.00
WA515       0406   2     18.00
WA515       0406   3     25.00
WA515       0406   4     24.00
WA515       0406   5     26.00
WA515       0406   6     22.00
WA515       0406   7     22.00
WA515       0406   8     26.00
WA515       0406   9     24.00
WA515       0406  10     24.00
WA515       0406  11     21.00
WA515       0406  12     20.00
WA515       0406  13     20.00
WA515       0406  14     15.00
WA515       0406  15     13.00
WA515       0406  16     13.00
WA515       0406  17     15.00
WA515       0406  18     16.00
WA515       0406  19     23.00
WA515       0406  20     30.00
WA515       0406  21     17.00
WA515       0406  22     18.00
WA515       0406  23     24.00
WA515       0406  24     32.00
WA515       0406  25     30.00
WA515       0406  26     26.00
WA515       0406  27     26.00
WA515       0406  28     36.00
WA515       0406  29     19.00
WA515       0406  30     19.00
WA515       0506   1     17.00
WA515       0506   2     17.00
WA515       0506   3     25.00
WA515       0506   4     32.00
WA515       0506   5     33.00
WA515       0506   6     26.00
WA515       0506   7     21.00
WA515       0506   8     18.00
WA515       0506   9     17.00
WA515       0506  10     31.00
WA515       0506  11     26.00
WA515       0506  12     20.00
WA515       0506  13     21.00
WA515       0506  14     37.00
WA515       0506  15     47.00
WA515       0506  16     52.00
WA515       0506  17     54.00
WA515       0506  18     47.00
WA515       0506  19     41.00
WA515       0506  20     34.00
WA515       0506  21     33.00
WA515       0506  22     32.00
WA515       0506  23     31.00
WA515       0506  24     29.00
WA515       0506  25     28.00
WA515       0506  26     28.00
WA515       0506  27     28.00
WA515       0506  28     30.00
WA515       0506  29     30.00
WA515       0506  30     30.00
WA515       0506  31     41.00
WA515       0606   1     41.00
WA515       0606   2     33.00
WA515       0606   3     30.00
WA515       0606   4     36.00
WA515       0606   5     36.00
WA515       0606   6     36.00
WA515       0606   7     39.00
WA515       0606   8     33.00
WA515       0606   9     32.00
WA515       0606  10     36.00
WA515       0606  11     37.00
WA515       0606  12     39.00
WA515       0606  13     39.00
WA515       0606  14     34.00
WA515       0606  15     33.00
WA515       0606  16     33.00
WA515       0606  17     32.00
WA515       0606  18     32.00
WA515       0606  19     32.00
WA515       0606  20     31.00
WA515       0606  21     33.00
WA515       0606  22     33.00
WA515       0606  23     33.00
WA515       0606  24     46.00
WA515       0606  25     54.00
WA515       0606  26     59.00
WA515       0606  27     47.00
WA515       0606  28     43.00
WA515       0606  29     45.00
WA515       0606  30     49.00
WA515       0706   1     48.00
WA515       0706   2     51.00
WA515       0706   3     54.00
WA515       0706   4     54.00
WA515       0706   5     48.00
WA515       0706   6     35.00
WA515       0706   7     33.00
WA515       0706   8     47.00
WA515       0706   9     49.00
WA515       0706  10     43.00
WA515       0706  11     41.00
WA515       0706  12     38.00
WA515       0706  13     36.00
WA515       0706  14     39.00
WA515       0706  15     38.00
WA515       0706  16     38.00
WA515       0706  17     38.00
WA515       0706  18     35.00
WA515       0706  19     44.00
WA515       0706  20     45.00
WA515       0706  21     60.00
WA515       0706  22     65.00
WA515       0706  23     59.00
WA515       0706  24     53.00
WA515       0706  25     50.00
WA515       0706  26     48.00
WA515       0706  27     48.00
WA515       0706  28     41.00
WA515       0706  29     35.00
WA515       0706  30     33.00
WA515       0706  31     31.00
WA515       0806   1     37.00
WA515       0806   2     36.00
WA515       0806   3     40.00
WA515       0806   4     40.00
WA515       0806   5     43.00
WA515       0806   6     49.00
WA515       0806   7     50.00
WA515       0806   8     45.00
WA515       0806   9     43.00
WA515       0806  10     38.00
WA515       0806  11     37.00
WA515       0806  12     35.00
WA515       0806  13     44.00
WA515       0806  14     46.00
WA515       0806  15     42.00
WA515       0806  16     44.00
WA515       0806  17     44.00
WA515       0806  18     49.00
WA515       0806  19     51.00
WA515       0806  20     50.00
WA515       0806  21     55.00
WA515       0806  22     42.00
WA515       0806  23     39.00
WA515       0806  24     37.00
WA515       0806  25     41.00
WA515       0806  26     49.00
WA515       0806  27     51.00
WA515       0806  28     49.00
WA515       0806  29     31.00
WA515       0806  30     31.00
WA515       0806  31     30.00
WA515       0906   1     42.00
WA515       0906   2     47.00
WA515       0906   3     58.00
WA515       0906   4     59.00
WA515       0906   5     56.00
WA515       0906   6     51.00
WA515       0906   7     51.00
WA515       0906   8     44.00
WA515       0906   9     36.00
WA515       0906  10     36.00
WA515       0906  11     47.00
WA515       0906  12     41.00
WA515       0906  13     29.00
WA515       0906  14     28.00
WA515       0906  15     27.00
WA515       0906  16     27.00
WA515       0906  17     28.00
WA515       0906  18     33.00
WA515       0906  19     32.00
WA515       0906  20     32.00
WA515       0906  21     29.00
WA515       0906  22     30.00
WA515       0906  23     36.00
WA515       0906  24     45.00
WA515       0906  25     47.00
WA515       0906  26     46.00
WA515       0906  27     47.00
WA515       0906  28     46.00
WA515       0906  29     45.00
WA515       0906  30     30.00
WA515       1006   1     29.00
WA515       1006   2     27.00
WA515       1006   3     33.00
WA515       1006   4     31.00
WA515       1006   5     36.00
WA515       1006   6     26.00
WA515       1006   7     24.00
WA515       1006   8     28.00
WA515       1006   9     30.00
WA515       1006  10     37.00
WA515       1006  11     39.00
WA515       1006  12     47.00
WA515       1006  13     44.00
WA515       1006  14     34.00
WA515       1006  15     30.00
WA515       1006  16     25.00
WA515       1006  17     23.00
WA515       1006  18     28.00
WA515       1006  19     29.00
WA515       1006  20     27.00
WA515       1006  21     32.00
WA515       1006  22     28.00
WA515       1006  23     29.00
WA515       1006  24     23.00
WA515       1006  25     22.00
WA515       1006  26     26.00
WA515       1006  27     32.00
WA515       1006  28     30.00
WA515       1006  29      8.00
WA515       1006  30      3.00
WA515       1006  31      9.00
WA515       1106   1     11.00
WA515       1106   2     14.00
WA515       1106   3     18.00
WA515       1106   4     28.00
WA515       1106   5     28.00
WA515       1106   6     30.00
WA515       1106   7     24.00
WA515       1106   8     18.00
WA515       1106   9     15.00
WA515       1106  10     18.00
WA515       1106  11     17.00
WA515       1106  12     20.00
WA515       1106  13     18.00
WA515       1106  14     15.00
WA515       1106  15     17.00
WA515       1106  16     14.00
WA515       1106  17     16.00
