$ Get data for 515:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:54:28 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA515           Harts Pass
WA515       0108  16      4.00
WA515       0108  17     14.00
WA515       0108  18     21.00
WA515       0108  19     16.00
WA515       0108  20     -1.00
WA515       0108  21     -3.00
WA515       0108  22     13.00
WA515       0108  23      5.00
WA515       0108  24      1.00
WA515       0108  25     10.00
WA515       0108  26     13.00
WA515       0108  27      6.00
WA515       0108  28      0.00
WA515       0108  29      3.00
WA515       0108  30     10.00
WA515       0108  31     10.00
WA515       0208   1      9.00
WA515       0208   2      8.00
WA515       0208   3      9.00
WA515       0208   4      9.00
WA515       0208   5     12.00
WA515       0208   6     11.00
WA515       0208   7     13.00
WA515       0208   8     18.00
WA515       0208   9     21.00
WA515       0208  10     15.00
WA515       0208  11     17.00
WA515       0208  12     17.00
WA515       0208  13     13.00
WA515       0208  14     11.00
WA515       0208  15     21.00
WA515       0208  16     15.00
WA515       0208  17     16.00
WA515       0208  18     31.00
WA515       0208  19     23.00
WA515       0208  20     24.00
WA515       0208  21     21.00
WA515       0208  22     21.00
WA515       0208  23     18.00
WA515       0208  24     17.00
WA515       0208  25     19.00
WA515       0208  26     20.00
WA515       0208  27     26.00
WA515       0208  28     24.00
WA515       0208  29     21.00
WA515       0308   1     17.00
WA515       0308   2     14.00
WA515       0308   3     16.00
WA515       0308   4     15.00
WA515       0308   5     13.00
WA515       0308   6     24.00
WA515       0308   7     24.00
WA515       0308   8     20.00
WA515       0308   9     23.00
WA515       0308  10     24.00
WA515       0308  11     15.00
WA515       0308  12     12.00
WA515       0308  13     18.00
WA515       0308  14     18.00
WA515       0308  15     16.00
WA515       0308  16     15.00
WA515       0308  17     17.00
WA515       0308  18     13.00
WA515       0308  19     14.00
WA515       0308  20     15.00
WA515       0308  21     10.00
WA515       0308  22     12.00
WA515       0308  23     10.00
WA515       0308  24      8.00
WA515       0308  25      8.00
WA515       0308  26     11.00
WA515       0308  27      8.00
WA515       0308  28      8.00
WA515       0308  29     11.00
WA515       0308  30     12.00
WA515       0308  31      8.00
WA515       0408   1      6.00
WA515       0408   2     10.00
WA515       0408   3     19.00
WA515       0408   4     18.00
WA515       0408   5     16.00
WA515       0408   6     17.00
WA515       0408   7     14.00
WA515       0408   8     15.00
WA515       0408   9     13.00
WA515       0408  10     16.00
WA515       0408  11     18.00
WA515       0408  12     36.00
WA515       0408  13     28.00
WA515       0408  14     17.00
WA515       0408  15     15.00
WA515       0408  16     17.00
WA515       0408  17     21.00
WA515       0408  18     10.00
WA515       0408  19      5.00
WA515       0408  20      5.00
WA515       0408  21      7.00
WA515       0408  22      8.00
WA515       0408  23     19.00
WA515       0408  24     17.00
WA515       0408  25     14.00
WA515       0408  26     23.00
WA515       0408  27     30.00
WA515       0408  28     27.00
WA515       0408  29     17.00
WA515       0408  30     17.00
WA515       0508   1     16.00
WA515       0508   2     24.00
WA515       0508   3     29.00
WA515       0508   4     29.00
WA515       0508   5     29.00
WA515       0508   6     28.00
WA515       0508   7     20.00
WA515       0508   8     20.00
WA515       0508   9     21.00
WA515       0508  10     28.00
WA515       0508  11     21.00
WA515       0508  12     22.00
WA515       0508  13     29.00
WA515       0508  14     31.00
WA515       0508  15     37.00
WA515       0508  16     51.00
WA515       0508  17     48.00
WA515       0508  18     41.00
WA515       0508  19     39.00
WA515       0508  20     26.00
WA515       0508  21     25.00
WA515       0508  22     28.00
WA515       0508  23     33.00
WA515       0508  24     36.00
WA515       0508  25     38.00
WA515       0508  26     37.00
WA515       0508  27     39.00
WA515       0508  28     38.00
WA515       0508  29     32.00
WA515       0508  30     28.00
WA515       0508  31     38.00
WA515       0608   1     31.00
WA515       0608   2     29.00
WA515       0608   3     28.00
WA515       0608   4     26.00
WA515       0608   5     28.00
WA515       0608   6     25.00
WA515       0608   7     27.00
WA515       0608   8     28.00
WA515       0608   9     21.00
WA515       0608  10     21.00
WA515       0608  11     29.00
WA515       0608  12     31.00
WA515       0608  13     29.00
WA515       0608  14     28.00
WA515       0608  15     34.00
WA515       0608  16     35.00
WA515       0608  17     30.00
WA515       0608  18     29.00
WA515       0608  19     32.00
WA515       0608  20     42.00
WA515       0608  21     41.00
WA515       0608  22     34.00
WA515       0608  23     31.00
WA515       0608  24     31.00
WA515       0608  25     33.00
WA515       0608  26     35.00
WA515       0608  27     34.00
WA515       0608  28     53.00
WA515       0608  29     59.00
WA515       0608  30     57.00
WA515       0708   1     55.00
WA515       0708   2     54.00
WA515       0708   3     47.00
WA515       0708   4     39.00
WA515       0708   5     38.00
WA515       0708   6     36.00
WA515       0708   7     36.00
WA515       0708   8     42.00
WA515       0708   9     45.00
WA515       0708  10     34.00
WA515       0708  11     33.00
WA515       0708  12     47.00
WA515       0708  13     46.00
WA515       0708  14     43.00
WA515       0708  15     42.00
WA515       0708  16     42.00
WA515       0708  17     40.00
WA515       0708  18     38.00
WA515       0708  19     38.00
WA515       0708  20     46.00
WA515       0708  21     47.00
WA515       0708  22     42.00
WA515       0708  23     39.00
WA515       0708  24     37.00
WA515       0708  25     46.00
WA515       0708  26     42.00
WA515       0708  27     39.00
WA515       0708  28     35.00
WA515       0708  29     37.00
WA515       0708  30     31.00
WA515       0708  31     35.00
WA515       0808   1     36.00
WA515       0808   2     36.00
WA515       0808   3     37.00
WA515       0808   4     47.00
WA515       0808   5     52.00
WA515       0808   6     56.00
WA515       0808   7     54.00
WA515       0808   8     49.00
WA515       0808   9     36.00
WA515       0808  10     34.00
WA515       0808  11     35.00
WA515       0808  12     44.00
WA515       0808  13     43.00
WA515       0808  14     54.00
WA515       0808  15     62.00
WA515       0808  16     62.00
WA515       0808  17     59.00
WA515       0808  18     47.00
WA515       0808  19     42.00
WA515       0808  20     36.00
WA515       0808  21     31.00
WA515       0808  22     33.00
WA515       0808  23     44.00
WA515       0808  24     42.00
WA515       0808  25     31.00
WA515       0808  26     31.00
WA515       0808  27     32.00
WA515       0808  28     37.00
WA515       0808  29     35.00
WA515       0808  30     30.00
WA515       0808  31     28.00
WA515       0908   1     29.00
WA515       0908   2     30.00
WA515       0908   3     33.00
WA515       0908   4     36.00
WA515       0908   5     38.00
WA515       0908   6     38.00
WA515       0908   7     37.00
WA515       0908   8     41.00
WA515       0908   9     36.00
WA515       0908  10     34.00
WA515       0908  11     48.00
WA515       0908  12     37.00
WA515       0908  13     34.00
WA515       0908  14     45.00
WA515       0908  15     52.00
WA515       0908  16     54.00
WA515       0908  17     56.00
WA515       0908  18     53.00
WA515       0908  19     50.00
WA515       0908  20     35.00
WA515       0908  21     32.00
WA515       0908  22     25.00
WA515       0908  23     23.00
WA515       0908  24     30.00
WA515       0908  25     32.00
WA515       0908  26     32.00
WA515       0908  27     36.00
WA515       0908  28     38.00
WA515       0908  29     45.00
WA515       0908  30     51.00
WA515       1008   1     50.00
WA515       1008   2     41.00
WA515       1008   3     37.00
WA515       1008   4     29.00
WA515       1008   5     24.00
WA515       1008   6     27.00
WA515       1008   7     23.00
WA515       1008   8     20.00
WA515       1008   9     19.00
WA515       1008  10     18.00
WA515       1008  11     18.00
WA515       1008  12     24.00
WA515       1008  13     27.00
WA515       1008  14     22.00
WA515       1008  15     20.00
WA515       1008  16     24.00
WA515       1008  17     37.00
WA515       1008  18     25.00
WA515       1008  19     25.00
WA515       1008  20     22.00
WA515       1008  21     20.00
WA515       1008  22     27.00
WA515       1008  23     28.00
WA515       1008  24     24.00
WA515       1008  25     25.00
WA515       1008  26     26.00
WA515       1008  27     33.00
WA515       1008  28     42.00
WA515       1008  29     37.00
WA515       1008  30     35.00
WA515       1008  31     33.00
WA515       1108   1     30.00
WA515       1108   2     24.00
WA515       1108   3     24.00
WA515       1108   4     17.00
WA515       1108   5     15.00
WA515       1108   6     20.00
WA515       1108   7     30.00
WA515       1108   8     28.00
WA515       1108   9     28.00
WA515       1108  10     22.00
WA515       1108  11     22.00
WA515       1108  12     27.00
WA515       1108  13     14.00
WA515       1108  14     14.00
WA515       1108  15     36.00
WA515       1108  16     39.00
WA515       1108  17     37.00
WA515       1108  18     22.00
WA515       1108  19     20.00
WA515       1108  20     20.00
WA515       1108  21     17.00
WA515       1108  22     14.00
WA515       1108  23     14.00
WA515       1108  24     16.00
WA515       1108  25     16.00
WA515       1108  26     16.00
WA515       1108  27     17.00
WA515       1108  28     24.00
WA515       1108  29     29.00
WA515       1108  30     34.00
WA515       1208   1     30.00
WA515       1208   2     19.00
WA515       1208   3     15.00
WA515       1208   4     12.00
WA515       1208   5     30.00
WA515       1208   6     26.00
WA515       1208   7     21.00
WA515       1208   8     16.00
WA515       1208   9     19.00
WA515       1208  10     20.00
WA515       1208  11     20.00
WA515       1208  12     11.00
WA515       1208  13      2.00
WA515       1208  14    -14.00
WA515       1208  15    -18.00
WA515       1208  16    -10.00
WA515       1208  17     -8.00
WA515       1208  18    -11.00
WA515       1208  19    -17.00
WA515       1208  20    -19.00
WA515       1208  21    -12.00
WA515       1208  22     -1.00
WA515       1208  23      0.00
WA515       1208  24     -3.00
WA515       1208  25      6.00
WA515       1208  26      6.00
WA515       1208  27     11.00
WA515       1208  28     12.00
WA515       1208  29     11.00
WA515       1208  30     10.00
WA515       1208  31      9.00
WA515       0109   1      9.00
WA515       0109   2      1.00
WA515       0109   3      1.00
WA515       0109   4      0.00
WA515       0109   5      2.00
WA515       0109   6     20.00
WA515       0109   7     28.00
WA515       0109   8     18.00
WA515       0109   9     14.00
WA515       0109  10     20.00
WA515       0109  11     24.00
WA515       0109  12     24.00
WA515       0109  13     22.00
WA515       0109  14     31.00
WA515       0109  15     37.00
WA515       0109  16     39.00
WA515       0109  17     39.00
WA515       0109  18     34.00
WA515       0109  19     32.00
WA515       0109  20     32.00
WA515       0109  21     29.00
WA515       0109  22     20.00
WA515       0109  23     11.00
WA515       0109  24      1.00
WA515       0109  25      0.00
WA515       0109  26     -3.00
WA515       0109  27     11.00
WA515       0109  28     16.00
WA515       0109  29     16.00
WA515       0109  30     14.00
WA515       0109  31     12.00
WA515       0209   1     10.00
WA515       0209   2     23.00
WA515       0209   3     26.00
WA515       0209   4     31.00
WA515       0209   5     26.00
WA515       0209   6     12.00
WA515       0209   7     14.00
WA515       0209   8     15.00
WA515       0209   9      6.00
WA515       0209  10      5.00
WA515       0209  11      7.00
WA515       0209  12      7.00
WA515       0209  13      9.00
WA515       0209  14     13.00
WA515       0209  15     12.00
WA515       0209  16     15.00
WA515       0209  17     18.00
WA515       0209  18     16.00
WA515       0209  19     18.00
WA515       0209  20     18.00
WA515       0209  21     18.00
WA515       0209  22     21.00
WA515       0209  23     23.00
WA515       0209  24     20.00
WA515       0209  25     10.00
WA515       0209  26     -7.00
WA515       0209  27      3.00
WA515       0209  28     11.00
WA515       0309   1     15.00
WA515       0309   2     22.00
WA515       0309   3     17.00
WA515       0309   4     15.00
WA515       0309   5      0.00
WA515       0309   6     -2.00
WA515       0309   7      8.00
WA515       0309   8      3.00
WA515       0309   9    -11.00
WA515       0309  10    -16.00
WA515       0309  11      0.00
WA515       0309  12     15.00
WA515       0309  13     22.00
WA515       0309  14     17.00
WA515       0309  15     11.00
WA515       0309  16     12.00
WA515       0309  17     13.00
WA515       0309  18     12.00
WA515       0309  19     21.00
WA515       0309  20     16.00
WA515       0309  21     13.00
WA515       0309  22     18.00
WA515       0309  23     14.00
WA515       0309  24     17.00
WA515       0309  25     15.00
WA515       0309  26     14.00
WA515       0309  27     19.00
WA515       0309  28     15.00
WA515       0309  29     10.00
WA515       0309  30     12.00
WA515       0309  31     10.00
WA515       0409   1      9.00
WA515       0409   2     15.00
WA515       0409   3     14.00
WA515       0409   4     13.00
WA515       0409   5     21.00
WA515       0409   6     27.00
WA515       0409   7     31.00
WA515       0409   8     23.00
WA515       0409   9     21.00
WA515       0409  10     26.00
WA515       0409  11     20.00
WA515       0409  12     20.00
WA515       0409  13     15.00
WA515       0409  14     14.00
WA515       0409  15     17.00
WA515       0409  16     22.00
WA515       0409  17     20.00
WA515       0409  18     18.00
WA515       0409  19     28.00
WA515       0409  20     34.00
WA515       0409  21     35.00
WA515       0409  22     15.00
WA515       0409  23     15.00
WA515       0409  24     15.00
WA515       0409  25     20.00
WA515       0409  26     20.00
WA515       0409  27     20.00
WA515       0409  28     20.00
WA515       0409  29     20.00
WA515       0409  30     20.00
WA515       0509   1     29.00
WA515       0509   2     27.00
WA515       0509   3     22.00
WA515       0509   4     22.00
WA515       0509   5     24.00
WA515       0509   6     20.00
WA515       0509   7     20.00
WA515       0509   8     23.00
WA515       0509   9     27.00
WA515       0509  10     29.00
WA515       0509  11     23.00
WA515       0509  12     20.00
WA515       0509  13     19.00
WA515       0509  14     23.00
WA515       0509  15     22.00
WA515       0509  16     35.00
WA515       0509  17     40.00
WA515       0509  18     30.00
WA515       0509  19     24.00
WA515       0509  20     23.00
WA515       0509  21     25.00
WA515       0509  22     36.00
WA515       0509  23     37.00
WA515       0509  24     35.00
WA515       0509  25     35.00
WA515       0509  26     33.00
WA515       0509  27     30.00
WA515       0509  28     35.00
WA515       0509  29     46.00
WA515       0509  30     44.00
WA515       0509  31     42.00
WA515       0609   1     40.00
WA515       0609   2     44.00
WA515       0609   3     45.00
WA515       0609   4     50.00
WA515       0609   5     45.00
WA515       0609   6     38.00
WA515       0609   7     35.00
WA515       0609   8     36.00
WA515       0609   9     37.00
WA515       0609  10     40.00
WA515       0609  11     40.00
WA515       0609  12     40.00
WA515       0609  13     44.00
WA515       0609  14     41.00
WA515       0609  15     40.00
WA515       0609  16     39.00
WA515       0609  17     37.00
WA515       0609  18     36.00
WA515       0609  19     36.00
WA515       0609  20     33.00
WA515       0609  21     30.00
WA515       0609  22     29.00
WA515       0609  23     28.00
WA515       0609  24     38.00
WA515       0609  25     34.00
WA515       0609  26     32.00
WA515       0609  27     34.00
WA515       0609  28     36.00
WA515       0609  29     33.00
WA515       0609  30     32.00
WA515       0709   1     38.00
WA515       0709   2     47.00
WA515       0709   3     52.00
WA515       0709   4     51.00
WA515       0709   5     49.00
WA515       0709   6     35.00
WA515       0709   7     34.00
WA515       0709   8     35.00
WA515       0709   9     34.00
WA515       0709  10     41.00
WA515       0709  11     49.00
WA515       0709  12     43.00
WA515       0709  13     37.00
WA515       0709  14     36.00
WA515       0709  15     44.00
WA515       0709  16     45.00
WA515       0709  17     52.00
WA515       0709  18     42.00
WA515       0709  19     39.00
WA515       0709  20     46.00
WA515       0709  21     53.00
WA515       0709  22     51.00
WA515       0709  23     47.00
WA515       0709  24     45.00
WA515       0709  25     46.00
WA515       0709  26     50.00
WA515       0709  27     58.00
WA515       0709  28     60.00
WA515       0709  29     52.00
WA515       0709  30     55.00
WA515       0709  31     57.00
WA515       0809   1     55.00
WA515       0809   2     53.00
WA515       0809   3     51.00
WA515       0809   4     50.00
WA515       0809   5     48.00
WA515       0809   6     43.00
WA515       0809   7     41.00
WA515       0809   8     39.00
WA515       0809   9     42.00
WA515       0809  10     40.00
WA515       0809  11     39.00
WA515       0809  12     38.00
WA515       0809  13     34.00
WA515       0809  14     31.00
WA515       0809  15     35.00
WA515       0809  16     35.00
WA515       0809  17     43.00
WA515       0809  18     48.00
WA515       0809  19     55.00
WA515       0809  20     52.00
WA515       0809  21     41.00
WA515       0809  22     37.00
WA515       0809  23     34.00
WA515       0809  24     37.00
WA515       0809  25     37.00
WA515       0809  26     36.00
WA515       0809  27     51.00
WA515       0809  28     47.00
WA515       0809  29     46.00
WA515       0809  30     50.00
WA515       0809  31     54.00
WA515       0909   1     48.00
WA515       0909   2     48.00
WA515       0909   3     35.00
WA515       0909   4     36.00
WA515       0909   5     36.00
WA515       0909   6     32.00
WA515       0909   7     30.00
WA515       0909   8     30.00
WA515       0909   9     39.00
WA515       0909  10     37.00
WA515       0909  11     48.00
WA515       0909  12     52.00
WA515       0909  13     51.00
WA515       0909  14     43.00
WA515       0909  15     40.00
WA515       0909  16     42.00
WA515       0909  17     36.00
WA515       0909  18     45.00
WA515       0909  19     31.00
WA515       0909  20     31.00
WA515       0909  21     40.00
WA515       0909  22     47.00
WA515       0909  23     51.00
WA515       0909  24     42.00
WA515       0909  25     42.00
WA515       0909  26     32.00
WA515       0909  27     31.00
WA515       0909  28     29.00
WA515       0909  29   -999.00
WA515       0909  30     21.00
WA515       1009   1     24.00
WA515       1009   2     23.00
WA515       1009   3     22.00
WA515       1009   4     24.00
WA515       1009   5     24.00
WA515       1009   6     32.00
WA515       1009   7     28.00
WA515       1009   8     24.00
WA515       1009   9     18.00
WA515       1009  10     15.00
WA515       1009  11     13.00
WA515       1009  12     10.00
WA515       1009  13     13.00
WA515       1009  14     26.00
WA515       1009  15     27.00
WA515       1009  16     32.00
WA515       1009  17     32.00
WA515       1009  18     32.00
WA515       1009  19     32.00
WA515       1009  20     28.00
WA515       1009  21     28.00
WA515       1009  22     26.00
WA515       1009  23     27.00
WA515       1009  24     21.00
WA515       1009  25     23.00
WA515       1009  26     19.00
WA515       1009  27     19.00
WA515       1009  28     16.00
WA515       1009  29     18.00
WA515       1009  30     35.00
WA515       1009  31     21.00
WA515       1109   1     20.00
WA515       1109   2     21.00
WA515       1109   3     20.00
WA515       1109   4     22.00
WA515       1109   5     24.00
WA515       1109   6     21.00
WA515       1109   7     19.00
WA515       1109   8     17.00
WA515       1109   9     21.00
WA515       1109  10     19.00
WA515       1109  11     13.00
WA515       1109  12     12.00
WA515       1109  13     12.00
WA515       1109  14      8.00
WA515       1109  15     14.00
WA515       1109  16     16.00
WA515       1109  17     14.00
WA515       1109  18     12.00
WA515       1109  19     18.00
WA515       1109  20     19.00
WA515       1109  21     13.00
WA515       1109  22     16.00
WA515       1109  23     17.00
WA515       1109  24     27.00
WA515       1109  25     21.00
WA515       1109  26     21.00
WA515       1109  27     18.00
WA515       1109  28     18.00
WA515       1109  29     27.00
WA515       1109  30     15.00
WA515       1209   1      9.00
WA515       1209   2     18.00
WA515       1209   3     22.00
WA515       1209   4     10.00
WA515       1209   5      4.00
WA515       1209   6     -7.00
WA515       1209   7     -9.00
WA515       1209   8     -8.00
WA515       1209   9     -1.00
WA515       1209  10      6.00
WA515       1209  11     14.00
WA515       1209  12      8.00
WA515       1209  13      6.00
WA515       1209  14      4.00
WA515       1209  15      4.00
WA515       1209  16     20.00
WA515       1209  17     22.00
WA515       1209  18     21.00
WA515       1209  19     24.00
WA515       1209  20     22.00
WA515       1209  21     16.00
WA515       1209  22     11.00
WA515       1209  23     12.00
WA515       1209  24     17.00
WA515       1209  25     22.00
WA515       1209  26     18.00
WA515       1209  27     15.00
WA515       1209  28     13.00
WA515       1209  29      9.00
WA515       1209  30      8.00
WA515       1209  31     11.00
WA515       0110   1     13.00
WA515       0110   2     19.00
WA515       0110   3     17.00
WA515       0110   4     20.00
WA515       0110   5      9.00
WA515       0110   6      7.00
WA515       0110   7      7.00
WA515       0110   8     13.00
WA515       0110   9     13.00
WA515       0110  10     18.00
WA515       0110  11     20.00
WA515       0110  12     25.00
WA515       0110  13     22.00
WA515       0110  14     20.00
WA515       0110  15     16.00
WA515       0110  16     13.00
WA515       0110  17     20.00
WA515       0110  18     22.00
WA515       0110  19     24.00
WA515       0110  20     23.00
WA515       0110  21     22.00
WA515       0110  22     18.00
WA515       0110  23     19.00
WA515       0110  24     16.00
WA515       0110  25     17.00
WA515       0110  26     17.00
WA515       0110  27     15.00
WA515       0110  28     18.00
WA515       0110  29     20.00
WA515       0110  30     23.00
WA515       0110  31     19.00
WA515       0210   1     17.00
WA515       0210   2     20.00
WA515       0210   3     18.00
WA515       0210   4     20.00
WA515       0210   5     21.00
WA515       0210   6     17.00
WA515       0210   7     20.00
WA515       0210   8     18.00
WA515       0210   9     15.00
WA515       0210  10     15.00
WA515       0210  11     19.00
WA515       0210  12     21.00
WA515       0210  13     22.00
WA515       0210  14     21.00
WA515       0210  15     19.00
WA515       0210  16     21.00
WA515       0210  17     18.00
WA515       0210  18     15.00
WA515       0210  19     18.00
WA515       0210  20     17.00
WA515       0210  21     17.00
WA515       0210  22     24.00
WA515       0210  23     17.00
WA515       0210  24     18.00
WA515       0210  25     20.00
WA515       0210  26     22.00
WA515       0210  27     24.00
WA515       0210  28     25.00
WA515       0310   1     25.00
WA515       0310   2     27.00
WA515       0310   3     22.00
WA515       0310   4     16.00
WA515       0310   5     18.00
WA515       0310   6     24.00
WA515       0310   7     23.00
WA515       0310   8      8.00
WA515       0310   9      5.00
WA515       0310  10     11.00
WA515       0310  11     15.00
WA515       0310  12     13.00
WA515       0310  13     10.00
WA515       0310  14     14.00
WA515       0310  15     21.00
WA515       0310  16     23.00
WA515       0310  17     15.00
WA515       0310  18     14.00
WA515       0310  19     16.00
WA515       0310  20     23.00
WA515       0310  21     21.00
WA515       0310  22     21.00
WA515       0310  23     18.00
WA515       0310  24     24.00
WA515       0310  25     23.00
WA515       0310  26     21.00
WA515       0310  27     19.00
WA515       0310  28     24.00
WA515       0310  29     15.00
WA515       0310  30     14.00
WA515       0310  31     14.00
WA515       0410   1     13.00
WA515       0410   2     15.00
WA515       0410   3     14.00
WA515       0410   4     14.00
WA515       0410   5     19.00
WA515       0410   6     17.00
WA515       0410   7     19.00
WA515       0410   8     12.00
WA515       0410   9     10.00
WA515       0410  10      9.00
WA515       0410  11     21.00
WA515       0410  12     25.00
WA515       0410  13     26.00
WA515       0410  14     26.00
WA515       0410  15     31.00
WA515       0410  16     35.00
WA515       0410  17     29.00
WA515       0410  18     28.00
WA515       0410  19     35.00
WA515       0410  20     34.00
WA515       0410  21     27.00
WA515       0410  22     21.00
WA515       0410  23     18.00
WA515       0410  24     18.00
WA515       0410  25     19.00
WA515       0410  26     26.00
WA515       0410  27     23.00
WA515       0410  28     22.00
WA515       0410  29     22.00
WA515       0410  30     22.00
WA515       0510   1     22.00
WA515       0510   2     22.00
WA515       0510   3     17.00
WA515       0510   4     16.00
WA515       0510   5     17.00
WA515       0510   6     22.00
WA515       0510   7     21.00
WA515       0510   8     21.00
WA515       0510   9     22.00
WA515       0510  10     29.00
WA515       0510  11     28.00
WA515       0510  12     28.00
WA515       0510  13     31.00
WA515       0510  14     38.00
WA515       0510  15     39.00
WA515       0510  16     39.00
WA515       0510  17     38.00
WA515       0510  18     29.00
WA515       0510  19     24.00
WA515       0510  20     20.00
WA515       0510  21     17.00
WA515       0510  22     22.00
WA515       0510  23     22.00
WA515       0510  24     25.00
WA515       0510  25     29.00
WA515       0510  26     32.00
WA515       0510  27     31.00
WA515       0510  28     30.00
WA515       0510  29     29.00
WA515       0510  30     30.00
WA515       0510  31     33.00
WA515       0610   1     31.00
WA515       0610   2     27.00
WA515       0610   3     24.00
WA515       0610   4     28.00
WA515       0610   5     26.00
WA515       0610   6     33.00
WA515       0610   7     31.00
WA515       0610   8     30.00
WA515       0610   9     32.00
WA515       0610  10     31.00
WA515       0610  11     33.00
WA515       0610  12     37.00
WA515       0610  13     33.00
WA515       0610  14     29.00
WA515       0610  15     27.00
WA515       0610  16     28.00
WA515       0610  17     31.00
WA515       0610  18     32.00
WA515       0610  19     37.00
WA515       0610  20     37.00
WA515       0610  21     35.00
WA515       0610  22     34.00
WA515       0610  23     42.00
WA515       0610  24     40.00
WA515       0610  25     38.00
WA515       0610  26     34.00
WA515       0610  27     39.00
WA515       0610  28     39.00
WA515       0610  29     31.00
WA515       0610  30     28.00
WA515       0710   1     32.00
WA515       0710   2     31.00
WA515       0710   3     32.00
WA515       0710   4     34.00
WA515       0710   5     33.00
WA515       0710   6     37.00
WA515       0710   7     48.00
WA515       0710   8     51.00
WA515       0710   9     54.00
WA515       0710  10     52.00
WA515       0710  11     46.00
WA515       0710  12     31.00
WA515       0710  13     30.00
WA515       0710  14     35.00
WA515       0710  15     46.00
WA515       0710  16     42.00
WA515       0710  17     41.00
WA515       0710  18     40.00
WA515       0710  19     39.00
WA515       0710  20     48.00
WA515       0710  21   -999.00
WA515       0710  22     41.00
WA515       0710  23     41.00
WA515       0710  24     50.00
WA515       0710  25     50.00
WA515       0710  26     51.00
WA515       0710  27     54.00
WA515       0710  28     51.00
WA515       0710  29     49.00
WA515       0710  30     50.00
WA515       0710  31     44.00
WA515       0810   1     43.00
WA515       0810   2     44.00
WA515       0810   3     47.00
WA515       0810   4     47.00
WA515       0810   5     48.00
WA515       0810   6     47.00
WA515       0810   7     45.00
WA515       0810   8     44.00
WA515       0810   9     42.00
WA515       0810  10     39.00
WA515       0810  11     41.00
WA515       0810  12     44.00
WA515       0810  13     46.00
WA515       0810  14     50.00
WA515       0810  15     53.00
WA515       0810  16     56.00
WA515       0810  17     54.00
WA515       0810  18     47.00
WA515       0810  19     37.00
WA515       0810  20     35.00
WA515       0810  21     39.00
WA515       0810  22     36.00
WA515       0810  23     34.00
WA515       0810  24     45.00
WA515       0810  25     52.00
WA515       0810  26     34.00
WA515       0810  27     33.00
WA515       0810  28     33.00
WA515       0810  29     35.00
WA515       0810  30     34.00
WA515       0810  31     34.00
WA515       0910   1     37.00
WA515       0910   2     37.00
WA515       0910   3     45.00
WA515       0910   4     34.00
WA515       0910   5     33.00
WA515       0910   6     33.00
WA515       0910   7     36.00
WA515       0910   8     37.00
WA515       0910   9     36.00
WA515       0910  10     34.00
WA515       0910  11     34.00
WA515       0910  12     38.00
WA515       0910  13     41.00
WA515       0910  14     41.00
WA515       0910  15     43.00
WA515       0910  16   -999.00
WA515       0910  17     42.00
WA515       0910  18     44.00
WA515       0910  19     38.00
WA515       0910  20     33.00
WA515       0910  21     31.00
WA515       0910  22     32.00
WA515       0910  23     34.00
WA515       0910  24     34.00
WA515       0910  25     37.00
WA515       0910  26     44.00
WA515       0910  27     43.00
WA515       0910  28     37.00
WA515       0910  29     38.00
WA515       0910  30     44.00
WA515       1010   1     48.00
WA515       1010   2     47.00
WA515       1010   3     38.00
WA515       1010   4     33.00
WA515       1010   5     32.00
WA515       1010   6     42.00
WA515       1010   7     39.00
WA515       1010   8     38.00
WA515       1010   9     38.00
WA515       1010  10     29.00
WA515       1010  11     28.00
WA515       1010  12     33.00
WA515       1010  13     35.00
WA515       1010  14     28.00
WA515       1010  15     25.00
WA515       1010  16     26.00
WA515       1010  17     29.00
WA515       1010  18     35.00
WA515       1010  19     38.00
WA515       1010  20     42.00
WA515       1010  21     37.00
WA515       1010  22     32.00
WA515       1010  23     31.00
WA515       1010  24     26.00
WA515       1010  25     26.00
WA515       1010  26     26.00
WA515       1010  27     25.00
WA515       1010  28     28.00
WA515       1010  29     29.00
WA515       1010  30     28.00
WA515       1010  31     26.00
WA515       1110   1     27.00
WA515       1110   2     29.00
WA515       1110   3     33.00
WA515       1110   4     35.00
WA515       1110   5     36.00
WA515       1110   6     34.00
WA515       1110   7     24.00
WA515       1110   8     18.00
WA515       1110   9     18.00
WA515       1110  10     22.00
WA515       1110  11     22.00
WA515       1110  12     24.00
WA515       1110  13     25.00
WA515       1110  14     33.00
WA515       1110  15     26.00
WA515       1110  16     24.00
WA515       1110  17     20.00
WA515       1110  18     14.00
WA515       1110  19     14.00
WA515       1110  20     10.00
WA515       1110  21     -5.00
WA515       1110  22    -13.00
WA515       1110  23    -19.00
WA515       1110  24     -3.00
WA515       1110  25     10.00
WA515       1110  26      6.00
WA515       1110  27     13.00
WA515       1110  28     13.00
WA515       1110  29     10.00
WA515       1110  30     11.00
WA515       1210   1     19.00
WA515       1210   2     16.00
WA515       1210   3     16.00
WA515       1210   4     15.00
WA515       1210   5     16.00
WA515       1210   6     21.00
WA515       1210   7     22.00
WA515       1210   8     22.00
WA515       1210   9     22.00
WA515       1210  10     21.00
WA515       1210  11     18.00
WA515       1210  12     20.00
WA515       1210  13     25.00
