$ Get data for 699:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:25 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA699           Pope Ridge
WA699       0108  26      9.00
WA699       0108  27     14.00
WA699       0108  28     12.00
WA699       0108  29     13.00
WA699       0108  30     18.00
WA699       0108  31     25.00
WA699       0208   1     23.00
WA699       0208   2     19.00
WA699       0208   3     18.00
WA699       0208   4     17.00
WA699       0208   5     23.00
WA699       0208   6     23.00
WA699       0208   7     26.00
WA699       0208   8     31.00
WA699       0208   9     34.00
WA699       0208  10     31.00
WA699       0208  11     30.00
WA699       0208  12     30.00
WA699       0208  13     24.00
WA699       0208  14     23.00
WA699       0208  15     28.00
WA699       0208  16     28.00
WA699       0208  17     27.00
WA699       0208  18     25.00
WA699       0208  19     25.00
WA699       0208  20     28.00
WA699       0208  21     27.00
WA699       0208  22     30.00
WA699       0208  23     27.00
WA699       0208  24     31.00
WA699       0208  25     31.00
WA699       0208  26     30.00
WA699       0208  27     30.00
WA699       0208  28     34.00
WA699       0208  29     34.00
WA699       0308   1     30.00
WA699       0308   2     26.00
WA699       0308   3     29.00
WA699       0308   4     27.00
WA699       0308   5     24.00
WA699       0308   6     30.00
WA699       0308   7     34.00
WA699       0308   8     29.00
WA699       0308   9     29.00
WA699       0308  10     35.00
WA699       0308  11     30.00
WA699       0308  12     27.00
WA699       0308  13     30.00
WA699       0308  14     29.00
WA699       0308  15     29.00
WA699       0308  16     26.00
WA699       0308  17     29.00
WA699       0308  18     27.00
WA699       0308  19     26.00
WA699       0308  20     25.00
WA699       0308  21     23.00
WA699       0308  22     22.00
WA699       0308  23     23.00
WA699       0308  24     18.00
WA699       0308  25     18.00
WA699       0308  26     29.00
WA699       0308  27     19.00
WA699       0308  28     18.00
WA699       0308  29     20.00
WA699       0308  30     18.00
WA699       0308  31     18.00
WA699       0408   1     17.00
WA699       0408   2     21.00
WA699       0408   3     28.00
WA699       0408   4     32.00
WA699       0408   5     27.00
WA699       0408   6     29.00
WA699       0408   7     28.00
WA699       0408   8     28.00
WA699       0408   9     23.00
WA699       0408  10     28.00
WA699       0408  11     29.00
WA699       0408  12     36.00
WA699       0408  13     38.00
WA699       0408  14     32.00
WA699       0408  15     28.00
WA699       0408  16     27.00
WA699       0408  17     32.00
WA699       0408  18     24.00
WA699       0408  19     21.00
WA699       0408  20     20.00
WA699       0408  21     18.00
WA699       0408  22     19.00
WA699       0408  23     31.00
WA699       0408  24     31.00
WA699       0408  25     29.00
WA699       0408  26     29.00
WA699       0408  27     36.00
WA699       0408  28     38.00
WA699       0408  29     32.00
WA699       0408  30     29.00
WA699       0508   1     26.00
WA699       0508   2     31.00
WA699       0508   3     36.00
WA699       0508   4     36.00
WA699       0508   5     37.00
WA699       0508   6     35.00
WA699       0508   7     33.00
WA699       0508   8     30.00
WA699       0508   9     30.00
WA699       0508  10     38.00
WA699       0508  11     34.00
WA699       0508  12     30.00
WA699       0508  13     39.00
WA699       0508  14     39.00
WA699       0508  15     43.00
WA699       0508  16     46.00
WA699       0508  17     48.00
WA699       0508  18     48.00
WA699       0508  19     46.00
WA699       0508  20     39.00
WA699       0508  21     38.00
WA699       0508  22     36.00
WA699       0508  23     44.00
WA699       0508  24     41.00
WA699       0508  25     44.00
WA699       0508  26     47.00
WA699       0508  27     45.00
WA699       0508  28     44.00
WA699       0508  29     43.00
WA699       0508  30     40.00
WA699       0508  31     44.00
WA699       0608   1     42.00
WA699       0608   2     39.00
WA699       0608   3     40.00
WA699       0608   4     39.00
WA699       0608   5     38.00
WA699       0608   6     35.00
WA699       0608   7     40.00
WA699       0608   8     38.00
WA699       0608   9     33.00
WA699       0608  10     33.00
WA699       0608  11     42.00
WA699       0608  12     42.00
WA699       0608  13     40.00
WA699       0608  14     36.00
WA699       0608  15     42.00
WA699       0608  16     42.00
WA699       0608  17     43.00
WA699       0608  18     40.00
WA699       0608  19     41.00
WA699       0608  20     46.00
WA699       0608  21     52.00
WA699       0608  22     43.00
WA699       0608  23     40.00
WA699       0608  24     42.00
WA699       0608  25     42.00
WA699       0608  26     48.00
WA699       0608  27     48.00
WA699       0608  28     53.00
WA699       0608  29     58.00
WA699       0608  30     55.00
WA699       0708   1     56.00
WA699       0708   2     54.00
WA699       0708   3     58.00
WA699       0708   4     50.00
WA699       0708   5     46.00
WA699       0708   6     47.00
WA699       0708   7     49.00
WA699       0708   8     49.00
WA699       0708   9     52.00
WA699       0708  10     42.00
WA699       0708  11     40.00
WA699       0708  12     49.00
WA699       0708  13     53.00
WA699       0708  14     51.00
WA699       0708  15     52.00
WA699       0708  16     49.00
WA699       0708  17     49.00
WA699       0708  18     48.00
WA699       0708  19     47.00
WA699       0708  20     52.00
WA699       0708  21     54.00
WA699       0708  22     51.00
WA699       0708  23     48.00
WA699       0708  24     47.00
WA699       0708  25     52.00
WA699       0708  26     51.00
WA699       0708  27     51.00
WA699       0708  28     44.00
WA699       0708  29     48.00
WA699       0708  30     42.00
WA699       0708  31     42.00
WA699       0808   1     46.00
WA699       0808   2     42.00
WA699       0808   3     45.00
WA699       0808   4     50.00
WA699       0808   5     53.00
WA699       0808   6     56.00
WA699       0808   7     56.00
WA699       0808   8     53.00
WA699       0808   9     47.00
WA699       0808  10     46.00
WA699       0808  11     41.00
WA699       0808  12     49.00
WA699       0808  13     51.00
WA699       0808  14     56.00
WA699       0808  15     60.00
WA699       0808  16     62.00
WA699       0808  17     66.00
WA699       0808  18     57.00
WA699       0808  19     51.00
WA699       0808  20     46.00
WA699       0808  21     41.00
WA699       0808  22     39.00
WA699       0808  23     47.00
WA699       0808  24     51.00
WA699       0808  25     45.00
WA699       0808  26     39.00
WA699       0808  27     44.00
WA699       0808  28     48.00
WA699       0808  29     50.00
WA699       0808  30     39.00
WA699       0808  31     36.00
WA699       0908   1     37.00
WA699       0908   2     39.00
WA699       0908   3     41.00
WA699       0908   4     44.00
WA699       0908   5     47.00
WA699       0908   6     46.00
WA699       0908   7     46.00
WA699       0908   8     45.00
WA699       0908   9     46.00
WA699       0908  10     42.00
WA699       0908  11     48.00
WA699       0908  12     49.00
WA699       0908  13     44.00
WA699       0908  14     47.00
WA699       0908  15     49.00
WA699       0908  16     52.00
WA699       0908  17     55.00
WA699       0908  18     57.00
WA699       0908  19     54.00
WA699       0908  20     47.00
WA699       0908  21     43.00
WA699       0908  22     34.00
WA699       0908  23     31.00
WA699       0908  24     38.00
WA699       0908  25     40.00
WA699       0908  26     39.00
WA699       0908  27     42.00
WA699       0908  28     43.00
WA699       0908  29     46.00
WA699       0908  30     50.00
WA699       1008   1     53.00
WA699       1008   2     49.00
WA699       1008   3     45.00
WA699       1008   4     39.00
WA699       1008   5     36.00
WA699       1008   6     37.00
WA699       1008   7     37.00
WA699       1008   8     31.00
WA699       1008   9     30.00
WA699       1008  10     30.00
WA699       1008  11     29.00
WA699       1008  12     37.00
WA699       1008  13     41.00
WA699       1008  14     32.00
WA699       1008  15     30.00
WA699       1008  16     35.00
WA699       1008  17     43.00
WA699       1008  18     35.00
WA699       1008  19     33.00
WA699       1008  20     34.00
WA699       1008  21     31.00
WA699       1008  22     31.00
WA699       1008  23     35.00
WA699       1008  24     35.00
WA699       1008  25     36.00
WA699       1008  26     32.00
WA699       1008  27     36.00
WA699       1008  28     39.00
WA699       1008  29     36.00
WA699       1008  30     40.00
WA699       1008  31     39.00
WA699       1108   1     39.00
WA699       1108   2     36.00
WA699       1108   3     34.00
WA699       1108   4     30.00
WA699       1108   5     26.00
WA699       1108   6     32.00
WA699       1108   7     34.00
WA699       1108   8     35.00
WA699       1108   9     35.00
WA699       1108  10     33.00
WA699       1108  11     34.00
WA699       1108  12     37.00
WA699       1108  13     28.00
WA699       1108  14     28.00
WA699       1108  15     34.00
WA699       1108  16     36.00
WA699       1108  17     35.00
WA699       1108  18     34.00
WA699       1108  19     30.00
WA699       1108  20     32.00
WA699       1108  21     28.00
WA699       1108  22     26.00
WA699       1108  23     24.00
WA699       1108  24     25.00
WA699       1108  25     27.00
WA699       1108  26     26.00
WA699       1108  27     25.00
WA699       1108  28     23.00
WA699       1108  29     29.00
WA699       1108  30     31.00
WA699       1208   1     30.00
WA699       1208   2     32.00
WA699       1208   3     27.00
WA699       1208   4     25.00
WA699       1208   5     24.00
WA699       1208   6     29.00
WA699       1208   7     30.00
WA699       1208   8     28.00
WA699       1208   9     29.00
WA699       1208  10     31.00
WA699       1208  11     30.00
WA699       1208  12     23.00
WA699       1208  13     16.00
WA699       1208  14     -1.00
WA699       1208  15     -1.00
WA699       1208  16     -1.00
WA699       1208  17     -1.00
WA699       1208  18      5.00
WA699       1208  19     -4.00
WA699       1208  20     -8.00
WA699       1208  21      0.00
WA699       1208  22     10.00
WA699       1208  23      7.00
WA699       1208  24      5.00
WA699       1208  25     12.00
WA699       1208  26     14.00
WA699       1208  27     14.00
WA699       1208  28     26.00
WA699       1208  29     25.00
WA699       1208  30     21.00
WA699       1208  31     23.00
WA699       0109   1     24.00
WA699       0109   2      8.00
WA699       0109   3      8.00
WA699       0109   4     11.00
WA699       0109   5     14.00
WA699       0109   6     30.00
WA699       0109   7     34.00
WA699       0109   8     30.00
WA699       0109   9     26.00
WA699       0109  10     29.00
WA699       0109  11     34.00
WA699       0109  12     33.00
WA699       0109  13     33.00
WA699       0109  14     33.00
WA699       0109  15     28.00
WA699       0109  16     26.00
WA699       0109  17     22.00
WA699       0109  18     23.00
WA699       0109  19     26.00
WA699       0109  20     19.00
WA699       0109  21     13.00
WA699       0109  22     10.00
WA699       0109  23     13.00
WA699       0109  24     12.00
WA699       0109  25     10.00
WA699       0109  26      8.00
WA699       0109  27     12.00
WA699       0109  28     26.00
WA699       0109  29     26.00
WA699       0109  30     24.00
WA699       0109  31     22.00
WA699       0209   1     21.00
WA699       0209   2     25.00
WA699       0209   3     25.00
WA699       0209   4     29.00
WA699       0209   5     29.00
WA699       0209   6     28.00
WA699       0209   7     25.00
WA699       0209   8     22.00
WA699       0209   9     20.00
WA699       0209  10     17.00
WA699       0209  11     16.00
WA699       0209  12     16.00
WA699       0209  13     23.00
WA699       0209  14     25.00
WA699       0209  15     25.00
WA699       0209  16     27.00
WA699       0209  17     29.00
WA699       0209  18     26.00
WA699       0209  19     24.00
WA699       0209  20     25.00
WA699       0209  21     23.00
WA699       0209  22     29.00
WA699       0209  23     29.00
WA699       0209  24     29.00
WA699       0209  25     30.00
WA699       0209  26     19.00
WA699       0209  27     16.00
WA699       0209  28     22.00
WA699       0309   1     29.00
WA699       0309   2     32.00
WA699       0309   3     33.00
WA699       0309   4     31.00
WA699       0309   5     15.00
WA699       0309   6     13.00
WA699       0309   7     19.00
WA699       0309   8     14.00
WA699       0309   9     14.00
WA699       0309  10      9.00
WA699       0309  11      7.00
WA699       0309  12     14.00
WA699       0309  13     21.00
WA699       0309  14     29.00
WA699       0309  15     25.00
WA699       0309  16     24.00
WA699       0309  17     27.00
WA699       0309  18     22.00
WA699       0309  19     33.00
WA699       0309  20     31.00
WA699       0309  21     27.00
WA699       0309  22     30.00
WA699       0309  23     29.00
WA699       0309  24     30.00
WA699       0309  25     26.00
WA699       0309  26     24.00
WA699       0309  27     31.00
WA699       0309  28     30.00
WA699       0309  29     27.00
WA699       0309  30     24.00
WA699       0309  31     28.00
WA699       0409   1     24.00
WA699       0409   2     29.00
WA699       0409   3     29.00
WA699       0409   4     25.00
WA699       0409   5     30.00
WA699       0409   6     33.00
WA699       0409   7     36.00
WA699       0409   8     36.00
WA699       0409   9     33.00
WA699       0409  10     35.00
WA699       0409  11     32.00
WA699       0409  12     32.00
WA699       0409  13     30.00
WA699       0409  14     28.00
WA699       0409  15     28.00
WA699       0409  16     31.00
WA699       0409  17     33.00
WA699       0409  18     30.00
WA699       0409  19     38.00
WA699       0409  20     39.00
WA699       0409  21     40.00
WA699       0409  22     31.00
WA699       0409  23     29.00
WA699       0409  24     27.00
WA699       0409  25     31.00
WA699       0409  26     31.00
WA699       0409  27     34.00
WA699       0409  28     31.00
WA699       0409  29     33.00
WA699       0409  30     33.00
WA699       0509   1     33.00
WA699       0509   2     36.00
WA699       0509   3     32.00
WA699       0509   4     32.00
WA699       0509   5     35.00
WA699       0509   6     34.00
WA699       0509   7     33.00
WA699       0509   8     31.00
WA699       0509   9     35.00
WA699       0509  10     36.00
WA699       0509  11     35.00
WA699       0509  12     33.00
WA699       0509  13     30.00
WA699       0509  14     33.00
WA699       0509  15     31.00
WA699       0509  16     39.00
WA699       0509  17     46.00
WA699       0509  18     45.00
WA699       0509  19     35.00
WA699       0509  20     34.00
WA699       0509  21     34.00
WA699       0509  22     40.00
WA699       0509  23     43.00
WA699       0509  24     44.00
WA699       0509  25     44.00
WA699       0509  26     41.00
WA699       0509  27     38.00
WA699       0509  28     43.00
WA699       0509  29     50.00
WA699       0509  30     49.00
WA699       0509  31     52.00
WA699       0609   1     50.00
WA699       0609   2     47.00
WA699       0609   3     48.00
WA699       0609   4     50.00
WA699       0609   5     53.00
WA699       0609   6     50.00
WA699       0609   7     44.00
WA699       0609   8     41.00
WA699       0609   9     44.00
WA699       0609  10     44.00
WA699       0609  11   -999.00
WA699       0609  12   -999.00
WA699       0609  13   -999.00
WA699       0609  14   -999.00
WA699       0609  15   -999.00
WA699       0609  16   -999.00
WA699       0609  17   -999.00
WA699       0609  18   -999.00
WA699       0609  19   -999.00
WA699       0609  20   -999.00
WA699       0609  21   -999.00
WA699       0609  22   -999.00
WA699       0609  23   -999.00
WA699       0609  24     49.00
WA699       0609  25     45.00
WA699       0609  26     40.00
WA699       0609  27     43.00
WA699       0609  28     47.00
WA699       0609  29     42.00
WA699       0609  30     44.00
WA699       0709   1     44.00
WA699       0709   2     49.00
WA699       0709   3     54.00
WA699       0709   4     56.00
WA699       0709   5     53.00
WA699       0709   6     47.00
WA699       0709   7     42.00
WA699       0709   8     43.00
WA699       0709   9     43.00
WA699       0709  10     46.00
WA699       0709  11     52.00
WA699       0709  12     56.00
WA699       0709  13     47.00
WA699       0709  14     45.00
WA699       0709  15     49.00
WA699       0709  16     53.00
WA699       0709  17     57.00
WA699       0709  18     54.00
WA699       0709  19     49.00
WA699       0709  20     51.00
WA699       0709  21     55.00
WA699       0709  22     58.00
WA699       0709  23     57.00
WA699       0709  24     52.00
WA699       0709  25     52.00
WA699       0709  26     54.00
WA699       0709  27     60.00
WA699       0709  28     61.00
WA699       0709  29     58.00
WA699       0709  30     57.00
WA699       0709  31     60.00
WA699       0809   1     62.00
WA699       0809   2     60.00
WA699       0809   3     58.00
WA699       0809   4     57.00
WA699       0809   5     56.00
WA699       0809   6     55.00
WA699       0809   7     53.00
WA699       0809   8     50.00
WA699       0809   9     51.00
WA699       0809  10     49.00
WA699       0809  11     53.00
WA699       0809  12     48.00
WA699       0809  13     43.00
WA699       0809  14     42.00
WA699       0809  15     42.00
WA699       0809  16     44.00
WA699       0809  17     50.00
WA699       0809  18     55.00
WA699       0809  19     59.00
WA699       0809  20     61.00
WA699       0809  21     52.00
WA699       0809  22     46.00
WA699       0809  23     46.00
WA699       0809  24     47.00
WA699       0809  25     49.00
WA699       0809  26     45.00
WA699       0809  27     52.00
WA699       0809  28     58.00
WA699       0809  29     56.00
WA699       0809  30     55.00
WA699       0809  31     58.00
WA699       0909   1     57.00
WA699       0909   2     54.00
WA699       0909   3     43.00
WA699       0909   4     43.00
WA699       0909   5     43.00
WA699       0909   6     40.00
WA699       0909   7     39.00
WA699       0909   8     37.00
WA699       0909   9     45.00
WA699       0909  10     46.00
WA699       0909  11     49.00
WA699       0909  12     52.00
WA699       0909  13     56.00
WA699       0909  14     53.00
WA699       0909  15     49.00
WA699       0909  16     52.00
WA699       0909  17     47.00
WA699       0909  18     49.00
WA699       0909  19     47.00
WA699       0909  20     40.00
WA699       0909  21     43.00
WA699       0909  22     48.00
WA699       0909  23     53.00
WA699       0909  24     52.00
WA699       0909  25     51.00
WA699       0909  26     43.00
WA699       0909  27     40.00
WA699       0909  28     42.00
WA699       0909  29     36.00
WA699       0909  30     33.00
WA699       1009   1     34.00
WA699       1009   2     33.00
WA699       1009   3     31.00
WA699       1009   4     39.00
WA699       1009   5     34.00
WA699       1009   6     38.00
WA699       1009   7     40.00
WA699       1009   8     35.00
WA699       1009   9     29.00
WA699       1009  10     26.00
WA699       1009  11     22.00
WA699       1009  12     22.00
WA699       1009  13     24.00
WA699       1009  14     34.00
WA699       1009  15     36.00
WA699       1009  16     42.00
WA699       1009  17     41.00
WA699       1009  18     40.00
WA699       1009  19   -999.00
WA699       1009  20   -999.00
WA699       1009  21     38.00
WA699       1009  22     34.00
WA699       1009  23     37.00
WA699       1009  24     31.00
WA699       1009  25     31.00
WA699       1009  26     33.00
WA699       1009  27     27.00
WA699       1009  28     26.00
WA699       1009  29     31.00
WA699       1009  30     34.00
WA699       1009  31     35.00
WA699       1109   1     31.00
WA699       1109   2     31.00
WA699       1109   3     30.00
WA699       1109   4     30.00
WA699       1109   5     33.00
WA699       1109   6     33.00
WA699       1109   7     31.00
WA699       1109   8     30.00
WA699       1109   9     31.00
WA699       1109  10     31.00
WA699       1109  11     25.00
WA699       1109  12     22.00
WA699       1109  13     22.00
WA699       1109  14     20.00
WA699       1109  15     28.00
WA699       1109  16     29.00
WA699       1109  17     29.00
WA699       1109  18     27.00
WA699       1109  19     31.00
WA699       1109  20     32.00
WA699       1109  21     28.00
WA699       1109  22     29.00
WA699       1109  23     27.00
WA699       1109  24     33.00
WA699       1109  25     34.00
WA699       1109  26     33.00
WA699       1109  27     28.00
WA699       1109  28     28.00
WA699       1109  29     33.00
WA699       1109  30     30.00
WA699       1209   1     20.00
WA699       1209   2     19.00
WA699       1209   3     17.00
WA699       1209   4     14.00
WA699       1209   5     20.00
WA699       1209   6     11.00
WA699       1209   7      2.00
WA699       1209   8      1.00
WA699       1209   9      5.00
WA699       1209  10      6.00
WA699       1209  11      7.00
WA699       1209  12     10.00
WA699       1209  13     14.00
WA699       1209  14     13.00
WA699       1209  15     17.00
WA699       1209  16     24.00
WA699       1209  17     28.00
WA699       1209  18     30.00
WA699       1209  19     33.00
WA699       1209  20     33.00
WA699       1209  21     28.00
WA699       1209  22     22.00
WA699       1209  23     18.00
WA699       1209  24     13.00
WA699       1209  25     12.00
WA699       1209  26     17.00
WA699       1209  27     19.00
WA699       1209  28     18.00
WA699       1209  29     14.00
WA699       1209  30     20.00
WA699       1209  31     21.00
WA699       0110   1     25.00
WA699       0110   2     30.00
WA699       0110   3     28.00
WA699       0110   4     30.00
WA699       0110   5     30.00
WA699       0110   6     17.00
WA699       0110   7     15.00
WA699       0110   8     21.00
WA699       0110   9     23.00
WA699       0110  10     26.00
WA699       0110  11     30.00
WA699       0110  12     33.00
WA699       0110  13     33.00
WA699       0110  14     33.00
WA699       0110  15     32.00
WA699       0110  16     24.00
WA699       0110  17     31.00
WA699       0110  18     33.00
WA699       0110  19     34.00
WA699       0110  20     34.00
WA699       0110  21     33.00
WA699       0110  22     30.00
WA699       0110  23     27.00
WA699       0110  24     25.00
WA699       0110  25     30.00
WA699       0110  26     29.00
WA699       0110  27     25.00
WA699       0110  28     30.00
WA699       0110  29     28.00
WA699       0110  30     32.00
WA699       0110  31     31.00
WA699       0210   1     27.00
WA699       0210   2     31.00
WA699       0210   3     29.00
WA699       0210   4     31.00
WA699       0210   5     33.00
WA699       0210   6     30.00
WA699       0210   7     30.00
WA699       0210   8     33.00
WA699       0210   9     28.00
WA699       0210  10     25.00
WA699       0210  11     30.00
WA699       0210  12     32.00
WA699       0210  13     33.00
WA699       0210  14     33.00
WA699       0210  15     30.00
WA699       0210  16     30.00
WA699       0210  17     26.00
WA699       0210  18     27.00
WA699       0210  19     24.00
WA699       0210  20     25.00
WA699       0210  21     24.00
WA699       0210  22     28.00
WA699       0210  23     26.00
WA699       0210  24     30.00
WA699       0210  25     31.00
WA699       0210  26     33.00
WA699       0210  27     33.00
WA699       0210  28     32.00
WA699       0310   1     33.00
WA699       0310   2     36.00
WA699       0310   3     32.00
WA699       0310   4     28.00
WA699       0310   5     30.00
WA699       0310   6     29.00
WA699       0310   7     30.00
WA699       0310   8     26.00
WA699       0310   9     21.00
WA699       0310  10     25.00
WA699       0310  11     29.00
WA699       0310  12     29.00
WA699       0310  13     25.00
WA699       0310  14     26.00
WA699       0310  15     33.00
WA699       0310  16     34.00
WA699       0310  17     28.00
WA699       0310  18     26.00
WA699       0310  19     27.00
WA699       0310  20     29.00
WA699       0310  21     35.00
WA699       0310  22     31.00
WA699       0310  23     29.00
WA699       0310  24     32.00
WA699       0310  25     35.00
WA699       0310  26     33.00
WA699       0310  27     30.00
WA699       0310  28     34.00
WA699       0310  29     30.00
WA699       0310  30     28.00
WA699       0310  31     25.00
WA699       0410   1     25.00
WA699       0410   2     29.00
WA699       0410   3     27.00
WA699       0410   4     25.00
WA699       0410   5     31.00
WA699       0410   6     29.00
WA699       0410   7     32.00
WA699       0410   8     23.00
WA699       0410   9     21.00
WA699       0410  10     20.00
WA699       0410  11     30.00
WA699       0410  12     35.00
WA699       0410  13     35.00
WA699       0410  14     33.00
WA699       0410  15     35.00
WA699       0410  16     36.00
WA699       0410  17     37.00
WA699       0410  18     35.00
WA699       0410  19     37.00
WA699       0410  20     41.00
WA699       0410  21     38.00
WA699       0410  22     33.00
WA699       0410  23     30.00
WA699       0410  24     32.00
WA699       0410  25     29.00
WA699       0410  26     34.00
WA699       0410  27     35.00
WA699       0410  28     33.00
WA699       0410  29     38.00
WA699       0410  30     36.00
WA699       0510   1     36.00
WA699       0510   2     33.00
WA699       0510   3     32.00
WA699       0510   4     30.00
WA699       0510   5     28.00
WA699       0510   6     32.00
WA699       0510   7     30.00
WA699       0510   8     32.00
WA699       0510   9     31.00
WA699       0510  10     38.00
WA699       0510  11     37.00
WA699       0510  12     37.00
WA699       0510  13     39.00
WA699       0510  14     41.00
WA699       0510  15     43.00
WA699       0510  16     47.00
WA699       0510  17     45.00
WA699       0510  18     37.00
WA699       0510  19     36.00
WA699       0510  20     30.00
WA699       0510  21     29.00
WA699       0510  22     31.00
WA699       0510  23     33.00
WA699       0510  24     33.00
WA699       0510  25     36.00
WA699       0510  26     43.00
WA699       0510  27     38.00
WA699       0510  28     39.00
WA699       0510  29     38.00
WA699       0510  30     38.00
WA699       0510  31     40.00
WA699       0610   1     37.00
WA699       0610   2     39.00
WA699       0610   3     34.00
WA699       0610   4     40.00
WA699       0610   5     35.00
WA699       0610   6     42.00
WA699       0610   7     40.00
WA699       0610   8     37.00
WA699       0610   9     43.00
WA699       0610  10     41.00
WA699       0610  11     41.00
WA699       0610  12     44.00
WA699       0610  13     47.00
WA699       0610  14     44.00
WA699       0610  15     36.00
WA699       0610  16     35.00
WA699       0610  17     40.00
WA699       0610  18     41.00
WA699       0610  19     46.00
WA699       0610  20     47.00
WA699       0610  21     46.00
WA699       0610  22     45.00
WA699       0610  23     50.00
WA699       0610  24     47.00
WA699       0610  25     49.00
WA699       0610  26     45.00
WA699       0610  27     48.00
WA699       0610  28     47.00
WA699       0610  29     44.00
WA699       0610  30     39.00
WA699       0710   1     42.00
WA699       0710   2     41.00
WA699       0710   3     41.00
WA699       0710   4     45.00
WA699       0710   5     43.00
WA699       0710   6     45.00
WA699       0710   7     50.00
WA699       0710   8     53.00
WA699       0710   9     57.00
WA699       0710  10     59.00
WA699       0710  11     57.00
WA699       0710  12     45.00
WA699       0710  13     40.00
WA699       0710  14     45.00
WA699       0710  15     51.00
WA699       0710  16     50.00
WA699       0710  17     51.00
WA699       0710  18     48.00
WA699       0710  19     49.00
WA699       0710  20     54.00
WA699       0710  21     52.00
WA699       0710  22   -999.00
WA699       0710  23     46.00
WA699       0710  24     54.00
WA699       0710  25     53.00
WA699       0710  26     54.00
WA699       0710  27     59.00
WA699       0710  28     56.00
WA699       0710  29     52.00
WA699       0710  30     55.00
WA699       0710  31     49.00
WA699       0810   1     48.00
WA699       0810   2     52.00
WA699       0810   3     52.00
WA699       0810   4     52.00
WA699       0810   5     55.00
WA699       0810   6     53.00
WA699       0810   7     52.00
WA699       0810   8     50.00
WA699       0810   9     49.00
WA699       0810  10     46.00
WA699       0810  11     47.00
WA699       0810  12     52.00
WA699       0810  13     51.00
WA699       0810  14     53.00
WA699       0810  15     54.00
WA699       0810  16     57.00
WA699       0810  17     56.00
WA699       0810  18     55.00
WA699       0810  19     48.00
WA699       0810  20     46.00
WA699       0810  21     50.00
WA699       0810  22     42.00
WA699       0810  23     39.00
WA699       0810  24     48.00
WA699       0810  25     52.00
WA699       0810  26     49.00
WA699       0810  27     40.00
WA699       0810  28     38.00
WA699       0810  29     40.00
WA699       0810  30     41.00
WA699       0810  31     41.00
WA699       0910   1     44.00
WA699       0910   2     43.00
WA699       0910   3     48.00
WA699       0910   4     45.00
WA699       0910   5     40.00
WA699       0910   6     42.00
WA699       0910   7     44.00
WA699       0910   8     45.00
WA699       0910   9     41.00
WA699       0910  10     40.00
WA699       0910  11     40.00
WA699       0910  12     47.00
WA699       0910  13     45.00
WA699       0910  14     47.00
WA699       0910  15     48.00
WA699       0910  16     46.00
WA699       0910  17     48.00
WA699       0910  18     51.00
WA699       0910  19     43.00
WA699       0910  20     42.00
WA699       0910  21     37.00
WA699       0910  22     36.00
WA699       0910  23     41.00
WA699       0910  24     38.00
WA699       0910  25     43.00
WA699       0910  26     51.00
WA699       0910  27     50.00
WA699       0910  28     43.00
WA699       0910  29     41.00
WA699       0910  30     45.00
WA699       1010   1     50.00
WA699       1010   2     48.00
WA699       1010   3     49.00
WA699       1010   4     39.00
WA699       1010   5     36.00
WA699       1010   6     42.00
WA699       1010   7     45.00
WA699       1010   8     46.00
WA699       1010   9     46.00
WA699       1010  10     39.00
WA699       1010  11     35.00
WA699       1010  12     38.00
WA699       1010  13     38.00
WA699       1010  14     40.00
WA699       1010  15     34.00
WA699       1010  16     31.00
WA699       1010  17     32.00
WA699       1010  18     37.00
WA699       1010  19     39.00
WA699       1010  20     39.00
WA699       1010  21     40.00
WA699       1010  22     39.00
WA699       1010  23     38.00
WA699       1010  24     37.00
WA699       1010  25     33.00
WA699       1010  26     32.00
WA699       1010  27     31.00
WA699       1010  28     36.00
WA699       1010  29     33.00
WA699       1010  30     37.00
WA699       1010  31     34.00
WA699       1110   1     36.00
WA699       1110   2     36.00
WA699       1110   3     35.00
WA699       1110   4     37.00
WA699       1110   5     39.00
WA699       1110   6     40.00
WA699       1110   7     32.00
WA699       1110   8     29.00
WA699       1110   9     28.00
WA699       1110  10     28.00
WA699       1110  11     28.00
WA699       1110  12     29.00
WA699       1110  13     32.00
WA699       1110  14     33.00
WA699       1110  15     35.00
WA699       1110  16     34.00
WA699       1110  17     31.00
WA699       1110  18     24.00
WA699       1110  19     26.00
WA699       1110  20     24.00
WA699       1110  21     18.00
WA699       1110  22      9.00
WA699       1110  23     -1.00
WA699       1110  24     -2.00
WA699       1110  25      4.00
WA699       1110  26     13.00
WA699       1110  27     18.00
WA699       1110  28     18.00
WA699       1110  29     17.00
WA699       1110  30     20.00
WA699       1210   1     24.00
WA699       1210   2     22.00
WA699       1210   3     15.00
WA699       1210   4     13.00
WA699       1210   5     25.00
WA699       1210   6     27.00
WA699       1210   7     26.00
WA699       1210   8     28.00
WA699       1210   9     29.00
WA699       1210  10     27.00
WA699       1210  11     26.00
WA699       1210  12     29.00
WA699       1210  13     33.00
WA699       1210  14     27.00
WA699       1210  15     25.00
WA699       1210  16     25.00
WA699       1210  17     22.00
WA699       1210  18     21.00
WA699       1210  19     20.00
WA699       1210  20     24.00
WA699       1210  21     25.00
WA699       1210  22     25.00
WA699       1210  23     22.00
