$ Get data for 699:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:25 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA699           Pope Ridge
WA699       1203  22     14.00
WA699       1203  23     27.00
WA699       1203  24     27.00
WA699       1203  25     18.00
WA699       1203  26     10.00
WA699       1203  27     10.00
WA699       1203  28      6.00
WA699       1203  29      7.00
WA699       1203  30      7.00
WA699       1203  31      8.00
WA699       0104   1     10.00
WA699       0104   2     15.00
WA699       0104   3      1.00
WA699       0104   4     -9.00
WA699       0104   5    -10.00
WA699       0104   6     -5.00
WA699       0104   7      3.00
WA699       0104   8     11.00
WA699       0104   9     22.00
WA699       0104  10     29.00
WA699       0104  11     26.00
WA699       0104  12     24.00
WA699       0104  13     29.00
WA699       0104  14     29.00
WA699       0104  15     27.00
WA699       0104  16     23.00
WA699       0104  17     25.00
WA699       0104  18     28.00
WA699       0104  19     25.00
WA699       0104  20     21.00
WA699       0104  21     16.00
WA699       0104  22     20.00
WA699       0104  23     22.00
WA699       0104  24     21.00
WA699       0104  25   -999.00
WA699       0104  26     20.00
WA699       0104  27     23.00
WA699       0104  28     25.00
WA699       0104  29     33.00
WA699       0104  30     25.00
WA699       0104  31     21.00
WA699       0204   1     18.00
WA699       0204   2     22.00
WA699       0204   3     22.00
WA699       0204   4     19.00
WA699       0204   5     17.00
WA699       0204   6     20.00
WA699       0204   7     19.00
WA699       0204   8     19.00
WA699       0204   9     22.00
WA699       0204  10     22.00
WA699       0204  11     20.00
WA699       0204  12     18.00
WA699       0204  13     16.00
WA699       0204  14     22.00
WA699       0204  15     21.00
WA699       0204  16     25.00
WA699       0204  17     23.00
WA699       0204  18     26.00
WA699       0204  19     24.00
WA699       0204  20     23.00
WA699       0204  21     22.00
WA699       0204  22     20.00
WA699       0204  23     28.00
WA699       0204  24     26.00
WA699       0204  25     19.00
WA699       0204  26     27.00
WA699       0204  27     28.00
WA699       0204  28     24.00
WA699       0204  29     26.00
WA699       0304   1     26.00
WA699       0304   2     21.00
WA699       0304   3     22.00
WA699       0304   4     22.00
WA699       0304   5     23.00
WA699       0304   6     23.00
WA699       0304   7     29.00
WA699       0304   8     34.00
WA699       0304   9     29.00
WA699       0304  10     27.00
WA699       0304  11     29.00
WA699       0304  12     28.00
WA699       0304  13     26.00
WA699       0304  14     30.00
WA699       0304  15     29.00
WA699       0304  16     32.00
WA699       0304  17     35.00
WA699       0304  18     27.00
WA699       0304  19     22.00
WA699       0304  20     21.00
WA699       0304  21     30.00
WA699       0304  22     35.00
WA699       0304  23     35.00
WA699       0304  24     26.00
WA699       0304  25     25.00
WA699       0304  26     30.00
WA699       0304  27     27.00
WA699       0304  28     25.00
WA699       0304  29     29.00
WA699       0304  30     29.00
WA699       0304  31     25.00
WA699       0404   1     23.00
WA699       0404   2     26.00
WA699       0404   3     35.00
WA699       0404   4     34.00
WA699       0404   5     34.00
WA699       0404   6     34.00
WA699       0404   7     32.00
WA699       0404   8     29.00
WA699       0404   9     31.00
WA699       0404  10     34.00
WA699       0404  11     35.00
WA699       0404  12     39.00
WA699       0404  13     34.00
WA699       0404  14     28.00
WA699       0404  15     27.00
WA699       0404  16     27.00
WA699       0404  17     27.00
WA699       0404  18     28.00
WA699       0404  19     27.00
WA699       0404  20     28.00
WA699       0404  21     28.00
WA699       0404  22     31.00
WA699       0404  23     30.00
WA699       0404  24     27.00
WA699       0404  25     32.00
WA699       0404  26     38.00
WA699       0404  27     36.00
WA699       0404  28     34.00
WA699       0404  29     33.00
WA699       0404  30     37.00
WA699       0504   1     42.00
WA699       0504   2     40.00
WA699       0504   3     39.00
WA699       0504   4     35.00
WA699       0504   5     31.00
WA699       0504   6     31.00
WA699       0504   7     36.00
WA699       0504   8     36.00
WA699       0504   9     33.00
WA699       0504  10     31.00
WA699       0504  11     37.00
WA699       0504  12     34.00
WA699       0504  13     32.00
WA699       0504  14     32.00
WA699       0504  15     35.00
WA699       0504  16     40.00
WA699       0504  17     39.00
WA699       0504  18     38.00
WA699       0504  19     42.00
WA699       0504  20     40.00
WA699       0504  21     40.00
WA699       0504  22     39.00
WA699       0504  23     38.00
WA699       0504  24     38.00
WA699       0504  25     36.00
WA699       0504  26     43.00
WA699       0504  27     38.00
WA699       0504  28     34.00
WA699       0504  29     34.00
WA699       0504  30     36.00
WA699       0504  31     33.00
WA699       0604   1     33.00
WA699       0604   2     35.00
WA699       0604   3     43.00
WA699       0604   4     49.00
WA699       0604   5     44.00
WA699       0604   6     38.00
WA699       0604   7     37.00
WA699       0604   8     41.00
WA699       0604   9     39.00
WA699       0604  10     40.00
WA699       0604  11     35.00
WA699       0604  12     34.00
WA699       0604  13     38.00
WA699       0604  14     34.00
WA699       0604  15     31.00
WA699       0604  16     40.00
WA699       0604  17     46.00
WA699       0604  18     42.00
WA699       0604  19     43.00
WA699       0604  20     46.00
WA699       0604  21     52.00
WA699       0604  22     54.00
WA699       0604  23     56.00
WA699       0604  24     55.00
WA699       0604  25     51.00
WA699       0604  26     54.00
WA699       0604  27     51.00
WA699       0604  28     49.00
WA699       0604  29     52.00
WA699       0604  30     49.00
WA699       0704   1     48.00
WA699       0704   2     48.00
WA699       0704   3     46.00
WA699       0704   4     45.00
WA699       0704   5     49.00
WA699       0704   6     52.00
WA699       0704   7     39.00
WA699       0704   8     37.00
WA699       0704   9     42.00
WA699       0704  10     42.00
WA699       0704  11     40.00
WA699       0704  12     46.00
WA699       0704  13     53.00
WA699       0704  14     53.00
WA699       0704  15     57.00
WA699       0704  16     51.00
WA699       0704  17     57.00
WA699       0704  18     56.00
WA699       0704  19     52.00
WA699       0704  20     48.00
WA699       0704  21     44.00
WA699       0704  22     51.00
WA699       0704  23     54.00
WA699       0704  24     56.00
WA699       0704  25     54.00
WA699       0704  26     51.00
WA699       0704  27     53.00
WA699       0704  28     54.00
WA699       0704  29     58.00
WA699       0704  30     53.00
WA699       0704  31     54.00
WA699       0804   1     52.00
WA699       0804   2     54.00
WA699       0804   3     52.00
WA699       0804   4     49.00
WA699       0804   5     45.00
WA699       0804   6     44.00
WA699       0804   7     43.00
WA699       0804   8     46.00
WA699       0804   9     50.00
WA699       0804  10     53.00
WA699       0804  11     57.00
WA699       0804  12     58.00
WA699       0804  13     60.00
WA699       0804  14     62.00
WA699       0804  15     60.00
WA699       0804  16     63.00
WA699       0804  17     60.00
WA699       0804  18     54.00
WA699       0804  19     55.00
WA699       0804  20     56.00
WA699       0804  21     53.00
WA699       0804  22     46.00
WA699       0804  23     44.00
WA699       0804  24     45.00
WA699       0804  25     45.00
WA699       0804  26   -999.00
WA699       0804  27     45.00
WA699       0804  28     46.00
WA699       0804  29     49.00
WA699       0804  30     53.00
WA699       0804  31     52.00
WA699       0904   1     40.00
WA699       0904   2     38.00
WA699       0904   3     43.00
WA699       0904   4     42.00
WA699       0904   5     42.00
WA699       0904   6     41.00
WA699       0904   7     46.00
WA699       0904   8     46.00
WA699       0904   9     44.00
WA699       0904  10     39.00
WA699       0904  11     46.00
WA699       0904  12     40.00
WA699       0904  13     38.00
WA699       0904  14     41.00
WA699       0904  15     41.00
WA699       0904  16     42.00
WA699       0904  17     40.00
WA699       0904  18     35.00
WA699       0904  19     35.00
WA699       0904  20     33.00
WA699       0904  21     36.00
WA699       0904  22     45.00
WA699       0904  23     44.00
WA699       0904  24     43.00
WA699       0904  25     47.00
WA699       0904  26     47.00
WA699       0904  27     49.00
WA699       0904  28     50.00
WA699       0904  29     47.00
WA699       0904  30     42.00
WA699       1004   1     40.00
WA699       1004   2     43.00
WA699       1004   3     45.00
WA699       1004   4     45.00
WA699       1004   5     47.00
WA699       1004   6     44.00
WA699       1004   7     36.00
WA699       1004   8     44.00
WA699       1004   9     36.00
WA699       1004  10     35.00
WA699       1004  11     41.00
WA699       1004  12     44.00
WA699       1004  13     44.00
WA699       1004  14     48.00
WA699       1004  15     45.00
WA699       1004  16     42.00
WA699       1004  17     36.00
WA699       1004  18     33.00
WA699       1004  19     38.00
WA699       1004  20     34.00
WA699       1004  21     35.00
WA699       1004  22     34.00
WA699       1004  23     29.00
WA699       1004  24     28.00
WA699       1004  25     28.00
WA699       1004  26     31.00
WA699       1004  27     33.00
WA699       1004  28     33.00
WA699       1004  29     31.00
WA699       1004  30     33.00
WA699       1004  31     29.00
WA699       1104   1     29.00
WA699       1104   2     33.00
WA699       1104   3     27.00
WA699       1104   4     29.00
WA699       1104   5     29.00
WA699       1104   6     37.00
WA699       1104   7     36.00
WA699       1104   8     34.00
WA699       1104   9     35.00
WA699       1104  10     34.00
WA699       1104  11     33.00
WA699       1104  12     30.00
WA699       1104  13     31.00
WA699       1104  14     32.00
WA699       1104  15     29.00
WA699       1104  16     29.00
WA699       1104  17     25.00
WA699       1104  18     30.00
WA699       1104  19     26.00
WA699       1104  20     26.00
WA699       1104  21     28.00
WA699       1104  22     32.00
WA699       1104  23     31.00
WA699       1104  24     33.00
WA699       1104  25     31.00
WA699       1104  26     27.00
WA699       1104  27     20.00
WA699       1104  28     19.00
WA699       1104  29     23.00
WA699       1104  30     23.00
WA699       1204   1     24.00
WA699       1204   2     26.00
WA699       1204   3     24.00
WA699       1204   4     24.00
WA699       1204   5     23.00
WA699       1204   6     22.00
WA699       1204   7     26.00
WA699       1204   8     28.00
WA699       1204   9     28.00
WA699       1204  10     33.00
WA699       1204  11     27.00
WA699       1204  12     19.00
WA699       1204  13     30.00
WA699       1204  14     29.00
WA699       1204  15     29.00
WA699       1204  16     27.00
WA699       1204  17     28.00
WA699       1204  18     28.00
WA699       1204  19     29.00
WA699       1204  20     24.00
WA699       1204  21     24.00
WA699       1204  22     25.00
WA699       1204  23     24.00
WA699       1204  24     24.00
WA699       1204  25     25.00
WA699       1204  26     27.00
WA699       1204  27     28.00
WA699       1204  28     26.00
WA699       1204  29     27.00
WA699       1204  30     27.00
WA699       1204  31     26.00
WA699       0105   1     24.00
WA699       0105   2     16.00
WA699       0105   3     12.00
WA699       0105   4     12.00
WA699       0105   5      7.00
WA699       0105   6      6.00
WA699       0105   7     15.00
WA699       0105   8     20.00
WA699       0105   9     11.00
WA699       0105  10      8.00
WA699       0105  11      6.00
WA699       0105  12     26.00
WA699       0105  13      6.00
WA699       0105  14      4.00
WA699       0105  15      4.00
WA699       0105  16     11.00
WA699       0105  17     14.00
WA699       0105  18     25.00
WA699       0105  19     40.00
WA699       0105  20     37.00
WA699       0105  21     36.00
WA699       0105  22     36.00
WA699       0105  23     36.00
WA699       0105  24     32.00
WA699       0105  25     34.00
WA699       0105  26     34.00
WA699       0105  27     31.00
WA699       0105  28     31.00
WA699       0105  29     32.00
WA699       0105  30     32.00
WA699       0105  31     30.00
WA699       0205   1     29.00
WA699       0205   2     35.00
WA699       0205   3     37.00
WA699       0205   4     28.00
WA699       0205   5     22.00
WA699       0205   6     20.00
WA699       0205   7     22.00
WA699       0205   8     20.00
WA699       0205   9     26.00
WA699       0205  10     24.00
WA699       0205  11     23.00
WA699       0205  12     27.00
WA699       0205  13     21.00
WA699       0205  14     18.00
WA699       0205  15     16.00
WA699       0205  16     17.00
WA699       0205  17     20.00
WA699       0205  18     21.00
WA699       0205  19     21.00
WA699       0205  20     19.00
WA699       0205  21     22.00
WA699       0205  22     27.00
WA699       0205  23     30.00
WA699       0205  24     31.00
WA699       0205  25     30.00
WA699       0205  26     32.00
WA699       0205  27     31.00
WA699       0205  28     33.00
WA699       0305   1     32.00
WA699       0305   2     32.00
WA699       0305   3     31.00
WA699       0305   4     31.00
WA699       0305   5     33.00
WA699       0305   6     35.00
WA699       0305   7     36.00
WA699       0305   8     36.00
WA699       0305   9     36.00
WA699       0305  10     35.00
WA699       0305  11     40.00
WA699       0305  12     33.00
WA699       0305  13     34.00
WA699       0305  14     33.00
WA699       0305  15     33.00
WA699       0305  16     31.00
WA699       0305  17     28.00
WA699       0305  18     29.00
WA699       0305  19     28.00
WA699       0305  20     32.00
WA699       0305  21     26.00
WA699       0305  22     24.00
WA699       0305  23     27.00
WA699       0305  24     28.00
WA699       0305  25     27.00
WA699       0305  26     32.00
WA699       0305  27     33.00
WA699       0305  28     30.00
WA699       0305  29     31.00
WA699       0305  30     27.00
WA699       0305  31     27.00
WA699       0405   1     31.00
WA699       0405   2     27.00
WA699       0405   3     33.00
WA699       0405   4     27.00
WA699       0405   5     27.00
WA699       0405   6     34.00
WA699       0405   7     32.00
WA699       0405   8     27.00
WA699       0405   9     31.00
WA699       0405  10     29.00
WA699       0405  11     30.00
WA699       0405  12     24.00
WA699       0405  13     22.00
WA699       0405  14     28.00
WA699       0405  15     31.00
WA699       0405  16     33.00
WA699       0405  17     32.00
WA699       0405  18     29.00
WA699       0405  19     33.00
WA699       0405  20     37.00
WA699       0405  21     40.00
WA699       0405  22     43.00
WA699       0405  23     43.00
WA699       0405  24     41.00
WA699       0405  25     44.00
WA699       0405  26     45.00
WA699       0405  27     38.00
WA699       0405  28     32.00
WA699       0405  29     38.00
WA699       0405  30     36.00
WA699       0505   1     36.00
WA699       0505   2     39.00
WA699       0505   3     40.00
WA699       0505   4     42.00
WA699       0505   5     44.00
WA699       0505   6     41.00
WA699       0505   7     38.00
WA699       0505   8     41.00
WA699       0505   9     42.00
WA699       0505  10     42.00
WA699       0505  11     40.00
WA699       0505  12     43.00
WA699       0505  13     44.00
WA699       0505  14     49.00
WA699       0505  15     40.00
WA699       0505  16     37.00
WA699       0505  17     35.00
WA699       0505  18     40.00
WA699       0505  19     36.00
WA699       0505  20     33.00
WA699       0505  21     33.00
WA699       0505  22     33.00
WA699       0505  23     31.00
WA699       0505  24     34.00
WA699       0505  25     39.00
WA699       0505  26     44.00
WA699       0505  27     46.00
WA699       0505  28     51.00
WA699       0505  29     48.00
WA699       0505  30     48.00
WA699       0505  31     42.00
WA699       0605   1     38.00
WA699       0605   2     39.00
WA699       0605   3     40.00
WA699       0605   4     37.00
WA699       0605   5     35.00
WA699       0605   6     33.00
WA699       0605   7     37.00
WA699       0605   8     38.00
WA699       0605   9     39.00
WA699       0605  10     42.00
WA699       0605  11     40.00
WA699       0605  12     39.00
WA699       0605  13     40.00
WA699       0605  14     40.00
WA699       0605  15     35.00
WA699       0605  16     45.00
WA699       0605  17     42.00
WA699       0605  18     41.00
WA699       0605  19     41.00
WA699       0605  20     46.00
WA699       0605  21     53.00
WA699       0605  22     43.00
WA699       0605  23     39.00
WA699       0605  24     46.00
WA699       0605  25     45.00
WA699       0605  26     48.00
WA699       0605  27     49.00
WA699       0605  28     46.00
WA699       0605  29     46.00
WA699       0605  30     48.00
WA699       0705   1     50.00
WA699       0705   2     42.00
WA699       0705   3     41.00
WA699       0705   4     47.00
WA699       0705   5     52.00
WA699       0705   6     49.00
WA699       0705   7     44.00
WA699       0705   8     47.00
WA699       0705   9     43.00
WA699       0705  10     43.00
WA699       0705  11     43.00
WA699       0705  12     47.00
WA699       0705  13     46.00
WA699       0705  14     46.00
WA699       0705  15     50.00
WA699       0705  16     48.00
WA699       0705  17     47.00
WA699       0705  18     53.00
WA699       0705  19     50.00
WA699       0705  20     48.00
WA699       0705  21     51.00
WA699       0705  22     50.00
WA699       0705  23     46.00
WA699       0705  24     44.00
WA699       0705  25     49.00
WA699       0705  26     50.00
WA699       0705  27     54.00
WA699       0705  28     55.00
WA699       0705  29     52.00
WA699       0705  30     52.00
WA699       0705  31     52.00
WA699       0805   1     47.00
WA699       0805   2     42.00
WA699       0805   3     48.00
WA699       0805   4     51.00
WA699       0805   5     54.00
WA699       0805   6     55.00
WA699       0805   7     55.00
WA699       0805   8     54.00
WA699       0805   9     56.00
WA699       0805  10     53.00
WA699       0805  11     52.00
WA699       0805  12     48.00
WA699       0805  13     47.00
WA699       0805  14     51.00
WA699       0805  15     55.00
WA699       0805  16     55.00
WA699       0805  17   -999.00
WA699       0805  18     43.00
WA699       0805  19     47.00
WA699       0805  20     52.00
WA699       0805  21     54.00
WA699       0805  22     56.00
WA699       0805  23     46.00
WA699       0805  24     44.00
WA699       0805  25     47.00
WA699       0805  26     51.00
WA699       0805  27     50.00
WA699       0805  28     52.00
WA699       0805  29     46.00
WA699       0805  30     42.00
WA699       0805  31     43.00
WA699       0905   1     48.00
WA699       0905   2     51.00
WA699       0905   3     45.00
WA699       0905   4     41.00
WA699       0905   5     37.00
WA699       0905   6     42.00
WA699       0905   7     47.00
WA699       0905   8     50.00
WA699       0905   9     42.00
WA699       0905  10     41.00
WA699       0905  11     42.00
WA699       0905  12     42.00
WA699       0905  13     40.00
WA699       0905  14     45.00
WA699       0905  15     43.00
WA699       0905  16     44.00
WA699       0905  17     42.00
WA699       0905  18     39.00
WA699       0905  19     42.00
WA699       0905  20     38.00
WA699       0905  21     35.00
WA699       0905  22     36.00
WA699       0905  23     34.00
WA699       0905  24     36.00
WA699       0905  25     42.00
WA699       0905  26     44.00
WA699       0905  27     41.00
WA699       0905  28     40.00
WA699       0905  29     50.00
WA699       0905  30     42.00
WA699       1005   1     34.00
WA699       1005   2     31.00
WA699       1005   3     33.00
WA699       1005   4     31.00
WA699       1005   5     39.00
WA699       1005   6     41.00
WA699       1005   7     34.00
WA699       1005   8     33.00
WA699       1005   9     34.00
WA699       1005  10     39.00
WA699       1005  11     37.00
WA699       1005  12     40.00
WA699       1005  13     40.00
WA699       1005  14     42.00
WA699       1005  15     40.00
WA699       1005  16     44.00
WA699       1005  17     47.00
WA699       1005  18     42.00
WA699       1005  19     44.00
WA699       1005  20     38.00
WA699       1005  21     40.00
WA699       1005  22     39.00
WA699       1005  23     41.00
WA699       1005  24     41.00
WA699       1005  25     41.00
WA699       1005  26     31.00
WA699       1005  27     30.00
WA699       1005  28     35.00
WA699       1005  29     32.00
WA699       1005  30     31.00
WA699       1005  31     34.00
WA699       1105   1     34.00
WA699       1105   2     32.00
WA699       1105   3     31.00
WA699       1105   4     29.00
WA699       1105   5     29.00
WA699       1105   6     27.00
WA699       1105   7     23.00
WA699       1105   8     22.00
WA699       1105   9     27.00
WA699       1105  10     33.00
WA699       1105  11     29.00
WA699       1105  12     25.00
WA699       1105  13     31.00
WA699       1105  14     22.00
WA699       1105  15     22.00
WA699       1105  16     26.00
WA699       1105  17     29.00
WA699       1105  18     29.00
WA699       1105  19     27.00
WA699       1105  20     25.00
WA699       1105  21     23.00
WA699       1105  22     21.00
WA699       1105  23     19.00
WA699       1105  24     21.00
WA699       1105  25     26.00
WA699       1105  26     18.00
WA699       1105  27     16.00
WA699       1105  28     15.00
WA699       1105  29     21.00
WA699       1105  30     18.00
WA699       1205   1     15.00
WA699       1205   2     16.00
WA699       1205   3     16.00
WA699       1205   4     15.00
WA699       1205   5     21.00
WA699       1205   6     21.00
WA699       1205   7     11.00
WA699       1205   8     11.00
WA699       1205   9     12.00
WA699       1205  10     15.00
WA699       1205  11     17.00
WA699       1205  12     17.00
WA699       1205  13     20.00
WA699       1205  14     15.00
WA699       1205  15     13.00
WA699       1205  16     11.00
WA699       1205  17     10.00
WA699       1205  18      9.00
WA699       1205  19     20.00
WA699       1205  20     24.00
WA699       1205  21     28.00
WA699       1205  22     31.00
WA699       1205  23     34.00
WA699       1205  24     34.00
WA699       1205  25     34.00
WA699       1205  26     32.00
WA699       1205  27     29.00
WA699       1205  28     30.00
WA699       1205  29     28.00
WA699       1205  30     29.00
WA699       1205  31     29.00
WA699       0106   1     29.00
WA699       0106   2     28.00
WA699       0106   3     22.00
WA699       0106   4     26.00
WA699       0106   5     27.00
WA699       0106   6     33.00
WA699       0106   7     32.00
WA699       0106   8     28.00
WA699       0106   9     31.00
WA699       0106  10     34.00
WA699       0106  11     31.00
WA699       0106  12     28.00
WA699       0106  13     31.00
WA699       0106  14     27.00
WA699       0106  15     20.00
WA699       0106  16     24.00
WA699       0106  17     27.00
WA699       0106  18     26.00
WA699       0106  19     24.00
WA699       0106  20     22.00
WA699       0106  21     21.00
WA699       0106  22     24.00
WA699       0106  23     32.00
WA699       0106  24     31.00
WA699       0106  25     31.00
WA699       0106  26     29.00
WA699       0106  27     26.00
WA699       0106  28     29.00
WA699       0106  29     28.00
WA699       0106  30     29.00
WA699       0106  31     29.00
WA699       0206   1     29.00
WA699       0206   2     31.00
WA699       0206   3     28.00
WA699       0206   4     31.00
WA699       0206   5     24.00
WA699       0206   6     26.00
WA699       0206   7     26.00
WA699       0206   8     25.00
WA699       0206   9     19.00
WA699       0206  10     16.00
WA699       0206  11     17.00
WA699       0206  12     26.00
WA699       0206  13     24.00
WA699       0206  14     15.00
WA699       0206  15     12.00
WA699       0206  16     12.00
WA699       0206  17      2.00
WA699       0206  18      6.00
WA699       0206  19     13.00
WA699       0206  20     19.00
WA699       0206  21     22.00
WA699       0206  22     33.00
WA699       0206  23     22.00
WA699       0206  24     11.00
WA699       0206  25     16.00
WA699       0206  26     22.00
WA699       0206  27     30.00
WA699       0206  28     28.00
WA699       0306   1     25.00
WA699       0306   2     26.00
WA699       0306   3     25.00
WA699       0306   4     23.00
WA699       0306   5     29.00
WA699       0306   6     31.00
WA699       0306   7     30.00
WA699       0306   8     26.00
WA699       0306   9     19.00
WA699       0306  10     17.00
WA699       0306  11     20.00
WA699       0306  12     17.00
WA699       0306  13     16.00
WA699       0306  14     28.00
WA699       0306  15     26.00
WA699       0306  16     29.00
WA699       0306  17     26.00
WA699       0306  18     21.00
WA699       0306  19     20.00
WA699       0306  20     32.00
WA699       0306  21     32.00
WA699       0306  22     33.00
WA699       0306  23     33.00
WA699       0306  24     33.00
WA699       0306  25     29.00
WA699       0306  26     28.00
WA699       0306  27     27.00
WA699       0306  28     32.00
WA699       0306  29     30.00
WA699       0306  30     30.00
WA699       0306  31     34.00
WA699       0406   1     32.00
WA699       0406   2     28.00
WA699       0406   3     35.00
WA699       0406   4     33.00
WA699       0406   5     34.00
WA699       0406   6     33.00
WA699       0406   7     32.00
WA699       0406   8     37.00
WA699       0406   9     32.00
WA699       0406  10     30.00
WA699       0406  11     31.00
WA699       0406  12     35.00
WA699       0406  13     35.00
WA699       0406  14     30.00
WA699       0406  15     28.00
WA699       0406  16     26.00
WA699       0406  17     24.00
WA699       0406  18     27.00
WA699       0406  19     31.00
WA699       0406  20     35.00
WA699       0406  21     28.00
WA699       0406  22     27.00
WA699       0406  23     31.00
WA699       0406  24     34.00
WA699       0406  25     36.00
WA699       0406  26     34.00
WA699       0406  27     33.00
WA699       0406  28     39.00
WA699       0406  29     36.00
WA699       0406  30     29.00
WA699       0506   1     31.00
WA699       0506   2     27.00
WA699       0506   3     32.00
WA699       0506   4     35.00
WA699       0506   5     37.00
WA699       0506   6     38.00
WA699       0506   7     38.00
WA699       0506   8     29.00
WA699       0506   9     28.00
WA699       0506  10     35.00
WA699       0506  11     37.00
WA699       0506  12     31.00
WA699       0506  13     31.00
WA699       0506  14     38.00
WA699       0506  15     44.00
WA699       0506  16     49.00
WA699       0506  17     51.00
WA699       0506  18     51.00
WA699       0506  19     51.00
WA699       0506  20     40.00
WA699       0506  21     39.00
WA699       0506  22     40.00
WA699       0506  23     38.00
WA699       0506  24     38.00
WA699       0506  25     37.00
WA699       0506  26     37.00
WA699       0506  27     38.00
WA699       0506  28     37.00
WA699       0506  29     37.00
WA699       0506  30     36.00
WA699       0506  31     44.00
WA699       0606   1     47.00
WA699       0606   2     42.00
WA699       0606   3     39.00
WA699       0606   4     44.00
WA699       0606   5     43.00
WA699       0606   6     44.00
WA699       0606   7     47.00
WA699       0606   8     43.00
WA699       0606   9     42.00
WA699       0606  10     42.00
WA699       0606  11     42.00
WA699       0606  12     47.00
WA699       0606  13     46.00
WA699       0606  14     44.00
WA699       0606  15     42.00
WA699       0606  16     43.00
WA699       0606  17     41.00
WA699       0606  18     40.00
WA699       0606  19     40.00
WA699       0606  20     38.00
WA699       0606  21     41.00
WA699       0606  22     42.00
WA699       0606  23     42.00
WA699       0606  24     48.00
WA699       0606  25     54.00
WA699       0606  26     57.00
WA699       0606  27     58.00
WA699       0606  28     49.00
WA699       0606  29     52.00
WA699       0606  30     52.00
WA699       0706   1     52.00
WA699       0706   2     53.00
WA699       0706   3     59.00
WA699       0706   4     57.00
WA699       0706   5     54.00
WA699       0706   6     47.00
WA699       0706   7     41.00
WA699       0706   8     50.00
WA699       0706   9     56.00
WA699       0706  10     57.00
WA699       0706  11     49.00
WA699       0706  12     48.00
WA699       0706  13     44.00
WA699       0706  14     48.00
WA699       0706  15     45.00
WA699       0706  16     47.00
WA699       0706  17     51.00
WA699       0706  18     44.00
WA699       0706  19     49.00
WA699       0706  20     52.00
WA699       0706  21     59.00
WA699       0706  22     64.00
WA699       0706  23     62.00
WA699       0706  24     60.00
WA699       0706  25     57.00
WA699       0706  26     55.00
WA699       0706  27     56.00
WA699       0706  28     53.00
WA699       0706  29     47.00
WA699       0706  30     41.00
WA699       0706  31     38.00
WA699       0806   1     44.00
WA699       0806   2     42.00
WA699       0806   3     48.00
WA699       0806   4     49.00
WA699       0806   5     48.00
WA699       0806   6     50.00
WA699       0806   7     54.00
WA699       0806   8     57.00
WA699       0806   9     53.00
WA699       0806  10     47.00
WA699       0806  11     47.00
WA699       0806  12     44.00
WA699       0806  13     49.00
WA699       0806  14     52.00
WA699       0806  15     51.00
WA699       0806  16     51.00
WA699       0806  17     49.00
WA699       0806  18     51.00
WA699       0806  19     54.00
WA699       0806  20     52.00
WA699       0806  21     58.00
WA699       0806  22     53.00
WA699       0806  23     48.00
WA699       0806  24     45.00
WA699       0806  25     49.00
WA699       0806  26     52.00
WA699       0806  27     53.00
WA699       0806  28     55.00
WA699       0806  29     47.00
WA699       0806  30     40.00
WA699       0806  31     37.00
WA699       0906   1     43.00
WA699       0906   2     47.00
WA699       0906   3     54.00
WA699       0906   4     60.00
WA699       0906   5     59.00
WA699       0906   6     58.00
WA699       0906   7     56.00
WA699       0906   8     55.00
WA699       0906   9     45.00
WA699       0906  10     42.00
WA699       0906  11     49.00
WA699       0906  12     51.00
WA699       0906  13     41.00
WA699       0906  14     37.00
WA699       0906  15     36.00
WA699       0906  16     35.00
WA699       0906  17     35.00
WA699       0906  18     40.00
WA699       0906  19     40.00
WA699       0906  20     39.00
WA699       0906  21     38.00
WA699       0906  22     36.00
WA699       0906  23     42.00
WA699       0906  24     43.00
WA699       0906  25     45.00
WA699       0906  26     49.00
WA699       0906  27     49.00
WA699       0906  28     51.00
WA699       0906  29     48.00
WA699       0906  30     45.00
WA699       1006   1     40.00
WA699       1006   2     37.00
WA699       1006   3     40.00
WA699       1006   4     42.00
WA699       1006   5     46.00
WA699       1006   6     37.00
WA699       1006   7     34.00
WA699       1006   8     36.00
WA699       1006   9     34.00
WA699       1006  10     38.00
WA699       1006  11     43.00
WA699       1006  12     44.00
WA699       1006  13     44.00
WA699       1006  14     45.00
WA699       1006  15     39.00
WA699       1006  16     38.00
WA699       1006  17     36.00
WA699       1006  18     36.00
WA699       1006  19     41.00
WA699       1006  20     36.00
WA699       1006  21     34.00
WA699       1006  22     32.00
WA699       1006  23     36.00
WA699       1006  24     36.00
WA699       1006  25     30.00
WA699       1006  26     38.00
WA699       1006  27     36.00
WA699       1006  28     35.00
WA699       1006  29     27.00
WA699       1006  30     18.00
WA699       1006  31     17.00
WA699       1106   1     18.00
WA699       1106   2     26.00
WA699       1106   3     28.00
WA699       1106   4     34.00
WA699       1106   5     35.00
WA699       1106   6     38.00
WA699       1106   7     36.00
WA699       1106   8     32.00
WA699       1106   9     31.00
WA699       1106  10     31.00
WA699       1106  11     30.00
WA699       1106  12     32.00
WA699       1106  13     29.00
WA699       1106  14     25.00
WA699       1106  15     31.00
WA699       1106  16     26.00
WA699       1106  17     24.00
WA699       1106  18     27.00
WA699       1106  19     31.00
