$ Get data for 974:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:03 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA974           Waterhole
WA974       1203  30      6.00
WA974       1203  31     17.00
WA974       0104   1     11.00
WA974       0104   2      6.00
WA974       0104   3     -2.00
WA974       0104   4    -11.00
WA974       0104   5      1.00
WA974       0104   6     19.00
WA974       0104   7     28.00
WA974       0104   8     30.00
WA974       0104   9     32.00
WA974       0104  10     30.00
WA974       0104  11     30.00
WA974       0104  12     32.00
WA974       0104  13     32.00
WA974       0104  14     35.00
WA974       0104  15     26.00
WA974       0104  16     23.00
WA974       0104  17     32.00
WA974       0104  18     30.00
WA974       0104  19     27.00
WA974       0104  20     25.00
WA974       0104  21     27.00
WA974       0104  22     29.00
WA974       0104  23     27.00
WA974       0104  24     18.00
WA974       0104  25     16.00
WA974       0104  26     23.00
WA974       0104  27     26.00
WA974       0104  28     28.00
WA974       0104  29     31.00
WA974       0104  30     18.00
WA974       0104  31     17.00
WA974       0204   1     16.00
WA974       0204   2     22.00
WA974       0204   3     25.00
WA974       0204   4     18.00
WA974       0204   5     17.00
WA974       0204   6     24.00
WA974       0204   7     20.00
WA974       0204   8     21.00
WA974       0204   9     21.00
WA974       0204  10     26.00
WA974       0204  11     30.00
WA974       0204  12     31.00
WA974       0204  13     29.00
WA974       0204  14     28.00
WA974       0204  15     22.00
WA974       0204  16     22.00
WA974       0204  17     20.00
WA974       0204  18     27.00
WA974       0204  19     22.00
WA974       0204  20     21.00
WA974       0204  21     21.00
WA974       0204  22     25.00
WA974       0204  23     27.00
WA974       0204  24     25.00
WA974       0204  25     22.00
WA974       0204  26     24.00
WA974       0204  27     25.00
WA974       0204  28     23.00
WA974       0204  29     22.00
WA974       0304   1     19.00
WA974       0304   2     19.00
WA974       0304   3     24.00
WA974       0304   4     18.00
WA974       0304   5     17.00
WA974       0304   6     17.00
WA974       0304   7     31.00
WA974       0304   8     36.00
WA974       0304   9     27.00
WA974       0304  10     25.00
WA974       0304  11     30.00
WA974       0304  12     25.00
WA974       0304  13     26.00
WA974       0304  14     28.00
WA974       0304  15     27.00
WA974       0304  16     32.00
WA974       0304  17     31.00
WA974       0304  18     20.00
WA974       0304  19     18.00
WA974       0304  20     18.00
WA974       0304  21     37.00
WA974       0304  22     30.00
WA974       0304  23     27.00
WA974       0304  24     24.00
WA974       0304  25     24.00
WA974       0304  26     24.00
WA974       0304  27     25.00
WA974       0304  28     23.00
WA974       0304  29     35.00
WA974       0304  30     19.00
WA974       0304  31     16.00
WA974       0404   1     17.00
WA974       0404   2     23.00
WA974       0404   3     33.00
WA974       0404   4     27.00
WA974       0404   5     27.00
WA974       0404   6     27.00
WA974       0404   7     28.00
WA974       0404   8     27.00
WA974       0404   9     29.00
WA974       0404  10     36.00
WA974       0404  11     39.00
WA974       0404  12     32.00
WA974       0404  13     27.00
WA974       0404  14     27.00
WA974       0404  15     26.00
WA974       0404  16     25.00
WA974       0404  17     26.00
WA974       0404  18     25.00
WA974       0404  19     26.00
WA974       0404  20     24.00
WA974       0404  21     26.00
WA974       0404  22     28.00
WA974       0404  23     25.00
WA974       0404  24     24.00
WA974       0404  25     34.00
WA974       0404  26     41.00
WA974       0404  27     27.00
WA974       0404  28     27.00
WA974       0404  29     31.00
WA974       0404  30     38.00
WA974       0504   1     41.00
WA974       0504   2     35.00
WA974       0504   3     35.00
WA974       0504   4     29.00
WA974       0504   5     27.00
WA974       0504   6     28.00
WA974       0504   7     31.00
WA974       0504   8     28.00
WA974       0504   9     27.00
WA974       0504  10     29.00
WA974       0504  11     32.00
WA974       0504  12     30.00
WA974       0504  13     28.00
WA974       0504  14     32.00
WA974       0504  15     33.00
WA974       0504  16     32.00
WA974       0504  17     30.00
WA974       0504  18     36.00
WA974       0504  19     38.00
WA974       0504  20     38.00
WA974       0504  21     35.00
WA974       0504  22     32.00
WA974       0504  23     31.00
WA974       0504  24     32.00
WA974       0504  25     35.00
WA974       0504  26     36.00
WA974       0504  27     32.00
WA974       0504  28     31.00
WA974       0504  29     31.00
WA974       0504  30     32.00
WA974       0504  31     30.00
WA974       0604   1     32.00
WA974       0604   2     34.00
WA974       0604   3     38.00
WA974       0604   4     43.00
WA974       0604   5     35.00
WA974       0604   6     34.00
WA974       0604   7     33.00
WA974       0604   8     38.00
WA974       0604   9     42.00
WA974       0604  10     32.00
WA974       0604  11     31.00
WA974       0604  12     30.00
WA974       0604  13     33.00
WA974       0604  14     31.00
WA974       0604  15     28.00
WA974       0604  16     35.00
WA974       0604  17     42.00
WA974       0604  18     46.00
WA974       0604  19     45.00
WA974       0604  20     47.00
WA974       0604  21     51.00
WA974       0604  22     53.00
WA974       0604  23     53.00
WA974       0604  24     51.00
WA974       0604  25     44.00
WA974       0604  26     42.00
WA974       0604  27     40.00
WA974       0604  28     40.00
WA974       0604  29     41.00
WA974       0604  30     46.00
WA974       0704   1     46.00
WA974       0704   2     45.00
WA974       0704   3     39.00
WA974       0704   4     37.00
WA974       0704   5     42.00
WA974       0704   6     37.00
WA974       0704   7     35.00
WA974       0704   8     36.00
WA974       0704   9     37.00
WA974       0704  10     34.00
WA974       0704  11     40.00
WA974       0704  12     40.00
WA974       0704  13     51.00
WA974       0704  14     49.00
WA974       0704  15     47.00
WA974       0704  16     46.00
WA974       0704  17     49.00
WA974       0704  18     52.00
WA974       0704  19     45.00
WA974       0704  20     44.00
WA974       0704  21     41.00
WA974       0704  22     42.00
WA974       0704  23     53.00
WA974       0704  24     57.00
WA974       0704  25     48.00
WA974       0704  26     47.00
WA974       0704  27     48.00
WA974       0704  28     52.00
WA974       0704  29     50.00
WA974       0704  30     49.00
WA974       0704  31     47.00
WA974       0804   1     47.00
WA974       0804   2     47.00
WA974       0804   3     47.00
WA974       0804   4     44.00
WA974       0804   5     41.00
WA974       0804   6     42.00
WA974       0804   7     41.00
WA974       0804   8     41.00
WA974       0804   9     49.00
WA974       0804  10     53.00
WA974       0804  11     53.00
WA974       0804  12     56.00
WA974       0804  13     53.00
WA974       0804  14     59.00
WA974       0804  15     56.00
WA974       0804  16     53.00
WA974       0804  17     50.00
WA974       0804  18     49.00
WA974       0804  19     51.00
WA974       0804  20     50.00
WA974       0804  21     46.00
WA974       0804  22     42.00
WA974       0804  23     42.00
WA974       0804  24     42.00
WA974       0804  25     43.00
WA974       0804  26     42.00
WA974       0804  27     42.00
WA974       0804  28     42.00
WA974       0804  29     43.00
WA974       0804  30     46.00
WA974       0804  31     49.00
WA974       0904   1     36.00
WA974       0904   2     37.00
WA974       0904   3     37.00
WA974       0904   4     37.00
WA974       0904   5     33.00
WA974       0904   6     38.00
WA974       0904   7     37.00
WA974       0904   8     42.00
WA974       0904   9     39.00
WA974       0904  10     33.00
WA974       0904  11     38.00
WA974       0904  12     34.00
WA974       0904  13     39.00
WA974       0904  14     33.00
WA974       0904  15     36.00
WA974       0904  16     35.00
WA974       0904  17     32.00
WA974       0904  18     31.00
WA974       0904  19     31.00
WA974       0904  20     30.00
WA974       0904  21     32.00
WA974       0904  22     43.00
WA974       0904  23     34.00
WA974       0904  24     40.00
WA974       0904  25     40.00
WA974       0904  26     41.00
WA974       0904  27     44.00
WA974       0904  28     45.00
WA974       0904  29     37.00
WA974       0904  30     35.00
WA974       1004   1     35.00
WA974       1004   2     41.00
WA974       1004   3     42.00
WA974       1004   4     45.00
WA974       1004   5     45.00
WA974       1004   6     34.00
WA974       1004   7     30.00
WA974       1004   8     33.00
WA974       1004   9     32.00
WA974       1004  10     36.00
WA974       1004  11     40.00
WA974       1004  12     45.00
WA974       1004  13     45.00
WA974       1004  14   -999.00
WA974       1004  15   -999.00
WA974       1004  16   -999.00
WA974       1004  17   -999.00
WA974       1004  18   -999.00
WA974       1004  19   -999.00
WA974       1004  20   -999.00
WA974       1004  21   -999.00
WA974       1004  22   -999.00
WA974       1004  23   -999.00
WA974       1004  24   -999.00
WA974       1004  25   -999.00
WA974       1004  26   -999.00
WA974       1004  27     27.00
WA974       1004  28     29.00
WA974       1004  29     26.00
WA974       1004  30     24.00
WA974       1004  31     20.00
WA974       1104   1     22.00
WA974       1104   2     23.00
WA974       1104   3     20.00
WA974       1104   4     25.00
WA974       1104   5     31.00
WA974       1104   6     37.00
WA974       1104   7     42.00
WA974       1104   8     37.00
WA974       1104   9     34.00
WA974       1104  10     35.00
WA974       1104  11     33.00
WA974       1104  12     35.00
WA974       1104  13     30.00
WA974       1104  14     33.00
WA974       1104  15     27.00
WA974       1104  16     20.00
WA974       1104  17     19.00
WA974       1104  18     22.00
WA974       1104  19     17.00
WA974       1104  20     20.00
WA974       1104  21     29.00
WA974       1104  22     29.00
WA974       1104  23     29.00
WA974       1104  24     35.00
WA974       1104  25     21.00
WA974       1104  26     19.00
WA974       1104  27     16.00
WA974       1104  28     15.00
WA974       1104  29     18.00
WA974       1104  30     23.00
WA974       1204   1     23.00
WA974       1204   2     26.00
WA974       1204   3     27.00
WA974       1204   4     24.00
WA974       1204   5     14.00
WA974       1204   6     21.00
WA974       1204   7     23.00
WA974       1204   8     24.00
WA974       1204   9     22.00
WA974       1204  10     31.00
WA974       1204  11     19.00
WA974       1204  12     20.00
WA974       1204  13     31.00
WA974       1204  14     28.00
WA974       1204  15   -999.00
WA974       1204  16   -999.00
WA974       1204  17   -999.00
WA974       1204  18   -999.00
WA974       1204  19   -999.00
WA974       1204  20   -999.00
WA974       1204  21   -999.00
WA974       1204  22   -999.00
WA974       1204  23   -999.00
WA974       1204  24   -999.00
WA974       1204  25   -999.00
WA974       1204  26   -999.00
WA974       1204  27   -999.00
WA974       1204  28   -999.00
WA974       1204  29   -999.00
WA974       1204  30   -999.00
WA974       1204  31   -999.00
WA974       0105   1   -999.00
WA974       0105   2   -999.00
WA974       0105   3   -999.00
WA974       0105   4   -999.00
WA974       0105   5   -999.00
WA974       0105   6   -999.00
WA974       0105   7   -999.00
WA974       0105   8   -999.00
WA974       0105   9   -999.00
WA974       0105  10   -999.00
WA974       0105  11   -999.00
WA974       0105  12   -999.00
WA974       0105  13   -999.00
WA974       0105  14      8.00
WA974       0105  15     20.00
WA974       0105  16     30.00
WA974       0105  17     34.00
WA974       0105  18     38.00
WA974       0105  19     39.00
WA974       0105  20     34.00
WA974       0105  21     35.00
WA974       0105  22     40.00
WA974       0105  23     38.00
WA974       0105  24     39.00
WA974       0105  25     37.00
WA974       0105  26     32.00
WA974       0105  27     28.00
WA974       0105  28     28.00
WA974       0105  29     28.00
WA974       0105  30     31.00
WA974       0105  31     24.00
WA974       0205   1     26.00
WA974       0205   2     35.00
WA974       0205   3     37.00
WA974       0205   4     22.00
WA974       0205   5     19.00
WA974       0205   6     20.00
WA974       0205   7     17.00
WA974       0205   8     18.00
WA974       0205   9     21.00
WA974       0205  10     23.00
WA974       0205  11     29.00
WA974       0205  12     19.00
WA974       0205  13     17.00
WA974       0205  14     11.00
WA974       0205  15     12.00
WA974       0205  16     15.00
WA974       0205  17     26.00
WA974       0205  18     24.00
WA974       0205  19     18.00
WA974       0205  20     13.00
WA974       0205  21     21.00
WA974       0205  22     31.00
WA974       0205  23     33.00
WA974       0205  24     32.00
WA974       0205  25     32.00
WA974       0205  26     31.00
WA974       0205  27     32.00
WA974       0205  28     28.00
WA974       0305   1     29.00
WA974       0305   2     28.00
WA974       0305   3     25.00
WA974       0305   4     28.00
WA974       0305   5     28.00
WA974       0305   6     30.00
WA974       0305   7     32.00
WA974       0305   8     33.00
WA974       0305   9     36.00
WA974       0305  10     34.00
WA974       0305  11     30.00
WA974       0305  12     28.00
WA974       0305  13     29.00
WA974       0305  14     31.00
WA974       0305  15     31.00
WA974       0305  16     24.00
WA974       0305  17     20.00
WA974       0305  18     18.00
WA974       0305  19     18.00
WA974       0305  20     20.00
WA974       0305  21     18.00
WA974       0305  22     19.00
WA974       0305  23     16.00
WA974       0305  24     22.00
WA974       0305  25     19.00
WA974       0305  26     29.00
WA974       0305  27     26.00
WA974       0305  28     23.00
WA974       0305  29     22.00
WA974       0305  30     20.00
WA974       0305  31     28.00
WA974       0405   1     18.00
WA974       0405   2     18.00
WA974       0405   3     23.00
WA974       0405   4     20.00
WA974       0405   5     22.00
WA974       0405   6     29.00
WA974       0405   7     21.00
WA974       0405   8     18.00
WA974       0405   9     19.00
WA974       0405  10     20.00
WA974       0405  11     18.00
WA974       0405  12     17.00
WA974       0405  13     20.00
WA974       0405  14     18.00
WA974       0405  15     23.00
WA974       0405  16     24.00
WA974       0405  17     25.00
WA974       0405  18     23.00
WA974       0405  19     25.00
WA974       0405  20     30.00
WA974       0405  21     36.00
WA974       0405  22     36.00
WA974       0405  23     37.00
WA974       0405  24     35.00
WA974       0405  25     35.00
WA974       0405  26     35.00
WA974       0405  27     35.00
WA974       0405  28     34.00
WA974       0405  29     33.00
WA974       0405  30     32.00
WA974       0505   1     32.00
WA974       0505   2     35.00
WA974       0505   3     33.00
WA974       0505   4     36.00
WA974       0505   5     34.00
WA974       0505   6     33.00
WA974       0505   7     28.00
WA974       0505   8     32.00
WA974       0505   9     35.00
WA974       0505  10     37.00
WA974       0505  11     34.00
WA974       0505  12     36.00
WA974       0505  13     35.00
WA974       0505  14     43.00
WA974       0505  15     34.00
WA974       0505  16     30.00
WA974       0505  17     29.00
WA974       0505  18     31.00
WA974       0505  19     31.00
WA974       0505  20     30.00
WA974       0505  21     29.00
WA974       0505  22     29.00
WA974       0505  23     28.00
WA974       0505  24     29.00
WA974       0505  25     30.00
WA974       0505  26     40.00
WA974       0505  27     49.00
WA974       0505  28     50.00
WA974       0505  29     47.00
WA974       0505  30     43.00
WA974       0505  31     34.00
WA974       0605   1     34.00
WA974       0605   2     36.00
WA974       0605   3     33.00
WA974       0605   4     31.00
WA974       0605   5     30.00
WA974       0605   6     29.00
WA974       0605   7     31.00
WA974       0605   8     33.00
WA974       0605   9     34.00
WA974       0605  10     33.00
WA974       0605  11     31.00
WA974       0605  12     30.00
WA974       0605  13     35.00
WA974       0605  14     33.00
WA974       0605  15     29.00
WA974       0605  16     37.00
WA974       0605  17     33.00
WA974       0605  18     38.00
WA974       0605  19     36.00
WA974       0605  20     42.00
WA974       0605  21     45.00
WA974       0605  22     34.00
WA974       0605  23     35.00
WA974       0605  24     39.00
WA974       0605  25     38.00
WA974       0605  26     41.00
WA974       0605  27     39.00
WA974       0605  28     42.00
WA974       0605  29     45.00
WA974       0605  30     40.00
WA974       0705   1     38.00
WA974       0705   2     37.00
WA974       0705   3     36.00
WA974       0705   4     45.00
WA974       0705   5     47.00
WA974       0705   6     37.00
WA974       0705   7     35.00
WA974       0705   8     37.00
WA974       0705   9     34.00
WA974       0705  10     36.00
WA974       0705  11     42.00
WA974       0705  12     41.00
WA974       0705  13     39.00
WA974       0705  14     40.00
WA974       0705  15     46.00
WA974       0705  16     43.00
WA974       0705  17     41.00
WA974       0705  18     48.00
WA974       0705  19     42.00
WA974       0705  20     40.00
WA974       0705  21     42.00
WA974       0705  22     43.00
WA974       0705  23     39.00
WA974       0705  24     39.00
WA974       0705  25     40.00
WA974       0705  26     43.00
WA974       0705  27     52.00
WA974       0705  28     48.00
WA974       0705  29     45.00
WA974       0705  30     48.00
WA974       0705  31     49.00
WA974       0805   1     38.00
WA974       0805   2     37.00
WA974       0805   3     40.00
WA974       0805   4     52.00
WA974       0805   5     49.00
WA974       0805   6     49.00
WA974       0805   7     48.00
WA974       0805   8     47.00
WA974       0805   9     49.00
WA974       0805  10     42.00
WA974       0805  11     40.00
WA974       0805  12     45.00
WA974       0805  13     51.00
WA974       0805  14     51.00
WA974       0805  15     51.00
WA974       0805  16     48.00
WA974       0805  17     43.00
WA974       0805  18     42.00
WA974       0805  19     41.00
WA974       0805  20     49.00
WA974       0805  21     47.00
WA974       0805  22     40.00
WA974       0805  23     35.00
WA974       0805  24     38.00
WA974       0805  25     41.00
WA974       0805  26     47.00
WA974       0805  27     44.00
WA974       0805  28     38.00
WA974       0805  29     36.00
WA974       0805  30     36.00
WA974       0805  31     41.00
WA974       0905   1     42.00
WA974       0905   2     40.00
WA974       0905   3     38.00
WA974       0905   4     34.00
WA974       0905   5     33.00
WA974       0905   6     37.00
WA974       0905   7     39.00
WA974       0905   8     37.00
WA974       0905   9     35.00
WA974       0905  10     35.00
WA974       0905  11     38.00
WA974       0905  12     35.00
WA974       0905  13     36.00
WA974       0905  14     38.00
WA974       0905  15     33.00
WA974       0905  16     33.00
WA974       0905  17     33.00
WA974       0905  18     35.00
WA974       0905  19     34.00
WA974       0905  20     31.00
WA974       0905  21     30.00
WA974       0905  22     27.00
WA974       0905  23     28.00
WA974       0905  24     30.00
WA974       0905  25     36.00
WA974       0905  26     40.00
WA974       0905  27     34.00
WA974       0905  28     38.00
WA974       0905  29     47.00
WA974       0905  30     32.00
WA974       1005   1     30.00
WA974       1005   2     29.00
WA974       1005   3     27.00
WA974       1005   4     28.00
WA974       1005   5     34.00
WA974       1005   6     36.00
WA974       1005   7     30.00
WA974       1005   8     30.00
WA974       1005   9     31.00
WA974       1005  10     35.00
WA974       1005  11     29.00
WA974       1005  12     35.00
WA974       1005  13     34.00
WA974       1005  14     37.00
WA974       1005  15     35.00
WA974       1005  16     35.00
WA974       1005  17     41.00
WA974       1005  18     39.00
WA974       1005  19     30.00
WA974       1005  20     27.00
WA974       1005  21     40.00
WA974       1005  22     41.00
WA974       1005  23     29.00
WA974       1005  24     28.00
WA974       1005  25     30.00
WA974       1005  26     26.00
WA974       1005  27     25.00
WA974       1005  28     28.00
WA974       1005  29     26.00
WA974       1005  30     30.00
WA974       1005  31     31.00
WA974       1105   1     27.00
WA974       1105   2     27.00
WA974       1105   3     25.00
WA974       1105   4     24.00
WA974       1105   5     24.00
WA974       1105   6     23.00
WA974       1105   7     22.00
WA974       1105   8     24.00
WA974       1105   9     29.00
WA974       1105  10     24.00
WA974       1105  11     21.00
WA974       1105  12     21.00
WA974       1105  13     25.00
WA974       1105  14     18.00
WA974       1105  15     19.00
WA974       1105  16     32.00
WA974       1105  17     31.00
WA974       1105  18     38.00
WA974       1105  19     41.00
WA974       1105  20     41.00
WA974       1105  21     43.00
WA974       1105  22     43.00
WA974       1105  23     39.00
WA974       1105  24     36.00
WA974       1105  25     22.00
WA974       1105  26     18.00
WA974       1105  27     11.00
WA974       1105  28     12.00
WA974       1105  29     19.00
WA974       1105  30     15.00
WA974       1205   1     14.00
WA974       1205   2     14.00
WA974       1205   3     13.00
WA974       1205   4     12.00
WA974       1205   5     23.00
WA974       1205   6     24.00
WA974       1205   7     24.00
WA974       1205   8     24.00
WA974       1205   9     30.00
WA974       1205  10     32.00
WA974       1205  11     35.00
WA974       1205  12     21.00
WA974       1205  13     18.00
WA974       1205  14     21.00
WA974       1205  15     28.00
WA974       1205  16     27.00
WA974       1205  17     20.00
WA974       1205  18     22.00
WA974       1205  19     27.00
WA974       1205  20     37.00
WA974       1205  21     35.00
WA974       1205  22     32.00
WA974       1205  23     30.00
WA974       1205  24     39.00
WA974       1205  25     30.00
WA974       1205  26     28.00
WA974       1205  27     25.00
WA974       1205  28     26.00
WA974       1205  29     25.00
WA974       1205  30     30.00
WA974       1205  31     27.00
WA974       0106   1     27.00
WA974       0106   2     21.00
WA974       0106   3     22.00
WA974       0106   4     24.00
WA974       0106   5     28.00
WA974       0106   6     26.00
WA974       0106   7     22.00
WA974       0106   8     21.00
WA974       0106   9     29.00
WA974       0106  10     28.00
WA974       0106  11     24.00
WA974       0106  12     24.00
WA974       0106  13     27.00
WA974       0106  14     16.00
WA974       0106  15     16.00
WA974       0106  16     23.00
WA974       0106  17     25.00
WA974       0106  18     22.00
WA974       0106  19     22.00
WA974       0106  20     18.00
WA974       0106  21     18.00
WA974       0106  22     21.00
WA974       0106  23     29.00
WA974       0106  24     28.00
WA974       0106  25     23.00
WA974       0106  26     21.00
WA974       0106  27     21.00
WA974       0106  28     22.00
WA974       0106  29     20.00
WA974       0106  30     23.00
WA974       0106  31     23.00
WA974       0206   1     25.00
WA974       0206   2     26.00
WA974       0206   3     21.00
WA974       0206   4     21.00
WA974       0206   5     14.00
WA974       0206   6     23.00
WA974       0206   7     30.00
WA974       0206   8     16.00
WA974       0206   9     16.00
WA974       0206  10     22.00
WA974       0206  11     32.00
WA974       0206  12     31.00
WA974       0206  13     17.00
WA974       0206  14      9.00
WA974       0206  15      8.00
WA974       0206  16      8.00
WA974       0206  17      5.00
WA974       0206  18      3.00
WA974       0206  19      7.00
WA974       0206  20     15.00
WA974       0206  21     18.00
WA974       0206  22     20.00
WA974       0206  23     11.00
WA974       0206  24      6.00
WA974       0206  25     13.00
WA974       0206  26     28.00
WA974       0206  27     29.00
WA974       0206  28     20.00
WA974       0306   1     22.00
WA974       0306   2     17.00
WA974       0306   3     18.00
WA974       0306   4     20.00
WA974       0306   5     27.00
WA974       0306   6     24.00
WA974       0306   7     17.00
WA974       0306   8     16.00
WA974       0306   9     15.00
WA974       0306  10      7.00
WA974       0306  11     14.00
WA974       0306  12     12.00
WA974       0306  13     15.00
WA974       0306  14     21.00
WA974       0306  15     20.00
WA974       0306  16     19.00
WA974       0306  17     18.00
WA974       0306  18     17.00
WA974       0306  19     15.00
WA974       0306  20     19.00
WA974       0306  21     25.00
WA974       0306  22     27.00
WA974       0306  23     30.00
WA974       0306  24     18.00
WA974       0306  25     15.00
WA974       0306  26     19.00
WA974       0306  27     22.00
WA974       0306  28     27.00
WA974       0306  29     21.00
WA974       0306  30     27.00
WA974       0306  31     28.00
WA974       0406   1     24.00
WA974       0406   2     24.00
WA974       0406   3     25.00
WA974       0406   4     22.00
WA974       0406   5     25.00
WA974       0406   6     22.00
WA974       0406   7     25.00
WA974       0406   8     30.00
WA974       0406   9     30.00
WA974       0406  10     27.00
WA974       0406  11     26.00
WA974       0406  12     29.00
WA974       0406  13     27.00
WA974       0406  14     19.00
WA974       0406  15     19.00
WA974       0406  16     19.00
WA974       0406  17     17.00
WA974       0406  18     20.00
WA974       0406  19     29.00
WA974       0406  20     31.00
WA974       0406  21     23.00
WA974       0406  22     20.00
WA974       0406  23     28.00
WA974       0406  24     34.00
WA974       0406  25     32.00
WA974       0406  26     32.00
WA974       0406  27     33.00
WA974       0406  28     35.00
WA974       0406  29     23.00
WA974       0406  30     18.00
WA974       0506   1     23.00
WA974       0506   2     22.00
WA974       0506   3     27.00
WA974       0506   4     33.00
WA974       0506   5     32.00
WA974       0506   6     30.00
WA974       0506   7     26.00
WA974       0506   8     24.00
WA974       0506   9     23.00
WA974       0506  10     31.00
WA974       0506  11     28.00
WA974       0506  12     22.00
WA974       0506  13     23.00
WA974       0506  14     31.00
WA974       0506  15     45.00
WA974       0506  16     47.00
WA974       0506  17     44.00
WA974       0506  18     40.00
WA974       0506  19     40.00
WA974       0506  20     35.00
WA974       0506  21     36.00
WA974       0506  22     34.00
WA974       0506  23     34.00
WA974       0506  24     33.00
WA974       0506  25     31.00
WA974       0506  26     32.00
WA974       0506  27     32.00
WA974       0506  28     32.00
WA974       0506  29     30.00
WA974       0506  30     31.00
WA974       0506  31     38.00
WA974       0606   1     40.00
WA974       0606   2     35.00
WA974       0606   3     33.00
WA974       0606   4     38.00
WA974       0606   5     36.00
WA974       0606   6     36.00
WA974       0606   7     35.00
WA974       0606   8     35.00
WA974       0606   9     35.00
WA974       0606  10     36.00
WA974       0606  11     39.00
WA974       0606  12     41.00
WA974       0606  13     39.00
WA974       0606  14     37.00
WA974       0606  15     38.00
WA974       0606  16     37.00
WA974       0606  17     34.00
WA974       0606  18     33.00
WA974       0606  19     31.00
WA974       0606  20     31.00
WA974       0606  21     33.00
WA974       0606  22     34.00
WA974       0606  23     35.00
WA974       0606  24     41.00
WA974       0606  25     48.00
WA974       0606  26     54.00
WA974       0606  27     46.00
WA974       0606  28     42.00
WA974       0606  29     41.00
WA974       0606  30     46.00
WA974       0706   1     46.00
WA974       0706   2     49.00
WA974       0706   3     52.00
WA974       0706   4     52.00
WA974       0706   5     44.00
WA974       0706   6     36.00
WA974       0706   7     34.00
WA974       0706   8     46.00
WA974       0706   9     48.00
WA974       0706  10     40.00
WA974       0706  11     42.00
WA974       0706  12     42.00
WA974       0706  13     39.00
WA974       0706  14     41.00
WA974       0706  15     39.00
WA974       0706  16     41.00
WA974       0706  17     37.00
WA974       0706  18     36.00
WA974       0706  19     40.00
WA974       0706  20     46.00
WA974       0706  21     59.00
WA974       0706  22     63.00
WA974       0706  23     60.00
WA974       0706  24     55.00
WA974       0706  25     52.00
WA974       0706  26     50.00
WA974       0706  27     48.00
WA974       0706  28     40.00
WA974       0706  29     38.00
WA974       0706  30     36.00
WA974       0706  31     35.00
WA974       0806   1     39.00
WA974       0806   2     38.00
WA974       0806   3     38.00
WA974       0806   4     40.00
WA974       0806   5     41.00
WA974       0806   6     48.00
WA974       0806   7     49.00
WA974       0806   8     45.00
WA974       0806   9     46.00
WA974       0806  10     40.00
WA974       0806  11     38.00
WA974       0806  12     37.00
WA974       0806  13     44.00
WA974       0806  14     45.00
WA974       0806  15     41.00
WA974       0806  16     39.00
WA974       0806  17     44.00
WA974       0806  18     48.00
WA974       0806  19     48.00
WA974       0806  20     49.00
WA974       0806  21     52.00
WA974       0806  22     45.00
WA974       0806  23     41.00
WA974       0806  24     39.00
WA974       0806  25     41.00
WA974       0806  26     47.00
WA974       0806  27     48.00
WA974       0806  28     48.00
WA974       0806  29     36.00
WA974       0806  30     34.00
WA974       0806  31     31.00
WA974       0906   1     41.00
WA974       0906   2     51.00
WA974       0906   3     55.00
WA974       0906   4     55.00
WA974       0906   5     48.00
WA974       0906   6     48.00
WA974       0906   7     46.00
WA974       0906   8   -999.00
WA974       0906   9     38.00
WA974       0906  10     33.00
WA974       0906  11     46.00
WA974       0906  12     40.00
WA974       0906  13     34.00
WA974       0906  14     32.00
WA974       0906  15     31.00
WA974       0906  16     30.00
WA974       0906  17     34.00
WA974       0906  18     35.00
WA974       0906  19     32.00
WA974       0906  20     36.00
WA974       0906  21     31.00
WA974       0906  22     31.00
WA974       0906  23     36.00
WA974       0906  24     45.00
WA974       0906  25     48.00
WA974       0906  26     47.00
WA974       0906  27     49.00
WA974       0906  28     46.00
WA974       0906  29     44.00
WA974       0906  30     34.00
WA974       1006   1     31.00
WA974       1006   2     31.00
WA974       1006   3     31.00
WA974       1006   4     34.00
WA974       1006   5     37.00
WA974       1006   6     31.00
WA974       1006   7     28.00
WA974       1006   8     36.00
WA974       1006   9     31.00
WA974       1006  10     38.00
WA974       1006  11     44.00
WA974       1006  12     47.00
WA974       1006  13     43.00
WA974       1006  14     38.00
WA974       1006  15     33.00
WA974       1006  16     31.00
WA974       1006  17     31.00
WA974       1006  18     33.00
WA974       1006  19     32.00
WA974       1006  20     29.00
WA974       1006  21     31.00
WA974       1006  22     33.00
WA974       1006  23     29.00
WA974       1006  24     27.00
WA974       1006  25     24.00
WA974       1006  26     32.00
WA974       1006  27     35.00
WA974       1006  28     31.00
WA974       1006  29     18.00
WA974       1006  30     14.00
WA974       1006  31     15.00
WA974       1106   1     27.00
WA974       1106   2     34.00
WA974       1106   3     38.00
WA974       1106   4     36.00
WA974       1106   5     34.00
WA974       1106   6     39.00
WA974       1106   7     29.00
WA974       1106   8     26.00
WA974       1106   9     26.00
WA974       1106  10     24.00
WA974       1106  11     23.00
WA974       1106  12     27.00
WA974       1106  13     21.00
WA974       1106  14     16.00
WA974       1106  15     22.00
WA974       1106  16     22.00
WA974       1106  17     28.00
WA974       1106  18     31.00
WA974       1106  19     26.00
WA974       1106  20     26.00
WA974       1106  21     23.00
WA974       1106  22     22.00
WA974       1106  23     20.00
WA974       1106  24     15.00
