$ Get data for 804:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:39:56 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA804           Surprise Lakes
WA804       0208   7   -999.00
WA804       0208   8   -999.00
WA804       0208   9   -999.00
WA804       0208  10   -999.00
WA804       0208  11   -999.00
WA804       0208  12   -999.00
WA804       0208  13   -999.00
WA804       0208  14   -999.00
WA804       0208  15   -999.00
WA804       0208  16   -999.00
WA804       0208  17   -999.00
WA804       0208  18   -999.00
WA804       0208  19   -999.00
WA804       0208  20   -999.00
WA804       0208  21   -999.00
WA804       0208  22   -999.00
WA804       0208  23   -999.00
WA804       0208  24   -999.00
WA804       0208  25   -999.00
WA804       0208  26   -999.00
WA804       0208  27   -999.00
WA804       0208  28   -999.00
WA804       0208  29   -999.00
WA804       0308   1   -999.00
WA804       0308   2   -999.00
WA804       0308   3   -999.00
WA804       0308   4   -999.00
WA804       0308   5   -999.00
WA804       0308   6   -999.00
WA804       0308   7   -999.00
WA804       0308   8   -999.00
WA804       0308   9   -999.00
WA804       0308  10   -999.00
WA804       0308  11   -999.00
WA804       0308  12   -999.00
WA804       0308  13   -999.00
WA804       0308  14   -999.00
WA804       0308  15   -999.00
WA804       0308  16   -999.00
WA804       0308  17   -999.00
WA804       0308  18   -999.00
WA804       0308  19   -999.00
WA804       0308  20   -999.00
WA804       0308  21   -999.00
WA804       0308  22   -999.00
WA804       0308  23   -999.00
WA804       0308  24   -999.00
WA804       0308  25   -999.00
WA804       0308  26   -999.00
WA804       0308  27   -999.00
WA804       0308  28   -999.00
WA804       0308  29   -999.00
WA804       0308  30   -999.00
WA804       0308  31   -999.00
WA804       0408   1   -999.00
WA804       0408   2   -999.00
WA804       0408   3   -999.00
WA804       0408   4   -999.00
WA804       0408   5   -999.00
WA804       0408   6   -999.00
WA804       0408   7   -999.00
WA804       0408   8   -999.00
WA804       0408   9   -999.00
WA804       0408  10   -999.00
WA804       0408  11   -999.00
WA804       0408  12   -999.00
WA804       0408  13   -999.00
WA804       0408  14   -999.00
WA804       0408  15   -999.00
WA804       0408  16   -999.00
WA804       0408  17   -999.00
WA804       0408  18   -999.00
WA804       0408  19   -999.00
WA804       0408  20   -999.00
WA804       0408  21   -999.00
WA804       0408  22   -999.00
WA804       0408  23   -999.00
WA804       0408  24   -999.00
WA804       0408  25   -999.00
WA804       0408  26   -999.00
WA804       0408  27   -999.00
WA804       0408  28   -999.00
WA804       0408  29   -999.00
WA804       0408  30   -999.00
WA804       0508   1   -999.00
WA804       0508   2   -999.00
WA804       0508   3   -999.00
WA804       0508   4   -999.00
WA804       0508   5   -999.00
WA804       0508   6   -999.00
WA804       0508   7   -999.00
WA804       0508   8   -999.00
WA804       0508   9   -999.00
WA804       0508  10   -999.00
WA804       0508  11   -999.00
WA804       0508  12   -999.00
WA804       0508  13   -999.00
WA804       0508  14   -999.00
WA804       0508  15   -999.00
WA804       0508  16   -999.00
WA804       0508  17   -999.00
WA804       0508  18   -999.00
WA804       0508  19   -999.00
WA804       0508  20   -999.00
WA804       0508  21   -999.00
WA804       0508  22   -999.00
WA804       0508  23   -999.00
WA804       0508  24   -999.00
WA804       0508  25   -999.00
WA804       0508  26   -999.00
WA804       0508  27   -999.00
WA804       0508  28   -999.00
WA804       0508  29   -999.00
WA804       0508  30   -999.00
WA804       0508  31   -999.00
WA804       0608   1   -999.00
WA804       0608   2   -999.00
WA804       0608   3   -999.00
WA804       0608   4   -999.00
WA804       0608   5   -999.00
WA804       0608   6   -999.00
WA804       0608   7   -999.00
WA804       0608   8   -999.00
WA804       0608   9   -999.00
WA804       0608  10   -999.00
WA804       0608  11   -999.00
WA804       0608  12   -999.00
WA804       0608  13   -999.00
WA804       0608  14   -999.00
WA804       0608  15   -999.00
WA804       0608  16   -999.00
WA804       0608  17   -999.00
WA804       0608  18   -999.00
WA804       0608  19   -999.00
WA804       0608  20   -999.00
WA804       0608  21   -999.00
WA804       0608  22   -999.00
WA804       0608  23   -999.00
WA804       0608  24   -999.00
WA804       0608  25   -999.00
WA804       0608  26   -999.00
WA804       0608  27   -999.00
WA804       0608  28   -999.00
WA804       0608  29   -999.00
WA804       0608  30   -999.00
WA804       0708   1   -999.00
WA804       0708   2   -999.00
WA804       0708   3   -999.00
WA804       0708   4   -999.00
WA804       0708   5   -999.00
WA804       0708   6   -999.00
WA804       0708   7   -999.00
WA804       0708   8   -999.00
WA804       0708   9   -999.00
WA804       0708  10   -999.00
WA804       0708  11   -999.00
WA804       0708  12   -999.00
WA804       0708  13   -999.00
WA804       0708  14   -999.00
WA804       0708  15   -999.00
WA804       0708  16   -999.00
WA804       0708  17   -999.00
WA804       0708  18   -999.00
WA804       0708  19   -999.00
WA804       0708  20   -999.00
WA804       0708  21   -999.00
WA804       0708  22   -999.00
WA804       0708  23   -999.00
WA804       0708  24   -999.00
WA804       0708  25   -999.00
WA804       0708  26   -999.00
WA804       0708  27   -999.00
WA804       0708  28   -999.00
WA804       0708  29   -999.00
WA804       0708  30   -999.00
WA804       0708  31   -999.00
WA804       0808   1   -999.00
WA804       0808   2   -999.00
WA804       0808   3   -999.00
WA804       0808   4   -999.00
WA804       0808   5   -999.00
WA804       0808   6   -999.00
WA804       0808   7   -999.00
WA804       0808   8   -999.00
WA804       0808   9   -999.00
WA804       0808  10   -999.00
WA804       0808  11   -999.00
WA804       0808  12   -999.00
WA804       0808  13   -999.00
WA804       0808  14   -999.00
WA804       0808  15   -999.00
WA804       0808  16   -999.00
WA804       0808  17   -999.00
WA804       0808  18   -999.00
WA804       0808  19   -999.00
WA804       0808  20   -999.00
WA804       0808  21   -999.00
WA804       0808  22   -999.00
WA804       0808  23   -999.00
WA804       0808  24   -999.00
WA804       0808  25   -999.00
WA804       0808  26   -999.00
WA804       0808  27   -999.00
WA804       0808  28   -999.00
WA804       0808  29   -999.00
WA804       0808  30   -999.00
WA804       0808  31   -999.00
WA804       0908   1   -999.00
WA804       0908   2   -999.00
WA804       0908   3   -999.00
WA804       0908   4   -999.00
WA804       0908   5   -999.00
WA804       0908   6   -999.00
WA804       0908   7   -999.00
WA804       0908   8   -999.00
WA804       0908   9   -999.00
WA804       0908  10   -999.00
WA804       0908  11   -999.00
WA804       0908  12   -999.00
WA804       0908  13   -999.00
WA804       0908  14   -999.00
WA804       0908  15   -999.00
WA804       0908  16   -999.00
WA804       0908  17   -999.00
WA804       0908  18   -999.00
WA804       0908  19   -999.00
WA804       0908  20   -999.00
WA804       0908  21   -999.00
WA804       0908  22   -999.00
WA804       0908  23   -999.00
WA804       0908  24   -999.00
WA804       0908  25   -999.00
WA804       0908  26   -999.00
WA804       0908  27   -999.00
WA804       0908  28   -999.00
WA804       0908  29   -999.00
WA804       0908  30     55.00
WA804       1008   1     55.00
WA804       1008   2     46.00
WA804       1008   3     44.00
WA804       1008   4     39.00
WA804       1008   5     37.00
WA804       1008   6     43.00
WA804       1008   7     35.00
WA804       1008   8     31.00
WA804       1008   9     29.00
WA804       1008  10     27.00
WA804       1008  11     29.00
WA804       1008  12     31.00
WA804       1008  13     38.00
WA804       1008  14     32.00
WA804       1008  15     31.00
WA804       1008  16     34.00
WA804       1008  17     40.00
WA804       1008  18     33.00
WA804       1008  19     32.00
WA804       1008  20     34.00
WA804       1008  21     29.00
WA804       1008  22     35.00
WA804       1008  23     34.00
WA804       1008  24     34.00
WA804       1008  25     37.00
WA804       1008  26     41.00
WA804       1008  27     40.00
WA804       1008  28     43.00
WA804       1008  29     40.00
WA804       1008  30     43.00
WA804       1008  31     42.00
WA804       1108   1     43.00
WA804       1108   2     34.00
WA804       1108   3     34.00
WA804       1108   4     30.00
WA804       1108   5     30.00
WA804       1108   6     33.00
WA804       1108   7     42.00
WA804       1108   8     38.00
WA804       1108   9     37.00
WA804       1108  10     34.00
WA804       1108  11     34.00
WA804       1108  12     41.00
WA804       1108  13     30.00
WA804       1108  14     32.00
WA804       1108  15     40.00
WA804       1108  16     47.00
WA804       1108  17     44.00
WA804       1108  18     38.00
WA804       1108  19     34.00
WA804       1108  20     31.00
WA804       1108  21     31.00
WA804       1108  22     28.00
WA804       1108  23     27.00
WA804       1108  24     29.00
WA804       1108  25     31.00
WA804       1108  26     27.00
WA804       1108  27     23.00
WA804       1108  28     34.00
WA804       1108  29     37.00
WA804       1108  30     41.00
WA804       1208   1     38.00
WA804       1208   2     36.00
WA804       1208   3     30.00
WA804       1208   4     26.00
WA804       1208   5     30.00
WA804       1208   6     32.00
WA804       1208   7     31.00
WA804       1208   8     29.00
WA804       1208   9     28.00
WA804       1208  10     30.00
WA804       1208  11     31.00
WA804       1208  12     25.00
WA804       1208  13     22.00
WA804       1208  14      5.00
WA804       1208  15      3.00
WA804       1208  16      3.00
WA804       1208  17     13.00
WA804       1208  18     18.00
WA804       1208  19     16.00
WA804       1208  20      4.00
WA804       1208  21      5.00
WA804       1208  22     10.00
WA804       1208  23     15.00
WA804       1208  24     17.00
WA804       1208  25     21.00
WA804       1208  26     21.00
WA804       1208  27     27.00
WA804       1208  28     31.00
WA804       1208  29     25.00
WA804       1208  30     22.00
WA804       1208  31     25.00
WA804       0109   1     27.00
WA804       0109   2     21.00
WA804       0109   3     17.00
WA804       0109   4     18.00
WA804       0109   5     28.00
WA804       0109   6     31.00
WA804       0109   7     37.00
WA804       0109   8     25.00
WA804       0109   9     22.00
WA804       0109  10     22.00
WA804       0109  11     31.00
WA804       0109  12     33.00
WA804       0109  13     29.00
WA804       0109  14     37.00
WA804       0109  15     35.00
WA804       0109  16     24.00
WA804       0109  17     20.00
WA804       0109  18     20.00
WA804       0109  19     20.00
WA804       0109  20     19.00
WA804       0109  21     15.00
WA804       0109  22     29.00
WA804       0109  23     18.00
WA804       0109  24     19.00
WA804       0109  25     13.00
WA804       0109  26      8.00
WA804       0109  27     17.00
WA804       0109  28     28.00
WA804       0109  29     24.00
WA804       0109  30     28.00
WA804       0109  31     22.00
WA804       0209   1     21.00
WA804       0209   2     30.00
WA804       0209   3     36.00
WA804       0209   4     35.00
WA804       0209   5     31.00
WA804       0209   6     29.00
WA804       0209   7     29.00
WA804       0209   8     26.00
WA804       0209   9     22.00
WA804       0209  10     21.00
WA804       0209  11     22.00
WA804       0209  12     21.00
WA804       0209  13     24.00
WA804       0209  14     25.00
WA804       0209  15     25.00
WA804       0209  16     27.00
WA804       0209  17     29.00
WA804       0209  18     28.00
WA804       0209  19     31.00
WA804       0209  20     30.00
WA804       0209  21     24.00
WA804       0209  22     26.00
WA804       0209  23     31.00
WA804       0209  24     31.00
WA804       0209  25     24.00
WA804       0209  26     15.00
WA804       0209  27     14.00
WA804       0209  28     23.00
WA804       0309   1     29.00
WA804       0309   2     32.00
WA804       0309   3     28.00
WA804       0309   4     26.00
WA804       0309   5     23.00
WA804       0309   6     13.00
WA804       0309   7     21.00
WA804       0309   8     20.00
WA804       0309   9     20.00
WA804       0309  10     19.00
WA804       0309  11     17.00
WA804       0309  12     17.00
WA804       0309  13     22.00
WA804       0309  14     28.00
WA804       0309  15     25.00
WA804       0309  16     25.00
WA804       0309  17     28.00
WA804       0309  18     26.00
WA804       0309  19     34.00
WA804       0309  20     31.00
WA804       0309  21     29.00
WA804       0309  22     25.00
WA804       0309  23     24.00
WA804       0309  24     29.00
WA804       0309  25     24.00
WA804       0309  26     23.00
WA804       0309  27     28.00
WA804       0309  28     25.00
WA804       0309  29     24.00
WA804       0309  30     24.00
WA804       0309  31     22.00
WA804       0409   1     23.00
WA804       0409   2     26.00
WA804       0409   3     22.00
WA804       0409   4     19.00
WA804       0409   5     33.00
WA804       0409   6     35.00
WA804       0409   7     38.00
WA804       0409   8     33.00
WA804       0409   9     32.00
WA804       0409  10     31.00
WA804       0409  11     31.00
WA804       0409  12     32.00
WA804       0409  13     25.00
WA804       0409  14     25.00
WA804       0409  15     24.00
WA804       0409  16     30.00
WA804       0409  17     31.00
WA804       0409  18     28.00
WA804       0409  19     36.00
WA804       0409  20     43.00
WA804       0409  21     42.00
WA804       0409  22     26.00
WA804       0409  23     24.00
WA804       0409  24     22.00
WA804       0409  25     28.00
WA804       0409  26     29.00
WA804       0409  27     29.00
WA804       0409  28     32.00
WA804       0409  29     31.00
WA804       0409  30     28.00
WA804       0509   1     35.00
WA804       0509   2     34.00
WA804       0509   3     31.00
WA804       0509   4     32.00
WA804       0509   5     34.00
WA804       0509   6     34.00
WA804       0509   7     31.00
WA804       0509   8     30.00
WA804       0509   9     32.00
WA804       0509  10     35.00
WA804       0509  11     33.00
WA804       0509  12     29.00
WA804       0509  13     28.00
WA804       0509  14     32.00
WA804       0509  15     31.00
WA804       0509  16     39.00
WA804       0509  17     47.00
WA804       0509  18     37.00
WA804       0509  19     33.00
WA804       0509  20     32.00
WA804       0509  21     35.00
WA804       0509  22     40.00
WA804       0509  23     40.00
WA804       0509  24     36.00
WA804       0509  25     37.00
WA804       0509  26     39.00
WA804       0509  27     40.00
WA804       0509  28     45.00
WA804       0509  29     51.00
WA804       0509  30     50.00
WA804       0509  31     51.00
WA804       0609   1     52.00
WA804       0609   2     49.00
WA804       0609   3     48.00
WA804       0609   4     47.00
WA804       0609   5     44.00
WA804       0609   6     42.00
WA804       0609   7     40.00
WA804       0609   8     41.00
WA804       0609   9     44.00
WA804       0609  10     45.00
WA804       0609  11     45.00
WA804       0609  12     45.00
WA804       0609  13     47.00
WA804       0609  14     45.00
WA804       0609  15     44.00
WA804       0609  16     43.00
WA804       0609  17     45.00
WA804       0609  18     45.00
WA804       0609  19     43.00
WA804       0609  20     39.00
WA804       0609  21     37.00
WA804       0609  22     36.00
WA804       0609  23     36.00
WA804       0609  24     44.00
WA804       0609  25     42.00
WA804       0609  26     40.00
WA804       0609  27     42.00
WA804       0609  28     43.00
WA804       0609  29     40.00
WA804       0609  30     39.00
WA804       0709   1     46.00
WA804       0709   2     54.00
WA804       0709   3     55.00
WA804       0709   4     53.00
WA804       0709   5     49.00
WA804       0709   6     41.00
WA804       0709   7     42.00
WA804       0709   8     42.00
WA804       0709   9     40.00
WA804       0709  10     46.00
WA804       0709  11     54.00
WA804       0709  12     45.00
WA804       0709  13     44.00
WA804       0709  14     44.00
WA804       0709  15     47.00
WA804       0709  16     52.00
WA804       0709  17     56.00
WA804       0709  18     50.00
WA804       0709  19     44.00
WA804       0709  20     53.00
WA804       0709  21     56.00
WA804       0709  22     52.00
WA804       0709  23     49.00
WA804       0709  24     47.00
WA804       0709  25     56.00
WA804       0709  26     56.00
WA804       0709  27     61.00
WA804       0709  28     64.00
WA804       0709  29     65.00
WA804       0709  30     63.00
WA804       0709  31     59.00
WA804       0809   1     62.00
WA804       0809   2     58.00
WA804       0809   3     55.00
WA804       0809   4     52.00
WA804       0809   5     47.00
WA804       0809   6     45.00
WA804       0809   7     45.00
WA804       0809   8     44.00
WA804       0809   9     49.00
WA804       0809  10     48.00
WA804       0809  11   -999.00
WA804       0809  12     50.00
WA804       0809  13     43.00
WA804       0809  14     42.00
WA804       0809  15     42.00
WA804       0809  16     43.00
WA804       0809  17     49.00
WA804       0809  18     55.00
WA804       0809  19     61.00
WA804       0809  20     55.00
WA804       0809  21     48.00
WA804       0809  22     43.00
WA804       0809  23     42.00
WA804       0809  24     41.00
WA804       0809  25     40.00
WA804       0809  26     40.00
WA804       0809  27     56.00
WA804       0809  28     49.00
WA804       0809  29     47.00
WA804       0809  30     48.00
WA804       0809  31     53.00
WA804       0909   1     50.00
WA804       0909   2     47.00
WA804       0909   3     43.00
WA804       0909   4     44.00
WA804       0909   5     44.00
WA804       0909   6     41.00
WA804       0909   7     38.00
WA804       0909   8     37.00
WA804       0909   9     46.00
WA804       0909  10     47.00
WA804       0909  11     56.00
WA804       0909  12     60.00
WA804       0909  13     51.00
WA804       0909  14     46.00
WA804       0909  15     45.00
WA804       0909  16     48.00
WA804       0909  17     40.00
WA804       0909  18     49.00
WA804       0909  19     38.00
WA804       0909  20     35.00
WA804       0909  21     47.00
WA804       0909  22     53.00
WA804       0909  23     54.00
WA804       0909  24     46.00
WA804       0909  25     45.00
WA804       0909  26     42.00
WA804       0909  27     41.00
WA804       0909  28     36.00
WA804       0909  29     33.00
WA804       0909  30     34.00
WA804       1009   1     37.00
WA804       1009   2     32.00
WA804       1009   3     30.00
WA804       1009   4     34.00
WA804       1009   5     33.00
WA804       1009   6     36.00
WA804       1009   7     36.00
WA804       1009   8     38.00
WA804       1009   9     32.00
WA804       1009  10     29.00
WA804       1009  11     27.00
WA804       1009  12     27.00
WA804       1009  13     26.00
WA804       1009  14     34.00
WA804       1009  15     39.00
WA804       1009  16     44.00
WA804       1009  17     42.00
WA804       1009  18     41.00
WA804       1009  19     40.00
WA804       1009  20     35.00
WA804       1009  21     37.00
WA804       1009  22     33.00
WA804       1009  23     35.00
WA804       1009  24     32.00
WA804       1009  25     33.00
WA804       1009  26     31.00
WA804       1009  27     27.00
WA804       1009  28     26.00
WA804       1009  29     30.00
WA804       1009  30     39.00
WA804       1009  31     34.00
WA804       1109   1     30.00
WA804       1109   2     32.00
WA804       1109   3     30.00
WA804       1109   4     36.00
WA804       1109   5     34.00
WA804       1109   6     32.00
WA804       1109   7     31.00
WA804       1109   8     32.00
WA804       1109   9     33.00
WA804       1109  10     31.00
WA804       1109  11     29.00
WA804       1109  12     28.00
WA804       1109  13     26.00
WA804       1109  14     24.00
WA804       1109  15     28.00
WA804       1109  16     35.00
WA804       1109  17     28.00
WA804       1109  18     28.00
WA804       1109  19     30.00
WA804       1109  20     28.00
WA804       1109  21     27.00
WA804       1109  22     29.00
WA804       1109  23     30.00
WA804       1109  24     31.00
WA804       1109  25     34.00
WA804       1109  26     37.00
WA804       1109  27     30.00
WA804       1109  28     28.00
WA804       1109  29     32.00
WA804       1109  30     33.00
WA804       1209   1     24.00
WA804       1209   2     23.00
WA804       1209   3     20.00
WA804       1209   4     20.00
WA804       1209   5     18.00
WA804       1209   6      8.00
WA804       1209   7      3.00
WA804       1209   8      3.00
WA804       1209   9      2.00
WA804       1209  10     12.00
WA804       1209  11     19.00
WA804       1209  12     26.00
WA804       1209  13     23.00
WA804       1209  14     25.00
WA804       1209  15     25.00
WA804       1209  16     34.00
WA804       1209  17     34.00
WA804       1209  18     35.00
WA804       1209  19     37.00
WA804       1209  20     38.00
WA804       1209  21     26.00
WA804       1209  22     24.00
WA804       1209  23     21.00
WA804       1209  24     18.00
WA804       1209  25     18.00
WA804       1209  26     18.00
WA804       1209  27     18.00
WA804       1209  28     22.00
WA804       1209  29     20.00
WA804       1209  30     20.00
WA804       1209  31     28.00
WA804       0110   1     34.00
WA804       0110   2     33.00
WA804       0110   3     31.00
WA804       0110   4     31.00
WA804       0110   5     33.00
WA804       0110   6     21.00
WA804       0110   7     21.00
WA804       0110   8     24.00
WA804       0110   9     29.00
WA804       0110  10     28.00
WA804       0110  11     32.00
WA804       0110  12     35.00
WA804       0110  13     34.00
WA804       0110  14     32.00
WA804       0110  15     33.00
WA804       0110  16     34.00
WA804       0110  17     34.00
WA804       0110  18     32.00
WA804       0110  19     33.00
WA804       0110  20     31.00
WA804       0110  21     31.00
WA804       0110  22     30.00
WA804       0110  23     27.00
WA804       0110  24     30.00
WA804       0110  25     30.00
WA804       0110  26     31.00
WA804       0110  27     28.00
WA804       0110  28     30.00
WA804       0110  29     31.00
WA804       0110  30     31.00
WA804       0110  31     30.00
WA804       0210   1     29.00
WA804       0210   2     29.00
WA804       0210   3     31.00
WA804       0210   4     31.00
WA804       0210   5     32.00
WA804       0210   6     33.00
WA804       0210   7     32.00
WA804       0210   8     29.00
WA804       0210   9     29.00
WA804       0210  10     27.00
WA804       0210  11     33.00
WA804       0210  12     33.00
WA804       0210  13     33.00
WA804       0210  14     33.00
WA804       0210  15     31.00
WA804       0210  16     31.00
WA804       0210  17     28.00
WA804       0210  18     32.00
WA804       0210  19     30.00
WA804       0210  20     28.00
WA804       0210  21     26.00
WA804       0210  22     26.00
WA804       0210  23     29.00
WA804       0210  24     31.00
WA804       0210  25     33.00
WA804       0210  26     33.00
WA804       0210  27     33.00
WA804       0210  28     33.00
WA804       0310   1     36.00
WA804       0310   2     32.00
WA804       0310   3     31.00
WA804       0310   4     29.00
WA804       0310   5     28.00
WA804       0310   6     33.00
WA804       0310   7     32.00
WA804       0310   8     23.00
WA804       0310   9     22.00
WA804       0310  10     26.00
WA804       0310  11     28.00
WA804       0310  12     27.00
WA804       0310  13     24.00
WA804       0310  14     25.00
WA804       0310  15     32.00
WA804       0310  16     33.00
WA804       0310  17     26.00
WA804       0310  18     23.00
WA804       0310  19     31.00
WA804       0310  20     33.00
WA804       0310  21     33.00
WA804       0310  22     30.00
WA804       0310  23     28.00
WA804       0310  24     35.00
WA804       0310  25     31.00
WA804       0310  26     29.00
WA804       0310  27     28.00
WA804       0310  28     33.00
WA804       0310  29     28.00
WA804       0310  30     27.00
WA804       0310  31     26.00
WA804       0410   1     26.00
WA804       0410   2     26.00
WA804       0410   3     25.00
WA804       0410   4     28.00
WA804       0410   5     28.00
WA804       0410   6     28.00
WA804       0410   7     30.00
WA804       0410   8     25.00
WA804       0410   9     25.00
WA804       0410  10     26.00
WA804       0410  11     31.00
WA804       0410  12     33.00
WA804       0410  13     30.00
WA804       0410  14     26.00
WA804       0410  15     34.00
WA804       0410  16     38.00
WA804       0410  17     35.00
WA804       0410  18     33.00
WA804       0410  19     39.00
WA804       0410  20     35.00
WA804       0410  21     32.00
WA804       0410  22     31.00
WA804       0410  23     32.00
WA804       0410  24     29.00
WA804       0410  25     28.00
WA804       0410  26     38.00
WA804       0410  27     31.00
WA804       0410  28     31.00
WA804       0410  29     30.00
WA804       0410  30     31.00
WA804       0510   1     31.00
WA804       0510   2     31.00
WA804       0510   3     26.00
WA804       0510   4     27.00
WA804       0510   5     27.00
WA804       0510   6     30.00
WA804       0510   7     32.00
WA804       0510   8     33.00
WA804       0510   9     31.00
WA804       0510  10     34.00
WA804       0510  11     35.00
WA804       0510  12     35.00
WA804       0510  13     35.00
WA804       0510  14     39.00
WA804       0510  15     41.00
WA804       0510  16     44.00
WA804       0510  17     40.00
WA804       0510  18     36.00
WA804       0510  19     33.00
WA804       0510  20     32.00
WA804       0510  21     31.00
WA804       0510  22     31.00
WA804       0510  23     31.00
WA804       0510  24     31.00
WA804       0510  25     36.00
WA804       0510  26     35.00
WA804       0510  27     35.00
WA804       0510  28     35.00
WA804       0510  29     35.00
WA804       0510  30     36.00
WA804       0510  31     40.00
WA804       0610   1     38.00
WA804       0610   2     35.00
WA804       0610   3     34.00
WA804       0610   4     38.00
WA804       0610   5     34.00
WA804       0610   6     43.00
WA804       0610   7     37.00
WA804       0610   8     36.00
WA804       0610   9     38.00
WA804       0610  10     37.00
WA804       0610  11     37.00
WA804       0610  12     42.00
WA804       0610  13     37.00
WA804       0610  14     34.00
WA804       0610  15     33.00
WA804       0610  16     34.00
WA804       0610  17     36.00
WA804       0610  18     35.00
WA804       0610  19     41.00
WA804       0610  20     40.00
WA804       0610  21     38.00
WA804       0610  22     38.00
WA804       0610  23     48.00
WA804       0610  24     46.00
WA804       0610  25     44.00
WA804       0610  26     39.00
WA804       0610  27     45.00
WA804       0610  28     46.00
WA804       0610  29     40.00
WA804       0610  30     34.00
WA804       0710   1     41.00
WA804       0710   2     41.00
WA804       0710   3     38.00
WA804       0710   4     39.00
WA804       0710   5     38.00
WA804       0710   6     43.00
WA804       0710   7     55.00
WA804       0710   8     58.00
WA804       0710   9     57.00
WA804       0710  10     53.00
WA804       0710  11     51.00
WA804       0710  12     38.00
WA804       0710  13     36.00
WA804       0710  14     44.00
WA804       0710  15     51.00
WA804       0710  16     46.00
WA804       0710  17     44.00
WA804       0710  18     44.00
WA804       0710  19     44.00
WA804       0710  20     47.00
WA804       0710  21     49.00
WA804       0710  22     45.00
WA804       0710  23     43.00
WA804       0710  24     56.00
WA804       0710  25     55.00
WA804       0710  26     52.00
WA804       0710  27     53.00
WA804       0710  28     55.00
WA804       0710  29     51.00
WA804       0710  30     52.00
WA804       0710  31     49.00
WA804       0810   1     47.00
WA804       0810   2     50.00
WA804       0810   3     49.00
WA804       0810   4     51.00
WA804       0810   5     55.00
WA804       0810   6     49.00
WA804       0810   7     48.00
WA804       0810   8     47.00
WA804       0810   9     44.00
WA804       0810  10     44.00
WA804       0810  11     43.00
WA804       0810  12     48.00
WA804       0810  13     50.00
WA804       0810  14     60.00
WA804       0810  15     58.00
WA804       0810  16     61.00
WA804       0810  17     54.00
WA804       0810  18     48.00
WA804       0810  19     43.00
WA804       0810  20     40.00
WA804       0810  21     43.00
WA804       0810  22     38.00
WA804       0810  23     38.00
WA804       0810  24     52.00
WA804       0810  25     57.00
WA804       0810  26     42.00
WA804       0810  27     39.00
WA804       0810  28     39.00
WA804       0810  29     38.00
WA804       0810  30     39.00
WA804       0810  31     42.00
WA804       0910   1     43.00
WA804       0910   2     43.00
WA804       0910   3     51.00
WA804       0910   4     40.00
WA804       0910   5     39.00
WA804       0910   6     39.00
WA804       0910   7     44.00
WA804       0910   8     42.00
WA804       0910   9     42.00
WA804       0910  10     41.00
WA804       0910  11     38.00
WA804       0910  12     42.00
WA804       0910  13     47.00
WA804       0910  14     48.00
WA804       0910  15     48.00
WA804       0910  16     49.00
WA804       0910  17     48.00
WA804       0910  18     46.00
WA804       0910  19     45.00
WA804       0910  20     41.00
WA804       0910  21     36.00
WA804       0910  22     38.00
WA804       0910  23     40.00
WA804       0910  24     40.00
WA804       0910  25     46.00
WA804       0910  26     48.00
WA804       0910  27     53.00
WA804       0910  28     49.00
WA804       0910  29     48.00
WA804       0910  30     52.00
WA804       1010   1     50.00
WA804       1010   2     48.00
WA804       1010   3     42.00
WA804       1010   4     37.00
WA804       1010   5     34.00
WA804       1010   6     43.00
WA804       1010   7     43.00
WA804       1010   8     43.00
WA804       1010   9     46.00
WA804       1010  10     35.00
WA804       1010  11     32.00
WA804       1010  12     38.00
WA804       1010  13     42.00
WA804       1010  14     33.00
WA804       1010  15     32.00
WA804       1010  16     35.00
WA804       1010  17     35.00
WA804       1010  18     36.00
WA804       1010  19     43.00
WA804       1010  20     46.00
WA804       1010  21     42.00
WA804       1010  22     37.00
WA804       1010  23     37.00
WA804       1010  24     33.00
WA804       1010  25     31.00
WA804       1010  26     31.00
WA804       1010  27     31.00
WA804       1010  28     36.00
WA804       1010  29     35.00
WA804       1010  30     36.00
WA804       1010  31     34.00
WA804       1110   1     41.00
WA804       1110   2     38.00
WA804       1110   3     40.00
WA804       1110   4     40.00
WA804       1110   5     41.00
WA804       1110   6     41.00
WA804       1110   7     32.00
WA804       1110   8     31.00
WA804       1110   9     29.00
WA804       1110  10     28.00
WA804       1110  11     29.00
WA804       1110  12     30.00
WA804       1110  13     30.00
WA804       1110  14     35.00
WA804       1110  15     36.00
WA804       1110  16     32.00
WA804       1110  17     31.00
WA804       1110  18     27.00
WA804       1110  19     27.00
WA804       1110  20     27.00
WA804       1110  21     23.00
WA804       1110  22     12.00
WA804       1110  23     -4.00
WA804       1110  24     -4.00
WA804       1110  25     20.00
WA804       1110  26     25.00
WA804       1110  27     26.00
WA804       1110  28     23.00
WA804       1110  29     22.00
WA804       1110  30     25.00
WA804       1210   1     33.00
WA804       1210   2     29.00
WA804       1210   3     24.00
WA804       1210   4     22.00
WA804       1210   5     24.00
WA804       1210   6     25.00
WA804       1210   7     28.00
WA804       1210   8     30.00
WA804       1210   9     31.00
WA804       1210  10     28.00
WA804       1210  11     28.00
WA804       1210  12     40.00
WA804       1210  13     38.00
WA804       1210  14     28.00
WA804       1210  15     28.00
WA804       1210  16     25.00
WA804       1210  17     23.00
WA804       1210  18     24.00
