$ Get data for 804:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:39:56 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA804           Surprise Lakes
WA804       0104  14     34.00
WA804       0104  15     33.00
WA804       0104  16     28.00
WA804       0104  17     29.00
WA804       0104  18     28.00
WA804       0104  19     29.00
WA804       0104  20     23.00
WA804       0104  21     18.00
WA804       0104  22     20.00
WA804       0104  23     32.00
WA804       0104  24     23.00
WA804       0104  25   -999.00
WA804       0104  26     27.00
WA804       0104  27     25.00
WA804       0104  28     30.00
WA804       0104  29     35.00
WA804       0104  30     24.00
WA804       0104  31     23.00
WA804       0204   1     24.00
WA804       0204   2     25.00
WA804       0204   3     25.00
WA804       0204   4     24.00
WA804       0204   5     21.00
WA804       0204   6     26.00
WA804       0204   7     26.00
WA804       0204   8     20.00
WA804       0204   9     20.00
WA804       0204  10     27.00
WA804       0204  11     24.00
WA804       0204  12     23.00
WA804       0204  13     20.00
WA804       0204  14     26.00
WA804       0204  15     29.00
WA804       0204  16     29.00
WA804       0204  17     27.00
WA804       0204  18     30.00
WA804       0204  19     26.00
WA804       0204  20     25.00
WA804       0204  21     26.00
WA804       0204  22     27.00
WA804       0204  23     29.00
WA804       0204  24     22.00
WA804       0204  25     25.00
WA804       0204  26     29.00
WA804       0204  27     30.00
WA804       0204  28     29.00
WA804       0204  29     27.00
WA804       0304   1     29.00
WA804       0304   2     23.00
WA804       0304   3     24.00
WA804       0304   4     25.00
WA804       0304   5     24.00
WA804       0304   6     25.00
WA804       0304   7     32.00
WA804       0304   8     36.00
WA804       0304   9     28.00
WA804       0304  10     24.00
WA804       0304  11     33.00
WA804       0304  12     26.00
WA804       0304  13     26.00
WA804       0304  14     31.00
WA804       0304  15     29.00
WA804       0304  16     33.00
WA804       0304  17     31.00
WA804       0304  18     25.00
WA804       0304  19     24.00
WA804       0304  20     27.00
WA804       0304  21     37.00
WA804       0304  22     35.00
WA804       0304  23     34.00
WA804       0304  24     30.00
WA804       0304  25     28.00
WA804       0304  26     27.00
WA804       0304  27     30.00
WA804       0304  28     28.00
WA804       0304  29     37.00
WA804       0304  30     24.00
WA804       0304  31     19.00
WA804       0404   1     20.00
WA804       0404   2     25.00
WA804       0404   3     36.00
WA804       0404   4     28.00
WA804       0404   5     29.00
WA804       0404   6     30.00
WA804       0404   7     31.00
WA804       0404   8     28.00
WA804       0404   9     35.00
WA804       0404  10     40.00
WA804       0404  11     41.00
WA804       0404  12     36.00
WA804       0404  13     32.00
WA804       0404  14     29.00
WA804       0404  15     28.00
WA804       0404  16     29.00
WA804       0404  17     28.00
WA804       0404  18     29.00
WA804       0404  19     28.00
WA804       0404  20     29.00
WA804       0404  21     30.00
WA804       0404  22     29.00
WA804       0404  23     27.00
WA804       0404  24     25.00
WA804       0404  25     37.00
WA804       0404  26     44.00
WA804       0404  27     29.00
WA804       0404  28     28.00
WA804       0404  29     32.00
WA804       0404  30     42.00
WA804       0504   1     41.00
WA804       0504   2     38.00
WA804       0504   3     37.00
WA804       0504   4     34.00
WA804       0504   5     31.00
WA804       0504   6     31.00
WA804       0504   7     36.00
WA804       0504   8     33.00
WA804       0504   9     31.00
WA804       0504  10     30.00
WA804       0504  11     31.00
WA804       0504  12     33.00
WA804       0504  13     33.00
WA804       0504  14     34.00
WA804       0504  15     36.00
WA804       0504  16     33.00
WA804       0504  17     33.00
WA804       0504  18     36.00
WA804       0504  19     36.00
WA804       0504  20     38.00
WA804       0504  21     38.00
WA804       0504  22     32.00
WA804       0504  23     32.00
WA804       0504  24     34.00
WA804       0504  25     36.00
WA804       0504  26     41.00
WA804       0504  27     35.00
WA804       0504  28     32.00
WA804       0504  29     32.00
WA804       0504  30     36.00
WA804       0504  31     35.00
WA804       0604   1     31.00
WA804       0604   2     37.00
WA804       0604   3     46.00
WA804       0604   4     45.00
WA804       0604   5     37.00
WA804       0604   6     35.00
WA804       0604   7     35.00
WA804       0604   8     38.00
WA804       0604   9     42.00
WA804       0604  10     35.00
WA804       0604  11     34.00
WA804       0604  12     33.00
WA804       0604  13     36.00
WA804       0604  14     32.00
WA804       0604  15     33.00
WA804       0604  16     42.00
WA804       0604  17     50.00
WA804       0604  18     46.00
WA804       0604  19     45.00
WA804       0604  20     46.00
WA804       0604  21     52.00
WA804       0604  22     50.00
WA804       0604  23     48.00
WA804       0604  24     47.00
WA804       0604  25     46.00
WA804       0604  26     45.00
WA804       0604  27     41.00
WA804       0604  28     43.00
WA804       0604  29     46.00
WA804       0604  30     46.00
WA804       0704   1     47.00
WA804       0704   2     46.00
WA804       0704   3     44.00
WA804       0704   4     42.00
WA804       0704   5     42.00
WA804       0704   6     43.00
WA804       0704   7     38.00
WA804       0704   8     40.00
WA804       0704   9     39.00
WA804       0704  10     38.00
WA804       0704  11     38.00
WA804       0704  12     51.00
WA804       0704  13     54.00
WA804       0704  14     53.00
WA804       0704  15     48.00
WA804       0704  16     47.00
WA804       0704  17     57.00
WA804       0704  18     53.00
WA804       0704  19     51.00
WA804       0704  20     46.00
WA804       0704  21     43.00
WA804       0704  22     52.00
WA804       0704  23     60.00
WA804       0704  24     59.00
WA804       0704  25     47.00
WA804       0704  26     45.00
WA804       0704  27     47.00
WA804       0704  28     52.00
WA804       0704  29     50.00
WA804       0704  30     50.00
WA804       0704  31   -999.00
WA804       0804   1   -999.00
WA804       0804   2   -999.00
WA804       0804   3   -999.00
WA804       0804   4     50.00
WA804       0804   5     41.00
WA804       0804   6     41.00
WA804       0804   7     44.00
WA804       0804   8     49.00
WA804       0804   9     56.00
WA804       0804  10     56.00
WA804       0804  11     58.00
WA804       0804  12     60.00
WA804       0804  13     59.00
WA804       0804  14     60.00
WA804       0804  15     56.00
WA804       0804  16     55.00
WA804       0804  17     51.00
WA804       0804  18     48.00
WA804       0804  19     52.00
WA804       0804  20     52.00
WA804       0804  21     51.00
WA804       0804  22     44.00
WA804       0804  23     44.00
WA804       0804  24     47.00
WA804       0804  25     45.00
WA804       0804  26     45.00
WA804       0804  27     43.00
WA804       0804  28     43.00
WA804       0804  29     44.00
WA804       0804  30     47.00
WA804       0804  31     52.00
WA804       0904   1     40.00
WA804       0904   2     39.00
WA804       0904   3     37.00
WA804       0904   4     40.00
WA804       0904   5     38.00
WA804       0904   6     38.00
WA804       0904   7     41.00
WA804       0904   8     43.00
WA804       0904   9     40.00
WA804       0904  10     41.00
WA804       0904  11     42.00
WA804       0904  12     38.00
WA804       0904  13     42.00
WA804       0904  14     40.00
WA804       0904  15     41.00
WA804       0904  16     40.00
WA804       0904  17     35.00
WA804       0904  18     34.00
WA804       0904  19     35.00
WA804       0904  20     35.00
WA804       0904  21     33.00
WA804       0904  22     39.00
WA804       0904  23     42.00
WA804       0904  24     46.00
WA804       0904  25     46.00
WA804       0904  26     47.00
WA804       0904  27     49.00
WA804       0904  28     50.00
WA804       0904  29     43.00
WA804       0904  30     40.00
WA804       1004   1     44.00
WA804       1004   2     42.00
WA804       1004   3     42.00
WA804       1004   4     45.00
WA804       1004   5   -999.00
WA804       1004   6   -999.00
WA804       1004   7   -999.00
WA804       1004   8   -999.00
WA804       1004   9   -999.00
WA804       1004  10   -999.00
WA804       1004  11   -999.00
WA804       1004  12   -999.00
WA804       1004  13   -999.00
WA804       1004  14   -999.00
WA804       1004  15   -999.00
WA804       1004  16   -999.00
WA804       1004  17   -999.00
WA804       1004  18   -999.00
WA804       1004  19     35.00
WA804       1004  20     33.00
WA804       1004  21     32.00
WA804       1004  22     32.00
WA804       1004  23     31.00
WA804       1004  24     28.00
WA804       1004  25     27.00
WA804       1004  26     32.00
WA804       1004  27     31.00
WA804       1004  28     32.00
WA804       1004  29     32.00
WA804       1004  30     29.00
WA804       1004  31     26.00
WA804       1104   1     26.00
WA804       1104   2     29.00
WA804       1104   3     26.00
WA804       1104   4     24.00
WA804       1104   5     31.00
WA804       1104   6     35.00
WA804       1104   7     42.00
WA804       1104   8     38.00
WA804       1104   9     34.00
WA804       1104  10     35.00
WA804       1104  11     34.00
WA804       1104  12     32.00
WA804       1104  13     33.00
WA804       1104  14     33.00
WA804       1104  15     31.00
WA804       1104  16     31.00
WA804       1104  17     29.00
WA804       1104  18     30.00
WA804       1104  19     23.00
WA804       1104  20     20.00
WA804       1104  21     23.00
WA804       1104  22     32.00
WA804       1104  23     33.00
WA804       1104  24     37.00
WA804       1104  25     29.00
WA804       1104  26     21.00
WA804       1104  27     19.00
WA804       1104  28     16.00
WA804       1104  29     18.00
WA804       1104  30     25.00
WA804       1204   1     22.00
WA804       1204   2     20.00
WA804       1204   3     26.00
WA804       1204   4     28.00
WA804       1204   5     24.00
WA804       1204   6     24.00
WA804       1204   7     28.00
WA804       1204   8     29.00
WA804       1204   9     31.00
WA804       1204  10     41.00
WA804       1204  11     30.00
WA804       1204  12     27.00
WA804       1204  13     26.00
WA804       1204  14     32.00
WA804       1204  15     27.00
WA804       1204  16     32.00
WA804       1204  17     35.00
WA804       1204  18     38.00
WA804       1204  19     26.00
WA804       1204  20     21.00
WA804       1204  21     21.00
WA804       1204  22     26.00
WA804       1204  23     24.00
WA804       1204  24     32.00
WA804       1204  25     30.00
WA804       1204  26     27.00
WA804       1204  27     27.00
WA804       1204  28     24.00
WA804       1204  29     27.00
WA804       1204  30     25.00
WA804       1204  31     23.00
WA804       0105   1     23.00
WA804       0105   2     19.00
WA804       0105   3     16.00
WA804       0105   4     11.00
WA804       0105   5     12.00
WA804       0105   6     21.00
WA804       0105   7     21.00
WA804       0105   8     21.00
WA804       0105   9     20.00
WA804       0105  10     17.00
WA804       0105  11     13.00
WA804       0105  12     22.00
WA804       0105  13     16.00
WA804       0105  14      9.00
WA804       0105  15      7.00
WA804       0105  16     14.00
WA804       0105  17     30.00
WA804       0105  18     42.00
WA804       0105  19     36.00
WA804       0105  20     40.00
WA804       0105  21     36.00
WA804       0105  22     37.00
WA804       0105  23     38.00
WA804       0105  24     36.00
WA804       0105  25     35.00
WA804       0105  26     33.00
WA804       0105  27     32.00
WA804       0105  28     30.00
WA804       0105  29     30.00
WA804       0105  30     31.00
WA804       0105  31     27.00
WA804       0205   1     24.00
WA804       0205   2     34.00
WA804       0205   3     36.00
WA804       0205   4     27.00
WA804       0205   5     22.00
WA804       0205   6     23.00
WA804       0205   7     20.00
WA804       0205   8     21.00
WA804       0205   9     23.00
WA804       0205  10     25.00
WA804       0205  11     25.00
WA804       0205  12     27.00
WA804       0205  13     22.00
WA804       0205  14     14.00
WA804       0205  15   -999.00
WA804       0205  16     20.00
WA804       0205  17     22.00
WA804       0205  18     23.00
WA804       0205  19     23.00
WA804       0205  20     21.00
WA804       0205  21     22.00
WA804       0205  22     27.00
WA804       0205  23     31.00
WA804       0205  24     30.00
WA804       0205  25     29.00
WA804       0205  26     31.00
WA804       0205  27     32.00
WA804       0205  28     32.00
WA804       0305   1     31.00
WA804       0305   2     29.00
WA804       0305   3     28.00
WA804       0305   4     30.00
WA804       0305   5     30.00
WA804       0305   6     33.00
WA804       0305   7     36.00
WA804       0305   8     34.00
WA804       0305   9     40.00
WA804       0305  10     38.00
WA804       0305  11     39.00
WA804       0305  12     33.00
WA804       0305  13     28.00
WA804       0305  14     29.00
WA804       0305  15     27.00
WA804       0305  16     26.00
WA804       0305  17     26.00
WA804       0305  18     26.00
WA804       0305  19     31.00
WA804       0305  20     25.00
WA804       0305  21     24.00
WA804       0305  22     26.00
WA804       0305  23     25.00
WA804       0305  24     22.00
WA804       0305  25     27.00
WA804       0305  26     29.00
WA804       0305  27     30.00
WA804       0305  28     28.00
WA804       0305  29     26.00
WA804       0305  30     24.00
WA804       0305  31     24.00
WA804       0405   1     28.00
WA804       0405   2     28.00
WA804       0405   3     28.00
WA804       0405   4     23.00
WA804       0405   5     26.00
WA804       0405   6     35.00
WA804       0405   7     26.00
WA804       0405   8     24.00
WA804       0405   9     25.00
WA804       0405  10     25.00
WA804       0405  11     20.00
WA804       0405  12     20.00
WA804       0405  13     21.00
WA804       0405  14     24.00
WA804       0405  15     24.00
WA804       0405  16     29.00
WA804       0405  17     28.00
WA804       0405  18     28.00
WA804       0405  19     26.00
WA804       0405  20     32.00
WA804       0405  21     36.00
WA804       0405  22     36.00
WA804       0405  23     36.00
WA804       0405  24     32.00
WA804       0405  25     38.00
WA804       0405  26     40.00
WA804       0405  27     40.00
WA804       0405  28     37.00
WA804       0405  29     36.00
WA804       0405  30     36.00
WA804       0505   1     37.00
WA804       0505   2     38.00
WA804       0505   3     37.00
WA804       0505   4     40.00
WA804       0505   5     41.00
WA804       0505   6     38.00
WA804       0505   7     35.00
WA804       0505   8     36.00
WA804       0505   9     35.00
WA804       0505  10     34.00
WA804       0505  11     37.00
WA804       0505  12     38.00
WA804       0505  13     38.00
WA804       0505  14     46.00
WA804       0505  15     39.00
WA804       0505  16     34.00
WA804       0505  17     32.00
WA804       0505  18     37.00
WA804       0505  19     33.00
WA804       0505  20     32.00
WA804       0505  21     31.00
WA804       0505  22     30.00
WA804       0505  23     29.00
WA804       0505  24     30.00
WA804       0505  25     38.00
WA804       0505  26     50.00
WA804       0505  27     53.00
WA804       0505  28     47.00
WA804       0505  29     43.00
WA804       0505  30     43.00
WA804       0505  31     39.00
WA804       0605   1     37.00
WA804       0605   2     38.00
WA804       0605   3     33.00
WA804       0605   4     33.00
WA804       0605   5     33.00
WA804       0605   6     32.00
WA804       0605   7     35.00
WA804       0605   8     37.00
WA804       0605   9     38.00
WA804       0605  10     34.00
WA804       0605  11     35.00
WA804       0605  12     33.00
WA804       0605  13     38.00
WA804       0605  14     37.00
WA804       0605  15     32.00
WA804       0605  16     39.00
WA804       0605  17     35.00
WA804       0605  18     36.00
WA804       0605  19     37.00
WA804       0605  20     45.00
WA804       0605  21     46.00
WA804       0605  22     42.00
WA804       0605  23     34.00
WA804       0605  24     44.00
WA804       0605  25     43.00
WA804       0605  26     42.00
WA804       0605  27     42.00
WA804       0605  28     44.00
WA804       0605  29     44.00
WA804       0605  30     47.00
WA804       0705   1     42.00
WA804       0705   2     39.00
WA804       0705   3     38.00
WA804       0705   4     44.00
WA804       0705   5     48.00
WA804       0705   6     46.00
WA804       0705   7     44.00
WA804       0705   8     44.00
WA804       0705   9     43.00
WA804       0705  10     42.00
WA804       0705  11     48.00
WA804       0705  12     45.00
WA804       0705  13     43.00
WA804       0705  14     41.00
WA804       0705  15     52.00
WA804       0705  16   -999.00
WA804       0705  17   -999.00
WA804       0705  18   -999.00
WA804       0705  19   -999.00
WA804       0705  20     49.00
WA804       0705  21     50.00
WA804       0705  22     45.00
WA804       0705  23     38.00
WA804       0705  24     41.00
WA804       0705  25     41.00
WA804       0705  26     50.00
WA804       0705  27     56.00
WA804       0705  28     52.00
WA804       0705  29     50.00
WA804       0705  30     49.00
WA804       0705  31     50.00
WA804       0805   1     43.00
WA804       0805   2     40.00
WA804       0805   3     47.00
WA804       0805   4     56.00
WA804       0805   5     53.00
WA804       0805   6     50.00
WA804       0805   7     48.00
WA804       0805   8     48.00
WA804       0805   9     47.00
WA804       0805  10     44.00
WA804       0805  11     39.00
WA804       0805  12     43.00
WA804       0805  13     53.00
WA804       0805  14     51.00
WA804       0805  15     53.00
WA804       0805  16     48.00
WA804       0805  17     46.00
WA804       0805  18     43.00
WA804       0805  19     47.00
WA804       0805  20     47.00
WA804       0805  21     50.00
WA804       0805  22     46.00
WA804       0805  23     38.00
WA804       0805  24     38.00
WA804       0805  25     51.00
WA804       0805  26     47.00
WA804       0805  27     47.00
WA804       0805  28     45.00
WA804       0805  29     41.00
WA804       0805  30     42.00
WA804       0805  31     42.00
WA804       0905   1     48.00
WA804       0905   2     46.00
WA804       0905   3     42.00
WA804       0905   4     37.00
WA804       0905   5     35.00
WA804       0905   6     43.00
WA804       0905   7     46.00
WA804       0905   8     42.00
WA804       0905   9     36.00
WA804       0905  10     35.00
WA804       0905  11     36.00
WA804       0905  12     38.00
WA804       0905  13     37.00
WA804       0905  14     40.00
WA804       0905  15     39.00
WA804       0905  16     37.00
WA804       0905  17     35.00
WA804       0905  18     34.00
WA804       0905  19     38.00
WA804       0905  20     34.00
WA804       0905  21     33.00
WA804       0905  22     32.00
WA804       0905  23     31.00
WA804       0905  24     32.00
WA804       0905  25     36.00
WA804       0905  26     43.00
WA804       0905  27     38.00
WA804       0905  28     39.00
WA804       0905  29     44.00
WA804       0905  30     40.00
WA804       1005   1     33.00
WA804       1005   2     32.00
WA804       1005   3     31.00
WA804       1005   4     33.00
WA804       1005   5     37.00
WA804       1005   6     41.00
WA804       1005   7     32.00
WA804       1005   8     31.00
WA804       1005   9     38.00
WA804       1005  10     39.00
WA804       1005  11     31.00
WA804       1005  12     31.00
WA804       1005  13     36.00
WA804       1005  14     39.00
WA804       1005  15     38.00
WA804       1005  16     39.00
WA804       1005  17     39.00
WA804       1005  18     39.00
WA804       1005  19     41.00
WA804       1005  20     36.00
WA804       1005  21     37.00
WA804       1005  22     40.00
WA804       1005  23     40.00
WA804       1005  24     41.00
WA804       1005  25     35.00
WA804       1005  26     28.00
WA804       1005  27     28.00
WA804       1005  28     32.00
WA804       1005  29     32.00
WA804       1005  30     30.00
WA804       1005  31     33.00
WA804       1105   1     32.00
WA804       1105   2     31.00
WA804       1105   3     28.00
WA804       1105   4     28.00
WA804       1105   5     27.00
WA804       1105   6     28.00
WA804       1105   7     22.00
WA804       1105   8     24.00
WA804       1105   9     27.00
WA804       1105  10     31.00
WA804       1105  11     28.00
WA804       1105  12     26.00
WA804       1105  13     29.00
WA804       1105  14     25.00
WA804       1105  15     23.00
WA804       1105  16     34.00
WA804       1105  17     35.00
WA804       1105  18     36.00
WA804       1105  19     34.00
WA804       1105  20     26.00
WA804       1105  21     22.00
WA804       1105  22     21.00
WA804       1105  23     20.00
WA804       1105  24     19.00
WA804       1105  25     25.00
WA804       1105  26     23.00
WA804       1105  27     14.00
WA804       1105  28     14.00
WA804       1105  29     22.00
WA804       1105  30     21.00
WA804       1205   1     21.00
WA804       1205   2     24.00
WA804       1205   3     23.00
WA804       1205   4     19.00
WA804       1205   5     20.00
WA804       1205   6     16.00
WA804       1205   7     13.00
WA804       1205   8     12.00
WA804       1205   9     20.00
WA804       1205  10     26.00
WA804       1205  11     26.00
WA804       1205  12     24.00
WA804       1205  13     18.00
WA804       1205  14     20.00
WA804       1205  15      7.00
WA804       1205  16      6.00
WA804       1205  17      9.00
WA804       1205  18      8.00
WA804       1205  19     14.00
WA804       1205  20     23.00
WA804       1205  21     32.00
WA804       1205  22     34.00
WA804       1205  23     33.00
WA804       1205  24     39.00
WA804       1205  25     33.00
WA804       1205  26     31.00
WA804       1205  27     29.00
WA804       1205  28     30.00
WA804       1205  29     28.00
WA804       1205  30     27.00
WA804       1205  31     31.00
WA804       0106   1     27.00
WA804       0106   2     28.00
WA804       0106   3     25.00
WA804       0106   4     25.00
WA804       0106   5     31.00
WA804       0106   6     34.00
WA804       0106   7     28.00
WA804       0106   8     27.00
WA804       0106   9     31.00
WA804       0106  10     32.00
WA804       0106  11     28.00
WA804       0106  12     28.00
WA804       0106  13     32.00
WA804       0106  14     24.00
WA804       0106  15     24.00
WA804       0106  16     24.00
WA804       0106  17     29.00
WA804       0106  18     29.00
WA804       0106  19     29.00
WA804       0106  20     28.00
WA804       0106  21     26.00
WA804       0106  22     28.00
WA804       0106  23     30.00
WA804       0106  24     31.00
WA804       0106  25     27.00
WA804       0106  26     26.00
WA804       0106  27     26.00
WA804       0106  28     27.00
WA804       0106  29     27.00
WA804       0106  30     28.00
WA804       0106  31     26.00
WA804       0206   1     30.00
WA804       0206   2     30.00
WA804       0206   3     30.00
WA804       0206   4     24.00
WA804       0206   5     24.00
WA804       0206   6     25.00
WA804       0206   7     26.00
WA804       0206   8     26.00
WA804       0206   9     25.00
WA804       0206  10     23.00
WA804       0206  11     24.00
WA804       0206  12     21.00
WA804       0206  13     20.00
WA804       0206  14     12.00
WA804       0206  15      7.00
WA804       0206  16     10.00
WA804       0206  17      1.00
WA804       0206  18      6.00
WA804       0206  19      8.00
WA804       0206  20     13.00
WA804       0206  21     22.00
WA804       0206  22     27.00
WA804       0206  23     17.00
WA804       0206  24      8.00
WA804       0206  25     17.00
WA804       0206  26     22.00
WA804       0206  27     32.00
WA804       0206  28     27.00
WA804       0306   1     27.00
WA804       0306   2     21.00
WA804       0306   3     23.00
WA804       0306   4     22.00
WA804       0306   5     26.00
WA804       0306   6     28.00
WA804       0306   7     23.00
WA804       0306   8     19.00
WA804       0306   9     19.00
WA804       0306  10     15.00
WA804       0306  11     18.00
WA804       0306  12     16.00
WA804       0306  13     16.00
WA804       0306  14     23.00
WA804       0306  15     24.00
WA804       0306  16     26.00
WA804       0306  17     26.00
WA804       0306  18     24.00
WA804       0306  19     14.00
WA804       0306  20     23.00
WA804       0306  21     23.00
WA804       0306  22     29.00
WA804       0306  23     31.00
WA804       0306  24     24.00
WA804       0306  25     24.00
WA804       0306  26     24.00
WA804       0306  27     26.00
WA804       0306  28     31.00
WA804       0306  29     29.00
WA804       0306  30     31.00
WA804       0306  31     28.00
WA804       0406   1     25.00
WA804       0406   2     27.00
WA804       0406   3     31.00
WA804       0406   4     26.00
WA804       0406   5     30.00
WA804       0406   6     27.00
WA804       0406   7     27.00
WA804       0406   8     32.00
WA804       0406   9     31.00
WA804       0406  10     27.00
WA804       0406  11     27.00
WA804       0406  12     32.00
WA804       0406  13     31.00
WA804       0406  14     25.00
WA804       0406  15     23.00
WA804       0406  16     23.00
WA804       0406  17     25.00
WA804       0406  18     19.00
WA804       0406  19     31.00
WA804       0406  20     31.00
WA804       0406  21     24.00
WA804       0406  22     20.00
WA804       0406  23     33.00
WA804       0406  24     31.00
WA804       0406  25     30.00
WA804       0406  26     30.00
WA804       0406  27     33.00
WA804       0406  28     38.00
WA804       0406  29     25.00
WA804       0406  30     22.00
WA804       0506   1     25.00
WA804       0506   2     22.00
WA804       0506   3     35.00
WA804       0506   4     38.00
WA804       0506   5     33.00
WA804       0506   6     31.00
WA804       0506   7     30.00
WA804       0506   8     27.00
WA804       0506   9     25.00
WA804       0506  10     35.00
WA804       0506  11     32.00
WA804       0506  12     28.00
WA804       0506  13     30.00
WA804       0506  14     37.00
WA804       0506  15     50.00
WA804       0506  16     49.00
WA804       0506  17     49.00
WA804       0506  18     46.00
WA804       0506  19     42.00
WA804       0506  20     38.00
WA804       0506  21     38.00
WA804       0506  22     34.00
WA804       0506  23     35.00
WA804       0506  24     35.00
WA804       0506  25     32.00
WA804       0506  26     32.00
WA804       0506  27     33.00
WA804       0506  28     35.00
WA804       0506  29     32.00
WA804       0506  30     31.00
WA804       0506  31     43.00
WA804       0606   1     44.00
WA804       0606   2     37.00
WA804       0606   3     37.00
WA804       0606   4     42.00
WA804       0606   5     40.00
WA804       0606   6     43.00
WA804       0606   7     39.00
WA804       0606   8     35.00
WA804       0606   9     37.00
WA804       0606  10     36.00
WA804       0606  11     40.00
WA804       0606  12     45.00
WA804       0606  13     42.00
WA804       0606  14     40.00
WA804       0606  15     40.00
WA804       0606  16     38.00
WA804       0606  17     35.00
WA804       0606  18     35.00
WA804       0606  19     37.00
WA804       0606  20     36.00
WA804       0606  21     35.00
WA804       0606  22     35.00
WA804       0606  23     38.00
WA804       0606  24     47.00
WA804       0606  25     58.00
WA804       0606  26     62.00
WA804       0606  27     49.00
WA804       0606  28     44.00
WA804       0606  29     48.00
WA804       0606  30     51.00
WA804       0706   1     51.00
WA804       0706   2     53.00
WA804       0706   3     53.00
WA804       0706   4     51.00
WA804       0706   5     43.00
WA804       0706   6     40.00
WA804       0706   7     35.00
WA804       0706   8     49.00
WA804       0706   9     54.00
WA804       0706  10     44.00
WA804       0706  11     40.00
WA804       0706  12     45.00
WA804       0706  13     45.00
WA804       0706  14     45.00
WA804       0706  15     45.00
WA804       0706  16     43.00
WA804       0706  17     41.00
WA804       0706  18     39.00
WA804       0706  19     42.00
WA804       0706  20   -999.00
WA804       0706  21     66.00
WA804       0706  22     65.00
WA804       0706  23     62.00
WA804       0706  24     56.00
WA804       0706  25     51.00
WA804       0706  26     49.00
WA804       0706  27     50.00
WA804       0706  28     43.00
WA804       0706  29     40.00
WA804       0706  30     38.00
WA804       0706  31     36.00
WA804       0806   1     38.00
WA804       0806   2     41.00
WA804       0806   3     41.00
WA804       0806   4     41.00
WA804       0806   5     46.00
WA804       0806   6     53.00
WA804       0806   7     53.00
WA804       0806   8     47.00
WA804       0806   9     47.00
WA804       0806  10   -999.00
WA804       0806  11   -999.00
WA804       0806  12   -999.00
WA804       0806  13   -999.00
WA804       0806  14     51.00
WA804       0806  15     44.00
WA804       0806  16     42.00
WA804       0806  17     46.00
WA804       0806  18     55.00
WA804       0806  19   -999.00
WA804       0806  20   -999.00
WA804       0806  21   -999.00
WA804       0806  22   -999.00
WA804       0806  23   -999.00
WA804       0806  24   -999.00
WA804       0806  25   -999.00
WA804       0806  26   -999.00
WA804       0806  27   -999.00
WA804       0806  28   -999.00
WA804       0806  29   -999.00
WA804       0806  30   -999.00
WA804       0806  31   -999.00
WA804       0906   1   -999.00
WA804       0906   2   -999.00
WA804       0906   3   -999.00
WA804       0906   4   -999.00
WA804       0906   5     56.00
WA804       0906   6     50.00
WA804       0906   7     46.00
WA804       0906   8     48.00
WA804       0906   9     41.00
WA804       0906  10     40.00
WA804       0906  11     52.00
WA804       0906  12     48.00
WA804       0906  13     39.00
WA804       0906  14     37.00
WA804       0906  15     35.00
WA804       0906  16     38.00
WA804       0906  17     38.00
WA804       0906  18     41.00
WA804       0906  19     40.00
WA804       0906  20     40.00
WA804       0906  21     38.00
WA804       0906  22     34.00
WA804       0906  23     41.00
WA804       0906  24     48.00
WA804       0906  25     49.00
WA804       0906  26     52.00
WA804       0906  27     54.00
WA804       0906  28     53.00
WA804       0906  29     49.00
WA804       0906  30     40.00
WA804       1006   1     38.00
WA804       1006   2     37.00
WA804       1006   3     41.00
WA804       1006   4     44.00
WA804       1006   5     41.00
WA804       1006   6     40.00
WA804       1006   7     37.00
WA804       1006   8     38.00
WA804       1006   9     38.00
WA804       1006  10     38.00
WA804       1006  11     45.00
WA804       1006  12     48.00
WA804       1006  13     48.00
WA804       1006  14     43.00
WA804       1006  15     38.00
WA804       1006  16     36.00
WA804       1006  17     35.00
WA804       1006  18     39.00
WA804       1006  19     36.00
WA804       1006  20     35.00
WA804       1006  21     38.00
WA804       1006  22     39.00
WA804       1006  23     36.00
WA804       1006  24     33.00
WA804       1006  25     31.00
WA804       1006  26     34.00
WA804       1006  27     38.00
WA804       1006  28     38.00
WA804       1006  29     26.00
WA804       1006  30     22.00
WA804       1006  31     22.00
WA804       1106   1     25.00
WA804       1106   2     27.00
WA804       1106   3     36.00
WA804       1106   4     42.00
WA804       1106   5     40.00
WA804       1106   6     50.00
WA804       1106   7     36.00
WA804       1106   8     34.00
WA804       1106   9     32.00
WA804       1106  10     31.00
WA804       1106  11     31.00
WA804       1106  12     21.00
WA804       1106  13     31.00
WA804       1106  14     30.00
WA804       1106  15     32.00
WA804       1106  16     20.00
WA804       1106  17     29.00
WA804       1106  18     20.00
WA804       1106  19     34.00
WA804       1106  20     21.00
WA804       1106  21     31.00
WA804       1106  22     29.00
WA804       1106  23     28.00
WA804       1106  24     23.00
WA804       1106  25     18.00
WA804       1106  26     20.00
WA804       1106  27     18.00
WA804       1106  28     11.00
WA804       1106  29      7.00
WA804       1106  30     23.00
WA804       1206   1     24.00
WA804       1206   2     23.00
WA804       1206   3     23.00
WA804       1206   4     24.00
WA804       1206   5     32.00
WA804       1206   6     25.00
WA804       1206   7     23.00
WA804       1206   8     33.00
WA804       1206   9     28.00
