$ Get data for 863:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:55 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA863           White Pass E.s.
WA863       1203  24     26.00
WA863       1203  25     20.00
WA863       1203  26     17.00
WA863       1203  27     16.00
WA863       1203  28     19.00
WA863       1203  29      5.00
WA863       1203  30      5.00
WA863       1203  31     15.00
WA863       0104   1     10.00
WA863       0104   2     19.00
WA863       0104   3      5.00
WA863       0104   4     -8.00
WA863       0104   5     -9.00
WA863       0104   6     -5.00
WA863       0104   7     -1.00
WA863       0104   8     18.00
WA863       0104   9     22.00
WA863       0104  10     29.00
WA863       0104  11     25.00
WA863       0104  12     24.00
WA863       0104  13     31.00
WA863       0104  14     31.00
WA863       0104  15     31.00
WA863       0104  16     27.00
WA863       0104  17     26.00
WA863       0104  18     26.00
WA863       0104  19     29.00
WA863       0104  20     22.00
WA863       0104  21     18.00
WA863       0104  22     20.00
WA863       0104  23     30.00
WA863       0104  24     21.00
WA863       0104  25     22.00
WA863       0104  26     25.00
WA863       0104  27     22.00
WA863       0104  28     29.00
WA863       0104  29     31.00
WA863       0104  30     22.00
WA863       0104  31     21.00
WA863       0204   1     22.00
WA863       0204   2     20.00
WA863       0204   3     20.00
WA863       0204   4     20.00
WA863       0204   5     14.00
WA863       0204   6     22.00
WA863       0204   7     25.00
WA863       0204   8     19.00
WA863       0204   9     17.00
WA863       0204  10     22.00
WA863       0204  11     19.00
WA863       0204  12     17.00
WA863       0204  13     15.00
WA863       0204  14     23.00
WA863       0204  15     25.00
WA863       0204  16     25.00
WA863       0204  17     25.00
WA863       0204  18     28.00
WA863       0204  19     23.00
WA863       0204  20     18.00
WA863       0204  21     22.00
WA863       0204  22     21.00
WA863       0204  23     25.00
WA863       0204  24     20.00
WA863       0204  25     18.00
WA863       0204  26     25.00
WA863       0204  27     28.00
WA863       0204  28     26.00
WA863       0204  29     25.00
WA863       0304   1     26.00
WA863       0304   2     19.00
WA863       0304   3     20.00
WA863       0304   4     25.00
WA863       0304   5     22.00
WA863       0304   6     22.00
WA863       0304   7     28.00
WA863       0304   8     33.00
WA863       0304   9     29.00
WA863       0304  10     25.00
WA863       0304  11     28.00
WA863       0304  12     26.00
WA863       0304  13     25.00
WA863       0304  14     29.00
WA863       0304  15     27.00
WA863       0304  16     32.00
WA863       0304  17     31.00
WA863       0304  18     23.00
WA863       0304  19     21.00
WA863       0304  20     21.00
WA863       0304  21     29.00
WA863       0304  22     33.00
WA863       0304  23     32.00
WA863       0304  24     28.00
WA863       0304  25     27.00
WA863       0304  26     27.00
WA863       0304  27     29.00
WA863       0304  28     25.00
WA863       0304  29     29.00
WA863       0304  30     23.00
WA863       0304  31     22.00
WA863       0404   1     23.00
WA863       0404   2     24.00
WA863       0404   3     34.00
WA863       0404   4     29.00
WA863       0404   5     31.00
WA863       0404   6     30.00
WA863       0404   7     32.00
WA863       0404   8     29.00
WA863       0404   9     29.00
WA863       0404  10     31.00
WA863       0404  11     32.00
WA863       0404  12     34.00
WA863       0404  13     32.00
WA863       0404  14     28.00
WA863       0404  15     27.00
WA863       0404  16     28.00
WA863       0404  17     29.00
WA863       0404  18     28.00
WA863       0404  19     27.00
WA863       0404  20     28.00
WA863       0404  21     27.00
WA863       0404  22     29.00
WA863       0404  23     30.00
WA863       0404  24     28.00
WA863       0404  25     31.00
WA863       0404  26     33.00
WA863       0404  27     29.00
WA863       0404  28     29.00
WA863       0404  29     29.00
WA863       0404  30     33.00
WA863       0504   1     35.00
WA863       0504   2     37.00
WA863       0504   3     35.00
WA863       0504   4     34.00
WA863       0504   5     30.00
WA863       0504   6     29.00
WA863       0504   7     35.00
WA863       0504   8     34.00
WA863       0504   9     33.00
WA863       0504  10     31.00
WA863       0504  11     31.00
WA863       0504  12     31.00
WA863       0504  13     29.00
WA863       0504  14     33.00
WA863       0504  15     34.00
WA863       0504  16     35.00
WA863       0504  17     34.00
WA863       0504  18     34.00
WA863       0504  19     35.00
WA863       0504  20     35.00
WA863       0504  21     39.00
WA863       0504  22     35.00
WA863       0504  23     33.00
WA863       0504  24     32.00
WA863       0504  25     33.00
WA863       0504  26     42.00
WA863       0504  27     34.00
WA863       0504  28     33.00
WA863       0504  29     33.00
WA863       0504  30     35.00
WA863       0504  31     33.00
WA863       0604   1     30.00
WA863       0604   2     34.00
WA863       0604   3     39.00
WA863       0604   4     42.00
WA863       0604   5     36.00
WA863       0604   6     36.00
WA863       0604   7     35.00
WA863       0604   8     38.00
WA863       0604   9     37.00
WA863       0604  10     35.00
WA863       0604  11     33.00
WA863       0604  12     36.00
WA863       0604  13     36.00
WA863       0604  14     35.00
WA863       0604  15     31.00
WA863       0604  16     36.00
WA863       0604  17     42.00
WA863       0604  18     44.00
WA863       0604  19     43.00
WA863       0604  20     43.00
WA863       0604  21     46.00
WA863       0604  22     50.00
WA863       0604  23     49.00
WA863       0604  24     50.00
WA863       0604  25     47.00
WA863       0604  26     47.00
WA863       0604  27     45.00
WA863       0604  28     44.00
WA863       0604  29     48.00
WA863       0604  30     48.00
WA863       0704   1     46.00
WA863       0704   2     46.00
WA863       0704   3     47.00
WA863       0704   4     44.00
WA863       0704   5     42.00
WA863       0704   6     42.00
WA863       0704   7     38.00
WA863       0704   8     40.00
WA863       0704   9     41.00
WA863       0704  10     40.00
WA863       0704  11     40.00
WA863       0704  12     43.00
WA863       0704  13     52.00
WA863       0704  14     52.00
WA863       0704  15     51.00
WA863       0704  16     46.00
WA863       0704  17     53.00
WA863       0704  18     51.00
WA863       0704  19     52.00
WA863       0704  20     49.00
WA863       0704  21     43.00
WA863       0704  22     49.00
WA863       0704  23     53.00
WA863       0704  24     55.00
WA863       0704  25     50.00
WA863       0704  26     45.00
WA863       0704  27     48.00
WA863       0704  28     51.00
WA863       0704  29     53.00
WA863       0704  30     52.00
WA863       0704  31     48.00
WA863       0804   1     50.00
WA863       0804   2     49.00
WA863       0804   3     46.00
WA863       0804   4     45.00
WA863       0804   5     42.00
WA863       0804   6     41.00
WA863       0804   7     44.00
WA863       0804   8     44.00
WA863       0804   9     48.00
WA863       0804  10     52.00
WA863       0804  11     54.00
WA863       0804  12     55.00
WA863       0804  13     57.00
WA863       0804  14     55.00
WA863       0804  15     54.00
WA863       0804  16   -999.00
WA863       0804  17     52.00
WA863       0804  18     49.00
WA863       0804  19     53.00
WA863       0804  20     53.00
WA863       0804  21     51.00
WA863       0804  22     44.00
WA863       0804  23     43.00
WA863       0804  24     46.00
WA863       0804  25     43.00
WA863       0804  26     44.00
WA863       0804  27     46.00
WA863       0804  28     47.00
WA863       0804  29     44.00
WA863       0804  30     49.00
WA863       0804  31     49.00
WA863       0904   1     40.00
WA863       0904   2     39.00
WA863       0904   3     39.00
WA863       0904   4     42.00
WA863       0904   5     41.00
WA863       0904   6     37.00
WA863       0904   7     39.00
WA863       0904   8     42.00
WA863       0904   9     42.00
WA863       0904  10     34.00
WA863       0904  11     42.00
WA863       0904  12     38.00
WA863       0904  13     39.00
WA863       0904  14     37.00
WA863       0904  15     40.00
WA863       0904  16     39.00
WA863       0904  17     35.00
WA863       0904  18     31.00
WA863       0904  19     30.00
WA863       0904  20     35.00
WA863       0904  21     34.00
WA863       0904  22     38.00
WA863       0904  23     42.00
WA863       0904  24     41.00
WA863       0904  25     42.00
WA863       0904  26     44.00
WA863       0904  27     44.00
WA863       0904  28     46.00
WA863       0904  29     39.00
WA863       0904  30     37.00
WA863       1004   1     36.00
WA863       1004   2     37.00
WA863       1004   3     38.00
WA863       1004   4     39.00
WA863       1004   5     42.00
WA863       1004   6     36.00
WA863       1004   7     34.00
WA863       1004   8     38.00
WA863       1004   9     34.00
WA863       1004  10     35.00
WA863       1004  11     36.00
WA863       1004  12     42.00
WA863       1004  13     40.00
WA863       1004  14     43.00
WA863       1004  15     43.00
WA863       1004  16     43.00
WA863       1004  17     32.00
WA863       1004  18     31.00
WA863       1004  19     32.00
WA863       1004  20     31.00
WA863       1004  21     31.00
WA863       1004  22     32.00
WA863       1004  23     29.00
WA863       1004  24     25.00
WA863       1004  25     24.00
WA863       1004  26     28.00
WA863       1004  27     27.00
WA863       1004  28     31.00
WA863       1004  29     32.00
WA863       1004  30     28.00
WA863       1004  31     24.00
WA863       1104   1     24.00
WA863       1104   2     29.00
WA863       1104   3     23.00
WA863       1104   4     22.00
WA863       1104   5     28.00
WA863       1104   6     32.00
WA863       1104   7     35.00
WA863       1104   8     33.00
WA863       1104   9     35.00
WA863       1104  10     33.00
WA863       1104  11     30.00
WA863       1104  12     29.00
WA863       1104  13     31.00
WA863       1104  14     31.00
WA863       1104  15     30.00
WA863       1104  16     30.00
WA863       1104  17     23.00
WA863       1104  18     28.00
WA863       1104  19     21.00
WA863       1104  20     20.00
WA863       1104  21     25.00
WA863       1104  22     31.00
WA863       1104  23     32.00
WA863       1104  24     38.00
WA863       1104  25     28.00
WA863       1104  26     22.00
WA863       1104  27     19.00
WA863       1104  28     16.00
WA863       1104  29     18.00
WA863       1104  30     26.00
WA863       1204   1     22.00
WA863       1204   2     21.00
WA863       1204   3     27.00
WA863       1204   4     28.00
WA863       1204   5     22.00
WA863       1204   6     22.00
WA863       1204   7     24.00
WA863       1204   8     28.00
WA863       1204   9     28.00
WA863       1204  10     38.00
WA863       1204  11     26.00
WA863       1204  12     25.00
WA863       1204  13     26.00
WA863       1204  14     31.00
WA863       1204  15     26.00
WA863       1204  16     27.00
WA863       1204  17     31.00
WA863       1204  18     33.00
WA863       1204  19     28.00
WA863       1204  20     23.00
WA863       1204  21     23.00
WA863       1204  22     25.00
WA863       1204  23     24.00
WA863       1204  24     31.00
WA863       1204  25     31.00
WA863       1204  26     28.00
WA863       1204  27     24.00
WA863       1204  28     23.00
WA863       1204  29     25.00
WA863       1204  30     21.00
WA863       1204  31     18.00
WA863       0105   1     21.00
WA863       0105   2     18.00
WA863       0105   3     13.00
WA863       0105   4      9.00
WA863       0105   5      8.00
WA863       0105   6     21.00
WA863       0105   7     17.00
WA863       0105   8     17.00
WA863       0105   9     17.00
WA863       0105  10     15.00
WA863       0105  11      7.00
WA863       0105  12     24.00
WA863       0105  13     11.00
WA863       0105  14      4.00
WA863       0105  15      1.00
WA863       0105  16      8.00
WA863       0105  17     28.00
WA863       0105  18     41.00
WA863       0105  19     35.00
WA863       0105  20     35.00
WA863       0105  21     33.00
WA863       0105  22     34.00
WA863       0105  23     35.00
WA863       0105  24     33.00
WA863       0105  25     31.00
WA863       0105  26     30.00
WA863       0105  27     31.00
WA863       0105  28     29.00
WA863       0105  29     29.00
WA863       0105  30     32.00
WA863       0105  31     26.00
WA863       0205   1     24.00
WA863       0205   2     32.00
WA863       0205   3     33.00
WA863       0205   4     25.00
WA863       0205   5     21.00
WA863       0205   6     21.00
WA863       0205   7     18.00
WA863       0205   8     16.00
WA863       0205   9     19.00
WA863       0205  10     20.00
WA863       0205  11     19.00
WA863       0205  12     25.00
WA863       0205  13     20.00
WA863       0205  14     11.00
WA863       0205  15      8.00
WA863       0205  16     12.00
WA863       0205  17     14.00
WA863       0205  18     14.00
WA863       0205  19     23.00
WA863       0205  20     19.00
WA863       0205  21     17.00
WA863       0205  22     20.00
WA863       0205  23     22.00
WA863       0205  24     24.00
WA863       0205  25     26.00
WA863       0205  26     26.00
WA863       0205  27     24.00
WA863       0205  28     30.00
WA863       0305   1     30.00
WA863       0305   2     28.00
WA863       0305   3     25.00
WA863       0305   4     28.00
WA863       0305   5     28.00
WA863       0305   6     33.00
WA863       0305   7     33.00
WA863       0305   8     40.00
WA863       0305   9     37.00
WA863       0305  10     34.00
WA863       0305  11     34.00
WA863       0305  12     29.00
WA863       0305  13     28.00
WA863       0305  14     28.00
WA863       0305  15     28.00
WA863       0305  16     24.00
WA863       0305  17     26.00
WA863       0305  18     24.00
WA863       0305  19     28.00
WA863       0305  20     25.00
WA863       0305  21     20.00
WA863       0305  22     21.00
WA863       0305  23     24.00
WA863       0305  24     21.00
WA863       0305  25     25.00
WA863       0305  26     28.00
WA863       0305  27     29.00
WA863       0305  28     26.00
WA863       0305  29     24.00
WA863       0305  30     23.00
WA863       0305  31     20.00
WA863       0405   1     27.00
WA863       0405   2     26.00
WA863       0405   3     27.00
WA863       0405   4     23.00
WA863       0405   5     23.00
WA863       0405   6     31.00
WA863       0405   7     26.00
WA863       0405   8     22.00
WA863       0405   9     27.00
WA863       0405  10     24.00
WA863       0405  11     21.00
WA863       0405  12     18.00
WA863       0405  13     18.00
WA863       0405  14     23.00
WA863       0405  15     23.00
WA863       0405  16     31.00
WA863       0405  17     27.00
WA863       0405  18     27.00
WA863       0405  19     27.00
WA863       0405  20     30.00
WA863       0405  21     32.00
WA863       0405  22     35.00
WA863       0405  23     35.00
WA863       0405  24     34.00
WA863       0405  25     36.00
WA863       0405  26     35.00
WA863       0405  27     36.00
WA863       0405  28     33.00
WA863       0405  29     33.00
WA863       0405  30     34.00
WA863       0505   1     32.00
WA863       0505   2     38.00
WA863       0505   3     36.00
WA863       0505   4     38.00
WA863       0505   5     38.00
WA863       0505   6     39.00
WA863       0505   7     34.00
WA863       0505   8     35.00
WA863       0505   9     38.00
WA863       0505  10     35.00
WA863       0505  11     38.00
WA863       0505  12     37.00
WA863       0505  13     39.00
WA863       0505  14     45.00
WA863       0505  15     39.00
WA863       0505  16     33.00
WA863       0505  17     33.00
WA863       0505  18     35.00
WA863       0505  19     32.00
WA863       0505  20     32.00
WA863       0505  21     30.00
WA863       0505  22     32.00
WA863       0505  23     30.00
WA863       0505  24     30.00
WA863       0505  25     35.00
WA863       0505  26     40.00
WA863       0505  27   -999.00
WA863       0505  28   -999.00
WA863       0505  29     45.00
WA863       0505  30     44.00
WA863       0505  31     37.00
WA863       0605   1     35.00
WA863       0605   2     38.00
WA863       0605   3     37.00
WA863       0605   4     36.00
WA863       0605   5     31.00
WA863       0605   6     29.00
WA863       0605   7     35.00
WA863       0605   8     37.00
WA863       0605   9     38.00
WA863       0605  10     39.00
WA863       0605  11     35.00
WA863       0605  12     33.00
WA863       0605  13     38.00
WA863       0605  14     36.00
WA863       0605  15     32.00
WA863       0605  16     39.00
WA863       0605  17     36.00
WA863       0605  18     38.00
WA863       0605  19     37.00
WA863       0605  20   -999.00
WA863       0605  21     48.00
WA863       0605  22     43.00
WA863       0605  23     35.00
WA863       0605  24     41.00
WA863       0605  25     45.00
WA863       0605  26     43.00
WA863       0605  27     43.00
WA863       0605  28     45.00
WA863       0605  29     43.00
WA863       0605  30     47.00
WA863       0705   1     44.00
WA863       0705   2     39.00
WA863       0705   3     37.00
WA863       0705   4     43.00
WA863       0705   5   -999.00
WA863       0705   6     46.00
WA863       0705   7     44.00
WA863       0705   8     45.00
WA863       0705   9     43.00
WA863       0705  10     43.00
WA863       0705  11     45.00
WA863       0705  12     48.00
WA863       0705  13     44.00
WA863       0705  14     41.00
WA863       0705  15     51.00
WA863       0705  16     44.00
WA863       0705  17     43.00
WA863       0705  18     51.00
WA863       0705  19   -999.00
WA863       0705  20     45.00
WA863       0705  21     47.00
WA863       0705  22     46.00
WA863       0705  23     43.00
WA863       0705  24     45.00
WA863       0705  25     43.00
WA863       0705  26     48.00
WA863       0705  27     52.00
WA863       0705  28     53.00
WA863       0705  29     52.00
WA863       0705  30     47.00
WA863       0705  31     50.00
WA863       0805   1     47.00
WA863       0805   2     41.00
WA863       0805   3     45.00
WA863       0805   4     49.00
WA863       0805   5     53.00
WA863       0805   6     53.00
WA863       0805   7     50.00
WA863       0805   8     51.00
WA863       0805   9     51.00
WA863       0805  10     46.00
WA863       0805  11     44.00
WA863       0805  12     46.00
WA863       0805  13     48.00
WA863       0805  14     49.00
WA863       0805  15     52.00
WA863       0805  16     51.00
WA863       0805  17     46.00
WA863       0805  18     43.00
WA863       0805  19     46.00
WA863       0805  20     47.00
WA863       0805  21     53.00
WA863       0805  22     49.00
WA863       0805  23     42.00
WA863       0805  24     39.00
WA863       0805  25     45.00
WA863       0805  26     49.00
WA863       0805  27     45.00
WA863       0805  28     48.00
WA863       0805  29     44.00
WA863       0805  30     44.00
WA863       0805  31     42.00
WA863       0905   1     46.00
WA863       0905   2     47.00
WA863       0905   3     45.00
WA863       0905   4     42.00
WA863       0905   5     37.00
WA863       0905   6     41.00
WA863       0905   7     45.00
WA863       0905   8     47.00
WA863       0905   9     38.00
WA863       0905  10     37.00
WA863       0905  11     37.00
WA863       0905  12     41.00
WA863       0905  13     39.00
WA863       0905  14     43.00
WA863       0905  15     43.00
WA863       0905  16     39.00
WA863       0905  17     37.00
WA863       0905  18     37.00
WA863       0905  19     40.00
WA863       0905  20     35.00
WA863       0905  21     32.00
WA863       0905  22     34.00
WA863       0905  23     33.00
WA863       0905  24     33.00
WA863       0905  25     37.00
WA863       0905  26     41.00
WA863       0905  27     41.00
WA863       0905  28     38.00
WA863       0905  29     45.00
WA863       0905  30     41.00
WA863       1005   1     35.00
WA863       1005   2     34.00
WA863       1005   3     33.00
WA863       1005   4     32.00
WA863       1005   5     37.00
WA863       1005   6     40.00
WA863       1005   7     38.00
WA863       1005   8     33.00
WA863       1005   9     38.00
WA863       1005  10     37.00
WA863       1005  11     39.00
WA863       1005  12     36.00
WA863       1005  13     38.00
WA863       1005  14     38.00
WA863       1005  15     40.00
WA863       1005  16     42.00
WA863       1005  17     41.00
WA863       1005  18     40.00
WA863       1005  19     42.00
WA863       1005  20     39.00
WA863       1005  21     37.00
WA863       1005  22     38.00
WA863       1005  23     41.00
WA863       1005  24     40.00
WA863       1005  25     37.00
WA863       1005  26     31.00
WA863       1005  27     29.00
WA863       1005  28     34.00
WA863       1005  29     34.00
WA863       1005  30     32.00
WA863       1005  31     34.00
WA863       1105   1     33.00
WA863       1105   2     31.00
WA863       1105   3     31.00
WA863       1105   4     30.00
WA863       1105   5     30.00
WA863       1105   6     28.00
WA863       1105   7     26.00
WA863       1105   8     22.00
WA863       1105   9     25.00
WA863       1105  10     32.00
WA863       1105  11     28.00
WA863       1105  12     28.00
WA863       1105  13     30.00
WA863       1105  14     22.00
WA863       1105  15     22.00
WA863       1105  16     33.00
WA863       1105  17     31.00
WA863       1105  18     32.00
WA863       1105  19     32.00
WA863       1105  20     30.00
WA863       1105  21     28.00
WA863       1105  22     27.00
WA863       1105  23     22.00
WA863       1105  24     22.00
WA863       1105  25     26.00
WA863       1105  26     22.00
WA863       1105  27     14.00
WA863       1105  28     13.00
WA863       1105  29     23.00
WA863       1105  30     18.00
WA863       1205   1     20.00
WA863       1205   2     22.00
WA863       1205   3     23.00
WA863       1205   4     22.00
WA863       1205   5     24.00
WA863       1205   6     18.00
WA863       1205   7     11.00
WA863       1205   8     10.00
WA863       1205   9     20.00
WA863       1205  10     28.00
WA863       1205  11     24.00
WA863       1205  12     25.00
WA863       1205  13     18.00
WA863       1205  14     15.00
WA863       1205  15     14.00
WA863       1205  16     13.00
WA863       1205  17      9.00
WA863       1205  18      9.00
WA863       1205  19     15.00
WA863       1205  20     23.00
WA863       1205  21     34.00
WA863       1205  22     34.00
WA863       1205  23     34.00
WA863       1205  24     35.00
WA863       1205  25     34.00
WA863       1205  26     32.00
WA863       1205  27     32.00
WA863       1205  28     32.00
WA863       1205  29     30.00
WA863       1205  30     28.00
WA863       1205  31     33.00
WA863       0106   1     28.00
WA863       0106   2     28.00
WA863       0106   3     22.00
WA863       0106   4     24.00
WA863       0106   5     29.00
WA863       0106   6     35.00
WA863       0106   7     29.00
WA863       0106   8     29.00
WA863       0106   9     32.00
WA863       0106  10     33.00
WA863       0106  11     29.00
WA863       0106  12     29.00
WA863       0106  13     32.00
WA863       0106  14     25.00
WA863       0106  15     24.00
WA863       0106  16     26.00
WA863       0106  17     30.00
WA863       0106  18     28.00
WA863       0106  19     29.00
WA863       0106  20     29.00
WA863       0106  21     27.00
WA863       0106  22     27.00
WA863       0106  23     31.00
WA863       0106  24     29.00
WA863       0106  25     26.00
WA863       0106  26     28.00
WA863       0106  27     27.00
WA863       0106  28     28.00
WA863       0106  29     28.00
WA863       0106  30     29.00
WA863       0106  31     28.00
WA863       0206   1     30.00
WA863       0206   2     32.00
WA863       0206   3     30.00
WA863       0206   4     26.00
WA863       0206   5     24.00
WA863       0206   6     22.00
WA863       0206   7     24.00
WA863       0206   8     25.00
WA863       0206   9     23.00
WA863       0206  10     22.00
WA863       0206  11     17.00
WA863       0206  12     21.00
WA863       0206  13     24.00
WA863       0206  14     14.00
WA863       0206  15     10.00
WA863       0206  16     11.00
WA863       0206  17      2.00
WA863       0206  18     -1.00
WA863       0206  19      4.00
WA863       0206  20     15.00
WA863       0206  21     28.00
WA863       0206  22     30.00
WA863       0206  23     22.00
WA863       0206  24     12.00
WA863       0206  25     14.00
WA863       0206  26     23.00
WA863       0206  27     31.00
WA863       0206  28     29.00
WA863       0306   1     29.00
WA863       0306   2     20.00
WA863       0306   3     19.00
WA863       0306   4     27.00
WA863       0306   5     28.00
WA863       0306   6     29.00
WA863       0306   7     26.00
WA863       0306   8     21.00
WA863       0306   9     16.00
WA863       0306  10     15.00
WA863       0306  11     21.00
WA863       0306  12     18.00
WA863       0306  13     17.00
WA863       0306  14     22.00
WA863       0306  15     23.00
WA863       0306  16     28.00
WA863       0306  17     25.00
WA863       0306  18     22.00
WA863       0306  19     18.00
WA863       0306  20     27.00
WA863       0306  21     24.00
WA863       0306  22     30.00
WA863       0306  23     31.00
WA863       0306  24     29.00
WA863       0306  25     26.00
WA863       0306  26     26.00
WA863       0306  27     27.00
WA863       0306  28     33.00
WA863       0306  29     31.00
WA863       0306  30     31.00
WA863       0306  31     33.00
WA863       0406   1     27.00
WA863       0406   2     26.00
WA863       0406   3     34.00
WA863       0406   4     29.00
WA863       0406   5     34.00
WA863       0406   6     30.00
WA863       0406   7     30.00
WA863       0406   8     33.00
WA863       0406   9     32.00
WA863       0406  10     30.00
WA863       0406  11     29.00
WA863       0406  12     34.00
WA863       0406  13     34.00
WA863       0406  14     28.00
WA863       0406  15     26.00
WA863       0406  16     25.00
WA863       0406  17     28.00
WA863       0406  18     23.00
WA863       0406  19     30.00
WA863       0406  20     34.00
WA863       0406  21     29.00
WA863       0406  22     24.00
WA863       0406  23     31.00
WA863       0406  24     32.00
WA863       0406  25     34.00
WA863       0406  26     32.00
WA863       0406  27     35.00
WA863       0406  28     37.00
WA863       0406  29     31.00
WA863       0406  30     29.00
WA863       0506   1     31.00
WA863       0506   2     26.00
WA863       0506   3     30.00
WA863       0506   4     34.00
WA863       0506   5     33.00
WA863       0506   6     34.00
WA863       0506   7     32.00
WA863       0506   8     29.00
WA863       0506   9     27.00
WA863       0506  10     32.00
WA863       0506  11     36.00
WA863       0506  12     31.00
WA863       0506  13     29.00
WA863       0506  14     35.00
WA863       0506  15     38.00
WA863       0506  16     40.00
WA863       0506  17     41.00
WA863       0506  18     40.00
WA863       0506  19     38.00
WA863       0506  20     37.00
WA863       0506  21     36.00
WA863       0506  22     35.00
WA863       0506  23     35.00
WA863       0506  24     37.00
WA863       0506  25     36.00
WA863       0506  26     35.00
WA863       0506  27     35.00
WA863       0506  28     36.00
WA863       0506  29     33.00
WA863       0506  30     32.00
WA863       0506  31     39.00
WA863       0606   1     39.00
WA863       0606   2     40.00
WA863       0606   3     37.00
WA863       0606   4     40.00
WA863       0606   5     40.00
WA863       0606   6     41.00
WA863       0606   7     42.00
WA863       0606   8     39.00
WA863       0606   9     39.00
WA863       0606  10     38.00
WA863       0606  11     38.00
WA863       0606  12     41.00
WA863       0606  13     41.00
WA863       0606  14     43.00
WA863       0606  15     43.00
WA863       0606  16     42.00
WA863       0606  17     39.00
WA863       0606  18     37.00
WA863       0606  19     41.00
WA863       0606  20     40.00
WA863       0606  21     41.00
WA863       0606  22     39.00
WA863       0606  23     39.00
WA863       0606  24     45.00
WA863       0606  25     49.00
WA863       0606  26     53.00
WA863       0606  27     51.00
WA863       0606  28     45.00
WA863       0606  29     47.00
WA863       0606  30     49.00
WA863       0706   1     50.00
WA863       0706   2     51.00
WA863       0706   3     54.00
WA863       0706   4     53.00
WA863       0706   5     47.00
WA863       0706   6     44.00
WA863       0706   7     41.00
WA863       0706   8     48.00
WA863       0706   9     54.00
WA863       0706  10     46.00
WA863       0706  11     43.00
WA863       0706  12     47.00
WA863       0706  13     47.00
WA863       0706  14     45.00
WA863       0706  15     47.00
WA863       0706  16     44.00
WA863       0706  17     46.00
WA863       0706  18     45.00
WA863       0706  19     42.00
WA863       0706  20     48.00
WA863       0706  21     57.00
WA863       0706  22     62.00
WA863       0706  23     59.00
WA863       0706  24     58.00
WA863       0706  25     53.00
WA863       0706  26     52.00
WA863       0706  27     53.00
WA863       0706  28     45.00
WA863       0706  29     42.00
WA863       0706  30     43.00
WA863       0706  31     40.00
WA863       0806   1     41.00
WA863       0806   2     44.00
WA863       0806   3     42.00
WA863       0806   4     45.00
WA863       0806   5     46.00
WA863       0806   6     50.00
WA863       0806   7     52.00
WA863       0806   8     51.00
WA863       0806   9     50.00
WA863       0806  10     48.00
WA863       0806  11     44.00
WA863       0806  12     40.00
WA863       0806  13     45.00
WA863       0806  14     49.00
WA863       0806  15     45.00
WA863       0806  16     44.00
WA863       0806  17     45.00
WA863       0806  18     48.00
WA863       0806  19     51.00
WA863       0806  20     50.00
WA863       0806  21     52.00
WA863       0806  22     46.00
WA863       0806  23     44.00
WA863       0806  24     45.00
WA863       0806  25     44.00
WA863       0806  26     49.00
WA863       0806  27     49.00
WA863       0806  28     51.00
WA863       0806  29     41.00
WA863       0806  30     39.00
WA863       0806  31     35.00
WA863       0906   1     42.00
WA863       0906   2     46.00
WA863       0906   3     51.00
WA863       0906   4     55.00
WA863       0906   5     53.00
WA863       0906   6     52.00
WA863       0906   7     49.00
WA863       0906   8     49.00
WA863       0906   9     42.00
WA863       0906  10     38.00
WA863       0906  11     46.00
WA863       0906  12     48.00
WA863       0906  13     38.00
WA863       0906  14     37.00
WA863       0906  15     36.00
WA863       0906  16     38.00
WA863       0906  17     36.00
WA863       0906  18     43.00
WA863       0906  19     40.00
WA863       0906  20     40.00
WA863       0906  21     35.00
WA863       0906  22     33.00
WA863       0906  23     37.00
WA863       0906  24     42.00
WA863       0906  25     42.00
WA863       0906  26     44.00
WA863       0906  27     47.00
WA863       0906  28     47.00
WA863       0906  29     45.00
WA863       0906  30     40.00
WA863       1006   1     39.00
WA863       1006   2     37.00
WA863       1006   3     38.00
WA863       1006   4     40.00
WA863       1006   5     41.00
WA863       1006   6     39.00
WA863       1006   7     35.00
WA863       1006   8     38.00
WA863       1006   9     35.00
WA863       1006  10     33.00
WA863       1006  11     40.00
WA863       1006  12     42.00
WA863       1006  13     44.00
WA863       1006  14     42.00
WA863       1006  15     38.00
WA863       1006  16     36.00
WA863       1006  17     34.00
WA863       1006  18     39.00
WA863       1006  19     39.00
WA863       1006  20     33.00
WA863       1006  21     33.00
WA863       1006  22     32.00
WA863       1006  23     33.00
WA863       1006  24     33.00
WA863       1006  25     32.00
WA863       1006  26     34.00
WA863       1006  27     33.00
WA863       1006  28     33.00
WA863       1006  29     26.00
WA863       1006  30     18.00
WA863       1006  31     16.00
WA863       1106   1     18.00
WA863       1106   2     25.00
WA863       1106   3     34.00
WA863       1106   4     39.00
WA863       1106   5     38.00
WA863       1106   6     49.00
WA863       1106   7     35.00
WA863       1106   8     33.00
WA863       1106   9     31.00
WA863       1106  10     31.00
WA863       1106  11     30.00
WA863       1106  12     30.00
WA863       1106  13     29.00
WA863       1106  14     26.00
WA863       1106  15     29.00
WA863       1106  16     24.00
WA863       1106  17     24.00
WA863       1106  18     25.00
WA863       1106  19     29.00
WA863       1106  20     32.00
WA863       1106  21     30.00
