$ Get data for 863:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:55 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA863           White Pass E.s.
WA863       0208  15     32.00
WA863       0208  16     26.00
WA863       0208  17     24.00
WA863       0208  18     24.00
WA863       0208  19     23.00
WA863       0208  20     29.00
WA863       0208  21     28.00
WA863       0208  22     31.00
WA863       0208  23     23.00
WA863       0208  24     30.00
WA863       0208  25     28.00
WA863       0208  26     26.00
WA863       0208  27     31.00
WA863       0208  28     34.00
WA863       0208  29     30.00
WA863       0308   1     28.00
WA863       0308   2     24.00
WA863       0308   3     25.00
WA863       0308   4     21.00
WA863       0308   5     17.00
WA863       0308   6     25.00
WA863       0308   7     29.00
WA863       0308   8     27.00
WA863       0308   9     26.00
WA863       0308  10     35.00
WA863       0308  11     27.00
WA863       0308  12     22.00
WA863       0308  13     29.00
WA863       0308  14     26.00
WA863       0308  15     26.00
WA863       0308  16     25.00
WA863       0308  17     30.00
WA863       0308  18     26.00
WA863       0308  19     23.00
WA863       0308  20     25.00
WA863       0308  21     18.00
WA863       0308  22     17.00
WA863       0308  23     24.00
WA863       0308  24     17.00
WA863       0308  25     16.00
WA863       0308  26     21.00
WA863       0308  27     16.00
WA863       0308  28     16.00
WA863       0308  29     22.00
WA863       0308  30     17.00
WA863       0308  31     23.00
WA863       0408   1     12.00
WA863       0408   2     16.00
WA863       0408   3     23.00
WA863       0408   4     28.00
WA863       0408   5     27.00
WA863       0408   6     28.00
WA863       0408   7     27.00
WA863       0408   8     24.00
WA863       0408   9     25.00
WA863       0408  10     29.00
WA863       0408  11     27.00
WA863       0408  12     34.00
WA863       0408  13     36.00
WA863       0408  14     26.00
WA863       0408  15     25.00
WA863       0408  16     29.00
WA863       0408  17     32.00
WA863       0408  18     22.00
WA863       0408  19     21.00
WA863       0408  20     18.00
WA863       0408  21     15.00
WA863       0408  22     26.00
WA863       0408  23     28.00
WA863       0408  24     29.00
WA863       0408  25     26.00
WA863       0408  26     23.00
WA863       0408  27     34.00
WA863       0408  28     33.00
WA863       0408  29     27.00
WA863       0408  30     26.00
WA863       0508   1     26.00
WA863       0508   2     30.00
WA863       0508   3     35.00
WA863       0508   4     34.00
WA863       0508   5     35.00
WA863       0508   6     34.00
WA863       0508   7     30.00
WA863       0508   8     29.00
WA863       0508   9     28.00
WA863       0508  10     35.00
WA863       0508  11     32.00
WA863       0508  12     31.00
WA863       0508  13     35.00
WA863       0508  14     37.00
WA863       0508  15     37.00
WA863       0508  16     39.00
WA863       0508  17     40.00
WA863       0508  18     40.00
WA863       0508  19     38.00
WA863       0508  20     35.00
WA863       0508  21     34.00
WA863       0508  22     33.00
WA863       0508  23     36.00
WA863       0508  24     36.00
WA863       0508  25     38.00
WA863       0508  26     37.00
WA863       0508  27     37.00
WA863       0508  28     38.00
WA863       0508  29     36.00
WA863       0508  30     34.00
WA863       0508  31     36.00
WA863       0608   1     37.00
WA863       0608   2     35.00
WA863       0608   3     35.00
WA863       0608   4     34.00
WA863       0608   5     35.00
WA863       0608   6     34.00
WA863       0608   7     36.00
WA863       0608   8     35.00
WA863       0608   9     29.00
WA863       0608  10     30.00
WA863       0608  11     35.00
WA863       0608  12     35.00
WA863       0608  13     37.00
WA863       0608  14     34.00
WA863       0608  15     36.00
WA863       0608  16     38.00
WA863       0608  17     40.00
WA863       0608  18     37.00
WA863       0608  19     35.00
WA863       0608  20     39.00
WA863       0608  21     42.00
WA863       0608  22     39.00
WA863       0608  23     38.00
WA863       0608  24     36.00
WA863       0608  25     37.00
WA863       0608  26     41.00
WA863       0608  27     41.00
WA863       0608  28     45.00
WA863       0608  29     48.00
WA863       0608  30     47.00
WA863       0708   1     51.00
WA863       0708   2     49.00
WA863       0708   3     51.00
WA863       0708   4     51.00
WA863       0708   5     49.00
WA863       0708   6     46.00
WA863       0708   7     41.00
WA863       0708   8     46.00
WA863       0708   9     49.00
WA863       0708  10     41.00
WA863       0708  11     38.00
WA863       0708  12     46.00
WA863       0708  13     51.00
WA863       0708  14     49.00
WA863       0708  15     50.00
WA863       0708  16     48.00
WA863       0708  17     46.00
WA863       0708  18     44.00
WA863       0708  19     44.00
WA863       0708  20     47.00
WA863       0708  21     48.00
WA863       0708  22     45.00
WA863       0708  23     41.00
WA863       0708  24     40.00
WA863       0708  25     48.00
WA863       0708  26     45.00
WA863       0708  27     47.00
WA863       0708  28     43.00
WA863       0708  29     47.00
WA863       0708  30     39.00
WA863       0708  31     39.00
WA863       0808   1     43.00
WA863       0808   2     41.00
WA863       0808   3     38.00
WA863       0808   4     46.00
WA863       0808   5     49.00
WA863       0808   6     54.00
WA863       0808   7     53.00
WA863       0808   8     50.00
WA863       0808   9     46.00
WA863       0808  10     44.00
WA863       0808  11     47.00
WA863       0808  12     47.00
WA863       0808  13     49.00
WA863       0808  14     54.00
WA863       0808  15     57.00
WA863       0808  16     59.00
WA863       0808  17     62.00
WA863       0808  18     53.00
WA863       0808  19     50.00
WA863       0808  20     46.00
WA863       0808  21     40.00
WA863       0808  22     38.00
WA863       0808  23     45.00
WA863       0808  24     49.00
WA863       0808  25     43.00
WA863       0808  26     40.00
WA863       0808  27     44.00
WA863       0808  28     44.00
WA863       0808  29     48.00
WA863       0808  30     39.00
WA863       0808  31     36.00
WA863       0908   1     37.00
WA863       0908   2     35.00
WA863       0908   3     38.00
WA863       0908   4     40.00
WA863       0908   5     45.00
WA863       0908   6     46.00
WA863       0908   7     45.00
WA863       0908   8     44.00
WA863       0908   9     43.00
WA863       0908  10     39.00
WA863       0908  11     44.00
WA863       0908  12     45.00
WA863       0908  13     42.00
WA863       0908  14     44.00
WA863       0908  15     45.00
WA863       0908  16     50.00
WA863       0908  17     53.00
WA863       0908  18     50.00
WA863       0908  19     49.00
WA863       0908  20     43.00
WA863       0908  21     42.00
WA863       0908  22     34.00
WA863       0908  23     31.00
WA863       0908  24     37.00
WA863       0908  25     42.00
WA863       0908  26     38.00
WA863       0908  27     41.00
WA863       0908  28     41.00
WA863       0908  29     44.00
WA863       0908  30     46.00
WA863       1008   1     49.00
WA863       1008   2     46.00
WA863       1008   3     45.00
WA863       1008   4     38.00
WA863       1008   5     36.00
WA863       1008   6     41.00
WA863       1008   7     35.00
WA863       1008   8     33.00
WA863       1008   9     31.00
WA863       1008  10     28.00
WA863       1008  11     28.00
WA863       1008  12     33.00
WA863       1008  13     38.00
WA863       1008  14     32.00
WA863       1008  15     30.00
WA863       1008  16     35.00
WA863       1008  17     42.00
WA863       1008  18     34.00
WA863       1008  19     31.00
WA863       1008  20     32.00
WA863       1008  21     30.00
WA863       1008  22     31.00
WA863       1008  23     32.00
WA863       1008  24     32.00
WA863       1008  25     35.00
WA863       1008  26     32.00
WA863       1008  27     33.00
WA863       1008  28     37.00
WA863       1008  29     38.00
WA863       1008  30     41.00
WA863       1008  31     41.00
WA863       1108   1     41.00
WA863       1108   2     35.00
WA863       1108   3     35.00
WA863       1108   4     30.00
WA863       1108   5     26.00
WA863       1108   6     32.00
WA863       1108   7     39.00
WA863       1108   8     38.00
WA863       1108   9     37.00
WA863       1108  10     34.00
WA863       1108  11     34.00
WA863       1108  12     40.00
WA863       1108  13     30.00
WA863       1108  14     30.00
WA863       1108  15     37.00
WA863       1108  16     40.00
WA863       1108  17     41.00
WA863       1108  18     35.00
WA863       1108  19     32.00
WA863       1108  20     30.00
WA863       1108  21     30.00
WA863       1108  22     27.00
WA863       1108  23     24.00
WA863       1108  24     25.00
WA863       1108  25     29.00
WA863       1108  26     24.00
WA863       1108  27     24.00
WA863       1108  28     35.00
WA863       1108  29     40.00
WA863       1108  30     37.00
WA863       1208   1     37.00
WA863       1208   2     35.00
WA863       1208   3     30.00
WA863       1208   4     25.00
WA863       1208   5     29.00
WA863       1208   6     38.00
WA863       1208   7     32.00
WA863       1208   8     29.00
WA863       1208   9     28.00
WA863       1208  10     33.00
WA863       1208  11     28.00
WA863       1208  12     26.00
WA863       1208  13     13.00
WA863       1208  14      2.00
WA863       1208  15      2.00
WA863       1208  16      1.00
WA863       1208  17     22.00
WA863       1208  18     15.00
WA863       1208  19     14.00
WA863       1208  20     -1.00
WA863       1208  21     -1.00
WA863       1208  22      5.00
WA863       1208  23     14.00
WA863       1208  24     15.00
WA863       1208  25     20.00
WA863       1208  26     19.00
WA863       1208  27     30.00
WA863       1208  28     27.00
WA863       1208  29     24.00
WA863       1208  30     24.00
WA863       1208  31     25.00
WA863       0109   1     26.00
WA863       0109   2     16.00
WA863       0109   3     15.00
WA863       0109   4     11.00
WA863       0109   5     28.00
WA863       0109   6     32.00
WA863       0109   7     36.00
WA863       0109   8     26.00
WA863       0109   9     23.00
WA863       0109  10     25.00
WA863       0109  11     35.00
WA863       0109  12     33.00
WA863       0109  13     31.00
WA863       0109  14     32.00
WA863       0109  15     28.00
WA863       0109  16     27.00
WA863       0109  17     26.00
WA863       0109  18     24.00
WA863       0109  19     24.00
WA863       0109  20     23.00
WA863       0109  21     19.00
WA863       0109  22     27.00
WA863       0109  23     22.00
WA863       0109  24     20.00
WA863       0109  25     10.00
WA863       0109  26      5.00
WA863       0109  27     17.00
WA863       0109  28     28.00
WA863       0109  29     26.00
WA863       0109  30     28.00
WA863       0109  31     20.00
WA863       0209   1     19.00
WA863       0209   2     30.00
WA863       0209   3     26.00
WA863       0209   4     30.00
WA863       0209   5     32.00
WA863       0209   6     29.00
WA863       0209   7     24.00
WA863       0209   8     25.00
WA863       0209   9     22.00
WA863       0209  10     19.00
WA863       0209  11     17.00
WA863       0209  12     12.00
WA863       0209  13     22.00
WA863       0209  14     24.00
WA863       0209  15     24.00
WA863       0209  16     23.00
WA863       0209  17     28.00
WA863       0209  18     25.00
WA863       0209  19     22.00
WA863       0209  20     25.00
WA863       0209  21     24.00
WA863       0209  22     27.00
WA863       0209  23     26.00
WA863       0209  24     31.00
WA863       0209  25     24.00
WA863       0209  26     16.00
WA863       0209  27     10.00
WA863       0209  28     21.00
WA863       0309   1     26.00
WA863       0309   2     32.00
WA863       0309   3     29.00
WA863       0309   4     28.00
WA863       0309   5     21.00
WA863       0309   6     10.00
WA863       0309   7     20.00
WA863       0309   8     17.00
WA863       0309   9     18.00
WA863       0309  10     17.00
WA863       0309  11     12.00
WA863       0309  12     11.00
WA863       0309  13     16.00
WA863       0309  14     28.00
WA863       0309  15     24.00
WA863       0309  16     24.00
WA863       0309  17     26.00
WA863       0309  18     24.00
WA863       0309  19     31.00
WA863       0309  20     32.00
WA863       0309  21     28.00
WA863       0309  22     26.00
WA863       0309  23     24.00
WA863       0309  24     29.00
WA863       0309  25     20.00
WA863       0309  26     17.00
WA863       0309  27     28.00
WA863       0309  28     25.00
WA863       0309  29     23.00
WA863       0309  30     23.00
WA863       0309  31     23.00
WA863       0409   1     23.00
WA863       0409   2     26.00
WA863       0409   3     23.00
WA863       0409   4     16.00
WA863       0409   5     27.00
WA863       0409   6     30.00
WA863       0409   7     33.00
WA863       0409   8     35.00
WA863       0409   9     34.00
WA863       0409  10     34.00
WA863       0409  11     32.00
WA863       0409  12     32.00
WA863       0409  13     26.00
WA863       0409  14     25.00
WA863       0409  15     26.00
WA863       0409  16     28.00
WA863       0409  17     31.00
WA863       0409  18     26.00
WA863       0409  19     34.00
WA863       0409  20     37.00
WA863       0409  21     37.00
WA863       0409  22     28.00
WA863       0409  23     26.00
WA863       0409  24     23.00
WA863       0409  25     29.00
WA863       0409  26     28.00
WA863       0409  27     31.00
WA863       0409  28     30.00
WA863       0409  29     31.00
WA863       0409  30     30.00
WA863       0509   1     31.00
WA863       0509   2     35.00
WA863       0509   3     32.00
WA863       0509   4     31.00
WA863       0509   5     35.00
WA863       0509   6     35.00
WA863       0509   7     31.00
WA863       0509   8     31.00
WA863       0509   9     32.00
WA863       0509  10     34.00
WA863       0509  11     33.00
WA863       0509  12     29.00
WA863       0509  13     28.00
WA863       0509  14     33.00
WA863       0509  15     31.00
WA863       0509  16     35.00
WA863       0509  17     38.00
WA863       0509  18     38.00
WA863       0509  19     33.00
WA863       0509  20     33.00
WA863       0509  21     33.00
WA863       0509  22     36.00
WA863       0509  23     37.00
WA863       0509  24     37.00
WA863       0509  25     37.00
WA863       0509  26     37.00
WA863       0509  27     36.00
WA863       0509  28     38.00
WA863       0509  29     40.00
WA863       0509  30     40.00
WA863       0509  31     41.00
WA863       0609   1     41.00
WA863       0609   2     41.00
WA863       0609   3     41.00
WA863       0609   4     41.00
WA863       0609   5     43.00
WA863       0609   6     41.00
WA863       0609   7     39.00
WA863       0609   8     37.00
WA863       0609   9     39.00
WA863       0609  10     41.00
WA863       0609  11     42.00
WA863       0609  12     41.00
WA863       0609  13     41.00
WA863       0609  14     46.00
WA863       0609  15     45.00
WA863       0609  16     43.00
WA863       0609  17     47.00
WA863       0609  18     45.00
WA863       0609  19     43.00
WA863       0609  20     40.00
WA863       0609  21     38.00
WA863       0609  22     36.00
WA863       0609  23     34.00
WA863       0609  24     43.00
WA863       0609  25     44.00
WA863       0609  26     42.00
WA863       0609  27     40.00
WA863       0609  28     44.00
WA863       0609  29     39.00
WA863       0609  30     42.00
WA863       0709   1     44.00
WA863       0709   2     48.00
WA863       0709   3     52.00
WA863       0709   4     50.00
WA863       0709   5     50.00
WA863       0709   6     45.00
WA863       0709   7     44.00
WA863       0709   8     44.00
WA863       0709   9     41.00
WA863       0709  10     43.00
WA863       0709  11     50.00
WA863       0709  12     47.00
WA863       0709  13     45.00
WA863       0709  14     44.00
WA863       0709  15     44.00
WA863       0709  16     50.00
WA863       0709  17     53.00
WA863       0709  18     52.00
WA863       0709  19     47.00
WA863       0709  20     48.00
WA863       0709  21     53.00
WA863       0709  22     54.00
WA863       0709  23     52.00
WA863       0709  24     49.00
WA863       0709  25     53.00
WA863       0709  26     57.00
WA863       0709  27     57.00
WA863       0709  28     60.00
WA863       0709  29     60.00
WA863       0709  30     57.00
WA863       0709  31     60.00
WA863       0809   1     58.00
WA863       0809   2     57.00
WA863       0809   3     56.00
WA863       0809   4     54.00
WA863       0809   5     50.00
WA863       0809   6     47.00
WA863       0809   7     46.00
WA863       0809   8     47.00
WA863       0809   9     49.00
WA863       0809  10     47.00
WA863       0809  11     54.00
WA863       0809  12     50.00
WA863       0809  13     44.00
WA863       0809  14     43.00
WA863       0809  15     44.00
WA863       0809  16     41.00
WA863       0809  17     47.00
WA863       0809  18     51.00
WA863       0809  19     55.00
WA863       0809  20     58.00
WA863       0809  21     51.00
WA863       0809  22     43.00
WA863       0809  23     43.00
WA863       0809  24     39.00
WA863       0809  25     43.00
WA863       0809  26     39.00
WA863       0809  27     50.00
WA863       0809  28     51.00
WA863       0809  29     50.00
WA863       0809  30     48.00
WA863       0809  31     51.00
WA863       0909   1     51.00
WA863       0909   2     46.00
WA863       0909   3     43.00
WA863       0909   4     43.00
WA863       0909   5     44.00
WA863       0909   6     42.00
WA863       0909   7     41.00
WA863       0909   8     36.00
WA863       0909   9     44.00
WA863       0909  10     42.00
WA863       0909  11     49.00
WA863       0909  12     50.00
WA863       0909  13     53.00
WA863       0909  14     50.00
WA863       0909  15     46.00
WA863       0909  16     50.00
WA863       0909  17     44.00
WA863       0909  18     45.00
WA863       0909  19     43.00
WA863       0909  20     40.00
WA863       0909  21     41.00
WA863       0909  22     46.00
WA863       0909  23     50.00
WA863       0909  24     44.00
WA863       0909  25     42.00
WA863       0909  26     39.00
WA863       0909  27     39.00
WA863       0909  28     38.00
WA863       0909  29     34.00
WA863       0909  30     34.00
WA863       1009   1     36.00
WA863       1009   2     33.00
WA863       1009   3     31.00
WA863       1009   4     36.00
WA863       1009   5     33.00
WA863       1009   6     35.00
WA863       1009   7     36.00
WA863       1009   8     34.00
WA863       1009   9     35.00
WA863       1009  10     27.00
WA863       1009  11     24.00
WA863       1009  12     28.00
WA863       1009  13     27.00
WA863       1009  14     33.00
WA863       1009  15     37.00
WA863       1009  16     41.00
WA863       1009  17     44.00
WA863       1009  18     42.00
WA863       1009  19     40.00
WA863       1009  20     36.00
WA863       1009  21     37.00
WA863       1009  22     35.00
WA863       1009  23     36.00
WA863       1009  24     32.00
WA863       1009  25     31.00
WA863       1009  26     32.00
WA863       1009  27     26.00
WA863       1009  28     26.00
WA863       1009  29     31.00
WA863       1009  30     44.00
WA863       1009  31     36.00
WA863       1109   1     32.00
WA863       1109   2     31.00
WA863       1109   3     32.00
WA863       1109   4     32.00
WA863       1109   5     35.00
WA863       1109   6     33.00
WA863       1109   7     32.00
WA863       1109   8     33.00
WA863       1109   9     33.00
WA863       1109  10     32.00
WA863       1109  11     27.00
WA863       1109  12     26.00
WA863       1109  13     26.00
WA863       1109  14     24.00
WA863       1109  15     27.00
WA863       1109  16     36.00
WA863       1109  17     30.00
WA863       1109  18     29.00
WA863       1109  19     35.00
WA863       1109  20     29.00
WA863       1109  21     27.00
WA863       1109  22     29.00
WA863       1109  23     30.00
WA863       1109  24     36.00
WA863       1109  25     35.00
WA863       1109  26     36.00
WA863       1109  27     31.00
WA863       1109  28     30.00
WA863       1109  29     33.00
WA863       1109  30     32.00
WA863       1209   1     22.00
WA863       1209   2     19.00
WA863       1209   3     17.00
WA863       1209   4     19.00
WA863       1209   5     17.00
WA863       1209   6      5.00
WA863       1209   7     -2.00
WA863       1209   8     -4.00
WA863       1209   9     -2.00
WA863       1209  10      5.00
WA863       1209  11     14.00
WA863       1209  12     18.00
WA863       1209  13     22.00
WA863       1209  14     21.00
WA863       1209  15     22.00
WA863       1209  16     34.00
WA863       1209  17     34.00
WA863       1209  18     34.00
WA863       1209  19     34.00
WA863       1209  20     34.00
WA863       1209  21     26.00
WA863       1209  22     24.00
WA863       1209  23     22.00
WA863       1209  24     21.00
WA863       1209  25     16.00
WA863       1209  26     17.00
WA863       1209  27     18.00
WA863       1209  28     22.00
WA863       1209  29     17.00
WA863       1209  30     19.00
WA863       1209  31     24.00
WA863       0110   1     30.00
WA863       0110   2     31.00
WA863       0110   3     29.00
WA863       0110   4     31.00
WA863       0110   5     31.00
WA863       0110   6     18.00
WA863       0110   7     15.00
WA863       0110   8     19.00
WA863       0110   9     26.00
WA863       0110  10     27.00
WA863       0110  11     29.00
WA863       0110  12     34.00
WA863       0110  13     33.00
WA863       0110  14     31.00
WA863       0110  15     33.00
WA863       0110  16     33.00
WA863       0110  17     32.00
WA863       0110  18     32.00
WA863       0110  19     33.00
WA863       0110  20     31.00
WA863       0110  21     31.00
WA863       0110  22     28.00
WA863       0110  23     23.00
WA863       0110  24     21.00
WA863       0110  25     27.00
WA863       0110  26     29.00
WA863       0110  27     22.00
WA863       0110  28     30.00
WA863       0110  29     30.00
WA863       0110  30     31.00
WA863       0110  31     28.00
WA863       0210   1     25.00
WA863       0210   2     30.00
WA863       0210   3     31.00
WA863       0210   4     29.00
WA863       0210   5     32.00
WA863       0210   6     33.00
WA863       0210   7     32.00
WA863       0210   8     27.00
WA863       0210   9     27.00
WA863       0210  10     22.00
WA863       0210  11     34.00
WA863       0210  12     34.00
WA863       0210  13     32.00
WA863       0210  14     34.00
WA863       0210  15     28.00
WA863       0210  16     32.00
WA863       0210  17     26.00
WA863       0210  18     29.00
WA863       0210  19     26.00
WA863       0210  20     24.00
WA863       0210  21     20.00
WA863       0210  22     21.00
WA863       0210  23     25.00
WA863       0210  24     31.00
WA863       0210  25     33.00
WA863       0210  26     33.00
WA863       0210  27     34.00
WA863       0210  28     32.00
WA863       0310   1     35.00
WA863       0310   2     36.00
WA863       0310   3     33.00
WA863       0310   4     31.00
WA863       0310   5     28.00
WA863       0310   6     29.00
WA863       0310   7     31.00
WA863       0310   8     24.00
WA863       0310   9     19.00
WA863       0310  10     24.00
WA863       0310  11     27.00
WA863       0310  12     29.00
WA863       0310  13     24.00
WA863       0310  14     22.00
WA863       0310  15     34.00
WA863       0310  16     34.00
WA863       0310  17     25.00
WA863       0310  18     22.00
WA863       0310  19     28.00
WA863       0310  20     30.00
WA863       0310  21     34.00
WA863       0310  22     31.00
WA863       0310  23     29.00
WA863       0310  24     32.00
WA863       0310  25     34.00
WA863       0310  26     31.00
WA863       0310  27     27.00
WA863       0310  28     36.00
WA863       0310  29     31.00
WA863       0310  30     29.00
WA863       0310  31     25.00
WA863       0410   1     29.00
WA863       0410   2     28.00
WA863       0410   3     28.00
WA863       0410   4     27.00
WA863       0410   5     28.00
WA863       0410   6     30.00
WA863       0410   7     32.00
WA863       0410   8     27.00
WA863       0410   9     21.00
WA863       0410  10     20.00
WA863       0410  11     32.00
WA863       0410  12     36.00
WA863       0410  13     33.00
WA863       0410  14     25.00
WA863       0410  15     35.00
WA863       0410  16     35.00
WA863       0410  17     37.00
WA863       0410  18     34.00
WA863       0410  19     39.00
WA863       0410  20     39.00
WA863       0410  21     36.00
WA863       0410  22     34.00
WA863       0410  23     35.00
WA863       0410  24     33.00
WA863       0410  25     31.00
WA863       0410  26     36.00
WA863       0410  27     34.00
WA863       0410  28     34.00
WA863       0410  29     33.00
WA863       0410  30     35.00
WA863       0510   1     35.00
WA863       0510   2     34.00
WA863       0510   3     29.00
WA863       0510   4     29.00
WA863       0510   5     30.00
WA863       0510   6     32.00
WA863       0510   7     32.00
WA863       0510   8     33.00
WA863       0510   9     33.00
WA863       0510  10     38.00
WA863       0510  11     38.00
WA863       0510  12     39.00
WA863       0510  13     36.00
WA863       0510  14     40.00
WA863       0510  15     40.00
WA863       0510  16     41.00
WA863       0510  17     41.00
WA863       0510  18     38.00
WA863       0510  19     36.00
WA863       0510  20     34.00
WA863       0510  21     32.00
WA863       0510  22     35.00
WA863       0510  23     35.00
WA863       0510  24     34.00
WA863       0510  25     39.00
WA863       0510  26     39.00
WA863       0510  27     39.00
WA863       0510  28     40.00
WA863       0510  29     38.00
WA863       0510  30     36.00
WA863       0510  31     41.00
WA863       0610   1     40.00
WA863       0610   2     40.00
WA863       0610   3     38.00
WA863       0610   4     40.00
WA863       0610   5     38.00
WA863       0610   6     43.00
WA863       0610   7     42.00
WA863       0610   8     38.00
WA863       0610   9     43.00
WA863       0610  10     42.00
WA863       0610  11     42.00
WA863       0610  12     42.00
WA863       0610  13     45.00
WA863       0610  14     41.00
WA863       0610  15     38.00
WA863       0610  16     39.00
WA863       0610  17     42.00
WA863       0610  18     39.00
WA863       0610  19     46.00
WA863       0610  20     46.00
WA863       0610  21     46.00
WA863       0610  22     42.00
WA863       0610  23     49.00
WA863       0610  24     53.00
WA863       0610  25     50.00
WA863       0610  26     48.00
WA863       0610  27     50.00
WA863       0610  28     51.00
WA863       0610  29     46.00
WA863       0610  30     42.00
WA863       0710   1     45.00
WA863       0710   2     46.00
WA863       0710   3     44.00
WA863       0710   4     47.00
WA863       0710   5     44.00
WA863       0710   6     46.00
WA863       0710   7     53.00
WA863       0710   8     55.00
WA863       0710   9     59.00
WA863       0710  10     60.00
WA863       0710  11     57.00
WA863       0710  12     46.00
WA863       0710  13     44.00
WA863       0710  14     45.00
WA863       0710  15     53.00
WA863       0710  16     52.00
WA863       0710  17     49.00
WA863       0710  18     52.00
WA863       0710  19     49.00
WA863       0710  20     53.00
WA863       0710  21     55.00
WA863       0710  22     51.00
WA863       0710  23     47.00
WA863       0710  24     56.00
WA863       0710  25     57.00
WA863       0710  26     55.00
WA863       0710  27     54.00
WA863       0710  28     58.00
WA863       0710  29     56.00
WA863       0710  30     57.00
WA863       0710  31     55.00
WA863       0810   1     56.00
WA863       0810   2     57.00
WA863       0810   3     55.00
WA863       0810   4     58.00
WA863       0810   5     58.00
WA863       0810   6     58.00
WA863       0810   7     54.00
WA863       0810   8     54.00
WA863       0810   9     53.00
WA863       0810  10     50.00
WA863       0810  11     49.00
WA863       0810  12     53.00
WA863       0810  13     54.00
WA863       0810  14     57.00
WA863       0810  15     58.00
WA863       0810  16     60.00
WA863       0810  17     61.00
WA863       0810  18     54.00
WA863       0810  19     50.00
WA863       0810  20     44.00
WA863       0810  21     49.00
WA863       0810  22     49.00
WA863       0810  23     43.00
WA863       0810  24     50.00
WA863       0810  25     55.00
WA863       0810  26     48.00
WA863       0810  27     43.00
WA863       0810  28     38.00
WA863       0810  29     41.00
WA863       0810  30     43.00
WA863       0810  31     45.00
WA863       0910   1     44.00
WA863       0910   2     42.00
WA863       0910   3     51.00
WA863       0910   4     45.00
WA863       0910   5     44.00
WA863       0910   6     42.00
WA863       0910   7     48.00
WA863       0910   8     46.00
WA863       0910   9     47.00
WA863       0910  10     44.00
WA863       0910  11     41.00
WA863       0910  12     44.00
WA863       0910  13     46.00
WA863       0910  14     51.00
WA863       0910  15     52.00
WA863       0910  16     53.00
WA863       0910  17     53.00
WA863       0910  18     56.00
WA863       0910  19     50.00
WA863       0910  20     44.00
WA863       0910  21     38.00
WA863       0910  22     38.00
WA863       0910  23     44.00
WA863       0910  24     41.00
WA863       0910  25     44.00
WA863       0910  26     55.00
WA863       0910  27     57.00
WA863       0910  28     58.00
WA863       0910  29     50.00
WA863       0910  30     50.00
WA863       1010   1     50.00
WA863       1010   2     49.00
WA863       1010   3     47.00
WA863       1010   4     40.00
WA863       1010   5     35.00
WA863       1010   6     40.00
WA863       1010   7     47.00
WA863       1010   8     46.00
WA863       1010   9     49.00
WA863       1010  10     42.00
WA863       1010  11     36.00
WA863       1010  12     36.00
WA863       1010  13     36.00
WA863       1010  14     38.00
WA863       1010  15     35.00
WA863       1010  16     33.00
WA863       1010  17     33.00
WA863       1010  18     37.00
WA863       1010  19     41.00
WA863       1010  20     41.00
WA863       1010  21     42.00
WA863       1010  22     40.00
WA863       1010  23     38.00
WA863       1010  24     36.00
WA863       1010  25     33.00
WA863       1010  26     33.00
WA863       1010  27     32.00
WA863       1010  28     36.00
WA863       1010  29     35.00
WA863       1010  30     36.00
WA863       1010  31     36.00
WA863       1110   1     38.00
WA863       1110   2     36.00
WA863       1110   3     36.00
WA863       1110   4     36.00
WA863       1110   5     39.00
WA863       1110   6     41.00
WA863       1110   7     34.00
WA863       1110   8     32.00
WA863       1110   9     30.00
WA863       1110  10     29.00
WA863       1110  11     28.00
WA863       1110  12     32.00
WA863       1110  13     33.00
WA863       1110  14     39.00
WA863       1110  15     37.00
WA863       1110  16   -999.00
WA863       1110  17   -999.00
WA863       1110  18   -999.00
WA863       1110  19   -999.00
WA863       1110  20   -999.00
WA863       1110  21   -999.00
WA863       1110  22   -999.00
WA863       1110  23   -999.00
WA863       1110  24   -999.00
WA863       1110  25   -999.00
WA863       1110  26   -999.00
WA863       1110  27   -999.00
WA863       1110  28   -999.00
WA863       1110  29   -999.00
WA863       1110  30   -999.00
WA863       1210   1   -999.00
WA863       1210   2   -999.00
WA863       1210   3     20.00
WA863       1210   4     21.00
WA863       1210   5     24.00
WA863       1210   6   -999.00
WA863       1210   7     26.00
WA863       1210   8     30.00
WA863       1210   9     30.00
WA863       1210  10     27.00
WA863       1210  11     26.00
WA863       1210  12     37.00
WA863       1210  13     35.00
WA863       1210  14     27.00
WA863       1210  15     26.00
WA863       1210  16     24.00
WA863       1210  17     23.00
WA863       1210  18     20.00
WA863       1210  19     21.00
WA863       1210  20     22.00
WA863       1210  21     24.00
WA863       1210  22     25.00
WA863       1210  23     24.00
WA863       1210  24     26.00
WA863       1210  25     30.00
WA863       1210  26     27.00
WA863       1210  27     26.00
WA863       1210  28     30.00
WA863       1210  29     16.00
WA863       1210  30      5.00
WA863       1210  31      2.00
WA863       0111   1      5.00
WA863       0111   2     12.00
WA863       0111   3     10.00
WA863       0111   4     15.00
WA863       0111   5     29.00
WA863       0111   6     34.00
WA863       0111   7     26.00
WA863       0111   8     24.00
WA863       0111   9     18.00
WA863       0111  10      7.00
WA863       0111  11      6.00
WA863       0111  12     14.00
