$ Get data for 898:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:44 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA898           Mount Gardner
WA898       0208  15     31.00
WA898       0208  16     31.00
WA898       0208  17     30.00
WA898       0208  18     35.00
WA898       0208  19     35.00
WA898       0208  20     35.00
WA898       0208  21     35.00
WA898       0208  22     35.00
WA898       0208  23     32.00
WA898       0208  24     35.00
WA898       0208  25     34.00
WA898       0208  26     35.00
WA898       0208  27     38.00
WA898       0208  28     38.00
WA898       0208  29     34.00
WA898       0308   1     32.00
WA898       0308   2     31.00
WA898       0308   3     31.00
WA898       0308   4     29.00
WA898       0308   5     28.00
WA898       0308   6     35.00
WA898       0308   7     36.00
WA898       0308   8     33.00
WA898       0308   9     33.00
WA898       0308  10     36.00
WA898       0308  11     32.00
WA898       0308  12     28.00
WA898       0308  13     34.00
WA898       0308  14     33.00
WA898       0308  15     33.00
WA898       0308  16     31.00
WA898       0308  17     32.00
WA898       0308  18     33.00
WA898       0308  19     31.00
WA898       0308  20     31.00
WA898       0308  21     29.00
WA898       0308  22     29.00
WA898       0308  23     29.00
WA898       0308  24     25.00
WA898       0308  25     26.00
WA898       0308  26     29.00
WA898       0308  27     25.00
WA898       0308  28     26.00
WA898       0308  29     28.00
WA898       0308  30     27.00
WA898       0308  31     28.00
WA898       0408   1     24.00
WA898       0408   2     25.00
WA898       0408   3     30.00
WA898       0408   4     32.00
WA898       0408   5     31.00
WA898       0408   6     33.00
WA898       0408   7     33.00
WA898       0408   8     30.00
WA898       0408   9     27.00
WA898       0408  10     33.00
WA898       0408  11     33.00
WA898       0408  12     40.00
WA898       0408  13     36.00
WA898       0408  14     31.00
WA898       0408  15     30.00
WA898       0408  16     33.00
WA898       0408  17     34.00
WA898       0408  18     28.00
WA898       0408  19     28.00
WA898       0408  20     28.00
WA898       0408  21     29.00
WA898       0408  22     29.00
WA898       0408  23     34.00
WA898       0408  24     33.00
WA898       0408  25     32.00
WA898       0408  26     31.00
WA898       0408  27     40.00
WA898       0408  28     34.00
WA898       0408  29     31.00
WA898       0408  30     31.00
WA898       0508   1     32.00
WA898       0508   2     36.00
WA898       0508   3     38.00
WA898       0508   4     37.00
WA898       0508   5     40.00
WA898       0508   6     39.00
WA898       0508   7     34.00
WA898       0508   8     33.00
WA898       0508   9     35.00
WA898       0508  10     36.00
WA898       0508  11     35.00
WA898       0508  12     34.00
WA898       0508  13     36.00
WA898       0508  14     42.00
WA898       0508  15     42.00
WA898       0508  16     49.00
WA898       0508  17     50.00
WA898       0508  18     47.00
WA898       0508  19     47.00
WA898       0508  20     38.00
WA898       0508  21     38.00
WA898       0508  22     37.00
WA898       0508  23     39.00
WA898       0508  24     42.00
WA898       0508  25     47.00
WA898       0508  26     44.00
WA898       0508  27     46.00
WA898       0508  28     46.00
WA898       0508  29     39.00
WA898       0508  30     39.00
WA898       0508  31     41.00
WA898       0608   1     40.00
WA898       0608   2     38.00
WA898       0608   3     39.00
WA898       0608   4     38.00
WA898       0608   5     39.00
WA898       0608   6     36.00
WA898       0608   7     40.00
WA898       0608   8     39.00
WA898       0608   9     34.00
WA898       0608  10     34.00
WA898       0608  11     39.00
WA898       0608  12     41.00
WA898       0608  13     43.00
WA898       0608  14     42.00
WA898       0608  15     40.00
WA898       0608  16     42.00
WA898       0608  17     42.00
WA898       0608  18     40.00
WA898       0608  19     40.00
WA898       0608  20     50.00
WA898       0608  21     50.00
WA898       0608  22     44.00
WA898       0608  23     44.00
WA898       0608  24     42.00
WA898       0608  25     44.00
WA898       0608  26     43.00
WA898       0608  27     44.00
WA898       0608  28     60.00
WA898       0608  29     60.00
WA898       0608  30     58.00
WA898       0708   1     56.00
WA898       0708   2     57.00
WA898       0708   3     55.00
WA898       0708   4     53.00
WA898       0708   5     51.00
WA898       0708   6     47.00
WA898       0708   7     48.00
WA898       0708   8     49.00
WA898       0708   9     51.00
WA898       0708  10     45.00
WA898       0708  11     44.00
WA898       0708  12     55.00
WA898       0708  13     56.00
WA898       0708  14     51.00
WA898       0708  15     53.00
WA898       0708  16     50.00
WA898       0708  17   -999.00
WA898       0708  18     47.00
WA898       0708  19     48.00
WA898       0708  20     48.00
WA898       0708  21     51.00
WA898       0708  22     46.00
WA898       0708  23     44.00
WA898       0708  24     46.00
WA898       0708  25     51.00
WA898       0708  26     49.00
WA898       0708  27     51.00
WA898       0708  28     48.00
WA898       0708  29     48.00
WA898       0708  30     43.00
WA898       0708  31     43.00
WA898       0808   1     49.00
WA898       0808   2     46.00
WA898       0808   3     47.00
WA898       0808   4     49.00
WA898       0808   5     60.00
WA898       0808   6     61.00
WA898       0808   7     58.00
WA898       0808   8     50.00
WA898       0808   9     48.00
WA898       0808  10     47.00
WA898       0808  11     49.00
WA898       0808  12     51.00
WA898       0808  13     51.00
WA898       0808  14     56.00
WA898       0808  15     66.00
WA898       0808  16     64.00
WA898       0808  17     61.00
WA898       0808  18     53.00
WA898       0808  19     52.00
WA898       0808  20     48.00
WA898       0808  21     46.00
WA898       0808  22     45.00
WA898       0808  23     53.00
WA898       0808  24     51.00
WA898       0808  25     45.00
WA898       0808  26     45.00
WA898       0808  27     47.00
WA898       0808  28     48.00
WA898       0808  29     44.00
WA898       0808  30     42.00
WA898       0808  31     42.00
WA898       0908   1     41.00
WA898       0908   2     41.00
WA898       0908   3     43.00
WA898       0908   4     44.00
WA898       0908   5     46.00
WA898       0908   6     50.00
WA898       0908   7     50.00
WA898       0908   8     51.00
WA898       0908   9     47.00
WA898       0908  10     45.00
WA898       0908  11     51.00
WA898       0908  12     48.00
WA898       0908  13     47.00
WA898       0908  14     53.00
WA898       0908  15     57.00
WA898       0908  16     60.00
WA898       0908  17     55.00
WA898       0908  18     48.00
WA898       0908  19     44.00
WA898       0908  20     45.00
WA898       0908  21     45.00
WA898       0908  22     39.00
WA898       0908  23     36.00
WA898       0908  24     45.00
WA898       0908  25     46.00
WA898       0908  26     45.00
WA898       0908  27     46.00
WA898       0908  28     46.00
WA898       0908  29     54.00
WA898       0908  30     58.00
WA898       1008   1     60.00
WA898       1008   2     50.00
WA898       1008   3     47.00
WA898       1008   4     42.00
WA898       1008   5     40.00
WA898       1008   6     43.00
WA898       1008   7     40.00
WA898       1008   8     34.00
WA898       1008   9     33.00
WA898       1008  10     33.00
WA898       1008  11     33.00
WA898       1008  12     37.00
WA898       1008  13     41.00
WA898       1008  14     35.00
WA898       1008  15     33.00
WA898       1008  16     39.00
WA898       1008  17     46.00
WA898       1008  18     38.00
WA898       1008  19     34.00
WA898       1008  20     38.00
WA898       1008  21     34.00
WA898       1008  22     38.00
WA898       1008  23     34.00
WA898       1008  24     34.00
WA898       1008  25     35.00
WA898       1008  26     41.00
WA898       1008  27     44.00
WA898       1008  28     42.00
WA898       1008  29     40.00
WA898       1008  30     48.00
WA898       1008  31     45.00
WA898       1108   1     45.00
WA898       1108   2     40.00
WA898       1108   3     38.00
WA898       1108   4     33.00
WA898       1108   5     33.00
WA898       1108   6     35.00
WA898       1108   7     42.00
WA898       1108   8     41.00
WA898       1108   9     41.00
WA898       1108  10     38.00
WA898       1108  11     36.00
WA898       1108  12     44.00
WA898       1108  13     32.00
WA898       1108  14     33.00
WA898       1108  15     45.00
WA898       1108  16     47.00
WA898       1108  17     46.00
WA898       1108  18     36.00
WA898       1108  19     38.00
WA898       1108  20     35.00
WA898       1108  21     34.00
WA898       1108  22     34.00
WA898       1108  23     32.00
WA898       1108  24     35.00
WA898       1108  25     34.00
WA898       1108  26     31.00
WA898       1108  27     34.00
WA898       1108  28     39.00
WA898       1108  29     44.00
WA898       1108  30     46.00
WA898       1208   1     42.00
WA898       1208   2     39.00
WA898       1208   3     32.00
WA898       1208   4     32.00
WA898       1208   5     34.00
WA898       1208   6     39.00
WA898       1208   7     34.00
WA898       1208   8     34.00
WA898       1208   9     34.00
WA898       1208  10     37.00
WA898       1208  11     34.00
WA898       1208  12     31.00
WA898       1208  13     20.00
WA898       1208  14     10.00
WA898       1208  15     10.00
WA898       1208  16     13.00
WA898       1208  17     18.00
WA898       1208  18     17.00
WA898       1208  19     11.00
WA898       1208  20      8.00
WA898       1208  21      9.00
WA898       1208  22     17.00
WA898       1208  23     20.00
WA898       1208  24     18.00
WA898       1208  25     23.00
WA898       1208  26     26.00
WA898       1208  27     29.00
WA898       1208  28     32.00
WA898       1208  29     29.00
WA898       1208  30     29.00
WA898       1208  31     29.00
WA898       0109   1     29.00
WA898       0109   2     24.00
WA898       0109   3     25.00
WA898       0109   4     22.00
WA898       0109   5     23.00
WA898       0109   6     34.00
WA898       0109   7     40.00
WA898       0109   8     31.00
WA898       0109   9     28.00
WA898       0109  10     31.00
WA898       0109  11     34.00
WA898       0109  12     38.00
WA898       0109  13     30.00
WA898       0109  14     31.00
WA898       0109  15     38.00
WA898       0109  16     37.00
WA898       0109  17     34.00
WA898       0109  18     34.00
WA898       0109  19     33.00
WA898       0109  20     31.00
WA898       0109  21     29.00
WA898       0109  22     30.00
WA898       0109  23     28.00
WA898       0109  24     26.00
WA898       0109  25     20.00
WA898       0109  26     19.00
WA898       0109  27     26.00
WA898       0109  28     32.00
WA898       0109  29     32.00
WA898       0109  30     32.00
WA898       0109  31     30.00
WA898       0209   1     28.00
WA898       0209   2     36.00
WA898       0209   3     38.00
WA898       0209   4     39.00
WA898       0209   5     36.00
WA898       0209   6     34.00
WA898       0209   7     30.00
WA898       0209   8     32.00
WA898       0209   9     27.00
WA898       0209  10     23.00
WA898       0209  11     25.00
WA898       0209  12     24.00
WA898       0209  13     27.00
WA898       0209  14     29.00
WA898       0209  15     29.00
WA898       0209  16     29.00
WA898       0209  17     34.00
WA898       0209  18     32.00
WA898       0209  19     34.00
WA898       0209  20     34.00
WA898       0209  21     33.00
WA898       0209  22     35.00
WA898       0209  23     34.00
WA898       0209  24     34.00
WA898       0209  25     27.00
WA898       0209  26     24.00
WA898       0209  27     23.00
WA898       0209  28     28.00
WA898       0309   1     34.00
WA898       0309   2     36.00
WA898       0309   3     33.00
WA898       0309   4     33.00
WA898       0309   5     25.00
WA898       0309   6     21.00
WA898       0309   7     26.00
WA898       0309   8     23.00
WA898       0309   9     20.00
WA898       0309  10     15.00
WA898       0309  11     18.00
WA898       0309  12     20.00
WA898       0309  13     26.00
WA898       0309  14     31.00
WA898       0309  15     29.00
WA898       0309  16     29.00
WA898       0309  17     30.00
WA898       0309  18     31.00
WA898       0309  19     35.00
WA898       0309  20     29.00
WA898       0309  21     28.00
WA898       0309  22     31.00
WA898       0309  23     30.00
WA898       0309  24     33.00
WA898       0309  25     29.00
WA898       0309  26     28.00
WA898       0309  27     33.00
WA898       0309  28     30.00
WA898       0309  29     28.00
WA898       0309  30     28.00
WA898       0309  31     30.00
WA898       0409   1     29.00
WA898       0409   2     31.00
WA898       0409   3     29.00
WA898       0409   4     27.00
WA898       0409   5     35.00
WA898       0409   6     39.00
WA898       0409   7     42.00
WA898       0409   8     35.00
WA898       0409   9     35.00
WA898       0409  10     36.00
WA898       0409  11     35.00
WA898       0409  12     34.00
WA898       0409  13     31.00
WA898       0409  14     30.00
WA898       0409  15     31.00
WA898       0409  16     33.00
WA898       0409  17     33.00
WA898       0409  18     32.00
WA898       0409  19     39.00
WA898       0409  20     42.00
WA898       0409  21     40.00
WA898       0409  22     31.00
WA898       0409  23     30.00
WA898       0409  24     29.00
WA898       0409  25     32.00
WA898       0409  26     33.00
WA898       0409  27     34.00
WA898       0409  28     34.00
WA898       0409  29     35.00
WA898       0409  30     34.00
WA898       0509   1     39.00
WA898       0509   2     38.00
WA898       0509   3     35.00
WA898       0509   4     36.00
WA898       0509   5     37.00
WA898       0509   6     36.00
WA898       0509   7     34.00
WA898       0509   8     34.00
WA898       0509   9     34.00
WA898       0509  10     39.00
WA898       0509  11     35.00
WA898       0509  12     33.00
WA898       0509  13     34.00
WA898       0509  14     37.00
WA898       0509  15     36.00
WA898       0509  16     43.00
WA898       0509  17     48.00
WA898       0509  18     41.00
WA898       0509  19     35.00
WA898       0509  20     34.00
WA898       0509  21     36.00
WA898       0509  22     43.00
WA898       0509  23     42.00
WA898       0509  24     42.00
WA898       0509  25     41.00
WA898       0509  26     44.00
WA898       0509  27     44.00
WA898       0509  28     45.00
WA898       0509  29     53.00
WA898       0509  30     50.00
WA898       0509  31     51.00
WA898       0609   1     53.00
WA898       0609   2     55.00
WA898       0609   3     55.00
WA898       0609   4     55.00
WA898       0609   5     50.00
WA898       0609   6     47.00
WA898       0609   7     47.00
WA898       0609   8     47.00
WA898       0609   9     48.00
WA898       0609  10     50.00
WA898       0609  11     51.00
WA898       0609  12     51.00
WA898       0609  13     51.00
WA898       0609  14     48.00
WA898       0609  15     48.00
WA898       0609  16     47.00
WA898       0609  17     50.00
WA898       0609  18     50.00
WA898       0609  19     47.00
WA898       0609  20     41.00
WA898       0609  21     39.00
WA898       0609  22     42.00
WA898       0609  23     42.00
WA898       0609  24     47.00
WA898       0609  25     43.00
WA898       0609  26     41.00
WA898       0609  27     43.00
WA898       0609  28     42.00
WA898       0609  29     40.00
WA898       0609  30     43.00
WA898       0709   1     45.00
WA898       0709   2     52.00
WA898       0709   3     57.00
WA898       0709   4     56.00
WA898       0709   5     52.00
WA898       0709   6     47.00
WA898       0709   7     45.00
WA898       0709   8     46.00
WA898       0709   9     48.00
WA898       0709  10     47.00
WA898       0709  11     58.00
WA898       0709  12     49.00
WA898       0709  13     47.00
WA898       0709  14     48.00
WA898       0709  15     48.00
WA898       0709  16     54.00
WA898       0709  17     58.00
WA898       0709  18     54.00
WA898       0709  19     47.00
WA898       0709  20     50.00
WA898       0709  21     59.00
WA898       0709  22     53.00
WA898       0709  23     51.00
WA898       0709  24     51.00
WA898       0709  25     56.00
WA898       0709  26     58.00
WA898       0709  27     63.00
WA898       0709  28     67.00
WA898       0709  29     67.00
WA898       0709  30     66.00
WA898       0709  31     62.00
WA898       0809   1     61.00
WA898       0809   2     62.00
WA898       0809   3     58.00
WA898       0809   4     54.00
WA898       0809   5     48.00
WA898       0809   6     48.00
WA898       0809   7     48.00
WA898       0809   8     48.00
WA898       0809   9     52.00
WA898       0809  10     50.00
WA898       0809  11     51.00
WA898       0809  12     52.00
WA898       0809  13     46.00
WA898       0809  14     46.00
WA898       0809  15     47.00
WA898       0809  16     48.00
WA898       0809  17     52.00
WA898       0809  18     54.00
WA898       0809  19     59.00
WA898       0809  20     55.00
WA898       0809  21     52.00
WA898       0809  22     48.00
WA898       0809  23     45.00
WA898       0809  24     45.00
WA898       0809  25     48.00
WA898       0809  26     46.00
WA898       0809  27     59.00
WA898       0809  28     55.00
WA898       0809  29     53.00
WA898       0809  30     54.00
WA898       0809  31     53.00
WA898       0909   1     51.00
WA898       0909   2     50.00
WA898       0909   3     47.00
WA898       0909   4     47.00
WA898       0909   5     47.00
WA898       0909   6     44.00
WA898       0909   7     44.00
WA898       0909   8     42.00
WA898       0909   9     50.00
WA898       0909  10     49.00
WA898       0909  11     58.00
WA898       0909  12     61.00
WA898       0909  13     53.00
WA898       0909  14     51.00
WA898       0909  15     51.00
WA898       0909  16     51.00
WA898       0909  17     49.00
WA898       0909  18     51.00
WA898       0909  19     45.00
WA898       0909  20     44.00
WA898       0909  21     48.00
WA898       0909  22     56.00
WA898       0909  23     54.00
WA898       0909  24     50.00
WA898       0909  25     46.00
WA898       0909  26     43.00
WA898       0909  27     42.00
WA898       0909  28     40.00
WA898       0909  29     34.00
WA898       0909  30     35.00
WA898       1009   1     41.00
WA898       1009   2     35.00
WA898       1009   3     34.00
WA898       1009   4     38.00
WA898       1009   5     40.00
WA898       1009   6     40.00
WA898       1009   7     40.00
WA898       1009   8     40.00
WA898       1009   9     39.00
WA898       1009  10     32.00
WA898       1009  11     31.00
WA898       1009  12     32.00
WA898       1009  13     34.00
WA898       1009  14     40.00
WA898       1009  15     42.00
WA898       1009  16     47.00
WA898       1009  17     47.00
WA898       1009  18     45.00
WA898       1009  19   -999.00
WA898       1009  20     40.00
WA898       1009  21     42.00
WA898       1009  22     38.00
WA898       1009  23     39.00
WA898       1009  24     35.00
WA898       1009  25     35.00
WA898       1009  26     34.00
WA898       1009  27     33.00
WA898       1009  28     32.00
WA898       1009  29     34.00
WA898       1009  30     47.00
WA898       1009  31     38.00
WA898       1109   1     36.00
WA898       1109   2     36.00
WA898       1109   3     36.00
WA898       1109   4     39.00
WA898       1109   5     38.00
WA898       1109   6     34.00
WA898       1109   7     34.00
WA898       1109   8     34.00
WA898       1109   9     35.00
WA898       1109  10     34.00
WA898       1109  11     32.00
WA898       1109  12     31.00
WA898       1109  13     31.00
WA898       1109  14     29.00
WA898       1109  15     31.00
WA898       1109  16     35.00
WA898       1109  17     33.00
WA898       1109  18     32.00
WA898       1109  19     34.00
WA898       1109  20     33.00
WA898       1109  21     31.00
WA898       1109  22     32.00
WA898       1109  23     34.00
WA898       1109  24     37.00
WA898       1109  25     37.00
WA898       1109  26     37.00
WA898       1109  27     33.00
WA898       1109  28     33.00
WA898       1109  29     37.00
WA898       1109  30     36.00
WA898       1209   1     30.00
WA898       1209   2     30.00
WA898       1209   3     29.00
WA898       1209   4     27.00
WA898       1209   5     24.00
WA898       1209   6     15.00
WA898       1209   7     12.00
WA898       1209   8     10.00
WA898       1209   9     13.00
WA898       1209  10     18.00
WA898       1209  11     23.00
WA898       1209  12     27.00
WA898       1209  13     26.00
WA898       1209  14     26.00
WA898       1209  15     26.00
WA898       1209  16     34.00
WA898       1209  17     36.00
WA898       1209  18     36.00
WA898       1209  19     38.00
WA898       1209  20     36.00
WA898       1209  21     30.00
WA898       1209  22     29.00
WA898       1209  23     29.00
WA898       1209  24     28.00
WA898       1209  25     27.00
WA898       1209  26     29.00
WA898       1209  27     29.00
WA898       1209  28     28.00
WA898       1209  29     26.00
WA898       1209  30     26.00
WA898       1209  31     32.00
WA898       0110   1     33.00
WA898       0110   2     35.00
WA898       0110   3     35.00
WA898       0110   4     34.00
WA898       0110   5     35.00
WA898       0110   6     28.00
WA898       0110   7     27.00
WA898       0110   8     29.00
WA898       0110   9     31.00
WA898       0110  10     33.00
WA898       0110  11     35.00
WA898       0110  12     37.00
WA898       0110  13     36.00
WA898       0110  14     35.00
WA898       0110  15     35.00
WA898       0110  16     33.00
WA898       0110  17     36.00
WA898       0110  18     36.00
WA898       0110  19     38.00
WA898       0110  20     36.00
WA898       0110  21     36.00
WA898       0110  22     35.00
WA898       0110  23     32.00
WA898       0110  24     32.00
WA898       0110  25     33.00
WA898       0110  26     33.00
WA898       0110  27     31.00
WA898       0110  28     35.00
WA898       0110  29     35.00
WA898       0110  30     35.00
WA898       0110  31     36.00
WA898       0210   1     33.00
WA898       0210   2     34.00
WA898       0210   3     34.00
WA898       0210   4     33.00
WA898       0210   5     36.00
WA898       0210   6     36.00
WA898       0210   7     36.00
WA898       0210   8     33.00
WA898       0210   9     33.00
WA898       0210  10     33.00
WA898       0210  11     34.00
WA898       0210  12     35.00
WA898       0210  13     35.00
WA898       0210  14     36.00
WA898       0210  15     33.00
WA898       0210  16     35.00
WA898       0210  17     32.00
WA898       0210  18     36.00
WA898       0210  19     35.00
WA898       0210  20     33.00
WA898       0210  21     33.00
WA898       0210  22     34.00
WA898       0210  23     34.00
WA898       0210  24     33.00
WA898       0210  25     34.00
WA898       0210  26     36.00
WA898       0210  27     37.00
WA898       0210  28     35.00
WA898       0310   1     40.00
WA898       0310   2     36.00
WA898       0310   3     35.00
WA898       0310   4     33.00
WA898       0310   5     33.00
WA898       0310   6     37.00
WA898       0310   7     34.00
WA898       0310   8     27.00
WA898       0310   9     23.00
WA898       0310  10     29.00
WA898       0310  11     31.00
WA898       0310  12     32.00
WA898       0310  13     31.00
WA898       0310  14     31.00
WA898       0310  15     36.00
WA898       0310  16     35.00
WA898       0310  17     31.00
WA898       0310  18     28.00
WA898       0310  19     35.00
WA898       0310  20     39.00
WA898       0310  21     36.00
WA898       0310  22     34.00
WA898       0310  23     34.00
WA898       0310  24     40.00
WA898       0310  25     35.00
WA898       0310  26     33.00
WA898       0310  27     33.00
WA898       0310  28     34.00
WA898       0310  29     33.00
WA898       0310  30     32.00
WA898       0310  31     31.00
WA898       0410   1     32.00
WA898       0410   2     31.00
WA898       0410   3     31.00
WA898       0410   4     31.00
WA898       0410   5     32.00
WA898       0410   6     33.00
WA898       0410   7     33.00
WA898       0410   8     30.00
WA898       0410   9     29.00
WA898       0410  10     27.00
WA898       0410  11     35.00
WA898       0410  12     38.00
WA898       0410  13     33.00
WA898       0410  14     32.00
WA898       0410  15     39.00
WA898       0410  16     41.00
WA898       0410  17     42.00
WA898       0410  18     39.00
WA898       0410  19     46.00
WA898       0410  20     40.00
WA898       0410  21     35.00
WA898       0410  22     36.00
WA898       0410  23     35.00
WA898       0410  24     34.00
WA898       0410  25     34.00
WA898       0410  26     42.00
WA898       0410  27     36.00
WA898       0410  28     34.00
WA898       0410  29     34.00
WA898       0410  30     35.00
WA898       0510   1     34.00
WA898       0510   2     35.00
WA898       0510   3     32.00
WA898       0510   4     31.00
WA898       0510   5     32.00
WA898       0510   6     34.00
WA898       0510   7     34.00
WA898       0510   8     36.00
WA898       0510   9     37.00
WA898       0510  10     38.00
WA898       0510  11     40.00
WA898       0510  12     40.00
WA898       0510  13     39.00
WA898       0510  14     43.00
WA898       0510  15     45.00
WA898       0510  16     47.00
WA898       0510  17     49.00
WA898       0510  18     42.00
WA898       0510  19     37.00
WA898       0510  20     34.00
WA898       0510  21     35.00
WA898       0510  22     36.00
WA898       0510  23     34.00
WA898       0510  24     36.00
WA898       0510  25     41.00
WA898       0510  26     42.00
WA898       0510  27     41.00
WA898       0510  28     40.00
WA898       0510  29     41.00
WA898       0510  30     36.00
WA898       0510  31     42.00
WA898       0610   1     42.00
WA898       0610   2     39.00
WA898       0610   3     38.00
WA898       0610   4     42.00
WA898       0610   5     39.00
WA898       0610   6     47.00
WA898       0610   7     44.00
WA898       0610   8     41.00
WA898       0610   9     43.00
WA898       0610  10     42.00
WA898       0610  11     43.00
WA898       0610  12     43.00
WA898       0610  13     43.00
WA898       0610  14     40.00
WA898       0610  15     38.00
WA898       0610  16     36.00
WA898       0610  17     41.00
WA898       0610  18     43.00
WA898       0610  19     46.00
WA898       0610  20     45.00
WA898       0610  21     43.00
WA898       0610  22     44.00
WA898       0610  23     52.00
WA898       0610  24     50.00
WA898       0610  25     47.00
WA898       0610  26     47.00
WA898       0610  27     48.00
WA898       0610  28     49.00
WA898       0610  29     44.00
WA898       0610  30     42.00
WA898       0710   1     45.00
WA898       0710   2     45.00
WA898       0710   3     42.00
WA898       0710   4     43.00
WA898       0710   5     43.00
WA898       0710   6     44.00
WA898       0710   7     56.00
WA898       0710   8     62.00
WA898       0710   9     62.00
WA898       0710  10     56.00
WA898       0710  11     54.00
WA898       0710  12     45.00
WA898       0710  13     44.00
WA898       0710  14     45.00
WA898       0710  15     53.00
WA898       0710  16     49.00
WA898       0710  17     49.00
WA898       0710  18     51.00
WA898       0710  19     49.00
WA898       0710  20     50.00
WA898       0710  21     53.00
WA898       0710  22     50.00
WA898       0710  23     48.00
WA898       0710  24     54.00
WA898       0710  25     56.00
WA898       0710  26     54.00
WA898       0710  27     56.00
WA898       0710  28     56.00
WA898       0710  29     52.00
WA898       0710  30     51.00
WA898       0710  31     52.00
WA898       0810   1     53.00
WA898       0810   2     51.00
WA898       0810   3     54.00
WA898       0810   4     53.00
WA898       0810   5     58.00
WA898       0810   6     54.00
WA898       0810   7     52.00
WA898       0810   8     52.00
WA898       0810   9     51.00
WA898       0810  10     49.00
WA898       0810  11     51.00
WA898       0810  12     51.00
WA898       0810  13     53.00
WA898       0810  14     60.00
WA898       0810  15     62.00
WA898       0810  16     64.00
WA898       0810  17     58.00
WA898       0810  18     49.00
WA898       0810  19     50.00
WA898       0810  20     47.00
WA898       0810  21     46.00
WA898       0810  22     47.00
WA898       0810  23     45.00
WA898       0810  24     54.00
WA898       0810  25     60.00
WA898       0810  26     46.00
WA898       0810  27     42.00
WA898       0810  28     41.00
WA898       0810  29     45.00
WA898       0810  30     44.00
WA898       0810  31     46.00
WA898       0910   1     45.00
WA898       0910   2     45.00
WA898       0910   3     53.00
WA898       0910   4     45.00
WA898       0910   5     44.00
WA898       0910   6     42.00
WA898       0910   7     48.00
WA898       0910   8     48.00
WA898       0910   9     46.00
WA898       0910  10     45.00
WA898       0910  11     46.00
WA898       0910  12     47.00
WA898       0910  13     50.00
WA898       0910  14     48.00
WA898       0910  15     52.00
WA898       0910  16     52.00
WA898       0910  17     49.00
WA898       0910  18     53.00
WA898       0910  19     48.00
WA898       0910  20     45.00
WA898       0910  21     42.00
WA898       0910  22     43.00
WA898       0910  23     43.00
WA898       0910  24     45.00
WA898       0910  25     49.00
WA898       0910  26     52.00
WA898       0910  27     61.00
WA898       0910  28     49.00
WA898       0910  29     44.00
WA898       0910  30     53.00
WA898       1010   1     52.00
WA898       1010   2     49.00
WA898       1010   3     46.00
WA898       1010   4     41.00
WA898       1010   5     38.00
WA898       1010   6     48.00
WA898       1010   7     46.00
WA898       1010   8     45.00
WA898       1010   9     49.00
WA898       1010  10     41.00
WA898       1010  11     39.00
WA898       1010  12     40.00
WA898       1010  13     45.00
WA898       1010  14     40.00
WA898       1010  15     37.00
WA898       1010  16     36.00
WA898       1010  17     36.00
WA898       1010  18     41.00
WA898       1010  19     46.00
WA898       1010  20     48.00
WA898       1010  21     47.00
WA898       1010  22     42.00
WA898       1010  23     41.00
WA898       1010  24     36.00
WA898       1010  25     35.00
WA898       1010  26     34.00
WA898       1010  27     37.00
WA898       1010  28     40.00
WA898       1010  29     40.00
WA898       1010  30     40.00
WA898       1010  31     39.00
WA898       1110   1     40.00
WA898       1110   2     43.00
WA898       1110   3     45.00
WA898       1110   4     45.00
WA898       1110   5     45.00
WA898       1110   6     44.00
WA898       1110   7     38.00
WA898       1110   8     35.00
WA898       1110   9     33.00
WA898       1110  10     32.00
WA898       1110  11     33.00
WA898       1110  12     35.00
WA898       1110  13     34.00
WA898       1110  14     42.00
WA898       1110  15     38.00
WA898       1110  16     36.00
WA898       1110  17     33.00
WA898       1110  18     31.00
WA898       1110  19     31.00
WA898       1110  20     29.00
WA898       1110  21     24.00
WA898       1110  22     16.00
WA898       1110  23      6.00
WA898       1110  24      6.00
WA898       1110  25     23.00
WA898       1110  26     24.00
WA898       1110  27     29.00
WA898       1110  28     30.00
WA898       1110  29     29.00
WA898       1110  30     28.00
WA898       1210   1     34.00
WA898       1210   2     33.00
WA898       1210   3     27.00
WA898       1210   4     27.00
WA898       1210   5     30.00
WA898       1210   6     32.00
WA898       1210   7     33.00
WA898       1210   8     34.00
WA898       1210   9     34.00
WA898       1210  10     34.00
WA898       1210  11     33.00
WA898       1210  12     37.00
WA898       1210  13     36.00
WA898       1210  14     32.00
WA898       1210  15     32.00
WA898       1210  16     29.00
WA898       1210  17     27.00
WA898       1210  18     25.00
WA898       1210  19     26.00
WA898       1210  20     28.00
WA898       1210  21     31.00
WA898       1210  22     32.00
WA898       1210  23     30.00
WA898       1210  24     34.00
WA898       1210  25     34.00
WA898       1210  26     31.00
WA898       1210  27     31.00
WA898       1210  28     29.00
WA898       1210  29     25.00
WA898       1210  30     16.00
WA898       1210  31     16.00
WA898       0111   1     16.00
WA898       0111   2     20.00
WA898       0111   3     21.00
WA898       0111   4     24.00
WA898       0111   5     32.00
WA898       0111   6     38.00
WA898       0111   7     31.00
WA898       0111   8     29.00
WA898       0111   9     23.00
WA898       0111  10     16.00
WA898       0111  11     16.00
WA898       0111  12     21.00
WA898       0111  13     35.00
WA898       0111  14     40.00
