$ Get data for 898:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:44 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA898           Mount Gardner
WA898       0104   9     31.00
WA898       0104  10     33.00
WA898       0104  11     33.00
WA898       0104  12     32.00
WA898       0104  13     33.00
WA898       0104  14     35.00
WA898       0104  15     35.00
WA898       0104  16     31.00
WA898       0104  17     32.00
WA898       0104  18     32.00
WA898       0104  19     31.00
WA898       0104  20     29.00
WA898       0104  21     27.00
WA898       0104  22     28.00
WA898       0104  23     32.00
WA898       0104  24     28.00
WA898       0104  25   -999.00
WA898       0104  26     30.00
WA898       0104  27     32.00
WA898       0104  28     32.00
WA898       0104  29     37.00
WA898       0104  30     29.00
WA898       0104  31     28.00
WA898       0204   1     28.00
WA898       0204   2     27.00
WA898       0204   3     28.00
WA898       0204   4     27.00
WA898       0204   5     26.00
WA898       0204   6     29.00
WA898       0204   7     31.00
WA898       0204   8     31.00
WA898       0204   9     27.00
WA898       0204  10     29.00
WA898       0204  11     32.00
WA898       0204  12     31.00
WA898       0204  13     30.00
WA898       0204  14     28.00
WA898       0204  15     30.00
WA898       0204  16     30.00
WA898       0204  17     31.00
WA898       0204  18     32.00
WA898       0204  19     30.00
WA898       0204  20     29.00
WA898       0204  21     32.00
WA898       0204  22     31.00
WA898       0204  23     33.00
WA898       0204  24     30.00
WA898       0204  25     30.00
WA898       0204  26     32.00
WA898       0204  27     33.00
WA898       0204  28     32.00
WA898       0204  29     31.00
WA898       0304   1     32.00
WA898       0304   2     29.00
WA898       0304   3     29.00
WA898       0304   4     31.00
WA898       0304   5     29.00
WA898       0304   6     29.00
WA898       0304   7     32.00
WA898       0304   8     40.00
WA898       0304   9     34.00
WA898       0304  10     31.00
WA898       0304  11     36.00
WA898       0304  12     30.00
WA898       0304  13     29.00
WA898       0304  14     35.00
WA898       0304  15     30.00
WA898       0304  16     34.00
WA898       0304  17     35.00
WA898       0304  18     28.00
WA898       0304  19     28.00
WA898       0304  20     28.00
WA898       0304  21     39.00
WA898       0304  22     39.00
WA898       0304  23     36.00
WA898       0304  24     32.00
WA898       0304  25     32.00
WA898       0304  26     32.00
WA898       0304  27     32.00
WA898       0304  28     31.00
WA898       0304  29     39.00
WA898       0304  30     30.00
WA898       0304  31     29.00
WA898       0404   1     27.00
WA898       0404   2     31.00
WA898       0404   3     43.00
WA898       0404   4     32.00
WA898       0404   5     34.00
WA898       0404   6     37.00
WA898       0404   7     38.00
WA898       0404   8     36.00
WA898       0404   9     38.00
WA898       0404  10     43.00
WA898       0404  11     47.00
WA898       0404  12     37.00
WA898       0404  13     36.00
WA898       0404  14     33.00
WA898       0404  15     33.00
WA898       0404  16     34.00
WA898       0404  17     34.00
WA898       0404  18     33.00
WA898       0404  19     32.00
WA898       0404  20     34.00
WA898       0404  21     33.00
WA898       0404  22     35.00
WA898       0404  23     35.00
WA898       0404  24     31.00
WA898       0404  25     36.00
WA898       0404  26     48.00
WA898       0404  27     32.00
WA898       0404  28     33.00
WA898       0404  29     37.00
WA898       0404  30     47.00
WA898       0504   1     48.00
WA898       0504   2     42.00
WA898       0504   3     43.00
WA898       0504   4     39.00
WA898       0504   5     35.00
WA898       0504   6     34.00
WA898       0504   7     41.00
WA898       0504   8     38.00
WA898       0504   9     36.00
WA898       0504  10     36.00
WA898       0504  11     36.00
WA898       0504  12     38.00
WA898       0504  13     37.00
WA898       0504  14     39.00
WA898       0504  15     41.00
WA898       0504  16     40.00
WA898       0504  17     39.00
WA898       0504  18     43.00
WA898       0504  19     42.00
WA898       0504  20     44.00
WA898       0504  21     42.00
WA898       0504  22     41.00
WA898       0504  23     41.00
WA898       0504  24     41.00
WA898       0504  25     42.00
WA898       0504  26     44.00
WA898       0504  27     39.00
WA898       0504  28     36.00
WA898       0504  29     37.00
WA898       0504  30     41.00
WA898       0504  31     38.00
WA898       0604   1     38.00
WA898       0604   2     42.00
WA898       0604   3     49.00
WA898       0604   4     48.00
WA898       0604   5     42.00
WA898       0604   6     42.00
WA898       0604   7     41.00
WA898       0604   8     44.00
WA898       0604   9     47.00
WA898       0604  10     40.00
WA898       0604  11     39.00
WA898       0604  12     41.00
WA898       0604  13     41.00
WA898       0604  14     40.00
WA898       0604  15     36.00
WA898       0604  16     45.00
WA898       0604  17     54.00
WA898       0604  18     53.00
WA898       0604  19     53.00
WA898       0604  20     52.00
WA898       0604  21     56.00
WA898       0604  22     55.00
WA898       0604  23     52.00
WA898       0604  24     51.00
WA898       0604  25     50.00
WA898       0604  26     48.00
WA898       0604  27     46.00
WA898       0604  28     45.00
WA898       0604  29     49.00
WA898       0604  30     48.00
WA898       0704   1     50.00
WA898       0704   2     48.00
WA898       0704   3     51.00
WA898       0704   4     48.00
WA898       0704   5     47.00
WA898       0704   6     46.00
WA898       0704   7     43.00
WA898       0704   8     45.00
WA898       0704   9     46.00
WA898       0704  10     47.00
WA898       0704  11     44.00
WA898       0704  12     49.00
WA898       0704  13     56.00
WA898       0704  14     55.00
WA898       0704  15     52.00
WA898       0704  16     50.00
WA898       0704  17     57.00
WA898       0704  18     57.00
WA898       0704  19     55.00
WA898       0704  20     53.00
WA898       0704  21     52.00
WA898       0704  22     54.00
WA898       0704  23     62.00
WA898       0704  24     64.00
WA898       0704  25     53.00
WA898       0704  26     52.00
WA898       0704  27     52.00
WA898       0704  28     56.00
WA898       0704  29     55.00
WA898       0704  30     52.00
WA898       0704  31     54.00
WA898       0804   1     52.00
WA898       0804   2     52.00
WA898       0804   3     51.00
WA898       0804   4     51.00
WA898       0804   5     48.00
WA898       0804   6     47.00
WA898       0804   7     49.00
WA898       0804   8     50.00
WA898       0804   9     58.00
WA898       0804  10     60.00
WA898       0804  11     58.00
WA898       0804  12     60.00
WA898       0804  13     57.00
WA898       0804  14     61.00
WA898       0804  15     57.00
WA898       0804  16     56.00
WA898       0804  17     54.00
WA898       0804  18     53.00
WA898       0804  19     56.00
WA898       0804  20     56.00
WA898       0804  21     55.00
WA898       0804  22     49.00
WA898       0804  23     48.00
WA898       0804  24     49.00
WA898       0804  25     48.00
WA898       0804  26     49.00
WA898       0804  27     51.00
WA898       0804  28     51.00
WA898       0804  29     52.00
WA898       0804  30     50.00
WA898       0804  31     53.00
WA898       0904   1     45.00
WA898       0904   2     44.00
WA898       0904   3     46.00
WA898       0904   4     48.00
WA898       0904   5     45.00
WA898       0904   6     42.00
WA898       0904   7     44.00
WA898       0904   8     47.00
WA898       0904   9     46.00
WA898       0904  10     44.00
WA898       0904  11     47.00
WA898       0904  12     42.00
WA898       0904  13     42.00
WA898       0904  14     42.00
WA898       0904  15     42.00
WA898       0904  16     43.00
WA898       0904  17     40.00
WA898       0904  18     39.00
WA898       0904  19     37.00
WA898       0904  20     40.00
WA898       0904  21     39.00
WA898       0904  22     43.00
WA898       0904  23     44.00
WA898       0904  24     44.00
WA898       0904  25     48.00
WA898       0904  26     45.00
WA898       0904  27     49.00
WA898       0904  28     47.00
WA898       0904  29     46.00
WA898       0904  30     43.00
WA898       1004   1     45.00
WA898       1004   2     48.00
WA898       1004   3     51.00
WA898       1004   4     51.00
WA898       1004   5     51.00
WA898       1004   6     43.00
WA898       1004   7     42.00
WA898       1004   8     43.00
WA898       1004   9     41.00
WA898       1004  10     43.00
WA898       1004  11     42.00
WA898       1004  12     44.00
WA898       1004  13     49.00
WA898       1004  14     49.00
WA898       1004  15     48.00
WA898       1004  16     45.00
WA898       1004  17     37.00
WA898       1004  18     36.00
WA898       1004  19     38.00
WA898       1004  20     36.00
WA898       1004  21     36.00
WA898       1004  22     36.00
WA898       1004  23     33.00
WA898       1004  24     33.00
WA898       1004  25     32.00
WA898       1004  26     36.00
WA898       1004  27     36.00
WA898       1004  28     33.00
WA898       1004  29     37.00
WA898       1004  30     33.00
WA898       1004  31     30.00
WA898       1104   1     29.00
WA898       1104   2     32.00
WA898       1104   3     29.00
WA898       1104   4     29.00
WA898       1104   5     36.00
WA898       1104   6     39.00
WA898       1104   7     45.00
WA898       1104   8     39.00
WA898       1104   9     35.00
WA898       1104  10     40.00
WA898       1104  11     40.00
WA898       1104  12     39.00
WA898       1104  13     37.00
WA898       1104  14     36.00
WA898       1104  15     38.00
WA898       1104  16     33.00
WA898       1104  17     30.00
WA898       1104  18     32.00
WA898       1104  19     28.00
WA898       1104  20     26.00
WA898       1104  21     29.00
WA898       1104  22     36.00
WA898       1104  23     38.00
WA898       1104  24     44.00
WA898       1104  25     32.00
WA898       1104  26     30.00
WA898       1104  27     27.00
WA898       1104  28     24.00
WA898       1104  29     23.00
WA898       1104  30     31.00
WA898       1204   1     29.00
WA898       1204   2     28.00
WA898       1204   3     32.00
WA898       1204   4     32.00
WA898       1204   5     28.00
WA898       1204   6     28.00
WA898       1204   7     29.00
WA898       1204   8     32.00
WA898       1204   9     32.00
WA898       1204  10     44.00
WA898       1204  11     30.00
WA898       1204  12     31.00
WA898       1204  13     32.00
WA898       1204  14     32.00
WA898       1204  15     32.00
WA898       1204  16     35.00
WA898       1204  17     38.00
WA898       1204  18     37.00
WA898       1204  19     32.00
WA898       1204  20     28.00
WA898       1204  21     29.00
WA898       1204  22     31.00
WA898       1204  23     29.00
WA898       1204  24     34.00
WA898       1204  25     32.00
WA898       1204  26     31.00
WA898       1204  27     32.00
WA898       1204  28     33.00
WA898       1204  29     32.00
WA898       1204  30     31.00
WA898       1204  31     28.00
WA898       0105   1     27.00
WA898       0105   2     24.00
WA898       0105   3     22.00
WA898       0105   4     21.00
WA898       0105   5     22.00
WA898       0105   6     24.00
WA898       0105   7     22.00
WA898       0105   8     23.00
WA898       0105   9     21.00
WA898       0105  10     19.00
WA898       0105  11     16.00
WA898       0105  12     28.00
WA898       0105  13     21.00
WA898       0105  14     14.00
WA898       0105  15     13.00
WA898       0105  16     16.00
WA898       0105  17     25.00
WA898       0105  18     43.00
WA898       0105  19     47.00
WA898       0105  20     44.00
WA898       0105  21     42.00
WA898       0105  22     42.00
WA898       0105  23     45.00
WA898       0105  24     43.00
WA898       0105  25     40.00
WA898       0105  26     38.00
WA898       0105  27     36.00
WA898       0105  28     36.00
WA898       0105  29     33.00
WA898       0105  30     36.00
WA898       0105  31     35.00
WA898       0205   1     31.00
WA898       0205   2     42.00
WA898       0205   3     41.00
WA898       0205   4     31.00
WA898       0205   5     27.00
WA898       0205   6     26.00
WA898       0205   7     25.00
WA898       0205   8     26.00
WA898       0205   9     29.00
WA898       0205  10     30.00
WA898       0205  11     33.00
WA898       0205  12     31.00
WA898       0205  13     27.00
WA898       0205  14     20.00
WA898       0205  15     20.00
WA898       0205  16     24.00
WA898       0205  17     28.00
WA898       0205  18     29.00
WA898       0205  19     27.00
WA898       0205  20     28.00
WA898       0205  21     29.00
WA898       0205  22     33.00
WA898       0205  23     36.00
WA898       0205  24     36.00
WA898       0205  25     35.00
WA898       0205  26     37.00
WA898       0205  27     38.00
WA898       0205  28     37.00
WA898       0305   1     36.00
WA898       0305   2     35.00
WA898       0305   3     33.00
WA898       0305   4     35.00
WA898       0305   5     35.00
WA898       0305   6     40.00
WA898       0305   7     42.00
WA898       0305   8     41.00
WA898       0305   9     44.00
WA898       0305  10     42.00
WA898       0305  11     37.00
WA898       0305  12     35.00
WA898       0305  13     35.00
WA898       0305  14     36.00
WA898       0305  15     29.00
WA898       0305  16     31.00
WA898       0305  17     31.00
WA898       0305  18     29.00
WA898       0305  19     28.00
WA898       0305  20     30.00
WA898       0305  21     29.00
WA898       0305  22     27.00
WA898       0305  23     29.00
WA898       0305  24     30.00
WA898       0305  25     32.00
WA898       0305  26     32.00
WA898       0305  27     32.00
WA898       0305  28     31.00
WA898       0305  29     31.00
WA898       0305  30     30.00
WA898       0305  31     31.00
WA898       0405   1     30.00
WA898       0405   2     30.00
WA898       0405   3     32.00
WA898       0405   4     30.00
WA898       0405   5     30.00
WA898       0405   6     35.00
WA898       0405   7     31.00
WA898       0405   8     29.00
WA898       0405   9     30.00
WA898       0405  10     32.00
WA898       0405  11     30.00
WA898       0405  12     28.00
WA898       0405  13     27.00
WA898       0405  14     30.00
WA898       0405  15     31.00
WA898       0405  16     33.00
WA898       0405  17     32.00
WA898       0405  18     32.00
WA898       0405  19     34.00
WA898       0405  20     37.00
WA898       0405  21     40.00
WA898       0405  22     46.00
WA898       0405  23     43.00
WA898       0405  24     41.00
WA898       0405  25     46.00
WA898       0405  26     45.00
WA898       0405  27     46.00
WA898       0405  28     38.00
WA898       0405  29     40.00
WA898       0405  30     40.00
WA898       0505   1     41.00
WA898       0505   2     45.00
WA898       0505   3     43.00
WA898       0505   4     43.00
WA898       0505   5     43.00
WA898       0505   6     42.00
WA898       0505   7     40.00
WA898       0505   8     39.00
WA898       0505   9     43.00
WA898       0505  10     43.00
WA898       0505  11     42.00
WA898       0505  12     43.00
WA898       0505  13     41.00
WA898       0505  14     50.00
WA898       0505  15     43.00
WA898       0505  16     38.00
WA898       0505  17     38.00
WA898       0505  18     41.00
WA898       0505  19     39.00
WA898       0505  20     37.00
WA898       0505  21     37.00
WA898       0505  22     36.00
WA898       0505  23     34.00
WA898       0505  24     36.00
WA898       0505  25     47.00
WA898       0505  26     53.00
WA898       0505  27     56.00
WA898       0505  28     54.00
WA898       0505  29     50.00
WA898       0505  30     48.00
WA898       0505  31     44.00
WA898       0605   1     43.00
WA898       0605   2     44.00
WA898       0605   3     43.00
WA898       0605   4     42.00
WA898       0605   5     39.00
WA898       0605   6     38.00
WA898       0605   7     42.00
WA898       0605   8     41.00
WA898       0605   9     42.00
WA898       0605  10     42.00
WA898       0605  11     40.00
WA898       0605  12     39.00
WA898       0605  13     43.00
WA898       0605  14     42.00
WA898       0605  15     41.00
WA898       0605  16     49.00
WA898       0605  17     43.00
WA898       0605  18     47.00
WA898       0605  19     45.00
WA898       0605  20     50.00
WA898       0605  21     51.00
WA898       0605  22     47.00
WA898       0605  23     43.00
WA898       0605  24     47.00
WA898       0605  25     49.00
WA898       0605  26     48.00
WA898       0605  27     47.00
WA898       0605  28     49.00
WA898       0605  29     50.00
WA898       0605  30     51.00
WA898       0705   1     49.00
WA898       0705   2     43.00
WA898       0705   3     43.00
WA898       0705   4     48.00
WA898       0705   5     51.00
WA898       0705   6     48.00
WA898       0705   7     44.00
WA898       0705   8     48.00
WA898       0705   9     46.00
WA898       0705  10     48.00
WA898       0705  11     48.00
WA898       0705  12     51.00
WA898       0705  13     49.00
WA898       0705  14     47.00
WA898       0705  15     52.00
WA898       0705  16     49.00
WA898       0705  17     48.00
WA898       0705  18     53.00
WA898       0705  19     47.00
WA898       0705  20     48.00
WA898       0705  21     49.00
WA898       0705  22     49.00
WA898       0705  23     47.00
WA898       0705  24     44.00
WA898       0705  25     48.00
WA898       0705  26     52.00
WA898       0705  27     55.00
WA898       0705  28     54.00
WA898       0705  29     51.00
WA898       0705  30     54.00
WA898       0705  31     55.00
WA898       0805   1     46.00
WA898       0805   2     45.00
WA898       0805   3     48.00
WA898       0805   4     59.00
WA898       0805   5     56.00
WA898       0805   6     54.00
WA898       0805   7     53.00
WA898       0805   8     52.00
WA898       0805   9     52.00
WA898       0805  10     49.00
WA898       0805  11     50.00
WA898       0805  12     50.00
WA898       0805  13     54.00
WA898       0805  14     58.00
WA898       0805  15     57.00
WA898       0805  16     52.00
WA898       0805  17     50.00
WA898       0805  18     51.00
WA898       0805  19     51.00
WA898       0805  20     55.00
WA898       0805  21     53.00
WA898       0805  22     50.00
WA898       0805  23     46.00
WA898       0805  24     45.00
WA898       0805  25     54.00
WA898       0805  26     53.00
WA898       0805  27     50.00
WA898       0805  28     49.00
WA898       0805  29     47.00
WA898       0805  30     48.00
WA898       0805  31     48.00
WA898       0905   1     48.00
WA898       0905   2     50.00
WA898       0905   3     49.00
WA898       0905   4     45.00
WA898       0905   5     43.00
WA898       0905   6     46.00
WA898       0905   7     48.00
WA898       0905   8     49.00
WA898       0905   9     44.00
WA898       0905  10     42.00
WA898       0905  11     44.00
WA898       0905  12     43.00
WA898       0905  13     44.00
WA898       0905  14     46.00
WA898       0905  15     46.00
WA898       0905  16     45.00
WA898       0905  17     44.00
WA898       0905  18     42.00
WA898       0905  19     45.00
WA898       0905  20     40.00
WA898       0905  21     39.00
WA898       0905  22     38.00
WA898       0905  23     38.00
WA898       0905  24     38.00
WA898       0905  25     42.00
WA898       0905  26     46.00
WA898       0905  27     42.00
WA898       0905  28     43.00
WA898       0905  29     49.00
WA898       0905  30     43.00
WA898       1005   1     40.00
WA898       1005   2     38.00
WA898       1005   3     38.00
WA898       1005   4     38.00
WA898       1005   5     43.00
WA898       1005   6     46.00
WA898       1005   7     42.00
WA898       1005   8     40.00
WA898       1005   9     40.00
WA898       1005  10     45.00
WA898       1005  11     42.00
WA898       1005  12     43.00
WA898       1005  13     44.00
WA898       1005  14     45.00
WA898       1005  15     44.00
WA898       1005  16     42.00
WA898       1005  17     49.00
WA898       1005  18     46.00
WA898       1005  19     45.00
WA898       1005  20     40.00
WA898       1005  21     45.00
WA898       1005  22     46.00
WA898       1005  23     45.00
WA898       1005  24     47.00
WA898       1005  25     41.00
WA898       1005  26     34.00
WA898       1005  27     34.00
WA898       1005  28     38.00
WA898       1005  29     38.00
WA898       1005  30     37.00
WA898       1005  31     39.00
WA898       1105   1     34.00
WA898       1105   2     35.00
WA898       1105   3     34.00
WA898       1105   4     34.00
WA898       1105   5     34.00
WA898       1105   6     33.00
WA898       1105   7     34.00
WA898       1105   8     33.00
WA898       1105   9     34.00
WA898       1105  10     35.00
WA898       1105  11     33.00
WA898       1105  12     33.00
WA898       1105  13     34.00
WA898       1105  14     30.00
WA898       1105  15     29.00
WA898       1105  16     37.00
WA898       1105  17     39.00
WA898       1105  18     40.00
WA898       1105  19     41.00
WA898       1105  20     38.00
WA898       1105  21     35.00
WA898       1105  22     35.00
WA898       1105  23     32.00
WA898       1105  24     31.00
WA898       1105  25     32.00
WA898       1105  26     29.00
WA898       1105  27     24.00
WA898       1105  28     24.00
WA898       1105  29     28.00
WA898       1105  30     26.00
WA898       1205   1     26.00
WA898       1205   2     26.00
WA898       1205   3     26.00
WA898       1205   4     23.00
WA898       1205   5     32.00
WA898       1205   6     24.00
WA898       1205   7     20.00
WA898       1205   8     19.00
WA898       1205   9     26.00
WA898       1205  10     34.00
WA898       1205  11     32.00
WA898       1205  12     30.00
WA898       1205  13     27.00
WA898       1205  14     27.00
WA898       1205  15     26.00
WA898       1205  16     24.00
WA898       1205  17     22.00
WA898       1205  18     21.00
WA898       1205  19     26.00
WA898       1205  20     32.00
WA898       1205  21     36.00
WA898       1205  22     36.00
WA898       1205  23     37.00
WA898       1205  24     38.00
WA898       1205  25     37.00
WA898       1205  26     35.00
WA898       1205  27     34.00
WA898       1205  28     34.00
WA898       1205  29     34.00
WA898       1205  30     33.00
WA898       1205  31     34.00
WA898       0106   1     34.00
WA898       0106   2     34.00
WA898       0106   3     31.00
WA898       0106   4     33.00
WA898       0106   5     36.00
WA898       0106   6     38.00
WA898       0106   7     34.00
WA898       0106   8     34.00
WA898       0106   9     34.00
WA898       0106  10     34.00
WA898       0106  11     34.00
WA898       0106  12     33.00
WA898       0106  13     34.00
WA898       0106  14     30.00
WA898       0106  15     30.00
WA898       0106  16     31.00
WA898       0106  17     34.00
WA898       0106  18     34.00
WA898       0106  19     33.00
WA898       0106  20     33.00
WA898       0106  21     33.00
WA898       0106  22     34.00
WA898       0106  23     35.00
WA898       0106  24     36.00
WA898       0106  25     34.00
WA898       0106  26     33.00
WA898       0106  27     32.00
WA898       0106  28     32.00
WA898       0106  29     32.00
WA898       0106  30     34.00
WA898       0106  31     32.00
WA898       0206   1     34.00
WA898       0206   2     34.00
WA898       0206   3     34.00
WA898       0206   4     31.00
WA898       0206   5     31.00
WA898       0206   6     32.00
WA898       0206   7     35.00
WA898       0206   8     30.00
WA898       0206   9     27.00
WA898       0206  10     31.00
WA898       0206  11     31.00
WA898       0206  12     31.00
WA898       0206  13     28.00
WA898       0206  14     22.00
WA898       0206  15     20.00
WA898       0206  16     21.00
WA898       0206  17     12.00
WA898       0206  18     15.00
WA898       0206  19     21.00
WA898       0206  20     24.00
WA898       0206  21     31.00
WA898       0206  22     33.00
WA898       0206  23     27.00
WA898       0206  24     22.00
WA898       0206  25     23.00
WA898       0206  26     28.00
WA898       0206  27     34.00
WA898       0206  28     31.00
WA898       0306   1     30.00
WA898       0306   2     31.00
WA898       0306   3     31.00
WA898       0306   4     33.00
WA898       0306   5     34.00
WA898       0306   6     34.00
WA898       0306   7     31.00
WA898       0306   8     27.00
WA898       0306   9     27.00
WA898       0306  10     26.00
WA898       0306  11     26.00
WA898       0306  12     25.00
WA898       0306  13     28.00
WA898       0306  14     31.00
WA898       0306  15     30.00
WA898       0306  16     33.00
WA898       0306  17     31.00
WA898       0306  18     28.00
WA898       0306  19     26.00
WA898       0306  20     35.00
WA898       0306  21     35.00
WA898       0306  22     35.00
WA898       0306  23     37.00
WA898       0306  24     33.00
WA898       0306  25     30.00
WA898       0306  26     32.00
WA898       0306  27     33.00
WA898       0306  28     36.00
WA898       0306  29     35.00
WA898       0306  30     35.00
WA898       0306  31     36.00
WA898       0406   1     33.00
WA898       0406   2     33.00
WA898       0406   3     37.00
WA898       0406   4     33.00
WA898       0406   5     36.00
WA898       0406   6     35.00
WA898       0406   7     35.00
WA898       0406   8     36.00
WA898       0406   9     36.00
WA898       0406  10     35.00
WA898       0406  11     34.00
WA898       0406  12     36.00
WA898       0406  13     35.00
WA898       0406  14     32.00
WA898       0406  15     30.00
WA898       0406  16     30.00
WA898       0406  17     32.00
WA898       0406  18     32.00
WA898       0406  19     38.00
WA898       0406  20     39.00
WA898       0406  21     31.00
WA898       0406  22     30.00
WA898       0406  23     38.00
WA898       0406  24     42.00
WA898       0406  25     41.00
WA898       0406  26     38.00
WA898       0406  27     39.00
WA898       0406  28     44.00
WA898       0406  29     33.00
WA898       0406  30     33.00
WA898       0506   1     31.00
WA898       0506   2     30.00
WA898       0506   3     37.00
WA898       0506   4     42.00
WA898       0506   5     41.00
WA898       0506   6     37.00
WA898       0506   7     36.00
WA898       0506   8     31.00
WA898       0506   9     31.00
WA898       0506  10     39.00
WA898       0506  11     39.00
WA898       0506  12     34.00
WA898       0506  13     34.00
WA898       0506  14     41.00
WA898       0506  15     54.00
WA898       0506  16     54.00
WA898       0506  17     52.00
WA898       0506  18     51.00
WA898       0506  19     51.00
WA898       0506  20     46.00
WA898       0506  21     45.00
WA898       0506  22     41.00
WA898       0506  23     41.00
WA898       0506  24     43.00
WA898       0506  25     40.00
WA898       0506  26     40.00
WA898       0506  27     40.00
WA898       0506  28     42.00
WA898       0506  29     40.00
WA898       0506  30     40.00
WA898       0506  31     51.00
WA898       0606   1     49.00
WA898       0606   2     44.00
WA898       0606   3     42.00
WA898       0606   4     49.00
WA898       0606   5     48.00
WA898       0606   6     47.00
WA898       0606   7     47.00
WA898       0606   8     44.00
WA898       0606   9     44.00
WA898       0606  10     46.00
WA898       0606  11     47.00
WA898       0606  12     51.00
WA898       0606  13     49.00
WA898       0606  14     46.00
WA898       0606  15     46.00
WA898       0606  16     45.00
WA898       0606  17     43.00
WA898       0606  18     42.00
WA898       0606  19     43.00
WA898       0606  20     43.00
WA898       0606  21     43.00
WA898       0606  22     42.00
WA898       0606  23     43.00
WA898       0606  24     49.00
WA898       0606  25     60.00
WA898       0606  26     63.00
WA898       0606  27     53.00
WA898       0606  28     45.00
WA898       0606  29     49.00
WA898       0606  30     54.00
WA898       0706   1     54.00
WA898       0706   2     54.00
WA898       0706   3     56.00
WA898       0706   4     54.00
WA898       0706   5     49.00
WA898       0706   6     47.00
WA898       0706   7     45.00
WA898       0706   8     52.00
WA898       0706   9     57.00
WA898       0706  10     48.00
WA898       0706  11     47.00
WA898       0706  12     48.00
WA898       0706  13     50.00
WA898       0706  14     52.00
WA898       0706  15     48.00
WA898       0706  16     47.00
WA898       0706  17     46.00
WA898       0706  18     46.00
WA898       0706  19     47.00
WA898       0706  20     51.00
WA898       0706  21     66.00
WA898       0706  22     67.00
WA898       0706  23     65.00
WA898       0706  24     61.00
WA898       0706  25     55.00
WA898       0706  26     54.00
WA898       0706  27     54.00
WA898       0706  28     49.00
WA898       0706  29     46.00
WA898       0706  30     46.00
WA898       0706  31     44.00
WA898       0806   1     46.00
WA898       0806   2     47.00
WA898       0806   3     47.00
WA898       0806   4     47.00
WA898       0806   5     50.00
WA898       0806   6     54.00
WA898       0806   7     56.00
WA898       0806   8     50.00
WA898       0806   9     55.00
WA898       0806  10     50.00
WA898       0806  11     47.00
WA898       0806  12     46.00
WA898       0806  13     48.00
WA898       0806  14     52.00
WA898       0806  15     47.00
WA898       0806  16     47.00
WA898       0806  17     49.00
WA898       0806  18     51.00
WA898       0806  19     57.00
WA898       0806  20     55.00
WA898       0806  21     54.00
WA898       0806  22     49.00
WA898       0806  23     48.00
WA898       0806  24     48.00
WA898       0806  25     49.00
WA898       0806  26     54.00
WA898       0806  27     56.00
WA898       0806  28     53.00
WA898       0806  29     42.00
WA898       0806  30     43.00
WA898       0806  31     42.00
WA898       0906   1     52.00
WA898       0906   2     56.00
WA898       0906   3     60.00
WA898       0906   4     56.00
WA898       0906   5     53.00
WA898       0906   6     52.00
WA898       0906   7     49.00
WA898       0906   8     49.00
WA898       0906   9     47.00
WA898       0906  10     46.00
WA898       0906  11     50.00
WA898       0906  12     51.00
WA898       0906  13     42.00
WA898       0906  14     40.00
WA898       0906  15     40.00
WA898       0906  16     42.00
WA898       0906  17     42.00
WA898       0906  18     46.00
WA898       0906  19     44.00
WA898       0906  20     45.00
WA898       0906  21     40.00
WA898       0906  22     40.00
WA898       0906  23     44.00
WA898       0906  24     50.00
WA898       0906  25     52.00
WA898       0906  26     53.00
WA898       0906  27     57.00
WA898       0906  28     53.00
WA898       0906  29     51.00
WA898       0906  30     46.00
WA898       1006   1     41.00
WA898       1006   2     40.00
WA898       1006   3     41.00
WA898       1006   4     43.00
WA898       1006   5     46.00
WA898       1006   6     44.00
WA898       1006   7     38.00
WA898       1006   8     41.00
WA898       1006   9     42.00
WA898       1006  10     45.00
WA898       1006  11     48.00
WA898       1006  12     52.00
WA898       1006  13     48.00
WA898       1006  14     45.00
WA898       1006  15     42.00
WA898       1006  16     41.00
WA898       1006  17     43.00
WA898       1006  18     43.00
WA898       1006  19     42.00
WA898       1006  20     40.00
WA898       1006  21     40.00
WA898       1006  22     42.00
WA898       1006  23     38.00
WA898       1006  24     37.00
WA898       1006  25     38.00
WA898       1006  26     40.00
WA898       1006  27     42.00
WA898       1006  28     40.00
WA898       1006  29     31.00
WA898       1006  30     26.00
WA898       1006  31     24.00
WA898       1106   1     28.00
WA898       1106   2     31.00
WA898       1106   3     35.00
WA898       1106   4     44.00
WA898       1106   5     44.00
WA898       1106   6     48.00
WA898       1106   7     40.00
WA898       1106   8     36.00
WA898       1106   9     34.00
WA898       1106  10     34.00
WA898       1106  11     34.00
WA898       1106  12     34.00
WA898       1106  13     34.00
WA898       1106  14     33.00
WA898       1106  15     34.00
WA898       1106  16     31.00
WA898       1106  17     31.00
WA898       1106  18     35.00
WA898       1106  19     36.00
WA898       1106  20     35.00
WA898       1106  21     34.00
WA898       1106  22     33.00
WA898       1106  23     31.00
WA898       1106  24     31.00
WA898       1106  25     28.00
WA898       1106  26     27.00
WA898       1106  27     24.00
WA898       1106  28     14.00
WA898       1106  29     14.00
WA898       1106  30     18.00
WA898       1206   1     26.00
WA898       1206   2     26.00
WA898       1206   3     26.00
WA898       1206   4     28.00
WA898       1206   5     35.00
WA898       1206   6     36.00
WA898       1206   7     34.00
WA898       1206   8     34.00
