$ Get data for 942:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:46:39 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA942           Burnt Mountain
WA942       0108  17     21.00
WA942       0108  18     23.00
WA942       0108  19     24.00
WA942       0108  20     15.00
WA942       0108  21     12.00
WA942       0108  22     18.00
WA942       0108  23     26.00
WA942       0108  24     20.00
WA942       0108  25     19.00
WA942       0108  26     26.00
WA942       0108  27     18.00
WA942       0108  28     18.00
WA942       0108  29     20.00
WA942       0108  30     20.00
WA942       0108  31     23.00
WA942       0208   1     22.00
WA942       0208   2     21.00
WA942       0208   3     20.00
WA942       0208   4     19.00
WA942       0208   5     23.00
WA942       0208   6     22.00
WA942       0208   7     25.00
WA942       0208   8     26.00
WA942       0208   9     31.00
WA942       0208  10     29.00
WA942       0208  11     29.00
WA942       0208  12     25.00
WA942       0208  13     22.00
WA942       0208  14     21.00
WA942       0208  15     30.00
WA942       0208  16     23.00
WA942       0208  17     24.00
WA942       0208  18     40.00
WA942       0208  19     32.00
WA942       0208  20     29.00
WA942       0208  21     30.00
WA942       0208  22     28.00
WA942       0208  23     24.00
WA942       0208  24     32.00
WA942       0208  25     29.00
WA942       0208  26     29.00
WA942       0208  27     33.00
WA942       0208  28     34.00
WA942       0208  29     28.00
WA942       0308   1     26.00
WA942       0308   2     19.00
WA942       0308   3     24.00
WA942       0308   4     22.00
WA942       0308   5     22.00
WA942       0308   6     31.00
WA942       0308   7     31.00
WA942       0308   8     27.00
WA942       0308   9     27.00
WA942       0308  10     31.00
WA942       0308  11     23.00
WA942       0308  12     19.00
WA942       0308  13     28.00
WA942       0308  14     27.00
WA942       0308  15     26.00
WA942       0308  16     21.00
WA942       0308  17     27.00
WA942       0308  18     26.00
WA942       0308  19     23.00
WA942       0308  20     23.00
WA942       0308  21     21.00
WA942       0308  22     21.00
WA942       0308  23     22.00
WA942       0308  24     19.00
WA942       0308  25     19.00
WA942       0308  26     20.00
WA942       0308  27     18.00
WA942       0308  28     20.00
WA942       0308  29     21.00
WA942       0308  30     17.00
WA942       0308  31     20.00
WA942       0408   1     17.00
WA942       0408   2     16.00
WA942       0408   3     24.00
WA942       0408   4     25.00
WA942       0408   5     23.00
WA942       0408   6     26.00
WA942       0408   7     25.00
WA942       0408   8     25.00
WA942       0408   9     22.00
WA942       0408  10     27.00
WA942       0408  11     26.00
WA942       0408  12     44.00
WA942       0408  13     30.00
WA942       0408  14     23.00
WA942       0408  15     23.00
WA942       0408  16     26.00
WA942       0408  17     28.00
WA942       0408  18     20.00
WA942       0408  19     17.00
WA942       0408  20     18.00
WA942       0408  21     17.00
WA942       0408  22     23.00
WA942       0408  23     27.00
WA942       0408  24     26.00
WA942       0408  25     25.00
WA942       0408  26     27.00
WA942       0408  27     37.00
WA942       0408  28     28.00
WA942       0408  29     25.00
WA942       0408  30     25.00
WA942       0508   1     24.00
WA942       0508   2     32.00
WA942       0508   3     33.00
WA942       0508   4     32.00
WA942       0508   5     36.00
WA942       0508   6     33.00
WA942       0508   7     28.00
WA942       0508   8     26.00
WA942       0508   9     27.00
WA942       0508  10     31.00
WA942       0508  11     29.00
WA942       0508  12     27.00
WA942       0508  13     32.00
WA942       0508  14     39.00
WA942       0508  15     44.00
WA942       0508  16     59.00
WA942       0508  17     46.00
WA942       0508  18     44.00
WA942       0508  19     43.00
WA942       0508  20     31.00
WA942       0508  21     31.00
WA942       0508  22     31.00
WA942       0508  23     34.00
WA942       0508  24     42.00
WA942       0508  25     42.00
WA942       0508  26     42.00
WA942       0508  27     43.00
WA942       0508  28     41.00
WA942       0508  29     33.00
WA942       0508  30     31.00
WA942       0508  31     40.00
WA942       0608   1     33.00
WA942       0608   2     31.00
WA942       0608   3     33.00
WA942       0608   4     31.00
WA942       0608   5     32.00
WA942       0608   6     31.00
WA942       0608   7     33.00
WA942       0608   8     32.00
WA942       0608   9     29.00
WA942       0608  10     29.00
WA942       0608  11     32.00
WA942       0608  12   -999.00
WA942       0608  13   -999.00
WA942       0608  14     34.00
WA942       0608  15     35.00
WA942       0608  16     38.00
WA942       0608  17     35.00
WA942       0608  18     35.00
WA942       0608  19     35.00
WA942       0608  20     48.00
WA942       0608  21     44.00
WA942       0608  22     40.00
WA942       0608  23     38.00
WA942       0608  24     36.00
WA942       0608  25     42.00
WA942       0608  26     37.00
WA942       0608  27     43.00
WA942       0608  28     62.00
WA942       0608  29     57.00
WA942       0608  30     58.00
WA942       0708   1     56.00
WA942       0708   2     56.00
WA942       0708   3     52.00
WA942       0708   4     49.00
WA942       0708   5     46.00
WA942       0708   6     41.00
WA942       0708   7     43.00
WA942       0708   8     47.00
WA942       0708   9     48.00
WA942       0708  10     43.00
WA942       0708  11     42.00
WA942       0708  12     54.00
WA942       0708  13     53.00
WA942       0708  14     51.00
WA942       0708  15   -999.00
WA942       0708  16   -999.00
WA942       0708  17   -999.00
WA942       0708  18   -999.00
WA942       0708  19   -999.00
WA942       0708  20   -999.00
WA942       0708  21   -999.00
WA942       0708  22   -999.00
WA942       0708  23   -999.00
WA942       0708  24   -999.00
WA942       0708  25   -999.00
WA942       0708  26   -999.00
WA942       0708  27   -999.00
WA942       0708  28   -999.00
WA942       0708  29   -999.00
WA942       0708  30   -999.00
WA942       0708  31   -999.00
WA942       0808   1   -999.00
WA942       0808   2   -999.00
WA942       0808   3   -999.00
WA942       0808   4   -999.00
WA942       0808   5   -999.00
WA942       0808   6   -999.00
WA942       0808   7   -999.00
WA942       0808   8   -999.00
WA942       0808   9   -999.00
WA942       0808  10   -999.00
WA942       0808  11   -999.00
WA942       0808  12   -999.00
WA942       0808  13   -999.00
WA942       0808  14   -999.00
WA942       0808  15   -999.00
WA942       0808  16   -999.00
WA942       0808  17   -999.00
WA942       0808  18   -999.00
WA942       0808  19   -999.00
WA942       0808  20   -999.00
WA942       0808  21   -999.00
WA942       0808  22   -999.00
WA942       0808  23   -999.00
WA942       0808  24   -999.00
WA942       0808  25   -999.00
WA942       0808  26   -999.00
WA942       0808  27   -999.00
WA942       0808  28   -999.00
WA942       0808  29   -999.00
WA942       0808  30   -999.00
WA942       0808  31   -999.00
WA942       0908   1   -999.00
WA942       0908   2   -999.00
WA942       0908   3   -999.00
WA942       0908   4   -999.00
WA942       0908   5   -999.00
WA942       0908   6   -999.00
WA942       0908   7   -999.00
WA942       0908   8   -999.00
WA942       0908   9   -999.00
WA942       0908  10   -999.00
WA942       0908  11   -999.00
WA942       0908  12   -999.00
WA942       0908  13   -999.00
WA942       0908  14   -999.00
WA942       0908  15   -999.00
WA942       0908  16   -999.00
WA942       0908  17   -999.00
WA942       0908  18   -999.00
WA942       0908  19   -999.00
WA942       0908  20   -999.00
WA942       0908  21   -999.00
WA942       0908  22   -999.00
WA942       0908  23   -999.00
WA942       0908  24   -999.00
WA942       0908  25   -999.00
WA942       0908  26   -999.00
WA942       0908  27   -999.00
WA942       0908  28   -999.00
WA942       0908  29   -999.00
WA942       0908  30   -999.00
WA942       1008   1   -999.00
WA942       1008   2   -999.00
WA942       1008   3   -999.00
WA942       1008   4   -999.00
WA942       1008   5   -999.00
WA942       1008   6   -999.00
WA942       1008   7   -999.00
WA942       1008   8   -999.00
WA942       1008   9   -999.00
WA942       1008  10   -999.00
WA942       1008  11   -999.00
WA942       1008  12   -999.00
WA942       1008  13   -999.00
WA942       1008  14   -999.00
WA942       1008  15   -999.00
WA942       1008  16   -999.00
WA942       1008  17   -999.00
WA942       1008  18   -999.00
WA942       1008  19   -999.00
WA942       1008  20   -999.00
WA942       1008  21   -999.00
WA942       1008  22   -999.00
WA942       1008  23   -999.00
WA942       1008  24   -999.00
WA942       1008  25   -999.00
WA942       1008  26   -999.00
WA942       1008  27   -999.00
WA942       1008  28   -999.00
WA942       1008  29   -999.00
WA942       1008  30   -999.00
WA942       1008  31   -999.00
WA942       1108   1   -999.00
WA942       1108   2   -999.00
WA942       1108   3   -999.00
WA942       1108   4   -999.00
WA942       1108   5   -999.00
WA942       1108   6   -999.00
WA942       1108   7   -999.00
WA942       1108   8   -999.00
WA942       1108   9   -999.00
WA942       1108  10   -999.00
WA942       1108  11   -999.00
WA942       1108  12   -999.00
WA942       1108  13   -999.00
WA942       1108  14   -999.00
WA942       1108  15   -999.00
WA942       1108  16   -999.00
WA942       1108  17   -999.00
WA942       1108  18   -999.00
WA942       1108  19   -999.00
WA942       1108  20   -999.00
WA942       1108  21   -999.00
WA942       1108  22   -999.00
WA942       1108  23   -999.00
WA942       1108  24   -999.00
WA942       1108  25   -999.00
WA942       1108  26   -999.00
WA942       1108  27   -999.00
WA942       1108  28   -999.00
WA942       1108  29   -999.00
WA942       1108  30   -999.00
WA942       1208   1   -999.00
WA942       1208   2   -999.00
WA942       1208   3   -999.00
WA942       1208   4   -999.00
WA942       1208   5   -999.00
WA942       1208   6   -999.00
WA942       1208   7   -999.00
WA942       1208   8   -999.00
WA942       1208   9   -999.00
WA942       1208  10   -999.00
WA942       1208  11   -999.00
WA942       1208  12   -999.00
WA942       1208  13   -999.00
WA942       1208  14   -999.00
WA942       1208  15   -999.00
WA942       1208  16   -999.00
WA942       1208  17   -999.00
WA942       1208  18   -999.00
WA942       1208  19   -999.00
WA942       1208  20   -999.00
WA942       1208  21   -999.00
WA942       1208  22   -999.00
WA942       1208  23   -999.00
WA942       1208  24   -999.00
WA942       1208  25   -999.00
WA942       1208  26   -999.00
WA942       1208  27   -999.00
WA942       1208  28   -999.00
WA942       1208  29   -999.00
WA942       1208  30   -999.00
WA942       1208  31     23.00
WA942       0109   1     26.00
WA942       0109   2     15.00
WA942       0109   3     18.00
WA942       0109   4     19.00
WA942       0109   5     30.00
WA942       0109   6     30.00
WA942       0109   7     36.00
WA942       0109   8     23.00
WA942       0109   9     21.00
WA942       0109  10     24.00
WA942       0109  11     33.00
WA942       0109  12     31.00
WA942       0109  13     30.00
WA942       0109  14     40.00
WA942       0109  15     52.00
WA942       0109  16     49.00
WA942       0109  17     52.00
WA942       0109  18     52.00
WA942       0109  19     48.00
WA942       0109  20     41.00
WA942       0109  21     40.00
WA942       0109  22     31.00
WA942       0109  23     37.00
WA942       0109  24     25.00
WA942       0109  25     19.00
WA942       0109  26     13.00
WA942       0109  27     19.00
WA942       0109  28     26.00
WA942       0109  29     24.00
WA942       0109  30     25.00
WA942       0109  31     22.00
WA942       0209   1     20.00
WA942       0209   2     34.00
WA942       0209   3     40.00
WA942       0209   4     39.00
WA942       0209   5     31.00
WA942       0209   6     28.00
WA942       0209   7     25.00
WA942       0209   8     25.00
WA942       0209   9     19.00
WA942       0209  10     17.00
WA942       0209  11     22.00
WA942       0209  12     20.00
WA942       0209  13     22.00
WA942       0209  14     22.00
WA942       0209  15     22.00
WA942       0209  16     27.00
WA942       0209  17     29.00
WA942       0209  18     29.00
WA942       0209  19     32.00
WA942       0209  20     34.00
WA942       0209  21     37.00
WA942       0209  22     35.00
WA942       0209  23     31.00
WA942       0209  24     30.00
WA942       0209  25     18.00
WA942       0209  26     14.00
WA942       0209  27     13.00
WA942       0209  28     23.00
WA942       0309   1     39.00
WA942       0309   2     32.00
WA942       0309   3     28.00
WA942       0309   4     24.00
WA942       0309   5     17.00
WA942       0309   6     13.00
WA942       0309   7     19.00
WA942       0309   8     16.00
WA942       0309   9     13.00
WA942       0309  10     12.00
WA942       0309  11     14.00
WA942       0309  12     22.00
WA942       0309  13     30.00
WA942       0309  14     25.00
WA942       0309  15     22.00
WA942       0309  16     22.00
WA942       0309  17     24.00
WA942       0309  18     24.00
WA942       0309  19     32.00
WA942       0309  20     26.00
WA942       0309  21     24.00
WA942       0309  22     24.00
WA942       0309  23     21.00
WA942       0309  24     27.00
WA942       0309  25     20.00
WA942       0309  26     20.00
WA942       0309  27     26.00
WA942       0309  28     23.00
WA942       0309  29     22.00
WA942       0309  30     21.00
WA942       0309  31     22.00
WA942       0409   1     21.00
WA942       0409   2     24.00
WA942       0409   3     22.00
WA942       0409   4     21.00
WA942       0409   5     25.00
WA942       0409   6     43.00
WA942       0409   7     39.00
WA942       0409   8     31.00
WA942       0409   9     31.00
WA942       0409  10     27.00
WA942       0409  11     30.00
WA942       0409  12     29.00
WA942       0409  13     24.00
WA942       0409  14     23.00
WA942       0409  15     25.00
WA942       0409  16     27.00
WA942       0409  17     29.00
WA942       0409  18     27.00
WA942       0409  19     37.00
WA942       0409  20     42.00
WA942       0409  21     38.00
WA942       0409  22     24.00
WA942       0409  23     24.00
WA942       0409  24     25.00
WA942       0409  25     26.00
WA942       0409  26     28.00
WA942       0409  27     31.00
WA942       0409  28     31.00
WA942       0409  29     30.00
WA942       0409  30     31.00
WA942       0509   1     38.00
WA942       0509   2     32.00
WA942       0509   3     30.00
WA942       0509   4     31.00
WA942       0509   5     32.00
WA942       0509   6     32.00
WA942       0509   7     29.00
WA942       0509   8     22.00
WA942       0509   9     31.00
WA942       0509  10     38.00
WA942       0509  11     31.00
WA942       0509  12     28.00
WA942       0509  13     27.00
WA942       0509  14     34.00
WA942       0509  15     32.00
WA942       0509  16     40.00
WA942       0509  17     45.00
WA942       0509  18     35.00
WA942       0509  19     32.00
WA942       0509  20     32.00
WA942       0509  21     33.00
WA942       0509  22     42.00
WA942       0509  23     40.00
WA942       0509  24     40.00
WA942       0509  25     39.00
WA942       0509  26     39.00
WA942       0509  27     39.00
WA942       0509  28     44.00
WA942       0509  29     54.00
WA942       0509  30     53.00
WA942       0509  31     53.00
WA942       0609   1     54.00
WA942       0609   2     58.00
WA942       0609   3     58.00
WA942       0609   4     52.00
WA942       0609   5     46.00
WA942       0609   6     43.00
WA942       0609   7     42.00
WA942       0609   8     41.00
WA942       0609   9     44.00
WA942       0609  10     47.00
WA942       0609  11     44.00
WA942       0609  12     48.00
WA942       0609  13     48.00
WA942       0609  14     46.00
WA942       0609  15     44.00
WA942       0609  16     46.00
WA942       0609  17     45.00
WA942       0609  18     45.00
WA942       0609  19     41.00
WA942       0609  20     35.00
WA942       0609  21     36.00
WA942       0609  22     36.00
WA942       0609  23     38.00
WA942       0609  24     43.00
WA942       0609  25     41.00
WA942       0609  26     39.00
WA942       0609  27     41.00
WA942       0609  28     41.00
WA942       0609  29     40.00
WA942       0609  30     41.00
WA942       0709   1     46.00
WA942       0709   2     55.00
WA942       0709   3     58.00
WA942       0709   4     57.00
WA942       0709   5     47.00
WA942       0709   6     42.00
WA942       0709   7     30.00
WA942       0709   8     41.00
WA942       0709   9     41.00
WA942       0709  10     46.00
WA942       0709  11     49.00
WA942       0709  12     46.00
WA942       0709  13     44.00
WA942       0709  14     42.00
WA942       0709  15     46.00
WA942       0709  16     56.00
WA942       0709  17     58.00
WA942       0709  18     49.00
WA942       0709  19     46.00
WA942       0709  20     50.00
WA942       0709  21     58.00
WA942       0709  22     54.00
WA942       0709  23     50.00
WA942       0709  24     51.00
WA942       0709  25     56.00
WA942       0709  26     58.00
WA942       0709  27     64.00
WA942       0709  28     71.00
WA942       0709  29     72.00
WA942       0709  30     67.00
WA942       0709  31     64.00
WA942       0809   1     61.00
WA942       0809   2     60.00
WA942       0809   3     56.00
WA942       0809   4     53.00
WA942       0809   5   -999.00
WA942       0809   6   -999.00
WA942       0809   7   -999.00
WA942       0809   8   -999.00
WA942       0809   9   -999.00
WA942       0809  10   -999.00
WA942       0809  11     46.00
WA942       0809  12     49.00
WA942       0809  13     42.00
WA942       0809  14     42.00
WA942       0809  15     40.00
WA942       0809  16     43.00
WA942       0809  17     50.00
WA942       0809  18     55.00
WA942       0809  19     59.00
WA942       0809  20     51.00
WA942       0809  21     48.00
WA942       0809  22     45.00
WA942       0809  23     42.00
WA942       0809  24     42.00
WA942       0809  25     43.00
WA942       0809  26     43.00
WA942       0809  27     58.00
WA942       0809  28     50.00
WA942       0809  29     49.00
WA942       0809  30     49.00
WA942       0809  31     52.00
WA942       0909   1     49.00
WA942       0909   2     49.00
WA942       0909   3     46.00
WA942       0909   4     45.00
WA942       0909   5     43.00
WA942       0909   6     40.00
WA942       0909   7     40.00
WA942       0909   8     39.00
WA942       0909   9     47.00
WA942       0909  10     43.00
WA942       0909  11     61.00
WA942       0909  12     61.00
WA942       0909  13     51.00
WA942       0909  14     47.00
WA942       0909  15     48.00
WA942       0909  16     45.00
WA942       0909  17     43.00
WA942       0909  18     51.00
WA942       0909  19     41.00
WA942       0909  20     39.00
WA942       0909  21     50.00
WA942       0909  22     67.00
WA942       0909  23     55.00
WA942       0909  24     46.00
WA942       0909  25     46.00
WA942       0909  26     41.00
WA942       0909  27     41.00
WA942       0909  28     35.00
WA942       0909  29     34.00
WA942       0909  30     34.00
WA942       1009   1     36.00
WA942       1009   2     33.00
WA942       1009   3     32.00
WA942       1009   4     36.00
WA942       1009   5     40.00
WA942       1009   6     39.00
WA942       1009   7     38.00
WA942       1009   8     40.00
WA942       1009   9     38.00
WA942       1009  10     33.00
WA942       1009  11     30.00
WA942       1009  12     33.00
WA942       1009  13     38.00
WA942       1009  14     39.00
WA942       1009  15     39.00
WA942       1009  16     48.00
WA942       1009  17     43.00
WA942       1009  18     41.00
WA942       1009  19     39.00
WA942       1009  20     36.00
WA942       1009  21     38.00
WA942       1009  22     35.00
WA942       1009  23     34.00
WA942       1009  24     32.00
WA942       1009  25     35.00
WA942       1009  26     31.00
WA942       1009  27     28.00
WA942       1009  28     28.00
WA942       1009  29     32.00
WA942       1009  30     43.00
WA942       1009  31     34.00
WA942       1109   1     32.00
WA942       1109   2     35.00
WA942       1109   3     32.00
WA942       1109   4     45.00
WA942       1109   5     34.00
WA942       1109   6     32.00
WA942       1109   7     31.00
WA942       1109   8     31.00
WA942       1109   9     33.00
WA942       1109  10     31.00
WA942       1109  11     28.00
WA942       1109  12     28.00
WA942       1109  13     26.00
WA942       1109  14     22.00
WA942       1109  15     33.00
WA942       1109  16     40.00
WA942       1109  17     28.00
WA942       1109  18     26.00
WA942       1109  19     35.00
WA942       1109  20     28.00
WA942       1109  21     27.00
WA942       1109  22     29.00
WA942       1109  23     29.00
WA942       1109  24     38.00
WA942       1109  25     38.00
WA942       1109  26     33.00
WA942       1109  27     26.00
WA942       1109  28     28.00
WA942       1109  29     35.00
WA942       1109  30     33.00
WA942       1209   1     28.00
WA942       1209   2     28.00
WA942       1209   3     33.00
WA942       1209   4     22.00
WA942       1209   5     21.00
WA942       1209   6     11.00
WA942       1209   7      6.00
WA942       1209   8      6.00
WA942       1209   9     10.00
WA942       1209  10     18.00
WA942       1209  11     22.00
WA942       1209  12     21.00
WA942       1209  13     20.00
WA942       1209  14     27.00
WA942       1209  15     35.00
WA942       1209  16     33.00
WA942       1209  17     33.00
WA942       1209  18     37.00
WA942       1209  19     40.00
WA942       1209  20     39.00
WA942       1209  21     25.00
WA942       1209  22     21.00
WA942       1209  23     23.00
WA942       1209  24     31.00
WA942       1209  25     41.00
WA942       1209  26     30.00
WA942       1209  27     31.00
WA942       1209  28     30.00
WA942       1209  29     29.00
WA942       1209  30     29.00
WA942       1209  31     28.00
WA942       0110   1     33.00
WA942       0110   2     33.00
WA942       0110   3     32.00
WA942       0110   4     39.00
WA942       0110   5     40.00
WA942       0110   6     36.00
WA942       0110   7     36.00
WA942       0110   8     41.00
WA942       0110   9     37.00
WA942       0110  10     40.00
WA942       0110  11     42.00
WA942       0110  12     38.00
WA942       0110  13     33.00
WA942       0110  14     31.00
WA942       0110  15     32.00
WA942       0110  16     32.00
WA942       0110  17     36.00
WA942       0110  18     35.00
WA942       0110  19     35.00
WA942       0110  20     33.00
WA942       0110  21     33.00
WA942       0110  22     32.00
WA942       0110  23     28.00
WA942       0110  24     28.00
WA942       0110  25     32.00
WA942       0110  26     31.00
WA942       0110  27     29.00
WA942       0110  28     35.00
WA942       0110  29     36.00
WA942       0110  30     33.00
WA942       0110  31     31.00
WA942       0210   1     30.00
WA942       0210   2     32.00
WA942       0210   3     33.00
WA942       0210   4     32.00
WA942       0210   5     34.00
WA942       0210   6     33.00
WA942       0210   7     32.00
WA942       0210   8     29.00
WA942       0210   9     29.00
WA942       0210  10     30.00
WA942       0210  11     35.00
WA942       0210  12     32.00
WA942       0210  13     32.00
WA942       0210  14     31.00
WA942       0210  15     30.00
WA942       0210  16     32.00
WA942       0210  17     30.00
WA942       0210  18     35.00
WA942       0210  19     34.00
WA942       0210  20     32.00
WA942       0210  21     28.00
WA942       0210  22     32.00
WA942       0210  23     33.00
WA942       0210  24     33.00
WA942       0210  25     32.00
WA942       0210  26     36.00
WA942       0210  27     33.00
WA942       0210  28     31.00
WA942       0310   1     40.00
WA942       0310   2     33.00
WA942       0310   3     31.00
WA942       0310   4     30.00
WA942       0310   5     30.00
WA942       0310   6     36.00
WA942       0310   7     29.00
WA942       0310   8     19.00
WA942       0310   9     17.00
WA942       0310  10     25.00
WA942       0310  11     28.00
WA942       0310  12     27.00
WA942       0310  13     26.00
WA942       0310  14     26.00
WA942       0310  15     35.00
WA942       0310  16     32.00
WA942       0310  17     26.00
WA942       0310  18     25.00
WA942       0310  19     34.00
WA942       0310  20     38.00
WA942       0310  21     32.00
WA942       0310  22     30.00
WA942       0310  23     30.00
WA942       0310  24     38.00
WA942       0310  25     32.00
WA942       0310  26     29.00
WA942       0310  27     30.00
WA942       0310  28     33.00
WA942       0310  29     28.00
WA942       0310  30     26.00
WA942       0310  31     24.00
WA942       0410   1     26.00
WA942       0410   2     27.00
WA942       0410   3     26.00
WA942       0410   4     28.00
WA942       0410   5     27.00
WA942       0410   6     29.00
WA942       0410   7     29.00
WA942       0410   8     25.00
WA942       0410   9     25.00
WA942       0410  10     24.00
WA942       0410  11     32.00
WA942       0410  12     35.00
WA942       0410  13     29.00
WA942       0410  14     27.00
WA942       0410  15     36.00
WA942       0410  16     41.00
WA942       0410  17     38.00
WA942       0410  18     34.00
WA942       0410  19     38.00
WA942       0410  20     36.00
WA942       0410  21     32.00
WA942       0410  22     31.00
WA942       0410  23     31.00
WA942       0410  24     30.00
WA942       0410  25     28.00
WA942       0410  26     41.00
WA942       0410  27     32.00
WA942       0410  28     31.00
WA942       0410  29     31.00
WA942       0410  30     31.00
WA942       0510   1     32.00
WA942       0510   2     31.00
WA942       0510   3     28.00
WA942       0510   4     28.00
WA942       0510   5     27.00
WA942       0510   6     29.00
WA942       0510   7     30.00
WA942       0510   8     32.00
WA942       0510   9     35.00
WA942       0510  10     32.00
WA942       0510  11     33.00
WA942       0510  12     36.00
WA942       0510  13     36.00
WA942       0510  14     40.00
WA942       0510  15     44.00
WA942       0510  16     46.00
WA942       0510  17     44.00
WA942       0510  18     38.00
WA942       0510  19     32.00
WA942       0510  20     31.00
WA942       0510  21     31.00
WA942       0510  22     31.00
WA942       0510  23     31.00
WA942       0510  24     32.00
WA942       0510  25     37.00
WA942       0510  26     36.00
WA942       0510  27     36.00
WA942       0510  28     35.00
WA942       0510  29     35.00
WA942       0510  30     33.00
WA942       0510  31     40.00
WA942       0610   1     38.00
WA942       0610   2     36.00
WA942       0610   3     34.00
WA942       0610   4     36.00
WA942       0610   5     34.00
WA942       0610   6     44.00
WA942       0610   7     39.00
WA942       0610   8     39.00
WA942       0610   9     38.00
WA942       0610  10     38.00
WA942       0610  11     39.00
WA942       0610  12     40.00
WA942       0610  13     39.00
WA942       0610  14     34.00
WA942       0610  15     33.00
WA942       0610  16     33.00
WA942       0610  17     36.00
WA942       0610  18     38.00
WA942       0610  19     42.00
WA942       0610  20     40.00
WA942       0610  21     39.00
WA942       0610  22     41.00
WA942       0610  23     51.00
WA942       0610  24     48.00
WA942       0610  25     44.00
WA942       0610  26     39.00
WA942       0610  27     46.00
WA942       0610  28     43.00
WA942       0610  29     38.00
WA942       0610  30     34.00
WA942       0710   1     41.00
WA942       0710   2     41.00
WA942       0710   3     37.00
WA942       0710   4     42.00
WA942       0710   5     39.00
WA942       0710   6     42.00
WA942       0710   7     60.00
WA942       0710   8     60.00
WA942       0710   9     60.00
WA942       0710  10     54.00
WA942       0710  11     51.00
WA942       0710  12     38.00
WA942       0710  13     37.00
WA942       0710  14     43.00
WA942       0710  15     50.00
WA942       0710  16     45.00
WA942       0710  17     46.00
WA942       0710  18     46.00
WA942       0710  19     46.00
WA942       0710  20     49.00
WA942       0710  21     50.00
WA942       0710  22     45.00
WA942       0710  23     47.00
WA942       0710  24     55.00
WA942       0710  25     54.00
WA942       0710  26     55.00
WA942       0710  27     55.00
WA942       0710  28     54.00
WA942       0710  29     52.00
WA942       0710  30     51.00
WA942       0710  31     49.00
WA942       0810   1     49.00
WA942       0810   2     51.00
WA942       0810   3     51.00
WA942       0810   4     53.00
WA942       0810   5     55.00
WA942       0810   6     51.00
WA942       0810   7     48.00
WA942       0810   8     47.00
WA942       0810   9     46.00
WA942       0810  10     44.00
WA942       0810  11     46.00
WA942       0810  12     49.00
WA942       0810  13     51.00
WA942       0810  14     64.00
WA942       0810  15     64.00
WA942       0810  16     63.00
WA942       0810  17     54.00
WA942       0810  18     46.00
WA942       0810  19     43.00
WA942       0810  20     41.00
WA942       0810  21     43.00
WA942       0810  22     41.00
WA942       0810  23     41.00
WA942       0810  24     57.00
WA942       0810  25     58.00
WA942       0810  26     42.00
WA942       0810  27     40.00
WA942       0810  28     39.00
WA942       0810  29     39.00
WA942       0810  30     39.00
WA942       0810  31     40.00
WA942       0910   1     44.00
WA942       0910   2     43.00
WA942       0910   3     51.00
WA942       0910   4     40.00
WA942       0910   5     39.00
WA942       0910   6     38.00
WA942       0910   7     43.00
WA942       0910   8     43.00
WA942       0910   9     42.00
WA942       0910  10     41.00
WA942       0910  11     40.00
WA942       0910  12     43.00
WA942       0910  13     46.00
WA942       0910  14     49.00
WA942       0910  15     50.00
WA942       0910  16     46.00
WA942       0910  17     46.00
WA942       0910  18     50.00
WA942       0910  19     44.00
WA942       0910  20     41.00
WA942       0910  21     37.00
WA942       0910  22     40.00
WA942       0910  23     40.00
WA942       0910  24     40.00
WA942       0910  25     47.00
WA942       0910  26     50.00
WA942       0910  27     52.00
WA942       0910  28     48.00
WA942       0910  29     43.00
WA942       0910  30     55.00
WA942       1010   1     47.00
WA942       1010   2     45.00
WA942       1010   3     38.00
WA942       1010   4     34.00
WA942       1010   5     35.00
WA942       1010   6     46.00
WA942       1010   7     41.00
WA942       1010   8     41.00
WA942       1010   9     47.00
WA942       1010  10     36.00
WA942       1010  11     33.00
WA942       1010  12     40.00
WA942       1010  13     48.00
WA942       1010  14     34.00
WA942       1010  15     32.00
WA942       1010  16     35.00
WA942       1010  17     34.00
WA942       1010  18     42.00
WA942       1010  19     46.00
WA942       1010  20     49.00
WA942       1010  21     42.00
WA942       1010  22     38.00
WA942       1010  23     37.00
WA942       1010  24     33.00
WA942       1010  25     32.00
WA942       1010  26     32.00
WA942       1010  27     33.00
WA942       1010  28     37.00
WA942       1010  29     36.00
WA942       1010  30     37.00
WA942       1010  31     33.00
WA942       1110   1     41.00
WA942       1110   2     38.00
WA942       1110   3     51.00
WA942       1110   4     47.00
WA942       1110   5     43.00
WA942       1110   6     40.00
WA942       1110   7     33.00
WA942       1110   8     29.00
WA942       1110   9     29.00
WA942       1110  10     31.00
WA942       1110  11     31.00
WA942       1110  12     30.00
WA942       1110  13     31.00
WA942       1110  14     40.00
WA942       1110  15     35.00
WA942       1110  16     31.00
WA942       1110  17     28.00
WA942       1110  18     27.00
WA942       1110  19     27.00
WA942       1110  20     25.00
WA942       1110  21     16.00
WA942       1110  22     10.00
WA942       1110  23     -2.00
WA942       1110  24      1.00
WA942       1110  25     21.00
WA942       1110  26     31.00
WA942       1110  27     26.00
WA942       1110  28     24.00
WA942       1110  29     24.00
WA942       1110  30     33.00
WA942       1210   1     29.00
WA942       1210   2     28.00
