$ Get data for 942:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:46:39 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA942           Burnt Mountain
WA942       0104   5   -999.00
WA942       0104   6   -999.00
WA942       0104   7   -999.00
WA942       0104   8   -999.00
WA942       0104   9   -999.00
WA942       0104  10   -999.00
WA942       0104  11   -999.00
WA942       0104  12   -999.00
WA942       0104  13     40.00
WA942       0104  14     38.00
WA942       0104  15     31.00
WA942       0104  16     29.00
WA942       0104  17     32.00
WA942       0104  18     32.00
WA942       0104  19     30.00
WA942       0104  20     30.00
WA942       0104  21     32.00
WA942       0104  22     33.00
WA942       0104  23     32.00
WA942       0104  24     24.00
WA942       0104  25     24.00
WA942       0104  26     26.00
WA942       0104  27     24.00
WA942       0104  28     30.00
WA942       0104  29     35.00
WA942       0104  30     24.00
WA942       0104  31     24.00
WA942       0204   1     22.00
WA942       0204   2     24.00
WA942       0204   3     30.00
WA942       0204   4     24.00
WA942       0204   5     21.00
WA942       0204   6     27.00
WA942       0204   7     27.00
WA942       0204   8     24.00
WA942       0204   9     23.00
WA942       0204  10     32.00
WA942       0204  11     38.00
WA942       0204  12     40.00
WA942       0204  13     32.00
WA942       0204  14     31.00
WA942       0204  15     29.00
WA942       0204  16     30.00
WA942       0204  17     28.00
WA942       0204  18     30.00
WA942       0204  19     26.00
WA942       0204  20     25.00
WA942       0204  21     28.00
WA942       0204  22     33.00
WA942       0204  23     31.00
WA942       0204  24     30.00
WA942       0204  25     28.00
WA942       0204  26     29.00
WA942       0204  27     29.00
WA942       0204  28     29.00
WA942       0204  29     27.00
WA942       0304   1     28.00
WA942       0304   2     26.00
WA942       0304   3     27.00
WA942       0304   4     26.00
WA942       0304   5     24.00
WA942       0304   6     24.00
WA942       0304   7     34.00
WA942       0304   8     43.00
WA942       0304   9     30.00
WA942       0304  10     30.00
WA942       0304  11     37.00
WA942       0304  12     30.00
WA942       0304  13     31.00
WA942       0304  14     32.00
WA942       0304  15     28.00
WA942       0304  16     32.00
WA942       0304  17     31.00
WA942       0304  18     24.00
WA942       0304  19     24.00
WA942       0304  20     24.00
WA942       0304  21     42.00
WA942       0304  22     40.00
WA942       0304  23     35.00
WA942       0304  24     28.00
WA942       0304  25     28.00
WA942       0304  26     28.00
WA942       0304  27     30.00
WA942       0304  28     29.00
WA942       0304  29     38.00
WA942       0304  30     24.00
WA942       0304  31     23.00
WA942       0404   1     24.00
WA942       0404   2     31.00
WA942       0404   3     38.00
WA942       0404   4     28.00
WA942       0404   5     32.00
WA942       0404   6     31.00
WA942       0404   7     33.00
WA942       0404   8     31.00
WA942       0404   9     36.00
WA942       0404  10     42.00
WA942       0404  11     45.00
WA942       0404  12     36.00
WA942       0404  13     33.00
WA942       0404  14     31.00
WA942       0404  15     31.00
WA942       0404  16     31.00
WA942       0404  17     31.00
WA942       0404  18     31.00
WA942       0404  19     29.00
WA942       0404  20     29.00
WA942       0404  21     29.00
WA942       0404  22     33.00
WA942       0404  23     29.00
WA942       0404  24     28.00
WA942       0404  25     42.00
WA942       0404  26     53.00
WA942       0404  27     29.00
WA942       0404  28     30.00
WA942       0404  29     36.00
WA942       0404  30     47.00
WA942       0504   1     44.00
WA942       0504   2     41.00
WA942       0504   3     41.00
WA942       0504   4     35.00
WA942       0504   5     32.00
WA942       0504   6     35.00
WA942       0504   7     38.00
WA942       0504   8     36.00
WA942       0504   9     34.00
WA942       0504  10     32.00
WA942       0504  11     31.00
WA942       0504  12     36.00
WA942       0504  13     36.00
WA942       0504  14     37.00
WA942       0504  15     36.00
WA942       0504  16     36.00
WA942       0504  17     37.00
WA942       0504  18     41.00
WA942       0504  19     38.00
WA942       0504  20     40.00
WA942       0504  21     39.00
WA942       0504  22     36.00
WA942       0504  23     38.00
WA942       0504  24     38.00
WA942       0504  25     40.00
WA942       0504  26     41.00
WA942       0504  27     35.00
WA942       0504  28     32.00
WA942       0504  29     34.00
WA942       0504  30     36.00
WA942       0504  31     34.00
WA942       0604   1     34.00
WA942       0604   2     40.00
WA942       0604   3     49.00
WA942       0604   4     48.00
WA942       0604   5     38.00
WA942       0604   6     37.00
WA942       0604   7     36.00
WA942       0604   8     42.00
WA942       0604   9     44.00
WA942       0604  10     36.00
WA942       0604  11     35.00
WA942       0604  12     36.00
WA942       0604  13     37.00
WA942       0604  14     35.00
WA942       0604  15     34.00
WA942       0604  16     45.00
WA942       0604  17     59.00
WA942       0604  18     54.00
WA942       0604  19     54.00
WA942       0604  20     53.00
WA942       0604  21     57.00
WA942       0604  22     51.00
WA942       0604  23     46.00
WA942       0604  24     47.00
WA942       0604  25     45.00
WA942       0604  26     45.00
WA942       0604  27     44.00
WA942       0604  28     45.00
WA942       0604  29     48.00
WA942       0604  30     49.00
WA942       0704   1     49.00
WA942       0704   2     47.00
WA942       0704   3     46.00
WA942       0704   4     44.00
WA942       0704   5     45.00
WA942       0704   6     41.00
WA942       0704   7     38.00
WA942       0704   8     40.00
WA942       0704   9     43.00
WA942       0704  10     43.00
WA942       0704  11     39.00
WA942       0704  12     53.00
WA942       0704  13     55.00
WA942       0704  14     56.00
WA942       0704  15     50.00
WA942       0704  16     48.00
WA942       0704  17     58.00
WA942       0704  18     56.00
WA942       0704  19     51.00
WA942       0704  20     48.00
WA942       0704  21     46.00
WA942       0704  22     54.00
WA942       0704  23     68.00
WA942       0704  24     62.00
WA942       0704  25     50.00
WA942       0704  26     49.00
WA942       0704  27     52.00
WA942       0704  28     55.00
WA942       0704  29     55.00
WA942       0704  30     52.00
WA942       0704  31     50.00
WA942       0804   1     53.00
WA942       0804   2     48.00
WA942       0804   3     46.00
WA942       0804   4     48.00
WA942       0804   5     44.00
WA942       0804   6     45.00
WA942       0804   7     46.00
WA942       0804   8     50.00
WA942       0804   9     60.00
WA942       0804  10     59.00
WA942       0804  11     59.00
WA942       0804  12     60.00
WA942       0804  13     61.00
WA942       0804  14     63.00
WA942       0804  15     57.00
WA942       0804  16     55.00
WA942       0804  17     53.00
WA942       0804  18     53.00
WA942       0804  19     55.00
WA942       0804  20     55.00
WA942       0804  21     51.00
WA942       0804  22     45.00
WA942       0804  23     44.00
WA942       0804  24     46.00
WA942       0804  25     46.00
WA942       0804  26     45.00
WA942       0804  27     45.00
WA942       0804  28     45.00
WA942       0804  29     47.00
WA942       0804  30     49.00
WA942       0804  31     53.00
WA942       0904   1     41.00
WA942       0904   2     40.00
WA942       0904   3     43.00
WA942       0904   4     42.00
WA942       0904   5     42.00
WA942       0904   6     43.00
WA942       0904   7     43.00
WA942       0904   8     46.00
WA942       0904   9     44.00
WA942       0904  10     42.00
WA942       0904  11     42.00
WA942       0904  12     41.00
WA942       0904  13     41.00
WA942       0904  14     38.00
WA942       0904  15     41.00
WA942       0904  16     39.00
WA942       0904  17     36.00
WA942       0904  18     35.00
WA942       0904  19     35.00
WA942       0904  20     36.00
WA942       0904  21     35.00
WA942       0904  22     41.00
WA942       0904  23     45.00
WA942       0904  24     46.00
WA942       0904  25     46.00
WA942       0904  26     42.00
WA942       0904  27     55.00
WA942       0904  28     48.00
WA942       0904  29     43.00
WA942       0904  30     40.00
WA942       1004   1     48.00
WA942       1004   2     50.00
WA942       1004   3     52.00
WA942       1004   4     52.00
WA942       1004   5     48.00
WA942       1004   6     38.00
WA942       1004   7     38.00
WA942       1004   8     39.00
WA942       1004   9     36.00
WA942       1004  10     39.00
WA942       1004  11     41.00
WA942       1004  12     44.00
WA942       1004  13     51.00
WA942       1004  14     48.00
WA942       1004  15     45.00
WA942       1004  16     42.00
WA942       1004  17     32.00
WA942       1004  18     32.00
WA942       1004  19     37.00
WA942       1004  20     34.00
WA942       1004  21     32.00
WA942       1004  22     31.00
WA942       1004  23     30.00
WA942       1004  24     30.00
WA942       1004  25     30.00
WA942       1004  26     35.00
WA942       1004  27     38.00
WA942       1004  28     32.00
WA942       1004  29     33.00
WA942       1004  30     30.00
WA942       1004  31     27.00
WA942       1104   1     27.00
WA942       1104   2     29.00
WA942       1104   3     26.00
WA942       1104   4     27.00
WA942       1104   5     37.00
WA942       1104   6     35.00
WA942       1104   7     44.00
WA942       1104   8     42.00
WA942       1104   9     35.00
WA942       1104  10     40.00
WA942       1104  11     40.00
WA942       1104  12     39.00
WA942       1104  13     36.00
WA942       1104  14     36.00
WA942       1104  15     33.00
WA942       1104  16     29.00
WA942       1104  17     25.00
WA942       1104  18     29.00
WA942       1104  19     23.00
WA942       1104  20     23.00
WA942       1104  21     28.00
WA942       1104  22     34.00
WA942       1104  23     33.00
WA942       1104  24     39.00
WA942       1104  25     29.00
WA942       1104  26     23.00
WA942       1104  27     23.00
WA942       1104  28     20.00
WA942       1104  29     22.00
WA942       1104  30     27.00
WA942       1204   1     26.00
WA942       1204   2     27.00
WA942       1204   3     30.00
WA942       1204   4     31.00
WA942       1204   5     21.00
WA942       1204   6     25.00
WA942       1204   7     28.00
WA942       1204   8     29.00
WA942       1204   9     29.00
WA942       1204  10     40.00
WA942       1204  11     24.00
WA942       1204  12     30.00
WA942       1204  13     35.00
WA942       1204  14     33.00
WA942       1204  15     29.00
WA942       1204  16     42.00
WA942       1204  17     42.00
WA942       1204  18     43.00
WA942       1204  19     29.00
WA942       1204  20     24.00
WA942       1204  21     24.00
WA942       1204  22     27.00
WA942       1204  23     29.00
WA942       1204  24     34.00
WA942       1204  25     34.00
WA942       1204  26     28.00
WA942       1204  27     30.00
WA942       1204  28     36.00
WA942       1204  29     28.00
WA942       1204  30     25.00
WA942       1204  31     24.00
WA942       0105   1     24.00
WA942       0105   2     22.00
WA942       0105   3     21.00
WA942       0105   4     21.00
WA942       0105   5     22.00
WA942       0105   6     22.00
WA942       0105   7     24.00
WA942       0105   8     22.00
WA942       0105   9     22.00
WA942       0105  10     23.00
WA942       0105  11     18.00
WA942       0105  12     23.00
WA942       0105  13     18.00
WA942       0105  14     15.00
WA942       0105  15     22.00
WA942       0105  16     34.00
WA942       0105  17     38.00
WA942       0105  18     43.00
WA942       0105  19     44.00
WA942       0105  20     42.00
WA942       0105  21     41.00
WA942       0105  22     42.00
WA942       0105  23     42.00
WA942       0105  24     42.00
WA942       0105  25     44.00
WA942       0105  26     34.00
WA942       0105  27     33.00
WA942       0105  28     33.00
WA942       0105  29     30.00
WA942       0105  30     33.00
WA942       0105  31     29.00
WA942       0205   1     29.00
WA942       0205   2     39.00
WA942       0205   3     39.00
WA942       0205   4     27.00
WA942       0205   5     22.00
WA942       0205   6     22.00
WA942       0205   7     22.00
WA942       0205   8     23.00
WA942       0205   9     28.00
WA942       0205  10     32.00
WA942       0205  11     31.00
WA942       0205  12     26.00
WA942       0205  13     22.00
WA942       0205  14     17.00
WA942       0205  15     16.00
WA942       0205  16     23.00
WA942       0205  17     33.00
WA942       0205  18     31.00
WA942       0205  19     25.00
WA942       0205  20     26.00
WA942       0205  21     28.00
WA942       0205  22     35.00
WA942       0205  23     41.00
WA942       0205  24     39.00
WA942       0205  25     39.00
WA942       0205  26     38.00
WA942       0205  27     36.00
WA942       0205  28     32.00
WA942       0305   1     32.00
WA942       0305   2     31.00
WA942       0305   3     31.00
WA942       0305   4     33.00
WA942       0305   5     32.00
WA942       0305   6     37.00
WA942       0305   7     39.00
WA942       0305   8     38.00
WA942       0305   9     42.00
WA942       0305  10     43.00
WA942       0305  11     37.00
WA942       0305  12     34.00
WA942       0305  13     35.00
WA942       0305  14     35.00
WA942       0305  15     27.00
WA942       0305  16     26.00
WA942       0305  17     27.00
WA942       0305  18     25.00
WA942       0305  19     28.00
WA942       0305  20     26.00
WA942       0305  21     23.00
WA942       0305  22     24.00
WA942       0305  23     28.00
WA942       0305  24     25.00
WA942       0305  25     27.00
WA942       0305  26     31.00
WA942       0305  27     31.00
WA942       0305  28     28.00
WA942       0305  29     26.00
WA942       0305  30     26.00
WA942       0305  31     28.00
WA942       0405   1     27.00
WA942       0405   2     26.00
WA942       0405   3     28.00
WA942       0405   4     26.00
WA942       0405   5     26.00
WA942       0405   6     38.00
WA942       0405   7     25.00
WA942       0405   8     23.00
WA942       0405   9     26.00
WA942       0405  10     26.00
WA942       0405  11     23.00
WA942       0405  12     20.00
WA942       0405  13     24.00
WA942       0405  14     27.00
WA942       0405  15     28.00
WA942       0405  16     30.00
WA942       0405  17     29.00
WA942       0405  18     29.00
WA942       0405  19     31.00
WA942       0405  20     34.00
WA942       0405  21     38.00
WA942       0405  22     47.00
WA942       0405  23     36.00
WA942       0405  24     35.00
WA942       0405  25     42.00
WA942       0405  26     40.00
WA942       0405  27     42.00
WA942       0405  28     38.00
WA942       0405  29     38.00
WA942       0405  30     38.00
WA942       0505   1     39.00
WA942       0505   2     40.00
WA942       0505   3     39.00
WA942       0505   4     41.00
WA942       0505   5     41.00
WA942       0505   6     37.00
WA942       0505   7     36.00
WA942       0505   8     37.00
WA942       0505   9     39.00
WA942       0505  10     37.00
WA942       0505  11     38.00
WA942       0505  12     38.00
WA942       0505  13     40.00
WA942       0505  14     46.00
WA942       0505  15     39.00
WA942       0505  16     35.00
WA942       0505  17     32.00
WA942       0505  18     37.00
WA942       0505  19     35.00
WA942       0505  20     34.00
WA942       0505  21     31.00
WA942       0505  22     32.00
WA942       0505  23     30.00
WA942       0505  24     32.00
WA942       0505  25     44.00
WA942       0505  26     53.00
WA942       0505  27     58.00
WA942       0505  28     48.00
WA942       0505  29     44.00
WA942       0505  30     39.00
WA942       0505  31     39.00
WA942       0605   1     37.00
WA942       0605   2     38.00
WA942       0605   3     37.00
WA942       0605   4     36.00
WA942       0605   5     33.00
WA942       0605   6     32.00
WA942       0605   7     34.00
WA942       0605   8     35.00
WA942       0605   9     40.00
WA942       0605  10     37.00
WA942       0605  11     36.00
WA942       0605  12     35.00
WA942       0605  13     38.00
WA942       0605  14     37.00
WA942       0605  15     32.00
WA942       0605  16     39.00
WA942       0605  17     37.00
WA942       0605  18     41.00
WA942       0605  19     42.00
WA942       0605  20     53.00
WA942       0605  21     47.00
WA942       0605  22     42.00
WA942       0605  23     38.00
WA942       0605  24     44.00
WA942       0605  25     44.00
WA942       0605  26     43.00
WA942       0605  27     42.00
WA942       0605  28     44.00
WA942       0605  29     44.00
WA942       0605  30     47.00
WA942       0705   1     43.00
WA942       0705   2     41.00
WA942       0705   3     39.00
WA942       0705   4     47.00
WA942       0705   5     51.00
WA942       0705   6     43.00
WA942       0705   7     40.00
WA942       0705   8     45.00
WA942       0705   9     40.00
WA942       0705  10     42.00
WA942       0705  11     45.00
WA942       0705  12     46.00
WA942       0705  13     44.00
WA942       0705  14     44.00
WA942       0705  15     48.00
WA942       0705  16     44.00
WA942       0705  17     46.00
WA942       0705  18     48.00
WA942       0705  19     46.00
WA942       0705  20     47.00
WA942       0705  21     49.00
WA942       0705  22     44.00
WA942       0705  23     43.00
WA942       0705  24     42.00
WA942       0705  25     45.00
WA942       0705  26     53.00
WA942       0705  27     59.00
WA942       0705  28     54.00
WA942       0705  29     51.00
WA942       0705  30     52.00
WA942       0705  31     52.00
WA942       0805   1     44.00
WA942       0805   2     42.00
WA942       0805   3     48.00
WA942       0805   4     60.00
WA942       0805   5     57.00
WA942       0805   6     52.00
WA942       0805   7     52.00
WA942       0805   8     51.00
WA942       0805   9     51.00
WA942       0805  10     45.00
WA942       0805  11     42.00
WA942       0805  12     45.00
WA942       0805  13     55.00
WA942       0805  14     57.00
WA942       0805  15     56.00
WA942       0805  16     48.00
WA942       0805  17     47.00
WA942       0805  18     46.00
WA942       0805  19     49.00
WA942       0805  20     53.00
WA942       0805  21     51.00
WA942       0805  22     47.00
WA942       0805  23     42.00
WA942       0805  24     43.00
WA942       0805  25     53.00
WA942       0805  26     51.00
WA942       0805  27     50.00
WA942       0805  28     45.00
WA942       0805  29     42.00
WA942       0805  30     42.00
WA942       0805  31     45.00
WA942       0905   1     48.00
WA942       0905   2     46.00
WA942       0905   3     43.00
WA942       0905   4     38.00
WA942       0905   5     39.00
WA942       0905   6     45.00
WA942       0905   7     47.00
WA942       0905   8     42.00
WA942       0905   9     37.00
WA942       0905  10     37.00
WA942       0905  11     40.00
WA942       0905  12     40.00
WA942       0905  13     42.00
WA942       0905  14     45.00
WA942       0905  15     39.00
WA942       0905  16     36.00
WA942       0905  17     38.00
WA942       0905  18     38.00
WA942       0905  19     39.00
WA942       0905  20     38.00
WA942       0905  21     35.00
WA942       0905  22     34.00
WA942       0905  23     35.00
WA942       0905  24     35.00
WA942       0905  25     40.00
WA942       0905  26     44.00
WA942       0905  27     43.00
WA942       0905  28     44.00
WA942       0905  29     48.00
WA942       0905  30     38.00
WA942       1005   1     32.00
WA942       1005   2     33.00
WA942       1005   3     31.00
WA942       1005   4     32.00
WA942       1005   5     38.00
WA942       1005   6     41.00
WA942       1005   7     37.00
WA942       1005   8     35.00
WA942       1005   9     37.00
WA942       1005  10     41.00
WA942       1005  11     36.00
WA942       1005  12     37.00
WA942       1005  13     38.00
WA942       1005  14     40.00
WA942       1005  15     39.00
WA942       1005  16     37.00
WA942       1005  17     43.00
WA942       1005  18     43.00
WA942       1005  19     40.00
WA942       1005  20     34.00
WA942       1005  21     37.00
WA942       1005  22     44.00
WA942       1005  23     44.00
WA942       1005  24     41.00
WA942       1005  25     33.00
WA942       1005  26     30.00
WA942       1005  27     29.00
WA942       1005  28     32.00
WA942       1005  29     32.00
WA942       1005  30     32.00
WA942       1005  31     34.00
WA942       1105   1     30.00
WA942       1105   2     29.00
WA942       1105   3     31.00
WA942       1105   4     29.00
WA942       1105   5     28.00
WA942       1105   6     27.00
WA942       1105   7     25.00
WA942       1105   8     24.00
WA942       1105   9     29.00
WA942       1105  10     29.00
WA942       1105  11     26.00
WA942       1105  12     26.00
WA942       1105  13     30.00
WA942       1105  14     24.00
WA942       1105  15     24.00
WA942       1105  16     36.00
WA942       1105  17     36.00
WA942       1105  18     46.00
WA942       1105  19     47.00
WA942       1105  20     48.00
WA942       1105  21     53.00
WA942       1105  22     49.00
WA942       1105  23     43.00
WA942       1105  24     38.00
WA942       1105  25     26.00
WA942       1105  26     22.00
WA942       1105  27     17.00
WA942       1105  28     16.00
WA942       1105  29     23.00
WA942       1105  30     16.00
WA942       1205   1     18.00
WA942       1205   2     22.00
WA942       1205   3     22.00
WA942       1205   4     15.00
WA942       1205   5     27.00
WA942       1205   6     26.00
WA942       1205   7     27.00
WA942       1205   8     26.00
WA942       1205   9     33.00
WA942       1205  10     48.00
WA942       1205  11     39.00
WA942       1205  12     26.00
WA942       1205  13     22.00
WA942       1205  14     25.00
WA942       1205  15     34.00
WA942       1205  16     33.00
WA942       1205  17     24.00
WA942       1205  18     24.00
WA942       1205  19     31.00
WA942       1205  20     39.00
WA942       1205  21     38.00
WA942       1205  22     32.00
WA942       1205  23     35.00
WA942       1205  24     45.00
WA942       1205  25     35.00
WA942       1205  26     31.00
WA942       1205  27     32.00
WA942       1205  28     29.00
WA942       1205  29     28.00
WA942       1205  30     34.00
WA942       1205  31     31.00
WA942       0106   1     29.00
WA942       0106   2     27.00
WA942       0106   3     25.00
WA942       0106   4     24.00
WA942       0106   5     38.00
WA942       0106   6     36.00
WA942       0106   7     27.00
WA942       0106   8     27.00
WA942       0106   9     32.00
WA942       0106  10     31.00
WA942       0106  11     28.00
WA942       0106  12     26.00
WA942       0106  13     30.00
WA942       0106  14     24.00
WA942       0106  15     24.00
WA942       0106  16     25.00
WA942       0106  17     28.00
WA942       0106  18     28.00
WA942       0106  19     27.00
WA942       0106  20     27.00
WA942       0106  21     27.00
WA942       0106  22     24.00
WA942       0106  23     31.00
WA942       0106  24     39.00
WA942       0106  25     27.00
WA942       0106  26     25.00
WA942       0106  27     25.00
WA942       0106  28     27.00
WA942       0106  29     24.00
WA942       0106  30     27.00
WA942       0106  31     26.00
WA942       0206   1     28.00
WA942       0206   2     30.00
WA942       0206   3     29.00
WA942       0206   4     24.00
WA942       0206   5     24.00
WA942       0206   6     28.00
WA942       0206   7     35.00
WA942       0206   8     27.00
WA942       0206   9     27.00
WA942       0206  10     33.00
WA942       0206  11     34.00
WA942       0206  12     31.00
WA942       0206  13     21.00
WA942       0206  14     18.00
WA942       0206  15     13.00
WA942       0206  16     14.00
WA942       0206  17      6.00
WA942       0206  18     10.00
WA942       0206  19     15.00
WA942       0206  20     20.00
WA942       0206  21     26.00
WA942       0206  22     27.00
WA942       0206  23     18.00
WA942       0206  24     14.00
WA942       0206  25     16.00
WA942       0206  26     33.00
WA942       0206  27     33.00
WA942       0206  28     23.00
WA942       0306   1     27.00
WA942       0306   2     26.00
WA942       0306   3     29.00
WA942       0306   4     26.00
WA942       0306   5     31.00
WA942       0306   6     29.00
WA942       0306   7     23.00
WA942       0306   8     20.00
WA942       0306   9     20.00
WA942       0306  10     19.00
WA942       0306  11     17.00
WA942       0306  12     19.00
WA942       0306  13     20.00
WA942       0306  14     23.00
WA942       0306  15     24.00
WA942       0306  16     27.00
WA942       0306  17     26.00
WA942       0306  18     23.00
WA942       0306  19     20.00
WA942       0306  20     26.00
WA942       0306  21     28.00
WA942       0306  22     33.00
WA942       0306  23     33.00
WA942       0306  24     27.00
WA942       0306  25     24.00
WA942       0306  26     25.00
WA942       0306  27     28.00
WA942       0306  28     31.00
WA942       0306  29     31.00
WA942       0306  30     29.00
WA942       0306  31     31.00
WA942       0406   1     27.00
WA942       0406   2     27.00
WA942       0406   3     31.00
WA942       0406   4     27.00
WA942       0406   5     30.00
WA942       0406   6     27.00
WA942       0406   7     33.00
WA942       0406   8     31.00
WA942       0406   9     30.00
WA942       0406  10     31.00
WA942       0406  11     31.00
WA942       0406  12     31.00
WA942       0406  13     28.00
WA942       0406  14     25.00
WA942       0406  15     23.00
WA942       0406  16     23.00
WA942       0406  17     26.00
WA942       0406  18     24.00
WA942       0406  19     33.00
WA942       0406  20     35.00
WA942       0406  21     26.00
WA942       0406  22     26.00
WA942       0406  23     35.00
WA942       0406  24     41.00
WA942       0406  25     38.00
WA942       0406  26     34.00
WA942       0406  27     34.00
WA942       0406  28     44.00
WA942       0406  29     28.00
WA942       0406  30     26.00
WA942       0506   1     28.00
WA942       0506   2     27.00
WA942       0506   3     34.00
WA942       0506   4     44.00
WA942       0506   5     34.00
WA942       0506   6     31.00
WA942       0506   7     30.00
WA942       0506   8     28.00
WA942       0506   9     26.00
WA942       0506  10     39.00
WA942       0506  11     31.00
WA942       0506  12     27.00
WA942       0506  13     31.00
WA942       0506  14     41.00
WA942       0506  15     58.00
WA942       0506  16     53.00
WA942       0506  17     53.00
WA942       0506  18     51.00
WA942       0506  19     47.00
WA942       0506  20     42.00
WA942       0506  21     42.00
WA942       0506  22     37.00
WA942       0506  23     37.00
WA942       0506  24     37.00
WA942       0506  25     34.00
WA942       0506  26     33.00
WA942       0506  27     35.00
WA942       0506  28     37.00
WA942       0506  29     35.00
WA942       0506  30     35.00
WA942       0506  31     48.00
WA942       0606   1     47.00
WA942       0606   2     38.00
WA942       0606   3     37.00
WA942       0606   4     44.00
WA942       0606   5     44.00
WA942       0606   6     43.00
WA942       0606   7     39.00
WA942       0606   8     37.00
WA942       0606   9     38.00
WA942       0606  10     41.00
WA942       0606  11     44.00
WA942       0606  12     49.00
WA942       0606  13     44.00
WA942       0606  14     41.00
WA942       0606  15     41.00
WA942       0606  16     41.00
WA942       0606  17     38.00
WA942       0606  18     37.00
WA942       0606  19     36.00
WA942       0606  20     38.00
WA942       0606  21     39.00
WA942       0606  22     39.00
WA942       0606  23     41.00
WA942       0606  24     49.00
WA942       0606  25     63.00
WA942       0606  26     65.00
WA942       0606  27     48.00
WA942       0606  28     45.00
WA942       0606  29     47.00
WA942       0606  30     52.00
WA942       0706   1     55.00
WA942       0706   2     54.00
WA942       0706   3     55.00
WA942       0706   4     50.00
WA942       0706   5     43.00
WA942       0706   6     40.00
WA942       0706   7     38.00
WA942       0706   8     53.00
WA942       0706   9     54.00
WA942       0706  10     41.00
WA942       0706  11     42.00
WA942       0706  12     42.00
WA942       0706  13     45.00
WA942       0706  14     47.00
WA942       0706  15     46.00
WA942       0706  16     46.00
WA942       0706  17     44.00
WA942       0706  18     43.00
WA942       0706  19     42.00
WA942       0706  20     50.00
WA942       0706  21     68.00
WA942       0706  22     70.00
WA942       0706  23     65.00
WA942       0706  24     58.00
WA942       0706  25     54.00
WA942       0706  26     53.00
WA942       0706  27     52.00
WA942       0706  28     42.00
WA942       0706  29     39.00
WA942       0706  30     41.00
WA942       0706  31     39.00
WA942       0806   1     40.00
WA942       0806   2     44.00
WA942       0806   3     44.00
WA942       0806   4     46.00
WA942       0806   5     47.00
WA942       0806   6     54.00
WA942       0806   7     51.00
WA942       0806   8     50.00
WA942       0806   9     50.00
WA942       0806  10     46.00
WA942       0806  11     42.00
WA942       0806  12     40.00
WA942       0806  13     46.00
WA942       0806  14     51.00
WA942       0806  15     43.00
WA942       0806  16     43.00
WA942       0806  17     44.00
WA942       0806  18     55.00
WA942       0806  19     57.00
WA942       0806  20     55.00
WA942       0806  21     51.00
WA942       0806  22     45.00
WA942       0806  23     44.00
WA942       0806  24     42.00
WA942       0806  25     43.00
WA942       0806  26     53.00
WA942       0806  27     56.00
WA942       0806  28     47.00
WA942       0806  29     39.00
WA942       0806  30     38.00
WA942       0806  31     38.00
WA942       0906   1     51.00
WA942       0906   2     62.00
WA942       0906   3     61.00
WA942       0906   4     54.00
WA942       0906   5     54.00
WA942       0906   6     51.00
WA942       0906   7     51.00
WA942       0906   8     47.00
WA942       0906   9     41.00
WA942       0906  10     40.00
WA942       0906  11     52.00
WA942       0906  12     48.00
WA942       0906  13     37.00
WA942       0906  14     33.00
WA942       0906  15     34.00
WA942       0906  16     37.00
WA942       0906  17     37.00
WA942       0906  18     40.00
WA942       0906  19     39.00
WA942       0906  20     38.00
WA942       0906  21     35.00
WA942       0906  22     35.00
WA942       0906  23     41.00
WA942       0906  24     49.00
WA942       0906  25     54.00
WA942       0906  26     54.00
WA942       0906  27     57.00
WA942       0906  28     52.00
WA942       0906  29     49.00
WA942       0906  30     41.00
WA942       1006   1     37.00
WA942       1006   2     35.00
WA942       1006   3     38.00
WA942       1006   4     44.00
WA942       1006   5     41.00
WA942       1006   6     38.00
WA942       1006   7     31.00
WA942       1006   8     36.00
WA942       1006   9     38.00
WA942       1006  10     45.00
WA942       1006  11     49.00
WA942       1006  12     52.00
WA942       1006  13     48.00
WA942       1006  14     39.00
WA942       1006  15     37.00
WA942       1006  16     36.00
WA942       1006  17     36.00
WA942       1006  18     36.00
WA942       1006  19     36.00
WA942       1006  20     34.00
WA942       1006  21     38.00
WA942       1006  22     36.00
WA942       1006  23     36.00
WA942       1006  24     32.00
WA942       1006  25     30.00
WA942       1006  26     33.00
WA942       1006  27     36.00
WA942       1006  28     35.00
WA942       1006  29     22.00
WA942       1006  30     17.00
WA942       1006  31     20.00
WA942       1106   1     33.00
WA942       1106   2     36.00
WA942       1106   3     41.00
WA942       1106   4     40.00
WA942       1106   5     39.00
WA942       1106   6     47.00
WA942       1106   7     33.00
WA942       1106   8     31.00
WA942       1106   9     29.00
WA942       1106  10     30.00
WA942       1106  11     29.00
WA942       1106  12     29.00
WA942       1106  13     28.00
WA942       1106  14     25.00
WA942       1106  15     29.00
WA942       1106  16     27.00
WA942       1106  17     29.00
WA942       1106  18     30.00
WA942       1106  19     31.00
WA942       1106  20     31.00
WA942       1106  21     28.00
WA942       1106  22     27.00
WA942       1106  23     25.00
WA942       1106  24     24.00
WA942       1106  25     18.00
WA942       1106  26     20.00
WA942       1106  27     16.00
WA942       1106  28      9.00
WA942       1106  29     11.00
WA942       1106  30     27.00
WA942       1206   1     19.00
WA942       1206   2     19.00
WA942       1206   3     32.00
