$ Get data for 642:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:24:59 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA642           Morse Lake
WA642       1203  22     17.00
WA642       1203  23     18.00
WA642       1203  24     25.00
WA642       1203  25     15.00
WA642       1203  26     13.00
WA642       1203  27     18.00
WA642       1203  28      9.00
WA642       1203  29      1.00
WA642       1203  30      4.00
WA642       1203  31     17.00
WA642       0104   1     12.00
WA642       0104   2     13.00
WA642       0104   3      4.00
WA642       0104   4    -12.00
WA642       0104   5    -13.00
WA642       0104   6     -8.00
WA642       0104   7      2.00
WA642       0104   8     25.00
WA642       0104   9     26.00
WA642       0104  10     25.00
WA642       0104  11     22.00
WA642       0104  12     21.00
WA642       0104  13     32.00
WA642       0104  14     33.00
WA642       0104  15     24.00
WA642       0104  16     18.00
WA642       0104  17     19.00
WA642       0104  18     24.00
WA642       0104  19     22.00
WA642       0104  20     18.00
WA642       0104  21     19.00
WA642       0104  22     22.00
WA642       0104  23     29.00
WA642       0104  24     18.00
WA642       0104  25     19.00
WA642       0104  26     19.00
WA642       0104  27     18.00
WA642       0104  28     27.00
WA642       0104  29     32.00
WA642       0104  30     19.00
WA642       0104  31     18.00
WA642       0204   1     17.00
WA642       0204   2     16.00
WA642       0204   3     18.00
WA642       0204   4     15.00
WA642       0204   5     12.00
WA642       0204   6     19.00
WA642       0204   7     20.00
WA642       0204   8     17.00
WA642       0204   9     18.00
WA642       0204  10     22.00
WA642       0204  11     11.00
WA642       0204  12     10.00
WA642       0204  13     13.00
WA642       0204  14     25.00
WA642       0204  15     17.00
WA642       0204  16     20.00
WA642       0204  17     17.00
WA642       0204  18     26.00
WA642       0204  19     17.00
WA642       0204  20     15.00
WA642       0204  21     14.00
WA642       0204  22     13.00
WA642       0204  23     24.00
WA642       0204  24     16.00
WA642       0204  25     13.00
WA642       0204  26     22.00
WA642       0204  27     26.00
WA642       0204  28     23.00
WA642       0204  29     22.00
WA642       0304   1     24.00
WA642       0304   2     16.00
WA642       0304   3     17.00
WA642       0304   4     20.00
WA642       0304   5     19.00
WA642       0304   6     18.00
WA642       0304   7     33.00
WA642       0304   8     33.00
WA642       0304   9     24.00
WA642       0304  10     25.00
WA642       0304  11     27.00
WA642       0304  12     23.00
WA642       0304  13     20.00
WA642       0304  14     25.00
WA642       0304  15     20.00
WA642       0304  16     30.00
WA642       0304  17     29.00
WA642       0304  18     20.00
WA642       0304  19     15.00
WA642       0304  20     15.00
WA642       0304  21     27.00
WA642       0304  22     31.00
WA642       0304  23     31.00
WA642       0304  24     24.00
WA642       0304  25     25.00
WA642       0304  26     25.00
WA642       0304  27     20.00
WA642       0304  28     18.00
WA642       0304  29     24.00
WA642       0304  30     17.00
WA642       0304  31     13.00
WA642       0404   1     20.00
WA642       0404   2     21.00
WA642       0404   3     31.00
WA642       0404   4     28.00
WA642       0404   5     28.00
WA642       0404   6     29.00
WA642       0404   7     31.00
WA642       0404   8     28.00
WA642       0404   9     27.00
WA642       0404  10     29.00
WA642       0404  11     28.00
WA642       0404  12     35.00
WA642       0404  13     31.00
WA642       0404  14     21.00
WA642       0404  15     21.00
WA642       0404  16     22.00
WA642       0404  17     21.00
WA642       0404  18     22.00
WA642       0404  19     28.00
WA642       0404  20     26.00
WA642       0404  21     24.00
WA642       0404  22     26.00
WA642       0404  23     28.00
WA642       0404  24     26.00
WA642       0404  25     30.00
WA642       0404  26     33.00
WA642       0404  27     26.00
WA642       0404  28     28.00
WA642       0404  29     27.00
WA642       0404  30     31.00
WA642       0504   1     36.00
WA642       0504   2     33.00
WA642       0504   3     33.00
WA642       0504   4     30.00
WA642       0504   5     25.00
WA642       0504   6     24.00
WA642       0504   7     35.00
WA642       0504   8     31.00
WA642       0504   9     29.00
WA642       0504  10     29.00
WA642       0504  11     29.00
WA642       0504  12     29.00
WA642       0504  13     27.00
WA642       0504  14     30.00
WA642       0504  15     31.00
WA642       0504  16     32.00
WA642       0504  17     32.00
WA642       0504  18     32.00
WA642       0504  19     34.00
WA642       0504  20     34.00
WA642       0504  21     35.00
WA642       0504  22     33.00
WA642       0504  23     30.00
WA642       0504  24     30.00
WA642       0504  25     32.00
WA642       0504  26     36.00
WA642       0504  27     32.00
WA642       0504  28     31.00
WA642       0504  29     29.00
WA642       0504  30     32.00
WA642       0504  31     29.00
WA642       0604   1     28.00
WA642       0604   2     32.00
WA642       0604   3     36.00
WA642       0604   4     38.00
WA642       0604   5     33.00
WA642       0604   6     32.00
WA642       0604   7     32.00
WA642       0604   8     35.00
WA642       0604   9     35.00
WA642       0604  10     32.00
WA642       0604  11     30.00
WA642       0604  12     32.00
WA642       0604  13     33.00
WA642       0604  14     30.00
WA642       0604  15     31.00
WA642       0604  16     33.00
WA642       0604  17     37.00
WA642       0604  18     38.00
WA642       0604  19     37.00
WA642       0604  20     39.00
WA642       0604  21     43.00
WA642       0604  22     45.00
WA642       0604  23     48.00
WA642       0604  24     49.00
WA642       0604  25     43.00
WA642       0604  26     43.00
WA642       0604  27     40.00
WA642       0604  28     40.00
WA642       0604  29     44.00
WA642       0604  30     43.00
WA642       0704   1     42.00
WA642       0704   2     40.00
WA642       0704   3     44.00
WA642       0704   4     40.00
WA642       0704   5     38.00
WA642       0704   6     39.00
WA642       0704   7     36.00
WA642       0704   8     38.00
WA642       0704   9     36.00
WA642       0704  10     37.00
WA642       0704  11     35.00
WA642       0704  12     40.00
WA642       0704  13     48.00
WA642       0704  14     49.00
WA642       0704  15     49.00
WA642       0704  16     43.00
WA642       0704  17     50.00
WA642       0704  18     49.00
WA642       0704  19     48.00
WA642       0704  20     46.00
WA642       0704  21     42.00
WA642       0704  22     44.00
WA642       0704  23     47.00
WA642       0704  24     51.00
WA642       0704  25     46.00
WA642       0704  26     49.00
WA642       0704  27     45.00
WA642       0704  28     49.00
WA642       0704  29     51.00
WA642       0704  30     47.00
WA642       0704  31     52.00
WA642       0804   1     48.00
WA642       0804   2     47.00
WA642       0804   3     42.00
WA642       0804   4     40.00
WA642       0804   5     38.00
WA642       0804   6     38.00
WA642       0804   7     39.00
WA642       0804   8     41.00
WA642       0804   9     42.00
WA642       0804  10     49.00
WA642       0804  11     51.00
WA642       0804  12     53.00
WA642       0804  13     55.00
WA642       0804  14     53.00
WA642       0804  15     52.00
WA642       0804  16     52.00
WA642       0804  17     51.00
WA642       0804  18     53.00
WA642       0804  19     51.00
WA642       0804  20     51.00
WA642       0804  21     47.00
WA642       0804  22     41.00
WA642       0804  23     38.00
WA642       0804  24     43.00
WA642       0804  25     40.00
WA642       0804  26     41.00
WA642       0804  27     43.00
WA642       0804  28     42.00
WA642       0804  29     42.00
WA642       0804  30     44.00
WA642       0804  31     46.00
WA642       0904   1     36.00
WA642       0904   2     36.00
WA642       0904   3     39.00
WA642       0904   4     39.00
WA642       0904   5     35.00
WA642       0904   6     34.00
WA642       0904   7     36.00
WA642       0904   8     38.00
WA642       0904   9     35.00
WA642       0904  10     31.00
WA642       0904  11     37.00
WA642       0904  12     35.00
WA642       0904  13     36.00
WA642       0904  14     35.00
WA642       0904  15     38.00
WA642       0904  16     36.00
WA642       0904  17     33.00
WA642       0904  18     31.00
WA642       0904  19     29.00
WA642       0904  20     31.00
WA642       0904  21     29.00
WA642       0904  22     36.00
WA642       0904  23     40.00
WA642       0904  24     38.00
WA642       0904  25     41.00
WA642       0904  26     38.00
WA642       0904  27     42.00
WA642       0904  28     42.00
WA642       0904  29     33.00
WA642       0904  30     35.00
WA642       1004   1     33.00
WA642       1004   2     34.00
WA642       1004   3     36.00
WA642       1004   4     38.00
WA642       1004   5     39.00
WA642       1004   6     32.00
WA642       1004   7     29.00
WA642       1004   8     34.00
WA642       1004   9     31.00
WA642       1004  10     31.00
WA642       1004  11     34.00
WA642       1004  12     38.00
WA642       1004  13     37.00
WA642       1004  14     41.00
WA642       1004  15     40.00
WA642       1004  16     40.00
WA642       1004  17     30.00
WA642       1004  18     27.00
WA642       1004  19     30.00
WA642       1004  20     27.00
WA642       1004  21     28.00
WA642       1004  22     29.00
WA642       1004  23     21.00
WA642       1004  24     24.00
WA642       1004  25     22.00
WA642       1004  26     26.00
WA642       1004  27     25.00
WA642       1004  28     26.00
WA642       1004  29     28.00
WA642       1004  30     25.00
WA642       1004  31     17.00
WA642       1104   1     20.00
WA642       1104   2     25.00
WA642       1104   3     19.00
WA642       1104   4     20.00
WA642       1104   5     29.00
WA642       1104   6     31.00
WA642       1104   7     34.00
WA642       1104   8     33.00
WA642       1104   9     34.00
WA642       1104  10     29.00
WA642       1104  11     28.00
WA642       1104  12     28.00
WA642       1104  13     28.00
WA642       1104  14     28.00
WA642       1104  15     25.00
WA642       1104  16     23.00
WA642       1104  17     16.00
WA642       1104  18     23.00
WA642       1104  19     14.00
WA642       1104  20     14.00
WA642       1104  21     26.00
WA642       1104  22     29.00
WA642       1104  23     28.00
WA642       1104  24     35.00
WA642       1104  25     24.00
WA642       1104  26     17.00
WA642       1104  27     17.00
WA642       1104  28     11.00
WA642       1104  29     14.00
WA642       1104  30     23.00
WA642       1204   1     18.00
WA642       1204   2     22.00
WA642       1204   3     28.00
WA642       1204   4     26.00
WA642       1204   5     18.00
WA642       1204   6     20.00
WA642       1204   7     21.00
WA642       1204   8     25.00
WA642       1204   9     21.00
WA642       1204  10     38.00
WA642       1204  11     19.00
WA642       1204  12     16.00
WA642       1204  13     21.00
WA642       1204  14     29.00
WA642       1204  15     19.00
WA642       1204  16     28.00
WA642       1204  17     31.00
WA642       1204  18     34.00
WA642       1204  19     25.00
WA642       1204  20     22.00
WA642       1204  21     22.00
WA642       1204  22     18.00
WA642       1204  23     18.00
WA642       1204  24     31.00
WA642       1204  25     28.00
WA642       1204  26     24.00
WA642       1204  27     21.00
WA642       1204  28     20.00
WA642       1204  29     22.00
WA642       1204  30     20.00
WA642       1204  31     17.00
WA642       0105   1     20.00
WA642       0105   2      7.00
WA642       0105   3      5.00
WA642       0105   4      2.00
WA642       0105   5      2.00
WA642       0105   6     11.00
WA642       0105   7     15.00
WA642       0105   8     13.00
WA642       0105   9     14.00
WA642       0105  10      8.00
WA642       0105  11      8.00
WA642       0105  12     19.00
WA642       0105  13      6.00
WA642       0105  14     -4.00
WA642       0105  15     -4.00
WA642       0105  16     21.00
WA642       0105  17     33.00
WA642       0105  18     39.00
WA642       0105  19     43.00
WA642       0105  20     33.00
WA642       0105  21     33.00
WA642       0105  22     37.00
WA642       0105  23     35.00
WA642       0105  24     31.00
WA642       0105  25     30.00
WA642       0105  26     29.00
WA642       0105  27     26.00
WA642       0105  28     27.00
WA642       0105  29     27.00
WA642       0105  30     27.00
WA642       0105  31     22.00
WA642       0205   1     21.00
WA642       0205   2     28.00
WA642       0205   3     31.00
WA642       0205   4     22.00
WA642       0205   5     17.00
WA642       0205   6     17.00
WA642       0205   7     12.00
WA642       0205   8     10.00
WA642       0205   9     17.00
WA642       0205  10     14.00
WA642       0205  11     16.00
WA642       0205  12     22.00
WA642       0205  13     10.00
WA642       0205  14      4.00
WA642       0205  15      4.00
WA642       0205  16      6.00
WA642       0205  17      9.00
WA642       0205  18      8.00
WA642       0205  19     16.00
WA642       0205  20     10.00
WA642       0205  21     13.00
WA642       0205  22     17.00
WA642       0205  23     20.00
WA642       0205  24     22.00
WA642       0205  25     25.00
WA642       0205  26     23.00
WA642       0205  27     22.00
WA642       0205  28     29.00
WA642       0305   1     28.00
WA642       0305   2     25.00
WA642       0305   3     22.00
WA642       0305   4     24.00
WA642       0305   5     25.00
WA642       0305   6     27.00
WA642       0305   7     29.00
WA642       0305   8     28.00
WA642       0305   9     33.00
WA642       0305  10     32.00
WA642       0305  11     33.00
WA642       0305  12     28.00
WA642       0305  13     26.00
WA642       0305  14     27.00
WA642       0305  15     25.00
WA642       0305  16     22.00
WA642       0305  17     23.00
WA642       0305  18     20.00
WA642       0305  19     24.00
WA642       0305  20     23.00
WA642       0305  21     12.00
WA642       0305  22     11.00
WA642       0305  23     21.00
WA642       0305  24     13.00
WA642       0305  25     14.00
WA642       0305  26     26.00
WA642       0305  27     28.00
WA642       0305  28     23.00
WA642       0305  29     20.00
WA642       0305  30     20.00
WA642       0305  31     16.00
WA642       0405   1     23.00
WA642       0405   2     23.00
WA642       0405   3     24.00
WA642       0405   4     20.00
WA642       0405   5     20.00
WA642       0405   6     27.00
WA642       0405   7     22.00
WA642       0405   8     15.00
WA642       0405   9     22.00
WA642       0405  10     15.00
WA642       0405  11     18.00
WA642       0405  12     14.00
WA642       0405  13     17.00
WA642       0405  14     21.00
WA642       0405  15     20.00
WA642       0405  16     27.00
WA642       0405  17     25.00
WA642       0405  18     24.00
WA642       0405  19     25.00
WA642       0405  20     28.00
WA642       0405  21     33.00
WA642       0405  22     32.00
WA642       0405  23     33.00
WA642       0405  24     34.00
WA642       0405  25     35.00
WA642       0405  26     35.00
WA642       0405  27     31.00
WA642       0405  28     29.00
WA642       0405  29     30.00
WA642       0405  30     31.00
WA642       0505   1     30.00
WA642       0505   2     33.00
WA642       0505   3     33.00
WA642       0505   4     34.00
WA642       0505   5     34.00
WA642       0505   6     33.00
WA642       0505   7     31.00
WA642       0505   8     31.00
WA642       0505   9     32.00
WA642       0505  10     32.00
WA642       0505  11     34.00
WA642       0505  12     34.00
WA642       0505  13     33.00
WA642       0505  14     38.00
WA642       0505  15     36.00
WA642       0505  16     29.00
WA642       0505  17     29.00
WA642       0505  18     32.00
WA642       0505  19     31.00
WA642       0505  20     29.00
WA642       0505  21     28.00
WA642       0505  22     29.00
WA642       0505  23     27.00
WA642       0505  24     29.00
WA642       0505  25     30.00
WA642       0505  26     36.00
WA642       0505  27     37.00
WA642       0505  28     44.00
WA642       0505  29     43.00
WA642       0505  30     40.00
WA642       0505  31     33.00
WA642       0605   1     32.00
WA642       0605   2     36.00
WA642       0605   3     35.00
WA642       0605   4     34.00
WA642       0605   5     31.00
WA642       0605   6     30.00
WA642       0605   7     32.00
WA642       0605   8     33.00
WA642       0605   9     35.00
WA642       0605  10     34.00
WA642       0605  11     32.00
WA642       0605  12     30.00
WA642       0605  13     36.00
WA642       0605  14     32.00
WA642       0605  15     30.00
WA642       0605  16     35.00
WA642       0605  17     33.00
WA642       0605  18     35.00
WA642       0605  19     34.00
WA642       0605  20     39.00
WA642       0605  21     44.00
WA642       0605  22     38.00
WA642       0605  23     31.00
WA642       0605  24     37.00
WA642       0605  25     38.00
WA642       0605  26     37.00
WA642       0605  27     40.00
WA642       0605  28     41.00
WA642       0605  29     43.00
WA642       0605  30     43.00
WA642       0705   1     38.00
WA642       0705   2     38.00
WA642       0705   3     35.00
WA642       0705   4     40.00
WA642       0705   5     43.00
WA642       0705   6     41.00
WA642       0705   7     37.00
WA642       0705   8     42.00
WA642       0705   9     39.00
WA642       0705  10     40.00
WA642       0705  11     42.00
WA642       0705  12     44.00
WA642       0705  13     40.00
WA642       0705  14     42.00
WA642       0705  15     47.00
WA642       0705  16     38.00
WA642       0705  17     39.00
WA642       0705  18     47.00
WA642       0705  19     42.00
WA642       0705  20     39.00
WA642       0705  21     41.00
WA642       0705  22     40.00
WA642       0705  23     37.00
WA642       0705  24     38.00
WA642       0705  25     40.00
WA642       0705  26   -999.00
WA642       0705  27     48.00
WA642       0705  28     49.00
WA642       0705  29     47.00
WA642       0705  30     44.00
WA642       0705  31     45.00
WA642       0805   1     41.00
WA642       0805   2     39.00
WA642       0805   3     40.00
WA642       0805   4     45.00
WA642       0805   5     48.00
WA642       0805   6     48.00
WA642       0805   7     44.00
WA642       0805   8     52.00
WA642       0805   9     44.00
WA642       0805  10     40.00
WA642       0805  11     36.00
WA642       0805  12     45.00
WA642       0805  13     42.00
WA642       0805  14     46.00
WA642       0805  15     49.00
WA642       0805  16     46.00
WA642       0805  17     42.00
WA642       0805  18     40.00
WA642       0805  19     42.00
WA642       0805  20     44.00
WA642       0805  21     47.00
WA642       0805  22     45.00
WA642       0805  23     42.00
WA642       0805  24     37.00
WA642       0805  25     39.00
WA642       0805  26     45.00
WA642       0805  27     41.00
WA642       0805  28     44.00
WA642       0805  29     40.00
WA642       0805  30     40.00
WA642       0805  31     42.00
WA642       0905   1     42.00
WA642       0905   2     43.00
WA642       0905   3     36.00
WA642       0905   4     38.00
WA642       0905   5     33.00
WA642       0905   6     36.00
WA642       0905   7     42.00
WA642       0905   8     42.00
WA642       0905   9     34.00
WA642       0905  10     34.00
WA642       0905  11     34.00
WA642       0905  12     35.00
WA642       0905  13     35.00
WA642       0905  14     38.00
WA642       0905  15     40.00
WA642       0905  16     36.00
WA642       0905  17     35.00
WA642       0905  18     34.00
WA642       0905  19     34.00
WA642       0905  20     30.00
WA642       0905  21     29.00
WA642       0905  22     31.00
WA642       0905  23     32.00
WA642       0905  24     30.00
WA642       0905  25     35.00
WA642       0905  26     38.00
WA642       0905  27     35.00
WA642       0905  28     36.00
WA642       0905  29     45.00
WA642       0905  30     38.00
WA642       1005   1     33.00
WA642       1005   2     32.00
WA642       1005   3     30.00
WA642       1005   4     31.00
WA642       1005   5     32.00
WA642       1005   6     39.00
WA642       1005   7     33.00
WA642       1005   8     30.00
WA642       1005   9     32.00
WA642       1005  10     34.00
WA642       1005  11     35.00
WA642       1005  12     35.00
WA642       1005  13     37.00
WA642       1005  14     39.00
WA642       1005  15     38.00
WA642       1005  16     37.00
WA642       1005  17     37.00
WA642       1005  18     37.00
WA642       1005  19     40.00
WA642       1005  20     35.00
WA642       1005  21     33.00
WA642       1005  22     34.00
WA642       1005  23     38.00
WA642       1005  24     37.00
WA642       1005  25     34.00
WA642       1005  26     27.00
WA642       1005  27     25.00
WA642       1005  28     32.00
WA642       1005  29     29.00
WA642       1005  30     29.00
WA642       1005  31     33.00
WA642       1105   1     28.00
WA642       1105   2     26.00
WA642       1105   3     27.00
WA642       1105   4     25.00
WA642       1105   5     27.00
WA642       1105   6     25.00
WA642       1105   7     15.00
WA642       1105   8     14.00
WA642       1105   9     21.00
WA642       1105  10     28.00
WA642       1105  11     23.00
WA642       1105  12     20.00
WA642       1105  13     28.00
WA642       1105  14     15.00
WA642       1105  15     15.00
WA642       1105  16     31.00
WA642       1105  17     28.00
WA642       1105  18     33.00
WA642       1105  19     32.00
WA642       1105  20     33.00
WA642       1105  21     30.00
WA642       1105  22     30.00
WA642       1105  23     31.00
WA642       1105  24     30.00
WA642       1105  25     23.00
WA642       1105  26     17.00
WA642       1105  27      9.00
WA642       1105  28      6.00
WA642       1105  29     20.00
WA642       1105  30     11.00
WA642       1205   1     14.00
WA642       1205   2     18.00
WA642       1205   3     18.00
WA642       1205   4     11.00
WA642       1205   5     24.00
WA642       1205   6     16.00
WA642       1205   7      7.00
WA642       1205   8      7.00
WA642       1205   9     28.00
WA642       1205  10     30.00
WA642       1205  11     31.00
WA642       1205  12     25.00
WA642       1205  13     15.00
WA642       1205  14     11.00
WA642       1205  15   -999.00
WA642       1205  16     13.00
WA642       1205  17      9.00
WA642       1205  18      9.00
WA642       1205  19     15.00
WA642       1205  20     26.00
WA642       1205  21     34.00
WA642       1205  22     31.00
WA642       1205  23     30.00
WA642       1205  24     35.00
WA642       1205  25     32.00
WA642       1205  26     29.00
WA642       1205  27     27.00
WA642       1205  28     25.00
WA642       1205  29     23.00
WA642       1205  30     26.00
WA642       1205  31     29.00
WA642       0106   1     28.00
WA642       0106   2     22.00
WA642       0106   3     20.00
WA642       0106   4     21.00
WA642       0106   5     30.00
WA642       0106   6     34.00
WA642       0106   7     24.00
WA642       0106   8     20.00
WA642       0106   9     31.00
WA642       0106  10     31.00
WA642       0106  11     25.00
WA642       0106  12     22.00
WA642       0106  13     30.00
WA642       0106  14     21.00
WA642       0106  15     18.00
WA642       0106  16     24.00
WA642       0106  17     25.00
WA642       0106  18     23.00
WA642       0106  19     25.00
WA642       0106  20     22.00
WA642       0106  21     19.00
WA642       0106  22     17.00
WA642       0106  23     31.00
WA642       0106  24     24.00
WA642       0106  25     20.00
WA642       0106  26     23.00
WA642       0106  27     24.00
WA642       0106  28     24.00
WA642       0106  29     20.00
WA642       0106  30     22.00
WA642       0106  31     22.00
WA642       0206   1     28.00
WA642       0206   2     26.00
WA642       0206   3     21.00
WA642       0206   4     24.00
WA642       0206   5     15.00
WA642       0206   6     18.00
WA642       0206   7     24.00
WA642       0206   8     16.00
WA642       0206   9     13.00
WA642       0206  10     13.00
WA642       0206  11      9.00
WA642       0206  12     22.00
WA642       0206  13     14.00
WA642       0206  14      5.00
WA642       0206  15      3.00
WA642       0206  16      5.00
WA642       0206  17     -5.00
WA642       0206  18     -8.00
WA642       0206  19      2.00
WA642       0206  20     14.00
WA642       0206  21     24.00
WA642       0206  22     26.00
WA642       0206  23     16.00
WA642       0206  24      5.00
WA642       0206  25      7.00
WA642       0206  26     29.00
WA642       0206  27     33.00
WA642       0206  28     26.00
WA642       0306   1     27.00
WA642       0306   2     14.00
WA642       0306   3     12.00
WA642       0306   4     18.00
WA642       0306   5     25.00
WA642       0306   6     25.00
WA642       0306   7     22.00
WA642       0306   8     18.00
WA642       0306   9     17.00
WA642       0306  10     17.00
WA642       0306  11     13.00
WA642       0306  12     11.00
WA642       0306  13     12.00
WA642       0306  14     23.00
WA642       0306  15     19.00
WA642       0306  16     27.00
WA642       0306  17     22.00
WA642       0306  18     14.00
WA642       0306  19     12.00
WA642       0306  20     24.00
WA642       0306  21     20.00
WA642       0306  22     29.00
WA642       0306  23     27.00
WA642       0306  24     23.00
WA642       0306  25     18.00
WA642       0306  26     17.00
WA642       0306  27   -999.00
WA642       0306  28     28.00
WA642       0306  29     26.00
WA642       0306  30     24.00
WA642       0306  31     30.00
WA642       0406   1     22.00
WA642       0406   2     22.00
WA642       0406   3     30.00
WA642       0406   4     20.00
WA642       0406   5     30.00
WA642       0406   6     26.00
WA642       0406   7     26.00
WA642       0406   8     30.00
WA642       0406   9     27.00
WA642       0406  10     25.00
WA642       0406  11     24.00
WA642       0406  12     32.00
WA642       0406  13     31.00
WA642       0406  14     24.00
WA642       0406  15     23.00
WA642       0406  16     18.00
WA642       0406  17     17.00
WA642       0406  18     15.00
WA642       0406  19     24.00
WA642       0406  20     31.00
WA642       0406  21     25.00
WA642       0406  22     18.00
WA642       0406  23     29.00
WA642       0406  24     27.00
WA642       0406  25     31.00
WA642       0406  26     29.00
WA642       0406  27     32.00
WA642       0406  28     37.00
WA642       0406  29     27.00
WA642       0406  30     26.00
WA642       0506   1     26.00
WA642       0506   2     24.00
WA642       0506   3     26.00
WA642       0506   4     28.00
WA642       0506   5     31.00
WA642       0506   6     29.00
WA642       0506   7     27.00
WA642       0506   8     24.00
WA642       0506   9     25.00
WA642       0506  10     30.00
WA642       0506  11     33.00
WA642       0506  12     26.00
WA642       0506  13     25.00
WA642       0506  14     34.00
WA642       0506  15     39.00
WA642       0506  16     43.00
WA642       0506  17     43.00
WA642       0506  18     41.00
WA642       0506  19     38.00
WA642       0506  20     36.00
WA642       0506  21     34.00
WA642       0506  22     33.00
WA642       0506  23     33.00
WA642       0506  24     35.00
WA642       0506  25     34.00
WA642       0506  26     32.00
WA642       0506  27     33.00
WA642       0506  28     34.00
WA642       0506  29     30.00
WA642       0506  30     29.00
WA642       0506  31     37.00
WA642       0606   1     38.00
WA642       0606   2     38.00
WA642       0606   3     34.00
WA642       0606   4     38.00
WA642       0606   5     36.00
WA642       0606   6     36.00
WA642       0606   7     38.00
WA642       0606   8     35.00
WA642       0606   9     36.00
WA642       0606  10     36.00
WA642       0606  11     36.00
WA642       0606  12     38.00
WA642       0606  13     38.00
WA642       0606  14     37.00
WA642       0606  15     36.00
WA642       0606  16     37.00
WA642       0606  17     34.00
WA642       0606  18     33.00
WA642       0606  19     37.00
WA642       0606  20     35.00
WA642       0606  21     35.00
WA642       0606  22     36.00
WA642       0606  23     33.00
WA642       0606  24     40.00
WA642       0606  25     43.00
WA642       0606  26     45.00
WA642       0606  27     42.00
WA642       0606  28     38.00
WA642       0606  29     41.00
WA642       0606  30     42.00
WA642       0706   1     43.00
WA642       0706   2     44.00
WA642       0706   3     48.00
WA642       0706   4     49.00
WA642       0706   5     43.00
WA642       0706   6     39.00
WA642       0706   7     34.00
WA642       0706   8     43.00
WA642       0706   9     48.00
WA642       0706  10     44.00
WA642       0706  11     41.00
WA642       0706  12     44.00
WA642       0706  13     44.00
WA642       0706  14     45.00
WA642       0706  15     38.00
WA642       0706  16     40.00
WA642       0706  17     40.00
WA642       0706  18     38.00
WA642       0706  19     38.00
WA642       0706  20     44.00
WA642       0706  21     52.00
WA642       0706  22     60.00
WA642       0706  23     55.00
WA642       0706  24     54.00
WA642       0706  25     52.00
WA642       0706  26     47.00
WA642       0706  27     47.00
WA642       0706  28     42.00
WA642       0706  29     36.00
WA642       0706  30     39.00
WA642       0706  31     36.00
WA642       0806   1     37.00
WA642       0806   2     38.00
WA642       0806   3     40.00
WA642       0806   4     40.00
WA642       0806   5     41.00
WA642       0806   6     46.00
WA642       0806   7     47.00
WA642       0806   8     49.00
WA642       0806   9     45.00
WA642       0806  10     39.00
WA642       0806  11     39.00
WA642       0806  12     39.00
WA642       0806  13     41.00
WA642       0806  14     47.00
WA642       0806  15     42.00
WA642       0806  16     36.00
WA642       0806  17     45.00
WA642       0806  18     45.00
WA642       0806  19     47.00
WA642       0806  20     45.00
WA642       0806  21     53.00
WA642       0806  22     41.00
WA642       0806  23     41.00
WA642       0806  24     40.00
WA642       0806  25     41.00
WA642       0806  26     46.00
WA642       0806  27     46.00
WA642       0806  28     46.00
WA642       0806  29     37.00
WA642       0806  30     36.00
WA642       0806  31     33.00
WA642       0906   1     37.00
WA642       0906   2     42.00
WA642       0906   3     48.00
WA642       0906   4     53.00
WA642       0906   5     50.00
WA642       0906   6     52.00
WA642       0906   7     48.00
WA642       0906   8     45.00
WA642       0906   9     39.00
WA642       0906  10     35.00
WA642       0906  11     44.00
WA642       0906  12     44.00
WA642       0906  13     33.00
WA642       0906  14     34.00
WA642       0906  15     33.00
WA642       0906  16     35.00
WA642       0906  17     34.00
WA642       0906  18     40.00
WA642       0906  19     37.00
WA642       0906  20     36.00
WA642       0906  21     34.00
WA642       0906  22     31.00
WA642       0906  23     35.00
WA642       0906  24     38.00
WA642       0906  25     38.00
WA642       0906  26     43.00
WA642       0906  27     44.00
WA642       0906  28     43.00
WA642       0906  29     42.00
WA642       0906  30     35.00
WA642       1006   1     33.00
WA642       1006   2     32.00
WA642       1006   3     34.00
WA642       1006   4     35.00
WA642       1006   5     38.00
WA642       1006   6     38.00
WA642       1006   7     31.00
WA642       1006   8     32.00
WA642       1006   9     31.00
WA642       1006  10     33.00
WA642       1006  11     40.00
WA642       1006  12     42.00
WA642       1006  13     41.00
WA642       1006  14     41.00
WA642       1006  15     34.00
WA642       1006  16     34.00
WA642       1006  17     31.00
WA642       1006  18     31.00
WA642       1006  19     35.00
WA642       1006  20     31.00
WA642       1006  21     29.00
WA642       1006  22     29.00
WA642       1006  23     29.00
WA642       1006  24     30.00
WA642       1006  25     28.00
WA642       1006  26     30.00
WA642       1006  27     31.00
WA642       1006  28     31.00
WA642       1006  29     21.00
WA642       1006  30     10.00
WA642       1006  31      9.00
WA642       1106   1     12.00
WA642       1106   2     22.00
WA642       1106   3     36.00
WA642       1106   4     35.00
WA642       1106   5     33.00
WA642       1106   6     46.00
WA642       1106   7     31.00
WA642       1106   8     28.00
WA642       1106   9     28.00
WA642       1106  10     28.00
WA642       1106  11     26.00
WA642       1106  12     28.00
WA642       1106  13     26.00
WA642       1106  14     16.00
WA642       1106  15     28.00
WA642       1106  16     20.00
WA642       1106  17     21.00
WA642       1106  18     21.00
WA642       1106  19     29.00
