$ Get data for 908:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:42:25 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA908           Alpine Meadows
WA908       0108  31     29.00
WA908       0208   1     28.00
WA908       0208   2     24.00
WA908       0208   3     24.00
WA908       0208   4     24.00
WA908       0208   5     28.00
WA908       0208   6     27.00
WA908       0208   7     31.00
WA908       0208   8     30.00
WA908       0208   9     34.00
WA908       0208  10     32.00
WA908       0208  11     33.00
WA908       0208  12     30.00
WA908       0208  13     24.00
WA908       0208  14     24.00
WA908       0208  15     31.00
WA908       0208  16     28.00
WA908       0208  17     28.00
WA908       0208  18     37.00
WA908       0208  19     35.00
WA908       0208  20     33.00
WA908       0208  21     32.00
WA908       0208  22     34.00
WA908       0208  23     30.00
WA908       0208  24     35.00
WA908       0208  25     33.00
WA908       0208  26     32.00
WA908       0208  27     36.00
WA908       0208  28     37.00
WA908       0208  29     33.00
WA908       0308   1     30.00
WA908       0308   2     29.00
WA908       0308   3     29.00
WA908       0308   4     27.00
WA908       0308   5     25.00
WA908       0308   6     32.00
WA908       0308   7     35.00
WA908       0308   8     32.00
WA908       0308   9     31.00
WA908       0308  10     36.00
WA908       0308  11     31.00
WA908       0308  12     26.00
WA908       0308  13     32.00
WA908       0308  14     32.00
WA908       0308  15     31.00
WA908       0308  16     29.00
WA908       0308  17     30.00
WA908       0308  18     30.00
WA908       0308  19     28.00
WA908       0308  20     29.00
WA908       0308  21     26.00
WA908       0308  22     25.00
WA908       0308  23     27.00
WA908       0308  24     24.00
WA908       0308  25     23.00
WA908       0308  26     26.00
WA908       0308  27     21.00
WA908       0308  28     23.00
WA908       0308  29     26.00
WA908       0308  30     24.00
WA908       0308  31     23.00
WA908       0408   1     20.00
WA908       0408   2     22.00
WA908       0408   3   -999.00
WA908       0408   4   -999.00
WA908       0408   5   -999.00
WA908       0408   6   -999.00
WA908       0408   7   -999.00
WA908       0408   8   -999.00
WA908       0408   9   -999.00
WA908       0408  10   -999.00
WA908       0408  11   -999.00
WA908       0408  12   -999.00
WA908       0408  13   -999.00
WA908       0408  14   -999.00
WA908       0408  15   -999.00
WA908       0408  16   -999.00
WA908       0408  17   -999.00
WA908       0408  18   -999.00
WA908       0408  19   -999.00
WA908       0408  20   -999.00
WA908       0408  21   -999.00
WA908       0408  22   -999.00
WA908       0408  23   -999.00
WA908       0408  24   -999.00
WA908       0408  25   -999.00
WA908       0408  26   -999.00
WA908       0408  27   -999.00
WA908       0408  28   -999.00
WA908       0408  29   -999.00
WA908       0408  30   -999.00
WA908       0508   1   -999.00
WA908       0508   2   -999.00
WA908       0508   3   -999.00
WA908       0508   4   -999.00
WA908       0508   5   -999.00
WA908       0508   6   -999.00
WA908       0508   7   -999.00
WA908       0508   8   -999.00
WA908       0508   9   -999.00
WA908       0508  10   -999.00
WA908       0508  11   -999.00
WA908       0508  12   -999.00
WA908       0508  13   -999.00
WA908       0508  14   -999.00
WA908       0508  15   -999.00
WA908       0508  16   -999.00
WA908       0508  17   -999.00
WA908       0508  18   -999.00
WA908       0508  19   -999.00
WA908       0508  20   -999.00
WA908       0508  21   -999.00
WA908       0508  22   -999.00
WA908       0508  23   -999.00
WA908       0508  24   -999.00
WA908       0508  25   -999.00
WA908       0508  26   -999.00
WA908       0508  27   -999.00
WA908       0508  28   -999.00
WA908       0508  29   -999.00
WA908       0508  30   -999.00
WA908       0508  31   -999.00
WA908       0608   1   -999.00
WA908       0608   2   -999.00
WA908       0608   3   -999.00
WA908       0608   4   -999.00
WA908       0608   5   -999.00
WA908       0608   6   -999.00
WA908       0608   7   -999.00
WA908       0608   8   -999.00
WA908       0608   9   -999.00
WA908       0608  10   -999.00
WA908       0608  11   -999.00
WA908       0608  12   -999.00
WA908       0608  13   -999.00
WA908       0608  14   -999.00
WA908       0608  15   -999.00
WA908       0608  16   -999.00
WA908       0608  17   -999.00
WA908       0608  18   -999.00
WA908       0608  19   -999.00
WA908       0608  20   -999.00
WA908       0608  21   -999.00
WA908       0608  22   -999.00
WA908       0608  23   -999.00
WA908       0608  24   -999.00
WA908       0608  25   -999.00
WA908       0608  26   -999.00
WA908       0608  27   -999.00
WA908       0608  28   -999.00
WA908       0608  29   -999.00
WA908       0608  30   -999.00
WA908       0708   1   -999.00
WA908       0708   2   -999.00
WA908       0708   3   -999.00
WA908       0708   4   -999.00
WA908       0708   5   -999.00
WA908       0708   6   -999.00
WA908       0708   7   -999.00
WA908       0708   8   -999.00
WA908       0708   9   -999.00
WA908       0708  10   -999.00
WA908       0708  11   -999.00
WA908       0708  12   -999.00
WA908       0708  13   -999.00
WA908       0708  14   -999.00
WA908       0708  15   -999.00
WA908       0708  16   -999.00
WA908       0708  17   -999.00
WA908       0708  18   -999.00
WA908       0708  19   -999.00
WA908       0708  20   -999.00
WA908       0708  21   -999.00
WA908       0708  22   -999.00
WA908       0708  23   -999.00
WA908       0708  24   -999.00
WA908       0708  25     50.00
WA908       0708  26     49.00
WA908       0708  27     47.00
WA908       0708  28     45.00
WA908       0708  29     44.00
WA908       0708  30     41.00
WA908       0708  31     42.00
WA908       0808   1     46.00
WA908       0808   2     45.00
WA908       0808   3     44.00
WA908       0808   4     50.00
WA908       0808   5     60.00
WA908       0808   6     60.00
WA908       0808   7     57.00
WA908       0808   8     50.00
WA908       0808   9     45.00
WA908       0808  10     45.00
WA908       0808  11     47.00
WA908       0808  12     49.00
WA908       0808  13     51.00
WA908       0808  14     56.00
WA908       0808  15     66.00
WA908       0808  16     66.00
WA908       0808  17     60.00
WA908       0808  18     52.00
WA908       0808  19     49.00
WA908       0808  20     47.00
WA908       0808  21     45.00
WA908       0808  22     45.00
WA908       0808  23     53.00
WA908       0808  24     47.00
WA908       0808  25     43.00
WA908       0808  26     42.00
WA908       0808  27     43.00
WA908       0808  28     46.00
WA908       0808  29     40.00
WA908       0808  30     40.00
WA908       0808  31     40.00
WA908       0908   1     41.00
WA908       0908   2     41.00
WA908       0908   3     43.00
WA908       0908   4     45.00
WA908       0908   5     45.00
WA908       0908   6     50.00
WA908       0908   7     51.00
WA908       0908   8     52.00
WA908       0908   9     47.00
WA908       0908  10     45.00
WA908       0908  11     52.00
WA908       0908  12     49.00
WA908       0908  13     48.00
WA908       0908  14     55.00
WA908       0908  15     59.00
WA908       0908  16     62.00
WA908       0908  17     56.00
WA908       0908  18     46.00
WA908       0908  19     46.00
WA908       0908  20     44.00
WA908       0908  21     42.00
WA908       0908  22     37.00
WA908       0908  23     36.00
WA908       0908  24     45.00
WA908       0908  25     44.00
WA908       0908  26     44.00
WA908       0908  27     45.00
WA908       0908  28     46.00
WA908       0908  29     56.00
WA908       0908  30     61.00
WA908       1008   1     61.00
WA908       1008   2     49.00
WA908       1008   3     47.00
WA908       1008   4     40.00
WA908       1008   5     39.00
WA908       1008   6     41.00
WA908       1008   7     36.00
WA908       1008   8     32.00
WA908       1008   9     31.00
WA908       1008  10     31.00
WA908       1008  11     34.00
WA908       1008  12     36.00
WA908       1008  13     38.00
WA908       1008  14     34.00
WA908       1008  15     33.00
WA908       1008  16     36.00
WA908       1008  17     44.00
WA908       1008  18     35.00
WA908       1008  19     34.00
WA908       1008  20     34.00
WA908       1008  21     33.00
WA908       1008  22     38.00
WA908       1008  23     35.00
WA908       1008  24     35.00
WA908       1008  25     37.00
WA908       1008  26     44.00
WA908       1008  27     50.00
WA908       1008  28     42.00
WA908       1008  29     41.00
WA908       1008  30     48.00
WA908       1008  31     43.00
WA908       1108   1     44.00
WA908       1108   2     37.00
WA908       1108   3     36.00
WA908       1108   4     32.00
WA908       1108   5     33.00
WA908       1108   6     35.00
WA908       1108   7     45.00
WA908       1108   8     42.00
WA908       1108   9     40.00
WA908       1108  10     36.00
WA908       1108  11     34.00
WA908       1108  12     41.00
WA908       1108  13     31.00
WA908       1108  14     31.00
WA908       1108  15     44.00
WA908       1108  16     47.00
WA908       1108  17     44.00
WA908       1108  18     35.00
WA908       1108  19     35.00
WA908       1108  20     34.00
WA908       1108  21     34.00
WA908       1108  22     32.00
WA908       1108  23     31.00
WA908       1108  24     34.00
WA908       1108  25     33.00
WA908       1108  26     29.00
WA908       1108  27     35.00
WA908       1108  28     37.00
WA908       1108  29     41.00
WA908       1108  30     45.00
WA908       1208   1     41.00
WA908       1208   2     38.00
WA908       1208   3     33.00
WA908       1208   4     32.00
WA908       1208   5     39.00
WA908       1208   6     37.00
WA908       1208   7     33.00
WA908       1208   8     31.00
WA908       1208   9     33.00
WA908       1208  10     34.00
WA908       1208  11     32.00
WA908       1208  12     28.00
WA908       1208  13     22.00
WA908       1208  14      9.00
WA908       1208  15      9.00
WA908       1208  16     14.00
WA908       1208  17     20.00
WA908       1208  18     14.00
WA908       1208  19      9.00
WA908       1208  20      8.00
WA908       1208  21     20.00
WA908       1208  22     24.00
WA908       1208  23     23.00
WA908       1208  24     24.00
WA908       1208  25     24.00
WA908       1208  26     24.00
WA908       1208  27     32.00
WA908       1208  28     30.00
WA908       1208  29     27.00
WA908       1208  30     28.00
WA908       1208  31     26.00
WA908       0109   1     28.00
WA908       0109   2     19.00
WA908       0109   3     24.00
WA908       0109   4     24.00
WA908       0109   5     31.00
WA908       0109   6     33.00
WA908       0109   7     39.00
WA908       0109   8     29.00
WA908       0109   9     27.00
WA908       0109  10     30.00
WA908       0109  11     34.00
WA908       0109  12     36.00
WA908       0109  13     31.00
WA908       0109  14     35.00
WA908       0109  15     45.00
WA908       0109  16     46.00
WA908       0109  17     46.00
WA908       0109  18     44.00
WA908       0109  19     44.00
WA908       0109  20     40.00
WA908       0109  21     39.00
WA908       0109  22     37.00
WA908       0109  23     36.00
WA908       0109  24     29.00
WA908       0109  25     17.00
WA908       0109  26     16.00
WA908       0109  27     23.00
WA908       0109  28     31.00
WA908       0109  29     30.00
WA908       0109  30     29.00
WA908       0109  31     26.00
WA908       0209   1     25.00
WA908       0209   2     32.00
WA908       0209   3     41.00
WA908       0209   4     42.00
WA908       0209   5     35.00
WA908       0209   6     31.00
WA908       0209   7     28.00
WA908       0209   8     30.00
WA908       0209   9     25.00
WA908       0209  10     23.00
WA908       0209  11     27.00
WA908       0209  12     23.00
WA908       0209  13     24.00
WA908       0209  14     26.00
WA908       0209  15     25.00
WA908       0209  16     29.00
WA908       0209  17     33.00
WA908       0209  18     31.00
WA908       0209  19     34.00
WA908       0209  20     33.00
WA908       0209  21     37.00
WA908       0209  22     37.00
WA908       0209  23     34.00
WA908       0209  24     34.00
WA908       0209  25     24.00
WA908       0209  26     21.00
WA908       0209  27     21.00
WA908       0209  28     26.00
WA908       0309   1     36.00
WA908       0309   2     34.00
WA908       0309   3     32.00
WA908       0309   4     32.00
WA908       0309   5     20.00
WA908       0309   6     20.00
WA908       0309   7     24.00
WA908       0309   8     22.00
WA908       0309   9     15.00
WA908       0309  10     13.00
WA908       0309  11     18.00
WA908       0309  12     23.00
WA908       0309  13     32.00
WA908       0309  14     28.00
WA908       0309  15     26.00
WA908       0309  16     27.00
WA908       0309  17     29.00
WA908       0309  18     29.00
WA908       0309  19     34.00
WA908       0309  20     28.00
WA908       0309  21     25.00
WA908       0309  22     30.00
WA908       0309  23     28.00
WA908       0309  24     31.00
WA908       0309  25     27.00
WA908       0309  26     26.00
WA908       0309  27     33.00
WA908       0309  28     28.00
WA908       0309  29     26.00
WA908       0309  30     26.00
WA908       0309  31     28.00
WA908       0409   1     27.00
WA908       0409   2     29.00
WA908       0409   3     28.00
WA908       0409   4     26.00
WA908       0409   5     32.00
WA908       0409   6     38.00
WA908       0409   7     40.00
WA908       0409   8     34.00
WA908       0409   9     34.00
WA908       0409  10     35.00
WA908       0409  11     34.00
WA908       0409  12     33.00
WA908       0409  13     29.00
WA908       0409  14     29.00
WA908       0409  15     28.00
WA908       0409  16     34.00
WA908       0409  17     33.00
WA908       0409  18     33.00
WA908       0409  19     38.00
WA908       0409  20     41.00
WA908       0409  21     38.00
WA908       0409  22     29.00
WA908       0409  23     29.00
WA908       0409  24     29.00
WA908       0409  25     31.00
WA908       0409  26     32.00
WA908       0409  27     35.00
WA908       0409  28     34.00
WA908       0409  29     33.00
WA908       0409  30     35.00
WA908       0509   1     38.00
WA908       0509   2     36.00
WA908       0509   3     35.00
WA908       0509   4     35.00
WA908       0509   5     35.00
WA908       0509   6     35.00
WA908       0509   7     34.00
WA908       0509   8     34.00
WA908       0509   9     35.00
WA908       0509  10     38.00
WA908       0509  11     34.00
WA908       0509  12     31.00
WA908       0509  13     33.00
WA908       0509  14     35.00
WA908       0509  15     35.00
WA908       0509  16     41.00
WA908       0509  17     45.00
WA908       0509  18     37.00
WA908       0509  19     34.00
WA908       0509  20     34.00
WA908       0509  21     34.00
WA908       0509  22     41.00
WA908       0509  23     40.00
WA908       0509  24     40.00
WA908       0509  25     41.00
WA908       0509  26     41.00
WA908       0509  27     40.00
WA908       0509  28     42.00
WA908       0509  29     48.00
WA908       0509  30     47.00
WA908       0509  31     47.00
WA908       0609   1     50.00
WA908       0609   2     50.00
WA908       0609   3     50.00
WA908       0609   4     50.00
WA908       0609   5     45.00
WA908       0609   6     43.00
WA908       0609   7     43.00
WA908       0609   8     42.00
WA908       0609   9     45.00
WA908       0609  10     46.00
WA908       0609  11     45.00
WA908       0609  12     48.00
WA908       0609  13     49.00
WA908       0609  14     46.00
WA908       0609  15     45.00
WA908       0609  16     46.00
WA908       0609  17     47.00
WA908       0609  18     46.00
WA908       0609  19     42.00
WA908       0609  20     39.00
WA908       0609  21     39.00
WA908       0609  22     40.00
WA908       0609  23     41.00
WA908       0609  24     44.00
WA908       0609  25     40.00
WA908       0609  26     38.00
WA908       0609  27     42.00
WA908       0609  28     42.00
WA908       0609  29     41.00
WA908       0609  30     44.00
WA908       0709   1     46.00
WA908       0709   2     53.00
WA908       0709   3     58.00
WA908       0709   4     56.00
WA908       0709   5     48.00
WA908       0709   6     44.00
WA908       0709   7     42.00
WA908       0709   8     43.00
WA908       0709   9     46.00
WA908       0709  10     47.00
WA908       0709  11     57.00
WA908       0709  12     48.00
WA908       0709  13     45.00
WA908       0709  14     47.00
WA908       0709  15     47.00
WA908       0709  16     54.00
WA908       0709  17     57.00
WA908       0709  18     53.00
WA908       0709  19     47.00
WA908       0709  20     52.00
WA908       0709  21     60.00
WA908       0709  22     54.00
WA908       0709  23     49.00
WA908       0709  24     49.00
WA908       0709  25     55.00
WA908       0709  26     57.00
WA908       0709  27     63.00
WA908       0709  28     66.00
WA908       0709  29     61.00
WA908       0709  30     65.00
WA908       0709  31     63.00
WA908       0809   1     61.00
WA908       0809   2     61.00
WA908       0809   3     58.00
WA908       0809   4     55.00
WA908       0809   5     48.00
WA908       0809   6     46.00
WA908       0809   7     47.00
WA908       0809   8     47.00
WA908       0809   9     50.00
WA908       0809  10     50.00
WA908       0809  11     48.00
WA908       0809  12     49.00
WA908       0809  13     45.00
WA908       0809  14     44.00
WA908       0809  15     45.00
WA908       0809  16     45.00
WA908       0809  17     52.00
WA908       0809  18     55.00
WA908       0809  19   -999.00
WA908       0809  20     54.00
WA908       0809  21     49.00
WA908       0809  22     46.00
WA908       0809  23     45.00
WA908       0809  24     45.00
WA908       0809  25     46.00
WA908       0809  26     45.00
WA908       0809  27     60.00
WA908       0809  28     49.00
WA908       0809  29     50.00
WA908       0809  30     52.00
WA908       0809  31     52.00
WA908       0909   1     51.00
WA908       0909   2     48.00
WA908       0909   3     46.00
WA908       0909   4     47.00
WA908       0909   5     47.00
WA908       0909   6     43.00
WA908       0909   7     43.00
WA908       0909   8     42.00
WA908       0909   9     47.00
WA908       0909  10     47.00
WA908       0909  11     56.00
WA908       0909  12     63.00
WA908       0909  13     52.00
WA908       0909  14     49.00
WA908       0909  15     49.00
WA908       0909  16     49.00
WA908       0909  17     46.00
WA908       0909  18     48.00
WA908       0909  19     43.00
WA908       0909  20     43.00
WA908       0909  21     48.00
WA908       0909  22     62.00
WA908       0909  23     55.00
WA908       0909  24     47.00
WA908       0909  25     47.00
WA908       0909  26     43.00
WA908       0909  27     42.00
WA908       0909  28     38.00
WA908       0909  29     34.00
WA908       0909  30     34.00
WA908       1009   1     38.00
WA908       1009   2     35.00
WA908       1009   3     33.00
WA908       1009   4     40.00
WA908       1009   5     40.00
WA908       1009   6     40.00
WA908       1009   7     42.00
WA908       1009   8     41.00
WA908       1009   9     39.00
WA908       1009  10     32.00
WA908       1009  11     31.00
WA908       1009  12     31.00
WA908       1009  13     35.00
WA908       1009  14     40.00
WA908       1009  15     41.00
WA908       1009  16     47.00
WA908       1009  17     45.00
WA908       1009  18     42.00
WA908       1009  19     40.00
WA908       1009  20     39.00
WA908       1009  21     39.00
WA908       1009  22     38.00
WA908       1009  23     36.00
WA908       1009  24     34.00
WA908       1009  25     34.00
WA908       1009  26     34.00
WA908       1009  27     32.00
WA908       1009  28     31.00
WA908       1009  29     33.00
WA908       1009  30     45.00
WA908       1009  31     35.00
WA908       1109   1     34.00
WA908       1109   2     36.00
WA908       1109   3     34.00
WA908       1109   4     43.00
WA908       1109   5     38.00
WA908       1109   6     33.00
WA908       1109   7     32.00
WA908       1109   8     33.00
WA908       1109   9     34.00
WA908       1109  10     33.00
WA908       1109  11     31.00
WA908       1109  12     30.00
WA908       1109  13     28.00
WA908       1109  14     25.00
WA908       1109  15     31.00
WA908       1109  16     39.00
WA908       1109  17     31.00
WA908       1109  18     30.00
WA908       1109  19     34.00
WA908       1109  20     32.00
WA908       1109  21     30.00
WA908       1109  22     32.00
WA908       1109  23     33.00
WA908       1109  24     35.00
WA908       1109  25     40.00
WA908       1109  26     36.00
WA908       1109  27     31.00
WA908       1109  28     31.00
WA908       1109  29     36.00
WA908       1109  30     35.00
WA908       1209   1     29.00
WA908       1209   2     29.00
WA908       1209   3     33.00
WA908       1209   4     27.00
WA908       1209   5     25.00
WA908       1209   6     17.00
WA908       1209   7     11.00
WA908       1209   8     11.00
WA908       1209   9     13.00
WA908       1209  10     21.00
WA908       1209  11     23.00
WA908       1209  12     24.00
WA908       1209  13     23.00
WA908       1209  14     27.00
WA908       1209  15     33.00
WA908       1209  16     36.00
WA908       1209  17     36.00
WA908       1209  18     38.00
WA908       1209  19     39.00
WA908       1209  20     40.00
WA908       1209  21     28.00
WA908       1209  22     25.00
WA908       1209  23     27.00
WA908       1209  24     29.00
WA908       1209  25     34.00
WA908       1209  26     32.00
WA908       1209  27     31.00
WA908       1209  28     33.00
WA908       1209  29     30.00
WA908       1209  30     31.00
WA908       1209  31     30.00
WA908       0110   1     35.00
WA908       0110   2     35.00
WA908       0110   3     34.00
WA908       0110   4     38.00
WA908       0110   5     40.00
WA908       0110   6     31.00
WA908       0110   7     33.00
WA908       0110   8     39.00
WA908       0110   9     39.00
WA908       0110  10     38.00
WA908       0110  11     41.00
WA908       0110  12     38.00
WA908       0110  13     34.00
WA908       0110  14     35.00
WA908       0110  15     33.00
WA908       0110  16     31.00
WA908       0110  17     36.00
WA908       0110  18     36.00
WA908       0110  19     38.00
WA908       0110  20     36.00
WA908       0110  21     35.00
WA908       0110  22     32.00
WA908       0110  23     32.00
WA908       0110  24     31.00
WA908       0110  25     33.00
WA908       0110  26     33.00
WA908       0110  27     31.00
WA908       0110  28     35.00
WA908       0110  29     38.00
WA908       0110  30     35.00
WA908       0110  31     35.00
WA908       0210   1     33.00
WA908       0210   2     34.00
WA908       0210   3     33.00
WA908       0210   4     33.00
WA908       0210   5     35.00
WA908       0210   6     35.00
WA908       0210   7     35.00
WA908       0210   8     32.00
WA908       0210   9     32.00
WA908       0210  10     33.00
WA908       0210  11     35.00
WA908       0210  12     34.00
WA908       0210  13     33.00
WA908       0210  14     36.00
WA908       0210  15     33.00
WA908       0210  16     33.00
WA908       0210  17     31.00
WA908       0210  18     35.00
WA908       0210  19     34.00
WA908       0210  20     33.00
WA908       0210  21     32.00
WA908       0210  22     35.00
WA908       0210  23     34.00
WA908       0210  24     34.00
WA908       0210  25     34.00
WA908       0210  26     37.00
WA908       0210  27     37.00
WA908       0210  28     35.00
WA908       0310   1     39.00
WA908       0310   2     35.00
WA908       0310   3     34.00
WA908       0310   4     32.00
WA908       0310   5     32.00
WA908       0310   6     37.00
WA908       0310   7     31.00
WA908       0310   8     23.00
WA908       0310   9     22.00
WA908       0310  10     28.00
WA908       0310  11     29.00
WA908       0310  12     30.00
WA908       0310  13     29.00
WA908       0310  14     29.00
WA908       0310  15     35.00
WA908       0310  16     34.00
WA908       0310  17     29.00
WA908       0310  18     28.00
WA908       0310  19     33.00
WA908       0310  20     38.00
WA908       0310  21     34.00
WA908       0310  22     32.00
WA908       0310  23     33.00
WA908       0310  24     38.00
WA908       0310  25     34.00
WA908       0310  26     32.00
WA908       0310  27     34.00
WA908       0310  28     34.00
WA908       0310  29     31.00
WA908       0310  30     30.00
WA908       0310  31     29.00
WA908       0410   1     30.00
WA908       0410   2     30.00
WA908       0410   3     29.00
WA908       0410   4     29.00
WA908       0410   5     31.00
WA908       0410   6     31.00
WA908       0410   7     31.00
WA908       0410   8     28.00
WA908       0410   9     24.00
WA908       0410  10     23.00
WA908       0410  11     32.00
WA908       0410  12     36.00
WA908       0410  13     34.00
WA908       0410  14     34.00
WA908       0410  15     38.00
WA908       0410  16     39.00
WA908       0410  17     39.00
WA908       0410  18     38.00
WA908       0410  19     41.00
WA908       0410  20     38.00
WA908       0410  21     33.00
WA908       0410  22     34.00
WA908       0410  23     34.00
WA908       0410  24     33.00
WA908       0410  25     33.00
WA908       0410  26     39.00
WA908       0410  27     34.00
WA908       0410  28     34.00
WA908       0410  29     33.00
WA908       0410  30     34.00
WA908       0510   1     33.00
WA908       0510   2     34.00
WA908       0510   3     30.00
WA908       0510   4     29.00
WA908       0510   5     30.00
WA908       0510   6     33.00
WA908       0510   7     33.00
WA908       0510   8     36.00
WA908       0510   9     36.00
WA908       0510  10     36.00
WA908       0510  11     37.00
WA908       0510  12     37.00
WA908       0510  13     36.00
WA908       0510  14     42.00
WA908       0510  15     43.00
WA908       0510  16     44.00
WA908       0510  17     44.00
WA908       0510  18     39.00
WA908       0510  19     35.00
WA908       0510  20     34.00
WA908       0510  21     34.00
WA908       0510  22     34.00
WA908       0510  23     34.00
WA908       0510  24     35.00
WA908       0510  25     38.00
WA908       0510  26     40.00
WA908       0510  27     38.00
WA908       0510  28     38.00
WA908       0510  29     38.00
WA908       0510  30     36.00
WA908       0510  31     42.00
WA908       0610   1     40.00
WA908       0610   2     38.00
WA908       0610   3     36.00
WA908       0610   4     40.00
WA908       0610   5     38.00
WA908       0610   6     46.00
WA908       0610   7     42.00
WA908       0610   8     40.00
WA908       0610   9     40.00
WA908       0610  10     40.00
WA908       0610  11     41.00
WA908       0610  12     43.00
WA908       0610  13     42.00
WA908       0610  14     37.00
WA908       0610  15     35.00
WA908       0610  16     34.00
WA908       0610  17     40.00
WA908       0610  18     42.00
WA908       0610  19     44.00
WA908       0610  20     44.00
WA908       0610  21     42.00
WA908       0610  22     43.00
WA908       0610  23     51.00
WA908       0610  24     49.00
WA908       0610  25     47.00
WA908       0610  26     45.00
WA908       0610  27     47.00
WA908       0610  28     46.00
WA908       0610  29     42.00
WA908       0610  30     39.00
WA908       0710   1     43.00
WA908       0710   2     42.00
WA908       0710   3     41.00
WA908       0710   4     43.00
WA908       0710   5     42.00
WA908       0710   6     45.00
WA908       0710   7     56.00
WA908       0710   8     60.00
WA908       0710   9     60.00
WA908       0710  10     56.00
WA908       0710  11     53.00
WA908       0710  12     42.00
WA908       0710  13     41.00
WA908       0710  14     53.00
WA908       0710  15     52.00
WA908       0710  16     48.00
WA908       0710  17     47.00
WA908       0710  18     48.00
WA908       0710  19     46.00
WA908       0710  20     49.00
WA908       0710  21     51.00
WA908       0710  22     47.00
WA908       0710  23     47.00
WA908       0710  24     55.00
WA908       0710  25     57.00
WA908       0710  26     54.00
WA908       0710  27     56.00
WA908       0710  28     55.00
WA908       0710  29     53.00
WA908       0710  30     51.00
WA908       0710  31     51.00
WA908       0810   1     51.00
WA908       0810   2     51.00
WA908       0810   3     52.00
WA908       0810   4     53.00
WA908       0810   5     58.00
WA908       0810   6     52.00
WA908       0810   7     51.00
WA908       0810   8     50.00
WA908       0810   9     49.00
WA908       0810  10     47.00
WA908       0810  11     48.00
WA908       0810  12     52.00
WA908       0810  13     53.00
WA908       0810  14     58.00
WA908       0810  15     61.00
WA908       0810  16     64.00
WA908       0810  17     57.00
WA908       0810  18     49.00
WA908       0810  19     46.00
WA908       0810  20     45.00
WA908       0810  21     45.00
WA908       0810  22     43.00
WA908       0810  23     41.00
WA908       0810  24     53.00
WA908       0810  25     59.00
WA908       0810  26     44.00
WA908       0810  27     43.00
WA908       0810  28     41.00
WA908       0810  29     44.00
WA908       0810  30     43.00
WA908       0810  31     42.00
WA908       0910   1     45.00
WA908       0910   2     45.00
WA908       0910   3     53.00
WA908       0910   4     43.00
WA908       0910   5     42.00
WA908       0910   6     42.00
WA908       0910   7     46.00
WA908       0910   8     46.00
WA908       0910   9     44.00
WA908       0910  10     43.00
WA908       0910  11     43.00
WA908       0910  12     47.00
WA908       0910  13     48.00
WA908       0910  14     49.00
WA908       0910  15     51.00
WA908       0910  16     51.00
WA908       0910  17     47.00
WA908       0910  18     51.00
WA908       0910  19     47.00
WA908       0910  20     44.00
WA908       0910  21     40.00
WA908       0910  22     43.00
WA908       0910  23     42.00
WA908       0910  24     45.00
WA908       0910  25     49.00
WA908       0910  26     52.00
WA908       0910  27     54.00
WA908       0910  28     46.00
WA908       0910  29     41.00
WA908       0910  30     53.00
WA908       1010   1     50.00
WA908       1010   2     47.00
WA908       1010   3     45.00
WA908       1010   4     38.00
WA908       1010   5     38.00
WA908       1010   6     48.00
WA908       1010   7     44.00
WA908       1010   8     44.00
WA908       1010   9     47.00
WA908       1010  10     39.00
WA908       1010  11     37.00
WA908       1010  12     40.00
WA908       1010  13     49.00
WA908       1010  14     37.00
WA908       1010  15     36.00
WA908       1010  16     36.00
WA908       1010  17     36.00
WA908       1010  18     42.00
WA908       1010  19     45.00
WA908       1010  20     52.00
WA908       1010  21     44.00
WA908       1010  22     40.00
WA908       1010  23     39.00
WA908       1010  24     35.00
WA908       1010  25     34.00
WA908       1010  26     34.00
WA908       1010  27     35.00
WA908       1010  28     39.00
WA908       1010  29     36.00
WA908       1010  30     36.00
WA908       1010  31     37.00
WA908       1110   1     39.00
WA908       1110   2     42.00
WA908       1110   3     45.00
WA908       1110   4     47.00
WA908       1110   5     45.00
WA908       1110   6     42.00
WA908       1110   7     34.00
WA908       1110   8     33.00
WA908       1110   9     32.00
WA908       1110  10     31.00
WA908       1110  11     33.00
WA908       1110  12     33.00
WA908       1110  13     34.00
WA908       1110  14     39.00
WA908       1110  15     35.00
WA908       1110  16     34.00
WA908       1110  17     32.00
WA908       1110  18     30.00
WA908       1110  19     31.00
WA908       1110  20     28.00
WA908       1110  21     22.00
WA908       1110  22     14.00
WA908       1110  23      5.00
WA908       1110  24      5.00
WA908       1110  25     22.00
WA908       1110  26     33.00
WA908       1110  27     29.00
WA908       1110  28     28.00
WA908       1110  29     27.00
WA908       1110  30     33.00
WA908       1210   1     32.00
WA908       1210   2     30.00
WA908       1210   3     28.00
WA908       1210   4     26.00
WA908       1210   5     31.00
WA908       1210   6     35.00
WA908       1210   7     37.00
WA908       1210   8     34.00
WA908       1210   9     33.00
WA908       1210  10     34.00
WA908       1210  11     32.00
WA908       1210  12     41.00
WA908       1210  13     37.00
WA908       1210  14     31.00
WA908       1210  15     30.00
WA908       1210  16     29.00
WA908       1210  17     26.00
WA908       1210  18     28.00
WA908       1210  19     26.00
WA908       1210  20     28.00
WA908       1210  21     31.00
