$ Get data for 681:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:29:38 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA681           Park Creek Ridge
WA681       0208   8     27.00
WA681       0208   9     31.00
WA681       0208  10     28.00
WA681       0208  11     28.00
WA681       0208  12     26.00
WA681       0208  13     24.00
WA681       0208  14     23.00
WA681       0208  15     29.00
WA681       0208  16     26.00
WA681       0208  17     29.00
WA681       0208  18     28.00
WA681       0208  19     26.00
WA681       0208  20     30.00
WA681       0208  21     28.00
WA681       0208  22     29.00
WA681       0208  23     27.00
WA681       0208  24     27.00
WA681       0208  25     30.00
WA681       0208  26     31.00
WA681       0208  27     30.00
WA681       0208  28     34.00
WA681       0208  29     30.00
WA681       0308   1     27.00
WA681       0308   2     23.00
WA681       0308   3     26.00
WA681       0308   4     27.00
WA681       0308   5     26.00
WA681       0308   6     33.00
WA681       0308   7     33.00
WA681       0308   8     30.00
WA681       0308   9     30.00
WA681       0308  10     33.00
WA681       0308  11     27.00
WA681       0308  12     24.00
WA681       0308  13     29.00
WA681       0308  14     28.00
WA681       0308  15     27.00
WA681       0308  16     26.00
WA681       0308  17     27.00
WA681       0308  18     26.00
WA681       0308  19     25.00
WA681       0308  20     25.00
WA681       0308  21     22.00
WA681       0308  22     22.00
WA681       0308  23     20.00
WA681       0308  24     19.00
WA681       0308  25     19.00
WA681       0308  26     23.00
WA681       0308  27     19.00
WA681       0308  28     18.00
WA681       0308  29     22.00
WA681       0308  30     20.00
WA681       0308  31     19.00
WA681       0408   1     17.00
WA681       0408   2     22.00
WA681       0408   3     29.00
WA681       0408   4     28.00
WA681       0408   5     27.00
WA681       0408   6     28.00
WA681       0408   7     28.00
WA681       0408   8     26.00
WA681       0408   9     25.00
WA681       0408  10     27.00
WA681       0408  11     30.00
WA681       0408  12     40.00
WA681       0408  13     38.00
WA681       0408  14     27.00
WA681       0408  15     24.00
WA681       0408  16     28.00
WA681       0408  17     31.00
WA681       0408  18     21.00
WA681       0408  19     20.00
WA681       0408  20     19.00
WA681       0408  21     19.00
WA681       0408  22     22.00
WA681       0408  23     29.00
WA681       0408  24     28.00
WA681       0408  25     24.00
WA681       0408  26     29.00
WA681       0408  27     39.00
WA681       0408  28     34.00
WA681       0408  29     27.00
WA681       0408  30     26.00
WA681       0508   1     26.00
WA681       0508   2     33.00
WA681       0508   3     39.00
WA681       0508   4     39.00
WA681       0508   5     39.00
WA681       0508   6     37.00
WA681       0508   7     31.00
WA681       0508   8     32.00
WA681       0508   9     31.00
WA681       0508  10     36.00
WA681       0508  11     31.00
WA681       0508  12     31.00
WA681       0508  13     39.00
WA681       0508  14     40.00
WA681       0508  15     46.00
WA681       0508  16     54.00
WA681       0508  17     55.00
WA681       0508  18     49.00
WA681       0508  19     48.00
WA681       0508  20     35.00
WA681       0508  21     34.00
WA681       0508  22     36.00
WA681       0508  23     42.00
WA681       0508  24     43.00
WA681       0508  25     45.00
WA681       0508  26     46.00
WA681       0508  27     46.00
WA681       0508  28     45.00
WA681       0508  29     40.00
WA681       0508  30     38.00
WA681       0508  31     47.00
WA681       0608   1     39.00
WA681       0608   2     38.00
WA681       0608   3     36.00
WA681       0608   4     36.00
WA681       0608   5     35.00
WA681       0608   6     34.00
WA681       0608   7     36.00
WA681       0608   8     37.00
WA681       0608   9     30.00
WA681       0608  10     30.00
WA681       0608  11     38.00
WA681       0608  12     38.00
WA681       0608  13     39.00
WA681       0608  14     38.00
WA681       0608  15     42.00
WA681       0608  16     45.00
WA681       0608  17     40.00
WA681       0608  18     39.00
WA681       0608  19     42.00
WA681       0608  20     47.00
WA681       0608  21     50.00
WA681       0608  22     43.00
WA681       0608  23     41.00
WA681       0608  24     42.00
WA681       0608  25     43.00
WA681       0608  26     44.00
WA681       0608  27     44.00
WA681       0608  28     57.00
WA681       0608  29     63.00
WA681       0608  30     64.00
WA681       0708   1     61.00
WA681       0708   2     56.00
WA681       0708   3     53.00
WA681       0708   4     49.00
WA681       0708   5     47.00
WA681       0708   6     46.00
WA681       0708   7     47.00
WA681       0708   8     51.00
WA681       0708   9     54.00
WA681       0708  10     45.00
WA681       0708  11     44.00
WA681       0708  12     53.00
WA681       0708  13     56.00
WA681       0708  14     52.00
WA681       0708  15     52.00
WA681       0708  16     53.00
WA681       0708  17     49.00
WA681       0708  18     47.00
WA681       0708  19     47.00
WA681       0708  20     54.00
WA681       0708  21     55.00
WA681       0708  22     48.00
WA681       0708  23     48.00
WA681       0708  24     47.00
WA681       0708  25     55.00
WA681       0708  26     51.00
WA681       0708  27     48.00
WA681       0708  28     45.00
WA681       0708  29     46.00
WA681       0708  30     40.00
WA681       0708  31     45.00
WA681       0808   1     46.00
WA681       0808   2     46.00
WA681       0808   3     45.00
WA681       0808   4     54.00
WA681       0808   5     58.00
WA681       0808   6     63.00
WA681       0808   7     62.00
WA681       0808   8     55.00
WA681       0808   9     44.00
WA681       0808  10     43.00
WA681       0808  11     45.00
WA681       0808  12     53.00
WA681       0808  13     52.00
WA681       0808  14     60.00
WA681       0808  15     65.00
WA681       0808  16     67.00
WA681       0808  17     66.00
WA681       0808  18     54.00
WA681       0808  19     48.00
WA681       0808  20     45.00
WA681       0808  21     38.00
WA681       0808  22     42.00
WA681       0808  23     50.00
WA681       0808  24     48.00
WA681       0808  25     41.00
WA681       0808  26     40.00
WA681       0808  27     41.00
WA681       0808  28     44.00
WA681       0808  29     45.00
WA681       0808  30     39.00
WA681       0808  31     39.00
WA681       0908   1     39.00
WA681       0908   2     39.00
WA681       0908   3     44.00
WA681       0908   4     45.00
WA681       0908   5     47.00
WA681       0908   6     49.00
WA681       0908   7     48.00
WA681       0908   8     49.00
WA681       0908   9     49.00
WA681       0908  10     46.00
WA681       0908  11     53.00
WA681       0908  12     51.00
WA681       0908  13     46.00
WA681       0908  14     51.00
WA681       0908  15     55.00
WA681       0908  16     58.00
WA681       0908  17     60.00
WA681       0908  18     60.00
WA681       0908  19     59.00
WA681       0908  20     42.00
WA681       0908  21     41.00
WA681       0908  22     35.00
WA681       0908  23     33.00
WA681       0908  24     40.00
WA681       0908  25     42.00
WA681       0908  26     41.00
WA681       0908  27     46.00
WA681       0908  28     47.00
WA681       0908  29     50.00
WA681       0908  30     54.00
WA681       1008   1     57.00
WA681       1008   2     48.00
WA681       1008   3     46.00
WA681       1008   4     37.00
WA681       1008   5     35.00
WA681       1008   6     36.00
WA681       1008   7     32.00
WA681       1008   8     32.00
WA681       1008   9     30.00
WA681       1008  10     30.00
WA681       1008  11     30.00
WA681       1008  12     37.00
WA681       1008  13     36.00
WA681       1008  14     34.00
WA681       1008  15     32.00
WA681       1008  16     33.00
WA681       1008  17     42.00
WA681       1008  18     36.00
WA681       1008  19     35.00
WA681       1008  20     31.00
WA681       1008  21     30.00
WA681       1008  22     34.00
WA681       1008  23     37.00
WA681       1008  24     34.00
WA681       1008  25     36.00
WA681       1008  26     34.00
WA681       1008  27     38.00
WA681       1008  28     43.00
WA681       1008  29     39.00
WA681       1008  30     41.00
WA681       1008  31     40.00
WA681       1108   1     38.00
WA681       1108   2     35.00
WA681       1108   3     33.00
WA681       1108   4     28.00
WA681       1108   5     27.00
WA681       1108   6     29.00
WA681       1108   7     33.00
WA681       1108   8     33.00
WA681       1108   9     35.00
WA681       1108  10     33.00
WA681       1108  11     31.00
WA681       1108  12     34.00
WA681       1108  13     27.00
WA681       1108  14     27.00
WA681       1108  15     39.00
WA681       1108  16     45.00
WA681       1108  17     40.00
WA681       1108  18     35.00
WA681       1108  19     32.00
WA681       1108  20     29.00
WA681       1108  21     27.00
WA681       1108  22     27.00
WA681       1108  23     24.00
WA681       1108  24     24.00
WA681       1108  25     26.00
WA681       1108  26     27.00
WA681       1108  27     25.00
WA681       1108  28     33.00
WA681       1108  29     38.00
WA681       1108  30     40.00
WA681       1208   1     36.00
WA681       1208   2     29.00
WA681       1208   3     28.00
WA681       1208   4     25.00
WA681       1208   5     35.00
WA681       1208   6     34.00
WA681       1208   7     30.00
WA681       1208   8     28.00
WA681       1208   9     29.00
WA681       1208  10     35.00
WA681       1208  11     31.00
WA681       1208  12     21.00
WA681       1208  13     15.00
WA681       1208  14      3.00
WA681       1208  15      0.00
WA681       1208  16      4.00
WA681       1208  17      2.00
WA681       1208  18      4.00
WA681       1208  19     -1.00
WA681       1208  20     -4.00
WA681       1208  21      0.00
WA681       1208  22      8.00
WA681       1208  23     10.00
WA681       1208  24      7.00
WA681       1208  25      9.00
WA681       1208  26     14.00
WA681       1208  27     13.00
WA681       1208  28     23.00
WA681       1208  29     22.00
WA681       1208  30     21.00
WA681       1208  31     21.00
WA681       0109   1     21.00
WA681       0109   2     13.00
WA681       0109   3     14.00
WA681       0109   4     10.00
WA681       0109   5     11.00
WA681       0109   6     30.00
WA681       0109   7     33.00
WA681       0109   8     26.00
WA681       0109   9     23.00
WA681       0109  10     29.00
WA681       0109  11     33.00
WA681       0109  12     35.00
WA681       0109  13     37.00
WA681       0109  14     36.00
WA681       0109  15     33.00
WA681       0109  16     32.00
WA681       0109  17     31.00
WA681       0109  18     29.00
WA681       0109  19     30.00
WA681       0109  20     27.00
WA681       0109  21     20.00
WA681       0109  22     26.00
WA681       0109  23     15.00
WA681       0109  24     13.00
WA681       0109  25     10.00
WA681       0109  26      9.00
WA681       0109  27     13.00
WA681       0109  28     26.00
WA681       0109  29     28.00
WA681       0109  30     26.00
WA681       0109  31     23.00
WA681       0209   1     22.00
WA681       0209   2     31.00
WA681       0209   3     29.00
WA681       0209   4     32.00
WA681       0209   5     31.00
WA681       0209   6     28.00
WA681       0209   7     25.00
WA681       0209   8     21.00
WA681       0209   9     19.00
WA681       0209  10     18.00
WA681       0209  11     17.00
WA681       0209  12     18.00
WA681       0209  13     18.00
WA681       0209  14     22.00
WA681       0209  15     21.00
WA681       0209  16     24.00
WA681       0209  17     27.00
WA681       0209  18     28.00
WA681       0209  19     27.00
WA681       0209  20     27.00
WA681       0209  21     23.00
WA681       0209  22     28.00
WA681       0209  23     28.00
WA681       0209  24     29.00
WA681       0209  25     23.00
WA681       0209  26     13.00
WA681       0209  27     15.00
WA681       0209  28     19.00
WA681       0309   1     24.00
WA681       0309   2     29.00
WA681       0309   3     30.00
WA681       0309   4     28.00
WA681       0309   5     11.00
WA681       0309   6     11.00
WA681       0309   7     18.00
WA681       0309   8     16.00
WA681       0309   9     11.00
WA681       0309  10      0.00
WA681       0309  11      7.00
WA681       0309  12     15.00
WA681       0309  13     22.00
WA681       0309  14     25.00
WA681       0309  15     22.00
WA681       0309  16     23.00
WA681       0309  17     23.00
WA681       0309  18     23.00
WA681       0309  19     30.00
WA681       0309  20     28.00
WA681       0309  21     26.00
WA681       0309  22     28.00
WA681       0309  23     25.00
WA681       0309  24     26.00
WA681       0309  25     26.00
WA681       0309  26     25.00
WA681       0309  27     29.00
WA681       0309  28     23.00
WA681       0309  29     23.00
WA681       0309  30     24.00
WA681       0309  31     24.00
WA681       0409   1     24.00
WA681       0409   2     26.00
WA681       0409   3     25.00
WA681       0409   4     25.00
WA681       0409   5     30.00
WA681       0409   6     36.00
WA681       0409   7     41.00
WA681       0409   8     34.00
WA681       0409   9     32.00
WA681       0409  10     36.00
WA681       0409  11     33.00
WA681       0409  12     30.00
WA681       0409  13     26.00
WA681       0409  14     25.00
WA681       0409  15     29.00
WA681       0409  16     32.00
WA681       0409  17     31.00
WA681       0409  18     29.00
WA681       0409  19     38.00
WA681       0409  20     44.00
WA681       0409  21     44.00
WA681       0409  22     28.00
WA681       0409  23     27.00
WA681       0409  24     27.00
WA681       0409  25     31.00
WA681       0409  26     32.00
WA681       0409  27     34.00
WA681       0409  28     31.00
WA681       0409  29     31.00
WA681       0409  30     33.00
WA681       0509   1     36.00
WA681       0509   2     36.00
WA681       0509   3     33.00
WA681       0509   4     34.00
WA681       0509   5     32.00
WA681       0509   6     31.00
WA681       0509   7     29.00
WA681       0509   8     31.00
WA681       0509   9     36.00
WA681       0509  10     37.00
WA681       0509  11     32.00
WA681       0509  12     29.00
WA681       0509  13     31.00
WA681       0509  14     31.00
WA681       0509  15     33.00
WA681       0509  16     42.00
WA681       0509  17     51.00
WA681       0509  18     39.00
WA681       0509  19     33.00
WA681       0509  20     33.00
WA681       0509  21     35.00
WA681       0509  22     43.00
WA681       0509  23     45.00
WA681       0509  24     45.00
WA681       0509  25     44.00
WA681       0509  26     42.00
WA681       0509  27     40.00
WA681       0509  28     46.00
WA681       0509  29     53.00
WA681       0509  30     54.00
WA681       0509  31     53.00
WA681       0609   1     51.00
WA681       0609   2     51.00
WA681       0609   3     52.00
WA681       0609   4     56.00
WA681       0609   5     52.00
WA681       0609   6     46.00
WA681       0609   7     44.00
WA681       0609   8     45.00
WA681       0609   9     45.00
WA681       0609  10     47.00
WA681       0609  11     49.00
WA681       0609  12     49.00
WA681       0609  13     51.00
WA681       0609  14     48.00
WA681       0609  15     48.00
WA681       0609  16     47.00
WA681       0609  17     46.00
WA681       0609  18     45.00
WA681       0609  19     45.00
WA681       0609  20     41.00
WA681       0609  21     38.00
WA681       0609  22     37.00
WA681       0609  23     38.00
WA681       0609  24     46.00
WA681       0609  25     42.00
WA681       0609  26     41.00
WA681       0609  27     44.00
WA681       0609  28     45.00
WA681       0609  29     43.00
WA681       0609  30     43.00
WA681       0709   1     47.00
WA681       0709   2     54.00
WA681       0709   3     59.00
WA681       0709   4     59.00
WA681       0709   5     57.00
WA681       0709   6     44.00
WA681       0709   7     43.00
WA681       0709   8     44.00
WA681       0709   9     43.00
WA681       0709  10     49.00
WA681       0709  11     57.00
WA681       0709  12     51.00
WA681       0709  13     45.00
WA681       0709  14     44.00
WA681       0709  15     52.00
WA681       0709  16     56.00
WA681       0709  17     59.00
WA681       0709  18     51.00
WA681       0709  19     49.00
WA681       0709  20     54.00
WA681       0709  21     60.00
WA681       0709  22     60.00
WA681       0709  23     54.00
WA681       0709  24     54.00
WA681       0709  25     53.00
WA681       0709  26     57.00
WA681       0709  27     63.00
WA681       0709  28     67.00
WA681       0709  29     57.00
WA681       0709  30     55.00
WA681       0709  31     65.00
WA681       0809   1     63.00
WA681       0809   2     62.00
WA681       0809   3     60.00
WA681       0809   4     58.00
WA681       0809   5     57.00
WA681       0809   6     52.00
WA681       0809   7     49.00
WA681       0809   8     48.00
WA681       0809   9     51.00
WA681       0809  10     50.00
WA681       0809  11     47.00
WA681       0809  12     48.00
WA681       0809  13     44.00
WA681       0809  14     41.00
WA681       0809  15     44.00
WA681       0809  16     45.00
WA681       0809  17     53.00
WA681       0809  18   -999.00
WA681       0809  19     61.00
WA681       0809  20     60.00
WA681       0809  21     50.00
WA681       0809  22     46.00
WA681       0809  23     44.00
WA681       0809  24     46.00
WA681       0809  25     46.00
WA681       0809  26     46.00
WA681       0809  27     56.00
WA681       0809  28     53.00
WA681       0809  29     52.00
WA681       0809  30     57.00
WA681       0809  31     60.00
WA681       0909   1     57.00
WA681       0909   2     56.00
WA681       0909   3     45.00
WA681       0909   4     45.00
WA681       0909   5     45.00
WA681       0909   6     40.00
WA681       0909   7     39.00
WA681       0909   8     40.00
WA681       0909   9     46.00
WA681       0909  10     46.00
WA681       0909  11     53.00
WA681       0909  12     56.00
WA681       0909  13     57.00
WA681       0909  14     52.00
WA681       0909  15     50.00
WA681       0909  16     51.00
WA681       0909  17     44.00
WA681       0909  18     52.00
WA681       0909  19     40.00
WA681       0909  20     39.00
WA681       0909  21     44.00
WA681       0909  22     50.00
WA681       0909  23     57.00
WA681       0909  24     51.00
WA681       0909  25     51.00
WA681       0909  26     43.00
WA681       0909  27     42.00
WA681       0909  28     39.00
WA681       0909  29     32.00
WA681       0909  30     31.00
WA681       1009   1     35.00
WA681       1009   2     33.00
WA681       1009   3     33.00
WA681       1009   4     37.00
WA681       1009   5     36.00
WA681       1009   6     41.00
WA681       1009   7     40.00
WA681       1009   8     36.00
WA681       1009   9     32.00
WA681       1009  10     27.00
WA681       1009  11     23.00
WA681       1009  12     23.00
WA681       1009  13     22.00
WA681       1009  14     31.00
WA681       1009  15     36.00
WA681       1009  16     38.00
WA681       1009  17     40.00
WA681       1009  18     40.00
WA681       1009  19     40.00
WA681       1009  20     36.00
WA681       1009  21     36.00
WA681       1009  22     36.00
WA681       1009  23     35.00
WA681       1009  24     32.00
WA681       1009  25     31.00
WA681       1009  26     29.00
WA681       1009  27     27.00
WA681       1009  28     26.00
WA681       1009  29     26.00
WA681       1009  30     40.00
WA681       1009  31     31.00
WA681       1109   1     31.00
WA681       1109   2     30.00
WA681       1109   3     31.00
WA681       1109   4     31.00
WA681       1109   5     32.00
WA681       1109   6     30.00
WA681       1109   7     29.00
WA681       1109   8     28.00
WA681       1109   9     29.00
WA681       1109  10     28.00
WA681       1109  11     26.00
WA681       1109  12     24.00
WA681       1109  13     22.00
WA681       1109  14     21.00
WA681       1109  15     23.00
WA681       1109  16     25.00
WA681       1109  17     25.00
WA681       1109  18     24.00
WA681       1109  19     26.00
WA681       1109  20     27.00
WA681       1109  21     24.00
WA681       1109  22     25.00
WA681       1109  23     26.00
WA681       1109  24     29.00
WA681       1109  25     29.00
WA681       1109  26     32.00
WA681       1109  27     29.00
WA681       1109  28     30.00
WA681       1109  29     35.00
WA681       1109  30     31.00
WA681       1209   1     22.00
WA681       1209   2     18.00
WA681       1209   3     18.00
WA681       1209   4     23.00
WA681       1209   5     17.00
WA681       1209   6     12.00
WA681       1209   7      3.00
WA681       1209   8      4.00
WA681       1209   9      8.00
WA681       1209  10     10.00
WA681       1209  11     15.00
WA681       1209  12     10.00
WA681       1209  13     14.00
WA681       1209  14     13.00
WA681       1209  15     13.00
WA681       1209  16     22.00
WA681       1209  17     28.00
WA681       1209  18     27.00
WA681       1209  19   -999.00
WA681       1209  20     29.00
WA681       1209  21     25.00
WA681       1209  22     23.00
WA681       1209  23     19.00
WA681       1209  24     17.00
WA681       1209  25     13.00
WA681       1209  26     12.00
WA681       1209  27     19.00
WA681       1209  28     17.00
WA681       1209  29     14.00
WA681       1209  30     17.00
WA681       1209  31     20.00
WA681       0110   1     20.00
WA681       0110   2     29.00
WA681       0110   3     24.00
WA681       0110   4     27.00
WA681       0110   5     25.00
WA681       0110   6     18.00
WA681       0110   7     15.00
WA681       0110   8     16.00
WA681       0110   9     19.00
WA681       0110  10     20.00
WA681       0110  11     27.00
WA681       0110  12     31.00
WA681       0110  13     30.00
WA681       0110  14     29.00
WA681       0110  15     24.00
WA681       0110  16     21.00
WA681       0110  17     26.00
WA681       0110  18     29.00
WA681       0110  19     31.00
WA681       0110  20     31.00
WA681       0110  21     29.00
WA681       0110  22     28.00
WA681       0110  23     28.00
WA681       0110  24     22.00
WA681       0110  25     26.00
WA681       0110  26     24.00
WA681       0110  27     22.00
WA681       0110  28     27.00
WA681       0110  29     26.00
WA681       0110  30     29.00
WA681       0110  31     30.00
WA681       0210   1     27.00
WA681       0210   2     27.00
WA681       0210   3     26.00
WA681       0210   4     28.00
WA681       0210   5     30.00
WA681       0210   6     27.00
WA681       0210   7     27.00
WA681       0210   8     28.00
WA681       0210   9     25.00
WA681       0210  10     24.00
WA681       0210  11     28.00
WA681       0210  12     29.00
WA681       0210  13     30.00
WA681       0210  14     30.00
WA681       0210  15     29.00
WA681       0210  16     29.00
WA681       0210  17     26.00
WA681       0210  18     26.00
WA681       0210  19     25.00
WA681       0210  20     27.00
WA681       0210  21     26.00
WA681       0210  22     29.00
WA681       0210  23     26.00
WA681       0210  24     27.00
WA681       0210  25     31.00
WA681       0210  26     29.00
WA681       0210  27     31.00
WA681       0210  28     33.00
WA681       0310   1     34.00
WA681       0310   2     35.00
WA681       0310   3     31.00
WA681       0310   4     29.00
WA681       0310   5     28.00
WA681       0310   6     30.00
WA681       0310   7     31.00
WA681       0310   8     22.00
WA681       0310   9     18.00
WA681       0310  10     22.00
WA681       0310  11     24.00
WA681       0310  12     25.00
WA681       0310  13     24.00
WA681       0310  14     25.00
WA681       0310  15     31.00
WA681       0310  16     32.00
WA681       0310  17     26.00
WA681       0310  18     25.00
WA681       0310  19     27.00
WA681       0310  20     30.00
WA681       0310  21     31.00
WA681       0310  22     30.00
WA681       0310  23     30.00
WA681       0310  24     33.00
WA681       0310  25     32.00
WA681       0310  26     30.00
WA681       0310  27     30.00
WA681       0310  28     32.00
WA681       0310  29     25.00
WA681       0310  30     23.00
WA681       0310  31     25.00
WA681       0410   1     26.00
WA681       0410   2     25.00
WA681       0410   3     24.00
WA681       0410   4     24.00
WA681       0410   5     28.00
WA681       0410   6     28.00
WA681       0410   7     30.00
WA681       0410   8     23.00
WA681       0410   9     21.00
WA681       0410  10     19.00
WA681       0410  11     28.00
WA681       0410  12     34.00
WA681       0410  13     35.00
WA681       0410  14     33.00
WA681       0410  15     38.00
WA681       0410  16     41.00
WA681       0410  17     39.00
WA681       0410  18     38.00
WA681       0410  19     41.00
WA681       0410  20     41.00
WA681       0410  21     35.00
WA681       0410  22     31.00
WA681       0410  23     30.00
WA681       0410  24     27.00
WA681       0410  25     29.00
WA681       0410  26     35.00
WA681       0410  27     32.00
WA681       0410  28     32.00
WA681       0410  29     31.00
WA681       0410  30     33.00
WA681       0510   1     31.00
WA681       0510   2     32.00
WA681       0510   3     26.00
WA681       0510   4     26.00
WA681       0510   5     25.00
WA681       0510   6     30.00
WA681       0510   7     31.00
WA681       0510   8     32.00
WA681       0510   9     33.00
WA681       0510  10     39.00
WA681       0510  11     38.00
WA681       0510  12     38.00
WA681       0510  13     40.00
WA681       0510  14     44.00
WA681       0510  15     46.00
WA681       0510  16     46.00
WA681       0510  17     43.00
WA681       0510  18     38.00
WA681       0510  19     34.00
WA681       0510  20     31.00
WA681       0510  21     30.00
WA681       0510  22     32.00
WA681       0510  23     32.00
WA681       0510  24     34.00
WA681       0510  25     39.00
WA681       0510  26     40.00
WA681       0510  27     38.00
WA681       0510  28     37.00
WA681       0510  29     38.00
WA681       0510  30     38.00
WA681       0510  31     42.00
WA681       0610   1     41.00
WA681       0610   2     36.00
WA681       0610   3     33.00
WA681       0610   4     37.00
WA681       0610   5     36.00
WA681       0610   6     41.00
WA681       0610   7     39.00
WA681       0610   8     39.00
WA681       0610   9     41.00
WA681       0610  10     40.00
WA681       0610  11     40.00
WA681       0610  12     44.00
WA681       0610  13     43.00
WA681       0610  14     39.00
WA681       0610  15     33.00
WA681       0610  16     35.00
WA681       0610  17     39.00
WA681       0610  18     40.00
WA681       0610  19     45.00
WA681       0610  20     44.00
WA681       0610  21     42.00
WA681       0610  22     42.00
WA681       0610  23     52.00
WA681       0610  24     50.00
WA681       0610  25     48.00
WA681       0610  26     44.00
WA681       0610  27     47.00
WA681       0610  28     49.00
WA681       0610  29     40.00
WA681       0610  30     37.00
WA681       0710   1     42.00
WA681       0710   2     41.00
WA681       0710   3     41.00
WA681       0710   4     43.00
WA681       0710   5     42.00
WA681       0710   6     47.00
WA681       0710   7     54.00
WA681       0710   8     58.00
WA681       0710   9     62.00
WA681       0710  10     58.00
WA681       0710  11     53.00
WA681       0710  12     40.00
WA681       0710  13     40.00
WA681       0710  14     45.00
WA681       0710  15     53.00
WA681       0710  16     51.00
WA681       0710  17     49.00
WA681       0710  18     48.00
WA681       0710  19     48.00
WA681       0710  20     51.00
WA681       0710  21     55.00
WA681       0710  22     47.00
WA681       0710  23     46.00
WA681       0710  24     58.00
WA681       0710  25     59.00
WA681       0710  26     58.00
WA681       0710  27     62.00
WA681       0710  28     58.00
WA681       0710  29     58.00
WA681       0710  30     57.00
WA681       0710  31     49.00
WA681       0810   1     49.00
WA681       0810   2     53.00
WA681       0810   3     51.00
WA681       0810   4     51.00
WA681       0810   5     53.00
WA681       0810   6     54.00
WA681       0810   7     51.00
WA681       0810   8     50.00
WA681       0810   9     47.00
WA681       0810  10     47.00
WA681       0810  11     49.00
WA681       0810  12     52.00
WA681       0810  13     55.00
WA681       0810  14     56.00
WA681       0810  15     58.00
WA681       0810  16     62.00
WA681       0810  17     62.00
WA681       0810  18     54.00
WA681       0810  19     46.00
WA681       0810  20     42.00
WA681       0810  21     46.00
WA681       0810  22     42.00
WA681       0810  23     40.00
WA681       0810  24     49.00
WA681       0810  25     56.00
WA681       0810  26     39.00
WA681       0810  27     39.00
WA681       0810  28     38.00
WA681       0810  29     42.00
WA681       0810  30     41.00
WA681       0810  31     42.00
WA681       0910   1     42.00
WA681       0910   2     44.00
WA681       0910   3     50.00
WA681       0910   4     40.00
WA681       0910   5     39.00
WA681       0910   6     38.00
WA681       0910   7     41.00
WA681       0910   8     43.00
WA681       0910   9     43.00
WA681       0910  10     42.00
WA681       0910  11     42.00
WA681       0910  12     45.00
WA681       0910  13     48.00
WA681       0910  14     48.00
WA681       0910  15     49.00
WA681       0910  16     48.00
WA681       0910  17     47.00
WA681       0910  18     49.00
WA681       0910  19     44.00
WA681       0910  20     37.00
WA681       0910  21     38.00
WA681       0910  22     39.00
WA681       0910  23     37.00
WA681       0910  24     38.00
WA681       0910  25     43.00
WA681       0910  26     50.00
WA681       0910  27     52.00
WA681       0910  28     45.00
WA681       0910  29     45.00
WA681       0910  30     49.00
WA681       1010   1     52.00
WA681       1010   2     54.00
WA681       1010   3     45.00
WA681       1010   4     39.00
WA681       1010   5     38.00
WA681       1010   6     44.00
WA681       1010   7     45.00
WA681       1010   8     43.00
WA681       1010   9     42.00
WA681       1010  10     37.00
WA681       1010  11     34.00
WA681       1010  12     38.00
WA681       1010  13     37.00
WA681       1010  14     35.00
WA681       1010  15     33.00
WA681       1010  16     32.00
WA681       1010  17     35.00
WA681       1010  18     38.00
WA681       1010  19     43.00
WA681       1010  20     42.00
WA681       1010  21     43.00
WA681       1010  22     39.00
WA681       1010  23     38.00
WA681       1010  24     34.00
WA681       1010  25     31.00
WA681       1010  26     32.00
WA681       1010  27     33.00
WA681       1010  28     32.00
WA681       1010  29     33.00
WA681       1010  30     34.00
WA681       1010  31     33.00
WA681       1110   1     32.00
WA681       1110   2     36.00
WA681       1110   3     37.00
WA681       1110   4     39.00
WA681       1110   5     40.00
WA681       1110   6     38.00
WA681       1110   7     32.00
WA681       1110   8     29.00
WA681       1110   9     26.00
WA681       1110  10     26.00
WA681       1110  11     28.00
WA681       1110  12     30.00
WA681       1110  13     31.00
WA681       1110  14     38.00
WA681       1110  15     33.00
WA681       1110  16     31.00
WA681       1110  17     27.00
WA681       1110  18     23.00
WA681       1110  19     21.00
WA681       1110  20     21.00
WA681       1110  21     13.00
WA681       1110  22      1.00
WA681       1110  23     -4.00
WA681       1110  24      1.00
WA681       1110  25     10.00
WA681       1110  26     10.00
WA681       1110  27     16.00
WA681       1110  28     20.00
WA681       1110  29     18.00
WA681       1110  30     17.00
WA681       1210   1     23.00
WA681       1210   2     25.00
WA681       1210   3     21.00
WA681       1210   4     17.00
WA681       1210   5     18.00
WA681       1210   6     25.00
WA681       1210   7     25.00
WA681       1210   8     25.00
WA681       1210   9     25.00
WA681       1210  10     28.00
WA681       1210  11     24.00
WA681       1210  12     26.00
WA681       1210  13     29.00
WA681       1210  14     25.00
WA681       1210  15     21.00
WA681       1210  16     21.00
WA681       1210  17     21.00
WA681       1210  18     19.00
WA681       1210  19     17.00
WA681       1210  20     18.00
WA681       1210  21     21.00
WA681       1210  22     24.00
WA681       1210  23     23.00
WA681       1210  24     26.00
WA681       1210  25     27.00
WA681       1210  26     24.00
WA681       1210  27     23.00
WA681       1210  28     25.00
WA681       1210  29     15.00
WA681       1210  30      9.00
WA681       1210  31      6.00
WA681       0111   1      3.00
WA681       0111   2      8.00
WA681       0111   3     16.00
WA681       0111   4     16.00
WA681       0111   5     21.00
WA681       0111   6     35.00
