$ Get data for 681:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:29:38 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA681           Park Creek Ridge
WA681       0104   7      0.00
WA681       0104   8      8.00
WA681       0104   9     20.00
WA681       0104  10     27.00
WA681       0104  11     24.00
WA681       0104  12     23.00
WA681       0104  13     26.00
WA681       0104  14     27.00
WA681       0104  15     28.00
WA681       0104  16     23.00
WA681       0104  17     21.00
WA681       0104  18     24.00
WA681       0104  19     24.00
WA681       0104  20     23.00
WA681       0104  21     18.00
WA681       0104  22     20.00
WA681       0104  23     21.00
WA681       0104  24     20.00
WA681       0104  25   -999.00
WA681       0104  26     22.00
WA681       0104  27     28.00
WA681       0104  28     28.00
WA681       0104  29     31.00
WA681       0104  30     22.00
WA681       0104  31     19.00
WA681       0204   1     18.00
WA681       0204   2     19.00
WA681       0204   3     20.00
WA681       0204   4     20.00
WA681       0204   5     18.00
WA681       0204   6     18.00
WA681       0204   7     24.00
WA681       0204   8     24.00
WA681       0204   9     28.00
WA681       0204  10     26.00
WA681       0204  11     21.00
WA681       0204  12     18.00
WA681       0204  13     17.00
WA681       0204  14     20.00
WA681       0204  15     21.00
WA681       0204  16     22.00
WA681       0204  17     24.00
WA681       0204  18     25.00
WA681       0204  19     24.00
WA681       0204  20     22.00
WA681       0204  21     22.00
WA681       0204  22     21.00
WA681       0204  23     26.00
WA681       0204  24     25.00
WA681       0204  25     22.00
WA681       0204  26     24.00
WA681       0204  27     28.00
WA681       0204  28     26.00
WA681       0204  29     24.00
WA681       0304   1     26.00
WA681       0304   2     23.00
WA681       0304   3     24.00
WA681       0304   4     21.00
WA681       0304   5     21.00
WA681       0304   6     21.00
WA681       0304   7     25.00
WA681       0304   8     38.00
WA681       0304   9     28.00
WA681       0304  10     26.00
WA681       0304  11     31.00
WA681       0304  12     28.00
WA681       0304  13     27.00
WA681       0304  14     30.00
WA681       0304  15     29.00
WA681       0304  16     31.00
WA681       0304  17     32.00
WA681       0304  18     22.00
WA681       0304  19     20.00
WA681       0304  20     20.00
WA681       0304  21     31.00
WA681       0304  22     39.00
WA681       0304  23     31.00
WA681       0304  24     25.00
WA681       0304  25     23.00
WA681       0304  26     26.00
WA681       0304  27     28.00
WA681       0304  28     26.00
WA681       0304  29     31.00
WA681       0304  30     24.00
WA681       0304  31     19.00
WA681       0404   1     21.00
WA681       0404   2     28.00
WA681       0404   3     39.00
WA681       0404   4     35.00
WA681       0404   5     38.00
WA681       0404   6     38.00
WA681       0404   7     33.00
WA681       0404   8     31.00
WA681       0404   9     36.00
WA681       0404  10     38.00
WA681       0404  11     40.00
WA681       0404  12     38.00
WA681       0404  13     33.00
WA681       0404  14     29.00
WA681       0404  15     28.00
WA681       0404  16     29.00
WA681       0404  17     28.00
WA681       0404  18     30.00
WA681       0404  19     31.00
WA681       0404  20     29.00
WA681       0404  21     29.00
WA681       0404  22     33.00
WA681       0404  23     30.00
WA681       0404  24     30.00
WA681       0404  25     35.00
WA681       0404  26     42.00
WA681       0404  27     29.00
WA681       0404  28     33.00
WA681       0404  29     36.00
WA681       0404  30     42.00
WA681       0504   1     46.00
WA681       0504   2     41.00
WA681       0504   3     40.00
WA681       0504   4     34.00
WA681       0504   5     31.00
WA681       0504   6     31.00
WA681       0504   7     38.00
WA681       0504   8     35.00
WA681       0504   9     34.00
WA681       0504  10     35.00
WA681       0504  11     34.00
WA681       0504  12     35.00
WA681       0504  13     34.00
WA681       0504  14     36.00
WA681       0504  15     38.00
WA681       0504  16     38.00
WA681       0504  17     38.00
WA681       0504  18     40.00
WA681       0504  19     43.00
WA681       0504  20     43.00
WA681       0504  21     39.00
WA681       0504  22     37.00
WA681       0504  23     37.00
WA681       0504  24     38.00
WA681       0504  25     40.00
WA681       0504  26     39.00
WA681       0504  27     36.00
WA681       0504  28     34.00
WA681       0504  29     33.00
WA681       0504  30     35.00
WA681       0504  31     34.00
WA681       0604   1     34.00
WA681       0604   2     39.00
WA681       0604   3     47.00
WA681       0604   4     51.00
WA681       0604   5     39.00
WA681       0604   6     35.00
WA681       0604   7     39.00
WA681       0604   8     45.00
WA681       0604   9     41.00
WA681       0604  10     36.00
WA681       0604  11     35.00
WA681       0604  12     34.00
WA681       0604  13     35.00
WA681       0604  14     33.00
WA681       0604  15     33.00
WA681       0604  16     44.00
WA681       0604  17     51.00
WA681       0604  18     47.00
WA681       0604  19     49.00
WA681       0604  20     51.00
WA681       0604  21     57.00
WA681       0604  22     60.00
WA681       0604  23     62.00
WA681       0604  24     55.00
WA681       0604  25     57.00
WA681       0604  26     50.00
WA681       0604  27     46.00
WA681       0604  28     48.00
WA681       0604  29     53.00
WA681       0604  30     54.00
WA681       0704   1     51.00
WA681       0704   2     49.00
WA681       0704   3     47.00
WA681       0704   4     46.00
WA681       0704   5     51.00
WA681       0704   6     42.00
WA681       0704   7     37.00
WA681       0704   8     40.00
WA681       0704   9     44.00
WA681       0704  10     41.00
WA681       0704  11     41.00
WA681       0704  12     49.00
WA681       0704  13     57.00
WA681       0704  14     58.00
WA681       0704  15     57.00
WA681       0704  16     54.00
WA681       0704  17     61.00
WA681       0704  18     59.00
WA681       0704  19     53.00
WA681       0704  20     49.00
WA681       0704  21     47.00
WA681       0704  22     56.00
WA681       0704  23     60.00
WA681       0704  24     62.00
WA681       0704  25     55.00
WA681       0704  26     54.00
WA681       0704  27     56.00
WA681       0704  28     58.00
WA681       0704  29     59.00
WA681       0704  30     55.00
WA681       0704  31     53.00
WA681       0804   1     54.00
WA681       0804   2     54.00
WA681       0804   3     49.00
WA681       0804   4     51.00
WA681       0804   5     47.00
WA681       0804   6     42.00
WA681       0804   7     44.00
WA681       0804   8     48.00
WA681       0804   9     55.00
WA681       0804  10     59.00
WA681       0804  11     62.00
WA681       0804  12     64.00
WA681       0804  13     66.00
WA681       0804  14     68.00
WA681       0804  15     65.00
WA681       0804  16     63.00
WA681       0804  17     59.00
WA681       0804  18     58.00
WA681       0804  19     60.00
WA681       0804  20     56.00
WA681       0804  21     51.00
WA681       0804  22     44.00
WA681       0804  23     45.00
WA681       0804  24     43.00
WA681       0804  25     39.00
WA681       0804  26     42.00
WA681       0804  27     46.00
WA681       0804  28     47.00
WA681       0804  29     48.00
WA681       0804  30     52.00
WA681       0804  31     56.00
WA681       0904   1     36.00
WA681       0904   2     36.00
WA681       0904   3     42.00
WA681       0904   4     42.00
WA681       0904   5     42.00
WA681       0904   6     40.00
WA681       0904   7     46.00
WA681       0904   8     45.00
WA681       0904   9     43.00
WA681       0904  10     41.00
WA681       0904  11     41.00
WA681       0904  12     38.00
WA681       0904  13     38.00
WA681       0904  14     35.00
WA681       0904  15     33.00
WA681       0904  16     37.00
WA681       0904  17     36.00
WA681       0904  18     33.00
WA681       0904  19     35.00
WA681       0904  20     33.00
WA681       0904  21     35.00
WA681       0904  22     44.00
WA681       0904  23     45.00
WA681       0904  24     44.00
WA681       0904  25     48.00
WA681       0904  26     49.00
WA681       0904  27     51.00
WA681       0904  28     53.00
WA681       0904  29     47.00
WA681       0904  30     43.00
WA681       1004   1     40.00
WA681       1004   2     46.00
WA681       1004   3     47.00
WA681       1004   4     47.00
WA681       1004   5     47.00
WA681       1004   6     39.00
WA681       1004   7     38.00
WA681       1004   8     38.00
WA681       1004   9     32.00
WA681       1004  10     38.00
WA681       1004  11     41.00
WA681       1004  12     43.00
WA681       1004  13     46.00
WA681       1004  14     48.00
WA681       1004  15     42.00
WA681       1004  16     37.00
WA681       1004  17     33.00
WA681       1004  18     30.00
WA681       1004  19     33.00
WA681       1004  20     32.00
WA681       1004  21     31.00
WA681       1004  22     28.00
WA681       1004  23     26.00
WA681       1004  24     25.00
WA681       1004  25     24.00
WA681       1004  26     29.00
WA681       1004  27     34.00
WA681       1004  28     33.00
WA681       1004  29     30.00
WA681       1004  30     26.00
WA681       1004  31     22.00
WA681       1104   1     23.00
WA681       1104   2     27.00
WA681       1104   3     24.00
WA681       1104   4     27.00
WA681       1104   5     30.00
WA681       1104   6     37.00
WA681       1104   7     35.00
WA681       1104   8     37.00
WA681       1104   9     36.00
WA681       1104  10     35.00
WA681       1104  11     34.00
WA681       1104  12     28.00
WA681       1104  13     29.00
WA681       1104  14     28.00
WA681       1104  15     28.00
WA681       1104  16     26.00
WA681       1104  17     22.00
WA681       1104  18     25.00
WA681       1104  19     22.00
WA681       1104  20     24.00
WA681       1104  21     30.00
WA681       1104  22     32.00
WA681       1104  23     31.00
WA681       1104  24     34.00
WA681       1104  25     26.00
WA681       1104  26     24.00
WA681       1104  27     19.00
WA681       1104  28     19.00
WA681       1104  29     19.00
WA681       1104  30     20.00
WA681       1204   1     20.00
WA681       1204   2     24.00
WA681       1204   3     27.00
WA681       1204   4     22.00
WA681       1204   5     18.00
WA681       1204   6     18.00
WA681       1204   7     20.00
WA681       1204   8     22.00
WA681       1204   9     25.00
WA681       1204  10     26.00
WA681       1204  11     21.00
WA681       1204  12     19.00
WA681       1204  13     24.00
WA681       1204  14     24.00
WA681       1204  15     28.00
WA681       1204  16     25.00
WA681       1204  17     29.00
WA681       1204  18     28.00
WA681       1204  19     26.00
WA681       1204  20     23.00
WA681       1204  21     24.00
WA681       1204  22     22.00
WA681       1204  23     22.00
WA681       1204  24     34.00
WA681       1204  25     21.00
WA681       1204  26     21.00
WA681       1204  27     25.00
WA681       1204  28     23.00
WA681       1204  29     24.00
WA681       1204  30     22.00
WA681       1204  31     21.00
WA681       0105   1     20.00
WA681       0105   2     17.00
WA681       0105   3     12.00
WA681       0105   4     10.00
WA681       0105   5     12.00
WA681       0105   6      9.00
WA681       0105   7      9.00
WA681       0105   8     15.00
WA681       0105   9     13.00
WA681       0105  10     11.00
WA681       0105  11      6.00
WA681       0105  12     18.00
WA681       0105  13      4.00
WA681       0105  14      4.00
WA681       0105  15      2.00
WA681       0105  16      5.00
WA681       0105  17     10.00
WA681       0105  18     38.00
WA681       0105  19     42.00
WA681       0105  20     38.00
WA681       0105  21     33.00
WA681       0105  22     34.00
WA681       0105  23     37.00
WA681       0105  24     36.00
WA681       0105  25     32.00
WA681       0105  26     31.00
WA681       0105  27     27.00
WA681       0105  28     26.00
WA681       0105  29     29.00
WA681       0105  30     28.00
WA681       0105  31     28.00
WA681       0205   1     28.00
WA681       0205   2     31.00
WA681       0205   3     39.00
WA681       0205   4     24.00
WA681       0205   5     16.00
WA681       0205   6     14.00
WA681       0205   7     18.00
WA681       0205   8     20.00
WA681       0205   9     22.00
WA681       0205  10     21.00
WA681       0205  11     19.00
WA681       0205  12     24.00
WA681       0205  13     18.00
WA681       0205  14     14.00
WA681       0205  15     13.00
WA681       0205  16     14.00
WA681       0205  17     17.00
WA681       0205  18     20.00
WA681       0205  19     18.00
WA681       0205  20     15.00
WA681       0205  21     23.00
WA681       0205  22     27.00
WA681       0205  23     30.00
WA681       0205  24     31.00
WA681       0205  25     33.00
WA681       0205  26     31.00
WA681       0205  27     31.00
WA681       0205  28     30.00
WA681       0305   1     30.00
WA681       0305   2     30.00
WA681       0305   3     28.00
WA681       0305   4     30.00
WA681       0305   5     33.00
WA681       0305   6     34.00
WA681       0305   7     37.00
WA681       0305   8     36.00
WA681       0305   9     37.00
WA681       0305  10     36.00
WA681       0305  11     37.00
WA681       0305  12     34.00
WA681       0305  13     34.00
WA681       0305  14     34.00
WA681       0305  15     32.00
WA681       0305  16     25.00
WA681       0305  17     26.00
WA681       0305  18     25.00
WA681       0305  19     24.00
WA681       0305  20     25.00
WA681       0305  21     20.00
WA681       0305  22     19.00
WA681       0305  23     21.00
WA681       0305  24     22.00
WA681       0305  25     24.00
WA681       0305  26     26.00
WA681       0305  27     28.00
WA681       0305  28     25.00
WA681       0305  29     24.00
WA681       0305  30     23.00
WA681       0305  31     23.00
WA681       0405   1     22.00
WA681       0405   2     21.00
WA681       0405   3     27.00
WA681       0405   4     22.00
WA681       0405   5     22.00
WA681       0405   6     30.00
WA681       0405   7     27.00
WA681       0405   8     21.00
WA681       0405   9     25.00
WA681       0405  10     25.00
WA681       0405  11     23.00
WA681       0405  12     20.00
WA681       0405  13     19.00
WA681       0405  14     25.00
WA681       0405  15     25.00
WA681       0405  16     29.00
WA681       0405  17     28.00
WA681       0405  18     26.00
WA681       0405  19     32.00
WA681       0405  20     40.00
WA681       0405  21     42.00
WA681       0405  22     43.00
WA681       0405  23     40.00
WA681       0405  24     40.00
WA681       0405  25     46.00
WA681       0405  26     47.00
WA681       0405  27     39.00
WA681       0405  28     33.00
WA681       0405  29     33.00
WA681       0405  30     36.00
WA681       0505   1     36.00
WA681       0505   2     41.00
WA681       0505   3     40.00
WA681       0505   4     41.00
WA681       0505   5     41.00
WA681       0505   6     39.00
WA681       0505   7     36.00
WA681       0505   8     40.00
WA681       0505   9     38.00
WA681       0505  10     40.00
WA681       0505  11     41.00
WA681       0505  12     44.00
WA681       0505  13     44.00
WA681       0505  14     45.00
WA681       0505  15     39.00
WA681       0505  16     34.00
WA681       0505  17     33.00
WA681       0505  18     35.00
WA681       0505  19     34.00
WA681       0505  20     34.00
WA681       0505  21     31.00
WA681       0505  22     31.00
WA681       0505  23     32.00
WA681       0505  24     34.00
WA681       0505  25     40.00
WA681       0505  26     47.00
WA681       0505  27     50.00
WA681       0505  28     56.00
WA681       0505  29     53.00
WA681       0505  30     47.00
WA681       0505  31     38.00
WA681       0605   1     37.00
WA681       0605   2     40.00
WA681       0605   3     37.00
WA681       0605   4     36.00
WA681       0605   5     33.00
WA681       0605   6     31.00
WA681       0605   7     37.00
WA681       0605   8     37.00
WA681       0605   9     37.00
WA681       0605  10     42.00
WA681       0605  11     34.00
WA681       0605  12     33.00
WA681       0605  13     39.00
WA681       0605  14     35.00
WA681       0605  15     33.00
WA681       0605  16     45.00
WA681       0605  17     43.00
WA681       0605  18     41.00
WA681       0605  19     42.00
WA681       0605  20     49.00
WA681       0605  21     49.00
WA681       0605  22     42.00
WA681       0605  23     40.00
WA681       0605  24     47.00
WA681       0605  25     45.00
WA681       0605  26     45.00
WA681       0605  27     44.00
WA681       0605  28     45.00
WA681       0605  29     46.00
WA681       0605  30     48.00
WA681       0705   1     43.00
WA681       0705   2     42.00
WA681       0705   3     40.00
WA681       0705   4     50.00
WA681       0705   5     53.00
WA681       0705   6     43.00
WA681       0705   7     41.00
WA681       0705   8     43.00
WA681       0705   9     43.00
WA681       0705  10     41.00
WA681       0705  11     45.00
WA681       0705  12     48.00
WA681       0705  13     46.00
WA681       0705  14     45.00
WA681       0705  15     48.00
WA681       0705  16     46.00
WA681       0705  17     49.00
WA681       0705  18     57.00
WA681       0705  19     51.00
WA681       0705  20     49.00
WA681       0705  21     51.00
WA681       0705  22     50.00
WA681       0705  23     46.00
WA681       0705  24     46.00
WA681       0705  25     50.00
WA681       0705  26     53.00
WA681       0705  27     57.00
WA681       0705  28     57.00
WA681       0705  29     53.00
WA681       0705  30     54.00
WA681       0705  31     56.00
WA681       0805   1     46.00
WA681       0805   2     42.00
WA681       0805   3     51.00
WA681       0805   4     57.00
WA681       0805   5     59.00
WA681       0805   6     56.00
WA681       0805   7     54.00
WA681       0805   8     56.00
WA681       0805   9     56.00
WA681       0805  10     53.00
WA681       0805  11     51.00
WA681       0805  12     57.00
WA681       0805  13     49.00
WA681       0805  14     56.00
WA681       0805  15     58.00
WA681       0805  16     53.00
WA681       0805  17     47.00
WA681       0805  18     45.00
WA681       0805  19     50.00
WA681       0805  20     54.00
WA681       0805  21     55.00
WA681       0805  22     47.00
WA681       0805  23     45.00
WA681       0805  24     46.00
WA681       0805  25     50.00
WA681       0805  26     54.00
WA681       0805  27     52.00
WA681       0805  28     51.00
WA681       0805  29     41.00
WA681       0805  30     41.00
WA681       0805  31     43.00
WA681       0905   1     48.00
WA681       0905   2     45.00
WA681       0905   3     44.00
WA681       0905   4     39.00
WA681       0905   5     37.00
WA681       0905   6     44.00
WA681       0905   7     49.00
WA681       0905   8     48.00
WA681       0905   9     37.00
WA681       0905  10     36.00
WA681       0905  11     40.00
WA681       0905  12     43.00
WA681       0905  13     42.00
WA681       0905  14   -999.00
WA681       0905  15   -999.00
WA681       0905  16     43.00
WA681       0905  17     42.00
WA681       0905  18     42.00
WA681       0905  19     45.00
WA681       0905  20     41.00
WA681       0905  21     39.00
WA681       0905  22     38.00
WA681       0905  23     37.00
WA681       0905  24     42.00
WA681       0905  25     46.00
WA681       0905  26   -999.00
WA681       0905  27     45.00
WA681       0905  28     46.00
WA681       0905  29     45.00
WA681       0905  30     38.00
WA681       1005   1     36.00
WA681       1005   2     35.00
WA681       1005   3     34.00
WA681       1005   4     35.00
WA681       1005   5     38.00
WA681       1005   6     38.00
WA681       1005   7     35.00
WA681       1005   8     36.00
WA681       1005   9     37.00
WA681       1005  10     40.00
WA681       1005  11     37.00
WA681       1005  12     36.00
WA681       1005  13     40.00
WA681       1005  14     40.00
WA681       1005  15     41.00
WA681       1005  16     40.00
WA681       1005  17     46.00
WA681       1005  18     43.00
WA681       1005  19     42.00
WA681       1005  20     38.00
WA681       1005  21     41.00
WA681       1005  22     42.00
WA681       1005  23     43.00
WA681       1005  24     42.00
WA681       1005  25     37.00
WA681       1005  26     33.00
WA681       1005  27     31.00
WA681       1005  28     34.00
WA681       1005  29     33.00
WA681       1005  30     33.00
WA681       1005  31     31.00
WA681       1105   1     31.00
WA681       1105   2     31.00
WA681       1105   3     29.00
WA681       1105   4     28.00
WA681       1105   5     28.00
WA681       1105   6     28.00
WA681       1105   7     26.00
WA681       1105   8     27.00
WA681       1105   9     28.00
WA681       1105  10     30.00
WA681       1105  11     27.00
WA681       1105  12     26.00
WA681       1105  13     28.00
WA681       1105  14     24.00
WA681       1105  15     23.00
WA681       1105  16     36.00
WA681       1105  17     35.00
WA681       1105  18     40.00
WA681       1105  19     31.00
WA681       1105  20     35.00
WA681       1105  21     33.00
WA681       1105  22     32.00
WA681       1105  23     24.00
WA681       1105  24     23.00
WA681       1105  25     25.00
WA681       1105  26     21.00
WA681       1105  27     18.00
WA681       1105  28     16.00
WA681       1105  29     21.00
WA681       1105  30     21.00
WA681       1205   1     18.00
WA681       1205   2     19.00
WA681       1205   3     19.00
WA681       1205   4     19.00
WA681       1205   5     24.00
WA681       1205   6     19.00
WA681       1205   7     16.00
WA681       1205   8     15.00
WA681       1205   9     18.00
WA681       1205  10     28.00
WA681       1205  11     18.00
WA681       1205  12     21.00
WA681       1205  13     23.00
WA681       1205  14     17.00
WA681       1205  15     15.00
WA681       1205  16     16.00
WA681       1205  17     13.00
WA681       1205  18     11.00
WA681       1205  19     16.00
WA681       1205  20     22.00
WA681       1205  21     27.00
WA681       1205  22     28.00
WA681       1205  23     31.00
WA681       1205  24     32.00
WA681       1205  25     33.00
WA681       1205  26     32.00
WA681       1205  27     28.00
WA681       1205  28     27.00
WA681       1205  29     26.00
WA681       1205  30     27.00
WA681       1205  31     26.00
WA681       0106   1     28.00
WA681       0106   2     28.00
WA681       0106   3     24.00
WA681       0106   4     26.00
WA681       0106   5     28.00
WA681       0106   6     30.00
WA681       0106   7     29.00
WA681       0106   8     25.00
WA681       0106   9     27.00
WA681       0106  10     30.00
WA681       0106  11     29.00
WA681       0106  12     27.00
WA681       0106  13     27.00
WA681       0106  14     23.00
WA681       0106  15     22.00
WA681       0106  16     23.00
WA681       0106  17     24.00
WA681       0106  18     28.00
WA681       0106  19     26.00
WA681       0106  20     24.00
WA681       0106  21     24.00
WA681       0106  22     28.00
WA681       0106  23     33.00
WA681       0106  24     30.00
WA681       0106  25     28.00
WA681       0106  26     27.00
WA681       0106  27     26.00
WA681       0106  28     26.00
WA681       0106  29     26.00
WA681       0106  30     26.00
WA681       0106  31     26.00
WA681       0206   1     26.00
WA681       0206   2     29.00
WA681       0206   3     28.00
WA681       0206   4     27.00
WA681       0206   5     24.00
WA681       0206   6     24.00
WA681       0206   7     26.00
WA681       0206   8     26.00
WA681       0206   9     22.00
WA681       0206  10     20.00
WA681       0206  11     19.00
WA681       0206  12     26.00
WA681       0206  13     22.00
WA681       0206  14     16.00
WA681       0206  15     14.00
WA681       0206  16     13.00
WA681       0206  17      7.00
WA681       0206  18     10.00
WA681       0206  19     17.00
WA681       0206  20     21.00
WA681       0206  21     24.00
WA681       0206  22     27.00
WA681       0206  23     19.00
WA681       0206  24     15.00
WA681       0206  25     16.00
WA681       0206  26     20.00
WA681       0206  27     27.00
WA681       0206  28     23.00
WA681       0306   1     23.00
WA681       0306   2     26.00
WA681       0306   3     24.00
WA681       0306   4     27.00
WA681       0306   5     28.00
WA681       0306   6     28.00
WA681       0306   7     26.00
WA681       0306   8     21.00
WA681       0306   9     19.00
WA681       0306  10     17.00
WA681       0306  11     19.00
WA681       0306  12     20.00
WA681       0306  13     20.00
WA681       0306  14     24.00
WA681       0306  15     26.00
WA681       0306  16     27.00
WA681       0306  17     27.00
WA681       0306  18     23.00
WA681       0306  19     23.00
WA681       0306  20     31.00
WA681       0306  21     30.00
WA681       0306  22     31.00
WA681       0306  23     33.00
WA681       0306  24     32.00
WA681       0306  25     27.00
WA681       0306  26     24.00
WA681       0306  27     26.00
WA681       0306  28     31.00
WA681       0306  29     31.00
WA681       0306  30     33.00
WA681       0306  31     33.00
WA681       0406   1     29.00
WA681       0406   2     28.00
WA681       0406   3     33.00
WA681       0406   4     32.00
WA681       0406   5     36.00
WA681       0406   6     33.00
WA681       0406   7     32.00
WA681       0406   8     35.00
WA681       0406   9     33.00
WA681       0406  10     32.00
WA681       0406  11     33.00
WA681       0406  12     31.00
WA681       0406  13     31.00
WA681       0406  14     26.00
WA681       0406  15     25.00
WA681       0406  16     25.00
WA681       0406  17     27.00
WA681       0406  18     29.00
WA681       0406  19     33.00
WA681       0406  20     40.00
WA681       0406  21     28.00
WA681       0406  22     28.00
WA681       0406  23     35.00
WA681       0406  24     40.00
WA681       0406  25     40.00
WA681       0406  26     35.00
WA681       0406  27     36.00
WA681       0406  28     45.00
WA681       0406  29     30.00
WA681       0406  30     29.00
WA681       0506   1     29.00
WA681       0506   2     27.00
WA681       0506   3     36.00
WA681       0506   4     40.00
WA681       0506   5     42.00
WA681       0506   6     35.00
WA681       0506   7     30.00
WA681       0506   8     29.00
WA681       0506   9     29.00
WA681       0506  10     38.00
WA681       0506  11     35.00
WA681       0506  12     31.00
WA681       0506  13     31.00
WA681       0506  14     42.00
WA681       0506  15     51.00
WA681       0506  16     57.00
WA681       0506  17     58.00
WA681       0506  18     56.00
WA681       0506  19     50.00
WA681       0506  20     43.00
WA681       0506  21     43.00
WA681       0506  22     40.00
WA681       0506  23     40.00
WA681       0506  24     39.00
WA681       0506  25     38.00
WA681       0506  26     37.00
WA681       0506  27     38.00
WA681       0506  28     39.00
WA681       0506  29     39.00
WA681       0506  30     39.00
WA681       0506  31     47.00
WA681       0606   1     47.00
WA681       0606   2     42.00
WA681       0606   3     39.00
WA681       0606   4     42.00
WA681       0606   5     44.00
WA681       0606   6     45.00
WA681       0606   7     47.00
WA681       0606   8     42.00
WA681       0606   9     41.00
WA681       0606  10     43.00
WA681       0606  11     45.00
WA681       0606  12     45.00
WA681       0606  13     46.00
WA681       0606  14     42.00
WA681       0606  15     42.00
WA681       0606  16     42.00
WA681       0606  17     40.00
WA681       0606  18     41.00
WA681       0606  19     41.00
WA681       0606  20     40.00
WA681       0606  21     41.00
WA681       0606  22     42.00
WA681       0606  23     43.00
WA681       0606  24     52.00
WA681       0606  25     59.00
WA681       0606  26     64.00
WA681       0606  27     56.00
WA681       0606  28     52.00
WA681       0606  29     54.00
WA681       0606  30     57.00
WA681       0706   1     57.00
WA681       0706   2     57.00
WA681       0706   3     62.00
WA681       0706   4     56.00
WA681       0706   5     53.00
WA681       0706   6     45.00
WA681       0706   7     43.00
WA681       0706   8     55.00
WA681       0706   9     57.00
WA681       0706  10     52.00
WA681       0706  11     50.00
WA681       0706  12     48.00
WA681       0706  13     47.00
WA681       0706  14     49.00
WA681       0706  15     48.00
WA681       0706  16     49.00
WA681       0706  17     47.00
WA681       0706  18     44.00
WA681       0706  19     51.00
WA681       0706  20     54.00
WA681       0706  21     64.00
WA681       0706  22     71.00
WA681       0706  23     67.00
WA681       0706  24     61.00
WA681       0706  25     58.00
WA681       0706  26     57.00
WA681       0706  27     56.00
WA681       0706  28     50.00
WA681       0706  29     46.00
WA681       0706  30     41.00
WA681       0706  31     41.00
WA681       0806   1     47.00
WA681       0806   2     46.00
WA681       0806   3     49.00
WA681       0806   4     50.00
WA681       0806   5     51.00
WA681       0806   6     56.00
WA681       0806   7     59.00
WA681       0806   8     54.00
WA681       0806   9     52.00
WA681       0806  10     47.00
WA681       0806  11     46.00
WA681       0806  12     45.00
WA681       0806  13     52.00
WA681       0806  14     56.00
WA681       0806  15     53.00
WA681       0806  16     52.00
WA681       0806  17     53.00
WA681       0806  18     57.00
WA681       0806  19     59.00
WA681       0806  20     59.00
WA681       0806  21     62.00
WA681       0806  22     51.00
WA681       0806  23     48.00
WA681       0806  24     46.00
WA681       0806  25     52.00
WA681       0806  26     57.00
WA681       0806  27     58.00
WA681       0806  28     58.00
WA681       0806  29     40.00
WA681       0806  30     40.00
WA681       0806  31     40.00
WA681       0906   1     48.00
WA681       0906   2     52.00
WA681       0906   3     60.00
WA681       0906   4     65.00
WA681       0906   5     64.00
WA681       0906   6     59.00
WA681       0906   7     58.00
WA681       0906   8     52.00
WA681       0906   9     45.00
WA681       0906  10     44.00
WA681       0906  11     53.00
WA681       0906  12     51.00
WA681       0906  13     38.00
WA681       0906  14     36.00
WA681       0906  15     37.00
WA681       0906  16     39.00
WA681       0906  17     38.00
WA681       0906  18     42.00
WA681       0906  19     42.00
WA681       0906  20     40.00
WA681       0906  21     39.00
WA681       0906  22     40.00
WA681       0906  23     46.00
WA681       0906  24     48.00
WA681       0906  25     50.00
WA681       0906  26     56.00
WA681       0906  27     53.00
WA681       0906  28   -999.00
WA681       0906  29     54.00
WA681       0906  30     42.00
WA681       1006   1     39.00
WA681       1006   2     38.00
WA681       1006   3     43.00
WA681       1006   4     43.00
WA681       1006   5     47.00
WA681       1006   6     40.00
WA681       1006   7     36.00
WA681       1006   8     39.00
WA681       1006   9     38.00
WA681       1006  10     46.00
WA681       1006  11     50.00
WA681       1006  12     51.00
WA681       1006  13     49.00
WA681       1006  14     42.00
WA681       1006  15     38.00
WA681       1006  16     38.00
WA681       1006  17     37.00
WA681       1006  18     38.00
WA681       1006  19     39.00
WA681       1006  20     36.00
WA681       1006  21     39.00
WA681       1006  22     35.00
WA681       1006  23     41.00
WA681       1006  24     32.00
WA681       1006  25     32.00
WA681       1006  26     37.00
WA681       1006  27     40.00
WA681       1006  28     40.00
WA681       1006  29     21.00
WA681       1006  30     17.00
WA681       1006  31     21.00
WA681       1106   1     19.00
WA681       1106   2     23.00
WA681       1106   3     26.00
WA681       1106   4     34.00
WA681       1106   5     34.00
WA681       1106   6     36.00
WA681       1106   7     32.00
WA681       1106   8     29.00
WA681       1106   9     29.00
WA681       1106  10     28.00
WA681       1106  11     28.00
WA681       1106  12     28.00
WA681       1106  13     27.00
WA681       1106  14     25.00
WA681       1106  15     28.00
WA681       1106  16     25.00
WA681       1106  17     26.00
WA681       1106  18     27.00
WA681       1106  19     29.00
WA681       1106  20     29.00
WA681       1106  21     28.00
WA681       1106  22     27.00
WA681       1106  23     25.00
WA681       1106  24     23.00
WA681       1106  25     19.00
WA681       1106  26     20.00
WA681       1106  27      6.00
WA681       1106  28      0.00
WA681       1106  29      4.00
WA681       1106  30      4.00
WA681       1206   1     19.00
WA681       1206   2     16.00
WA681       1206   3     18.00
WA681       1206   4     19.00
WA681       1206   5     28.00
