$ Get data for 630:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:24:26 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA630           Miners Ridge
WA630       0104   7     17.00
WA630       0104   8     24.00
WA630       0104   9     27.00
WA630       0104  10     27.00
WA630       0104  11     27.00
WA630       0104  12     29.00
WA630       0104  13     30.00
WA630       0104  14     33.00
WA630       0104  15     22.00
WA630       0104  16     19.00
WA630       0104  17     23.00
WA630       0104  18     26.00
WA630       0104  19     24.00
WA630       0104  20     23.00
WA630       0104  21     26.00
WA630       0104  22     24.00
WA630       0104  23     25.00
WA630       0104  24     15.00
WA630       0104  25   -999.00
WA630       0104  26     17.00
WA630       0104  27     23.00
WA630       0104  28     24.00
WA630       0104  29     28.00
WA630       0104  30     16.00
WA630       0104  31     14.00
WA630       0204   1     15.00
WA630       0204   2     14.00
WA630       0204   3     16.00
WA630       0204   4     14.00
WA630       0204   5     17.00
WA630       0204   6     18.00
WA630       0204   7     18.00
WA630       0204   8     16.00
WA630       0204   9     19.00
WA630       0204  10     26.00
WA630       0204  11     22.00
WA630       0204  12     26.00
WA630       0204  13     25.00
WA630       0204  14     25.00
WA630       0204  15     22.00
WA630       0204  16     20.00
WA630       0204  17     21.00
WA630       0204  18     24.00
WA630       0204  19     18.00
WA630       0204  20     18.00
WA630       0204  21     20.00
WA630       0204  22     21.00
WA630       0204  23     25.00
WA630       0204  24     19.00
WA630       0204  25     18.00
WA630       0204  26     21.00
WA630       0204  27     23.00
WA630       0204  28     21.00
WA630       0204  29     18.00
WA630       0304   1     19.00
WA630       0304   2     16.00
WA630       0304   3     19.00
WA630       0304   4     15.00
WA630       0304   5     15.00
WA630       0304   6     15.00
WA630       0304   7     28.00
WA630       0304   8     35.00
WA630       0304   9     21.00
WA630       0304  10     19.00
WA630       0304  11     33.00
WA630       0304  12     21.00
WA630       0304  13     22.00
WA630       0304  14     25.00
WA630       0304  15     22.00
WA630       0304  16     25.00
WA630       0304  17     27.00
WA630       0304  18     17.00
WA630       0304  19     15.00
WA630       0304  20     18.00
WA630       0304  21     29.00
WA630       0304  22     36.00
WA630       0304  23     27.00
WA630       0304  24     20.00
WA630       0304  25     20.00
WA630       0304  26     21.00
WA630       0304  27     23.00
WA630       0304  28     20.00
WA630       0304  29     33.00
WA630       0304  30     18.00
WA630       0304  31     13.00
WA630       0404   1     17.00
WA630       0404   2     24.00
WA630       0404   3     36.00
WA630       0404   4     28.00
WA630       0404   5     29.00
WA630       0404   6     34.00
WA630       0404   7     27.00
WA630       0404   8     25.00
WA630       0404   9     30.00
WA630       0404  10     35.00
WA630       0404  11     40.00
WA630       0404  12     34.00
WA630       0404  13     28.00
WA630       0404  14     24.00
WA630       0404  15     22.00
WA630       0404  16     24.00
WA630       0404  17     22.00
WA630       0404  18     23.00
WA630       0404  19     24.00
WA630       0404  20     24.00
WA630       0404  21     24.00
WA630       0404  22     28.00
WA630       0404  23     22.00
WA630       0404  24     22.00
WA630       0404  25     36.00
WA630       0404  26     43.00
WA630       0404  27     23.00
WA630       0404  28     24.00
WA630       0404  29     33.00
WA630       0404  30     39.00
WA630       0504   1     42.00
WA630       0504   2     34.00
WA630       0504   3     33.00
WA630       0504   4     28.00
WA630       0504   5     26.00
WA630       0504   6     26.00
WA630       0504   7     32.00
WA630       0504   8     31.00
WA630       0504   9     28.00
WA630       0504  10     28.00
WA630       0504  11     28.00
WA630       0504  12     28.00
WA630       0504  13     28.00
WA630       0504  14     31.00
WA630       0504  15     33.00
WA630       0504  16     32.00
WA630       0504  17     35.00
WA630       0504  18     38.00
WA630       0504  19     37.00
WA630       0504  20     38.00
WA630       0504  21     33.00
WA630       0504  22     31.00
WA630       0504  23     32.00
WA630       0504  24     34.00
WA630       0504  25     35.00
WA630       0504  26     35.00
WA630       0504  27     31.00
WA630       0504  28     29.00
WA630       0504  29     28.00
WA630       0504  30     30.00
WA630       0504  31     28.00
WA630       0604   1     28.00
WA630       0604   2     32.00
WA630       0604   3     44.00
WA630       0604   4     43.00
WA630       0604   5     33.00
WA630       0604   6     31.00
WA630       0604   7     33.00
WA630       0604   8     40.00
WA630       0604   9     38.00
WA630       0604  10     31.00
WA630       0604  11     30.00
WA630       0604  12     29.00
WA630       0604  13     31.00
WA630       0604  14     29.00
WA630       0604  15     26.00
WA630       0604  16     39.00
WA630       0604  17     45.00
WA630       0604  18     42.00
WA630       0604  19     43.00
WA630       0604  20     44.00
WA630       0604  21     50.00
WA630       0604  22     55.00
WA630       0604  23     59.00
WA630       0604  24     51.00
WA630       0604  25     47.00
WA630       0604  26     42.00
WA630       0604  27     39.00
WA630       0604  28     40.00
WA630       0604  29     45.00
WA630       0604  30     44.00
WA630       0704   1     43.00
WA630       0704   2     43.00
WA630       0704   3     41.00
WA630       0704   4     40.00
WA630       0704   5     42.00
WA630       0704   6     36.00
WA630       0704   7     32.00
WA630       0704   8     34.00
WA630       0704   9     35.00
WA630       0704  10     35.00
WA630       0704  11     35.00
WA630       0704  12     47.00
WA630       0704  13     51.00
WA630       0704  14     53.00
WA630       0704  15     48.00
WA630       0704  16     45.00
WA630       0704  17     54.00
WA630       0704  18     50.00
WA630       0704  19     46.00
WA630       0704  20     42.00
WA630       0704  21     39.00
WA630       0704  22     50.00
WA630       0704  23     56.00
WA630       0704  24     57.00
WA630       0704  25     44.00
WA630       0704  26     42.00
WA630       0704  27     47.00
WA630       0704  28     51.00
WA630       0704  29     48.00
WA630       0704  30     47.00
WA630       0704  31     46.00
WA630       0804   1     47.00
WA630       0804   2     46.00
WA630       0804   3     44.00
WA630       0804   4     43.00
WA630       0804   5     39.00
WA630       0804   6     38.00
WA630       0804   7     39.00
WA630       0804   8     46.00
WA630       0804   9     51.00
WA630       0804  10     55.00
WA630       0804  11     59.00
WA630       0804  12     61.00
WA630       0804  13     63.00
WA630       0804  14     61.00
WA630       0804  15     56.00
WA630       0804  16     55.00
WA630       0804  17     50.00
WA630       0804  18     49.00
WA630       0804  19     51.00
WA630       0804  20     48.00
WA630       0804  21     47.00
WA630       0804  22     38.00
WA630       0804  23     38.00
WA630       0804  24     38.00
WA630       0804  25     37.00
WA630       0804  26     38.00
WA630       0804  27     41.00
WA630       0804  28     42.00
WA630       0804  29     44.00
WA630       0804  30     46.00
WA630       0804  31     50.00
WA630       0904   1     31.00
WA630       0904   2     31.00
WA630       0904   3     35.00
WA630       0904   4     37.00
WA630       0904   5     34.00
WA630       0904   6     35.00
WA630       0904   7     39.00
WA630       0904   8     40.00
WA630       0904   9     36.00
WA630       0904  10     35.00
WA630       0904  11     36.00
WA630       0904  12     32.00
WA630       0904  13     33.00
WA630       0904  14     32.00
WA630       0904  15     34.00
WA630       0904  16     33.00
WA630       0904  17     33.00
WA630       0904  18     30.00
WA630       0904  19     30.00
WA630       0904  20     30.00
WA630       0904  21     30.00
WA630       0904  22     38.00
WA630       0904  23     39.00
WA630       0904  24     44.00
WA630       0904  25     43.00
WA630       0904  26     42.00
WA630       0904  27     51.00
WA630       0904  28     45.00
WA630       0904  29     39.00
WA630       0904  30     39.00
WA630       1004   1     37.00
WA630       1004   2     44.00
WA630       1004   3     47.00
WA630       1004   4     46.00
WA630       1004   5     43.00
WA630       1004   6     33.00
WA630       1004   7     31.00
WA630       1004   8     33.00
WA630       1004   9     29.00
WA630       1004  10     32.00
WA630       1004  11     37.00
WA630       1004  12     37.00
WA630       1004  13     45.00
WA630       1004  14     43.00
WA630       1004  15     38.00
WA630       1004  16     34.00
WA630       1004  17     28.00
WA630       1004  18     24.00
WA630       1004  19     29.00
WA630       1004  20     29.00
WA630       1004  21     25.00
WA630       1004  22     23.00
WA630       1004  23     20.00
WA630       1004  24     20.00
WA630       1004  25     22.00
WA630       1004  26     24.00
WA630       1004  27     29.00
WA630       1004  28     28.00
WA630       1004  29     26.00
WA630       1004  30     21.00
WA630       1004  31     16.00
WA630       1104   1     20.00
WA630       1104   2     22.00
WA630       1104   3     17.00
WA630       1104   4     23.00
WA630       1104   5     34.00
WA630       1104   6     33.00
WA630       1104   7     38.00
WA630       1104   8     39.00
WA630       1104   9     36.00
WA630       1104  10     33.00
WA630       1104  11     33.00
WA630       1104  12     33.00
WA630       1104  13     29.00
WA630       1104  14     28.00
WA630       1104  15     23.00
WA630       1104  16     20.00
WA630       1104  17     17.00
WA630       1104  18     23.00
WA630       1104  19     13.00
WA630       1104  20     14.00
WA630       1104  21     28.00
WA630       1104  22     27.00
WA630       1104  23     27.00
WA630       1104  24     30.00
WA630       1104  25     20.00
WA630       1104  26     18.00
WA630       1104  27     10.00
WA630       1104  28     11.00
WA630       1104  29     15.00
WA630       1104  30     19.00
WA630       1204   1     15.00
WA630       1204   2     14.00
WA630       1204   3     25.00
WA630       1204   4     26.00
WA630       1204   5     13.00
WA630       1204   6     14.00
WA630       1204   7     17.00
WA630       1204   8     22.00
WA630       1204   9     20.00
WA630       1204  10     32.00
WA630       1204  11     17.00
WA630       1204  12     18.00
WA630       1204  13     26.00
WA630       1204  14     28.00
WA630       1204  15     23.00
WA630       1204  16     30.00
WA630       1204  17     32.00
WA630       1204  18     38.00
WA630       1204  19     20.00
WA630       1204  20     17.00
WA630       1204  21     19.00
WA630       1204  22     18.00
WA630       1204  23     25.00
WA630       1204  24     28.00
WA630       1204  25     25.00
WA630       1204  26     23.00
WA630       1204  27     25.00
WA630       1204  28     28.00
WA630       1204  29     22.00
WA630       1204  30     22.00
WA630       1204  31     18.00
WA630       0105   1     15.00
WA630       0105   2     11.00
WA630       0105   3      6.00
WA630       0105   4      5.00
WA630       0105   5     12.00
WA630       0105   6     11.00
WA630       0105   7     11.00
WA630       0105   8     11.00
WA630       0105   9      8.00
WA630       0105  10      8.00
WA630       0105  11     12.00
WA630       0105  12     13.00
WA630       0105  13      5.00
WA630       0105  14     -1.00
WA630       0105  15     13.00
WA630       0105  16     28.00
WA630       0105  17     33.00
WA630       0105  18     35.00
WA630       0105  19     38.00
WA630       0105  20     35.00
WA630       0105  21     33.00
WA630       0105  22     37.00
WA630       0105  23     38.00
WA630       0105  24     37.00
WA630       0105  25     36.00
WA630       0105  26     31.00
WA630       0105  27     24.00
WA630       0105  28     23.00
WA630       0105  29     26.00
WA630       0105  30     26.00
WA630       0105  31     21.00
WA630       0205   1     22.00
WA630       0205   2     27.00
WA630       0205   3     33.00
WA630       0205   4     18.00
WA630       0205   5     11.00
WA630       0205   6     13.00
WA630       0205   7     12.00
WA630       0205   8     18.00
WA630       0205   9     21.00
WA630       0205  10     26.00
WA630       0205  11     28.00
WA630       0205  12     19.00
WA630       0205  13     14.00
WA630       0205  14      8.00
WA630       0205  15     10.00
WA630       0205  16     14.00
WA630       0205  17     20.00
WA630       0205  18     19.00
WA630       0205  19     14.00
WA630       0205  20     12.00
WA630       0205  21     21.00
WA630       0205  22     27.00
WA630       0205  23     33.00
WA630       0205  24     33.00
WA630       0205  25     29.00
WA630       0205  26     29.00
WA630       0205  27     30.00
WA630       0205  28     28.00
WA630       0305   1     27.00
WA630       0305   2     24.00
WA630       0305   3     26.00
WA630       0305   4     27.00
WA630       0305   5     26.00
WA630       0305   6     28.00
WA630       0305   7     28.00
WA630       0305   8     28.00
WA630       0305   9     34.00
WA630       0305  10     35.00
WA630       0305  11     31.00
WA630       0305  12     25.00
WA630       0305  13     29.00
WA630       0305  14     28.00
WA630       0305  15     24.00
WA630       0305  16     20.00
WA630       0305  17     20.00
WA630       0305  18     18.00
WA630       0305  19     18.00
WA630       0305  20     20.00
WA630       0305  21     16.00
WA630       0305  22     16.00
WA630       0305  23     17.00
WA630       0305  24     18.00
WA630       0305  25     21.00
WA630       0305  26     24.00
WA630       0305  27     25.00
WA630       0305  28     19.00
WA630       0305  29     20.00
WA630       0305  30     17.00
WA630       0305  31     19.00
WA630       0405   1     18.00
WA630       0405   2     15.00
WA630       0405   3     22.00
WA630       0405   4     15.00
WA630       0405   5     18.00
WA630       0405   6     28.00
WA630       0405   7     21.00
WA630       0405   8     14.00
WA630       0405   9     19.00
WA630       0405  10     21.00
WA630       0405  11     18.00
WA630       0405  12     15.00
WA630       0405  13     13.00
WA630       0405  14     19.00
WA630       0405  15     21.00
WA630       0405  16     22.00
WA630       0405  17     22.00
WA630       0405  18     20.00
WA630       0405  19     25.00
WA630       0405  20     34.00
WA630       0405  21     37.00
WA630       0405  22     40.00
WA630       0405  23     36.00
WA630       0405  24     36.00
WA630       0405  25     41.00
WA630       0405  26     40.00
WA630       0405  27     34.00
WA630       0405  28     29.00
WA630       0405  29     29.00
WA630       0405  30     32.00
WA630       0505   1     33.00
WA630       0505   2     34.00
WA630       0505   3     34.00
WA630       0505   4     36.00
WA630       0505   5     37.00
WA630       0505   6     32.00
WA630       0505   7     30.00
WA630       0505   8     35.00
WA630       0505   9     34.00
WA630       0505  10     35.00
WA630       0505  11     35.00
WA630       0505  12     35.00
WA630       0505  13     35.00
WA630       0505  14     40.00
WA630       0505  15     33.00
WA630       0505  16     28.00
WA630       0505  17     27.00
WA630       0505  18     31.00
WA630       0505  19     29.00
WA630       0505  20     28.00
WA630       0505  21     27.00
WA630       0505  22     26.00
WA630       0505  23     26.00
WA630       0505  24     29.00
WA630       0505  25     36.00
WA630       0505  26     44.00
WA630       0505  27     49.00
WA630       0505  28     51.00
WA630       0505  29     45.00
WA630       0505  30     41.00
WA630       0505  31     31.00
WA630       0605   1     31.00
WA630       0605   2     33.00
WA630       0605   3     31.00
WA630       0605   4     28.00
WA630       0605   5     26.00
WA630       0605   6     26.00
WA630       0605   7     31.00
WA630       0605   8     31.00
WA630       0605   9     32.00
WA630       0605  10     36.00
WA630       0605  11     29.00
WA630       0605  12     27.00
WA630       0605  13     32.00
WA630       0605  14     30.00
WA630       0605  15     29.00
WA630       0605  16     40.00
WA630       0605  17     36.00
WA630       0605  18     35.00
WA630       0605  19     35.00
WA630       0605  20     46.00
WA630       0605  21     43.00
WA630       0605  22     35.00
WA630       0605  23     32.00
WA630       0605  24     39.00
WA630       0605  25     39.00
WA630       0605  26     40.00
WA630       0605  27     39.00
WA630       0605  28     40.00
WA630       0605  29     40.00
WA630       0605  30     42.00
WA630       0705   1     35.00
WA630       0705   2     35.00
WA630       0705   3     33.00
WA630       0705   4     42.00
WA630       0705   5     47.00
WA630       0705   6     35.00
WA630       0705   7     33.00
WA630       0705   8     38.00
WA630       0705   9     36.00
WA630       0705  10     36.00
WA630       0705  11     41.00
WA630       0705  12     41.00
WA630       0705  13     39.00
WA630       0705  14     38.00
WA630       0705  15     41.00
WA630       0705  16     41.00
WA630       0705  17     44.00
WA630       0705  18     50.00
WA630       0705  19     42.00
WA630       0705  20     39.00
WA630       0705  21     51.00
WA630       0705  22     45.00
WA630       0705  23     39.00
WA630       0705  24     37.00
WA630       0705  25     41.00
WA630       0705  26     48.00
WA630       0705  27     51.00
WA630       0705  28     45.00
WA630       0705  29     43.00
WA630       0705  30     46.00
WA630       0705  31     49.00
WA630       0805   1     38.00
WA630       0805   2     36.00
WA630       0805   3     46.00
WA630       0805   4     53.00
WA630       0805   5     52.00
WA630       0805   6     46.00
WA630       0805   7     45.00
WA630       0805   8     48.00
WA630       0805   9     45.00
WA630       0805  10     42.00
WA630       0805  11     42.00
WA630       0805  12     48.00
WA630       0805  13     45.00
WA630       0805  14     52.00
WA630       0805  15     50.00
WA630       0805  16     44.00
WA630       0805  17     41.00
WA630       0805  18     38.00
WA630       0805  19     47.00
WA630       0805  20     49.00
WA630       0805  21     47.00
WA630       0805  22     40.00
WA630       0805  23     36.00
WA630       0805  24     36.00
WA630       0805  25     44.00
WA630       0805  26     45.00
WA630       0805  27     44.00
WA630       0805  28     44.00
WA630       0805  29     35.00
WA630       0805  30     35.00
WA630       0805  31     38.00
WA630       0905   1     43.00
WA630       0905   2     40.00
WA630       0905   3     37.00
WA630       0905   4     34.00
WA630       0905   5     31.00
WA630       0905   6     41.00
WA630       0905   7     42.00
WA630       0905   8     40.00
WA630       0905   9     31.00
WA630       0905  10     32.00
WA630       0905  11     36.00
WA630       0905  12     35.00
WA630       0905  13     35.00
WA630       0905  14     39.00
WA630       0905  15     36.00
WA630       0905  16     35.00
WA630       0905  17     34.00
WA630       0905  18     32.00
WA630       0905  19     35.00
WA630       0905  20     31.00
WA630       0905  21     29.00
WA630       0905  22     28.00
WA630       0905  23     29.00
WA630       0905  24     33.00
WA630       0905  25     36.00
WA630       0905  26     40.00
WA630       0905  27     36.00
WA630       0905  28     37.00
WA630       0905  29     36.00
WA630       0905  30     29.00
WA630       1005   1     27.00
WA630       1005   2     26.00
WA630       1005   3     27.00
WA630       1005   4     26.00
WA630       1005   5     32.00
WA630       1005   6     33.00
WA630       1005   7     30.00
WA630       1005   8     28.00
WA630       1005   9     28.00
WA630       1005  10     34.00
WA630       1005  11     29.00
WA630       1005  12     30.00
WA630       1005  13     32.00
WA630       1005  14     36.00
WA630       1005  15     32.00
WA630       1005  16     33.00
WA630       1005  17     40.00
WA630       1005  18     38.00
WA630       1005  19     35.00
WA630       1005  20     30.00
WA630       1005  21     35.00
WA630       1005  22     40.00
WA630       1005  23     39.00
WA630       1005  24     35.00
WA630       1005  25     30.00
WA630       1005  26     24.00
WA630       1005  27     26.00
WA630       1005  28     28.00
WA630       1005  29     26.00
WA630       1005  30     25.00
WA630       1005  31     28.00
WA630       1105   1     24.00
WA630       1105   2     24.00
WA630       1105   3     22.00
WA630       1105   4     21.00
WA630       1105   5     20.00
WA630       1105   6     19.00
WA630       1105   7     17.00
WA630       1105   8     17.00
WA630       1105   9     24.00
WA630       1105  10     22.00
WA630       1105  11     19.00
WA630       1105  12     18.00
WA630       1105  13     19.00
WA630       1105  14     15.00
WA630       1105  15     19.00
WA630       1105  16     29.00
WA630       1105  17     33.00
WA630       1105  18     37.00
WA630       1105  19     42.00
WA630       1105  20     42.00
WA630       1105  21     44.00
WA630       1105  22     45.00
WA630       1105  23     41.00
WA630       1105  24     35.00
WA630       1105  25     19.00
WA630       1105  26      8.00
WA630       1105  27      8.00
WA630       1105  28     10.00
WA630       1105  29     13.00
WA630       1105  30     10.00
WA630       1205   1     10.00
WA630       1205   2     10.00
WA630       1205   3     11.00
WA630       1205   4      8.00
WA630       1205   5     19.00
WA630       1205   6     11.00
WA630       1205   7      9.00
WA630       1205   8     19.00
WA630       1205   9     27.00
WA630       1205  10     39.00
WA630       1205  11     39.00
WA630       1205  12     18.00
WA630       1205  13     15.00
WA630       1205  14     20.00
WA630       1205  15     24.00
WA630       1205  16     15.00
WA630       1205  17      8.00
WA630       1205  18      7.00
WA630       1205  19     11.00
WA630       1205  20     31.00
WA630       1205  21     31.00
WA630       1205  22     27.00
WA630       1205  23     27.00
WA630       1205  24     36.00
WA630       1205  25     28.00
WA630       1205  26     24.00
WA630       1205  27     22.00
WA630       1205  28     23.00
WA630       1205  29     21.00
WA630       1205  30     20.00
WA630       1205  31     24.00
WA630       0106   1     22.00
WA630       0106   2     22.00
WA630       0106   3     15.00
WA630       0106   4     19.00
WA630       0106   5     26.00
WA630       0106   6     30.00
WA630       0106   7     21.00
WA630       0106   8     18.00
WA630       0106   9     26.00
WA630       0106  10     26.00
WA630       0106  11     22.00
WA630       0106  12     19.00
WA630       0106  13     24.00
WA630       0106  14     14.00
WA630       0106  15     13.00
WA630       0106  16     16.00
WA630       0106  17     20.00
WA630       0106  18     20.00
WA630       0106  19     19.00
WA630       0106  20     18.00
WA630       0106  21     17.00
WA630       0106  22     19.00
WA630       0106  23     25.00
WA630       0106  24     29.00
WA630       0106  25     20.00
WA630       0106  26     19.00
WA630       0106  27     18.00
WA630       0106  28     19.00
WA630       0106  29     18.00
WA630       0106  30     21.00
WA630       0106  31     18.00
WA630       0206   1     22.00
WA630       0206   2     22.00
WA630       0206   3     19.00
WA630       0206   4     19.00
WA630       0206   5     17.00
WA630       0206   6     18.00
WA630       0206   7     32.00
WA630       0206   8     16.00
WA630       0206   9     16.00
WA630       0206  10     13.00
WA630       0206  11     18.00
WA630       0206  12     24.00
WA630       0206  13     13.00
WA630       0206  14      6.00
WA630       0206  15      4.00
WA630       0206  16      3.00
WA630       0206  17     -4.00
WA630       0206  18      1.00
WA630       0206  19     10.00
WA630       0206  20     12.00
WA630       0206  21     15.00
WA630       0206  22     19.00
WA630       0206  23      9.00
WA630       0206  24      2.00
WA630       0206  25      9.00
WA630       0206  26     25.00
WA630       0206  27     28.00
WA630       0206  28     14.00
WA630       0306   1     16.00
WA630       0306   2     19.00
WA630       0306   3     16.00
WA630       0306   4     20.00
WA630       0306   5     21.00
WA630       0306   6     21.00
WA630       0306   7     18.00
WA630       0306   8     12.00
WA630       0306   9     11.00
WA630       0306  10     10.00
WA630       0306  11     12.00
WA630       0306  12     10.00
WA630       0306  13     11.00
WA630       0306  14     17.00
WA630       0306  15     19.00
WA630       0306  16     21.00
WA630       0306  17     17.00
WA630       0306  18     13.00
WA630       0306  19     14.00
WA630       0306  20     22.00
WA630       0306  21     22.00
WA630       0306  22     25.00
WA630       0306  23     28.00
WA630       0306  24     21.00
WA630       0306  25     18.00
WA630       0306  26     17.00
WA630       0306  27     19.00
WA630       0306  28     25.00
WA630       0306  29     25.00
WA630       0306  30     22.00
WA630       0306  31     27.00
WA630       0406   1     20.00
WA630       0406   2     18.00
WA630       0406   3     28.00
WA630       0406   4     21.00
WA630       0406   5     29.00
WA630       0406   6     22.00
WA630       0406   7     22.00
WA630       0406   8     28.00
WA630       0406   9     24.00
WA630       0406  10     23.00
WA630       0406  11     24.00
WA630       0406  12     23.00
WA630       0406  13     22.00
WA630       0406  14     17.00
WA630       0406  15     15.00
WA630       0406  16     15.00
WA630       0406  17     16.00
WA630       0406  18     18.00
WA630       0406  19     26.00
WA630       0406  20     33.00
WA630       0406  21     16.00
WA630       0406  22     15.00
WA630       0406  23     28.00
WA630       0406  24     35.00
WA630       0406  25     32.00
WA630       0406  26     28.00
WA630       0406  27     28.00
WA630       0406  28     37.00
WA630       0406  29     20.00
WA630       0406  30     20.00
WA630       0506   1     15.00
WA630       0506   2     15.00
WA630       0506   3     27.00
WA630       0506   4     32.00
WA630       0506   5     31.00
WA630       0506   6     24.00
WA630       0506   7     23.00
WA630       0506   8     18.00
WA630       0506   9     18.00
WA630       0506  10     33.00
WA630       0506  11     27.00
WA630       0506  12     21.00
WA630       0506  13     24.00
WA630       0506  14     38.00
WA630       0506  15     47.00
WA630       0506  16     51.00
WA630       0506  17     51.00
WA630       0506  18     46.00
WA630       0506  19     41.00
WA630       0506  20     34.00
WA630       0506  21     37.00
WA630       0506  22     31.00
WA630       0506  23     31.00
WA630       0506  24     31.00
WA630       0506  25     30.00
WA630       0506  26     29.00
WA630       0506  27     29.00
WA630       0506  28     31.00
WA630       0506  29     30.00
WA630       0506  30     29.00
WA630       0506  31     42.00
WA630       0606   1     42.00
WA630       0606   2     34.00
WA630       0606   3     31.00
WA630       0606   4     37.00
WA630       0606   5     36.00
WA630       0606   6     34.00
WA630       0606   7     38.00
WA630       0606   8     34.00
WA630       0606   9     33.00
WA630       0606  10     35.00
WA630       0606  11     38.00
WA630       0606  12     40.00
WA630       0606  13     39.00
WA630       0606  14     35.00
WA630       0606  15     34.00
WA630       0606  16     34.00
WA630       0606  17     32.00
WA630       0606  18     31.00
WA630       0606  19     33.00
WA630       0606  20     31.00
WA630       0606  21     34.00
WA630       0606  22     34.00
WA630       0606  23     33.00
WA630       0606  24     48.00
WA630       0606  25     52.00
WA630       0606  26     60.00
WA630       0606  27     46.00
WA630       0606  28     39.00
WA630       0606  29     43.00
WA630       0606  30     49.00
WA630       0706   1     47.00
WA630       0706   2     51.00
WA630       0706   3     54.00
WA630       0706   4     50.00
WA630       0706   5     44.00
WA630       0706   6     36.00
WA630       0706   7     34.00
WA630       0706   8     48.00
WA630       0706   9     49.00
WA630       0706  10     41.00
WA630       0706  11     40.00
WA630       0706  12     40.00
WA630       0706  13     38.00
WA630       0706  14     43.00
WA630       0706  15     39.00
WA630       0706  16     39.00
WA630       0706  17     37.00
WA630       0706  18     35.00
WA630       0706  19     41.00
WA630       0706  20   -999.00
WA630       0706  21     61.00
WA630       0706  22     63.00
WA630       0706  23     58.00
WA630       0706  24     55.00
WA630       0706  25     48.00
WA630       0706  26     47.00
WA630       0706  27     46.00
WA630       0706  28     40.00
WA630       0706  29     37.00
WA630       0706  30     34.00
WA630       0706  31     31.00
WA630       0806   1     37.00
WA630       0806   2     36.00
WA630       0806   3     40.00
WA630       0806   4     40.00
WA630       0806   5     45.00
WA630       0806   6     48.00
WA630       0806   7     49.00
WA630       0806   8     44.00
WA630       0806   9     44.00
WA630       0806  10     39.00
WA630       0806  11     38.00
WA630       0806  12     35.00
WA630       0806  13     45.00
WA630       0806  14     46.00
WA630       0806  15     43.00
WA630       0806  16     41.00
WA630       0806  17     40.00
WA630       0806  18     50.00
WA630       0806  19     52.00
WA630       0806  20     53.00
WA630       0806  21     47.00
WA630       0806  22     39.00
WA630       0806  23     37.00
WA630       0806  24     38.00
WA630       0806  25     45.00
WA630       0806  26     50.00
WA630       0806  27     50.00
WA630       0806  28     48.00
WA630       0806  29     32.00
WA630       0806  30     32.00
WA630       0806  31     31.00
WA630       0906   1     43.00
WA630       0906   2     51.00
WA630       0906   3     60.00
WA630       0906   4     55.00
WA630       0906   5     53.00
WA630       0906   6     47.00
WA630       0906   7     46.00
WA630       0906   8     43.00
WA630       0906   9     38.00
WA630       0906  10     34.00
WA630       0906  11     47.00
WA630       0906  12     44.00
WA630       0906  13     30.00
WA630       0906  14     29.00
WA630       0906  15     30.00
WA630       0906  16     30.00
WA630       0906  17     30.00
WA630       0906  18     36.00
WA630       0906  19   -999.00
WA630       0906  20     32.00
WA630       0906  21     31.00
WA630       0906  22     30.00
WA630       0906  23     39.00
WA630       0906  24     44.00
WA630       0906  25     47.00
WA630       0906  26     48.00
WA630       0906  27     49.00
WA630       0906  28   -999.00
WA630       0906  29   -999.00
WA630       0906  30   -999.00
WA630       1006   1   -999.00
WA630       1006   2   -999.00
WA630       1006   3     35.00
WA630       1006   4     38.00
WA630       1006   5     38.00
WA630       1006   6     32.00
WA630       1006   7     31.00
WA630       1006   8     33.00
WA630       1006   9     34.00
WA630       1006  10     43.00
WA630       1006  11     46.00
WA630       1006  12     48.00
WA630       1006  13     45.00
WA630       1006  14     38.00
WA630       1006  15     33.00
WA630       1006  16     33.00
WA630       1006  17     32.00
WA630       1006  18     33.00
WA630       1006  19     33.00
WA630       1006  20     29.00
WA630       1006  21     35.00
WA630       1006  22     36.00
WA630       1006  23     33.00
WA630       1006  24     28.00
WA630       1006  25     26.00
WA630       1006  26     30.00
WA630       1006  27     33.00
WA630       1006  28     33.00
WA630       1006  29     15.00
WA630       1006  30     10.00
WA630       1006  31     16.00
WA630       1106   1     21.00
WA630       1106   2     22.00
WA630       1106   3     35.00
WA630       1106   4     33.00
WA630       1106   5     32.00
WA630       1106   6     39.00
WA630       1106   7     28.00
WA630       1106   8     24.00
WA630       1106   9     23.00
WA630       1106  10     25.00
WA630       1106  11     24.00
WA630       1106  12     25.00
WA630       1106  13     23.00
WA630       1106  14     21.00
WA630       1106  15     24.00
WA630       1106  16     20.00
WA630       1106  17     23.00
WA630       1106  18     25.00
WA630       1106  19     27.00
WA630       1106  20     26.00
WA630       1106  21     23.00
WA630       1106  22     23.00
WA630       1106  23     20.00
WA630       1106  24     18.00
WA630       1106  25     15.00
WA630       1106  26     15.00
WA630       1106  27      7.00
WA630       1106  28      5.00
WA630       1106  29      6.00
WA630       1106  30     21.00
WA630       1206   1     15.00
WA630       1206   2     19.00
WA630       1206   3     29.00
WA630       1206   4     27.00
WA630       1206   5     22.00
