$ Get data for 630:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:24:26 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA630           Miners Ridge
WA630       0208  12     20.00
WA630       0208  13     15.00
WA630       0208  14     15.00
WA630       0208  15     25.00
WA630       0208  16     19.00
WA630       0208  17     26.00
WA630       0208  18     35.00
WA630       0208  19     29.00
WA630       0208  20     27.00
WA630       0208  21     29.00
WA630       0208  22     26.00
WA630       0208  23     22.00
WA630       0208  24     23.00
WA630       0208  25     27.00
WA630       0208  26     26.00
WA630       0208  27     31.00
WA630       0208  28     27.00
WA630       0208  29     25.00
WA630       0308   1     22.00
WA630       0308   2     19.00
WA630       0308   3     21.00
WA630       0308   4     19.00
WA630       0308   5     19.00
WA630       0308   6     28.00
WA630       0308   7     28.00
WA630       0308   8     24.00
WA630       0308   9     28.00
WA630       0308  10     31.00
WA630       0308  11     21.00
WA630       0308  12     16.00
WA630       0308  13     24.00
WA630       0308  14     22.00
WA630       0308  15     21.00
WA630       0308  16     20.00
WA630       0308  17     22.00
WA630       0308  18     20.00
WA630       0308  19     19.00
WA630       0308  20     19.00
WA630       0308  21     15.00
WA630       0308  22     15.00
WA630       0308  23     17.00
WA630       0308  24     13.00
WA630       0308  25     13.00
WA630       0308  26     16.00
WA630       0308  27     12.00
WA630       0308  28     12.00
WA630       0308  29     14.00
WA630       0308  30     15.00
WA630       0308  31     12.00
WA630       0408   1     13.00
WA630       0408   2     15.00
WA630       0408   3     22.00
WA630       0408   4     22.00
WA630       0408   5     21.00
WA630       0408   6     23.00
WA630       0408   7     21.00
WA630       0408   8     20.00
WA630       0408   9     19.00
WA630       0408  10     22.00
WA630       0408  11     23.00
WA630       0408  12     40.00
WA630       0408  13     31.00
WA630       0408  14     21.00
WA630       0408  15     17.00
WA630       0408  16     22.00
WA630       0408  17     26.00
WA630       0408  18     12.00
WA630       0408  19     11.00
WA630       0408  20     11.00
WA630       0408  21     13.00
WA630       0408  22     14.00
WA630       0408  23     25.00
WA630       0408  24     22.00
WA630       0408  25     18.00
WA630       0408  26     27.00
WA630       0408  27     36.00
WA630       0408  28     30.00
WA630       0408  29     21.00
WA630       0408  30     18.00
WA630       0508   1     17.00
WA630       0508   2     29.00
WA630       0508   3     33.00
WA630       0508   4     34.00
WA630       0508   5     34.00
WA630       0508   6     32.00
WA630       0508   7     26.00
WA630       0508   8     26.00
WA630       0508   9     23.00
WA630       0508  10     31.00
WA630       0508  11     24.00
WA630       0508  12     25.00
WA630       0508  13     33.00
WA630       0508  14     36.00
WA630       0508  15     41.00
WA630       0508  16     52.00
WA630       0508  17     50.00
WA630       0508  18     42.00
WA630       0508  19     42.00
WA630       0508  20     29.00
WA630       0508  21     29.00
WA630       0508  22     30.00
WA630       0508  23     34.00
WA630       0508  24     38.00
WA630       0508  25     41.00
WA630       0508  26     41.00
WA630       0508  27     41.00
WA630       0508  28     40.00
WA630       0508  29     33.00
WA630       0508  30     31.00
WA630       0508  31     38.00
WA630       0608   1     33.00
WA630       0608   2     32.00
WA630       0608   3     31.00
WA630       0608   4     30.00
WA630       0608   5     31.00
WA630       0608   6     29.00
WA630       0608   7     31.00
WA630       0608   8     32.00
WA630       0608   9     25.00
WA630       0608  10     26.00
WA630       0608  11     33.00
WA630       0608  12     33.00
WA630       0608  13     31.00
WA630       0608  14     30.00
WA630       0608  15     33.00
WA630       0608  16     36.00
WA630       0608  17     34.00
WA630       0608  18     33.00
WA630       0608  19     36.00
WA630       0608  20     44.00
WA630       0608  21     40.00
WA630       0608  22     35.00
WA630       0608  23     34.00
WA630       0608  24     34.00
WA630       0608  25     36.00
WA630       0608  26     37.00
WA630       0608  27     38.00
WA630       0608  28     54.00
WA630       0608  29     57.00
WA630       0608  30     54.00
WA630       0708   1     54.00
WA630       0708   2     52.00
WA630       0708   3     48.00
WA630       0708   4     42.00
WA630       0708   5     41.00
WA630       0708   6     39.00
WA630       0708   7     37.00
WA630       0708   8     43.00
WA630       0708   9     46.00
WA630       0708  10     36.00
WA630       0708  11     39.00
WA630       0708  12     49.00
WA630       0708  13     47.00
WA630       0708  14     44.00
WA630       0708  15     45.00
WA630       0708  16     43.00
WA630       0708  17     39.00
WA630       0708  18     38.00
WA630       0708  19     39.00
WA630       0708  20     45.00
WA630       0708  21     47.00
WA630       0708  22     42.00
WA630       0708  23     38.00
WA630       0708  24     41.00
WA630       0708  25     48.00
WA630       0708  26     45.00
WA630       0708  27     42.00
WA630       0708  28     38.00
WA630       0708  29     39.00
WA630       0708  30     35.00
WA630       0708  31     41.00
WA630       0808   1     38.00
WA630       0808   2     39.00
WA630       0808   3     38.00
WA630       0808   4     48.00
WA630       0808   5     53.00
WA630       0808   6     58.00
WA630       0808   7     54.00
WA630       0808   8     49.00
WA630       0808   9     38.00
WA630       0808  10     37.00
WA630       0808  11     38.00
WA630       0808  12     45.00
WA630       0808  13     46.00
WA630       0808  14     56.00
WA630       0808  15     62.00
WA630       0808  16     62.00
WA630       0808  17     58.00
WA630       0808  18     49.00
WA630       0808  19     45.00
WA630       0808  20     39.00
WA630       0808  21     35.00
WA630       0808  22     36.00
WA630       0808  23     48.00
WA630       0808  24     45.00
WA630       0808  25     34.00
WA630       0808  26     33.00
WA630       0808  27     37.00
WA630       0808  28     40.00
WA630       0808  29     36.00
WA630       0808  30     32.00
WA630       0808  31     32.00
WA630       0908   1     34.00
WA630       0908   2     32.00
WA630       0908   3     38.00
WA630       0908   4     37.00
WA630       0908   5     40.00
WA630       0908   6     42.00
WA630       0908   7     43.00
WA630       0908   8     43.00
WA630       0908   9     41.00
WA630       0908  10     39.00
WA630       0908  11     48.00
WA630       0908  12     42.00
WA630       0908  13     41.00
WA630       0908  14     47.00
WA630       0908  15     55.00
WA630       0908  16     55.00
WA630       0908  17     59.00
WA630       0908  18     50.00
WA630       0908  19     47.00
WA630       0908  20     36.00
WA630       0908  21     36.00
WA630       0908  22     29.00
WA630       0908  23     27.00
WA630       0908  24     35.00
WA630       0908  25     36.00
WA630       0908  26     36.00
WA630       0908  27     38.00
WA630       0908  28     45.00
WA630       0908  29     50.00
WA630       0908  30     57.00
WA630       1008   1     52.00
WA630       1008   2     43.00
WA630       1008   3     40.00
WA630       1008   4     32.00
WA630       1008   5     30.00
WA630       1008   6     32.00
WA630       1008   7     28.00
WA630       1008   8     24.00
WA630       1008   9     23.00
WA630       1008  10     24.00
WA630       1008  11     24.00
WA630       1008  12     29.00
WA630       1008  13     31.00
WA630       1008  14     28.00
WA630       1008  15     26.00
WA630       1008  16     31.00
WA630       1008  17     40.00
WA630       1008  18     28.00
WA630       1008  19     31.00
WA630       1008  20     26.00
WA630       1008  21     23.00
WA630       1008  22     31.00
WA630       1008  23     28.00
WA630       1008  24     29.00
WA630       1008  25     30.00
WA630       1008  26     31.00
WA630       1008  27     41.00
WA630       1008  28     44.00
WA630       1008  29     41.00
WA630       1008  30     44.00
WA630       1008  31     36.00
WA630       1108   1     37.00
WA630       1108   2     28.00
WA630       1108   3     30.00
WA630       1108   4     22.00
WA630       1108   5     19.00
WA630       1108   6     26.00
WA630       1108   7     36.00
WA630       1108   8     34.00
WA630       1108   9     33.00
WA630       1108  10     28.00
WA630       1108  11     28.00
WA630       1108  12     30.00
WA630       1108  13     19.00
WA630       1108  14     23.00
WA630       1108  15     40.00
WA630       1108  16     43.00
WA630       1108  17     42.00
WA630       1108  18     29.00
WA630       1108  19     29.00
WA630       1108  20     23.00
WA630       1108  21     22.00
WA630       1108  22     21.00
WA630       1108  23     20.00
WA630       1108  24     26.00
WA630       1108  25     21.00
WA630       1108  26     20.00
WA630       1108  27     27.00
WA630       1108  28     29.00
WA630       1108  29     34.00
WA630       1108  30     38.00
WA630       1208   1     33.00
WA630       1208   2     28.00
WA630       1208   3     23.00
WA630       1208   4     22.00
WA630       1208   5     33.00
WA630       1208   6     29.00
WA630       1208   7     25.00
WA630       1208   8     23.00
WA630       1208   9     22.00
WA630       1208  10     24.00
WA630       1208  11     25.00
WA630       1208  12     17.00
WA630       1208  13     10.00
WA630       1208  14     -2.00
WA630       1208  15     -3.00
WA630       1208  16      7.00
WA630       1208  17     -3.00
WA630       1208  18      6.00
WA630       1208  19     -2.00
WA630       1208  20     -8.00
WA630       1208  21      0.00
WA630       1208  22     12.00
WA630       1208  23     12.00
WA630       1208  24     14.00
WA630       1208  25     15.00
WA630       1208  26     13.00
WA630       1208  27     25.00
WA630       1208  28     20.00
WA630       1208  29     17.00
WA630       1208  30     15.00
WA630       1208  31     16.00
WA630       0109   1     18.00
WA630       0109   2      6.00
WA630       0109   3      9.00
WA630       0109   4     13.00
WA630       0109   5     24.00
WA630       0109   6     25.00
WA630       0109   7     32.00
WA630       0109   8     21.00
WA630       0109   9     16.00
WA630       0109  10     25.00
WA630       0109  11     28.00
WA630       0109  12     27.00
WA630       0109  13     26.00
WA630       0109  14     35.00
WA630       0109  15     40.00
WA630       0109  16     41.00
WA630       0109  17     40.00
WA630       0109  18     40.00
WA630       0109  19     40.00
WA630       0109  20     36.00
WA630       0109  21     31.00
WA630       0109  22     28.00
WA630       0109  23     22.00
WA630       0109  24     16.00
WA630       0109  25      6.00
WA630       0109  26      6.00
WA630       0109  27     15.00
WA630       0109  28     20.00
WA630       0109  29     21.00
WA630       0109  30     18.00
WA630       0109  31     16.00
WA630       0209   1     15.00
WA630       0209   2     26.00
WA630       0209   3     35.00
WA630       0209   4     38.00
WA630       0209   5     28.00
WA630       0209   6     20.00
WA630       0209   7     19.00
WA630       0209   8     24.00
WA630       0209   9     15.00
WA630       0209  10     12.00
WA630       0209  11     14.00
WA630       0209  12     14.00
WA630       0209  13     14.00
WA630       0209  14     17.00
WA630       0209  15     16.00
WA630       0209  16     19.00
WA630       0209  17     25.00
WA630       0209  18     20.00
WA630       0209  19     24.00
WA630       0209  20     26.00
WA630       0209  21     28.00
WA630       0209  22     28.00
WA630       0209  23     27.00
WA630       0209  24     26.00
WA630       0209  25     17.00
WA630       0209  26     11.00
WA630       0209  27      6.00
WA630       0209  28     15.00
WA630       0309   1     26.00
WA630       0309   2     26.00
WA630       0309   3     24.00
WA630       0309   4     22.00
WA630       0309   5      7.00
WA630       0309   6      6.00
WA630       0309   7     12.00
WA630       0309   8      9.00
WA630       0309   9      8.00
WA630       0309  10      0.00
WA630       0309  11      5.00
WA630       0309  12     18.00
WA630       0309  13     27.00
WA630       0309  14     19.00
WA630       0309  15     17.00
WA630       0309  16     17.00
WA630       0309  17     18.00
WA630       0309  18     18.00
WA630       0309  19     28.00
WA630       0309  20     20.00
WA630       0309  21     20.00
WA630       0309  22     23.00
WA630       0309  23     19.00
WA630       0309  24     22.00
WA630       0309  25     19.00
WA630       0309  26     19.00
WA630       0309  27     24.00
WA630       0309  28     18.00
WA630       0309  29     15.00
WA630       0309  30     16.00
WA630       0309  31     19.00
WA630       0409   1     18.00
WA630       0409   2     22.00
WA630       0409   3     19.00
WA630       0409   4     19.00
WA630       0409   5     26.00
WA630       0409   6     31.00
WA630       0409   7     36.00
WA630       0409   8     28.00
WA630       0409   9     26.00
WA630       0409  10     30.00
WA630       0409  11     26.00
WA630       0409  12     25.00
WA630       0409  13     20.00
WA630       0409  14     19.00
WA630       0409  15     22.00
WA630       0409  16     25.00
WA630       0409  17     26.00
WA630       0409  18     22.00
WA630       0409  19     34.00
WA630       0409  20     39.00
WA630       0409  21     38.00
WA630       0409  22     21.00
WA630       0409  23     19.00
WA630       0409  24     18.00
WA630       0409  25     23.00
WA630       0409  26     23.00
WA630       0409  27     28.00
WA630       0409  28     26.00
WA630       0409  29     25.00
WA630       0409  30     25.00
WA630       0509   1     33.00
WA630       0509   2     31.00
WA630       0509   3     27.00
WA630       0509   4     28.00
WA630       0509   5     26.00
WA630       0509   6     26.00
WA630       0509   7     26.00
WA630       0509   8     26.00
WA630       0509   9     30.00
WA630       0509  10     33.00
WA630       0509  11     26.00
WA630       0509  12     23.00
WA630       0509  13     22.00
WA630       0509  14     27.00
WA630       0509  15     24.00
WA630       0509  16     38.00
WA630       0509  17     44.00
WA630       0509  18     34.00
WA630       0509  19     28.00
WA630       0509  20     27.00
WA630       0509  21     30.00
WA630       0509  22     39.00
WA630       0509  23     38.00
WA630       0509  24     36.00
WA630       0509  25     35.00
WA630       0509  26     36.00
WA630       0509  27     33.00
WA630       0509  28     39.00
WA630       0509  29     46.00
WA630       0509  30     46.00
WA630       0509  31     46.00
WA630       0609   1     45.00
WA630       0609   2     45.00
WA630       0609   3     47.00
WA630       0609   4     51.00
WA630       0609   5     44.00
WA630       0609   6     40.00
WA630       0609   7     38.00
WA630       0609   8     38.00
WA630       0609   9     38.00
WA630       0609  10     41.00
WA630       0609  11     40.00
WA630       0609  12     41.00
WA630       0609  13     44.00
WA630       0609  14     43.00
WA630       0609  15     42.00
WA630       0609  16     39.00
WA630       0609  17     39.00
WA630       0609  18     38.00
WA630       0609  19     38.00
WA630       0609  20     35.00
WA630       0609  21     33.00
WA630       0609  22     32.00
WA630       0609  23     32.00
WA630       0609  24     39.00
WA630       0609  25     37.00
WA630       0609  26     35.00
WA630       0609  27     36.00
WA630       0609  28     36.00
WA630       0609  29     35.00
WA630       0609  30     34.00
WA630       0709   1     39.00
WA630       0709   2     51.00
WA630       0709   3     52.00
WA630       0709   4     50.00
WA630       0709   5     49.00
WA630       0709   6     38.00
WA630       0709   7     37.00
WA630       0709   8     38.00
WA630       0709   9     37.00
WA630       0709  10     44.00
WA630       0709  11     51.00
WA630       0709  12     45.00
WA630       0709  13     40.00
WA630       0709  14     39.00
WA630       0709  15     40.00
WA630       0709  16     48.00
WA630       0709  17     52.00
WA630       0709  18     46.00
WA630       0709  19     40.00
WA630       0709  20     47.00
WA630       0709  21     53.00
WA630       0709  22     48.00
WA630       0709  23     47.00
WA630       0709  24     46.00
WA630       0709  25     49.00
WA630       0709  26     50.00
WA630       0709  27     57.00
WA630       0709  28     60.00
WA630       0709  29     54.00
WA630       0709  30     55.00
WA630       0709  31     58.00
WA630       0809   1     54.00
WA630       0809   2     52.00
WA630       0809   3     50.00
WA630       0809   4     49.00
WA630       0809   5     46.00
WA630       0809   6     44.00
WA630       0809   7     42.00
WA630       0809   8     42.00
WA630       0809   9     43.00
WA630       0809  10     42.00
WA630       0809  11     43.00
WA630       0809  12     42.00
WA630       0809  13     37.00
WA630       0809  14     36.00
WA630       0809  15     38.00
WA630       0809  16     37.00
WA630       0809  17     46.00
WA630       0809  18     48.00
WA630       0809  19     56.00
WA630       0809  20     51.00
WA630       0809  21     42.00
WA630       0809  22     40.00
WA630       0809  23     38.00
WA630       0809  24     38.00
WA630       0809  25     40.00
WA630       0809  26     38.00
WA630       0809  27     53.00
WA630       0809  28     45.00
WA630       0809  29     43.00
WA630       0809  30     49.00
WA630       0809  31     52.00
WA630       0909   1     49.00
WA630       0909   2     50.00
WA630       0909   3     38.00
WA630       0909   4     39.00
WA630       0909   5     39.00
WA630       0909   6     34.00
WA630       0909   7     34.00
WA630       0909   8     33.00
WA630       0909   9     43.00
WA630       0909  10     39.00
WA630       0909  11     50.00
WA630       0909  12     56.00
WA630       0909  13     47.00
WA630       0909  14     43.00
WA630       0909  15     41.00
WA630       0909  16     44.00
WA630       0909  17     38.00
WA630       0909  18     49.00
WA630       0909  19     34.00
WA630       0909  20     34.00
WA630       0909  21     43.00
WA630       0909  22     54.00
WA630       0909  23     51.00
WA630       0909  24     40.00
WA630       0909  25     41.00
WA630       0909  26     35.00
WA630       0909  27     35.00
WA630       0909  28     33.00
WA630       0909  29   -999.00
WA630       0909  30     25.00
WA630       1009   1     29.00
WA630       1009   2     26.00
WA630       1009   3     26.00
WA630       1009   4     32.00
WA630       1009   5     31.00
WA630       1009   6     34.00
WA630       1009   7     35.00
WA630       1009   8     33.00
WA630       1009   9     27.00
WA630       1009  10     21.00
WA630       1009  11     19.00
WA630       1009  12     19.00
WA630       1009  13     18.00
WA630       1009  14     32.00
WA630       1009  15     34.00
WA630       1009  16     38.00
WA630       1009  17     35.00
WA630       1009  18     36.00
WA630       1009  19     35.00
WA630       1009  20     30.00
WA630       1009  21     32.00
WA630       1009  22     31.00
WA630       1009  23     31.00
WA630       1009  24     25.00
WA630       1009  25     27.00
WA630       1009  26     24.00
WA630       1009  27     20.00
WA630       1009  28     20.00
WA630       1009  29     23.00
WA630       1009  30     37.00
WA630       1009  31     26.00
WA630       1109   1     26.00
WA630       1109   2     28.00
WA630       1109   3     25.00
WA630       1109   4     28.00
WA630       1109   5     30.00
WA630       1109   6     26.00
WA630       1109   7     24.00
WA630       1109   8     24.00
WA630       1109   9     28.00
WA630       1109  10     24.00
WA630       1109  11     19.00
WA630       1109  12     19.00
WA630       1109  13     19.00
WA630       1109  14     18.00
WA630       1109  15     28.00
WA630       1109  16     30.00
WA630       1109  17     22.00
WA630       1109  18     20.00
WA630       1109  19     24.00
WA630       1109  20     24.00
WA630       1109  21     21.00
WA630       1109  22     22.00
WA630       1109  23     21.00
WA630       1109  24     32.00
WA630       1109  25     36.00
WA630       1109  26     30.00
WA630       1109  27     23.00
WA630       1109  28     24.00
WA630       1109  29     31.00
WA630       1109  30     26.00
WA630       1209   1     18.00
WA630       1209   2     23.00
WA630       1209   3     25.00
WA630       1209   4     16.00
WA630       1209   5     11.00
WA630       1209   6      5.00
WA630       1209   7     -2.00
WA630       1209   8     -3.00
WA630       1209   9      1.00
WA630       1209  10     12.00
WA630       1209  11     17.00
WA630       1209  12     13.00
WA630       1209  13     13.00
WA630       1209  14     15.00
WA630       1209  15     18.00
WA630       1209  16     30.00
WA630       1209  17     28.00
WA630       1209  18     31.00
WA630       1209  19     33.00
WA630       1209  20     33.00
WA630       1209  21     20.00
WA630       1209  22     19.00
WA630       1209  23     18.00
WA630       1209  24     25.00
WA630       1209  25     24.00
WA630       1209  26     23.00
WA630       1209  27     21.00
WA630       1209  28     22.00
WA630       1209  29     15.00
WA630       1209  30     21.00
WA630       1209  31     20.00
WA630       0110   1     28.00
WA630       0110   2     25.00
WA630       0110   3     24.00
WA630       0110   4     25.00
WA630       0110   5     25.00
WA630       0110   6     15.00
WA630       0110   7     12.00
WA630       0110   8     24.00
WA630       0110   9     33.00
WA630       0110  10     29.00
WA630       0110  11     33.00
WA630       0110  12     31.00
WA630       0110  13     30.00
WA630       0110  14     27.00
WA630       0110  15     19.00
WA630       0110  16     19.00
WA630       0110  17     28.00
WA630       0110  18     28.00
WA630       0110  19     29.00
WA630       0110  20     27.00
WA630       0110  21     27.00
WA630       0110  22     22.00
WA630       0110  23     22.00
WA630       0110  24     22.00
WA630       0110  25     22.00
WA630       0110  26     21.00
WA630       0110  27     21.00
WA630       0110  28     22.00
WA630       0110  29     25.00
WA630       0110  30     28.00
WA630       0110  31     24.00
WA630       0210   1     25.00
WA630       0210   2     24.00
WA630       0210   3     23.00
WA630       0210   4     23.00
WA630       0210   5     27.00
WA630       0210   6     26.00
WA630       0210   7     28.00
WA630       0210   8     24.00
WA630       0210   9     21.00
WA630       0210  10     21.00
WA630       0210  11     28.00
WA630       0210  12     27.00
WA630       0210  13     26.00
WA630       0210  14     25.00
WA630       0210  15     25.00
WA630       0210  16     22.00
WA630       0210  17     21.00
WA630       0210  18     25.00
WA630       0210  19     25.00
WA630       0210  20     22.00
WA630       0210  21     20.00
WA630       0210  22     28.00
WA630       0210  23     24.00
WA630       0210  24     25.00
WA630       0210  25     25.00
WA630       0210  26     28.00
WA630       0210  27     30.00
WA630       0210  28     27.00
WA630       0310   1     30.00
WA630       0310   2     30.00
WA630       0310   3     25.00
WA630       0310   4     22.00
WA630       0310   5     22.00
WA630       0310   6     28.00
WA630       0310   7     28.00
WA630       0310   8     15.00
WA630       0310   9     13.00
WA630       0310  10     17.00
WA630       0310  11     22.00
WA630       0310  12     19.00
WA630       0310  13     18.00
WA630       0310  14     20.00
WA630       0310  15     28.00
WA630       0310  16     27.00
WA630       0310  17     18.00
WA630       0310  18     17.00
WA630       0310  19     22.00
WA630       0310  20     31.00
WA630       0310  21     27.00
WA630       0310  22     25.00
WA630       0310  23     22.00
WA630       0310  24     30.00
WA630       0310  25     28.00
WA630       0310  26     25.00
WA630       0310  27     22.00
WA630       0310  28     28.00
WA630       0310  29     22.00
WA630       0310  30     21.00
WA630       0310  31     19.00
WA630       0410   1     19.00
WA630       0410   2     21.00
WA630       0410   3     20.00
WA630       0410   4     21.00
WA630       0410   5     23.00
WA630       0410   6     22.00
WA630       0410   7     23.00
WA630       0410   8     17.00
WA630       0410   9     15.00
WA630       0410  10     15.00
WA630       0410  11     23.00
WA630       0410  12     30.00
WA630       0410  13     29.00
WA630       0410  14     25.00
WA630       0410  15     34.00
WA630       0410  16     36.00
WA630       0410  17     33.00
WA630       0410  18     31.00
WA630       0410  19     39.00
WA630       0410  20     35.00
WA630       0410  21     29.00
WA630       0410  22     25.00
WA630       0410  23     23.00
WA630       0410  24     23.00
WA630       0410  25     24.00
WA630       0410  26     32.00
WA630       0410  27     27.00
WA630       0410  28     26.00
WA630       0410  29     25.00
WA630       0410  30     27.00
WA630       0510   1     26.00
WA630       0510   2     28.00
WA630       0510   3     21.00
WA630       0510   4     20.00
WA630       0510   5     20.00
WA630       0510   6     26.00
WA630       0510   7     25.00
WA630       0510   8     25.00
WA630       0510   9     25.00
WA630       0510  10     33.00
WA630       0510  11     30.00
WA630       0510  12     32.00
WA630       0510  13     31.00
WA630       0510  14     39.00
WA630       0510  15     40.00
WA630       0510  16     41.00
WA630       0510  17     40.00
WA630       0510  18     33.00
WA630       0510  19     29.00
WA630       0510  20     22.00
WA630       0510  21     22.00
WA630       0510  22     27.00
WA630       0510  23     27.00
WA630       0510  24     28.00
WA630       0510  25     34.00
WA630       0510  26     36.00
WA630       0510  27     34.00
WA630       0510  28     32.00
WA630       0510  29     33.00
WA630       0510  30     33.00
WA630       0510  31     36.00
WA630       0610   1     34.00
WA630       0610   2     30.00
WA630       0610   3     28.00
WA630       0610   4     31.00
WA630       0610   5     30.00
WA630       0610   6     37.00
WA630       0610   7     33.00
WA630       0610   8     32.00
WA630       0610   9     34.00
WA630       0610  10     34.00
WA630       0610  11     35.00
WA630       0610  12     41.00
WA630       0610  13     35.00
WA630       0610  14     32.00
WA630       0610  15     31.00
WA630       0610  16     31.00
WA630       0610  17     34.00
WA630       0610  18     34.00
WA630       0610  19     40.00
WA630       0610  20     37.00
WA630       0610  21     37.00
WA630       0610  22     35.00
WA630       0610  23     44.00
WA630       0610  24     41.00
WA630       0610  25     38.00
WA630       0610  26     35.00
WA630       0610  27     39.00
WA630       0610  28     41.00
WA630       0610  29     34.00
WA630       0610  30     31.00
WA630       0710   1     35.00
WA630       0710   2     35.00
WA630       0710   3     35.00
WA630       0710   4     37.00
WA630       0710   5     36.00
WA630       0710   6     42.00
WA630       0710   7     50.00
WA630       0710   8     53.00
WA630       0710   9     53.00
WA630       0710  10     49.00
WA630       0710  11     42.00
WA630       0710  12     35.00
WA630       0710  13     34.00
WA630       0710  14     36.00
WA630       0710  15     45.00
WA630       0710  16     43.00
WA630       0710  17     40.00
WA630       0710  18     41.00
WA630       0710  19     39.00
WA630       0710  20     49.00
WA630       0710  21     49.00
WA630       0710  22     42.00
WA630       0710  23     39.00
WA630       0710  24     51.00
WA630       0710  25     50.00
WA630       0710  26     50.00
WA630       0710  27     53.00
WA630       0710  28     50.00
WA630       0710  29     47.00
WA630       0710  30     48.00
WA630       0710  31     44.00
WA630       0810   1     44.00
WA630       0810   2     45.00
WA630       0810   3     47.00
WA630       0810   4     49.00
WA630       0810   5     51.00
WA630       0810   6     47.00
WA630       0810   7     46.00
WA630       0810   8     46.00
WA630       0810   9     42.00
WA630       0810  10     41.00
WA630       0810  11     41.00
WA630       0810  12     46.00
WA630       0810  13     49.00
WA630       0810  14     53.00
WA630       0810  15     54.00
WA630       0810  16     56.00
WA630       0810  17   -999.00
WA630       0810  18   -999.00
WA630       0810  19   -999.00
WA630       0810  20   -999.00
WA630       0810  21   -999.00
WA630       0810  22   -999.00
WA630       0810  23   -999.00
WA630       0810  24   -999.00
WA630       0810  25   -999.00
WA630       0810  26   -999.00
WA630       0810  27   -999.00
WA630       0810  28   -999.00
WA630       0810  29   -999.00
WA630       0810  30   -999.00
WA630       0810  31   -999.00
WA630       0910   1   -999.00
WA630       0910   2   -999.00
WA630       0910   3   -999.00
WA630       0910   4   -999.00
WA630       0910   5   -999.00
WA630       0910   6   -999.00
WA630       0910   7   -999.00
WA630       0910   8   -999.00
WA630       0910   9   -999.00
WA630       0910  10   -999.00
WA630       0910  11   -999.00
WA630       0910  12   -999.00
WA630       0910  13   -999.00
WA630       0910  14   -999.00
WA630       0910  15   -999.00
WA630       0910  16   -999.00
WA630       0910  17   -999.00
WA630       0910  18   -999.00
WA630       0910  19   -999.00
WA630       0910  20   -999.00
WA630       0910  21   -999.00
WA630       0910  22   -999.00
WA630       0910  23   -999.00
WA630       0910  24   -999.00
WA630       0910  25   -999.00
WA630       0910  26   -999.00
WA630       0910  27   -999.00
WA630       0910  28   -999.00
WA630       0910  29   -999.00
WA630       0910  30   -999.00
WA630       1010   1   -999.00
WA630       1010   2   -999.00
WA630       1010   3   -999.00
WA630       1010   4   -999.00
WA630       1010   5   -999.00
WA630       1010   6   -999.00
WA630       1010   7   -999.00
WA630       1010   8   -999.00
WA630       1010   9   -999.00
WA630       1010  10   -999.00
WA630       1010  11   -999.00
WA630       1010  12   -999.00
WA630       1010  13   -999.00
WA630       1010  14   -999.00
WA630       1010  15   -999.00
WA630       1010  16   -999.00
WA630       1010  17   -999.00
WA630       1010  18   -999.00
WA630       1010  19   -999.00
WA630       1010  20   -999.00
WA630       1010  21   -999.00
WA630       1010  22   -999.00
WA630       1010  23   -999.00
WA630       1010  24   -999.00
WA630       1010  25   -999.00
WA630       1010  26   -999.00
WA630       1010  27   -999.00
WA630       1010  28   -999.00
WA630       1010  29   -999.00
WA630       1010  30   -999.00
WA630       1010  31   -999.00
WA630       1110   1   -999.00
WA630       1110   2   -999.00
WA630       1110   3   -999.00
WA630       1110   4   -999.00
WA630       1110   5   -999.00
WA630       1110   6   -999.00
WA630       1110   7   -999.00
WA630       1110   8   -999.00
WA630       1110   9   -999.00
WA630       1110  10   -999.00
WA630       1110  11   -999.00
WA630       1110  12   -999.00
WA630       1110  13   -999.00
WA630       1110  14   -999.00
WA630       1110  15   -999.00
WA630       1110  16   -999.00
WA630       1110  17   -999.00
WA630       1110  18   -999.00
WA630       1110  19   -999.00
WA630       1110  20   -999.00
WA630       1110  21   -999.00
WA630       1110  22   -999.00
WA630       1110  23   -999.00
WA630       1110  24   -999.00
WA630       1110  25   -999.00
WA630       1110  26   -999.00
WA630       1110  27   -999.00
WA630       1110  28   -999.00
WA630       1110  29   -999.00
WA630       1110  30   -999.00
WA630       1210   1   -999.00
WA630       1210   2   -999.00
WA630       1210   3   -999.00
WA630       1210   4   -999.00
WA630       1210   5   -999.00
WA630       1210   6   -999.00
WA630       1210   7   -999.00
WA630       1210   8   -999.00
WA630       1210   9   -999.00
WA630       1210  10   -999.00
WA630       1210  11   -999.00
WA630       1210  12   -999.00
WA630       1210  13   -999.00
WA630       1210  14   -999.00
WA630       1210  15   -999.00
WA630       1210  16   -999.00
WA630       1210  17   -999.00
WA630       1210  18   -999.00
WA630       1210  19   -999.00
WA630       1210  20   -999.00
WA630       1210  21   -999.00
WA630       1210  22   -999.00
WA630       1210  23   -999.00
WA630       1210  24   -999.00
WA630       1210  25   -999.00
WA630       1210  26   -999.00
WA630       1210  27   -999.00
WA630       1210  28   -999.00
WA630       1210  29   -999.00
WA630       1210  30   -999.00
WA630       1210  31   -999.00
