$ Get data for 702:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:50 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA702           Potato Hill
WA702       1203  25     24.00
WA702       1203  26     23.00
WA702       1203  27     23.00
WA702       1203  28     22.00
WA702       1203  29     -1.00
WA702       1203  30     -1.00
WA702       1203  31     19.00
WA702       0104   1     18.00
WA702       0104   2     23.00
WA702       0104   3     19.00
WA702       0104   4     -1.00
WA702       0104   5     -1.00
WA702       0104   6      2.00
WA702       0104   7     12.00
WA702       0104   8     28.00
WA702       0104   9     34.00
WA702       0104  10     33.00
WA702       0104  11     30.00
WA702       0104  12     29.00
WA702       0104  13     33.00
WA702       0104  14     35.00
WA702       0104  15     33.00
WA702       0104  16     28.00
WA702       0104  17     31.00
WA702       0104  18     31.00
WA702       0104  19     31.00
WA702       0104  20     25.00
WA702       0104  21     18.00
WA702       0104  22     20.00
WA702       0104  23     33.00
WA702       0104  24     23.00
WA702       0104  25   -999.00
WA702       0104  26     26.00
WA702       0104  27     18.00
WA702       0104  28     31.00
WA702       0104  29     34.00
WA702       0104  30     25.00
WA702       0104  31     24.00
WA702       0204   1     25.00
WA702       0204   2     24.00
WA702       0204   3     24.00
WA702       0204   4     22.00
WA702       0204   5     17.00
WA702       0204   6     28.00
WA702       0204   7     28.00
WA702       0204   8     26.00
WA702       0204   9     16.00
WA702       0204  10     23.00
WA702       0204  11     26.00
WA702       0204  12     24.00
WA702       0204  13     24.00
WA702       0204  14     28.00
WA702       0204  15     30.00
WA702       0204  16     30.00
WA702       0204  17     28.00
WA702       0204  18     32.00
WA702       0204  19     28.00
WA702       0204  20     21.00
WA702       0204  21     27.00
WA702       0204  22     27.00
WA702       0204  23     29.00
WA702       0204  24     23.00
WA702       0204  25     23.00
WA702       0204  26     32.00
WA702       0204  27     31.00
WA702       0204  28     30.00
WA702       0204  29     29.00
WA702       0304   1     30.00
WA702       0304   2     19.00
WA702       0304   3     18.00
WA702       0304   4     27.00
WA702       0304   5     26.00
WA702       0304   6     26.00
WA702       0304   7     32.00
WA702       0304   8     32.00
WA702       0304   9     29.00
WA702       0304  10     28.00
WA702       0304  11     29.00
WA702       0304  12     27.00
WA702       0304  13     27.00
WA702       0304  14     30.00
WA702       0304  15     24.00
WA702       0304  16     35.00
WA702       0304  17     33.00
WA702       0304  18     27.00
WA702       0304  19     23.00
WA702       0304  20     27.00
WA702       0304  21     35.00
WA702       0304  22     32.00
WA702       0304  23     33.00
WA702       0304  24     31.00
WA702       0304  25     30.00
WA702       0304  26     29.00
WA702       0304  27     31.00
WA702       0304  28     26.00
WA702       0304  29     35.00
WA702       0304  30     26.00
WA702       0304  31     22.00
WA702       0404   1     26.00
WA702       0404   2     26.00
WA702       0404   3     33.00
WA702       0404   4     26.00
WA702       0404   5     28.00
WA702       0404   6     30.00
WA702       0404   7     33.00
WA702       0404   8     30.00
WA702       0404   9     29.00
WA702       0404  10     35.00
WA702       0404  11     35.00
WA702       0404  12     32.00
WA702       0404  13     34.00
WA702       0404  14     30.00
WA702       0404  15     29.00
WA702       0404  16     31.00
WA702       0404  17     31.00
WA702       0404  18     30.00
WA702       0404  19     26.00
WA702       0404  20     30.00
WA702       0404  21     30.00
WA702       0404  22     29.00
WA702       0404  23     28.00
WA702       0404  24     24.00
WA702       0404  25     31.00
WA702       0404  26     35.00
WA702       0404  27     31.00
WA702       0404  28     29.00
WA702       0404  29     28.00
WA702       0404  30     33.00
WA702       0504   1     35.00
WA702       0504   2     33.00
WA702       0504   3     33.00
WA702       0504   4     33.00
WA702       0504   5     31.00
WA702       0504   6     31.00
WA702       0504   7     33.00
WA702       0504   8     32.00
WA702       0504   9     32.00
WA702       0504  10     34.00
WA702       0504  11     31.00
WA702       0504  12     31.00
WA702       0504  13     29.00
WA702       0504  14     30.00
WA702       0504  15     33.00
WA702       0504  16     37.00
WA702       0504  17     33.00
WA702       0504  18     32.00
WA702       0504  19     39.00
WA702       0504  20     33.00
WA702       0504  21     41.00
WA702       0504  22     36.00
WA702       0504  23     33.00
WA702       0504  24     32.00
WA702       0504  25     32.00
WA702       0504  26     44.00
WA702       0504  27     37.00
WA702       0504  28     34.00
WA702       0504  29     35.00
WA702       0504  30     37.00
WA702       0504  31     31.00
WA702       0604   1     31.00
WA702       0604   2     32.00
WA702       0604   3     40.00
WA702       0604   4     39.00
WA702       0604   5     38.00
WA702       0604   6     35.00
WA702       0604   7     37.00
WA702       0604   8     40.00
WA702       0604   9     42.00
WA702       0604  10     37.00
WA702       0604  11     35.00
WA702       0604  12     37.00
WA702       0604  13     37.00
WA702       0604  14     36.00
WA702       0604  15     32.00
WA702       0604  16     34.00
WA702       0604  17     40.00
WA702       0604  18     38.00
WA702       0604  19     36.00
WA702       0604  20     36.00
WA702       0604  21     41.00
WA702       0604  22     47.00
WA702       0604  23     47.00
WA702       0604  24     45.00
WA702       0604  25     47.00
WA702       0604  26     47.00
WA702       0604  27     42.00
WA702       0604  28     39.00
WA702       0604  29     41.00
WA702       0604  30     41.00
WA702       0704   1     39.00
WA702       0704   2     42.00
WA702       0704   3     46.00
WA702       0704   4     43.00
WA702       0704   5     46.00
WA702       0704   6     42.00
WA702       0704   7     39.00
WA702       0704   8     39.00
WA702       0704   9     39.00
WA702       0704  10     42.00
WA702       0704  11     39.00
WA702       0704  12     44.00
WA702       0704  13     48.00
WA702       0704  14     48.00
WA702       0704  15     44.00
WA702       0704  16     40.00
WA702       0704  17     46.00
WA702       0704  18     47.00
WA702       0704  19     50.00
WA702       0704  20     46.00
WA702       0704  21     46.00
WA702       0704  22     45.00
WA702       0704  23     46.00
WA702       0704  24     50.00
WA702       0704  25     42.00
WA702       0704  26     39.00
WA702       0704  27     42.00
WA702       0704  28     43.00
WA702       0704  29     46.00
WA702       0704  30     46.00
WA702       0704  31     45.00
WA702       0804   1     41.00
WA702       0804   2     42.00
WA702       0804   3     45.00
WA702       0804   4     42.00
WA702       0804   5     37.00
WA702       0804   6     37.00
WA702       0804   7     44.00
WA702       0804   8     43.00
WA702       0804   9     50.00
WA702       0804  10     47.00
WA702       0804  11     49.00
WA702       0804  12     50.00
WA702       0804  13     48.00
WA702       0804  14     50.00
WA702       0804  15     48.00
WA702       0804  16     55.00
WA702       0804  17     46.00
WA702       0804  18     42.00
WA702       0804  19     46.00
WA702       0804  20     45.00
WA702       0804  21     52.00
WA702       0804  22     45.00
WA702       0804  23     44.00
WA702       0804  24     47.00
WA702       0804  25     45.00
WA702       0804  26     45.00
WA702       0804  27     46.00
WA702       0804  28     47.00
WA702       0804  29     41.00
WA702       0804  30     40.00
WA702       0804  31     42.00
WA702       0904   1     41.00
WA702       0904   2     40.00
WA702       0904   3     40.00
WA702       0904   4     43.00
WA702       0904   5     36.00
WA702       0904   6     34.00
WA702       0904   7     35.00
WA702       0904   8     36.00
WA702       0904   9     37.00
WA702       0904  10     32.00
WA702       0904  11     44.00
WA702       0904  12     41.00
WA702       0904  13     42.00
WA702       0904  14     40.00
WA702       0904  15     42.00
WA702       0904  16     40.00
WA702       0904  17     35.00
WA702       0904  18     35.00
WA702       0904  19     33.00
WA702       0904  20     38.00
WA702       0904  21     33.00
WA702       0904  22     33.00
WA702       0904  23     38.00
WA702       0904  24     40.00
WA702       0904  25     40.00
WA702       0904  26     45.00
WA702       0904  27     40.00
WA702       0904  28     40.00
WA702       0904  29     40.00
WA702       0904  30     38.00
WA702       1004   1     36.00
WA702       1004   2     35.00
WA702       1004   3     37.00
WA702       1004   4     33.00
WA702       1004   5     36.00
WA702       1004   6     38.00
WA702       1004   7     31.00
WA702       1004   8     40.00
WA702       1004   9     36.00
WA702       1004  10     34.00
WA702       1004  11     35.00
WA702       1004  12     36.00
WA702       1004  13     40.00
WA702       1004  14     38.00
WA702       1004  15     45.00
WA702       1004  16     44.00
WA702       1004  17     34.00
WA702       1004  18     33.00
WA702       1004  19     34.00
WA702       1004  20     31.00
WA702       1004  21     33.00
WA702       1004  22     33.00
WA702       1004  23     30.00
WA702       1004  24     30.00
WA702       1004  25     25.00
WA702       1004  26     32.00
WA702       1004  27     27.00
WA702       1004  28     24.00
WA702       1004  29     34.00
WA702       1004  30     31.00
WA702       1004  31     25.00
WA702       1104   1     26.00
WA702       1104   2     32.00
WA702       1104   3     24.00
WA702       1104   4     22.00
WA702       1104   5     23.00
WA702       1104   6     27.00
WA702       1104   7     34.00
WA702       1104   8     31.00
WA702       1104   9     31.00
WA702       1104  10     38.00
WA702       1104  11     32.00
WA702       1104  12     30.00
WA702       1104  13     35.00
WA702       1104  14     35.00
WA702       1104  15     32.00
WA702       1104  16     33.00
WA702       1104  17     28.00
WA702       1104  18     31.00
WA702       1104  19     22.00
WA702       1104  20     21.00
WA702       1104  21     21.00
WA702       1104  22     34.00
WA702       1104  23     33.00
WA702       1104  24     39.00
WA702       1104  25     30.00
WA702       1104  26     22.00
WA702       1104  27     21.00
WA702       1104  28     13.00
WA702       1104  29     12.00
WA702       1104  30     28.00
WA702       1204   1     27.00
WA702       1204   2     23.00
WA702       1204   3     21.00
WA702       1204   4     31.00
WA702       1204   5     24.00
WA702       1204   6     26.00
WA702       1204   7     28.00
WA702       1204   8     31.00
WA702       1204   9     31.00
WA702       1204  10     42.00
WA702       1204  11     30.00
WA702       1204  12     28.00
WA702       1204  13     30.00
WA702       1204  14     33.00
WA702       1204  15     28.00
WA702       1204  16     30.00
WA702       1204  17     33.00
WA702       1204  18     33.00
WA702       1204  19     29.00
WA702       1204  20     26.00
WA702       1204  21     24.00
WA702       1204  22     30.00
WA702       1204  23     26.00
WA702       1204  24     24.00
WA702       1204  25     33.00
WA702       1204  26     30.00
WA702       1204  27     29.00
WA702       1204  28     28.00
WA702       1204  29     29.00
WA702       1204  30     24.00
WA702       1204  31     23.00
WA702       0105   1     22.00
WA702       0105   2     21.00
WA702       0105   3     17.00
WA702       0105   4     14.00
WA702       0105   5      8.00
WA702       0105   6     23.00
WA702       0105   7     22.00
WA702       0105   8     22.00
WA702       0105   9     22.00
WA702       0105  10     21.00
WA702       0105  11     15.00
WA702       0105  12     25.00
WA702       0105  13      9.00
WA702       0105  14     11.00
WA702       0105  15     11.00
WA702       0105  16     17.00
WA702       0105  17     33.00
WA702       0105  18     44.00
WA702       0105  19     40.00
WA702       0105  20     38.00
WA702       0105  21     33.00
WA702       0105  22     36.00
WA702       0105  23     34.00
WA702       0105  24     30.00
WA702       0105  25     31.00
WA702       0105  26     34.00
WA702       0105  27     34.00
WA702       0105  28     33.00
WA702       0105  29     32.00
WA702       0105  30     33.00
WA702       0105  31     24.00
WA702       0205   1     21.00
WA702       0205   2     26.00
WA702       0205   3     27.00
WA702       0205   4     27.00
WA702       0205   5     24.00
WA702       0205   6     24.00
WA702       0205   7     19.00
WA702       0205   8     22.00
WA702       0205   9     20.00
WA702       0205  10     22.00
WA702       0205  11     24.00
WA702       0205  12     29.00
WA702       0205  13     23.00
WA702       0205  14      6.00
WA702       0205  15      9.00
WA702       0205  16     20.00
WA702       0205  17     24.00
WA702       0205  18     19.00
WA702       0205  19     17.00
WA702       0205  20     17.00
WA702       0205  21     16.00
WA702       0205  22     28.00
WA702       0205  23     31.00
WA702       0205  24     24.00
WA702       0205  25     22.00
WA702       0205  26     26.00
WA702       0205  27     31.00
WA702       0205  28     33.00
WA702       0305   1     33.00
WA702       0305   2     29.00
WA702       0305   3     27.00
WA702       0305   4     28.00
WA702       0305   5     29.00
WA702       0305   6     30.00
WA702       0305   7     31.00
WA702       0305   8     28.00
WA702       0305   9     34.00
WA702       0305  10     33.00
WA702       0305  11     31.00
WA702       0305  12     28.00
WA702       0305  13     24.00
WA702       0305  14     23.00
WA702       0305  15     24.00
WA702       0305  16     27.00
WA702       0305  17     27.00
WA702       0305  18     25.00
WA702       0305  19     31.00
WA702       0305  20     28.00
WA702       0305  21     24.00
WA702       0305  22     26.00
WA702       0305  23     27.00
WA702       0305  24     24.00
WA702       0305  25     28.00
WA702       0305  26     31.00
WA702       0305  27     33.00
WA702       0305  28     29.00
WA702       0305  29     27.00
WA702       0305  30     22.00
WA702       0305  31     21.00
WA702       0405   1     30.00
WA702       0405   2     29.00
WA702       0405   3     29.00
WA702       0405   4     25.00
WA702       0405   5     26.00
WA702       0405   6     35.00
WA702       0405   7     29.00
WA702       0405   8     24.00
WA702       0405   9     27.00
WA702       0405  10     20.00
WA702       0405  11     23.00
WA702       0405  12     18.00
WA702       0405  13     21.00
WA702       0405  14     22.00
WA702       0405  15     21.00
WA702       0405  16     33.00
WA702       0405  17     30.00
WA702       0405  18     29.00
WA702       0405  19     24.00
WA702       0405  20     29.00
WA702       0405  21     32.00
WA702       0405  22     32.00
WA702       0405  23     35.00
WA702       0405  24     33.00
WA702       0405  25     35.00
WA702       0405  26     33.00
WA702       0405  27     38.00
WA702       0405  28     35.00
WA702       0405  29     35.00
WA702       0405  30     34.00
WA702       0505   1     33.00
WA702       0505   2     39.00
WA702       0505   3     37.00
WA702       0505   4     41.00
WA702       0505   5     41.00
WA702       0505   6     39.00
WA702       0505   7     33.00
WA702       0505   8     35.00
WA702       0505   9     35.00
WA702       0505  10     34.00
WA702       0505  11     40.00
WA702       0505  12     38.00
WA702       0505  13     35.00
WA702       0505  14     46.00
WA702       0505  15     41.00
WA702       0505  16     35.00
WA702       0505  17     34.00
WA702       0505  18     38.00
WA702       0505  19     33.00
WA702       0505  20     33.00
WA702       0505  21     32.00
WA702       0505  22     33.00
WA702       0505  23     32.00
WA702       0505  24     32.00
WA702       0505  25     35.00
WA702       0505  26     46.00
WA702       0505  27     47.00
WA702       0505  28     46.00
WA702       0505  29     46.00
WA702       0505  30     44.00
WA702       0505  31     39.00
WA702       0605   1     37.00
WA702       0605   2     38.00
WA702       0605   3     38.00
WA702       0605   4     36.00
WA702       0605   5     35.00
WA702       0605   6     31.00
WA702       0605   7     36.00
WA702       0605   8     37.00
WA702       0605   9     36.00
WA702       0605  10     34.00
WA702       0605  11     36.00
WA702       0605  12     34.00
WA702       0605  13     36.00
WA702       0605  14     36.00
WA702       0605  15     35.00
WA702       0605  16     40.00
WA702       0605  17     37.00
WA702       0605  18     32.00
WA702       0605  19     32.00
WA702       0605  20     40.00
WA702       0605  21     47.00
WA702       0605  22     43.00
WA702       0605  23     37.00
WA702       0605  24     38.00
WA702       0605  25     42.00
WA702       0605  26     44.00
WA702       0605  27     44.00
WA702       0605  28     45.00
WA702       0605  29     45.00
WA702       0605  30     48.00
WA702       0705   1     43.00
WA702       0705   2     40.00
WA702       0705   3     39.00
WA702       0705   4     38.00
WA702       0705   5     40.00
WA702       0705   6     46.00
WA702       0705   7     42.00
WA702       0705   8     46.00
WA702       0705   9     44.00
WA702       0705  10     43.00
WA702       0705  11     49.00
WA702       0705  12     43.00
WA702       0705  13     44.00
WA702       0705  14     44.00
WA702       0705  15     44.00
WA702       0705  16     42.00
WA702       0705  17     42.00
WA702       0705  18     43.00
WA702       0705  19     34.00
WA702       0705  20     37.00
WA702       0705  21     36.00
WA702       0705  22     49.00
WA702       0705  23     37.00
WA702       0705  24     40.00
WA702       0705  25     38.00
WA702       0705  26     42.00
WA702       0705  27     44.00
WA702       0705  28     43.00
WA702       0705  29     42.00
WA702       0705  30     41.00
WA702       0705  31     42.00
WA702       0805   1     40.00
WA702       0805   2     40.00
WA702       0805   3     37.00
WA702       0805   4     43.00
WA702       0805   5     41.00
WA702       0805   6     41.00
WA702       0805   7     40.00
WA702       0805   8     40.00
WA702       0805   9     41.00
WA702       0805  10     37.00
WA702       0805  11     44.00
WA702       0805  12     45.00
WA702       0805  13     44.00
WA702       0805  14     40.00
WA702       0805  15     43.00
WA702       0805  16     41.00
WA702       0805  17     46.00
WA702       0805  18     38.00
WA702       0805  19     42.00
WA702       0805  20     39.00
WA702       0805  21     44.00
WA702       0805  22     46.00
WA702       0805  23     33.00
WA702       0805  24     33.00
WA702       0805  25     42.00
WA702       0805  26     38.00
WA702       0805  27     36.00
WA702       0805  28     40.00
WA702       0805  29     42.00
WA702       0805  30     38.00
WA702       0805  31     37.00
WA702       0905   1     39.00
WA702       0905   2     41.00
WA702       0905   3     35.00
WA702       0905   4     34.00
WA702       0905   5     34.00
WA702       0905   6     38.00
WA702       0905   7     37.00
WA702       0905   8     36.00
WA702       0905   9     35.00
WA702       0905  10     34.00
WA702       0905  11     33.00
WA702       0905  12     34.00
WA702       0905  13     33.00
WA702       0905  14     33.00
WA702       0905  15     41.00
WA702       0905  16     40.00
WA702       0905  17     40.00
WA702       0905  18     33.00
WA702       0905  19     31.00
WA702       0905  20     30.00
WA702       0905  21     26.00
WA702       0905  22     26.00
WA702       0905  23     28.00
WA702       0905  24     25.00
WA702       0905  25     28.00
WA702       0905  26     35.00
WA702       0905  27     31.00
WA702       0905  28     29.00
WA702       0905  29     47.00
WA702       0905  30     40.00
WA702       1005   1     35.00
WA702       1005   2     34.00
WA702       1005   3     32.00
WA702       1005   4     33.00
WA702       1005   5     38.00
WA702       1005   6     41.00
WA702       1005   7     33.00
WA702       1005   8     28.00
WA702       1005   9     35.00
WA702       1005  10     35.00
WA702       1005  11     33.00
WA702       1005  12     31.00
WA702       1005  13     37.00
WA702       1005  14     38.00
WA702       1005  15     39.00
WA702       1005  16     41.00
WA702       1005  17     38.00
WA702       1005  18     38.00
WA702       1005  19     44.00
WA702       1005  20     37.00
WA702       1005  21     35.00
WA702       1005  22     34.00
WA702       1005  23     34.00
WA702       1005  24     41.00
WA702       1005  25     36.00
WA702       1005  26     27.00
WA702       1005  27     27.00
WA702       1005  28     34.00
WA702       1005  29     34.00
WA702       1005  30     33.00
WA702       1005  31     34.00
WA702       1105   1     32.00
WA702       1105   2     32.00
WA702       1105   3     31.00
WA702       1105   4     29.00
WA702       1105   5     29.00
WA702       1105   6     28.00
WA702       1105   7     27.00
WA702       1105   8     14.00
WA702       1105   9     23.00
WA702       1105  10     30.00
WA702       1105  11     28.00
WA702       1105  12     28.00
WA702       1105  13     31.00
WA702       1105  14     22.00
WA702       1105  15     19.00
WA702       1105  16     28.00
WA702       1105  17     31.00
WA702       1105  18     30.00
WA702       1105  19     31.00
WA702       1105  20     30.00
WA702       1105  21     30.00
WA702       1105  22     28.00
WA702       1105  23     26.00
WA702       1105  24     21.00
WA702       1105  25     27.00
WA702       1105  26     17.00
WA702       1105  27     10.00
WA702       1105  28      2.00
WA702       1105  29     24.00
WA702       1105  30     22.00
WA702       1205   1     22.00
WA702       1205   2     26.00
WA702       1205   3     24.00
WA702       1205   4     17.00
WA702       1205   5     23.00
WA702       1205   6     18.00
WA702       1205   7     16.00
WA702       1205   8     15.00
WA702       1205   9     17.00
WA702       1205  10     26.00
WA702       1205  11     23.00
WA702       1205  12     19.00
WA702       1205  13     11.00
WA702       1205  14     13.00
WA702       1205  15     17.00
WA702       1205  16     15.00
WA702       1205  17     14.00
WA702       1205  18     15.00
WA702       1205  19     21.00
WA702       1205  20     31.00
WA702       1205  21     36.00
WA702       1205  22     34.00
WA702       1205  23     34.00
WA702       1205  24     41.00
WA702       1205  25     35.00
WA702       1205  26     33.00
WA702       1205  27     32.00
WA702       1205  28     32.00
WA702       1205  29     29.00
WA702       1205  30     30.00
WA702       1205  31     33.00
WA702       0106   1     28.00
WA702       0106   2     28.00
WA702       0106   3     26.00
WA702       0106   4     25.00
WA702       0106   5     32.00
WA702       0106   6     35.00
WA702       0106   7     29.00
WA702       0106   8     29.00
WA702       0106   9     33.00
WA702       0106  10     34.00
WA702       0106  11     29.00
WA702       0106  12     29.00
WA702       0106  13     33.00
WA702       0106  14     24.00
WA702       0106  15     24.00
WA702       0106  16     26.00
WA702       0106  17     29.00
WA702       0106  18     29.00
WA702       0106  19     30.00
WA702       0106  20     29.00
WA702       0106  21     22.00
WA702       0106  22     20.00
WA702       0106  23     31.00
WA702       0106  24     30.00
WA702       0106  25     28.00
WA702       0106  26     28.00
WA702       0106  27     27.00
WA702       0106  28     28.00
WA702       0106  29     27.00
WA702       0106  30     29.00
WA702       0106  31     28.00
WA702       0206   1     31.00
WA702       0206   2     32.00
WA702       0206   3     29.00
WA702       0206   4     26.00
WA702       0206   5     25.00
WA702       0206   6     25.00
WA702       0206   7     23.00
WA702       0206   8     20.00
WA702       0206   9     22.00
WA702       0206  10     24.00
WA702       0206  11     24.00
WA702       0206  12     18.00
WA702       0206  13     24.00
WA702       0206  14     15.00
WA702       0206  15      2.00
WA702       0206  16      6.00
WA702       0206  17      2.00
WA702       0206  18   -999.00
WA702       0206  19      6.00
WA702       0206  20      4.00
WA702       0206  21     27.00
WA702       0206  22     29.00
WA702       0206  23     19.00
WA702       0206  24      3.00
WA702       0206  25     17.00
WA702       0206  26     26.00
WA702       0206  27     34.00
WA702       0206  28     29.00
WA702       0306   1     29.00
WA702       0306   2     17.00
WA702       0306   3     20.00
WA702       0306   4     27.00
WA702       0306   5     28.00
WA702       0306   6     30.00
WA702       0306   7     25.00
WA702       0306   8     21.00
WA702       0306   9     20.00
WA702       0306  10     19.00
WA702       0306  11     23.00
WA702       0306  12     16.00
WA702       0306  13     16.00
WA702       0306  14     24.00
WA702       0306  15     25.00
WA702       0306  16     28.00
WA702       0306  17     27.00
WA702       0306  18     27.00
WA702       0306  19     15.00
WA702       0306  20     26.00
WA702       0306  21     23.00
WA702       0306  22     31.00
WA702       0306  23     32.00
WA702       0306  24     28.00
WA702       0306  25     26.00
WA702       0306  26     25.00
WA702       0306  27     28.00
WA702       0306  28     33.00
WA702       0306  29     29.00
WA702       0306  30     31.00
WA702       0306  31     31.00
WA702       0406   1     26.00
WA702       0406   2     27.00
WA702       0406   3     29.00
WA702       0406   4     24.00
WA702       0406   5     31.00
WA702       0406   6     28.00
WA702       0406   7     28.00
WA702       0406   8     34.00
WA702       0406   9     32.00
WA702       0406  10     29.00
WA702       0406  11     28.00
WA702       0406  12     35.00
WA702       0406  13     34.00
WA702       0406  14     27.00
WA702       0406  15     26.00
WA702       0406  16     21.00
WA702       0406  17     22.00
WA702       0406  18     21.00
WA702       0406  19     29.00
WA702       0406  20     30.00
WA702       0406  21     23.00
WA702       0406  22     18.00
WA702       0406  23     34.00
WA702       0406  24     29.00
WA702       0406  25     29.00
WA702       0406  26     27.00
WA702       0406  27     32.00
WA702       0406  28     33.00
WA702       0406  29     29.00
WA702       0406  30     26.00
WA702       0506   1     27.00
WA702       0506   2     22.00
WA702       0506   3     31.00
WA702       0506   4     30.00
WA702       0506   5     29.00
WA702       0506   6     29.00
WA702       0506   7     31.00
WA702       0506   8     28.00
WA702       0506   9     27.00
WA702       0506  10     30.00
WA702       0506  11     34.00
WA702       0506  12     29.00
WA702       0506  13     27.00
WA702       0506  14     33.00
WA702       0506  15     38.00
WA702       0506  16     39.00
WA702       0506  17     39.00
WA702       0506  18     37.00
WA702       0506  19     38.00
WA702       0506  20     33.00
WA702       0506  21     33.00
WA702       0506  22     33.00
WA702       0506  23     33.00
WA702       0506  24     38.00
WA702       0506  25     35.00
WA702       0506  26     34.00
WA702       0506  27     34.00
WA702       0506  28     37.00
WA702       0506  29     31.00
WA702       0506  30     29.00
WA702       0506  31     38.00
WA702       0606   1     39.00
WA702       0606   2     41.00
WA702       0606   3     36.00
WA702       0606   4     44.00
WA702       0606   5     37.00
WA702       0606   6     42.00
WA702       0606   7     42.00
WA702       0606   8     38.00
WA702       0606   9     39.00
WA702       0606  10     38.00
WA702       0606  11     37.00
WA702       0606  12     44.00
WA702       0606  13     44.00
WA702       0606  14     42.00
WA702       0606  15     42.00
WA702       0606  16     40.00
WA702       0606  17     32.00
WA702       0606  18     31.00
WA702       0606  19     40.00
WA702       0606  20     40.00
WA702       0606  21     34.00
WA702       0606  22     32.00
WA702       0606  23     33.00
WA702       0606  24     42.00
WA702       0606  25     46.00
WA702       0606  26     49.00
WA702       0606  27     44.00
WA702       0606  28     38.00
WA702       0606  29     41.00
WA702       0606  30     44.00
WA702       0706   1     42.00
WA702       0706   2     42.00
WA702       0706   3     45.00
WA702       0706   4     50.00
WA702       0706   5     47.00
WA702       0706   6     42.00
WA702       0706   7     37.00
WA702       0706   8     42.00
WA702       0706   9     45.00
WA702       0706  10     42.00
WA702       0706  11     34.00
WA702       0706  12     47.00
WA702       0706  13     42.00
WA702       0706  14     39.00
WA702       0706  15     40.00
WA702       0706  16     36.00
WA702       0706  17     39.00
WA702       0706  18   -999.00
WA702       0706  19     34.00
WA702       0706  20     40.00
WA702       0706  21     55.00
WA702       0706  22     54.00
WA702       0706  23     51.00
WA702       0706  24     49.00
WA702       0706  25     44.00
WA702       0706  26     49.00
WA702       0706  27     44.00
WA702       0706  28     36.00
WA702       0706  29     41.00
WA702       0706  30     40.00
WA702       0706  31     36.00
WA702       0806   1     32.00
WA702       0806   2     39.00
WA702       0806   3     39.00
WA702       0806   4     35.00
WA702       0806   5     39.00
WA702       0806   6     43.00
WA702       0806   7     43.00
WA702       0806   8     44.00
WA702       0806   9     49.00
WA702       0806  10     46.00
WA702       0806  11     44.00
WA702       0806  12     41.00
WA702       0806  13     40.00
WA702       0806  14     40.00
WA702       0806  15     36.00
WA702       0806  16     43.00
WA702       0806  17     42.00
WA702       0806  18     40.00
WA702       0806  19     41.00
WA702       0806  20     40.00
WA702       0806  21     46.00
WA702       0806  22     36.00
WA702       0806  23     34.00
WA702       0806  24     44.00
WA702       0806  25     37.00
WA702       0806  26     40.00
WA702       0806  27     40.00
WA702       0806  28     42.00
WA702       0806  29     37.00
WA702       0806  30     38.00
WA702       0806  31     31.00
WA702       0906   1     46.00
WA702       0906   2     46.00
WA702       0906   3     45.00
WA702       0906   4     46.00
WA702       0906   5     42.00
WA702       0906   6     41.00
WA702       0906   7     37.00
WA702       0906   8     36.00
WA702       0906   9     41.00
WA702       0906  10     31.00
WA702       0906  11     39.00
WA702       0906  12     38.00
WA702       0906  13     38.00
WA702       0906  14     32.00
WA702       0906  15     32.00
WA702       0906  16     36.00
WA702       0906  17     33.00
WA702       0906  18     39.00
WA702       0906  19     34.00
WA702       0906  20     39.00
WA702       0906  21     37.00
WA702       0906  22     33.00
WA702       0906  23     31.00
WA702       0906  24     41.00
WA702       0906  25     38.00
WA702       0906  26     36.00
WA702       0906  27     41.00
WA702       0906  28     40.00
WA702       0906  29     38.00
WA702       0906  30     31.00
WA702       1006   1     31.00
WA702       1006   2     29.00
WA702       1006   3     31.00
WA702       1006   4     41.00
WA702       1006   5     33.00
WA702       1006   6     33.00
WA702       1006   7     34.00
WA702       1006   8     36.00
WA702       1006   9     30.00
WA702       1006  10     27.00
WA702       1006  11     31.00
WA702       1006  12     33.00
WA702       1006  13     35.00
WA702       1006  14     35.00
WA702       1006  15     37.00
WA702       1006  16     35.00
WA702       1006  17     33.00
WA702       1006  18     36.00
WA702       1006  19     35.00
WA702       1006  20     31.00
WA702       1006  21     34.00
WA702       1006  22     30.00
WA702       1006  23     28.00
WA702       1006  24     27.00
WA702       1006  25     29.00
WA702       1006  26     32.00
WA702       1006  27     28.00
WA702       1006  28     26.00
WA702       1006  29     24.00
WA702       1006  30     16.00
WA702       1006  31     17.00
WA702       1106   1     22.00
WA702       1106   2     27.00
WA702       1106   3     37.00
WA702       1106   4     41.00
WA702       1106   5     34.00
WA702       1106   6     48.00
WA702       1106   7     35.00
WA702       1106   8     33.00
WA702       1106   9     30.00
WA702       1106  10     30.00
WA702       1106  11     30.00
WA702       1106  12     29.00
WA702       1106  13     28.00
WA702       1106  14     28.00
WA702       1106  15     30.00
WA702       1106  16     20.00
WA702       1106  17     19.00
WA702       1106  18     20.00
WA702       1106  19     32.00
WA702       1106  20     33.00
WA702       1106  21     30.00
WA702       1106  22     28.00
