$ Get data for 702:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:50 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA702           Potato Hill
WA702       0108  29     20.00
WA702       0108  30     20.00
WA702       0108  31     26.00
WA702       0208   1     23.00
WA702       0208   2     22.00
WA702       0208   3     21.00
WA702       0208   4     21.00
WA702       0208   5     24.00
WA702       0208   6     24.00
WA702       0208   7     26.00
WA702       0208   8     28.00
WA702       0208   9     33.00
WA702       0208  10     31.00
WA702       0208  11     27.00
WA702       0208  12     26.00
WA702       0208  13     18.00
WA702       0208  14      9.00
WA702       0208  15     22.00
WA702       0208  16     26.00
WA702       0208  17     24.00
WA702       0208  18     27.00
WA702       0208  19     24.00
WA702       0208  20     23.00
WA702       0208  21     23.00
WA702       0208  22     27.00
WA702       0208  23     19.00
WA702       0208  24     29.00
WA702       0208  25     28.00
WA702       0208  26     25.00
WA702       0208  27     28.00
WA702       0208  28     31.00
WA702       0208  29     31.00
WA702       0308   1     27.00
WA702       0308   2     23.00
WA702       0308   3     22.00
WA702       0308   4     24.00
WA702       0308   5     10.00
WA702       0308   6     19.00
WA702       0308   7     22.00
WA702       0308   8     23.00
WA702       0308   9     22.00
WA702       0308  10     32.00
WA702       0308  11     21.00
WA702       0308  12     14.00
WA702       0308  13     30.00
WA702       0308  14     28.00
WA702       0308  15     27.00
WA702       0308  16     24.00
WA702       0308  17     28.00
WA702       0308  18     24.00
WA702       0308  19     21.00
WA702       0308  20     25.00
WA702       0308  21     11.00
WA702       0308  22     13.00
WA702       0308  23     24.00
WA702       0308  24      9.00
WA702       0308  25      7.00
WA702       0308  26     21.00
WA702       0308  27     10.00
WA702       0308  28     13.00
WA702       0308  29     21.00
WA702       0308  30     12.00
WA702       0308  31     12.00
WA702       0408   1      3.00
WA702       0408   2      8.00
WA702       0408   3     15.00
WA702       0408   4     27.00
WA702       0408   5     26.00
WA702       0408   6     27.00
WA702       0408   7     27.00
WA702       0408   8     26.00
WA702       0408   9     18.00
WA702       0408  10     29.00
WA702       0408  11     21.00
WA702       0408  12     32.00
WA702       0408  13     31.00
WA702       0408  14     24.00
WA702       0408  15     24.00
WA702       0408  16     28.00
WA702       0408  17     31.00
WA702       0408  18     22.00
WA702       0408  19     18.00
WA702       0408  20     11.00
WA702       0408  21     12.00
WA702       0408  22     25.00
WA702       0408  23     26.00
WA702       0408  24     27.00
WA702       0408  25     20.00
WA702       0408  26     20.00
WA702       0408  27     32.00
WA702       0408  28     32.00
WA702       0408  29     26.00
WA702       0408  30     25.00
WA702       0508   1     23.00
WA702       0508   2     31.00
WA702       0508   3     33.00
WA702       0508   4     31.00
WA702       0508   5     30.00
WA702       0508   6     30.00
WA702       0508   7     29.00
WA702       0508   8     28.00
WA702       0508   9     29.00
WA702       0508  10     33.00
WA702       0508  11     31.00
WA702       0508  12     29.00
WA702       0508  13     33.00
WA702       0508  14     37.00
WA702       0508  15     34.00
WA702       0508  16     40.00
WA702       0508  17     38.00
WA702       0508  18     36.00
WA702       0508  19     35.00
WA702       0508  20     33.00
WA702       0508  21     33.00
WA702       0508  22     32.00
WA702       0508  23     35.00
WA702       0508  24     34.00
WA702       0508  25     37.00
WA702       0508  26     36.00
WA702       0508  27     36.00
WA702       0508  28     38.00
WA702       0508  29     36.00
WA702       0508  30     32.00
WA702       0508  31     32.00
WA702       0608   1     36.00
WA702       0608   2     34.00
WA702       0608   3     34.00
WA702       0608   4     33.00
WA702       0608   5     34.00
WA702       0608   6     33.00
WA702       0608   7     34.00
WA702       0608   8     34.00
WA702       0608   9     29.00
WA702       0608  10     29.00
WA702       0608  11     34.00
WA702       0608  12     33.00
WA702       0608  13     31.00
WA702       0608  14     28.00
WA702       0608  15     33.00
WA702       0608  16     32.00
WA702       0608  17     36.00
WA702       0608  18     31.00
WA702       0608  19     31.00
WA702       0608  20     35.00
WA702       0608  21     40.00
WA702       0608  22     33.00
WA702       0608  23     31.00
WA702       0608  24     30.00
WA702       0608  25     33.00
WA702       0608  26     38.00
WA702       0608  27     35.00
WA702       0608  28     45.00
WA702       0608  29     44.00
WA702       0608  30     46.00
WA702       0708   1     48.00
WA702       0708   2     47.00
WA702       0708   3     48.00
WA702       0708   4     48.00
WA702       0708   5     47.00
WA702       0708   6     46.00
WA702       0708   7     42.00
WA702       0708   8     38.00
WA702       0708   9     42.00
WA702       0708  10     35.00
WA702       0708  11     34.00
WA702       0708  12     39.00
WA702       0708  13     41.00
WA702       0708  14     40.00
WA702       0708  15     40.00
WA702       0708  16     40.00
WA702       0708  17     34.00
WA702       0708  18     33.00
WA702       0708  19     43.00
WA702       0708  20     37.00
WA702       0708  21     39.00
WA702       0708  22     43.00
WA702       0708  23     40.00
WA702       0708  24     34.00
WA702       0708  25     39.00
WA702       0708  26     37.00
WA702       0708  27     46.00
WA702       0708  28     38.00
WA702       0708  29     40.00
WA702       0708  30     32.00
WA702       0708  31     30.00
WA702       0808   1     44.00
WA702       0808   2     40.00
WA702       0808   3     41.00
WA702       0808   4     37.00
WA702       0808   5     43.00
WA702       0808   6     46.00
WA702       0808   7     44.00
WA702       0808   8     47.00
WA702       0808   9     45.00
WA702       0808  10     42.00
WA702       0808  11     43.00
WA702       0808  12     40.00
WA702       0808  13     41.00
WA702       0808  14     49.00
WA702       0808  15     53.00
WA702       0808  16     51.00
WA702       0808  17     56.00
WA702       0808  18     51.00
WA702       0808  19     48.00
WA702       0808  20     43.00
WA702       0808  21     37.00
WA702       0808  22     33.00
WA702       0808  23     40.00
WA702       0808  24     43.00
WA702       0808  25     41.00
WA702       0808  26     36.00
WA702       0808  27     42.00
WA702       0808  28     43.00
WA702       0808  29     40.00
WA702       0808  30     37.00
WA702       0808  31     37.00
WA702       0908   1     36.00
WA702       0908   2     31.00
WA702       0908   3     32.00
WA702       0908   4     35.00
WA702       0908   5     35.00
WA702       0908   6     39.00
WA702       0908   7     43.00
WA702       0908   8     41.00
WA702       0908   9     37.00
WA702       0908  10     34.00
WA702       0908  11     38.00
WA702       0908  12     38.00
WA702       0908  13     36.00
WA702       0908  14     38.00
WA702       0908  15     39.00
WA702       0908  16     42.00
WA702       0908  17     42.00
WA702       0908  18     40.00
WA702       0908  19     38.00
WA702       0908  20     41.00
WA702       0908  21     41.00
WA702       0908  22     31.00
WA702       0908  23     29.00
WA702       0908  24     38.00
WA702       0908  25     41.00
WA702       0908  26     35.00
WA702       0908  27     31.00
WA702       0908  28     36.00
WA702       0908  29     46.00
WA702       0908  30     43.00
WA702       1008   1     45.00
WA702       1008   2     42.00
WA702       1008   3     44.00
WA702       1008   4     38.00
WA702       1008   5     36.00
WA702       1008   6     41.00
WA702       1008   7     35.00
WA702       1008   8     29.00
WA702       1008   9     30.00
WA702       1008  10     26.00
WA702       1008  11     22.00
WA702       1008  12     28.00
WA702       1008  13     32.00
WA702       1008  14     29.00
WA702       1008  15     24.00
WA702       1008  16     34.00
WA702       1008  17     34.00
WA702       1008  18     31.00
WA702       1008  19     27.00
WA702       1008  20     32.00
WA702       1008  21     28.00
WA702       1008  22     29.00
WA702       1008  23     28.00
WA702       1008  24     28.00
WA702       1008  25     32.00
WA702       1008  26     33.00
WA702       1008  27     33.00
WA702       1008  28     32.00
WA702       1008  29     35.00
WA702       1008  30     39.00
WA702       1008  31     39.00
WA702       1108   1     42.00
WA702       1108   2     34.00
WA702       1108   3     34.00
WA702       1108   4     28.00
WA702       1108   5     27.00
WA702       1108   6     33.00
WA702       1108   7     40.00
WA702       1108   8     38.00
WA702       1108   9     37.00
WA702       1108  10     33.00
WA702       1108  11     33.00
WA702       1108  12     40.00
WA702       1108  13     26.00
WA702       1108  14     30.00
WA702       1108  15     33.00
WA702       1108  16     33.00
WA702       1108  17     33.00
WA702       1108  18     31.00
WA702       1108  19     32.00
WA702       1108  20     29.00
WA702       1108  21     28.00
WA702       1108  22     24.00
WA702       1108  23     20.00
WA702       1108  24     23.00
WA702       1108  25     26.00
WA702       1108  26     20.00
WA702       1108  27     24.00
WA702       1108  28     33.00
WA702       1108  29     37.00
WA702       1108  30     35.00
WA702       1208   1     33.00
WA702       1208   2     32.00
WA702       1208   3     29.00
WA702       1208   4     24.00
WA702       1208   5     24.00
WA702       1208   6     29.00
WA702       1208   7     31.00
WA702       1208   8     29.00
WA702       1208   9     24.00
WA702       1208  10     32.00
WA702       1208  11     25.00
WA702       1208  12     21.00
WA702       1208  13     17.00
WA702       1208  14      2.00
WA702       1208  15      2.00
WA702       1208  16     -3.00
WA702       1208  17     16.00
WA702       1208  18     16.00
WA702       1208  19     12.00
WA702       1208  20      4.00
WA702       1208  21      5.00
WA702       1208  22     12.00
WA702       1208  23     17.00
WA702       1208  24     17.00
WA702       1208  25     21.00
WA702       1208  26     17.00
WA702       1208  27     26.00
WA702       1208  28     29.00
WA702       1208  29     23.00
WA702       1208  30     17.00
WA702       1208  31     25.00
WA702       0109   1     26.00
WA702       0109   2     19.00
WA702       0109   3     12.00
WA702       0109   4     11.00
WA702       0109   5     28.00
WA702       0109   6     31.00
WA702       0109   7     35.00
WA702       0109   8     24.00
WA702       0109   9     17.00
WA702       0109  10     15.00
WA702       0109  11     33.00
WA702       0109  12     31.00
WA702       0109  13     23.00
WA702       0109  14     24.00
WA702       0109  15     26.00
WA702       0109  16     22.00
WA702       0109  17     26.00
WA702       0109  18     27.00
WA702       0109  19     25.00
WA702       0109  20     21.00
WA702       0109  21     16.00
WA702       0109  22     20.00
WA702       0109  23     21.00
WA702       0109  24     21.00
WA702       0109  25     12.00
WA702       0109  26      5.00
WA702       0109  27     14.00
WA702       0109  28     26.00
WA702       0109  29     17.00
WA702       0109  30     23.00
WA702       0109  31     13.00
WA702       0209   1     13.00
WA702       0209   2     23.00
WA702       0209   3     24.00
WA702       0209   4     23.00
WA702       0209   5     29.00
WA702       0209   6     24.00
WA702       0209   7     23.00
WA702       0209   8     24.00
WA702       0209   9     20.00
WA702       0209  10     18.00
WA702       0209  11     18.00
WA702       0209  12      9.00
WA702       0209  13     23.00
WA702       0209  14     22.00
WA702       0209  15     25.00
WA702       0209  16     25.00
WA702       0209  17     29.00
WA702       0209  18     16.00
WA702       0209  19     19.00
WA702       0209  20     20.00
WA702       0209  21     23.00
WA702       0209  22     30.00
WA702       0209  23     30.00
WA702       0209  24     31.00
WA702       0209  25     23.00
WA702       0209  26     10.00
WA702       0209  27      2.00
WA702       0209  28     20.00
WA702       0309   1     31.00
WA702       0309   2     33.00
WA702       0309   3     26.00
WA702       0309   4     15.00
WA702       0309   5     22.00
WA702       0309   6      8.00
WA702       0309   7     16.00
WA702       0309   8     15.00
WA702       0309   9     15.00
WA702       0309  10     17.00
WA702       0309  11     15.00
WA702       0309  12     12.00
WA702       0309  13     14.00
WA702       0309  14     28.00
WA702       0309  15     24.00
WA702       0309  16     24.00
WA702       0309  17     26.00
WA702       0309  18     25.00
WA702       0309  19     32.00
WA702       0309  20     31.00
WA702       0309  21     28.00
WA702       0309  22     24.00
WA702       0309  23     22.00
WA702       0309  24     29.00
WA702       0309  25     21.00
WA702       0309  26     17.00
WA702       0309  27     23.00
WA702       0309  28     24.00
WA702       0309  29     21.00
WA702       0309  30     21.00
WA702       0309  31     22.00
WA702       0409   1     22.00
WA702       0409   2     24.00
WA702       0409   3     19.00
WA702       0409   4     13.00
WA702       0409   5     30.00
WA702       0409   6     26.00
WA702       0409   7     27.00
WA702       0409   8     33.00
WA702       0409   9     31.00
WA702       0409  10     32.00
WA702       0409  11     31.00
WA702       0409  12     31.00
WA702       0409  13     24.00
WA702       0409  14     23.00
WA702       0409  15     18.00
WA702       0409  16     28.00
WA702       0409  17     29.00
WA702       0409  18     23.00
WA702       0409  19     28.00
WA702       0409  20     30.00
WA702       0409  21     31.00
WA702       0409  22     25.00
WA702       0409  23     22.00
WA702       0409  24     16.00
WA702       0409  25     25.00
WA702       0409  26     27.00
WA702       0409  27     25.00
WA702       0409  28     30.00
WA702       0409  29     29.00
WA702       0409  30     26.00
WA702       0509   1     31.00
WA702       0509   2     33.00
WA702       0509   3     29.00
WA702       0509   4     28.00
WA702       0509   5     34.00
WA702       0509   6     33.00
WA702       0509   7     31.00
WA702       0509   8     28.00
WA702       0509   9     27.00
WA702       0509  10     28.00
WA702       0509  11     32.00
WA702       0509  12     28.00
WA702       0509  13     22.00
WA702       0509  14     29.00
WA702       0509  15     28.00
WA702       0509  16     30.00
WA702       0509  17     34.00
WA702       0509  18     34.00
WA702       0509  19     32.00
WA702       0509  20     30.00
WA702       0509  21     29.00
WA702       0509  22     30.00
WA702       0509  23     31.00
WA702       0509  24     29.00
WA702       0509  25     32.00
WA702       0509  26     32.00
WA702       0509  27     34.00
WA702       0509  28     33.00
WA702       0509  29     38.00
WA702       0509  30     36.00
WA702       0509  31     35.00
WA702       0609   1     38.00
WA702       0609   2     38.00
WA702       0609   3     37.00
WA702       0609   4     38.00
WA702       0609   5     45.00
WA702       0609   6     42.00
WA702       0609   7     41.00
WA702       0609   8     38.00
WA702       0609   9     36.00
WA702       0609  10     43.00
WA702       0609  11     45.00
WA702       0609  12     46.00
WA702       0609  13     42.00
WA702       0609  14     47.00
WA702       0609  15     43.00
WA702       0609  16     39.00
WA702       0609  17     44.00
WA702       0609  18     45.00
WA702       0609  19     43.00
WA702       0609  20     38.00
WA702       0609  21     36.00
WA702       0609  22     35.00
WA702       0609  23     30.00
WA702       0609  24     39.00
WA702       0609  25     42.00
WA702       0609  26     34.00
WA702       0609  27     32.00
WA702       0609  28     35.00
WA702       0609  29     31.00
WA702       0609  30     32.00
WA702       0709   1     35.00
WA702       0709   2     40.00
WA702       0709   3     43.00
WA702       0709   4     40.00
WA702       0709   5     40.00
WA702       0709   6     41.00
WA702       0709   7     39.00
WA702       0709   8     42.00
WA702       0709   9     38.00
WA702       0709  10     36.00
WA702       0709  11     42.00
WA702       0709  12     45.00
WA702       0709  13     43.00
WA702       0709  14     39.00
WA702       0709  15     36.00
WA702       0709  16     40.00
WA702       0709  17     43.00
WA702       0709  18     43.00
WA702       0709  19     36.00
WA702       0709  20     40.00
WA702       0709  21     44.00
WA702       0709  22     44.00
WA702       0709  23     48.00
WA702       0709  24     48.00
WA702       0709  25     46.00
WA702       0709  26     48.00
WA702       0709  27     50.00
WA702       0709  28     54.00
WA702       0709  29     56.00
WA702       0709  30     52.00
WA702       0709  31     51.00
WA702       0809   1     51.00
WA702       0809   2     49.00
WA702       0809   3     43.00
WA702       0809   4     42.00
WA702       0809   5     40.00
WA702       0809   6     39.00
WA702       0809   7     44.00
WA702       0809   8     44.00
WA702       0809   9     43.00
WA702       0809  10     40.00
WA702       0809  11     51.00
WA702       0809  12     49.00
WA702       0809  13     43.00
WA702       0809  14     42.00
WA702       0809  15     42.00
WA702       0809  16     43.00
WA702       0809  17     40.00
WA702       0809  18     42.00
WA702       0809  19     47.00
WA702       0809  20     49.00
WA702       0809  21     47.00
WA702       0809  22     36.00
WA702       0809  23     35.00
WA702       0809  24     32.00
WA702       0809  25     36.00
WA702       0809  26     31.00
WA702       0809  27     42.00
WA702       0809  28     44.00
WA702       0809  29     44.00
WA702       0809  30     41.00
WA702       0809  31     43.00
WA702       0909   1     42.00
WA702       0909   2     38.00
WA702       0909   3   -999.00
WA702       0909   4     35.00
WA702       0909   5     44.00
WA702       0909   6     40.00
WA702       0909   7     33.00
WA702       0909   8     30.00
WA702       0909   9     38.00
WA702       0909  10     37.00
WA702       0909  11     48.00
WA702       0909  12     47.00
WA702       0909  13     43.00
WA702       0909  14     42.00
WA702       0909  15     39.00
WA702       0909  16     43.00
WA702       0909  17     36.00
WA702       0909  18     36.00
WA702       0909  19     40.00
WA702       0909  20     36.00
WA702       0909  21     41.00
WA702       0909  22     47.00
WA702       0909  23     43.00
WA702       0909  24     37.00
WA702       0909  25     33.00
WA702       0909  26     36.00
WA702       0909  27     35.00
WA702       0909  28     33.00
WA702       0909  29     32.00
WA702       0909  30     32.00
WA702       1009   1     35.00
WA702       1009   2     33.00
WA702       1009   3     29.00
WA702       1009   4     30.00
WA702       1009   5     27.00
WA702       1009   6     27.00
WA702       1009   7     28.00
WA702       1009   8     30.00
WA702       1009   9     29.00
WA702       1009  10     26.00
WA702       1009  11     24.00
WA702       1009  12     27.00
WA702       1009  13     26.00
WA702       1009  14     34.00
WA702       1009  15     32.00
WA702       1009  16     39.00
WA702       1009  17     41.00
WA702       1009  18     39.00
WA702       1009  19     35.00
WA702       1009  20     31.00
WA702       1009  21     33.00
WA702       1009  22     28.00
WA702       1009  23     33.00
WA702       1009  24     29.00
WA702       1009  25     29.00
WA702       1009  26     29.00
WA702       1009  27     21.00
WA702       1009  28     15.00
WA702       1009  29     29.00
WA702       1009  30     40.00
WA702       1009  31     33.00
WA702       1109   1     31.00
WA702       1109   2     29.00
WA702       1109   3     26.00
WA702       1109   4     32.00
WA702       1109   5     32.00
WA702       1109   6     31.00
WA702       1109   7     30.00
WA702       1109   8     30.00
WA702       1109   9     33.00
WA702       1109  10     30.00
WA702       1109  11     26.00
WA702       1109  12     24.00
WA702       1109  13     24.00
WA702       1109  14     22.00
WA702       1109  15     26.00
WA702       1109  16     34.00
WA702       1109  17     27.00
WA702       1109  18     26.00
WA702       1109  19     31.00
WA702       1109  20     27.00
WA702       1109  21     25.00
WA702       1109  22     27.00
WA702       1109  23     28.00
WA702       1109  24     33.00
WA702       1109  25     33.00
WA702       1109  26     33.00
WA702       1109  27     28.00
WA702       1109  28     27.00
WA702       1109  29     28.00
WA702       1109  30     23.00
WA702       1209   1     22.00
WA702       1209   2     21.00
WA702       1209   3     19.00
WA702       1209   4     14.00
WA702       1209   5     11.00
WA702       1209   6      4.00
WA702       1209   7     -1.00
WA702       1209   8    -10.00
WA702       1209   9    -11.00
WA702       1209  10     -1.00
WA702       1209  11      4.00
WA702       1209  12     14.00
WA702       1209  13     20.00
WA702       1209  14     26.00
WA702       1209  15     28.00
WA702       1209  16     34.00
WA702       1209  17     32.00
WA702       1209  18     35.00
WA702       1209  19     35.00
WA702       1209  20     36.00
WA702       1209  21     24.00
WA702       1209  22     20.00
WA702       1209  23     13.00
WA702       1209  24     18.00
WA702       1209  25     16.00
WA702       1209  26     17.00
WA702       1209  27     18.00
WA702       1209  28     23.00
WA702       1209  29     21.00
WA702       1209  30     21.00
WA702       1209  31     26.00
WA702       0110   1     33.00
WA702       0110   2     31.00
WA702       0110   3     29.00
WA702       0110   4     32.00
WA702       0110   5     34.00
WA702       0110   6     20.00
WA702       0110   7     19.00
WA702       0110   8     27.00
WA702       0110   9     30.00
WA702       0110  10     33.00
WA702       0110  11     34.00
WA702       0110  12     34.00
WA702       0110  13     32.00
WA702       0110  14     32.00
WA702       0110  15     33.00
WA702       0110  16     34.00
WA702       0110  17     33.00
WA702       0110  18     31.00
WA702       0110  19     33.00
WA702       0110  20     31.00
WA702       0110  21     30.00
WA702       0110  22     28.00
WA702       0110  23     18.00
WA702       0110  24     17.00
WA702       0110  25     29.00
WA702       0110  26     30.00
WA702       0110  27     23.00
WA702       0110  28     29.00
WA702       0110  29     30.00
WA702       0110  30     31.00
WA702       0110  31     29.00
WA702       0210   1     24.00
WA702       0210   2     29.00
WA702       0210   3     30.00
WA702       0210   4     30.00
WA702       0210   5     32.00
WA702       0210   6     32.00
WA702       0210   7     30.00
WA702       0210   8     26.00
WA702       0210   9     26.00
WA702       0210  10     18.00
WA702       0210  11     33.00
WA702       0210  12     32.00
WA702       0210  13     32.00
WA702       0210  14     31.00
WA702       0210  15     25.00
WA702       0210  16     30.00
WA702       0210  17     23.00
WA702       0210  18     29.00
WA702       0210  19     28.00
WA702       0210  20     19.00
WA702       0210  21     17.00
WA702       0210  22     15.00
WA702       0210  23     19.00
WA702       0210  24     30.00
WA702       0210  25     31.00
WA702       0210  26     33.00
WA702       0210  27     30.00
WA702       0210  28     26.00
WA702       0310   1     32.00
WA702       0310   2     34.00
WA702       0310   3     30.00
WA702       0310   4     24.00
WA702       0310   5     22.00
WA702       0310   6     28.00
WA702       0310   7     24.00
WA702       0310   8     21.00
WA702       0310   9     13.00
WA702       0310  10     24.00
WA702       0310  11     27.00
WA702       0310  12     26.00
WA702       0310  13     16.00
WA702       0310  14     16.00
WA702       0310  15     32.00
WA702       0310  16     32.00
WA702       0310  17     18.00
WA702       0310  18     15.00
WA702       0310  19     28.00
WA702       0310  20     31.00
WA702       0310  21     32.00
WA702       0310  22     29.00
WA702       0310  23     28.00
WA702       0310  24     31.00
WA702       0310  25     31.00
WA702       0310  26     29.00
WA702       0310  27     26.00
WA702       0310  28     33.00
WA702       0310  29     28.00
WA702       0310  30     26.00
WA702       0310  31     21.00
WA702       0410   1     25.00
WA702       0410   2     26.00
WA702       0410   3     25.00
WA702       0410   4     25.00
WA702       0410   5     25.00
WA702       0410   6     27.00
WA702       0410   7     29.00
WA702       0410   8     23.00
WA702       0410   9     21.00
WA702       0410  10     20.00
WA702       0410  11     29.00
WA702       0410  12     30.00
WA702       0410  13     30.00
WA702       0410  14     18.00
WA702       0410  15     30.00
WA702       0410  16     34.00
WA702       0410  17     29.00
WA702       0410  18     26.00
WA702       0410  19     37.00
WA702       0410  20     35.00
WA702       0410  21     33.00
WA702       0410  22     31.00
WA702       0410  23     31.00
WA702       0410  24     28.00
WA702       0410  25     23.00
WA702       0410  26     35.00
WA702       0410  27     31.00
WA702       0410  28     30.00
WA702       0410  29     29.00
WA702       0410  30     31.00
WA702       0510   1     31.00
WA702       0510   2     30.00
WA702       0510   3     25.00
WA702       0510   4     25.00
WA702       0510   5     26.00
WA702       0510   6     28.00
WA702       0510   7     29.00
WA702       0510   8     27.00
WA702       0510   9     23.00
WA702       0510  10     34.00
WA702       0510  11     35.00
WA702       0510  12     32.00
WA702       0510  13     31.00
WA702       0510  14     31.00
WA702       0510  15     31.00
WA702       0510  16     36.00
WA702       0510  17     37.00
WA702       0510  18     33.00
WA702       0510  19     32.00
WA702       0510  20     31.00
WA702       0510  21     30.00
WA702       0510  22     31.00
WA702       0510  23     30.00
WA702       0510  24     28.00
WA702       0510  25     32.00
WA702       0510  26     35.00
WA702       0510  27     34.00
WA702       0510  28     35.00
WA702       0510  29     32.00
WA702       0510  30     31.00
WA702       0510  31     36.00
WA702       0610   1     33.00
WA702       0610   2     36.00
WA702       0610   3     33.00
WA702       0610   4     36.00
WA702       0610   5     32.00
WA702       0610   6     37.00
WA702       0610   7     35.00
WA702       0610   8     31.00
WA702       0610   9     38.00
WA702       0610  10     37.00
WA702       0610  11     37.00
WA702       0610  12     33.00
WA702       0610  13     35.00
WA702       0610  14     30.00
WA702       0610  15     32.00
WA702       0610  16     34.00
WA702       0610  17     37.00
WA702       0610  18     34.00
WA702       0610  19     41.00
WA702       0610  20     40.00
WA702       0610  21     39.00
WA702       0610  22     40.00
WA702       0610  23     42.00
WA702       0610  24   -999.00
WA702       0610  25     37.00
WA702       0610  26     38.00
WA702       0610  27     36.00
WA702       0610  28     41.00
WA702       0610  29     39.00
WA702       0610  30     33.00
WA702       0710   1     37.00
WA702       0710   2     40.00
WA702       0710   3     37.00
WA702       0710   4     41.00
WA702       0710   5     37.00
WA702       0710   6     35.00
WA702       0710   7     47.00
WA702       0710   8     45.00
WA702       0710   9     46.00
WA702       0710  10     49.00
WA702       0710  11     48.00
WA702       0710  12     38.00
WA702       0710  13     35.00
WA702       0710  14     34.00
WA702       0710  15     41.00
WA702       0710  16     38.00
WA702       0710  17     38.00
WA702       0710  18     45.00
WA702       0710  19     42.00
WA702       0710  20     40.00
WA702       0710  21     42.00
WA702       0710  22     43.00
WA702       0710  23     36.00
WA702       0710  24     42.00
WA702       0710  25     43.00
WA702       0710  26     39.00
WA702       0710  27     40.00
WA702       0710  28     45.00
WA702       0710  29     44.00
WA702       0710  30     44.00
WA702       0710  31     46.00
WA702       0810   1     47.00
WA702       0810   2     44.00
WA702       0810   3     44.00
WA702       0810   4     47.00
WA702       0810   5     45.00
WA702       0810   6     43.00
WA702       0810   7     41.00
WA702       0810   8     48.00
WA702       0810   9     45.00
WA702       0810  10     45.00
WA702       0810  11     43.00
WA702       0810  12     43.00
WA702       0810  13     44.00
WA702       0810  14     53.00
WA702       0810  15     48.00
WA702       0810  16     45.00
WA702       0810  17     45.00
WA702       0810  18     42.00
WA702       0810  19     36.00
WA702       0810  20     30.00
WA702       0810  21     33.00
WA702       0810  22     42.00
WA702       0810  23     33.00
WA702       0810  24     46.00
WA702       0810  25     42.00
WA702       0810  26     42.00
WA702       0810  27     35.00
WA702       0810  28     30.00
WA702       0810  29     29.00
WA702       0810  30     35.00
WA702       0810  31     35.00
WA702       0910   1     36.00
WA702       0910   2     36.00
WA702       0910   3     43.00
WA702       0910   4     40.00
WA702       0910   5     39.00
WA702       0910   6     38.00
WA702       0910   7     41.00
WA702       0910   8     42.00
WA702       0910   9     42.00
WA702       0910  10     35.00
WA702       0910  11     35.00
WA702       0910  12     34.00
WA702       0910  13     35.00
WA702       0910  14     39.00
WA702       0910  15     43.00
WA702       0910  16     48.00
WA702       0910  17     48.00
WA702       0910  18     46.00
WA702       0910  19     44.00
WA702       0910  20     38.00
WA702       0910  21     31.00
WA702       0910  22     30.00
WA702       0910  23     32.00
WA702       0910  24     33.00
WA702       0910  25     36.00
WA702       0910  26     49.00
WA702       0910  27     47.00
WA702       0910  28     45.00
WA702       0910  29     43.00
WA702       0910  30     44.00
WA702       1010   1     37.00
WA702       1010   2     33.00
WA702       1010   3     41.00
WA702       1010   4     33.00
WA702       1010   5     29.00
WA702       1010   6     39.00
WA702       1010   7     36.00
WA702       1010   8     40.00
WA702       1010   9     45.00
WA702       1010  10     36.00
WA702       1010  11     30.00
WA702       1010  12     31.00
WA702       1010  13     32.00
WA702       1010  14     31.00
WA702       1010  15     32.00
WA702       1010  16     28.00
WA702       1010  17     25.00
WA702       1010  18     29.00
WA702       1010  19     31.00
WA702       1010  20     33.00
WA702       1010  21     32.00
WA702       1010  22     37.00
WA702       1010  23     34.00
WA702       1010  24     33.00
WA702       1010  25     31.00
WA702       1010  26     30.00
WA702       1010  27     29.00
WA702       1010  28     34.00
WA702       1010  29     34.00
WA702       1010  30     35.00
WA702       1010  31     34.00
WA702       1110   1     41.00
WA702       1110   2     33.00
WA702       1110   3     35.00
WA702       1110   4     33.00
WA702       1110   5     36.00
WA702       1110   6     40.00
WA702       1110   7     33.00
WA702       1110   8     29.00
WA702       1110   9     28.00
WA702       1110  10     28.00
WA702       1110  11     25.00
WA702       1110  12     27.00
WA702       1110  13     29.00
WA702       1110  14     36.00
WA702       1110  15     34.00
WA702       1110  16     30.00
WA702       1110  17     30.00
WA702       1110  18     27.00
WA702       1110  19     24.00
WA702       1110  20     25.00
WA702       1110  21     21.00
WA702       1110  22     12.00
WA702       1110  23    -14.00
WA702       1110  24    -16.00
WA702       1110  25     20.00
WA702       1110  26     26.00
WA702       1110  27     25.00
WA702       1110  28     19.00
WA702       1110  29     16.00
WA702       1110  30     25.00
WA702       1210   1     30.00
WA702       1210   2     27.00
WA702       1210   3     15.00
WA702       1210   4     22.00
WA702       1210   5     25.00
WA702       1210   6     28.00
WA702       1210   7     31.00
WA702       1210   8     33.00
WA702       1210   9     30.00
WA702       1210  10     24.00
WA702       1210  11     24.00
WA702       1210  12     39.00
WA702       1210  13     35.00
WA702       1210  14     27.00
WA702       1210  15     26.00
WA702       1210  16     24.00
WA702       1210  17     20.00
WA702       1210  18     22.00
WA702       1210  19     23.00
WA702       1210  20     22.00
WA702       1210  21     28.00
WA702       1210  22     26.00
WA702       1210  23     26.00
WA702       1210  24     29.00
WA702       1210  25     32.00
WA702       1210  26     26.00
WA702       1210  27     26.00
