$ Get data for 975:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:40:49 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA975           Swamp Creek
WA975       0104  19     29.00
WA975       0104  20     22.00
WA975       0104  21     21.00
WA975       0104  22     31.00
WA975       0104  23     30.00
WA975       0104  24     26.00
WA975       0104  25     25.00
WA975       0104  26     25.00
WA975       0104  27     31.00
WA975       0104  28     31.00
WA975       0104  29     34.00
WA975       0104  30     28.00
WA975       0104  31     23.00
WA975       0204   1     20.00
WA975       0204   2     25.00
WA975       0204   3     27.00
WA975       0204   4     28.00
WA975       0204   5     16.00
WA975       0204   6     23.00
WA975       0204   7     25.00
WA975       0204   8     27.00
WA975       0204   9     22.00
WA975       0204  10     20.00
WA975       0204  11     27.00
WA975       0204  12     29.00
WA975       0204  13     30.00
WA975       0204  14     30.00
WA975       0204  15     30.00
WA975       0204  16     30.00
WA975       0204  17     25.00
WA975       0204  18     30.00
WA975       0204  19     31.00
WA975       0204  20     23.00
WA975       0204  21     23.00
WA975       0204  22     30.00
WA975       0204  23     31.00
WA975       0204  24     30.00
WA975       0204  25     26.00
WA975       0204  26     31.00
WA975       0204  27     29.00
WA975       0204  28     32.00
WA975       0204  29     29.00
WA975       0304   1     28.00
WA975       0304   2     22.00
WA975       0304   3     22.00
WA975       0304   4     24.00
WA975       0304   5     24.00
WA975       0304   6     26.00
WA975       0304   7     30.00
WA975       0304   8     33.00
WA975       0304   9     29.00
WA975       0304  10     29.00
WA975       0304  11     28.00
WA975       0304  12     29.00
WA975       0304  13     26.00
WA975       0304  14     29.00
WA975       0304  15     28.00
WA975       0304  16     33.00
WA975       0304  17     33.00
WA975       0304  18     28.00
WA975       0304  19     20.00
WA975       0304  20     19.00
WA975       0304  21     35.00
WA975       0304  22     33.00
WA975       0304  23     33.00
WA975       0304  24     30.00
WA975       0304  25     27.00
WA975       0304  26     31.00
WA975       0304  27     33.00
WA975       0304  28     28.00
WA975       0304  29     40.00
WA975       0304  30     30.00
WA975       0304  31     25.00
WA975       0404   1     27.00
WA975       0404   2     23.00
WA975       0404   3     37.00
WA975       0404   4     32.00
WA975       0404   5     30.00
WA975       0404   6     29.00
WA975       0404   7     31.00
WA975       0404   8     30.00
WA975       0404   9     29.00
WA975       0404  10     30.00
WA975       0404  11     35.00
WA975       0404  12     33.00
WA975       0404  13     35.00
WA975       0404  14     31.00
WA975       0404  15     30.00
WA975       0404  16     30.00
WA975       0404  17     30.00
WA975       0404  18     31.00
WA975       0404  19     30.00
WA975       0404  20     31.00
WA975       0404  21     29.00
WA975       0404  22     29.00
WA975       0404  23     32.00
WA975       0404  24     31.00
WA975       0404  25     29.00
WA975       0404  26     33.00
WA975       0404  27     33.00
WA975       0404  28     31.00
WA975       0404  29     30.00
WA975       0404  30     34.00
WA975       0504   1     36.00
WA975       0504   2     34.00
WA975       0504   3     32.00
WA975       0504   4     37.00
WA975       0504   5     30.00
WA975       0504   6     29.00
WA975       0504   7     33.00
WA975       0504   8     38.00
WA975       0504   9     34.00
WA975       0504  10     36.00
WA975       0504  11     35.00
WA975       0504  12     32.00
WA975       0504  13     31.00
WA975       0504  14     32.00
WA975       0504  15     33.00
WA975       0504  16     37.00
WA975       0504  17     34.00
WA975       0504  18     34.00
WA975       0504  19     38.00
WA975       0504  20     36.00
WA975       0504  21     39.00
WA975       0504  22     40.00
WA975       0504  23     39.00
WA975       0504  24     36.00
WA975       0504  25     34.00
WA975       0504  26     44.00
WA975       0504  27     40.00
WA975       0504  28     38.00
WA975       0504  29     37.00
WA975       0504  30     38.00
WA975       0504  31     35.00
WA975       0604   1     32.00
WA975       0604   2     34.00
WA975       0604   3     38.00
WA975       0604   4     42.00
WA975       0604   5     41.00
WA975       0604   6     39.00
WA975       0604   7     40.00
WA975       0604   8     37.00
WA975       0604   9     42.00
WA975       0604  10     41.00
WA975       0604  11     39.00
WA975       0604  12     36.00
WA975       0604  13     40.00
WA975       0604  14     36.00
WA975       0604  15     37.00
WA975       0604  16     36.00
WA975       0604  17     40.00
WA975       0604  18     43.00
WA975       0604  19     39.00
WA975       0604  20     42.00
WA975       0604  21     47.00
WA975       0604  22     49.00
WA975       0604  23     49.00
WA975       0604  24     48.00
WA975       0604  25     50.00
WA975       0604  26     51.00
WA975       0604  27     45.00
WA975       0604  28     42.00
WA975       0604  29     45.00
WA975       0604  30     47.00
WA975       0704   1     45.00
WA975       0704   2     45.00
WA975       0704   3     47.00
WA975       0704   4     46.00
WA975       0704   5     44.00
WA975       0704   6     47.00
WA975       0704   7     42.00
WA975       0704   8     42.00
WA975       0704   9     41.00
WA975       0704  10     45.00
WA975       0704  11     43.00
WA975       0704  12     40.00
WA975       0704  13     47.00
WA975       0704  14     46.00
WA975       0704  15     50.00
WA975       0704  16     47.00
WA975       0704  17     49.00
WA975       0704  18     53.00
WA975       0704  19     51.00
WA975       0704  20     47.00
WA975       0704  21     45.00
WA975       0704  22     47.00
WA975       0704  23     49.00
WA975       0704  24     55.00
WA975       0704  25     49.00
WA975       0704  26     44.00
WA975       0704  27     47.00
WA975       0704  28     48.00
WA975       0704  29     50.00
WA975       0704  30     47.00
WA975       0704  31     50.00
WA975       0804   1     47.00
WA975       0804   2     47.00
WA975       0804   3     51.00
WA975       0804   4     46.00
WA975       0804   5     44.00
WA975       0804   6     44.00
WA975       0804   7     44.00
WA975       0804   8     40.00
WA975       0804   9     45.00
WA975       0804  10     48.00
WA975       0804  11     48.00
WA975       0804  12     52.00
WA975       0804  13     52.00
WA975       0804  14     54.00
WA975       0804  15     54.00
WA975       0804  16     52.00
WA975       0804  17     50.00
WA975       0804  18     49.00
WA975       0804  19     51.00
WA975       0804  20     51.00
WA975       0804  21     48.00
WA975       0804  22     48.00
WA975       0804  23     44.00
WA975       0804  24     44.00
WA975       0804  25     44.00
WA975       0804  26     45.00
WA975       0804  27     48.00
WA975       0804  28     49.00
WA975       0804  29     47.00
WA975       0804  30     44.00
WA975       0804  31     44.00
WA975       0904   1     41.00
WA975       0904   2     41.00
WA975       0904   3     44.00
WA975       0904   4     44.00
WA975       0904   5     38.00
WA975       0904   6     38.00
WA975       0904   7     41.00
WA975       0904   8     41.00
WA975       0904   9     41.00
WA975       0904  10     36.00
WA975       0904  11     44.00
WA975       0904  12     37.00
WA975       0904  13     34.00
WA975       0904  14     40.00
WA975       0904  15     40.00
WA975       0904  16     42.00
WA975       0904  17     39.00
WA975       0904  18     35.00
WA975       0904  19     36.00
WA975       0904  20     36.00
WA975       0904  21     33.00
WA975       0904  22     42.00
WA975       0904  23     39.00
WA975       0904  24     36.00
WA975       0904  25     40.00
WA975       0904  26     39.00
WA975       0904  27     40.00
WA975       0904  28     40.00
WA975       0904  29     39.00
WA975       0904  30     33.00
WA975       1004   1     32.00
WA975       1004   2     35.00
WA975       1004   3     37.00
WA975       1004   4     37.00
WA975       1004   5     36.00
WA975       1004   6     40.00
WA975       1004   7     39.00
WA975       1004   8     43.00
WA975       1004   9     38.00
WA975       1004  10     36.00
WA975       1004  11     38.00
WA975       1004  12     39.00
WA975       1004  13     38.00
WA975       1004  14     40.00
WA975       1004  15     44.00
WA975       1004  16     40.00
WA975       1004  17     37.00
WA975       1004  18     34.00
WA975       1004  19     36.00
WA975       1004  20     30.00
WA975       1004  21     34.00
WA975       1004  22     33.00
WA975       1004  23     29.00
WA975       1004  24     26.00
WA975       1004  25     26.00
WA975       1004  26     29.00
WA975       1004  27     27.00
WA975       1004  28     28.00
WA975       1004  29     35.00
WA975       1004  30     32.00
WA975       1004  31     25.00
WA975       1104   1     26.00
WA975       1104   2     33.00
WA975       1104   3     24.00
WA975       1104   4     22.00
WA975       1104   5     30.00
WA975       1104   6     34.00
WA975       1104   7     34.00
WA975       1104   8     33.00
WA975       1104   9     32.00
WA975       1104  10     30.00
WA975       1104  11     27.00
WA975       1104  12     28.00
WA975       1104  13     32.00
WA975       1104  14     36.00
WA975       1104  15     29.00
WA975       1104  16     27.00
WA975       1104  17     23.00
WA975       1104  18     32.00
WA975       1104  19     24.00
WA975       1104  20     26.00
WA975       1104  21     24.00
WA975       1104  22     34.00
WA975       1104  23     34.00
WA975       1104  24     34.00
WA975       1104  25     30.00
WA975       1104  26     28.00
WA975       1104  27     23.00
WA975       1104  28     18.00
WA975       1104  29     17.00
WA975       1104  30     27.00
WA975       1204   1     24.00
WA975       1204   2     25.00
WA975       1204   3     30.00
WA975       1204   4     30.00
WA975       1204   5     24.00
WA975       1204   6     22.00
WA975       1204   7     26.00
WA975       1204   8     30.00
WA975       1204   9     27.00
WA975       1204  10     34.00
WA975       1204  11     21.00
WA975       1204  12     16.00
WA975       1204  13     32.00
WA975       1204  14     33.00
WA975       1204  15     31.00
WA975       1204  16     29.00
WA975       1204  17     29.00
WA975       1204  18     34.00
WA975       1204  19     31.00
WA975       1204  20     28.00
WA975       1204  21     29.00
WA975       1204  22     26.00
WA975       1204  23     24.00
WA975       1204  24     24.00
WA975       1204  25     30.00
WA975       1204  26     30.00
WA975       1204  27     22.00
WA975       1204  28     29.00
WA975       1204  29     32.00
WA975       1204  30     29.00
WA975       1204  31     28.00
WA975       0105   1     19.00
WA975       0105   2     11.00
WA975       0105   3     10.00
WA975       0105   4      5.00
WA975       0105   5      6.00
WA975       0105   6     11.00
WA975       0105   7     19.00
WA975       0105   8     15.00
WA975       0105   9      9.00
WA975       0105  10      8.00
WA975       0105  11      7.00
WA975       0105  12     23.00
WA975       0105  13     13.00
WA975       0105  14      4.00
WA975       0105  15      9.00
WA975       0105  16     17.00
WA975       0105  17     25.00
WA975       0105  18     36.00
WA975       0105  19     36.00
WA975       0105  20     35.00
WA975       0105  21     33.00
WA975       0105  22     38.00
WA975       0105  23     36.00
WA975       0105  24     33.00
WA975       0105  25     33.00
WA975       0105  26     38.00
WA975       0105  27     33.00
WA975       0105  28     33.00
WA975       0105  29     32.00
WA975       0105  30     33.00
WA975       0105  31     29.00
WA975       0205   1     28.00
WA975       0205   2     31.00
WA975       0205   3     31.00
WA975       0205   4     30.00
WA975       0205   5     20.00
WA975       0205   6     19.00
WA975       0205   7     21.00
WA975       0205   8     16.00
WA975       0205   9     23.00
WA975       0205  10     19.00
WA975       0205  11     29.00
WA975       0205  12     26.00
WA975       0205  13     24.00
WA975       0205  14     18.00
WA975       0205  15     10.00
WA975       0205  16     11.00
WA975       0205  17     20.00
WA975       0205  18     22.00
WA975       0205  19     15.00
WA975       0205  20     11.00
WA975       0205  21     14.00
WA975       0205  22     19.00
WA975       0205  23     24.00
WA975       0205  24     29.00
WA975       0205  25     27.00
WA975       0205  26     27.00
WA975       0205  27     29.00
WA975       0205  28     32.00
WA975       0305   1     31.00
WA975       0305   2     31.00
WA975       0305   3     28.00
WA975       0305   4     28.00
WA975       0305   5     30.00
WA975       0305   6     29.00
WA975       0305   7     31.00
WA975       0305   8     30.00
WA975       0305   9     32.00
WA975       0305  10     31.00
WA975       0305  11     33.00
WA975       0305  12     28.00
WA975       0305  13     27.00
WA975       0305  14     26.00
WA975       0305  15     28.00
WA975       0305  16     28.00
WA975       0305  17     30.00
WA975       0305  18     29.00
WA975       0305  19     28.00
WA975       0305  20     31.00
WA975       0305  21     23.00
WA975       0305  22     19.00
WA975       0305  23     22.00
WA975       0305  24     28.00
WA975       0305  25     30.00
WA975       0305  26     31.00
WA975       0305  27     31.00
WA975       0305  28     30.00
WA975       0305  29     29.00
WA975       0305  30     26.00
WA975       0305  31     26.00
WA975       0405   1     28.00
WA975       0405   2     27.00
WA975       0405   3     33.00
WA975       0405   4     23.00
WA975       0405   5     23.00
WA975       0405   6     36.00
WA975       0405   7     33.00
WA975       0405   8     27.00
WA975       0405   9     28.00
WA975       0405  10     24.00
WA975       0405  11     29.00
WA975       0405  12     22.00
WA975       0405  13     21.00
WA975       0405  14     28.00
WA975       0405  15     28.00
WA975       0405  16     30.00
WA975       0405  17     30.00
WA975       0405  18     30.00
WA975       0405  19     29.00
WA975       0405  20     29.00
WA975       0405  21     33.00
WA975       0405  22     35.00
WA975       0405  23     37.00
WA975       0405  24     36.00
WA975       0405  25     34.00
WA975       0405  26     35.00
WA975       0405  27     35.00
WA975       0405  28     32.00
WA975       0405  29     33.00
WA975       0405  30     35.00
WA975       0505   1     31.00
WA975       0505   2     34.00
WA975       0505   3     36.00
WA975       0505   4     35.00
WA975       0505   5     40.00
WA975       0505   6     38.00
WA975       0505   7     33.00
WA975       0505   8     37.00
WA975       0505   9     43.00
WA975       0505  10     44.00
WA975       0505  11     41.00
WA975       0505  12     42.00
WA975       0505  13     40.00
WA975       0505  14     44.00
WA975       0505  15     43.00
WA975       0505  16     38.00
WA975       0505  17     36.00
WA975       0505  18     41.00
WA975       0505  19     35.00
WA975       0505  20     32.00
WA975       0505  21     36.00
WA975       0505  22     36.00
WA975       0505  23     36.00
WA975       0505  24     38.00
WA975       0505  25     34.00
WA975       0505  26     41.00
WA975       0505  27     44.00
WA975       0505  28     45.00
WA975       0505  29     46.00
WA975       0505  30     49.00
WA975       0505  31     41.00
WA975       0605   1     40.00
WA975       0605   2     43.00
WA975       0605   3     36.00
WA975       0605   4     32.00
WA975       0605   5     37.00
WA975       0605   6     32.00
WA975       0605   7     40.00
WA975       0605   8     39.00
WA975       0605   9     34.00
WA975       0605  10     42.00
WA975       0605  11     38.00
WA975       0605  12     38.00
WA975       0605  13     38.00
WA975       0605  14     37.00
WA975       0605  15     38.00
WA975       0605  16     45.00
WA975       0605  17     43.00
WA975       0605  18     41.00
WA975       0605  19     39.00
WA975       0605  20     41.00
WA975       0605  21     46.00
WA975       0605  22     43.00
WA975       0605  23     37.00
WA975       0605  24     42.00
WA975       0605  25     44.00
WA975       0605  26     46.00
WA975       0605  27     47.00
WA975       0605  28     46.00
WA975       0605  29     46.00
WA975       0605  30     46.00
WA975       0705   1     43.00
WA975       0705   2     44.00
WA975       0705   3     38.00
WA975       0705   4     42.00
WA975       0705   5     45.00
WA975       0705   6     46.00
WA975       0705   7     40.00
WA975       0705   8     46.00
WA975       0705   9     40.00
WA975       0705  10     37.00
WA975       0705  11     42.00
WA975       0705  12     44.00
WA975       0705  13     43.00
WA975       0705  14     42.00
WA975       0705  15     46.00
WA975       0705  16     45.00
WA975       0705  17     41.00
WA975       0705  18     47.00
WA975       0705  19     43.00
WA975       0705  20     40.00
WA975       0705  21     41.00
WA975       0705  22     50.00
WA975       0705  23     43.00
WA975       0705  24     39.00
WA975       0705  25     43.00
WA975       0705  26     44.00
WA975       0705  27     46.00
WA975       0705  28     48.00
WA975       0705  29     45.00
WA975       0705  30     46.00
WA975       0705  31     46.00
WA975       0805   1     43.00
WA975       0805   2     38.00
WA975       0805   3     41.00
WA975       0805   4     43.00
WA975       0805   5     46.00
WA975       0805   6     47.00
WA975       0805   7     46.00
WA975       0805   8     47.00
WA975       0805   9     48.00
WA975       0805  10     46.00
WA975       0805  11     48.00
WA975       0805  12     44.00
WA975       0805  13     48.00
WA975       0805  14     47.00
WA975       0805  15     49.00
WA975       0805  16     48.00
WA975       0805  17     48.00
WA975       0805  18     41.00
WA975       0805  19     39.00
WA975       0805  20     46.00
WA975       0805  21     45.00
WA975       0805  22     48.00
WA975       0805  23     41.00
WA975       0805  24     39.00
WA975       0805  25     40.00
WA975       0805  26     43.00
WA975       0805  27     42.00
WA975       0805  28     43.00
WA975       0805  29     44.00
WA975       0805  30     44.00
WA975       0805  31     43.00
WA975       0905   1     40.00
WA975       0905   2     41.00
WA975       0905   3     40.00
WA975       0905   4     42.00
WA975       0905   5     37.00
WA975       0905   6     36.00
WA975       0905   7     37.00
WA975       0905   8     39.00
WA975       0905   9     40.00
WA975       0905  10     41.00
WA975       0905  11     44.00
WA975       0905  12     40.00
WA975       0905  13     37.00
WA975       0905  14     45.00
WA975       0905  15     44.00
WA975       0905  16     44.00
WA975       0905  17     44.00
WA975       0905  18     42.00
WA975       0905  19     42.00
WA975       0905  20     32.00
WA975       0905  21     30.00
WA975       0905  22     30.00
WA975       0905  23     28.00
WA975       0905  24     29.00
WA975       0905  25     33.00
WA975       0905  26     34.00
WA975       0905  27     35.00
WA975       0905  28     32.00
WA975       0905  29     44.00
WA975       0905  30     40.00
WA975       1005   1     32.00
WA975       1005   2     31.00
WA975       1005   3     34.00
WA975       1005   4     34.00
WA975       1005   5     41.00
WA975       1005   6     42.00
WA975       1005   7     33.00
WA975       1005   8     31.00
WA975       1005   9     30.00
WA975       1005  10     43.00
WA975       1005  11     34.00
WA975       1005  12     34.00
WA975       1005  13     37.00
WA975       1005  14     38.00
WA975       1005  15     40.00
WA975       1005  16     41.00
WA975       1005  17     44.00
WA975       1005  18     42.00
WA975       1005  19     44.00
WA975       1005  20     38.00
WA975       1005  21     37.00
WA975       1005  22     41.00
WA975       1005  23     38.00
WA975       1005  24     39.00
WA975       1005  25     40.00
WA975       1005  26     29.00
WA975       1005  27     28.00
WA975       1005  28     36.00
WA975       1005  29     32.00
WA975       1005  30     30.00
WA975       1005  31     34.00
WA975       1105   1     33.00
WA975       1105   2     32.00
WA975       1105   3     32.00
WA975       1105   4     31.00
WA975       1105   5     31.00
WA975       1105   6     29.00
WA975       1105   7     27.00
WA975       1105   8     22.00
WA975       1105   9     32.00
WA975       1105  10     33.00
WA975       1105  11     30.00
WA975       1105  12     29.00
WA975       1105  13     30.00
WA975       1105  14     20.00
WA975       1105  15     20.00
WA975       1105  16     31.00
WA975       1105  17     31.00
WA975       1105  18     32.00
WA975       1105  19     33.00
WA975       1105  20     33.00
WA975       1105  21     32.00
WA975       1105  22     33.00
WA975       1105  23     36.00
WA975       1105  24     32.00
WA975       1105  25     30.00
WA975       1105  26     24.00
WA975       1105  27     15.00
WA975       1105  28     11.00
WA975       1105  29     24.00
WA975       1105  30     17.00
WA975       1205   1     19.00
WA975       1205   2     21.00
WA975       1205   3     17.00
WA975       1205   4     15.00
WA975       1205   5     24.00
WA975       1205   6     23.00
WA975       1205   7     19.00
WA975       1205   8     19.00
WA975       1205   9     23.00
WA975       1205  10     26.00
WA975       1205  11     29.00
WA975       1205  12     27.00
WA975       1205  13     16.00
WA975       1205  14     12.00
WA975       1205  15     19.00
WA975       1205  16     17.00
WA975       1205  17     20.00
WA975       1205  18     20.00
WA975       1205  19     25.00
WA975       1205  20     30.00
WA975       1205  21     34.00
WA975       1205  22     34.00
WA975       1205  23     34.00
WA975       1205  24     35.00
WA975       1205  25     35.00
WA975       1205  26     33.00
WA975       1205  27     31.00
WA975       1205  28     31.00
WA975       1205  29     30.00
WA975       1205  30     30.00
WA975       1205  31     31.00
WA975       0106   1     29.00
WA975       0106   2     28.00
WA975       0106   3     25.00
WA975       0106   4     26.00
WA975       0106   5     33.00
WA975       0106   6     34.00
WA975       0106   7     32.00
WA975       0106   8     28.00
WA975       0106   9     31.00
WA975       0106  10     34.00
WA975       0106  11     31.00
WA975       0106  12     30.00
WA975       0106  13     31.00
WA975       0106  14     27.00
WA975       0106  15     24.00
WA975       0106  16     24.00
WA975       0106  17     28.00
WA975       0106  18     26.00
WA975       0106  19     27.00
WA975       0106  20     28.00
WA975       0106  21     25.00
WA975       0106  22     27.00
WA975       0106  23     32.00
WA975       0106  24     28.00
WA975       0106  25     31.00
WA975       0106  26     28.00
WA975       0106  27     27.00
WA975       0106  28     29.00
WA975       0106  29     28.00
WA975       0106  30     31.00
WA975       0106  31     28.00
WA975       0206   1     30.00
WA975       0206   2     31.00
WA975       0206   3     29.00
WA975       0206   4     30.00
WA975       0206   5     25.00
WA975       0206   6     29.00
WA975       0206   7     30.00
WA975       0206   8     22.00
WA975       0206   9     15.00
WA975       0206  10     14.00
WA975       0206  11     26.00
WA975       0206  12     26.00
WA975       0206  13     24.00
WA975       0206  14     10.00
WA975       0206  15      6.00
WA975       0206  16      5.00
WA975       0206  17      5.00
WA975       0206  18      0.00
WA975       0206  19      2.00
WA975       0206  20      9.00
WA975       0206  21     23.00
WA975       0206  22     29.00
WA975       0206  23     22.00
WA975       0206  24      8.00
WA975       0206  25      8.00
WA975       0206  26     27.00
WA975       0206  27     33.00
WA975       0206  28     28.00
WA975       0306   1     20.00
WA975       0306   2     28.00
WA975       0306   3     22.00
WA975       0306   4     18.00
WA975       0306   5     33.00
WA975       0306   6     29.00
WA975       0306   7     30.00
WA975       0306   8     25.00
WA975       0306   9     20.00
WA975       0306  10     15.00
WA975       0306  11     14.00
WA975       0306  12     11.00
WA975       0306  13     11.00
WA975       0306  14     27.00
WA975       0306  15     26.00
WA975       0306  16     29.00
WA975       0306  17     25.00
WA975       0306  18     20.00
WA975       0306  19     15.00
WA975       0306  20     30.00
WA975       0306  21     27.00
WA975       0306  22     34.00
WA975       0306  23     35.00
WA975       0306  24     31.00
WA975       0306  25     28.00
WA975       0306  26     26.00
WA975       0306  27     23.00
WA975       0306  28     29.00
WA975       0306  29     26.00
WA975       0306  30     32.00
WA975       0306  31     31.00
WA975       0406   1     30.00
WA975       0406   2     28.00
WA975       0406   3     35.00
WA975       0406   4     32.00
WA975       0406   5     29.00
WA975       0406   6     29.00
WA975       0406   7     27.00
WA975       0406   8     32.00
WA975       0406   9     34.00
WA975       0406  10     33.00
WA975       0406  11     31.00
WA975       0406  12     32.00
WA975       0406  13     31.00
WA975       0406  14     29.00
WA975       0406  15     26.00
WA975       0406  16     25.00
WA975       0406  17     23.00
WA975       0406  18     23.00
WA975       0406  19     35.00
WA975       0406  20     34.00
WA975       0406  21     28.00
WA975       0406  22     28.00
WA975       0406  23     26.00
WA975       0406  24     31.00
WA975       0406  25     31.00
WA975       0406  26     30.00
WA975       0406  27     34.00
WA975       0406  28     33.00
WA975       0406  29     31.00
WA975       0406  30     29.00
WA975       0506   1     26.00
WA975       0506   2     23.00
WA975       0506   3     26.00
WA975       0506   4     29.00
WA975       0506   5     31.00
WA975       0506   6     30.00
WA975       0506   7     34.00
WA975       0506   8     27.00
WA975       0506   9     24.00
WA975       0506  10     30.00
WA975       0506  11     36.00
WA975       0506  12     28.00
WA975       0506  13     26.00
WA975       0506  14     31.00
WA975       0506  15     36.00
WA975       0506  16     40.00
WA975       0506  17     39.00
WA975       0506  18     39.00
WA975       0506  19     39.00
WA975       0506  20     35.00
WA975       0506  21     33.00
WA975       0506  22     40.00
WA975       0506  23     34.00
WA975       0506  24     39.00
WA975       0506  25     37.00
WA975       0506  26     38.00
WA975       0506  27     38.00
WA975       0506  28     39.00
WA975       0506  29     33.00
WA975       0506  30     31.00
WA975       0506  31     37.00
WA975       0606   1     42.00
WA975       0606   2     43.00
WA975       0606   3     41.00
WA975       0606   4     43.00
WA975       0606   5     38.00
WA975       0606   6     37.00
WA975       0606   7     38.00
WA975       0606   8     42.00
WA975       0606   9     42.00
WA975       0606  10     41.00
WA975       0606  11     37.00
WA975       0606  12     46.00
WA975       0606  13     41.00
WA975       0606  14     45.00
WA975       0606  15     43.00
WA975       0606  16     42.00
WA975       0606  17     37.00
WA975       0606  18     34.00
WA975       0606  19     39.00
WA975       0606  20     38.00
WA975       0606  21     37.00
WA975       0606  22     38.00
WA975       0606  23     36.00
WA975       0606  24     41.00
WA975       0606  25     46.00
WA975       0606  26     49.00
WA975       0606  27     51.00
WA975       0606  28     45.00
WA975       0606  29     42.00
WA975       0606  30     49.00
WA975       0706   1     46.00
WA975       0706   2     45.00
WA975       0706   3     50.00
WA975       0706   4     52.00
WA975       0706   5     50.00
WA975       0706   6     44.00
WA975       0706   7     37.00
WA975       0706   8     43.00
WA975       0706   9     51.00
WA975       0706  10     50.00
WA975       0706  11     46.00
WA975       0706  12     44.00
WA975       0706  13     46.00
WA975       0706  14     42.00
WA975       0706  15     42.00
WA975       0706  16     40.00
WA975       0706  17     43.00
WA975       0706  18     42.00
WA975       0706  19     42.00
WA975       0706  20     44.00
WA975       0706  21     51.00
WA975       0706  22     59.00
WA975       0706  23     56.00
WA975       0706  24     53.00
WA975       0706  25     48.00
WA975       0706  26     48.00
WA975       0706  27     49.00
WA975       0706  28     44.00
WA975       0706  29     44.00
WA975       0706  30     40.00
WA975       0706  31     36.00
WA975       0806   1     41.00
WA975       0806   2     37.00
WA975       0806   3     42.00
WA975       0806   4     42.00
WA975       0806   5     42.00
WA975       0806   6     45.00
WA975       0806   7     47.00
WA975       0806   8     50.00
WA975       0806   9     46.00
WA975       0806  10     46.00
WA975       0806  11     42.00
WA975       0806  12     43.00
WA975       0806  13     41.00
WA975       0806  14     44.00
WA975       0806  15     43.00
WA975       0806  16     48.00
WA975       0806  17     47.00
WA975       0806  18     44.00
WA975       0806  19     45.00
WA975       0806  20     44.00
WA975       0806  21     46.00
WA975       0806  22     47.00
WA975       0806  23     41.00
WA975       0806  24     43.00
WA975       0806  25     45.00
WA975       0806  26     44.00
WA975       0806  27     44.00
WA975       0806  28     45.00
WA975       0806  29     42.00
WA975       0806  30     40.00
WA975       0806  31     33.00
WA975       0906   1     41.00
WA975       0906   2     52.00
WA975       0906   3     47.00
WA975       0906   4     50.00
WA975       0906   5     47.00
WA975       0906   6     47.00
WA975       0906   7     45.00
WA975       0906   8     43.00
WA975       0906   9     41.00
WA975       0906  10     38.00
WA975       0906  11     40.00
WA975       0906  12     42.00
WA975       0906  13     38.00
WA975       0906  14     35.00
WA975       0906  15     37.00
WA975       0906  16     33.00
WA975       0906  17     31.00
WA975       0906  18     41.00
WA975       0906  19     41.00
WA975       0906  20     42.00
WA975       0906  21     40.00
WA975       0906  22     38.00
WA975       0906  23     39.00
WA975       0906  24     39.00
WA975       0906  25     41.00
WA975       0906  26     42.00
WA975       0906  27     42.00
WA975       0906  28     42.00
WA975       0906  29     40.00
WA975       0906  30     36.00
WA975       1006   1     32.00
WA975       1006   2     32.00
WA975       1006   3     35.00
WA975       1006   4     34.00
WA975       1006   5     38.00
WA975       1006   6     34.00
WA975       1006   7     29.00
WA975       1006   8     31.00
WA975       1006   9     31.00
WA975       1006  10     30.00
WA975       1006  11     35.00
WA975       1006  12     37.00
WA975       1006  13     38.00
WA975       1006  14     36.00
WA975       1006  15     40.00
WA975       1006  16     38.00
WA975       1006  17     32.00
WA975       1006  18     33.00
WA975       1006  19     40.00
WA975       1006  20     31.00
WA975       1006  21     29.00
WA975       1006  22     34.00
WA975       1006  23     29.00
WA975       1006  24     29.00
WA975       1006  25     33.00
WA975       1006  26     33.00
WA975       1006  27     39.00
WA975       1006  28     33.00
WA975       1006  29     23.00
WA975       1006  30     15.00
WA975       1006  31     13.00
WA975       1106   1     25.00
WA975       1106   2     29.00
WA975       1106   3     31.00
WA975       1106   4     35.00
WA975       1106   5     36.00
WA975       1106   6     42.00
WA975       1106   7     34.00
WA975       1106   8     32.00
WA975       1106   9     30.00
WA975       1106  10     29.00
WA975       1106  11     30.00
WA975       1106  12     31.00
WA975       1106  13     30.00
WA975       1106  14     26.00
WA975       1106  15     31.00
WA975       1106  16     28.00
WA975       1106  17     26.00
WA975       1106  18     32.00
WA975       1106  19     32.00
WA975       1106  20     31.00
WA975       1106  21     30.00
WA975       1106  22     30.00
WA975       1106  23     28.00
WA975       1106  24     27.00
WA975       1106  25     23.00
WA975       1106  26     23.00
WA975       1106  27     -1.00
WA975       1106  28    -10.00
WA975       1106  29    -11.00
WA975       1106  30     10.00
WA975       1206   1     17.00
WA975       1206   2     13.00
WA975       1206   3     23.00
WA975       1206   4     27.00
WA975       1206   5     28.00
WA975       1206   6     29.00
WA975       1206   7     33.00
WA975       1206   8     34.00
WA975       1206   9     31.00
WA975       1206  10     31.00
WA975       1206  11     31.00
WA975       1206  12     29.00
WA975       1206  13     30.00
WA975       1206  14     26.00
WA975       1206  15     22.00
WA975       1206  16     12.00
WA975       1206  17     11.00
