$ Get data for 841:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:43:37 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA841           Upper Wheeler
WA841       0104  12     23.00
WA841       0104  13     29.00
WA841       0104  14     31.00
WA841       0104  15     28.00
WA841       0104  16     22.00
WA841       0104  17     25.00
WA841       0104  18     26.00
WA841       0104  19     26.00
WA841       0104  20     19.00
WA841       0104  21     15.00
WA841       0104  22     16.00
WA841       0104  23     23.00
WA841       0104  24     18.00
WA841       0104  25   -999.00
WA841       0104  26     18.00
WA841       0104  27     28.00
WA841       0104  28     30.00
WA841       0104  29     32.00
WA841       0104  30     24.00
WA841       0104  31     22.00
WA841       0204   1     17.00
WA841       0204   2     19.00
WA841       0204   3     20.00
WA841       0204   4     19.00
WA841       0204   5     18.00
WA841       0204   6     19.00
WA841       0204   7     21.00
WA841       0204   8     22.00
WA841       0204   9     22.00
WA841       0204  10     25.00
WA841       0204  11     19.00
WA841       0204  12     17.00
WA841       0204  13     16.00
WA841       0204  14     21.00
WA841       0204  15     19.00
WA841       0204  16     20.00
WA841       0204  17     24.00
WA841       0204  18     27.00
WA841       0204  19     24.00
WA841       0204  20     23.00
WA841       0204  21     21.00
WA841       0204  22     20.00
WA841       0204  23     26.00
WA841       0204  24     24.00
WA841       0204  25     22.00
WA841       0204  26     24.00
WA841       0204  27     26.00
WA841       0204  28     24.00
WA841       0204  29     25.00
WA841       0304   1     26.00
WA841       0304   2     22.00
WA841       0304   3     21.00
WA841       0304   4     21.00
WA841       0304   5     22.00
WA841       0304   6     18.00
WA841       0304   7     28.00
WA841       0304   8     36.00
WA841       0304   9     30.00
WA841       0304  10     29.00
WA841       0304  11     30.00
WA841       0304  12     29.00
WA841       0304  13     27.00
WA841       0304  14     30.00
WA841       0304  15     31.00
WA841       0304  16     32.00
WA841       0304  17     32.00
WA841       0304  18     25.00
WA841       0304  19     23.00
WA841       0304  20     23.00
WA841       0304  21     30.00
WA841       0304  22     36.00
WA841       0304  23     33.00
WA841       0304  24     27.00
WA841       0304  25     27.00
WA841       0304  26     26.00
WA841       0304  27     28.00
WA841       0304  28     26.00
WA841       0304  29     31.00
WA841       0304  30     28.00
WA841       0304  31     23.00
WA841       0404   1     26.00
WA841       0404   2     28.00
WA841       0404   3     36.00
WA841       0404   4     36.00
WA841       0404   5     35.00
WA841       0404   6     35.00
WA841       0404   7     35.00
WA841       0404   8     32.00
WA841       0404   9     34.00
WA841       0404  10     35.00
WA841       0404  11     37.00
WA841       0404  12     40.00
WA841       0404  13     34.00
WA841       0404  14     29.00
WA841       0404  15     28.00
WA841       0404  16     28.00
WA841       0404  17     28.00
WA841       0404  18     28.00
WA841       0404  19     29.00
WA841       0404  20     30.00
WA841       0404  21     29.00
WA841       0404  22     32.00
WA841       0404  23     29.00
WA841       0404  24     30.00
WA841       0404  25     34.00
WA841       0404  26     39.00
WA841       0404  27     30.00
WA841       0404  28     34.00
WA841       0404  29     34.00
WA841       0404  30     38.00
WA841       0504   1     43.00
WA841       0504   2     40.00
WA841       0504   3     40.00
WA841       0504   4     39.00
WA841       0504   5     32.00
WA841       0504   6     32.00
WA841       0504   7     39.00
WA841       0504   8     35.00
WA841       0504   9     32.00
WA841       0504  10     33.00
WA841       0504  11     33.00
WA841       0504  12     32.00
WA841       0504  13     33.00
WA841       0504  14     35.00
WA841       0504  15     38.00
WA841       0504  16     37.00
WA841       0504  17     40.00
WA841       0504  18     38.00
WA841       0504  19     42.00
WA841       0504  20     41.00
WA841       0504  21     37.00
WA841       0504  22     33.00
WA841       0504  23     36.00
WA841       0504  24     38.00
WA841       0504  25     37.00
WA841       0504  26     43.00
WA841       0504  27     37.00
WA841       0504  28     33.00
WA841       0504  29     32.00
WA841       0504  30     38.00
WA841       0504  31     33.00
WA841       0604   1     34.00
WA841       0604   2     38.00
WA841       0604   3     45.00
WA841       0604   4     50.00
WA841       0604   5     42.00
WA841       0604   6     39.00
WA841       0604   7     37.00
WA841       0604   8     40.00
WA841       0604   9     38.00
WA841       0604  10     40.00
WA841       0604  11     35.00
WA841       0604  12     35.00
WA841       0604  13     39.00
WA841       0604  14     35.00
WA841       0604  15     33.00
WA841       0604  16     41.00
WA841       0604  17     47.00
WA841       0604  18     45.00
WA841       0604  19     44.00
WA841       0604  20     48.00
WA841       0604  21     54.00
WA841       0604  22     56.00
WA841       0604  23     59.00
WA841       0604  24     60.00
WA841       0604  25     58.00
WA841       0604  26     50.00
WA841       0604  27     48.00
WA841       0604  28     49.00
WA841       0604  29     54.00
WA841       0604  30     53.00
WA841       0704   1     50.00
WA841       0704   2     51.00
WA841       0704   3     48.00
WA841       0704   4     48.00
WA841       0704   5     49.00
WA841       0704   6     51.00
WA841       0704   7     43.00
WA841       0704   8     38.00
WA841       0704   9     43.00
WA841       0704  10     40.00
WA841       0704  11     39.00
WA841       0704  12     47.00
WA841       0704  13     55.00
WA841       0704  14     56.00
WA841       0704  15     60.00
WA841       0704  16     56.00
WA841       0704  17     60.00
WA841       0704  18     62.00
WA841       0704  19     52.00
WA841       0704  20     46.00
WA841       0704  21     46.00
WA841       0704  22     53.00
WA841       0704  23     56.00
WA841       0704  24     58.00
WA841       0704  25     57.00
WA841       0704  26     54.00
WA841       0704  27     54.00
WA841       0704  28     56.00
WA841       0704  29     57.00
WA841       0704  30     55.00
WA841       0704  31     54.00
WA841       0804   1     57.00
WA841       0804   2     58.00
WA841       0804   3     52.00
WA841       0804   4     50.00
WA841       0804   5     45.00
WA841       0804   6     43.00
WA841       0804   7     43.00
WA841       0804   8     47.00
WA841       0804   9     50.00
WA841       0804  10   -999.00
WA841       0804  11   -999.00
WA841       0804  12   -999.00
WA841       0804  13   -999.00
WA841       0804  14   -999.00
WA841       0804  15   -999.00
WA841       0804  16   -999.00
WA841       0804  17   -999.00
WA841       0804  18   -999.00
WA841       0804  19   -999.00
WA841       0804  20   -999.00
WA841       0804  21   -999.00
WA841       0804  22   -999.00
WA841       0804  23   -999.00
WA841       0804  24   -999.00
WA841       0804  25   -999.00
WA841       0804  26   -999.00
WA841       0804  27   -999.00
WA841       0804  28   -999.00
WA841       0804  29   -999.00
WA841       0804  30   -999.00
WA841       0804  31   -999.00
WA841       0904   1   -999.00
WA841       0904   2   -999.00
WA841       0904   3   -999.00
WA841       0904   4   -999.00
WA841       0904   5   -999.00
WA841       0904   6   -999.00
WA841       0904   7   -999.00
WA841       0904   8   -999.00
WA841       0904   9   -999.00
WA841       0904  10   -999.00
WA841       0904  11   -999.00
WA841       0904  12   -999.00
WA841       0904  13   -999.00
WA841       0904  14   -999.00
WA841       0904  15   -999.00
WA841       0904  16   -999.00
WA841       0904  17   -999.00
WA841       0904  18   -999.00
WA841       0904  19   -999.00
WA841       0904  20   -999.00
WA841       0904  21   -999.00
WA841       0904  22   -999.00
WA841       0904  23     44.00
WA841       0904  24     45.00
WA841       0904  25     47.00
WA841       0904  26     47.00
WA841       0904  27     49.00
WA841       0904  28     51.00
WA841       0904  29     47.00
WA841       0904  30     42.00
WA841       1004   1     40.00
WA841       1004   2     44.00
WA841       1004   3     45.00
WA841       1004   4     46.00
WA841       1004   5     50.00
WA841       1004   6     43.00
WA841       1004   7     37.00
WA841       1004   8     41.00
WA841       1004   9     36.00
WA841       1004  10     36.00
WA841       1004  11     40.00
WA841       1004  12     44.00
WA841       1004  13     44.00
WA841       1004  14     49.00
WA841       1004  15     46.00
WA841       1004  16     42.00
WA841       1004  17     35.00
WA841       1004  18     34.00
WA841       1004  19     35.00
WA841       1004  20     36.00
WA841       1004  21     32.00
WA841       1004  22     34.00
WA841       1004  23     30.00
WA841       1004  24     30.00
WA841       1004  25     29.00
WA841       1004  26     32.00
WA841       1004  27     33.00
WA841       1004  28     35.00
WA841       1004  29     32.00
WA841       1004  30     32.00
WA841       1004  31     30.00
WA841       1104   1     29.00
WA841       1104   2     32.00
WA841       1104   3     30.00
WA841       1104   4     30.00
WA841       1104   5     36.00
WA841       1104   6     40.00
WA841       1104   7     41.00
WA841       1104   8     39.00
WA841       1104   9     39.00
WA841       1104  10     35.00
WA841       1104  11     35.00
WA841       1104  12     30.00
WA841       1104  13     31.00
WA841       1104  14     31.00
WA841       1104  15     32.00
WA841       1104  16     31.00
WA841       1104  17     28.00
WA841       1104  18     31.00
WA841       1104  19     27.00
WA841       1104  20     27.00
WA841       1104  21     30.00
WA841       1104  22     33.00
WA841       1104  23     33.00
WA841       1104  24     39.00
WA841       1104  25     30.00
WA841       1104  26     26.00
WA841       1104  27     22.00
WA841       1104  28     20.00
WA841       1104  29     23.00
WA841       1104  30     21.00
WA841       1204   1     25.00
WA841       1204   2     26.00
WA841       1204   3     32.00
WA841       1204   4     28.00
WA841       1204   5     24.00
WA841       1204   6     22.00
WA841       1204   7     23.00
WA841       1204   8     29.00
WA841       1204   9     28.00
WA841       1204  10     32.00
WA841       1204  11     28.00
WA841       1204  12     23.00
WA841       1204  13     29.00
WA841       1204  14     32.00
WA841       1204  15     31.00
WA841       1204  16     30.00
WA841       1204  17     30.00
WA841       1204  18     29.00
WA841       1204  19     28.00
WA841       1204  20     26.00
WA841       1204  21     26.00
WA841       1204  22     24.00
WA841       1204  23     24.00
WA841       1204  24     31.00
WA841       1204  25     31.00
WA841       1204  26     28.00
WA841       1204  27     28.00
WA841       1204  28     27.00
WA841       1204  29     28.00
WA841       1204  30     26.00
WA841       1204  31     23.00
WA841       0105   1   -999.00
WA841       0105   2   -999.00
WA841       0105   3   -999.00
WA841       0105   4     13.00
WA841       0105   5     13.00
WA841       0105   6     15.00
WA841       0105   7     15.00
WA841       0105   8     19.00
WA841       0105   9     14.00
WA841       0105  10     11.00
WA841       0105  11      9.00
WA841       0105  12     26.00
WA841       0105  13      6.00
WA841       0105  14      5.00
WA841       0105  15      6.00
WA841       0105  16     11.00
WA841       0105  17     15.00
WA841       0105  18     38.00
WA841       0105  19     39.00
WA841       0105  20     38.00
WA841       0105  21     35.00
WA841       0105  22     35.00
WA841       0105  23     41.00
WA841       0105  24     39.00
WA841       0105  25     35.00
WA841       0105  26     33.00
WA841       0105  27     30.00
WA841       0105  28     30.00
WA841       0105  29     30.00
WA841       0105  30     33.00
WA841       0105  31     31.00
WA841       0205   1     31.00
WA841       0205   2     35.00
WA841       0205   3     40.00
WA841       0205   4     29.00
WA841       0205   5     23.00
WA841       0205   6     23.00
WA841       0205   7     21.00
WA841       0205   8     21.00
WA841       0205   9     25.00
WA841       0205  10     24.00
WA841       0205  11     23.00
WA841       0205  12     28.00
WA841       0205  13     23.00
WA841       0205  14     19.00
WA841       0205  15     17.00
WA841       0205  16     17.00
WA841       0205  17     19.00
WA841       0205  18     21.00
WA841       0205  19     24.00
WA841       0205  20     21.00
WA841       0205  21     24.00
WA841       0205  22     27.00
WA841       0205  23     30.00
WA841       0205  24     31.00
WA841       0205  25     31.00
WA841       0205  26     32.00
WA841       0205  27     32.00
WA841       0205  28     33.00
WA841       0305   1     34.00
WA841       0305   2     33.00
WA841       0305   3     32.00
WA841       0305   4     32.00
WA841       0305   5     33.00
WA841       0305   6     35.00
WA841       0305   7     37.00
WA841       0305   8     36.00
WA841       0305   9     37.00
WA841       0305  10     36.00
WA841       0305  11     41.00
WA841       0305  12     34.00
WA841       0305  13     32.00
WA841       0305  14     33.00
WA841       0305  15     34.00
WA841       0305  16     30.00
WA841       0305  17     30.00
WA841       0305  18     27.00
WA841       0305  19     28.00
WA841       0305  20     30.00
WA841       0305  21     26.00
WA841       0305  22     24.00
WA841       0305  23     26.00
WA841       0305  24     24.00
WA841       0305  25     26.00
WA841       0305  26     31.00
WA841       0305  27     34.00
WA841       0305  28     30.00
WA841       0305  29     28.00
WA841       0305  30     26.00
WA841       0305  31     26.00
WA841       0405   1     31.00
WA841       0405   2     28.00
WA841       0405   3     32.00
WA841       0405   4     28.00
WA841       0405   5     29.00
WA841       0405   6     34.00
WA841       0405   7     33.00
WA841       0405   8     27.00
WA841       0405   9     30.00
WA841       0405  10     29.00
WA841       0405  11     29.00
WA841       0405  12     24.00
WA841       0405  13     23.00
WA841       0405  14     29.00
WA841       0405  15     30.00
WA841       0405  16     33.00
WA841       0405  17     31.00
WA841       0405  18     31.00
WA841       0405  19     35.00
WA841       0405  20     38.00
WA841       0405  21     40.00
WA841       0405  22     39.00
WA841       0405  23     42.00
WA841       0405  24     37.00
WA841       0405  25     42.00
WA841       0405  26     44.00
WA841       0405  27     37.00
WA841       0405  28     32.00
WA841       0405  29     34.00
WA841       0405  30     35.00
WA841       0505   1     37.00
WA841       0505   2     41.00
WA841       0505   3     39.00
WA841       0505   4     42.00
WA841       0505   5     43.00
WA841       0505   6     42.00
WA841       0505   7     39.00
WA841       0505   8     41.00
WA841       0505   9     43.00
WA841       0505  10     41.00
WA841       0505  11     40.00
WA841       0505  12     43.00
WA841       0505  13     44.00
WA841       0505  14     47.00
WA841       0505  15     41.00
WA841       0505  16     35.00
WA841       0505  17     34.00
WA841       0505  18     38.00
WA841       0505  19     35.00
WA841       0505  20     35.00
WA841       0505  21     33.00
WA841       0505  22     35.00
WA841       0505  23     32.00
WA841       0505  24     35.00
WA841       0505  25     39.00
WA841       0505  26     44.00
WA841       0505  27     47.00
WA841       0505  28     51.00
WA841       0505  29     54.00
WA841       0505  30     49.00
WA841       0505  31     41.00
WA841       0605   1     38.00
WA841       0605   2     40.00
WA841       0605   3     40.00
WA841       0605   4     37.00
WA841       0605   5     35.00
WA841       0605   6     34.00
WA841       0605   7     35.00
WA841       0605   8     39.00
WA841       0605   9     40.00
WA841       0605  10     41.00
WA841       0605  11     36.00
WA841       0605  12     34.00
WA841       0605  13     40.00
WA841       0605  14     40.00
WA841       0605  15     35.00
WA841       0605  16     44.00
WA841       0605  17     44.00
WA841       0605  18     42.00
WA841       0605  19     42.00
WA841       0605  20     47.00
WA841       0605  21     51.00
WA841       0605  22     44.00
WA841       0605  23     40.00
WA841       0605  24     46.00
WA841       0605  25     45.00
WA841       0605  26     47.00
WA841       0605  27     45.00
WA841       0605  28     46.00
WA841       0605  29     46.00
WA841       0605  30     49.00
WA841       0705   1     45.00
WA841       0705   2     43.00
WA841       0705   3     42.00
WA841       0705   4     48.00
WA841       0705   5     54.00
WA841       0705   6     47.00
WA841       0705   7     44.00
WA841       0705   8     47.00
WA841       0705   9     43.00
WA841       0705  10     46.00
WA841       0705  11     45.00
WA841       0705  12     47.00
WA841       0705  13     47.00
WA841       0705  14     46.00
WA841       0705  15     52.00
WA841       0705  16     50.00
WA841       0705  17     49.00
WA841       0705  18     55.00
WA841       0705  19     51.00
WA841       0705  20     51.00
WA841       0705  21     53.00
WA841       0705  22     49.00
WA841       0705  23     46.00
WA841       0705  24     46.00
WA841       0705  25     49.00
WA841       0705  26     52.00
WA841       0705  27     54.00
WA841       0705  28     56.00
WA841       0705  29     54.00
WA841       0705  30     58.00
WA841       0705  31     55.00
WA841       0805   1     49.00
WA841       0805   2     45.00
WA841       0805   3     50.00
WA841       0805   4     54.00
WA841       0805   5     57.00
WA841       0805   6     58.00
WA841       0805   7     56.00
WA841       0805   8     56.00
WA841       0805   9     57.00
WA841       0805  10     53.00
WA841       0805  11     52.00
WA841       0805  12     50.00
WA841       0805  13     46.00
WA841       0805  14     52.00
WA841       0805  15     56.00
WA841       0805  16     56.00
WA841       0805  17     51.00
WA841       0805  18     51.00
WA841       0805  19     49.00
WA841       0805  20     54.00
WA841       0805  21     57.00
WA841       0805  22     49.00
WA841       0805  23     47.00
WA841       0805  24     44.00
WA841       0805  25     49.00
WA841       0805  26     53.00
WA841       0805  27     50.00
WA841       0805  28     54.00
WA841       0805  29     42.00
WA841       0805  30     41.00
WA841       0805  31     44.00
WA841       0905   1     50.00
WA841       0905   2     50.00
WA841       0905   3     45.00
WA841       0905   4     41.00
WA841       0905   5     39.00
WA841       0905   6     43.00
WA841       0905   7     49.00
WA841       0905   8     51.00
WA841       0905   9     42.00
WA841       0905  10     39.00
WA841       0905  11     39.00
WA841       0905  12     43.00
WA841       0905  13     42.00
WA841       0905  14     44.00
WA841       0905  15     42.00
WA841       0905  16     40.00
WA841       0905  17     40.00
WA841       0905  18     42.00
WA841       0905  19     41.00
WA841       0905  20     38.00
WA841       0905  21     36.00
WA841       0905  22     35.00
WA841       0905  23     36.00
WA841       0905  24     37.00
WA841       0905  25     41.00
WA841       0905  26     45.00
WA841       0905  27     42.00
WA841       0905  28     42.00
WA841       0905  29     50.00
WA841       0905  30     41.00
WA841       1005   1     35.00
WA841       1005   2     33.00
WA841       1005   3     33.00
WA841       1005   4     32.00
WA841       1005   5     37.00
WA841       1005   6     39.00
WA841       1005   7     35.00
WA841       1005   8     34.00
WA841       1005   9     34.00
WA841       1005  10     38.00
WA841       1005  11     39.00
WA841       1005  12     42.00
WA841       1005  13     40.00
WA841       1005  14     40.00
WA841       1005  15     42.00
WA841       1005  16     44.00
WA841       1005  17     46.00
WA841       1005  18     42.00
WA841       1005  19     44.00
WA841       1005  20     40.00
WA841       1005  21     39.00
WA841       1005  22     39.00
WA841       1005  23     41.00
WA841       1005  24     42.00
WA841       1005  25     42.00
WA841       1005  26     32.00
WA841       1005  27     31.00
WA841       1005  28     33.00
WA841       1005  29     32.00
WA841       1005  30     31.00
WA841       1005  31     34.00
WA841       1105   1     31.00
WA841       1105   2     29.00
WA841       1105   3     31.00
WA841       1105   4     29.00
WA841       1105   5     28.00
WA841       1105   6     26.00
WA841       1105   7     23.00
WA841       1105   8     22.00
WA841       1105   9     27.00
WA841       1105  10     29.00
WA841       1105  11     27.00
WA841       1105  12     26.00
WA841       1105  13     29.00
WA841       1105  14     22.00
WA841       1105  15     22.00
WA841       1105  16     34.00
WA841       1105  17     32.00
WA841       1105  18     33.00
WA841       1105  19     34.00
WA841       1105  20     27.00
WA841       1105  21     26.00
WA841       1105  22     29.00
WA841       1105  23     20.00
WA841       1105  24     22.00
WA841       1105  25     26.00
WA841       1105  26     18.00
WA841       1105  27     18.00
WA841       1105  28     15.00
WA841       1105  29     20.00
WA841       1105  30     16.00
WA841       1205   1     16.00
WA841       1205   2     16.00
WA841       1205   3     15.00
WA841       1205   4     15.00
WA841       1205   5     21.00
WA841       1205   6     17.00
WA841       1205   7     10.00
WA841       1205   8     11.00
WA841       1205   9     19.00
WA841       1205  10     24.00
WA841       1205  11     21.00
WA841       1205  12     22.00
WA841       1205  13     20.00
WA841       1205  14     17.00
WA841       1205  15     17.00
WA841       1205  16     17.00
WA841       1205  17     11.00
WA841       1205  18      9.00
WA841       1205  19     18.00
WA841       1205  20     23.00
WA841       1205  21     30.00
WA841       1205  22     35.00
WA841       1205  23     34.00
WA841       1205  24     37.00
WA841       1205  25     34.00
WA841       1205  26     31.00
WA841       1205  27     30.00
WA841       1205  28     29.00
WA841       1205  29     28.00
WA841       1205  30     27.00
WA841       1205  31     28.00
WA841       0106   1     29.00
WA841       0106   2     27.00
WA841       0106   3     23.00
WA841       0106   4     26.00
WA841       0106   5     28.00
WA841       0106   6     36.00
WA841       0106   7     30.00
WA841       0106   8     27.00
WA841       0106   9     32.00
WA841       0106  10     34.00
WA841       0106  11     29.00
WA841       0106  12     26.00
WA841       0106  13     34.00
WA841       0106  14     27.00
WA841       0106  15     20.00
WA841       0106  16     25.00
WA841       0106  17     26.00
WA841       0106  18     26.00
WA841       0106  19     25.00
WA841       0106  20     22.00
WA841       0106  21     22.00
WA841       0106  22     25.00
WA841       0106  23     31.00
WA841       0106  24     29.00
WA841       0106  25     29.00
WA841       0106  26     28.00
WA841       0106  27     27.00
WA841       0106  28     28.00
WA841       0106  29     24.00
WA841       0106  30     29.00
WA841       0106  31     28.00
WA841       0206   1     28.00
WA841       0206   2     29.00
WA841       0206   3     27.00
WA841       0206   4     27.00
WA841       0206   5     22.00
WA841       0206   6     23.00
WA841       0206   7     25.00
WA841       0206   8     26.00
WA841       0206   9     20.00
WA841       0206  10     17.00
WA841       0206  11     18.00
WA841       0206  12     24.00
WA841       0206  13     20.00
WA841       0206  14     18.00
WA841       0206  15     14.00
WA841       0206  16      8.00
WA841       0206  17     -2.00
WA841       0206  18      4.00
WA841       0206  19     12.00
WA841       0206  20     18.00
WA841       0206  21     20.00
WA841       0206  22     28.00
WA841       0206  23     20.00
WA841       0206  24     13.00
WA841       0206  25     16.00
WA841       0206  26     24.00
WA841       0206  27     35.00
WA841       0206  28     26.00
WA841       0306   1     26.00
WA841       0306   2     23.00
WA841       0306   3     22.00
WA841       0306   4     22.00
WA841       0306   5     27.00
WA841       0306   6     29.00
WA841       0306   7     24.00
WA841       0306   8     22.00
WA841       0306   9     19.00
WA841       0306  10     15.00
WA841       0306  11     22.00
WA841       0306  12     18.00
WA841       0306  13     18.00
WA841       0306  14     24.00
WA841       0306  15     22.00
WA841       0306  16     28.00
WA841       0306  17     24.00
WA841       0306  18     23.00
WA841       0306  19     27.00
WA841       0306  20     28.00
WA841       0306  21     25.00
WA841       0306  22     32.00
WA841       0306  23     32.00
WA841       0306  24     32.00
WA841       0306  25     30.00
WA841       0306  26     27.00
WA841       0306  27     27.00
WA841       0306  28     32.00
WA841       0306  29     31.00
WA841       0306  30     31.00
WA841       0306  31     34.00
WA841       0406   1     28.00
WA841       0406   2     27.00
WA841       0406   3     34.00
WA841       0406   4     33.00
WA841       0406   5     35.00
WA841       0406   6     31.00
WA841       0406   7     32.00
WA841       0406   8     36.00
WA841       0406   9     32.00
WA841       0406  10     32.00
WA841       0406  11     31.00
WA841       0406  12     35.00
WA841       0406  13     34.00
WA841       0406  14     29.00
WA841       0406  15     26.00
WA841       0406  16     26.00
WA841       0406  17     25.00
WA841       0406  18     27.00
WA841       0406  19     32.00
WA841       0406  20     37.00
WA841       0406  21     31.00
WA841       0406  22     28.00
WA841       0406  23     31.00
WA841       0406  24     34.00
WA841       0406  25     35.00
WA841       0406  26     36.00
WA841       0406  27     35.00
WA841       0406  28     40.00
WA841       0406  29     31.00
WA841       0406  30     30.00
WA841       0506   1     29.00
WA841       0506   2     28.00
WA841       0506   3     33.00
WA841       0506   4     35.00
WA841       0506   5     38.00
WA841       0506   6     38.00
WA841       0506   7     35.00
WA841       0506   8     31.00
WA841       0506   9     29.00
WA841       0506  10     36.00
WA841       0506  11     36.00
WA841       0506  12     31.00
WA841       0506  13     31.00
WA841       0506  14     39.00
WA841       0506  15     45.00
WA841       0506  16     51.00
WA841       0506  17     54.00
WA841       0506  18     55.00
WA841       0506  19     51.00
WA841       0506  20     44.00
WA841       0506  21     42.00
WA841       0506  22     37.00
WA841       0506  23     38.00
WA841       0506  24     37.00
WA841       0506  25     37.00
WA841       0506  26     36.00
WA841       0506  27     37.00
WA841       0506  28     36.00
WA841       0506  29     37.00
WA841       0506  30     38.00
WA841       0506  31     45.00
WA841       0606   1     47.00
WA841       0606   2     42.00
WA841       0606   3     37.00
WA841       0606   4     46.00
WA841       0606   5     42.00
WA841       0606   6     46.00
WA841       0606   7     49.00
WA841       0606   8     43.00
WA841       0606   9     42.00
WA841       0606  10     43.00
WA841       0606  11     43.00
WA841       0606  12     46.00
WA841       0606  13     47.00
WA841       0606  14     43.00
WA841       0606  15     41.00
WA841       0606  16     43.00
WA841       0606  17     40.00
WA841       0606  18     40.00
WA841       0606  19     40.00
WA841       0606  20   -999.00
WA841       0606  21     40.00
WA841       0606  22     40.00
WA841       0606  23     43.00
WA841       0606  24     49.00
WA841       0606  25     54.00
WA841       0606  26     57.00
WA841       0606  27     58.00
WA841       0606  28     53.00
WA841       0606  29     53.00
WA841       0606  30     54.00
WA841       0706   1     54.00
WA841       0706   2     56.00
WA841       0706   3     58.00
WA841       0706   4     59.00
WA841       0706   5     54.00
WA841       0706   6     44.00
WA841       0706   7     41.00
WA841       0706   8     51.00
WA841       0706   9     57.00
WA841       0706  10     52.00
WA841       0706  11     50.00
WA841       0706  12     48.00
WA841       0706  13     45.00
WA841       0706  14     49.00
WA841       0706  15     46.00
WA841       0706  16     50.00
WA841       0706  17     48.00
WA841       0706  18     46.00
WA841       0706  19     51.00
WA841       0706  20     52.00
WA841       0706  21     60.00
WA841       0706  22     65.00
WA841       0706  23     64.00
WA841       0706  24     59.00
WA841       0706  25     58.00
WA841       0706  26     58.00
WA841       0706  27     57.00
WA841       0706  28     54.00
WA841       0706  29     44.00
WA841       0706  30     42.00
WA841       0706  31     39.00
WA841       0806   1     43.00
WA841       0806   2     44.00
WA841       0806   3     47.00
WA841       0806   4     52.00
WA841       0806   5     48.00
WA841       0806   6     55.00
WA841       0806   7     57.00
WA841       0806   8     55.00
WA841       0806   9     51.00
WA841       0806  10     45.00
WA841       0806  11     45.00
WA841       0806  12     46.00
WA841       0806  13     50.00
WA841       0806  14     54.00
WA841       0806  15     52.00
WA841       0806  16     52.00
WA841       0806  17     52.00
WA841       0806  18     54.00
WA841       0806  19     56.00
WA841       0806  20     57.00
WA841       0806  21     60.00
WA841       0806  22     51.00
WA841       0806  23     47.00
WA841       0806  24     46.00
WA841       0806  25     50.00
WA841       0806  26     53.00
WA841       0806  27     55.00
WA841       0806  28     58.00
WA841       0806  29     44.00
WA841       0806  30     39.00
WA841       0806  31     38.00
WA841       0906   1     46.00
WA841       0906   2     49.00
WA841       0906   3     55.00
WA841       0906   4     61.00
WA841       0906   5     59.00
WA841       0906   6     58.00
WA841       0906   7     57.00
WA841       0906   8     56.00
WA841       0906   9     46.00
WA841       0906  10     44.00
WA841       0906  11     49.00
WA841       0906  12     50.00
WA841       0906  13     38.00
WA841       0906  14     36.00
WA841       0906  15     34.00
WA841       0906  16     35.00
WA841       0906  17     36.00
WA841       0906  18     40.00
WA841       0906  19     39.00
WA841       0906  20     39.00
WA841       0906  21     39.00
WA841       0906  22     37.00
WA841       0906  23     41.00
WA841       0906  24     44.00
WA841       0906  25     44.00
WA841       0906  26     48.00
WA841       0906  27     49.00
WA841       0906  28     52.00
WA841       0906  29     50.00
WA841       0906  30     44.00
WA841       1006   1     42.00
WA841       1006   2     38.00
WA841       1006   3     42.00
WA841       1006   4     40.00
WA841       1006   5     44.00
WA841       1006   6     36.00
WA841       1006   7     35.00
WA841       1006   8     36.00
WA841       1006   9     34.00
WA841       1006  10     38.00
WA841       1006  11     44.00
WA841       1006  12     45.00
WA841       1006  13     46.00
WA841       1006  14     45.00
WA841       1006  15     38.00
WA841       1006  16     35.00
WA841       1006  17     35.00
WA841       1006  18     36.00
WA841       1006  19     40.00
WA841       1006  20     36.00
WA841       1006  21     35.00
WA841       1006  22     33.00
WA841       1006  23     36.00
WA841       1006  24     31.00
WA841       1006  25     31.00
WA841       1006  26     33.00
WA841       1006  27     37.00
WA841       1006  28     36.00
WA841       1006  29     25.00
WA841       1006  30     19.00
WA841       1006  31     18.00
WA841       1106   1     19.00
WA841       1106   2     25.00
WA841       1106   3     33.00
WA841       1106   4     38.00
WA841       1106   5     37.00
WA841       1106   6     45.00
WA841       1106   7     35.00
WA841       1106   8     33.00
WA841       1106   9     29.00
WA841       1106  10     31.00
WA841       1106  11     29.00
WA841       1106  12     31.00
WA841       1106  13     29.00
WA841       1106  14     24.00
WA841       1106  15     31.00
WA841       1106  16     26.00
WA841       1106  17     25.00
WA841       1106  18     27.00
WA841       1106  19     30.00
WA841       1106  20     33.00
WA841       1106  21     29.00
WA841       1106  22     29.00
WA841       1106  23     27.00
WA841       1106  24     23.00
WA841       1106  25     19.00
WA841       1106  26     21.00
WA841       1106  27      7.00
WA841       1106  28      5.00
WA841       1106  29      2.00
WA841       1106  30      6.00
WA841       1206   1     18.00
WA841       1206   2     16.00
WA841       1206   3     18.00
WA841       1206   4     20.00
WA841       1206   5     29.00
WA841       1206   6     27.00
WA841       1206   7     27.00
