$ Get data for 841:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:43:37 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA841           Upper Wheeler
WA841       0208   2     19.00
WA841       0208   3     17.00
WA841       0208   4     16.00
WA841       0208   5     22.00
WA841       0208   6     24.00
WA841       0208   7     27.00
WA841       0208   8     29.00
WA841       0208   9     30.00
WA841       0208  10     32.00
WA841       0208  11     28.00
WA841       0208  12     26.00
WA841       0208  13     22.00
WA841       0208  14     22.00
WA841       0208  15     30.00
WA841       0208  16     28.00
WA841       0208  17     27.00
WA841       0208  18     27.00
WA841       0208  19     24.00
WA841       0208  20     30.00
WA841       0208  21     29.00
WA841       0208  22     29.00
WA841       0208  23     26.00
WA841       0208  24     27.00
WA841       0208  25     29.00
WA841       0208  26     32.00
WA841       0208  27     32.00
WA841       0208  28     33.00
WA841       0208  29     35.00
WA841       0308   1     25.00
WA841       0308   2     23.00
WA841       0308   3     30.00
WA841       0308   4     26.00
WA841       0308   5     24.00
WA841       0308   6     31.00
WA841       0308   7     33.00
WA841       0308   8     30.00
WA841       0308   9     31.00
WA841       0308  10     34.00
WA841       0308  11     28.00
WA841       0308  12     28.00
WA841       0308  13     28.00
WA841       0308  14     27.00
WA841       0308  15     25.00
WA841       0308  16     23.00
WA841       0308  17     29.00
WA841       0308  18     24.00
WA841       0308  19     24.00
WA841       0308  20     25.00
WA841       0308  21     22.00
WA841       0308  22     21.00
WA841       0308  23     24.00
WA841       0308  24     19.00
WA841       0308  25     19.00
WA841       0308  26     23.00
WA841       0308  27     20.00
WA841       0308  28     21.00
WA841       0308  29     20.00
WA841       0308  30     18.00
WA841       0308  31     16.00
WA841       0408   1     16.00
WA841       0408   2     20.00
WA841       0408   3     26.00
WA841       0408   4     28.00
WA841       0408   5     24.00
WA841       0408   6     29.00
WA841       0408   7     28.00
WA841       0408   8     24.00
WA841       0408   9     21.00
WA841       0408  10     28.00
WA841       0408  11     30.00
WA841       0408  12     36.00
WA841       0408  13     40.00
WA841       0408  14     28.00
WA841       0408  15     25.00
WA841       0408  16     26.00
WA841       0408  17     31.00
WA841       0408  18     24.00
WA841       0408  19     20.00
WA841       0408  20     19.00
WA841       0408  21     18.00
WA841       0408  22     23.00
WA841       0408  23     29.00
WA841       0408  24     27.00
WA841       0408  25     25.00
WA841       0408  26     28.00
WA841       0408  27     36.00
WA841       0408  28     36.00
WA841       0408  29     29.00
WA841       0408  30     28.00
WA841       0508   1     26.00
WA841       0508   2     31.00
WA841       0508   3     37.00
WA841       0508   4     37.00
WA841       0508   5     38.00
WA841       0508   6     36.00
WA841       0508   7     32.00
WA841       0508   8     31.00
WA841       0508   9     31.00
WA841       0508  10     37.00
WA841       0508  11     32.00
WA841       0508  12     31.00
WA841       0508  13     40.00
WA841       0508  14     43.00
WA841       0508  15     44.00
WA841       0508  16     47.00
WA841       0508  17     49.00
WA841       0508  18     53.00
WA841       0508  19     49.00
WA841       0508  20     38.00
WA841       0508  21     34.00
WA841       0508  22     39.00
WA841       0508  23     42.00
WA841       0508  24     40.00
WA841       0508  25     44.00
WA841       0508  26     45.00
WA841       0508  27     44.00
WA841       0508  28     46.00
WA841       0508  29     42.00
WA841       0508  30     40.00
WA841       0508  31     45.00
WA841       0608   1     41.00
WA841       0608   2     41.00
WA841       0608   3     36.00
WA841       0608   4     36.00
WA841       0608   5     36.00
WA841       0608   6     34.00
WA841       0608   7     33.00
WA841       0608   8     36.00
WA841       0608   9     33.00
WA841       0608  10     33.00
WA841       0608  11     38.00
WA841       0608  12     42.00
WA841       0608  13     40.00
WA841       0608  14     38.00
WA841       0608  15     43.00
WA841       0608  16     46.00
WA841       0608  17     38.00
WA841       0608  18     37.00
WA841       0608  19     40.00
WA841       0608  20     48.00
WA841       0608  21     51.00
WA841       0608  22     42.00
WA841       0608  23     40.00
WA841       0608  24     41.00
WA841       0608  25     44.00
WA841       0608  26     45.00
WA841       0608  27     49.00
WA841       0608  28     54.00
WA841       0608  29     59.00
WA841       0608  30     62.00
WA841       0708   1     58.00
WA841       0708   2     55.00
WA841       0708   3     57.00
WA841       0708   4     47.00
WA841       0708   5     46.00
WA841       0708   6     44.00
WA841       0708   7     50.00
WA841       0708   8     51.00
WA841       0708   9     54.00
WA841       0708  10     43.00
WA841       0708  11     42.00
WA841       0708  12     50.00
WA841       0708  13     53.00
WA841       0708  14     53.00
WA841       0708  15     54.00
WA841       0708  16     50.00
WA841       0708  17     48.00
WA841       0708  18     45.00
WA841       0708  19     48.00
WA841       0708  20     53.00
WA841       0708  21     56.00
WA841       0708  22     48.00
WA841       0708  23     46.00
WA841       0708  24     47.00
WA841       0708  25     53.00
WA841       0708  26     52.00
WA841       0708  27     48.00
WA841       0708  28     44.00
WA841       0708  29     49.00
WA841       0708  30     43.00
WA841       0708  31     46.00
WA841       0808   1     46.00
WA841       0808   2     42.00
WA841       0808   3     44.00
WA841       0808   4     50.00
WA841       0808   5     55.00
WA841       0808   6     58.00
WA841       0808   7     58.00
WA841       0808   8     55.00
WA841       0808   9     47.00
WA841       0808  10     42.00
WA841       0808  11     41.00
WA841       0808  12     50.00
WA841       0808  13     51.00
WA841       0808  14     56.00
WA841       0808  15     60.00
WA841       0808  16     64.00
WA841       0808  17     65.00
WA841       0808  18     54.00
WA841       0808  19     48.00
WA841       0808  20     48.00
WA841       0808  21     42.00
WA841       0808  22     41.00
WA841       0808  23     47.00
WA841       0808  24     49.00
WA841       0808  25     39.00
WA841       0808  26     37.00
WA841       0808  27     45.00
WA841       0808  28     45.00
WA841       0808  29     49.00
WA841       0808  30     40.00
WA841       0808  31     38.00
WA841       0908   1     38.00
WA841       0908   2     38.00
WA841       0908   3     41.00
WA841       0908   4     43.00
WA841       0908   5     47.00
WA841       0908   6     46.00
WA841       0908   7     46.00
WA841       0908   8     45.00
WA841       0908   9     45.00
WA841       0908  10     43.00
WA841       0908  11     48.00
WA841       0908  12     50.00
WA841       0908  13     45.00
WA841       0908  14     47.00
WA841       0908  15     50.00
WA841       0908  16     54.00
WA841       0908  17     56.00
WA841       0908  18     57.00
WA841       0908  19     57.00
WA841       0908  20     48.00
WA841       0908  21     41.00
WA841       0908  22     33.00
WA841       0908  23     31.00
WA841       0908  24     38.00
WA841       0908  25     41.00
WA841       0908  26     40.00
WA841       0908  27     41.00
WA841       0908  28     44.00
WA841       0908  29     46.00
WA841       0908  30     51.00
WA841       1008   1     53.00
WA841       1008   2     46.00
WA841       1008   3     44.00
WA841       1008   4     39.00
WA841       1008   5     36.00
WA841       1008   6     40.00
WA841       1008   7     37.00
WA841       1008   8     31.00
WA841       1008   9     31.00
WA841       1008  10     32.00
WA841       1008  11     30.00
WA841       1008  12     34.00
WA841       1008  13     41.00
WA841       1008  14     31.00
WA841       1008  15     30.00
WA841       1008  16     34.00
WA841       1008  17     43.00
WA841       1008  18     35.00
WA841       1008  19     33.00
WA841       1008  20     33.00
WA841       1008  21     30.00
WA841       1008  22     32.00
WA841       1008  23     34.00
WA841       1008  24     34.00
WA841       1008  25     35.00
WA841       1008  26     32.00
WA841       1008  27     35.00
WA841       1008  28     39.00
WA841       1008  29     41.00
WA841       1008  30     42.00
WA841       1008  31     39.00
WA841       1108   1     38.00
WA841       1108   2     36.00
WA841       1108   3     34.00
WA841       1108   4     28.00
WA841       1108   5     24.00
WA841       1108   6     30.00
WA841       1108   7     34.00
WA841       1108   8     34.00
WA841       1108   9     33.00
WA841       1108  10     32.00
WA841       1108  11     33.00
WA841       1108  12     39.00
WA841       1108  13     29.00
WA841       1108  14     29.00
WA841       1108  15     36.00
WA841       1108  16     45.00
WA841       1108  17     43.00
WA841       1108  18     34.00
WA841       1108  19     32.00
WA841       1108  20     32.00
WA841       1108  21     30.00
WA841       1108  22     27.00
WA841       1108  23     25.00
WA841       1108  24     25.00
WA841       1108  25     28.00
WA841       1108  26     26.00
WA841       1108  27     25.00
WA841       1108  28     30.00
WA841       1108  29     35.00
WA841       1108  30     40.00
WA841       1208   1     39.00
WA841       1208   2     31.00
WA841       1208   3     25.00
WA841       1208   4     22.00
WA841       1208   5     29.00
WA841       1208   6     38.00
WA841       1208   7     30.00
WA841       1208   8     28.00
WA841       1208   9     29.00
WA841       1208  10     33.00
WA841       1208  11     30.00
WA841       1208  12     26.00
WA841       1208  13     10.00
WA841       1208  14      3.00
WA841       1208  15      3.00
WA841       1208  16      5.00
WA841       1208  17      1.00
WA841       1208  18      5.00
WA841       1208  19     -3.00
WA841       1208  20     -5.00
WA841       1208  21     -1.00
WA841       1208  22      7.00
WA841       1208  23     10.00
WA841       1208  24      7.00
WA841       1208  25     13.00
WA841       1208  26     13.00
WA841       1208  27     26.00
WA841       1208  28     25.00
WA841       1208  29     23.00
WA841       1208  30     21.00
WA841       1208  31     22.00
WA841       0109   1     24.00
WA841       0109   2      9.00
WA841       0109   3     11.00
WA841       0109   4     10.00
WA841       0109   5     11.00
WA841       0109   6     31.00
WA841       0109   7     36.00
WA841       0109   8     26.00
WA841       0109   9     26.00
WA841       0109  10     28.00
WA841       0109  11     31.00
WA841       0109  12     33.00
WA841       0109  13     34.00
WA841       0109  14     33.00
WA841       0109  15     30.00
WA841       0109  16     28.00
WA841       0109  17     29.00
WA841       0109  18     28.00
WA841       0109  19     28.00
WA841       0109  20     25.00
WA841       0109  21     21.00
WA841       0109  22     22.00
WA841       0109  23     18.00
WA841       0109  24     15.00
WA841       0109  25      8.00
WA841       0109  26      7.00
WA841       0109  27     16.00
WA841       0109  28     23.00
WA841       0109  29     25.00
WA841       0109  30     31.00
WA841       0109  31     21.00
WA841       0209   1     21.00
WA841       0209   2     29.00
WA841       0209   3     30.00
WA841       0209   4     35.00
WA841       0209   5     33.00
WA841       0209   6     30.00
WA841       0209   7     24.00
WA841       0209   8     21.00
WA841       0209   9     19.00
WA841       0209  10     17.00
WA841       0209  11     17.00
WA841       0209  12     15.00
WA841       0209  13     21.00
WA841       0209  14     19.00
WA841       0209  15     21.00
WA841       0209  16     25.00
WA841       0209  17     26.00
WA841       0209  18     26.00
WA841       0209  19     26.00
WA841       0209  20     24.00
WA841       0209  21     24.00
WA841       0209  22     26.00
WA841       0209  23     28.00
WA841       0209  24     31.00
WA841       0209  25     26.00
WA841       0209  26     17.00
WA841       0209  27     14.00
WA841       0209  28     20.00
WA841       0309   1     25.00
WA841       0309   2     31.00
WA841       0309   3     32.00
WA841       0309   4     30.00
WA841       0309   5     18.00
WA841       0309   6     13.00
WA841       0309   7     19.00
WA841       0309   8     14.00
WA841       0309   9     12.00
WA841       0309  10      5.00
WA841       0309  11      7.00
WA841       0309  12     11.00
WA841       0309  13     20.00
WA841       0309  14     29.00
WA841       0309  15     23.00
WA841       0309  16     21.00
WA841       0309  17     23.00
WA841       0309  18     24.00
WA841       0309  19     31.00
WA841       0309  20     33.00
WA841       0309  21     30.00
WA841       0309  22     28.00
WA841       0309  23     23.00
WA841       0309  24     29.00
WA841       0309  25     26.00
WA841       0309  26     27.00
WA841       0309  27     29.00
WA841       0309  28     26.00
WA841       0309  29     24.00
WA841       0309  30     22.00
WA841       0309  31     22.00
WA841       0409   1     22.00
WA841       0409   2     28.00
WA841       0409   3     24.00
WA841       0409   4     24.00
WA841       0409   5     29.00
WA841       0409   6     33.00
WA841       0409   7     37.00
WA841       0409   8     34.00
WA841       0409   9     32.00
WA841       0409  10     33.00
WA841       0409  11     32.00
WA841       0409  12     32.00
WA841       0409  13     27.00
WA841       0409  14     27.00
WA841       0409  15     27.00
WA841       0409  16     31.00
WA841       0409  17     31.00
WA841       0409  18     30.00
WA841       0409  19     36.00
WA841       0409  20     39.00
WA841       0409  21     41.00
WA841       0409  22     30.00
WA841       0409  23     28.00
WA841       0409  24     26.00
WA841       0409  25     31.00
WA841       0409  26     31.00
WA841       0409  27     33.00
WA841       0409  28     30.00
WA841       0409  29     29.00
WA841       0409  30     30.00
WA841       0509   1     33.00
WA841       0509   2     35.00
WA841       0509   3     31.00
WA841       0509   4     32.00
WA841       0509   5     33.00
WA841       0509   6     33.00
WA841       0509   7     32.00
WA841       0509   8     31.00
WA841       0509   9     34.00
WA841       0509  10     36.00
WA841       0509  11     34.00
WA841       0509  12     30.00
WA841       0509  13     29.00
WA841       0509  14     34.00
WA841       0509  15     32.00
WA841       0509  16     39.00
WA841       0509  17     45.00
WA841       0509  18     46.00
WA841       0509  19     36.00
WA841       0509  20     31.00
WA841       0509  21     35.00
WA841       0509  22     39.00
WA841       0509  23     43.00
WA841       0509  24     42.00
WA841       0509  25     42.00
WA841       0509  26     46.00
WA841       0509  27     41.00
WA841       0509  28     47.00
WA841       0509  29     52.00
WA841       0509  30     52.00
WA841       0509  31     51.00
WA841       0609   1     51.00
WA841       0609   2     45.00
WA841       0609   3     47.00
WA841       0609   4     50.00
WA841       0609   5     51.00
WA841       0609   6     46.00
WA841       0609   7     43.00
WA841       0609   8     40.00
WA841       0609   9     43.00
WA841       0609  10     44.00
WA841       0609  11     46.00
WA841       0609  12     47.00
WA841       0609  13     48.00
WA841       0609  14     48.00
WA841       0609  15     47.00
WA841       0609  16     46.00
WA841       0609  17     48.00
WA841       0609  18     44.00
WA841       0609  19     44.00
WA841       0609  20     42.00
WA841       0609  21     40.00
WA841       0609  22     39.00
WA841       0609  23     37.00
WA841       0609  24     48.00
WA841       0609  25     43.00
WA841       0609  26     39.00
WA841       0609  27     44.00
WA841       0609  28     45.00
WA841       0609  29     43.00
WA841       0609  30     44.00
WA841       0709   1     46.00
WA841       0709   2     49.00
WA841       0709   3     54.00
WA841       0709   4     56.00
WA841       0709   5     57.00
WA841       0709   6     44.00
WA841       0709   7     40.00
WA841       0709   8     42.00
WA841       0709   9     42.00
WA841       0709  10     47.00
WA841       0709  11     52.00
WA841       0709  12     52.00
WA841       0709  13     47.00
WA841       0709  14     44.00
WA841       0709  15     49.00
WA841       0709  16     53.00
WA841       0709  17     57.00
WA841       0709  18     51.00
WA841       0709  19     49.00
WA841       0709  20     51.00
WA841       0709  21     56.00
WA841       0709  22     59.00
WA841       0709  23     56.00
WA841       0709  24     52.00
WA841       0709  25     54.00
WA841       0709  26     54.00
WA841       0709  27     59.00
WA841       0709  28     63.00
WA841       0709  29     58.00
WA841       0709  30     58.00
WA841       0709  31     61.00
WA841       0809   1     62.00
WA841       0809   2     60.00
WA841       0809   3     60.00
WA841       0809   4     58.00
WA841       0809   5     56.00
WA841       0809   6     56.00
WA841       0809   7     51.00
WA841       0809   8     49.00
WA841       0809   9     49.00
WA841       0809  10     49.00
WA841       0809  11     54.00
WA841       0809  12     48.00
WA841       0809  13     42.00
WA841       0809  14     40.00
WA841       0809  15     42.00
WA841       0809  16     45.00
WA841       0809  17     50.00
WA841       0809  18     54.00
WA841       0809  19     59.00
WA841       0809  20     62.00
WA841       0809  21     49.00
WA841       0809  22     46.00
WA841       0809  23     46.00
WA841       0809  24     47.00
WA841       0809  25     49.00
WA841       0809  26     47.00
WA841       0809  27     53.00
WA841       0809  28     58.00
WA841       0809  29     52.00
WA841       0809  30     53.00
WA841       0809  31     56.00
WA841       0909   1     57.00
WA841       0909   2     54.00
WA841       0909   3     44.00
WA841       0909   4     47.00
WA841       0909   5     42.00
WA841       0909   6     41.00
WA841       0909   7     39.00
WA841       0909   8     38.00
WA841       0909   9     44.00
WA841       0909  10     45.00
WA841       0909  11     48.00
WA841       0909  12     53.00
WA841       0909  13     56.00
WA841       0909  14     51.00
WA841       0909  15     48.00
WA841       0909  16     52.00
WA841       0909  17     45.00
WA841       0909  18     50.00
WA841       0909  19     39.00
WA841       0909  20     38.00
WA841       0909  21     43.00
WA841       0909  22     47.00
WA841       0909  23     54.00
WA841       0909  24     51.00
WA841       0909  25     51.00
WA841       0909  26     45.00
WA841       0909  27     40.00
WA841       0909  28     42.00
WA841       0909  29     32.00
WA841       0909  30     31.00
WA841       1009   1     34.00
WA841       1009   2     35.00
WA841       1009   3     34.00
WA841       1009   4     36.00
WA841       1009   5     33.00
WA841       1009   6     37.00
WA841       1009   7     39.00
WA841       1009   8     33.00
WA841       1009   9     33.00
WA841       1009  10     25.00
WA841       1009  11     22.00
WA841       1009  12     23.00
WA841       1009  13     24.00
WA841       1009  14     33.00
WA841       1009  15     35.00
WA841       1009  16     39.00
WA841       1009  17     40.00
WA841       1009  18     39.00
WA841       1009  19   -999.00
WA841       1009  20     36.00
WA841       1009  21     37.00
WA841       1009  22     33.00
WA841       1009  23     38.00
WA841       1009  24     32.00
WA841       1009  25     32.00
WA841       1009  26     31.00
WA841       1009  27     29.00
WA841       1009  28     27.00
WA841       1009  29     30.00
WA841       1009  30     41.00
WA841       1009  31     34.00
WA841       1109   1     31.00
WA841       1109   2     31.00
WA841       1109   3     31.00
WA841       1109   4     31.00
WA841       1109   5     33.00
WA841       1109   6     33.00
WA841       1109   7     30.00
WA841       1109   8     30.00
WA841       1109   9     31.00
WA841       1109  10     31.00
WA841       1109  11     25.00
WA841       1109  12     24.00
WA841       1109  13     21.00
WA841       1109  14     20.00
WA841       1109  15     27.00
WA841       1109  16     35.00
WA841       1109  17     30.00
WA841       1109  18     27.00
WA841       1109  19     31.00
WA841       1109  20     31.00
WA841       1109  21     28.00
WA841       1109  22     26.00
WA841       1109  23     27.00
WA841       1109  24     32.00
WA841       1109  25     31.00
WA841       1109  26     33.00
WA841       1109  27     28.00
WA841       1109  28     27.00
WA841       1109  29     33.00
WA841       1109  30     30.00
WA841       1209   1     20.00
WA841       1209   2     18.00
WA841       1209   3     18.00
WA841       1209   4     20.00
WA841       1209   5     19.00
WA841       1209   6      2.00
WA841       1209   7     -1.00
WA841       1209   8     -1.00
WA841       1209   9      2.00
WA841       1209  10     11.00
WA841       1209  11     14.00
WA841       1209  12     13.00
WA841       1209  13     13.00
WA841       1209  14     15.00
WA841       1209  15     15.00
WA841       1209  16     31.00
WA841       1209  17     32.00
WA841       1209  18     31.00
WA841       1209  19     32.00
WA841       1209  20     32.00
WA841       1209  21     26.00
WA841       1209  22     21.00
WA841       1209  23     19.00
WA841       1209  24     15.00
WA841       1209  25     11.00
WA841       1209  26     17.00
WA841       1209  27     18.00
WA841       1209  28     18.00
WA841       1209  29     15.00
WA841       1209  30     17.00
WA841       1209  31     21.00
WA841       0110   1     23.00
WA841       0110   2     29.00
WA841       0110   3     29.00
WA841       0110   4     28.00
WA841       0110   5     28.00
WA841       0110   6     15.00
WA841       0110   7     13.00
WA841       0110   8     18.00
WA841       0110   9     21.00
WA841       0110  10     23.00
WA841       0110  11     31.00
WA841       0110  12     33.00
WA841       0110  13     33.00
WA841       0110  14     31.00
WA841       0110  15     32.00
WA841       0110  16     29.00
WA841       0110  17     31.00
WA841       0110  18     31.00
WA841       0110  19     31.00
WA841       0110  20     31.00
WA841       0110  21     31.00
WA841       0110  22     28.00
WA841       0110  23     26.00
WA841       0110  24     25.00
WA841       0110  25     26.00
WA841       0110  26     26.00
WA841       0110  27     25.00
WA841       0110  28     27.00
WA841       0110  29     27.00
WA841       0110  30     29.00
WA841       0110  31     29.00
WA841       0210   1     27.00
WA841       0210   2     28.00
WA841       0210   3     27.00
WA841       0210   4     26.00
WA841       0210   5     29.00
WA841       0210   6     29.00
WA841       0210   7     29.00
WA841       0210   8     31.00
WA841       0210   9     28.00
WA841       0210  10     25.00
WA841       0210  11     28.00
WA841       0210  12     32.00
WA841       0210  13     31.00
WA841       0210  14     31.00
WA841       0210  15     29.00
WA841       0210  16     29.00
WA841       0210  17     26.00
WA841       0210  18     26.00
WA841       0210  19     23.00
WA841       0210  20     23.00
WA841       0210  21     21.00
WA841       0210  22     26.00
WA841       0210  23     25.00
WA841       0210  24     26.00
WA841       0210  25     30.00
WA841       0210  26     31.00
WA841       0210  27     31.00
WA841       0210  28     31.00
WA841       0310   1     32.00
WA841       0310   2     35.00
WA841       0310   3     32.00
WA841       0310   4     28.00
WA841       0310   5     29.00
WA841       0310   6     29.00
WA841       0310   7     30.00
WA841       0310   8     22.00
WA841       0310   9     19.00
WA841       0310  10     24.00
WA841       0310  11     27.00
WA841       0310  12     28.00
WA841       0310  13     25.00
WA841       0310  14     26.00
WA841       0310  15     32.00
WA841       0310  16     34.00
WA841       0310  17     29.00
WA841       0310  18     26.00
WA841       0310  19     26.00
WA841       0310  20     28.00
WA841       0310  21     33.00
WA841       0310  22     30.00
WA841       0310  23     29.00
WA841       0310  24     31.00
WA841       0310  25     33.00
WA841       0310  26     29.00
WA841       0310  27     28.00
WA841       0310  28     34.00
WA841       0310  29     28.00
WA841       0310  30     26.00
WA841       0310  31     23.00
WA841       0410   1     23.00
WA841       0410   2     27.00
WA841       0410   3     26.00
WA841       0410   4     25.00
WA841       0410   5     30.00
WA841       0410   6     28.00
WA841       0410   7     30.00
WA841       0410   8     22.00
WA841       0410   9     20.00
WA841       0410  10     19.00
WA841       0410  11     28.00
WA841       0410  12     34.00
WA841       0410  13     34.00
WA841       0410  14     31.00
WA841       0410  15     34.00
WA841       0410  16     36.00
WA841       0410  17     35.00
WA841       0410  18     35.00
WA841       0410  19     37.00
WA841       0410  20     40.00
WA841       0410  21     39.00
WA841       0410  22     31.00
WA841       0410  23     31.00
WA841       0410  24     30.00
WA841       0410  25     31.00
WA841       0410  26     35.00
WA841       0410  27     35.00
WA841       0410  28     33.00
WA841       0410  29     33.00
WA841       0410  30     33.00
WA841       0510   1     32.00
WA841       0510   2     31.00
WA841       0510   3     30.00
WA841       0510   4     29.00
WA841       0510   5     28.00
WA841       0510   6     30.00
WA841       0510   7     31.00
WA841       0510   8     33.00
WA841       0510   9     31.00
WA841       0510  10     37.00
WA841       0510  11     39.00
WA841       0510  12     37.00
WA841       0510  13     40.00
WA841       0510  14     42.00
WA841       0510  15     43.00
WA841       0510  16     46.00
WA841       0510  17     45.00
WA841       0510  18     37.00
WA841       0510  19     34.00
WA841       0510  20     31.00
WA841       0510  21     31.00
WA841       0510  22     32.00
WA841       0510  23     33.00
WA841       0510  24     32.00
WA841       0510  25     39.00
WA841       0510  26     38.00
WA841       0510  27     38.00
WA841       0510  28     39.00
WA841       0510  29     37.00
WA841       0510  30     36.00
WA841       0510  31     40.00
WA841       0610   1     37.00
WA841       0610   2     37.00
WA841       0610   3     32.00
WA841       0610   4     38.00
WA841       0610   5     35.00
WA841       0610   6     42.00
WA841       0610   7     41.00
WA841       0610   8     38.00
WA841       0610   9     40.00
WA841       0610  10     37.00
WA841       0610  11     39.00
WA841       0610  12     43.00
WA841       0610  13     44.00
WA841       0610  14     38.00
WA841       0610  15     35.00
WA841       0610  16     35.00
WA841       0610  17     40.00
WA841       0610  18     39.00
WA841       0610  19     45.00
WA841       0610  20     46.00
WA841       0610  21     44.00
WA841       0610  22     42.00
WA841       0610  23     50.00
WA841       0610  24     48.00
WA841       0610  25     48.00
WA841       0610  26     47.00
WA841       0610  27     47.00
WA841       0610  28     49.00
WA841       0610  29     43.00
WA841       0610  30     37.00
WA841       0710   1     40.00
WA841       0710   2     40.00
WA841       0710   3     39.00
WA841       0710   4     43.00
WA841       0710   5     42.00
WA841       0710   6     45.00
WA841       0710   7     50.00
WA841       0710   8     53.00
WA841       0710   9     58.00
WA841       0710  10     58.00
WA841       0710  11     53.00
WA841       0710  12     40.00
WA841       0710  13     39.00
WA841       0710  14     45.00
WA841       0710  15     52.00
WA841       0710  16     52.00
WA841       0710  17     51.00
WA841       0710  18     48.00
WA841       0710  19     49.00
WA841       0710  20     52.00
WA841       0710  21     53.00
WA841       0710  22     48.00
WA841       0710  23     47.00
WA841       0710  24     55.00
WA841       0710  25     58.00
WA841       0710  26     56.00
WA841       0710  27     58.00
WA841       0710  28     56.00
WA841       0710  29     57.00
WA841       0710  30     58.00
WA841       0710  31     50.00
WA841       0810   1     49.00
WA841       0810   2     53.00
WA841       0810   3     55.00
WA841       0810   4     54.00
WA841       0810   5     56.00
WA841       0810   6     54.00
WA841       0810   7     51.00
WA841       0810   8     49.00
WA841       0810   9     47.00
WA841       0810  10     45.00
WA841       0810  11     47.00
WA841       0810  12     53.00
WA841       0810  13     52.00
WA841       0810  14     52.00
WA841       0810  15     54.00
WA841       0810  16     58.00
WA841       0810  17     61.00
WA841       0810  18     54.00
WA841       0810  19     47.00
WA841       0810  20     46.00
WA841       0810  21     48.00
WA841       0810  22     40.00
WA841       0810  23     40.00
WA841       0810  24     48.00
WA841       0810  25     53.00
WA841       0810  26     43.00
WA841       0810  27     40.00
WA841       0810  28     40.00
WA841       0810  29     41.00
WA841       0810  30     42.00
WA841       0810  31     41.00
WA841       0910   1     43.00
WA841       0910   2     43.00
WA841       0910   3     49.00
WA841       0910   4     41.00
WA841       0910   5     38.00
WA841       0910   6     40.00
WA841       0910   7     43.00
WA841       0910   8     44.00
WA841       0910   9     41.00
WA841       0910  10     39.00
WA841       0910  11     38.00
WA841       0910  12     45.00
WA841       0910  13     45.00
WA841       0910  14     48.00
WA841       0910  15     49.00
WA841       0910  16     49.00
WA841       0910  17     47.00
WA841       0910  18     49.00
WA841       0910  19     43.00
WA841       0910  20     38.00
WA841       0910  21     36.00
WA841       0910  22     36.00
WA841       0910  23     40.00
WA841       0910  24     40.00
WA841       0910  25     45.00
WA841       0910  26     51.00
WA841       0910  27     50.00
WA841       0910  28     45.00
WA841       0910  29     44.00
WA841       0910  30     45.00
WA841       1010   1     50.00
WA841       1010   2     49.00
WA841       1010   3     47.00
WA841       1010   4     41.00
WA841       1010   5     38.00
WA841       1010   6     41.00
WA841       1010   7     45.00
WA841       1010   8     43.00
WA841       1010   9     45.00
WA841       1010  10     34.00
WA841       1010  11     33.00
WA841       1010  12     37.00
WA841       1010  13     37.00
WA841       1010  14     41.00
WA841       1010  15     33.00
WA841       1010  16     31.00
WA841       1010  17     33.00
WA841       1010  18     37.00
WA841       1010  19     40.00
WA841       1010  20     41.00
WA841       1010  21     42.00
WA841       1010  22     40.00
WA841       1010  23     38.00
WA841       1010  24     34.00
WA841       1010  25     34.00
WA841       1010  26     33.00
WA841       1010  27     32.00
WA841       1010  28     34.00
WA841       1010  29     35.00
WA841       1010  30     35.00
WA841       1010  31     35.00
WA841       1110   1     37.00
WA841       1110   2     36.00
WA841       1110   3     37.00
WA841       1110   4     37.00
WA841       1110   5     39.00
WA841       1110   6     41.00
WA841       1110   7     32.00
WA841       1110   8     29.00
WA841       1110   9     28.00
WA841       1110  10     29.00
WA841       1110  11     28.00
WA841       1110  12     28.00
WA841       1110  13     31.00
WA841       1110  14     36.00
WA841       1110  15     34.00
WA841       1110  16     32.00
WA841       1110  17     30.00
WA841       1110  18     26.00
WA841       1110  19     26.00
WA841       1110  20     24.00
WA841       1110  21     16.00
WA841       1110  22      6.00
WA841       1110  23     -1.00
WA841       1110  24     -1.00
WA841       1110  25     11.00
WA841       1110  26     11.00
WA841       1110  27     20.00
WA841       1110  28     19.00
WA841       1110  29     18.00
WA841       1110  30     19.00
WA841       1210   1     26.00
WA841       1210   2     22.00
WA841       1210   3     16.00
WA841       1210   4     17.00
WA841       1210   5     23.00
WA841       1210   6     24.00
WA841       1210   7     25.00
WA841       1210   8     32.00
WA841       1210   9     31.00
WA841       1210  10     25.00
WA841       1210  11     25.00
WA841       1210  12     25.00
WA841       1210  13     35.00
WA841       1210  14     26.00
WA841       1210  15     25.00
WA841       1210  16     22.00
WA841       1210  17     18.00
WA841       1210  18     16.00
WA841       1210  19     20.00
WA841       1210  20     21.00
WA841       1210  21     22.00
WA841       1210  22     23.00
WA841       1210  23     21.00
WA841       1210  24     25.00
WA841       1210  25     29.00
WA841       1210  26     25.00
WA841       1210  27     25.00
WA841       1210  28     28.00
WA841       1210  29     14.00
WA841       1210  30      6.00
WA841       1210  31      6.00
