$ Get data for 909:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:29 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA909           Wells Creek
WA909       0208   5     24.00
WA909       0208   6     23.00
WA909       0208   7     29.00
WA909       0208   8     29.00
WA909       0208   9     29.00
WA909       0208  10     26.00
WA909       0208  11     28.00
WA909       0208  12     29.00
WA909       0208  13     22.00
WA909       0208  14     22.00
WA909       0208  15     29.00
WA909       0208  16     25.00
WA909       0208  17     25.00
WA909       0208  18     38.00
WA909       0208  19     35.00
WA909       0208  20     31.00
WA909       0208  21     30.00
WA909       0208  22     33.00
WA909       0208  23     28.00
WA909       0208  24     30.00
WA909       0208  25     30.00
WA909       0208  26     31.00
WA909       0208  27     35.00
WA909       0208  28     34.00
WA909       0208  29     30.00
WA909       0308   1     29.00
WA909       0308   2     23.00
WA909       0308   3     27.00
WA909       0308   4     25.00
WA909       0308   5     24.00
WA909       0308   6     33.00
WA909       0308   7     33.00
WA909       0308   8     29.00
WA909       0308   9     29.00
WA909       0308  10     33.00
WA909       0308  11     26.00
WA909       0308  12     22.00
WA909       0308  13     29.00
WA909       0308  14     29.00
WA909       0308  15     29.00
WA909       0308  16     26.00
WA909       0308  17     28.00
WA909       0308  18     25.00
WA909       0308  19     26.00
WA909       0308  20     26.00
WA909       0308  21     21.00
WA909       0308  22     21.00
WA909       0308  23     23.00
WA909       0308  24     21.00
WA909       0308  25     19.00
WA909       0308  26     22.00
WA909       0308  27     17.00
WA909       0308  28     18.00
WA909       0308  29     21.00
WA909       0308  30     19.00
WA909       0308  31     18.00
WA909       0408   1     17.00
WA909       0408   2     19.00
WA909       0408   3     26.00
WA909       0408   4     28.00
WA909       0408   5     27.00
WA909       0408   6     28.00
WA909       0408   7     29.00
WA909       0408   8     28.00
WA909       0408   9     25.00
WA909       0408  10     28.00
WA909       0408  11     29.00
WA909       0408  12     37.00
WA909       0408  13     33.00
WA909       0408  14     28.00
WA909       0408  15     27.00
WA909       0408  16     29.00
WA909       0408  17     31.00
WA909       0408  18     23.00
WA909       0408  19     20.00
WA909       0408  20     20.00
WA909       0408  21     19.00
WA909       0408  22     20.00
WA909       0408  23     32.00
WA909       0408  24     28.00
WA909       0408  25     23.00
WA909       0408  26     25.00
WA909       0408  27     38.00
WA909       0408  28     34.00
WA909       0408  29     28.00
WA909       0408  30     27.00
WA909       0508   1     28.00
WA909       0508   2     30.00
WA909       0508   3     35.00
WA909       0508   4     35.00
WA909       0508   5     36.00
WA909       0508   6     36.00
WA909       0508   7     32.00
WA909       0508   8     30.00
WA909       0508   9     30.00
WA909       0508  10     34.00
WA909       0508  11     32.00
WA909       0508  12     32.00
WA909       0508  13     35.00
WA909       0508  14     39.00
WA909       0508  15     50.00
WA909       0508  16     51.00
WA909       0508  17     51.00
WA909       0508  18     48.00
WA909       0508  19     44.00
WA909       0508  20     34.00
WA909       0508  21     34.00
WA909       0508  22     36.00
WA909       0508  23     38.00
WA909       0508  24     45.00
WA909       0508  25     44.00
WA909       0508  26     44.00
WA909       0508  27     44.00
WA909       0508  28     43.00
WA909       0508  29     38.00
WA909       0508  30     36.00
WA909       0508  31     40.00
WA909       0608   1     38.00
WA909       0608   2     36.00
WA909       0608   3     36.00
WA909       0608   4     34.00
WA909       0608   5     34.00
WA909       0608   6     34.00
WA909       0608   7     37.00
WA909       0608   8     36.00
WA909       0608   9     30.00
WA909       0608  10     30.00
WA909       0608  11     38.00
WA909       0608  12     38.00
WA909       0608  13     39.00
WA909       0608  14     36.00
WA909       0608  15     40.00
WA909       0608  16     41.00
WA909       0608  17     39.00
WA909       0608  18     37.00
WA909       0608  19     37.00
WA909       0608  20     46.00
WA909       0608  21     48.00
WA909       0608  22     40.00
WA909       0608  23     39.00
WA909       0608  24     40.00
WA909       0608  25     39.00
WA909       0608  26     41.00
WA909       0608  27     41.00
WA909       0608  28     57.00
WA909       0608  29     62.00
WA909       0608  30     59.00
WA909       0708   1     56.00
WA909       0708   2     56.00
WA909       0708   3     51.00
WA909       0708   4     46.00
WA909       0708   5     46.00
WA909       0708   6     44.00
WA909       0708   7     43.00
WA909       0708   8     47.00
WA909       0708   9     49.00
WA909       0708  10     42.00
WA909       0708  11     52.00
WA909       0708  12     52.00
WA909       0708  13     52.00
WA909       0708  14     49.00
WA909       0708  15     49.00
WA909       0708  16     49.00
WA909       0708  17     48.00
WA909       0708  18     48.00
WA909       0708  19     44.00
WA909       0708  20     48.00
WA909       0708  21     51.00
WA909       0708  22     47.00
WA909       0708  23     45.00
WA909       0708  24     43.00
WA909       0708  25     51.00
WA909       0708  26     48.00
WA909       0708  27     46.00
WA909       0708  28     43.00
WA909       0708  29     44.00
WA909       0708  30     39.00
WA909       0708  31     40.00
WA909       0808   1     45.00
WA909       0808   2     43.00
WA909       0808   3     42.00
WA909       0808   4     52.00
WA909       0808   5     57.00
WA909       0808   6     62.00
WA909       0808   7     59.00
WA909       0808   8     51.00
WA909       0808   9     44.00
WA909       0808  10     42.00
WA909       0808  11     43.00
WA909       0808  12     49.00
WA909       0808  13     51.00
WA909       0808  14     57.00
WA909       0808  15     66.00
WA909       0808  16     65.00
WA909       0808  17     62.00
WA909       0808  18     53.00
WA909       0808  19     49.00
WA909       0808  20     43.00
WA909       0808  21     41.00
WA909       0808  22     41.00
WA909       0808  23     50.00
WA909       0808  24     47.00
WA909       0808  25     41.00
WA909       0808  26     39.00
WA909       0808  27     40.00
WA909       0808  28     44.00
WA909       0808  29     40.00
WA909       0808  30     36.00
WA909       0808  31     36.00
WA909       0908   1     38.00
WA909       0908   2     37.00
WA909       0908   3     40.00
WA909       0908   4     42.00
WA909       0908   5     46.00
WA909       0908   6     48.00
WA909       0908   7     48.00
WA909       0908   8     50.00
WA909       0908   9     47.00
WA909       0908  10     45.00
WA909       0908  11     51.00
WA909       0908  12     46.00
WA909       0908  13     45.00
WA909       0908  14     51.00
WA909       0908  15     58.00
WA909       0908  16     57.00
WA909       0908  17     57.00
WA909       0908  18     46.00
WA909       0908  19     45.00
WA909       0908  20     42.00
WA909       0908  21     42.00
WA909       0908  22     33.00
WA909       0908  23     33.00
WA909       0908  24     41.00
WA909       0908  25     42.00
WA909       0908  26     41.00
WA909       0908  27     42.00
WA909       0908  28     44.00
WA909       0908  29     56.00
WA909       0908  30     60.00
WA909       1008   1     58.00
WA909       1008   2     48.00
WA909       1008   3     44.00
WA909       1008   4     36.00
WA909       1008   5     35.00
WA909       1008   6     35.00
WA909       1008   7     33.00
WA909       1008   8     31.00
WA909       1008   9     30.00
WA909       1008  10     31.00
WA909       1008  11     31.00
WA909       1008  12     37.00
WA909       1008  13     35.00
WA909       1008  14     31.00
WA909       1008  15     31.00
WA909       1008  16     35.00
WA909       1008  17     43.00
WA909       1008  18     33.00
WA909       1008  19     32.00
WA909       1008  20     33.00
WA909       1008  21     30.00
WA909       1008  22     35.00
WA909       1008  23     33.00
WA909       1008  24     34.00
WA909       1008  25     31.00
WA909       1008  26     38.00
WA909       1008  27     47.00
WA909       1008  28     38.00
WA909       1008  29     38.00
WA909       1008  30     45.00
WA909       1008  31     40.00
WA909       1108   1     41.00
WA909       1108   2     34.00
WA909       1108   3     34.00
WA909       1108   4     29.00
WA909       1108   5     26.00
WA909       1108   6     32.00
WA909       1108   7     42.00
WA909       1108   8     40.00
WA909       1108   9     38.00
WA909       1108  10     33.00
WA909       1108  11     34.00
WA909       1108  12     35.00
WA909       1108  13     28.00
WA909       1108  14   -999.00
WA909       1108  15     40.00
WA909       1108  16     41.00
WA909       1108  17     45.00
WA909       1108  18     33.00
WA909       1108  19     35.00
WA909       1108  20     32.00
WA909       1108  21     29.00
WA909       1108  22     26.00
WA909       1108  23     26.00
WA909       1108  24     33.00
WA909       1108  25     28.00
WA909       1108  26     28.00
WA909       1108  27     33.00
WA909       1108  28     34.00
WA909       1108  29     37.00
WA909       1108  30     42.00
WA909       1208   1     40.00
WA909       1208   2     35.00
WA909       1208   3     28.00
WA909       1208   4     29.00
WA909       1208   5     36.00
WA909       1208   6     34.00
WA909       1208   7     31.00
WA909       1208   8     29.00
WA909       1208   9     30.00
WA909       1208  10     30.00
WA909       1208  11     29.00
WA909       1208  12     29.00
WA909       1208  13     21.00
WA909       1208  14      6.00
WA909       1208  15      5.00
WA909       1208  16     13.00
WA909       1208  17     17.00
WA909       1208  18     10.00
WA909       1208  19      2.00
WA909       1208  20      2.00
WA909       1208  21     22.00
WA909       1208  22     18.00
WA909       1208  23     17.00
WA909       1208  24     20.00
WA909       1208  25     17.00
WA909       1208  26     17.00
WA909       1208  27     29.00
WA909       1208  28     25.00
WA909       1208  29     23.00
WA909       1208  30     22.00
WA909       1208  31     23.00
WA909       0109   1     23.00
WA909       0109   2     11.00
WA909       0109   3     12.00
WA909       0109   4     23.00
WA909       0109   5     28.00
WA909       0109   6     30.00
WA909       0109   7     34.00
WA909       0109   8     27.00
WA909       0109   9     25.00
WA909       0109  10     28.00
WA909       0109  11     33.00
WA909       0109  12     33.00
WA909       0109  13     30.00
WA909       0109  14     31.00
WA909       0109  15     43.00
WA909       0109  16     44.00
WA909       0109  17     47.00
WA909       0109  18     49.00
WA909       0109  19     45.00
WA909       0109  20     38.00
WA909       0109  21     36.00
WA909       0109  22     32.00
WA909       0109  23     31.00
WA909       0109  24     25.00
WA909       0109  25     18.00
WA909       0109  26     16.00
WA909       0109  27     20.00
WA909       0109  28     27.00
WA909       0109  29     28.00
WA909       0109  30     26.00
WA909       0109  31     22.00
WA909       0209   1     22.00
WA909       0209   2     30.00
WA909       0209   3     34.00
WA909       0209   4     40.00
WA909       0209   5     34.00
WA909       0209   6     26.00
WA909       0209   7     26.00
WA909       0209   8     30.00
WA909       0209   9     18.00
WA909       0209  10     18.00
WA909       0209  11     23.00
WA909       0209  12     22.00
WA909       0209  13     23.00
WA909       0209  14     26.00
WA909       0209  15     23.00
WA909       0209  16     26.00
WA909       0209  17     30.00
WA909       0209  18     28.00
WA909       0209  19     29.00
WA909       0209  20     31.00
WA909       0209  21     33.00
WA909       0209  22     36.00
WA909       0209  23     33.00
WA909       0209  24     32.00
WA909       0209  25     22.00
WA909       0209  26     17.00
WA909       0209  27     18.00
WA909       0209  28     22.00
WA909       0309   1     36.00
WA909       0309   2     31.00
WA909       0309   3     28.00
WA909       0309   4     27.00
WA909       0309   5     13.00
WA909       0309   6     12.00
WA909       0309   7     20.00
WA909       0309   8     16.00
WA909       0309   9      8.00
WA909       0309  10      2.00
WA909       0309  11     11.00
WA909       0309  12     21.00
WA909       0309  13     31.00
WA909       0309  14     23.00
WA909       0309  15     23.00
WA909       0309  16     24.00
WA909       0309  17     24.00
WA909       0309  18     26.00
WA909       0309  19     33.00
WA909       0309  20     24.00
WA909       0309  21     21.00
WA909       0309  22     29.00
WA909       0309  23     26.00
WA909       0309  24     29.00
WA909       0309  25     25.00
WA909       0309  26     24.00
WA909       0309  27     30.00
WA909       0309  28     25.00
WA909       0309  29     21.00
WA909       0309  30     24.00
WA909       0309  31     22.00
WA909       0409   1     21.00
WA909       0409   2     28.00
WA909       0409   3     25.00
WA909       0409   4     24.00
WA909       0409   5     32.00
WA909       0409   6     38.00
WA909       0409   7     40.00
WA909       0409   8     34.00
WA909       0409   9     33.00
WA909       0409  10     33.00
WA909       0409  11     33.00
WA909       0409  12     31.00
WA909       0409  13     26.00
WA909       0409  14     24.00
WA909       0409  15     29.00
WA909       0409  16     30.00
WA909       0409  17     29.00
WA909       0409  18     28.00
WA909       0409  19     37.00
WA909       0409  20     41.00
WA909       0409  21     40.00
WA909       0409  22     28.00
WA909       0409  23     25.00
WA909       0409  24     28.00
WA909       0409  25     30.00
WA909       0409  26     29.00
WA909       0409  27     33.00
WA909       0409  28     33.00
WA909       0409  29     32.00
WA909       0409  30     33.00
WA909       0509   1     38.00
WA909       0509   2     34.00
WA909       0509   3     33.00
WA909       0509   4     33.00
WA909       0509   5     33.00
WA909       0509   6     31.00
WA909       0509   7     32.00
WA909       0509   8     31.00
WA909       0509   9     33.00
WA909       0509  10     37.00
WA909       0509  11     32.00
WA909       0509  12     30.00
WA909       0509  13     30.00
WA909       0509  14     33.00
WA909       0509  15     34.00
WA909       0509  16     40.00
WA909       0509  17     45.00
WA909       0509  18     36.00
WA909       0509  19     34.00
WA909       0509  20     33.00
WA909       0509  21     32.00
WA909       0509  22     42.00
WA909       0509  23     40.00
WA909       0509  24     40.00
WA909       0509  25     41.00
WA909       0509  26     40.00
WA909       0509  27     38.00
WA909       0509  28     40.00
WA909       0509  29     51.00
WA909       0509  30     49.00
WA909       0509  31     48.00
WA909       0609   1     50.00
WA909       0609   2     55.00
WA909       0609   3     55.00
WA909       0609   4     57.00
WA909       0609   5     50.00
WA909       0609   6     45.00
WA909       0609   7     43.00
WA909       0609   8     45.00
WA909       0609   9     44.00
WA909       0609  10     47.00
WA909       0609  11     47.00
WA909       0609  12     48.00
WA909       0609  13     49.00
WA909       0609  14     47.00
WA909       0609  15     45.00
WA909       0609  16     45.00
WA909       0609  17     47.00
WA909       0609  18     46.00
WA909       0609  19     44.00
WA909       0609  20     39.00
WA909       0609  21     37.00
WA909       0609  22     38.00
WA909       0609  23     37.00
WA909       0609  24     45.00
WA909       0609  25     42.00
WA909       0609  26     39.00
WA909       0609  27     40.00
WA909       0609  28     42.00
WA909       0609  29     38.00
WA909       0609  30     40.00
WA909       0709   1     45.00
WA909       0709   2     52.00
WA909       0709   3     56.00
WA909       0709   4     55.00
WA909       0709   5     54.00
WA909       0709   6     44.00
WA909       0709   7     42.00
WA909       0709   8     42.00
WA909       0709   9     41.00
WA909       0709  10     46.00
WA909       0709  11     55.00
WA909       0709  12     49.00
WA909       0709  13     46.00
WA909       0709  14     46.00
WA909       0709  15     46.00
WA909       0709  16     52.00
WA909       0709  17     56.00
WA909       0709  18     48.00
WA909       0709  19     47.00
WA909       0709  20     51.00
WA909       0709  21     59.00
WA909       0709  22     55.00
WA909       0709  23   -999.00
WA909       0709  24     50.00
WA909       0709  25     55.00
WA909       0709  26     56.00
WA909       0709  27     63.00
WA909       0709  28     65.00
WA909       0709  29     68.00
WA909       0709  30     67.00
WA909       0709  31     63.00
WA909       0809   1     61.00
WA909       0809   2     58.00
WA909       0809   3     57.00
WA909       0809   4     54.00
WA909       0809   5     49.00
WA909       0809   6     45.00
WA909       0809   7     48.00
WA909       0809   8     47.00
WA909       0809   9     49.00
WA909       0809  10     46.00
WA909       0809  11     45.00
WA909       0809  12     45.00
WA909       0809  13     43.00
WA909       0809  14     44.00
WA909       0809  15     43.00
WA909       0809  16     43.00
WA909       0809  17     52.00
WA909       0809  18     53.00
WA909       0809  19     58.00
WA909       0809  20     56.00
WA909       0809  21     48.00
WA909       0809  22     43.00
WA909       0809  23     42.00
WA909       0809  24     43.00
WA909       0809  25     43.00
WA909       0809  26     42.00
WA909       0809  27     58.00
WA909       0809  28     51.00
WA909       0809  29     50.00
WA909       0809  30     51.00
WA909       0809  31     54.00
WA909       0909   1     52.00
WA909       0909   2     53.00
WA909       0909   3     44.00
WA909       0909   4     43.00
WA909       0909   5     44.00
WA909       0909   6     36.00
WA909       0909   7     36.00
WA909       0909   8     38.00
WA909       0909   9     45.00
WA909       0909  10     45.00
WA909       0909  11     56.00
WA909       0909  12     60.00
WA909       0909  13     54.00
WA909       0909  14     48.00
WA909       0909  15     47.00
WA909       0909  16     45.00
WA909       0909  17     41.00
WA909       0909  18     50.00
WA909       0909  19     42.00
WA909       0909  20     40.00
WA909       0909  21     44.00
WA909       0909  22     62.00
WA909       0909  23     54.00
WA909       0909  24     47.00
WA909       0909  25     46.00
WA909       0909  26     37.00
WA909       0909  27     38.00
WA909       0909  28     36.00
WA909       0909  29     33.00
WA909       0909  30     33.00
WA909       1009   1     34.00
WA909       1009   2     33.00
WA909       1009   3     31.00
WA909       1009   4     38.00
WA909       1009   5     36.00
WA909       1009   6     38.00
WA909       1009   7     39.00
WA909       1009   8     38.00
WA909       1009   9     35.00
WA909       1009  10     31.00
WA909       1009  11     29.00
WA909       1009  12     29.00
WA909       1009  13     32.00
WA909       1009  14     37.00
WA909       1009  15     37.00
WA909       1009  16     44.00
WA909       1009  17     40.00
WA909       1009  18     40.00
WA909       1009  19     39.00
WA909       1009  20     35.00
WA909       1009  21     35.00
WA909       1009  22     35.00
WA909       1009  23     36.00
WA909       1009  24     30.00
WA909       1009  25     31.00
WA909       1009  26     31.00
WA909       1009  27     28.00
WA909       1009  28     27.00
WA909       1009  29     30.00
WA909       1009  30     42.00
WA909       1009  31     32.00
WA909       1109   1     31.00
WA909       1109   2     32.00
WA909       1109   3     30.00
WA909       1109   4     42.00
WA909       1109   5     34.00
WA909       1109   6     31.00
WA909       1109   7     30.00
WA909       1109   8     28.00
WA909       1109   9     34.00
WA909       1109  10     31.00
WA909       1109  11     26.00
WA909       1109  12     24.00
WA909       1109  13     22.00
WA909       1109  14     21.00
WA909       1109  15     28.00
WA909       1109  16     34.00
WA909       1109  17     28.00
WA909       1109  18     26.00
WA909       1109  19     32.00
WA909       1109  20     30.00
WA909       1109  21     25.00
WA909       1109  22     31.00
WA909       1109  23     27.00
WA909       1109  24     33.00
WA909       1109  25     39.00
WA909       1109  26     31.00
WA909       1109  27     28.00
WA909       1109  28     29.00
WA909       1109  29     34.00
WA909       1109  30     31.00
WA909       1209   1     24.00
WA909       1209   2     25.00
WA909       1209   3     31.00
WA909       1209   4     25.00
WA909       1209   5     19.00
WA909       1209   6     11.00
WA909       1209   7      7.00
WA909       1209   8      9.00
WA909       1209   9      8.00
WA909       1209  10     15.00
WA909       1209  11     13.00
WA909       1209  12     17.00
WA909       1209  13     19.00
WA909       1209  14     19.00
WA909       1209  15     31.00
WA909       1209  16     34.00
WA909       1209  17     32.00
WA909       1209  18     35.00
WA909       1209  19     36.00
WA909       1209  20     38.00
WA909       1209  21     25.00
WA909       1209  22     21.00
WA909       1209  23     22.00
WA909       1209  24     25.00
WA909       1209  25     31.00
WA909       1209  26     35.00
WA909       1209  27     31.00
WA909       1209  28     29.00
WA909       1209  29     30.00
WA909       1209  30     29.00
WA909       1209  31     27.00
WA909       0110   1     33.00
WA909       0110   2     30.00
WA909       0110   3     29.00
WA909       0110   4     34.00
WA909       0110   5     28.00
WA909       0110   6     25.00
WA909       0110   7     31.00
WA909       0110   8     38.00
WA909       0110   9     37.00
WA909       0110  10     38.00
WA909       0110  11     38.00
WA909       0110  12     35.00
WA909       0110  13     34.00
WA909       0110  14     33.00
WA909       0110  15     29.00
WA909       0110  16     26.00
WA909       0110  17     33.00
WA909       0110  18     31.00
WA909       0110  19     35.00
WA909       0110  20     34.00
WA909       0110  21     33.00
WA909       0110  22     30.00
WA909       0110  23     29.00
WA909       0110  24     29.00
WA909       0110  25     31.00
WA909       0110  26     29.00
WA909       0110  27     27.00
WA909       0110  28     32.00
WA909       0110  29     37.00
WA909       0110  30     34.00
WA909       0110  31     31.00
WA909       0210   1     29.00
WA909       0210   2     31.00
WA909       0210   3     31.00
WA909       0210   4     32.00
WA909       0210   5     32.00
WA909       0210   6     34.00
WA909       0210   7     33.00
WA909       0210   8     30.00
WA909       0210   9     28.00
WA909       0210  10     28.00
WA909       0210  11     32.00
WA909       0210  12     33.00
WA909       0210  13     31.00
WA909       0210  14     31.00
WA909       0210  15     30.00
WA909       0210  16     31.00
WA909       0210  17     29.00
WA909       0210  18     33.00
WA909       0210  19     33.00
WA909       0210  20     32.00
WA909       0210  21     30.00
WA909       0210  22     32.00
WA909       0210  23     33.00
WA909       0210  24     32.00
WA909       0210  25     32.00
WA909       0210  26     34.00
WA909       0210  27     35.00
WA909       0210  28     34.00
WA909       0310   1     38.00
WA909       0310   2     34.00
WA909       0310   3     30.00
WA909       0310   4     29.00
WA909       0310   5     29.00
WA909       0310   6     33.00
WA909       0310   7     29.00
WA909       0310   8     20.00
WA909       0310   9     19.00
WA909       0310  10     26.00
WA909       0310  11     26.00
WA909       0310  12     26.00
WA909       0310  13     26.00
WA909       0310  14     26.00
WA909       0310  15     34.00
WA909       0310  16     33.00
WA909       0310  17     25.00
WA909       0310  18     24.00
WA909       0310  19     28.00
WA909       0310  20     36.00
WA909       0310  21     32.00
WA909       0310  22     31.00
WA909       0310  23     30.00
WA909       0310  24     35.00
WA909       0310  25     33.00
WA909       0310  26     31.00
WA909       0310  27     30.00
WA909       0310  28     33.00
WA909       0310  29     29.00
WA909       0310  30     28.00
WA909       0310  31     26.00
WA909       0410   1     24.00
WA909       0410   2     29.00
WA909       0410   3     27.00
WA909       0410   4     27.00
WA909       0410   5     29.00
WA909       0410   6     29.00
WA909       0410   7     29.00
WA909       0410   8     25.00
WA909       0410   9     21.00
WA909       0410  10     19.00
WA909       0410  11     28.00
WA909       0410  12     34.00
WA909       0410  13     33.00
WA909       0410  14     34.00
WA909       0410  15     38.00
WA909       0410  16     38.00
WA909       0410  17     36.00
WA909       0410  18     35.00
WA909       0410  19     42.00
WA909       0410  20     39.00
WA909       0410  21     33.00
WA909       0410  22     31.00
WA909       0410  23     30.00
WA909       0410  24     29.00
WA909       0410  25     31.00
WA909       0410  26     38.00
WA909       0410  27     33.00
WA909       0410  28     31.00
WA909       0410  29     33.00
WA909       0410  30     32.00
WA909       0510   1     32.00
WA909       0510   2     33.00
WA909       0510   3     28.00
WA909       0510   4     26.00
WA909       0510   5     25.00
WA909       0510   6     31.00
WA909       0510   7     30.00
WA909       0510   8     32.00
WA909       0510   9     31.00
WA909       0510  10     37.00
WA909       0510  11     36.00
WA909       0510  12     36.00
WA909       0510  13     36.00
WA909       0510  14     40.00
WA909       0510  15     42.00
WA909       0510  16     43.00
WA909       0510  17     45.00
WA909       0510  18     38.00
WA909       0510  19     34.00
WA909       0510  20     30.00
WA909       0510  21     29.00
WA909       0510  22     32.00
WA909       0510  23     33.00
WA909       0510  24     33.00
WA909       0510  25     37.00
WA909       0510  26     41.00
WA909       0510  27     38.00
WA909       0510  28     38.00
WA909       0510  29     38.00
WA909       0510  30     38.00
WA909       0510  31     42.00
WA909       0610   1     39.00
WA909       0610   2     35.00
WA909       0610   3     34.00
WA909       0610   4     37.00
WA909       0610   5     34.00
WA909       0610   6     43.00
WA909       0610   7     39.00
WA909       0610   8     38.00
WA909       0610   9     40.00
WA909       0610  10     38.00
WA909       0610  11     41.00
WA909       0610  12     40.00
WA909       0610  13     40.00
WA909       0610  14     36.00
WA909       0610  15     36.00
WA909       0610  16     38.00
WA909       0610  17     40.00
WA909       0610  18     39.00
WA909       0610  19     44.00
WA909       0610  20     44.00
WA909       0610  21     42.00
WA909       0610  22     42.00
WA909       0610  23     48.00
WA909       0610  24     47.00
WA909       0610  25     44.00
WA909       0610  26     42.00
WA909       0610  27     44.00
WA909       0610  28     46.00
WA909       0610  29     39.00
WA909       0610  30     35.00
WA909       0710   1     40.00
WA909       0710   2     40.00
WA909       0710   3     41.00
WA909       0710   4     43.00
WA909       0710   5     41.00
WA909       0710   6     43.00
WA909       0710   7     56.00
WA909       0710   8     60.00
WA909       0710   9     60.00
WA909       0710  10     55.00
WA909       0710  11     49.00
WA909       0710  12     40.00
WA909       0710  13     40.00
WA909       0710  14     44.00
WA909       0710  15     48.00
WA909       0710  16     49.00
WA909       0710  17     46.00
WA909       0710  18     47.00
WA909       0710  19     45.00
WA909       0710  20     50.00
WA909       0710  21     54.00
WA909       0710  22     46.00
WA909       0710  23     46.00
WA909       0710  24     53.00
WA909       0710  25     53.00
WA909       0710  26     53.00
WA909       0710  27     56.00
WA909       0710  28     55.00
WA909       0710  29     51.00
WA909       0710  30     51.00
WA909       0710  31     49.00
WA909       0810   1     48.00
WA909       0810   2     49.00
WA909       0810   3     50.00
WA909       0810   4     55.00
WA909       0810   5     56.00
WA909       0810   6     52.00
WA909       0810   7     50.00
WA909       0810   8     50.00
WA909       0810   9     47.00
WA909       0810  10     46.00
WA909       0810  11     47.00
WA909       0810  12     49.00
WA909       0810  13     54.00
WA909       0810  14     59.00
WA909       0810  15     61.00
WA909       0810  16     62.00
WA909       0810  17     60.00
WA909       0810  18     50.00
WA909       0810  19     43.00
WA909       0810  20     42.00
WA909       0810  21     43.00
WA909       0810  22     43.00
WA909       0810  23     42.00
WA909       0810  24     50.00
WA909       0810  25     58.00
WA909       0810  26     42.00
WA909       0810  27     39.00
WA909       0810  28     38.00
WA909       0810  29     42.00
WA909       0810  30     40.00
WA909       0810  31     40.00
WA909       0910   1     42.00
WA909       0910   2     40.00
WA909       0910   3     52.00
WA909       0910   4     42.00
WA909       0910   5     39.00
WA909       0910   6     41.00
WA909       0910   7     43.00
WA909       0910   8     42.00
WA909       0910   9     41.00
WA909       0910  10     40.00
WA909       0910  11     38.00
WA909       0910  12     43.00
WA909       0910  13     47.00
WA909       0910  14     45.00
WA909       0910  15     47.00
WA909       0910  16     47.00
WA909       0910  17     49.00
WA909       0910  18     49.00
WA909       0910  19     44.00
WA909       0910  20     39.00
WA909       0910  21     37.00
WA909       0910  22     39.00
WA909       0910  23     40.00
WA909       0910  24     39.00
WA909       0910  25     48.00
WA909       0910  26     49.00
WA909       0910  27     48.00
WA909       0910  28     43.00
WA909       0910  29     37.00
WA909       0910  30     50.00
WA909       1010   1     50.00
WA909       1010   2     44.00
WA909       1010   3     42.00
WA909       1010   4     36.00
WA909       1010   5     35.00
WA909       1010   6     48.00
WA909       1010   7     45.00
WA909       1010   8     43.00
WA909       1010   9     45.00
WA909       1010  10     36.00
WA909       1010  11     35.00
WA909       1010  12     37.00
WA909       1010  13     44.00
WA909       1010  14     35.00
WA909       1010  15     31.00
WA909       1010  16     33.00
WA909       1010  17     33.00
WA909       1010  18     39.00
WA909       1010  19     40.00
WA909       1010  20     47.00
WA909       1010  21     43.00
WA909       1010  22     37.00
WA909       1010  23     37.00
WA909       1010  24     34.00
WA909       1010  25     33.00
WA909       1010  26     33.00
WA909       1010  27     34.00
WA909       1010  28     35.00
WA909       1010  29     35.00
WA909       1010  30     36.00
WA909       1010  31     33.00
WA909       1110   1     34.00
WA909       1110   2     35.00
WA909       1110   3     46.00
WA909       1110   4     45.00
WA909       1110   5     39.00
WA909       1110   6     39.00
WA909       1110   7     33.00
WA909       1110   8     29.00
WA909       1110   9     30.00
WA909       1110  10     29.00
WA909       1110  11     29.00
WA909       1110  12     31.00
WA909       1110  13     31.00
WA909       1110  14     37.00
WA909       1110  15     34.00
WA909       1110  16     33.00
WA909       1110  17     27.00
WA909       1110  18     24.00
WA909       1110  19     26.00
WA909       1110  20     26.00
WA909       1110  21     16.00
WA909       1110  22      4.00
WA909       1110  23     -3.00
WA909       1110  24      3.00
WA909       1110  25     18.00
WA909       1110  26     30.00
WA909       1110  27     24.00
WA909       1110  28     22.00
WA909       1110  29     21.00
WA909       1110  30     31.00
WA909       1210   1     28.00
WA909       1210   2     23.00
WA909       1210   3     24.00
WA909       1210   4     24.00
WA909       1210   5     30.00
WA909       1210   6     36.00
WA909       1210   7     34.00
WA909       1210   8     32.00
WA909       1210   9     31.00
WA909       1210  10     29.00
WA909       1210  11     28.00
WA909       1210  12     34.00
WA909       1210  13     33.00
WA909       1210  14     27.00
WA909       1210  15     25.00
WA909       1210  16     25.00
WA909       1210  17     23.00
WA909       1210  18     25.00
WA909       1210  19     23.00
WA909       1210  20     24.00
WA909       1210  21     30.00
WA909       1210  22     29.00
WA909       1210  23     29.00
WA909       1210  24     33.00
WA909       1210  25     34.00
WA909       1210  26     28.00
WA909       1210  27     26.00
WA909       1210  28     26.00
WA909       1210  29     14.00
WA909       1210  30     10.00
WA909       1210  31     12.00
WA909       0111   1     24.00
WA909       0111   2     23.00
WA909       0111   3     27.00
WA909       0111   4     28.00
