$ Get data for 909:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:29 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA909           Wells Creek
WA909       0104  11     33.00
WA909       0104  12     35.00
WA909       0104  13     35.00
WA909       0104  14     39.00
WA909       0104  15     32.00
WA909       0104  16     29.00
WA909       0104  17     35.00
WA909       0104  18     34.00
WA909       0104  19     31.00
WA909       0104  20     30.00
WA909       0104  21     31.00
WA909       0104  22     32.00
WA909       0104  23     31.00
WA909       0104  24     25.00
WA909       0104  25     25.00
WA909       0104  26     26.00
WA909       0104  27     30.00
WA909       0104  28     32.00
WA909       0104  29     34.00
WA909       0104  30     27.00
WA909       0104  31     24.00
WA909       0204   1     23.00
WA909       0204   2     24.00
WA909       0204   3     31.00
WA909       0204   4     23.00
WA909       0204   5     22.00
WA909       0204   6     30.00
WA909       0204   7     28.00
WA909       0204   8     24.00
WA909       0204   9     26.00
WA909       0204  10     29.00
WA909       0204  11     37.00
WA909       0204  12     38.00
WA909       0204  13     36.00
WA909       0204  14     33.00
WA909       0204  15     30.00
WA909       0204  16     30.00
WA909       0204  17     29.00
WA909       0204  18     32.00
WA909       0204  19     29.00
WA909       0204  20     28.00
WA909       0204  21     30.00
WA909       0204  22     32.00
WA909       0204  23     34.00
WA909       0204  24     30.00
WA909       0204  25     27.00
WA909       0204  26     30.00
WA909       0204  27     31.00
WA909       0204  28     30.00
WA909       0204  29     29.00
WA909       0304   1     28.00
WA909       0304   2     28.00
WA909       0304   3     28.00
WA909       0304   4     24.00
WA909       0304   5     26.00
WA909       0304   6     23.00
WA909       0304   7     31.00
WA909       0304   8     40.00
WA909       0304   9     29.00
WA909       0304  10     28.00
WA909       0304  11     34.00
WA909       0304  12     31.00
WA909       0304  13     30.00
WA909       0304  14     31.00
WA909       0304  15     31.00
WA909       0304  16     32.00
WA909       0304  17     34.00
WA909       0304  18     27.00
WA909       0304  19     25.00
WA909       0304  20     24.00
WA909       0304  21     42.00
WA909       0304  22     40.00
WA909       0304  23     34.00
WA909       0304  24     31.00
WA909       0304  25     29.00
WA909       0304  26     31.00
WA909       0304  27     31.00
WA909       0304  28     30.00
WA909       0304  29     44.00
WA909       0304  30     28.00
WA909       0304  31     23.00
WA909       0404   1     24.00
WA909       0404   2     32.00
WA909       0404   3     39.00
WA909       0404   4     34.00
WA909       0404   5     34.00
WA909       0404   6     34.00
WA909       0404   7     33.00
WA909       0404   8     32.00
WA909       0404   9     38.00
WA909       0404  10     43.00
WA909       0404  11     46.00
WA909       0404  12     40.00
WA909       0404  13     36.00
WA909       0404  14     32.00
WA909       0404  15     31.00
WA909       0404  16     33.00
WA909       0404  17     33.00
WA909       0404  18     31.00
WA909       0404  19     33.00
WA909       0404  20     33.00
WA909       0404  21     31.00
WA909       0404  22     36.00
WA909       0404  23     32.00
WA909       0404  24     33.00
WA909       0404  25     35.00
WA909       0404  26     47.00
WA909       0404  27     33.00
WA909       0404  28     33.00
WA909       0404  29     39.00
WA909       0404  30     46.00
WA909       0504   1     48.00
WA909       0504   2     40.00
WA909       0504   3     40.00
WA909       0504   4     36.00
WA909       0504   5     33.00
WA909       0504   6     32.00
WA909       0504   7     41.00
WA909       0504   8     38.00
WA909       0504   9     35.00
WA909       0504  10     36.00
WA909       0504  11     35.00
WA909       0504  12     35.00
WA909       0504  13     36.00
WA909       0504  14     38.00
WA909       0504  15     38.00
WA909       0504  16     39.00
WA909       0504  17     39.00
WA909       0504  18     44.00
WA909       0504  19     41.00
WA909       0504  20     42.00
WA909       0504  21     41.00
WA909       0504  22     38.00
WA909       0504  23     39.00
WA909       0504  24     40.00
WA909       0504  25     42.00
WA909       0504  26     41.00
WA909       0504  27     37.00
WA909       0504  28     35.00
WA909       0504  29     34.00
WA909       0504  30     37.00
WA909       0504  31     35.00
WA909       0604   1     38.00
WA909       0604   2     40.00
WA909       0604   3     48.00
WA909       0604   4     49.00
WA909       0604   5     37.00
WA909       0604   6     37.00
WA909       0604   7     40.00
WA909       0604   8     45.00
WA909       0604   9     48.00
WA909       0604  10     39.00
WA909       0604  11     38.00
WA909       0604  12     36.00
WA909       0604  13     38.00
WA909       0604  14     36.00
WA909       0604  15     35.00
WA909       0604  16     44.00
WA909       0604  17     54.00
WA909       0604  18     53.00
WA909       0604  19     52.00
WA909       0604  20     53.00
WA909       0604  21     56.00
WA909       0604  22     60.00
WA909       0604  23     50.00
WA909       0604  24     49.00
WA909       0604  25     50.00
WA909       0604  26     47.00
WA909       0604  27     45.00
WA909       0604  28     45.00
WA909       0604  29     49.00
WA909       0604  30     50.00
WA909       0704   1     49.00
WA909       0704   2     50.00
WA909       0704   3     47.00
WA909       0704   4     46.00
WA909       0704   5     47.00
WA909       0704   6     41.00
WA909       0704   7     40.00
WA909       0704   8     42.00
WA909       0704   9     44.00
WA909       0704  10     43.00
WA909       0704  11     44.00
WA909       0704  12     46.00
WA909       0704  13     56.00
WA909       0704  14     55.00
WA909       0704  15     52.00
WA909       0704  16     49.00
WA909       0704  17     56.00
WA909       0704  18     57.00
WA909       0704  19     51.00
WA909       0704  20     47.00
WA909       0704  21     47.00
WA909       0704  22     56.00
WA909       0704  23     61.00
WA909       0704  24     63.00
WA909       0704  25     49.00
WA909       0704  26     49.00
WA909       0704  27     54.00
WA909       0704  28     55.00
WA909       0704  29     56.00
WA909       0704  30     53.00
WA909       0704  31     49.00
WA909       0804   1     50.00
WA909       0804   2     50.00
WA909       0804   3     49.00
WA909       0804   4     49.00
WA909       0804   5     46.00
WA909       0804   6     46.00
WA909       0804   7     44.00
WA909       0804   8     47.00
WA909       0804   9     56.00
WA909       0804  10     59.00
WA909       0804  11     58.00
WA909       0804  12     62.00
WA909       0804  13     60.00
WA909       0804  14     66.00
WA909       0804  15     60.00
WA909       0804  16     57.00
WA909       0804  17     56.00
WA909       0804  18     54.00
WA909       0804  19     57.00
WA909       0804  20     54.00
WA909       0804  21     53.00
WA909       0804  22     46.00
WA909       0804  23     46.00
WA909       0804  24     46.00
WA909       0804  25     45.00
WA909       0804  26     47.00
WA909       0804  27     47.00
WA909       0804  28     48.00
WA909       0804  29     49.00
WA909       0804  30     49.00
WA909       0804  31     51.00
WA909       0904   1     41.00
WA909       0904   2     40.00
WA909       0904   3     42.00
WA909       0904   4     45.00
WA909       0904   5     42.00
WA909       0904   6     41.00
WA909       0904   7     44.00
WA909       0904   8     47.00
WA909       0904   9     42.00
WA909       0904  10     41.00
WA909       0904  11     41.00
WA909       0904  12     40.00
WA909       0904  13     39.00
WA909       0904  14     38.00
WA909       0904  15     38.00
WA909       0904  16     40.00
WA909       0904  17     35.00
WA909       0904  18     36.00
WA909       0904  19     36.00
WA909       0904  20     36.00
WA909       0904  21     38.00
WA909       0904  22     42.00
WA909       0904  23     42.00
WA909       0904  24     42.00
WA909       0904  25     47.00
WA909       0904  26     46.00
WA909       0904  27     51.00
WA909       0904  28     48.00
WA909       0904  29     42.00
WA909       0904  30     41.00
WA909       1004   1     44.00
WA909       1004   2     50.00
WA909       1004   3     51.00
WA909       1004   4     49.00
WA909       1004   5     46.00
WA909       1004   6     41.00
WA909       1004   7     36.00
WA909       1004   8     36.00
WA909       1004   9     36.00
WA909       1004  10     40.00
WA909       1004  11     42.00
WA909       1004  12     44.00
WA909       1004  13     48.00
WA909       1004  14     47.00
WA909       1004  15     45.00
WA909       1004  16     39.00
WA909       1004  17     36.00
WA909       1004  18     33.00
WA909       1004  19     36.00
WA909       1004  20     36.00
WA909       1004  21     34.00
WA909       1004  22     32.00
WA909       1004  23     28.00
WA909       1004  24     29.00
WA909       1004  25     31.00
WA909       1004  26     34.00
WA909       1004  27     36.00
WA909       1004  28     35.00
WA909       1004  29     33.00
WA909       1004  30     31.00
WA909       1004  31     27.00
WA909       1104   1     28.00
WA909       1104   2     31.00
WA909       1104   3     28.00
WA909       1104   4     29.00
WA909       1104   5     36.00
WA909       1104   6     37.00
WA909       1104   7     39.00
WA909       1104   8     42.00
WA909       1104   9     39.00
WA909       1104  10     41.00
WA909       1104  11     40.00
WA909       1104  12     40.00
WA909       1104  13     35.00
WA909       1104  14     37.00
WA909       1104  15     33.00
WA909       1104  16     29.00
WA909       1104  17     26.00
WA909       1104  18     31.00
WA909       1104  19     25.00
WA909       1104  20     26.00
WA909       1104  21     28.00
WA909       1104  22     34.00
WA909       1104  23     34.00
WA909       1104  24     37.00
WA909       1104  25     29.00
WA909       1104  26     27.00
WA909       1104  27     23.00
WA909       1104  28     22.00
WA909       1104  29     22.00
WA909       1104  30     26.00
WA909       1204   1     24.00
WA909       1204   2     28.00
WA909       1204   3     32.00
WA909       1204   4     32.00
WA909       1204   5     21.00
WA909       1204   6     22.00
WA909       1204   7     28.00
WA909       1204   8     30.00
WA909       1204   9     28.00
WA909       1204  10     34.00
WA909       1204  11     27.00
WA909       1204  12     27.00
WA909       1204  13     37.00
WA909       1204  14     35.00
WA909       1204  15     33.00
WA909       1204  16     36.00
WA909       1204  17     37.00
WA909       1204  18     42.00
WA909       1204  19     31.00
WA909       1204  20     28.00
WA909       1204  21     29.00
WA909       1204  22     28.00
WA909       1204  23     29.00
WA909       1204  24     32.00
WA909       1204  25     34.00
WA909       1204  26     32.00
WA909       1204  27     31.00
WA909       1204  28     35.00
WA909       1204  29     31.00
WA909       1204  30     30.00
WA909       1204  31     28.00
WA909       0105   1     25.00
WA909       0105   2     22.00
WA909       0105   3     22.00
WA909       0105   4     23.00
WA909       0105   5     23.00
WA909       0105   6     20.00
WA909       0105   7     23.00
WA909       0105   8     22.00
WA909       0105   9     19.00
WA909       0105  10     19.00
WA909       0105  11     17.00
WA909       0105  12     21.00
WA909       0105  13     13.00
WA909       0105  14     12.00
WA909       0105  15     18.00
WA909       0105  16     33.00
WA909       0105  17     36.00
WA909       0105  18     41.00
WA909       0105  19     40.00
WA909       0105  20     40.00
WA909       0105  21     39.00
WA909       0105  22     40.00
WA909       0105  23     42.00
WA909       0105  24     40.00
WA909       0105  25     42.00
WA909       0105  26     38.00
WA909       0105  27     33.00
WA909       0105  28     34.00
WA909       0105  29     33.00
WA909       0105  30     35.00
WA909       0105  31     30.00
WA909       0205   1     31.00
WA909       0205   2     35.00
WA909       0205   3     38.00
WA909       0205   4     29.00
WA909       0205   5     24.00
WA909       0205   6     24.00
WA909       0205   7     24.00
WA909       0205   8     24.00
WA909       0205   9     28.00
WA909       0205  10     28.00
WA909       0205  11     35.00
WA909       0205  12     28.00
WA909       0205  13     24.00
WA909       0205  14     19.00
WA909       0205  15     18.00
WA909       0205  16     24.00
WA909       0205  17     32.00
WA909       0205  18     29.00
WA909       0205  19     24.00
WA909       0205  20     22.00
WA909       0205  21     28.00
WA909       0205  22     35.00
WA909       0205  23     39.00
WA909       0205  24     39.00
WA909       0205  25     38.00
WA909       0205  26     37.00
WA909       0205  27     38.00
WA909       0205  28     34.00
WA909       0305   1     34.00
WA909       0305   2     33.00
WA909       0305   3     32.00
WA909       0305   4     36.00
WA909       0305   5     35.00
WA909       0305   6     34.00
WA909       0305   7     37.00
WA909       0305   8     36.00
WA909       0305   9     40.00
WA909       0305  10     40.00
WA909       0305  11     38.00
WA909       0305  12     34.00
WA909       0305  13     36.00
WA909       0305  14     35.00
WA909       0305  15     31.00
WA909       0305  16     30.00
WA909       0305  17     29.00
WA909       0305  18     27.00
WA909       0305  19     27.00
WA909       0305  20     30.00
WA909       0305  21     25.00
WA909       0305  22     24.00
WA909       0305  23     26.00
WA909       0305  24     29.00
WA909       0305  25     30.00
WA909       0305  26     32.00
WA909       0305  27     33.00
WA909       0305  28     29.00
WA909       0305  29     29.00
WA909       0305  30     28.00
WA909       0305  31     29.00
WA909       0405   1     25.00
WA909       0405   2     24.00
WA909       0405   3     31.00
WA909       0405   4     26.00
WA909       0405   5     28.00
WA909       0405   6     35.00
WA909       0405   7     30.00
WA909       0405   8     27.00
WA909       0405   9     26.00
WA909       0405  10     28.00
WA909       0405  11     29.00
WA909       0405  12     25.00
WA909       0405  13     24.00
WA909       0405  14     28.00
WA909       0405  15     29.00
WA909       0405  16     30.00
WA909       0405  17     29.00
WA909       0405  18     28.00
WA909       0405  19     33.00
WA909       0405  20     41.00
WA909       0405  21     40.00
WA909       0405  22     47.00
WA909       0405  23     44.00
WA909       0405  24     40.00
WA909       0405  25     42.00
WA909       0405  26     44.00
WA909       0405  27     44.00
WA909       0405  28     40.00
WA909       0405  29     37.00
WA909       0405  30     37.00
WA909       0505   1     40.00
WA909       0505   2     41.00
WA909       0505   3     40.00
WA909       0505   4     40.00
WA909       0505   5     41.00
WA909       0505   6     38.00
WA909       0505   7     37.00
WA909       0505   8     38.00
WA909       0505   9     43.00
WA909       0505  10     44.00
WA909       0505  11     44.00
WA909       0505  12     43.00
WA909       0505  13     40.00
WA909       0505  14     47.00
WA909       0505  15     41.00
WA909       0505  16     35.00
WA909       0505  17     35.00
WA909       0505  18     39.00
WA909       0505  19     36.00
WA909       0505  20     35.00
WA909       0505  21     35.00
WA909       0505  22     35.00
WA909       0505  23     34.00
WA909       0505  24     35.00
WA909       0505  25     41.00
WA909       0505  26     50.00
WA909       0505  27     54.00
WA909       0505  28     58.00
WA909       0505  29     49.00
WA909       0505  30     47.00
WA909       0505  31     40.00
WA909       0605   1     40.00
WA909       0605   2     42.00
WA909       0605   3     40.00
WA909       0605   4     36.00
WA909       0605   5     35.00
WA909       0605   6     34.00
WA909       0605   7     39.00
WA909       0605   8     38.00
WA909       0605   9     38.00
WA909       0605  10     42.00
WA909       0605  11     37.00
WA909       0605  12     35.00
WA909       0605  13     39.00
WA909       0605  14     38.00
WA909       0605  15     35.00
WA909       0605  16     46.00
WA909       0605  17     43.00
WA909       0605  18     43.00
WA909       0605  19     43.00
WA909       0605  20     47.00
WA909       0605  21     49.00
WA909       0605  22     42.00
WA909       0605  23     40.00
WA909       0605  24     45.00
WA909       0605  25     47.00
WA909       0605  26     46.00
WA909       0605  27     45.00
WA909       0605  28     47.00
WA909       0605  29     47.00
WA909       0605  30     48.00
WA909       0705   1     42.00
WA909       0705   2     42.00
WA909       0705   3     40.00
WA909       0705   4     47.00
WA909       0705   5     50.00
WA909       0705   6     43.00
WA909       0705   7     40.00
WA909       0705   8     45.00
WA909       0705   9     41.00
WA909       0705  10     42.00
WA909       0705  11     45.00
WA909       0705  12     48.00
WA909       0705  13     46.00
WA909       0705  14     44.00
WA909       0705  15     49.00
WA909       0705  16     47.00
WA909       0705  17     47.00
WA909       0705  18     50.00
WA909       0705  19     46.00
WA909       0705  20     46.00
WA909       0705  21     49.00
WA909       0705  22     48.00
WA909       0705  23     45.00
WA909       0705  24     43.00
WA909       0705  25     48.00
WA909       0705  26     52.00
WA909       0705  27     54.00
WA909       0705  28     53.00
WA909       0705  29     50.00
WA909       0705  30     51.00
WA909       0705  31     53.00
WA909       0805   1     44.00
WA909       0805   2     43.00
WA909       0805   3     49.00
WA909       0805   4     57.00
WA909       0805   5     56.00
WA909       0805   6     52.00
WA909       0805   7     52.00
WA909       0805   8     52.00
WA909       0805   9     52.00
WA909       0805  10     49.00
WA909       0805  11     48.00
WA909       0805  12     49.00
WA909       0805  13     56.00
WA909       0805  14     57.00
WA909       0805  15     57.00
WA909       0805  16     49.00
WA909       0805  17     48.00
WA909       0805  18     44.00
WA909       0805  19     50.00
WA909       0805  20     53.00
WA909       0805  21     50.00
WA909       0805  22     46.00
WA909       0805  23     45.00
WA909       0805  24     45.00
WA909       0805  25     52.00
WA909       0805  26     53.00
WA909       0805  27     50.00
WA909       0805  28     46.00
WA909       0805  29     42.00
WA909       0805  30     43.00
WA909       0805  31     44.00
WA909       0905   1     46.00
WA909       0905   2     43.00
WA909       0905   3     43.00
WA909       0905   4     40.00
WA909       0905   5     38.00
WA909       0905   6     44.00
WA909       0905   7     46.00
WA909       0905   8     45.00
WA909       0905   9     40.00
WA909       0905  10     39.00
WA909       0905  11     44.00
WA909       0905  12     44.00
WA909       0905  13     43.00
WA909       0905  14     46.00
WA909       0905  15     44.00
WA909       0905  16     42.00
WA909       0905  17     42.00
WA909       0905  18     40.00
WA909       0905  19     42.00
WA909       0905  20     37.00
WA909       0905  21     36.00
WA909       0905  22     36.00
WA909       0905  23     36.00
WA909       0905  24     40.00
WA909       0905  25     41.00
WA909       0905  26     44.00
WA909       0905  27     42.00
WA909       0905  28     41.00
WA909       0905  29     42.00
WA909       0905  30     36.00
WA909       1005   1     35.00
WA909       1005   2     35.00
WA909       1005   3     33.00
WA909       1005   4     33.00
WA909       1005   5     40.00
WA909       1005   6     40.00
WA909       1005   7     36.00
WA909       1005   8     36.00
WA909       1005   9     36.00
WA909       1005  10     38.00
WA909       1005  11     35.00
WA909       1005  12     36.00
WA909       1005  13     38.00
WA909       1005  14     40.00
WA909       1005  15     39.00
WA909       1005  16     39.00
WA909       1005  17     44.00
WA909       1005  18     42.00
WA909       1005  19     40.00
WA909       1005  20     35.00
WA909       1005  21     40.00
WA909       1005  22     44.00
WA909       1005  23     40.00
WA909       1005  24     39.00
WA909       1005  25     38.00
WA909       1005  26     31.00
WA909       1005  27     31.00
WA909       1005  28     34.00
WA909       1005  29     33.00
WA909       1005  30     33.00
WA909       1005  31     34.00
WA909       1105   1     32.00
WA909       1105   2     32.00
WA909       1105   3     31.00
WA909       1105   4     29.00
WA909       1105   5     29.00
WA909       1105   6     28.00
WA909       1105   7     26.00
WA909       1105   8     27.00
WA909       1105   9     33.00
WA909       1105  10     30.00
WA909       1105  11     27.00
WA909       1105  12     28.00
WA909       1105  13     29.00
WA909       1105  14     24.00
WA909       1105  15     25.00
WA909       1105  16     34.00
WA909       1105  17     33.00
WA909       1105  18     41.00
WA909       1105  19     45.00
WA909       1105  20     44.00
WA909       1105  21     47.00
WA909       1105  22     49.00
WA909       1105  23     44.00
WA909       1105  24     39.00
WA909       1105  25     29.00
WA909       1105  26     20.00
WA909       1105  27     19.00
WA909       1105  28     18.00
WA909       1105  29     24.00
WA909       1105  30     20.00
WA909       1205   1     20.00
WA909       1205   2     20.00
WA909       1205   3     17.00
WA909       1205   4     17.00
WA909       1205   5     28.00
WA909       1205   6     28.00
WA909       1205   7     29.00
WA909       1205   8     29.00
WA909       1205   9     32.00
WA909       1205  10     36.00
WA909       1205  11     36.00
WA909       1205  12     26.00
WA909       1205  13     22.00
WA909       1205  14     23.00
WA909       1205  15     33.00
WA909       1205  16     33.00
WA909       1205  17     28.00
WA909       1205  18     28.00
WA909       1205  19     29.00
WA909       1205  20     40.00
WA909       1205  21     38.00
WA909       1205  22     34.00
WA909       1205  23     34.00
WA909       1205  24     43.00
WA909       1205  25     35.00
WA909       1205  26     33.00
WA909       1205  27     32.00
WA909       1205  28     31.00
WA909       1205  29     30.00
WA909       1205  30     32.00
WA909       1205  31     34.00
WA909       0106   1     32.00
WA909       0106   2     29.00
WA909       0106   3     27.00
WA909       0106   4     29.00
WA909       0106   5     35.00
WA909       0106   6     36.00
WA909       0106   7     31.00
WA909       0106   8     28.00
WA909       0106   9     33.00
WA909       0106  10     33.00
WA909       0106  11     31.00
WA909       0106  12     29.00
WA909       0106  13     33.00
WA909       0106  14     26.00
WA909       0106  15     23.00
WA909       0106  16     26.00
WA909       0106  17     30.00
WA909       0106  18     29.00
WA909       0106  19     29.00
WA909       0106  20     26.00
WA909       0106  21     25.00
WA909       0106  22     27.00
WA909       0106  23     33.00
WA909       0106  24     33.00
WA909       0106  25     29.00
WA909       0106  26     29.00
WA909       0106  27     26.00
WA909       0106  28     29.00
WA909       0106  29     27.00
WA909       0106  30     29.00
WA909       0106  31     28.00
WA909       0206   1     31.00
WA909       0206   2     31.00
WA909       0206   3     31.00
WA909       0206   4     29.00
WA909       0206   5     24.00
WA909       0206   6     28.00
WA909       0206   7     33.00
WA909       0206   8     25.00
WA909       0206   9     25.00
WA909       0206  10     32.00
WA909       0206  11     33.00
WA909       0206  12     33.00
WA909       0206  13     25.00
WA909       0206  14     17.00
WA909       0206  15     16.00
WA909       0206  16     12.00
WA909       0206  17     11.00
WA909       0206  18     15.00
WA909       0206  19     20.00
WA909       0206  20     20.00
WA909       0206  21     24.00
WA909       0206  22     29.00
WA909       0206  23     18.00
WA909       0206  24     13.00
WA909       0206  25     15.00
WA909       0206  26     32.00
WA909       0206  27     34.00
WA909       0206  28     25.00
WA909       0306   1     24.00
WA909       0306   2     26.00
WA909       0306   3     25.00
WA909       0306   4     29.00
WA909       0306   5     31.00
WA909       0306   6     29.00
WA909       0306   7     28.00
WA909       0306   8     24.00
WA909       0306   9     20.00
WA909       0306  10     19.00
WA909       0306  11     18.00
WA909       0306  12     20.00
WA909       0306  13     20.00
WA909       0306  14     27.00
WA909       0306  15     26.00
WA909       0306  16     28.00
WA909       0306  17     28.00
WA909       0306  18     22.00
WA909       0306  19     21.00
WA909       0306  20     27.00
WA909       0306  21     32.00
WA909       0306  22     32.00
WA909       0306  23     34.00
WA909       0306  24     29.00
WA909       0306  25     25.00
WA909       0306  26     25.00
WA909       0306  27     28.00
WA909       0306  28     32.00
WA909       0306  29     30.00
WA909       0306  30     32.00
WA909       0306  31     33.00
WA909       0406   1     30.00
WA909       0406   2     29.00
WA909       0406   3     34.00
WA909       0406   4     31.00
WA909       0406   5     35.00
WA909       0406   6     31.00
WA909       0406   7     31.00
WA909       0406   8     34.00
WA909       0406   9     34.00
WA909       0406  10     33.00
WA909       0406  11     32.00
WA909       0406  12     30.00
WA909       0406  13     30.00
WA909       0406  14     26.00
WA909       0406  15     26.00
WA909       0406  16     26.00
WA909       0406  17     26.00
WA909       0406  18     28.00
WA909       0406  19     35.00
WA909       0406  20     38.00
WA909       0406  21     27.00
WA909       0406  22     27.00
WA909       0406  23     35.00
WA909       0406  24     41.00
WA909       0406  25     37.00
WA909       0406  26     34.00
WA909       0406  27     35.00
WA909       0406  28     40.00
WA909       0406  29     29.00
WA909       0406  30     28.00
WA909       0506   1     26.00
WA909       0506   2     26.00
WA909       0506   3     35.00
WA909       0506   4     41.00
WA909       0506   5     40.00
WA909       0506   6     33.00
WA909       0506   7     30.00
WA909       0506   8     28.00
WA909       0506   9     27.00
WA909       0506  10     36.00
WA909       0506  11     35.00
WA909       0506  12     31.00
WA909       0506  13     30.00
WA909       0506  14     39.00
WA909       0506  15     51.00
WA909       0506  16     54.00
WA909       0506  17     51.00
WA909       0506  18     49.00
WA909       0506  19     47.00
WA909       0506  20     40.00
WA909       0506  21     40.00
WA909       0506  22     37.00
WA909       0506  23     37.00
WA909       0506  24     39.00
WA909       0506  25     37.00
WA909       0506  26     36.00
WA909       0506  27     37.00
WA909       0506  28     39.00
WA909       0506  29     38.00
WA909       0506  30     36.00
WA909       0506  31     47.00
WA909       0606   1     46.00
WA909       0606   2     40.00
WA909       0606   3     38.00
WA909       0606   4     43.00
WA909       0606   5     43.00
WA909       0606   6     41.00
WA909       0606   7     44.00
WA909       0606   8     41.00
WA909       0606   9     41.00
WA909       0606  10     42.00
WA909       0606  11     44.00
WA909       0606  12     45.00
WA909       0606  13     46.00
WA909       0606  14     43.00
WA909       0606  15     42.00
WA909       0606  16     42.00
WA909       0606  17     40.00
WA909       0606  18     40.00
WA909       0606  19     39.00
WA909       0606  20     38.00
WA909       0606  21     39.00
WA909       0606  22     40.00
WA909       0606  23     40.00
WA909       0606  24     48.00
WA909       0606  25     57.00
WA909       0606  26     63.00
WA909       0606  27     51.00
WA909       0606  28     47.00
WA909       0606  29     48.00
WA909       0606  30     51.00
WA909       0706   1     52.00
WA909       0706   2     53.00
WA909       0706   3     55.00
WA909       0706   4     56.00
WA909       0706   5     48.00
WA909       0706   6     41.00
WA909       0706   7     40.00
WA909       0706   8     50.00
WA909       0706   9     54.00
WA909       0706  10     47.00
WA909       0706  11     43.00
WA909       0706  12     44.00
WA909       0706  13     45.00
WA909       0706  14     45.00
WA909       0706  15     46.00
WA909       0706  16     45.00
WA909       0706  17     44.00
WA909       0706  18     43.00
WA909       0706  19     46.00
WA909       0706  20     49.00
WA909       0706  21     65.00
WA909       0706  22     65.00
WA909       0706  23     62.00
WA909       0706  24     58.00
WA909       0706  25     55.00
WA909       0706  26     53.00
WA909       0706  27     53.00
WA909       0706  28     48.00
WA909       0706  29     45.00
WA909       0706  30     41.00
WA909       0706  31     40.00
WA909       0806   1     43.00
WA909       0806   2     44.00
WA909       0806   3     45.00
WA909       0806   4     45.00
WA909       0806   5     49.00
WA909       0806   6     52.00
WA909       0806   7     54.00
WA909       0806   8     51.00
WA909       0806   9     48.00
WA909       0806  10     46.00
WA909       0806  11     43.00
WA909       0806  12     42.00
WA909       0806  13     46.00
WA909       0806  14     51.00
WA909       0806  15     48.00
WA909       0806  16     47.00
WA909       0806  17     47.00
WA909       0806  18     51.00
WA909       0806  19     53.00
WA909       0806  20     54.00
WA909       0806  21     55.00
WA909       0806  22     48.00
WA909       0806  23     47.00
WA909       0806  24     46.00
WA909       0806  25     46.00
WA909       0806  26     52.00
WA909       0806  27     54.00
WA909       0806  28     52.00
WA909       0806  29     40.00
WA909       0806  30     39.00
WA909       0806  31     38.00
WA909       0906   1     49.00
WA909       0906   2     55.00
WA909       0906   3     62.00
WA909       0906   4     58.00
WA909       0906   5     56.00
WA909       0906   6     54.00
WA909       0906   7     52.00
WA909       0906   8     50.00
WA909       0906   9     43.00
WA909       0906  10     41.00
WA909       0906  11     48.00
WA909       0906  12     47.00
WA909       0906  13     39.00
WA909       0906  14     36.00
WA909       0906  15     35.00
WA909       0906  16     36.00
WA909       0906  17     36.00
WA909       0906  18     42.00
WA909       0906  19     41.00
WA909       0906  20     42.00
WA909       0906  21     38.00
WA909       0906  22     38.00
WA909       0906  23     44.00
WA909       0906  24     51.00
WA909       0906  25     52.00
WA909       0906  26     51.00
WA909       0906  27     54.00
WA909       0906  28     50.00
WA909       0906  29     49.00
WA909       0906  30     39.00
WA909       1006   1     38.00
WA909       1006   2     36.00
WA909       1006   3     38.00
WA909       1006   4     42.00
WA909       1006   5     44.00
WA909       1006   6     37.00
WA909       1006   7     36.00
WA909       1006   8     37.00
WA909       1006   9     38.00
WA909       1006  10     47.00
WA909       1006  11     51.00
WA909       1006  12     50.00
WA909       1006  13     47.00
WA909       1006  14     41.00
WA909       1006  15     38.00
WA909       1006  16     37.00
WA909       1006  17     34.00
WA909       1006  18     38.00
WA909       1006  19     38.00
WA909       1006  20     34.00
WA909       1006  21     39.00
WA909       1006  22     39.00
WA909       1006  23     36.00
WA909       1006  24     34.00
WA909       1006  25     31.00
WA909       1006  26     34.00
WA909       1006  27     40.00
WA909       1006  28     39.00
WA909       1006  29     20.00
WA909       1006  30     17.00
WA909       1006  31     21.00
WA909       1106   1     30.00
WA909       1106   2     35.00
WA909       1106   3     40.00
WA909       1106   4     40.00
WA909       1106   5     37.00
WA909       1106   6     44.00
WA909       1106   7     34.00
WA909       1106   8     31.00
WA909       1106   9     29.00
WA909       1106  10     30.00
WA909       1106  11     29.00
WA909       1106  12     31.00
WA909       1106  13     29.00
WA909       1106  14     25.00
WA909       1106  15     30.00
WA909       1106  16     25.00
WA909       1106  17     31.00
WA909       1106  18     33.00
WA909       1106  19     31.00
WA909       1106  20     32.00
WA909       1106  21     30.00
WA909       1106  22     30.00
WA909       1106  23     26.00
WA909       1106  24     24.00
WA909       1106  25     22.00
WA909       1106  26     21.00
WA909       1106  27     10.00
WA909       1106  28      8.00
WA909       1106  29     11.00
WA909       1106  30     27.00
WA909       1206   1     21.00
WA909       1206   2     21.00
WA909       1206   3     31.00
WA909       1206   4     32.00
WA909       1206   5     29.00
WA909       1206   6     36.00
WA909       1206   7     42.00
WA909       1206   8     38.00
WA909       1206   9     34.00
WA909       1206  10     33.00
